0.0402792+0.0235964j -0.132529-0.101379j 0.0125968+0.14506j -0.0035199+0.0258622j -0.0322346+0.0421214j 0.0270451+0.0624267j 0.0101213-0.0428297j 0.0105086-0.0280552j 0.0151895-0.0432231j 0.0476398-0.0199198j -0.0188973-0.0366074j -0.0292982+0.0284885j -0.00984699-0.000772789j 0.000131185-0.0353779j 0.00175637-0.0101118j -0.0106752+0.0395848j -0.0518675+0.00360402j 0.0414777+0.000906776j 0.0463415+0.0289387j 0.0120576-0.0354615j -0.0640522+0.00329794j 0.0281984-0.0458478j 0.0496529+0.0227802j 0.00800098+0.0150168j -0.145993+0.0067723j 0.0995643+0.22379j 0.15328-0.0994582j 0.109693-0.0109701j -0.111464+0.0117719j -0.0201982-0.0874454j -0.0373573-0.0666647j 0.0211651+0.0447918j 0.0406134-0.0350593j -0.0390621-0.0158932j 0.0144998+0.0520045j 0.0318664-0.0112643j -0.00360425-0.0310384j 0.0155841+0.0169467j -0.0122242+0.0180257j 0.00715999+0.0154698j -0.0230785-0.028601j 0.000238666+0.00522479j -0.0182525+0.00480468j 0.0274635+0.00880749j -0.0191161-0.0111387j -0.00138557+0.0174656j -0.0128289-0.0020575j 0.0131082-0.00340837j 0.00557606-0.00184518j -0.0030356-0.0247477j -0.00144201-0.0140389j -0.0213886-0.00168174j -0.0166105-0.0184525j -0.0274822-0.0282253j 0.0286733+0.00776423j 0.0208712-0.00267584j 0.00482647-0.00127j 0.0342534+0.033541j -0.0338757-0.0406095j -0.020685-0.0111356j -0.0104117-0.0154522j -0.0387774+0.0140294j 0.0138815+0.0558067j -0.0408964+0.0717631j 0.10099+0.0255359j -0.311197-0.0613485j -0.00495782+0.25375j 3.09521e-05-0.00368837j 0.137845-0.127927j 
0.0447508+0.133684j 0.086225+0.0605632j 0.212402-0.097971j 0.0985261+0.109586j -0.117013-0.0520237j -0.0524861-0.0925371j 0.0089419+0.0163336j 0.0646211-0.0815963j 0.0127864+0.0258865j 0.0572529-0.119541j -0.0774801+0.0121991j -0.111299-0.0108892j 0.0150526-0.00571664j -0.0052975-0.0298286j 0.0223084+0.00854969j -0.0169781+0.0231555j -0.0330038+0.0348961j -0.00958506-0.0420303j 0.0244306-0.0539613j 0.0484011-0.0566189j -0.0425517+0.0573225j 0.0360713-0.0541801j -0.00543153-0.0708519j -0.0069521+0.00971007j -0.0988677+0.088821j 0.121155+0.0813774j 0.0821664-0.0858259j 0.173173+0.053816j -0.148326-0.107361j -0.038143-0.0888664j -0.0214566-0.0788766j -0.0950059-0.0440982j 0.0143439-0.0638458j -0.0651484-0.01456j -0.0113446+0.00981081j -0.0068389-0.021916j -0.039527+0.0494213j -0.00518832+0.0118185j -0.0355702+0.0119905j 0.0202008-0.000463947j -0.0260412+0.0282962j 0.0099142-0.0132342j -0.00391299-0.0120754j -0.010818+0.00033853j -0.0161324+0.0187992j 0.00868848-0.0101607j -0.00475403+0.00188015j -0.0105405+0.0108348j 0.0120362-0.00598798j -0.017181+0.00492819j 0.00221109-0.000162046j 0.00600743-0.00184885j -0.00871343+0.0120813j 0.0365349-0.00257288j -0.0349618+0.00321286j -0.00596077+0.00172548j -0.000233387-0.00115133j -0.0330493+0.0023976j 0.0184376+0.0139229j 0.0197533-0.0102525j -0.0159237+0.0260801j 0.00901236-0.0194064j -0.038603-0.0289409j 0.0106846+0.00540319j -0.0334286-0.0239085j 0.178239-0.0204201j -0.0739893-0.17156j -0.0373699-0.00487039j -0.0806742+0.0263568j 
-0.105226-0.0491229j 0.0233197+0.0109543j 0.110952-0.287008j 0.262421-0.0316133j 0.155217-0.131827j 0.0521316-0.0252424j -0.0575648+0.121713j 0.0731685+0.00558015j -0.0587304+0.0732577j 0.0142075+0.0229707j -0.0611752+0.0491439j 0.0169213-0.0478791j 0.0435459-0.0202307j -0.00250471+0.0122086j 0.0157899+0.00791305j -0.00661734-0.0232396j 0.0322069+0.0253609j 0.01667-0.0202783j 0.000454701-0.0657076j 0.0252323-0.0552232j 0.0164082+0.0244001j -0.00234647+0.0375203j 0.0467111-0.0759576j -0.0158339+0.0652188j 0.00198409-0.0146212j -0.0914623-0.142027j -0.042628+0.123001j 0.0426435-0.158551j 0.198694+0.00959062j 0.0696131+0.0778636j -0.043322+0.0560663j -0.0408459+0.164261j -0.112087+0.0180182j 0.0412001-0.0524852j -0.0176395+0.042864j -0.0488698+0.0415618j 0.0222379-0.0607685j -0.0115611+0.00960345j 0.0199688-0.0227305j 0.000968434-0.00452355j 0.0472533-0.0607919j -0.0200652+0.0205411j 0.0158644+0.00082923j -0.00452254+0.0145806j 0.031765-0.0333668j -0.0132309+0.0175571j 0.0151676-0.0121933j 0.0188643-0.0174308j 0.00248101+0.0138021j 0.00261394-0.00213057j -0.0138779+0.00413252j 0.0105484-0.00703592j 0.0145955-0.0232273j -0.0271908-0.00258409j 0.00195938+0.0123319j -0.00741843+0.0118387j 0.0076059+0.00226281j -0.0105786+0.0122537j -0.0487915-0.0070613j -0.00482165-0.0075889j -0.0167019-0.0662903j -0.0250541-0.0412128j 0.00127409+0.0485007j 0.0253102-0.0592778j -0.0325983-0.000246129j -0.119155+0.0605638j 0.116714+0.127121j 0.0694585-0.0644016j 0.018539+0.0206858j 
-0.0177344+0.00922856j 0.117557+0.0786357j 0.266899-0.113639j -0.0854185+0.265486j 0.099894+0.0193432j -0.0460294-0.057289j 0.0268359-0.0362368j -0.0657808+0.0394198j 0.00430254+0.0347415j -0.0367793-0.026903j 0.0441399-0.00497136j 0.0421885-0.010332j -0.0373805+0.0139867j -0.00267184+0.00958364j -0.03207+0.0481092j 0.0377847-0.0309609j 0.0424645+0.0224369j -0.0784103+0.0296476j -0.00764225-0.0360517j -0.0227029+0.0533392j 0.0689133+0.0157149j -0.0088891-0.011655j -0.0147423-0.0100002j 0.00155796-0.0603899j 0.0860763-0.00684794j 0.0887533-0.127889j -0.082424-0.134121j -0.238309+0.000480285j -0.0276046-0.154065j 0.0115792+0.0463994j -0.0784424-0.106885j -0.119884+0.0835095j 0.0216513-0.147899j 0.0175923+0.0121545j -0.0200992+0.0414504j 0.0346108-0.0765682j 0.0469361-0.0347218j 0.00383195+0.00400404j 0.00941501+0.0229354j -0.0232813+0.0209644j 0.0143474-0.00125476j -0.00224438-0.00602068j -0.00424683+0.0223047j 0.00714946-0.0105143j -0.0101531+0.0181567j -0.0250512+0.0204284j 0.00552931+0.0121737j 0.00474773-0.000469504j -0.00942588+0.00663936j -0.0322914+0.0106672j 0.0204688-0.0260208j -0.012496+0.0177215j -0.0184902-0.00136614j -0.0320031-0.0187872j -0.00923442-0.0214122j 0.01125-0.0179613j 0.0209676-0.00729497j 0.000148672-0.00867646j -0.00674726-0.0331666j -0.0178567+0.0355396j 0.0284052+0.00197167j 0.00801165+0.0250529j -0.0132651-0.00406001j 0.0168394+0.055891j 0.00453254-0.0695385j -0.102347-0.143528j -0.186969+0.0450637j -0.0518398+0.0222968j 0.0421552-0.0770586j 
0.0458313+0.00940839j 0.0704669-0.0299243j 0.0376873+0.0801951j -0.0769291+0.0259959j -0.0626612-0.0171268j -0.0319753-0.00519507j -0.00910109-0.0259196j -0.00356258-0.00601622j 0.0221084-0.0447495j -0.0206485-0.0239451j -0.00631205-0.0247739j -0.00650483+0.0107341j -0.0114108+0.00387931j -0.0257218-0.0311592j 0.0424886-0.00867584j -0.0072555+0.0249964j 0.00973224+0.00796573j 0.0513962-0.0244319j -0.0605574+0.00517049j -0.0836412-0.05547j 0.0243117+0.0098218j -0.044828-0.059012j 0.0754623-0.0151244j 0.0101767+0.0319224j -0.0598091-0.00159756j -0.170137-0.00208034j -0.0783921-0.153293j 0.0306565-0.0666801j -0.0796083+0.0403201j -0.114333-0.0159266j -0.0281632-0.024864j -0.0524815-0.0493026j 0.0594921-7.48656e-06j -0.0675258-0.071992j -0.0269768-0.0413739j -0.00781095-0.0267065j 0.0374225-0.0392944j 0.00482883-0.0191346j -0.014994-0.0505669j 0.00585096+0.0527541j 0.0254407+0.00445688j -0.0104496-0.00488458j -0.0231696-0.0197853j -0.0335176+0.0346095j 0.0134263+0.030391j -0.00051582-0.0023856j -0.00166062-0.0212872j 0.000125481+0.0148194j -0.0280132+0.0311613j -0.0288243-0.0174002j 0.0186464-0.00734578j 0.0191457-0.00998542j 0.0753891+0.00410653j 0.0404069-0.0122795j 0.017849+0.0201377j -0.0142407+0.0251257j -0.00553067-0.0121498j -0.063162+0.0118285j -0.062103+0.0583294j -0.0188759+0.0137063j -0.0846024-0.0100875j -0.231652-0.165972j -0.0990439+0.11489j 0.0972808-0.103643j -0.277774-0.00145887j -0.130021-0.112561j 0.091687-0.0698194j 0.0324804-0.0263308j -0.0219034+0.114982j 
0.0721495-0.0415691j -0.036311-0.0224719j -0.046603+0.0637722j -0.0160315-0.0981164j -0.0327711-0.0547391j 0.0418711+0.0424059j 5.19424e-05+0.0415135j -0.0572906+0.0357583j 0.0142967+0.0258289j -0.0357988+0.0742041j 0.0152271-0.0352602j 0.0079416-0.0336772j 0.0103241-0.00470484j -0.000160941-0.0115929j -0.0303092+0.0054325j 0.0219658-0.0130861j -0.000329865-0.00659392j -0.0134507+0.0489669j 0.0349778-0.00860429j 0.0284548-0.0433567j -0.00654591-0.0162222j 0.0479256+0.0130543j 0.0637448+0.0733551j -0.00493104+0.0491859j 0.025641-0.165797j 0.104681+0.0329482j -0.135705-0.0232938j 0.0510303-0.0421192j 0.00256553-0.0838537j -0.0335895-0.00949573j 0.122247+0.0117781j 0.0640638-0.0481316j 0.0247474+0.0756866j 0.0193262-0.0195978j -0.0703317-0.0853142j 0.0118318+0.000605384j 0.0155312-0.0928625j -0.0363533+0.00984652j -0.0261865-0.0783808j 0.00823644-0.0248563j 0.00600448-0.0154728j 0.0234865-0.0242348j 0.0261656-0.0158267j 0.0514312-0.0568709j 0.0264981-0.0352391j -0.0611548+0.047652j 0.0116444-0.0185515j -0.00408579-0.0089468j 0.0330185+0.00440945j -0.0196438+0.0807442j 0.00257005+0.0434539j -0.000369275+0.00725246j -0.0442957+0.0416011j -0.0111401+0.000667796j -0.0550039+0.0151206j 0.0473969-0.0181198j 0.0367528-0.0174265j -0.023117-0.000112593j -0.0148029-0.00885081j -0.0411148-0.00487458j -0.047561-0.0760642j 0.14625-0.0485618j -0.261752-0.135384j 0.020437-0.00297196j -0.0238424-0.361128j -0.0471299+0.0246241j -0.117431-0.0176477j -0.0338792-0.112415j 0.0187054-0.0872133j 
-0.00770982-0.00064644j 0.0169408-0.0128795j 0.0540951-0.00380361j -0.0365728+0.000184741j -0.0248413-0.0365776j -0.0192276+0.00221938j 0.000349967+0.00795344j -0.0301625+0.0278385j 0.00695314-0.0106889j -0.0321609+0.0204845j 0.00447225-0.0142141j -0.0188635-0.0045113j 1.79785e-05+0.00371885j -0.0157662-0.0156077j -0.0141101+0.00910865j 0.0243097-0.0119202j 0.00423217+0.0012321j 0.0174766+0.0209679j -0.0123303-0.0178325j -0.0106542-0.0233626j -0.0108077-0.00162361j -0.0186311-0.0201299j -0.0772837-0.0396736j 0.000298435+0.0626592j 0.115456+0.00472849j 0.112016+0.0114592j 0.0228458+0.0563679j -0.00468661+0.021699j -0.0696106+0.0649516j -0.0257739+0.0124813j -0.0326277-0.0139421j 0.0321687+0.00934471j 0.034645+0.0131796j -0.0474664-0.0666583j -0.048969-0.0628081j -0.0269693-0.0101544j -0.0158303-0.102494j -0.0107972+0.0184478j -0.0362189-0.0374184j 0.018478-0.00866833j -0.000470299+0.00765377j -0.00480894-0.0339035j -0.00640361+0.00907021j -0.00365628-0.0519535j 0.00216565+0.0314896j 0.0138443+0.0779736j 0.00150149-0.0276869j -0.0154788-0.0304187j 0.0189786+0.0152908j 0.0836677+0.0435002j 0.00424971+0.0492796j 0.0233436+0.0113347j 0.0224515+0.080118j 0.0250153-0.0241756j -0.0603464+0.0698676j 0.00641183-0.0330123j -0.00574707-0.0193805j -0.142673-0.00138462j -0.110377-0.0837336j 0.116283-0.000283062j -0.104563-0.0311423j -0.0857248-0.161255j 0.16552+0.111087j -0.00571604-0.17187j 0.245677+0.0912607j 0.163395+0.0980547j -0.165487+0.169744j -0.0720903+0.117881j -0.0999185+0.0621701j 
-0.0086274-0.0274872j -0.0415708+0.00496567j 0.0184164-0.0390233j 0.0551938-0.0471563j 0.0378094-0.0229568j -0.00987409-0.00831617j -0.00347934+0.00385817j 0.00685088-0.00471012j -0.0091032-0.0051878j 0.0047076+0.0123841j -0.00903767+0.00810192j 0.0178361-0.0257849j -0.00795156-0.00890543j 0.0120809-0.0105765j -0.00192041-0.00828589j 0.000909154-0.00450947j -0.0308834-0.031516j -0.0274905+0.00845478j 0.00374387+0.00287077j 0.0306634+0.0244525j -0.0144442-0.0658102j 0.012425+0.0147125j 0.0238869+0.0499851j -0.0679035+0.0447056j 0.0790975+0.0074082j 0.00260305-0.0452487j -0.00309711-0.00291184j -0.053253+0.0720512j 0.000736117-0.043528j 0.0519807+0.0227968j 0.047182+0.015576j -0.049099+0.0176577j 0.10968+0.0324961j -0.12359-0.0590516j 0.0633599+0.0157372j -0.00321869-0.000186285j -0.0874843-0.00631223j -0.0126524-0.0916996j -0.0528322+0.0242564j 0.0225582+0.0124455j -0.0373283+0.0289883j 0.0178791+0.0253747j -0.0666066-0.0384552j -0.0658219+0.0215539j -0.00937345+0.0529222j 0.0467954+0.0247655j 0.0145127-0.0487498j -0.0436178-0.0181565j -0.0501901+0.0500674j 0.0808592-0.0161578j 0.0202761-0.00445561j -0.0360351-0.0195921j 0.0157763-0.00809001j 0.0286826+0.0167492j 0.0845621-0.0251409j 0.00557679+0.0666829j -0.0715256-0.0481556j 0.0554458+0.044143j 0.0969319+0.0584082j 0.0500551+0.10982j -0.0381869+0.0395137j 0.0412292+0.0346914j -0.0508267-0.180045j 0.085034-0.0227865j -0.0141817-0.0144175j -0.117274+0.0117952j -0.0116428+0.0840558j -0.14058+0.0766792j 0.0111935-0.231431j 
-0.0346843+0.0514535j -0.00577264+0.0450144j 0.0298936-0.0406419j -0.00530368+0.0457177j -0.00435041+0.0102877j -0.0333112-0.00694659j -0.00198484-0.0256422j 0.0156022+0.023404j -0.0298232-0.0147228j 0.0045077-0.00925735j -0.00961273-0.0033493j -0.0218144+0.00414603j 0.00266446-0.00379723j -0.0152655-0.00187951j 0.00594311+0.0020849j 0.0038916-0.000407412j -0.0146244+0.0196837j -0.0173448-0.0385716j -0.0203653+0.0264556j -0.0215316+0.0296081j -0.00203414+0.0127451j -0.0154655-0.00200951j -0.00100826-0.0651998j 0.0562279+0.0186614j 0.0380924+0.0348322j -0.0188702+0.0225876j 0.0399377-0.0217022j 0.0129099+0.0460241j 0.0097614+0.0690107j 0.0425085-0.0121194j -0.0988408+0.0408891j -0.0110166+0.0362002j -0.0146326+0.0027118j -0.0284013-0.0274955j -0.00262271-0.0365701j -0.0257095-0.0159862j -0.0107471-0.0468802j -0.00355359+0.0137313j 0.0196187+0.0332577j 0.0112861-0.0410946j -0.0159036+0.0509973j -0.012291-0.0430583j -0.0083445+0.0471347j 0.0184169-0.0053246j -0.0278385+0.0530832j 0.0335181+0.0491637j -0.0247253-0.0149367j 0.0119296-0.0230858j 0.00633692+0.0185634j 0.0322058+0.0344564j -0.0276327+0.0254323j 0.0223356+0.0187545j 0.102244+0.0465505j 0.00439081-0.0507966j 0.0795426+0.0776497j 0.0212655+0.00383812j -0.127922-0.00277149j 0.184708+0.0373446j -0.0229056+0.109453j -0.0449947-0.0154203j 0.0283709+0.150827j -0.0812344+0.146591j -0.124693-0.11609j -0.0791478-0.104617j -0.00912017-0.062685j 0.00701647-0.036768j 0.0157284-0.0729231j 0.103468+0.180126j -0.0373596+0.118891j 
0.00585508+0.0451503j 0.00659473-0.0529156j 0.0338747+0.0324526j -0.00476166-0.0118008j -0.00468149-0.0368034j -0.0118362+0.00358666j -0.00199174-0.00310375j 0.0199046+0.0161625j 0.00858064-0.00219566j -0.000983497+0.0218465j -0.0234499-0.0323925j -0.022091+0.0172177j -0.00987868-0.0169469j 0.00771215-0.0184156j -0.00372076+0.00262316j 0.0192225+0.00162918j 0.0363348-0.00934977j 0.0174135+0.0242525j 0.0174383-0.0183781j -0.00543266-0.057714j 0.021742-0.0169534j 0.0247358-0.0638333j -0.0324243-0.0139887j -0.0174224-0.0250831j 0.0016678-0.029356j -0.0409094+0.0199091j -0.026121+0.0168897j -0.0383268-0.040846j 0.0383444+0.00675413j -0.0887133+0.0522751j -0.0500047+0.0578826j -0.143224+0.00306947j 0.0444489-0.0308554j -0.0847906-0.0284764j 0.0435284-0.0128115j 0.0191033+0.023054j 0.024635-0.0208728j 0.0347044+0.0364517j -0.0332923-0.01161j 0.0667829-0.0601852j 0.00988421+0.0235627j -0.033156-0.0101837j -0.076622-0.0419089j 0.0722924-0.0676714j -0.0267913+0.0115231j 0.0262849+0.0300569j -0.0533138+0.0547843j 0.011053-0.105618j -0.0560269-0.071901j 0.107883-0.0100179j 0.0639491+0.08037j -0.0588757-0.0245826j 0.0519169-0.00747353j 0.0382222+0.000415123j 0.0579584+0.0383442j 0.0922827-0.0657j 0.0181318-0.00743729j -0.113335+0.0415603j -0.0258547+0.107358j -0.0623511+0.0372027j -0.106393-0.0219674j -0.035119-0.131202j 0.0272457+0.0939497j -0.00487336-0.0169287j 0.0208491-0.0737652j 0.0594471+0.0624459j 0.058034+0.0772706j -0.0231433-0.156178j 0.181343+0.0359517j 
0.00928278-0.011377j -0.00512339+0.0302817j -0.00884767+0.00502629j -0.024407+0.00813003j 0.000821781+0.00619296j 0.00471317+0.0016287j 0.0321352+0.00272644j -0.0344422+0.00154385j 0.0226675+0.0203907j -0.00717877-0.000454609j -0.00971025+0.00188561j 0.00427819-0.000991663j -0.00108294-0.00791092j 0.020355+0.0116131j 0.000675931-0.0169787j 0.0127826+0.000767425j 0.00760317+0.0132607j 0.0178118-0.0124625j 0.0119727-0.0429786j 0.0179491+0.00283717j 0.0118621+0.0200292j 0.0944887+0.0345641j 0.0335025-0.00191136j -0.00272449+0.00572545j 0.00123591+0.0366911j 0.0209723-0.0128836j 0.0340982+0.037689j 0.0146376+0.00181934j -0.003315-0.0109689j -0.00583668-0.0127068j 0.00985371+0.0230653j -0.0244837+0.0589591j -0.0567058-0.00913385j 0.00994291+0.0782486j 0.0688315+0.0260237j -0.00462452-0.0341313j -0.0496823+0.031105j -0.0990859-0.0369091j -0.015864-0.0107278j 0.03058-0.0434113j 0.122599+0.0283674j -0.0421476-0.011576j -0.03636-0.0741817j -0.0226637+0.0433974j 0.0289357-0.062678j 0.00942414-0.0521251j 0.00572125+0.0733998j 0.0199983+0.0043594j -0.0884308+0.0121294j -0.0459337-0.00243323j 0.0141862+0.0183814j -0.0927266-0.0970788j 0.0684603-0.0321731j 0.0793814+0.0469242j 0.157766-0.0292196j 0.0983652-0.0379004j -0.0802121-0.00242366j -0.031204+0.00942657j -0.0344775-0.135536j -0.0849359+0.0304524j -0.102949-0.0524439j 0.032452+0.0880509j -0.0939152-0.00125706j 0.0169022+0.0677405j 0.0726821+0.0543397j 0.265498-0.0583169j 0.0780679+0.0569363j -0.0866879-0.100478j 0.0302229-0.111562j 
-0.0150854+0.0139529j 0.00267597+0.0417981j -0.0264594+0.000659597j -0.0216022+0.024456j -0.01913+0.0267013j -0.0326735-0.0013308j 0.0206708-0.0115619j -0.00835396-0.00583715j -0.00995889+0.00778366j 0.02838-0.0161514j -0.0160577+0.0125517j -0.0281959-0.00800352j -0.0149593-0.00476939j -0.00957574-0.010386j -0.0112404+0.00813587j 0.0133493+0.00937813j 0.00464706+0.0251374j -0.00373162-0.00452438j 0.0230764-0.0134536j 0.0205815+0.0571218j -0.0841844+0.00716323j 0.0112617+0.02786j -0.0327412-0.0184814j 0.00481286-0.00173443j -0.0116904+0.0172799j -0.0487769-0.024268j -0.00263727-0.0534924j 0.0225537+0.0267032j -0.0170722-0.00582176j 0.0236347-0.0163657j 0.0106141-0.00267342j -0.0189104+0.0178016j -0.0391311+0.0318204j 0.000907689+0.00708083j -0.0293886+0.0523918j -0.0658166-0.0162159j -0.00394359+0.00486008j -0.0714777-0.0388956j 0.0631465+0.0609956j -0.101196-0.0541699j 0.0456519+0.0308466j -0.00745376-0.00275472j 0.0140089-0.00196891j -0.0340637+0.0012418j 0.0425955+0.0207624j 0.0461617+0.0352733j 0.0281371-0.0921223j -0.0496254+0.00726063j -0.0667495+0.0298693j 0.00847162-0.114213j 0.0223177+0.10839j 0.0264448-0.00757979j 0.0487624-0.00676163j -0.227412+0.0214132j 0.132+0.112664j 0.143334+0.271443j 0.145586+0.00601234j 0.0390326+0.00765023j 0.124304-0.0737027j 0.151645+0.0799395j -0.0321719+0.0147186j 0.00527809+0.00235515j -0.0770128-0.116575j -0.0794406-0.00398577j 0.00463827+0.0514444j -0.058512+0.0289025j 0.00164619-0.0910254j -0.0536842+0.182975j -0.2128-0.132878j 
0.0114362-0.0127451j 0.0108834-0.000942674j -0.0619904+0.0206021j 0.0222635-0.0309804j 0.0111636-0.0043737j -0.0021487-0.00300291j -0.0127422+0.0030754j 0.0142741-0.0219056j -0.0276526+0.00604617j 0.0078681-0.0114125j 0.0104567+0.00261332j 0.0100475-0.013413j -0.0148991-0.0205663j 0.0055194-0.00683021j 0.00157458+0.0111836j -0.0142514+0.00361245j -0.00301092+0.0185227j -0.0341548+0.013239j 0.00716911+0.057711j 0.0393763-0.00299088j 0.0092631-0.0420035j -0.0214504-0.0351346j 0.0191703-0.0472802j 0.00352813-0.014426j -0.0192747-0.00725722j 0.00859348-0.00874943j -0.00391245-0.00423186j 0.0321798-0.0173333j 0.0349115-0.0106339j 0.0154689-0.0257422j 0.0354254-0.00808952j -0.0816041+0.0722271j 0.0237531+0.0193677j -0.0633357-0.00985456j 0.0102025-0.0204911j 0.0517407-0.068742j -0.0847558-0.0618914j -0.00399778-0.012176j 0.0109594+0.0628401j 0.0119638-0.051998j -0.0668944+0.0551311j 0.000418597-0.00234384j 0.00522733+0.0503375j -0.0309662+0.0173365j -0.040019+0.0740926j 0.0567341+0.0142458j -0.00232317-0.0394329j -0.0864073-0.0481816j 0.000320862-0.0341598j -0.0365232-0.0711666j 0.0535963-0.0567503j 0.0346924+0.0937216j -0.0235627+0.00246049j 0.045624-0.106512j -0.0424138+0.063814j -0.160759-0.0510513j -0.0589125+0.174587j 0.0646207-0.252846j -0.0890369+0.070566j -0.000643116+0.100771j 0.176261+0.0819149j 0.0558392-0.0645399j 0.108023+0.0418945j -0.0528841-0.024344j 0.104622-0.139026j 0.107255-0.123823j 0.110608+0.00674284j 0.266924-0.00820569j -0.0380142+0.12471j 
-0.00405184-0.0179595j -0.010193+0.0515569j 0.00310026-0.0487998j 0.0377957-0.00146175j 0.0102006+0.0131038j -0.0101031+0.0139011j -0.0110628-0.0193713j 0.028854+0.0260201j -0.034754+0.00140492j 5.89614e-05+0.00178441j -0.00637503+0.0141969j 0.0159566+0.0377473j 0.00651145+0.00388866j -0.000261021-0.00364649j 0.00552254+0.00138827j 0.00900358-0.0187365j -0.0171036-0.0293903j -0.017423-0.0538312j 0.0133823-0.00731497j -0.00835398-0.0167292j 0.0329695+0.0194076j -0.000531777-0.0126006j 0.0299605+0.0130887j 0.0117914+0.00481684j 0.0257959-0.00652841j -0.0148203+0.028571j -0.0200528-0.0236515j -0.0159475+0.0220293j 0.0218659-0.0235984j 0.0351439-0.0603591j -0.0201398+0.0492394j -0.0221017-0.0158957j -0.00442946+0.0376756j -0.0237242-0.0509089j 0.0164441-0.0585217j -0.0185932+0.0399489j -0.00794425-0.0689916j 0.0213129+0.0515148j -0.0121337-0.018795j 0.0857232+0.0148153j -0.0181214+0.0141979j 0.0148573+0.020472j -0.0230145+0.0339159j 0.0713065-0.0692679j 0.00939414+0.0302176j 0.0526387-0.0367371j -0.0577855+0.11926j -0.0688906-0.00764255j -0.0666598+0.0872884j 0.0766797-0.0656789j 0.00408295-0.00815198j -0.0438632-0.0400177j -0.0128484+0.0600409j 0.0415106-0.049928j 0.0193515-0.119167j 0.0478045-0.174707j -0.203636-0.0723491j 0.040051+0.0881023j 0.104562+0.1398j -0.0936669-0.0687971j 0.0327921+0.0561283j 0.0396763+0.11347j -0.0652346-0.0850501j 0.0334654+0.0457442j -0.115115-0.0563185j -0.123952+0.0212215j -0.0905793-0.11152j 0.0508313-0.0764924j 0.16506-0.0640902j 
-0.0199872-0.0546975j -0.0120607+0.00586672j -0.0222267-0.0409689j 0.0270408-0.00199949j 0.0184455+0.0308423j 0.0133662+0.0226019j 0.0131386-0.0130446j 0.0092356-0.00853656j 0.000605233+0.00240741j 0.0139338-0.00952718j -0.00355126+0.0538263j 0.0168731+0.0232422j -0.027837+0.0321302j 0.0142375+0.00679317j 0.00606344-0.0312133j -0.0139869-0.00241082j 0.0174745-0.0012568j -0.0196764+0.0021142j 0.0150748-0.00782121j 0.0151815+0.000626443j -0.0195561+0.00827875j 0.0328757-0.0049545j 0.046727-0.00158259j -0.000855672+0.00795524j -0.00441378+0.0301244j -0.0361375-0.0135095j 0.00827359-0.00699898j -0.00654538-0.0125665j 0.00770344-0.0227527j 0.00436173-0.0136092j 0.0201638-0.0423027j 0.0273224-0.0842814j 0.0206374-0.0306816j 0.00350152-0.00716394j 0.0427483+0.0156764j -0.0468637+0.0543128j 0.000274644-0.0700854j 0.00764335+0.0399643j 0.0108596+0.00423716j -0.113808+0.0164835j 0.0232343+0.00516975j 0.0410674+0.0203163j -0.0664295-0.110333j -0.0216408-0.0773977j 0.13476-0.0064425j -0.0201679+0.0367428j -0.0108593-0.0601674j -0.0247359+0.0462473j -0.0402238-0.0784132j -0.121129-0.0291603j -0.0850124-0.034356j -0.055498+0.0128189j -0.0147671-0.0835849j 0.0930131-0.0620508j 0.192891-0.122656j 0.0494384-0.103779j 0.0472735+0.0748739j 0.0977389-0.0516004j 0.0505316-0.0737678j 0.0690458+0.0384853j 0.0668564-0.0778872j -0.0396507-0.205781j 0.0676336+0.122796j 0.167487+0.020256j 0.233296+0.13178j -0.0696068-0.216821j 0.255751-0.0663375j -0.0235867-0.0834375j 0.026361-0.0588396j 
