-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.0236217+0.0175873j -0.0296601-0.0206559j -0.0489571+0.00817908j 0.00352772-0.0319665j -0.0573028-0.000380048j 0.0616066-0.0116331j 0.0758617+0.02583j -0.0312897-0.00523514j -0.049079+0.0724053j 0.0112194+0.0462948j 0.0379047-0.0300434j -0.0394962+0.0043025j 0.00460055-0.0608193j 0.00466057-0.0477893j 0.000368381+0.104669j -0.0268752-0.0241675j -0.0701196-0.0278642j 0.0355749-0.0786778j -0.0368227-0.0457867j -0.0132384-0.0357222j 0.00324662-0.0187609j -0.0051306+0.0960613j 0.0357074+0.00863738j -0.0470209-0.0139826j 0.051084+0.0295115j -0.0507406+0.0494047j -0.0284865+0.0207279j -0.0102263+0.0393522j -0.048061-0.0415437j -0.00814983+0.0130316j 0.0963518+0.0423985j -0.00329386+0.024581j -0.0615439-0.0382496j 0.0415794-0.0042027j -0.0387769+0.0318502j 0.0285923+0.0883963j -0.0424908+0.041007j 0.0844218+0.00470083j -0.0192566+0.0196666j 0.0160851+0.0200672j 0.0567798+0.0214369j -0.110102+0.0117793j -0.0349221+0.0748212j -0.016973+0.0509945j -0.127459-0.054212j -0.0386313-0.103745j 0.0183918+0.0458634j 0.0323786-0.0134475j 0.0924547+0.067146j 0.0778472-0.117338j 0.055226+0.00775914j 0.0258956-0.0284913j 0.0117686-0.0737194j -0.00469169-0.0629944j 0.0269508-0.0640368j -0.00936115+0.0362826j -0.00104587+0.0090814j 0.00441909+0.0444238j 0.0776357+0.0263051j -0.05186+0.00480544j -0.0200718-0.0614487j -0.00777012-0.00973894j -0.077039+0.00902673j 0.113617-0.00388498j -0.0140837+0.0453176j -0.00796242+0.0663254j 0.0978356-0.0205437j 0.051635-0.0244125j -0.0478983+0.00795509j 0.00757941+0.0227582j -0.0670284-0.00314675j -0.0022696+0.0545907j 0.139939+0.139573j 0.0893808+0.0277477j 0.049231+0.0116523j 0.107979+0.00376375j 0.0344536+0.119471j 0.102272+0.0337921j -0.0378347+0.00178788j -0.0685106-0.0976472j 0.0378067+0.0461983j 0.116982+0.0234729j -0.0956412-0.00121144j -0.0569602-0.0541339j -0.0416628+0.0368937j 0.0645216+0.0119064j -0.0340097+0.0872193j 0.0205519-0.0121483j 0.00186319+0.00947101j -0.00728786+0.0619735j -0.103852+0.108776j 0.0125015+0.0528561j -0.050028-0.0416991j 0.0549362-0.0282819j -0.0121818-0.0340633j 
-0.0114039+0.0217294j 0.0065054-0.0460963j -0.0727345-0.0518326j -0.00430614+0.00597293j -0.00183619-0.0249323j 0.0196224-0.0161772j 0.000591018-0.00595496j -0.0775056-0.0386544j -0.0649358-0.00824361j 0.0795794-0.0705219j -0.0108142+0.0594541j 0.00561121+0.0248507j -0.0725158+0.110123j 0.0146196+0.0239443j -0.0720056-0.0389891j 0.015076+0.018657j 0.0313653-0.00390025j 0.0207055+0.0273601j 0.0179121-0.0100641j 0.000876855-0.00448494j -0.000686299-0.0151211j -0.127159-0.0393339j 0.0205041+0.000945503j 0.0351876+0.0110428j 0.0488108+0.0128965j -0.0477901-0.0303178j -0.0344616-0.00186991j -0.0633516+0.0423229j -0.0847173-0.0102344j -0.0322619-0.0414622j -0.0714477-0.00214218j 0.0613025+0.00888789j 0.00249573+0.00989098j -0.00720171+0.0820289j -0.0566294+0.00401402j -0.0904545+0.00815964j 0.00541242-0.134238j 0.0414384+0.135064j 0.000192066-0.0999949j -0.0384816-0.0100748j -0.0233245+0.0434962j -0.0849455+0.00189575j 0.0456571-0.0466922j -0.136225-0.0051823j 0.102152-0.157689j -0.0407496+0.0409284j -0.00176484-0.0413214j -0.0421079+0.0665103j 0.0115249+0.0440325j 0.0222365-0.00171256j 0.0585891-0.0266099j 0.00764577-0.00592917j 0.0664711-0.0516494j -0.00110979+0.049264j 0.0340037+0.0481591j -0.0455644+0.0258725j 0.00620395+0.000308438j 0.0233732-0.0629154j 0.0186047+0.0502949j -0.0474561-0.056759j -0.0213129-0.00711832j 0.0258837-0.0281646j -0.0130714-0.159152j 0.0770394-0.133276j -0.00862173+0.00399421j -0.001375+0.0498374j 0.00730888-0.0320597j 0.0321965+0.0319291j 0.0486843+0.0203452j -0.0540142+0.00407756j 0.056058+0.034006j 0.00156983+0.071553j -0.0331728-0.00421029j 0.0986971-0.00268083j -0.0111657+0.0132363j 0.022872+0.00301771j -0.0511949+0.00115964j 0.0487207+0.0681202j -0.0982107-0.0532404j -0.017581+0.0472422j 0.00515588+0.0322524j 0.0134253+0.0320283j 0.0781604+0.0513191j 0.0118563+0.0282883j -0.019097+0.0437294j 0.0803976+0.0203363j 0.0134769-0.00662073j -0.0213997+0.035681j -0.0127956-0.00329692j -0.0122647+0.0393433j -0.00877535-0.00516907j 0.0606946+0.0586352j -0.0583887+0.0441446j 0.0510973+0.123367j 0.0594421-0.0502653j 
-0.00729537+0.00473532j 0.00606513+0.0132382j -0.0453925+0.0309299j -0.0343192+0.0326981j 0.0381433+0.0154827j 0.0829134-0.0476673j 0.0719379-0.014755j 0.0797002-0.0174246j 0.028445+0.0156836j 0.0707787+0.0754307j 0.000704812-0.059178j 0.0665776+0.0314027j -0.101393-0.0820908j -0.0217207-0.0513988j 0.00332693+0.0434439j -0.00621891-0.04349j -0.0313571+0.0157281j -0.0676682-0.0685268j -0.0527648-0.00397837j 0.038113-0.017237j 0.0107624-0.0156325j -0.0317908-0.0324897j 0.0466917+0.0723814j -0.0886194+0.0399011j -0.0103783-0.0230833j -0.11868+0.0801631j -0.049239-0.0364802j -0.0487506+0.0254487j 0.0462978-0.0518148j -0.0467931+0.0168157j 0.0213114+0.0347868j 0.00980046+0.0179019j -0.0325839-0.018394j 0.0166196+0.0120256j -0.0952637-0.0857398j 0.0119644-0.0738948j 0.0290491+0.0122535j -0.008786-0.096348j 0.0410538+0.0153972j -0.032408+0.0217872j 0.0487903+0.0357738j 0.030494-0.0610623j -0.0544845-0.0547529j -0.00583745-0.0483196j 0.0853911+0.0218969j 0.0345136+0.0637217j 0.0375036+0.0443796j -0.0585016-0.00388188j 0.0204826+0.00246375j -0.0325092-0.0140147j 0.0598414-0.0434702j 0.0373797-0.0213077j -0.0151205+0.0168826j -0.0322676-0.0292431j -0.0656241+0.0936238j 0.00349618+0.0504765j -0.0247114+0.00710676j 0.0115964+0.0406469j -0.093489-0.0135306j -0.00240458+0.00301092j -0.0176054+0.020022j -0.0140387+0.0434377j 0.0834465-0.00515054j 0.0676934-0.0679137j 0.0491245+0.106788j -0.0217471+0.0475526j 0.0224477+0.0209299j -0.0294603-0.0538982j -0.0562769-0.0433912j 0.0118446-0.00242094j -0.0206139+0.0053529j 0.0413895+0.0307576j 0.0350222-0.0602046j 0.0666428+0.0895786j 0.0236773-0.10813j -0.0635281+0.0261751j -0.00726312+0.0118093j -0.104378+0.00802308j 0.0074824-0.0513777j 0.0342718+0.0805888j -0.0470699+0.00590309j 0.0337504-0.00724262j 0.029347-0.0225151j 0.00661227-0.0113749j 0.0938258-0.0141698j 0.0329162+0.0259023j 0.0165706-0.00101689j -0.0100606+0.0449297j -0.0381085-0.0127534j 0.0318868+0.0118588j 0.0343319+0.0837701j 0.015283-0.0304059j 0.066685-0.0377109j -0.000941443+0.0142488j -0.0589086-0.0298635j 
-0.063224+0.0185784j 0.0395305+0.0138003j -0.0185829+0.0411472j 0.0691774-0.0421873j 0.000835562+0.0900564j 0.046017-0.0725837j 0.0166292+0.00266958j 0.0140932+0.0107349j -0.056178+0.0222355j -0.0395614+0.0149265j 0.0418167-0.0315253j 0.00110809+0.084985j 0.0325119+0.00117014j 0.000309501-0.00215579j -0.041674-0.00464714j 0.0100663-0.0290337j -0.0206168-0.00707012j -0.0247578-0.0252707j -0.00797586+0.0126921j 0.0636751+0.000893102j 0.0390635-0.0385712j -0.0592458-0.0445142j 0.158286-0.0193454j -0.0259849+0.00490273j -0.0400096-0.0122751j 0.00623661+0.0179471j -0.100009+0.0460019j -0.0157762-0.0156407j 0.0199765+0.0395033j -0.0651854-0.0302463j -0.00181722+0.0831925j -0.00149606+0.00157267j -0.100868-0.0442622j -0.00957707+0.0616845j 0.0725415-0.0156847j 0.0443482-0.050655j -0.0426606+0.0244973j -0.0326387-0.0654944j -0.0745078-0.0021629j -0.123929+0.0441782j 0.0500207+0.0244896j -0.00799485-0.028037j 0.0210348+0.0113759j 0.0224545-0.0674157j -0.0327722+0.0111415j -0.0266799-0.0170882j -0.0309762-0.0448358j -0.0616165-0.0406823j -0.0150667-0.105321j 0.0500143+0.104658j 0.0735599-0.0264174j 0.0630533-0.0138272j -0.0285274+0.0641857j 0.036489-0.0415759j -0.0447843-0.0953387j -0.0179049-0.0255663j 0.100774-0.0363558j -0.0495399-0.00363231j -0.0328633+0.0205856j -0.030923-0.00849304j 0.0260303-0.0040521j 0.0697827+0.0329682j -0.0379191+0.039097j 0.0140758+0.0203528j -0.0228166-0.00793351j 0.0344211+0.0410471j 0.0211355+0.0067902j -0.0487152-0.0578231j 0.106333+0.0287578j -0.0296639+0.0270908j 0.0558157+0.0820682j -0.0509337+0.038764j 0.00123282+0.0622962j -0.106053-0.0339417j 0.00094872+0.0776658j -0.0117503-0.0631538j 0.00301661-0.143031j 0.0170112-0.0285202j 0.0122134-0.00452418j 0.0253221-0.0584383j 0.0150722+0.0122861j -0.0989601-0.00506754j 0.0702267+0.0222868j -0.00680586+0.00788426j -0.0689582+0.0624066j -0.0525299+0.0662084j -0.0545282-0.0294324j -0.147652+0.05877j 0.181323+0.0656509j -0.0338883-0.00359476j -0.0393672-0.0383203j -0.0139149+0.0352491j -0.0856359-0.0474729j -0.0296115+0.0106502j -0.00204569-0.0125573j 
-0.0164346+0.0091626j -0.0365056+0.0238337j 0.0152526+0.0113383j 0.0880955-0.0678856j -0.0411256-0.0195536j 0.0178265+0.0100201j -0.0312125+0.04865j -0.0648645+0.076551j 0.00557159+0.00544784j 0.00432551+0.0624865j -0.0636104+0.0259798j -0.0593727+0.0456694j -0.0826222+0.00357823j -0.0074777-0.00920745j 0.0243775+0.0340168j -0.00049792-0.0686565j -0.0165513+0.0279153j 0.0505438-0.0461241j 0.00814698+0.0232413j -0.0421605+0.0784321j 0.0314256-0.0490197j 0.0152095+0.0854368j 0.0688616-0.033425j -0.0165158+0.0362888j -0.0328136+0.0627066j 0.0417926+0.024656j 0.0218742+0.0362113j 0.0613794+0.0191099j -0.00140284-0.013879j -0.0167626+0.00227127j 0.0202845+0.0511478j -0.0269475+0.0272226j 0.0474534+0.0172274j 0.0380423+0.0335513j 0.104888-0.0483241j -0.0375268-0.0367273j -0.0125096-0.00262286j 0.138376-0.0296802j 0.0598257-0.0628929j -0.0125221+0.0877908j -0.0206457+0.0647239j -0.000268323-0.0164199j 0.0124582-0.0550348j -0.00288563-0.0443274j -0.0874041+0.0806029j -0.0254493-0.0267734j -0.052065-0.0125079j -0.0310983-0.0186028j 0.045467+0.0705025j -0.000562565-0.00927935j 0.01988-0.000607452j 0.0613604+0.0316014j 0.0880792+0.0309232j -0.0836365+0.0149372j 0.0359479-0.125625j 0.0726025-0.151313j -0.0325355+0.0968921j -0.051138+0.00451504j 0.0470856-0.0864588j 0.0257096-0.0490549j -0.00335677+0.0255649j -0.00819343+0.0297485j -0.0748959+0.0395624j 0.0225999-0.0387904j 0.0195332+0.00325759j -0.0110738-0.0388808j -0.0405848+0.0246538j 0.0346819-0.0383878j 0.0111044+0.0123501j 0.0183851+0.0144386j 0.0381288+0.0607692j 0.0504443+0.0331743j 0.025495-0.0069426j 0.0020239-0.0110192j -0.0422386+0.0174415j 0.0231321-0.0200255j -0.0167935-0.0425324j -0.0233298+0.020524j -0.0584061-0.0459639j -0.0452429+0.0821364j -0.0442547+0.0756957j -0.0278994-0.119845j 0.0986536-0.0866976j 0.0200407-0.025187j 0.0824415-0.0676512j -0.0053435+0.0492278j -0.0297866+0.0723107j 0.118499+0.0751394j -0.0732212-0.0267358j 0.0145493+0.0544292j 0.0136909-0.00824414j -0.0211822-0.11592j -0.0675325-0.00650276j 0.0313516-0.0786295j 0.0580505-0.0413319j 
0.051743+0.0046627j 0.0320794+0.0299878j 0.0623668+0.0508598j 0.0554675-0.0962016j 0.0282089-0.0188554j -0.032639-0.000339425j -0.00409567-0.0570515j -0.0864862-0.0735388j 0.051804-0.0123565j 0.0308796+0.0168772j -0.0549348+0.00272068j 0.0139086+0.000603285j -0.0449177-0.0492993j -0.0266475-0.0135386j 0.0214548-0.0230951j 0.00706546+0.037178j 0.0187252+0.0189834j 0.0463221-0.0440045j 0.0288287-0.0363515j -0.141156-0.00545846j -0.0375153+0.0311508j -0.0405866-0.0702017j -0.0949379-0.0484178j 0.000448205-0.00992674j -0.0213665+0.0244414j 0.00369087-0.0263213j 0.0660132-0.00949307j 0.0412319-0.0120716j -0.0576809+0.0234694j -0.0422491+0.0331361j 0.0435535-0.034295j -0.0104407+0.0260359j -0.0349016-0.162273j -0.0112836-0.0662254j 0.019549-0.0886356j -0.0309346+0.0434879j -0.0651441+0.0559355j -0.0139712+0.0477114j 0.00196091-0.0469908j 0.0466685-0.0255593j -0.125661+0.0536681j -0.0165774-0.0203744j 0.0219452+0.0247843j 0.0205265+0.0215717j -0.0112468+0.0678078j 0.0392136+0.000316167j -0.00237459+0.0909071j 0.0215246+0.0491461j -0.0989128+0.0474598j -0.0181678-0.113146j 0.0316907+0.028776j 0.0404557+0.0469294j 0.0171797+0.0173333j 0.0123759+0.052799j 0.0348949-0.0567732j -0.0152183-0.0639113j 0.0114392+0.00431048j -0.10359+0.0121055j -0.0609581+0.0403687j -0.0528963-0.00284701j -0.0106313-0.0516111j 0.0152665+0.0295923j -0.103242+0.0641416j -0.0327493+0.0325995j 0.0960278-0.0248394j 0.0387901+0.0396224j 0.00940285+0.0333252j 0.0769335-0.014552j -0.0156345-0.0407466j -0.0226728-0.0269439j 0.0676745-0.0509206j 0.0122385-0.0362659j -0.0216589+0.0376018j -0.0302423-0.0141752j 0.0184698-0.0254324j -0.00427826-0.0725561j -0.00778193-0.0451281j 0.0532269+0.0213157j -0.0210438-0.123582j -0.0030582+0.0417178j -0.0460276+0.0735751j 0.0169124-0.0399776j 0.0256809+0.029227j -0.088818-0.024468j -0.0784201+0.0675777j 0.0266916+0.066228j 0.0185054+0.0331712j -0.0432194+0.0133876j 0.0555715+0.0530969j -0.0121817-0.0284486j -0.0232109-0.0347437j 0.0804599-0.029633j -0.0548548+0.0524573j -0.0338016-0.0391363j -0.0494776-0.00772737j 
0.0427717+0.0335577j 0.00321698+0.00917584j -0.0204341+0.00120695j -0.0153325-0.034077j -0.0111817+0.0146739j 0.0131976+0.00573417j 0.0116766-0.0441182j -0.022997-0.0387587j -0.00195159-0.0101429j 0.0411593+0.030941j -0.0295068-0.0105854j 0.00787209+0.00319299j -0.0579168-0.0534774j -0.0151738-0.00673329j 0.0123643-0.00908671j -0.0321349+0.0369716j 0.00800994+0.0194239j -0.00729499+0.00019935j 0.00714746+0.00103939j 0.0477823-0.0122115j 0.00980341-0.00211668j -0.0222967-0.0347125j -0.0165768-0.0894677j -0.0674875-0.00284289j 0.000642613+0.0211052j 0.0276602-0.0146352j 0.0171578+0.0218376j 0.00441905+0.053477j 0.0220883-0.00911754j 0.0637871+0.0261161j -0.00362158-0.0537379j -0.00429288+0.00372375j -0.0231585-0.0763466j 0.00991588-0.0134191j -0.00424713-0.101513j -0.0459044-0.0212247j 0.0364173+0.0740738j 0.021748-0.0484269j 0.0240555+0.0316217j -0.00471446-0.0393814j 0.0295633-0.0490317j -0.0321377-0.0384285j -0.0105521-0.0762567j 0.118139-0.00740839j -0.0462501-0.0250899j -0.019105-0.073202j -0.0275274-0.00340481j -0.0356628-0.0894228j 0.0354209-0.0194567j -0.0215363-0.0141815j 0.0352799+0.0503807j -0.0292022+0.0198684j 0.0371123-0.0316829j 0.00703668+0.0331629j -0.031909+0.102161j 0.030875+0.0547648j 0.0210482+1.61394e-05j 0.0692325-0.0248409j 0.00699841+0.0238905j 0.0240541-0.00784225j 0.0595869+0.0352396j 0.0300767-0.0475272j -0.0178746+0.0128672j -0.0339202+0.0644291j -0.005115-0.0228511j 0.0157738-0.0174713j -0.0943952+0.150628j 0.00292216-0.0630567j 0.106092+0.0311059j 0.0553576+0.0161492j -0.0769755-0.0881832j 0.0432168-0.0135484j 0.0211294+0.0429181j -0.0309815+0.0871074j -0.0696651-0.0283054j -0.0225246-0.0449205j -0.0335966+0.0340655j -0.0468159+0.0318014j 0.0795913-0.0155913j -0.033695+0.0474942j -0.0810179-0.046761j -0.0970788+0.0403816j 0.0104402-0.0357159j -0.016588+0.0322457j 0.0768636-0.0378544j 0.0603321+0.0849434j -0.0430693+0.0287162j 1.35316e-05+0.0129895j -0.0838483-0.0512703j 0.0023371-0.0349541j -0.0292487-0.0272863j 0.00137428-0.0143379j 0.000124263+0.000369528j -0.00329186-0.0234901j -0.111399-0.0162962j 
0.0238076+0.0330692j -0.00233523+0.00913645j -0.0199375+0.00417665j -0.0712625+0.0179904j -0.0201388+0.00266088j 0.00872151-0.00434495j -0.018304+0.0527898j 0.00837958+0.0333724j -0.0760885+0.0479367j -0.0372645+0.00298055j 0.0205204-0.0292071j -0.0462597+0.0265649j -0.00800822-0.00660528j 0.00921694+0.00493589j -0.0212096-0.0513972j -0.026062+0.005286j -0.0113175+0.0354195j -0.0302482+0.00499292j 0.000549599+0.00947555j 0.0777898-0.0130345j 0.00558126-0.0242471j 0.0590919-0.0238615j 0.0364633-0.0851217j 0.0348648-0.044264j -0.0361884-0.0406014j -0.0211991+0.0395769j 0.0410652-0.0128929j -0.0115693-0.0319787j -0.0174921+0.0904574j 0.0911413-0.0580454j 0.027316-0.0484831j -0.00311618+0.022939j -0.0169788+0.0406622j -0.00706722-0.0149246j -0.0181271-0.073757j 0.0405678-0.063574j 0.063063+0.0465622j -0.0380247-0.0507391j 0.0483615-0.0156487j 0.0250132-0.0787434j -0.00512128-0.000426432j 0.0590455-0.028013j 0.0659549+0.00644924j -0.0397029+0.0555291j -0.0892398-0.0635291j 0.040024+0.073527j 0.02642-0.0318763j 0.00909754-0.0110273j -0.000598802-0.0551761j -0.0275083+0.0602437j -0.0535436+0.0617406j 0.0670484-0.0173011j 0.0298458-0.0165913j -0.0379167+0.061161j 0.00653986+0.0984374j -0.0258407+0.0770629j -0.0491727+0.0401007j -0.0212427+0.00479709j 0.0129683+0.0186146j 0.0508677+0.01992j -0.0883983-0.0993627j -0.0604427+0.0734764j -0.0659118+0.0879889j -0.00584305+0.0838243j 0.00565683+0.0365214j 0.0610608+0.0114718j 0.0254293+0.0721786j 0.0673554-0.0356918j -0.100403-0.105964j -0.010816+0.032136j -0.0180617-0.00202355j -0.0404212+0.075715j 0.00327453-0.131008j -0.0967412-0.00176603j 0.0100731-0.0237007j 0.0940228+0.0425411j 0.0123743-0.011371j 0.0394542+0.0563828j -0.0132408-1.90505e-05j -0.0808252-0.00123244j -0.0253675+0.0393461j -0.0103506+0.0145045j -0.0859278+0.00796415j -0.0276147+0.00116145j 0.00403927+0.0247467j 0.0673997-0.00205038j -0.135447+0.0868764j -0.0164197+0.00864139j -0.0583358-0.048586j -0.121359+0.147369j -0.0389499-0.00788367j -0.00498223+0.0233712j -0.0372797+0.0124857j -0.00765976-0.0139974j -0.0491028-0.0131252j 
0.0209728+0.0390864j 0.00521868+0.0210809j -0.0133739-0.0288798j 0.00685019-0.000229758j 0.0240125-0.0278617j -0.00457325-0.0493288j -0.0111224-0.0538432j -0.00936975-0.0132494j 0.05077-0.0128736j 0.0371606+0.00590434j -0.0463437+0.0331927j 0.0307012-0.0152516j -0.0155684-0.031215j -0.0196257-0.0336074j -0.0360215+0.0124758j 0.0485781-0.00373963j 0.0026187+0.00475736j -0.00241293-0.0575272j 0.00309954+0.000427225j 0.032255-0.0488232j -0.00321206+0.00192616j 0.0142859-0.0107411j 0.0308137+0.00559695j -0.0452453+0.0613946j -0.0251099+0.0175785j -0.0439084+0.0162919j 0.0628256-0.0117701j 0.00967565-0.0200183j 0.00870088-0.00593228j 0.0335353-0.0318669j -0.0104911-0.0669977j 0.0121002+0.0330895j 0.0421672-0.0614862j 0.00123622+0.00167768j 0.0342413-0.0261738j -0.0258637+0.0321923j -0.00502408-0.00777713j 0.00807224+0.030313j -0.0485212+0.0459714j 0.0527846-0.0492324j 0.0534557+0.0105083j 0.0281128-0.0015205j -0.119108-0.0360091j 0.0249127+0.0181671j 0.0286684+0.0641407j -0.0851417-0.0120877j 0.0831132-0.0101673j -0.0269574+0.0519532j 0.0306928-0.0345491j 0.0870484+0.0023777j 0.0134583-0.00113794j 0.0298104+0.0715308j -0.0118214-0.0397196j -0.00869103-0.043139j 0.0420115+0.0903099j -0.021778-0.0349014j 0.0421039+0.012721j 0.0535218-0.0835363j 0.0839433-0.0172071j 0.00212345+0.0358539j 0.148248-0.0452564j -0.00447981+0.0200282j -0.0699258+0.113582j 0.0275119+0.0762047j -0.0268108+0.0331076j -0.0667627+0.116352j 0.0755588-0.083465j -0.0853032+0.105614j -0.0516625-0.0767812j -0.0239181-0.0693881j -0.0302841+0.0107308j -0.0715746+0.0124001j -0.0330855+0.149036j 0.0160508+0.0122917j 0.0428905-0.075817j 0.0302709+0.0229747j -0.00305647+0.0409091j -0.0137898-0.0754435j 0.0570482-0.0211695j 0.00928652+0.00939343j 0.110437-0.0228836j 0.0308604+0.00733271j -0.0120329+0.0178784j 0.0669823-0.0759255j 0.0993087+0.0604089j -0.129876-0.0410934j 0.0231224+0.0651478j 0.0302281-0.0219082j 0.03746-0.0111955j -0.0184272-0.0999346j 0.1164-0.00612689j 0.0865711+0.0759524j -0.0396231+0.0256347j -0.0194439-0.0194985j -0.0423736-0.0124298j 
-0.0178014-0.0308024j 0.0295943-0.0149467j -0.0108135+0.0624644j 0.0106423-0.0478848j 0.0159127+0.0803378j -0.013647-0.0124212j -0.0181278+0.0353358j 0.0404057+0.0779796j -0.0204955-0.0196615j -0.0204512+0.0246j 0.0251596-0.0242427j -0.0565468-0.0242073j -0.00459924+0.00642375j 0.0273136+0.0403354j -0.0137407-0.0260356j 0.0239118-0.0156825j 0.0316227+0.0027843j 0.0153374-0.018137j 0.0410668+0.0571858j -0.0139374+0.0782257j 0.0149944-0.00239495j -0.0299853+0.0187318j 0.0545992-0.0106222j 0.0546687-0.0129648j -0.00861897-0.0085722j 0.0267558-0.04761j -0.0437125+0.00608687j -0.036497-0.0721935j 0.00134099+0.0372863j 0.00276094-0.0880613j -0.0390154+0.0725017j 0.00457786-0.00486152j -0.0287017+0.0309056j 0.042777-0.0232616j 0.0273521-0.10082j -0.00684174-0.0457171j -0.0388124+0.0336512j 0.0574746-0.0626405j 0.0363471+0.00781216j 0.030345-0.0250681j -0.0248633-0.00315069j 0.0530901+0.00440067j 0.0428231-0.0267643j -0.00352912-0.0799345j 0.0328693-0.082757j 0.0730261+0.0258197j 0.0880681+0.0182802j 0.00629745+0.032424j 0.0283284+0.000178135j 0.0379756+0.0151272j -0.013296-0.0215j -0.0393745+0.030853j 0.103584+0.0395105j 0.101772-0.00556064j -0.00119246+0.0521447j -0.0314937-0.0761578j -0.0380375-0.0704875j 0.02586-0.091726j 0.00221675-0.0285547j 0.0171261+0.00595334j 0.0388386-0.0739216j 0.0698009-0.166703j 0.0461031+0.0625402j -0.0720495+0.0155129j -0.103461+0.00631524j -0.0410776+0.166263j 0.0576374+0.00110166j -0.00344867+0.174104j -0.0868851-0.205909j -0.0589102+0.0571839j -0.0457724+0.0273105j -0.0899735-0.0137374j -0.0643682-0.0904511j -0.00147631-0.00700852j 0.0477984-0.0256393j -0.0138395-0.0481193j -0.0282718+0.0448692j 0.138987+0.0848417j 0.00867121+0.0162503j 0.00618445+0.00367624j 0.025008-0.0275825j 0.0973222-0.0611681j -0.0686457+0.000602467j 0.0434563+0.0373165j -0.0333574+0.011037j 0.0774369-0.0859012j -0.0238821-0.0214645j 0.0771912+0.0114359j -0.0799825-0.0063325j -0.127693-0.0991923j 0.0803817-0.100579j 0.0631777-0.033273j -0.00826268+0.0147958j -0.0474986+0.024379j 0.0189304+0.0178023j 
