-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.00306965-0.00996709j 0.0276323-0.00460167j 0.0467215-0.0234248j -0.0692348+0.0318879j 0.0388884-0.0349252j -0.026462+0.0212245j -0.026285+0.00353289j 0.00324271-0.0265393j 0.0429406+0.0388085j 0.00419269-0.0514225j 0.070266-0.0143496j 0.0370316-0.0211505j 0.0310639+0.0321284j -0.00686026+0.0028103j -0.0136019+0.0144478j 0.0188729-0.00206104j 0.0429312-0.0142767j -0.0133299-0.00223311j -0.00395692-0.0309782j 0.010193-0.0167459j 0.00605513+0.0358797j 0.0576901-0.00171992j -0.00963491+0.0190561j 0.0371328-0.0225183j 0.0756293-0.0141155j -0.0676853+0.0444628j 0.010524-0.0406804j 0.0142617-0.0640556j 0.0416253+0.0218953j -0.00268823-0.0103135j -0.0196309+0.009901j -0.0270163+0.00834813j 0.0328048-0.0112412j 0.0202736-0.0164255j -0.0741672+0.0322899j 0.0264859+0.0190169j 0.00974128+0.021343j -0.0194329-0.0162122j 0.0143435-0.0301822j 0.00947237-0.0109602j -0.00466683+0.0385401j 0.0139041-0.0550282j 0.0960031-0.0333089j -0.0393541+0.0304248j 0.00226812-0.0539091j 0.0325934-0.0589701j 0.0432582+0.0102993j -0.01185-0.0261704j 0.00543829+0.0331627j -0.0162943+0.0345156j -0.102048-0.0529545j 0.0246218+0.0243083j -0.0476387-0.0663549j -0.0311411-0.0177453j 0.0226668+0.0188594j -0.0259338+0.0290282j 0.00354429+0.045071j -0.0563678-0.0225102j -0.0355426+0.107187j -0.00888442+0.020374j -0.0537383+0.038114j -0.0363232-0.00426972j -0.05383-0.0256614j 0.000550027+0.0177342j 0.0286103-0.00304892j -0.00647999+0.0163014j -0.024514+0.0126774j -0.0319096+0.0360213j 0.000427911-0.18414j 0.0217278+0.0741095j 0.0754245+0.202277j 0.0293598+0.105772j 0.0717587-0.010762j -0.00441071-0.20219j -0.0315432-0.125728j 0.0260097-0.0892011j -0.0655904-0.134597j 0.0485785-0.0433512j -0.00858401-0.00778236j 0.120616-0.00558j -0.203562-0.106455j -0.133055+0.0513732j 0.0778142-0.0581225j -0.112012+0.00158829j -0.0061365-0.0283249j 0.0101301+0.0239517j 0.0257741+0.0210232j -0.0112521-0.0415995j 0.0271262-0.0101513j -0.000759707+0.0205858j 0.11913+0.0638924j -0.0224076-0.0280822j 0.0208414-0.00371329j -0.0260051+0.0323766j 0.0412169+0.00234891j 
0.00271501-0.00740047j -0.0125975+0.0328076j 0.0229834-0.0454468j -0.0100726+0.0537267j 0.0279186-0.00810559j -0.0130319+0.010662j -0.00054514+0.03478j 0.0914313+0.00511173j 0.0662253-0.0690961j -0.0263318+0.0837848j -0.0121926+0.0436872j -0.0703893-0.0311085j -0.0238643+0.0329048j -0.0145121-0.0157033j 0.0617056+0.0605755j 0.0343768-0.0704512j -0.044981-0.0207225j 0.00223163+0.0121052j -0.0392707+0.0577189j -0.00999784-0.0450341j 0.0551713-0.0212805j 0.109071-0.0441323j 0.027055+0.0348845j -0.0266489+0.0188238j -0.0622196-0.0431097j -0.0462607+0.0819593j -0.0568204-0.00288469j -0.0286354+0.0731026j -0.0332441-0.132885j 0.106046-0.0492122j 0.0328253-0.0952172j 0.0106318+0.0194284j 0.0708029+0.125466j 0.0129037+0.0666844j 0.0278573+0.0500786j -0.0498312+0.0674688j 0.0335961-0.0154085j -0.106673-0.0402134j 0.0265149+0.0233582j -0.0774086+0.000947567j 0.0397187-0.0149398j -0.0623786+0.0187358j 0.0855019+0.0539218j -0.0478133-0.0162094j -0.0207099+0.0195896j 0.0664365+0.0352259j 0.0684888+0.057702j 0.0430531-0.072512j -0.0281418-0.00197649j 0.0452979+0.0703971j 0.0203642-0.0534844j -0.0187081-0.0113096j 0.0326921+0.000330138j 0.0881492-0.00175087j 0.0387761-0.027296j -0.0136132+0.0273023j 0.0951992-0.0542515j -0.114036+0.012025j -0.0227127-0.0388314j -0.0160869-0.0439576j -0.0537033-0.0430471j 0.147396-0.0523932j -0.0402141+0.0433954j -0.0420246+0.0388715j -0.0197167-0.00882103j 0.027435+0.0431783j 0.0992458-0.0258222j 0.0316197+0.0347923j 0.0251441-0.081203j -0.067929-0.0341507j 0.0279753+0.104548j -0.03329+0.0577702j -0.0387257-0.0275578j -0.0552983-0.0419571j 0.045516+0.0302235j -0.0344021-0.133815j -0.0251149-0.0289938j 0.128517-0.026542j 0.0245009-0.0458046j -0.0199379-0.0291153j -0.159908-0.00364129j 0.0123471+0.00536901j -0.045561+0.0292786j -0.0886412+0.0239483j -0.0562169-0.0241751j -0.106088+0.0445026j -0.0591479+0.100141j -0.0378255+0.0430681j 0.08517-0.00770215j -0.0070466-0.0389269j 0.0216847-0.0520044j -0.029156+0.0944201j -0.052265+0.00855752j 0.0171317-0.0413641j 0.00821496+0.0244679j 
-0.0140034-0.0390751j 0.00390065+0.0104041j -0.00318909+0.0473719j -0.00101072+0.0177293j 0.0138827+0.0151511j 0.00635718+0.0038956j -0.0207602+0.0522498j 0.0416401+0.0356247j -0.044048-0.0171247j -0.049209+0.038039j -0.0297356-0.0110893j -0.0586393+0.00470983j 0.0241859+0.0031163j 0.0191234-0.0167414j 0.0265944-0.0233224j 0.00395276-0.019586j -0.0379811+0.00840084j -0.00310384+0.0460442j -0.0196039+0.0783654j -0.0247476-0.0231929j 0.0158026-0.0268702j 0.0838414-0.03226j -0.00125849+0.0301262j 0.00722055-0.0384971j -0.0213672-0.0695319j -0.0498396+0.0238729j -0.0704931+0.0297967j -0.0362635-0.0291175j 0.00521326-0.0234668j 0.0810705-0.102596j -0.00697584-0.0553544j -0.00219593+0.024855j 0.0256589+0.142359j 0.0477679+0.00847637j 0.0700981-0.0127838j 0.00125632+0.056606j -0.0148189-0.0049293j -0.0559969-0.000878275j -0.020354+0.0452909j 0.0191429-0.00692264j 0.0596446+0.0777949j 0.0941456+0.0628827j -0.104573+0.0208232j -0.08372+0.00482183j 0.0586262+0.0127481j -0.0606591+0.0172576j -0.0706437-0.0098833j -0.119804-0.0108833j 0.0207731+0.0122295j -0.0135284+0.0406818j 0.0617185-0.0400913j 0.0351257-0.0512523j -0.111491+0.0219422j -0.0512012-0.0365823j -0.0380648+0.0985687j 0.150748-0.0416035j -0.0137033-0.0383223j -0.0901513-0.0374201j 0.0146335+0.0785325j -0.0954056-0.00487666j 0.0868722+0.0147975j -0.0838182-0.0639395j 0.00449352-0.0234645j 0.0387405+0.0363767j 0.0479572-0.0138721j 0.0710403-0.0865594j -0.052023+0.0313605j -0.0171703+0.023516j 0.069056+0.0629454j -0.0444859-0.0280238j 0.057029-0.0736135j 0.049238-0.0503948j -0.0129061+0.0749144j 0.00174117+0.0214394j -0.0318433+0.086182j 0.0499788+0.0683576j 0.0351307-0.0508698j -0.0281687+0.122296j 0.0273273+0.00310811j 0.0277798-0.00540618j 0.276619+0.0681381j -0.0352561-0.0640309j 0.106995+0.0137262j 0.0981062-0.0599517j -0.077614+0.012898j 0.00920697+0.07533j -0.142624+0.0337892j -0.00810914+0.0535035j 0.0320027-0.044145j 0.0118622+0.0557445j -0.0313306+0.0390274j 0.0132533-0.0123421j 0.0213509-0.00847989j -0.0192545+0.00374381j 0.0294398+0.0484181j 
0.00515618+0.0110797j -0.00849222+0.0170827j 0.032513-0.0552699j -0.0356093-0.0494933j -0.012356-0.0505259j -0.0281732-0.0415772j 0.00523687-0.00590346j -0.0319523-0.00328699j -0.0201445+0.0326796j -0.00931744+0.0024734j 0.0170822-0.0141217j 0.000892346-0.00919569j 0.0485164-0.0183658j -0.0121778-0.0362118j 0.00384095+0.0468145j 0.00561364+0.0123859j 0.00610795-0.0121459j 0.00466401-0.0487154j 0.0300421-0.0275175j 0.023591+0.0165143j 0.00376631+0.00640625j 0.0462734+0.0326406j -0.0102517+0.0268747j 0.0132753+0.00528713j 0.00640095+0.0129539j -0.00119757+0.0401011j -0.0153007-0.0147977j 0.0741219-0.0455434j 0.0263386-0.0257475j 0.0709044-0.0449503j -0.0198399+0.0576137j -0.0281814+0.0232255j 0.0731068-0.0717j 0.0295193-0.013266j -0.00243651-0.113286j -0.0205599-0.0305532j -0.0713507+0.117417j 0.00309674-0.0777326j 0.0281414-0.0692202j 0.0335959-0.0117837j 0.0868046+0.0394873j -0.0633509-0.0470342j -0.0399807-0.043773j -0.0497371-0.0115721j 0.0916298-0.0704185j -0.0303301-0.0579885j 0.0196923-0.00281235j 0.0151585-0.0670051j 0.0258561+0.022553j 0.0250197+0.0726601j -0.0057105-0.00242219j 0.027431-0.0798695j -0.0567364-0.0224267j 0.021883+0.00785778j 0.0190101+0.029431j -0.0293404+0.0398987j -0.159118+0.0844447j -0.111528+0.0381094j -0.0194398+0.018219j 0.0252794-0.015184j -0.00894873-0.0105649j 0.0797656-0.00849161j -0.0434297-0.0532729j -0.0528508+0.0328611j -0.0562942-0.0762671j 0.0779361-0.0171592j 0.00660033-0.0337229j 0.0123165-0.0510441j 0.0433984+0.0751858j 0.0303179+0.0241837j 0.0516346-0.0982938j -0.0130258-0.013622j 0.0740401-0.194232j 0.0176981-0.0298024j 0.0407259+0.000787215j -0.211168+0.0692567j 0.0606028-0.0743876j -0.0717304+0.126815j 0.0529095+0.0430305j 0.094216+0.0383639j 0.00150335+0.00590864j 0.0573058-0.0805041j 0.056937-0.0465893j 0.0379551+0.00162234j -0.00654982+0.0100559j -0.0875278+0.0499181j -0.0450617-0.0609013j -0.0273082-0.0162555j -0.0135844-0.028853j 0.114004+0.0376625j 0.00659996+0.186407j 0.014703-0.0717135j 0.0179765+0.060727j -0.01348+0.0374506j 0.0337153-0.0157554j 
0.0346615+0.0389457j -0.0170002-0.0112528j -0.0566187+0.0404263j -0.0282193+0.0907225j -0.0155665-0.041115j -0.0109116-0.00141952j 0.0350025-0.0153778j -0.00857801-0.0737647j -0.00190073+0.0277479j 0.0311484-0.00578592j 0.0376903-0.0308578j 0.00621591-0.00225762j -0.0150646+0.0241221j 0.00799568+0.0182223j -0.0203563-0.0180568j -0.0195909+0.0286877j 0.0182679+0.0473298j -0.0258705+0.0316892j 0.0345756+0.020019j 0.0225971-0.0285882j -0.0101265-0.0125294j -0.0187103-0.0157933j 0.00286767-0.0181519j 0.0180641+0.0429155j 0.0199818-0.0264602j 0.0424149-0.0627889j 0.0977541-0.0200249j -0.0725472+0.016185j -0.0691927+0.119713j -0.109576+0.109225j -0.0144321-0.0689379j 0.0319082-0.0387658j -0.0502168-0.0258493j -0.0600408-0.0221536j -0.00931613+0.105093j -0.00164528+0.044188j -0.0476437-0.0212429j 0.0314012+0.146858j 0.0241276+0.00900338j -0.0537889+0.0751201j 0.0079226-0.0927358j 0.0221379-0.00471521j -0.082121+0.0315457j 0.121681-0.0197583j -0.0258391+0.0304187j -0.0376451-0.0785177j -0.0723303+0.0952002j -0.0062816+0.00518579j -0.0429961+0.0526459j 0.0360742-0.0844087j 0.00179776+0.0786582j 0.0804464+0.0232074j -0.0641729+0.0110142j 0.0417996+0.0319948j 0.00640573-0.0276808j 0.00654346-0.100261j -0.0347762-0.0476257j -0.0409053-0.0683142j 0.0242793-0.0487583j 0.0183605-0.0114942j -0.00622533-0.0231607j 0.0762156-0.0613014j -0.0479047+0.0137671j 0.0173449+0.0687237j -0.0497747+0.0162314j 0.01657-0.00301539j 0.0555473+0.12168j -0.00779168-0.0940027j -0.0088392-0.108962j 0.0191974+0.0612522j -0.0106808+0.078033j -0.00410176+0.107944j 0.0136688-0.160768j 0.0191314+0.0646821j 0.0349216-0.0251326j -0.117004+0.0234376j 0.0752566-0.0667104j -0.0751591+0.151667j 0.0737136+0.0185263j 0.00874265+0.0205439j -0.0530773+0.0638424j 0.0208017-0.0196373j 0.0868074-0.0279625j 0.0655047+0.0210262j 0.0166798-0.0440283j 0.0587436+0.123808j -0.0399029-0.0239236j -0.0491606+0.0519233j 0.00633587-0.0254258j -0.0378352+0.0491901j 0.0418295+0.100143j 0.0154931-0.0292209j 0.0338068-0.0226417j 0.00720709-0.0386298j -0.0367588-0.00749954j 
0.0116974-0.0226927j -0.0149257-0.0026959j -0.0594736-0.0282978j -0.0080214-0.0139093j -0.0329047+0.00161118j 0.00560854-0.00915255j 0.034883-0.00591631j -0.00370761-0.03523j -0.0342665+0.000487928j 0.100735-0.01169j 0.00257789+0.0318893j 0.0272825+0.0202178j -0.0180815-0.00895349j 0.00437815+0.00286982j -0.0209904-0.000182786j -0.0289316-0.0221799j 0.0389337+0.00110333j 0.0228019-0.0125387j 0.0400796-0.0111302j 0.0335964+0.0271726j -0.0176737-0.000572146j 0.00105343-0.005588j 0.00062782-0.0363569j -0.0383914-0.0152951j 0.0311146-0.02082j 0.0078884+0.0117601j 0.0270589+0.0345257j 0.0108241-0.00716793j 0.0399944-0.02516j -0.0112953-0.00466735j -0.0523515+0.00109479j 0.00491044-0.0033172j -0.0702143-0.0132972j -0.0539465-0.0453629j 0.0220878-0.0402214j -0.00284693-0.0332824j -0.00581605+0.0204648j 0.0776491+0.122705j -0.0599213+0.0381815j -0.00612378+0.0554164j 0.00131475-0.0138583j 0.0613163-0.0306634j 0.0505838+0.0265656j 0.0753879-0.0739983j 0.0279522+0.00806002j 0.00232813-0.000280987j 0.0660979-0.0464617j -0.0750961+0.0385022j -0.0485564+0.0193366j 0.0218616+0.00134055j 0.0526187-0.0532522j -0.0152309-0.070559j 0.0187163-0.0764085j 0.0377308+0.0768366j -0.0146476+0.0662244j -0.00283397+0.0157381j 0.076449+0.0201549j -0.0192291-0.025254j 0.0517286-0.00520432j -0.0964666+0.0126389j -0.0814364-0.0320514j 0.00774752+0.0538827j -0.047623+0.0658352j -0.0941951+0.0956972j 0.00275654+0.0598063j 0.0950792+0.0709462j -0.0381673+0.0856858j -0.0508473+0.014745j 0.0399334+0.0292571j -0.00999604-0.0354006j 0.0168612+0.0170406j -0.0192612-0.0113736j 0.0272721+0.0297706j -0.125929+0.171273j 0.002395-0.0261622j 0.0415404-0.0505422j -0.00465381+0.0316462j 0.117284-0.105687j -0.0800247-0.0922526j -0.00501277-0.0127261j -0.0199016-0.030718j 0.0729949-0.0111524j -0.0298981-0.120051j -0.0332297+0.052665j 0.0945125+0.115393j 0.0340099-0.0952645j -0.0478524-0.0205375j -0.0792239+0.0962116j -0.0544734-0.0695843j 0.0136076-0.0423771j 0.0178417-0.0177037j 0.0439667-0.019369j 0.0799602+0.0459482j -0.0131627+0.0535837j 0.0348595+0.0332306j 
-0.0118594-0.00399776j 0.00605725-0.0794989j -0.126368+0.134411j 0.0492365-0.0122067j -0.0264455+0.0391504j 0.0333578-0.00463268j 0.0232619+0.0323344j 0.0604577+0.0257299j -0.0098013-0.00186431j 0.0270246+0.0636858j -0.00191963-0.0378477j -0.0250714-0.095748j 0.000552978-0.0623862j 0.0152632+0.0288252j -0.00190531-0.00222108j -0.0103121+0.00399372j -0.0439712+0.0166754j 0.0197374+0.0800616j -0.00602464+0.0556254j 0.0532979-0.0274265j -0.0104233+0.0124437j -0.0117815+0.0503512j 0.0531239+0.0390429j -0.0692881+0.0277652j 0.0940635+0.0374087j -0.0448512+0.0366321j -0.0722224+0.0250097j -0.103497+0.064493j 0.0451316+0.0222576j 0.0967051-0.0324879j -0.128715-0.0808221j 0.0189684+0.00601771j -0.00677213+0.15207j 0.194858+0.0350691j 0.0686781-0.0188321j -0.0372662+0.0894789j 0.0838944+0.0418312j 0.0505218-0.029275j 0.0112036+0.00522876j -0.0419174-0.0205139j 0.0602147-0.0583899j 0.040672+0.065445j 0.029773+0.0881782j 0.0688478-0.07141j -0.0768869+0.050499j 0.104733-0.05701j 0.0572437+0.0315571j -0.0400597+0.0613537j 0.0443811+0.068299j 0.064325-0.0688115j -0.0543458+0.0309852j -0.0096835+0.0431435j -0.0342456+0.0690953j 0.037041+0.0106666j 0.00570297-0.0680859j 0.00386782-0.0528519j 0.0434391-0.044248j -0.0645856+0.0571695j -0.101945+0.0758609j 0.131001+0.0272523j -0.0487768+0.0563264j -0.00536558+0.081118j -0.0391449-0.0960409j -0.0682724-0.0210134j -0.0246415-0.0204459j 0.0170213+0.0691595j 0.0122792+0.00557739j 0.0258388+0.012095j -0.011953+0.022082j -0.019489+0.0998824j 0.00879688-0.0577735j 0.0213694+0.00220875j 0.00532732-0.0208621j -0.0057337+0.0330099j 0.0288757-0.0920155j -0.0334915-0.00527973j -0.0555427+0.0127897j -0.0549957+0.0342185j -0.0253521-0.00921731j -0.00236884+0.0394539j -0.0335895+0.0437141j 0.0215605+0.0617091j 0.0386681-0.0335897j -0.0582735+0.0333101j -0.0254252-0.00940255j 0.0218312-0.128086j 0.0908699+0.0415583j 0.0590609+0.0491686j -0.032632+0.0364168j -0.0193553-0.0110942j 0.0370364-0.0424288j 0.0493233+0.0139651j 0.0964413-0.0612025j -0.0500599+0.0697525j 0.00425932+0.0175519j 
0.00233701+0.00211485j -0.00927068-0.00237697j -0.0697531-0.0197521j -0.0255654+0.0163988j -0.0390855-0.0131542j 0.0183114-0.00323213j 0.0270807-0.0580315j -0.00919315-0.0463444j 0.0163015-0.017064j 0.0151151+0.0213282j 0.0180437-0.0182655j 0.0365614+0.0331236j 0.0190269+0.014414j -0.00168862-0.0132556j -0.0168184-0.0176821j 0.00396318+0.00200532j 0.0635528+0.00449716j -0.0123378-0.0286509j 0.0173666-0.00518727j 0.0905659-0.0241274j -0.0123447-0.0134887j 0.024468+0.00672196j 0.0206322-0.0584811j -0.0269825-0.0261586j 0.0788864-0.0100555j 0.0196936-0.0332324j 0.0230622+0.0188505j -0.0132637+0.0108616j 0.0106324+0.0207577j -0.0544568+0.0526704j -0.0401041-0.0262263j 0.0117675-0.0364908j 0.00721015-0.0633676j -0.0238234+0.0310713j -0.0281462+0.0508731j 0.0148728-0.0321818j -0.0489485-0.00200819j 0.0680631+0.0573448j -0.0370065+0.0251954j 0.0318532+0.0236144j 0.0240768-0.0429941j 0.0629231-0.0481963j -0.100708+0.040201j 0.127901+0.00435344j 0.0152551-0.0384417j -0.0851541+0.0622755j 0.0120473-0.0870685j 0.00759018+0.0316486j 0.0823965-0.0452791j 0.0324045-0.00530558j -0.0199408-0.0441026j 0.0416691+0.0211573j 0.0226836+0.000543265j 0.0282837+0.102315j 0.025327+0.076987j -0.0119101+0.0894766j -0.0213056+0.107447j -0.113194+0.0226835j -0.0080471+0.0210741j 0.126554+0.0979167j 0.0493872-0.0528516j -0.145989-0.0931797j 0.0291948+0.0444247j -0.0117054-0.00782189j -0.0205742+0.0227231j 0.0388016+0.0228404j -0.0425574-0.0104106j 0.0895354-0.0628076j -0.0659543+0.0780935j -0.00452503-0.0150179j 0.0737196-0.0550823j 0.0174576-0.0475587j 0.00755412+0.0159321j -0.0608877+0.0115715j 0.0498032+0.0545853j -0.0541223-0.0400951j -0.0668716-0.032724j 0.0441176+0.0699111j 0.0937476-0.0319027j 0.0116926+0.00833824j 0.0601984+0.0297773j 0.109449-0.0649815j 0.0928871+0.0894644j -0.004825-0.0116823j 0.00440211-0.00998297j -0.0143014+0.0288073j 0.0118999+0.155847j 0.145504+0.045458j 0.0485931-0.0229968j 0.0176834-0.0190797j 0.00608272-0.0367775j -0.0347291+0.0296852j 0.0719806-0.0207058j -0.0498711+0.0216316j -0.0135395+0.0332993j 
-0.00936511+0.0742982j -0.0335101-0.0192501j -0.017047-0.0339528j -0.0847233+0.0534784j -0.0536694-0.0442481j 0.00193066-0.00808424j 0.0882665+0.00812853j -0.0525303-0.00971777j 0.0347272+0.0148168j 0.0490324+0.0612796j -0.0452623+0.0267991j 0.00577767-0.00109047j -0.0489708-0.018828j -0.00762121-0.0344887j 0.0197884+0.0576209j -0.0113007+0.00340612j 0.00208329+0.000169069j 0.02836-0.00489679j 0.0152328-0.0222258j 0.0635097-0.00627381j 0.0125786-0.0111251j 0.0901763+0.0140277j 0.0605935+0.0296323j -0.0451733+0.0374824j 0.0479023+0.0305274j -0.0610453+0.00907342j -0.0328979+0.0333356j 0.0328875+0.0190363j -0.0159302-0.0880091j 0.000525909+0.0382738j 0.0092171-0.0786116j 0.0252189+0.0357632j -0.0224902-0.0445396j 0.0798578+0.0762052j 0.0780856+0.0256639j -0.036546+0.0869657j 0.0629875-0.0405113j 0.0962032+0.00872478j 0.0187072+0.05107j -0.0491737-0.0518631j -0.0127944+0.0140409j -0.0161174-0.0168355j 0.0187938-0.120013j -0.026279+0.0212057j 0.0665367-0.0607514j -0.00617405-0.0127023j -0.159697-0.000346062j 0.0677703-0.00397728j 0.0408524-0.00857597j -0.0712999+0.02302j -0.0265091+0.0116898j -0.0595873+0.0450583j 0.0397469-0.0699845j -0.0287932-0.010564j 0.00486214+0.00440699j -0.0127715+0.0163354j 0.0368661-0.0310672j 0.0668971+0.0304577j 0.0967733+0.00336034j 0.0217606+0.0319949j 0.0105975+0.0361166j 0.0392227-0.0332359j -0.011232-0.0123728j 0.0297049+0.0230262j 0.0154036+0.138257j -0.0572594-0.0384826j -0.0584408+0.0727292j -0.0199904-0.0024583j -0.0233976-0.0547944j 0.0442498-0.000652725j -0.0204647+0.120961j -0.0162589-0.0270526j 0.0693878-0.00179034j -0.0591224-0.0266136j 0.0728262-0.00349675j 0.047751-0.0337653j 0.0629881-0.0186477j 0.00878307-0.0713709j -0.108113-0.00765793j 0.0203422-0.0161313j 0.0074476+0.0402411j 0.0229582-0.0465502j 0.0237443-0.0114996j 0.0131086-0.0389559j -0.0421895+0.0263614j 0.0991178+0.102022j 0.0812075-0.083292j 0.0103853-0.051952j 0.00304041+0.0656396j -0.0170913-0.0307486j -0.0358855+0.0711482j -0.0488064-0.0773464j 0.0481087+0.00490711j -0.0238842-0.00497288j 0.00332452-0.0197653j 
0.00237503-0.0299402j 0.0150372+0.0129407j -0.00592907-0.0231618j -0.0497039+0.0219187j -0.0369697-0.00306901j -0.0381614-0.0378216j -0.00499897-0.00585103j 0.0270711-0.0721095j -0.0115203-0.0148154j -0.00497337-0.0119194j 0.035806+0.0302905j -0.0408851+0.0395954j 0.0116661+0.0263564j 0.0109806+0.0113157j -0.0223339+0.00774315j -0.00477536-0.0174619j 0.0159083-0.00177844j 0.00872097+0.0212881j 0.0115812+0.0377969j 0.038272-0.0160546j 0.0123485-0.0190127j 0.0290664+0.00350166j -0.0269813-0.0311813j 0.0483971+0.0145149j 0.0820435-0.0595392j 0.0360614-0.0318684j 0.0584937-0.0388007j 0.0269272-0.0489047j -0.0457765-0.000712884j 0.0099987-0.00371083j -0.0037446+0.00324249j -0.000280383-0.000648886j 0.00617757-0.0467544j -0.0603055-0.011486j -0.0790342+0.0218232j 0.0426269-0.0580587j -0.017521+0.000210463j -0.00847707+0.0427792j -0.0627214+0.0295203j 0.0160047+0.0644607j -0.0426006-0.0374766j 0.0405917+0.00336634j 0.0335422+0.000757739j 0.0952743-0.0446729j -0.0324588-0.0607631j -0.00251791-0.0435826j 0.0194008-0.0592646j 0.0199243-0.000510536j 0.08929+0.0280456j 0.0274078+0.0728181j 0.0538683+0.00184676j -0.00671682-0.0339436j 0.030503-0.0184943j -0.0432578+0.0184109j -0.0294664+0.0950838j 0.104927+0.0586092j 0.0927189+0.0242885j -0.0251092-0.0378066j -0.0877733+0.0682047j 0.0796208+0.1397j -0.034755-0.00875135j 0.0789041+0.0397133j -0.0500448+0.0360084j -0.0315242+0.026727j -0.0163497-0.0929543j -0.0173499-0.000905043j -0.0110383-0.0539317j -0.0336465-0.0174202j 0.068348-0.0777997j -0.0365578+0.0503327j -0.0523247-0.0509622j -0.000126847-0.0131696j -0.0542172+0.0560319j -0.0231167-0.103116j 0.081305+0.0327403j 0.0353285+0.0318036j 0.00822371-0.0710516j -0.0568281-0.0586493j -0.120668-0.083882j -0.0855451+0.0861274j -0.0030711+0.0882011j 0.0437559-0.0160735j 0.0407527+0.0860839j -0.0575121-0.0430206j -0.0464194-0.0762932j 0.0202166+0.00875193j -0.0281678+0.139787j 0.119684+0.0174701j 0.0132799-0.040797j -0.0434236+0.0221761j -0.000330004-0.00459861j -0.055681+0.0238898j 0.0295457-0.0368744j -0.0535217-0.00983172j 0.0062904+0.0538447j 
