-0.0397362-0.00289061j -0.00259852+0.00735555j -0.00040876-0.00205102j 0.0566576+0.00131912j -0.0414634+0.00145501j -0.0446165+0.0057511j 0.0261899+0.00342359j 0.0201619-0.00201149j 0.038678-0.00955592j 0.0116345-0.00125384j 0.00456662-0.00467431j -0.0602457+0.00218396j -0.00295535+0.00361506j -0.0387391+0.00285393j 0.0313105+0.00121805j -0.00487429-0.00646996j -0.0161318+0.00478748j 0.034936-0.000174012j 0.0157807+0.000878269j -0.0209955+0.00723446j -0.0531757-0.00180124j -0.0157008-0.00429464j 0.0143511-0.000679437j -0.0667113+0.00388791j 0.0148051+0.00656001j 0.0167458+0.00842005j -0.010145-0.00559062j -0.0390496+0.00310193j -0.00552471-0.00239751j 0.0019926-9.48869e-05j -0.0327251+0.00201701j 0.0164616+0.000663801j -0.0309686-0.00453912j -0.0174999-0.00220839j -0.0217796-0.00643606j -0.0213895-0.00100343j 0.00636584+0.00106657j 0.026826+0.00191453j 0.0156904+0.0132846j 0.0104168-0.00545379j -0.0400753-0.00186341j -0.0125222-0.00174104j -0.0030484-0.00344494j 0.057925+0.00159235j -0.0592701-0.0125009j -0.00192075+0.00156566j 0.00250822-0.00453131j 0.0140487+0.00601547j -0.0270058-0.00547467j 0.0299235-0.00155825j -0.0479314-0.0119933j 0.00243719+0.00460255j -0.036839-0.0148957j 0.0416564+0.00112519j -0.0224382-0.00635667j -0.00548466+0.000401375j 0.0314068-0.0300565j -0.0159634-0.00877177j 0.00267856-0.00457528j -0.0138167-0.00138948j 0.0346959+0.00770254j -0.00454173+0.00879546j 0.0048877+0.0042553j -0.00511106+0.000470111j -0.0288089-0.00937456j 0.00948529-0.0111975j 0.0181782-0.00588058j 0.0214265-0.00187616j -0.00794997-0.00652588j 0.0114882+0.0100803j -0.00158125-0.00655832j -0.00889871+0.00735651j 0.00609797-0.0032632j -0.00430576+0.0136438j -0.0274533-0.00748049j -0.0139053-0.00482679j -0.00409628-0.00544283j 0.0203194+0.00788941j -0.00910235-0.000739573j 0.0198032-0.00755341j 0.00331859+0.0121077j -0.0143298-0.0128294j 0.012644+0.003974j 0.0011495-0.0161641j 0.0149837-0.00611441j 0.017507+0.0182243j 0.00519476-0.00113707j 0.0260643-0.0110762j 0.0185256+0.0416798j 0.157058-0.100872j 0.0422199+0.188007j 0.0434893-0.091607j 0.0844686+0.0186188j -0.0261703-0.246891j -0.255093+0.0259985j 
-0.0154759-0.0177615j 0.016235+0.0172088j 0.0167686+0.0166578j -0.071384-0.0280774j 0.0432776-0.0487049j 0.00850457-0.0260851j 0.0108638+0.00299391j -0.0661284+0.0203515j 0.0346554+0.0024216j 0.000731405-0.00178429j 0.00134904-0.00698682j 0.00155294+0.0101631j 0.00766014+0.0265723j 0.00665477-0.0088381j -0.00377427-0.00832337j 0.0177817+0.00838693j 0.00411097-0.0114539j 0.0457198-0.0199735j 0.014122-0.0248973j 0.00735271+0.00356171j 0.0332116-0.0073316j -0.00981322+0.029929j 0.0242655-0.0404274j 0.0297807+0.0349122j -0.0101966-0.0043996j 0.00812578-0.0145509j -0.0419964+0.0161579j -0.0229312+0.0398129j -0.015802-0.0079613j 0.0503603+0.00413132j -0.000495566+0.027111j -0.00334024+0.0013673j -0.0227185-0.00652826j -0.0350913-0.0112605j -0.0109172-0.00991168j 0.0156145+0.0373395j 0.0217737-0.0443274j -0.0152524-0.00744726j -0.0449641-0.00555995j -0.0664484-0.0669256j -0.00178215-0.0273306j 0.0641648+0.0589022j -0.0124757+0.0311781j 0.0127253-0.00260882j 0.00708022+0.0417179j -0.0393639+0.00791008j 0.00278149+0.0178522j -0.0840346-0.0334104j 0.0343897+0.0324067j -0.0479726+0.0363847j -0.0562706+0.0171263j 0.0289326+0.0136231j -0.0286645-0.0195234j 0.0188484+0.0231738j 0.0188574-0.0177658j -0.0234578+0.0364396j 0.0445828+0.0111823j -0.0444917+0.0472561j -0.0219825+0.077364j 0.0145325+0.00225161j -0.0304143-0.0486552j 0.0620238+0.0314096j 0.0229941+0.0262928j 0.0328357+0.0214525j 0.0113466-0.0579986j 0.0174722-0.0512483j 0.00387144+0.0763646j 0.0989292-0.107433j 0.0102056-1.73203e-05j -0.0226115-0.0336781j 0.0545141+0.092153j 0.0575071-0.0282667j -0.044285-0.0803075j 0.0355876-4.84319e-05j -0.0537688-0.142829j -0.0230137+0.104131j 0.170807-0.00251981j 0.0468476+0.0594135j -0.042007+0.0305805j -0.127788+0.0470576j 0.0314758-0.0769391j 0.0679221-0.0321634j 0.0842731+0.0384234j -0.0693393+0.0107405j -0.021626-0.0162827j 0.024803-0.0294145j 0.0480557-0.024028j 0.0210641+0.0346147j 0.0739245+0.028075j -0.00467367+0.00680041j -0.00878236+0.0297501j 0.0301635-0.0123984j -0.000368448+0.00509464j 0.00497136-0.00836722j -0.0260643-0.0124233j 
-0.00947646+0.0213692j 0.0250347+0.00532726j 0.00281816+0.0293616j 0.00345886+0.00948413j 0.0381011+0.00868063j -0.00854816+0.0115365j -0.0467754+0.0170541j -0.0127908-0.0213045j -0.00399968-0.0126167j 0.0287766+0.0161657j -0.0158376+0.0211269j -0.0474822+0.0386623j 0.00838693-0.0532325j -0.0311838+0.0185678j 0.00975589+0.00646362j 0.0152218+0.0049235j -0.00589303+0.00218804j 0.0557468-0.0200193j 0.0340076+0.0210618j 0.0062035+0.00434311j 0.0043536+0.0572393j -0.0223244+0.0496706j -0.0262949+0.0929525j 0.0100451-0.0019434j 0.015186-0.00545161j 0.027154-0.0521089j 0.0403227-0.0124867j -0.00211048-0.0240364j 0.0212025-0.068985j -0.0718665-0.0539458j -0.00816786-0.0161953j 0.00112191+0.0098205j 0.0458191-0.00452843j 0.00405049-0.0298832j 0.0206059+0.0157162j 0.0318456-0.0516565j 0.0073628+0.0337708j -0.00727231-0.0916308j 0.0673734-0.00914205j -0.0317667-0.0194731j -0.0269455+0.00541848j -0.0475192-0.0212529j -0.00943135+0.0286022j -0.0375677-0.00291154j -0.00649905+0.0391161j 0.0250705+0.046371j -0.0219962+0.0293307j -0.104656-0.0304188j -0.0368831-0.0658991j 0.0114466+0.0555751j 0.038738-0.00445455j -0.051258+0.00888333j -0.012491-0.0128843j 0.0785089-0.0372753j 0.0514315-0.0141175j -0.0601325+0.0363446j -0.0301321-0.00629121j 0.0106548-0.0503083j 0.0267742-0.0503932j -0.0507653+0.0269359j -0.00579773+0.0194971j -0.0907505-0.0855288j 0.0154154+0.0369386j 0.0543382+0.0781395j -0.0644291-0.0686932j -0.0510057+0.03559j -0.0657553+0.0108425j 0.0224941+0.0194524j 0.0296805-0.0489818j -0.0199199-0.0468508j 0.01502-0.00644532j 0.0718378+0.0085669j -0.0286298+0.0911968j -0.0145836-0.0457934j 0.0352536+0.042813j 0.0760914+0.0131974j -0.0698395-0.0117427j -0.0304963+0.0748195j -0.0472612+0.0756969j 0.0576498-0.0213004j -0.0148233-0.0263019j 0.0852066-0.00712145j 0.00923914-0.0359236j -0.0637799+0.0176182j -0.0560454-0.0780399j -0.0466772-0.0168278j 0.0515358+0.0194276j -0.0423322+0.0389062j 0.027652+0.00599417j 0.0116221-0.00725113j -0.0197339+0.00451431j -0.012729-0.00415095j 0.000124005+4.8777e-05j -0.00450556+0.00380933j -0.0017027-0.0072323j 
0.0245979+0.0186276j 0.0195686-0.0141751j -0.0260497+0.0226338j -0.010414+0.0302045j -0.0420032+0.0392212j -0.0155683+0.00545821j 0.0358661+0.00915202j 0.0555098-0.0453895j -0.0122985-0.00673999j 0.0177889-0.00919362j -0.000516914-0.000365052j 0.0546138-0.0441702j 0.0299198+0.0178565j 0.00270559-0.00142056j 0.0101833+0.0072912j -0.00934536-0.0145048j -0.0137404+0.0181711j -0.0721367+0.0276169j -0.0175592+0.00887345j 0.0154692+0.00169633j 0.000383939-0.0229854j 0.050789-0.0553758j 0.0465115-0.0122011j -0.0554896+0.0164169j -0.0141595+0.023573j -0.0357188+0.0297633j -0.0143687+0.00174393j -0.000716708-0.0231955j -0.00819557+0.0260079j -0.0147995+0.0392345j 0.0147172-0.0140258j -0.000860688-0.0121417j 0.00544903+0.0292712j 0.000935785+0.02111j 0.0261971-0.000200835j 0.0428083-0.0139077j 0.00171143+0.00786063j 0.0215284+0.0234969j 0.000708342+0.0535693j 0.0101908+0.0291101j -0.0699443+0.0138709j -0.0447388-0.0462992j 0.00513251+0.0437183j -0.0723985-0.0291867j 0.0336815+0.0236521j -0.0216495-0.00153148j -0.0406281-0.10671j 0.0154006-0.0128698j -0.0312019+0.0106741j -0.0783749-0.0102452j -0.0241344-0.0398914j 0.0430571-0.0400416j 0.0738469-0.00449543j -0.0393+0.00336181j -0.0625937-0.00100115j 0.01081-0.0138934j 0.072075-0.0375037j 0.0727181+0.084255j -0.0711623+0.0168503j 0.0349445+0.0329101j 0.0440117-0.00306005j 0.0094614+0.013356j -0.0798656-0.0754936j -0.0250688-0.0280528j 0.00188895+0.0583508j -0.0222094+0.0393712j -0.0221333-0.00907347j -0.0700806+0.0969622j -0.0136844+0.101233j 0.0111371+0.0538145j -0.0875179+0.0801814j -0.0562973-0.0428964j 0.0486889-0.00951343j -0.0569562+0.0587807j -0.124412-0.199439j 0.00579554+0.0547143j 0.0713297-0.0772855j 0.0710822-0.0662193j -0.115638+0.0143529j -0.119505+0.0359469j 0.0268243+0.0411419j -0.0444654+0.0339736j -0.00629039-0.0214725j 0.0257915+0.05671j -0.0785611-0.0089407j -0.0326349+0.0616363j -0.0540462-0.00331244j 0.0164154-0.0335227j -0.0224287-0.00596092j 0.00693148-0.0056058j 0.00381007-0.009298j -0.0108776-0.000228568j 0.0123516-0.00307995j -0.00280589-0.00239423j -0.0042276+0.0161145j 
-0.0107105+0.0239718j 0.00165992+0.0246988j 0.02372-0.011045j 0.0655475-0.0351411j 0.0306985-0.0225955j 0.0384744-0.00624283j 0.0204067-0.0292172j -0.0236986+0.066406j 0.0191154-0.0171848j -0.0188975+0.0507085j -0.0487593+0.0173854j -0.036096+0.0654141j 0.00405545-0.0176859j 0.00372968+0.0111304j -0.0174361-0.0266452j 0.00653156+0.041599j -0.00457107+0.00347217j 0.0194098-0.0557028j 0.0203815+0.00510812j 0.0319711-0.00207281j -0.0205588+0.0339695j 0.0066423+0.0735984j -0.0114071+0.017212j 0.0297315-0.0236624j -0.0915756-0.0169127j 0.0424813+0.00122241j -0.036698-0.0311239j 0.026051-0.0286376j 0.0677894+0.0120456j -0.0474576+0.00575669j -0.0355447-0.0491324j -0.0138408+0.0131594j -0.0215169-0.0288283j 0.0371436-0.0196069j 0.0171867+0.00830255j 0.024709-0.014913j -0.033914-0.0181677j -0.00501213+0.0150904j 0.05327-0.119754j 0.0221987-0.0317488j -0.00164102-0.0118571j 0.0607593-0.00497765j -0.0826762-0.0476036j 0.0361393+0.00342285j -0.057533-0.00820935j 0.0396293+0.0417843j -0.0055079+0.020111j -0.0760168-0.0157707j 0.0139828-0.0259079j -0.053015+0.061263j 0.0760183+0.0488673j -0.0178066-0.0321258j -0.046291+0.0415507j -0.0316951-0.0250174j 0.037544+0.00834184j -0.0414703+0.0595582j -0.0356323+0.00774426j -0.0263767-0.0364455j -0.0600058-0.0844895j -0.03895+0.0405277j 0.0310727+0.0541655j -0.0791615-0.0378066j -0.0161491-0.0355611j 0.0700576-0.0204121j -0.0161142-0.0111779j 0.112259+0.0227586j -0.0568388+0.0354574j -0.053491+0.0724507j 0.0921598+0.130197j 0.0101636-0.0325188j -0.0776061+0.138654j 0.00643593-0.0485722j -0.0364706-0.0428328j -0.118391+0.0490084j -0.0683796-0.0973088j -0.00716578+0.0666323j 0.0942086-0.00972851j 0.0235645-0.00618515j -0.03018-0.0392117j -0.0854922+0.0186878j -0.0164462+0.0293683j -0.0218825+0.0255594j 0.00898041-0.062498j -0.0559314+0.014369j 0.0494593-0.0613581j -0.0715507-0.0388257j -0.000840619-0.0304346j 0.0510826+0.0335165j -0.0304102-0.00516557j 0.00899667-0.00731264j -0.00850193-0.0019004j -0.037861-0.0172979j 0.00671588+0.00767921j 0.00550203+0.00409269j 0.00523066-0.0092882j 
-0.0162878+0.0264096j 0.0130273+0.0107644j 0.0248668+0.0202088j 0.00993938-0.0331652j 0.0138974-0.0147337j 0.0274994-0.00960508j 0.0692582-0.0436106j -0.044744+0.0350175j 0.0327939-0.00795632j -0.0717362+0.0024348j 0.00875131-0.000884932j -0.0388262+0.0238804j -0.0140352+0.0167467j 0.0242775-0.0173059j -0.0141908-0.015175j -0.0324173+0.0143931j 0.00423756-0.00431605j 0.00931739-0.00482874j -0.021863-0.00174762j 0.015763-0.0172844j -0.029699-0.0112723j 0.015882+0.0230328j 0.019188-0.0545865j 0.0032453+0.00833162j -0.0662644+0.00448868j 0.0234947+0.01658j -0.0490928-0.00924229j -0.0215221-0.00639497j 0.025466+0.0162323j -0.0117661-0.00219642j -0.00430078+0.00349574j -0.00646913+0.00574531j -0.0194093-0.00738318j 0.0306785-0.0136747j 0.0244351-0.032159j 0.0510007+0.011394j 0.00783429-0.0523402j -0.00269211+0.0559664j 0.062343-0.0109108j 0.0212948-0.0248208j -0.000450902+0.00156983j 0.0587351+0.00735876j -0.0384471-0.0671115j 0.0365284-0.00230889j -0.00990644-0.0377203j 0.00208019+0.0410933j 0.0275533+0.0168389j -0.0130821-0.0249594j 0.00498061+0.00521397j -0.0518106+0.00787386j 0.00881686+0.0148819j 0.0382801-0.0348154j 0.0721097+0.0239314j -0.077798-0.00943688j -0.00816417+0.0238267j 0.068457+0.00319422j -0.00719881+0.015j -0.0659159+0.000324642j -0.0644678+0.0141321j 0.0711735+0.0258112j 0.0361462+0.0335809j -0.036436+0.11488j -0.0352898+0.014141j 0.00723527-0.0536932j -0.0111331+0.0124707j 0.0059507-0.0508302j 0.125725+0.0616607j 0.0647137+0.0381083j 0.01188-0.0689836j -0.0145605-0.0917687j 0.0955736-0.0474994j 0.0372144-0.0471446j -0.0435654-0.131138j -0.0167686+0.0495566j 0.0109958+0.0319199j -0.0237325-0.00736581j 0.0304371+0.00534786j -0.0201088+0.0372132j 0.0375274-0.0710836j 0.0162446+0.0609599j -0.0100827-0.0139787j -0.00953311+0.00617389j -0.0323198-0.0368424j -0.0197184-0.0460276j 0.0938484-0.0106731j 0.0318562-0.0312126j 0.0433121-0.00999868j 0.01036+0.0145586j -0.0344992-0.00799215j -0.0100143+0.00180795j 0.013906-0.0196721j 0.0299678-0.00330245j -0.0112539+0.0140831j 0.00249538+0.00192155j 0.00907215+0.00279811j 
0.0374915+0.0108801j 0.00765124-0.0197218j -0.0087416+0.0205176j 0.0161586+0.0129481j -0.0181711+0.0399441j -0.0112995+0.0118821j -0.0309438+0.0258695j 0.0614621-0.0365006j -0.0021438+0.00972807j 0.00649637+0.00279638j -0.00645559-0.00462432j -0.0296075-0.00146508j 0.000815586-0.0103365j -0.00573343-0.0127488j 0.00145474+0.0204304j -0.0102291-0.0178215j 0.00932555+0.0359234j -0.0078121+0.0101651j 0.0128208+0.0245787j -0.0259985+0.0041606j -0.0237933+0.00336653j -0.0316642-0.0145334j -0.030083+0.0483078j -0.0301321+0.00146014j 0.0171987-0.00549116j 0.00377461-0.0175867j -0.0140414-0.0139787j 0.0419971-0.0248907j 0.00887434-0.0138128j -0.0191365-0.00597858j 0.0224391+0.00399148j -0.0220225-0.00644551j 0.0576706-0.00285264j 0.0455817-0.00910219j 0.00237847-0.0150632j 0.0125985-0.0451023j -0.00855907+0.00764946j -0.0527593-0.0251325j 0.0564005+0.0211518j 0.072473+0.0256001j -0.0332014+0.0161457j -0.0672611-0.0183862j -0.00480419-0.0252163j -0.077318+0.012105j 0.0315931-0.00942031j 0.000809643-0.0196432j 0.00594698-0.0635736j 0.0706945+0.0293122j 0.0112944-0.0415768j 0.0412612+0.0159273j 0.122122+0.0259819j -0.0634638+0.0509663j -0.000723376+0.0082533j 0.0274959-0.0163205j -0.0446694+0.0299311j -0.0293109+0.0210516j -0.0140746+0.00349235j 0.0228571-0.0514624j -0.0882149-0.0771602j 0.02399+0.0142122j -0.0229823+0.0112337j -0.0230804-0.00276092j 0.184326+0.0215535j 0.047725+0.0290107j -0.0336621+0.0710615j -0.00878218-0.0412709j 0.00632477-0.0900454j 0.0995152-0.0800877j -0.0217178+0.0326479j -0.0717429-0.1602j -0.0406573+0.0542443j 0.035747-0.183592j -0.0443597-0.0241939j -0.129326+0.04494j -0.0851445-0.0295141j 0.000779921-0.0245966j -0.00612167-0.0276404j 0.0394338+0.0121662j -0.0573268+0.00331599j -0.0260915-0.0122143j 0.0173149+0.0145884j -0.0345342+0.0105264j -0.0374244-0.00634644j 0.0340174-0.0865269j 0.0549526+0.0504175j 0.0926525+0.00324023j 0.0679284+0.0397068j -0.0203448+0.00999742j -0.0459195-0.000889788j 0.00774216-0.00139441j 0.0142548-0.0164284j -0.00521746-0.000262475j -0.00265342+0.000484278j -0.000149373+0.00810146j 0.0115491+0.0100924j 
0.0145184+0.0143038j 0.00501961-0.0147602j 0.00987113+0.0333554j 0.0178913-0.0223774j 0.00326498+0.0143339j -0.0305678-0.0349847j -0.00710558-0.0197932j 0.0111853+0.00948837j -0.0364065+0.00127568j -0.0237808+0.0245937j -0.0475264+0.0133275j -0.00453197-0.0261048j 0.0239205-0.00416794j -0.0211985+0.0116389j 0.0527163+6.78916e-05j -0.0210903+0.0447068j -0.0141857+0.00201136j -0.0204694+0.0180155j 0.00153282+0.021734j -0.0287754+0.00226945j 0.0153995+0.0462086j 0.0212247-0.017285j 0.0357632+0.013486j -0.0344149+0.00435677j 0.00281756+0.0459382j 0.029544+0.0286174j 0.0584955+0.0113479j -0.0375718+0.00507758j 0.0274341-0.0270592j -0.0629553+0.00395839j 0.0377198-0.0157978j -0.0193102+0.0117709j 0.0435758-0.0279147j -0.00615555+0.00200503j -0.0445362-0.0207523j -0.00444598+0.00421699j 0.046613+0.0413915j -0.0427556+0.00746329j -0.00718382-0.0481412j -0.0180183-0.00598201j -0.0236062+0.00987509j -0.0435873-0.0110014j -0.048503+0.0335193j -0.0109278+0.0373892j 0.0214278+0.0604865j 0.0113051+0.0254533j 0.022973-0.0107951j -0.0122787+0.0606755j -0.0435877+0.0351446j 0.00968395-0.0364492j 0.0512931+0.0143156j -0.0254751+0.051092j -0.111423+3.83849e-06j -0.0226124-0.0718653j -0.0470609-0.0225944j -0.0583161+0.0362174j -0.00749356-0.0513859j 0.0808302-0.00905493j -0.0601169-0.0503845j -0.0377869+0.0272267j 0.0154963-0.0747172j -0.0469505-0.0685952j -0.106186-0.0495352j 0.153811+0.0586653j 0.0342571-0.0536049j 0.0345793+0.0821191j -0.0713935+0.122375j -0.0345271+0.0761692j -0.0377666+0.0600704j 0.0354665+0.0544823j -0.00935575-0.00359883j 0.00669366+0.0377923j 0.0101604+0.0592269j 0.0625425+0.00994681j -0.0171809-0.0425813j 0.0159123+0.0228418j 0.0101765+0.0110239j 0.0197206-0.0302989j -0.00265515+0.0409343j -0.00647304-0.0257873j 0.00836422-0.0206515j -0.00178703-0.0438686j -0.0261631-0.017999j -0.0184627+0.117855j -0.0959038-0.0408195j -0.0860558+0.0340485j -0.0436455+0.0107991j 0.00966697+0.0173415j 0.0414114-0.00468978j -0.00546656-0.0011698j -0.0174995+0.0188476j 0.005841-0.00879525j 0.00350215+0.00960761j 0.00249946+0.00282129j -0.0115867-0.00144322j 
-0.015378+0.0107558j 0.0176789+0.00732825j 0.0307255-0.0324087j 0.0261984+0.00568138j 0.0317346-0.0314985j 0.00271683-0.00389132j 0.00300148+0.005145j -0.0173753-0.00299661j -1.41139e-05+0.00954401j 0.01905-0.00372992j 0.0249695-0.00323197j 0.023916+0.0122307j -0.0279197-0.0192403j -0.020751+0.00767255j -0.0109999-0.0265195j 0.0294274+0.0274221j 0.0118888-0.0288594j 0.0242795-0.0315036j 0.00153221-0.0272142j -0.00515672+0.0123551j 0.0207487+0.0241627j -0.0376519+0.0423156j -0.00217109+0.00602724j 0.0114357-0.0336538j 0.0380343-0.0111583j -0.000728179+0.0151349j -0.0254386+0.0393949j 0.0149591+0.0223641j 0.00984639-0.000283002j -0.0598611-0.0181228j -0.01887-0.00505372j 0.00549785+0.0134563j -0.046875-0.0368345j -0.026076+0.00480169j 0.0291161+0.0074508j 0.0134868-0.00325294j 0.0112835-0.00667505j 0.0176623+0.0109021j 0.0227507-0.042724j 0.0115792+0.000709685j -0.0503233+0.0104516j 0.0574944-0.00903799j -0.0175482+0.0241991j 0.0558532+0.0147962j 0.0158364+0.0330845j -0.0659195-0.0653622j 0.0127184+0.00338707j -0.091699-0.0500983j 0.0688136-0.0210338j 0.00362109+0.0545554j -0.0523902+0.0691119j -0.0284389+0.0310233j 0.0202689+0.0202574j -0.0577694+0.0528951j 0.0273722+0.0317448j -0.0592957-0.0433244j -0.0356602+0.0483188j 0.00144035+0.0492836j 0.0234869+0.0114852j -0.0253817-0.0560764j 0.054704+0.0207313j 0.0535666-0.0556343j -0.0564488-0.0788897j 0.00908573+0.075341j 0.001582-0.059j -0.0111118+0.0960572j -0.0735933-0.00875184j -0.0717986-0.0072124j -0.0711466+0.00502905j -0.0819135+0.0636815j 0.0238-0.092834j -0.0207294-0.096356j -0.113928-0.0513624j -0.0537045+0.0341794j 0.0240662+0.0572273j -0.0520184+0.129123j -0.0181279+0.0037782j -0.0203911-0.00538133j 0.0680144-0.0406327j -0.0233389-0.0539968j 0.0431398-0.0298972j -0.0028452+0.0841849j 0.0815354-0.000346753j 0.265525+0.014727j -0.0487785+0.148722j 0.0370483+0.156867j -0.0542787+0.0541088j -0.035378-0.0758856j -0.0454667-0.0573724j -0.013164-0.00566334j -0.00255417+0.0353433j -0.0220959+4.57303e-05j 0.0209018+0.000290353j 0.00390181-0.00093493j -0.00957491-0.00308129j 
0.0241051+0.0280327j 0.0089317-0.00630952j 0.000997982+0.0492031j 0.0251143-0.0791906j 0.0238968+0.00790067j -0.000974462-0.0290691j -0.00788378-0.0233133j 0.0110407+0.00998316j 0.0468317-0.00228327j -0.0898719+0.0177077j -0.0262782+0.0305633j -0.0546082+0.0315082j -0.00201793+0.0215384j -0.0347954-0.0221889j 0.0125195+0.00866734j -0.00990782+0.0340553j 0.00493617+0.00215325j 0.0126418-0.000258492j 0.0123811+0.0266517j -0.00285621-0.0197244j -0.0306405+0.0311034j -0.0325782+0.020526j 0.045713+0.0216062j -0.0831237+0.01065j -0.0242011+0.025319j 0.0240651+0.00967625j -0.0684654+0.0416453j 0.00888731-0.0130575j 0.0567004-0.0174635j -0.0131105-0.000473001j 0.0188734+0.00775115j -0.0237745+0.00867629j 0.155872-0.0304505j 0.0265002-0.0137543j -0.0182151-0.0318899j 0.001513-0.0167929j 0.0379891+0.00871057j -0.0285098+0.0310956j 0.0543502-0.0305744j 0.0105368-0.0434285j 0.0174251-0.00911129j 0.0180863-0.0149317j -0.0470484-0.0266694j -0.0653433+0.0233417j -0.00754413-0.0208625j -0.00567137+0.0499121j 0.0314035+0.00436034j -0.0271728-6.72314e-05j -0.116062-0.00713698j 0.00875276-0.0123947j 0.0412725-0.0266324j 0.000709489+0.0349275j 0.0402537-0.0211553j -0.053028-0.0736218j 0.0183675+0.0190721j 0.0608936-0.0362133j 0.0385639+0.0488052j -0.0274826+0.00955971j -0.12495-0.018221j 0.0269729+0.0316812j 0.00825031+0.0157404j -0.0168332+0.0893451j 0.0667002-0.0217718j 0.155599+0.0267381j -0.039641+0.0889436j -0.0305026-0.0454868j -0.0129946+0.0627352j 0.0678618-0.0679227j -0.0438261+0.0343421j 0.0211729+0.0597431j -0.0452888-0.0796249j -0.107343-0.0136186j -0.0863029+0.0254559j 0.115575+0.0721875j 0.031495+0.0338249j -0.0275474+0.0213746j -0.032371+0.00330682j 0.0544559+0.0244839j -0.057771-0.0435415j 0.034873-0.0356585j 0.0513796-0.022313j -0.0435518+0.0474461j -0.0581605+0.0427575j 0.112822-0.0313692j -0.0426847+0.0805538j 0.0735855+0.0440151j 0.029712+0.0376486j -0.0118195-0.0397188j -0.0229705+0.0043857j -0.00243059-0.0109507j -0.0113898-0.0158327j 0.034825-0.0172224j -0.0201882-0.000178213j -0.00354127+0.00777544j -0.010017+0.00445895j 
-0.0182849+0.00203733j 0.00126517+0.0051734j 0.00190281+0.00427688j 0.0318602-0.0377282j 0.0109813-0.0198824j 0.0116199-0.00643876j 0.0359577-0.0203791j -0.051204+0.0267911j -0.0223895-0.0236409j -0.0265361-0.0165774j -0.0313825+0.0386497j -0.0199171+0.000565569j 0.0142603-0.000684194j -0.0173607-0.0141823j 0.0466022+0.0157284j -0.0314493-0.0104216j -0.00718658-0.00664958j 0.00981981+0.0181448j -0.0183643-0.0286786j -0.0242831-0.0222446j 0.00237808-0.00965651j 0.051939+0.0201364j 0.01751-0.00683259j 0.00358611-0.0111519j 0.00874677-0.00396687j 0.0299818+0.0427809j 0.0391215+0.0281605j -0.0553109-0.00655739j -0.00171902-0.00718154j -0.0331621-0.010413j -0.0030686-0.000127567j 0.00174242-0.0083398j 0.0109663-0.0030007j 0.0211742+0.0209001j -0.00382265+0.000772231j 0.0510236+0.0352136j 0.0309213+0.0170113j 0.0382523+0.0252651j 0.00402335-0.00146055j -0.048496+0.0112088j 0.0505875+0.0346783j 0.0194757-0.00716052j 0.00356259+0.036903j 0.0992631+0.00145208j -0.00895091-0.0401242j 0.0398367+0.0719221j -0.0702642+0.0633326j -0.000381034-0.0260823j -0.0530629+0.0184958j -0.0392955-0.0555868j -0.0447268-0.026616j 0.0763555-0.0295636j 0.0473859-0.00988499j -0.00113548+0.0343603j 0.0129142+0.0101878j -0.0100094-0.0202549j 0.000108221-0.0604629j 0.0262511-0.0363673j 0.00413054+0.0165319j 0.164955-0.0324635j -0.073411-0.0178584j 0.0174884+0.180785j 0.0384402+0.0675733j -0.0407745+0.00763816j 0.0586599-0.0994458j 0.131508+0.0754151j -0.00862882-0.0676123j 0.0335451-0.0328028j -0.00236849+0.181199j -0.0579028-0.00910911j -0.129663+0.0453861j 0.0372119+0.000128737j -0.041277+0.0272728j 0.0528306-0.0161266j -0.0343025+0.0606143j 0.00698888-0.0352015j -0.0334427+0.0509532j -0.0246336+0.00758033j 0.0310829-0.0258786j 0.0359185+0.025169j 0.00910285-0.0438815j 0.00336554+0.00342857j -0.0323594+0.0247377j 0.0577338+0.0847085j -0.0331179+0.0234036j -0.0207425+0.0275848j -0.0277316+0.0134512j 0.0433246-0.0189068j 0.0547471-0.00407106j -0.00555981+0.00287395j -0.00553457-0.00662521j 0.0103809-0.00190998j -0.0186575-0.00734478j 0.00538707+0.00486128j 0.009335-0.0028053j 
