0.00511467+0.000446011j -0.000347958+0.00580535j 0.0016184+0.00654466j -0.0057534-0.00040534j 0.00133419+0.00157596j -0.00338268+0.00328449j -0.00593628-0.00192752j -0.000901328-0.00349512j -0.0022862+5.26843e-05j -0.00035147+0.00239341j 0.00428183-0.00100224j 0.00322883+0.000511774j -0.0012748+0.00328036j 0.000690925-0.00369598j -0.00126685-0.00075989j -0.00227124-0.000197162j -0.000154988+0.00143506j 0.00187932+4.81128e-07j 0.0021091-0.00133761j -0.0018018+0.000289182j 0.00120489-0.00138399j -0.00216033-0.0035875j 0.000409622+0.000866676j 0.00112218+0.000878837j 0.000939913-0.00104857j 0.000929594-0.00269184j 0.000576176+0.00189723j -0.00130185+7.09509e-05j 0.000564029-0.000359292j -0.00188361-0.000168577j -0.00015078+3.30181e-05j -0.000353881-0.000303199j 0.000609687-0.000154804j -0.000159192+0.00100375j 0.00096236-0.00220239j -0.000391534-0.000483042j -0.0011628-0.0024656j 0.00262428+0.00223568j -0.00091518-0.00219561j 0.00118959-0.00201257j -0.00262264+0.00194913j -0.000355739+0.00314585j -0.00106183-0.00272094j -0.00124471+0.00129321j 0.00357702+0.00128028j 0.000109279+0.000127689j 0.00168673+0.00376665j -0.000146385+0.00221115j 0.00356917-0.000324553j -0.000873184+0.00147306j 0.00199293-0.00108902j -0.000219956+0.000134377j -0.000499608-0.00304805j -0.00368452-0.00289941j -0.0158673+0.000828124j 0.00137237+0.0170419j 
-0.00277645+0.00196852j -0.00115455-0.00410958j -0.00276644+0.00277286j -0.000895201-0.000855349j -0.00119774+0.000819886j 0.000378345-0.0045133j 0.00204914+0.000162909j -0.00283754-4.31081e-05j -0.00021726-0.00234194j -0.00334146+0.00211581j 0.00034895+0.00230708j -0.00248153-0.00418663j -0.00387289-0.00358499j 0.000198756-9.91091e-05j -0.00019821+0.0036871j -0.00354904-0.00308947j 0.0020851+0.00427093j 0.00361842-0.00205014j -0.00490456+0.0050002j -0.00148262-0.00174076j -0.00138236-0.00773034j -0.000795559-0.00196626j -0.00195471-0.00959978j -0.00185428+0.000250267j 0.00462302-0.000130435j 0.00181508-0.00777963j -0.00880631-0.00454338j 0.00241413-0.0028236j 0.00963502+0.00541796j 0.0011557-0.000644315j -0.00502984+0.0135214j 0.00370846+0.000335995j -0.00269298+3.84611e-05j 7.81217e-05+0.000106103j -0.00312727-0.00643833j 0.000473167-0.0032684j 0.000926619+0.00126375j -0.0012854+0.00240081j -0.00656076+0.000951338j -0.00304548+0.00281205j -0.00341033+0.000619072j -0.000772558-0.00239336j -9.57434e-06+0.000292317j -0.00565455-0.00522464j -0.00108057+0.00207916j 0.00232799-0.000749829j -0.00417846-0.00538964j -0.00166867+0.000709158j -0.000538557+1.35045e-05j -0.000357675-0.00391511j -0.00331668+0.0012569j -0.000726368-0.00112922j 0.000295707+0.00426793j 0.00284085+0.00211019j -0.000929632+0.00237917j 0.00157743+0.0021409j 
0.00203515+0.000192192j 0.00397191-0.000314156j 0.00221594-0.00287171j -0.000918078+0.00396178j -0.00152496+0.00095562j 0.00113107+0.00299656j 0.00232073-0.0022328j -0.000186146+0.00583363j 0.00040963+0.00302598j 0.00112396-0.00033633j 0.000274898-0.003058j -0.000339105+0.00267248j 0.00400495-0.0011396j -0.00137344-0.000999168j -9.41489e-05+0.00184048j 0.00221221-0.000676369j -0.0037462-0.00313593j -0.00404508-0.00389688j 0.00535788-0.00114702j 0.00343528+0.00199419j -0.00395459+0.0041954j 0.00107777+0.00016263j -0.00183461+0.00324884j 0.00100482+0.000994902j 0.00185336-0.000616314j -0.00549684+0.00982431j 0.0076244+0.00541443j -0.000629086+0.0017972j -0.00361349+0.0013777j -0.00145248-0.000914908j 0.00582405-0.00125414j -0.00349652+0.00692373j 0.00187471+0.00130339j -0.00138934-0.00304856j 0.00726085-0.00465926j -0.00564329+0.00394199j -0.000746488-0.00488694j 0.00483739-0.00671931j 0.0081469+0.000682173j -0.00446552-0.00216235j 0.000247071+0.000849307j -0.00377748+0.00583257j -0.00127435+0.00250732j 0.00318977-0.000973947j 0.00513925-0.00245714j -0.00229495+0.000425938j 0.0033068+0.00194426j 0.00504069-0.000894064j 0.00132466-0.00100848j -0.00283651+3.4634e-05j -0.00164563-0.00337131j -0.000734131-0.00276476j -0.000788294+0.0022887j -0.00510875-0.00172913j 0.00176142-0.00173976j -0.00169728+0.00265077j 
0.000238036+0.00244051j 0.000878372-0.00305013j -0.00120214+0.00105695j -0.00328151+0.00151964j -0.000275778-0.000495384j 0.00291217+0.000833158j -0.00115258+0.00125971j -0.00130639-0.00087712j 0.000551149-0.00165337j -0.00148107+0.00366018j -0.00175782+0.00164311j 0.00117943-0.00186972j -0.00339163-0.00365672j -0.000458339-0.00193376j -0.000952562+0.00164006j 0.00255265-0.00241768j 0.00110064-0.00116143j 0.000464981-0.00354536j -0.00313175+0.0021304j 0.00296704-0.00122431j 0.00247927-0.00718075j -0.000546099+0.00217682j 1.77764e-05-0.00393548j 0.0028893+0.000897784j 0.000950206-0.000856304j -0.00429204-0.0031344j -0.00354704+0.000596859j -0.00388224-0.000365614j -0.000808267+0.00323183j 0.00209484-0.00307375j -0.000538661+0.0065646j -0.00205041+0.00335422j 0.000572152+0.00317396j 0.00251943-7.34565e-05j 0.00324768-0.00447223j 0.00321045-0.000548496j -0.000720295-0.00186507j 0.000930671-0.000364578j -0.00161401-0.000147091j 0.0015979+0.000374522j -0.000770534+0.00130465j 0.00284614+2.27963e-05j -0.00162516-0.00108035j 0.00150045-0.00534358j -0.00215928-0.00175024j 0.00413401-0.0018418j -0.000940202-0.000697875j 0.000435566+0.000331164j -0.00346346+0.00172331j 0.0010089+0.000842227j 0.00165874-0.000365052j -0.000355629-0.00262794j 0.000548767+0.00377505j -0.00122042+0.00032916j 0.00211089+0.000168422j 0.00218711+0.00243023j 
-0.000560528-0.00354391j -0.00134959-0.00132681j -0.00225561-0.00146916j -0.0032331+0.00173306j 0.00166855+0.000378378j -0.000263621+0.000728143j -0.00200799-0.00121335j -0.000978379+0.00244j -0.000793322+0.00214289j -0.00294172-0.00180001j -0.00327049+0.00166602j 0.000870968+0.000559221j 0.000354896-0.00629585j 0.000982835-0.00104613j 0.000925751+0.00118265j 0.000901376-0.00164637j 0.000325095-0.000377197j 0.0031901-0.00334599j -0.00373475-0.00125584j -0.000349973+0.00331556j 0.00305689-0.00168687j -0.000657209-0.00384179j 0.00204594+0.00260232j -0.00112321+0.00568421j 0.000813479-0.0021864j 0.00269364+0.00108685j -0.00559326+0.000797258j 0.000916354-0.000333631j 0.00353799-0.00298749j 0.0044707-0.000151228j -0.00255723-0.00126063j 0.00251635-0.00207272j -0.000967081+0.000864933j 0.00348331-0.00281009j -0.00134988+0.00229548j -0.0011166+0.00317201j 0.00252856-0.00277541j -0.00290721+0.00083018j -0.00388657+0.000918109j -0.00216518+5.22431e-05j -0.00469971-0.000343666j 0.00166317+0.00392423j 0.00212213-0.00138139j 0.00130813-0.000692782j -0.00408924-0.000483649j 0.000830238+0.000151714j -0.000665702+0.00217481j -0.000736713+0.00116351j 0.000767727-0.0025719j -0.000763829+0.00104561j -0.00480515+0.00236768j -0.000463396-0.00159714j -0.000768896-2.81363e-06j -0.000909562-0.00123991j -0.00198395-0.000542654j 0.0025105-0.00167258j 
-0.00182344-0.00135831j -0.00160698+0.000153444j -0.000410447-0.00128564j -0.000329342-0.00111381j 0.00171487+0.000399767j -0.00164406-0.000904012j -0.00162824-0.00162602j -0.00129299+0.00125248j -0.000196198+0.00266351j -0.00207457-0.00482225j -0.00155892+0.000812942j -0.000273715-0.000600037j 0.00366213-0.00118195j -0.000498815-6.34214e-05j -4.8336e-05+0.00185766j -0.00117876+0.000411703j 0.000450955-0.00151999j 0.0035796-0.00180173j -0.00408676+0.00320138j -0.00319001+1.04122e-05j -0.000934525-0.00190445j 0.000689944-0.00386274j -0.000742175+0.000395179j -0.0036877+0.00171183j -0.000243438+0.00311847j 0.0037017+0.000665282j -0.00337013+0.000635942j 0.00379771+0.00238098j 0.00432807+0.000682363j 0.00198567-6.85424e-05j -0.00347822+0.00433917j 0.00146478-0.00232318j 0.000512268-0.00315357j 0.00108313-0.0019916j -5.64297e-05+0.00219498j -0.00176973-0.000950555j 0.00245469-0.00104105j 0.000993341-2.3916e-05j -0.00425933-0.000762936j -0.00321899-0.00184585j -0.0032577-0.0016169j 0.000144084+0.000379654j 0.00119726+0.00184975j 0.00286135+0.000573203j -0.003841+0.00170133j -0.00226095+0.000815933j -0.000749667-0.00118187j -0.000387409+0.00216941j 0.00399658-0.00109918j 0.00141466-5.11602e-05j -0.00359129+0.000640358j 0.00101647-0.000926205j -0.000856423-0.000161216j 0.00215519-0.000880044j -0.00197391+0.000741365j 0.000446852-0.000479724j 
0.00113517+0.00243428j 0.00384522-0.00139847j -0.00244993+0.00177409j -0.00104227+0.000381303j 0.00153356+0.0013059j 0.00159169+0.00076538j 0.00108197+0.00064388j -0.00373492+0.00141583j 0.000309514-0.00192899j -0.00352183-0.00179192j -0.00145133+0.00219455j 0.000256398-0.00134638j 0.00072212-0.00217199j 0.00268454-0.00151122j 0.000442593+0.00260451j 0.00208102-0.000957905j 0.000852918-0.0019129j 3.51157e-05-0.000585844j -0.00029481+0.00404073j 0.00471482-0.000748349j -0.00052735-0.00294267j 0.0015595-0.00120531j -0.000382968+0.00115499j -2.14874e-05+0.000647419j -0.0028844+0.00189217j -0.00239631+0.00111471j 0.0002872+2.19624e-05j -0.000618131+0.00111454j -0.000300122-0.000331384j 0.000868068-0.00120441j 0.00149614+0.00335275j -0.000200899-0.00156813j 0.00113968-0.000933795j 0.001794-0.00101231j 0.0017383+0.00038863j 0.0007386-0.00136265j -0.00145174-0.000476711j 0.00129253-4.33704e-05j -0.00116326+0.00325052j -4.67293e-05+0.00206225j -0.00101439+0.000948565j 0.001012+0.000163905j -0.00105397+0.00138677j 0.00213491-0.00339404j -0.00225527+0.0028518j -0.000808442+0.000160532j 0.000619186-0.00201136j 0.00138324+0.00409147j 0.000540198-4.53386e-05j 0.000353598-0.000317051j 0.000265832+0.000442736j -0.000851729-0.00031696j 0.00144721-0.000454294j -0.002135+0.00179665j 0.00249817+5.65378e-05j 6.7375e-05+0.00105912j 
0.00338261+0.00103288j -0.00193945+0.00107342j 0.00420415+0.000594498j 0.000128311+7.45928e-05j 0.000726257-0.0015202j -0.0042983+0.000204378j -0.000511573-0.00203046j 0.00246637+0.00137407j -0.00268933-0.00065451j 0.000602182-0.000478389j 0.000201274-0.000640851j -0.00308017-0.000626531j 0.000934495+0.00262526j -0.000515459+0.0015411j 0.003244-0.00447086j 4.42163e-05-0.000683626j 0.00325245-0.000308393j -0.0076792-1.54961e-05j 0.0035953-0.00270446j -0.000539588-0.00304236j -0.00303766+0.00824493j 1.38915e-05+5.42855e-05j 0.00135807+0.00480429j -0.000709813-0.00475564j -0.0043638+0.000212082j -0.00474865+0.000662059j -0.000589877-1.86106e-05j 0.00120294+0.00238499j 0.00117448-0.0027271j -0.00402643-0.000563687j 0.00736592-0.00628993j -0.00116969-0.00210913j 0.00145629-0.00669792j -0.00203588-0.000635687j -0.00231032-0.00347643j -0.00372029-0.000569305j 0.0020001+0.00425364j -0.00206949-0.00363887j 0.00278957-0.00505297j 0.00329272+0.000803298j 0.00261862+0.00307743j -0.000523181+0.000711847j 0.00249917-0.0013664j -0.000914712+0.00363369j 0.0011758+0.000604865j -0.00255917+0.0026114j -0.000505231-0.00071257j 0.00429032-0.000144322j -0.00217557-0.0005673j -0.00155222+0.00103271j 0.00131431+0.000949324j -0.00153384+0.00365214j -0.000144319-0.00402491j -2.9846e-05+0.000604655j 0.00112563-0.00188121j -0.000355421+0.000487528j 
-0.000756787+0.00147808j -0.00195456-8.74327e-05j -0.00037488-0.00126678j 0.00337276-0.000245147j -0.00122826+0.000970496j 0.00244491-0.000871705j 0.00102515-4.36132e-05j -0.00281193-0.0010651j -0.000822543+0.000601354j 0.00501975-0.00217559j 0.0058382+0.000511933j 0.000715582+0.000177816j -0.00519482+0.00365902j -0.00256592-0.000565601j -0.00105623+0.000923744j -0.003845-0.000927301j 0.00319333+0.000944304j 0.00121308+0.00112884j -0.00374988+0.000906898j 0.00380199+0.000467776j -0.00232789+0.000113935j 0.00117924+0.000763955j -0.000193183-0.000192348j 0.00178806-0.0038163j -0.00331535+0.00120286j -0.00247861-0.000377941j -0.000640319-0.00209074j -0.00299961+0.00216336j -0.000642743+0.000837148j 9.06285e-05+0.00089623j -0.00381958+0.000142237j 0.00486789-0.000240893j 0.0077014-0.000291453j -0.000381288-0.000335802j -0.000392053-0.000558731j 0.00199824-0.0014119j -0.0046327+7.54231e-05j 0.00413757+0.00258862j 0.000979867-4.73276e-05j -0.00101623-0.00021302j 0.00125585+0.000318711j 0.000383902+7.5316e-05j -0.0014753+0.00154019j -0.00412472+0.000942015j -0.00134644+0.00182731j -0.00327508-0.00300153j 0.00211247-0.00293743j -0.000926415+0.0019042j 0.00123203+0.00194274j 0.000204525+0.000699757j -0.00249803-0.00225763j -0.0010543+2.10292e-05j 0.000966633-0.000842909j -9.57198e-06+0.00264955j -0.00124171-1.22769e-05j 0.00120771+0.000571147j 
-0.00127513-0.00200561j 0.00109972+0.000411748j -0.00574064-0.000319364j -0.00183692+0.0018359j -0.00458331+0.000443884j 0.000280113+0.00302592j 0.00102243+0.00182599j 0.00192065-0.000258473j -0.00211136+0.00183524j -0.0037449+0.0048572j -0.00203189-0.000140074j -0.000695317+0.000497003j 0.000191551-0.00150189j 0.0017226-4.38765e-05j -0.00686025-0.00104537j -0.00129336-0.000326808j 5.997e-05-0.000512414j -0.00158633+0.00171627j -0.00445012-0.00205308j 0.00196487+0.00127357j 0.0056771-0.00275357j -0.00328566+0.00419801j -0.00030111-0.00524639j -0.00555785+0.000724345j 0.00248664-0.000691337j -0.00172599+4.4248e-05j -0.00389196+0.00566898j -0.00123134-0.00326466j 0.00219255+0.00255916j -0.00128549+0.000763981j -0.00513512-0.00257994j -0.00225134+0.00419153j -0.00952095+0.000603824j -0.00328882-0.000323167j -0.00371368-0.000284054j 0.00057538+0.00065654j 0.00492521+0.00107113j -0.00394644+0.00388354j -0.0044797+0.000175353j 0.000984293-0.00453513j 0.00113392+0.000534026j 0.00124343-4.06984e-05j -0.00388695-0.00319781j 0.00068463-0.000187196j 0.00120264-0.00201748j 0.00558488-0.000768828j -0.000367287-0.000139329j -0.00228673-0.00264095j 0.000988763+0.00448493j -0.0013562-0.00207138j 0.00296158+6.4681e-05j 0.000776501-0.00195452j -0.000320504+0.00483737j -0.00265184-0.00102422j -0.00113803+0.00126459j -0.000392126-0.00269874j 
0.00273058-0.000820465j 7.98688e-05-0.00131439j -0.000846833-4.64224e-05j -0.00352061+0.000974441j 0.00277628-0.00143112j 0.00112391+0.00119594j 0.000582034+0.000647197j -0.00346076+0.00280707j 0.00115335-0.00282414j -0.00161252+0.000988413j -0.00147488+0.000449452j 0.000806199-0.000681521j -0.00034654-0.00105256j 0.000861046+0.00106707j 0.0047152-0.000923577j 0.00387798-0.00082069j -0.00347622+0.000456562j 0.00185304-0.00191469j 0.00516557-0.00236952j 0.00267644-5.72078e-05j -0.00287364+6.67818e-05j -0.000844439+0.000464051j 0.00138385+0.00411476j 0.00473064+3.45626e-05j 0.00061897-0.00152472j 0.000544739+0.00138752j -0.00218398-0.00253488j 0.000192817+0.000935857j -0.00444644-0.00240286j 0.00421267-5.18968e-05j 0.0058052-0.00287006j -0.00111778-0.00113477j 0.00480036+0.00108197j 0.00393139+0.000259184j 0.00262401-0.0028761j 0.000653591+0.000651339j -0.005042+0.000676048j -0.00103627-0.00515826j 0.00623982+0.00310759j 0.00270061+0.00192741j -0.00294083-0.000133038j 0.00160619+0.00107818j 0.00304529+0.000818145j -0.00139667-0.000225222j 0.000912235-0.00147761j 9.07261e-05-0.000235539j 0.0023748+0.00118114j 0.000947153+0.000582407j -0.00367881-0.00127712j 0.000575678+0.000580903j -0.00112614-0.000956087j -0.00206486-0.000824355j -0.00130737-0.00168985j -0.00185219+0.000784874j -0.000779249-0.00210438j 0.00137332-0.00034751j 
0.00371544-0.000842117j -0.00103537-0.00435997j 0.00199502-0.00155657j -0.00400927+0.00262998j 7.24597e-05-0.00049995j -0.000138048-0.000279413j -0.00195058+0.000207785j -0.000196477+0.00395442j -0.00156941+0.00123294j 0.00344858+0.00264151j -0.000945575-0.00371109j 0.00180196-0.00277195j 0.00390341-0.00347202j -0.00233216+0.00235109j -0.000412598-4.97378e-05j 0.00231733-0.0044494j 0.00120987-0.00181352j -0.00601552-0.00583916j -0.00173763+0.00132785j -0.000977405-0.0036919j 0.00592861+0.0010784j 0.00406845+0.000953633j 0.00241366-0.00179372j -0.00202576+0.0016976j -0.00298284+0.000751627j -0.00393488+0.00439583j -0.00337644+0.00332978j 0.00123581-0.000276453j -0.00253796+0.00235539j -0.000333973-0.00177805j -0.00173895-0.000861491j 0.00040023+0.00374417j 0.001871-0.00674859j 0.00151713-0.00418218j 0.00160446-0.00902428j 0.00140292+0.00256899j 0.000685076+0.00233653j -0.00232863-0.00633419j -0.00661353-0.000791147j -8.22191e-05+0.00110918j -0.000793679-0.000277554j -0.000433092+0.00166978j 0.00216956-0.00322142j 0.00372746+0.000504256j -0.00299803-0.00381208j -0.00160049+0.00249282j 0.00259932+0.000232901j 0.00200881-0.00239399j -0.000989681+0.00504495j 0.00155391+9.77895e-05j -0.00179388+0.00052468j 0.00136241-0.000404251j -0.00168092+0.00191652j -0.000883141-0.000792626j 0.000287659-0.00384289j 0.00398027+0.000778578j 
0.000328356+0.000983609j 0.000520683-0.00169777j -0.000787369-0.0017228j -0.00244505+0.000204273j -0.00134395-0.00141769j 0.00073649-0.00285601j -8.47234e-05-0.000948248j 0.00106548+0.00530855j -0.0028424-8.02154e-05j -0.000852522-0.00165773j -0.00455697-0.00373674j 0.0016692+0.000719215j 0.00426519+0.0021118j 0.00412921-0.000818165j -0.000347065+0.000947532j 0.00180686+0.000945141j -0.00181934+0.000207968j -0.00243137+0.000965596j -0.00269249+0.000219256j -0.00415731+0.000909832j 0.00548344-0.00342253j 0.00354514-0.00599458j 0.00308496-0.0032923j -0.00284895+3.41915e-06j 0.000528732-0.00357058j 0.00101059-0.00105941j -0.000436889-0.00148871j -0.0014554+0.000371747j 0.0027949+0.00125213j -0.00338303+0.000461431j 0.000449301+0.0043037j 0.00122022+0.000485483j -0.00618809-0.00405965j 0.000244269-0.00322973j -0.00293806+0.00220211j -0.000768846-0.00328055j 0.00710282-0.000602278j -0.00810956-0.00161793j -0.00404852-0.00173401j 0.000408695-0.00127922j -0.00293024+0.0022025j -0.00352141+0.0042781j -0.000750723-0.000932596j 0.00254382+0.00288438j -0.00151971-0.00346977j 0.00168718+0.00197006j -0.0032471+0.00410128j -0.00163547-0.000741448j 0.00217158+0.00167127j -0.000934086-0.000375024j 0.000594238+0.00106241j -0.000222944-0.00107534j -0.00024318+0.0020933j -0.00273089-0.00249379j 0.000295107-0.00145094j -0.000749736+0.00188643j 
-0.000488567-5.64264e-05j 0.0013352-8.98186e-05j -0.000284226-0.00175645j -0.000153086-0.000695251j -0.00156578-0.00211504j -0.00360742-0.000173494j -0.000939496+0.000630811j 0.00228637+0.000475798j -0.00152155-2.68979e-05j -0.00479727+0.000392417j 0.00202612-0.00134241j 0.00114036-0.00258556j 0.00190046-0.000720056j -0.00185771-0.000590206j -0.0015842-0.00476638j 0.000162824-0.00230902j 0.000458215+0.000492636j 0.000174504-0.00506792j 0.000559107+0.000509596j -0.000206284+0.000851025j 0.000168927+0.00354586j -0.00231817-0.00158308j -0.000785801-0.00172014j -0.00140281-0.00257764j 0.00153962+0.00241469j 0.00140436-0.00257279j -0.00430182-2.41284e-06j -0.000667436-0.000762735j 0.00148188+0.00208426j -0.00331191-0.0027353j 0.00432419-0.00296421j -0.00128898-0.000412788j 0.00137068-0.00535104j -0.000905829-0.00216316j 0.00428408-0.00591575j -0.00123937+0.00207039j -0.000791415+0.0045549j -0.000935123-0.00183899j -0.00169693-0.00326704j 0.00426888-0.000204234j -0.00190535+0.00165339j -0.00131485-0.000456268j 0.00474186-0.000686763j -0.000835464-0.00111781j 0.00137368-0.000145296j 0.000118346+0.00345002j -0.00079223-0.00158417j -0.000102921-0.00388272j -0.00103098+0.00264524j 0.000312605-0.00385293j 0.00178289+0.00333895j 0.000384642-0.000534805j -0.000751704+0.00186312j -0.000189365-0.00285742j 0.000831403+0.000472032j 7.76083e-05-0.000845387j 
0.000469739-0.00249543j -0.00438607-0.000926723j -0.000968999-0.00195221j 0.00133388+0.00294668j -0.00157387+0.00013668j 0.00181453-0.000330165j -0.00103005-0.00143204j 0.00120308+0.0035601j -0.00379964+0.00322192j 0.001934-0.000509823j 0.00241002-0.00129588j -0.00189116+0.00256112j -0.00379095-0.000189129j 0.00102425-0.000351674j -0.00148602-0.0030626j -0.00500438-0.00242769j -0.0005705+0.00101262j -0.00127315+0.000648187j -0.000739881-0.00331179j -0.00184166-0.00139703j -0.00357964+0.00492902j 1.58304e-05-0.00299917j -0.000212843+0.00131468j -0.00210941-0.000603369j 0.00143628+0.000496579j -0.00258307+0.00254307j -0.000244784+0.0041584j -0.00198131+0.00116575j 0.00201558-0.00150846j -0.00318287+0.000142249j 0.00396858-0.00643356j 0.00390818-0.00186973j -0.00212245-0.00538509j -0.00124328-0.00313244j -0.00651998+0.000925971j -0.00440252+0.00110537j 0.00170891+0.00321652j -0.00321475+0.00239989j 0.00136477-0.00185257j 0.00106539-0.00273481j -0.000201579+0.000924719j -0.000374482+0.00112358j -0.00032765-0.00513776j -0.00384539+0.000691026j 0.000333846+0.000888258j -0.00152798+0.00073326j -0.00182217+0.000622994j 0.00201929-0.00145655j 0.00313868+0.00297796j -0.00166591+0.000923845j -0.00250076+0.00255434j -0.0013486+0.00105141j 0.00115558-0.00110108j -0.00160496+2.06145e-05j -0.00201464-0.002878j 0.00129194-0.00316238j 
0.00156969-0.00265626j -0.00167859-0.00218294j 0.00177187+0.000946082j 0.00271131+0.000113541j 0.000970208+0.00290733j 0.00133563-0.00116949j -0.0011623-0.00261445j 0.00213587-0.00179372j 3.69899e-05+0.000886685j 0.00542365+0.00070774j 0.00229517-0.00150588j 0.000783234-2.62881e-05j 0.00104559+0.00104434j -0.00360394-0.000649139j 0.000322525+0.00256928j -0.00191335-0.000958342j 0.00286928+0.00218393j 0.0037595-0.000334057j -0.000503878-0.00406544j -0.000220989-0.00180426j 0.0011001+0.00206482j 0.002674+0.00196322j -0.00512106+0.00114146j -0.00294089-6.66881e-05j -2.09685e-05-0.00264419j -0.000535706+0.00483272j -0.000182582-0.00254205j -0.0016756+0.00140262j 0.00126068+0.000729122j 0.00142863+0.00210874j -0.000202317-0.00289275j 0.0040046+0.00139864j 0.00346872+0.00345265j 0.00236066+0.00255188j -8.95495e-05-0.0012378j -0.000808882+0.00383299j -0.00147454+0.00179926j 0.00287379+0.00117031j 0.000113836-0.00323844j -0.000946054+0.000583507j 0.00033294-0.00260865j -0.000844024-0.00043837j 0.000805655+0.0031069j -0.00321186+0.00354408j 0.000213999-0.00431297j -0.00151336-0.00332357j -3.79862e-06-0.00215371j -0.00277223-0.00170599j 0.0030717+0.000255803j -0.00123867+0.00235707j -0.000993107-0.000389834j 0.000393505-0.000849685j 0.00221176-0.000962852j 0.0023121+0.00318288j -5.44375e-06-0.000560185j 0.00194373-0.00181299j 
7.30421e-05-0.00207737j -0.00292721+0.000466618j -8.54085e-05-0.000184823j -0.00201171+0.000900496j 0.000786476+0.000661087j -0.00293034+0.00120765j -0.000575256+0.003087j 0.000787966-0.00211787j 0.00276561-0.000179211j 0.00108916+0.0022733j -0.00578185-0.00311505j -0.00265868-0.00379737j 0.00209557-0.00384342j -0.000228695+0.00801915j 0.00110742-0.000825355j 0.00062274-0.00128955j -0.00175472-0.00158266j -0.0020748-0.00527221j 0.00501237+0.000144033j -0.00308498-0.00297731j -0.000895942+0.00465307j -0.00428202+0.00620237j -0.00060251+0.00341043j -1.46656e-06+0.00144785j 0.00130167-0.00175782j 0.000968344+0.00488174j 0.00234142+0.0045958j 0.0039959-0.00111993j 0.000806319+0.00189991j 0.00233665-0.00144094j -0.000510431-0.00440635j -0.00253768+0.00325458j -0.00672185-0.00254804j -0.000351813+0.00138882j -0.00233556-0.00855597j -0.00228029+0.00252921j -0.000381511+0.00584507j 0.000271172-0.00948681j 0.00102657+0.00179513j -0.00221423+0.00076272j 0.00225453-0.00226543j 0.00300209-0.00208808j -0.00149784-0.00273654j 0.000503647-0.00101243j 0.00177137-0.00154663j 0.00143507+0.00278156j 0.00467898+0.000130212j 0.00159563-0.001644j -0.00231021-0.000364979j 0.00199174-0.00106834j -0.000423612-0.000190692j 0.000719079+0.00119512j -0.00202597-0.000249746j -7.01752e-05-0.000351547j -0.00285943-3.9656e-05j 0.00157594-0.00254169j 
