-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
0.000309676-0.00169729j 0.00113388+0.00137948j 0.000668346+0.00109323j -0.000163457-0.000570045j 0.00116614-0.000890143j 0.000969133-0.000558962j 0.000719561+7.04112e-05j 0.000263119-0.000408369j 0.00267549-0.00181382j 0.000789936-0.00031968j 0.00227157-0.00145749j -0.00131969-0.00052532j 0.00114311+0.000654857j -0.00139884+0.000781891j -0.002578+0.00019696j 0.00169987+0.000746378j -0.000513128+2.1652e-05j -0.00106297+0.000757533j 0.000992814+0.000406986j 0.000437263+0.00191794j -0.00501863-0.00238707j -0.000602265-0.00084429j -0.000756305-0.00021563j -0.000603061+0.000827001j -0.0011607-0.00188523j -0.001066+5.71599e-05j 0.00218944+0.000701188j 0.000610182-0.000754522j 0.000792401+0.000395119j -0.00251705-0.00301318j -0.000830153+0.00162195j 0.000380365-0.00169856j -0.00226105+0.00172569j -0.00113861+0.00124219j 0.000188445+0.00159135j -0.000444257+0.000105064j -0.00375992-0.000704905j -0.00416104+0.00152528j -0.000932462-0.000226701j -0.00108351-0.00152131j 0.0005466-0.000235226j 0.00221724+0.000945875j 0.000996805+0.002133j 0.00178819-0.000832096j -0.0010078+0.00169369j -0.00032968+0.000697638j 0.00262931-8.3444e-05j 0.000922991-0.00227036j 0.00113073+0.0011123j 0.00176607+0.00109716j -0.00258195-0.00298177j 0.00283117+0.000129534j 0.00265554-0.000475901j -0.00101734-0.00192229j 0.00209347+0.0017295j -0.00121816+0.00194501j 0.000179796-0.00288011j -8.60392e-05+0.00305198j -0.000509191-0.000294492j -0.000254917-0.000995389j 0.00105247+0.00213776j -0.00203614-0.00224906j -0.00161017-0.000554068j 0.0002382+0.00176405j 0.00252128+0.00202956j -0.000599295+0.000667832j -0.000855567-0.00133161j 0.000327249+0.000283255j -0.00305328+0.000481352j -6.14623e-07+0.000116088j 0.00381634+0.000744174j -0.000944317-0.00204114j 0.00235056+0.0008902j 0.0002712-0.00103298j 0.000253551-0.000435473j -0.000240963+0.00172247j 0.00107553-0.000687158j 
0.00202977+8.33679e-05j 0.000725613+0.00292602j -0.000265934+0.00269386j 0.00333623+0.0012217j 0.00150021+0.000922041j 0.00230579+0.000647818j -0.00109747-0.00197795j 0.000964699-0.00162759j 0.00309596+0.00167722j -0.00215667-0.000753992j 0.00117307-0.00031323j -0.00244044+0.000698909j 0.000597048+0.00457435j -8.81663e-05+6.31767e-05j -0.002357-0.00307721j -0.00196645-0.00122367j -0.00248642-0.0025408j -0.0032622-0.000355662j 0.000706541+0.000821684j -0.00188397+0.00143777j 0.00227627+0.00133962j 0.000901008+0.00202969j 0.000465155-0.000793722j 0.000813291+0.00239549j 0.000976568+0.00103488j 0.00215009-0.000169481j -0.00146926+0.00176268j 0.00258433+0.000330297j 0.00217335-7.9058e-05j 0.00218574-0.000736766j -0.00330517+0.00266625j 0.00404776-0.00345889j 0.00120724-0.00220106j 0.000421576+0.000997978j -0.000165017-0.000875163j -0.00102283-0.00257574j -0.000842562+0.000429861j -0.00791899-0.00216182j -0.00326306-0.00678478j 0.00063218+0.000653546j -0.000169764-7.47951e-05j 0.00617967+0.0041412j -0.00206907-0.00171583j 0.00486786+0.00162761j -0.00519368+7.01445e-05j 0.00206456+1.91614e-05j 0.00563863+0.000623033j 0.00304569-0.00299933j 0.00372296+0.00174916j 0.00176511-0.000449667j 0.00429297-0.00512947j 0.0037445+0.00300154j 0.000424286-0.000820717j 0.000697495+0.000562376j 0.00140794+0.00763695j -0.00503822-0.000233086j 0.00442385+0.000325976j -0.00263522-0.000815509j -0.000253226+0.000370575j -0.000313246+0.00514784j -0.00040664-0.00360403j -0.00287381+0.0019158j -0.00178984-0.0020217j -0.00213146-0.000194782j -0.000386964+0.000862758j -0.00218642-0.00116349j 0.0017085+0.00170986j 0.00132124+0.00100836j -0.00401069-0.00332419j 0.000530413-0.000267942j 0.0016291+0.000803691j -0.00104601-0.000259649j 0.000670734-0.000717172j 0.00200354+0.000452463j -0.000699843+0.0017221j -0.00285129+0.0022041j 0.00152824+0.000869878j 
0.00355488+0.00047018j 0.00138471+0.00108154j -0.000856682-0.000973539j 0.00122174+0.000942688j -0.000971592+0.000931649j -7.48792e-05+0.00305534j -0.00214289-0.00364213j -0.000518211-0.000310129j -0.00166269+0.00369977j -0.00132144-0.000914896j -0.00147096+0.00148451j 0.00160153-0.00524312j -0.00302687-0.00034461j -0.000509888+0.00202966j 0.00294324-0.00354367j -0.00196568-0.000102373j -0.000854123-0.000613376j 0.00197561-0.00493174j -0.00207409-0.00179644j 0.00331058-0.00172661j 0.000888936-0.000874907j -0.00113887+0.00109259j -0.00246627-5.04294e-05j 0.00434155+3.39861e-05j -0.00344918+0.000989016j 0.00221941-0.000300766j -0.00190718+0.00148132j -0.000224091+0.00348946j 0.00160211+0.00260302j 0.00161337-0.00283465j -0.000827496-0.00121606j 0.000881857+0.000430996j -0.001201+0.00141448j 0.00494952+0.00246431j 0.00315843+0.000490723j -0.000271622+0.000637379j 0.00519526+0.000531866j 0.00602576-0.00704827j 0.00134612-0.00625485j -0.00106665+0.000693449j -0.000404939-0.000545595j 0.00188723+0.00224103j 0.00103591-9.83058e-05j 0.00267186+0.00443046j -0.00102857-0.00586217j -0.00189223-0.000928727j -0.00317312+0.00547693j -0.000379792+0.000833035j -0.00105304+0.00452937j -0.00359607-0.000670057j 0.00423659-0.00172114j -0.00349003+0.00188081j -0.00246417-0.00219968j -0.000123449-0.00193809j -0.00439669+0.0048587j 0.00220117+4.93833e-05j -0.00504669+0.00012983j -0.00141441-0.000575439j -0.00011929+0.00104834j 0.000390523+0.000457285j -0.00252002+0.000572873j 0.00517246-0.000723599j 0.00069527-5.38065e-05j 0.00198387-0.00387996j -0.000881404-0.00192264j 0.0017406-0.00135468j -0.000295916+0.00051717j -0.00303133-7.87776e-05j 0.00423467-0.00340504j 0.0035538-0.00087951j -0.0010261-0.00203498j 0.00235889-0.000859159j -0.00113209-9.87973e-05j -0.00198967+0.00213307j -0.000620283-0.000114439j 0.00200337+0.00130636j 0.0018303+0.00338149j 
0.00173949+0.00230301j -0.000117965+0.00143131j -0.00148131-0.000916107j 0.000749453-0.00284451j -9.03217e-05-0.000954755j -0.00247564-0.000635815j 0.00065368-0.0028402j 0.000567268-0.00198956j 0.000160452+0.00179165j 0.00245166+0.00237933j 0.00221926+0.00266689j 0.00163789-0.00253498j -0.00218294+0.00149682j -0.000952738+0.000665062j 0.000900939+0.000815458j 0.0013224-0.000407137j -0.000979258-0.00279815j 0.0003747-0.00226198j 0.0018899-0.00304123j -0.00282612-0.00252336j -0.000968203-0.00161815j 0.00161203-0.00179341j -0.00158887-0.00357543j -0.00380381-0.00278403j 0.00333032+0.00501131j -0.000414358-0.00282912j 0.00178473-0.00164051j 0.000979135+0.00192238j 0.0010089+0.0038393j -0.0016409-0.00590894j -0.00208586+0.00334335j 0.00123575+0.00182175j -0.000599955-0.00465893j -0.00208742+0.000174867j -0.00257767+0.00252101j 0.0013358+0.00306586j -0.00369174+0.000131947j 0.000642495-0.00601839j 0.000787662-0.00672551j 0.000250164-0.00159725j -0.0018306-0.000383274j -0.00302992-0.00258735j -0.00112209+7.1504e-05j -0.00269734-0.00204085j 0.00235301-0.00254619j 0.000183033-0.00325564j 0.000292331+0.00177867j 0.00215719-0.00158457j -0.000362341+0.00128256j 0.00132463+0.00392209j 0.00170379-0.00473328j 0.00166405-0.00321302j 0.000155798-0.000567374j -0.00267524+0.00375843j -0.00441575+0.00118769j 0.000253296+0.00243156j 6.4546e-05+0.000573741j 0.000880735-0.0029237j -0.00079728-0.00109445j -0.000742081-0.00314513j 0.000537402+0.00115817j -0.000931107-0.00169659j 0.000553926+0.000532071j 0.000561162-0.00214803j 0.000558419+0.00349009j 0.000267903+0.000186147j -0.00203773-0.000394731j 0.00146337+0.00133809j 0.000218736+3.86544e-05j 0.00167643-0.00101996j 0.000866838+0.000966529j 0.00143238+0.00190694j -0.00032121+1.98395e-05j 0.000338721-0.00124977j 0.000329929-0.000471116j 2.97457e-07-0.000278076j 0.000436296+0.00241714j 
-0.00106476-0.00159532j 0.0018766-0.000188708j 0.00138912+0.000514763j -0.0011984-0.00117116j 0.000469164+0.000963377j -0.000379256-0.0030632j 0.00183956+0.00249472j 3.71583e-05+0.00110128j -0.000599515+0.000510101j 0.00238284+0.00186915j -0.000889801+0.00140428j 0.00372691+0.000150228j 0.00435776+0.000293898j -0.00391169+0.000899979j -0.00134033-0.00114839j -0.00195944+0.00243003j -0.00122987-1.38817e-05j -0.00043191+0.00100697j 0.00116548+0.00101184j 0.00287397-0.00389444j -0.00160055-0.00354873j 0.0002931+0.00182182j -0.00018684-0.000728314j 0.000510175-0.00443002j -0.000852116+0.00111153j -0.00019671-0.00131628j -0.000215377+0.00169598j -0.00107532+0.00218418j -0.00104961+0.0004086j 0.000711488-0.00438365j 0.00303264+3.6688e-05j -0.00163731-0.00123698j -0.00188387-0.000885792j -0.0011639-0.00248219j 0.000102692+0.000119247j -0.0037997+0.00081538j -0.00123743-0.00370985j -0.000303035-0.00211196j 0.00477671-0.00116162j -0.00171006-0.00294287j 0.00310284+0.000557428j 0.00117367-0.00248865j -0.00189351-0.000923807j -0.000204367-0.00148797j 0.000157831+0.00168321j 0.00214396-0.00331048j -0.00272719-0.00103724j -0.00219094-0.000586488j -0.000730278-0.000274783j -0.00138257+0.0034952j 0.00165553-0.00422063j -0.000822619-0.00177851j 0.000771399-0.000431716j -0.00166398-0.00124238j -0.000550752+7.42564e-05j -0.00265576+0.000438123j -0.00316318-0.00214452j 0.000264177+0.000447464j -0.00115316+0.000809741j 0.00388672-0.00147037j -6.0316e-06+0.00166517j 0.00332451-0.0014043j -0.00233302+0.000312682j 0.00245127+0.00143997j -0.000317047+0.00354766j 3.43252e-05+0.00149869j -0.000902258-0.00138423j -0.00335629-0.00118689j -0.000213534+0.00191984j 0.00115034+8.62508e-05j -0.000280456+0.00117583j -0.00092576+8.87538e-05j 0.000602069+0.000578333j -0.000991095-0.000315239j 0.000615972+0.000380768j 0.0026332+0.000934536j 0.00043754-0.00110479j 
-0.000405138-0.000467684j 0.000669165+0.00221199j -0.00056533+0.00187614j 0.000451968+6.27496e-05j 0.000385959+0.00259576j -2.82179e-06-5.46396e-05j -0.000940053+0.0011003j 0.000665273+0.000594081j -0.000420805+0.00233695j -0.00114385+0.00284896j -0.0021419+0.000263363j 0.00118981+0.00242895j -0.000115869+0.00136741j -0.000831332-0.00073619j -3.66383e-05-0.00399241j -0.00242949-0.000399005j -0.000150031+0.00023658j 8.85042e-05-0.000556177j -0.000237793+0.00154554j 0.000774149-0.00192102j 0.00179378-0.00299156j 0.00134326+0.00133034j -0.000449899-6.68659e-05j 0.00171359-0.0016563j -0.00124339+0.000243767j 0.00181708-9.09233e-05j -0.00160618+0.00110147j -0.000878458+0.00118107j 0.000393986+0.00054244j 0.00172438-0.0028396j 0.00091184-0.00052777j -4.41729e-05-0.00372219j 0.000492847-0.00224483j 0.000726473+0.000301787j 0.000414434-0.00144292j -0.00226298-0.00012472j 0.00214093-0.00472356j 0.000135983-0.0040052j 0.000261882-0.00208846j 0.000607156-0.00387739j 0.00152041-0.00039586j 0.000660048+0.000896243j -0.000648507-0.00262082j 0.00149605+0.00136434j -0.00119752-0.00145471j 0.00154617-0.000975853j -0.00125956+0.00276822j 0.000268901+0.000455965j -0.000149989-0.000377426j -0.00193301+0.0024193j 0.00343319-0.00368011j -0.000184827+0.000134436j 0.000204135-0.00142981j -6.6089e-05+0.00017277j -0.0024194+0.00202131j -0.00130128-0.00062089j -0.000457206-0.00151315j -0.00138733+0.00150691j 0.000372001+0.00116829j 0.00167418+0.0010627j -0.00217043-0.000132441j 0.00194117+5.48724e-05j -0.000289421+7.0023e-05j 0.00113843-0.00251902j -0.00248113+0.000881093j -0.000422105-0.000470839j 0.00159213-0.000599781j 0.000145048-0.00223826j 0.00133861-0.00121293j 0.00102136+0.000318656j -0.00148192+0.00144574j 0.000550242+0.000255218j -0.000108382+0.000332834j 0.00136327+0.00156262j -0.000303171+2.29583e-05j -0.000328375+0.00112083j 0.000117778+0.000387376j 
-3.52405e-06-0.00142527j -0.00145388-0.00250996j -0.00108828-0.00202597j -6.56741e-05+0.00327004j -0.00264906+0.000157534j -0.000282118-0.00110192j 0.00261571+0.00426425j -0.000553497-0.00141083j -0.00273704-0.00134354j 0.00109122-0.00192453j 0.00165298+0.00268148j -0.00387294-0.00309413j 0.0047699+0.00267112j 0.00341314+0.0038166j 0.00215347+0.00225545j -0.00293813+0.000999431j -0.000161472+0.00529749j -0.00313499+8.64866e-05j -0.00196078+0.00133642j 0.000177586-0.00078376j 0.00170514+0.000328182j -0.000919205-0.00163795j -0.00103848-0.00416398j -0.00327057-0.00448359j 0.00205395+0.000655368j -0.000993475+0.00166081j 0.00120624-0.00121597j 0.00379977+0.00464349j -0.000994929-0.00100873j 0.000217084-0.001734j 0.00313831+0.00601629j 0.000816113+0.00427444j 0.0011407-0.0025995j -0.000855211-0.00333828j 0.00373214+0.000614354j -0.00187347+0.00148903j 0.00427302+0.00196403j -0.00018559-0.00261791j -0.00151593-0.00694745j -0.000872566-0.00291057j 0.0015777+0.0011439j 0.00148854-0.00648312j -0.000562894+0.00643896j 0.000503043-0.00236564j 0.00231703-0.000633399j 6.5195e-05-0.00444169j -0.00312724-0.00175278j -0.00243002+0.000622684j 0.00352437+0.000966185j -0.00126794+0.000920659j 0.00265623-0.00549898j -0.00327778-0.00390982j 0.000359462+0.000582051j -0.000358504+0.00350472j 0.00286728+0.00160451j -0.00276403-0.00142597j 0.00180756-0.00161806j -0.00203889-0.00375382j -0.00112467+0.00508586j 0.00292408-0.00231504j -0.00240445+0.00223142j 0.00010126-0.00155097j -0.00029064-0.000491341j -0.000286373-0.000983483j -0.000388501-0.00234345j 0.00259151-0.000142795j 0.00249176-0.00189738j -0.00182971+0.00145193j 9.52755e-05+0.00375214j -0.00132312+0.000894304j -0.00131564-0.00124905j -0.000644359+0.000570342j -0.00165928+0.00206967j -0.000869236+0.00149775j -0.00129948-0.000840574j 3.12509e-05-0.000512391j -0.000159995-0.00066436j 
-0.00100833-0.00265708j 0.00273833-0.00513605j 0.00309679+0.000542174j 0.00427884+0.00159901j 0.000549488+0.00339052j 0.00120658+0.000111472j -0.000941731+0.00219538j 0.00199445-0.0008542j -0.00102449+0.00248075j -0.00228198-0.000979981j -0.00147079-0.000740269j 0.00281704-0.00451638j -0.00234237+0.000459695j 0.000965552+0.00362629j -0.00191048-0.00134121j 0.00311487-0.000236614j 0.000361051+0.000728397j 0.00113099-0.0032873j 0.00413162+0.00259691j -0.0021468-0.00199959j -0.00073454+0.0023721j 0.00151357-0.000329413j 0.000791236+0.00371102j 0.000335739-0.00514214j -0.00137215+0.00186307j 0.00282767-0.000136258j -0.00133594+0.00400107j -0.00306951+0.00637128j 0.00423568-0.00206752j 0.000699282-0.000403069j -0.00436796+0.00147567j -0.000746175-0.00329174j -0.00190439-0.00115751j 0.00279136+0.00177698j -0.00201654-0.00259369j -0.000268663+0.00304369j -0.00259513+0.000484824j -0.000262163-0.00280899j 0.000508638-0.00641959j -0.000403302-0.00329699j -0.00289741-0.00121574j 0.000459993+6.57543e-05j -0.0042908-0.0025613j 0.00213033+0.00247698j -0.00396264-0.00200216j 0.00117358-0.00457567j 0.00227993+0.00314113j 0.0026383+0.00078492j -0.00141789-0.000524994j 0.00264168+0.00264347j 0.0034998-0.00443629j 0.00238637+0.00115284j -0.00228558-0.00379108j -0.00298209-0.00209288j -0.00488358+0.00491831j 0.00232188+0.00475855j -0.000620961+0.00158492j 0.000101066-0.000567285j -0.000939826-0.000683348j -0.00177865-0.00047678j 0.000803882-0.000560782j 0.00166465-0.00159829j -0.00144895-0.000124547j -0.000296931-0.0014453j 0.000457331+0.00140797j 0.000105038-0.000868942j -0.00209183+0.00366883j -0.000830551-0.00140511j -0.000544925-0.00208067j 0.00283933+0.00159906j -0.00159498+0.000190935j 0.00239583-0.000346165j -0.00092586-0.00105379j 0.00247334+0.00345606j 0.000316955+0.00329485j 0.00391527+0.00150308j -6.45533e-05-0.00260599j 
-0.000928476+0.000709823j -0.00266658-0.000757509j -0.000387366-0.000159818j 0.000121947+0.00195256j 0.00299158+0.000382395j 0.00197893-0.00211934j 0.00497652-0.00334451j 0.00179254-0.000809173j 0.000146088+0.000311288j 0.000927596+0.000150564j -0.00340661+0.000345639j 0.00285221-0.00265654j -0.000315444-0.0028157j -0.0038903+0.00417953j -0.000254998+0.000261972j -0.000294338-0.000466791j 0.00112828-0.000213801j 0.000556229+0.00150704j 0.00207057-0.000376469j 0.00310059-0.00321207j -0.000957435+0.00376366j -0.00177322+0.00249274j 0.0034813+0.00183596j 0.00127462-0.000634571j -0.00359767+0.00121621j 0.00197957-0.000201221j 0.00131516+0.00168929j 0.00153558+0.00242946j -0.00554355+0.00132325j 0.00511045+0.00175731j -0.00109908-0.000569046j -0.00136725-0.000469495j -0.00366264+0.00564454j 0.00133103-0.00177239j -0.00031645+6.86604e-05j -0.00176118+0.00357762j -0.00167076+0.00135591j 0.0051886-0.000391668j 0.00650317-0.00135627j -0.00868808+0.00286964j 0.0026482+0.000361988j 0.00287543+0.00301547j 0.00309563+0.000131165j 0.00476738+0.00191871j -0.000256564+0.00106793j -0.00283544-0.000557151j 0.000680218-0.00164163j 0.00164342+0.00258475j -0.00110674-0.000102674j 0.00114317-0.00128581j 0.000908606+0.00284401j 0.00105473+0.00172123j 0.000417585-0.000605624j -0.00134781+0.00153535j 0.000139117+0.000138377j -0.000199385+0.000387252j -0.00793706+0.00211758j 0.00504973-0.00154349j 0.00065902-0.000526459j 0.0030943+0.0015597j 0.00156607-0.00358822j 0.000323311-0.00235264j -0.000459245+8.01355e-05j 0.00230164-9.51643e-05j 0.000785508-0.000778755j 0.0010791+0.000948126j -0.000976276+0.00112801j -0.00434006-0.000165645j 0.0018402-4.9609e-05j 0.00566755-7.6243e-05j 0.00382161-0.00100327j -0.00457139+7.9798e-05j 0.0027224-0.000256277j 0.00245328+0.000569662j -0.000464733-0.000735929j -0.000930463-0.00168141j -0.00125341+0.000195443j 
-0.00111156-0.00165254j -0.00190438-0.000760388j 0.00289306+0.00123074j 0.000255278+0.00209886j 0.00166314+0.000486698j 2.53676e-05-5.15466e-05j -0.00184075+0.000464636j 0.00149792-0.00152046j 0.000643504-0.00199345j -0.000368791-0.000786201j -0.00256501-0.000737897j 0.00075809-0.000712933j -0.00564678-0.00191825j 0.0010168+0.00313259j -0.00236506+0.00268261j 0.000537721-0.00439476j -0.000583765+0.00272717j 0.000724896+0.000437158j 0.00202729-0.000163499j 4.77253e-05+0.00412759j -0.000159797-0.000725014j 0.00230213-0.00214491j 0.00727759+0.00165451j 0.00395926+0.000174952j -0.00236791-0.00697124j -0.00038292-0.0013433j 0.00240008+0.00205046j -0.0031928-0.00233191j -0.00249935+0.00114707j 0.00405117+0.000514291j -0.00357559+0.0024737j -0.00229827-0.00449935j 0.00801913+0.00214789j -0.000886846+0.00526515j -0.00179023+0.00239354j -0.000698261+0.00104801j -0.000981399+0.00105094j 0.00399991+0.00324546j 0.00407603+0.004021j 0.00544662-0.00116872j -0.00160892+0.000435563j 0.00595239+0.00116973j -0.00365793+0.00168585j -0.0018301+0.00283402j 0.00352128+0.00187529j 0.00384902+0.00675516j -0.0023153-0.00189573j -0.00065441+0.00142872j 0.0017891-0.00110069j -0.00268255-0.00271385j 0.00314601+0.0046772j 0.00580471-0.00133924j 0.000637263-0.000129172j -0.00397344-0.0020933j 3.53474e-05-0.00320223j 0.00251747-0.000819644j 0.00640746-0.000546326j 0.00265593+0.00293927j -0.00180181-0.00332262j 0.00437327+0.00114967j -0.00418294-0.00152483j -0.00117002-0.000875799j -0.000250059+0.000942321j 0.00101418-0.00154595j 0.00163613-0.00346253j 0.00278748-0.000972919j 0.00196597-0.000125312j 0.00209494-0.0024321j -0.00249116+0.000111269j -0.00169071+0.000761531j 0.000847345+0.000439829j 0.000383256+0.00092199j -0.00177258-0.000688169j -0.000318443-0.000791694j -0.000904899+0.00182239j -0.000953545-0.00159677j 0.000963854-0.00092557j 
-0.00122334-0.00211341j 0.000593222+0.000963644j 0.0015482+0.00125124j -0.00200915-0.000222915j 0.00145808+0.00156121j 0.000492172+0.00100189j -0.000977527+0.000699023j -0.000426077-7.68451e-05j 0.00192494+0.000717775j -0.000880915+0.000499575j -0.00240278-0.000785753j -4.7866e-06-0.000759402j 0.00112891+0.000302343j -0.002048-0.000148739j -0.00399465-0.00188465j -0.00070445+0.0017876j -0.0023762+0.000351779j -0.00180031+0.000586891j -0.00106806+0.000537135j -0.0021959-0.000431191j -0.000435424-0.00178362j 0.00102024-0.00196746j 0.00379658+0.000838505j 0.000779453+0.000884041j -0.002682-0.00176607j 0.0010409+0.00128291j 0.00111298+0.00362964j 0.0026435+0.000225082j -0.001402-0.00283519j -0.00128124-0.00145216j -0.0043337-0.00107291j -0.0011282-0.00481586j 0.00272517-0.00156314j 0.00175283+0.00361344j 0.000246068-0.000782635j -0.00348695-0.000583907j -0.00123555-0.000263376j -0.00619402+0.00140656j -0.00029251-0.001056j 0.0015804-0.00256511j 0.000565293-0.0018744j 0.00641717+0.00263147j -0.00438916+0.000984114j 0.00345864+0.00302493j -0.000661708+0.000328837j 9.73043e-06-0.00325551j 0.00305569+0.00256275j -0.00187142-0.00101666j 0.00452905+0.000996586j -0.00100821+0.000196867j 0.00151637-0.00376791j 4.72712e-05+0.00106998j -0.00202359-0.0030196j -0.00310361-0.00278624j 0.00244108+0.0055556j -0.00336492+0.00184781j 0.00218535-0.00215518j -0.000735393+0.00374909j -0.000184829+0.00100601j 0.000727511+0.00137979j -0.00154684+0.000146182j 0.00142326+0.000351305j -0.0014147+0.00045232j -0.000167212-0.00188892j 0.00188459+0.00256071j 0.00042367+0.00174148j 0.00335374+0.001147j -0.00116271-0.00140365j -0.00230463-0.00134359j -0.00214542-0.000347817j -0.000593145+0.00118261j -0.000885541-0.000227148j -0.00218873-0.00201435j -0.00247398-8.55014e-05j -0.000436704+0.00146375j 0.00063834+0.00132099j 0.00073472-0.00126348j 
0.00495189-0.000282287j -0.00156879+0.0022292j -0.00427831+0.000563936j 0.00187691-0.000366123j -0.00139159+0.00222188j -0.000405819-0.001037j 0.000138366+0.000144242j 0.00257981-0.00120036j 0.000207597-0.000710782j 0.00117401+0.00428465j 0.000329496-0.00153824j 0.000693735+0.00243643j -0.00169981+0.00149048j -0.00207653-0.000567641j 0.00293821-0.000682383j 0.000948576-0.00213406j 0.00132535+0.000853553j -0.000879013+0.00284038j -0.00117207-0.000879687j -0.00138006+0.00243307j -0.00107943-0.000587741j 0.000405922+0.0012805j -0.00309412-2.43915e-05j -0.0013546-0.000967933j 0.00267179-5.20219e-05j 0.000177147-9.07789e-05j -8.33369e-05-0.00348027j 0.00409246-0.00131441j 2.42295e-05-0.00122424j 0.00220263+0.000932647j -0.00364528+0.0021401j 0.00449032+0.00119116j -0.00450639+0.00192425j 0.00131417-0.00396297j 0.000586552+0.000413032j 0.00569677-0.00081028j 0.000790297-0.00183281j 0.00322362-0.00153625j -0.00258085+0.00243572j -0.0027357-0.00251937j -0.0040253+0.00149958j -0.00263421+0.00130319j 0.00435129+0.000603518j 0.000333772-0.00118233j -8.76988e-05+0.000320103j -0.00334201-0.000171751j 0.00299002-0.00120709j 0.00270519+0.00196028j 0.00142592+0.000888363j 0.00206572-0.00225532j 0.000520979+0.00163846j -0.000945337-0.000624277j -0.00110253-0.00112621j 0.00271328+0.000787058j -0.000597066-0.00193457j 0.0026407-0.00186606j -0.000377308-0.000792217j 0.000385617-3.37054e-05j 0.00179179-0.00029259j -0.000762707-0.00119084j 0.000658578+0.00110815j -0.00144041-0.000294287j 0.00261292-0.00210831j -0.00317084+0.000553664j 0.0002802+0.000221794j 0.00105917+5.51121e-06j -1.97208e-05-0.00126821j 0.0036409-0.00336176j 3.5369e-05+0.000194452j 0.00326185+0.00112664j 0.0015481-0.0007848j -0.000688575+0.0024809j -0.00115989+0.00177088j 0.00191379-0.000554078j -0.00238614-0.00162473j -0.00341841+0.00187589j 0.00207723+0.00199678j 
