-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
-0.00656051-2.06862e-15j 0.0178643-4.28318e-16j -0.000891107+4.437e-17j -0.00240159-1.52836e-16j 0.0111589+2.45183e-16j -0.0054106-7.07485e-17j -0.0112107-5.27195e-16j -0.00125888+1.34892e-16j 0.00288738-1.64286e-16j -0.00911478-1.49726e-16j 0.00665803-1.50238e-16j 0.00300544-2.97894e-16j -0.0042345+3.70749e-16j -0.0043436+1.88597e-16j 4.73192e-05-1.7592e-17j -0.00178839-2.86307e-16j 0.0106312-1.11488e-16j 0.00541089-4.19369e-16j -0.00631736-4.96693e-17j 0.00302481-3.87472e-16j -0.00366691-1.46397e-16j -0.00683457+5.37921e-17j 0.00799584-1.42581e-16j 0.0136702-6.24883e-16j 0.00310816+1.21828e-16j -0.00499749+2.36306e-16j -0.00312555+1.85582e-16j 0.000171072+2.18618e-16j 0.00646945-3.34688e-17j -0.00443288-1.97042e-16j -0.00618454-2.36522e-16j 0.00296935+1.12171e-15j 0.00382681+7.36672e-17j -0.0100758+6.78121e-16j -0.00414388-8.50971e-17j 0.00798734-2.64389e-16j 0.0177147+2.64677e-16j 0.0087491-2.44452e-15j 0.00755794+8.40147e-15j -0.0152677-2.55841e-14j 0.000477894+3.40906e-16j 0.00893333+2.91201e-16j -0.00162826+2.61241e-18j -0.000881372+1.25067e-16j -0.00106843+4.72978e-17j -0.000434191+1.29258e-16j -0.00816771+1.43322e-16j 0.0131622-2.69661e-17j 0.0157454+3.63692e-16j -0.0079291-1.75222e-16j -0.0112137-1.77344e-16j 0.00019583-2.98074e-17j 0.00315103+5.11091e-17j 0.0056696-5.65003e-16j 0.0117594+2.86089e-17j 0.00334903+9.6196e-17j -0.00615999+4.40447e-16j -0.00543893-7.84424e-17j -0.00531323+3.24841e-17j 0.00592492+2.27069e-17j 0.000401236+7.19555e-17j -0.016288-3.32917e-16j 0.000680979-6.43731e-17j 0.0013207+4.79781e-16j -0.000829261+5.79127e-17j 0.0059562-7.94523e-17j -0.00778119-1.09256e-16j -0.0035782-2.72895e-16j 0.00329849+2.52028e-16j -0.000827208+3.27141e-16j -0.0093062-3.42026e-16j 0.00363664+2.21071e-16j 0.0129983+3.39937e-16j 0.00185259-4.52675e-17j 0.0085204+1.39504e-16j -0.0192086-3.54765e-15j 0.00258824+1.60212e-14j 
0.000490181+3.50402e-16j 0.000545508+3.73951e-17j 0.00451609-4.42388e-17j 0.0103798-3.12729e-16j -0.0105917+4.00443e-16j -0.00200741+7.59747e-17j 0.0245457-7.43772e-16j -0.0156887+4.11953e-16j 0.000855659-7.05296e-17j 0.00713567-4.18534e-18j 0.00605197-3.92793e-16j 0.0123736-4.39898e-16j -0.0131087+5.4435e-16j -0.0154929+5.50112e-16j 0.00275156-1.74143e-16j -0.000832067-3.82888e-16j -0.00125129-1.9587e-16j -0.00876841+9.77597e-16j 0.0074908-2.78197e-16j 0.0146642-3.67736e-16j 0.0111293-1.58482e-16j -0.00183267+2.11106e-17j 0.00636722-1.47332e-16j 0.00593506-3.13582e-16j -0.00236091+1.03245e-16j -0.0155451+5.28468e-16j -0.00791014+4.66728e-16j -0.00959376+2.61894e-16j -0.00548115-7.95679e-17j 0.0104668-3.2151e-16j 0.00629449-5.15022e-16j -0.0184445-4.44193e-15j 0.00133632+3.91737e-16j 0.0104781-8.28251e-16j 0.00304485-3.49602e-17j 0.0127459-1.37518e-16j -0.00523039-3.4382e-16j 0.0242651+1.90121e-14j -0.0179366-2.64551e-14j 0.0266382+5.34485e-14j -0.0104497+6.12343e-16j 0.00863983+1.04303e-16j 0.00745475+1.31941e-16j -0.00567257+4.17924e-16j 0.000714845+1.99413e-16j -0.0176181+2.17438e-16j -0.0049227-1.8187e-16j -0.00714328+1.89297e-17j -0.00688382+2.50915e-16j -0.00733205+4.53945e-18j 0.00475413-3.83124e-16j -0.0145775-5.51694e-16j -0.00575025-2.02147e-17j 0.00466441-3.00417e-16j 0.00114973-3.28533e-16j -0.00141384+1.09741e-16j -0.0151722+7.23521e-16j 0.00909358-1.66627e-17j -0.00991493+3.20028e-16j 0.00895467-1.18116e-16j -0.00210296+1.21937e-16j -0.00523377+1.99043e-16j 0.00530128-1.41003e-16j -0.0205027+6.90066e-16j -0.00692064+4.00925e-16j 0.011618-2.51669e-16j 0.00699249+5.82401e-17j 0.00669475-3.83998e-16j -0.00452828+2.41017e-16j -0.0174009+5.94674e-16j 0.0210374-6.52605e-16j -0.00454173-4.03535e-17j -0.0130771+1.71664e-16j 0.00998167-2.97647e-16j -0.00305851+2.12452e-16j -0.000247442+3.28113e-17j 3.66717e-05+3.18764e-16j 
0.00696588+6.54954e-15j 0.00687076+1.48515e-15j -0.00693611-3.081e-16j 0.0103294+3.17171e-16j 0.00166622-6.116e-17j -0.00195593-2.37752e-17j -0.00127991+9.93126e-18j -0.00409136-4.07498e-17j 0.00296171+8.27408e-17j -0.0138436-3.7981e-16j 0.00486606+1.56676e-16j 0.00732851+1.97071e-16j -0.00215116-9.54835e-18j -0.000530187-8.93544e-18j 0.00431873+1.1283e-16j 0.00299621+3.35429e-16j 0.00767975+1.51281e-16j 0.00353775-3.45054e-16j 0.0105018+5.2651e-18j -0.00641761-6.33938e-17j -0.00471261-1.52382e-16j 0.00142201+7.74167e-17j 0.00266346-3.55379e-17j -0.00091395-3.68939e-17j -0.00353511-2.76992e-16j -0.00815182-1.03534e-16j -0.00625569-2.29138e-16j -0.00461036-5.42077e-17j 0.0111409+2.74917e-16j -0.00258697-5.5384e-17j -0.000893263+1.46012e-16j -0.00888334-2.4759e-15j -0.00519898-7.36324e-17j -0.0104965+6.63168e-16j 0.00850734+2.6105e-16j 0.00600665+2.18805e-16j 0.010647+4.11886e-16j 0.0018504-1.99884e-15j 0.0102948+2.14205e-15j 0.00162055-2.46811e-15j 0.00426903+5.69931e-18j 0.00415793+1.1909e-16j -0.0113454-3.43246e-16j -0.00993826-2.33249e-16j -0.0174092-4.9308e-16j -0.00869791-4.45975e-16j 0.00252893+5.95694e-17j 0.00558598+1.33001e-16j 0.00284334+2.26968e-17j -0.0021392+1.00048e-17j 0.00717615+2.16737e-16j -0.00125925+3.54917e-17j 0.0131791+3.03341e-16j -0.000870586-8.22396e-17j 0.0167297+3.79976e-16j 0.00238265+2.0157e-17j -0.00495571-1.92604e-16j -0.00761951-2.26356e-16j -0.00239581-6.69408e-17j -0.00273133-1.02594e-16j -0.0010227-9.06218e-17j -0.0126156-7.11814e-16j -0.000695261+7.72094e-18j 0.00466981+9.57602e-17j -0.00927981-2.05805e-16j -0.00188787-1.01743e-16j -0.00848523-2.40226e-16j 0.000202618+1.06503e-16j -0.000628015-7.13868e-17j -0.00884409-2.09841e-16j 0.00129313+5.44945e-17j -0.00122876+4.13504e-18j 0.0122254+3.03499e-16j 0.00662512+1.06899e-16j -0.00909698-3.08699e-16j -0.00741331+2.69488e-15j -0.00708408-1.28178e-14j 
0.00803705+3.44777e-15j -0.0143479+9.02072e-16j 0.000761213+2.13068e-17j 0.00143292+1.05053e-17j -0.017978+4.28571e-16j 0.00893294-2.40033e-16j 0.0294523-8.13164e-16j -9.87707e-05+5.98977e-17j 0.00407186-9.84161e-17j 0.0171973-4.63784e-16j -0.00146986+1.64931e-17j 0.00632981-2.80529e-16j -0.0135197+5.59546e-16j -0.00160425+1.78182e-16j -0.000859828-9.04192e-17j 0.0133983+3.75081e-16j -0.00641937+1.04836e-16j -0.00938175+1.26366e-15j 0.00319769-1.65806e-17j 0.0152885-3.58298e-16j 0.00760698-3.7768e-16j 0.00307163-7.03773e-17j -0.000305567-1.43365e-16j -0.00948343+6.28809e-16j -0.00240338-4.09314e-17j 0.000411154+6.38995e-18j -0.0042109+2.02056e-16j -0.00538294+1.03405e-16j -0.00495741+9.9817e-18j 0.0115413-1.80083e-16j 0.0253314-1.24158e-15j -0.0109702-2.66303e-15j -0.00445382+1.50901e-16j 0.0189297-2.0915e-15j -2.33091e-05+2.53588e-16j 0.00313267-1.10386e-17j -0.0174075+1.8396e-16j -0.00210096+1.1645e-14j -0.0199469-2.23184e-14j 0.0321237+5.72244e-14j -0.0204726+4.6722e-16j -0.0125349-1.57403e-16j 0.00614299-1.33028e-16j 0.00271901-1.79738e-16j 0.00394698-1.18387e-16j -0.00561315+1.89128e-16j -0.00866389+1.87041e-17j -0.00875356+4.90521e-17j -0.0229308+4.41954e-16j 0.0113142-2.108e-16j 0.00847064-2.63771e-16j 0.00025954+1.09372e-16j -0.00981523+2.98141e-16j -0.00590072+7.35078e-16j -0.0168013+2.88244e-16j -0.00923076+2.14555e-16j -0.0137101+5.39028e-16j 0.00448342-9.00407e-17j 0.00230032+2.16758e-17j -0.000975352+2.03266e-17j -0.00191672-1.01472e-16j 0.00762876+7.83216e-17j 0.00558484-2.38905e-16j -0.02213+9.09545e-16j 0.00190691+1.7439e-16j -0.00152775-1.00103e-16j 0.0120197-3.38607e-16j 0.0144075-4.1481e-16j -0.0151057+4.5775e-16j -0.00758139+2.41962e-16j 0.0168331-4.31644e-16j -0.00789489+6.26689e-17j -0.025089+4.97216e-16j -0.00502994+1.75698e-16j -0.00802233+1.4839e-16j 0.0164679+5.01195e-15j -0.00639241-2.30667e-14j 
-0.0130644-5.20743e-15j 0.027636-1.11769e-15j -0.00533204+1.15094e-16j -0.0271626-9.82203e-17j 0.00284705+1.16684e-16j 0.00166632-7.8821e-17j -0.00550374-2.3499e-16j 0.00879045+1.92697e-17j -0.00378643-1.85702e-17j 0.0181645-1.34473e-16j 0.00272925+4.60997e-17j 0.00348725-8.04078e-17j -0.0146081+1.31476e-16j -0.0163554+1.12872e-16j 0.000831047+3.1545e-18j -0.00247993-5.16486e-17j 0.0109368+4.14398e-17j 0.00066524+1.27645e-16j -0.0207579+4.0966e-16j 0.00972525-2.64719e-16j 0.0209817-8.47837e-17j -0.0038068-1.53296e-17j 0.0103555-5.25152e-17j 0.00988378-3.96227e-16j 0.00482058+1.35973e-16j 0.0168571-3.44597e-17j 0.00589726+2.42398e-17j 0.00966501+2.78828e-17j 0.0065632+1.0405e-16j -0.0181599+2.042e-17j -0.00509267+2.01626e-17j 0.0101168+2.80234e-15j 0.00341517-1.06961e-16j -0.00150479-2.38981e-16j -0.0174179+1.38019e-17j 0.00163966+7.67804e-18j -0.0108711-8.94079e-19j -0.00828552-2.44065e-15j -0.0056015+3.3314e-15j -0.00480464-6.25794e-15j -0.0115948-3.8174e-17j 0.00413718+1.0018e-16j -0.00325148-9.07621e-17j 0.011195-2.40236e-16j 0.0132556-9.24901e-17j 0.00827239+1.97307e-16j -0.00578518+6.59309e-17j 0.0182882-9.04016e-17j 0.0162356+2.18935e-16j 0.00495412-5.94123e-17j -0.0114916-7.36972e-17j 0.0138167+6.51406e-16j -0.00616994+8.26217e-17j 0.00764662-7.19138e-16j 0.00277283+1.28792e-16j 0.000505539+2.57538e-17j -0.0167131+7.86706e-17j 0.00858539-4.28605e-17j 0.0111685+1.4867e-16j 0.0026449+1.22732e-16j 0.0136177+3.32512e-17j 0.00411021+1.67792e-17j 0.00413127-6.18113e-17j -0.0165667+4.21542e-16j -0.00983833+4.35432e-17j 0.0113537-3.27859e-17j 0.00654881-1.76171e-16j 0.0103645-8.96958e-17j 0.0001158+1.0229e-16j 0.0127755+5.791e-17j -0.00586761-1.3531e-16j 0.00510942+9.79557e-17j -0.00341562+2.06681e-16j -0.0227873+6.42484e-17j 0.0192948+5.22836e-17j -0.0278206-3.49122e-15j 0.000506313+1.5552e-14j 
0.00163316-5.1793e-16j -0.009915-1.77254e-17j 0.00563898-3.27968e-17j 0.00547201+3.25033e-18j -0.00337417+2.27404e-16j 0.00504557-3.33886e-16j 0.0128999-6.96201e-16j -0.0059226+1.44849e-16j -0.00168224+4.08177e-18j 0.0124518-7.17684e-16j -0.011528+4.39322e-16j -0.000855276-1.70867e-16j 0.000318917+2.86507e-16j 0.00218809+1.38428e-16j -0.00192049+7.29105e-17j -0.0117807-2.65608e-16j -0.0143911+5.16806e-16j -0.0111209+1.75318e-15j 0.00640353-1.49707e-16j 0.00100995-3.19336e-16j 0.00965315-5.9204e-16j 0.00134832-1.64191e-17j 0.00256953-2.44166e-16j -0.00519253+3.16639e-16j 0.00294522+2.31764e-17j -8.79977e-05-1.25622e-16j 0.00615505-4.17614e-16j -0.00692472+5.03162e-16j -0.00678525-1.77385e-17j 0.00377164-5.28619e-17j 0.00340706-4.23969e-16j -0.00616148-1.55323e-15j 0.00494566+1.31073e-17j 0.0197232-2.52889e-15j -0.00167642+2.78503e-16j 2.32545e-07-1.0824e-16j -0.0172173+5.55536e-16j 0.00796018+8.16964e-15j -0.011057-1.12608e-14j 0.0113171+2.38071e-14j 0.00678658+1.76993e-16j -0.000969529+8.54379e-17j 0.0114576-3.04124e-16j 0.0102395-6.83722e-16j 0.00927664-4.46685e-16j -0.00200116+1.09513e-16j 0.00021351+1.77085e-16j -0.0153472+4.95894e-16j -0.0114605+4.63556e-16j 0.00205574-2.57684e-16j 0.00874543-3.69421e-16j -0.0112771-2.19175e-16j -0.0107228+5.59291e-16j 0.00378196-5.19401e-16j -0.0142865+5.45076e-16j -0.000998304+8.44079e-17j 0.00822782+8.11916e-17j 0.0104348-4.87459e-16j 0.000228505-1.74818e-16j -0.002727+1.6312e-17j 0.00398232-2.87119e-16j 0.0161367-9.89692e-17j 0.00180496-2.21671e-16j -0.00987644+8.99499e-16j 0.0035166+3.21142e-18j 0.00258434-2.22304e-16j 0.0161036-8.1713e-16j -0.00498187-5.49877e-17j -0.000794467+2.0151e-16j -0.00324949+1.39136e-16j 0.00768856-3.01327e-16j -0.00685164+2.75843e-16j -0.0143696+6.45585e-16j 0.00319378+1.84264e-16j -0.00190968+1.81078e-17j 0.0120092+4.04443e-16j 0.00152718-2.5237e-15j 
0.00498542+5.82653e-15j 0.0142769+1.3421e-15j -0.0108268+1.02457e-16j -0.0055947-8.22555e-17j -0.00257613+1.24693e-16j 0.00621028-1.76157e-16j 0.00647671-3.65485e-16j 0.00361921-4.59179e-18j 0.00505554-2.28235e-16j 0.00642105-9.32178e-17j 0.00122202+2.7051e-17j 0.0111296-2.26268e-16j -0.0114937+2.6132e-16j -0.00676559-5.67106e-18j 0.00152434+1.00896e-17j 0.00292145+2.03583e-17j 0.00516965+1.85356e-17j -0.0063293+9.17739e-16j -0.000542227-5.07622e-17j 0.009343-2.91201e-16j 0.00945645-6.90506e-18j -0.00167895+5.74839e-17j 0.00704869-1.10323e-16j 0.00338883-1.516e-16j -0.00234008+5.16519e-21j 0.00231347+1.88625e-16j 0.0042022-2.06529e-16j -0.00568789+4.61532e-16j 0.0119788-1.46406e-16j -0.00614409-1.57105e-16j 0.00675049-4.73007e-16j -0.00254566-4.22121e-16j -0.006818+1.58451e-16j 0.00215739-4.25205e-16j -0.00117541+4.06181e-18j 0.00938232-2.8687e-17j -0.00613382-7.67935e-17j 0.00209151+3.44702e-15j -0.00645502-4.97289e-15j 0.00483792+1.08021e-14j -0.00741614+1.34265e-16j -0.000785071+4.66406e-17j -0.00639143-5.13767e-17j 0.00422259-1.66022e-16j -0.00308516-2.96007e-18j 0.000938577+2.67042e-17j -0.0110609+1.95657e-16j 0.00734789-6.71283e-17j -0.0037443+4.07805e-16j 0.00735187-1.37483e-16j 0.000792845-7.22058e-17j 0.00405514+2.93985e-16j 0.000381453+1.02832e-16j 0.00706377-6.93431e-16j 0.00238827+1.28824e-16j 0.000380351+5.02741e-17j -0.015087+2.3324e-16j 0.00402029+2.62528e-17j 0.0090474+7.06667e-17j -0.00158794+6.50945e-17j 0.00609223+3.20228e-17j -0.00435806-4.81153e-18j 0.0031345-7.22581e-17j -0.0174658+6.03484e-16j -0.00618174-4.48096e-17j 0.00227787+2.72904e-17j 0.00615703-1.83895e-16j 0.0096237-1.58857e-16j -0.0076061+3.02923e-16j -0.00271916+2.03785e-16j -0.000150881-6.1675e-17j -0.00484336+2.05993e-16j -0.00273087+1.79285e-16j -0.011595+8.28271e-17j -0.00134017+1.75981e-16j -0.0130251+4.00753e-15j -0.0107788-1.80114e-14j 
0.00134243-8.14601e-16j -0.0105695-2.28386e-16j 0.0107413-1.04204e-17j 0.0239657-8.32213e-17j 0.00627495-7.621e-17j -0.0040521-1.21297e-17j 0.0040386+6.90774e-18j -0.0181934+6.26399e-17j -0.0030428-5.2074e-17j -0.00832355+1.15279e-16j -0.00975667+2.08346e-17j -0.00242971-5.68196e-17j 0.00845055+1.25395e-17j 0.00635912-3.00918e-17j 0.000484186+4.92297e-17j -0.0204025-1.10112e-15j -0.0128632+6.28168e-18j -0.00428124+3.82664e-16j 0.0186-4.51225e-16j -0.0135663+5.98986e-17j -0.00154446+1.41047e-16j 0.00118733+3.34782e-17j 0.00414921-6.97425e-17j -0.00349174+7.67139e-17j 0.00426241+1.25969e-16j -0.0146278+1.09707e-16j -0.00204665-5.03242e-17j -0.0102791+2.69089e-16j -0.00610522-2.61936e-16j 0.00582272-7.58714e-17j -0.00841747+1.29459e-16j -0.0143618-3.97879e-15j 0.0104582+3.18846e-16j 0.00993438-7.00476e-16j 0.00621154-4.3751e-18j 0.00200354-1.10719e-16j 0.0015098-1.7544e-16j 0.0187515+6.04517e-15j 0.00517773-5.84502e-15j 0.00368486+6.78017e-15j 0.0245025+2.52369e-16j 0.0102723+3.64629e-16j 0.0101051+1.86687e-16j -8.12119e-05-2.74816e-17j -0.00264666+1.01667e-16j -0.0133137-1.69222e-16j 0.00998918+9.04261e-17j -0.0174666+1.73879e-16j -0.00102209-9.29949e-18j -0.0118625-8.92091e-17j 0.013718-1.56977e-16j -0.0233499-1.10161e-15j -0.000121271-5.98187e-17j 0.00255371-2.69575e-16j 0.00170789-1.30571e-16j 0.00371798-1.12391e-18j 0.0195742+4.69521e-17j 0.00165281+4.33634e-17j -0.0138507-1.4016e-16j -0.00195348-1.16444e-16j -0.000544521+5.55364e-18j 0.00577757+3.05788e-16j -0.00119992-2.56353e-17j 0.00864001-1.10638e-16j 0.000505995+5.96879e-19j 0.00340443+2.53354e-18j 0.00484256+1.46524e-17j -0.0197094+7.27853e-17j 0.00863058-2.85624e-17j -0.012284+1.23412e-16j 0.00742021+4.52921e-17j -0.00482745+4.39682e-17j 0.00278475-1.16472e-16j 0.0248583-1.0477e-16j -0.00657344+5.8782e-17j 0.0111204-2.12275e-15j 0.00671522+9.87638e-15j 
-0.00878769-5.76215e-15j -0.000722588-1.2227e-15j 0.00511953-5.1061e-16j -0.00673345+6.13736e-16j -0.00213274+3.57101e-16j -0.00495002+5.50521e-16j -0.00442305+3.71507e-16j -0.00149362+1.35252e-16j -0.0110699+1.17909e-15j 0.00536061-4.7909e-16j 0.000224115-1.46523e-16j -0.00668547+7.24883e-16j 0.00318619-3.26194e-16j -0.00641983+6.94714e-16j 0.00276318-2.80574e-16j -0.00489258+1.4285e-18j 0.000510278-9.84522e-17j 0.00603965-1.39245e-15j -0.00428217+5.14892e-16j -0.00980857+8.95858e-16j 0.00855526-6.79158e-16j 0.00490439-5.70107e-16j -0.00348824+4.75853e-16j -0.00500459+7.91902e-16j 0.00171131-7.35393e-17j 0.00799367-8.53936e-16j -0.00218284+6.02386e-16j 0.0116868-1.53603e-15j -0.00711914+8.90672e-16j -0.00693843+6.11504e-16j -0.0120654+1.37321e-15j 0.00176102+2.81497e-16j 0.00534966-4.6271e-16j -0.00415585+7.57543e-16j -0.00389593+2.70987e-16j -0.0111611+1.06985e-15j -0.00879528+7.47382e-16j -0.0112408-2.88157e-15j 0.00321373+1.714e-15j 0.00406808+1.49217e-15j 0.00280668-3.98054e-17j 0.0040474-1.9347e-16j -0.0014677+1.55598e-16j -0.0032857+4.80455e-16j 0.00390847-2.75759e-16j -0.00199219+2.96084e-16j 0.0186082-1.64952e-15j -0.000136491+4.43184e-17j 0.0103481-1.04781e-15j -0.00275279+3.40143e-16j 0.0030364-2.36177e-16j 0.00352739-2.4731e-16j 0.00118425-2.28977e-16j -0.00531192+1.14028e-15j 0.00451896-4.33588e-16j 0.000248796+5.73506e-17j 0.00478029-4.02031e-16j 0.00374865-2.6435e-16j -0.000269514+1.03208e-16j -0.000690181-2.3756e-17j 0.00373041-2.20909e-16j 0.0124385-8.20832e-16j -0.00125429+8.79933e-17j 0.00860312-1.047e-15j -0.00930583+9.54111e-16j 0.00367613-2.98239e-16j -0.00157346+3.11077e-16j -0.000154809-8.94865e-17j 0.00822275-8.20575e-16j 0.0074392-7.35247e-16j 0.00555693-7.06396e-16j 0.00726495-8.28778e-16j -0.000722805+1.37407e-16j -0.000535566+7.63298e-18j 0.0060866-5.55773e-16j -0.000557435-4.12581e-15j 0.00770462+1.73052e-14j 
0.0060634+4.50698e-15j 0.00272646+9.64781e-16j -0.00446472+3.0059e-16j 0.0111053-5.27829e-16j -0.0054818+5.97234e-16j -0.00116118+8.58966e-18j 0.00791646-7.14784e-16j -0.0104792+6.30348e-16j -0.00323355+2.87975e-16j -0.0022295-6.73369e-17j 0.000684388-8.64513e-17j 0.00862585-6.03063e-16j -6.48178e-05+1.30545e-16j -0.00880555+7.79201e-16j 0.00587225-4.1769e-16j -0.00773983-8.68252e-17j -0.00117623+5.70013e-17j -0.00518564+8.62213e-16j 0.0147431-1.18046e-15j -0.00582146+3.33957e-16j 0.00912146-6.93927e-16j 0.00429821-3.70432e-16j 0.000822064+2.40916e-17j -0.00291515+4.38084e-16j -0.00551165+3.32103e-16j -0.00797343+4.56195e-16j -0.000209781-1.26364e-16j -0.00663318+5.18647e-16j 0.00390591-3.13791e-16j -0.0024314+1.50614e-16j -0.00781244+6.44583e-16j -0.0134557-2.60178e-15j -0.00454873+6.86413e-16j -0.00115115+2.22001e-16j 0.00991715-6.52123e-16j 0.00407515-3.612e-17j -0.00780249+6.02476e-16j 0.00988604+6.49366e-15j -0.00190578-1.0332e-14j 0.0134124+2.19969e-14j 0.00836952-1.71346e-16j 0.00877233-2.29674e-16j -0.00680881+5.81415e-16j -0.00826185+6.09535e-16j -0.01153+7.60199e-16j -0.0119816+5.58663e-16j 0.0108125-7.31845e-16j -0.00625554+4.73252e-16j -0.00268104+3.27474e-16j -0.00347329+7.56403e-17j 0.0138747-1.02241e-15j -0.00942403+8.90093e-17j 0.00748504-5.19391e-16j 0.00419504-6.09931e-16j 0.0117743-7.79091e-16j 0.00423546-2.1073e-16j -0.00165367+2.81028e-16j 0.00714223-5.40272e-16j -8.61025e-05-1.09707e-16j -0.00204159+1.2339e-16j 0.00283496-2.1817e-16j 0.00132558-1.84249e-16j -0.000435138+5.83956e-19j -0.00302616+3.96951e-16j -0.0144944+1.13822e-15j 0.00353728-2.1498e-16j 0.00258043-2.3544e-16j 0.00114765-3.13329e-16j 0.00246604-8.83079e-17j -0.0104426+6.60665e-16j 0.0127297-1.02184e-15j -0.00319253+1.6972e-16j 0.00167843+7.00652e-17j 0.00722189-2.94884e-16j -0.00973573+6.90621e-16j -0.00250855+2.68252e-15j -0.005554-1.11104e-14j 
0.0112723+1.12748e-14j 0.0185167+2.50448e-15j -0.0232147+7.04233e-17j -0.0135925-5.07909e-17j 0.000581734+4.38109e-17j 0.0114042-4.85872e-17j -0.00865704-7.47606e-17j 0.0169041+4.09883e-17j 0.00369865-1.38451e-17j 0.00278556-9.51021e-18j -0.00400235+1.01511e-16j 0.00771173-8.8585e-17j -0.00427176-9.07502e-18j 0.00147046-5.92788e-18j 0.00329674-4.97654e-17j 0.0043501+3.58261e-16j 0.0081956+3.09504e-17j -0.00209998+3.75011e-16j -5.39605e-06-1.98892e-16j -0.00580029+7.16808e-17j 0.0082929-4.35662e-17j 0.00413555-7.25551e-17j 0.00235846-1.64429e-18j -0.0071346+3.50534e-16j -0.00475637-4.81546e-17j 0.0174515+1.22124e-16j 0.0124643-3.99836e-16j -8.23001e-05+3.5935e-16j 0.0246263-2.64463e-17j -0.0210452+3.95063e-17j 0.00184509+1.91185e-16j 0.00680319+2.24027e-15j -0.0150356-2.29696e-17j -0.0079591+5.42817e-16j 0.000976773-1.76381e-16j 0.000190352+1.09211e-16j -0.0112999+1.17965e-16j -0.0225313-1.19574e-14j 0.00769591+1.28633e-14j -0.00743789-1.99511e-14j 0.00165402-2.8976e-16j -0.00815177-4.03605e-16j -0.0223872-4.63119e-17j 0.00606791-1.00358e-16j -0.0127224+1.2281e-16j 0.0121401+3.13634e-16j -0.00209228+5.27312e-17j 0.0142263-6.41032e-17j -0.00210133+1.07219e-16j 0.0191093+1.90046e-16j 0.00684339+4.82068e-17j 0.0185327+1.19517e-15j 0.0113823-1.22899e-16j 0.00410165-5.04344e-16j 0.00802734-6.97868e-17j 0.00257286-8.61388e-17j -0.0084903-1.13003e-16j -0.000269944-1.3698e-17j 0.0246644+1.1225e-16j -0.0144241-1.06435e-17j 0.0125475-1.75323e-17j 0.00271801+6.44253e-17j -0.000943573-3.46617e-18j -0.0057833+1.67022e-16j -0.0116937+1.46722e-16j -0.00837578+2.64151e-17j 0.00306068-1.09302e-16j 0.0107251+5.11689e-18j -0.00658502+4.14227e-17j 0.0089055+5.40676e-17j -0.0120109-5.20101e-17j -0.00390083+1.66895e-16j 0.00772635+1.57657e-17j -0.0247715+3.07027e-17j -0.00600269+1.6237e-16j -0.0168254+8.24021e-15j -0.0197559-3.69154e-14j 
