-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
0.00547066+8.07775e-16j -0.018736+3.71584e-16j 0.00150873+2.03579e-16j 0.00153904+2.7768e-16j -0.00855388+1.65631e-16j 0.00702452-1.75757e-16j 0.00698228+2.54662e-17j 0.00193811-4.04888e-16j -0.0104538-2.90828e-17j 0.0122201-4.91146e-17j -0.0163962+3.02196e-17j -0.00918083+8.99741e-17j 0.00607809+9.09011e-18j 0.00940422-2.1878e-16j 0.00250155+4.33436e-17j -0.00642695-8.73893e-16j -0.013243-1.61708e-17j -0.000977234-4.62526e-17j 0.0104348-3.30842e-17j -0.0222275-4.29e-17j 0.0114304+3.02286e-16j 0.0141797-1.60627e-16j -0.00583897+2.16036e-16j -0.028074+1.41014e-15j 0.00186864+1.48293e-16j 0.0166407-3.74878e-16j 0.00311022+6.93734e-17j 0.00607116-3.03703e-16j -0.00336929-5.65193e-17j -0.00815451-5.16242e-18j 0.00109761-3.29561e-16j -0.0053586-1.73797e-15j 0.00163492+3.61447e-16j 0.0116519-1.02986e-15j 0.000549913+9.1011e-18j -0.0183366+8.44227e-17j -0.0291494-1.42403e-16j -0.0285298-7.07502e-15j 0.00476004-5.69704e-16j 0.0189514+1.99532e-14j 0.0125645+4.63035e-16j -0.0103347+1.29848e-16j -0.00335762+1.41417e-16j 0.00492942-2.04074e-16j -0.0014747+1.48077e-16j -0.00113861-5.38469e-17j 0.025626+5.04247e-16j -0.0137735-7.14873e-17j -0.0100114+6.48746e-17j 0.0131068-9.41598e-17j 0.0254362+2.54948e-16j 0.00353566-1.39015e-17j 0.00159374-1.20966e-16j -0.0124621+1.34516e-15j -0.00782841+2.07337e-16j -0.00381345+1.39697e-16j 0.0167596+1.18048e-16j 0.00349016+2.551e-16j 0.00935353-2.74332e-16j -0.0177258-1.69209e-16j 0.00877987+7.57101e-17j 0.0334139+1.01628e-15j -0.00156619-1.20978e-16j 0.00837783-1.39664e-16j -0.00896441-5.0201e-17j -0.00811498+2.99836e-16j 0.0107907+8.96348e-17j -0.00219274-2.61913e-16j 0.00165789+2.19878e-16j 0.00698258-2.44853e-16j 0.00990069+1.58544e-16j -0.00260865-8.34155e-17j -0.0111434+3.14138e-17j -0.00273874+4.09217e-16j -0.00925934+1.1898e-16j 0.0205308+3.05857e-15j -0.0017102-1.43136e-14j 
-0.00179152-5.8237e-16j 0.00534633+8.7333e-16j 0.00251947+5.23125e-16j 0.0069962+2.10776e-15j 0.0035093+5.97018e-16j -0.00167353-2.05305e-16j 0.00282599+1.0824e-15j -0.00984706-2.68002e-15j -0.00195022-8.12574e-16j 0.000879859+5.36793e-16j -0.00354646-1.42041e-15j 0.00348622+8.7317e-16j -0.000506779+3.05529e-17j -0.00490607-1.09808e-15j 0.00124237+5.40954e-16j -0.0142146-4.82227e-15j -0.00396469-1.43711e-15j -0.00545815-1.05321e-15j 0.00636852+2.21274e-15j -0.00177078-1.22221e-15j 0.00774343+2.60128e-15j -0.00145145+1.09766e-16j 0.00646606+1.57945e-15j 0.00410316+1.52742e-17j 0.00200176+5.4078e-16j -0.00653389-1.35944e-15j 0.0023276+6.46427e-16j -0.00633822-1.4993e-15j -9.64781e-05-4.45175e-17j -0.00171799-7.98379e-16j -0.00777552-1.94126e-15j -0.00713971-4.2759e-15j 0.00495886+1.3841e-15j 0.00551252+1.36432e-15j 0.000371695+3.56397e-16j 0.0054258+1.1155e-15j -0.00325432-2.00948e-15j 0.0152137+9.94675e-15j -0.00224727-6.5389e-15j 0.00175158+8.19298e-15j 0.0106355+3.52214e-15j 0.00992737+2.77022e-15j 0.00427317+9.50052e-16j 0.00249253+6.29697e-16j 0.00129396+1.35198e-18j -0.00653196-2.06658e-15j 0.0018059+1.28398e-15j -0.00529842-1.82787e-15j 0.00293244+4.14529e-16j -0.00658315-1.45314e-15j 0.00435618+2.0558e-15j -0.0121521-3.90554e-15j -0.00186867-2.74331e-16j 0.00789641+1.15153e-15j 0.00340871+8.43471e-16j 0.00389728+1.02293e-15j 0.00340884+1.34396e-15j 0.00688554+2.05735e-15j -0.00403063-7.351e-16j 0.00129453-2.64025e-16j 0.00409745+1.43923e-15j 0.00208711+1.56756e-15j 0.000848263+1.68664e-16j -0.00447676-1.00802e-15j -0.00429276-1.64115e-15j 0.00734864+1.72581e-15j 0.00635427+2.0531e-15j -0.00688147-1.8387e-15j 0.00458248+1.22986e-15j -0.00622802-1.63046e-15j 0.00423376+1.58201e-15j -0.00266987-8.93747e-16j 0.000478357-1.50658e-16j 0.00762138+1.99411e-15j 0.000888808-2.61957e-16j -0.00492029-2.37146e-15j 0.00197635+7.38517e-15j 
-0.00678631-9.25884e-15j -0.0256624-2.06772e-15j 0.0194437+4.49659e-17j 0.00722988-9.01893e-17j -0.00299753-1.22239e-17j -0.00307677-2.14142e-17j 0.00808168-3.20462e-17j -0.00808602+4.6957e-17j -0.00594746+3.89552e-17j 0.00722225-1.29645e-17j -0.00757644+5.74895e-17j -0.0129567-1.1875e-17j 0.00884689-2.04993e-17j 0.00683081+2.59225e-18j -0.00458022+8.67401e-18j -0.00728703-3.28603e-16j -0.0164632+1.2011e-16j -0.00192696+2.34026e-16j 0.000519743-5.26838e-18j -0.00151742+6.45893e-18j -0.00273356-6.96607e-17j 0.00119996-1.37669e-17j -0.00592345-3.67515e-17j -0.00536713+2.39902e-16j 0.00546073+1.32779e-16j -0.00294943-1.08492e-16j -0.0024506+1.95036e-16j 0.00220256-1.3564e-16j -0.0230727-5.89676e-17j 0.0144641+3.1224e-17j 0.000833447-1.60141e-16j -0.00132252-5.95665e-16j 0.0125782-1.52871e-17j 0.0160919-1.43347e-15j -0.00307396+6.53987e-17j -0.00940731-2.1611e-16j -0.00658727-5.51298e-17j 0.0053896+5.83468e-15j -0.00784265-8.32545e-15j 0.00797224+1.71437e-14j 0.00399728+9.71926e-17j -0.00190359+2.62526e-17j 0.0205786+4.02251e-17j 0.00386282-7.91493e-17j 0.0161219+6.98345e-18j -0.00257012+9.23329e-17j 0.00731568+4.53972e-17j -0.0196446+1.88253e-16j -0.00663985-8.64943e-17j -0.00655543-5.58718e-17j 0.00114752-1.3626e-16j -0.0121171-5.99978e-16j -0.0138923+8.40436e-17j -0.00624651+6.14265e-16j -0.0190286+3.30909e-17j -0.00400314+2.21557e-17j 0.017708+3.28937e-17j 0.00423193-6.08911e-17j -0.0119535-1.12638e-16j 0.00373078-3.70216e-17j -0.00603799-6.42073e-17j 0.0160412+4.24172e-16j -0.000287706-6.63124e-17j 0.00613961-7.12963e-17j 0.0130367-3.87954e-18j 0.00129087-4.9967e-17j 0.00645174-6.38578e-17j -0.0105364+4.29251e-17j 0.00484873-3.58405e-17j 0.000405571+3.41666e-17j 0.00866003-1.93491e-17j 0.00070305-5.62293e-17j -0.014504-2.55412e-17j 0.013762-3.73734e-17j 0.00315244-6.28155e-18j 0.0257829-4.9656e-15j 0.0154016+2.23679e-14j 
0.0148423+1.40502e-14j 0.00364014+2.99553e-15j -0.0145865-2.40833e-15j 0.00890305+1.63468e-15j -0.00297158-5.88153e-16j 0.00347248+5.86691e-16j -6.70136e-05+1.40478e-16j 0.000464059-1.76368e-17j 0.00656599+9.77399e-16j -0.0104677-1.6047e-15j 0.00304764+4.15348e-16j 0.011055+1.79269e-15j 0.00505421+9.16207e-16j -0.000673851-1.41541e-16j 0.00276801+4.51209e-16j 0.00169091+2.2096e-16j 0.00118589-1.48941e-18j -0.00747352-5.56618e-16j 0.012893+1.96955e-15j 0.00129714+2.86683e-16j -0.00443996-6.31635e-16j 0.000474727+1.44952e-16j -0.00420129-7.4718e-16j 0.00221864+2.16395e-16j -0.0110772-2.08014e-15j -0.00875014-1.34231e-15j 0.0074316+8.95981e-16j -0.0117233-1.57618e-15j 0.0119771+1.70859e-15j 0.000806493+1.75571e-16j -0.00209601-2.6741e-16j -0.00319848-1.14065e-15j -0.016097-2.57174e-15j -0.00742345-2.65059e-16j 0.0155153+2.53679e-15j 0.0083969+1.50808e-15j 0.00247049+1.501e-16j 0.0109341+5.56806e-15j -0.00140941-2.16554e-15j -0.00342087-2.44502e-15j 0.00494909+8.99399e-16j 0.00120731+1.96402e-16j -0.012132-1.88392e-15j -0.00747937-1.07978e-15j -0.0165972-2.63264e-15j 0.000444367-3.06478e-17j -0.00444778-6.80402e-16j -0.00198124-5.70493e-16j -0.0108608-1.88709e-15j 0.00222983+3.44798e-16j 0.00456922+8.64908e-16j -0.00316623-7.48918e-16j 0.0102383+1.57721e-15j 0.00863566+6.59988e-16j 0.00813772+1.12721e-15j 0.00577632+9.50104e-16j -0.00349343-4.92762e-16j 0.00272656+6.40155e-16j 0.00773814+1.33705e-15j -0.00213393-3.13209e-16j -0.00237148-4.04145e-16j -0.0111788-1.9322e-15j -0.00285028-4.18239e-16j -0.00275299-4.56841e-16j -0.00330886-5.31723e-16j -0.00571939-8.98919e-16j -0.0018136-1.48959e-16j 0.00432624+6.779e-16j -0.00356561-5.37486e-16j -0.00825378-1.38864e-15j -0.00107245+1.21751e-18j -0.00609849-9.99588e-16j 0.00841378+1.21224e-15j -0.000798034-5.19234e-17j -0.0146509-2.43613e-15j -0.00290556+6.86103e-15j -0.0145438-3.44895e-14j 
0.00905584+6.70791e-15j -0.000284915+1.48454e-15j -0.0086967-9.6042e-17j 0.00356931+3.67673e-17j 0.00456302+7.21899e-17j 0.00282398+4.71063e-17j -0.00997741-1.02019e-16j 0.00694056+8.55611e-17j 0.00594286+2.37923e-17j -0.0123779-8.70984e-17j -0.000694442-4.02859e-17j 0.00035064-4.40692e-17j 0.00712373+4.04395e-17j 0.0104475+6.47339e-17j -0.000652233-3.05249e-17j 0.00452714+2.51721e-16j 0.00192766-2.38564e-17j 0.00139972-1.27415e-16j 0.00462101-1.7421e-16j -0.00514874+2.415e-17j -0.0124889-1.44138e-16j 7.44447e-05-1.19305e-17j -0.00380964-4.94062e-18j -0.00169344+5.71448e-17j -0.00374139-8.49192e-17j -0.000462526+9.99539e-17j 0.00411731-1.26263e-16j -0.00357062+1.44667e-16j 0.00963682+5.8701e-17j -0.00116027-4.62672e-17j 0.0011712+6.16617e-17j 0.00495591+1.59744e-15j -0.00833893-1.24944e-16j -0.00821352+7.30586e-16j 0.00717016-7.6096e-17j 0.000644528-2.66994e-17j 0.00954529+2.82778e-16j -0.00468159-7.42912e-15j 0.00963712+1.1885e-14j -0.013864-2.69429e-14j 0.00600543-6.21791e-18j -0.00508515-2.50838e-16j -0.00862044-6.75872e-17j -0.00178262+1.42134e-16j -0.0108361+5.58612e-18j 0.00676443+2.08245e-16j -0.00397565-5.23799e-17j 0.00300612+1.93454e-17j -0.0038113-2.34305e-17j 0.00430184+1.1121e-16j -5.1391e-05+4.61611e-17j 0.00431903+3.27499e-16j 0.00844723+1.48147e-18j 0.000335575-6.28785e-17j 0.00335921-4.6223e-17j 0.0022441-6.74808e-18j 0.00442722+3.45804e-17j -0.00758411-8.4697e-17j 0.00539589+3.65683e-17j -0.00513701-8.73794e-17j -0.00268269-1.41271e-17j -0.00795522-2.35972e-16j -0.0033507+1.11358e-17j 0.00874906-6.49932e-18j 0.00446642+6.37124e-17j -0.00986096-7.12256e-17j -0.00627066-1.85637e-17j -0.00206389-4.86492e-17j -0.00194026-4.46414e-18j 0.000979494+4.93285e-17j -0.0112391-1.37734e-16j -0.00216355+6.64566e-17j 0.0113697+1.061e-16j -0.0018483-3.76932e-17j -0.00789308-4.86258e-18j 0.000568544+4.11931e-15j -0.0078806-1.85555e-14j 
-0.0104819-5.16733e-15j 0.0157143-1.16735e-15j 0.00675421-7.1583e-18j -0.0024208-7.06649e-17j 0.0164872-2.82327e-17j 1.56971e-05+3.71889e-20j -0.00497312-6.52734e-17j -0.00302338+4.65279e-17j 0.000491222-2.34224e-17j 0.00291483-3.01112e-17j -0.00857294+2.57579e-17j -0.00256027-2.68222e-17j -0.0114999+4.53262e-17j 0.00406778+1.89992e-18j -0.00222162+5.63955e-17j -0.0124296-5.88352e-16j 0.00249987+2.91861e-18j 0.00382104-3.6634e-16j -0.00586175+9.17469e-17j -0.00450657-1.2898e-16j 0.00623458+4.45216e-17j -0.00510682+3.33871e-17j 0.0195712-5.43137e-17j 0.00352988-2.67284e-16j 0.0153774+3.17803e-16j 0.00432795+2.40839e-17j -0.00356571+1.14684e-16j 0.000164258+2.68226e-18j 0.00598989+6.15825e-17j -0.0105993-7.7342e-17j 0.00182309-4.1174e-17j -0.00207046-8.55301e-16j 0.0177191+3.21296e-17j 0.00854771-8.9461e-16j -0.0166845+1.28504e-16j 0.00485065-5.42536e-17j 0.00543989+8.70221e-17j -0.00120315-5.27226e-15j 0.0110591+8.03934e-15j -0.00772184-1.77034e-14j 0.00851917+7.3011e-17j 0.00505046+1.61065e-16j 0.0079632+3.93043e-18j 0.0158748-2.73629e-16j 0.00903809-1.34918e-16j -0.00224929-2.11505e-17j -0.00685676-7.18673e-17j 0.00958198+1.14855e-17j 0.0165285+6.93354e-17j -0.00205563-2.52487e-17j -0.00103212-3.38101e-17j -0.00246177-1.42682e-16j -0.00550224+6.28762e-17j 0.00196815-2.32993e-16j 0.00159761+6.42163e-17j -0.00111414-8.74771e-18j 0.00203464+3.41191e-17j -0.0064746-4.63942e-17j -0.00636328-5.48232e-17j -0.00298873-1.16278e-16j 0.0105268+6.0304e-17j 0.00176966+4.04353e-17j 0.00455466-4.93597e-17j -0.00315953+1.03251e-16j -7.99473e-05-3.7962e-17j 0.00833468-5.52209e-17j 0.00548915-7.35935e-17j -0.0127943+2.86652e-17j 0.00266827-7.45893e-19j 0.00181783+4.39207e-17j -0.00915026-1.41045e-17j -0.00059482+7.70614e-17j 0.00345537+6.54831e-17j 0.00229442-4.70912e-17j 0.0134347-4.23213e-17j -0.015136-5.24574e-15j 0.00685233+2.36131e-14j 
-0.00865667-7.57557e-15j -0.00763925-1.71614e-15j 0.0124116-4.08765e-17j 0.00070299-4.17362e-17j 0.00389901-5.42396e-17j -0.00514733+5.26698e-17j -0.00185333+5.14953e-17j -0.00138886+5.01701e-17j -0.00288176+8.51312e-17j -0.00299979-1.97146e-17j 0.000538614+6.4406e-18j -0.00994679+4.60095e-17j -0.00282554-3.29385e-17j 0.00689749-1.36749e-17j -0.00162284-1.63643e-17j 0.00560299+3.76833e-16j 0.00255014+1.47168e-18j 0.0124218-1.39234e-15j -0.00576808+4.63018e-17j -0.00627196+6.41534e-17j -0.00754802-6.50575e-17j 0.000673929-2.14113e-17j 0.00187542-2.69441e-17j -0.00516058+2.07229e-16j 0.00853369+9.67783e-17j 0.00204311-8.80659e-17j -0.0141004+4.25935e-16j 0.00953963-4.91975e-16j -0.00768127+1.81711e-16j 0.00307622+4.56761e-17j 0.0057243-7.17369e-17j -0.000797584-4.59512e-16j 0.0123119-9.58118e-17j -0.000368162-5.3268e-17j -0.00809295+7.6032e-17j -0.0070056-1.47238e-16j 0.0101736+2.7437e-16j -0.0128041-7.20978e-15j 0.0105864+5.73095e-15j 0.00249255-4.50794e-15j -0.00360054-1.28559e-16j -0.00303478-1.05689e-16j 0.0063623-5.45413e-17j -0.000988801-1.90527e-17j 0.00437176-3.88034e-17j -0.0046708-4.68691e-17j 0.00518784-4.29821e-17j 0.00379954+4.85619e-17j 0.00947186-1.33696e-16j -0.00340086+8.32927e-17j -0.00132749+2.91238e-17j 0.00340006+1.78484e-16j -0.0013323-1.32128e-17j -0.0139549+1.2143e-15j -0.000727866+5.08079e-17j -0.00613341-2.27836e-17j 0.00390522-4.35058e-17j -0.0130393-8.54729e-17j -0.011958-1.14308e-16j 0.000358937-7.73366e-17j -0.00339268-3.92425e-17j 0.00085398-6.75883e-17j 0.00132585-1.94781e-17j 0.011921-2.03552e-16j 0.00356864+2.03317e-17j -0.000214736-5.24329e-17j -0.00777661+1.56692e-17j -0.00568217+7.40323e-17j 0.00199272-9.09616e-17j 0.00282471-2.90908e-17j 1.21556e-05-3.78525e-17j 0.00574977-5.96366e-17j 0.000126388+4.86388e-18j 0.00816097-7.29247e-17j 0.00634264-9.14274e-17j 0.00632296-5.04511e-15j 0.0112611+2.26959e-14j 
0.0129954+5.65908e-15j -0.0240552+1.24664e-15j -0.00557689-3.6256e-17j 0.00168464-6.50036e-18j -0.0113945-2.75903e-17j 0.00370824-5.7642e-18j -0.000831394-4.10667e-17j 0.0108425-5.63308e-19j 0.00532518-1.45411e-16j -0.00602324+4.12022e-17j 0.00382071-5.58064e-17j -0.00369285-6.54401e-17j 0.0170778+4.27671e-17j 0.0101338-9.4029e-17j -0.0032695+3.46707e-18j 0.0165002+7.67326e-16j -0.00682021+1.28231e-17j -0.0036999+4.72697e-16j 0.00227422-1.62848e-17j 0.00622658-9.27234e-17j -0.0188761-2.78802e-17j 0.00236762+9.77789e-17j -0.0223071-4.77861e-17j -0.00412297+1.09217e-16j -0.0131006-3.05411e-16j -0.00178527+1.24794e-16j 0.00751403-1.21902e-16j -0.00146713+1.89726e-16j -0.00684668-5.05971e-17j 0.0157712-9.08294e-17j 0.00614328-3.44071e-16j 0.0110949+3.28951e-15j -0.0176683-2.75396e-16j -0.0050621+4.87383e-16j 0.0149901-9.30439e-17j -0.00673488-2.44375e-16j 0.00137799-1.05307e-16j -0.00286241+1.13585e-17j -0.00838002+1.09138e-15j -0.00538874-4.16737e-15j -0.0078809-1.42119e-17j -0.0143955-4.32691e-16j -0.00284699-1.87319e-16j -0.00868111+2.07692e-16j -0.00463726+4.91864e-17j 0.0127963+2.67797e-16j -0.00344178+3.16529e-16j -0.0109563-2.88069e-17j -0.022577-4.28758e-17j 0.00638228+1.02596e-16j -0.00545748+2.0642e-16j 0.00535797+3.81234e-16j 0.00128984+1.10187e-16j -0.00358657+3.33788e-16j -0.0136128+5.86686e-17j -0.000910158+3.22296e-17j 0.00588857+8.2027e-17j 0.000175605+5.52383e-17j 0.0076777+1.35779e-16j 0.00122634-2.38319e-17j -0.0145847+4.3817e-19j -0.00296336+1.48341e-16j -0.00581959-2.03126e-19j 0.0078559+2.62683e-17j 0.0158073-1.86077e-16j -0.0161736-1.23263e-17j -0.00587947+3.56502e-17j 0.0078683-1.38058e-17j -0.00584599+1.13982e-16j 0.0030591+7.26364e-17j -0.00281317+7.04211e-17j -0.00138642+3.71216e-17j -0.00306025-4.41182e-18j -0.00437977-1.62011e-17j -0.0133761+1.48304e-18j 0.0242049+6.1492e-15j -0.00655253-2.75942e-14j 
-0.00636873-8.0727e-15j -0.0207619-1.85085e-15j 0.0113397-3.64513e-17j 0.00286718-1.02311e-16j -0.00586872-8.35296e-17j -0.00897688+2.39593e-17j -0.00628636+2.62133e-17j -0.00552428+1.1194e-16j -0.0131454+1.24088e-16j -0.00136404-2.09465e-17j 0.000624047+1.08267e-16j -0.0132211+5.45313e-17j 0.0207122-3.11514e-17j -0.00164981+3.55231e-17j 0.000908318+9.26104e-18j -0.00713739-1.78839e-16j -0.00972001+1.10683e-16j 0.00366244-4.35169e-16j 0.00157275-1.03673e-16j -0.0118777+1.0956e-16j -0.00276704-1.06174e-16j 0.00608117-3.15007e-17j -0.0175768-1.18283e-16j -0.00528084+2.81636e-16j -0.00393075-1.60137e-16j -0.000561111-1.19269e-16j 0.000983997+1.82535e-16j 0.010133-2.00382e-16j -0.0207672-1.84925e-17j 0.00646957+1.4943e-16j -0.0195834+4.34377e-16j 0.00473246+1.38808e-15j 0.00261992-1.73292e-16j -0.00504617+3.36046e-16j 0.00659118-6.91252e-17j -0.0171038-2.64308e-16j -0.00640639-2.13832e-19j -0.000911727-3.83492e-17j -0.00121316-2.52038e-16j -8.08116e-05+3.54398e-16j 0.00933195-4.96454e-17j 0.00435026+8.77168e-17j 0.0047481-6.30296e-17j -0.0108119+4.87092e-17j 0.00478958+7.28831e-17j -0.000381065+1.74646e-16j 0.0253949+3.07349e-16j -0.015962+2.00783e-16j 0.00152987-2.36575e-16j -0.00995312+6.13772e-17j 0.00129725-8.8275e-17j -0.0055839-1.70886e-16j -0.000206661-1.24476e-17j -0.00576391+4.78457e-16j -0.00254112-2.74319e-17j 0.00253395+1.50551e-17j 0.0196567-1.01642e-16j 0.0076514-3.7402e-17j -0.00532736+1.35206e-17j 0.00380672+2.21845e-17j -0.00686607-1.22565e-16j 0.0143773+3.17704e-16j -0.00617677-4.49313e-17j 0.0207471-2.56976e-16j 0.000816967+5.20691e-17j -0.00102963-7.65536e-17j -0.00478789-6.60269e-17j -0.00582645+1.62866e-16j 0.0134748-1.52387e-16j 0.00597258+2.29789e-17j 0.00861755-6.24673e-17j 0.00826484-3.94714e-17j -0.00115959+1.06462e-18j 0.0105212-1.11204e-16j 0.000106985-5.2905e-17j 0.0188495-4.52836e-15j 0.0130786+2.04877e-14j 
0.0257297+2.04415e-14j 0.00835451+4.5501e-15j -0.0289853-1.2273e-16j -0.000390907+1.32762e-16j -0.0104995+3.98833e-17j 0.0159561-1.10162e-17j 0.00765177-8.66774e-17j 0.0145489-2.11462e-17j 0.00775883-5.38777e-17j -0.0016967-1.91333e-17j -0.00286374-8.47163e-18j 0.0149651-2.55162e-17j -0.0105929+1.30562e-16j 0.00571604-6.49034e-17j 0.0070843-5.17477e-17j 0.0174559+7.43989e-16j 0.00913025-8.26679e-17j -0.00239687+2.13707e-16j 0.0152715-3.25032e-16j -0.00922776+5.71094e-17j 0.00510601+1.031e-16j 0.0109669-3.57511e-17j 0.000704936+3.14151e-18j -0.021449+9.33935e-16j -0.0100942-2.7429e-16j 0.0124699+1.90828e-16j 0.00292175-2.23897e-16j -0.0058863+1.85606e-16j 0.0312445+8.6971e-17j -0.0159529-1.19235e-16j 0.0180299-2.84116e-16j -0.00862087-1.9077e-15j -0.0236975+1.05035e-16j -0.00667771+5.28464e-16j 0.0114899+9.58368e-18j 0.00239987+2.64022e-16j -0.0136953-3.45138e-17j -0.030725-1.05175e-14j 0.00947251+3.42145e-15j 0.0158376+1.22851e-14j -0.00404-7.65001e-17j -0.0162641-5.79819e-16j -0.0313521-1.72837e-16j -0.00329213-3.96702e-17j -0.0300262+3.3639e-17j 0.000741039+7.6359e-17j 0.00113474+1.40776e-16j 0.0111288-1.8929e-16j -0.0166908+3.52282e-17j 0.0268706+3.20994e-16j 0.0241378+3.18335e-16j 0.0194706+1.30847e-15j 0.0205562-9.26096e-17j -0.00588262+4.99898e-16j 0.0123721+3.34016e-19j -0.00214741-1.01167e-17j -0.0160143+2.58406e-18j -0.00789971+1.46285e-16j 0.024724+1.8541e-16j -0.0219791-2.1246e-16j 0.00932686+3.90685e-17j 0.000153769+1.31479e-16j 0.00039621-5.14294e-17j -0.00802457+1.73267e-16j -0.0190161+7.94586e-17j -0.016177+3.72315e-17j 0.000845186+3.57098e-17j 0.0185671-5.75045e-17j -0.0163659+1.44419e-16j -0.00263791+7.8405e-18j 0.000126414-9.6804e-19j -0.00991541+3.01014e-17j 0.00408495+1.19469e-17j -0.0202603+4.94356e-17j -0.0239502+4.75671e-17j -0.00576706+1.52465e-14j -0.0309534-6.86148e-14j 
-0.0100393-1.01966e-14j -0.0159163-2.19466e-15j 0.0158807+1.87782e-16j 0.000354256-4.29212e-17j -0.0054388+1.17467e-16j -0.00785741-1.01601e-16j 0.00509861-1.02969e-16j -0.00467569-1.04607e-16j -0.00590026-1.80314e-17j 0.00172726-2.32325e-17j 0.0056991-2.96084e-17j -0.009668-6.68503e-17j 0.000415056+7.8218e-17j -0.000913889-4.4941e-17j -0.00127367-5.57757e-17j 0.00796684+2.09913e-16j -0.000760812-3.39704e-17j 0.00911067-1.00334e-15j -0.0067666+4.53797e-17j 0.00115212-4.22048e-18j -0.00553336-5.33403e-17j 0.00131772-8.46663e-17j -0.00599581+2.09505e-17j -0.0026366+3.02728e-16j 0.0033607+1.01347e-16j -0.00205162-1.91831e-16j -0.0139276+4.75687e-16j 0.0107081-4.8006e-16j -0.0184212-3.84507e-17j 0.0114392+7.95977e-17j 0.00296231-3.75957e-16j -0.0010217-4.23014e-16j 0.0093913+1.25642e-16j 0.000515281-8.3114e-17j -0.00415815-3.33147e-17j -0.00879881-1.86846e-16j 0.00475503+1.97235e-16j -0.00472437+1.22834e-15j -0.00184072-4.93612e-15j 0.0107848+1.59406e-14j -0.0109378+8.7738e-17j -0.00140008+1.78444e-16j 0.0103502+1.44172e-16j -0.00733194+1.09995e-16j 0.0085694+1.81091e-16j -0.00641359-1.07628e-16j 0.00838701+8.20474e-17j -0.00378503+7.72599e-18j 0.00384561+9.9497e-17j -0.00732911-2.14399e-16j -0.0043126-1.54262e-16j -4.80687e-05-2.14842e-16j -0.00545774-8.85857e-17j -0.0133569+1.29838e-15j -0.00520838+6.26808e-17j -0.00626471+6.93628e-17j 0.00174842+1.72284e-16j -0.00481661+1.24849e-17j -0.0138389-2.47369e-16j 0.00731322+1.44498e-16j -0.00873435-5.43622e-17j 0.00264769+2.75776e-17j 0.000743193-3.05849e-17j 0.0087137-5.52686e-17j 0.00449032+6.45633e-17j 0.00218982+1.13257e-16j -0.0071293+2.99269e-17j 3.70597e-05-1.56792e-16j 0.0027043+1.20408e-16j 0.00116721+1.2506e-17j 0.00959871-7.0071e-17j 0.0075725-3.58802e-17j -0.00782374+4.61384e-17j 0.00978207+1.08667e-16j 0.0058639+1.21119e-16j 0.0140003-5.85353e-15j 0.0143996+2.62577e-14j 
