-0.0187916+3.66923e-17j 0.0406673+6.91633e-18j -0.00385486-2.87956e-18j 0.00239797+1.77273e-17j 0.013692-5.06348e-18j -0.00260461+1.8323e-17j -0.0237847+5.19488e-18j 0.021128+1.9724e-17j 0.00229339+3.57502e-18j -0.00770498-1.54001e-17j -0.00179823+4.19277e-18j 0.00145588+1.07264e-17j 0.0141249-9.38727e-18j -0.0142736+5.80355e-18j -0.00385729+1.06894e-17j -0.000990698-3.08609e-17j -0.00632393-2.97824e-17j -0.0143512+3.08672e-16j -0.00835948+1.06407e-16j 0.00118845+1.46997e-16j 0.0277356-3.18282e-17j 0.00471787+2.24501e-16j -0.00150342+1.81769e-17j -0.000867689+5.51169e-17j 0.013015-3.1292e-17j 0.00226451-1.61232e-18j -6.61154e-05-5.08958e-17j -0.0124036+3.86346e-16j -0.0103726+3.49088e-16j 0.0121444-2.91243e-16j 0.0147588+5.20503e-16j 0.00106464-7.64281e-17j -0.00131544+6.63042e-17j -0.00111892-1.14857e-16j 0.00190721+1.34508e-15j -0.00132002-1.09914e-16j 0.0053429+2.12553e-16j 0.00609185+1.33726e-16j -0.00561622-1.14852e-16j 0.0144814+1.20163e-15j -0.000258801+1.90308e-15j -0.00339832-2.45711e-16j -0.0253795-1.54966e-16j -0.0130143+4.46161e-16j -0.0116228+2.04704e-15j 0.000239028+1.10234e-16j 0.0169451+4.72464e-16j 0.0125223+3.51274e-16j 0.0216428-2.07785e-15j -0.00634918-1.41343e-16j -0.00394651+5.23663e-17j -0.0165489+3.93408e-17j -0.00178696+3.8742e-17j 0.0107416+1.23763e-15j -0.00268913-1.94413e-16j 0.00327574+2.28093e-15j -0.0142597-4.40173e-17j 0.0198641-8.23276e-17j -0.0097061+5.94381e-17j 0.00803216+1.18382e-17j -0.00703232-2.15746e-17j 0.0155815-3.50318e-17j 0.0127221-1.59748e-18j 0.00488195-1.57439e-18j -0.0165116-1.79e-17j 0.0283389-1.14751e-17j 0.00810936+4.15851e-19j -0.00133976-2.78166e-18j -0.00652234-2.26511e-17j -0.0126047-5.98081e-18j 0.0429617-2.90325e-16j 0.00819436+6.59293e-16j 
-0.0110221+1.10806e-15j 0.00924914-1.11233e-16j -0.0120218+5.75923e-16j 0.00302558-9.67328e-17j 0.0149318-7.55015e-16j -0.00804565+4.45581e-16j -0.00608418+2.88609e-16j 0.00355956+6.07285e-17j -0.00385639+2.5572e-16j 0.00243435-4.44931e-16j 0.00368123-2.9083e-16j -0.00153624-2.26799e-17j 0.00331365-1.09038e-16j 0.00114561-1.11056e-16j -0.00595078+5.66366e-16j 0.00629062-5.67743e-16j 0.000561479-2.49632e-16j 0.000392147+1.32514e-16j -0.00352674+2.30747e-16j 0.00375896-5.26151e-17j 0.0166613-7.6949e-16j 0.00234825-8.67489e-17j -0.00359721+6.72375e-17j 0.00639578-5.98796e-16j 0.0081544-3.62697e-16j -0.00629586+1.85929e-16j 0.00452249-3.48491e-16j -0.00164401+4.16729e-16j -0.00121452+1.57246e-16j 0.0112547-5.45807e-16j 0.00969841-9.31711e-17j 0.00840879-5.65748e-16j 0.0031268-5.11187e-16j -0.00932111+5.07408e-16j 0.00755536+4.90835e-15j -0.0023239-1.72654e-16j 0.0044806-2.42348e-17j -0.00286507+1.3862e-16j -0.000902414+1.01987e-16j 0.00409073+1.22879e-15j 0.00761491+1.89878e-15j -0.00292928+4.86603e-17j -0.00917691+3.66504e-16j -0.0111729+7.36301e-16j -0.00197676+8.70773e-16j 0.000655866+1.05614e-16j 0.00502197-8.2846e-17j 0.00431572-1.72168e-16j 0.0149437-2.47668e-15j 0.00715852-6.81291e-16j 0.00911872-6.36127e-16j -0.006245+2.57093e-16j 0.00784201-5.38798e-16j 0.0198548+1.17533e-15j -0.00999324-1.41846e-16j 0.000445081+3.93932e-16j -0.00312722+1.84809e-16j 0.00535293-5.01683e-16j -0.0109385+5.73421e-16j 0.0013677+4.91661e-17j 0.00324003-3.99081e-16j 0.00125445+4.00409e-17j -0.00306609+4.03589e-16j -0.00302618+2.88865e-16j 0.00676211-5.09605e-16j 0.0134808-6.5962e-16j 0.0088145-4.56989e-16j 0.00485526-2.09094e-16j -0.0112681+5.70551e-16j -0.0134721+6.69888e-16j 0.0121874-8.16823e-16j -0.00501427+9.51941e-16j 
0.00763621-1.40883e-15j 0.0168728-9.92066e-16j 0.0210137-4.58042e-16j -0.0116704+6.80566e-17j -0.0146611+4.4745e-16j 0.0151353-3.34394e-16j -0.0153573+2.94921e-16j 0.00129677-6.8417e-17j 0.00313504-1.60829e-16j -0.0149603+1.78724e-16j -0.00716757+3.10847e-16j 0.00311028-4.14871e-16j -0.00256751-2.42228e-17j -0.00624017+4.65714e-16j 0.0090801-3.72642e-16j -0.00577543+1.22762e-16j -0.00480539-1.40739e-16j -0.00924103+6.62797e-16j -0.0101656+5.24225e-16j -0.0130355+1.04768e-16j -0.00400241+1.15611e-16j -0.00655898-4.31239e-16j 0.010013-6.52127e-16j -0.0158288+4.57448e-16j -0.00574573+2.33511e-16j 0.00881595+1.35157e-16j -0.00628533-1.34612e-16j -0.015649+7.51308e-16j -0.000172061+1.47662e-16j -0.012801+1.99723e-16j -0.0113787-2.57438e-16j -0.00278652-1.10933e-16j -0.0124179+9.20063e-19j 0.00792132-2.94471e-16j -0.00263296-1.28522e-15j 0.00241794-3.81433e-17j 0.00307168+8.83409e-17j -0.00305499-1.31222e-16j -0.0051193+1.14113e-16j 0.00686497-2.39526e-15j -0.0224638-2.91708e-15j 0.000975443+5.69968e-16j -0.00201511-5.14101e-17j 0.0118335-3.23385e-16j 0.0018458-2.83578e-16j -0.00933092+2.55147e-16j 0.00830367-6.47365e-17j -0.00410722+1.6121e-16j -0.0040228+3.81555e-16j -0.0187712+2.57363e-16j -0.0113514+6.04372e-16j 0.000621061-1.17031e-16j -0.0154451+3.97432e-16j -0.0285582-3.00525e-15j 0.0174915+5.56391e-16j -0.00775683-5.50133e-15j 3.00945e-06+5.80213e-17j 0.00598155-2.17569e-16j 0.00289464-2.73689e-16j 0.00320405-1.70273e-16j -0.00263377+1.13443e-16j 0.0106377-3.6802e-16j 0.0128186-3.10964e-16j 0.00298439-1.98364e-16j -0.0209569+6.69419e-16j 0.000621245+7.66521e-17j -0.0123426+2.27988e-16j -0.0177905+2.8013e-16j 0.0121897-3.10748e-16j 0.0201825-3.15078e-16j 0.0121031+1.93968e-17j 0.017569-1.16214e-15j 
0.0022955+8.89565e-16j -0.0141788-2.95787e-15j -0.00547709-1.34083e-15j 0.000422433-1.44672e-16j 0.00214435+8.0591e-16j -0.00379708-8.2136e-16j 0.00688528+1.41747e-15j -0.00916847-2.15533e-15j -0.00388807-1.08495e-15j 0.0045373+8.43162e-16j 0.00178878+7.15101e-16j 0.000904633-4.36781e-16j -0.00591883-1.43913e-15j 0.00722897+2.09411e-15j 0.000558957-1.87842e-16j 0.00618516+1.27083e-15j 0.00525709+7.78153e-16j 0.00629782+1.79269e-15j -0.00139921-1.05173e-16j 0.001169+1.41561e-16j -0.0032687-3.59686e-16j -0.000718427-5.52161e-16j 0.00224076-1.87602e-16j 0.00431089+7.42728e-16j -0.00238939-2.44013e-16j -0.00697545-1.57887e-15j 0.00320311+7.60357e-16j 0.00123516+7.7512e-16j 0.00337213+1.17333e-15j 0.000931662+4.27491e-16j -0.00215189-5.47437e-16j 0.00910085+1.77125e-15j 0.00344708+7.09913e-17j -0.00738378-1.64735e-15j 0.00103283+2.02947e-15j -0.00142046-3.70804e-16j 0.000685306+4.36863e-16j -0.00674976-1.88369e-15j 0.00277162+5.48039e-16j -0.00411661-8.47232e-16j 0.00233636+8.69198e-16j -0.00399885-1.29929e-16j 0.00825222+1.59529e-15j -3.02886e-05-2.16862e-16j 0.00353987+9.41438e-16j -0.00105526-2.98081e-16j -0.00479378-1.11917e-15j -0.00557468-1.27022e-15j 0.0010179-1.51906e-16j 0.00874511+1.68759e-15j 0.00605122+2.06134e-15j 0.00652229+1.04416e-15j 0.00496079+1.29684e-15j 0.00818792+2.69739e-15j -0.00506-1.5077e-15j -0.00119332-1.48827e-15j 0.00655079+1.48929e-15j -0.00688367-1.58014e-15j -0.00245141-1.02141e-15j -0.00221905-6.48326e-16j 0.00617415+1.56937e-15j -0.00549592-1.45943e-15j -0.00806743-1.89911e-15j -0.00426533-1.22457e-15j 0.0114661+3.02256e-15j -0.00599844-1.0441e-15j 0.00175312+3.12197e-16j 0.00341355+5.76765e-16j -0.00383199-1.12441e-15j -0.00200934-3.8713e-16j -0.013488-3.02779e-15j -0.00724421-1.51853e-15j 
0.00200228+2.72371e-16j -0.00409453-1.52322e-16j -0.00327893+3.85306e-16j -0.00565348-1.67467e-16j 0.00636656-4.45583e-16j -0.00026968+2.38818e-16j -0.00102918-2.40989e-17j -0.00604662-2.31397e-16j -0.00593647+4.23734e-17j -0.00367847-1.23019e-16j 0.00571211-2.19945e-16j -0.0111444+2.45951e-16j -0.00570126-2.03669e-16j 0.0124933-1.05128e-16j -0.00422682+3.64532e-16j 0.00156118+1.67718e-17j -0.00547013+2.0347e-16j 0.0114828-3.22786e-16j 0.00173642-3.47347e-16j -0.00301641-3.01129e-16j 0.00544769-4.07586e-16j -0.00860713-2.45951e-16j -0.0102806+5.66309e-16j -0.00295316-1.5854e-16j 0.0030523-3.53115e-16j -0.00150106-5.41246e-17j -0.000610427+3.12978e-17j 0.00841521-6.47547e-16j 0.00908097-1.82404e-16j 0.000876524-1.7231e-16j -0.000882451-3.47031e-16j -0.000408289+3.23838e-16j -0.0108258+1.71094e-16j -0.00553464+3.65033e-17j 0.0200661+1.36384e-14j -0.00150334-2.88471e-16j 0.00608383+1.79349e-16j -0.0094122-3.1048e-16j -0.00184853+8.47499e-17j 0.00134329+7.13135e-16j 0.00613495+6.85212e-16j 0.0102587-3.91766e-16j -0.000838509+3.91555e-16j -0.000703333-1.16852e-16j 0.0147807-2.18761e-15j -0.00174398-2.42629e-16j 0.000626073-5.81392e-17j -0.00195713-3.35041e-16j -0.00332373+2.64548e-16j -0.00270447-2.31137e-17j 0.0157424-4.38852e-16j -0.00330841+3.18459e-16j 0.00446239-2.9281e-16j -0.000691356-4.79862e-16j -0.00315603+1.57383e-16j -0.00842123-6.01124e-15j 0.00426448+1.93187e-16j -0.00447025-1.11738e-16j -0.0106819+2.42315e-16j -0.00338881+6.4055e-17j 0.00664523+1.39328e-17j -0.00522164+1.03583e-16j -0.00420165+8.07618e-17j -0.00705665+6.2552e-17j 0.0120998-2.75563e-16j 0.00304208-3.51285e-16j -0.00132604-2.40159e-16j -0.00356622-2.22535e-16j -0.00600117+2.85519e-16j 0.0020915+4.04366e-16j -0.00462857-2.33288e-16j -0.00189387+1.70258e-16j 
-0.00116771-3.81052e-17j 0.00807385-6.09383e-16j 0.00388174-1.6223e-16j 0.00120427-2.84855e-16j -0.00359732+2.68456e-16j 0.00258651-8.26794e-17j -0.00320123+8.5121e-17j 0.00846054-7.57494e-16j 0.00419831-3.94371e-16j -0.00641662+4.10869e-16j -0.00439766+4.15005e-16j 0.00170214-2.63466e-16j 0.00427711-4.26328e-16j -0.00675432+6.6802e-16j 0.00516515-5.38611e-16j -0.00552464+4.93196e-16j -0.00369553+1.94603e-16j -0.00434249+4.35477e-16j 0.000135458-4.07454e-17j 0.000244074-1.75991e-16j -0.000159608+6.64205e-17j 5.03742e-05-1.63826e-16j 0.000724097-1.33775e-16j -0.00483184+3.36033e-16j 8.14927e-05-6.62669e-18j 0.00391869-1.05736e-16j -0.00500588+3.11917e-16j -0.00103546+7.48511e-17j -0.00546149+5.95757e-16j -0.0011627-1.40638e-16j 0.00102833-1.20682e-16j -0.00534151+3.17989e-16j -0.00347581+1.4901e-16j 0.00471494-4.40542e-16j -0.00695751-4.02465e-15j -0.000817357+1.87786e-16j -0.00162731+1.86473e-16j 0.005095-4.48628e-16j 0.000332245-1.92508e-16j 0.00332043-5.50764e-17j -0.00115112+1.68403e-16j -0.000807565+2.05867e-16j -0.00268181+1.16811e-16j 0.00206017-3.01366e-17j -0.00275623+7.33423e-16j 0.00224885-2.67921e-16j 0.00204653-1.86515e-18j 0.0010673-4.28151e-17j -0.00314599+5.75982e-16j -0.00704419+3.92013e-16j -0.0098912+1.01191e-15j -0.00131235+5.57012e-17j -0.00643847+4.95254e-16j -0.00760214-5.23083e-16j 0.00283026+9.34143e-17j 0.00423228+2.43715e-15j -0.00238363+1.94088e-16j 0.000869575+1.87971e-17j 0.00388163-4.53818e-16j 0.00334125-3.32219e-16j -0.00741413+7.1396e-16j 0.00601865-4.76695e-16j 0.00849811-6.72904e-16j 0.00562721-5.59856e-16j -0.0111984+8.98047e-16j 0.00126266-9.9717e-18j -0.00103418-3.38749e-17j -0.000719051-1.66434e-16j 0.00450266-3.39353e-16j 0.00171104+6.26896e-17j 0.00750968-4.72507e-16j 0.00467583-3.28422e-16j 
0.00941191-4.52458e-16j -0.00421128-9.80607e-16j 0.00932259-1.41419e-16j -0.0118949+7.42622e-17j -0.00559638-7.33162e-17j 0.00737148-1.07469e-16j -0.005174+4.87055e-16j -0.0153425-5.93449e-17j -0.00559765+1.23642e-17j -0.00224201-1.30268e-16j 0.00163206-2.67199e-17j -0.00106062-1.91078e-16j -0.0114013-1.18415e-16j 0.00906807+2.65451e-16j 0.000226759+2.80132e-16j 0.00547423-1.90298e-16j 0.00246572-1.18499e-16j 0.00285455+4.5556e-16j -0.00868998+3.83727e-16j -0.0109988+4.0431e-17j -0.00409626-3.89589e-16j -0.00714046-4.76615e-16j 0.00664407-2.96493e-16j -0.00516682-1.58882e-17j -0.00558449-6.13996e-17j -0.00119031-7.72308e-17j 0.00276467-2.21562e-16j -0.00942932+5.56167e-16j 0.0101111-6.21623e-17j -0.00863188+1.73984e-16j -0.0119923-6.0248e-16j 0.00857011-4.59163e-17j -0.00573181-2.92196e-16j -0.00371102+2.93271e-17j 0.0105621+7.35762e-15j 0.00226607-2.85064e-16j 0.00580603+3.60314e-17j -0.0136644-2.75594e-16j -0.00365662+3.9401e-16j -0.000570805-2.13946e-15j -0.0149581-2.64947e-15j 0.00181684+3.7295e-16j 0.00570252+4.17827e-16j 0.00706517-1.18378e-16j 0.00912671-1.17529e-15j -0.0113547+2.0188e-16j 0.0018665-4.07462e-16j -0.00764816-3.05267e-16j 0.000432176-6.13775e-16j -0.00263627+2.37241e-17j 0.008873-1.1066e-16j 0.00478247+1.91059e-16j -0.00129392-4.06356e-17j -0.0101416-1.38971e-15j 0.00800862+2.10332e-16j -0.0138335-9.60621e-15j 0.00682854+3.01032e-16j -0.000177673-5.99489e-16j -0.00528333+1.35576e-16j -0.00341043-2.32884e-17j 0.0114401-1.74359e-16j -0.0026696-2.23681e-16j -0.00505735-2.01599e-17j -0.00799734+6.70478e-17j 0.0046801+2.62485e-16j -0.00372441-4.27307e-16j -0.00834721-3.82438e-18j -0.0127104+2.36807e-16j 0.00158682+5.78313e-17j 0.0139601+3.6501e-17j -0.00720105-4.80519e-16j 0.00470014-7.43592e-16j 
-0.00352632+1.38963e-15j 0.0178811-1.06683e-14j 0.00655227-4.14794e-15j -0.0031735+2.38665e-15j -0.000848759+5.54974e-16j 0.00363635-2.40123e-15j -0.0126001+7.74055e-15j 0.00152248-2.27034e-16j 0.000714416-1.06188e-16j 0.00264398-1.55498e-15j -0.000452206+8.27785e-17j 0.00572929-3.20637e-15j 0.00315144-1.39427e-15j -0.00795254+4.24637e-15j -0.00465744+2.97244e-15j 0.00262989-1.91542e-15j 0.00319807-1.99988e-15j -0.0127099+7.60885e-15j -0.00798254+5.20316e-15j -0.00465564+3.26227e-15j 0.00625051-3.76097e-15j 0.0049661-2.51547e-15j 0.00827856-5.0917e-15j 0.00113197-5.33896e-16j 0.00109501-5.10399e-16j 0.0027752-1.58275e-15j 0.00516931-3.32801e-15j -0.0159236+1.00507e-14j -0.00149344+5.45333e-16j -0.000653991+5.79965e-16j -0.000134165+3.93313e-16j 0.00377388-2.60958e-15j 0.00591896-3.35668e-15j 0.00274383-1.3598e-15j -0.00162843-8.81696e-16j 0.00421207-2.53407e-15j 0.0016912-1.29589e-15j 0.00174342-3.6189e-16j -0.00540459+3.42322e-15j 0.00333567-3.39873e-15j -0.0138206+6.46856e-15j -0.00362509+2.08869e-15j -0.00913259+5.22885e-15j -0.00253397+1.69533e-15j -0.0103177+7.22426e-15j -0.00661212+4.44679e-15j 0.00823727-4.82064e-15j 0.00532267-2.74732e-15j 0.0132447-9.28532e-15j -0.000845585+4.71898e-16j -0.00216198+6.71223e-16j -0.00476056+2.76067e-15j -0.00145388+7.82758e-16j 0.000555488-9.13968e-17j 0.00703325-4.12123e-15j -0.00400265+1.86295e-16j -0.00745526+4.16586e-15j 0.015365-9.21836e-15j -0.000492995+7.21581e-16j 0.00148858-6.80158e-16j 0.00216093-1.88924e-15j 0.00563583-3.19108e-15j 0.00182403-7.71593e-16j -0.000228358+5.77045e-16j -0.00925963+5.10768e-15j 0.00924942-5.49276e-15j -0.00107357+9.32406e-16j -0.00688895+4.60975e-15j 0.00125195-6.548e-16j 0.00142851-1.31546e-15j 0.0175079-1.01624e-14j 0.00772658-4.73963e-15j 
-0.00736247+1.20554e-15j -0.0067692+9.42274e-16j -0.0152776+7.47289e-16j 0.00768705-4.29706e-16j 0.0115582-4.33766e-16j -0.0105367+5.72418e-16j 0.00643553-4.2725e-16j 0.00261112-1.53859e-16j -0.00214315+4.42715e-17j 0.00344059-8.74952e-18j 0.00199997+1.11626e-16j -0.00116751-1.76854e-16j 0.00198562-4.3964e-17j 0.00324488-1.06943e-16j -0.000734183-3.39961e-16j 0.00393575-2.40546e-16j 0.00142061-1.6887e-16j 0.00637841-4.12694e-16j 0.00273248-7.18163e-17j 0.00852394-3.87965e-16j 0.00676061-9.31004e-17j 0.00212889+5.97752e-17j -0.00526406+2.3084e-17j 0.00734091-3.86193e-16j 0.0047327-7.21961e-17j -0.00798686+3.94256e-16j 0.00128107+1.95771e-16j 0.00797743-2.67552e-16j -0.00278138+4.33192e-16j 0.0102179-4.50415e-16j 0.00874805-4.98144e-18j 0.00565419-5.38243e-16j 0.00399837-2.77561e-16j -0.00883506+5.69942e-16j 7.89799e-05+5.38218e-16j -0.0045183+2.71813e-16j -4.08961e-05+1.17326e-16j -0.000611778+8.37348e-17j 0.00444818-4.09822e-16j -0.000718739+1.94919e-15j 0.0154011+2.32031e-15j -0.00420708+3.82595e-16j 0.000572617-3.35004e-16j -0.00786034+2.53414e-16j 0.000329036+2.30149e-16j 0.00631527-3.68961e-16j -0.00325372+2.32526e-16j 0.000131074+2.00589e-16j 0.00447573-6.59761e-16j 0.0100422-5.78144e-16j 0.00470572+1.25029e-16j 0.000345355-3.49726e-16j 0.00756584-2.0262e-16j 0.0191133+1.41434e-15j -0.0136817+2.59784e-18j 0.00666046+4.1803e-15j 0.00190161-3.03541e-16j -0.00600772+5.60267e-16j -0.0049243+1.10073e-16j 0.000708953-1.41214e-16j -0.00027306+1.39161e-16j -0.0026263+6.68138e-18j -0.0043519+1.09785e-16j -0.000488188-1.07117e-16j 0.0105759-3.73474e-16j 0.00234059+1.23791e-16j 0.00946262-5.08531e-16j 0.0118219-6.92568e-16j -0.00909823+3.16412e-16j -0.0143744+6.6699e-16j -0.0034968+1.16584e-16j -0.0110157+1.22051e-15j 
0.00540585-8.64308e-17j -0.0104042-3.83197e-16j -3.81982e-06-3.08128e-16j -0.00386534+2.60725e-17j 0.000507112+2.68888e-16j 0.000858917-1.974e-16j 0.00494128+2.05097e-16j -0.00886168-1.9738e-16j -0.00371115-1.63189e-16j 0.00384648+1.57134e-16j 0.00591972+1.86947e-16j -0.00775243-2.50032e-16j -0.00525569-1.05282e-16j 0.00981137+3.05472e-16j -0.00654908-1.54092e-16j 0.000745796+1.03594e-16j -0.00131758+2.74336e-17j 0.00821091+1.84909e-16j 0.0053555+8.10318e-17j -0.00208615+1.53544e-17j -0.00334004+1.04658e-16j -0.00400176-1.61573e-16j -0.00723424-2.23028e-16j 0.000659822+1.15607e-16j -0.000434891+6.088e-17j 0.00093804-2.00581e-16j 0.00192839+1.25784e-16j 0.00841078+9.40146e-17j 0.00915188+2.82231e-19j -0.00253499+3.06821e-16j -0.00336938+2.9516e-17j -0.0038922+1.29738e-16j -0.00313042+1.00807e-16j 8.31502e-05-1.65145e-16j 0.0134501+9.78502e-15j 0.00178375-1.93316e-16j 0.00143407+1.08875e-16j -0.00409644-2.30618e-16j -0.00151994+6.59335e-17j -0.0039255-1.26546e-16j 0.00301055+3.07134e-16j 0.00983993+1.45284e-16j 0.00283712+1.40686e-16j 0.00124336-4.36648e-16j 0.00902401-1.10825e-15j -0.00130045+2.81591e-17j -0.00326724-2.07442e-16j -0.000350693-6.38732e-17j -0.0061685+6.08882e-16j 0.000654462+2.9135e-16j 0.0122156+3.67435e-16j -0.000918897-5.53226e-17j 0.00489565+2.70649e-16j -0.0024046+8.48597e-17j 0.000510283-2.35116e-16j -0.00690917-4.94287e-15j 0.00247611+1.06535e-16j -0.00304826-1.73382e-16j -0.00276575-2.01097e-16j -0.00532605-9.8325e-17j 0.0064184+1.85396e-16j -0.00850236-2.48716e-16j -0.00721135-2.74429e-16j -0.00601612-1.7113e-16j 0.0115968+5.21434e-16j -0.00360045-6.58514e-18j -0.00304939+1.15923e-16j -0.00237428+1.58475e-16j -0.00180211-2.52148e-16j 0.00390425-1.95839e-16j -0.0111714-2.39604e-16j -0.00223531-4.35426e-16j 
0.00331284+7.92025e-17j -0.00989514-2.4127e-16j 0.000890427-2.02459e-16j 0.00478768+9.28399e-17j -0.00766507+8.28731e-17j 2.7579e-05-1.42101e-16j 0.00863846+1.57271e-16j 0.00357623-8.84612e-17j 0.00456536-5.01403e-17j -0.00460218+2.63143e-17j -0.00701745-3.54894e-17j 0.00556745+1.19076e-16j 0.00027123-8.58026e-17j -0.00397213+1.10753e-16j 0.0123107+7.09655e-17j -0.00418694+2.28686e-16j 0.000841451+1.19932e-16j 0.000758986+5.65345e-17j 0.00167787-1.07844e-16j 0.00364566+9.54584e-17j -0.0109289-1.83376e-17j 0.000159596-5.50814e-17j 0.00469446+6.83581e-17j -0.00300024+1.47046e-16j -0.00536312-1.32379e-17j -0.000931819-1.07475e-16j -0.0063639-1.34843e-17j 0.00289109-3.13412e-17j -0.00682084-7.87774e-17j -0.00285629+8.06934e-18j -0.00218649-7.09943e-17j -0.000996198+2.24369e-16j -0.000275085+1.70856e-17j 0.00179997-2.82475e-16j -0.0169003-1.19882e-14j -0.003219+1.02961e-16j -0.00524436-1.70584e-16j 0.00356325-9.00712e-17j 0.00615493+1.1007e-16j -0.00195854+1.34804e-16j 0.00220879+3.80846e-16j -0.00712383-2.0226e-16j 0.0100464+2.20325e-16j 0.00616731-1.02912e-17j -0.0014412+7.9232e-17j 0.0050452+2.73666e-17j -0.00619422-2.64538e-16j -0.0062982-3.16447e-16j -0.00985892+1.00821e-15j -0.00107907+2.35922e-16j -0.0144479+5.64703e-17j 0.00896499+2.32851e-16j -0.00660953+5.99991e-17j -0.00603516-4.39665e-16j -0.000780889-1.73104e-16j 0.00922751+6.63533e-15j 0.00515367+2.03943e-16j -0.010894-1.75035e-16j 0.00904796-1.10481e-16j 0.00291139-1.6012e-17j -0.00799693+7.58394e-17j 0.00251797-4.98423e-18j 0.00522948-1.00383e-16j 0.00681712-3.77725e-17j -0.00637441+1.76194e-16j -0.0113679-1.19365e-16j -0.0004267+1.11605e-16j 0.00540253+1.6296e-16j 0.00625741-8.40874e-17j 0.0015905-1.26962e-16j -0.0102037-1.86386e-16j -0.00202269-3.51713e-16j 
0.00294613+3.53404e-16j -0.0206909+1.97273e-15j -0.00853379+8.49636e-16j 0.00301881-1.24474e-16j 0.00200102-4.46654e-16j -0.00561101+5.55479e-16j 0.0121163-9.23928e-16j -0.00717844+8.14106e-16j -0.00303916+4.42286e-16j 0.00117825-2.78446e-16j 1.31007e-05-2.56654e-16j -9.80901e-05+2.2934e-16j -0.00618191+6.08137e-16j 0.0086532-1.00673e-15j 0.00556214-1.07421e-16j 0.00410534-5.07818e-16j 0.00346708-2.80385e-16j 0.0109168-1.25336e-15j 0.00135341-2.13183e-16j 0.00405351-2.90917e-16j -0.00594824+2.75391e-16j -0.00269446+2.00323e-16j -0.000204202+2.31015e-16j 0.00279634-4.08072e-16j -0.00302264+1.52788e-16j -0.00846912+6.80993e-16j -0.000707759-9.43917e-18j 0.0075396-8.23052e-16j 0.00145438-4.33503e-16j 0.00164565-1.07687e-16j -0.00139368-5.03681e-18j 0.00779414-6.91546e-16j 0.000344573-1.45837e-16j -0.00865338+9.11065e-16j -0.00206596-1.82703e-15j -0.00434473+2.75906e-16j -0.000606323-1.0284e-16j -0.00657043+6.0544e-16j 0.00617006-3.19931e-16j -0.0045517+1.13884e-15j 0.00878369+3.75733e-16j -0.00467908+1.63754e-16j 0.0125155-8.52531e-16j 0.00147583-1.78968e-16j 0.00696203-1.77731e-15j 0.00291965-1.99032e-16j -0.00825579+3.9226e-16j -0.00864229+3.96296e-16j -0.00506733+6.44039e-16j 0.00820934-7.94448e-16j 0.00321243-8.38615e-16j 0.0094668-6.38382e-16j 0.00373304-6.12741e-16j 0.00745934+3.50307e-17j -0.00868353+3.82271e-16j 0.00296323+2.13036e-15j 0.0100828-7.80313e-16j -0.0146832+1.10643e-15j -0.00125773+3.74581e-16j -0.001341+2.42304e-16j 0.00278446-5.31935e-16j -0.00578293+6.88051e-16j -0.00637468+8.11925e-16j -0.0021642+4.41005e-16j 0.0125261-1.45041e-15j -0.0101706+6.34088e-16j 0.00285211-2.95246e-16j 0.00748884-5.53546e-16j -0.00357717+5.37321e-16j -0.00330085+3.55019e-16j -0.0197262+1.56812e-15j -0.0103794+1.07194e-15j 
