0.00193308-0j 0.00015793-0j -0.000892548-0j -0.0817496-0j -0.0784553-0j 0.0673079-0j -0.0231978-0j 0.0388602-0j 0.16985-0j 0.000701872-0j 0.000541758-0j -0.000188653-0j 0.000679492-0j 0.000405226-0j 5.26435e-05-0j 0.000376755-0j -0.00125957-0j 0.000193363-0j 0.0664751-0j -0.0229108-0j 0.0383794-0j 0.0269115-0j -0.0969299-0j 0.0462288-0j 0.0266902-0j -0.119296-0j -0.34867-0j -0.0284859-0j 0.0331169-0j 0.244238-0j -0.242475-0j 0.0511206-0j 0.0972475-0j 0.0267998-0j 0.0154729-0j -0.15146-0j 0.0483199-0j -0.0727778-0j 0.0336031-0j -0.0309541-0j 0.00522534-0j -0.0253209-0j -0.0804016-0j -0.0094953-0j 0.0824088-0j 0.13837-0j -0.0320133-0j 0.115306-0j 0.140103-0j -0.0559136-0j 0.20139-0j 0.0141095-0j 0.0328125-0j -0.0203964-0j -0.103095-0j -0.0112389-0j -0.00648881-0j -0.0438571-0j 0.0201693-0j 0.0232224-0j 0.0154628-0j 0.00798481-0j 0.00555287-0j -0.00113225-0j 0.000505765-0j 0.0172806-0j -0.00761749-0j 0.00332565-0j -0.0845952-0j -7.42036e-05-0j 
-0.0804016-0j 0.027323-0j -0.051899-0j 0.0211643-0j -0.0423753-0j -0.0733962-0j 0.0252962-0j -0.0423753-0j 0.0149654-0j 0.0299309-0j -0.0960982-0j -0.248047-0j -0.12053-0j 0.0172806-0j 0.00910767-0j 0.0219072-0j 0.0105822-0j 0.00483007-0j -0.0733962-0j 0.0252962-0j -0.0423753-0j -0.214815-0j -0.104382-0j 0.0167319-0j 0.00966015-0j -0.0259495-0j -0.0464199-0j 0.015775-0j 0.0178871-0j -0.0656476-0j 0.0105822-0j 0.00557729-0j 0.0086403-0j 0.00966015-0j 0.00557729-0j -0.0183491-0j -0.0134003-0j 0.00473249-0j 0.00305481-0j -0.00670013-0j 0.000942734-0j 0.00557729-0j 0.666313-0j 0.00525832-0j -0.0129747-0j 0.0163938-0j -0.0876977-0j -0.0426137-0j 0.0163938-0j -0.151897-0j -0.0738091-0j 0.015775-0j 0.00170769-0j 0.0056564-0j 0.0277106-0j 0.00249424-0j 0.00144005-0j 0.00966015-0j 0.000881847-0j 0.00103271-0j 0.00187068-0j -0.00126621-0j 0.000288652-0j 0.000157122-0j 6.08532e-05-0j 0.0193203-0j 0.000763702-0j 0.00371819-0j -0.0945803-0j 7.49051e-06-0j 
-0.0094953-0j 0.0817855-0j 0.0500832-0j -0.0325729-0j -0.0821684-0j 0.0042934-0j -0.0375047-0j 0.0960089-0j -0.0221881-0j -0.0109642-0j -0.0113491-0j 0.100166-0j 0.0500832-0j -0.245182-0j 0.0991377-0j -0.00802499-0j -0.00387644-0j 0.0144578-0j 0.00445679-0j -0.038932-0j 0.0996627-0j 0.00545843-0j 0.00272921-0j 0.00315143-0j 0.0704721-0j 0.00157571-0j 0.0110156-0j -0.0948799-0j 0.0131661-0j -0.0313787-0j 0.00778918-0j -0.0335451-0j -0.011823-0j 0.00161768-0j 0.0361746-0j 0.000990625-0j 0.0927306-0j -0.0124315-0j 0.0655704-0j -0.0189141-0j 0.148906-0j 0.0391955-0j 0.00525832-0j -0.11501-0j 0.000758973-0j 0.00308775-0j 0.00198125-0j 0.000990625-0j 0.00297455-0j 0.00371819-0j 0.0018591-0j 0.110862-0j 0.000285969-0j -0.0148585-0j 0.00502791-0j -0.0218402-0j -0.48839-0j 0.00175277-0j -0.00772167-0j -0.0199624-0j 0.00035234-0j -0.0144744-0j -0.010235-0j 0.0747847-0j -0.00540451-0j 0.00350555-0j 0.000138569-0j -0.259695-0j 0.00151795-0j -0.000967261-0j 
-0.0824088-0j 0.0280051-0j 0.254838-0j 0.0216927-0j -0.0434332-0j -0.0752286-0j 0.0259277-0j -0.0434332-0j -0.0734843-0j -0.00432015-0j 0.0138706-0j -0.00483007-0j 0.017397-0j -0.00249424-0j 0.00933505-0j -0.10757-0j 0.114578-0j 0.0904811-0j 0.0105938-0j -0.00365119-0j 0.00611635-0j 0.0297039-0j -0.106988-0j -0.0821579-0j -0.0474339-0j -0.280967-0j 0.00670013-0j -0.00227692-0j 0.0183337-0j 0.00947541-0j -0.0519612-0j 0.0603879-0j -0.00124712-0j 0.00990131-0j 0.00571653-0j 0.0900988-0j 0.00193416-0j 0.00485063-0j -0.0149999-0j -0.0068674-0j 0.000966269-0j 0.0603879-0j 0.0129747-0j -0.000758973-0j -0.243054-0j -0.00236624-0j -0.00170769-0j 0.00615076-0j 0.0168031-0j -0.100623-0j 0.362423-0j -0.00227692-0j 0.0319899-0j -0.000816431-0j -0.00399968-0j -0.000360012-0j -0.000207853-0j 0.104595-0j 0.00954817-0j -0.000149059-0j -0.129044-0j 0.000182761-0j -0.00141736-0j -2.26787e-05-0j 6.23724e-05-0j -0.00278864-0j -0.30425-0j -0.000536675-0j 0.0136515-0j 8.9491e-06-0j 
0.13837-0j -0.0156511-0j -0.00958429-0j 0.111563-0j 0.00802222-0j 0.0133855-0j 0.0143097-0j 0.00772812-0j -0.0788934-0j 0.159776-0j -0.0177467-0j -0.0191686-0j -0.00958429-0j 0.0922466-0j -0.00521703-0j -0.0125488-0j 0.0564893-0j -0.00276675-0j -0.0133844-0j -0.0143086-0j -0.0077275-0j -0.0163925-0j -0.00819626-0j -0.00946422-0j -0.00546417-0j -0.00473211-0j -0.0818957-0j 0.00926326-0j 0.0105036-0j -0.111572-0j -0.057909-0j 0.00327506-0j -0.232361-0j 0.0278767-0j 0.0160946-0j 0.0170709-0j 0.0273463-0j -0.279168-0j 0.0193368-0j 0.0235877-0j 0.0157016-0j 0.00315499-0j 0.0163938-0j 0.00308775-0j 0.00236624-0j -0.311611-0j 0.0341419-0j 0.0170709-0j 0.311636-0j 0.0115922-0j 0.00579609-0j 0.00892366-0j 0.00492795-0j 0.0358048-0j -0.146082-0j 0.0272367-0j 0.0157251-0j 0.0054646-0j 0.00962963-0j -0.160292-0j -0.00105813-0j 0.00960803-0j 0.0067939-0j 0.00495934-0j 0.00247893-0j 0.0109292-0j 0.000432015-0j 0.00210333-0j 0.00473249-0j 0.000468295-0j 
0.0320133-0j 0.033745-0j 0.0206645-0j -0.044077-0j -0.00514744-0j -0.00966015-0j -0.0103271-0j -0.00557729-0j -0.00610961-0j 0.0369657-0j 0.0382632-0j -0.306347-0j 0.0206645-0j 0.0213422-0j 0.0112483-0j 0.0270562-0j 0.0130694-0j 0.00596532-0j -0.0492795-0j -0.052682-0j -0.0284516-0j 0.447375-0j -0.0301774-0j -0.0348459-0j -0.0201183-0j -0.0174229-0j -0.00563873-0j -0.00594375-0j -0.00673958-0j -0.0086403-0j -0.00398719-0j -0.00210143-0j 0.0543438-0j 0.0607582-0j 0.0350788-0j 0.0372067-0j 0.033724-0j 0.0369428-0j 0.0238465-0j -0.0345276-0j -0.0898306-0j -0.00227692-0j 0.0876977-0j -0.00198125-0j -0.00170769-0j -0.0341419-0j -0.551581-0j 0.0372067-0j -0.00669275-0j 0.0620117-0j -0.00418297-0j -0.0064401-0j 0.0107406-0j 0.0441551-0j -0.0113128-0j -0.0398691-0j -0.0230184-0j -0.00394374-0j -0.0140959-0j -0.0984045-0j -0.00389589-0j -0.110363-0j -0.0780385-0j -0.0929357-0j -0.0680965-0j -0.00788748-0j -0.00031178-0j -0.00151795-0j -0.00341538-0j -0.0230796-0j 
0.115306-0j -0.0168725-0j 0.0744294-0j 0.0220385-0j -0.0185401-0j -0.034794-0j 0.00516357-0j -0.0200883-0j 0.00305481-0j -0.0184829-0j 0.137817-0j -0.0206645-0j -0.188485-0j -0.0106711-0j -0.00562416-0j -0.0135281-0j -0.00653468-0j -0.00298266-0j -0.177495-0j 0.026341-0j -0.102477-0j 0.0301774-0j 0.275254-0j 0.0174229-0j 0.0100591-0j -0.0627541-0j -0.0203096-0j 0.00297187-0j 0.00336979-0j -0.0311207-0j 0.00199359-0j 0.00105072-0j -0.0271719-0j -0.0303791-0j -0.0175394-0j 0.134011-0j 0.121467-0j -0.0184714-0j -0.0119232-0j -0.124362-0j 0.0449153-0j 0.00113846-0j -0.0426137-0j 0.000990625-0j -0.00615076-0j 0.0170709-0j -0.0372067-0j -0.339369-0j 0.00334637-0j 0.00418297-0j 0.0381536-0j 0.00322005-0j -0.00537032-0j -0.0220775-0j 0.0056564-0j 0.0199345-0j 0.0115092-0j 0.00197187-0j 0.00704793-0j 0.0492023-0j 0.00194794-0j -0.397506-0j 0.0390192-0j 0.0464678-0j 0.0340482-0j 0.00394374-0j 0.00015589-0j 0.000758973-0j 0.132069-0j 0.0115756-0j 
-0.140103-0j 0.0158471-0j 0.0288737-0j -0.114394-0j 0.00792357-0j 0.013724-0j 0.0146716-0j 0.00792357-0j -0.240671-0j 0.157787-0j -0.0175257-0j -0.0189299-0j -0.00946497-0j 0.0910982-0j 0.00528238-0j 0.0378045-0j -0.283163-0j 0.0194025-0j -0.0133855-0j -0.0143097-0j -0.00772812-0j 0.0168084-0j 0.00840422-0j 0.0288737-0j 0.0166702-0j 0.0240215-0j 0.0788934-0j -0.00892366-0j 0.0103744-0j 0.111572-0j -0.17018-0j 0.0160143-0j 0.0455491-0j 0.00560281-0j 0.00323478-0j 0.0102084-0j -0.00244385-0j -0.0255792-0j 0.00527159-0j 0.00125283-0j 0.000546778-0j 0.0160143-0j -0.0163938-0j -0.00297455-0j 0.0168031-0j -0.311636-0j -0.00669275-0j -0.00334637-0j 0.319517-0j 0.0353629-0j 0.0176814-0j -0.00892366-0j 0.00685983-0j -0.00319974-0j 0.146082-0j -0.00141095-0j -0.000814615-0j 0.0277376-0j 0.00253209-0j 0.00544416-0j 0.00965776-0j -0.000230922-0j 0.000498118-0j -8.88818e-05-0j 3.52944e-05-0j -0.0109292-0j 0.00481772-0j -0.00210333-0j -0.00473249-0j -4.23727e-06-0j 
0.0559136-0j 0.0589382-0j -0.0130433-0j 0.0456533-0j 0.0294691-0j 0.0510419-0j 0.0545661-0j 0.0294691-0j -0.0116662-0j -0.0211643-0j -0.0219072-0j 0.175395-0j -0.0118312-0j -0.0122192-0j 0.0196461-0j -0.0170776-0j -0.100711-0j -0.116189-0j -0.0167319-0j -0.0178871-0j -0.00966015-0j -0.463374-0j 0.0312567-0j -0.0130433-0j -0.00753053-0j -0.0796186-0j -0.0105822-0j -0.0111546-0j 0.0385841-0j -0.0149654-0j -0.00824928-0j -0.0530791-0j -0.00610961-0j 0.0208378-0j 0.0120307-0j -0.00461149-0j -0.00305481-0j 0.0102084-0j -0.00238136-0j 0.00465947-0j 0.00203356-0j -0.0530791-0j 0.151897-0j -0.00371819-0j -0.100623-0j -0.0115922-0j 0.0620117-0j -0.00418297-0j 0.0353629-0j 0.118411-0j -0.00798733-0j -0.0111546-0j -0.041079-0j -0.00399968-0j -0.0195944-0j -0.00176369-0j -0.00101827-0j -0.0919357-0j -0.00839254-0j -0.000730238-0j -0.0830477-0j -0.000288652-0j -0.000225018-0j -0.000111102-0j 0.000131266-0j -0.0136615-0j -0.0538672-0j -0.00262916-0j -0.00591561-0j -5.29659e-06-0j 
0.20139-0j -0.0294691-0j -0.0469793-0j -0.0228266-0j 0.106142-0j 0.183843-0j -0.0272831-0j 0.106142-0j 0.00583312-0j 0.0105822-0j -0.0789053-0j 0.0118312-0j 0.107915-0j 0.00610961-0j -0.00982303-0j 0.00853882-0j 0.0503553-0j 0.0580944-0j -0.0602649-0j 0.00894356-0j -0.034794-0j -0.0312567-0j -0.285098-0j 0.00652163-0j 0.00376526-0j -0.286771-0j -0.0381149-0j 0.00557729-0j -0.019292-0j -0.0539026-0j 0.00412464-0j 0.0265395-0j 0.00305481-0j -0.0104189-0j -0.00601535-0j -0.0166097-0j -0.0110028-0j -0.00510419-0j 0.00119068-0j 0.0167825-0j -0.00101678-0j 0.0265395-0j -0.0738091-0j 0.0018591-0j -0.362423-0j 0.00579609-0j 0.00418297-0j 0.0381536-0j -0.0176814-0j 0.00798733-0j 0.072854-0j 0.00557729-0j 0.0205395-0j 0.00199984-0j 0.00979718-0j 0.000881847-0j 0.000509134-0j 0.0459678-0j 0.00419627-0j 0.000365119-0j 0.0415239-0j -0.00103967-0j 0.000112509-0j 5.55511e-05-0j -6.56329e-05-0j 0.00683076-0j 0.0269336-0j 0.00131458-0j 0.228751-0j 2.6483e-06-0j 
-0.0141095-0j -0.397843-0j 0.0465782-0j 0.0589173-0j 0.0380309-0j 0.06737-0j 0.0704196-0j -0.0554992-0j 0.0416608-0j 0.0852171-0j -0.0168641-0j 0.0931564-0j 0.0465782-0j -0.0702016-0j -0.192018-0j -0.0119247-0j -0.0057602-0j 0.013446-0j 0.06737-0j 0.0704196-0j -0.0554992-0j -0.015775-0j -0.00788748-0j 0.0476378-0j -0.0392439-0j -0.00455384-0j -0.00814615-0j -0.229695-0j -0.00973651-0j 0.0589173-0j -0.0057602-0j 0.0155261-0j 0.0240529-0j 0.0275037-0j -0.0226575-0j -0.00322005-0j 0.0120264-0j -0.00257604-0j 0.00850398-0j -0.0011758-0j 0.00262438-0j -0.0226575-0j -0.015775-0j -0.110862-0j -0.00227692-0j -0.00892366-0j -0.0064401-0j -0.00322005-0j -0.00892366-0j -0.0111546-0j -0.00557729-0j 0.335197-0j -0.000929548-0j -0.00307896-0j -0.0150837-0j 0.00710142-0j -0.00585013-0j 0.0275037-0j -0.000480017-0j -0.000562138-0j -0.00101827-0j -0.000222204-0j -0.000157122-0j 0.000437397-0j -3.31243e-05-0j 0.120531-0j -0.000415707-0j -0.179507-0j -0.00455384-0j -4.07732e-06-0j 
0.0328125-0j 0.0345874-0j -0.101468-0j -0.0451773-0j -0.00527594-0j -0.00990131-0j -0.0105849-0j -0.00571653-0j 0.0299998-0j -0.00533555-0j -0.00552282-0j -0.00596532-0j -0.00298266-0j -0.00308048-0j 0.0115291-0j -0.132853-0j 0.141508-0j 0.111748-0j 0.00711289-0j 0.007604-0j 0.00410663-0j -0.0618616-0j -0.0309308-0j 0.171103-0j 0.0987862-0j -0.188646-0j 0.000813881-0j 0.000857906-0j -0.00690783-0j 0.00124712-0j 0.0195782-0j -0.0227532-0j -0.00784385-0j 0.062275-0j 0.0359545-0j -0.182695-0j -0.00486764-0j 0.0378651-0j -0.117093-0j -0.0353896-0j -0.0920732-0j -0.0246533-0j 0.00170769-0j 0.000285969-0j -0.0319899-0j 0.00492795-0j -0.0107406-0j -0.00537032-0j -0.00685983-0j 0.041079-0j 0.0205395-0j 0.000929548-0j 0.201203-0j -0.00637324-0j 0.00163286-0j 0.00575461-0j 0.00332242-0j -0.0427007-0j -0.152622-0j 0.0142035-0j 0.268747-0j 0.0159295-0j 0.38319-0j 0.0134141-0j -0.0697965-0j 0.00113846-0j 0.12421-0j 0.000219097-0j 0.000492967-0j 0.00339047-0j 
-0.0203964-0j -0.0214997-0j -0.0131658-0j 0.0462238-0j -0.0386036-0j 0.00461843-0j -0.0311779-0j 0.00266645-0j 0.00292095-0j -0.0235517-0j 0.153943-0j -0.0263316-0j -0.0131658-0j -0.0135976-0j -0.00716657-0j 0.108854-0j -0.0083268-0j -0.00380065-0j 0.0516797-0j -0.348877-0j 0.0298373-0j 0.0632945-0j 0.0316472-0j 0.0365431-0j 0.0210982-0j 0.0182715-0j -0.0422881-0j -0.0445756-0j 0.319172-0j 0.00413085-0j -0.0299022-0j -0.0157599-0j -0.0322463-0j -0.0360525-0j -0.0208149-0j -0.0220775-0j 0.0492395-0j 0.0539392-0j 0.0348176-0j 0.0651817-0j -0.00780146-0j 0.00108858-0j 0.0056564-0j -0.0148585-0j 0.000816431-0j 0.0358048-0j -0.0441551-0j -0.0220775-0j 0.00319974-0j 0.00399968-0j 0.00199984-0j 0.00307896-0j -0.00637324-0j -0.40711-0j -0.0341537-0j 0.0752653-0j 0.0434545-0j 0.00188547-0j 0.0266103-0j -0.00854607-0j 0.00408564-0j -0.0969477-0j -0.0685524-0j -0.139499-0j -0.140612-0j 0.00377094-0j 0.000149059-0j 0.000725717-0j 0.00163286-0j -0.0720784-0j 
-0.103095-0j 0.0261258-0j 0.0159987-0j -0.0841771-0j 0.0130629-0j 0.0226256-0j -0.15274-0j 0.0130629-0j -0.0595222-0j -0.119044-0j -0.187067-0j 0.0319974-0j 0.0159987-0j -0.0687303-0j 0.0087086-0j -0.132277-0j -0.0420886-0j 0.00461843-0j 0.0226256-0j -0.15274-0j 0.0130629-0j 0.0277106-0j 0.0138553-0j 0.0159987-0j 0.00923687-0j 0.00799936-0j -0.0595222-0j 0.0150837-0j -0.108003-0j -0.0841771-0j -0.0420886-0j 0.00533291-0j -0.0343652-0j 0.00923687-0j 0.00533291-0j 0.0056564-0j 0.00413085-0j -0.0188226-0j 0.00292095-0j 0.00206543-0j 0.000901426-0j 0.00533291-0j 0.0277106-0j 0.00502791-0j 0.00399968-0j -0.146082-0j 0.0113128-0j 0.0056564-0j -0.146082-0j 0.0195944-0j 0.00979718-0j 0.0150837-0j 0.00163286-0j -0.0341537-0j 0.695972-0j 0.00238495-0j 0.00137695-0j 0.00923687-0j 0.000843207-0j -0.00410742-0j 0.00178871-0j 0.000390329-0j 0.000276004-0j 0.000150238-0j 5.81868e-05-0j 0.0184737-0j 0.000730238-0j 0.00355527-0j 0.00799936-0j 7.1623e-06-0j 
0.0112389-0j -0.0619653-0j 0.00725471-0j -0.0351624-0j 0.0567424-0j 0.0106521-0j -0.00217715-0j -0.0011758-0j -0.00128802-0j -0.0678796-0j 0.0134331-0j 0.0145094-0j 0.00725471-0j 0.00749263-0j 0.00394896-0j 0.00949864-0j 0.00458828-0j 0.00209425-0j 0.205626-0j -0.0420271-0j -0.0226972-0j -0.0481481-0j -0.0240741-0j 0.1454-0j -0.0160494-0j -0.0138992-0j 0.0621582-0j -0.342706-0j 0.0742933-0j -0.00182153-0j 0.0439525-0j 0.023165-0j -0.0291163-0j 0.170269-0j -0.0187945-0j -0.0199345-0j -0.0574849-0j -0.0629715-0j -0.0406479-0j 0.0368059-0j 0.0918031-0j -0.000480017-0j -0.00249424-0j 0.0218402-0j -0.000360012-0j -0.0272367-0j -0.0398691-0j -0.0199345-0j -0.00141095-0j -0.00176369-0j -0.000881847-0j 0.00710142-0j -0.00575461-0j -0.0752653-0j -0.00238495-0j -0.222296-0j 0.0245373-0j 0.00434872-0j 0.0150259-0j 0.100565-0j -0.00310795-0j 0.0307579-0j 0.0217491-0j -0.0875103-0j -0.177724-0j 0.0190577-0j -6.5729e-05-0j -0.000320011-0j -0.000720025-0j -0.167492-0j 
-0.00648881-0j 0.0349799-0j 0.0214207-0j -0.103823-0j 0.167541-0j 0.0011758-0j -0.0064284-0j 0.00506636-0j -0.00380309-0j -0.00749263-0j -0.00775561-0j 0.0428415-0j 0.0214207-0j -0.0322848-0j -0.0883067-0j -0.00548404-0j -0.00264904-0j 0.00618363-0j 0.0226972-0j -0.124092-0j 0.0977997-0j 0.0277983-0j 0.0138992-0j 0.0160494-0j 0.0691548-0j 0.00802469-0j -0.0358871-0j 0.19346-0j -0.0428932-0j -0.00537839-0j -0.025376-0j 0.0683985-0j -0.0859706-0j 0.0187945-0j 0.0809831-0j 0.0115092-0j -0.169734-0j 0.0363566-0j -0.12002-0j -0.0212499-0j 0.271064-0j 0.00206833-0j 0.00144005-0j -0.48839-0j 0.000207853-0j 0.0157251-0j 0.0230184-0j 0.0115092-0j 0.000814615-0j 0.00101827-0j 0.000509134-0j 0.00585013-0j 0.00332242-0j 0.0434545-0j 0.00137695-0j -0.0245373-0j -0.105728-0j 0.000480017-0j -0.00867523-0j -0.0580614-0j 0.00179437-0j -0.0177581-0j -0.0125569-0j -0.258389-0j 0.102631-0j 0.000960033-0j 3.79486e-05-0j 0.0163867-0j 0.000415707-0j 0.0964528-0j 
-0.0438571-0j 0.241803-0j 0.0750652-0j -0.0358091-0j -0.0231147-0j 0.209408-0j -0.0428001-0j -0.0231147-0j 0.0671403-0j -0.0521846-0j 0.0103271-0j 0.0111546-0j 0.00557729-0j 0.0057602-0j -0.0154098-0j 0.0982834-0j 0.0238478-0j -0.120776-0j -0.0412555-0j 0.00843207-0j 0.00455384-0j -0.0490337-0j -0.0245168-0j -0.392629-0j 0.0433389-0j 0.0188534-0j 0.00498848-0j -0.0275037-0j -0.0302642-0j 0.00705477-0j 0.0474754-0j 0.0125689-0j 0.0028801-0j 0.0854904-0j -0.00943654-0j 0.0265395-0j 0.00144005-0j -0.00800717-0j 0.013705-0j -0.00365476-0j -0.00159507-0j 0.0125689-0j 0.00966015-0j 0.00175277-0j -0.104595-0j 0.0054646-0j 0.00394374-0j 0.00197187-0j -0.0277376-0j 0.0919357-0j 0.0459678-0j -0.0275037-0j -0.0427007-0j 0.00188547-0j 0.00923687-0j -0.00434872-0j 0.000480017-0j -0.113868-0j 0.00198732-0j 0.000344238-0j -0.175664-0j 0.000136072-0j 0.001295-0j 5.23741e-05-0j -0.000102961-0j -0.0738101-0j -0.168823-0j 0.0012394-0j 0.00278864-0j -5.05007e-06-0j 
-0.0201693-0j -0.0212603-0j 0.0345216-0j 0.0631022-0j -0.10183-0j 0.00365476-0j 0.0039071-0j 0.00211007-0j -0.00612905-0j 0.00458828-0j 0.00474932-0j 0.00512985-0j 0.00256493-0j 0.00264904-0j -0.00708678-0j 0.0451993-0j 0.0109673-0j -0.0555433-0j -0.0138992-0j -0.0148588-0j -0.00802469-0j 0.0864063-0j 0.0432031-0j -0.132278-0j -0.076371-0j -0.0332231-0j 0.0219762-0j 0.023165-0j -0.133326-0j -0.00064401-0j 0.209148-0j 0.0553711-0j -0.0102942-0j 0.0584193-0j 0.0337284-0j -0.0948586-0j -0.020324-0j 0.113008-0j -0.193423-0j -0.0660516-0j -0.164749-0j -0.00114738-0j -0.000881847-0j 0.00772167-0j 0.00954817-0j -0.00962963-0j -0.0140959-0j -0.00704793-0j 0.00253209-0j -0.00839254-0j -0.00419627-0j -0.000480017-0j 0.152622-0j -0.0266103-0j -0.000843207-0j 0.0150259-0j 0.00867523-0j -0.00198732-0j 0.0359164-0j 0.0355552-0j 0.309552-0j 0.0108746-0j 0.103493-0j -0.0309396-0j 0.319039-0j -0.000587898-0j 0.0154113-0j -0.000113141-0j -0.000254567-0j -0.0591426-0j 
0.0232224-0j -0.00588487-0j -0.00360373-0j -0.0923651-0j -0.051864-0j 0.000843207-0j 0.000901426-0j 0.000486826-0j -0.00221826-0j 0.0268149-0j -0.00667281-0j -0.00720746-0j -0.00360373-0j 0.0154816-0j -0.00196162-0j -0.00471839-0j 0.00948049-0j -0.00104031-0j 0.0248264-0j 0.0265406-0j 0.0143335-0j 0.030406-0j 0.015203-0j 0.0175549-0j 0.0101353-0j 0.00877747-0j 0.236322-0j -0.0598873-0j -0.0679059-0j -0.0031371-0j 0.167105-0j -0.0211734-0j -0.298926-0j 0.080347-0j 0.0463883-0j 0.0492023-0j -0.00652717-0j 0.0297416-0j -0.0046154-0j -0.0870921-0j 0.00883951-0j 0.000198746-0j 0.00103271-0j -0.0199624-0j 0.000149059-0j -0.160292-0j 0.0984045-0j 0.0492023-0j -0.00544416-0j 0.000730238-0j 0.000365119-0j 0.000562138-0j 0.0142035-0j -0.00854607-0j -0.00410742-0j -0.100565-0j -0.0580614-0j 0.000344238-0j -0.0355552-0j -0.040278-0j 0.0019627-0j 0.119766-0j 0.0846872-0j 0.080626-0j -0.0675893-0j 0.000688475-0j 2.72144e-05-0j 0.000132497-0j 0.000298119-0j -0.268201-0j 
-0.0154628-0j -0.0162992-0j 0.068663-0j -0.0124671-0j 0.00835442-0j 0.0139398-0j 0.0149023-0j 0.00804814-0j -0.0606495-0j 0.00195638-0j 0.00202505-0j 0.0021873-0j 0.00109365-0j 0.00112952-0j -0.00543306-0j 0.0899009-0j -0.194856-0j 0.150885-0j 0.00152728-0j 0.00163273-0j 0.000881777-0j -0.0170713-0j -0.00853566-0j 0.0678028-0j 0.039146-0j -0.152118-0j -0.00100278-0j -0.00105702-0j 0.0109385-0j -0.00136615-0j -0.0445177-0j 0.105279-0j -0.00284516-0j 0.0290311-0j 0.0167611-0j -0.122298-0j -0.00312046-0j 0.0311969-0j -0.138531-0j 0.0245644-0j 0.0163518-0j 0.10142-0j -0.00187068-0j -0.00035234-0j -0.129044-0j 0.00105813-0j -0.00389589-0j -0.00194794-0j 0.00965776-0j -0.0830477-0j -0.0415239-0j -0.00101827-0j -0.268747-0j -0.00408564-0j -0.00178871-0j -0.00310795-0j -0.00179437-0j 0.175664-0j 0.309552-0j -0.0019627-0j 0.216392-0j -0.00109636-0j -0.0486723-0j -0.000565905-0j 0.00258158-0j -0.00124712-0j 0.150231-0j -0.000240008-0j -0.000540019-0j 0.000103736-0j 
-0.00798481-0j 0.00271349-0j -0.00515417-0j -0.0124039-0j -0.116645-0j 0.00103385-0j -0.00035632-0j 0.000596895-0j -0.000210802-0j 0.00297248-0j -0.00954367-0j 0.00332334-0j -0.01197-0j 0.00171616-0j 0.000904498-0j 0.00217563-0j 0.00105093-0j 0.000479682-0j 0.0430158-0j -0.0148255-0j 0.0248352-0j -0.0169848-0j 0.0611758-0j -0.00980615-0j -0.00566159-0j 0.0152084-0j -0.127779-0j 0.0434233-0j 0.0492374-0j 0.000924706-0j 0.0291292-0j 0.0153524-0j -0.0805978-0j -0.0901111-0j -0.0520256-0j 0.171162-0j -0.229673-0j 0.0811123-0j 0.0523578-0j -0.0826232-0j -0.109331-0j -7.85612e-05-0j 0.00126621-0j 0.0144744-0j 0.000182761-0j -0.00960803-0j -0.110363-0j 0.397506-0j -0.000230922-0j -0.000288652-0j 0.00103967-0j -0.000222204-0j -0.0159295-0j 0.0969477-0j -0.000390329-0j 0.0307579-0j 0.0177581-0j -0.000136072-0j 0.0108746-0j -0.119766-0j -0.00109636-0j 0.109064-0j -0.0248461-0j 0.133143-0j 0.150501-0j -0.000272144-0j -1.07574e-05-0j -5.23741e-05-0j 0.00133225-0j -0.240469-0j 
0.00555287-0j 0.00585324-0j -0.00129535-0j -0.0267563-0j 0.0811187-0j -0.000718972-0j -0.000768613-0j -0.000415099-0j 0.00016433-0j -0.00210186-0j -0.00217563-0j -0.00234995-0j -0.00117498-0j -0.00121351-0j 0.00195108-0j -0.00169601-0j -0.0100017-0j -0.0115389-0j 0.00980615-0j 0.0104832-0j 0.00566159-0j -0.0366376-0j -0.0183188-0j 0.00764435-0j 0.00441347-0j 0.0466626-0j -0.0291292-0j -0.0307049-0j 0.106209-0j 0.000210802-0j -0.0227076-0j -0.146109-0j 0.0569912-0j -0.194377-0j -0.112224-0j 0.0430165-0j -0.0523578-0j 0.174966-0j -0.0408153-0j 0.0574586-0j -0.235836-0j 0.000747667-0j 0.000288652-0j -0.010235-0j 0.00141736-0j 0.0067939-0j 0.0780385-0j 0.0390192-0j -0.000498118-0j 0.000225018-0j 0.000112509-0j 0.000157122-0j 0.38319-0j -0.0685524-0j 0.000276004-0j -0.0217491-0j -0.0125569-0j 0.001295-0j -0.103493-0j 0.0846872-0j 0.0486723-0j 0.0248461-0j 0.0192728-0j -0.0942167-0j 0.324973-0j 0.000192435-0j 0.000758768-0j 3.70341e-05-0j 8.33267e-05-0j 0.172727-0j 
