0.00493483-0.0533914j 0.0167649+0.00972139j 0.0318479-0.0572372j -0.0147095-0.0319772j 0.0382554+0.0111504j -0.0284153-0.00154844j -0.0495614+0.0170542j 0.000777244+0.00161158j -0.0159994+0.00174594j 0.00484609-0.0122167j 0.0174603-0.0245687j 0.00442195-0.00415563j 0.00171136+0.00313532j 0.0121233-0.0471826j -0.026045-0.0116391j -0.0352919+0.0412424j 0.0236386-0.0359761j -0.01322+0.0118207j 0.0261164-0.00479053j 0.00274047-0.0118312j 0.00032959-0.00877603j -0.0079694-0.00133997j 0.00177106+0.00653124j 0.00278351-0.000329032j 0.00241054+0.00411883j -0.00505695+0.00333731j -0.00149196-0.00202785j 0.00134611-0.00655955j -0.00225622+0.000953479j 0.00253851-0.00368224j -0.006488+0.00945801j -0.000975205+0.00130102j 0.00292767-0.00268969j -0.00306854+0.00448498j 0.00362653+0.00391179j -0.0384964+0.0268225j -0.000488682-4.88514e-05j 0.00655749-0.00731435j 0.00475023+0.00953643j 0.00341239-0.00652555j -0.0132868+0.021202j -0.00431708+0.0180157j -0.00341946+0.00639663j 0.0127081-0.00750453j -0.0090153+0.00962294j 0.0035924+0.0079967j -0.00936138+0.014229j -0.00230736+0.0115523j -0.00844406-0.0029657j 0.0088913-0.00892823j -0.00238674+0.00313925j -0.00753541-0.00554914j -0.002393-0.008376j -0.00380394-0.00511595j 0.00546099+0.0059082j -0.00449243+0.00353952j -0.0113673+0.00337576j 0.00456218+0.000926003j -0.00407269+0.000807311j -0.000801501+0.00408054j -0.00143536-0.00317565j 0.000646674-0.00302514j 4.8165e-05-0.00288242j 0.0086953+0.00387958j -0.00316623-0.00403187j 0.00173302-0.000635032j 0.00243667-0.00420017j 0.00136713+0.00378013j 0.00354275+0.000699059j -0.00422787+0.00176293j -0.00135118+0.00461316j -0.00506093-0.00292752j 0.00506629-0.00129403j 0.00032219+0.00371204j -0.00593211-0.000378679j 0.000351961-0.000553717j -0.00533511-0.0052631j -0.00159837-0.000169814j -0.00334786-0.00232735j 0.00289993-0.00213218j 0.000845888+0.00978952j 0.0156404+0.00163315j -0.00553877+8.29621e-05j -0.00668464-0.000435271j 0.00403904+0.00195212j 0.00749522-0.00288611j 0.00942127-0.00285211j 0.0198415+0.0217276j -0.00576599-0.00289422j -0.00313045+0.00965143j -0.00319795+0.00101121j -0.00605942+0.0235729j -0.0441071-0.0445202j -0.0149852-0.00130425j -0.00413252-0.00870001j 0.0176021-0.0237776j -0.00186422+0.0190987j 
0.067189-0.0564719j -0.0164142-0.0253377j -0.115714-0.140581j -0.0217704+0.0481623j -0.0191814-0.177744j -0.105148-0.0756375j 0.106278-0.0674254j -0.177536-0.118479j -0.061822+0.180641j 0.0488906-0.154505j -0.116734-0.0571705j -0.0806327+0.035328j 0.0710838+0.248018j 0.0596382-0.0446059j -0.00534029-0.168471j -0.0240899-0.0380983j 0.0943205-0.0378697j 0.0261466-0.00676608j -0.0102697-0.0019147j -0.0366503-0.0208871j 0.0259317+0.0126426j 0.0199521-0.0198063j 0.0150541-0.0345518j -0.019418-0.00984798j -0.0191516-0.0132553j -0.0285023+0.00548521j -0.000689641-0.0168477j -0.0270974+0.00891844j -0.00897059-0.00185278j 0.00379236+0.00233125j -0.000248111-0.00979003j 0.00650939+0.00446684j -0.0253752-0.0138504j -0.0210575+0.00927871j -0.00714771-0.00647915j -0.000757576+0.00153572j -0.0100515+0.0171478j -0.0203734-0.00327139j -0.0097658-0.00103681j 0.00730891+0.00720263j -0.0111095+0.013542j -0.00871991+0.00248157j -0.00303877+0.00824668j -0.00989513-0.00344917j 0.000492902+0.00637044j 0.0164898+0.0122803j -0.00458021+0.00782925j 0.00287876+0.00435039j -0.0136297-0.0174468j -0.00791948-0.00795196j 0.00994787-0.000464248j -0.00544424+0.00421021j -0.00765634+0.00658819j 0.0126883-0.00598984j 0.0031935+0.002611j 0.000743341-0.0144081j 0.012575+0.00370084j -0.00731857-0.0076528j -0.00500642+0.00937942j 0.0122778-0.021242j 0.01257+0.0207972j 0.00369439-0.00042678j 0.015575-0.0105427j 0.00765811+0.00338945j 0.00343505-0.014653j 0.00881765-0.0108574j -0.0053784-0.00608427j 0.0044852-0.0103591j -0.00866658+0.00147479j -0.0156238-0.00293103j 0.00218355+0.000970705j -8.58616e-07+0.0232078j 0.0260995+0.019782j 0.0079083+0.00244581j 0.0187072+0.0155681j -0.00802179+0.00958736j 0.000982355+0.00636648j -0.00301589-0.00345772j -0.00200033+0.00173936j 0.00309054+0.00731301j -0.000678613-0.00809673j -0.000615816+0.00187305j 0.00774104+0.00507724j 0.00215677-0.010396j -0.00345632-0.0107579j -0.00363176+0.00662981j -0.00980534+0.0326958j 0.011297+0.00616931j -0.00832899+0.00261292j 0.00162347+0.00851872j -0.00143074-0.0137736j -0.00241012+0.00712368j -0.00169815+0.0126895j -0.0016266+0.0136491j -0.000776573-0.00688301j 0.00227531+0.000250879j 0.00696863-0.0105129j 
0.0577303+0.0491619j -0.0294675+0.0479752j 0.00573657+0.0826704j -0.0143018-0.0241279j -0.131714-0.106657j -0.0700372+0.0247712j 0.0804116+0.0907916j 0.0710468+0.117659j -0.0300391-0.0621539j 0.0195256+0.0450671j 0.0370113+0.036904j -0.0469992+0.0594431j -0.116101+0.0821894j 0.146825-0.103939j -0.0122891-0.0932058j -0.072738-0.0141959j -0.0188996+0.136452j 0.0251975+0.0215731j -0.0316623-0.00111736j 0.0116527+0.0141287j 0.0203247-0.00139012j -0.00810441-0.0205185j -0.00015918+0.0353838j 0.0278932-0.0224155j 0.0115267+0.00902469j 0.00626822+0.026311j 0.00727002+0.0295408j 0.00838313-0.017185j 0.035971+0.0223747j 0.00527243-0.00958577j -0.0128278+0.00665787j -0.0121974+0.0369787j -0.007806-0.0071628j -0.00616538+0.0104368j -0.00631011+0.00026222j 0.0255935-0.0169622j -0.00181348+0.00118109j -0.0228559-0.00412357j -0.0289524+0.0275679j -0.0033271-0.0119911j -0.0202511-0.00656475j -0.00108878+0.00976167j 0.00589621+0.00091112j -0.0127185+0.0152064j 0.00658312-0.00167737j -0.00448169-0.00254207j -0.00116947-0.000178992j 0.00451966+0.00599077j 0.00127206+0.00297677j 0.0090188-0.00678226j 0.00602063+0.00175702j 0.00512169-0.0168809j -0.00254547-0.00446324j -0.0119992-0.0151529j 0.0173373+0.00245325j -0.00707891-0.000397531j -0.0063079-0.0072408j -0.00244572+0.0116699j -0.00118905+0.00652082j 0.00558574+0.000659373j -0.00177316-0.00609348j 0.00815712-0.00267352j 0.000133434-0.000768852j -0.00325289+0.00684663j 0.00608004+0.00326222j -0.00485365-0.00421167j -0.00177849+0.0030097j -0.0185234+0.00169523j -0.00717296+0.0116397j -0.00400068+0.0113749j -0.0087537+0.00292617j 0.0089907-0.00579482j 0.00308372-0.00779937j 0.00118213-0.00223669j 0.012403-0.0121605j 0.00495201+0.00134347j 0.0116518-0.0036154j 0.00283566+0.00187243j -0.00301953+0.00199477j -0.00636771+6.50848e-05j -0.00359941-0.00253303j -0.00352566-0.00664875j 0.00120016+0.00541909j 0.00497732+0.0073963j 0.00444556-0.00327432j 0.0101527+0.000203336j 0.00660443+0.000937344j -0.00652721+0.0170897j 0.00713617-0.00286579j -0.0029705-0.00128388j 0.00155671+3.71898e-05j 0.0161643+0.0102672j 0.00104592-0.0122556j 0.000531773-0.011557j 0.000392584-0.0043671j 0.00468878-0.00370798j 0.000821823+0.00745533j 
0.00116716-0.0340618j 0.0142626+0.0501583j 0.0870795-0.100602j -0.0283786-0.00200667j 0.209467+0.101447j 0.0249331-0.0104609j -0.112464-0.136006j 0.0523485-0.0893538j -0.205243+0.00215612j -0.0149628+0.176603j -0.051354-0.048481j 0.0782584-0.00104507j -0.0450325-0.00686603j -0.00646746-0.118198j 0.0278353+0.0031858j -0.054202+0.104365j -0.0156264+0.0284803j -0.013873-0.000177862j 0.0360929+0.0130416j -0.0176912-0.0192088j -0.0435578-0.045709j 0.00656093-0.0255763j 0.0381757-0.00829844j 0.0223943+0.00328032j 0.0173016+0.00618363j -0.0313586+0.0131641j 4.78522e-05-0.0359905j -0.00899305+0.0141818j 0.00155919+0.00773346j 0.03132-0.0245592j -0.0145633-0.0122987j 0.0180178+0.0137516j 0.00747645-0.0239246j 0.000957805+0.00750916j 0.0201919-0.0188427j 0.00969746+0.00451793j -0.00509099-0.0114953j 0.00221172-0.00116976j -0.0106325+0.00481178j -0.00380965-0.00895733j -0.00181767+0.00785629j -0.0013188+0.00563933j -0.00221425-0.00442799j 0.0141745-7.7375e-06j -0.00870844-0.00129583j -0.0011164+0.00137178j -0.00237905+0.00619668j -0.00777683+0.000391815j 0.00734641-0.00564915j -0.00182953-0.0109378j -0.0049761-0.0147259j -0.0213735+0.00811568j -0.0019325+0.0110518j -0.00405604+0.00891002j 0.0006351+0.0116867j -0.00238549+0.0213595j 0.00694787+0.00200587j 0.00105715-0.0189532j 0.0195686+0.00313049j -0.00529702-0.00203867j 0.0134849+0.00261626j 0.00845359-0.0119544j 0.00188115-0.00462576j -0.0132363-0.0119033j 0.017323+0.00152037j -0.00664828-0.0100121j -0.00909947+0.00583213j 0.000802648+0.00316519j 0.0119111+0.00423703j 0.00817286+0.01838j -0.0142847-0.0025187j -0.0196001-0.00543197j -0.0118162-0.000216331j 0.0108417-0.00464311j 0.0136537+0.00409235j -0.00196695+0.00283218j -0.00645317-0.016749j -0.00181463-0.0054227j -0.0058729-0.0122879j -0.0105538-0.0153969j 0.0124333-0.00814817j 0.0139998-0.0122757j -0.0141296-0.015006j -0.00590515+0.00867156j 0.00233838+0.00329752j 0.00238401-0.00541511j -0.00519152-0.00044628j 0.0121379+0.0159061j -0.00915633+0.0109426j 0.00128571+0.0147576j -0.00172255-0.000414783j 0.00257478+0.0102213j 0.00821314-0.0108571j 0.000933119+0.00322032j -0.0012627-0.00223401j 0.00716032-0.00111696j -0.000523139+0.0139499j 
0.07771-0.00972229j -0.0182289+0.0469737j -0.0785082+0.139965j 0.0313355-0.0178502j -0.0602359+0.14425j 0.110146+0.170426j -0.0560586+0.0335757j -0.0426069+0.0228469j -0.0657666-0.0798228j -0.219032+0.202562j -0.11414+0.00120595j -0.0153841-0.0593611j 0.0660496-0.0274337j 0.0217628+0.0201625j -0.121104+0.0109682j -0.0707148-0.0800318j 0.0369643+0.00449372j -0.000287945-0.0133853j -0.0316876+0.0109568j 0.0069335+0.0143286j -0.0109238-0.0239151j 0.00848812-0.012842j 0.0365213+0.00919444j 0.0169837+0.0121209j -0.0151374+0.00890198j 0.00775617+0.017775j 0.0100852-0.00586325j -0.0177756+0.0120704j 0.0138591+0.0128409j 0.014598-0.0270269j -0.0393958+0.0146671j 0.00815549+0.00870623j -0.00854494-0.0350096j -0.0135045-0.0270446j 0.0103238+0.0227431j 0.00242413+0.00548043j -0.00733958+0.0201516j -0.0204528-0.00719071j -0.0203748+0.00529217j 0.0077731-0.003412j -0.0211055+0.00276059j -0.0120481+0.0114915j -0.0066129-0.00369047j 0.00278184+0.00272088j 0.000420281+0.00421025j 0.00474469+0.00281707j 0.00236349+0.00335679j -0.00540608+0.0057228j 0.0101716+0.0117j 5.2555e-05+0.000284163j -0.00329225-0.00687773j -0.00177275-0.0112634j 0.0106285+0.0045358j -0.000581703-0.0106598j 0.00190833+0.0094156j 0.0093341+0.00907787j -0.00183318-0.00915393j 9.71484e-05+0.0116613j -0.00216692-0.000992613j -0.00493095+0.019964j -0.00342491-0.0179372j 0.00211515+0.00131111j -0.0152808+0.00788904j 0.000194288+0.0191447j 0.00273002+0.00906268j -0.00501143-0.00582692j 0.00798966+0.0124674j 0.00128099+0.00161949j 0.00404542-0.0103957j 0.00509314+0.00602902j -0.00165311+0.00167558j 0.0146779+0.00729055j 0.00273743+0.000450985j -0.0160614-0.00946784j -0.0146448+0.000197004j 0.00222196+0.00174657j 0.00256473+0.00364196j 0.000142845+0.00856032j -0.00387965+0.00953152j -0.00208818-0.0145228j -0.00897912-0.0108325j -0.00579418-0.01085j -0.00895503-0.00486089j 0.00901352+0.0173488j 0.00168714+0.000859588j -0.0112806+0.00270347j -0.0075337+0.00733256j -0.00395047+0.00200009j -0.00203694+0.00153968j 0.00205696-0.00394226j 0.00384439+0.00172226j 0.0125544-0.00759688j 0.00149903+0.00640055j -0.000945664+3.24297e-05j 0.00148736-0.000360147j 0.0107536-0.00974621j 0.00353217-0.0026984j 
-0.0456478+0.0902833j -0.0780563-0.0285862j 0.007673-0.0692255j 0.0609268-0.0183639j 0.0705254+0.0137235j -0.106624+0.179481j 0.152568-0.16546j -0.148434+0.0565898j 0.0812618-0.0245233j 0.0705112-0.0251765j -0.0419502+0.0569859j -0.0635085-0.252225j 0.110998-0.173516j 0.0831424-0.0638858j 0.088669-0.158789j -0.0466587-0.17337j -0.0345575+0.081762j -0.033488-0.00809596j 0.0535041-0.0327035j -0.0308795+0.0352663j 0.00638525-0.0218117j 0.00141431-0.0245242j -0.029177+0.0377303j 0.00570896-0.00305433j 0.0268046+0.0128032j -0.0214638-0.0135031j -0.010017+0.0123584j -0.000799299+0.00305873j 0.0108284-0.015293j -0.0178597-0.00712608j -0.00562131-0.0212283j 0.00365774+0.017848j -0.00355058+0.0119423j 0.0154219+0.017378j 0.0173537+0.0265847j -0.0268546+0.020403j 0.00840873+0.00158517j 0.00678533-0.0190446j -0.0200493-0.0172054j 0.0226544-0.00377329j 0.000229494-0.0247125j -0.00259076-0.0118614j -0.00214385-0.0112516j 0.00610951-0.0156188j 0.00108801-0.0064045j -0.0108841-0.00741759j -0.00164262-0.00926194j -0.00665843+0.00311349j 0.00703275+0.0124937j 0.00706591+0.00536386j -0.00679347+0.0029858j -0.0168806-0.0180542j 0.00821012-0.0071216j -0.00947518-0.00354445j 0.0139633+0.00929148j -0.00705236-0.0100866j 0.00594348-0.0113105j -0.0107474+0.00643875j 0.012118-0.00973723j 0.0115141-0.0114074j 0.031646+0.00263443j -0.0268971+0.0129802j 0.011366-0.00456916j 0.00764705+0.0115716j 0.0193143-0.0118683j 0.00305848+0.00402267j -0.0079095-0.00259078j -0.00409164+0.0105428j 0.00757112+0.00186494j -0.0089638-0.00535615j -0.00193372-0.00657654j -0.00155485+0.0158643j -0.00110923-0.0104143j 0.00983414-0.00138183j 0.0141397+0.00883542j 0.000368784+0.000824556j -0.0034386+0.0213152j -0.00891663-0.00284367j -0.00123189+0.00670596j 0.00921515-0.00454693j 0.00112566+0.00841964j 0.0108815+0.0120969j 0.00859637+0.00149522j -0.000657624-0.00906871j 0.00298611-0.0040643j 0.00147304-0.00130797j -0.00468254-0.00929858j -0.0212536+0.00995041j -0.00217145-0.0160129j -0.00271111-0.0102673j -0.00230556-0.00139234j 0.0101936+0.00890583j 0.0052282-0.00029137j 0.0046493-0.0110021j 0.00908498-0.00982344j 0.0110646+0.0164062j -0.00806843+0.00780513j 
0.0181664-0.016776j -0.0250279+0.0210492j 0.0615404-0.0521125j 0.076747+0.0385315j -0.121923+0.116284j 0.0135902-0.115565j -0.223735+0.0585052j -0.120948-0.0401318j 0.0578679-0.265336j -0.0202759+0.0669913j 0.00667103-0.154525j -0.100657-0.237702j -0.0645746+0.0151868j 0.0170054-0.0570503j -0.0231962-0.0681223j -0.0815046-0.064415j -0.0621558+0.00828787j -0.0482577-0.0208334j 0.0451126+0.0536874j 0.00540519-0.0474092j 0.0199727-0.0136472j -0.0104689+0.0516579j 0.0150204-0.0113584j 0.0276766+0.00993337j -0.0371648+0.0188937j -0.011394+0.00266823j 0.00966406+0.0269953j -0.0461428+0.0176445j 0.0288277+0.0237762j -0.00529926-0.0261303j -0.0240194-0.0146639j 0.0196417+0.0138784j 0.0344362+0.0362512j -0.0391961-0.0103013j -0.0100207+0.00958862j 0.00499792-0.0112814j 0.0248542+0.000307027j 0.000551002-0.00851914j 0.0282577-0.00176257j 0.0146845-0.000108783j 0.00395895-0.00111082j 0.00213851+0.00318448j -0.00955628+0.00241387j 0.00568918-0.00741277j -0.00639345-0.00251546j -0.000171258+0.00574038j -0.0110491+0.0035515j 0.00342482+0.00187418j -0.0104021-0.0312105j 0.003056-0.00590302j -0.00184164+0.0180286j -0.000957678+0.00214075j -0.00477097-0.0104177j -0.00257883+0.0130473j 0.00697627+0.011213j 0.0199005-0.00449071j -0.00137599+0.0168775j 0.00567542-0.00692283j 0.0177499-0.0134312j -0.00340113+0.0117301j 0.0009738+0.0216348j -0.00347128+0.0141337j 0.00174815-0.0128759j 0.00828901+0.00414053j 0.0043171+0.0219841j 0.00832061-0.000491081j -0.00408739+0.0246341j -0.00128404+0.00801816j -0.00812467-0.00443969j -0.00550456+0.00236085j -0.00901392+0.00943099j 0.013155-0.00483844j 0.000740538-0.00422343j -0.00767388+0.00199304j 0.0056849-0.0073911j 0.00652686+0.000537163j -0.00414713-0.000232247j 0.000914634+0.0133121j -0.00493547+0.00302261j 0.00427597-0.00388527j -0.00473021-0.000765633j -0.00322535+0.00681783j -0.0103968+0.00691362j -0.017958+0.0174443j -0.0206459+0.00490867j -0.013144+0.00711769j 3.28705e-05+0.00126319j -0.00330789-0.0151568j -0.00372911+0.0101082j 0.00406282-0.00393944j 0.000491954-0.00774194j 0.0106029+0.0201153j 0.0148308-0.0121068j 0.00298023+0.00535599j 0.00978732+0.00408705j 0.00708629+0.0123393j -0.00774758+0.00180011j 
0.0758314-0.0144751j -0.0168086+0.0705608j 0.0942223+0.106494j 0.0723518+0.11291j -0.00667003+0.077916j 0.0326379+0.0152978j 0.0790983+0.0892678j 0.230106+0.080047j -0.0376066+0.120004j 0.111976+0.137884j 0.122127+0.0614051j -0.126335+0.130614j -0.00409771+0.126745j -0.053939-0.052291j 0.0183479-0.0404492j -0.150342+0.0474508j 0.140369+0.0926829j -0.0369119-0.0186163j 0.0451979+0.0314167j 0.0164842-0.0155389j 0.0181354-0.0284393j -0.0365944-0.0272009j -0.00594018-0.00591925j -0.017094+0.0273539j 0.0152126+0.0232875j 0.0112788+0.00721226j -0.0326322-0.0287971j 0.002988-0.0236161j -0.0218381+0.00342622j 0.0243432-0.00322792j 0.034176+0.00573701j -0.0414112+0.0392422j 0.0156434-0.0248834j 0.00327756+0.0108397j -0.00209668+0.011411j -0.0168426-0.00164517j 0.00393663-0.00668289j -0.0207994-0.0115724j 0.00187544-0.00641956j 0.00354784-0.00936727j -0.0213942+0.0107979j 0.0019781+0.00805117j -0.00620231+0.00569137j 0.00122972-0.00859696j -0.00725597-0.00148018j 0.0041343-0.00971541j -0.0166527+0.00653124j 0.00925903-6.28556e-05j 0.00230491-0.0119819j 0.0028884-0.0165588j 0.000230415+0.00259604j -0.00379086+0.0137168j -0.00697628-0.0145462j 0.0102725+0.0115366j -0.00413301-0.00461878j -0.0119296+0.00328139j -0.0111454+0.00619599j -0.00857445-0.00908038j -0.0036354+0.0018249j -0.019711+6.12171e-05j -0.0235891-0.00539838j 0.00591414-0.0184575j -0.00579797+0.00517589j -0.01374-0.0178282j -0.0196627-0.0113696j 0.000311536+0.00869846j -0.0010159-0.0142758j -0.00409605-0.00863298j 0.0167338+0.00749994j -0.015193+0.00162665j -0.00636414-0.00211128j -0.00695175-0.00146461j 0.0112623-0.0267699j 0.0147322+0.00114426j 0.00126435-0.0159992j 0.00116032-0.00801281j 0.0036634+0.0149826j 0.014835-0.0176678j 6.66101e-05-0.00739998j -0.0028306+0.0152819j 0.00462826+0.00810356j 0.0020516-0.00458146j 0.000485886+0.00702498j 0.00414044+0.00916305j -0.00540445+0.0125798j 0.000216597+0.00602087j -0.0124629+0.00040353j 0.00014378-0.00199158j -0.00449356+0.00773212j -0.00252495+0.00183847j 0.00458001-0.00457572j 0.0164735+0.00709129j 0.00290206-0.00440801j -0.00987561+0.00154198j 0.00451852-0.00518554j 0.0197281-0.00274502j 0.00847461+0.00794791j 
0.0504662+0.0147564j -0.0303106+0.0313659j 0.063624-0.0461698j -0.0231907+0.00782029j 0.123226+0.103951j -0.064823+0.0913404j -0.157637-0.030124j 0.0384183-0.0122304j 0.0926839-0.0586305j 0.142121-0.0616395j -0.0439457-0.0865033j 0.0125956-0.0454553j -0.0609392-0.0970283j -0.17423-0.154397j 0.0285049-0.0238884j -0.0546757+0.0696007j 0.140149+0.0577956j 0.0124372+0.00560183j 0.0635484-0.0130705j -0.041169+0.0117507j -0.0197541-0.00285445j -0.0162772+0.023818j 0.0340904-0.00906601j -0.0117944-0.0317232j 0.00663484-0.0154481j 0.0252174-0.0393745j -0.0225637+0.0267637j 0.00278127-0.0119429j 0.0226998+0.0279987j 0.0232631+0.00697592j -0.0203686+0.0253564j -0.0068174-0.0178128j -0.0137793+0.0014809j 0.00966778+0.0133163j -0.000611703-0.00829336j -0.0176476-0.010169j 0.00437061-0.0103295j -0.0139386-0.00404005j 0.016662-0.0108357j -0.00213783-0.0151483j -0.0246653+0.00828058j 0.0019433+0.00530113j -0.00551665-0.00119286j 0.0115319-0.0241176j -0.00725107-0.00433096j 0.0135053+0.0135723j -0.012092-0.00530169j -0.000831296+0.0025356j -0.00111409-0.0112705j 0.0074174-0.00620573j 0.00481765-0.00780883j 0.00756306-0.0238964j -0.00454102-0.00221593j 0.0046548-0.00291948j 0.014308-0.00512186j -0.00621327+0.0104595j -0.0014747-0.00728255j -0.00566001-0.00716997j -0.0122244+0.00430608j 0.000778344-0.00814419j -0.00018726-0.00675433j 0.0214902+0.00524875j -0.00387855-0.0100737j -0.000694554-0.00776939j 0.0121066-0.00585146j -0.0056441-0.012161j 0.00999596-0.00107813j 0.020148-0.0042423j -0.00017871+0.00368486j -0.00175779-0.00365327j -0.00362163-0.00823186j -0.0081175-0.00879948j -0.00683153+0.0125941j -0.00718949+0.0059193j -0.0289173+0.00977345j 0.0134583+0.00127268j -0.0142074+0.000898038j 0.0088708+0.0109845j 0.0145821-0.00137681j 0.0197214-0.0140257j -0.00169997+0.0043541j 0.00699557-0.00279495j 0.0146938-0.0232509j -0.00218039-0.00138114j -0.00183525-0.00998141j -0.00263567-0.00228031j 0.0108623+0.00930177j 0.00939051-0.017216j -0.0072825+0.00898108j -0.00542181+0.00980849j -0.00501142-0.00656088j 0.00811098-0.00767553j -0.0193408-0.00958794j -0.00388255+0.00904357j -0.000841478-0.00446211j 0.0113754-0.00084658j 0.0142765+0.00996663j 
-0.0165538+0.0512499j -0.0702803+0.0328228j -0.278192+0.0900183j 0.0108409+0.0280102j -0.0413667+0.0334558j -0.0278527+0.206771j -0.0713502-0.0704478j -0.0837672-0.172559j -0.209895+0.0657002j 0.138333+0.0595039j -0.198312+0.106641j -0.0571858-0.277277j 0.0083726-0.0674412j -0.0547681+0.0378983j -0.0218456+0.151509j -0.0723023+0.052139j -0.0679246+0.0617237j -0.0363434-0.00718444j -0.0419655+0.0536139j -0.00181014+0.0248477j 0.001388-0.0267285j -0.00764863-0.0036071j 0.0116838-0.0197124j 0.0241756+0.0249057j 0.000241193-0.0200415j 0.00613394-0.0350351j 0.00982815+0.0187842j 0.0196242-0.0333066j 0.0229147+0.000251961j 0.0117843-0.0165488j 0.00383697+0.0289863j -0.0307827+0.029914j 0.00551208+8.71172e-05j -0.00991733+0.00467998j -0.000879734-0.0128071j 0.00261655-0.0105101j 0.0145592-0.00960902j 0.00211504-0.00346359j -0.00429258+0.00603876j 0.00952758-0.00407435j 0.00690657-0.0109557j -0.00825353+0.0106888j -0.00402948-0.00591259j -0.00117417+0.00361906j 0.00829519-0.0080144j -0.00441709-0.00693432j -0.000659272+0.00196678j 0.0013461+0.0127524j 0.00658623+0.00281167j -0.00109729+0.00397052j -0.00357978+0.0129459j -0.0113942+0.00979058j 0.00445266-0.0129033j 0.0115847+0.00283714j 0.00410236-0.000444751j 0.00681437-0.00701506j 0.00875049+0.00718739j -0.0111475-0.00386961j -0.0181282+0.00167071j 0.0130505-0.00506525j 0.00253132+0.0220408j -0.00638185-0.0019331j 0.000430659-0.0015572j 0.00407685+0.0149431j -0.000678205-0.0164562j -0.00419327+0.0175787j 0.00119862-0.00369737j 0.00481148+0.00892319j 0.00768736-0.00445882j -0.00229373-0.0215553j -0.0128323+0.0032698j 0.000522369+0.0213497j -0.0140501-0.00300078j -0.0028016-0.00770207j -0.0041596-0.00682143j -0.000731068-0.0112453j 0.00159162+0.0135563j -0.0117068-0.0110091j 0.00304486-0.00530924j 0.0140556+0.00713675j 0.00404812+0.00156509j -0.0114848-0.0046957j 0.011173-0.0038153j -0.00153904-0.0117464j -0.0144726-0.00111593j -0.0113909-0.00151109j 0.00339586-0.0131021j -0.0108885-0.00197787j -0.000342068-0.00858361j -0.000848755+0.0019366j 0.000224005+0.00269838j 0.00651965-0.000669694j 0.00330801-0.012689j 0.00637167-0.00644751j 0.00966342+0.00354375j 0.00366522-0.00322876j -0.00287291+0.00938819j 
-0.00833101+0.0959892j -0.0703343+0.0191287j -0.0748322-0.172476j -0.0946629-0.0151363j 0.0607423-0.0306492j -0.00373514-0.0321387j -0.153873-0.0967782j -0.00515558+0.175041j -0.0524409-0.108857j -0.0263808+0.0901443j 0.0211164-0.220205j 0.166888+0.101275j -0.11731+0.118549j -0.10112-0.0131831j -0.0897702-0.0435027j -0.0720878-0.00816627j 0.00522532+0.0637816j 0.0057429+0.0162135j -0.00537396-0.0348252j 0.0234725-0.0204093j -0.0104388+0.0239042j -0.0384714-0.0340476j 0.00902196+0.00125883j -0.00130532-0.00551307j 0.0051344+0.0224541j 0.0116455-0.0343569j -0.00498855+0.01882j -0.0203876+0.0204919j 0.0373034+0.00729467j 0.00347552-0.0128491j 0.0181068+0.0180822j 0.000983651-0.00308132j -0.0270781+0.0121912j 0.00931636-0.00141009j -0.0152375+0.000118682j -0.0176962+0.017531j -0.00351595+0.00646041j 0.00921263-0.00817016j -0.0297753+0.00384823j 0.0195082-0.00991488j -0.00353293-0.0200329j -0.00740257-0.00212162j 0.000111329-0.0117917j -0.0118359-0.00999004j -0.00799079+0.0231804j 0.0131331-0.00339859j -0.00144605-0.0014101j 0.0142429+0.000254745j -0.0189872+0.00639347j -0.00655871-0.0118279j -0.000178391+0.00580098j 0.00222152+0.0179851j -0.00128338+0.0131189j -0.00204493+0.00118524j 0.00447271-0.0205214j -0.00639569-0.00605737j -0.000234875+0.00289915j 0.00712835-0.00536043j -0.00829082+0.0228644j 0.00116584+0.00115754j -0.00579338-0.0105321j 0.02803-0.0246818j -0.00189835+0.00937955j -0.0033443-0.0065801j 0.00125147+0.00175989j -0.00253033+0.00900078j 0.0173309-0.00620642j 0.00415189+0.00306604j -0.00753163+0.0106859j 0.0106836-0.0195557j 0.0110218+0.00312749j 0.000898631-0.00481629j -0.00132145+0.00963064j -0.0133737+0.00365935j -0.00570453-0.0161619j -0.00797518-0.00307656j 0.00783993-0.00365889j 0.00436269+0.00552508j 0.000925918+0.00627454j -0.00585457+0.00782277j -0.00170589+0.00614235j 0.00505035+0.00834037j -0.0111254+0.000154518j 0.00131327-0.00515734j 0.00239036-0.00388391j -0.00208967+0.00151847j -0.00538171-0.000494481j 0.00137754+0.0144359j 0.00605843-0.0167907j -0.00090609+0.00740869j 0.00197869+0.000173439j 0.0050469-0.00288912j 0.0018584+0.00307003j -0.00462362-0.00740608j -0.00183255-0.00499758j 0.0136824-0.00355855j -0.000100155+0.012029j 
