-0.179287+1.66533e-16j 0.0199559+0.0174296j 0.0243351+0.0378513j 0.0660939+0.120135j -0.0266191+0.0127516j 0.00667148-0.0126557j 0.0156126+0.113282j -0.0147529-0.029349j -0.00128225+0.0557769j -0.0306017+0.0354001j -0.0102005-0.0427972j 0.00413576+0.0334862j 0.0145851-0.00767905j -0.00970694+0.0617618j 0.0154617-0.02698j 0.00254174-0.0393102j 0.0100088+0.00171902j -0.000891544+0.0104371j -0.019356-0.00826122j 0.0343672-0.00155334j 0.0159924-0.00159585j -0.00648304+0.0250737j 0.0154616-0.0171683j 0.0116339+0.00599856j 0.071532+0.00896631j 0.00633591+0.0254627j 0.0126619-0.00219023j 0.0129961-0.0200398j 0.0270184+0.0085878j 0.0380056-0.0248276j -0.036695-0.0452644j 0.0497883-0.00239573j 0.0669723-0.0565033j 0.0339535+0.0898511j 0.192489+0.0480723j 0.0411464-0.158764j 0.0362357+0.117771j 0.100503-0.0352296j 0.0519374+0.0342864j 0.0489793+0.048421j 0.118865+0.0345323j -0.0397026+0.0203669j -0.0516924-0.0701432j 0.0241516+0.0289913j -0.010387+0.027747j 0.0141694-0.0010204j 0.0262101+0.0188359j -0.00842004-0.0495495j -0.0136052+0.0322406j -0.0254698+0.0198293j -0.00902717-0.00430952j 0.0107251+0.0399988j -0.00881232+0.00188659j -0.00329924+0.00414723j 0.0153665+0.00671266j 0.0122623+0.000921389j 0.0146189-0.00493004j 0.00382487-0.0226699j 0.00693413-0.0101252j 0.000316899-0.0249761j -0.00126054-0.0185124j 0.0204812-0.019156j 0.00075607+0.00387176j -0.0144029+0.0255012j -0.00195695+0.00983636j -0.000132643-0.0253961j 0.0355836-0.00611299j 0.00178612+0.00704137j 0.0129473-0.0106095j 0.0215489-0.0106291j 0.00204624-0.0224334j 0.00865801-0.00248754j 0.0279871+0.0356425j -0.056992-0.00610434j 0.00614119+0.0178782j -0.0115008-0.0018198j 0.00894608+8.45505e-05j -0.0087761-0.0301126j -0.0226376+0.0114141j -0.0189504+0.0501523j 0.00941083+0.0276847j -0.00900168+0.0122552j 0.00930327-0.0508508j -0.0070358+0.0401225j 0.0709257-0.183593j -0.0963767-0.112575j -0.300256-0.0458218j 0.034886+0.133797j 0.0399352-0.139961j 0.0594011+0.0484974j -0.0146127-0.0158397j -0.142168-0.0168879j 
0.00204624+0.0224334j 0.00961843-0.0238537j 0.00276868+0.00720651j 0.0149007-0.0113508j 0.0197467+0.0235513j -0.0086145-0.0255912j 0.00866141-0.01025j 0.0299073+0.0453899j 0.0255611+0.0149768j -0.020018+0.0341306j -0.0194078-0.0198056j 0.0142946-0.00691664j -0.00125318-0.0196309j -0.00206451-0.0073876j -0.0132947+0.00735842j 0.0225671+0.0053198j -0.00730602+0.0276451j 0.000706631+0.00385464j -0.00720065-0.0138315j -0.0170957+0.0203181j 0.00373754+0.00322461j 0.0041713+0.0227591j -0.00920661+0.0007874j -0.019285+0.00411956j -0.00146086+0.007256j -0.00124001-0.0153223j 0.00484359-0.00405435j 0.0160185-0.0104805j 0.00437461-0.000375984j 0.00220196-0.00379806j 0.00711933-0.00740599j 0.00551563+0.000997662j -0.013621+0.000431828j -0.00207963-0.00439939j 0.0058798-0.00226349j 8.60684e-05+0.00270919j -0.0174269-0.00408029j 0.0115983-0.0112405j -0.0112126+0.0193678j 0.00837778-0.00508797j -0.000807509-0.0042904j -0.00707882-0.0143803j -0.01077+0.0174674j -0.0361291+0.0112425j 0.0257439+0.0384481j 0.0195668-0.094169j -0.0325507-0.0412139j -0.0597495-0.0659158j 0.133801+0.0111905j -0.0270772+0.0616505j -0.0334205-0.0571424j 0.0240047+0.025201j -0.0326256-0.108201j 0.0393827-0.16681j 0.0283692+0.108049j -0.0493745-0.120637j 0.132265-0.0428867j 0.0823853-0.035792j -0.0519699+0.0129383j -0.0878422+0.0440545j 0.0874448-0.0668082j -0.474274+0.0657275j 0.0645305+0.0410526j -0.0482594+0.0162893j 0.0625501+0.0132171j 0.0416872+0.0145086j 0.0201248-0.0628403j -0.0468706+0.0504772j 0.0752126-0.111475j -0.0709763-0.0763911j 0.0735679-5.2576e-14j 0.0224246-0.102031j -0.0582853+0.131319j -0.0466128-0.0989643j -0.0375063+0.0120295j -0.0126026-0.0207111j -0.0270561-0.0156433j -0.0194228-0.0312877j -0.0142299+0.0913454j -0.0754783-0.0840802j 0.0690047-0.0368798j 0.0105265-0.000216994j 0.0331595-0.0570522j -0.0105247+0.0154973j -0.0321861+0.113147j 0.0743944-0.0202271j 0.0517171+0.0425785j 0.0206565+0.0462758j 0.00957914-0.022651j -0.0297579-0.0149429j -0.00124735-0.0131914j 0.0244907-0.01514j 
0.00865801+0.00248754j -0.0405083-0.0129835j 0.00672951+0.0322092j 0.00396678+0.0261394j 0.0183582+0.0237776j 0.0262398-0.0165342j 0.0319873+0.000816929j -0.00448389+0.00791417j 0.0026471+0.018686j -0.0144148-0.0201206j 0.005507-0.0305662j 0.00452204-0.0183894j 0.021526+0.00632031j -0.0187779-0.0151067j -0.00432183-0.0141282j -0.00260258-0.0052708j -0.0174302-0.00421707j 0.00754773+0.00822213j 0.00734832+0.0288094j 0.0241187+0.00648221j -0.0286336+0.013627j 0.0172199-0.0313491j 0.0174594+0.0102696j -0.0083837-0.00650846j -0.00255684-0.000610781j 0.00192196+0.000961746j -0.00978932+0.00124092j -0.001121+0.00103702j 0.00911457+0.0148812j -0.00234941-0.00485525j -0.00927093-0.00547385j -0.00995279+0.00391204j 0.000414875-0.00074883j -0.00714924-0.00143362j 0.00434227+0.00121187j 0.00217771+0.00802979j -0.00293911+0.00950772j -0.00167583+0.0078744j 0.0128966+0.000981642j 0.00723766-0.00572533j -0.00753705-0.005986j -0.0395939-0.0172424j -0.0213557-0.0194847j -0.0303647-0.0277834j 0.068961+0.0191754j 0.105441-0.030439j 0.0298019+0.0289767j -0.0620383-0.0295228j 0.0148559+0.0453422j -0.0952165+0.00454031j -0.000382951-0.154771j -0.0305392+0.000855054j 0.0580735+0.0597337j 0.0260926+0.073446j 0.103481+0.118152j 0.0287454-0.00868071j -0.0884763-0.0467057j -0.00306043+0.0102252j -0.0919913+0.0759819j 0.237033+0.0786414j 0.0308968+0.170748j -0.122059+0.0038874j -0.195809-0.0277284j -0.0489647-0.0471543j -0.0123539+0.0559001j -0.111221+0.0528213j 0.144761+0.0410204j 0.0499236-0.0530761j -0.109543+0.0591172j 0.00526764+0.0297569j 0.0224246+0.102031j -0.149394+4.80171e-15j -0.171893+0.034488j 0.043561-0.0593297j -0.112299+0.0508401j 0.169133+0.0132254j -0.0776814-0.0260191j -0.0875081-0.0236071j -0.0578151-0.0629841j 0.0683324-0.00469457j -0.0437927+0.0190149j 0.0053236+0.0235068j 0.00517538-0.0136288j 0.00411315-0.0244081j 0.0253718+0.0766441j -0.000145971+0.0405455j 0.0236616+0.0298819j -0.00897848+0.0620958j -0.0421955+0.0202453j 0.00793356+0.0276958j 0.0168694+0.0124876j 0.00452241-0.0343719j 
0.0279871-0.0356425j -0.0330575-0.00906507j 0.00938155-0.0363886j -0.00262692+0.0320548j 0.00874713-0.0454548j -0.0389352+0.0329149j 0.00171248-0.006133j 0.00268291+0.00329739j -0.00688708-0.00011949j 0.00789728+0.00740783j -0.0354004-0.0128823j -0.011224+0.0024135j -0.0065285+0.00869962j 0.020441-0.0165618j -0.0133155+0.0102782j 0.0181007-0.00778571j 0.00467597+0.00208908j -0.00318283+0.00247193j -0.0190394+0.0189732j 0.000350627+0.00990509j 0.00398081+0.011197j 0.0100328-0.00594108j -0.00334838+0.000238154j 0.0110002-0.00039555j -0.00998088-0.00384103j -0.000662149+0.00730079j 9.0781e-05+0.00308264j 0.00933203+0.00487766j -0.00371248-0.00205291j 0.000389063-0.0114586j -0.00530367-0.0028061j -0.00358567+0.00604434j 0.00169349+0.00892296j -0.0049071-0.00778678j 0.00287981-0.00392302j -0.0004382+0.00778505j 0.00889234+0.0113351j -0.00732261-0.0058905j 0.031277+0.0249665j -0.0226812-0.0152481j 0.00603709+0.00855296j -0.0146603-0.000890808j -0.00333502-0.0744969j 0.024563-0.0105888j 0.0432462-0.0530992j -0.0931823+0.06365j 0.0505532-0.0394405j 0.00786747+0.0431942j -0.0162895-0.0709049j -0.0584942-0.041678j -0.149353+0.0107022j 0.0768797+0.0539246j 0.00260625-0.0032087j -0.0227627-0.102965j -0.168766+0.013124j -0.09223+0.0566568j 0.121935-0.178563j -0.0340912-0.0617877j -0.0920271+0.0156344j -0.075818+0.177116j 0.216317+0.0815519j 0.0457607+0.0581422j -0.129169+0.0225477j 0.0486596+0.308561j 0.168223-0.0352724j 0.125755-0.132394j 0.0301639+0.0906518j -0.0426979-0.000484267j -0.0806663+0.0396892j -0.059926-0.0850308j -0.0582853-0.131319j -0.171893-0.034488j 0.0322594+1.69587e-14j 0.0242477-0.0476172j 0.0337833+0.0753455j -0.014761-0.00315764j 0.0411719-0.0469228j -0.0375895+0.0120439j 0.0442593-0.0649847j -0.00915126+0.0227758j 0.00890459-0.00737454j 0.00172915+0.0309832j 0.00932158-0.0504544j -0.055005-0.0507672j -0.0202213-0.051768j 0.00818617+0.0120666j -0.0457864-0.0294902j -0.03426+0.0208173j 0.000753414+0.00951506j 0.039541-0.0291864j -0.0279545+5.6331e-05j 0.00568001-0.0364018j 
-0.056992+0.00610434j 0.00107321+0.0107489j -0.00749249+0.013522j -0.0167764-0.0438255j 0.0094948+0.0544698j -0.0406948+0.0196281j 0.0179057+0.0492195j -0.0154839-0.0138075j -0.0135342+0.0139963j 0.00360595-0.000856382j -0.0383861+0.00143109j -0.0188598+0.00477147j 0.0140315+0.0124235j -0.000819348-0.00746553j 0.0155669-0.002734j 0.00579042-0.0256513j -0.0108732-0.00133127j 0.0138391-0.00410913j 0.0218431+0.00426229j -0.0102256-0.0250623j 0.00149751+0.0201608j -0.00477325-0.015609j 0.0134324+0.00239274j 0.0108375-1.97578e-06j 0.00535189-0.00134594j 0.00940458+0.0144829j -0.00281749+0.00949931j 0.00838173+0.0118935j -0.0123176-0.00197953j 0.0110272+0.00253882j 0.00286671-0.00166491j 0.00230589+0.00490494j 0.0035635+2.56492e-06j -0.0032246-0.00166303j 0.0146795-9.8037e-05j 0.00766879-0.0101016j -0.00770079-0.0122192j 0.00122069-0.00429798j -0.0147409+0.0021267j -0.0376646+0.00586565j 0.0393545-0.00594272j -0.00356835+0.00483535j 0.019647+0.0801788j 0.0339827+0.0320175j 0.00462324+0.135363j -0.022196+0.0345581j 0.0659792+0.083282j 0.0762443-0.0231447j 0.0583986+0.111121j 0.0337251+0.0430315j -0.0230865+0.0441006j 0.0846659-0.00300656j 0.0703963-0.042342j 0.0466182-0.0210026j -0.062659+0.158879j 0.00134081-0.0413008j -0.103399-0.0575498j 0.110674-0.171297j 0.0761769+0.193879j -0.0784129-0.0337647j -0.10027+0.0438662j -0.106571+0.051494j -0.0632315-0.00959517j 0.1421+0.00269006j 0.142753+0.125366j 0.155138-0.00708724j 0.0877614-0.18967j 0.037806+0.0597016j -0.0302856+0.0285805j -0.0313525-0.088773j -0.0466128+0.0989643j 0.043561+0.0593297j 0.0242477+0.0476172j -0.0341215-3.747e-16j 0.0489018-0.07148j -0.01894-0.00044356j 0.0231265+0.0387357j 0.00694562+0.0578283j -0.0756704+0.0695761j 0.0225991-0.00510088j 0.0772566+0.0310271j 0.0842132+0.0304683j -0.0233854-0.0159444j 0.00879257-0.0260433j 0.0352068-0.0745451j 0.0256824-0.080187j 0.0276983-0.00554061j 0.0608369-0.0104372j -0.00223904-0.0236026j -0.0414186-0.0502655j 0.0252088+0.00340615j 0.00679174-0.00917502j 
0.00614119-0.0178782j 0.0476582-0.00915907j 0.0166433+0.0324032j 0.0400408+0.0531666j -0.0386211+0.00208339j -0.0505861+0.037777j 0.042706+0.0330405j 0.00331436+0.00358786j 0.00955447-0.025123j 0.00108207-0.00335866j -0.00510727-0.00256278j -0.0161719-0.00730768j -0.0114543+0.00494772j 0.00469719+0.0195735j 0.0171098-0.0305662j -0.00347842-0.0304856j 0.0161454-0.0201023j 0.0138118-0.0102883j -0.00308294-0.0140903j 0.000190614-0.00822551j 0.00638108+0.0241531j 0.014617+0.014067j -0.00656651+0.00333452j 0.000247578+0.00945394j 0.00152258+0.0119395j 0.00293022-0.00896126j -0.00954992+0.0136713j -0.0100153-0.00928723j 0.00201523+0.000683675j 0.000915278+0.00547274j 0.0025264-0.00971332j -0.00257078+0.00639296j -0.0159062+0.0104383j 0.000154412+0.0183187j -0.00119122+0.00877671j 0.00285801-0.00199137j -0.0184394+0.0018248j 0.0187288-0.0155973j -0.027147-0.0288122j 0.0478511-0.0097841j -0.0320464-0.0263146j -0.0181115+0.00891606j -0.0293675-0.0441577j -0.0694805-0.0819565j -0.0703909-0.0451824j -0.142611+0.0589602j 0.0843084+0.0888088j -0.0214233-0.0566578j 0.0108528-0.0468306j -0.0342051-0.169884j -0.134891+0.0692607j -0.0501027+0.0168091j 0.0231094+0.00622422j 0.0755646+0.184555j 0.0228693+0.144149j 0.0389306+0.083515j -0.101255-0.115554j 0.0120488-0.352041j -0.108299+0.10439j 0.0173236+0.0427531j 0.061766-0.0387651j -0.0851883+0.00951083j 0.0106459+0.0941795j -0.132165-0.151049j -0.0588552-0.0562789j 0.0144286+0.0368362j -0.000937656+0.11029j 0.0796691-0.00983096j 0.0350717-0.00544541j 0.0718735+0.0149293j -0.0375063-0.0120295j -0.112299-0.0508401j 0.0337833-0.0753455j 0.0489018+0.07148j 0.0313723+1.4988e-15j -0.0231663+0.0444711j 0.0144282+0.00901702j 0.047083+0.0465402j 0.0179767-0.0215406j -0.0472435-0.0679379j 0.0130263+0.0253048j -0.0309464-0.0453482j -0.0125229+0.0207986j -0.0404138-0.0512947j 0.00127327+0.0720481j -0.0200863+0.0327695j -0.0141529-0.101105j -0.0325873+0.0370708j -0.00826595-0.0578912j 0.01163+0.0798293j -0.0306924+0.047007j -0.0025996+0.0545245j 
-0.0115008+0.0018198j 0.0285105-0.0247137j 0.00159622+0.00382161j 0.0337383+0.0269685j -0.0160117-0.0299325j -0.046176+0.00720468j 0.0149804+0.0089653j 0.0170035-0.00759887j -0.000433783+0.0287927j -0.0224178-0.00888851j -0.0155244-0.0276201j -0.000271063+0.0133551j 0.00067887-0.0294965j 0.0128604-0.021033j 0.00205126-0.0157186j 0.0262142+0.0194882j 0.0119087+0.0222594j -0.0040916+0.0034958j 0.00798278-0.0247953j -0.0018234+0.00649151j -0.0048948-0.00228332j -0.00500307-0.012652j 0.0140562-0.00334232j 0.00517131+0.0220613j 0.00808883-0.0120733j 0.00814284+0.00967071j -0.0125411-0.0010669j -0.0078897+0.00327779j -0.00219648-0.00263787j 0.00943746-0.011425j -0.000927588+0.00433648j 0.000409554+0.00997754j -0.0011045+0.000389012j 0.00206383-0.00283079j 0.00984427+0.00281817j 0.00130836-0.00744902j -0.0106413+0.0190087j -0.00146178-0.000696416j -0.013104+0.0104181j 0.00912478-0.000859103j 0.000717889-0.0154201j -0.0100062-0.0236412j -0.0342975-0.0201066j -0.0234785-0.0341226j -0.0626594-0.0736013j -0.0867903+0.0233717j 0.0302875+0.0422584j -0.0407452+0.0258865j 0.0748299+0.0319772j -0.0971664-0.0066622j -0.146019-0.0579081j 0.0649194+0.0579103j 0.0173617+0.039182j -0.0443604-0.021475j -0.130335-0.0153634j -0.063627+0.079541j 0.106426+0.305712j 0.070543-0.00575916j -0.0866478-0.0489395j 0.164702-0.179226j -0.135894-0.0378611j 0.0320519-0.0620894j -0.158595+0.0631089j 0.0550869-0.161873j 0.0729131-0.0173366j 0.0629264-0.012548j -0.0676447-0.0156039j -0.102656-0.0891442j -0.0551314+0.0859115j -0.0451438+0.0456225j -0.0126026+0.0207111j 0.169133-0.0132254j -0.014761+0.00315764j -0.01894+0.00044356j -0.0231663-0.0444711j -0.15638+2.16493e-15j 0.0182849+0.0128465j 0.065084+0.0271585j 0.00105753-0.00844715j 0.00679606+0.00873198j -0.0822959-0.0167486j 0.0188792+0.0462284j 0.00705814-0.0288546j -0.0583344-0.0727622j -0.0273227-0.00344593j -0.00419916-0.0166682j -0.018601-0.025621j -0.0330274-0.000390089j -0.00771507+0.0147614j -0.00581275+0.0250276j 0.00183418+0.0235133j 0.0186312-0.000984135j 
0.00894608-8.45505e-05j 0.0115544+0.00895556j -0.00102565+0.013971j -0.0026298-0.0651308j 0.060757-0.0332733j -0.0681793-0.0337045j -0.0325902+0.100985j -0.00982348+0.0377679j 0.0076723+0.0213704j -0.0193621-0.0392824j 0.0279678-0.0128241j -0.00782749-0.00928635j -0.00360092-0.000888228j 0.0158364+2.10814e-05j -0.00426857-0.00517575j -0.0102602-0.00836789j -0.0144466+0.000464163j -0.0112481-0.00316595j -0.0138455-0.000818349j -0.0188677-0.0103629j 0.00818562-0.0046478j -0.00213851-0.00211005j -0.00379982+0.00970454j -0.00632707-0.00815293j -0.00578098+0.00541213j 0.00762865-0.000600117j 0.00331958+0.00434639j -0.00469808-0.00917648j 0.00115831+0.00215206j 0.00220953-0.00244854j 0.00266905-0.00292891j 0.00129478+0.00243723j -0.0119892+0.0153126j -0.00612282+0.0150141j 0.00675157-0.0194873j 0.0166315+0.00571213j -0.0137405-0.0184982j 0.00992252-0.0150224j 0.000772012+0.00718792j -0.00711919+0.0211207j 0.0161155-0.0103099j -0.0108086-0.0171212j -0.0164983+0.0887294j 0.0302707+0.0652459j 0.140355-0.109108j -0.137486-0.031718j -0.0483+0.146568j 0.0966092-0.159699j 0.127409+0.249984j 0.155158-0.134727j -0.0168819-0.134503j -0.132948+0.0771776j -0.0653931+0.0973253j 0.0446575+0.031574j -0.0183277+0.0221052j 0.138064+0.0433442j -0.0846576+0.0393466j 0.00781064-0.0784035j 0.00516637-0.0432973j -0.0827516+0.0756957j 0.0540301+0.0295388j -0.0409791-0.144156j 0.0559799-0.148611j -0.0160453-0.0340364j 0.0168251+0.0291349j -0.00692716+0.0470381j -0.0975512+0.0997788j 0.0177184-0.105904j -0.0489332-0.0275362j 0.152456-0.0202352j -0.0270561+0.0156433j -0.0776814+0.0260191j 0.0411719+0.0469228j 0.0231265-0.0387357j 0.0144282-0.00901702j 0.0182849-0.0128465j -0.0372951+2.35922e-16j 0.0554686-0.0619488j 0.0769144-0.0367078j 0.0155374+0.0409703j 0.00880351+0.036815j -0.0318207+0.0253699j -0.0468853-0.00222282j -0.089064-0.0445471j 0.00818559-0.0331946j 0.00399184-0.00625574j -0.00402947+0.0179063j 0.0759002+0.0509858j -0.0399054-0.0448781j -0.000206314-0.0516649j 0.0189895-0.0215342j -0.00130734+0.00241217j 
-0.0087761+0.0301126j -0.00535719+0.00643466j -0.0155927+0.00363788j -0.00959119+0.0210341j -0.061152+0.0430194j -0.0162974+0.0579167j 0.0561334+0.0125569j -0.00544005+0.0400431j -0.0202359-0.00470647j -0.00559102-0.0130611j 0.0129221-0.0127386j 0.0103032-0.010814j 0.00602162-0.00566238j 0.0308878+0.0230504j 0.00229809-0.00858592j -0.00302006+0.00883049j -0.0160176+0.00535371j 0.00879819+0.0157857j 0.000110887+0.00758383j -0.00600661-0.0068452j 0.00154932-0.00981047j 0.00629037+0.00278363j -0.00527385+0.00218807j 0.00747141-0.0125993j -0.000816381+0.013436j -0.00889294+0.00205955j 0.00385135-0.00118537j 0.00297572+0.00881724j -0.00403963+0.0107271j 0.00432208+0.00263344j -0.00164566-0.00466579j -0.00563751+0.00905268j 0.00743622-0.0227378j -0.00571755-0.00298671j -0.00575298+0.0093587j 0.000270925+0.00351643j -0.00142331-0.0145538j 0.00338412+0.0093876j 0.00232142-0.0046841j 0.0176759+0.0170298j -0.0353275-0.038972j -0.0294238+0.0440577j 0.0100937-0.00599313j 0.00753396-0.0394196j -0.122766+0.0648377j 0.0132326+0.1184j 0.0971307-0.067461j -0.0307184-0.12518j 0.128132+0.0752871j -0.152014-0.126682j 0.0762854+0.0224166j 0.11068+0.0522446j -0.0555346+0.00554488j 0.0473264-0.156902j -0.114458-0.18966j 0.00221702-0.0486563j 0.121476+0.007872j -0.0229834+0.170698j 0.118462-0.124183j 0.148657+0.020165j -0.0709895-0.0771695j -0.0762574-0.125275j 0.0297024-0.247865j 0.0496596+0.0166821j -0.056394-0.0864681j -0.0910155-0.0336658j -0.0429822-0.0227459j -0.0831605+0.0434249j 0.0148723-0.0407401j -0.0672113+0.0307346j -0.0194228+0.0312877j -0.0875081+0.0236071j -0.0375895-0.0120439j 0.00694562-0.0578283j 0.047083-0.0465402j 0.065084-0.0271585j 0.0554686+0.0619488j -0.0928296-5.73153e-15j -0.0987198+0.0414576j -0.0303124-0.0211764j -0.0292114-0.000823175j 0.0333144+0.0128304j 0.0313832+0.0641733j 0.0168818-0.0310931j 0.0400823+0.0516788j 0.00619658-0.0344368j -0.0389364-0.0503459j 0.0373415+0.0491938j 0.0221638-0.0295013j -0.0298695+0.00790487j 0.00837586-0.0477583j -0.0257199+0.00652139j 
-0.0226376-0.0114141j -0.0117223+0.00419134j 0.037827-0.0457899j 0.0114551+0.0113457j 0.0095201+0.090945j 0.0205341-0.00432039j 0.016053-0.0196953j -0.0608385+0.0253478j 0.0162637+0.018406j -0.00825187-0.0314464j 0.00699192+0.0110023j 0.0252088+0.00715611j 0.00472013-0.0245075j -0.0152048-0.0010294j -0.0138735-0.0143115j 0.00836376+0.00863464j 0.0100512-0.00222838j -0.0114756-0.00355641j 0.00316036-0.0141106j -0.0050967+0.0119054j 0.0133875+0.00134466j 0.00317775+0.01115j -0.00843016-0.000179291j 0.00596136+0.000217889j -7.19791e-06+0.00508962j -0.0101371-0.0017287j -0.00847402-0.00355212j -0.000400491+0.0122287j 0.00349043+0.00133452j 0.0015327-0.00929688j -0.00500003-0.00379698j 0.00403861+0.00333185j 0.0102292+0.00212817j -0.00204784+0.0045044j 0.0034613+0.00120565j 0.00496224+0.0131662j -0.000322859-0.0178998j 0.00203457-0.0198366j -0.00303262+0.0143463j -0.0300695-0.0126994j 0.00468152+0.0192919j 0.0116854+0.0353262j 0.0357511-0.0288581j -0.0387361+0.0350105j 0.0709196+0.194281j 0.0531575-0.0647391j 0.0700521-0.127902j 0.096829-0.0365852j 0.171542+0.0786066j 0.0319882+0.000512603j 0.171476+0.0241765j 0.0406168-0.0912273j -0.0975162-0.0411436j 0.0325906+0.0130542j 0.00684287+0.111966j 0.00549137+0.0853353j -0.0577718-0.0296847j -0.0695405-0.119163j 0.0519078-0.0623382j -0.0475356-0.0956752j 0.0525254+0.151j 0.0242633-0.141657j -0.0263902+0.0436233j -0.0383955+0.0839209j -0.0145705-0.0174981j 0.0692777-0.113551j 0.0538813-0.0434406j -0.0383343-0.145664j 0.0297694-0.0508596j 0.0727167+0.00813746j -0.0142299-0.0913454j -0.0578151+0.0629841j 0.0442593+0.0649847j -0.0756704-0.0695761j 0.0179767+0.0215406j 0.00105753+0.00844715j 0.0769144+0.0367078j -0.0987198-0.0414576j 0.00387509+1.23599e-15j 0.069858+0.0166127j 0.0124597+0.0331353j 0.0320297+0.0566356j 0.00543186-0.00805277j -0.00101069+0.0199293j 0.0688382-0.00354128j 0.0444974-0.0183754j -0.0479361-0.0508112j 0.0457583+0.0201379j -0.000917204-0.036326j -0.0131835-0.0688686j -0.00643975-0.010373j -0.00447471+0.00517552j 
-0.0189504-0.0501523j -0.00199092-0.0175988j 0.0336905-0.0864016j 0.121068+0.0691696j 0.0363463+0.0294213j -0.0230387-0.0617243j 0.0172554+0.0387271j -0.0305786-0.0440438j -0.0329836+0.0148956j -0.00400521-0.000941047j -0.0153072+0.00452991j -0.0400254+0.0276063j -0.0176396+0.010063j -0.0011496-0.00346368j 0.00824968-0.0096894j -0.0112761+0.012247j 0.0161042+0.0138481j 0.0108842+0.00430311j -0.00915765-5.64832e-06j 0.00558152+0.0279812j 0.0101798+0.00840652j 0.00251864-0.00708467j -0.0104961+0.00151614j 0.00582994+0.00773859j -0.00678191+0.0113081j 0.00470855-0.0142712j -0.0132257-0.00614546j 0.000523173-0.00422723j -0.00332825+0.0041694j 0.0117057-0.0159491j -0.00538074-0.0128421j -0.00426818-0.00795143j 0.000114324+0.0108889j -0.0107603+0.000835647j 0.0151326+0.00786846j -0.00958857+0.00807433j -0.00455715-0.000793608j 0.0173237-0.00162538j -0.017231+0.000805499j -0.0203662-0.0416485j 0.00137527-0.00109335j -0.0253212-0.00472879j -0.104084-0.154615j -0.140063+0.0330112j 0.0686015+0.085734j 0.0144787-0.0673973j 0.130172+0.200374j 0.102642+0.105631j -0.0555922+0.092181j -0.0817455+0.0455068j -0.0803725+0.0286662j -0.164729+0.0321241j -0.110044+0.127192j -0.03485-0.129979j 0.0776484-0.0743033j -0.064521+0.0326442j 0.046135+0.0585448j 0.0262343+0.0639461j 0.000772942+0.0162146j 0.00722917+0.0688708j 0.0485556-0.00331604j -0.0302785+0.0316575j 0.00307653-0.0551476j 0.0295837+0.0574361j 0.0195909+0.0438279j -0.064756+0.064444j -0.0056074-0.0546162j 0.0262666+0.0117951j 0.0536275-0.0020476j -0.0235165-0.0620388j -0.0754783+0.0840802j 0.0683324+0.00469457j -0.00915126-0.0227758j 0.0225991+0.00510088j -0.0472435+0.0679379j 0.00679606-0.00873198j 0.0155374-0.0409703j -0.0303124+0.0211764j 0.069858-0.0166127j -0.0251548+3.747e-16j -0.0185553-0.0479583j 0.0409446+0.0695498j 0.0312912-0.0339549j 0.0214295+0.013733j 0.0192674+0.054903j 0.0156209-0.0524488j 0.0661362-0.00909716j -0.0414711-0.00301712j 0.0280101-0.044227j -0.0183527+0.128792j -0.038853+0.064555j 0.010047-0.00988676j 
