-0.0605891+1.8735e-16j -0.042386-0.000103526j 0.0328142+0.000486312j -0.041278+0.00175133j 0.0205961-0.000678199j -0.0381033-0.000597218j -0.0321688+0.00223314j 0.00587183+0.00112991j -0.0271634+0.00133226j -0.00955226+0.00140243j 0.0253027-0.00122918j 0.0272979-0.000313495j -0.00015935+0.00139862j 0.0173891-0.000345991j -0.00486374-0.000782512j -0.0243624+6.19635e-05j -0.0178514+0.00163004j 0.0105151+2.88019e-05j -0.0228296-0.00102029j -0.00370328-0.00120797j 0.0121327-0.00103717j -0.0295474+0.00151633j 0.0558748+0.0018851j 0.0282799-0.0023528j 0.00705112-0.000160286j -0.10016-0.000126245j 0.0243469-0.00638681j -0.432518-0.00476434j 0.509525-0.0115551j 0.184394-0.00426491j 0.0329202+0.0109471j -0.0493418-0.00652045j -0.056581+0.00293866j 0.0107242+0.00300619j 0.0270689+0.00351485j -0.0481521+0.00406522j -0.0313828-0.0044112j 0.00898538+0.00104393j -0.00229143+0.000313651j 0.0133104-0.00450785j 0.0484271+0.00134195j 0.0210856-0.000699084j -0.00662492-0.000350785j 0.0065684-0.00117459j 0.0317236-0.00186826j 0.0162902+0.0034479j 0.00289139+0.000184938j 0.0239407-0.00130561j -0.00337097-0.000992416j -0.00473549+0.00130718j -0.000657653-0.0041425j 0.0006203+0.00170211j -0.0276236+0.00197679j 0.0054546+0.00064008j 0.00647869-6.89849e-05j 0.00427313+0.00260397j -0.00069367+0.00365899j -0.0170079-0.00137814j 0.00986426-0.00468588j 0.00659316-0.00384599j 0.0234768+0.00296383j -0.0225998+0.000248838j -0.00950013+0.00775535j -0.0397994+0.00034317j 0.0325707-0.00847912j -0.000563256+0.0166637j -0.105365-0.00197628j -0.00653047-0.023067j -0.110171-0.00837589j 
0.0133104+0.00450785j 0.0280646-0.000769227j -0.00740082+0.00305124j 0.0201066+0.00354662j -0.0145706-0.0053109j 0.00499449+0.00385415j -0.00644863+0.00297743j 0.000367614-0.00732261j 0.0238056+0.00276712j -0.0110575+0.00379969j 0.0196537+0.00423212j -0.0226716-0.0035221j -0.0296061-0.00309347j -0.0114773-0.00193221j -0.00353038+0.00384883j 0.00239188+0.00529533j -0.0588241-0.000815686j 0.109015+0.00737137j 0.106155+0.0105546j 0.134173-0.00029499j -0.0346478+0.00291605j 0.00675093-0.00177183j 0.0111366+0.00249348j 0.031818-0.00272932j -0.00468939-0.0096923j 0.00069631+0.00695146j -0.0104472+0.00639377j -0.0179307+0.00415471j -0.00593604+0.000695531j -0.0224743-0.0028162j -0.0184067-0.000141141j 0.00933782+0.000546358j 0.0078632+0.00104501j -0.00532962-0.000896201j -0.00214864-2.68792e-06j 0.000205895+9.60504e-05j 0.00463862+0.00140909j -0.004704+2.66389e-05j 0.00112877+0.000216622j 0.00678389-1.37401e-15j -0.00344959+0.000287952j -0.000462681+0.000434929j 0.00228686+0.000188361j 0.00104863+0.000216818j 0.00236369-0.000504452j 0.000221818-0.000375047j 0.00286707+0.000471417j 0.000462048-0.00013968j -0.000737953-2.12937e-05j -0.00751926+0.000178274j 0.00338648+0.000126563j 0.000224694-0.000255458j -0.000850622+0.000475588j 0.00240692+0.000207533j -3.38032e-05-7.72701e-05j -0.00262876-0.000140862j -0.000993081+0.000477704j 0.00127721-0.000882073j -0.0209241+0.000117062j -0.00194425+0.000471336j 7.70819e-05+0.000959725j -0.000613861+0.00100248j 0.000827112+2.25977e-05j 0.00700997+2.5752e-06j -0.00164883+0.000171292j -0.000739395-0.00136274j -0.00120094-0.000619851j -0.00562375-0.000725202j 0.00063468-0.0010821j 
0.0484271-0.00134195j -0.0127998-0.0064087j -0.0221309-0.00146876j -0.00991752+0.000314974j -0.00299656+0.00259794j 0.0148131-0.00231716j -0.0126487-0.000300174j -0.0436078-0.0019398j -0.030942-0.00354728j 0.00407608+0.0014795j 0.00511746-0.00204548j 0.0194326+0.00481867j -0.0243008+0.002257j -0.0205927-0.00062446j -0.0107624-0.000908325j 0.0326489-0.00334116j 0.00807777+0.00391699j -0.0706065-0.000138473j 0.138788-0.000542703j -0.00502228-0.00276032j 0.118738+0.010985j -0.0125616+0.00576888j -0.028894+0.0126231j 0.0155342+0.00121484j 0.00637558+0.00123498j -0.0121677+0.00587537j -0.0141261-0.00354829j -0.00845445-0.00131732j 0.0142725-0.00361488j -0.0431383+0.0011255j 0.0242648+0.00218703j 0.0156873-0.000482343j -0.0048677+0.000129924j 0.00350787-0.000151477j -0.00438232+0.00091163j -0.0065735-0.000616784j 0.00574752-0.000127427j 0.00285568-0.00072222j -0.00975487+0.000159099j -0.00344959-0.000287952j 0.00760114-2.29634e-16j 0.000887877+0.000242663j 0.00414378-0.000375636j 0.000106202+0.000440223j 0.00627579-0.000176674j -0.000440679-0.000291708j 0.00252389+1.92073e-05j -0.00530754+0.00031397j -0.00301468+3.65788e-05j 0.00181654-0.000552716j 0.000544568-0.000416721j 0.000704624-0.00013236j 0.00257867-0.000381087j 0.00352737+0.000219068j 0.000401201+0.000682378j -0.000140261+0.00017338j -0.0027746-0.000207793j -0.0213907+0.000141205j -0.000836437+0.000837801j 0.00410224+0.000253987j -0.00186557-0.000162006j 4.02392e-05-0.00070165j 0.0104841-0.00016432j 0.00224243+0.00025788j 0.00450879+0.000194207j -0.00462649+0.000655931j 0.0080669-0.00130867j -0.00289732+0.00159649j -0.00395267+0.000231637j 
0.0210856+0.000699084j 0.000114041-0.00308069j -0.00791422-0.00128729j 0.00136098+8.95418e-05j -0.00759008+0.00253352j 0.0247546-0.00127981j 0.00475895+0.00315742j -0.0206742-0.00116774j -0.00264861+0.00135101j 0.00982321+0.00239704j 0.0106904-0.00219383j -0.00122669+0.00530286j -0.0063742+0.00465854j 0.0029016-0.00364498j 0.0256809-0.000444071j 0.0160848+0.00688995j 0.0461436-0.000611153j -0.0310545-0.00883339j 0.0880863+0.00348467j -0.00119141+0.00038193j -0.0318486-0.00499394j -0.0110373-0.00448025j -0.0342707+0.0100985j 0.018899-0.00502233j 0.0207768-0.00472819j -0.00783017+0.00430264j -0.00188077-0.00204674j -0.011336+0.00240553j 0.00415356-0.00199295j -0.0202215-0.000253268j 0.00855418+0.00152007j 0.00488341+0.000236452j 0.00168372+0.000138449j -0.00070615+0.000231336j -0.00502552+0.000583049j 0.00151761+6.98125e-05j 0.00628834+0.000229147j 0.000515279-0.000467365j -0.00190403+0.000342588j -0.000462681-0.000434929j 0.000887877-0.000242663j 0.000313101-5.54569e-17j 8.33101e-05-5.57602e-05j 0.000962473+0.000176744j 0.00111791-0.000374825j -0.00173178-0.000123978j 0.000247658+0.000284249j -0.00235841-8.75776e-06j -0.00176388+3.53997e-05j 0.00163357-0.000321175j 0.00166935-6.26774e-05j -0.00015343+1.24994e-05j 0.000407222-0.000182388j -0.000406674-1.12786e-05j 0.000548346+7.96683e-05j -0.00126842+0.000234681j 0.0204896-6.3713e-05j -0.00419197-0.000235141j -0.000868503+0.000587124j -0.00192378-0.000343911j 2.17361e-06-0.000336702j -0.000325043-0.000115453j 0.00726256-0.000554816j -0.00111423+0.000298709j -0.00290215+0.000398329j -0.00184315-0.000156945j 0.00230408-0.00102782j -0.00399401+0.000694631j -0.00205174-0.000387303j 
-0.00662492+0.000350785j 0.00431046+0.000137754j 0.0100855-0.000702118j -0.0149687-0.00310778j 0.0186882+0.0049362j 0.0185374+0.00316007j -0.0246824-0.00106548j 0.0278841-0.0004552j -0.0199938+0.000730454j -0.0252351-0.00292414j 0.00156525+0.00305095j 0.00243697+0.00499695j -0.00464956+0.00151392j 0.0283732+0.00304536j -0.0132208-0.00407009j -0.154999-0.00520905j -0.0366503+0.00344074j -0.0416545-0.00339881j -0.0495637+0.00203872j -0.0529453-0.00775367j 0.0437855+0.00237407j -0.0105288+0.00497512j 0.00842023-0.00354766j 0.015314-0.0071877j 0.00584746-0.00746207j 0.0108701-0.00666069j -0.0102444+0.00434137j 0.00968848-0.00186649j -0.00383948+0.000618578j 0.00571267+0.000367212j -0.00923912+0.000319958j -0.00493766-0.000599907j -0.00846374-0.000979643j 0.00486506+0.00105266j -0.00806706-0.000705138j -0.00346423-0.000196393j -0.00841477-0.00111872j 0.00319304+0.0003722j -0.00232987-0.000396338j 0.00228686-0.000188361j 0.00414378+0.000375636j 8.33101e-05+5.57602e-05j -0.00229239-2.26728e-15j -0.000525878-0.000317949j 0.00282505+2.21997e-05j 0.00259869+3.42301e-05j -0.00292248-0.000332346j 0.0032908-0.000116747j -0.00033299-8.8652e-05j -0.000491181+0.000332704j -0.00244405+0.000151528j 0.00276084-0.000224115j 0.000327315-0.000173461j 0.00184472+0.000111571j 0.000761842+0.000248974j -0.0204566+7.137e-05j -0.00109658+0.000252198j 0.000868346-8.28176e-05j 0.00227279-5.9753e-05j 0.00329514-0.000195909j -0.00188292+0.000185747j 0.00420147-0.0001975j 0.000599514-2.59199e-05j 0.00286473-0.000839414j 0.00147246+0.001221j 0.00368077-0.000369559j 0.00468258+0.00119135j 0.00285518+0.000325008j 0.0026244+0.000204207j 
0.0065684+0.00117459j -0.00132655-0.00182403j 0.0151814-0.00579714j -0.0117462-0.00178752j -0.0136244+0.0043353j 0.00903912-0.00221702j 0.0106017-0.00256852j -0.0110332+1.17969e-05j -0.00486294-0.00396469j 0.00910759-0.00264471j 0.00900346-0.00784838j -0.0222225+0.00363949j -0.0155609-0.00901424j -0.00241477-0.00746076j 0.0477904-0.00838989j 0.041044+0.00209744j -0.0355094+0.00130797j 0.0479591+0.0037394j 0.0375766+0.00100079j -0.124484+0.000466438j -0.0471918-0.00221994j -0.0506546+0.00436307j 0.00688606+0.00526242j -0.00240156-0.00622447j -0.00858242+0.00612636j -0.00182033+0.00366358j 0.000935402-0.000587078j -8.7773e-05+0.000224551j 0.000166133+0.000677609j -0.00489018-0.000250964j 0.000852112+0.00175523j -0.00778985+0.00163283j 7.05608e-05+0.000140775j -0.00702454+0.000726756j -0.00233462+0.000355104j 0.00162862-0.000495955j 0.00509546-0.000432233j 0.000999433-0.00030488j 0.000505109+4.83206e-05j 0.00104863-0.000216818j 0.000106202-0.000440223j 0.000962473-0.000176744j -0.000525878+0.000317949j 0.00203018+8.28398e-16j 0.00172015-0.00016721j -0.00402233+0.000194722j -0.000211092+0.000143598j -0.000318846-0.000268786j -0.000468553+7.2758e-05j -0.00126987-0.000656203j 0.000174309-0.000165049j -0.000276245-3.6755e-05j -0.00143542-0.000435555j 0.00572563-0.000107688j -0.0194184+8.07592e-06j -0.000464601-0.000231349j 0.000602504+1.60207e-06j -0.000530605-0.000503285j 0.000711048+0.000149815j -0.000806033+0.000485868j 0.00192376-0.000371556j 0.00926985-0.000667058j -0.000606273+1.06119e-05j -0.000345042-0.000123345j -0.00255412+5.03518e-05j 0.00246945+3.99899e-05j 0.00199806-0.000992269j 0.000120602+0.000326426j 0.00033998-0.00013919j 
0.0317236+0.00186826j 0.0091138-0.0035175j -0.0234434-0.00104063j -0.00308982+0.00236398j -0.0152053+0.000244127j 0.0119873+0.00560988j -0.03103-0.00174595j -0.0233047+0.001464j -0.0395395-0.00311466j -0.00950932-0.00556321j 0.0222414+0.00165023j 0.00245951-0.00166609j -0.0521832-0.00712141j 0.00399576+0.000422933j 0.0183238+0.00152055j 0.0243442+0.00206027j -0.19093-0.00862839j -0.0324668-0.00141581j 0.0266963+0.000678639j -0.00130255+0.00136036j 0.0759522-0.00469039j -0.0166149+0.0015877j 0.0355207-0.00511789j -0.0086396-0.000542018j -0.00712448+0.00884641j 0.00289882+0.00141038j -0.0158391-0.000771389j -0.00438324-0.00202665j 0.000638404+0.000536778j -0.0343749-0.000946722j -0.00144526+0.00101006j 0.0172705+0.000292404j -0.0030625+0.000657534j -0.00192788-0.000536157j -0.00731411-0.000335508j -0.00995186-0.000545727j 0.00316246-4.41661e-05j 0.00386918+4.40655e-05j -0.00633845+1.11625e-05j 0.00236369+0.000504452j 0.00627579+0.000176674j 0.00111791+0.000374825j 0.00282505-2.21997e-05j 0.00172015+0.00016721j 0.00890448+7.34005e-17j -0.000571319-0.000274959j 0.00200384-0.000123283j 0.00220169+1.6021e-05j 0.000169134-4.66975e-05j -0.00275316-0.000340003j 0.000766503+7.31131e-05j 0.000904117-0.000155957j 0.000505374-0.00050775j -0.0196288+7.28068e-05j -0.00617615+0.000279519j -0.00242296-0.000155884j -0.000389127-5.42035e-05j -0.00414613-0.000377915j -0.00283238-6.48573e-05j 0.00627418+2.71731e-06j -0.0051353-0.000199832j 0.00486162-0.000500135j 0.00297955+0.000522224j 0.00969296-0.000678145j 0.00264382-9.65725e-05j -0.00123749+0.00049178j 0.00755064-0.000279005j -0.00161406+0.000426196j 0.00111581-7.50406e-05j 
0.0162902-0.0034479j -0.0201669-0.00265254j -0.0043581+0.00592558j 0.00573869+0.000849462j 0.0257598-0.00109788j -0.0107674-0.00494822j 0.000792035+0.00110434j 0.0230718+0.00233397j 0.0118931+0.0034712j -0.0317969-0.00148601j -0.0315675-0.000404334j 0.00602563-0.00198953j -0.00797936-0.00045212j -0.0542695-0.0073785j -0.0956898-0.00893963j -0.0112896+0.000996929j -0.061473-0.0039488j -0.122786-0.00011796j 0.0318199+0.00289743j 0.012804+0.00178813j -0.0159036-0.00043769j 0.0122322-0.00716313j -0.000570707-0.000115227j -0.0029874+0.00210639j 0.00308341-0.00372908j -0.001492-0.00519788j -0.00158842-0.000565512j 0.00284925-0.00326546j 0.0140635-0.00245223j -0.00757585+0.0017315j 0.0215213+0.000536679j 0.00229035-0.00219419j -0.000219318+0.000166879j 0.00923831-0.00059196j 0.00249421+0.000342578j 0.00087207+0.00020493j -0.00805843-0.000578168j -0.00130878-6.68996e-06j -0.00243782-5.73672e-05j 0.000221818+0.000375047j -0.000440679+0.000291708j -0.00173178+0.000123978j 0.00259869-3.42301e-05j -0.00402233-0.000194722j -0.000571319+0.000274959j 0.00357789-7.54496e-16j 0.00284713+6.02204e-05j -0.00199871+0.000142277j 0.00122889+2.44492e-05j 0.000301409+0.00040823j -0.000103187+0.000153149j 0.000797032+0.000190704j -0.0207896+8.2503e-05j -0.000418859+0.000319196j 0.00163824+0.000578939j -7.77789e-05+0.000265789j -0.000573959-0.000181131j -0.00301363+0.000380974j 0.000866339-0.000412785j 1.27262e-05-0.000295375j -0.00136134+0.000452667j -0.00610205+0.000181582j 0.00163165-9.14723e-05j -0.0030282+6.58927e-06j 0.00541432+5.56747e-05j -0.00324907+0.000632599j -0.00134386+0.000730393j 0.00149934+0.000626484j -0.00413554+0.000702048j 
0.00289139-0.000184938j 0.000604866-0.00124004j 0.00300356-0.00148302j -0.0148021-0.00105342j 0.0164606+0.00192814j 0.0033705-0.00523849j -0.000505013+0.000148519j -0.000659183-0.00256489j 0.0128422+0.000323995j -0.0370141+0.000777067j 0.0123356-0.0110881j 0.0168774+0.00195916j -0.0101052-0.0055904j 0.0501263+0.000647707j -0.052725+0.000723749j -0.100965+9.30004e-05j -0.0431903+0.0024625j -0.0376865+0.00122399j 0.0306344-0.00485454j -0.000850103-0.000290233j -0.0115397+0.00434027j -0.0250757+0.00552059j 0.00200023+0.000635488j -0.0108547+0.00497667j 0.00628777-0.00520373j 0.00589413-0.00245739j -0.0061696+0.00198063j 0.00390625-0.00131883j -0.000574047+0.000163164j -0.00246099+0.000639257j -0.00271994+0.00057867j -0.00133592+0.000149983j -0.00671124-0.000509485j 0.00469813+0.000613008j -0.00317592+0.000534145j 3.02938e-05-0.00033541j -0.00378356-0.000691543j -0.00173837+4.29138e-05j -0.00270385-0.000297309j 0.00286707-0.000471417j 0.00252389-1.92073e-05j 0.000247658-0.000284249j -0.00292248+0.000332346j -0.000211092-0.000143598j 0.00200384+0.000123283j 0.00284713-6.02204e-05j -0.000869629-1.6198e-16j 0.000826296+0.000237522j 0.000136691-0.000178705j -0.000510581-2.13596e-06j -0.000858286-3.31807e-05j -0.0202958+3.34066e-07j -0.000778846-0.000184082j -0.000497648+0.000124053j -0.000279023+7.75638e-05j -0.00263688+0.000272343j -0.000107392+6.55542e-05j -0.00059494+0.000151615j 0.000153453+0.000159748j -0.000133532+0.000336314j -0.00335297+0.000313241j 0.00350745-0.000681605j 0.000851404+4.24062e-05j -0.00090591+0.000369614j 0.000606175+0.000786547j 0.00142328-0.000191129j 0.0033893+0.000328008j 0.00116677+0.000345758j 0.00111514+0.000238581j 
0.0239407+0.00130561j 0.00575044-0.00335457j -0.0141503+0.00365895j 0.00760009+0.00205399j 0.00845473+0.000162042j 0.0189427+0.00352956j -0.00976228+0.00304581j 0.00824309+0.00239204j 0.0138748+0.0021479j -0.0229819-0.00103106j -0.0500127-0.00298736j -0.0507021-0.00741415j -0.0812598-0.00907818j -0.0258323+0.00103219j 0.0970031-0.000541368j 0.043284-0.00169912j 0.00721859-0.00387303j -0.0162543-0.00056064j 0.0127681-0.00327875j 0.0426448-0.00841136j -0.0265533+0.00068635j -0.00760297+0.0036267j -0.000391191-0.00346535j 0.00143158-0.00256296j -0.00157092+0.000526265j -0.00665111+0.000887447j -0.00425839+0.000365179j -0.0149943+0.0026112j 0.00302286-0.00148582j -0.0237292-0.000918772j 0.00565825+0.0014028j 0.00789542-0.00106322j 0.00310941+0.00102914j 0.00296963-0.000617687j -0.00494456-0.000448289j 0.000987451+0.000443528j -0.000845706+1.76674e-05j -0.000248033+7.95843e-05j -0.00293925+0.000146555j 0.000462048+0.00013968j -0.00530754-0.00031397j -0.00235841+8.75776e-06j 0.0032908+0.000116747j -0.000318846+0.000268786j 0.00220169-1.6021e-05j -0.00199871-0.000142277j 0.000826296-0.000237522j 0.000467774-1.35189e-15j -4.55875e-06+0.00021974j 0.00106862+0.000506291j -0.020821+4.64715e-05j 0.000811255+6.95518e-05j -0.000805663-0.000120215j -0.00100661-8.77999e-05j -0.000170961+0.000163824j 0.00213337-0.000139612j 0.00205456+5.31103e-06j -0.00203159+0.000336961j -0.00375373-8.12721e-05j -0.00174658-1.62961e-05j -0.00206003+0.000225357j -0.00432247+9.37461e-05j 0.00408836+2.06549e-05j 0.00125478-0.000592821j 0.0019213-0.00036784j -0.00540115+3.83275e-05j 0.00147356-0.000293807j -0.00535546+0.000241369j -0.00234344-0.000317101j 
-0.00337097+0.000992416j 0.00167034+0.000457474j 0.0154476+0.00584749j 0.0162977-0.00205875j -0.00655995+0.00274144j -0.00580704+0.0064863j -0.0165258+0.00124452j 0.0163281+0.00433966j 0.032222+0.0058157j 0.00111665-0.00185435j -0.0454936-0.00833316j -0.0055022-0.00680942j -0.0362888-0.00330002j 0.0462094-0.000918302j -0.0843095+0.000666133j 0.0418316+0.00215686j -0.0312453+0.000970423j -0.00192449-0.00472589j -0.0403384+0.0110927j -0.000283076-0.00342955j -0.0175698+0.00455677j -0.00119678-0.00253611j -0.00729469-0.00285183j 0.00605056-0.0039704j 0.0030634+0.00348731j 0.000893818-0.00598111j 0.00177448+0.00125608j 0.000567313+0.000150279j 0.0010645-0.000211935j 0.00349074-0.00108288j -0.00128138+0.000147449j -0.00616837-0.00159422j 0.00575455+0.000109707j -0.00268177+0.000158606j 0.00132681-0.000778664j -0.000684599+0.000627939j -0.00354375-0.000448649j -0.00205706-4.5271e-05j 0.000463691-0.000382665j -0.000737953+2.12937e-05j -0.00301468-3.65788e-05j -0.00176388-3.53997e-05j -0.00033299+8.8652e-05j -0.000468553-7.2758e-05j 0.000169134+4.66975e-05j 0.00122889-2.44492e-05j 0.000136691+0.000178705j -4.55875e-06-0.00021974j -0.0204852+2.36365e-14j -5.69194e-06+0.000507007j -0.000273704-0.000138365j 5.84504e-06+0.000210228j -0.00100496+4.11718e-05j 0.000103657+3.85763e-05j 0.000745972-4.00722e-05j 0.000266641+8.28593e-05j -0.000868859+1.65354e-05j 0.00262216-4.61618e-05j 0.000328436+3.63371e-05j -0.00170826-4.18607e-05j 0.00110498+0.000310656j -0.00147066+0.000428222j -7.64236e-05+0.000424312j -0.00155863-0.000543015j -0.00127709-0.000168034j 0.00214566-5.77258e-05j -0.00228296+0.000806898j 0.000437754-7.35217e-05j -0.00042497-0.000293981j 
-0.00473549-0.00130718j 0.00187751+0.00232242j -0.0203515+0.001592j 0.00423985-0.00173305j 0.0445253+0.00531945j -0.0405368-0.00720048j -0.0233226-0.00520054j 0.00342936+0.00755583j -0.00295204+0.0063596j 0.0132151-0.00512176j -0.050932-0.00368048j 0.0835422+0.00206479j 0.060267+0.00291869j 0.0258732+0.00243828j 0.0681944+0.00088683j 0.031892-0.00190601j 0.0624932-0.00555739j -0.0714745+0.00406386j -0.0064034+0.00485102j -0.0046218-0.00751232j -0.00108578+0.00625101j -0.00314898-0.00446238j -0.0158097+0.00889823j -0.000204367-0.000224377j 0.00156623+0.00447327j -0.00185277+7.14821e-05j -0.00325641-0.00113149j 0.00114373-0.000999053j 0.000319539-0.00238726j 0.00609055+0.00106308j -0.00162218-0.00180281j 0.00857653-0.000976425j -0.00304292-0.000827726j 0.0124434+0.000310624j 0.00722364+0.000520964j -0.0041979+0.00025747j -0.00713843-0.000810521j -0.000299497-0.000267297j -0.00127184-0.000239021j -0.00751926-0.000178274j 0.00181654+0.000552716j 0.00163357+0.000321175j -0.000491181-0.000332704j -0.00126987+0.000656203j -0.00275316+0.000340003j 0.000301409-0.00040823j -0.000510581+2.13596e-06j 0.00106862-0.000506291j -5.69194e-06-0.000507007j -0.0213093+2.65301e-14j -0.00135605-0.000581559j 0.000355998+8.28431e-05j -0.00103325-0.000413179j 0.00183974+0.000104659j 0.00230674+0.000728919j 0.00101542-0.000196099j 0.00103025-0.000251281j -0.00208886+0.000577631j 0.00545262-0.000195941j 0.00116023+4.99489e-05j -0.00179085+0.000322983j -0.0041139+0.000594749j 0.00293773+0.000214773j -0.00316042+0.000390675j 0.00749025-0.000415677j -0.00234994+0.000832615j 0.00256816+0.000507427j 1.94554e-05+0.000382632j -0.000657186+0.000482163j 
-0.000657653+0.0041425j 0.0300108+0.000266477j -0.00897452-0.000506311j -0.0162329+8.00082e-06j 0.0203001+0.00110606j -0.00403984+0.00550351j -0.0240362+1.33824e-05j 0.0102865-0.0015414j 0.0350977+0.0027993j -0.0608951-0.00877459j 0.0302027+0.00195974j 0.0212967+0.000756756j 0.0116487+0.00536721j 0.0543798+0.00041412j 0.0930999-7.15603e-05j -0.0325332+0.000957466j -0.0419483+0.00845019j 0.00864252-0.00526345j -0.0503132+0.00684669j 0.0148805-0.00123951j -0.00695139+0.00266998j 0.0088322-0.00203899j -0.00258515-0.00329221j -0.00197261-4.33014e-05j -0.00157775+0.00130874j 0.00750094-0.00192225j -0.00947866+0.00271887j -0.00621099+0.00176598j -0.0121809+0.00110027j -0.00815968-0.00176115j -0.0258252-0.000212874j 0.00446483+0.000354496j -0.00772474-5.24445e-05j 0.00466078+0.000536619j -0.00335488-0.00078943j -0.00252627+0.000141823j -0.00523367-0.000116662j -0.00320463-0.000120019j -0.00182503-0.000325208j 0.00338648-0.000126563j 0.000544568+0.000416721j 0.00166935+6.26774e-05j -0.00244405-0.000151528j 0.000174309+0.000165049j 0.000766503-7.31131e-05j -0.000103187-0.000153149j -0.000858286+3.31807e-05j -0.020821-4.64715e-05j -0.000273704+0.000138365j -0.00135605+0.000581559j -0.00133554+2.59612e-16j -0.000767693-0.000233188j 0.00205322-0.000132131j -0.00180023-7.47903e-05j -0.000212232+0.000243669j -0.00256378+0.000126873j -0.00112559-5.04413e-05j 0.00419874-0.000217996j -0.000995086+6.02346e-05j 0.000173562-2.68633e-05j -0.00306474-0.000102962j 0.000215519+6.2198e-05j 0.000707418+0.000302291j 0.00418621-0.000331232j 0.00147249+0.000370958j -0.00012335-0.000514978j 0.0054018+0.000543419j -0.00291748-0.000170286j 0.00355247-0.000377072j 
0.0006203-0.00170211j -0.00726487+0.000977751j -0.0136355+0.00319138j 0.0131442+0.00200417j -0.00939126-0.00541791j -0.00837714-0.00358491j 0.00186302+0.00110299j -0.05394-0.00644734j 0.00634325+0.00420001j -0.0163205-0.00154943j 0.00773751+0.00491024j 0.0410979+0.00259284j -0.0535529-0.00281872j -0.0962612-0.00105263j -0.0332735-0.000809304j 0.0313497+0.00168545j -0.010052+0.00347085j -0.00372113+0.00489291j -0.000683689+0.00981588j 0.0102497+0.00228239j -0.0121656-0.000717717j -0.00756331+0.00233037j 0.00356401+0.00327177j -0.00401992+0.00386728j -0.000518962+0.000838138j -0.00403959+0.000890364j 0.000374334-0.000804252j -2.85704e-05+0.000201j 0.000542156+0.000397362j -0.0011798+0.000327754j 0.00810636-0.0010519j 0.00801477-0.000394886j 0.00389202+0.00043789j -0.000579076-0.00109447j 0.00259453+0.000588541j -0.0017608-1.33993e-05j 0.00471994+0.000909623j -0.00229771-0.000519842j -0.0037672-0.000131088j 0.000224694+0.000255458j 0.000704624+0.00013236j -0.00015343-1.24994e-05j 0.00276084+0.000224115j -0.000276245+3.6755e-05j 0.000904117+0.000155957j 0.000797032-0.000190704j -0.0202958-3.34066e-07j 0.000811255-6.95518e-05j 5.84504e-06-0.000210228j 0.000355998-8.28431e-05j -0.000767693+0.000233188j 0.000579728+4.07335e-16j -0.00199876-6.1952e-05j -0.00170712+0.000114484j 7.11311e-05-6.09295e-05j 0.0027054+0.000266765j -8.8437e-05+0.00022613j -0.00196461-5.3588e-05j -0.00202321-0.00033996j -0.000230155-0.000127022j -0.00183651+0.000187317j -0.00272819+0.000405506j 0.000572744-0.00026085j 0.00158245+0.000353365j 0.00151516-0.000397935j -0.0022497+0.000246941j -0.000497671-9.67415e-05j -0.000475127-0.000247889j -0.000115513+0.000115142j 
-0.0276236-0.00197679j 0.000762538+0.00516979j -0.00119989+0.00517748j -0.00908393-0.00219059j 0.0325848-0.00320867j -0.0186781-0.00191741j -0.0150208+0.000440209j 0.0105078+0.00484824j -0.0161483-0.00331944j -0.0319576+0.00189913j 0.0036804-0.0024103j 0.121507-0.000353134j -0.0644387+0.00138372j -0.00747951-0.00111778j -0.0719847+0.0110717j -0.0268074+0.00664651j 0.00484653-0.00056071j 0.00662297-0.00340403j -0.0112542+0.00144505j 0.0103685-0.001454j -0.0128832+0.00481502j 0.00686821-0.00274146j -0.00294657+0.00200935j -0.00484347+0.00467798j 0.00352472-0.00179909j 0.00586441-0.00360152j -0.00290701+0.0030511j 0.0117698-0.000551102j -0.00978432+0.00196976j 0.0206012+0.000805833j -0.00914922-0.00313038j 0.00191781-0.00108922j -0.0056804-0.000956653j 0.00698389-0.000162739j 0.0018503-5.44644e-05j -0.00220586-7.82925e-05j -0.00653989-0.000226333j -0.00209022+0.000147465j -0.00228587-0.000542647j -0.000850622-0.000475588j 0.00257867+0.000381087j 0.000407222+0.000182388j 0.000327315+0.000173461j -0.00143542+0.000435555j 0.000505374+0.00050775j -0.0207896-8.2503e-05j -0.000778846+0.000184082j -0.000805663+0.000120215j -0.00100496-4.11718e-05j -0.00103325+0.000413179j 0.00205322+0.000132131j -0.00199876+6.1952e-05j -0.00200213+6.34258e-18j 0.000317413+0.000262184j 0.00349484-5.96584e-05j -0.00204057+5.83756e-05j -0.00223632-7.52827e-05j 0.00223153+0.000247503j 0.00052929+0.000290963j 0.000376567-3.02012e-05j -0.00215215+6.54949e-05j -0.00288226+0.000442525j -0.00136834+0.000156267j 0.000287223+0.000233334j 0.00455926+0.000356627j 0.000822179-8.15326e-05j 0.00263542+0.00126898j 0.00247076-0.000432145j 0.00440806+0.000358779j 
