0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
-0.00294345-0.00218439j -0.00317412+0.00188008j -0.00303838-0.000969499j 0.00413398-0.00513165j -0.021909+0.0124394j 0.00395159-0.00149832j 0.00596902-0.00810988j 0.000965108+0.000147675j -0.00261423+0.0121902j -0.00696637+0.00138363j -0.0070538+0.006703j 0.00773541+0.00431531j 0.000148553-0.00539755j 0.00240889+0.006676j 0.0100837-0.00508393j 0.00409491+0.00132547j 0.00155722-0.00938746j 0.00426451+0.0039701j 0.00816517+0.00420081j -0.00249901+0.00151999j 0.00190148-0.00261556j -0.00153252+0.00418059j -0.00415724+0.00829057j 0.00297688+0.00683319j -0.0030342-0.0024526j -0.00687125-0.00459055j 0.00125322+0.00329492j -0.000744697+0.00444065j -0.00271609-0.000233663j 0.000858954-0.00302684j 0.00174598-0.000674617j -0.00413061-0.00219781j -0.00124119+0.00168861j 3.40383e-05+0.0030456j 0.00401999-0.0039957j -0.00494891-0.0036053j -0.00117096-0.00240124j -0.002304+0.000310537j 0.00032901+0.000598508j 0.00715534-0.00796398j 0.000379149+0.00610214j -0.00297745+0.00452821j 0.00402569+0.00574806j 0.000951623+0.00445698j 0.00325646+0.000304938j -0.0103108+0.000539207j -0.00264809-0.00786241j -0.00387044+0.000433206j 0.0022831-0.00146148j 0.00685355-0.00495609j 0.00260838+0.000336053j -3.83433e-05-0.000887443j -0.00144238-0.000833867j -0.000750939+0.00442456j 0.00613316+0.0065471j 0.00632662+0.0101608j -0.0114836-0.00492845j -0.00175505+0.00559399j -0.00809786+0.000371621j -0.00434236+0.00834212j -0.00637861+0.00349757j 0.00227761+0.0011581j 0.000667119+0.00103334j 0.00509215-0.00298315j 0.00200753+0.00107494j 0.00121315-0.00445444j -0.00106702-0.00091428j -0.00230988+0.00288324j 0.00141855+0.000316532j 
-0.00015944-0.00146129j -0.00145404-0.00128533j 0.000650194+0.00123957j -0.00671905+0.00304662j -0.00245187+0.0082247j -0.00647194-0.00105898j 0.014661-0.0126347j 0.00176811-0.00396504j -0.00879272-0.0040756j -0.00339914+0.00283625j -0.00567014-0.00688931j 0.0116805-0.0019266j -0.00579073+0.00420475j 0.00286875+0.00562716j -0.0114629-0.00034349j -0.0107613+0.00281901j 0.00544687-0.00127397j -0.00359265-0.00227733j -0.00146355+0.000380733j -0.00446698+0.00600538j 0.00150903-0.00409911j 0.00067318-0.00445416j -0.0108351+0.000900513j 0.000614783-0.00406894j 0.00324095+0.00582124j -0.000492564+0.00314119j -0.00359041+0.00314279j -0.00655513-0.000854434j 0.00264449+0.000657208j -0.00111716+0.00105658j -3.88593e-06+0.000939938j 0.00655689+0.00736137j -0.00272084-0.00405528j -0.00475595-0.00376105j -0.00210315-0.00011979j 0.000659301+0.00291919j 0.000124371+0.0048436j -0.0031799+0.000250629j 0.00184731-0.00321801j -0.000820124-0.000325662j 0.000245599+0.00363387j -0.000924441+0.000102952j 0.00340222+0.000334427j -0.00100555+0.00298807j -0.00168935+0.00174039j -0.00218105+0.00197622j 0.000494709+0.00102871j 0.00197045+0.00126791j -0.00168296+0.000301051j -0.00632746+0.00427604j -0.00125855-0.00133001j 0.00216128+0.00270369j -0.000249098-0.000699806j -0.00435593-0.00320595j -0.00404636-0.00182059j 0.000194115-0.0069933j 0.00518169+0.000438773j -0.00209444-0.00224594j 0.000789376+0.00257967j 0.000746784-0.00757964j -0.000439068-0.00118161j 0.00271449+0.000376187j -5.7567e-05+0.00243761j -0.00122834-0.00279328j -0.00181226+0.000123889j 0.00200337-0.00134976j -0.00219887+0.00190928j -0.00210665+0.00234541j 0.00268016-0.00299169j 
0.00180367+0.000231409j 0.0043468-0.00206737j 0.0024796-0.00410197j -0.00713578+0.00102749j 0.0175997-0.0130704j -0.00322847+0.00968856j 0.009295+0.0103687j -0.0040573+0.00929653j 0.00126033+0.00897701j -0.0102549+0.00238772j 0.00911487+0.00546492j -0.0020958+0.0164091j 0.00391675-0.00113635j 0.00741952-0.00730231j -0.00536435-0.00751072j -0.00242494-0.00388397j -0.00779565-8.28699e-05j 0.00271479+0.000781759j 0.00901653+0.00400873j 0.0014754-0.000774518j -0.0116203+0.000343234j -0.00471884+0.000352442j 0.0166897-0.0014141j 0.00165284+0.00551572j -0.000485848+0.00393646j 0.00565398-0.00309341j 0.00338013+0.00298483j 0.0105659-0.00113317j -0.00322123-0.00314593j 0.00227127-0.00292484j 0.000147957+0.00234328j -0.00707936-0.00195968j 0.00278949-0.00168242j 0.00170989-0.00195773j -0.000248791-0.007364j 0.00533592+0.00045369j -0.00175038-0.0036077j -0.000887838+0.000349116j -0.00565215+0.00329567j -0.000793104+0.00308915j 0.00183092+0.0045023j 0.00163595+0.00183994j 0.00311702+0.00327246j 0.00787522+0.0022496j 0.000201753+0.00124892j 0.00161882+0.00343021j 0.00837909-0.00181515j 0.000356554-0.00011939j 0.00104554-0.00252168j 0.00170963-0.00378651j -0.00270197+0.00114813j -0.00258702-0.00254417j 0.00134905+2.33026e-05j 0.0055769+0.00588206j 0.00718422+0.00413177j -0.00555672+0.00400687j -0.00063409-0.00287528j 0.00256462+0.00290574j -0.00304059+0.00137157j -0.00162996+0.00805235j 0.00426176+0.00461623j 0.00204329-0.00538471j -0.00567667-0.00101323j -0.00230263+2.23116e-05j 0.00213228+0.00162399j -0.00135032-0.00225302j -0.00291889+0.00369251j -0.000563419+0.00043143j -0.00388851-0.00392174j 
-0.00100122-0.00492009j -6.21889e-05+0.00228667j -0.000750528-0.00448527j -0.00855588-0.00810488j -0.00140723-0.00658187j -0.000387225-0.000116958j 0.00559933-0.00119317j -0.000982857-0.00171463j 0.000734174-0.00410195j -0.00419484+0.006245j 0.0106971+0.00802358j -0.00323398-0.00935248j -0.00260205+0.00225663j 0.00672156+0.00565081j -0.00377819-0.018453j -0.00568713-0.00105243j 0.000957707+0.000402097j 0.00819637+0.0104419j 0.0032774+0.0118312j 0.00335372-0.00512548j 0.000525345+0.00496785j -0.00224603-0.00877283j 0.00514041-0.0107703j 0.00109059-0.00371013j 0.00382641-0.00330196j 0.00178569+0.00420545j 0.000856077-0.00300571j 0.00205777-0.00391408j -0.00345763-0.000572533j -0.00695466+0.000532564j 0.00875062+0.00148706j -0.00450517-0.00914706j 0.0010284-0.00266159j -0.00551049-0.00281831j -0.00996639+0.00307925j -0.00462355-0.000583622j -0.00146657-0.00279394j 0.000217229-0.00290861j 0.0107925-0.00470857j -0.0101968+0.00680509j -0.00105218+0.00664064j 0.00704127+0.00329907j -0.00152664+0.00369874j -0.000468934+0.0028882j -0.00706051-0.00378711j 0.00720641-0.00443252j -0.000749808+0.00338179j 0.000415317-0.00224825j -0.0060513-0.000544028j -0.000602296-0.00299678j 0.00204348-0.00282954j 0.00157398+0.00136822j -0.00154025+0.00176304j -0.000904749+0.0056796j -0.0069454+0.0060885j 0.00233383-0.00016563j 0.00274162+0.0152349j -0.00316498-0.0028042j 0.0057117+0.000882381j 0.00227516+0.00167421j -0.00190218+0.0082879j -0.0132998+0.00706129j -0.000534494-0.00427817j 0.00252145-0.00157334j 0.00463556+0.00306899j -0.00818603-0.00125922j 0.00317639-0.00262423j 0.000358845-0.000284239j 0.0011872+0.00238306j 
0.00225474-0.000482216j 0.00261001-0.00246678j 0.00281109-0.00401166j -0.00234254+0.00301363j -0.00883519-0.00828199j 0.0031439-0.00397112j -0.00724739+0.000397839j -0.00954117-0.00323026j 0.00191153+0.00247081j 0.00523598-0.0081608j -0.0188614-0.00891146j -0.0163796-0.00131034j -0.00197396+0.00222733j -0.00107212+0.00463318j 0.00526807+0.013692j -0.00271497+0.00438605j 0.011834+0.00173475j -0.00612347-0.000197953j -0.000976231+0.00355277j 0.00943625+0.00113154j -0.00249579-0.000798549j -0.00384473-0.00109048j 0.00132335-0.000370477j -0.00337901-0.000240804j -0.00260932-0.00482031j 0.00447933-0.00135605j -0.00120099+0.00295676j 0.000687116+0.000600286j -0.00300744-0.00187019j 0.00424016+0.00275491j -0.00160876-0.00127617j -0.000953528-0.00483927j -0.00507777+0.00288972j 0.000255021+0.000950415j 0.0170534+0.00856981j 0.00334088-0.00159344j 0.00509828-0.00247409j 0.0063847+0.00230792j -0.00745982-0.00314763j 0.00277122+0.00511624j -0.00331884-0.00166799j -0.00587693-0.00372417j -0.000482863+0.00148086j 0.000592684+0.000398468j 0.00175306-0.00538657j 0.000890261-0.00284605j 0.00260729+0.00412933j -0.00106189-0.00180806j 0.0022737-0.00239066j 0.0082201-0.0125109j -0.00311986-0.0011231j 0.00202432-0.0031413j 0.00336817-0.00218352j 0.000400587+0.0001041j -0.0012968+0.00212693j -0.00527578+0.00599552j -0.00222552+0.011031j -0.0111885+0.00190504j -0.00258367+0.00183054j -0.0131001+0.00693092j -0.00842399-0.000608015j -0.0008471+0.00580913j -0.00230221-0.000211903j 0.00203054+0.00501894j 0.00423682-0.00254884j 0.00237456+0.0051842j -0.000668749+0.000689482j -0.00143549-0.00144606j -0.00203754-0.000448132j 
-0.00165658+0.000229098j -0.00376743-0.00376303j 0.00358319+0.0043805j 0.00971641-0.00151509j -0.00565294-0.00110322j 0.00290553+0.00380367j -0.0103158-0.00366029j -0.00421855-0.00944489j -0.0154071-0.00547767j -0.00725069-0.00391981j -0.0076923+0.00127455j -0.0132502-0.000253353j 0.0055664+8.09412e-05j 0.00212933+0.00999159j 0.0190853+0.00616514j 0.00934133+0.00681468j 0.000134793-0.00564009j -0.000212037+0.005139j -0.00579667+0.00552232j -0.00291931-0.00129166j -0.00296157-0.00140255j -0.00103317-0.000252225j 0.000740072+0.00156852j -0.00197769+0.00209004j 0.00147195+0.000292064j 0.00413022-0.00311037j 0.00153971+0.000584715j -0.000875671+0.00518703j -0.00133754-0.00218626j 0.000113768+0.000186668j 0.00405327+0.00173215j -0.000867842-0.0117336j 0.00492004-0.00231389j 0.000375124+0.00687647j 0.00448218+0.00371902j -0.00569556-0.00594534j 0.00203747-0.000577894j -0.00485579+0.00634546j 0.000625678+0.00232627j 0.00480756+0.0016048j -0.00520274+0.00595488j -0.00677685+0.0058096j -0.00722813+0.011061j -0.00370675+0.00240183j -0.00470849+0.00491835j -0.00230897-0.00617652j 0.00484399-0.00141792j -0.00112211+0.00336038j -0.00268502+0.00162485j 0.00372781+0.0106352j 0.00137411+0.00642025j -0.000949902-0.00112043j -0.00338491-0.000753491j -0.00401836+0.012012j -0.0036699+0.0124901j 5.80347e-06+0.00145572j 0.000500644-0.0140948j 0.000962505+0.000114643j -0.00764487-0.0116503j 0.00322204-0.00385142j -0.00313541+0.00726035j 0.000618878-5.50898e-05j 0.00232986-0.00145359j 0.00326387-0.00123096j -0.00562874+0.00550345j 0.00684302-0.000813976j -0.00101445+5.03964e-05j -0.000617946-0.00185745j 0.00627121-0.00178151j 
-0.00903739+0.000922808j 0.00215655+0.00115759j -0.000323216-0.00356535j -0.0108034+0.00481142j -4.6863e-05-0.00771102j -0.00535615+0.00144998j 0.00417219+0.000112183j -0.0106488-0.00811384j 0.00319019+0.00182713j 0.00771484+0.00755029j 0.00716029-0.008768j -0.00421102-0.00411869j -0.00296072-0.00922924j 0.0101073-0.00609473j -0.0157586+0.00968542j -7.17595e-05-0.00540772j 0.00969207+0.00369228j 0.00211729-0.00246784j 0.0126005+9.90509e-05j 0.00214079+0.00665318j 0.00790422-0.000587251j -0.00194388-0.000142341j -0.0034646+0.000172283j 0.000316194-0.0024445j 0.0096676+0.00382608j 0.00691+0.000221312j 0.00200341+0.00517115j -0.00292245+0.00261357j -0.002943-0.000269624j -0.00454155+0.00101102j 0.000154841-0.00123371j -0.0021672-0.004001j -0.00732648-0.00666023j -0.00710323+0.00363207j -0.00234852+0.00649879j 0.000182639-0.0109883j -0.00335934+0.00454825j -0.00498696+0.00405951j -0.00340893-0.00878284j 0.00290547-0.00504267j 0.00198959-0.000283496j 0.00976801+0.00423712j 0.00174356-0.00374786j 0.00762846+0.00409457j -0.00491305-0.000830594j -0.0049221+0.00277003j -0.000572011-0.00817589j 0.00172751-0.0031729j -0.0042057+0.000641807j 0.00167559+0.00145299j -0.00510824+0.00410984j 0.000250427+0.00232189j -0.000334492+0.00185854j 0.00419273-0.00363834j -0.00324892-0.00885741j -0.00204061+0.0101089j 0.006592-0.0140855j -0.00362115-0.00594327j -0.00224065-0.0019091j -0.00274799+0.00280711j 0.00549304-0.0118609j -9.98136e-05-0.00661338j 0.00182845+0.00123413j -0.00479888-0.000697481j 0.000817938+0.00180072j 5.81351e-05-0.00047228j -0.00131331-0.00244683j -0.00142733-0.0019496j 0.00550422+0.00219963j 
-0.00213082-0.00406916j 0.00167582+0.000237831j 0.00618315-0.00398628j 0.000788734-0.000562341j 0.00576435+0.0124177j 0.00145114-0.00271577j 0.00433121+0.008647j 0.00128157+0.00787188j 0.00286194-0.00625503j -0.000511375-0.0121271j 0.014852+0.0085073j -0.0033911-0.00627778j -0.00313405-0.00347996j -0.0037657-0.00690746j 0.00195832-0.0150848j 0.00754886-0.00492622j -0.000899111-0.00129036j 0.000198521+0.00439903j 0.0018013-0.000217543j -0.00688531-0.00733948j 0.000916748+0.00201819j 0.00494067+0.000101889j 0.00244633+0.00355825j -0.000790527+0.00499295j -0.00454186+0.00299154j -0.00409945+0.00263817j -0.000473597-0.00105919j 0.0036147+0.00168966j 0.00138863-0.000849829j -0.000999196-0.00649742j -0.000327313-0.000327418j -0.0033534+0.00152701j 0.00572029+0.00317245j 0.00636884-0.00115265j -0.00151777-0.0144145j 0.00101155-0.000774267j 0.000327082-0.00432099j -0.00778905-0.00858348j -0.00486847+0.00862509j 0.00181239+0.00124544j 0.000678502-0.00584213j 0.000115241-0.000636209j -0.00534116-0.000166644j -0.00135635+0.000140476j 0.001922+0.000705525j -0.0106773+0.00246007j -0.010122-0.00514904j -0.00326568-0.00211466j 0.00439214-0.00156704j -0.00409812-0.00317285j 0.00295338-0.00742523j 0.00470762+0.00514813j -0.00258676-0.000127155j -0.0054369-0.00523001j -0.000867347-0.008038j 0.00625719+0.00228762j -0.0112135+0.00184799j -0.00242423+0.000501315j -0.00032002+0.00706062j -0.00478118-0.0031226j -0.00772103-0.000393111j 0.00144169+0.00207387j 0.000848604+0.000868838j 0.0019112-0.00145628j -0.000217272+0.000157982j 0.00125527-0.00619801j -0.0016213-0.00227078j -0.00192443+0.00226014j 0.000703255+0.00256505j 
-0.00176469-0.000760766j -0.0036077+0.00078153j 0.0043667-0.00136903j 0.00592756+0.00601747j 0.00193228+0.00409545j -0.00321296-0.00108528j 0.00966456+0.00477953j 0.00210436+0.00477486j 0.00716331+0.00238904j -0.00150553-0.00293987j 0.0127314+0.00188009j 0.00115342+0.00585968j 0.00325938-0.00583115j -0.00284626-0.0024002j -0.00145465+0.00281524j -0.00149248-0.00893999j -0.000444793-0.00771818j -0.00646973+0.000742632j -0.00261941-0.00083516j -0.000492461-0.00247065j -0.00415701-0.00584059j 0.0018203-0.0020951j 0.00761324-0.00088744j 0.00449838-0.00246328j 0.00499329+0.002807j 0.00695594+0.00613644j -0.00408145-0.00167685j 0.00290448+0.000503821j 0.00386891+0.00578545j -0.000823469+0.00346072j -0.00534775-0.00260592j 0.00286145+0.00793227j -0.00134058+0.00117244j -0.0032268-0.00181249j -8.69162e-05-0.00168441j 0.00810153+0.00244346j 0.00313907+0.00339209j 0.00281469-0.00604009j 0.000875631-0.0115207j -0.00785987-0.011255j -0.0044933+0.00891746j 0.00427969+0.00132036j -1.35103e-05-0.00318167j -0.00110381-0.000178219j 0.000821012-0.000932817j -0.00387013+0.000701086j 0.0017375+0.00351531j -0.0032004+0.00204308j -0.00774809-0.000228744j 0.00449305+0.000310842j 0.00308211+0.0104303j -0.00864868-0.00703654j 0.00578837-0.000771032j -0.00482624+0.00384982j -0.00709178+0.00339531j 0.00928059+0.00505517j -0.00739607-0.00910544j -0.000105142+0.0091993j -0.00766236-0.00713024j 0.00818082+0.00690161j -0.00488354-0.00106976j -0.00879286+2.58877e-06j 0.00579695+0.000125633j 0.0046964+0.000303963j -0.00195142-0.00122025j 0.00141081+0.000254899j 0.00267325-0.00137226j -0.00840851+0.000661692j 0.00541189-0.00177327j 
0.00368235-0.00255299j 0.00351258+0.00192194j -0.00477435+0.0016514j -0.00256149-0.00865054j 0.000817781-0.00691959j 0.00156394+2.41254e-05j -0.00552063+0.00966723j -0.00411781-0.00695407j -0.00299796-0.00561057j -0.000768452+0.00302087j 0.00498148-0.00931234j 0.00287553-0.000686176j -0.00255245-0.00771106j -0.00445036+0.00577909j -0.00246995+0.00352986j -0.00143726-0.0106083j -0.00449853+0.00301992j 0.00166195-0.00874834j -5.58368e-05+0.00678102j -0.00293374+0.00578263j 8.75466e-05-0.00270341j 0.000597984+0.00818471j 0.00878954+0.0138332j 0.00368572+0.00652675j -0.00610777+0.00149002j -0.00233349-0.00250023j 0.00299663+0.00689036j 0.0044068+0.00415265j -0.00386205-0.00537303j 0.00261761-0.00639334j -0.0075221+0.00222798j -0.0013794-0.00282057j -0.00127151-0.00203143j 0.00557682+0.00412816j 0.000349734+0.0100242j 0.00330463-0.0102167j 0.000197681+0.00268951j 0.0103489+0.00334112j 0.00889668-0.00519398j -0.000782833-0.015442j 0.00102256+0.00749145j -0.0108988+0.000402036j 0.00441151+0.0118136j -0.00317208+0.00693563j -0.00112066+0.00179907j 0.00707565+0.00518627j -0.00271476+0.00311733j 0.00316366-0.000996946j 0.00437472-0.00591506j -0.00529383+0.000346175j 0.00102698-0.0105026j 0.00718681+0.0080274j -0.00592931+0.00162626j -0.0049014+0.00472435j 0.000647243+0.003369j 0.00918435-0.0012884j -0.00459289-0.000996877j -0.00383904-0.0116038j 0.00154251+0.00708697j -0.00767927-0.00632896j -0.00949415-0.00174404j -0.000757483-0.00457661j 0.000396225-0.000934009j 0.00198357-0.00320819j -0.00280049+0.00432498j 0.00646185-0.002309j 0.00208361+0.00175063j 0.000685904+0.00211794j -0.00638741+0.00170106j 
0.00554475+0.00184781j 0.00192749-0.000380029j -0.00914734-0.00162286j -0.00735677+0.00710916j 0.00962555+0.0011817j -0.00207939+0.00160945j 0.00557237-0.00822083j 0.00274179+0.0117294j -0.000591853+0.0013186j 0.00603319+0.00146186j 0.0167145+0.00218075j 0.00414078+0.00453239j -0.00142627+0.00565522j -0.00268657-0.00329857j -0.0131748+0.0109202j -0.00684271+0.00122238j -0.00176806-0.0014372j 0.00184261-0.00306719j -0.00573401-0.00747498j -0.000918712+0.000127847j 0.00268582+0.000905657j -0.00569427+0.0100304j -0.0035603+0.0085094j -0.00414146+0.00541117j -0.00613371-0.00253481j 0.0011615-0.00201659j 0.000217421+0.000759363j -0.003997-0.00159133j -0.00191397+0.00157849j -0.00153984-0.00052568j 0.00625378+0.00177353j 0.00445363+0.00244135j 0.0052346+0.00476464j -0.00397119+0.00396333j -0.00737601+0.00389111j 0.000167556+0.000908063j -0.00181762+0.000165166j -0.00326282-0.00448033j 0.00728594-0.00115783j -0.00133692-0.00817776j 0.000947702+0.000333456j -0.00678665-0.00414386j -0.00339147+0.000456077j 0.00297652-0.00494421j -0.000396278+0.0021961j 0.00334187-0.00279862j 0.00288418+0.00653193j -0.00591807+0.00213552j 0.00398383+0.00076011j -0.000682602+0.00437771j -0.00289504+0.00355306j 0.00467109-0.0039748j 0.00151556-0.000488353j -0.00857814+0.00343145j 0.0029252+0.0072509j -0.00174471-0.00535476j 0.00315523-0.00292044j 0.0017906+0.00420271j 0.00386926-0.0048291j -0.000546488-0.000681342j -0.00912588+0.00246527j -0.000975423-0.00149027j -0.00639575+0.000507354j 0.00162717+0.00166358j -0.000535951-0.00176301j -0.0011952+0.00232418j -0.00264426+0.00211127j 0.00478451-0.00239102j -0.0047841+0.00371697j 
-0.000637003+0.000679933j -0.000494994+0.00397954j -0.000343992-0.00317034j 0.005462+0.00121781j -0.00153151-0.0020938j -0.000609195+6.90262e-05j -0.000872723+3.83621e-05j 0.00280799-0.00385445j -0.00392317+4.85793e-05j 0.00151018+0.000929327j 0.00183884-0.00580075j -0.00351114+0.00280117j 0.0109597-0.00357639j -0.00757057+0.00452311j 0.00180192+0.0102954j 0.00349412+0.00504424j 0.000654221-0.00323844j -0.00464981+0.0065269j -0.00202246+0.00204025j -0.00407848-0.0040492j -0.00640037+0.00351317j 0.00308903-0.00406588j 0.00555207-0.00908543j 0.00199673-0.00530748j 0.000734023-0.00503469j -0.00131271-0.00120374j -0.00246151-0.00193043j 0.00467966-0.0040468j -0.00301658-0.00406364j -0.00280436-0.00260891j -0.0107172-0.00358577j -0.000370105+0.000112313j -0.00683422-0.00177051j -0.00118614-0.00274627j 0.00052372-0.00606611j 0.0115577-0.000671416j 0.00909345-0.00385087j 0.00814405-0.00413649j 0.00298985+0.00257027j -0.00512549+0.00323013j -0.00502421+0.00429693j 0.003776+0.00208244j 0.000177726-0.00109306j -0.00141972+0.00206333j 0.000758271+0.00449963j -0.00583392-0.00374413j -0.00523466-0.0011909j -0.00014501-0.00457071j -0.00175958+0.00294998j -0.00589786+0.00651637j -0.0097321-0.0149325j 0.0143994+0.00959235j -0.0041826-0.00324467j -0.00408359+0.000788691j -0.0106033-0.00619458j 0.00126328-0.00707103j 0.00246607-0.000526582j -0.00241835-0.00108802j 0.0102421+0.00296153j -0.0103966-0.0151807j -0.00638847+0.00209685j 0.0026183+0.00874907j 0.00625131-0.00374437j 0.00183674-0.0020075j -0.00319861-0.000544135j 0.0013512-0.00156767j 0.00174567-0.007231j -0.00590679+0.000631911j -0.00184627+0.00184132j 
-0.00119404+0.00606666j -0.00179243-0.00375232j -0.00585562+0.000608996j -0.00423589+0.0146332j 0.00473778+0.00188792j 0.00272766+0.00327605j 0.0107994-0.0116388j 0.00721957+0.00512013j 0.00151747-0.00156365j 0.00493341+0.00333224j 0.0124333-0.0074032j 0.00202372+0.00385882j -0.00259782+0.00206029j 0.00122919-0.00436668j -0.0163752+0.0158534j 0.000162251+0.00807771j -0.0054539-0.0123889j 0.00106811+0.00145868j 0.00611456-0.00288774j -0.000887673-0.00129567j -0.00578518+0.000396003j -0.00719346+0.00339281j 0.0028155+0.00180814j 0.00293219+0.00213187j 0.00476791+0.000978503j 0.00367466-0.00372212j 0.00226131+0.00485584j 0.00156094+0.000393217j -0.00207907-0.000821526j -0.00187715-0.000345714j 0.00154596+0.00079252j 0.000975657-0.00823038j -0.00127455-0.00329951j -0.00826044+0.00283805j -0.00955818-0.00385897j 0.00766315-0.00479319j -0.00264378-0.00381867j -0.00133187+0.00419767j 0.00318507+0.00479596j 0.00455886+0.00100139j -0.0015644+0.0103249j 0.00208547+0.00427406j 0.00016147+0.00624734j 0.00677898-0.00203866j -0.000352849+0.00498123j -0.00223014+0.00106142j 0.00172911-0.00535367j -0.00146519-0.000876931j -0.00250736+0.00241942j 0.000472191+0.0042221j -0.00580648+0.00110078j 0.00275686-0.000847236j -0.000855215-0.00333244j 0.00086882+0.00586379j 0.00244863+0.00287297j -0.00435406+0.000447433j 0.00282545-0.00230087j 0.00469841+0.00674804j 0.00107361-0.000290845j -0.00429145+0.0011258j 0.00215547+0.00935211j 0.00291416+0.00178225j 0.00170792+0.00147702j -0.00111905-0.00232097j 0.00163926+0.000691382j -0.00484141-0.0020735j -0.000225581+0.00294275j 0.00203283+7.62605e-05j -0.000673242-0.00351121j 
-0.00312321+0.000351536j -0.000196014+0.000533315j -0.00233896+0.00786104j 0.00180938-0.00393421j 0.000467383-0.00345032j -0.00884882+0.00504511j -0.00152919+0.0069996j 0.00263489+0.00407846j -0.00949462+0.00932349j 0.00303902+0.00577182j 0.00330615-0.00448282j 0.0050163+0.0118057j 0.00834361-0.00894948j 0.00216492+0.00658723j -0.0096329-0.00228359j -0.00635598+0.00174278j -0.0028064-0.00807358j 0.0101217+0.00496195j 0.00470412+0.00971441j -0.00402454-0.00380383j 0.00312694-0.00731033j 0.00171098+0.00142705j -0.000455474+0.00209388j 0.0015419+0.00444905j -0.00688665-0.00677255j -0.00641301-0.00858163j -0.00263846+0.00196762j -0.00226603+0.00401276j -0.00580128-0.00549733j 0.000405063+0.0012271j -0.00333589-0.00384641j -0.000570682-0.000126691j 0.00235584+0.00271124j 0.00268241+0.00119378j 0.00236653+0.000222802j -0.00102651+0.00609351j 0.00229473+0.00145498j 0.00106861-0.00205436j 0.000945021-0.0054663j 0.000738748+0.00343207j 0.00326586+0.00857163j -0.00260469+0.000780076j 0.00519257-5.862e-05j -0.00527202+0.000484552j 0.00177025-0.000625356j 0.000512163-0.00432761j 0.00580649-0.0112082j 0.000582307-0.00517655j -0.001495-0.000353964j -0.000936614-0.00961531j -0.0108764-0.00333222j 0.0111806+0.00561469j 0.00107772-0.00413372j 0.00143712-0.00334962j -0.00575766+0.00643606j -0.00246454+0.0148956j 0.0029852-0.00385203j -0.00597733-0.00283051j 0.00425916+0.000962746j -0.00549764+0.00225925j 0.00704646-0.000676668j 0.000432+0.0071078j 0.00089744+0.00184449j -0.00150814+0.00202046j -0.000981277-0.00232126j 0.000497242+0.0017357j 0.00099397-0.00157324j -0.00185048-0.000332355j 0.00431041+0.000406921j 
