0.0255555+0.252869j -0.252938+0.025559j -0.0546331-0.269516j -0.279946+0.0582229j 0.0985645+0.173262j -0.105748+0.117543j -0.065628+0.0700977j -0.174152+0.0134358j 0.0843584+0.167522j -0.0293729+0.113028j 0.0665753-0.100316j -0.0566208+0.00852274j 0.0382442+0.00476662j 0.0889166-0.0826018j 0.0889964-0.078684j -0.0408079-0.000720769j -0.0228333-0.0124403j 0.0735343-0.0484739j 0.00728864+0.0238436j 0.0776622+0.0128492j -0.0571774-0.0548136j 0.0356232+0.0185388j 0.00223762+0.0510749j -0.00651318+0.00413197j 0.0280411+0.00539244j 0.0612336-0.0143507j 0.0218582+0.0170071j -0.160302-0.0241516j -0.00230903-0.001286j -0.0160178+0.00672432j -0.0405704-0.0327675j 0.0181446+0.00242789j 0.00620249+0.00392916j 0.026987-0.0441028j -0.0461646+0.00665095j -0.0741908+0.034804j -0.0798212-0.0144199j -0.0442917-0.0292719j -0.0444312-0.0746787j -0.0190823+0.00676147j -0.0361051-0.0838061j 0.0615913+0.0640277j -0.0532388-0.102333j 0.0423934+0.01719j 0.0586029+0.0501246j 0.0156877+0.11392j -0.000424262-0.10899j -0.117624+0.146247j -0.175718-0.0234113j -0.0685279-0.0688626j -0.0971935-0.120412j 0.101592-0.167177j 0.273476+0.0641988j -0.0596708+0.261691j -0.24872-0.0275373j -0.0275158+0.248557j 
-0.00045244+4.7718e-05j -1.90926e-05-0.000695098j -0.000307876+0.000674458j 0.000526093+0.000455896j 0.00160882-0.00106871j 0.00268177+0.00058881j -0.000833126+0.00191578j -0.000827263-0.00103477j 0.00191401-0.000601765j -0.000978842+0.00567894j 0.00317912+0.00258252j 0.00204684+0.0012234j 0.00184531+0.00138388j -0.000444692-0.00011199j 0.00270572-0.00143764j 0.00498009-0.00361987j 0.00218015+0.0047266j 0.00105482-0.000699877j -0.00226027-0.000573581j 0.00180109+0.00311474j 0.00142229+0.00215526j -0.000945088+0.00116135j 0.00369112-0.000721525j -0.000824263+0.00145406j 1.89904e-05+0.00188326j 0.00140639+0.00250801j -0.00315531+0.0012062j 0.00178785+0.000838159j 0.000275114+0.0014233j -0.00404925+0.000588651j 0.000356527-0.00135161j 0.00200797+0.00459902j -0.00163474-0.0014992j -0.0033307-0.000613012j -0.00121289-0.000470123j -0.00150849+0.00196632j 0.00521121-0.00186998j 0.000360731-0.00131252j -0.00105716+0.000517576j -0.00276594+0.00527713j 0.00339233+0.000806041j 0.00295966+0.00116357j -0.00216542-1.19383e-05j -0.000138491+0.00129096j 0.000634739+0.00154798j -0.00212258+0.00265564j 0.00317361+0.0038454j 0.00172495-0.000878254j 0.000279181+0.0003929j 0.00068729+0.00150598j -0.00130747+0.00106622j 0.000933073-0.000392954j 0.000518323+0.000167655j 0.000210277+0.000553674j -0.000317219+6.67821e-05j -3.09799e-05+9.94727e-05j 
-0.000149207+0.000276753j -0.000199859+8.43022e-05j 0.000719174+0.000319309j 0.000767645-0.000548689j 0.00242258-0.00122303j 0.000873916+0.00388031j -0.00179638+0.000401655j -0.000548015+0.000377012j -0.00215166+0.00244038j -0.00336718-0.0046924j -0.00238053-0.000515057j -0.000823144-0.00094555j -0.00231518+0.00209761j 0.000841141-0.00166292j -0.000335941+0.00275225j 0.00169541+0.00291615j 0.000423282+0.00126673j -0.000112666+0.000416502j -0.00201459-0.000294695j 0.00135523+0.00146555j -0.00371448+0.000189299j -0.00188193-0.00176297j 6.47994e-05-0.000527678j -0.00128092+6.45355e-05j -0.00225205+7.86816e-05j 0.000603638+0.00253172j -0.000566705-0.00130887j 0.00176777-0.00114216j -0.00105992+0.000754921j 0.00236563-0.000323294j -0.000607766+0.00153335j -0.000685706-0.00125026j 0.00233745-0.00117173j -0.00220993-0.00252548j 0.00287849-0.00322081j -0.00464791+0.000540011j 0.00266531+0.00315913j -0.000975101+0.000356116j 0.000326089+0.00194904j -0.00280085+0.000684112j -0.00287154+0.00715042j 0.00023646+0.00379737j 0.000406937-0.00046346j -0.000974599+0.000468276j 0.00121608-0.00251311j 1.1383e-05+0.000633514j -0.00251267+0.00232731j -0.000937746+0.00276308j 4.467e-06-0.000819776j -0.001708-0.000654159j 0.000244458-0.00330681j -0.000234266-5.41948e-05j -0.000155348+0.000242583j -0.000789625-0.000218533j 0.000299547-1.00619e-05j 0.000239745-0.000110316j 
1.24905e-05+0.000117328j -2.42041e-05-1.7757e-05j 0.000261916+0.000123499j -0.000166471-0.000119295j -0.000297146+0.000578005j 0.0012345+0.000359753j -0.000615906+0.000652758j 0.000900075-0.00122194j 0.00076514-0.00123026j -0.00100126+0.000823561j 0.00141194+0.000858698j -0.000240979-0.000341508j 0.000576218+3.97243e-05j 0.00101953-0.0010184j 0.000236272+0.00119734j 0.00187118-0.00146816j 0.000571926+0.0017471j -0.00308253-0.000763059j 0.000267826+0.00125774j 0.000898148-0.000175446j 0.00122256-0.000394951j -0.00106899-0.000671357j -7.20893e-05-0.00101637j 0.000433044+0.00157119j -0.00131576+0.000652969j 0.00166484+0.001658j -0.00141667-7.59286e-05j -0.000130599+0.00158638j 0.000654418-0.00115355j -0.000733414-0.000338972j 0.000746468-0.00117949j 0.000875441-0.00109513j -0.000149214-0.0016482j -0.00158155-0.000611236j -0.00104198+0.000789804j -0.000638612+0.000629226j 0.000275148-0.00093128j -0.00149452+0.00151709j -0.000776851+0.000634635j -4.49029e-07+0.00235488j 0.00162933-0.000454513j 0.00272242+0.00127377j 0.000715725+0.000193993j -0.000419063+3.25584e-05j -0.000156702-0.000263864j -0.000488791+0.000236616j -0.000224538+0.00162428j 0.00151017+0.000628088j -0.000623566-0.000613305j 0.000757089-1.20934e-05j -0.000439006+0.000593245j -8.39689e-05+0.000310594j 6.83112e-05-2.52116e-06j 2.51826e-05+0.000257968j 0.000210671-0.00028804j -0.00022748-0.000250712j 
0.000118218+0.000138665j 6.26465e-05+0.000314857j 0.000760323+0.00040726j -0.000224384-0.000910187j -0.0010312+0.0015844j -5.56159e-05+0.00182392j -0.000296874+0.00188031j 0.000233841+0.00170348j -0.000383203-0.00206463j 0.00242769-0.00143156j -0.00151873-0.00159783j -0.00236228+0.00138782j -0.000305932+0.00127931j 0.00153667+0.00166674j 0.00272818+0.000509014j 0.00150113-0.00592097j 0.0043808+0.00461966j -0.00101057+0.00276171j 0.0032028-0.000617106j 0.00585516-0.00455506j 0.000938696-0.00218692j 0.000256609+0.00197852j 0.0014229-0.00291976j 0.00129602+0.00419989j 3.13449e-05+0.00182481j 0.00120304+0.00133915j 0.000187694+0.000497453j 0.00422444+0.00139945j 0.00107605+0.00150733j 0.00163311+0.00127492j -0.00265895-0.00143922j -0.000844832-0.0035369j -0.000766476+0.00187073j -0.00116886-0.000289237j -0.00185083-0.00082328j -0.00128466-0.000491928j 0.000483725+0.000163132j -0.000900625+0.00240575j 0.00179627+0.00202411j -0.000843007+0.00154362j -0.0026105-0.000445642j 0.00517736+0.000891612j 0.00256879-2.53865e-05j -0.000450914+0.0042481j 0.00152564-0.00129841j 0.00327617+0.00155568j 0.00396377+0.00012602j 0.000717472-0.0026625j -7.31516e-05+0.000556123j 0.00153462-0.00275071j 0.00094998+0.000731304j -0.00186185-0.00290718j 0.000785683+0.000899019j -0.00072414+2.94303e-05j 0.00054001-2.63409e-05j 6.53077e-05-0.000333797j 
0.0002519-0.000337258j 0.000466478+0.000313756j 0.000776215-0.00016712j 0.000252018-0.000764177j -0.000712464-0.000206544j 0.000286546-0.00071773j -0.000353832+0.000202844j -0.000450791-0.00126595j 0.000107552+2.31271e-05j -0.00364161+0.00384549j 0.000674054+0.00229569j 0.000934377+0.00109689j 0.00166072-0.000286808j -0.00232226-0.00339428j -0.00315332+0.00195684j -0.0023659-0.000805039j 0.00289237-0.00182412j -0.000445273+0.00103627j 0.00263571-3.31058e-05j 0.000257687-0.00353072j -0.000939074-0.00228606j 0.00165035+0.00216531j -0.00115313-0.000918652j -0.00151104-0.00093138j -0.00102643+8.40136e-05j 0.00111774-8.16335e-06j -0.00149003-0.001232j -0.00313537+0.00104346j 0.00139976-0.000544248j 0.000549115-0.000764719j -0.000272753-0.0014649j -0.00162029-3.82361e-05j -0.00037993-0.000752329j -0.00203716+0.00164798j -0.00114062+0.0011821j -0.000252635+0.00193186j 0.000763106-0.00246336j -4.47391e-05+0.0013907j -9.9556e-05-0.000657881j 0.00248076+0.00344773j 0.00327797+0.00152125j 0.00207494-0.00169791j 0.000594976-0.00136056j 0.00112837+0.000734918j -0.00230423-0.00134482j -0.000869286-0.00237279j -0.000559772+0.000859084j -0.000353785+0.000335616j 0.00102411-0.000411504j -0.000703643-0.000129275j 0.000112849-0.000128651j -0.00213721+0.00169042j -6.59575e-05-0.000852312j 0.000298096+0.000215363j 0.000202497-0.000184447j 3.99717e-05-0.000223405j 
0.000252869-0.00019478j 9.34794e-05+0.000447135j -0.000859309-0.000518807j 7.66347e-05+0.000761052j 0.00109294-0.00112142j -0.00133266+0.000522851j 0.00171677+0.000350869j -0.00173364+0.00317124j -0.000412287+0.00279493j 0.001393+0.00077188j 0.00145735+0.000917268j 0.00218565-0.00161304j -0.00180244+0.00024003j -0.00394055+0.00326792j 0.00194679-0.00479911j 0.000304634+0.000260632j 0.00276926+0.00240268j 0.00538103+0.0026285j 0.000790368-0.000817595j 0.002191+0.00265748j 0.0015801+0.00275233j 0.00143814-0.00245128j 0.00396849-0.0014761j 0.00161115-0.000864649j 0.0021353+0.00537161j -0.00147043-0.0031842j -0.00128729+0.000816471j -0.00126078-0.00393142j -0.00138748+0.00284538j -0.00443476+0.000215115j -0.000334376-0.000992998j -0.000668825+0.00416277j -6.63567e-05+0.00110822j -0.00110444+0.00116547j 0.00181118-0.00148297j 0.000209124-0.000625636j -0.00132271-0.00138063j 0.00217117+0.000920987j 0.00435055-0.00214116j -0.00285724-0.000659354j 0.00129024+0.00430967j -0.0020932-0.00212018j -0.000262351+0.00106238j -0.000474859+0.000509436j 0.00281475+0.00107688j -0.00226518+0.00392199j 0.00143733+0.000318263j -0.00107352-0.000254418j 1.04037e-05-0.000567054j -0.000408216+0.000331957j -0.00105611-0.000327643j -0.00206582-0.00103242j 0.000324357-0.00079669j 6.24613e-05+0.000150761j -0.00101413-0.000386719j -0.000280949+0.00120912j 
-0.00012657+1.79689e-05j 0.000112287-1.03926e-05j 0.000118284+0.000492818j 0.0005494+0.000181827j 0.000809016+0.000507725j 0.000957637+0.00152857j -3.91977e-05+0.000747402j 0.000205767-0.000451914j -0.000826003-0.000499775j 0.000910153-0.00114527j 0.00288913-0.00190804j -0.000405073-0.00240884j -0.00117149-0.000499268j 0.000713596-3.431e-05j -0.00100369-0.000438078j -0.0015661-0.000731914j 0.00389787-0.00164436j -0.00020805+0.000797662j 0.000382943-0.00101904j 0.0010178-0.00103225j -0.000253303-0.00162434j -0.00177155-0.00185008j -0.00116723-0.00358262j 0.00103073-0.00118809j 0.00161607+0.00126736j 0.000434954+0.000103754j -0.000913454+0.0012912j 0.000727519+0.000381069j -0.00050895+0.000350335j -0.000800344+0.0031862j -0.00245637-0.00119431j 0.00132662-8.7192e-05j -0.000569429-0.000129438j -0.0011607+0.00133757j 0.00186721+0.000225486j -0.00248375+0.0002556j -0.00170673-0.000243258j 0.000916192+0.000955408j -0.0012434-6.38597e-05j 0.00230079+0.00241529j 0.000390035+0.00063145j 0.000909711-0.00132357j 0.000313717+3.39651e-05j 0.000242595-0.00017978j 0.00165242-0.00133874j -6.19502e-05+0.00270259j 0.00126245+0.00113093j -0.000588106+0.000215116j -0.000199229-0.00107569j -0.000517937-0.00149551j 0.00127102-0.000950609j -0.00160096+0.00167192j -0.000216887-0.000742326j 0.000147095-6.12237e-05j -0.000194242-0.000158999j 8.59609e-05+0.00028273j 
0.000486978+0.000599782j -0.000200231+0.000677057j -0.00041211+0.000392206j 0.000191765-0.000673661j -0.00242715+5.03854e-05j -0.000199003+0.00124899j -0.000133077+0.00125201j -0.0010679+0.00199986j 0.00152542+0.00206062j -0.00265685+0.00108738j -0.00231997+0.00392577j 0.00212958+0.0017353j 0.00256711+0.000470348j -0.00288147+0.000781659j -0.00130154+0.00262732j -0.00545799+0.00126991j 0.00124844-0.0045665j 0.00397527-0.000217304j -0.00125185+7.41178e-05j -0.00160963-0.00278446j -0.00244249+0.00183228j 0.000671829+0.000796417j -0.000739113+0.000782152j -0.00100873-0.00365103j -0.00131547-0.0027815j -0.000281761-0.0036047j 0.00181351-0.00197524j -0.00278485-0.00122962j -0.00131666-5.01389e-05j 0.000584477-0.00165799j 0.000483005-0.000486744j -0.002462+0.00114604j -0.000605799-0.00048155j 0.0012224+0.00306956j -0.00189492-0.000502002j -0.000771882+0.000794528j 0.00217315-0.00203609j 0.000752534-0.0015411j 0.00142767+0.000119388j 0.00330408+0.00137809j 0.00293924+0.00166037j -0.00180232-0.00120703j -0.000548493-0.00388733j 0.00145428+0.00128997j -0.00208653-0.000695966j -0.000182207-0.00301424j -0.00191567-0.00106268j -0.0016475+0.00112193j 0.00205951+0.000512405j -0.00215556+0.00103678j -0.000682351-0.00125156j -0.000963622+0.00187874j 0.000662167-0.000391996j 0.000213009+0.00140443j -0.000446452-0.000486479j -0.000171932+0.000290282j 
-0.000179187+0.000178728j 9.75373e-05+8.49327e-05j -0.000825985+0.000606148j 0.000659045+0.000575608j -0.0016194+0.00119025j -0.000112174-0.00100138j 0.00220516+0.00235173j -0.00285533+0.00105097j -0.00219789+0.00070308j 0.000524688-0.00148229j 0.00123742-0.00258225j -0.00156492-0.00196168j -0.00304136-0.000501377j -0.00459534+0.00156584j 0.00250331-0.000341942j -0.00155347+0.00192033j -0.00352436+0.000792817j -0.000894204+0.00281271j 0.000478837+0.00398842j 0.00331367+0.00244723j 0.00022043+0.00356227j 0.000344944-0.00262569j -0.000457752+0.000955382j 0.000177058+0.000840719j -0.00110463+0.00434705j 0.00128305-0.00180529j -0.000421054+0.000288593j 0.000414124-0.00237988j 0.000206266-0.000655147j 0.000297023+0.000301165j 0.000905651+0.00182215j 0.00155787-0.00368102j -0.00161654+0.00204732j -0.000426412+0.00127895j 0.00124473-0.00160342j 0.00185146+0.00190577j -0.00517305-0.00173353j -0.00116026+0.00238442j 0.0049487+0.002644j 0.00191963-0.004071j -0.00243809-0.000334039j -0.00176181-0.00170272j -0.000456201+0.00216629j -0.00313799-0.001202j 0.00321128-0.000424803j -0.00208732+0.00296491j 0.000747713+0.00259074j 9.56241e-05+0.000933519j 0.000474256-0.00100662j -0.000706007+0.000174413j -0.00159332-0.0012123j -0.00186578-0.000331783j 4.01738e-05-0.000162235j -0.000469691+0.000243391j -7.47561e-05-0.000408198j -3.2172e-05+0.000156281j 
-2.24972e-05+0.000411904j -0.000594953+5.6873e-05j -0.000957319-0.000255063j -0.000784321+0.000562067j -0.000632886-0.000961942j 0.000125142+0.00207756j -0.0017677+0.000584078j 0.00109475+0.000587359j 0.00168771-0.000717452j 0.00396175-0.00172612j 0.000450382+0.00218117j 0.00307841-0.000640295j 0.00202082-0.000662666j 0.00276929+0.00160675j 0.00113679-0.000224608j -0.00131019-0.00207304j 0.00253175-0.00132913j 0.00130724-0.00290361j -0.00472545-0.00138804j -0.00255087+0.00141484j -0.000200896+0.000792639j -1.63624e-05-0.00196032j 0.00162511-0.00197096j 0.00238158-0.00135129j -0.00075667-0.00261355j -0.000579662-0.000375567j 0.00142661+0.000296808j 0.00220202-0.000132057j -0.00161354+0.00053964j -0.00219537+0.00104125j -0.0013697-0.000866936j 0.00195821+0.00300162j -0.000540224-0.00134896j 0.000825408-0.000362691j 0.000238768+0.000912011j -0.00211187-0.00239975j 0.00296101-0.0017258j 0.000108559-0.00255547j -0.00252524+0.000296866j 0.00031531+0.00239038j 5.88933e-05-0.0015177j -0.000244441+0.000481365j -0.00110071-0.00142086j 0.00169952-0.000662666j 0.000980756+0.00214837j 0.000187254-7.31742e-05j -0.00134539-0.00218662j -0.000943992-6.83606e-05j 0.000128656+0.0013006j -7.83507e-06-0.000514176j 0.00165689-0.000150871j 0.0014967-0.000944124j 0.000691603+0.000723157j -0.000336912+0.000398865j -0.000260022+0.000152817j -9.759e-05+0.000390939j 
2.72119e-05+0.000479625j -0.000532294-0.000184648j 0.000325833-0.000260185j 0.000619605-0.000497346j 0.0015334-0.00143717j -0.000108049-0.00173619j 0.000295431-0.0015286j -0.00128147-0.00189252j -0.000876418-0.00017392j 0.000771938+0.00178048j 0.000251578-0.0015201j 0.00103042-0.00103817j -0.00275325+0.00188861j -0.00263312+0.00141961j -0.00387611-0.00111874j 0.00160869-0.00154628j 0.000642031-0.00157428j 0.00194657-0.0027645j -0.00393348-0.000360467j 0.00109664+0.000875494j 0.00178743+0.00202535j -0.000216343+0.000122134j -0.000408797-0.00193538j 0.000433122-0.00120503j 0.00230506-0.00126704j -0.00201411-0.000872293j 0.00246478+0.00305926j -0.00470553+0.00109869j -0.00125206+0.0012823j -0.000603302+0.00214931j 3.41939e-05-0.00237817j 0.00445493+0.00223378j -0.00157494-0.00499074j -0.00067456-0.000204353j 0.00409841-0.000523536j 0.00255625+0.00187706j -7.65069e-05+0.00358651j 0.000353139+0.000100514j 0.000153131-0.000981615j 0.000136287+0.000990973j 0.00540975-0.00259833j -0.00315271+0.00124172j 8.46096e-05-0.000509797j 0.000583879-0.000404291j 0.000677925+0.000127101j 0.000909217+0.00307168j -0.000429217-0.00183561j -0.00113399+0.00131066j -0.00159892+0.000775672j 1.56533e-05+0.00270524j -0.00144283+0.00281293j 0.000448591+0.00419917j -0.0011195+0.000946645j -0.000992257+0.000350044j -0.000373165+0.000645746j 0.000704098-5.33468e-05j 
-0.000121873-0.000546688j 0.000220242-6.58451e-05j 0.00121301+0.000282761j 0.000879778-0.00037039j 0.00252232+0.000351706j -0.00186687+0.000802002j -0.00234986-0.00111906j -0.000672286-0.00309517j -0.00148143-0.00295678j 0.00111031+0.00209871j 0.00156786-0.000152562j 0.00231125+0.000735975j -0.000883299-0.00318909j -0.000791616-0.00491292j -0.00399794+0.00149468j -0.000228442-0.000358752j 0.00158709+0.000350214j -0.000908799+0.00101523j 0.00058356-0.0040583j -0.00101104+0.00133799j -0.00313806-0.00464613j 0.00252948+0.0022422j 0.00117739-0.000425903j -0.00262536+6.80384e-05j -0.00176368-0.0018194j -0.000679252+0.00224104j -0.00203984-0.00018782j 0.000387436+0.00213088j -0.000307822-0.00010091j 0.000116459+0.0016755j -0.00170679-0.00188302j 0.000553565+0.00286377j 0.00201341-0.000479695j -0.00108675-0.00265495j 0.00260817+0.00400689j -0.00296141-0.000559381j 0.000855496+0.000278159j -0.000987196-0.000932584j -0.00380497+0.00205546j -5.41077e-05+0.00271107j -0.00173549+0.00107161j 7.84619e-06-0.000668061j 0.000345596-0.000794225j 0.000893556-0.000238937j -0.000304618+0.00206101j -0.00300301-0.00126969j -0.00129748-0.000480557j -0.00211545-0.00128557j 0.00074521-0.000242516j 6.92088e-05-0.0010327j 0.0019944-6.78969e-07j -0.00121099-0.00016223j -0.000506519-0.00067703j 0.000173892-0.00104159j 0.00032527+0.000173293j 6.94149e-05-5.07096e-05j 
-0.000480063-0.000483677j 0.000791095-0.000668392j -7.02199e-05+0.0014869j 0.00167667+0.000940488j 0.00190341+0.00180634j 0.00246792-0.00103706j 0.00121974+0.00089249j -7.78978e-05-0.00258532j 0.000939047-0.000789619j -0.00398171+0.00331566j 0.00225219-0.00262585j -0.00259917+0.00202754j -0.000816422-0.00149976j -0.000836315-0.00384507j 0.000423449-0.00200764j 0.00254696+0.00224051j -0.00191036-0.000367947j 0.00119269+0.00326641j 0.0017926-0.00273018j -0.000406435+0.00251103j -0.000870405-0.000324724j -0.00367981+0.00288829j -0.00137261+0.00179986j -0.00297877-0.00171047j 0.00214431+0.0011099j -0.000177547+0.000339005j -0.00361402+0.000809066j 0.000176618-0.00145561j -0.000154762+0.000759163j -0.000606058+0.00227276j -0.000146998+0.00115606j -0.0017104+0.00280872j 0.00150222+0.00193469j 0.000863479-0.000136302j -0.00153887+0.00107349j -0.0030729+0.00297772j -0.00171078+0.00107665j 0.00161798-0.00140623j -0.00199673+0.0018184j -8.62368e-05-0.000724241j 0.00104001+0.0025322j -0.000825049-0.00303405j 0.000624711+0.000336605j -0.001687+0.000264791j -0.00154013+9.40086e-05j -0.00199782+0.00103012j 0.00410544+0.00210793j 0.0012923-0.00153927j -0.000911758-0.000879713j -0.00253184+0.000576111j -0.00314337-0.00176232j -0.0012754+0.00101622j -0.00072871-0.000881579j 0.000139762-0.000368485j -0.000771929-0.000446115j -6.87632e-05+0.000582626j 
0.000466173+0.000341989j -0.000308511+0.000375521j -0.000201496-0.00115202j -0.00171557+0.000524497j -0.000352783-0.000404072j 0.00350123+0.000499827j -0.000198489+0.00142376j 0.00283952-0.00110192j 0.0014243-0.000577857j -0.00170122-0.00101057j 0.00210656+0.00373257j 0.00136867-0.00126043j 0.0025606-0.000752884j 0.00256264-0.00181281j 0.0021964-0.0010211j -0.000778484-0.00113695j 0.00144621-0.00293j -0.00164794-0.00262926j -0.00298588+0.00092573j -0.00377817-0.000125231j 7.38627e-05+0.00167363j -0.000638946-0.00203917j -0.00143536-0.00138792j 0.00336762-0.000127584j -0.00106175+0.000277949j 0.00212228-0.000116031j -0.000329934-1.52961e-05j 0.000198388-0.00200464j 0.000510976-0.00109896j -0.00203178-0.00198199j 0.000685097+0.000676436j 0.000239138+0.00132033j 6.88905e-05-0.00275128j -0.000865249+0.000658549j -0.0011622+0.000985011j -0.000870671+0.00131545j 0.00124177-0.0035075j -0.000432693+0.00045985j -0.000524121-0.0009594j 0.00168137+0.00234828j 0.00348971+0.000121448j 0.00270033-0.001036j -0.00141912-0.000889766j 0.00261196-0.00190113j -0.00097018+0.000513597j -0.000519954-0.0019331j -0.00169304-0.000107078j 0.000723539+0.0011533j -0.00050918-2.01972e-05j -0.000880833-0.00016894j -0.000248022-0.000796066j 2.44643e-05+9.92033e-05j 0.000827247+1.23851e-05j -0.00014065+0.000726045j -7.89777e-05-0.000442899j -0.000447283+8.50736e-05j 
0.000570894+2.7211e-05j -8.98544e-05+0.000809243j 0.000261579-0.000328354j 0.000668108-0.000720415j -0.00069861-0.0030628j -0.000132155-0.000314116j -0.00147498-0.000292772j -0.00182191-0.00105723j -0.000478448+0.00237709j -0.00410704+0.000235556j -0.00318301+0.00103712j 0.000925764+0.00144884j 0.000770279+0.00198364j -0.00182215-0.00335129j -0.00425499+0.000993727j -0.00199183-0.00220033j 0.00281175-0.000295076j -1.71499e-05+0.000154815j -0.00147938+0.00260521j 0.00271096-0.000739388j -0.000611519-8.34589e-05j -0.000513721+0.00189219j -0.000365244-0.000746439j -0.00010801-0.00266627j -0.00157817-0.00228747j 0.00157878-0.000942179j 0.00169426-0.00152237j -0.00297266-0.00226843j -0.000328838+0.0002717j 0.00150459-8.91438e-05j 0.00120773-0.00105527j 8.14329e-05-0.0013897j -0.000998345-0.00196407j -0.00242773+0.000406581j -0.000480964-0.00218169j -0.00100723+0.00120357j 0.00374752-0.000836263j -0.00108095+0.000126113j 0.000718347+0.00139842j 0.000134769+0.00396001j 0.00158256+0.00371851j 0.00081474+0.000397247j 0.00162977-0.00081902j -0.000248097+0.000455868j -0.000683742-0.00185468j 0.000522096-0.00171446j -0.00141657-0.000531762j -0.00125895+0.00139575j 0.00068412+0.000741235j -0.00120669+0.000375305j -0.000360875-0.0006149j -0.00145187+0.000585414j 0.000842657+0.000160584j -0.000842734+0.00118516j 0.000450097-0.000342296j -0.000157928-0.00038025j 
0.000660475-0.000211001j -3.42029e-05+0.000606017j 5.15985e-05-0.00247388j -0.00241591+0.000698176j 0.000690453-0.00166929j 0.00249149-0.000855576j 0.0019127-0.00100586j 0.00438832+0.000859999j 0.000306666+0.00226738j -0.00212832-0.00483034j 0.000779859+0.00114237j -0.00149515-0.00310002j 0.000108022-0.000261599j 0.00400617-0.000482737j 0.00299567-0.00435077j 0.000869735+0.000568901j -0.000212722-0.0024783j -0.0020596-0.00135961j -9.55092e-05+0.00178163j -0.00371643-0.000361093j 0.00217417+0.00179907j -0.000915857-0.00409029j -0.00228468-0.00126789j 0.00599446+0.000519273j 0.00188709+0.00304089j 0.00110162-0.00080901j 0.000539248+9.62775e-05j -0.000714364-0.00429534j 0.00110544-2.98076e-05j -0.00145773-0.00331143j 0.00123438+0.00247645j -0.00167301-0.000594358j 0.00140161-0.00195323j -0.000199979+0.000452025j -0.000495726-0.00106053j 0.00148687-0.000190087j -0.00201722-0.00155825j 0.000675267+0.00252291j 0.00115808-0.0043046j -0.000783782-0.00206407j 0.00254729+0.00182083j 0.00240183-0.00126882j 3.0387e-05+0.00198793j 0.00209913-0.0035484j -0.000849786-0.000579675j 0.00123403-0.00153017j -0.00178021-0.00123585j 0.00162609+0.00154728j -0.00238587-0.000488633j -0.000203394-0.000949028j -0.00060577-0.000674232j -0.000557404-0.00141541j 0.000357415+0.000436173j -0.000887129-0.000220046j 1.89577e-05-0.000155746j -0.000259371+0.000205854j 
-0.000753516-0.00129063j 0.00115478-0.000216746j -0.000981571-0.00100187j -8.3551e-05-0.000110296j -0.00106362-0.00164738j -0.0037307+0.00293146j -0.00251141-0.00149024j -0.00117457+0.00209696j 0.000874203+0.00370844j 0.00110672+0.000361643j 0.000629406+0.0011468j 0.00100895-0.00426432j -0.00214381+0.000645109j -0.00330198+0.00243655j -0.00357189+0.00354121j -0.00145895+0.00356157j 0.00284858-0.0019177j 0.00119084+0.00155879j 0.00478214-0.00192018j 2.72637e-05-0.00227617j -0.000467134-0.00348894j 0.00200961-0.00436996j -0.000961697-0.0024896j -0.00107146-0.00126037j 0.00130601+0.00370884j -0.00305042+0.000395857j -0.0031525-0.00152975j -0.00456527+0.00372664j 0.000949515+0.000914815j -0.000837099+0.000142563j -0.00303931-0.0013582j -0.00151146+0.000590835j 0.000763982+0.000955606j -0.00210419+0.00099366j 0.00156921-0.000786795j -0.000822137-0.00277762j -0.00305441+0.000374952j 0.0026947+0.00302499j -5.36861e-05-0.00422446j -0.000374079+0.000814884j 0.00285775+0.00303997j -0.00193332-0.000373665j 0.00280734-0.00116611j -0.00102388-0.00142939j 0.000650798-0.000284635j -0.00228775+0.00246517j -0.00354905+0.000899504j 0.000366847+0.00300223j -0.00104834-0.00102753j 2.09041e-05-0.000524284j 0.00154427-0.000356904j -0.00112015+0.0029352j -0.000703958-0.0015462j 0.000737583+0.000239034j -0.000399437-0.000432466j -0.000224708+0.00065021j 
