0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
-0.00546274+2.67099e-15j -0.0188128+4.97363e-16j -0.0349154+1.14202e-16j 0.0113033-1.62265e-16j -0.0139178-1.12014e-16j -0.0216712+2.13872e-16j 0.00178757+1.3166e-18j 9.08332e-05+1.35828e-16j 0.026607+2.5953e-17j 0.0109626+1.97732e-17j -0.000341285-1.07329e-16j -0.000296332+1.41238e-16j 0.00471867+1.38868e-17j -0.0226562-1.35163e-19j 0.00559807-1.31888e-16j -0.00860407+1.84089e-16j -0.0163686-8.01646e-16j 0.0127508-2.90548e-17j 0.0101506-4.62475e-17j 0.0335973+6.62245e-17j -0.00543835+1.02622e-16j 0.0147516+1.70905e-16j 0.0188856-1.19255e-17j -0.025302+1.23011e-16j 0.0171286-1.57344e-17j 0.0289937+2.05164e-17j 0.00215313-4.96159e-17j -0.00882309-2.15528e-16j 0.00730607-1.6313e-16j -0.01471-7.07476e-17j 0.0142678+3.65503e-16j 0.0121643+1.34902e-16j 0.00108653-3.36282e-17j 0.00633023+4.08602e-17j 0.0247379-1.68889e-16j -0.000128014+1.00448e-16j -0.00224085-8.59407e-17j 0.0196993-1.42191e-16j -0.0110305-1.64901e-16j -0.0150319-2.28659e-16j 0.00240313-1.23893e-16j 0.00604411+2.88324e-17j 0.0393568+4.23904e-16j -0.00378204+8.39772e-17j -0.00414586+8.87446e-17j -0.0169511+9.7412e-17j -0.00895481-5.87136e-17j -0.00698059-1.43848e-16j -0.00190507-9.62867e-17j 0.0257957-1.76892e-17j 0.00224466-1.60316e-17j 0.0169907+6.2321e-17j -0.0178818-9.93503e-17j 0.00967767+6.03502e-17j 0.00824146-2.75622e-15j -0.0320576+1.33827e-14j 
-0.0282957+7.76999e-15j 0.00782146+1.62403e-15j 0.0168352-1.27273e-16j -0.00443189+8.32034e-17j -0.0142224-8.92791e-17j 0.0141008+1.89584e-16j -0.00721804-2.43439e-17j 0.0126167+1.19931e-16j -0.00527245-2.28003e-17j 0.016983+1.40326e-17j 0.0148827-8.60894e-17j -0.00335406+2.2777e-16j -0.014063-9.27015e-17j 0.00423457+3.36964e-18j 0.00215116-9.88557e-17j -0.00685458+5.89579e-17j -0.0156392-7.93279e-16j -0.0243519-5.82597e-16j -0.019921+1.06519e-16j -0.00723818+2.14082e-16j -0.00937085+1.19028e-18j 0.0151246+3.6187e-17j -0.0250706-1.37926e-16j 0.0196766-7.60613e-17j -0.0119974+1.67904e-17j 0.00652026+1.61439e-16j 0.00424448-1.30006e-16j -0.0100127+3.81586e-16j -0.0182199+4.51035e-16j -0.0123566-8.96152e-17j 0.00337772-2.00455e-16j -0.0125091-2.04568e-16j -0.00611664+5.37257e-17j -0.00646809-5.4811e-17j -0.0291466-8.26249e-18j -0.0289809-3.58555e-16j 0.0223933-3.09066e-16j -0.0215094-3.90472e-16j -0.00704702-4.10711e-16j -0.0100861+8.65413e-17j -0.00850534+7.6376e-17j -0.0285193-4.36572e-17j -0.0112151-1.75778e-16j 0.0244068+2.54606e-16j 0.00500627+2.93684e-16j 0.00870595+2.19086e-16j -0.0181133-5.74349e-17j -0.0145502+9.14414e-17j -0.00942146-8.19071e-17j -0.0216788-2.36502e-16j -0.000883969-5.9793e-17j -0.00187996+5.5704e-17j -0.00613554-1.96216e-17j -0.00807806+1.72269e-16j 0.024326+1.14384e-15j 0.0169505-4.66162e-15j 
-0.0104499+2.79665e-15j 0.00553156+6.45086e-16j 0.00866676+4.68339e-17j 0.0038308+4.32233e-17j -0.00251281+1.18338e-16j -0.0315109-1.39307e-16j -0.00230807+2.5414e-17j 0.00166427-3.2634e-17j 0.0100928+4.21047e-17j 0.00466805-9.47153e-17j 0.0213826+2.72642e-17j -0.0274494-1.2449e-16j 0.0104377+1.22382e-16j 0.00110331+4.48722e-17j -0.00770559-4.34721e-17j -0.00680025+4.73947e-17j 0.00649705+4.50757e-16j 0.0416253+1.11247e-15j 0.000613392-2.08511e-16j -0.0117038-3.03575e-16j -0.00596939+1.27002e-16j 0.0210503+2.56369e-16j 0.0057246+2.50554e-16j 0.0175534+1.152e-16j -0.00845832-7.04111e-17j -0.00228521-1.09701e-16j 0.0141902+1.8978e-16j 0.00149057-4.461e-16j 0.0216442-4.87598e-16j 0.0115238+2.84213e-16j 0.0384188+1.12789e-15j 0.0258718+6.02976e-16j 0.0027545+6.05752e-17j 0.0124815+2.0383e-16j 0.0101245+2.76649e-16j 0.00369194+4.35007e-16j 0.00889802-7.05409e-17j -0.00729316+3.8824e-17j 0.000813014-1.14943e-17j -0.0108615-1.63173e-16j 0.0147391-9.32745e-17j 0.0234141+2.15957e-16j 0.0232281+3.74337e-16j -0.0265621-3.89498e-16j -0.0346391-4.69602e-16j -0.016884-3.23157e-16j -0.0120137+1.13341e-16j -0.0320251-2.56817e-16j -0.00592225-3.89054e-17j 0.0246725+3.16089e-16j 0.00942396+1.35704e-16j 0.00109505-2.71348e-17j -4.10109e-05+1.48334e-16j -0.0225994-1.22495e-16j 0.00146666-2.76216e-16j -0.00129583+6.0931e-16j 
-0.00163138-8.21928e-16j 0.0228213-2.1186e-16j 0.00795469+5.10458e-17j -0.0129567+2.10949e-16j 0.0121605+9.75138e-17j 0.0205038-2.94442e-16j -0.0216564-1.66244e-18j -0.00876424-2.29028e-16j 0.00517548-4.97631e-17j -0.00164025+9.52144e-18j 0.0137109+7.54575e-17j -0.0134428-9.74068e-18j -0.000991382+1.25698e-17j 0.0185378-2.21279e-16j 0.0110588-2.92127e-16j -0.0147299+3.16317e-16j 0.0126048+4.31235e-16j 0.0124459+1.19986e-16j -0.0103201-1.29676e-17j -0.0141783+9.54669e-17j -0.00621797-4.74485e-17j 0.00561691-5.05424e-17j -0.0312254+9.10432e-17j 0.00327156-6.47912e-17j -0.00483226+3.06884e-17j -0.0024418-1.24442e-17j 0.00459953-4.91378e-17j 0.020002+5.9981e-16j -0.0238437+4.75548e-16j 0.0100323-1.12316e-16j -0.0124911-6.56288e-17j 0.0106039-2.02696e-16j 0.0234442-1.03131e-16j 0.0116905-1.69732e-16j -0.0138314+3.74031e-16j 0.00188143+2.28264e-18j -0.00280079+2.23901e-16j -0.0120752+3.92768e-16j 0.00998987+4.37844e-16j -0.00145725+1.37048e-16j -0.0119666+3.09982e-16j -0.016638+2.65099e-16j -0.0237589-3.3687e-16j -0.0032376+6.36795e-17j -0.0238682-2.03934e-16j -0.00566854-3.82476e-16j 0.0021118+1.34129e-16j 0.015322+1.75134e-16j -0.00381192+1.65549e-16j -0.0283417+1.21688e-16j 0.0234965-1.69305e-17j -0.0110417+1.0324e-18j 0.00962315+1.17182e-16j 0.00426574-2.70357e-16j -0.00499852+2.29948e-15j 0.0282042-1.16698e-14j 
-0.00769383+3.28792e-15j -0.0147551+6.77015e-16j -0.0276181+1.12653e-16j -0.00924485+1.81197e-17j -0.0159468-1.64806e-18j 0.00577526-1.62794e-16j 0.0199599+1.69293e-17j 0.0284062-5.60101e-17j 0.00612021-1.62517e-16j 0.000140132-8.07223e-17j -0.0215505+1.55171e-16j 0.0173532-1.59764e-16j -0.00766938+4.88305e-17j 0.0171675-1.93811e-16j -0.00984693+8.17192e-17j -0.00131639+7.23998e-18j 0.0103456+3.89873e-16j 0.0100026-3.3774e-17j 0.00613409-2.58813e-17j 0.0102077-6.73747e-17j 0.00726178-1.74835e-17j -8.10914e-05-1.75791e-17j -0.00440931+1.22636e-16j -0.00291877+4.30793e-17j 0.0097303-1.01039e-16j 0.00659689-1.1565e-16j -0.0116279-1.15502e-16j -0.0376003+1.47721e-16j -0.0063093+8.87527e-16j -0.0109856+1.67947e-16j 0.00696895+2.97322e-16j 0.0156104-4.16206e-17j 0.0148112-2.95315e-16j 0.00457299+2.9683e-17j -0.0215781+2.58688e-16j -0.00103072-1.85005e-16j -0.0121996+2.73725e-17j -0.012378-9.06813e-16j -0.0520772-1.51316e-15j -0.000529381+1.00732e-16j -0.00797881+2.58408e-16j -0.0147108+5.00445e-16j 0.027866+2.79304e-16j 0.00116808+1.41385e-17j 0.0282643+2.18394e-16j 0.021043+2.86565e-16j -0.0157279-8.57048e-17j -0.0110877-2.1188e-16j -0.022606+2.29578e-16j 0.00760157+1.28194e-16j -0.0198258+2.4141e-17j 0.00628511-1.20916e-17j -0.0199527-8.22928e-17j 0.0363946-2.40394e-16j 0.0252262-2.33105e-15j -0.0201677+1.01651e-14j 
-0.00623961+8.57723e-16j 0.0130789+1.17959e-16j 0.020413-8.14569e-17j -0.0044799+1.1654e-16j -0.00493566-1.85134e-16j -0.0145883-1.04644e-16j 0.0161004+2.42064e-16j -0.00024584+2.29738e-16j -0.0305045-1.92123e-16j -0.00556015-3.83832e-17j 0.0111119-1.27713e-17j -0.0035256+8.08234e-17j -0.00747048-7.331e-17j 0.0179652+6.13951e-17j -0.00810603-4.48291e-17j 0.00372765-9.60409e-17j 0.000348964+2.95219e-17j 0.00164626+7.6758e-17j -0.00773359-2.00399e-17j -0.0178585-9.79794e-17j -0.005819-1.26574e-16j 0.00203466-4.92949e-17j -0.000744274+2.11172e-16j 0.0267668+1.41024e-16j -0.00476295+1.72709e-17j -0.0282389-1.37567e-16j 0.00222058+9.50006e-17j -0.0340483-6.81802e-16j 0.0112522+4.41164e-16j 0.00172283+2.44061e-16j 0.00904806+2.32412e-16j -0.0082581+6.15551e-17j -0.0300139-4.19243e-16j -0.00737631+5.2587e-17j -0.0278419-1.09717e-16j -0.0238436-4.00797e-16j 0.0106444-1.1551e-16j -0.0223593-6.75541e-16j -0.0155816-1.08945e-15j -0.00690717-2.22375e-16j 0.00317482-1.22054e-16j 0.015922+1.73581e-16j 0.00549793+4.39498e-16j 0.00728627-4.32483e-18j 0.0114246+4.0215e-16j 0.0136375+4.31071e-16j -0.0128563-2.76771e-16j -0.0279119-5.3596e-16j 0.0153601+7.24092e-17j 0.012081+2.603e-16j -0.018155-2.33978e-16j -0.0117698+3.11872e-17j -0.00357143-1.4109e-16j -0.0174081+2.64772e-18j 0.00638858+1.36675e-15j 0.0144425-5.34648e-15j 
0.0175982-4.01164e-15j -0.0188792-8.73187e-16j -0.0242761+1.38434e-16j 0.00496715-1.39116e-16j 0.00784718-7.92434e-17j 0.0127149-1.35568e-16j -0.0252001+1.40837e-16j 0.00869002+5.69299e-17j 0.0229256-1.4633e-16j 0.000167317-1.80132e-17j 0.0147927-8.42069e-17j -0.0286528+1.82781e-16j 0.00251988-4.91497e-17j -0.0146884+1.36484e-16j -0.00326968+5.81853e-17j 0.00523204-7.20225e-17j 0.00574762+2.30733e-16j 0.00734838-1.61498e-17j 0.00853707-8.35948e-17j -0.00375581+4.8309e-17j -0.0164473-8.52179e-17j -0.0276233-2.38488e-16j 0.00382217+7.14891e-17j 5.44211e-05+1.03502e-16j -0.031567+2.47817e-17j 0.00790986-1.67078e-16j 0.00271475-1.21243e-16j -0.00188594+3.59874e-16j -0.026686+7.52451e-16j 0.000963561-1.54924e-16j 0.0155353+3.90959e-16j -0.000545998+1.47175e-16j 0.016358-1.28677e-16j 0.012229-9.4968e-17j 0.0323007-3.38468e-16j -0.00913575-1.34884e-16j -0.00637918+3.61602e-16j -0.0158945+2.4921e-16j 0.0129598-1.44133e-16j -0.0125957-1.59787e-16j 0.0256512-5.15117e-16j 0.0248627-2.74526e-16j 0.00435375+5.03606e-17j -0.0226733+1.02511e-16j -0.0127198+9.67535e-17j -0.00922441+2.12557e-17j -0.0244112-4.63074e-17j -0.0219417-1.30718e-16j 0.00506052+1.82315e-17j -0.00254915+1.23877e-16j 0.0460079-1.62641e-16j 0.0111277-6.05855e-17j -0.00268351-8.26444e-17j 0.0131232-3.2942e-17j -0.0185777-2.17651e-15j -0.0299679+1.03172e-14j 
-0.0141939+3.66275e-15j 0.00769009+8.1195e-16j 0.0102345-6.04453e-17j -0.00670459+2.6508e-17j -0.00879944-4.02603e-17j -0.0162163+1.29652e-17j 0.00883244+8.83593e-17j 0.0171192+1.48896e-16j -0.0106459-6.62272e-17j -0.00927566+3.81567e-18j 0.00514802+5.76815e-17j -0.00546451-5.28099e-17j 0.0136672-1.84194e-17j 0.0137+4.97387e-17j -0.00496307-1.53691e-16j -0.0142201-2.92778e-18j 0.0175946+8.84142e-16j 0.0128412+1.07033e-16j 0.000720555-3.78048e-17j -0.0111002-1.00058e-16j 0.0103612+1.09417e-17j 0.0113833+1.44061e-16j 0.00474514+7.90404e-17j 0.0310983+1.33889e-16j -0.00597858-8.44398e-17j -0.00490871+2.88233e-17j -0.00128837-3.23205e-17j -0.0387826-2.47475e-16j 0.00187413+6.08531e-16j 0.0076868+2.47771e-16j 0.0120204+3.56972e-16j 0.0168713+2.53147e-16j -0.0126891-1.70858e-16j 0.00785434+1.88923e-17j -0.0222812+3.94624e-17j -0.00337606-1.70311e-16j -0.00783381+9.66952e-17j -0.0213357-3.84915e-16j -0.00955437-7.48436e-16j 0.000800954-3.19135e-17j -0.00836836-4.57995e-17j 0.00777611+1.12468e-16j 0.0181218+2.37257e-16j -0.00767405+6.79418e-17j 0.00369269+1.49183e-16j 0.0183456+2.46446e-16j -0.0132931-1.83379e-16j -0.0320174-3.00492e-16j -0.00477258+2.44024e-17j 0.0138777+8.63566e-17j -0.0115412-3.70994e-17j -0.00754859-3.26424e-17j -0.0074123-2.3862e-17j -0.00822361+5.69676e-17j 0.0153969+3.55139e-16j 0.00669836-1.35644e-15j 
0.00745988-2.41505e-15j 0.00788893-1.6349e-17j 0.0056449+4.58342e-16j -0.00578088-3.30519e-16j 0.000729681+7.73192e-18j -0.0186138-1.08351e-15j 0.0181143+1.17536e-15j -0.00101421-3.55552e-17j -0.00416653-1.79081e-16j 0.0158345+1.12642e-15j 0.0192138+1.18774e-15j -0.020804-1.1959e-15j -0.0103239-7.427e-16j 0.020775+1.37804e-15j -0.0078103-4.54463e-16j -0.0059086-4.79212e-16j -0.0182885-2.14277e-15j -0.00626653-5.67523e-16j 0.00832851+5.50173e-16j 0.00951626+7.22316e-16j -0.0247307-1.74081e-15j -0.00443499-1.73264e-16j -0.00730159-6.40004e-16j 0.0193379+1.19388e-15j -0.000170173+9.09144e-17j -0.000355992+3.4556e-17j 0.00389352+3.22572e-16j -0.0187812-1.07378e-15j 0.0110843+8.41559e-16j -0.0119578-6.64448e-16j -0.00446854-3.59774e-16j 0.00679353+4.90768e-16j -0.00129689+2.56521e-17j -0.0297853-1.95153e-15j -0.00959135-7.45514e-16j -0.033477-2.35122e-15j -0.00369071-1.68601e-16j 0.00450502+3.96602e-16j 3.49073e-05+1.48135e-17j -0.0116017-8.1183e-16j 0.000218674-1.53019e-16j -0.00116514-2.64196e-16j -0.0136175-1.02286e-15j 0.0223194+1.52356e-15j -0.0176887-1.34615e-15j -0.0178445-1.33213e-15j -0.0175004-1.05613e-15j -0.00985654-5.47016e-16j 0.0085763+3.82708e-16j 0.0107045+5.75197e-16j -0.014543-1.01815e-15j -0.00728898-4.52405e-16j 0.00388658+2.5944e-16j 0.00150774+1.36494e-17j -0.00674006+1.91985e-16j 0.00401984-1.78684e-15j 
-0.0298853+7.76239e-15j 0.0181163+1.74337e-15j 0.0240641-5.12289e-17j 4.38999e-05+7.2063e-17j -0.006376+8.34595e-17j -0.00693307+1.18439e-17j 0.00422062+3.66629e-18j -0.0108935-8.9159e-17j 0.00694218-4.80852e-17j 0.0154956-2.33773e-17j -0.012273+1.53153e-16j 0.0223775-1.89931e-16j -0.00215734+1.64744e-17j 0.00501502+6.12925e-18j 0.0109545-1.94111e-16j -0.00968151+1.74242e-16j -0.0051787-2.97661e-16j 0.00730368+8.53309e-17j -0.00686142+4.36061e-17j -0.00532692-2.80214e-17j 0.00540392+4.66472e-17j 0.0355104+1.73136e-16j -0.015142-8.65045e-17j -0.0102962+1.10455e-16j 0.0252904-4.83428e-17j 0.00237902+8.68195e-17j 0.00591627+9.33018e-17j 0.0418975-8.82025e-16j 0.02501-1.56916e-15j 0.00512628-1.45207e-16j -0.00156883-1.59077e-16j 0.0158271-1.61013e-16j 0.0114446+4.56303e-17j 0.0049349-1.04288e-16j -0.0273789+2.3277e-16j 0.0166872-7.11436e-18j 0.0142056-4.57342e-16j 0.0101113-2.66547e-16j -0.012263+1.57519e-16j 0.00978953+1.6928e-16j -0.0185925+4.53859e-16j -0.0317816+2.8772e-16j -0.00386405-1.61913e-16j 0.00710621+1.20236e-16j -0.0110344-1.35609e-16j -0.00436992-1.59056e-16j 0.0244023-1.65681e-17j 0.0242248+6.95738e-17j -0.0238329+1.02119e-16j -0.00740425-4.59684e-17j -0.0230268+1.66662e-17j -0.00376316-4.23259e-17j 0.00505936+1.0137e-16j -0.0173122+2.0724e-17j 0.0229069+2.12143e-15j 0.030887-1.02451e-14j 
0.00529808-9.32708e-16j -0.010837-2.02259e-16j -0.00141754-2.70004e-17j 0.00104485-2.10487e-17j 0.000257118-6.52071e-17j 0.0164828-1.02629e-16j 0.00985388+4.86324e-18j 0.00318999+6.76326e-17j 0.00146395+4.85487e-17j 0.00298319+3.26688e-17j -0.0101591+1.49859e-17j 0.0183986-7.68622e-17j -0.0169216+4.71642e-17j 0.00789023-2.07217e-17j -0.0156747+1.78262e-16j -0.00179172-1.15598e-16j -0.00283445-1.33737e-16j -0.0149823-2.23337e-16j 0.00100686+9.60108e-17j 0.0251345+8.65645e-17j -0.00641159+1.02913e-17j -0.00776192+1.47745e-17j -0.0149645-1.19183e-16j -0.0129294+2.93895e-17j 0.0244069-4.65822e-17j 0.00800894-7.10961e-17j 0.0106015-1.17561e-16j 0.0117047-6.64492e-17j -0.000345999-1.58584e-16j -0.000281884-1.37536e-16j -0.0101732-8.8079e-17j 0.00259537-5.7312e-17j 0.00890038+6.30872e-17j -0.0131553-1.76331e-17j 0.00791875-9.03325e-17j 0.00800273+2.32604e-17j -0.00347999-1.50759e-16j 0.0237231-1.5867e-16j -0.0138199-3.23266e-17j -0.00971748+3.7655e-20j -0.016785+2.90625e-16j -0.0170138+2.20978e-16j -0.00847932+1.9936e-18j 0.0200888-2.33698e-17j 0.00561102+1.1267e-17j -0.00218206+1.58394e-17j -0.000380812-3.51435e-17j 0.0254988+5.25063e-18j -0.0104726-9.83601e-17j -0.0121651-2.07954e-17j -0.0124931-5.14369e-17j 0.00854595+1.7827e-17j 0.00410444-9.36429e-17j 0.0119572-4.59902e-18j 0.000783868-5.44355e-16j -0.00699054+2.83963e-15j 
-0.00556494+8.34216e-16j 0.0119241+1.58644e-16j 0.0186-5.23188e-17j 0.00876056-1.68183e-18j 0.00593384-1.39046e-17j -0.0121569+1.85539e-16j -0.0161313-4.19161e-17j -0.020402+9.0051e-17j -0.00187272+3.96372e-17j -0.00750052+8.26297e-17j 0.0172907-8.31768e-17j -0.00635057+5.22665e-17j 0.0105485-1.44073e-17j -0.0102118+1.53617e-17j 0.00688593-1.95704e-16j -0.0158844+2.82527e-16j 0.0054581+2.71159e-16j 0.00828666-4.83194e-18j -0.00222886-6.67171e-17j -0.00307571-9.47826e-17j -0.00788546+2.72173e-17j 0.00904339-1.23324e-18j 0.00359773+4.55163e-18j 0.00302415+6.91751e-17j 0.00680453-1.42255e-16j -0.00517196-4.07818e-17j 0.0185715-3.35446e-17j 0.0140924-2.60251e-16j 0.00415846-4.68204e-16j 0.0190135-1.00186e-16j 0.00399162+6.33244e-17j 0.0058458+4.98346e-18j -0.0189783-2.39368e-18j 0.0141156-5.08033e-17j 0.00939057-1.10991e-16j 0.00462285+7.60731e-17j 0.00355558+8.38614e-17j 0.00208699+2.70317e-16j 0.0224043+6.4091e-16j -0.0127497-1.70147e-16j -0.00636504-5.2587e-17j 0.0219948-1.321e-16j 0.00561358-3.81713e-17j -0.00836085+4.3316e-17j -0.0200237+1.39194e-17j -0.00752734-3.85791e-17j 0.00173699+5.08418e-18j -0.00459466-3.94501e-17j 0.0157654-7.33778e-17j 0.00330022-8.23384e-17j 0.0152469+3.2507e-17j -0.00235246-2.89033e-18j 0.00575145+7.64467e-17j -0.0333514+1.77889e-16j -0.00772554+1.39237e-15j 0.0136191-6.10344e-15j 
-0.00536412+1.77609e-15j 0.00568998-3.16843e-16j -0.0087996+7.10641e-16j 0.000599762-1.22537e-16j -0.00936258+8.42632e-16j -0.0273276+2.53339e-15j 0.0160026-1.28295e-15j -0.00926456+9.05144e-16j -0.0168097+1.49284e-15j -0.00902025+8.0758e-16j -0.000272202-1.54481e-17j 0.00383879-3.92174e-16j -0.00139224+1.05028e-16j 0.00421057-2.97174e-16j 0.00247538-2.66715e-16j 0.00754736-6.34085e-16j 0.000249217-6.21576e-17j 0.0295552-2.10235e-15j -0.00365659+1.85366e-16j -0.00873936+7.24721e-16j 0.00212776-1.87837e-16j 0.0138767-1.22607e-15j 0.0160037-1.29954e-15j -0.00362239+2.99613e-16j 0.00890451-6.88898e-16j -0.0231521+2.10683e-15j -0.00416223+4.68337e-16j -0.031452+2.37036e-15j 0.0203586-1.75252e-15j -0.00243952+4.33289e-16j 0.018903-1.46084e-15j -0.00186005+4.07177e-16j -0.0256161+2.25211e-15j 0.0108238-9.56423e-16j -0.0142928+1.45284e-15j -0.00829427+8.06372e-16j 0.00954613-1.15028e-15j -0.0138989+7.33101e-16j -0.0309628+1.65888e-15j -0.00624097+3.90829e-16j 0.0111907-1.23899e-15j 0.0266272-2.45193e-15j 0.0381066-3.0367e-15j -0.0119307+1.03065e-15j 0.0151824-1.27798e-15j 0.00732794-5.06605e-16j -0.00342309+3.06977e-16j -0.0241212+2.07382e-15j 0.0167526-1.48326e-15j 0.0314963-2.68448e-15j -0.0146753+1.23519e-15j -0.00428046+4.06783e-16j -0.0159077+1.4636e-15j -0.00671109+7.94754e-16j 0.00885575-1.19133e-15j -0.00256804+1.89259e-15j 
-0.0178743+3.97484e-15j 0.0205365+8.38089e-16j 0.0173617-1.94886e-17j -0.000325456+7.07952e-17j -0.00171036+3.1212e-17j 0.00594083+1.08735e-17j -0.0220518-1.95476e-17j -0.0144304+1.53781e-17j -0.0195425+5.49931e-17j -0.0151984+6.57431e-17j 0.0169725+4.93891e-18j 0.00135097+6.53826e-18j 0.00314653+9.73863e-18j -0.00123633+3.07714e-17j 0.0176026-4.4291e-16j -0.0153331+2.99858e-16j 0.0111241+5.88259e-16j -0.00236208+1.72762e-17j -0.0149199+2.13503e-17j -0.0240405+2.2876e-17j -0.00790985-8.94209e-17j 0.00487248-2.658e-17j -0.00735781+8.80345e-19j 0.0131284-5.03422e-17j -0.00654114+4.26826e-17j -0.02194+4.89797e-18j 0.0078464+1.79755e-17j -0.0203697+6.44667e-16j -0.0230684+1.08836e-15j 0.0136464+1.67544e-16j -0.00210719-1.28474e-16j -0.0121936+1.05396e-16j -0.034847-3.18292e-18j 0.0256492-2.84701e-17j -0.0294798+2.05385e-16j -0.02006-4.21671e-17j 0.00931664+6.23995e-17j -0.038716-1.23959e-16j 0.000649239-4.47613e-16j -0.0143326-1.37921e-16j -0.00946064-1.2429e-16j 0.0186022-4.89464e-17j 0.0100819-2.50202e-17j -0.00215228+2.13797e-17j 0.0116351+3.14834e-17j 0.0227547+1.1675e-16j -0.0116568+1.39865e-17j -0.0234754+5.29617e-17j 0.024886-5.8187e-17j -0.0101572-2.86062e-17j 0.0184933+3.03593e-18j -0.0110316+2.07585e-17j -0.00849895+1.89038e-16j -0.0266881+1.15574e-16j 0.00865384+2.02535e-15j 0.0255137-9.41603e-15j 
0.0158974-4.72185e-15j 0.000272766-1.00581e-15j -0.022432+1.60944e-17j -0.0188494-6.43201e-17j 0.00746341-9.86202e-18j 0.0171084-5.99207e-17j 0.0053832+2.73012e-17j 0.0165461+1.06434e-16j 0.0109378+5.7319e-17j 0.000246573+2.97708e-17j -0.0113837-2.34916e-17j -0.0101834-1.44921e-17j -0.00136087-5.04389e-17j 0.023942+7.95955e-18j -0.00346584+9.15688e-17j 0.0087997-1.57069e-16j 0.0121228+5.42054e-16j 0.0193405+2.96627e-16j 0.00215953-1.14992e-16j -0.00458324-5.26762e-17j 0.0135412+1.06016e-16j -0.00562003+2.13409e-17j -0.0146052-1.75416e-16j -0.00335804+3.10509e-17j -0.0107354-2.16216e-17j 0.00587724+1.7821e-16j -0.0194385-1.45434e-16j 0.00135037+3.50999e-16j -0.0119962+2.22675e-16j -0.00835327-7.83449e-17j -0.00727754+8.6081e-17j 0.0127756+4.83667e-17j 0.045891+2.96541e-16j -0.0037983+6.4529e-18j -0.00266666-2.4745e-17j 0.0136461+4.46269e-17j -0.0154752+1.67973e-16j -0.000545316-9.67818e-17j -0.0103647-4.35751e-16j 0.0193194+4.1121e-16j 0.0046398+1.07794e-16j -0.0250157-2.09198e-16j -0.0165336-2.30972e-16j -0.00975323+1.15355e-17j -0.00589368-6.37845e-17j -0.00352978-8.3959e-17j 0.00641948-9.76781e-18j 0.0173279+1.01969e-16j -0.0217096-1.87481e-16j -0.0110552-6.21397e-17j 0.00212359-3.82891e-17j -0.00446414-1.67935e-17j 0.00404096-1.15821e-16j 0.043488-4.97268e-17j -0.00506945-1.64162e-16j -0.00336139+9.3664e-16j 
