0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
0.00780519-2.60895e-15j 0.00514438-6.72179e-16j -0.0128389+9.21883e-17j -0.00883006+1.0266e-16j 0.00349616-4.50834e-17j -0.00275857-7.67689e-17j 0.0122235+5.36004e-17j -0.00391778-1.16603e-17j 0.0116812-8.79669e-17j 0.00783908+9.58493e-17j -0.000734838-9.69038e-17j -0.000568934+3.68305e-17j -0.00846936+9.31196e-17j 0.0233504-4.32945e-16j -0.00241531+2.909e-17j -0.0139752+3.94268e-16j -0.00176035-4.761e-16j 0.0118945-4.35754e-16j 0.00994526-1.02069e-17j 0.0214587+5.44676e-17j -0.0132582+1.61663e-16j 0.00203678-3.06554e-17j -0.0162079+2.05549e-16j -0.0102139+7.77337e-18j 0.0237673-2.26242e-16j 0.00924999+4.85282e-17j 0.00337573-3.30945e-16j 0.00215884-6.51447e-18j 0.00337206-6.69491e-18j -0.00416121-2.86569e-16j -0.0130674-1.81051e-16j 0.0240015-4.94647e-16j 0.0236251-2.12914e-16j -0.010239-2.96659e-16j -0.00511915+1.68576e-16j -0.00159106-9.95509e-17j -0.016022+1.74396e-16j 0.0174912+5.00548e-17j -0.0158373+2.09298e-16j -0.00777136+3.30706e-16j -0.0161356+4.30079e-16j -0.0159046+1.60154e-16j -0.00404117-2.49972e-16j 0.011933+1.97718e-16j -0.0158696+1.20316e-16j -0.0157924-1.44633e-16j -0.00237294+2.35102e-16j 0.0202584+9.91691e-17j -0.00747738+9.8729e-17j 0.000610639+2.80227e-17j -0.0102975-1.65655e-16j -0.00178844+1.07672e-17j 0.0018866-3.22806e-17j 0.022164-1.98415e-16j -0.00227664+1.25362e-16j 0.00153695-8.58871e-16j 
-0.0231677+5.39442e-15j 0.0202207+1.26532e-15j 0.0225493-2.87524e-16j -0.00211991+6.54164e-17j -0.00139108-1.12283e-16j -0.00246345-2.36717e-16j -0.000184454-5.71088e-17j -0.0121725+5.69256e-17j 0.0135541-3.59372e-17j 0.0234803-1.85311e-16j -0.0132347+1.4654e-16j 0.01847-2.8703e-16j 0.00191223+1.48395e-16j 0.00355711-9.41811e-17j 0.0243383-3.7835e-16j -0.0137785+4.96886e-16j -0.0124094-3.83591e-16j -0.0175526+4.34652e-16j 0.00713165+1.32975e-17j -0.0084322-3.21942e-16j -0.00513366+2.57394e-16j 0.0163316+4.25938e-16j -0.0128734+8.99185e-17j -0.00489043+5.59494e-17j 0.0122719-2.92588e-16j 0.00711307-8.91241e-17j -0.00462703-6.75523e-17j 0.0390041-8.43991e-16j 0.0133493-1.03589e-15j -0.00218883-1.56302e-16j -0.0242062+8.71333e-17j 0.0111261-2.79639e-16j 0.015169+3.91327e-17j -0.00480805+3.62772e-16j -0.0393156+1.67548e-16j -0.00388346-3.12334e-17j 0.000278481+1.44113e-16j 0.00168187-4.43052e-16j 0.0030294-6.5649e-17j 0.0181241+3.4612e-16j -0.0188686+8.0556e-16j -0.03683+5.04496e-16j -0.0238361+3.6998e-16j 0.0180739-4.86505e-16j -0.00885123-1.97563e-17j -0.00317827-1.27278e-17j 0.0222055-9.62316e-17j 0.025491-4.47549e-16j -0.0169979-1.71912e-18j -0.0149943+2.89039e-16j -0.0190892+1.59174e-16j -0.00939316+1.03045e-18j 0.00752864-2.03423e-16j -0.00979435-3.17095e-17j 0.0162138+2.78708e-15j 0.0340454-1.22312e-14j 
0.0036804-9.22469e-16j 0.00604427-8.83642e-17j 0.0199997+2.76261e-16j 0.000657717+3.91898e-17j 0.00663903+3.68386e-16j 0.0112553-2.07064e-16j 0.000698967+2.21844e-17j -0.00886337-3.30997e-16j -0.00555473-2.89044e-16j 0.00802465-2.75052e-17j 0.00114653+4.64423e-16j 0.00762178-5.76795e-16j -0.00665401+3.91149e-17j 0.00181227+9.90156e-17j 0.00166376-1.89383e-16j -0.00604139+1.93234e-16j -0.0134915-8.34991e-16j -0.0377692-8.01183e-16j 0.00136129+2.54658e-16j 0.0110284+1.63352e-16j -0.00895368-2.06964e-16j -0.00889861-3.40862e-16j -0.0111318-2.49827e-17j 0.00220862+2.7744e-16j 0.00838849-2.72032e-16j 0.0058563-1.70046e-16j 0.00502379+2.12394e-17j 0.0191327+2.11644e-16j -0.0024648-4.55151e-17j -0.00179431-1.37034e-16j -0.0286487-8.8323e-16j -0.0100657-5.78785e-16j -0.00344122-1.20081e-16j -0.0227911-6.69798e-16j -0.00366606+3.84094e-16j -0.0079696-3.21899e-16j -0.00242692-2.53638e-17j 0.0178674+7.98205e-16j 0.0223921+1.84787e-15j 0.00186334+1.27776e-16j -0.016806+4.72902e-16j -0.0196935+3.38084e-16j -0.0357353-1.05365e-15j 0.0299598+2.12154e-16j -0.00337192-5.54944e-16j -0.00538419-5.86298e-16j 0.00851338+1.29762e-16j 0.0260126+3.02653e-16j 0.00396182+4.77577e-16j -0.0199108-7.28702e-17j -0.0092433+6.18155e-17j -0.00405075-2.027e-16j 0.0139766+4.32603e-16j -0.00727572-2.49044e-16j -0.00735201+8.46894e-16j 0.0161192-6.82222e-15j 
0.0141966-3.86828e-15j 0.00531216-5.48599e-16j -0.0030936+3.72716e-16j -0.00258335-9.55993e-17j 0.00925334+5.68906e-16j -0.0177181-3.12102e-16j 0.00183877+2.29737e-17j -0.00460605-5.12153e-16j 0.00639169-1.27909e-17j 0.0033423+1.82229e-16j 0.00869911+3.47472e-16j -0.0238875-6.55289e-16j 0.00910831+1.6834e-16j 0.00400835+1.66112e-16j 0.00223071+2.54002e-16j 0.00498957+3.74394e-17j -0.000437525-3.55184e-16j 0.0178268+7.04535e-17j 0.0106991+2.50101e-16j -0.00994969-2.82874e-16j -0.00389949-3.45864e-16j -0.00496374-4.63197e-16j 0.00979381+2.01396e-16j 0.00743137+2.92559e-16j -0.015053-3.90133e-16j -0.00395923-9.86423e-17j -0.00602049-5.63056e-17j 0.00310434+2.73501e-16j 0.0116943-1.03348e-16j -0.000339912-4.37399e-18j 0.00456103-4.07585e-16j 0.00879484+1.67773e-17j 0.0110559+2.06466e-16j -0.00504001-6.23471e-16j 0.00864156+1.67436e-16j -0.00313026-3.08444e-16j -0.00710919-8.09954e-17j -0.000385092+6.44015e-16j 0.0150797+1.46122e-15j 0.00790717+3.6184e-16j 0.0177386+5.29347e-17j 0.0140185-6.28527e-17j -0.00616034-1.10673e-15j -0.0144524+8.16505e-17j -0.0220259-9.62417e-16j -0.0167015-8.74394e-16j 0.00195706+3.5867e-16j -0.00744754+3.01926e-16j 0.00549559+4.84955e-16j 0.0141762+8.77606e-17j 0.00654297+1.38431e-16j -0.00599792-3.93143e-16j 0.00692113+5.61528e-16j 0.00112107-2.26155e-16j -0.0166225-6.73078e-16j -0.00138272-4.77093e-16j 
0.0134873-4.69913e-15j 0.0113161-1.1236e-15j -0.00888754+9.59597e-17j -0.0163969+8.65035e-17j 0.0108416+5.24169e-17j 0.00250172-4.6575e-17j 0.00777524+2.48391e-17j 0.00388937+1.44834e-16j 0.00175709+2.17928e-16j -0.00500745+7.6418e-17j -0.0172626-1.62614e-16j -0.00353161+4.62711e-17j 0.00730797+7.77443e-17j 0.0231435-1.58752e-16j 0.00794631-4.71582e-17j 0.0110718-1.01481e-16j 0.0183036+9.2677e-16j 0.0230377+2.26011e-16j 0.0104841+9.82927e-17j -0.027221-1.81027e-16j 0.0129086+3.24815e-17j -0.009985-2.29673e-16j -0.000995747+6.95889e-17j 0.00218959+1.08608e-17j -0.0144396-4.17214e-17j -0.0159418+2.58163e-16j -0.0244459+2.34116e-17j 0.000883414+2.08182e-16j 0.00262195-1.67987e-17j 0.00107314+1.50062e-16j -0.00990873-7.95895e-17j 0.0117311+1.42534e-16j 0.0299134+2.86318e-16j 0.00417682+4.22815e-17j -0.0226944+1.57435e-16j 0.00883213+1.37536e-16j -0.017605+1.55081e-16j -0.017362-1.16103e-16j -0.0101998-5.75547e-16j 0.0293894+5.39948e-16j 0.0105468-4.17029e-17j -0.00557057-2.84392e-16j -0.0124239-2.31153e-16j -0.0192652-1.01246e-16j 0.000996169-3.54295e-17j 0.00663002+3.5208e-17j 0.0150571+5.78755e-17j 0.00699376+6.95914e-17j -0.00924911-2.62136e-16j 0.000140886+1.88511e-18j -0.00443291-4.81389e-17j -0.0141391+4.66367e-17j 0.004722+2.426e-17j 0.0261419-1.1674e-16j -0.00625672+9.4517e-16j 0.00968688-4.45193e-15j 
0.013318-4.81646e-15j 0.0145147-1.10183e-15j 0.0170348+1.45485e-17j -0.00387056+1.64795e-16j 0.0126361-1.34145e-17j 0.0105646-1.80639e-16j 0.00636837+1.13915e-16j -0.0212381-1.00219e-16j -0.0257603-1.09522e-16j -0.0110858-6.57074e-17j -0.00607066+2.60149e-17j 0.01446+5.30662e-17j -0.0105134+2.73701e-18j 0.012724-9.10684e-17j 0.00182716-5.25122e-17j 0.00940477-1.1941e-16j 0.00111777+2.04783e-17j -0.0122096-1.82477e-16j -0.00544996+5.73596e-17j -0.00879538+2.28762e-16j -0.000944989-7.19688e-17j -0.0120345-1.42502e-16j -0.00752177+7.63796e-17j -0.00574597-1.03878e-16j 0.0110205+2.90574e-16j -0.026329-1.09213e-17j -0.000810675+1.92603e-16j 0.0116385-1.45859e-16j 0.00451883-6.80496e-17j 0.00665715+4.91208e-17j -0.023891-6.09141e-16j -0.0179331-2.62766e-16j -0.0130936-2.68745e-16j -0.00971001-1.13891e-16j -0.0124026+1.78716e-16j 0.000237543+3.91226e-17j 0.00157172-5.62255e-17j 0.00464966+3.13129e-16j 0.0032454+2.63507e-16j 0.00621366-6.4834e-17j -0.00620071-2.48225e-17j 0.00112031+7.29682e-17j -0.0243085-1.09829e-16j 0.0128275+5.92603e-17j 0.0109752+7.986e-17j 0.00556045-1.8693e-18j 0.0179335+4.48605e-17j 0.0251321+1.62297e-16j 0.0183695+1.26858e-16j -0.0120123+9.29e-17j -0.0112117-1.96588e-16j -0.0119492+5.6449e-17j 0.0118222+2.875e-17j -0.00595953-1.55351e-16j -0.013415+2.13496e-15j 0.0221883-1.00357e-14j 
0.00720064-2.52053e-15j 0.00961618-4.77598e-16j -0.00029579+6.74816e-17j -0.00392524+2.8857e-17j 0.00531007+1.55417e-16j 0.00382629-5.95075e-17j -0.00378911+3.68e-17j -0.0111833-3.353e-16j -0.0145884-2.62868e-16j -0.0158168-1.78268e-16j 0.00581396+4.49756e-17j -0.000117004+3.04361e-17j 0.00394274-8.4262e-17j 0.00259667+5.31819e-17j 0.00446457-1.75943e-16j -0.00529863+2.42943e-16j 0.00494991+2.82175e-16j 0.00164711+2.44224e-16j -0.00968259-1.47853e-16j 0.00592336+4.80823e-18j 0.00926999+6.05245e-17j 0.00480767+5.00695e-17j -0.00101199+5.43478e-18j -0.00407123-1.61468e-16j 0.00881377+2.21283e-16j -0.00337149-3.02397e-16j 0.000222817+5.02875e-17j -0.00745213+4.29334e-16j -0.00955676+6.56948e-16j 0.00361777+1.59125e-16j -0.0128719-2.49792e-16j -0.00744547-1.98381e-16j -0.0123132-2.35866e-16j 0.00240206-3.11054e-17j 0.00553503+1.65219e-16j 0.00743343+2.40495e-16j -0.00311003+1.56943e-16j 0.00837915+4.45339e-16j 0.0125105+5.17869e-16j -0.00154347-1.18195e-16j -0.0108692+1.45042e-16j 0.00226729+2.92378e-16j -0.00338493-7.16979e-17j 0.00270932-5.62426e-17j 0.00127846-3.9608e-17j 0.00121534-1.30276e-16j 0.00813243+2.03738e-16j 0.0122488+2.66687e-16j 0.0153384+2.98203e-16j -0.00454949+5.71872e-17j 0.00344095-2.00447e-17j -0.00604718-6.23328e-17j 0.0023189+1.25697e-16j -0.00143621-1.34452e-16j -0.00822433+7.45642e-16j 0.00968876-4.46018e-15j 
-0.00395493+1.08179e-16j 0.0142522+8.68301e-17j -0.00125341-1.35608e-16j -0.00732421-6.55206e-17j 0.000849795-9.61791e-17j 0.00883423-2.54337e-17j -0.0100737+1.15006e-17j -0.00707335+1.27619e-16j -0.00730955+1.23853e-16j -0.00485985+1.06657e-16j 0.00430738-3.38261e-17j 0.000307256+2.28072e-17j 0.00257205-3.36935e-17j 0.00456368+1.48308e-16j 0.019049-2.66704e-16j -0.00942715+1.60465e-16j 0.00132317+1.46292e-16j -0.00987823-4.49344e-17j -0.00387964+1.61343e-16j -0.0096043-7.62991e-17j -0.00249376-1.64427e-16j -0.00188428-3.33567e-17j -0.00638526-1.35612e-16j 0.0031804+3.93275e-17j -0.00575469-5.08788e-17j -0.00532134+1.20811e-17j -0.00861197-1.61277e-16j -0.0162296+3.39062e-16j -0.0218154+8.59129e-16j -0.00318917-9.0196e-18j -0.0190428-3.27614e-16j -0.00867438+4.38897e-17j -0.00874923+1.32959e-16j 0.00671586+9.1816e-17j -0.0247677-3.04618e-16j -0.0175652-3.91461e-16j -0.00486418+1.08798e-16j -0.0202772-3.84527e-16j 0.00297087-5.80784e-16j 0.00152472+6.80907e-17j -0.00889203+3.95647e-17j -0.00450089-7.32643e-17j -0.0062488+6.02703e-17j 0.0071016+4.74909e-18j 0.0101237+1.6361e-16j 0.0119965+2.17824e-16j -0.00216097-2.09471e-16j -0.00193787-1.86596e-16j 0.0136348-1.12334e-16j -0.0114793+3.4824e-18j 0.00743226-2.99213e-17j -0.0106962-3.14185e-17j -0.00517813-1.26312e-16j 0.00343466+1.92894e-16j 0.0030329+1.56138e-15j 0.0162973-6.21534e-15j 
-0.0120504+3.57424e-15j -0.00692086-1.7853e-16j 0.0040984+5.25221e-16j 0.00752592+6.10769e-16j -0.00753573-4.30477e-16j -0.00808912-3.14016e-16j -0.00779306+1.24169e-16j 0.0080056+1.05881e-15j 0.0114821+6.78796e-16j 0.0125824+7.96767e-16j 0.0115539-1.77052e-16j -0.0140586-1.14818e-16j 0.00528664+4.61455e-16j -0.0190809-1.24689e-15j -0.00291101-5.73289e-16j 0.001453+3.22055e-16j -0.0136162-1.40671e-15j -0.00100619-1.11249e-15j -0.00825986+1.19539e-16j 0.00536654+6.51982e-16j 0.00521898+8.00283e-16j 0.0186581+5.41307e-16j 0.00483605+8.41127e-16j 0.0044935+5.61965e-16j -0.0104032-6.21765e-16j 0.0200637+1.52818e-15j 0.00536104+1.23872e-16j 0.0131262+7.52063e-16j 0.00535106+2.72939e-16j -0.00636957-4.55262e-16j 0.0192798+1.05612e-15j -0.00173245-5.86903e-17j 0.00230725+2.57035e-16j -0.0026561-8.4192e-16j 0.0213046+1.40212e-15j 0.00485803+7.65008e-16j 0.0163408+2.38945e-16j 0.0106338+1.46735e-15j 0.0183521+2.07733e-15j -0.00157674+4.78159e-16j 0.00875196+3.81512e-16j -0.0070408-6.93612e-16j 0.00226398-3.38725e-16j -0.00286738+2.08978e-16j -0.0166854-5.18224e-16j -0.0144456-6.32933e-16j -0.00136156+2.433e-16j -0.00813015-1.77705e-16j -0.011153-1.13868e-15j 0.00272972+1.89789e-16j 0.0072374-3.56631e-16j 0.00883862+7.14149e-16j 0.00086531+3.52155e-16j -0.01316-5.98453e-16j 0.00511093-4.70138e-16j -0.00708836+2.37759e-15j 
0.00042736+7.57004e-16j -0.020387-3.2498e-16j 0.00320024+9.46046e-17j 0.00696192+3.08031e-16j -0.00527625-4.25727e-16j 0.00102827-2.83796e-16j 0.010515-3.21402e-17j 0.0197233+6.90102e-16j 0.00559717+4.37155e-16j 0.00619134+5.82698e-16j -0.0154875+2.65644e-16j 0.0102109-5.06179e-16j 0.0038956+1.43034e-16j -0.0124222-7.93823e-16j -0.0131775-1.51924e-16j 0.00831776+7.26278e-17j -0.00398769-7.92656e-16j -0.0231105-6.56903e-16j 0.00931649-1.51072e-16j 0.0102135+3.85082e-16j 0.0113221+4.36008e-16j -0.00884987+6.51093e-16j 0.013223+3.4119e-16j 0.00505594+2.59901e-16j -0.00401984-5.51995e-16j 0.0149294+9.61486e-16j -0.00373798+1.14988e-16j 0.00412629+1.82713e-16j 0.00956016+4.29599e-18j -0.00413145-4.67494e-16j 0.00210806+8.7724e-16j -0.00226271-2.04345e-16j 0.00293033+1.79486e-16j -0.0141133-4.0013e-16j 0.0136561+9.18255e-16j 0.0106186+2.79466e-16j -0.00377763+6.70232e-16j 0.0145938+7.38923e-16j 0.0066161+9.68581e-16j 0.0117613+1.68873e-16j 0.00203523+5.23591e-16j -0.00865118-4.45177e-16j -0.00486424+4.68439e-17j 0.00564346-6.33389e-18j 0.010478-3.89831e-16j 0.00482985-4.39444e-16j 0.00330025-1.05018e-16j 0.00135904-3.73027e-16j -0.0168761-6.91882e-16j 0.0024397+1.54798e-16j -0.0148258+6.86292e-18j 0.0100088+4.87701e-16j 0.00305907-1.70566e-17j 0.00190507-3.45381e-16j 0.0037802-1.32071e-15j -0.0176677+6.77055e-15j 
-0.018511+5.35752e-15j 0.00402039+1.54516e-15j 0.0329565-2.60533e-16j 0.0121938-2.17219e-16j 0.000569217+3.34875e-17j -0.0071497+1.16085e-16j -0.0134473+6.16775e-17j -0.00435283-2.55672e-16j 0.00325233-4.89391e-16j -0.00430374-2.71761e-17j 0.00559064+1.70854e-16j 0.00619744-1.79493e-16j 0.0141594-1.5221e-16j -0.0139467+2.82375e-16j -0.00379043+3.15613e-16j -0.0172937+2.78627e-16j 0.0126689+3.6574e-16j 0.00106446-2.63137e-16j -0.00245403-2.12072e-16j -0.00285731-3.2072e-16j 0.00454962+1.53241e-17j 0.0155369+6.42102e-17j 0.00188016-4.54188e-17j 0.0100828+1.16054e-16j 0.0091357-3.37154e-16j 0.00409827-4.07462e-16j 0.0231895-3.97252e-16j 0.0287219-1.2557e-15j 0.011554-1.25159e-15j 0.0263072-5.16428e-16j 0.0117298-2.27849e-16j 0.0144333-4.84951e-16j -0.0115695-3.98499e-16j 0.0148144-2.58347e-16j 0.0102294-6.36499e-16j 0.0238406-5.39516e-16j 0.00565318+3.81054e-17j 0.00808643-1.2824e-16j 0.0212878+7.03876e-16j -0.00498254-2.46606e-17j -0.0140148+2.03833e-16j 0.00793376+9.62861e-18j 0.0039461-2.47487e-16j -0.00910011+3.90916e-16j -0.0181323+3.53018e-16j 0.00045997+8.77391e-17j 0.00690414-2.86703e-17j -0.00166511-9.06845e-17j -0.00850215+5.84915e-16j -0.00266138-1.03971e-16j 0.00484935-4.28891e-17j 0.00401676-3.85018e-16j 0.0098142-5.43848e-17j -0.0403621+3.83096e-16j 0.00485294+9.63543e-16j 0.0130218-4.39483e-15j 
0.00486877-1.19185e-14j 0.00538035-1.10417e-14j -0.000639682+1.99491e-15j -0.00491199+1.01074e-14j 9.79705e-05-2.10176e-16j 0.00488807-9.91468e-15j 0.000438393-1.23919e-15j -0.00183732+3.57262e-15j -0.0160939+3.21045e-14j -0.00245096+4.7953e-15j 0.0083999-1.65712e-14j -0.00761141+1.52805e-14j -0.00648567+1.32217e-14j 0.00396196-8.26662e-15j 0.00334719-6.6937e-15j 0.00838193-1.70577e-14j -0.00784516+1.54947e-14j -0.0108395+2.14967e-14j -0.00843919+1.6768e-14j -0.00826367+1.63057e-14j -0.00273099+5.43774e-15j -0.00659442+1.33426e-14j -0.00182525+3.76154e-15j 0.00768066-1.50767e-14j -0.013116+2.62124e-14j -0.0105685+2.11056e-14j -0.00777221+1.59653e-14j -0.0202811+4.13857e-14j -0.0109594+2.27753e-14j -0.00978695+2.01465e-14j -0.00598024+1.20116e-14j -0.0205275+4.10204e-14j -0.0133574+2.62497e-14j -0.00784735+1.60149e-14j -0.00964028+1.93927e-14j -0.0207929+4.16526e-14j 0.00643534-1.26318e-14j -0.0132471+2.63504e-14j 0.00203663-3.68635e-15j -0.000659495+1.2005e-15j 0.00710163-1.44301e-14j 0.00230466-4.40738e-15j -0.00846646+1.69182e-14j 0.00885088-1.79117e-14j 0.0112887-2.27742e-14j 0.00545412-1.07379e-14j -0.0061189+1.22797e-14j -0.00829201+1.63188e-14j 0.0159362-3.18393e-14j -0.00376929+7.46519e-15j 0.00178557-3.36777e-15j -0.00686568+1.37742e-14j -0.00274023+5.63794e-15j 0.00280717-6.54725e-15j -0.00346958+7.50843e-15j 0.00476923-1.14456e-14j 
0.0140199-2.68831e-15j -0.0233361-5.7117e-16j -0.0212004-1.65024e-16j -0.00794171+1.70099e-16j -0.00120526-1.1943e-16j 0.021487-3.1021e-16j 0.00588764-1.18659e-16j 0.0333268-4.61847e-16j 0.00970962-2.23352e-16j 0.00521278-9.52868e-17j 0.00501759+2.61312e-16j -0.021086+7.15426e-17j -0.0200016-3.60867e-16j 0.015836-2.28478e-16j -0.0358391+7.28493e-16j 0.0199632-3.55767e-16j 0.00491796-1.1304e-16j 0.0188493+6.25641e-16j -0.00951929-4.27029e-16j 0.00721064-8.72973e-18j 0.00026035-3.91731e-16j -0.00923661+3.34814e-17j -0.0198494+3.77532e-17j 0.00528242-3.9456e-16j -0.01684+1.97957e-16j 0.00900423-4.28101e-16j 0.00308532+1.36333e-16j -0.00551251+1.50382e-16j -0.0112685+3.49896e-16j -0.00888535-8.71144e-17j 0.0296629+1.06026e-15j 0.00506094-1.36535e-16j 0.0373626-5.00002e-16j -0.00982058+3.3803e-16j 0.0282135-5.72855e-19j 0.00795312-3.43236e-16j 0.00710807+2.9732e-16j 0.0030562-4.93023e-16j -0.0220675-9.74929e-16j -0.00966807-5.56119e-16j 0.0192528+1.83549e-16j -0.0107766+6.28258e-16j -0.00177065+6.09104e-16j -0.00873323-1.04505e-16j -0.00835006+1.20741e-16j -0.00978949-1.5847e-16j -0.0223528-2.37437e-16j -0.00685966-3.31354e-16j -0.026992+5.39949e-16j -0.0071437+2.90542e-16j 0.0113569+2.581e-16j 0.014028+8.21042e-17j 0.000336414-4.04335e-16j 0.0341788-4.1869e-16j -0.00308033-2.62335e-15j -0.030639+1.1796e-14j 
-0.0126753+3.10115e-15j 0.00345102+4.38382e-16j -0.00306219-4.65894e-16j 0.0119581+4.81253e-16j -0.00773684-4.56861e-16j -0.0101298-1.20455e-16j -0.0090513-3.71442e-16j -0.0253337-7.36953e-16j -0.00830873-3.14413e-16j -0.00255222-9.80985e-18j 0.0153187+1.03324e-15j 0.00421486-2.51185e-16j -0.0145359-1.17528e-15j -0.0134716-3.63298e-16j 0.00500231-5.41242e-16j 0.00181531+6.06182e-16j -0.0115276-1.16302e-15j 0.0190523+1.74257e-15j -0.017561-1.27961e-15j 0.00181116+2.3678e-16j -0.0170457-1.08536e-15j 0.0179422+7.48661e-16j -0.000384038-3.49192e-16j -0.0205946-8.67467e-16j 0.0170423+6.3395e-16j -0.0157227-8.17347e-16j 0.0186319+1.25938e-15j 0.00044669-3.52365e-16j 0.00630295-5.08448e-17j 0.00212278-1.11487e-17j 0.0223145+2.09244e-15j -0.0131451-4.88229e-16j -0.0301127-1.09802e-15j 0.0187296+7.98073e-16j 0.00505616+9.07433e-16j -0.0107356-4.48979e-16j 0.0291351+1.28428e-15j -0.00527397-6.58139e-16j -0.0202333-1.92406e-15j -0.0306099-2.38903e-15j 0.00697299+5.78131e-16j 0.0255831+1.35155e-15j 0.0339246+2.10595e-15j -0.00396303-3.72581e-16j 0.00279105-7.42902e-17j -0.00594459-5.05791e-16j -0.00869974-9.88506e-16j -0.0124291-9.88925e-16j 0.0229314+8.18958e-16j 0.0115258+5.71651e-16j 0.0112955+8.5747e-16j 0.00617869+6.42237e-16j -0.0133109-6.03067e-16j -0.0235658-6.11709e-16j 0.00589596+8.32733e-17j -0.000565085+3.16901e-17j 
0.00814835-1.26909e-15j -0.0172813-9.8938e-17j -0.0148291+1.93648e-18j 0.000602088-2.16068e-16j -0.00212166+4.14845e-18j 0.00603132-1.27106e-16j 0.00839576+2.93315e-17j 0.0144708+2.60842e-17j 0.000695875-1.55733e-17j -0.00106417-2.2601e-18j -0.0174889+3.1278e-16j 0.00409985-3.45642e-16j -0.00695366+2.67568e-17j -0.00224319+2.47262e-16j -0.0110822+4.19443e-16j 0.0295196-6.57104e-16j 0.00491457+1.55982e-16j 0.0114022+3.71015e-16j 0.00176495-2.05635e-16j -0.0155839+1.02712e-16j 0.00890587-5.1005e-17j -0.0138945+7.80883e-17j 0.00945591-1.40149e-16j -0.0058007+1.20505e-16j -0.0165805+1.10512e-16j -0.0124733+2.44385e-16j -0.0128171+1.38192e-16j -0.00243061-3.48698e-16j 0.00702061-3.66827e-16j -0.00515625-3.8243e-17j 0.0191522+1.63733e-16j -0.00904152+3.0347e-16j 0.011206+1.44984e-16j 0.00328674-4.19749e-17j 0.00486678-1.13705e-19j 0.0066984-6.68343e-17j 0.00644264-2.04161e-16j -0.012592-2.80122e-16j -0.0233973-7.05455e-16j 0.0114788-4.53888e-17j 0.0274971-4.87959e-16j 0.00878717-4.35321e-16j 0.0102649-1.30854e-17j -0.0182902+8.31393e-17j 0.0192135-2.50743e-16j 0.00924404-5.81066e-17j -5.5965e-05-1.19955e-16j -0.0105923+9.74806e-18j -0.00991777+1.45488e-17j 0.00777822-3.51457e-18j -0.00148469+3.2122e-17j 0.00661002-9.9646e-17j -0.00530067-1.93495e-17j 0.0167027+6.87205e-17j 0.000820384-1.92556e-15j -0.0215599+8.78704e-15j 
