0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
0.00104866-0.00200128j 4.9748e-05-0.00120895j 0.000470557+0.00131261j 0.000981652+0.00117621j -0.000570931-0.000585641j -1.363e-05+0.00758904j -7.6035e-05-0.000624466j 0.000448136-0.00154171j 0.00187015-0.00283047j 0.000531302+0.0071866j 0.0020217+0.0106902j -0.00146433-0.00203122j -0.00187319+0.00264469j 0.00134889-0.00284682j -0.000412006+0.00377993j 0.0032693+0.00421158j 0.00385776-0.012907j 0.00150868+0.00370571j -0.000325681-0.00260628j -0.0111788+0.0088268j -0.00288418-0.000634728j -0.00254687-0.00211501j 0.00089795-0.00562829j -0.0011642-0.00023659j -0.00036688-0.00255427j 0.00709924-0.00663789j 0.00790713-0.0112146j 0.00113371-0.0028226j -0.0033665+0.0124699j -0.00045934+0.00585525j 0.0039303-0.000243524j -0.00185274-0.00362785j -0.00267725-0.00203538j -0.000671339+0.00327726j -0.00834717+0.00937097j -0.000805946-0.00735637j 0.00342042-0.0029853j 0.0068912-0.0105121j -0.00218797+0.00182446j 0.00328381+0.00293526j 0.00187438-0.00273356j -0.00347828-0.0016201j 0.00282768-9.2432e-05j 0.00371563-0.000425306j 0.0060605-0.00707116j -0.00147122+0.00211515j 0.000103946-0.00249837j 0.000597227-0.00265564j -0.0043869+0.00309935j 0.000826159-0.00125352j 0.0056986-0.00273113j -0.000613898+0.000588378j -0.000609252-0.00097868j -0.000287568-0.000697927j 0.00478042-0.00295751j -0.0016996+0.00374899j -0.00165363+0.00357492j 0.00115791+0.00254914j 0.00383765-6.46397e-05j 0.00338503-0.00457473j -0.00119587+0.00150198j 7.81029e-05-0.000218415j -0.000249615+0.00161459j 0.000239561-0.00189668j 0.00248082-0.00341395j 0.000715538+0.0014207j -0.00115197+0.000672268j 0.000215744-9.05929e-05j -0.000603564-0.000767003j 0.00121861-0.000517321j 
0.000137137-0.00061776j 0.000192648+0.00351798j 0.000137053+0.00235578j 0.000333407-0.00830179j 0.00360351-0.00500384j 0.000455228+0.000662667j 0.00126957+8.35832e-05j 0.00160377+0.00262644j 0.000151264+0.00631767j -0.00270386-0.000300369j -0.00265367+0.00592641j 0.00247563+0.00217835j 0.00175056-0.00807187j 0.00101757-0.00113088j 0.000760602-0.00368288j 0.000556905-0.0101131j -0.00308951+0.0033217j -2.06397e-05+0.00224364j -0.00234275+0.0115813j -0.00062341+0.00961159j 0.000633377+0.00349629j 0.000845611-0.00460274j 0.00965988-0.0167653j 0.00695284-0.00652413j -0.000540801+0.0119088j 0.00294973-0.0024078j 0.0021722-0.000796095j -0.00143214+0.00148992j -0.000527061-0.00412927j 6.38903e-05-0.00253418j 0.00933303-0.00850533j -1.2075e-05-0.00653108j -0.00289342+0.00528749j -0.000832467+0.00628987j -0.00261952+0.00602902j -0.00156968-0.00172754j 0.0062852-0.0105578j 0.0029948-0.000612216j 0.00315199-0.00593422j 0.00172076-0.00282734j 0.00206791-0.00025763j -0.000813931+0.00438748j -0.00184281+0.00144488j 0.00174633-0.00422465j 0.00203834+0.00443462j 0.00235783-0.00336115j -0.00224277+0.00291907j -0.0011826+0.00187982j 0.00575523-0.00312363j 0.00189829-0.000869414j -0.0064439+0.00133156j -0.0012481-0.00109779j 0.00105046+0.000197539j -0.00258418+0.00243162j 0.00345114-0.00303928j -0.00213511+0.00238475j 0.00099324-0.000251788j -0.00369818+0.000352299j -0.00496384+0.00249274j 0.00348391-0.00219855j -0.000609438-0.00214657j 0.00491218-0.00399717j -0.000791067-0.000264493j 8.67719e-05+0.00314877j -0.000293438+0.00134387j -0.00399133-0.000206003j -0.00166332+0.000710765j -0.00311059+0.00122957j -0.00158266+0.0015262j -0.00108282+0.00136758j 
-0.0010991+0.000518165j -0.00102354+0.00140117j -5.65813e-05-0.00107547j 0.000577276+0.0012564j -0.00282519+0.000522042j 0.0022108-0.000347239j -0.0037455+0.00220794j -0.00170056-2.86427e-05j 4.40984e-05+0.0010701j 6.58285e-06-0.000125972j 0.00269908+0.000998268j -0.00429406+0.00250943j 0.00227625-0.00384806j -0.00254731-0.00466805j -0.00828198-0.0048818j -0.000500636-0.000356096j 0.0101673-0.000583589j -0.00450919-0.00289809j -0.00694647-0.00345406j 0.00270838+0.00777074j 0.003177-0.00160177j -0.00670907-0.00464931j 0.00629529-0.0019036j 0.00246005-0.00333476j -0.0129091-0.00278633j -0.00715506-0.00176569j 0.000523149+0.00279924j -1.56632e-05-0.00543641j 0.00746616+0.00673061j -0.00706529-0.00378482j 0.00970931-0.00732243j 0.0257448+0.00848893j 0.00244366-0.00642806j -0.00354906+0.00222195j -0.000141223+0.00200286j -0.00257411+0.000919021j 0.00873656+0.00245495j 0.00445648+0.00557442j 0.0126955+0.000645119j -0.00586254-0.00223061j -0.00754382-0.0012527j -0.00520633+0.000715738j -0.00868879-0.000304623j 0.000163557+0.00213815j -0.00633123-0.00659515j -0.00211889-0.00137301j -0.00138106+0.000736069j -0.00115275-0.00333504j -0.00309462+0.000680747j -0.00216502-0.0046658j 0.00434393+0.00533849j -0.00487076-0.00243967j 0.00093456+0.00117575j 0.00310102+0.00206115j -0.000514773+0.00127882j -0.00438236-0.00234941j 0.0025093+0.0020854j -0.00271456-0.000549731j 0.000287381+0.00159198j 0.000667606-0.00372683j -0.00200593-0.00226914j -3.45484e-05+0.000552322j -0.000119517-0.000156042j -0.00132997-0.00310971j -0.00286769-0.00242001j 0.00241347+0.00167934j 0.000100726-0.000486115j 0.00145287-0.000807539j -0.000531634-9.10002e-05j -0.00202376-0.00130828j 
0.000914885-0.000735928j -0.00086781+0.00127928j 0.00196542-0.000484942j -0.000670766-0.00110312j 0.00122337-0.000394854j 0.000536121-0.000672054j 0.00124184+0.00155353j -0.000253921+0.00177603j 0.00131798+0.00220292j -0.00397586-0.000452567j 0.00336812-0.00120565j 0.00195643+0.00442743j 0.003551-0.00253722j -0.00817163+0.00263402j -0.00295845-0.00230829j -0.00071766-0.00016139j -0.00914722-0.000549006j -0.000775079+5.44332e-05j 0.00325829-7.47259e-05j -0.0124029+0.00352167j -0.0048006+0.00212295j -0.00595596+1.28153e-05j 0.00354905-0.00439845j 0.00632776+0.00248849j 0.00142905+0.00598085j -0.00409506+0.00355106j -0.0123123-0.00209681j -0.0102232+0.000353497j 0.000980171-0.00668665j 0.0015034-0.00130523j 0.00372758+0.00218312j -0.00294298-0.00706413j 0.0115236+0.00413304j 0.00577752+0.00104029j 0.00194263+0.00220019j -0.00265905-0.00860542j 0.00198054-0.00400488j -0.0101409-0.00773544j 0.00564983-0.00360423j 0.00158778+0.00188367j -0.00122879+0.00274295j -0.00131302+0.00305954j 0.00810934+0.00744765j 0.00151786-0.000366726j -0.00410716+0.00190338j 0.00553995+0.00227295j -0.00653847-0.000556566j -0.00633217-0.00122265j 0.000173499-0.00083472j 0.00619637+0.00215974j -0.000347431+7.74004e-05j -0.00209094-0.000269467j -0.0048595-0.00164897j -0.0031547-0.000881268j 0.00497884+0.00528819j 0.000193664-0.00213367j 0.00337726+0.00104087j -0.00137036-0.000618786j 0.00104049+0.00182924j -0.00292671-0.002646j -0.00366157-0.00243598j 0.000107331-0.00243655j 0.00130698+0.00139549j -0.000477192+0.00112229j -0.00298346-0.000731376j 0.00160923-0.000745192j 0.000837767+0.00112265j 0.000521852+0.00130917j -0.00200321-0.000815172j 0.00022989+0.00139859j 
0.000185971+0.00125535j -0.000838537+0.00166468j 0.0028905-0.000873648j 0.000674869+0.000515003j -0.004514-0.00100043j -0.000444689-0.00288844j -0.000311623+0.00173424j 0.00137026+0.00179267j -0.00584784+0.0018551j 0.001784-0.00332005j -0.00358417+0.000802654j -0.00324595-0.00224033j -0.00932101-0.00918898j -0.00305711-0.00465011j 0.0121918-0.010443j 0.00817768-0.00133409j -0.0092468+9.01923e-05j 0.00385827-0.000326104j -0.00626843-0.0081741j -0.00177675+0.00691678j -0.00692877+0.000587354j 0.00342479-0.00593007j 0.0034538-0.00503825j 0.00406827+0.00778662j -0.00521917-0.000611827j 0.00462106+0.000297803j -0.00208909-0.00184132j 0.0101275-0.0087862j 0.0132641+0.0110467j 0.0120571+0.00218423j -0.00143294-0.00354731j -0.00453694+0.00550633j -0.00382187-0.00822015j -0.00849309-0.0020351j 0.00181469+0.000856557j -0.00397446+0.0042567j 0.00996228+0.00461896j -0.0034134-0.000969446j -0.00119804+0.000492533j 0.0114939-0.00276623j -0.00109622+0.000666211j -0.00419505-0.00560749j -0.00246226+0.00158467j 0.00217452+0.00126311j 0.00146522+0.00317763j 0.00455016-0.000305455j -0.00306064-0.00448359j -0.0014326+0.00463992j 0.00374022-0.0038004j 0.00581291+0.0035007j -0.00232332-9.48137e-05j 0.00412527+0.00194346j -0.000494598+0.00267889j -0.00149247-0.00192222j -0.00525879-0.00228256j 0.00460659+0.00276698j -0.00365623-0.00318502j 0.00360661+0.0068242j -0.00175999+0.00166315j 0.00376564+0.00141126j 0.0029891+0.00249253j 0.000176532+0.0029375j -1.20387e-05+0.00257467j 0.00108173-0.00222612j -0.00124531+0.00098246j 0.00211709+0.00208725j 0.00326195+0.00331032j 0.00147177+0.00156845j 1.1747e-05-0.000348299j -0.000631705+0.000267385j 
0.000116147-0.000217639j -0.000950197+0.000241752j 0.00306804+0.00298135j 0.000963288-0.00520207j -0.00286002-0.00739757j 3.02373e-05-0.000866572j -0.00224493-0.00549074j 0.00105161+0.000347525j -0.0045587+0.000739059j -0.00110777+0.00117421j -0.00407568+0.00547316j -0.00431303+0.00198056j -0.00232216+0.00678983j -0.000430751+0.0129451j 7.25081e-05+0.00238516j 0.00593494+0.00309922j 0.0035062+0.00476869j -0.00538988+0.01165j -0.0145502+0.00494727j -0.00535494-0.0122526j -0.00373177-0.00333044j -0.00301428+0.00608683j 0.00883645+0.00126737j 0.0115975-0.00625129j -0.00993899-0.00140806j -0.00162687+0.00104254j 0.00541189+0.00471962j -0.00341086+0.00735983j 0.00857657-0.00314487j 0.00034083+0.00353122j -0.000412949+0.00946078j 0.0153203-0.00543094j -0.00570385-0.00808397j -0.0114769-0.00106979j 0.000247707-0.00695477j 0.00073524+0.00101695j 0.0118613+0.00442754j 0.00616467+6.01429e-05j 0.00133217+0.00590558j 0.00148108+0.0059632j -0.000570294-0.00176047j -0.0100531-0.000396592j 0.0050455-0.00565037j 0.00998489-0.000214815j 0.00175807-0.00399575j 0.00361974-0.00244858j -0.00237062-0.00219681j -0.000938895-0.000246558j -0.00234504-0.000995047j 0.0068907-0.00170949j 0.00163222+0.00338175j -0.000512907-0.00190598j 0.00286893-0.0023945j -0.0017768+0.000861743j 0.00112255-0.00108298j 0.000900909-0.00105387j -0.00177901-0.0026688j 0.00136326+0.00278588j -0.00217732+0.00287369j 0.00395924+0.0021353j 0.000308494+0.000741318j 0.00298047-0.0002434j 0.000455262-6.89305e-05j 0.000817799-0.00297898j -0.000884044+0.000422771j -0.000376935+0.00421517j 0.00123419+0.00313486j -0.00125531+0.00354014j -0.000229747-0.00069508j -0.000391825-0.000448849j 
-0.00110597+0.000356916j -0.0017279+0.000757675j 0.000535794-0.000602622j 0.000388963+0.000206261j -6.46027e-05+0.000180232j -0.000579472-8.53508e-05j -0.00201865-0.00127017j -0.000215137-0.00119653j 0.00172812+0.00352884j -0.00679339-0.000930853j 0.00119843+0.00328185j -0.00987992+0.00328364j -0.000848515+0.00692699j -0.000155741-0.00182167j -0.00134317+0.00203104j -0.00528755+0.000118134j -0.0161924+7.35967e-05j -0.00513376+0.00174829j 0.00470445+0.001453j 0.0103415-0.00484554j 0.00688404+0.000470668j -0.00265554+0.00210665j -0.00844795+0.000326672j 0.0100922+0.000765049j 0.00486513+0.00902364j 0.000230609-0.00376852j -0.00790001-0.00708291j -0.00143835-0.00227907j 0.00458693-0.00866738j 0.00562202+0.00374608j 0.000312621+0.00333363j 0.00455351-0.0074888j 0.00797906+0.00968432j -0.00312531+0.00379923j 0.0106553+0.00447111j -0.0023547+0.00977369j -0.00616679-0.0107899j -0.00697376-0.0128561j 0.00464091+1.98243e-05j -0.0113243-0.0045474j 0.000434794+0.000250816j -0.00346987+0.00179592j -0.00341596-0.000629444j -0.00340906-0.00456685j 0.00425629+0.000513063j 0.00224737+0.001156j -0.00250022+0.00191311j 0.00555202-0.000704335j -0.00297823-0.000812933j 0.00219431+0.0034968j -0.00192069-0.00279031j 0.00452985+0.00336638j 0.00701162+0.00414951j -0.00134337-0.00392048j -0.00110549+0.00362869j -0.00372007-0.00307049j -0.000442548+0.00151483j 0.000738422-0.00128585j 0.000297518+0.00112159j 0.00329209+0.00078311j -0.00228158-0.0046559j 0.00195502+8.40515e-05j -8.87679e-05-0.000968055j 9.452e-05-9.37e-05j -0.000723209-0.000907401j 0.00132009+0.000949108j 0.00124333+4.57872e-05j 0.00154116+0.0010142j -0.00012233-0.000643117j -0.0018518-0.00189344j 
-0.00214065+0.00190467j 0.00195577+0.0019944j 0.00143109-0.000103517j -0.00432179+0.00212032j 0.00312211+0.00577327j -0.000307091+0.00342967j 0.0068582+0.00530737j 0.000686295-0.00646815j -0.00335667-0.00214656j -0.00675329-0.00706798j -0.00844268-0.00197414j -0.00171278+0.000732671j 0.0119873+0.000676836j -0.00214749-0.00528261j -0.000425457+0.00865663j 0.00230833-0.00113051j 0.00678273+0.00493154j -0.00545908-0.00968607j 0.00505113+0.00225576j -0.00930567+0.00223363j -0.00424635+0.00390777j 0.00246772-0.00308348j 0.0134532+0.00362222j 0.0115312-0.00373718j -0.00494211+0.001266j 0.00468822+0.000908313j -0.000367003+0.00394737j 0.00598429+0.00428463j -0.00592422-0.0100891j -0.00258072-0.010664j 0.00355366+0.00167155j 0.00213504+0.00999777j 0.00363802+0.00982204j -0.0069644-0.000407362j -0.010153-0.00132498j 0.00272864-0.00273479j 0.00558153+0.00296631j -0.00068666+0.0097964j 0.00662821-0.00102926j 0.000401265+0.00609296j 0.000760884-0.00244437j -0.000839503-0.00356353j -0.000445574+0.00160179j 0.000706575-0.00017173j 0.00315184+0.000768042j 0.000769686-0.00113816j -0.00112407+0.00216033j -0.00122274-0.000198129j 0.00084646+7.27615e-05j 0.00267112+0.0050022j 0.00191105-0.00181026j -0.000476204+0.00234692j 0.000933981-0.000392692j -0.000354301-0.000955057j 0.00195527+0.00716164j -0.00335517-0.000690409j -0.00424568-0.00164178j 5.21261e-06-0.00872968j -0.000632426-0.00373841j 0.00128177+0.000987901j -0.00210473-0.00595159j -0.000453515+0.000440879j -0.000316062+0.000960054j 0.00215735+0.00648591j 0.00325123+0.000831811j 0.00125409-0.00338257j 0.00309169+0.00371981j 0.00223991+0.00190506j 0.000447389+0.00303327j -0.000820622+0.00260412j 
-0.00210073-0.00588374j -0.000149834+0.00129872j -0.000740863-0.00240317j 0.000545384-0.00625588j 0.00764386+0.00297419j -0.00109565+0.00156538j -0.000301148-0.00192878j -0.000127622+0.0074224j -0.00178009+0.00948908j 0.000465079-0.00336005j -0.00582254-0.00795451j -0.00315699-0.00194879j 0.00396055+0.00920628j 0.00045881-0.00282376j 0.0033151-0.0160676j 0.00143422+0.00336908j 0.00087426+0.000511824j -0.0113409-0.000364859j -0.00420721-0.00384088j -0.00215046-0.000820435j 0.00100854-0.000268776j -0.00321381+0.0038249j 0.0133657+0.0089329j 0.0013513+0.0167335j -0.00458615-0.00791308j -0.000817171+0.00216742j 0.00324798-0.00309122j 0.000452401-0.0042941j -0.00109001-0.000604958j -0.00523679-0.00229557j 0.000219703+0.00737256j 0.00573223+0.00308599j -0.00109212+0.00327638j -0.00226079-0.00311366j -0.00294701-0.00274934j 0.0018133+0.00117864j 0.00826734+0.000952226j 0.006528+0.00534517j 0.00112817-2.45777e-05j 1.0935e-05-0.000127661j -0.00167775-0.000962564j -0.00462022-0.00169189j -0.00319992-0.000221326j 0.00210543-0.000747921j -0.00267918+0.00177278j 0.000612982-0.000231215j -0.00201444+0.00146711j 0.000385414-0.00114288j 0.00194012+0.00101211j 0.000589506+0.00450136j -0.00140533+0.000401059j 0.00140969-0.00477087j -0.000705182+0.00512269j -0.00131877+0.00126584j 0.00234992+0.00268748j 0.00196003-0.00432009j 0.00115772-0.00165184j 0.000679353-0.00413502j -0.00245339-0.00471441j 0.000157478+0.00220917j 0.00168137-0.00310048j 0.00455183-0.00226539j -0.000747896-0.000645456j -0.00340644+0.00644171j -0.00109816+0.00212275j -0.00129661-0.00257515j -0.00136615+0.000409502j -0.00194888-4.29116e-05j -0.00205068+0.00309835j 0.00095917-0.00277263j 
0.000882341-0.00299358j 9.95782e-05-0.000532979j 0.000356645-0.00278263j -0.000696309-0.00153364j 0.0016875-0.000428087j -0.00481867+0.000805918j -0.00304133-0.0013614j 0.00040528+0.00839118j 0.000738322+0.000248836j -0.00423069+0.00465523j -0.000346675+0.00149349j 0.0014667+0.00720748j 0.000338228-0.00215721j 0.00422257+0.0025948j 0.00823229-0.0063775j -0.00357371+0.00291836j 0.00134976+0.00334287j -0.00326665+0.00184771j 0.0053765-0.00723727j -0.00542853-0.00623376j 0.00378908-0.00135872j 0.000237714-5.06308e-05j 0.000671579+0.00061749j -0.00516685-0.00420152j 0.0119487-0.00783405j 0.00107899+0.00225329j 0.00155946+0.00572459j 0.00563331-0.00141521j -0.014959+0.00187837j -0.000131373-0.000321603j 0.00340062+0.00375915j -0.00536529+0.000955262j 0.0130199-0.00877992j 0.000279349+0.00222707j 0.000620756-0.0067657j 0.000563696+0.00067122j -0.00607737+0.00487404j -0.00404336+0.00119883j -0.000433556-0.000506718j -0.00251215+0.00265774j 0.000680645+0.000471825j 0.000570844+0.000195595j -0.00223012+0.000567764j -0.0029077+0.00223964j 0.00305559+0.000155877j 0.00118631-0.00195181j 0.00016561+0.0024649j 0.00292006-0.00154068j -0.00229025-0.000781798j 0.00345458-0.00156737j -0.00209924+0.00405545j 0.00471351-0.0027936j -0.000269376+0.000286703j -0.00297508+0.00163683j 0.00573358-0.000440154j -0.0014845-0.00108151j 0.00102316-0.00186994j -0.00163965-0.000251492j 0.000384573+0.00106747j 0.00300548+0.000708553j -0.00401241+0.000932551j 0.000770135-0.0019282j -0.00239014+0.000123184j -0.000243468+0.00134779j 0.000315654+0.00170483j -0.00026884-2.62878e-05j -0.000491477-0.00158989j 0.000970796+0.000325316j -0.00107608-0.000332814j 0.00112258-0.000716256j 
-0.000348445+0.00159148j -0.000527699+0.0051418j -0.00112638+0.0031105j 0.00187289+0.00101923j -0.002543-0.00439463j 0.00153439-0.00178345j 5.51858e-05+0.00105002j -0.00397888-0.0108456j 0.00450124+0.0107111j 0.00269926+0.00555411j -0.00197988-0.00628108j 0.00229549-0.00955521j 0.00486997+0.00379262j 0.00382791-0.00762639j -0.00447936-0.0029779j -0.000214644+0.00857258j -0.00566778+0.0174844j 0.00350365+0.00839307j 0.00147649-0.00733428j -0.00863599+0.00554263j 0.00200081-0.0070568j 0.00419724+0.00295003j -0.00386773+0.013256j 0.00213112+0.0092195j -0.00504682-0.00149816j -0.00110531-0.0040328j -0.00362739+0.000770983j -0.000898403+0.00368906j -0.00175924+0.00660456j 0.00276408+0.00110712j 0.00630844+0.000541349j -0.00502624+0.00138506j -0.00121231+0.000719096j 0.00645886-0.00806726j 7.6244e-05+0.000102612j 0.00543663+0.00316922j -0.00106092+0.000567833j -0.00900164+0.00640381j 0.00113066-0.00179011j -0.000438198+0.00327982j 0.00217634-0.00144783j 0.00374821-0.000969472j 0.00225684-0.00519987j -0.00110042+0.00138126j 0.000938002-0.00329794j 0.000516396-0.000781779j 0.0027174-0.000972039j -0.00282836-9.8307e-05j 0.00241075+0.000648646j 0.000950882-0.0019954j -0.00221103-0.00061545j -0.00245687-0.00148713j 0.00236494-0.00334295j -0.00023213-0.000650734j -0.00182735+0.0002581j -0.00350495+0.00244609j -0.00121414+0.00333801j -0.00296859+0.00222139j -0.00183998+0.00107961j 0.00131844-0.000471181j -0.000119738+0.00153122j -0.000454246-0.000730988j 0.00135009-0.00226323j 0.00200427-0.00204616j -0.00103954+0.00010299j -0.00069383+2.29182e-05j -0.00172979-0.000311285j 0.000436227-0.00167838j -0.00112874+0.000625941j -0.00248945+0.000426459j 
0.00293401+0.00172758j -0.000600269+0.000451342j -0.00140334-0.000869281j 0.000394339+0.00338833j -0.00233858-0.000502735j -0.00959055-0.00392406j -0.00285183+0.000629337j -0.000878068-3.8557e-05j 0.00248512+0.00899158j -0.00741199+0.00156586j -0.00940858+0.000658176j 0.00286641-0.00147739j -0.00113614-0.00277847j 0.00874624+0.00217341j -0.00255751-0.00167994j -0.00348894+0.000965139j 0.0038689-0.00371604j 0.00183108+0.0057182j 0.00558328+0.000765785j -0.0173441-0.00584941j 0.000393724-0.00148194j 0.00623503-0.00087227j 0.00115235-0.00488144j -0.00399328+0.00335667j -0.000355851+0.00889313j 0.00528902+0.00543567j 0.0093343+0.000647185j 0.00428083-0.00080253j -0.0120779-0.00402829j -0.000865814+0.00783061j 0.00504707+0.00612145j -0.000347746-0.0139608j 0.000410701+0.00320621j 0.000321108+0.0028828j -0.0112269-0.00413882j 0.00335215-0.001555j 0.00512614-0.00867963j 0.00618684-0.00541565j 0.00200034-0.00263578j 0.00198836-0.00179899j 0.0031601+0.00660598j 0.00232457+0.000989558j -0.000580947-0.000110774j 0.00109773+0.00161097j 0.0026259+0.00504161j -0.00127152+0.00145659j 0.000296792-0.000121456j 0.000608888+0.0022531j -0.00214547-0.00490175j 0.00107926-0.000748342j 0.00239667+0.00280997j -0.00153275+0.00218572j -0.00254849+0.000134389j 0.0018111-0.00351842j 0.00265694+0.00572225j -0.00481044-0.00394925j -0.0040021-0.000496379j -0.00318555+0.00179385j -0.000287616+0.00499283j 0.00435602+0.00552669j -0.00142962+0.000347213j 9.78029e-05+0.000472942j -0.000765469-0.00191602j 0.000602442-0.00234284j 0.00165862+0.00318763j 0.000192149+0.000264469j 0.000177113-0.00369854j 0.00195054-0.000862474j 0.000246058-0.00264056j -0.000233467+0.000695655j 
-0.00155962-0.000349448j -0.00358072-0.000932128j 0.00125066-0.000643105j 0.00123087+0.000786278j -0.00128423-0.000451512j 0.00481444+0.00066279j -0.00676704-0.00182057j -0.00408662+0.00224052j -0.003441-0.00320896j 0.00530571-0.00269547j 0.0037939+0.00151015j -0.0027402+0.00228433j 0.0169261-0.0023283j 0.0100971-0.00323252j 0.0148685+0.00609181j 0.00838659-0.000350027j -0.00198865-0.00961786j 0.00696434+0.00168107j 0.00368648+0.000742605j -0.0106542+0.00352251j -0.00248977+0.000283953j 0.010522+0.000713405j 0.0116082+0.0027469j -0.00262511-0.00108911j -0.00520884-0.0011862j -0.00128389-0.000754736j -0.00209188-0.00787418j 0.011411+0.00668633j -0.00406024+0.00576462j 0.00445909+0.0043157j 0.0136216+0.00450518j -0.00585706-0.00318393j 0.00262841+0.00357385j -0.00391126+0.00191633j -0.00187737+0.00473804j -0.0046862-0.0033966j -0.000246871+0.00347117j -0.00256175-0.00642949j 0.00507653+0.00356053j 0.0060312+0.00432039j -0.00325321-0.00384112j 0.000264706+0.00268956j -0.00853154-0.00830039j -0.00195133-0.00546439j -0.00650623-0.00377711j 0.000289216+0.00133409j 0.000182306-0.000947636j -0.00195173-0.00329042j 0.00373861+0.00703856j -0.00278716+0.00187742j -0.00186217-0.00488127j 0.000579024+0.00112188j -0.00281346-0.000273431j -0.000161365-0.00107668j 1.58354e-05-0.00351711j -0.00111137+0.000837613j 0.0022026+0.00163059j -0.00200739-0.00114163j -0.00122542-0.00347235j 0.00125196+0.000541399j 0.00123225+0.000369305j -0.000711628+0.000625737j -0.00165584-0.00139241j -0.0013259-0.000771693j -0.00181472-0.00336174j 0.000372244+0.000666652j -0.000627737+0.00029449j 0.000442812+0.000240002j -0.000189633-0.00126261j -0.00111726-0.00306378j 
0.000693406+0.00212242j -0.00408009-0.00226408j -0.00439204-0.000754724j 0.00446886+0.00432691j -0.00472219+0.00244258j -0.00555496-0.00321886j -0.00832176+0.00238188j 0.00185394+0.00328949j 0.00464028-0.0064142j 0.00505792-0.00466566j -0.00264872-0.002475j -0.000271261+0.00297137j 0.00304968+0.00197456j 0.0041911+0.0037545j -0.0080942+0.00538035j 0.00524333+0.000618947j 0.00256355+0.000527991j 0.0119115-0.00340048j -0.00678645+0.0009646j -0.0074921-0.0129287j -0.0036614-0.00379866j 0.00980985-0.000822664j 0.0042998+0.00890941j 0.00496727+0.00440131j -0.00439901-0.000663702j -0.000653229+0.00519673j -0.00349732+0.00341677j -0.00503234+0.00342199j 0.00396443-0.00495429j 0.00801298+0.000608847j 0.00650462+0.0063605j -0.00502009-0.0034774j -0.00432644-0.00128826j -0.00251593-0.00168513j -0.00231101-0.0110574j 0.00410381-0.00158957j -0.00308989+0.00529702j -0.00324698-3.1216e-05j -0.000684362+0.00422889j -0.00312658+0.000856666j 0.000919054+0.0030807j 0.00274875-0.000223318j -0.00303285-0.00218087j -0.00129747+0.00367145j -0.00240738+0.0019307j -0.000247436+0.00220178j -0.00127187-0.000167093j 0.00118699-0.00286932j -0.0018363+0.00133868j -0.00404552+0.000635969j 0.000654544+0.00213227j -0.00197573-0.00192644j -0.0012267+0.000471202j 0.00160105-0.00199852j -0.00232894+0.0035131j -0.00279983-0.00329188j 0.00244241-0.000831753j 0.00311333+0.00209139j 0.00280493+0.000563509j 9.16995e-05+0.00472618j 0.00486538+0.00148896j -0.00155203+0.00320721j -0.000230651-0.00229512j -0.00379784-0.00462822j -0.000579855+0.000600041j 0.00167624-0.000139697j -0.00271807-0.00437629j -0.000514265-0.00297337j -0.000342624-0.00461481j -0.0022307-0.00243415j 
