0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
-0.000313718+0.00352107j -0.00137079-0.0030358j -0.00765856-0.00131136j 0.00959381+0.00749345j 0.0134673+0.00100439j 0.00254505+0.00187118j 0.0042856-0.00648278j -0.00435175+0.0027393j 0.00072961-0.00409528j -0.00236382-0.00261932j -0.00872159-0.000563631j -0.00082627+0.000196901j 0.00536221-0.00345136j -0.00993564+0.0025023j -0.000623774+0.000982886j 0.00647901+0.00348591j -0.00525726-0.00663521j -0.0098605+0.00225544j -0.0115037-0.0140634j 0.00576999-0.00134765j 0.000316199-0.000300872j 0.00289158+0.00130658j 0.00911801+0.00425133j 0.00993868+0.00787877j -0.00755457-0.00182424j 0.00264216-0.00168594j -0.00467142+0.000706786j -0.0046664-0.0059899j 0.000440344+0.00642323j -0.00397161+0.00484488j 0.000348272+0.00433133j 0.00696831-5.79208e-05j 0.0052449-0.00654457j -0.00245914-0.000931378j 0.000871088+0.00449288j -0.00147591-0.00120613j -0.000198464+0.00251465j 0.00427331-0.000116857j -0.00401524-0.00339594j -0.000178059+0.00259102j 0.00171742+0.00409404j -0.00188724-0.00179488j 0.00180345+0.00157889j 0.000876002+0.00667205j -0.000192074+0.00159651j 0.00244784+0.00375638j 0.00123988-0.000344257j 0.000379279-0.00193233j 0.0029513+0.00326768j 0.00248716+0.00511223j -0.00395003-0.00561531j 0.00262271-0.00144639j 0.00239368+0.00235516j -0.00128594-0.00408377j 0.00561351+0.00146738j -0.00222451-0.00102993j 0.00117419+0.0017472j -0.00610783-0.00249781j -0.00567101-0.0056889j -0.000882796+0.00521003j -0.00160088+0.00203462j -5.09271e-05+0.00594551j 0.000449276-0.000638728j 0.0042674-1.9017e-05j 0.000674032-0.00302911j -0.00569283-0.00579176j -0.00196567-0.00467688j -0.00117522-0.00755457j 0.00318237-0.00241717j -0.000961009-0.00207198j 
0.00184117-0.00114045j -0.00191056+0.0012101j 0.00142179-0.000405362j 0.00313579+0.00466058j -0.000539878-0.00188436j 0.00380483-0.00317641j 0.00379765-0.00180481j -0.0054577-0.00454399j -0.0157613+0.00763082j 0.00107278-0.00052184j 0.00559041-0.00462605j 0.00334681+0.00384172j -0.00354004+0.00372632j 0.00382587+0.00483335j 0.016966+0.00423858j -0.00516033+0.000826811j -0.00692227-0.00443941j -0.00848448-0.00241622j 0.00959466-0.00296042j -0.00198927-0.0112058j 0.00499343-0.000315415j -0.00231475+0.00290957j -0.00677209+0.0100414j -0.0174925+0.0020323j 0.00116704-0.00438857j -0.000883728-4.68532e-06j 0.0016278+0.000141861j 0.00483563+0.00329898j -0.00338554-0.00327449j -0.00349025+0.00108465j -0.00763242+0.00727177j 0.00403323+6.71373e-05j -8.07848e-05+0.00310386j 0.00377958-0.000811824j 0.0037305-0.00174759j -0.00146686+0.00402715j 0.00306487+0.00655395j -0.00249956+0.000549128j 0.00357038-1.40216e-05j 0.000521837+0.0034798j -0.0025201-0.000133365j 0.000425063-0.00102248j 0.00271692-0.00254875j -0.000414752+0.000562784j -0.000851985-0.00129813j 0.000208987+0.00122145j -0.000148163-0.00139525j -0.00161891-0.000467278j 0.00278493+0.00216227j -0.00113072+0.00196566j -0.00129664-0.00325258j 0.00401143+0.00211103j -0.00172841-0.00187788j 0.000435716-0.00190137j -0.00353653+0.00269843j 0.00320605-0.000883181j -0.00149789+0.00136029j -0.00165639-0.00166308j -0.00106167-0.00353205j -0.0030031+0.00190078j -0.000719492+0.00104743j 0.00138901+0.0031738j 0.00233479-0.00130855j -0.000499824-0.0010574j -0.00291111-0.00182073j 0.00143896-0.00175137j 0.00145367+0.000628746j 0.00186947-0.000274698j -0.000683489-0.000874027j 0.00136527-0.000115976j 
0.000592981-0.00146201j 5.00077e-06-0.0100694j 0.00668401+0.0058768j 0.000976276-0.00189779j 0.00413435+0.00863312j -0.00281664-0.00455462j 0.0023929+0.00172165j -0.0103852-0.00413035j 0.00226216-0.00920315j -0.00502767+0.0198303j -0.00140374-0.0105508j -0.0137305-0.00990036j 0.00988635-0.00542381j -0.0044538-0.00458478j 0.00190518+0.00779667j 0.000707862+0.00662543j 0.00533146+0.00805985j 0.00201357+0.00146764j -0.00476823+0.0001126j 0.00603377-0.000612129j -0.00582842+0.000168134j -0.000487438+0.00460926j 0.00486907+0.00535335j 0.000803103-0.00340167j 0.00428934+0.00124413j -0.00278981+0.000184135j 0.000997851-0.000234566j 0.00325439-0.00045333j -0.000169436-0.00192984j -0.000869995+0.00117974j -0.00373252+0.00336268j 0.00251145-0.00134272j 0.00673965+0.000960051j -0.00521249-0.00422647j 0.00348033-1.07952e-05j 0.00297816-0.0034724j -0.00296421-0.000814125j 0.00390092+0.000982779j -0.00130099+0.000501293j 5.5655e-05+0.00154741j -0.00249932-0.000725033j -0.00244131-0.00157332j -0.000754705-0.00340897j -0.000335067+0.00118634j -0.00113247-0.003518j -0.000416879+0.00199097j -0.000331116-0.00546455j 0.00220801+0.000389653j -0.00178256+0.00269456j -0.000533439+0.000465096j -0.000240593-0.00206812j 0.00189499+0.00307464j -0.00194857-0.00140315j -0.000160833-0.000721634j 0.00218789+0.00038163j 0.00291193+0.000973647j 0.00185538+0.00250473j 0.000872509-0.000582475j 0.00299387-0.00409514j -0.00258864+0.00205394j -0.000354976-0.000792333j -0.000621858-0.000104796j -0.000697152-0.000922564j -0.0022225+0.000637491j 0.00130541-0.00284927j -0.000129699+0.00138699j 0.000811242-0.00010558j -0.00168519+0.00260531j 0.00239732-0.00229228j 0.00310218+5.97411e-05j 
-0.000755195-0.0100129j -0.000256246+0.00145283j -0.00159616+0.00410336j 0.009242+0.00577598j -0.000728143-0.00899139j -0.00658727-0.00138803j 0.00351013+0.0126494j -0.00415802-1.94958e-05j -0.00479144+0.0109957j 0.00364643+0.016982j -0.00974461+0.00559118j -0.011934+0.0152285j -0.00482275-0.0107597j -0.00156497-0.00203406j -0.00360781+0.00719742j 0.000740909-0.00592928j -0.00199021-0.000272042j -0.000614522-0.00575844j -0.00579612-0.000570441j -0.00192793+0.00373326j 0.00478184-0.00161056j -0.00233302-0.00581194j 0.00202247-0.000536011j -0.00103043+0.00422898j 0.000111735+0.00320283j 0.00274194-0.0014202j 0.000110666+0.000956804j 0.000926614-0.00539677j -0.000351968+0.00380606j 0.000111424-0.000987692j 0.00117133-0.000798508j -0.00111453+0.00364344j 0.000579479+0.000625571j -2.74347e-05-0.00219035j -0.0024816+0.00311155j 0.000683046+0.00021967j 0.00150647-0.000611752j -0.000158429+0.00202111j 2.90822e-05-0.00441499j -0.000609225-0.00305319j 0.00213725+0.00123745j 7.88246e-05-0.00444472j -0.0013638+0.00215303j 0.000693902+0.0044616j 0.00115601+0.000550926j 0.000222681+0.00144129j -0.00135157+4.73186e-05j -0.000139496+0.00142527j -0.000460715-0.00163632j 0.00296016-0.00185651j -0.000226643+0.00160185j 0.00139807+0.000699806j -0.000176162+0.00223727j -0.00181419-0.00183665j 0.00248286+0.00256599j -0.00152617+0.00153011j -0.000347112+0.00299733j -0.000695058+0.00344286j 0.000772578-0.00278392j 0.00305301-7.45062e-05j -0.000342246+0.000816115j 0.00167334+0.00221898j 0.000513084-0.00284722j -0.00259245+0.00154722j 5.60705e-05-0.000468861j 0.00123898-0.00413582j -0.00409294+0.0013413j -0.00118351-0.00123497j -0.00293033-0.000381283j 0.00129502-0.00313659j 
0.00155767+0.00112846j 0.00222238+0.00206754j 0.00307654-0.00121176j 0.000363838-0.000353037j -0.00406624-0.00613014j 0.00189712-0.00889039j -0.00381541-0.00340759j -0.0100316+0.00562624j -0.000917118+0.00460555j 0.00255806-0.00334535j -0.0035167+0.00115769j -0.00601095+0.0070181j 0.00424442-0.0104886j -0.0031065+0.00380529j 0.00757634-0.00199944j 0.00633851-0.0054984j 0.00676371+0.00282699j 0.00681343+0.00456863j 0.000338425+0.00181123j 0.00293292-0.0051373j -3.98302e-05-0.00150179j 0.00571864-0.00147772j 0.00821709-0.00326267j -0.00110315-0.0066283j -3.37945e-05+0.00738076j -0.00544525+0.00272619j -0.00246067+0.00533917j 0.00802212+0.00118016j 0.00227645-0.00395989j 0.00188771+0.00175833j 0.00113121-0.000401896j 0.000387229-0.00503636j 0.00253726+0.00066298j -0.00380503+0.000894729j 0.00532783-0.00464078j 0.00158017+0.00117522j 0.00227083+0.000160632j 0.00170367+0.00172676j 0.0001146-0.00165392j 0.0059683-0.00117128j -0.00468421+0.00159805j 0.00017606+0.00200459j -0.00575737-0.00229838j -0.00260728-0.000840379j -0.00519271+0.00167185j 0.000147401-0.00117812j -0.00145967-0.00187155j -0.0017519+0.0027932j 0.00613611-0.00400548j 0.0016783-0.00126549j -0.00666022+0.00262949j 0.000543598+0.000982933j -0.00328087-0.00383998j -0.000604891+0.000221321j -0.00160536+0.00144119j 0.00357116-0.000400349j 0.00272502-5.09482e-05j -0.00306935+0.00342679j -0.00387364+0.00394838j -0.000619967+0.00161616j -0.000819333+0.00120409j 0.0003898-0.000152549j -0.000706604-0.00194688j 0.000764674-0.00387309j -0.00459549+0.00128974j -4.16066e-05+0.002303j 0.00282207+0.000541158j 0.000395787+0.00101419j 0.00114806-0.000231854j -0.000394951+0.000987759j 
0.000681894+0.00291081j -0.00551541-0.00554842j -0.00178782+0.00231947j 0.00235636-0.000168557j 0.00123556+0.0100473j -0.00412383-0.00499998j -0.00489955+0.00676923j 0.0083086-0.00236444j -0.00677032-0.00433576j -0.0131459+0.00213663j 0.00566188-0.0116699j 0.00863222-0.00913499j 0.000817652-0.00863853j 0.00677351-0.00687679j 0.00465783-0.0096104j -0.006901-0.00187669j -0.0119225+0.00151549j -0.000146032-0.00674308j 0.000766759-0.000778245j -0.00881317-0.000338181j -0.00108943+0.00335539j 0.000367319-0.00589861j -0.00257197-0.00607071j -0.00628183+0.00328531j -0.00135752-2.42758e-05j 0.00363566+0.00341082j -0.000111584+0.00131715j 0.00397961-0.0068777j -0.00154491-0.000275523j 0.00238574-0.00233801j 0.00498253-0.00295189j -0.00220703+0.00156019j -0.000238888-0.00326591j 0.00302166+0.00387517j -0.00263759-0.00352927j -0.00151136+0.00284531j 0.00477913+0.00108466j -0.00434661-0.000639173j 0.00205151-0.000413069j 0.000764115-0.00356501j -0.000996368+0.00397848j 0.00254387-0.000600193j -0.00200882+0.00554469j -0.00278389+0.00341579j 2.96921e-05+0.004339j -0.000210013+0.00103464j 0.00088352-0.000284158j -0.00115523-0.00118371j 0.000725463-0.000388301j -6.72125e-06+0.0028625j 0.000416769+0.00190664j -0.000860323-0.0016297j -0.00185075+0.00372411j 0.00114126-0.000619348j -0.00114798+0.00106891j -0.00201563-0.00252505j -0.000425853-0.00284049j 0.000192649-0.00056559j 0.00089498-0.000508861j 0.000361587+0.00340959j 0.0026642-0.00189928j 0.000972056+0.00117404j -8.75397e-05+0.00117467j -0.00250281+0.000183193j 0.000231934-0.000431723j 0.000698344+0.000371496j -0.000475126-0.00357318j -0.000124085-8.33335e-06j -0.000281876-0.00475673j -0.00174105-0.000524915j 
0.00776989+0.00579786j 0.00147341+0.00315602j 0.00210363-0.00206939j 0.00722062+0.00102407j -0.00359687+0.0120175j -0.00687617+0.00171259j 0.00644169-0.00491596j -0.013667+0.00321657j 0.0083417-0.0034819j 0.00457213-0.00980106j -0.00255225+0.00379008j 0.000931433-0.00492183j -0.0099581+0.000367665j -0.00662889-0.00251779j 0.00955786+0.00300103j -0.000489191+0.00293187j 0.0107674-0.0015051j 0.00141125-0.00926103j 0.00226356-0.00936484j 0.000858371+0.00792898j -0.00373829+0.000582424j -0.00103101-0.00856278j 0.00120258+0.00483242j 0.000780854+2.27865e-05j 0.00733978+0.00594986j -0.000265019-0.00012325j 0.00323254+0.00383407j 0.000824834-0.0035862j -0.00122942-0.000599671j 0.000284846-0.00297876j -0.000962096-0.00505437j 0.000684907+0.0031053j 0.00528185+0.00165836j -0.00345593-0.00132776j -0.000568103+0.00215844j 0.00135842-0.00518483j -0.00167851-0.000139302j 0.00361564+0.00524968j -0.00152251-0.00297469j -0.00107319-0.00279956j 0.00164273+0.000604973j -0.0011243-0.00548591j -0.00146602+0.000981531j 0.00219809+0.00426269j 0.000436782+0.000590242j 0.00155091+0.00224245j -0.00283163-0.00285922j 0.00209357+0.00245345j -0.00253534-0.0014076j -0.00241441+0.00193231j 0.00100097-0.000907109j 0.00396923+0.0038648j -0.00401383-0.000891259j -0.00247973-0.00382315j 0.00281747+0.00697284j 0.000674651+0.00329889j 0.00247544+0.00374721j 0.0030941+0.00147085j 0.00173053+0.00134166j 0.0013159+4.73515e-05j 0.00143712-0.000282328j 0.00295245+0.00456805j -0.0016816-0.00120751j -0.00330741-0.00504085j 0.000590278+0.000605202j 0.000934792-0.00222308j 0.000167112-0.00324216j 0.000636277-0.00468371j -0.00188637-0.0019515j 0.000372458+0.00519039j 
0.00498186+0.0028061j -0.006179-0.00111524j -0.00208811+0.00699479j 0.0142677-0.00310895j 0.00421819-0.0015065j 0.00179604+0.000393022j 0.000929152-0.00311785j 8.87107e-05-0.00140691j -0.0113129-0.00618707j -0.00390108-0.000268168j 0.00481636+0.00581731j 0.00622818+0.000598546j -0.00650669-0.00328111j 0.00190129+0.00833372j 0.0134858+0.00921239j -0.00157416-0.0060041j -0.00976693-0.00259365j -0.00612562-0.00248492j -0.00591385+0.00735812j -0.00110529-0.0048352j 0.000115804+0.00378831j -0.00234011-0.00525435j -0.00152648-0.00499034j -0.000856748-0.0107029j 0.000441974+0.00467882j 0.000776861-0.00276395j 1.09278e-05+0.00422541j -0.0052142+0.00531916j 0.00056035-0.00320805j 0.000151794-0.000611636j 0.00106101-8.62555e-06j 0.00286479-0.00227924j -0.00242419-0.00209702j 0.000977567+0.00487743j 0.000801507+0.00231108j -0.00369701+0.00193859j 0.00178243+0.00362761j -0.000414102-0.00276302j -0.00288969+0.00271316j -0.000540858+0.00106066j 0.00392552-0.000826416j -0.00240341+3.65249e-05j 0.00296055-0.00196049j 0.00522437+0.00189089j 0.00110372-1.65715e-05j 0.0038135+0.000791539j -7.45856e-05-0.000759879j -0.00063631-0.0015175j 0.00130553+0.0024041j 0.00184219+0.000642114j -0.00313595-0.00112809j 0.000902576+9.06625e-05j 0.00166812-0.000560907j -0.00321453-0.000902099j 0.00275418-0.00227326j -2.96525e-05+0.00278511j 0.00155081+0.00023505j -0.000530826+0.00140727j -0.00294944-0.00152394j 0.00275988+0.00197388j 0.00317279-0.000553765j 0.00617675+0.00380343j 0.000347272-0.00150308j -0.00185601-0.00356892j -0.00218299-0.00451438j -0.00431535-0.000524275j -0.00367238-0.00161363j -0.00522863-0.00209955j -0.00215708-0.00580475j -0.00197708+0.000202936j 
0.00201621+0.00240688j -0.0102234-0.000504406j 0.000368572-0.00833041j -0.0114266+0.00446026j 0.016153-0.0033917j -0.00153011+0.00477706j -0.00341367+0.00104147j 0.00468962+0.00334208j -0.014594-0.00995066j 0.00856914+0.00317503j -0.011654-0.0025324j -0.0151006+0.003328j -0.00171876-0.00706726j -0.00697557+0.00301743j -0.00641868+0.00135825j 0.0068502-0.000195007j 0.00639368-0.00842095j 0.00203615-0.00543237j 0.00159755+0.00365109j 0.00225349-0.00465538j 0.00128134+0.00649403j 0.00363412+0.000946782j -0.0027313-0.00565195j 0.000199478-0.00089974j -0.00244258-0.00647372j 0.00196618+0.00277803j -0.0010894-0.0023591j -0.00299533-0.00137129j -0.00157096+0.000146813j -0.000373767-0.000656321j 0.000492029+7.87134e-05j -0.00151368+0.00142141j -0.0024496-0.00462057j 7.81853e-05+0.00485951j -0.00285072-0.00176215j -0.0043837-0.0024014j -0.00277745+0.00291537j -0.000493116-0.0041991j 0.00284643+0.00255553j -0.00119983+0.000391751j 4.51072e-05+0.00182656j 0.00163149+0.00226548j -0.000524134+0.00378872j -0.000713587-5.42208e-05j -0.000707571+0.00199949j 0.000621571+0.00039928j -0.00384297+0.00138302j -0.000820789-0.00341959j 0.00183782+0.00256191j 0.00131626+0.0030182j 0.000989946-0.000696274j 0.000219551-0.000615479j 0.00089438+0.00288198j 0.00175147-6.45624e-05j -0.0019745-0.00254799j -0.0012175-0.00264569j -0.00173444-0.00392649j -0.00132275-0.00357029j -0.00172917-0.00277512j 0.000801061+0.00204091j -0.00204855-0.000669265j -0.00353073+0.000633296j 0.00177097+0.0032885j 0.00224414+0.00228945j 0.000470876-0.00126895j 0.00308349+0.000594194j -0.00145291-0.00293707j 0.00413784+0.000460778j -0.000774415-0.00247099j -0.0001227-0.000909711j 
0.0133831-5.50735e-05j 0.00348468+0.00358972j -0.00963069+0.00275063j 0.000328131+0.0101875j 0.00758358-0.00182887j 0.00580925-0.0054154j -0.0114421+0.0023416j 0.00175779-0.00908077j -0.0126865-0.00541127j -0.0281015-0.00159559j 0.000152034-0.00343537j -0.00972201-0.0130093j 0.00866558-0.00040072j 0.00026837-0.000289386j -0.00719702+0.00376995j 0.00350532-0.000378005j -0.00592343-0.00178249j -0.000964243-0.00170741j -0.00274925-0.00432523j 0.000395327-0.000451022j 0.00446589+0.00354371j -0.000361802-0.00436835j -0.0016083+0.00250493j -0.00209047-0.00442337j -0.00253229+0.00434127j 0.00100391-0.00124352j -0.000224948+0.0024686j 0.00149112+0.0035558j -0.00168147-0.00113928j -0.00161214-0.000448429j -0.00291788-0.00180045j -0.000519744+0.000904849j -0.00185719+0.00288097j 0.0044008-0.000125619j -0.00129933+0.00215731j -0.000485374+0.00232167j 0.00166809+0.00197798j -0.00149428+0.00152128j 0.00368383-0.000442284j 0.000586284+0.000334601j 0.000373582-0.000543236j 0.00257702-0.00219462j 0.00130804-0.00112715j -0.00158082+0.00147242j 0.0025839+0.00022477j -0.000123765+0.00102354j 0.00240145-0.001503j -0.00213985+0.00069676j 0.00119015-6.44505e-05j 0.00395188+0.00291875j -0.00142016-0.00162847j -0.000673371+0.0023867j 0.000379601-0.00160361j 0.000130394-0.00197141j -0.000562541+0.00294508j -0.00115586+0.00268408j -0.00445601+0.00135425j -0.00415113+0.00023158j 0.00336682+0.00132871j 3.71212e-05+0.000728128j -0.000786267+0.000385107j 0.000881681+0.00362388j 0.00470288-0.00010322j -0.0017985-0.00505759j 0.00118061-0.000282812j 0.00221024-0.000601187j -0.00363341-0.00300557j -0.00137866-0.00428768j -0.000558452-0.00130421j 0.00241225+0.00393043j 
-0.00461945-0.00420798j 0.0124725-0.0051588j -0.0076847-0.00209462j -0.00321416+0.00481982j -0.00766419+0.0045431j 0.00255949+0.000431617j -0.00569181+0.000367374j 0.00916225+0.00781346j 0.0114504-0.00872858j -0.0113282-0.0122224j 0.0103575+0.00559168j 0.00880937+0.00677505j 0.00927139+0.00484741j 0.00210492+0.00425375j -0.00748665+0.000342561j 0.000533241-0.00443213j -0.00268972-0.0122602j 0.00497094-0.00239546j -0.00510126-0.00344739j 0.00516339-0.00319266j -0.00468718-0.000817531j -0.000877205+0.000913416j 0.00320903-0.00431917j 0.00322654-0.0020096j 0.000605389-0.00342728j -0.0018113+0.00279584j 0.00118953-0.00156896j 0.00247409-9.58062e-05j 0.00113734+0.000221418j 0.000957001+0.000112502j -0.000708652+0.0012701j -0.00144267+0.000943575j 0.00242805-0.00144043j -0.00212276+0.00238749j -5.81115e-05-0.000956568j -0.00174524-0.00226608j -0.00202531+0.00177243j 0.00206404-0.00243472j -0.000659044+0.000334193j -9.51212e-05+0.000259637j -0.00208077+0.000321803j 0.000292222+0.00076992j -0.0020512+0.00255352j -0.00325206-0.000956725j -0.000470225+0.000923595j -0.00219393+0.000104639j 0.00193486+0.00243553j 0.00231886-0.000663168j -0.00325817-0.000193573j -0.00115955+0.000359193j 0.00163757+0.000358787j -0.00012502-0.00163254j -0.00122133+0.00163922j 0.0010684+0.001235j 0.0020186-0.000612392j 0.000456567-0.00196427j 0.000542646-0.00122031j 0.00141481-0.00100056j 0.00443357+0.000153727j -0.0039349-0.00124149j 7.45395e-05+0.0025647j -0.00374468+3.62659e-05j -0.00129874+0.00141312j -0.000757496+0.00156353j 0.00464329+0.00238205j -0.000591989-0.00161356j 0.00170203+0.00121061j -0.000969033-0.00116498j 0.00556423+0.00435022j 0.00257186-0.00218094j 
-0.011524+0.00570814j -0.0027066-0.00477614j -0.00382024+0.00161747j 0.00044423+0.0093819j -0.00835035-0.000652189j 0.00153485-0.000486091j 0.00928914+0.00572836j 0.00564386-0.0111029j 3.17702e-05+0.000230562j 0.00717775-0.00128349j 0.00190898+0.00149947j 0.0129702+0.00658354j -0.00072233-0.00654797j -0.000692109-0.00066305j -0.000634776+0.0144479j -0.00358395-0.00367202j -0.00607195-0.0009466j 4.27029e-06-0.00460443j 0.00540745+0.000791j -0.00248453-0.00124593j -0.00131822-0.00146164j 0.00227432-0.00135485j -0.00191406-0.00137006j 0.00352145-0.000851308j -0.00580394+0.00255265j 0.000913911-0.000928363j -0.00277674+0.00156986j -0.00241267+0.000394796j 0.0017947-0.000301574j 0.000321983-0.000394171j 0.00251768-2.43918e-05j 0.00110422+0.00303553j -0.00116142+0.00168683j 0.000673591-0.000633578j -0.00175237+0.00195489j 9.23989e-06+0.00166006j 0.000384389+0.00173653j -0.00352525+0.000963406j 0.000251865-0.00132632j -0.0003538+0.00151321j 0.000777037+0.00163215j 0.00254502-0.00169342j 0.00251396+0.00135187j -0.00204621+0.00309919j 0.000928308+0.000516669j -0.000293706+0.00221445j 0.00478132+0.000752387j -0.00166431-0.000205427j 0.000530902+0.000542604j -0.00167496-0.000419897j 0.00141543-0.00225914j -0.0025789+0.00287151j 0.00217403-4.07416e-05j 0.00303056-0.00289676j -0.00279085+0.000825641j -0.00263314-7.85571e-05j -0.00380012+0.000275805j -0.00166716-0.00065243j -0.00120518-0.0027369j -0.00270106+0.00201654j 0.00170152+0.00152193j -0.00344356+0.00544016j 0.00276988+8.32994e-05j 0.00548817-0.000359694j 0.00253049-0.00243449j -0.000748441-0.0023829j 0.00163113-0.000265066j 0.00348199-0.00119203j 0.0043532-0.00238497j -0.00536185-0.00303455j 
0.0127925-0.00662616j 0.00557428+0.0140085j -0.00689782-0.00362445j -0.00220422+0.00627309j 0.000626194-0.014863j 0.00515501-0.000224591j -0.00967453+0.000481415j 0.00103038+0.00397506j -0.00455339+0.011736j -0.00713642-0.00980081j -0.00399754+0.0100338j -0.00998636+0.00799902j 0.000643659+0.00703332j 0.000101057+0.00558452j -6.63699e-05-0.0025173j 0.00177567-0.00389237j -0.000258087-0.00625j -0.00157002+0.0010859j -0.000563761-0.00492449j 0.00229805+0.000661861j 0.00187834-0.00264873j 0.000337748-0.00292073j 0.000180147+0.0028405j -0.000505626+0.00112535j -0.00222878+0.00190895j -0.000789684-0.00106743j 3.54133e-05+0.000856586j 0.00100512+0.00376928j -0.000386928+0.00103376j -0.000928022+0.000746169j -0.00161169-0.000279882j -0.00240541-0.000380873j -0.00135832+0.0030957j 0.00123324-0.000772101j -0.000562025+0.00107948j 8.74372e-05-4.71907e-05j 6.34315e-06+0.000269663j -0.000472143+0.0010208j 0.00360993-0.00147916j 0.00068053-4.28784e-05j -0.000673544-0.00174915j 0.00167562-0.000502548j -0.000371164-0.00106393j -0.00113595-0.00196925j 0.00138536+0.000366591j -0.00145606-0.00139666j 0.000542082+0.00283422j -0.00127476+0.00174911j 3.00756e-05-0.00271891j 0.00280589-0.000993413j -0.000280851+0.00115088j 0.000835105-0.000589931j 0.000278478-0.00191777j -0.000779717+0.000407355j -0.00138287+0.00263407j -0.000703675+0.00179463j -0.00320113+0.00136764j -0.00277149+0.00190844j 0.00251143+0.00522851j 0.00194498-0.00395645j -0.00290915+0.00207621j 7.17765e-05-0.000386924j 0.00249626-0.000612269j -0.00230141-0.00326977j -0.00136094+0.00413103j 0.00377165-0.00123513j -0.00394469+0.00043109j -0.00100693-0.00373991j -0.00439285+0.00454851j 0.00481812+0.00337975j 
-0.00486685-0.0140851j 0.0127337-0.00593735j -0.00309444+0.00868107j 0.00869657+0.00174582j -0.00801159-0.00295634j -0.00353179-0.00423879j -0.00209541+0.0119815j 0.000578586+0.000969587j 0.00247005+0.00704872j -0.0093959+0.0160649j 0.00705054+0.00189786j 0.00237886+0.0123843j 0.00412859-0.00328192j -0.00050431-0.00045406j -0.00157137+0.0059503j 0.000240958-0.00517015j -0.00448154+0.000880561j 0.00178235-0.00019305j -0.00159126+0.00287668j -0.000620304-0.000472137j -0.000715309-0.00466637j -0.00277887+0.00158763j 0.00267042-0.000542622j -0.000393891+0.00242973j 0.00173254-0.000109752j -0.00160836-0.000639351j 0.00269214-0.000531078j 0.00195555-0.00233093j 0.000604929+0.00188727j 0.00188053+0.000788964j -0.00084842+0.00328655j 0.000321503+0.000370726j 0.00190017+0.000797145j 0.00030184-0.00268646j 0.000790442+0.000812016j 0.00216325+0.00115638j 0.00139907-0.00106429j -0.000184072+3.11701e-05j -0.00106852-0.00246758j 0.000361764-0.000300595j -0.0015491+0.000186817j -0.000608093-0.00105285j 0.000100442+0.000318771j -0.00195768+0.00111778j 0.000344975-0.00092127j -0.00177047+0.000219551j 0.00183132+0.00116382j 0.00153638+0.00124434j -0.00311256-0.00154788j 0.00161848-0.00435661j 0.000608763+0.00202868j -0.000883786-0.0011403j -0.000389012+0.000849097j 0.000495837+0.00137723j 0.00215438-0.000897672j 0.00104296-0.000288426j 0.000745815+0.00193684j 0.00187134+0.00296738j 0.00370431-0.00205347j -0.00166712-0.00124503j 0.00060338+0.00257967j -0.00132132-0.0014749j -0.00282142-0.00261632j -0.00370697+0.00370099j 0.00273163+0.000674776j -0.00234287-0.00256617j 0.000229082+0.00533302j -0.00524763+0.00167276j 0.00389153+0.00437735j 0.00434369-0.00474377j 
