0.0120569-0.00249013j 0.0029254+0.0118329j -0.00164446-0.0116746j 0.00774389-0.00140367j -0.00242211+0.000174124j -0.0047272-0.00252824j -0.00657772+0.00543067j 0.00142028-0.00230801j -0.00195318-0.000594355j 0.0011627-6.24492e-05j -0.00215447+0.00111921j -0.0010323+0.00239958j 0.00164972+0.00253392j -0.00184947-0.00796424j 0.00458661+0.0113521j 0.0071664-0.00568889j -0.00314486+0.00329322j 0.0109914+0.00438333j 0.00570384+0.00724812j -0.00408027+0.00249396j -0.00448772+0.00419265j -0.00841814+0.00317322j 0.00137426+0.000814857j 0.000889213-0.000488109j 0.00428677+0.00217836j -0.00203838-0.00530441j -0.00584158-0.000715459j 0.00974232+0.00353784j 0.000806784-0.00358255j 0.00136531+0.00630678j 0.00809107+0.00897078j 0.00502814+0.00221958j 0.00547881-0.00400842j 0.000956482-0.00403129j -0.00310052+0.0114792j -0.00428557-0.000700172j 0.00410811-0.0109259j -0.00516882-0.0035103j -0.00594526-0.00267296j -0.00516729+0.00264065j -0.00655698+0.00516829j -0.00103005-0.00726049j -0.00856175+0.000870803j -0.00835074+0.00749061j -0.00166581+0.00830825j -0.00684019-0.00858167j 0.00369113-0.00191952j -0.00475755-0.000971914j -0.0120373+0.00637808j -0.0127344+0.00550613j 0.000811397+0.000742909j 0.00134534-0.00209278j 0.000914708-0.00103046j 0.000934028-0.00751113j 0.0034466+0.0117844j 0.00446731+0.00142681j 0.00273744-0.00416631j 0.00669242+0.00658366j 0.000586476+0.000685625j 0.000829755-0.000737839j 0.00314032-0.00422883j 0.00257724+0.000547453j 0.0012981+0.00577899j 0.00128515-0.000720493j -0.00434043-0.00114606j -0.0124708-0.012343j -0.0113549+0.0100384j -0.0327675+0.00131771j 0.00177105+0.0310235j 
0.00355794-0.00144279j 0.000247464+0.00255126j 0.000406717-0.00184568j -0.00517625+0.00376282j 0.00188948+0.00739563j -0.00304269+0.00639824j -0.0135493-0.0028504j 0.00231347+0.0174406j -0.00351057+0.00226889j 0.00944855+0.00380497j -0.000858522-0.011867j -6.00417e-05-0.00179494j -0.00285848+0.00378947j -0.00123995-0.00805285j 0.00483218-0.00449408j 0.00519364+0.00405564j -0.00104563-0.00171738j -0.00674716-0.0111695j -0.00282265+0.00861093j -0.0147072-0.0159475j -0.00283751-0.000375655j -0.00476721-0.0100626j 0.000463728+0.000530652j -0.000206399+0.0163734j 0.0194505+0.0155051j 0.0101385+0.00474982j 0.00476003+0.0159102j -0.00179466-0.00192048j -0.00704556-0.00214317j 0.00141962+0.00473868j -0.0015824+0.00515185j 0.00769626+0.00374855j 0.00855048-0.00271368j -0.000831661+0.00570859j -0.000995941+0.00541097j -0.0054953-0.00273295j -4.0641e-05-0.00564295j 0.0046824-0.000827075j 0.00272161-0.000172416j 0.0129305+0.00512966j 0.00327855+0.00258677j 0.00315272+0.00811021j -0.00142255-0.00345885j 0.000800487-0.00450959j 0.0118582+0.00685951j 0.0133064-0.000123309j 0.00306417+0.00737226j 0.000360354+0.00828069j 0.000927441-0.00164898j -0.00863824-0.00117792j 0.00155951+0.000304761j -0.0116216-0.000674973j -0.00432658+0.00440489j 0.0084263+0.00309931j 0.00445846+0.000635414j 0.00590538-0.00178719j -0.000786935-0.00455751j -0.0032226-0.00672935j -0.00515544-0.00379468j 0.000198121-0.000528024j -0.00186705+0.00155848j -0.000420171+0.00010098j 0.00457999-0.000113957j 0.00234581+0.00213175j -0.00421395+0.00083374j -0.00308444+0.000618356j -0.000161763-0.000216992j 0.000983737+0.00121542j -0.000119801-0.000206672j 
-0.000689457-9.75084e-05j -0.00326239+0.00209381j 0.00116781+0.00417622j 0.00443677-0.00261442j 0.00771047-0.00211246j 0.00651985-0.018276j 0.00282682-0.00224287j -6.79355e-05+0.00729388j -0.00526404-0.00439696j 0.000198957-0.000589293j -0.0195883-0.0136444j 0.00517397+0.00931302j 0.00126132-0.00156701j -0.0119716-0.00328556j -0.0041567+0.00488591j 0.00509935-2.05196e-05j -0.00839721+0.00830185j -0.00548723-0.00368651j 0.00303644-0.00118704j -0.00617044+0.0118409j 0.00139166-0.00236639j -0.00342265+0.00112129j 0.0116055-0.00891794j -0.00608181-0.00460471j -0.00492978-0.00747262j -0.00513896+0.000766276j -0.0062494-0.000512208j -0.00516056+0.000149531j -0.000437416+0.001522j 0.00718361+0.000917944j 0.00942453-0.00410768j -0.000570504-0.00654106j -0.00145652-0.00339663j -0.0101253-0.00267195j -0.00260475-0.000285681j 0.0119037-0.000404322j 0.0108891+0.00562904j -0.00291191-1.11328e-05j 0.00128461+0.000138526j 0.0046013-0.0114309j 0.0140515-0.00999212j -0.00255435-0.00197493j 0.00297493-0.00267866j 0.00217903-0.00771868j 0.0125776-0.00480589j 0.0192295-0.00274787j -0.00676368-0.00366915j -0.00152587-0.00128569j 0.00763963+0.00143207j -0.0103954-0.0039371j 0.000419012-0.00769251j -0.0111528+0.00412308j -0.0163808-0.00731399j 0.0116052-0.00498653j 0.000512826-0.00386593j 0.0121081-0.00203316j 0.0120275+0.0012535j 0.00265793+0.00418383j 0.00361917+0.00025803j -5.93964e-05+0.00134209j 0.00608615-0.00145117j -0.000367122-0.00210664j -0.00123193+0.00359238j 0.00333602+0.000382935j -0.00258829-0.00461134j -0.0037124-0.0013172j -0.000238509-0.0016548j -0.00119444+0.000646287j -0.000460392+0.001248j 
-0.000393884+0.0030998j -0.003016+0.00470642j 0.00148426-0.000615214j -0.00128851-0.0127293j 0.0029657+0.00365669j 0.00594067+0.0014195j -0.00778098+0.00578265j -0.00740528+0.0029917j 0.000379058-0.00823489j 0.000752827+0.00532896j 0.00769615+0.0023682j -0.00530508-0.00614528j -0.00402575+0.00421937j 0.00205585+0.000140484j 0.00103274-0.00189805j -0.00394432+0.000579857j 0.0031947-0.000434928j 0.000302733-0.00116908j 0.00154697-0.000109048j -0.00787192+0.000828129j 0.00796781-0.00156003j -0.00846593-0.000996008j -0.002998-0.00277611j 0.00833641+0.00320224j 0.00763166+0.00551878j 0.00210654+0.00171297j 0.00291941-0.00154075j 0.0052123+0.00530453j 0.00013572-0.000398704j -0.00216936-0.00430189j -0.00155776-0.00279582j 0.00169573-0.000585658j -0.00403557-0.0033257j -0.00327215-0.000905494j 0.00236635+0.00181144j -0.00165079-0.000679796j 0.00261624+0.00131173j 0.00432574+0.00163882j -0.000485997-0.00111665j 0.00281027+0.00313608j 0.000575242-0.00132758j 0.000537709-0.00137589j -0.00209856-0.000199541j 0.00281748+0.00271208j -0.00210114-0.00129065j -0.00420257+0.000333726j 0.00527846+0.00167704j -0.00020439-0.000246373j 0.00269071+0.00192224j 0.00157073-0.000120461j -0.00017455+0.00107634j -9.29614e-05+0.00200636j 0.0014725-0.00271285j 0.000866002+0.00321301j 0.00111129+0.00256837j -0.00308685+0.000253807j -0.000781035-0.00054672j -0.00200755+0.00166308j -0.00019118+0.00123412j 0.00157991+0.000924652j -0.000507886-0.000719314j -0.00016498-0.000334329j -0.00154895+0.000930601j 0.000737535-0.000963141j 0.00101524-0.000295862j 0.00146561-0.000432228j -0.0011209+0.00202202j 0.00126079-0.000282271j -0.00184881+0.00045319j 
-0.0020924-0.000647441j -0.00217638+0.00408635j -0.00571103-0.000788008j 0.00413424-0.00343252j -0.0118962-0.00294157j 0.000565627+0.00100568j -0.0013606-0.00331012j 0.00413755+0.00748828j -0.00247195+0.00253702j 0.00911063-0.00403056j 0.0046112+0.00897259j 0.00522957+0.00358063j -0.00366645+0.00070263j 0.00166589+0.00113259j 0.00532226+0.00455272j 0.0010913-0.00124058j 0.00509902+0.00471688j -0.00218418+0.000147362j -0.00419139-0.00453936j -0.000300238+0.00250072j -0.00396734+0.00358207j -0.000514502-0.00163997j -0.00496008-0.00752145j -0.00205315+0.000538933j 0.0026066-0.00635472j 0.00798277+0.000419007j 1.16009e-05-0.0045366j 0.00451532+0.00332167j -0.000742373+0.00361882j -0.00533799-0.00811176j -0.0068696-0.00760628j -0.000443717+0.00824287j -0.00155863+0.00114938j -0.00306392+0.00126358j 0.00137334-7.85809e-05j -0.00476866-0.00290382j -0.00467442-0.00897998j 0.000498529-0.00316508j 0.000421434-0.00280923j -0.00242404+0.00385763j -0.0083999-0.0056562j -0.0044844+0.00589443j 0.00125909+0.00209631j 0.00221537-0.000910708j -0.00266693+0.000241941j -0.000921008-0.00261307j -0.000996181+0.00348382j -0.00481104-0.00354261j -0.000575197-0.00493779j -0.00398131-0.00401858j -0.00211484+0.00151388j 0.00419887-0.000174452j -0.00141509+0.00246522j -0.000202595-0.000852414j -0.000940965-0.0018448j -0.00146523-0.00241764j -0.00147846-0.000820222j 0.00228016+0.000928854j -0.00108112-0.00286904j -0.00163957-0.00126556j 6.58254e-05+0.000242935j 0.000520908+0.000416334j 0.000437219-0.00171708j 0.00152083+0.000302486j -0.000977906+0.000225211j 0.00018794+0.000126643j -0.000761882-0.00232294j 0.000931781+0.00154997j -9.03279e-05+0.00033383j 
0.000437834-0.00393214j -0.000464363-0.00189556j -0.000963022+0.00782683j 0.00591084-0.00283422j -0.000562174-0.00370471j 0.00457707-0.000182651j 0.0129501+0.0111206j -0.00680423-0.000510635j -0.00299886-0.00587645j -0.00451399-0.000274167j 0.00116054-0.00108268j -0.013725-0.0139946j -0.00473806+0.00260851j -0.0046708-0.00343607j -0.0106821-0.00136938j 0.00435958+0.0066199j -0.00286545-0.00130684j -0.00053099-0.00103997j 0.00454385+0.00917694j -0.0172269-0.00583601j -0.00619097-0.00569226j 0.0067074+0.00158129j 0.0134463+0.0118421j 0.00572702+0.00524531j -0.00376903+0.00746954j 0.008845+0.0082338j 0.0088461+0.0168551j -0.0123252-0.0134072j -0.00633415-0.0101464j 0.00977621+0.00782378j 0.0171643+0.0135342j 0.000430245-0.0149965j -0.00680034-0.00607749j -0.00500823-0.00445102j -0.00240112+0.000452155j -0.00200715-0.00154177j 0.00233953+0.00701796j 0.00240041+0.00698021j -0.00301891-0.00269845j -0.00263394-0.0094049j 0.0035651+0.00311663j 0.000856065-0.00841125j -0.00520194-0.00214554j 0.00743089+0.00619986j -0.00796761-0.00614534j -0.00798757-0.00405688j -0.00701206-0.00190234j 0.00362446-0.00227153j -0.00191673+0.00638161j 0.00353574+0.00754338j -0.00139633-0.00108495j -0.00925951-0.00324221j 0.0113515+0.000298351j 0.000353379-0.00210925j -0.00459723+0.00296364j -0.0003302+0.00146054j -0.000683581-0.000859535j 0.00333218+0.000534997j -0.000639166+0.00437899j -0.00172689-0.00229369j 0.000631034-0.00178425j 0.00102456-0.000620954j -0.00628306-0.00156779j 1.01584e-05+0.00191601j 0.00623002+0.00218156j 0.00307343+0.00519892j 0.000899493+0.00419743j -0.000239227-0.00187775j -0.00155747-9.8884e-05j 
-0.000345258-0.00229959j 0.00249765-0.00219642j -0.00126562-0.00883884j -0.00866106+0.00282639j -0.00591069+0.00540188j 0.0124451-0.00256935j 0.00705098+7.19576e-05j -0.0074902-0.0101264j -0.00142341-0.024261j 0.00897848+0.0011351j -0.000834833-0.00212197j -0.00946933+0.00234765j 0.00219365-0.00907379j -0.00471502-0.00133068j 0.000147025-0.0165845j 0.00367169+0.0037963j -0.00303049+0.00238897j 0.00295324-0.00486666j -0.000512665+0.00955374j -0.00289673-0.000247398j 0.00342369-0.00445655j 0.00427787+0.0148729j 0.00854024+0.0106758j 0.01065-0.00455144j 0.0074877-0.0138333j 0.00444141+0.000639743j 0.00870678+0.010951j 0.0108203-0.00883013j 0.00306801+0.000118595j -0.00171038+0.00432258j -0.00130996+0.0128671j 0.00231222+0.0115127j -0.00779856+0.00593598j -0.00510359-0.000236284j 0.00505296-0.00670835j 0.000863656+0.00693284j 0.00743872+0.00120568j 0.00525295-0.000798992j 0.00111712+0.00904453j 0.00438776-0.00443994j 0.000605303+0.0105955j 0.00297065-0.00144386j 0.00124981-0.00395513j 0.00395112+0.00344306j -0.00225194+0.000210049j 0.00266646-0.00297161j 0.00216705-0.00313131j 8.87875e-05+0.00221942j 0.00490923-0.000288473j -0.00516681+0.00434437j 0.00340471-0.0014451j 0.0034996-0.00338332j -0.00317882+0.0066135j 0.00668002+0.00177727j 0.00135361-0.00296284j -0.00122035-0.00155253j 0.00591179+0.00119053j 0.00461898+0.00121674j 0.000899337-0.00233706j 0.00745549-0.000757225j 0.00159551+0.00223547j -0.00178679+0.000387j 0.00018297-0.000723557j -0.00391716-0.000864149j 0.0028359+0.000287877j -0.00177639-0.00245679j -0.00163421-0.00471054j 0.00161202+0.00518011j -0.00170288-0.000566223j 
0.00441602+0.000744953j -0.00212074+0.00395221j -0.0114728+0.00049268j 0.010702+0.0158562j -0.00580975+0.0084992j 0.00513207-0.00380009j 0.00969844-0.00162681j -0.0087755-0.0120561j 0.0101997+0.0228643j -0.00530054-0.00716364j 0.00799013-0.00805934j 0.000492551+0.00618384j -0.00115827+0.00253108j 0.00176475+0.00552643j 0.00905222+0.00215052j 0.00190397-0.0001318j 0.00229859-0.00726162j -0.00558296+0.00464576j 0.00189431+0.000912251j -0.00416084+0.0027002j -0.0147232-0.00587994j 0.00851775+5.47762e-05j 0.00698182+0.00879331j -0.00563375-0.00610478j -0.00889969-0.00734221j 0.0134457-0.00476304j 0.00871052+0.00999891j -0.0151118-0.013676j 0.00104938-0.00357427j -0.00221671+0.00942031j -0.00154915+0.0148639j -0.00440666-0.00253015j -0.00616632+0.00171506j -0.00150761-0.00194064j -0.00243898-0.00529289j -0.00347825+0.00501579j -0.000994046+0.00810906j -0.00234505+0.00181513j -0.0011642+0.00394543j -0.0095336-0.00810742j -0.0044012+0.00506623j -0.00370183+0.00421986j -0.00297472-0.00178851j 0.00269721-0.00884541j -0.00970466+0.0026656j -0.00713524-0.00143635j -0.00117059-0.00156746j 0.000689456+0.00817324j -0.00480639-0.00421597j 0.0025761+0.00233557j -0.00396765-0.000703951j 0.00091547+0.00154782j 0.00831891+0.0044727j -0.000857738-0.00287945j -0.00505816-0.000743346j -0.00492033-0.00342613j -0.00716034-0.00320633j 0.00255636+0.000802914j 0.000536935-0.000600555j -0.00145931+0.000231638j -0.000473528-0.000113023j 0.000580443-0.00092707j 0.00264153+0.00321516j -0.00288473-0.000797701j -0.00107578-0.000889948j -0.0038975-0.00251894j -0.00170592-0.000214447j 0.00126911-0.00140773j -0.000580901+0.00170085j 
0.00460182+0.00502184j 0.00141122-0.00209527j -0.0120284-0.00130453j 0.00398924+0.00901303j -0.00132151+0.0093018j 0.00619697+0.010446j -0.00120086+0.00686813j 0.00266749-0.00703862j 0.00647823+0.00916645j 0.0101535+0.00840665j -0.00510088-0.000418634j 0.0016143-0.00248865j 0.00366742-0.00233533j -0.00135648-0.0102475j -0.000277137-1.22756e-06j 0.00577947-0.00494392j -0.00650869-0.000373977j -0.00369638-0.000585863j 0.00852671+0.00992705j -0.00753793-0.0169113j -0.00639032+0.000434274j 0.0065977-0.00365693j 0.0066224+0.00698621j -0.00123439+0.00422908j 0.00469014-2.59006e-05j -0.00847324+0.00685083j 0.0129508+0.0128105j -0.000306187-0.00926149j 8.59304e-05-0.00345451j -0.00069549+0.00128502j -0.00368687+0.00527597j 0.00378641-0.00668124j -0.0022777+0.000191255j -0.00609395-0.000438653j 0.00259528-0.00182793j 0.00302452+0.00370045j 0.00614707+0.00361761j 0.000198521-0.00196434j 0.000485523+0.00607758j 0.00347724+0.000300941j 0.00240344+0.00467473j 0.005907-0.00602921j 0.00633014+0.00636934j 0.000444374+0.00220837j 0.00804629-0.00116849j 0.0124241+0.00924704j 0.00035848-0.0053699j 0.00398165-0.000837832j -0.00359889+0.00683573j -0.00801783-0.00215105j 0.00428217+0.00244722j -0.00660618-0.00691115j 0.00797982-0.00286626j -0.0055267+0.000403464j 0.00499024-0.00186367j -0.00194252+0.00611535j 0.00131715+0.00531241j -0.000514821-0.0032646j -0.00158723+0.00406157j 0.00250191-0.0043451j 0.00361461+0.00160145j 2.56991e-05+0.00289485j -0.00329888-0.00652924j -0.000436247+0.00385809j 1.50517e-05-0.00143108j 0.00202227+0.00491132j -0.00179793+0.00058391j -0.00193161-0.00118197j 0.00353289-0.00155539j 
0.000971512-0.00880975j 0.00152106-0.0108916j -0.00534808+0.00166243j -0.00803052+0.00748731j 0.00112872+0.00774704j 0.00171141+0.00689912j -0.00654231-0.000968371j 0.00153416-0.0117434j 0.00514703+0.0242301j -0.00424889+0.00720086j -0.00783694-0.00369409j -0.00038331-0.000344399j 0.00488457-0.00305204j -0.000404838-0.00578379j 0.000137654-0.00448575j 0.00453946-0.00133271j -0.00316665-0.00750146j 0.00011913+0.00129453j 0.000900419+0.00195485j 0.00160557-0.00846045j -0.00281467+0.00366669j 0.00626397+0.000802372j 0.010292+0.00172015j -0.00696775+0.00101229j -0.00181965+0.0063395j -0.000393052+0.00529429j 0.00393531+0.00399645j -0.00340699+0.000149298j 7.98353e-05-0.0051039j -0.0021523+0.00403724j -0.00345457+0.0119521j 0.00319153+0.00154684j 0.00743249+0.00270563j 0.00251948-0.00562212j -0.00617078-0.0013665j 0.00264043+0.00346259j 0.00147137+0.00681433j -0.00133898-0.00100733j 0.00450156-0.00158614j -0.0023282-0.0040984j -0.00113148+0.000285061j -0.00454607-0.0114069j 0.0034695+0.00199674j 0.00490565+0.00226253j -0.000698075-0.00329491j 0.0052785-0.00154827j -0.00307958-0.00196994j -0.00230851+0.000879222j 0.000169914+0.00459984j 0.00315519-0.00143466j -0.00212421+0.00164379j 0.00129086+0.00112302j 0.000559616-0.00246683j 0.00960013+0.00918697j -0.00341988-0.00222193j -7.67037e-05+0.00135299j 0.00418019+0.00104592j 0.00163832+0.00131396j 0.00381919+0.00146073j 1.57773e-05-0.000738231j -0.000568921+0.00276177j -0.000615503+0.00282486j 0.000674829-0.00379742j 0.00013804+0.00284409j -0.00142139-0.00270578j -0.00311869+0.00159556j 0.00209373+0.00174989j -0.00050977+0.000393572j -0.00102478-0.00206674j 
0.00658171-0.00162884j 0.00284924-0.00293412j -0.00242131-0.00709438j -0.00494295+0.00521631j -0.00258478+0.00678166j -0.00973684-0.00432338j -0.00114602-0.0232577j -0.0035249-0.00456943j 0.00068054+0.00799628j -0.0067957+0.0182576j 0.00804961+0.0105627j -0.00189202+0.00231377j -0.00529703-0.0165083j 0.00777416+0.00389631j -0.00221802+0.00116324j -0.00508343-0.00545621j 0.00115115+0.0148371j -0.00728702+0.00178748j 0.00591271-0.00794734j -0.00256163+0.00390362j -0.00591297+0.00857668j 0.00366286+0.00157988j -0.00494938-0.00849422j 0.0108967-0.00824318j 0.00508881+0.00877254j 0.00355262-0.00107078j -0.00655388+0.00329985j 0.0051567+0.011868j 0.000518047-0.00058142j 0.00514269-0.00539442j 0.00392855-0.00289055j 0.00139333+0.00720545j 0.00502328+0.00469808j 0.013292+0.00464414j -0.0039156+0.00183633j -0.00134438-0.0065191j 0.00404713-0.00837268j -0.00150842+0.00456648j 0.000214979+0.00292269j 0.00244872+0.00223289j 0.00212594-0.00463638j 0.000724277-0.0022501j -0.00634716+0.00267292j -0.00865516+0.00319144j 0.0023582-0.00875404j 0.000482928-0.00764575j 0.00175315+0.00244942j 0.0105419-0.0068162j 0.000193143+0.00287183j 0.00480203-0.000592559j -0.000348064+0.000236095j -0.00440994+0.0060209j -0.00445816-0.00261345j -0.00105296-0.00313091j -0.00120048-0.00250249j 0.000400551+0.00363568j -0.00931915+0.00473071j -0.00623386+0.00364838j -0.00324659-0.00210776j -0.00141787-0.00415212j -0.000142877-0.00160697j -0.00371661+0.00223364j 0.00681442-0.00113646j -0.00231821+0.0053955j -0.00111279-0.00179181j -0.0060733+0.00319597j 0.00102896-0.0017213j 0.00109837+0.00097062j 0.00165982-0.00137107j 
-0.00148192-0.000334123j -0.00193805+3.32419e-05j -0.00107433+0.00828314j 0.0200164-0.00485149j -0.0143034-0.00665873j -0.0130153-0.0125379j 0.00692389+0.00567134j -0.0106493-0.00535475j 0.0112298-0.0137581j 0.00874927-0.000452146j -0.0111684-0.00684768j -0.00334058-0.00684783j -0.00455113+0.000728772j 0.00182531+0.00610888j 0.00208255-0.00689004j 0.00182455+0.0113061j -0.0127995-0.0056791j -0.00243091-0.00440401j -0.00976073+0.00230901j -0.00954135-0.0017993j -0.00349623+0.00443121j -0.00146382-0.00448345j 0.00225302-0.000968049j -0.00260754-0.0074446j 0.00725267+0.00292316j 0.00177128-0.00997906j -0.00747772-0.00638209j 0.00412917-0.00190384j -0.00108075-0.0030297j 0.00595021+0.00586154j 0.0131551+0.0144664j -0.0144756-0.00333573j -0.0118503-0.0106528j -0.00644677-0.0130542j -0.00998558+0.00751388j 0.000720925-0.00475311j 0.00120698-0.00735757j 0.00144175+0.000539372j -0.0087879-0.00576582j -0.000914017-0.00630862j -0.0036473+0.00293458j -0.00237394+0.00197883j -0.00254652-0.0102814j -0.00850519-0.00181385j 0.00919717+0.00813749j 0.0069991-0.00138738j -0.000299609-0.00211219j 0.000329999-0.00349314j 0.00298242-0.000880816j -0.00153654-0.0111384j 0.00310638+0.00382676j -0.00547672-0.00225748j -0.006487-0.000702097j 0.00356412-0.00198292j -0.000340792-0.000586111j 0.000912269+0.00115339j -0.00239486+0.00406482j -0.00604312+0.000374917j 0.00131578-0.00317201j -0.00175513+5.03027e-05j -0.00227985+0.000143928j -0.00221126-0.000102921j 0.00589752-0.0022637j 0.00143775+0.00326151j -0.00549793+0.000853467j -3.36517e-05+0.00461354j 0.00463636+0.00156406j -0.000302033-0.00283288j 0.00228225+0.00220127j 
0.00349966-0.00560805j -0.00514523+0.00494847j 0.00819112-0.00529376j -0.00282922+0.0135122j 0.000760439+0.00121303j -0.00101717-0.00505331j -0.00569678+0.0184278j 0.011115-0.00506161j -0.0031174+0.0158601j -0.00170036-0.00491561j 0.00330743-0.0129152j -0.00607685-0.004932j -0.00275014-0.00236448j -0.00099869-0.00143495j 0.0085749-0.00514366j 0.00058306-0.000450338j 0.00841103-0.00343646j -0.00437808-0.00327921j -0.000831131-0.00457896j -0.00701767+0.00355971j 0.0132563-0.0043496j -0.00321125+0.00830194j 0.00227126+0.00377554j 0.000318113-0.00163425j 0.00773766-0.00341546j 0.00437386+0.00686053j -0.0124456-0.0120496j 0.0116142+0.00165071j 0.00167088+0.00281045j -0.0037433+0.00440133j -0.0011863+0.00726394j 0.00191117-0.0109054j 0.000701934-0.0156955j 0.00487902-0.00684599j -0.000826329-0.00178804j -0.00108395-0.000657341j -0.00679713-0.0036605j 0.00636346-0.000821409j 0.00114866-0.0102837j 0.00622624-0.0121066j -0.00423901-0.00320254j -0.00225276-0.00420546j 0.00623663-9.12048e-05j 0.0133013-0.000263955j -0.0014677-0.00901488j 0.0021829-0.0122256j -0.00125366-0.00326763j -0.00643945+7.7083e-05j 0.0081319+0.00398204j -0.00361673+0.00243421j 0.00155322-0.00369015j 0.000508833-6.02127e-05j -0.00894503-0.00481904j 0.0109859+0.00456438j -0.00155812+0.00108865j 0.00523127+0.00430224j 0.00955964-0.00107708j 0.000739772+0.00215983j -0.000710111+0.00174607j -0.000261972-0.000358972j -0.00353827+0.000490121j -0.00239902-0.00037895j -0.000665608+0.00154551j 0.0032162-0.000422378j 0.00145997-0.000736528j 0.00283414+0.00287526j 0.00406873+0.000309865j -0.00115213-0.00230238j -0.0062979+0.00446581j 
0.000346764+0.00495629j 0.00208103-0.00263625j 0.00356359-0.00939952j -0.0129475+0.00875864j 0.00713712+0.00246165j -0.0126701+0.00353288j -0.00108577+0.00968619j -0.00578903-0.0168251j -0.00691638+0.0122505j -0.00244892+0.00596959j -0.00668075-0.0011534j 0.00468786-0.00852916j -0.00132506-0.00821617j 0.00348015-0.00381517j -0.00975581-0.00868161j 0.000400229-0.00398127j -0.00691621+0.00411645j -0.0027547-0.000508973j -0.00145533+0.00442208j 0.0100865-0.0137821j -0.00230143-0.00760718j 0.00573078-0.00182152j -0.00595686+0.00902519j 0.000493805-0.00704919j -0.00183685+0.00943721j -0.00785441-0.000217438j -0.0116395+0.01119j 0.00553428-0.0105047j 0.00188686-0.00668249j 0.00442067+0.00103471j 0.00304275-0.00292551j -0.00187303-0.00755125j -0.00109187-0.0137476j -0.00323889-0.0104177j -0.00251916+0.00993343j 0.000787581-0.00709943j -0.00132311+0.00276357j -0.00145141+0.00146938j -0.00370133-0.00283378j -0.00177125-0.00333659j -0.00388487+0.0064612j -0.00150485-0.00185825j -0.0046593-0.00535528j -0.00393178+0.000746902j 0.00853582-0.00395032j 0.00204343+0.000265026j 0.000333539+0.000177443j -0.00200351+0.00520237j 0.00116336+0.000108141j -0.00269037+0.000102036j -0.00306958-0.000451137j 0.00443552+0.000161327j -0.00472472+0.00177313j 0.00130273-0.00162161j 0.0019854+0.000131541j -0.000349703+0.000404401j -0.000273001+0.000262646j 0.00431871+0.00372078j 0.00140059-0.00246398j -0.00231204+0.00181928j -0.000969563-2.07842e-05j 0.000499452+0.000836385j -7.42815e-05+2.16018e-05j -0.0011829+0.0016265j -0.00209017+0.0011844j 0.00127408-0.000130951j -0.00141115+0.000566421j -0.00160123+0.00260506j 0.00222865+0.00113014j 
0.00403265+0.00825318j 0.00584645+0.00618125j 0.000581036-0.0132692j -0.00393948+0.00326174j 0.00988773-0.0021563j 0.00468119-0.000915339j -0.00854321-0.000187293j -0.0115878-0.0154623j -0.0151951-0.00969547j -0.00586028-0.00456007j -0.00555777+0.00653735j 0.00641657-0.00182583j -4.46847e-05+0.0115985j 0.000824945+0.0143825j -0.00555442+0.00117127j -0.00221901-0.00570418j -0.000666092-0.00825483j 0.000902405-0.00775235j 0.000438956+0.00955001j 0.00404644-2.60132e-05j -3.71432e-05-0.0120355j 0.00278541+0.000427144j 0.00576462+0.00146074j -0.0040761+0.00571985j -0.0174422+0.00813762j 0.00357609+0.00301719j 0.000277426+0.0020642j -0.00948123+5.35408e-05j 0.00223133-0.000861971j 0.00176677+0.00240632j -0.00188588+0.0021469j 0.00544635+0.00477583j 0.00695052+0.0119392j 0.00193135-0.001234j -0.00518209-0.00959649j 0.0090894+0.00613673j 0.00564578+0.0200276j -0.00271284-0.00767049j 0.00343373+0.0010556j 0.00383901-0.00205059j 0.00359792-0.00467327j 0.00108822+0.00212436j 0.00363304-0.00121139j 0.000453005-0.0117275j 0.00330455+0.00845412j 0.00375594+0.00481904j -0.000777484+0.00274283j -0.00161974+0.0109398j -0.00377218-0.0128212j 0.00144095-0.00325127j -0.0013264+0.00208798j -0.00203152-0.0041841j 0.00501937+0.00621077j 0.0132641-0.0043718j -0.001402-0.000371784j -2.4294e-06-0.00513855j 0.0031499-0.00188549j -0.00430364-0.00193185j 0.00213157-7.40986e-05j 0.00480619-0.00100107j 0.00147774+0.00348767j 0.00171336+0.000650385j 0.00283907+0.000881565j -0.00156213-0.0047786j -0.00514601-0.00431724j -0.00532236-0.00277177j 0.00121785-0.00227831j 0.00183779-0.00662277j -0.000257946+0.0042696j 
