-0.0620719+0.124896j -0.116064-0.0518643j 0.13005+0.213065j 0.252382-0.0855637j 0.0563928-0.0465022j -0.161583-0.0899863j 0.0695805+0.279383j -0.109897+0.140075j -0.0720355+0.0995098j 0.0848894+0.234773j -0.210167+0.0139751j -0.160205+0.0124974j 0.183174-0.160528j 0.028624-0.0308868j -0.00242683+0.0363735j 0.192506+0.034937j -0.0590583+0.0372715j 0.0690512-0.0922152j -0.0255954-0.0487131j -0.00438207-0.0370724j -0.0392587-0.249069j 0.12641-0.0823696j -0.0268019-0.063962j -0.0262757-0.107551j -0.0558177+0.0261425j -0.185165-0.029427j 0.0125462+0.0806906j -0.179296+0.00456433j 0.27474-0.0731325j -0.0478345-0.2807j 0.0921366-0.0346662j -0.0424899-0.110872j -0.0885948+0.137928j -0.142972-0.0891376j -0.0517006+0.0199637j 0.0339186+0.0441223j 0.0126041-0.0638163j -0.0511552+0.0203823j 0.00590276+0.0073223j 0.0403103-0.0369976j 0.0132708+0.0273625j -0.0131363+0.030906j -0.0184054-0.0235999j -0.0467038-0.00455511j -0.00464559-0.0264725j -0.00440736+0.00958714j -0.0373663-0.02563j -0.0105849-0.0316722j 0.015604+0.0207887j -0.00334738-0.0228836j -0.018654-0.00995567j 0.018574+0.0123257j -0.0196684-0.00692875j -0.0110129+0.0115895j -0.00138028+0.018767j 0.0280347-0.0205543j -0.0238688+0.0108949j 0.00346578-0.0218964j -0.00179525+0.018324j -0.00712023+0.011846j -0.0216858+0.00601709j 0.00500019+0.0109947j 0.0131409+0.0227088j -0.0166791-0.0300631j 0.00815647+0.0126432j -0.00649403+0.00271821j 0.031373+0.019219j -0.000500484+0.0355693j 0.0279741+0.00939196j -0.0176132+0.03362j 0.0318464+0.0344957j 0.0289203-0.033512j 
0.00026266-0.000605158j 0.000181037-0.000860847j 6.50146e-05-0.000437187j 0.00203254-0.00053981j 0.000115907-0.00125218j 0.000182211-0.00443391j 0.00067341+0.00077617j 0.00205594-0.000185836j -0.00725167+0.0054163j -0.000934115+0.00489438j 0.00700025-0.00131483j 0.00536393+0.0117575j 0.000645671+0.00577817j -0.0122509-0.0103578j -0.00387745-0.00457826j -0.00777111+0.000854967j -0.0112933-0.00902452j 0.00790955-0.0027023j 0.00058361-0.00484875j -0.00863025-0.000222689j -5.15989e-05-0.00772742j 0.00199788-0.00340861j -0.000643595+0.00473347j -0.00609277-0.000355203j 0.0056167+0.00188268j 0.00195904+0.00128647j -0.000500235+0.000375994j -0.00113159-0.00105484j -0.000180401-0.000274472j 0.000751112+0.000565802j 0.00201555-0.00063664j 0.00107933-0.00140622j 0.000276319+0.00084028j -0.000352381-0.0017888j -0.00258046-0.000409357j -0.00145764+0.00291914j 0.00300779+0.00426832j 0.000336369+0.00378548j -0.00214307+0.00674318j 0.00187922+0.00989086j 0.00438596-0.00907085j 0.00994285-0.000975466j -0.00042054-0.00746178j -0.00880808+0.00432221j -0.00188828-0.00487233j 0.00290461-0.00443632j -0.00880293+0.0114121j 0.00354615-0.00724978j -0.00351089+0.00276071j 0.00842241+0.000611712j -0.00350911-0.0133292j 0.00474361+0.00408472j 0.00675991+0.00451027j 0.00476402-0.00510935j -0.00526094+0.00325289j -0.0066641+0.00316613j -0.00206967+0.00958365j -0.00666521+0.00618837j 0.00449991+0.0028075j -0.00506289+0.00716412j 0.00712493+0.00487957j 0.00554607-0.00827839j -0.00647105+0.00019902j 0.00368359-0.00339182j 0.0036923-0.00074872j -0.000145336-0.00225302j -0.00185667+0.00100699j -0.000131185-7.16271e-05j 0.000313399+0.00137669j 0.00145227+0.000966639j -0.000733567+0.000784533j -0.000358877+0.00118884j 
2.90328e-05+0.000246076j 0.000702167+0.00111632j -0.00113017+0.00193996j -0.00148969+0.000128857j -0.00195265+2.07646e-06j 3.91769e-05-4.79542e-06j 0.00119648-0.00469126j 0.00147537+0.000600714j -0.00877835+0.00545019j -0.00164453+0.00664804j 0.00464837+0.00336989j -0.000478165+0.00649387j -0.00116828+0.00306716j -0.00352814+0.00124793j -0.00128939+0.000717283j 0.00201862+0.00506561j 0.00546783-0.00367918j -0.00257864-0.000820994j 0.00422933-0.00128024j 0.00204371-0.000287227j -0.00394141-0.00168568j -0.00315219+0.00430177j -9.9873e-05-0.0025145j 0.00118739-0.00251571j -0.00429336-2.23573e-05j 0.00172198+0.00143715j -0.000714534+0.000644242j 0.00181722-0.000596255j 0.000137229+0.00018885j 0.00149878-0.00139177j 0.00142431+0.00010591j -0.00224314+5.43124e-05j 0.000506743-0.0016355j -0.0021327+0.00164037j 0.0015502+0.000353456j 0.00343854+0.000292314j 0.00384708+0.00245143j -0.000480454+0.00684382j -0.00027793+0.00600393j 0.00563849+0.00359234j -0.000417406-0.0156818j 0.00259705-0.00805978j 0.0019937-0.00311451j -0.0060376+0.00948958j 0.00901109+0.00453944j 0.00271544-0.00858849j -0.00304425+0.000862556j -0.000721028+0.00199889j -0.0154524+0.0118898j -0.00255282+0.00419071j 0.00134859-0.00939456j 0.0021604+5.69746e-06j -0.00553046+0.000479732j 0.004146-0.00477005j 0.00453562-0.0101637j -0.0010507-0.00224527j -0.00339731-0.00248412j -0.00633799-0.000804216j -0.00349042+0.00357686j 0.00660548-0.00547012j -0.00273027-0.00251269j -0.00436781-0.00131596j 0.000575682+0.00620727j -0.00288378-0.000364611j -0.00362971+0.000310483j -0.00154139+0.00318044j -2.51603e-05+0.00115071j -0.00231055-0.00296215j 0.00247618+0.000225339j -0.000623312+0.000104638j 0.000476679-0.0016295j -8.19041e-06+0.000441567j 
-0.000449925+0.000903627j -9.6638e-06-0.000389334j -0.00209996-0.000958618j -7.5373e-05-0.000828285j -0.00374853-5.26996e-05j -0.00377194+0.00137297j -0.00180151-0.00405732j 0.00224475+0.00282624j -0.00940983-6.53832e-05j -0.00014779+0.00590695j 0.00297654+0.00591701j -0.000516631+0.00623062j -0.000332445+0.00368052j -0.00736976-0.000409934j -0.00190171-0.000173713j -0.00264731+0.00650399j 0.000848137-0.00149013j 0.000585245-0.0021556j 0.00266306-4.20518e-05j 0.000165926+0.00107562j -0.00267701-0.00318876j -0.00153914+0.00260557j 0.00167878-0.000700718j 0.000276983-0.00318323j -0.00296289+0.000243094j 0.00380502+0.00227677j -0.00107149+0.000518225j -0.000397651-0.00250781j 0.000401143-0.00192715j 0.000553963+0.000864847j -0.000221816+0.000787651j -0.000513502-0.000124797j -0.000342451-0.000562487j -0.000823893-0.00109936j -0.00265083+0.000540517j -0.000155409+3.41724e-05j -0.00223677+0.000969112j -0.00319449-0.00275007j 0.000667389-0.00318494j -0.00540026+0.00362384j 0.00815235+0.00675908j -0.0063783+0.00651107j -0.0087493-0.00162705j 0.013633-0.00388742j -0.00355603+0.00749777j -0.00739997-0.00576766j 0.00276862-0.00509371j 0.00919348+0.00251565j 0.000248684+0.00114967j -0.00051616-0.00104678j -0.0044994+0.00251429j -0.00127093-0.00164117j -0.00412474+0.0025428j -0.00760146+0.000168039j -0.00437162+0.000630366j -0.00568483-0.00914313j 0.00606835+0.000787919j 3.61169e-05-0.00654123j -0.00217593+0.00362214j -0.00129851-0.00126466j -0.00303983+0.00161125j -0.00166172-0.00247703j -0.00210534+7.32756e-05j 0.0022166-0.00152404j 0.00442314-0.00175554j -0.00211963-0.00257482j 0.000458345+0.00173409j -0.0011974+0.00164046j -0.00153148-0.000630294j 0.00221695-0.000786713j 0.00121007-0.000193252j 0.00040007-3.31324e-05j 
0.00233716+0.00167609j 0.00255783-0.00198077j 0.00150733+0.00447856j -0.000153714+0.00122296j 6.24878e-05-0.000223072j 0.00272668+0.00312838j -0.00529684+0.00354223j 0.00150767+0.00240547j -0.00708042+0.00831526j -0.00185039+0.000984104j 0.00824524+0.00129617j -0.00431908+0.00442442j -0.00234492-0.0030874j -0.000989952-0.00141109j -0.00202419+0.00333671j -0.00706534+0.00352086j -0.00583948+0.00176172j -0.00319514+0.00386243j 0.0016839+0.000593372j 0.00333945-0.012035j 0.00125497+0.00585941j 0.00397982-0.00128578j -0.00456349-0.00136833j -0.00493881+0.00316587j 0.00354331-0.00539712j -0.00328146+0.000609791j 0.000611994+2.43908e-05j 0.00151025+0.00205393j -0.000319685+0.00548215j -0.00113074-0.000524124j 0.00266804+1.89112e-05j -0.000827279+0.000258094j -0.0051961-0.000641908j 0.000796787-0.00257626j 0.000281973-0.000290443j 0.000342608+0.00408295j -0.00514666+0.00518352j -0.00293531-0.00189956j 0.000277364-0.000171607j 0.00192235-0.000221972j 5.94578e-05+0.000640204j 0.00506082+0.0012014j -0.00354454-0.00115025j 0.00377127-0.000780326j -0.00382947-0.00639175j 0.00708981+0.0127489j 3.26026e-05-0.00649842j -0.00538448-0.00126898j 0.012039-0.0165767j -0.0101019+0.00193378j 0.000875951-0.00476961j 0.00213505+0.00741977j 0.00752873+0.000200428j -0.00680409-0.00517158j 0.00418055+0.00496558j 7.16448e-05+0.00476277j 0.00440815-0.000669195j 0.000597764-0.000800335j -2.18763e-05-0.000124113j -0.00817744+0.00252509j 0.00279696-0.00299391j 0.00228666-0.000367888j -0.000684487-0.00558916j -0.00339925-0.00183818j -0.00205895+0.00123289j 0.000283411+0.00390357j 0.00363468-0.00490768j 0.00279171-0.000893215j -0.000322382-0.00188094j -0.00267104+0.00218191j 2.22985e-05-0.00152115j 4.47073e-05-0.00165926j 
0.00372551-0.00112887j 0.00156432-0.00233822j 0.00123376-0.00140681j -0.00056465-0.00442714j -0.00370314+0.00432578j -0.00762028+0.00530242j -0.0094718-0.0045009j 0.00505312+0.0109436j 0.00303508-0.00596068j -0.00925183-0.000337939j -0.00194312-0.00213106j -0.00562054-0.007598j 0.00326181+0.00692332j 0.00107348+0.000849393j 0.00171115+0.00530657j 0.0002997+0.00492663j -0.00157482+0.00376585j 0.00631185-0.00769863j -0.00459347+0.00439815j 0.00105637+0.00385517j 0.000541886+0.00268049j -0.00406684+0.00170117j 0.00147861+0.00556846j 0.000760017-0.00799962j -0.00289326-0.00128294j 0.00856625-0.002939j -0.00152098+0.000677664j -0.00293076-0.00195795j -0.00222981-0.000411558j -0.00308826+0.00332095j -0.00114414+5.81045e-05j 0.00571362-0.00144328j -0.00339325-1.49285e-05j -0.00029228-0.00010312j -0.00301686+0.00505557j -0.00167009+0.00654224j -0.00668055+0.00190659j -0.00560253-0.00572971j 0.00597583+0.00107182j 0.00239437+0.00256496j 0.00141187+0.00378788j 0.00133519-0.0036608j -0.0042687-0.00609734j 0.0104619+0.0018168j -0.00656952+0.00491438j 0.000561369-0.00380589j 0.00587419-0.00121072j 0.000979663-0.00519164j 0.00237875-0.000596801j 0.0135522-0.00500442j -0.00274547-0.00254058j -0.0039422-0.00311105j 0.00243232+0.00104898j 0.00419658+0.00161788j -0.000655337+0.00419895j 0.00104215-0.00372666j 0.00529424+0.00733392j -0.00412425+0.00506106j 0.00255831+0.00311109j -0.00355826+0.00475251j -0.000803767+0.00250307j 7.45971e-05-0.000737431j 0.0012455-0.00262375j -0.00269656+6.36749e-05j 0.00624631-0.0010726j -0.0056437-0.00474377j 0.00151814+0.00153645j -0.00248994-0.000563471j -0.000113709-0.0011521j 0.000246516-0.00220854j 0.00205959+0.000392271j -0.00075064-0.00242031j 
0.00307037-0.00125526j 0.0025198-0.00249436j 0.00533464+0.000196885j -0.00548755-0.00263126j 0.00101579-0.00137087j 0.00410176-0.00133537j -0.00106024-0.00137914j 0.00615157+0.0038397j 0.00275276+0.00602933j -0.00754624+0.00339232j 0.00315321-0.0089631j 0.00151812+0.00404285j 0.00505221+0.00526194j 0.0026698-0.00452404j -0.00150083+0.0031042j 0.00494067-0.00240698j 0.000407467-0.00697486j 0.00326002-0.00300036j 0.000618757-0.00162113j -0.00097705+0.00303585j 0.00414761+0.00548393j -0.00603537+2.19136e-05j -0.00378194+0.00565653j -0.0024996+0.00127284j 0.00061989-0.00182897j 0.00310864-0.0007521j -0.00153908-6.48938e-05j 0.00161872-0.00080016j -0.00337635+0.00291208j -0.00208174+0.000566599j -0.00178701+0.00122233j 0.00244664-0.00321797j -0.00386612-0.000102725j -0.00297586+0.000528578j 0.000421456+0.0016186j -0.00260067+0.00881734j -0.0111553+0.0040743j -0.00777355-0.00457549j 0.00326371+0.00272903j 0.00503762+0.00613047j 0.0010715-0.00463882j 0.00211035-0.00407951j -0.00529517-0.00839438j 0.0124699+0.007034j -0.00261613+0.00395135j 0.00433501+0.00113226j 0.00562526-0.00788682j -0.000291859+0.000862145j 0.00209364-0.0044568j 0.00215129+0.00250654j 0.00311058-0.00718071j -0.00291531+0.000397036j -0.00341685+0.00386568j -0.00121587-0.00210694j 0.00440034-0.0017549j -0.00176997-0.00427968j 0.00576039-0.00032769j -0.00326837+0.00187612j -0.0017341+0.00553075j -0.00323366+0.0035413j -0.000545691-0.00124344j -0.00194434-0.00235985j 0.00425627-0.000772324j -0.00467662+0.00120301j -0.0022033+0.000182264j -0.00258512+0.00188715j 0.00556991-0.000463247j -0.00262934-0.00269964j -0.000418314-0.00328988j -0.0028839-0.00118554j 0.00149573-0.00089798j -0.000592024-0.00203343j 
-0.00846736+0.00303451j -0.00197662+0.00527612j 6.48731e-05-0.00229703j -0.000976534+0.00204629j 0.00292065-0.00479922j 0.00817178-0.000129349j 0.00771043+0.00967208j -0.00228538-0.0134119j 0.00150804-0.0030243j 0.0114202-0.00553506j -0.00773827+0.00636844j 0.00550065+0.00519744j 1.5453e-05-0.00265967j -0.00132505+7.97048e-05j -0.000542316-0.0033531j 0.000702603-0.00412343j -0.000812541+0.00296996j 0.000697184+6.91764e-05j 0.00452717+0.00296662j 0.00107574+0.000456725j -0.00172765-0.000205847j 0.00504995-0.0025674j 0.00119045-0.00343037j -0.00016281+0.00397349j 0.00212697+0.00221236j -0.00711868+0.00145334j 0.00233056+0.000208609j 0.00129736+0.000301265j 0.000703876-0.0022753j 0.00260408-0.00535784j -2.38022e-05-0.0010529j -0.00516145+0.00540396j 0.00225866+0.00192928j 0.000922959-0.00399545j 0.00308962+8.40996e-05j -6.01227e-05+0.00408995j -0.0086915+0.00245524j -0.00474276-0.00206224j 0.000849133+0.00133331j 0.0028597+0.000928632j -0.00337786-0.00142552j 0.00506619+0.000752688j 0.00304165-0.00331986j 0.00488589+0.0016656j -0.00255181-0.00499534j 0.00496633+0.000835548j 0.0018507-0.0068976j -0.00044496+0.0016889j -0.00305798-0.00159446j 0.00333286+0.00617531j -0.00139451-0.00363101j 0.00135797-0.00126346j -0.0040034+0.00199224j 0.00344896+0.000913271j -0.000843036-0.00180021j -0.00263683-0.00186576j 0.000938672+0.006755j 5.71489e-05+0.00495278j -0.00400708+0.00397871j -0.0032753+0.000103462j 0.00173068-0.00435901j 0.00209925-0.00114738j -0.000657681-0.00186148j -0.00265444+0.000163658j -0.00178369-0.00134439j 0.00258159+0.0029634j 0.00255752-0.00134524j -0.00372154-0.00188151j 0.000148064-0.000721023j 0.000440095-0.000738715j 0.000658911-3.69917e-05j -0.000982471+0.000791091j 
-0.000672345-0.000609835j -0.00323715+0.00195318j 0.00376085+0.000428085j -0.0011731+0.00113543j -0.000184596-0.000262678j -0.0033515+0.00351706j -0.00299894-0.00166306j 0.00322854+0.00133505j -0.00177923-0.00193944j 0.00126469+0.00275924j 0.00554275+0.00345632j 0.00122666+0.00396275j -0.00475671+0.00202057j -0.00294357+0.00342241j -0.00452233-0.000378611j -0.00519781+0.00416167j -0.00292905+0.00506785j 0.000628883+0.000155579j -0.000305134+0.00190008j 0.000681385-0.0049176j 0.000632189+0.00553424j 0.000389242+0.000438002j 0.00126026+0.000634831j -0.0018452+0.00299752j -0.00149823-0.000342421j 0.00099552+0.00278797j 0.000212969+0.000780622j 0.00268378-0.00272124j 0.00066618-0.0012889j 0.0005027-4.20601e-05j -0.0029725+0.00103371j -0.00238957+0.000799422j -0.00352228+0.00138141j 0.0019123+0.00219267j 0.00175721-0.00177484j -0.00121027+0.00404514j 0.000634792+0.00445332j -0.00210897+0.000249992j -0.00353917-0.00040045j 0.000805806+0.00534838j 0.00467143-0.00940469j 0.00047444-0.00499898j -0.0107395-0.00300196j 0.00695486+0.0106231j 0.0023646-0.00866956j 0.00584705-0.00382561j -0.00275214-0.00523893j 0.0055818+0.00289638j 0.00399634-0.00227744j -0.00578744+0.0079734j -0.00146166-0.0101947j -0.000227832+0.0049688j 0.00327561+0.00258551j -0.0150323-0.00516946j -0.00237939-0.00461897j -0.00105151+0.00170332j -0.0045229-0.00692195j -0.00414879-0.00743982j -0.000121913+0.00353833j -0.00124919+0.000944083j -0.00461551+0.00529946j 0.00548048-0.0063j -0.00218998-0.000531871j 0.00208644-0.0017578j -0.00246871+0.00151948j 0.00212784+0.00164765j 0.00441262-0.0021174j -0.00241091+0.00205859j -0.00114521-0.00315993j -0.000824006-0.000168055j 0.00130785-0.000323561j 0.000248581-0.00156139j 
0.0109847-0.00268206j 0.00312357-0.00841293j -0.00081067+0.00546214j 0.000583533+0.000279433j 0.000891205+0.00504696j 0.000190563+0.00299112j -0.00683911-0.0010719j 0.000669142+0.0102775j -0.00600022+0.00911484j -0.0036346-0.000586745j 0.00988792-0.00850022j -0.00701279-0.00909663j 0.00161567+0.000251564j -0.00206423+0.00017629j 0.00366636+0.00220841j -0.00109474+0.00258367j 0.00436867-0.00434632j -0.00173961+0.00440914j 0.000191309-0.00684264j -0.000328003-0.00178227j -0.00454194-0.00633794j -0.00519377+0.00243219j -0.00170157+0.000450182j 0.000273797-0.00265242j 0.00150515-0.00313588j -0.00274696-0.00425715j -0.00312795+0.00147248j -0.003406+0.00396277j -0.00104119+0.00443765j -0.00645727+0.0061794j -0.000423012-0.000370632j 0.00816262-0.0047722j -0.00443576-0.00300629j 0.00246095+0.00156561j 0.00361242-0.000839667j 0.00232783+0.00347631j 0.00218382+0.0041892j -0.00282737+0.00024044j 0.00152035+0.00306622j 0.00678964-0.000733571j -0.00154603-0.00750543j 0.00100364-0.00703859j -0.00270734-0.00610066j 0.00598263+0.00654661j 0.00285238+0.00353897j 0.00415663-0.00173203j -0.00303436+0.00101351j -0.00264417-0.00250221j 0.00013482+0.00262321j 0.00339599-0.00198583j -0.00362197-0.00636415j -0.000116835+0.00066164j -0.00186789-0.00408088j -0.000405061+0.000369788j 0.00194607-0.000833037j 0.00248159+0.00101222j -0.00222751+0.000480707j -0.0026687+0.00346531j 0.00135908+0.00171422j 0.000142802+0.00278971j -0.00237322+0.00224258j -0.00187542-0.00198828j 0.00116967+0.00238721j -0.00299798+1.16826e-05j -7.79581e-05+0.00171501j -0.000377872-0.00109475j 0.00296505+0.00152273j 0.000225941-0.000633503j 0.00300311+0.000676458j -0.00162113+0.00015753j 0.000193129+0.000633616j -0.000160013-0.00189559j 
-0.00377549-0.010586j -0.0202989+0.00965346j 0.00510271+0.000979536j 0.00300961+0.00290151j -0.000860227+0.00671487j -0.00992051+0.00883255j -0.00339173-0.0032928j 0.00410134+0.0116683j 0.0139591-0.0205029j 0.00345466-0.00460169j 0.0139039+0.0068409j 0.00961874-0.00421145j -0.00465772+0.00448555j 0.00105718+0.00340965j -0.00534491-0.0168666j 0.00156387+0.00223616j 0.00331834-0.00154283j -0.00144038-0.00142736j -0.00590251-0.00508085j -0.00282692+0.00108159j 0.000957018+0.00379176j 0.000362659+0.00346872j 0.00549391+0.00404551j -0.00490541+0.0071892j -0.00355257+0.0057921j -0.00394186+0.00350254j 0.000910792+0.00331722j 0.0070697-0.00579698j 0.00664771-0.011183j 0.00214219+0.00343373j -0.00822794+0.0108566j -0.00642125+0.00174672j 0.000414918+0.00712492j 0.00557308+0.00223976j -0.00143519+0.00226857j -0.0035974+0.00273174j -0.0033044+0.00449754j -0.000342388-0.00134203j 0.0004754+0.00033142j 0.00371801-0.00198011j -0.00291207-0.00216342j 0.0107177-0.00407187j 0.00021187-0.00630731j -0.00267901+0.00263493j -0.00441315-0.000550724j 0.00748577+0.00323017j 0.000734072-0.0110253j -0.00109948-0.000474643j 0.00113521+0.00258037j 0.00623041-0.00358633j 0.000864504+0.00049172j -0.00378615-0.00321391j 0.00385351+0.00639301j 0.00282169-0.00200676j -3.64976e-06-0.000474297j 0.000657748-0.00509533j -0.000370037-0.00369232j -0.000863966+0.00630238j -0.001387-0.00260429j -0.0012361+0.002128j 0.000316985-0.00311758j 5.31852e-05-0.00221494j 0.000854062-0.000501999j -0.00465638-0.000425055j 0.00143675-0.00325498j 0.00148888-0.00309017j 0.00215115-9.23384e-05j 0.000140735-0.00147667j -0.00407787-0.00119772j -0.00194351-0.000606801j 0.00208592+0.00119434j 0.000186302-0.000388136j 
0.0145057-0.00949254j -0.00421544-0.00556021j -0.000708295+0.00275673j -0.0025365-1.47575e-05j -0.000331209+0.00327486j -0.000106742-0.000625291j -0.00272971+0.000370156j 0.00296135+0.00997132j -0.0074726-0.00439912j -0.000619422-0.00939125j 0.0119895-0.00439546j -0.00662032-0.0151222j 0.00181757+0.000953603j -0.00287477+0.0017265j 0.00370768+0.000265622j -0.00616394+0.000301896j -0.00233107+0.00519674j 9.66007e-05+0.00777105j -0.00127085-0.00277457j 0.00187649-0.0068976j 0.000473397-0.00454366j 0.000376213+3.93565e-05j -0.00125026+0.00582856j -0.000765849-0.00126785j -0.000632037-0.0011523j -0.00610823-0.0026207j -0.00465727+0.00541653j -0.000998187+0.00385984j 0.00415228-0.00126014j -0.0068117+0.0102668j -0.00823246+0.00231831j 0.00630824-0.00677962j -0.000454314-0.00133407j 0.00135311+0.0042353j 0.00144393-0.00639895j 0.00439644-0.00336135j 0.00921361+0.00078848j -0.000796542+0.00519375j -0.00349991-0.00147271j -0.00475418-0.00139457j 0.0070742+0.00229666j -0.00150527+0.00240258j 0.00118975-0.000742231j -0.00190644-0.00184552j 0.00710923+0.000496j 0.000875434+0.00192602j 0.00127036+0.00214815j 0.00392814+0.00452518j 0.00571806-0.000816365j -0.00992124-0.00322473j 0.00799249-0.00010297j -0.00320727+8.78913e-05j -0.00386557-0.00440772j -0.000993826+0.00412744j -0.00318049-0.00205912j -0.0017354-0.00316521j -0.00357506+0.000906505j 0.00354456-0.00226116j -0.000768526-0.00481618j 0.00136048+3.0852e-05j -0.000887929+0.00657959j 0.00141475-0.00230866j -0.00233717+0.00131146j 0.00612633-0.00158561j -0.0051189+0.00230378j 0.00484135-0.000803519j -0.000172277-0.00137268j -0.00104253+0.000892473j -0.000380624+0.00118945j -0.000372279-0.00103699j -0.00109262+0.00185341j -0.00130022+0.00102153j 
0.00575286-0.00615948j -0.00280581+0.000853538j -0.00173983+0.000377043j -0.0057374-0.00211595j -0.00302818-0.000651265j 0.000245281-0.0038748j 0.00179115-0.00201307j 0.00357488+0.00569972j -0.00379474-0.0046588j -0.00250917-0.00423643j 0.00346095-0.00300789j -0.00160811-0.00390779j 0.00317965+0.00407975j -0.00268439-0.000296646j 0.00160619+0.000905658j 0.000175382+0.000604546j -0.000387077+0.00280054j 0.0016621+0.000528663j 0.000675576-0.000188101j 0.000771686+0.000575727j 6.64648e-05+0.000375694j -0.00158431+0.000491352j -0.00189155+0.00605558j -0.00167001-0.00113193j 0.000394241-0.0013385j -0.00244067-0.00297932j -0.00444958+0.0039352j 0.00253297+0.00258854j 0.000383755-0.00101662j -0.00125023+0.00166165j -0.00054885+0.00170842j 0.00257767+5.18645e-05j 0.000989037+0.00169406j -0.00461394+0.00155778j -0.0101673-0.000777976j -0.0109932-0.0064391j -0.00133478-0.0201768j 0.00837932-0.0051502j -0.00146805-0.00845466j -0.00761145-0.0011303j -0.00113157+0.001666j -0.0136072+0.00143512j -0.00577526+0.00129752j -0.00525918-0.00776195j -0.00332738+0.00604825j 0.0020011-0.0114577j -0.00811588+0.00170672j 0.00826514+0.00190032j -0.00870052-0.00666457j -0.000537663+0.00484825j -0.00179166+0.0053119j 0.000430293-0.0112843j 0.00290995+0.000709326j 7.25813e-05-0.00306005j -0.00660289+0.0014109j 5.1589e-05+0.0022767j 0.00692151-0.00027181j 0.00246535-0.00119668j -0.00479132+0.0022752j -0.00307411+0.00180804j 0.00327042+0.00126494j -0.000358023+0.00619555j 0.00179542-0.0019803j 0.000312519-0.00163398j -0.000812879-0.000819224j -0.000947716+0.00294509j 0.000860243-0.00071777j 0.00077809-0.000243768j 0.00452133-0.00134384j 0.000603179-0.000753146j -0.00169763-0.00230943j -0.00296288+0.00120777j 
0.00319718-0.00292433j -0.00278219+0.00176546j 0.000291424+0.00222279j -0.00315049+0.00291229j -0.00447438+0.000913691j -0.00202409-0.00208891j 0.00582847-0.00380288j -0.00162609-0.000552039j -0.00515555+0.00251137j 0.00443013-0.000150063j 0.00545923+0.000964535j 0.00459873+0.000596659j 0.00164016+0.00155263j -0.00481249-0.000665598j 0.000300129-0.00137764j 0.000466862-0.000290675j 0.00016625-0.00266037j -0.00356224+0.0046247j 0.00366953-0.0034633j 0.00124812-0.000987822j -0.00158503-0.00690247j 0.00320173+0.0025197j -0.00197141+0.00126156j -0.000478352-0.00149864j -0.0045932+0.00265572j -0.0027114+0.00234713j 0.00160081+0.00241545j 0.00272738+9.83203e-05j 0.00293831+0.000289058j 0.00131551-0.000443048j -0.00136673-0.00062428j -0.00237009-0.00155118j -0.000829947-0.00290703j -0.000432168+0.00370999j -0.00437438+0.00274077j -0.00132229+0.000202693j 0.00816552-0.00279303j 0.0104092+0.00507254j 0.00130528+0.00434401j 0.00403286-0.00519054j -0.0102823-0.00783621j 0.000161398-0.00710606j 0.0068926+0.00175047j -0.0115674+0.0106047j 0.00455593-0.00631427j 0.00515989-0.00168253j -0.00406462+0.00744807j -0.00415787+0.000348491j -0.00345006+0.00694189j -0.00222222-0.00325653j -0.00155908-0.00429253j 0.004018-0.000140914j 0.00146636-0.000736651j 0.00673151-0.00592397j 0.000672988-0.0011104j 0.00366545+0.00592692j -0.00317305-5.45306e-05j -0.004904+0.00341303j 0.000775989-0.00236579j 0.00331683-0.00325749j 0.000334866-0.00380923j -0.000649519+0.00193789j 0.0040703+0.00308663j -0.000894851-0.000323409j 0.000396597+0.00409763j -0.00212013+0.00573206j -0.003162-0.00321879j 0.00441501-0.00106065j 0.00231541+9.53198e-05j -0.000760394+0.00193078j -0.000590273-0.000859118j -0.00088832+0.000123662j 
