0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
0.106804+0.0306025j -0.0105172+0.0354403j 0.0275201+0.0727324j 0.0141507-0.015822j -0.0276502-0.0986475j -0.0661102+0.00105717j -0.00185235+0.106985j -0.0408897-0.0416916j 0.0354233-0.0573169j 0.0751218+0.0702575j -0.0392116-0.034364j -0.0690673-0.00777401j -0.000782786-0.0742869j 0.0756525+0.0847938j 0.00993928+0.00997644j -0.0304862-0.000939987j 0.0208194+0.00355948j -0.0108995-0.0081492j -0.0281184+0.0470346j 0.0196651+0.0257438j -0.0312747-0.00385991j -0.0114823-0.0440953j -0.0217199+0.0187824j -0.016025-0.0307238j 0.0199475+0.0193777j 0.030302+0.0640171j 0.00601216-0.00538343j 0.0563278-0.0267614j 0.024476-0.00852405j 0.0822558+0.0106304j -0.0199303-0.0832462j 0.00187804-0.026589j -0.0305097+0.0192682j 0.0382806+0.00215749j -0.0397638-0.0103076j 0.0932114+0.0742715j 0.0132125+0.0548953j 0.0441971-0.0351554j -0.0575779-0.0269252j -0.00764922-0.0576049j 0.0214021+0.0483999j 0.010784+0.0116297j -0.0125949-0.0173789j -0.0248205-0.127827j 0.0231704-0.0796674j 0.01256-0.0262601j -0.0243716+0.0194929j 0.0709435+0.00785558j -0.0646822+0.0247769j 0.0468098+0.0331758j 0.0291423-0.021597j -0.0118236+0.037816j -0.0359553-0.0248533j 0.00381486+0.094022j -0.0224281-0.0284308j 0.0193871+0.0455544j -0.0267899-0.0678809j 0.0123123+0.071007j 0.0572659-0.0168941j -0.0233283-0.0124839j 0.00517693+0.0253229j -0.0182402+0.0559779j 0.0906267-0.0896271j 0.0211519-0.00801428j 0.0124844+0.00100428j -0.0420161-0.0424726j 0.00655241-0.0243656j 0.0121006+0.0780264j -0.00127955+0.0272543j 0.0049033+0.0558382j -0.0287788-0.0209499j -0.00139455-2.98612e-06j -0.000991126-0.0278802j 0.0160271-0.0462608j 0.0118797+0.021734j 0.0201077+0.00615144j -0.051983-0.0188445j -0.000609313-0.00235521j -0.00159517+0.0223995j -0.0473451+0.0510542j -0.0386907+0.0546375j -0.0813479-0.0265899j 0.00575476+0.0160685j -0.0548477-0.0361606j -0.024586-0.0614588j -0.0107756+0.00748008j -0.0357007+0.018421j 0.0152871-0.0275853j -0.0281231+0.00389639j 0.00673611-0.0508119j -0.0213274-0.0108744j -0.0360175+0.0243712j 
-0.0453164-0.0453199j -0.00114039-0.0120969j 0.0462939-0.0105029j -0.0286293-0.0311234j -0.0146976+0.0152274j 0.013639-0.0209907j 0.0397544-0.0183845j 0.0168626+0.0302169j 0.00739265-0.0166981j -0.0399742-0.00567414j 0.044133+0.0157584j 0.041962+0.041124j -0.0307777+0.0419529j -0.0118081+0.0105049j -0.00823686-0.0135603j 0.00514304+0.0381407j 0.0017148-0.00835639j -0.0432602+0.0375796j 0.0118226-0.0221531j 0.0121607+0.0236837j 0.0438034-0.0214516j 0.00149473+0.00120346j -0.0110744+0.030256j 0.00260813+0.00878145j -0.00995494-0.0155759j 0.023817-0.0372755j -0.0117874+0.00117765j -0.0199063+0.00152154j -0.0013589+0.00954927j -0.0215826+0.00155879j 0.0280733+0.0309501j -0.00393668+0.00756648j 0.00839314-0.0228043j -0.00656366+0.00519877j -0.0171423+0.0310284j -0.0215249-0.00327004j 0.0273006-0.0367754j 0.0140459+0.0267913j 0.000967158+0.00706571j 0.0432288-0.0314858j -0.0271134-0.00544107j 0.00852355+0.0040489j -0.0522398-0.0204019j -0.0193528+0.000889289j -0.0163084-0.0444591j -0.0467066+0.0260864j 0.026457+0.019372j -0.014605-0.0460081j 0.0819138+0.0137401j -0.0157521-0.0224274j -0.0335918+0.0177681j 0.032466-0.019507j 0.041551-0.037814j -0.00561423-0.0125565j -0.00238933+0.0156466j 0.0625498-0.0595544j -0.0727491+0.067656j 0.0120643-0.0562568j 0.00508699-0.00614482j -0.0218664-0.00796759j -0.0524584+0.0330422j -0.0072391-0.0350132j -0.0233969-0.0913887j 0.0217813+0.0435901j 0.0316399-0.00809334j -0.0282404-0.00668039j -0.020613+0.0256805j 0.00960457-0.0349894j 0.0458914-0.0202541j 0.0177484+0.0324086j -0.00770126-0.00580751j -0.0374631+0.0261247j -0.026806+0.00458288j -0.0238561+0.00997279j -0.0271374+0.00880535j 0.0412988+0.0251069j -0.0192184-0.00152186j 0.00382187-0.00878846j 0.0126789-0.0217446j 0.0487997-0.0388454j -0.008592-0.0106997j 0.0121813+0.0149825j -0.041161-0.0242902j 0.00912507+0.0363147j -0.0311757+0.00172021j 0.0238775+0.0137728j -0.035018-0.0338633j -0.00328835-0.0110058j 0.0104077+0.0244387j -0.0144085+0.018422j 0.017641-0.0158438j 0.0191957-0.0191176j 
0.0250307+0.0420851j -0.0225376-0.0118372j -0.0184882-0.0645847j -0.0293555+0.00801445j -0.00243005+0.0223407j 0.0430921+0.046258j 0.00801043-0.00623962j -0.0321213-0.0196839j 0.00929467+0.040382j 0.0126974+0.00614654j 0.0135657-0.00383847j 0.0110307-0.0177823j -0.0187243+0.0379489j 0.0139393+0.00245355j -0.00681459-0.00813811j 0.0303182-0.0266646j -0.058669-0.0086432j 0.00151166-0.0531199j -0.000509366-0.00748905j -0.0157397+0.00682405j -0.0189892-0.00631838j -0.00118401+0.0195837j 2.06402e-06-0.0238547j -0.0300388-0.0101949j 0.021652+0.00911304j -0.0242523+0.0413232j 0.00260053+0.0261122j 0.0282515-0.00648694j 0.0201189-0.0105922j -0.0340011+0.00195144j 0.00468283+0.0157704j -0.0290033-0.0144141j 0.0158801-0.00502563j -0.0247543-0.0032757j -0.011775-0.000448238j -0.0110383+0.0531506j -0.00581956+0.0243725j -0.0268574+0.0597629j -0.00505034-0.0153728j 0.0293616+0.0167748j 0.0189158+0.0285973j 0.0281658+0.0211738j -0.029635-0.0358868j 0.000883062+0.0783306j -0.0345343+0.0190214j -0.00169365-0.0214757j 0.0106088-0.00165354j -0.00417513+0.0315979j -0.0171573+0.0407375j 0.00916963+0.00317903j -0.0122168-0.0116804j -0.0265647+0.00673273j 0.0259639+0.0290159j 0.049065+0.0241504j 0.0478194+0.0214721j -0.0421411+0.0220706j 0.0100081-0.0540228j -0.00910729+0.00369148j -0.0207604-0.0330339j -0.0339728-0.03682j 0.0679136+0.00191604j 0.0450137-0.0523996j 0.00137746+0.00364744j -0.00506889-0.0495173j -0.0308114+0.0335397j -0.0229772-0.0499694j -0.0438422-0.00993624j -0.0261454+0.0309894j -0.00441617+0.0164288j -0.00955641-0.0124403j 0.0258006+0.02854j 0.00258684-0.0175392j 0.0123957-0.0122512j 0.00417463-0.00636205j 0.0109248+0.0183368j -0.0458257-0.0201332j 0.0231714-0.0104337j 0.0238858+0.0137286j 0.0367931-0.0151724j 0.00231535-0.00128925j -0.00753443-0.0321171j -0.000935776-0.0262568j -0.00574572+0.039135j 0.00192232+0.0516888j -0.00495499-0.000108744j -0.0185713+0.0143065j 0.0435551-0.00842274j 0.0155377-0.021088j 0.0143394-0.0208449j -0.000647531+0.00479301j -0.00741213+0.0132468j -0.0439108+0.0346581j 
-0.0199504-0.0123994j 0.019779-0.0179203j -0.0194263-0.030772j 0.0187615+0.00424858j 0.0171448+0.00581196j 0.0298316-0.032932j 0.0131011-0.0100796j -0.0245134+0.0173034j 0.00240683+0.033821j -0.0201975-0.0178023j -0.0297453+0.0403768j 0.000897555-0.0190072j 0.0613261-0.00606865j -0.0436731-0.050944j -0.0174347+0.0113015j -0.0148872+0.0107757j -0.0205785-0.00664127j 0.00828364+0.00557619j 0.0167209-0.0260773j -0.0247357+0.0052973j 0.0162028-0.0293119j 0.0197698+0.0109262j -0.0469069-0.0160162j -0.00565909+0.0213572j 0.0229857+0.0122559j -0.0368734-0.0202832j 0.0119174+0.0111975j -0.0076367+0.0338825j -0.00135663+0.00196972j -0.0145185+0.0219096j -0.00576752+0.0212643j 0.00695248+0.00435578j 0.0134756-0.00416068j 0.015009-0.0173023j -0.00691784-0.0218953j -0.0067142+0.00652822j 0.0148972-0.000189368j 0.0159129-0.00900702j -0.00286696+0.0428659j 0.00866058+0.00243469j 0.030354+0.00213773j -0.0370697-0.00339676j 0.031938+0.00593034j 0.0497298-0.00619097j 0.0130434+0.00551325j -0.000719003+0.00450572j -0.00830857+0.0406761j 0.0422992-0.0162383j 0.050834+0.00561239j -0.00855837-0.0153408j 0.0112745+0.0342002j 0.01881-0.0332722j 0.0150685-0.0246547j 0.0733784+0.0199454j -0.0237635+0.00555656j -0.00437301+0.00428004j 0.0121154+0.0437777j 0.0400251+0.0141927j -0.02176+0.0261109j -0.0186504-0.0129754j -0.0361592+0.0162291j -0.0465453-0.0235978j 0.00580338+0.0375608j 0.0260695+0.0248553j 0.0168179-0.00538928j 0.0346823+0.0480018j -0.0328137-0.0808908j 0.0396333-0.0619099j -0.0205613-0.00729937j -0.0385334-0.0293684j 0.0206083-0.0642108j 0.0307632-0.0104143j -0.0157915+0.0537496j -0.0180559-0.0212985j 0.0508558+0.0148137j -0.0116763-0.0106938j 0.0379996+0.0257332j -0.016879-0.00238985j -0.012257+0.00961124j 0.0160009-0.00547746j 0.0777296-0.0298837j 0.00449228+0.0448157j -0.0482403-0.000827377j 0.0192535+0.0658728j 0.00832946-0.0171064j -0.00868359+0.0300693j 0.0276043+0.0355144j 0.0291139+0.00586847j -0.0149171-0.0213015j -0.0122478+0.042277j -0.0160789-0.00613268j -0.00679997+0.00921837j 
0.0361491+0.0475039j -0.03456-0.0029731j 0.0517143-0.0434221j -0.0370456-0.0815948j -0.00285004+0.00936776j 0.0519911+0.0118432j 0.0267229-0.0623646j 0.0125766+0.0754133j 0.00460653+0.0319082j -0.0474011+0.000388741j 0.0542819+0.0295822j 0.0188876+0.0156034j -0.0572628+0.0105968j 0.0402677+0.0141342j -0.0149264-0.0300715j 0.0223727+0.0434389j -0.0328279+0.00206751j -0.0184913+0.0117829j 0.0088785+0.0106578j -0.0109517-0.0120819j -0.0452083-0.00847205j -0.00742306-0.00922307j 0.0174754+0.0108148j -0.0102656+0.0323986j -0.00486168-0.0109393j 0.033739-0.0194738j -0.0326117+0.00273604j -0.0133517-0.0187201j -0.00348478+0.0202319j -0.0389752-0.0181857j 0.0225845+0.0393333j -0.024054+0.000767419j -0.0053024-0.0128924j -0.0080078-0.00263575j 0.00544462+0.0243696j -0.00652374-0.00937137j -0.0274386-0.0553989j -0.0193054+0.0548717j 0.0276896-0.00327337j 0.00243365+0.00942727j -0.0149621-0.0204593j 0.0615501+0.0164477j -0.066978-0.0249981j -0.0346326+0.0334441j -0.0174962-0.0386224j 0.00233894-0.00271266j -0.0218246+0.00501508j -0.0632663-0.0491773j -0.0467974+0.0309244j 0.0481088-0.0189265j 0.00761371+0.059416j -0.00793571+0.0116111j 0.060054+0.0268755j -0.0285732+0.0257407j 0.0540069-0.0123226j 0.0139641+0.0523006j -0.00243578+0.00837242j -0.0155596-0.0377742j 0.0262533-0.0450231j 0.00597502+0.0146405j 0.0292613-0.00420115j 0.0273803-0.0242074j -0.00470548-0.0766902j -0.0117225-0.0205892j -0.069626-0.0652809j -0.0121168+0.00798203j -0.0247887-0.00177152j -0.00120534+0.0240643j 0.073436+0.0405193j -0.0205635+0.0575911j 0.0487563+0.0004256j 0.00881237+0.00847515j -0.0381284-0.0320603j 0.00431161-0.00529832j -0.0541923+0.000974057j -0.0536717+0.0182702j -0.011553-0.0238965j -0.00151008-0.0748733j 0.0305605+0.00892715j 0.0493659-0.00934803j -0.0634088+0.00525535j -0.0184447-0.0446306j 0.0022675-0.0129325j -0.0318226+0.0144068j -0.0560495+0.000634265j 0.0450079+0.0155315j -0.00421303-0.0480275j -0.00110473-0.0226525j 0.00535363+0.00109282j -0.0230773-0.0174978j 0.00435006+0.0277188j 0.000533395-0.0236336j 
0.0443061+0.0399231j 0.0112251+0.0326777j -0.0293225+0.000444576j -0.00913552-0.00814975j 0.0225834+0.029731j 0.0364589-0.0626495j -0.0555546-0.0211712j -0.00332662+0.0279067j 0.011063+0.0230211j 0.0171682+0.0324863j -0.0387486-0.00154601j 0.0312786+0.0230542j -0.00702853+0.00816231j 0.00398349+0.00951384j -0.0117223-0.00275861j 0.00719411+0.00654085j -0.0312759+0.0181071j 0.0235994-0.00268635j -0.00129412-0.00798462j -0.008712+0.00378152j -0.0132892-0.00694718j -0.0136754-0.00989822j 0.0125757+0.015503j 0.00895288+0.0248621j 0.0100884+6.87086e-05j -0.0157177-0.00154762j 0.00950599-0.00428842j -0.0116475+0.00846838j -0.00142537+0.0167925j -0.0124262+0.0179616j -0.0118327+0.029452j -0.0145842+0.0121326j 0.035528-0.041857j -0.0167216+0.0126566j -0.021974+0.00552329j -0.0119089-0.0288678j -0.00980332-0.0191454j 0.0175013+0.0293577j -0.0123181-0.00155609j -0.0129867+0.0158067j -0.00688972-0.00237885j -0.00435699+0.0307632j -0.0030939-0.0198057j -0.00989001+0.0235614j 0.000849409+0.0200097j 0.0165487-0.0101429j -0.0236564-0.014422j 0.00289702+0.0201557j -0.00640112+0.00316357j -0.0046205+0.00333111j 0.00447072+0.042617j -0.0294818-0.00952068j -0.00757846+0.0147368j 0.0123776-0.0041979j 0.00927681+0.0102915j -0.0360204+0.00107423j 0.0473244+0.0275977j -0.0110704+0.0135714j -0.00332623-0.00438461j -0.0166452-0.0020938j -0.000840791+0.0249581j -0.0416831-0.00125969j -0.00422224+0.0313758j 0.00362039+0.035939j -0.0025297-0.0269071j -0.0052839+0.024326j 0.00398983-0.0337771j -0.0157002-0.0244492j -0.0260703-0.0278455j 0.0241939-0.0241128j 0.037019-0.051512j 0.0147898+0.00574726j 0.00300009+0.0189026j 0.00214606-0.0130136j -0.00539514-0.00889446j -0.0181044-0.0323049j 0.00218215-0.00151789j -0.00572272-0.0284224j 0.00342931+0.0084141j -0.0329137+0.0211982j 0.0303294-0.00484655j -0.00768848+0.0149757j 0.0274907-0.014355j -0.0266103+0.0176895j 0.0297677+0.00715625j -0.00514034-0.0163867j -0.0145895+0.0516668j -0.00489072+0.0165537j -0.00673298-0.02503j -0.016763-0.00413719j 0.00373294+0.0137709j -0.0135998-0.0189899j 
0.0264316+0.0472435j -0.0365486+0.003431j -0.037305-0.0178248j 0.0030568+0.0237574j -0.0326163-0.041132j -0.0258487-0.0119995j 0.0300276+0.0278058j 0.000617977-0.0524154j -0.0117497+0.0171307j -0.0272846-0.0168639j -0.0302933-0.0526045j -0.0513209-0.0485288j -0.00934449-0.0367436j 0.0283649+0.0210253j 0.0180729+0.00511792j 0.0200239-0.00379016j -0.00509883+0.0149871j -0.00736096-0.00991527j -0.0302348-0.00302624j 0.00526711+0.0134371j 0.00590743-0.00668713j 0.00671207-0.00397492j -0.0114798-0.0126721j -0.0151825-0.028221j 0.021139+0.00981349j 0.000286076-0.00722678j 0.0161237+0.00915814j 0.0251668-0.00521577j 0.00773179-0.00809083j 0.0198086+0.0139409j -0.00931466+0.0128975j -0.00685885-0.0210238j -0.0396446-0.0111968j -0.012547+0.0246534j 0.024334+0.0137054j 0.0379978-0.00598148j -0.00903676+0.0490679j 0.010438-0.00125208j -0.0105714+0.00629114j 0.0460786+0.0106158j -0.00907891+0.0381684j 0.0319472-0.00850102j -0.0322243+0.00661728j 0.0299981+0.00805696j -0.0175963+0.0220868j -0.0215749+0.0036693j 0.00813651-0.00835267j 0.00652291+0.0346156j 0.0325099-0.00629825j -0.0220643-0.0210278j 0.0221439+0.0275885j 0.00105965+0.0113386j -0.0281453+0.0142495j -0.00682849+0.0337368j 0.040136-0.0287284j -0.0224247-0.010841j 0.013541-0.0188546j -0.00393126+0.0420843j -0.0457428-0.0198305j -0.0397228-0.017485j -0.00378663+0.0116908j -0.0586624+0.0130258j 0.0220381+0.0392012j 0.0306257+0.04509j -0.0179182+0.0305517j 0.00807734-0.021068j 0.0205189-0.0322528j -0.00297814-0.0130232j 0.00124225-0.0275191j 0.0167164-0.0353547j 0.0154088-0.0147134j 0.0419941-0.0200669j 0.0430547+0.0374282j 0.014303-0.01825j 0.00840679-0.00986625j 0.00397265-0.047601j -0.0101839-0.0141766j -0.0136076-0.0363175j 0.029124-0.0214946j -0.0274045+0.00401872j -0.00375253-0.0020698j -0.000477647+0.00812867j 0.0161824-0.0324256j 0.00815971+0.0407357j 0.0261225-0.00983073j 0.00174284+0.00959905j 0.00922888+0.0337845j -0.00226135+0.00540043j 0.00772511-0.00413678j -0.00906878-0.00142432j 0.0153892+0.0249219j 0.00998555-0.00530942j 
-0.0889037-0.0681774j -0.00581867-0.0619065j 0.0319838+0.0415104j 0.0432209+0.0292614j 0.00768294-0.00234985j -0.0421717-0.00877147j -0.018003+0.021768j 0.0232237-0.00348205j 0.0277691-0.0499747j 0.00111323-0.0368795j -0.00569176-0.0202365j -0.0383897+0.0506265j 0.0205248+0.0120244j -0.0239599-0.0207691j 0.00712315+0.0218035j -0.0403782-0.00549047j 0.0486038+0.0123113j 0.0149625+0.0196123j 0.00757131+0.0115095j 0.00868139+0.0203766j 0.0123683-0.00820185j 0.00170653+0.000530777j -0.0151018-0.00230716j 0.0312942-0.00595013j 0.00479613+0.00688835j -0.00376991-0.00474837j 0.00399931-0.0174213j -0.00663751-0.00694742j -0.0277776-0.0168077j 0.0203342+0.00799772j -0.00638892+0.00529195j 0.016009+0.00184232j -0.0026009+0.0373476j 0.0292055+0.00745775j 0.00219242+0.00716073j 0.0119102-0.0442768j 0.00729346+0.0144379j -0.00948284-0.0417269j -0.0448814+0.029784j 0.0363594-0.000430117j -0.0124028-0.0324254j -0.0351534-0.0366657j 0.0605236+0.0308525j -0.0205654-0.0627228j 0.0277524-0.00181789j -0.00569935+0.018987j 0.0159164+0.012604j 0.0162618-0.0117376j 0.0131694-0.0328815j 0.0186133-0.0056696j -0.0196737-0.0441978j 0.0225605-0.0132065j -0.0156805-0.0295655j -0.0302218-0.0428713j -0.0543614-5.20891e-05j 0.0392292+0.00597958j 0.0252088-0.0122794j 0.0343994+0.0115557j 0.0380235+0.0472762j 0.0629279+0.0132054j -0.0250759+0.00256658j 0.0244576+0.0557154j 0.0148546-0.0313322j -0.016829-0.0375758j 0.0180611-0.00265207j 0.0290032+0.0290927j -0.0188277+0.0446372j 0.0133841+0.0168645j 0.0207671+0.00307515j -0.0451524+0.03281j -0.00739861+0.0147196j -0.0232632+0.00830955j -0.00165406-0.00423407j 0.000352676+0.0291324j -0.000596172-0.00556286j 0.0287211+0.0612463j 0.0270019-0.00980987j -0.000742535+0.0604411j -0.0520673+0.033532j 0.0134154-0.00703922j 0.00525141+0.0252652j 0.000643113+0.0295645j 0.00494632-0.0222606j -0.0110233-0.047911j -0.0169725+0.0169077j -0.0143662-0.00108499j -0.00454717-0.0231008j 0.0116455+0.0178548j 0.000266496+0.0225705j -0.00172392+0.00458654j 0.0050443-0.0208967j 0.0263968+0.00908664j 
0.0246568+0.02657j -0.00391033+0.0125444j -0.0155301-0.0362247j -0.047649-0.00506439j -0.0115808+0.0153272j 0.0401431-0.0712123j -0.0350533+0.0239509j 0.00623665-0.0316707j -0.0468614-0.0481757j 0.0404108-0.0146805j -0.0156715-0.0501671j 0.0065669+0.0374256j -0.00576489+0.00135687j 0.0288827+0.00324946j -0.0112465-0.00239082j 0.0229453+0.00140177j -0.0332463+0.000557064j 0.0382925-0.0238562j 0.0312906-0.0391076j 0.000718491+0.0222454j 0.00750491+0.0357382j 0.0135758-0.00376825j 0.0200825-0.0221757j 0.0188251+0.00916702j 0.000862514+0.0209378j -0.00676898+0.00534545j 0.0102232+0.000124749j -0.0155835+0.011434j 0.0183049-0.00866607j -0.00598876-0.00979214j -0.0250153-0.00912167j -0.00439637+0.0238474j 0.00156176+0.0402424j -0.00675333-0.0364562j 0.00691183+0.00863971j 0.0129932+0.000609453j -0.0252206+0.0292971j -0.0252168+0.023752j 0.000228087-0.00707083j -0.0432543-0.0250651j 0.00621734+0.0067422j 0.00756954-0.0236857j 0.0148605-0.0279838j -0.0295629+0.0721477j -0.0666731+0.00856497j 0.00189472-0.0231644j 0.0265638+0.021061j -0.0244145+0.00373248j -0.0191138+0.0373086j -0.0184453-0.0512262j -0.027785-0.0180852j -0.00289729-0.0047369j 0.00555435-0.011503j 0.00902877-0.0180592j 0.0179943-0.00380863j 0.0171503+0.0424624j -0.0652171-0.0390419j -0.0705467+0.00864033j 0.00656615-0.0181869j -0.028359-0.0267626j -0.0980489+0.0330594j -0.00695552-0.0657041j -0.00676936+0.0121212j 0.00719232+0.0442533j -0.0111746+0.0342557j 0.0175661-0.0770747j -0.0303716-0.00720969j -0.0358906+0.0294834j -0.010356+0.0233028j -0.0260577+0.0124356j 0.0312087+0.0283759j -0.0184282-0.02394j 0.0677119-0.0026497j 0.00775562-0.0109325j 0.0295389-0.0206236j 0.0417285+0.0550393j -0.0277414-0.0510924j 0.0178892+0.0416139j -0.00807994-0.0390027j -0.0287728+0.0109927j 0.0141271-0.000617936j -0.0416998+0.0116977j -0.0161498-0.0199374j 0.00558215+0.0226485j 0.0144362+0.0246098j -0.0360202+0.0183459j 0.0208025+0.0416364j 0.0213023-0.0344478j 0.00500694+0.0159223j -0.0306379+0.0100056j -0.013244+0.0154067j -0.0331025+0.0158355j 
0.0367878+0.0172219j 0.0247735+0.0353417j -0.0155856-0.0146869j -0.0312845-0.0256192j 0.0215206+0.0293971j 0.0451229-0.0520157j -0.0382791-0.0189934j -0.00969852+0.0249353j -0.0340275-0.0144316j 0.0301996+0.0184889j -0.00385413+0.0320513j 0.0375789+0.00300758j 0.0292319+0.00250995j -0.0146804-0.0101922j -0.00869358-0.0187317j 0.00660492+0.00261045j -0.0323089+0.00453374j 0.0210811-0.0116106j 0.0330074-0.0250951j -0.0138727-0.00545117j -0.00886799+0.0134554j -0.00257978+0.00614975j 0.00542246-0.00370231j -0.0137795+0.00497498j -0.00121972-0.0138881j -0.00842409-0.00797981j 0.00609981+0.0232505j -0.0129248+0.0103337j 0.00335288-0.0192028j -0.0114696+0.00317914j 0.00436316-0.00520031j -0.00480782-0.0115134j 0.0174263+0.0444781j -0.0371539+0.00852474j 0.0141685-0.00374847j -0.0139229-0.0066504j -0.00125493-0.0158575j -0.0345141+0.0250822j -0.0288213-0.0307111j -0.00112336-0.0171363j 0.0221464+0.00261124j -0.020938+0.0014114j -0.000117454-0.018699j -0.00792546+0.0395804j -0.0381203-0.00478819j 0.0176012-0.0245229j -0.0191372+0.0104312j -0.0244189-0.0137019j -0.0197336+0.0235735j -0.00861479-0.00886547j -0.0183522+0.0130139j -0.0101458-0.0131856j 0.00673113-0.0160153j 0.0272942+0.00926735j 0.0069393+0.00833107j -0.000978923+0.033416j -0.0240047+0.014241j -0.0305116-0.0130747j 0.00486232-0.0220668j 0.00632071-0.00668447j -0.0216025+0.0109823j 0.00250627-0.0450453j 0.0103127+0.00364907j -0.0099186+0.00957137j -0.00914228+0.0105959j 0.00149157-0.0302452j -0.0348404-0.021577j 0.00612792+0.0146598j -0.0257591+0.0256907j -0.0146927+0.0111976j 0.0112083-0.029064j -0.0131521-0.0203082j 0.010884+0.0165307j -0.007953-0.00429721j 0.0100539-0.0274196j 0.0243096-0.00533386j -0.00429689-0.0142208j 0.0214959-0.00306149j 0.0143619+0.00930281j -0.016752-0.00590483j 0.0331864+0.00476228j -0.020756-0.00286577j -0.00800529-0.00787815j -0.00623293+0.0183066j 0.000326179-0.000301779j -0.0172713+0.00777236j 0.00681571+0.0307657j 0.00994531-0.0127898j -0.00855544-0.0130684j -0.00800235+0.00643019j -0.019049-0.00164976j -0.0283615+0.00391983j 
