0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
-0.048008-0.0307006j -0.0272828-0.0512179j 0.0355827+0.00599807j 0.029051+0.000433643j -0.0177957-0.0159201j 0.00329364+0.00490986j 0.0339196+0.0206906j 0.00684905-0.0073825j 0.0389652-0.0227606j -0.0248683-0.0296155j 0.0169062-0.000382706j -0.025514+0.0376462j 0.0097951+0.00964877j -0.00336446-0.0196322j 0.00857653+0.0150013j -0.0133544-0.00114541j 0.0155821-0.00951209j -0.0288803+0.0198674j 0.00892782+0.0187722j 0.00275196+0.001507j 0.0243825+0.00613368j 0.00637508-0.00780248j -0.0029118-0.0011961j -0.00764106-0.00821481j 0.0014538+0.00113579j 0.0146567+0.0145575j -0.00590751-0.00674968j 0.00154712-0.0158033j -0.00997487-0.00727277j -0.00420327-0.00672987j 0.0037841+0.00251741j 0.0181246+0.00354893j -0.0282647+0.0137341j 0.0115886-0.00357555j 0.00750806+0.00536293j 0.0037033-0.0134702j 0.0280165-0.00401798j -0.010627-0.01036j -0.00447034+0.0217728j 0.0119608+0.00908823j -0.001244-0.0307346j -0.00336636-0.0100843j 0.0165982-0.000801607j 0.026352-0.0481174j 0.029026-0.0200914j -0.0224634+0.0068006j -0.00396472-0.00198205j 0.0153703-0.0194757j 0.0161825+0.000662402j 0.00856748+0.000993883j -0.0445414-0.00761717j 0.0120984-0.00317752j 0.014768-0.0158664j -0.0254604-0.0067341j -0.00353125+0.00491303j 0.00279894-0.013418j -0.0531534-0.0441656j 0.0172187-0.0330103j -0.00425683+0.0507284j -0.00485826-0.022073j -0.0140131-0.0148849j 0.00265387-0.020382j 0.0182051-0.0663222j -0.00376505+0.00745387j -0.00742789-0.0277477j 0.0258858-0.0275239j 0.0159878-0.00399289j 0.00819852+0.0124924j -0.00370799+0.0379066j -0.00848801+0.00638432j -0.0280188+0.0178723j 0.00372473+0.0157732j -0.0324672-0.0120457j 0.000503349+0.000177338j 0.000162764-0.00558532j -0.00865805+0.00894801j -0.00286593-0.0232914j 0.0436762-0.00097141j -0.000316975+0.00288739j 0.00346447+0.00031919j 0.00597619-0.00819086j 0.0126993+0.0380259j -0.0188795+0.00795392j 0.00287882+0.00745841j -0.0296565-0.00416424j 0.00194012+0.00736276j -0.0106231-0.0263384j 0.0134408+0.00241318j -0.00275283+0.00837974j -0.00751322-0.0017166j 0.0178769-0.017822j 0.0125233-0.00175146j 
-0.036487+0.00278776j -0.0679347-0.0601895j -0.00290082-0.0108649j 0.0200792+0.0364249j -0.0439617-0.031113j -0.0365718+0.00337108j 0.0365722+0.0318689j 0.00994776-0.0472948j 0.0272012-0.00406617j 0.00800465-0.0456986j 0.0214695-0.0161068j -0.0595801-0.0109918j -0.0102981-0.00424821j 0.0172959-0.0229455j 0.00478555+0.0080803j -0.00329598-0.0191732j 0.0169103+0.000288232j -0.0352937-0.000972836j -0.0163685-0.00204368j -0.0044385-0.000796629j 0.0309075-0.00550025j 0.00620964-0.00854925j -0.01223+0.00581889j -0.00657161-0.0412085j 0.0317173+0.0102568j 0.00312042-0.00232409j -0.00282599-0.00433057j 0.024352-0.0231806j 0.00530328-0.00304467j 0.00460782-0.00746712j -0.012806+0.00125777j -0.00297881+0.0297144j -0.0173391+0.0178859j 0.0481216-0.0109546j 0.0235323-0.0203786j 0.0286302+0.00115308j 0.00100802+0.0309675j 0.028473-0.0180187j 0.00674853+0.0113793j 0.00478687+0.0245078j 0.00481702+0.000989298j 0.0332497-0.0139811j 0.00244011+0.00812897j 0.0379907-0.0380873j 0.0116037+0.00214815j -0.0515181+0.0159073j 0.00775397-0.0227042j 0.0437762-0.00154634j 0.0277678-0.00573183j 0.00642617-0.0382916j -0.00214817+0.0277665j 0.0159+0.0181041j -0.00565107+0.00719899j -0.00200258+0.0191448j 0.0162156-0.0164058j 0.0322575-0.00951099j -0.0194699-0.0184365j 0.0063025+0.0114084j -0.0294114+0.0417311j -0.0019715-0.00125957j 0.00113159-0.0123019j -0.0205928+0.0062552j 0.0238019+0.00249536j 0.0104365+0.00530104j -0.0199401+0.0109054j 0.000477484-0.0255212j -0.0216656+0.0160528j 0.016005-0.00311618j 0.017385+0.00577619j -0.0167675-0.00393896j -0.00530116+0.0152911j 0.0157401-0.0115544j 0.0313734+0.0304661j 0.00131039+0.0272803j 0.00942649-0.012302j -0.000835079-0.0251979j -0.00144614-0.018244j -0.0140877+1.78203e-05j 0.00892912-0.0259964j -0.0080955-0.0143196j -0.00171939-0.0112754j 0.0047051+0.0180065j -0.00516378-0.0264299j -0.0159475+0.0237225j 0.00146016+0.0086661j -0.00608219+0.00677224j 0.00838651-0.00173705j 0.00565822+0.00610955j 0.0165109+0.0147213j -0.0110025+0.00199763j 0.0318392-0.00455591j 0.000136034+0.0171072j 
0.0189395-0.0196698j 0.0542915+0.0473797j -0.0128472+0.00671665j -0.0218642-0.00513085j 0.00729545-0.00547359j 0.0273669+0.00651904j -0.023972+0.00860421j 0.00139269-0.00314802j -0.0202282-0.0129998j 0.0290412+0.0141676j -0.00969274+0.00763748j 0.0273439+0.00248016j 0.0242229-0.00485519j -0.0115524+0.00696932j -0.00585792-0.00663503j 0.00304412+0.000258365j -0.008497-0.0122914j 0.0295491+0.0076814j 0.000318713+0.00274706j -0.00243755-0.0045902j 0.00521645+0.0284365j -0.010844+0.0164106j 0.00437187+0.0162526j 0.0100834+0.0086648j 0.00281191+0.0137775j -0.00173204+0.00382242j 0.00961285-0.0181055j -0.00869028+0.00636977j 0.0107805+0.0162325j 0.0122365+0.0123806j -0.0155598-0.0119297j -0.0161805-0.00568983j 0.017362-0.000171749j -0.0150898-0.00723378j 0.0124392+0.00946022j -0.0020218+0.0156348j 0.00334373+0.00329688j -0.0232053+0.0185068j -0.0164247-0.0179824j -0.00759902-0.0062427j -0.00240175-0.016651j -0.0290088+0.0139471j 0.000684976-0.00995184j -0.00986311+0.0141437j -0.0337764-0.00850505j 0.00786756-0.00457543j -0.00314908+0.00738558j -0.0152249-0.00139755j -0.0357526+0.00854077j -0.0144685+0.0136407j 0.0168081-0.0114644j -0.00114347-0.00101088j 0.00202386+0.00835378j 0.0131648-0.0155826j -0.0123242+0.000492344j 0.021844+0.00825804j 0.0017478+0.0121437j -0.00153823-0.00987299j -0.0170673+0.00448538j 0.00163009+0.010301j 0.000115687+0.0160652j 0.0032331-0.0182265j 0.00381704+0.0115798j 0.0275663+0.0226768j -0.0265509-0.00929557j -0.0175326-0.0142861j -0.0136217+0.0201141j 0.0194385-0.0195604j 0.0195611-0.00184827j -0.015516+0.00148103j 0.00303864+0.0065815j -0.00117837-0.00178281j 0.00915797-0.0104337j 0.0102625-0.00306131j 0.0211924+0.000726147j -0.00618391+0.00187628j -0.023766+0.0118612j -0.0223144+0.0055123j -0.0330143-0.0156105j 0.00200678+0.0194452j 0.00727032-0.0123562j -0.0226256+0.00311221j 0.00547161+0.00354495j 0.00238159-0.000158592j 0.0227364+0.00282694j -0.0212661-0.00561455j -0.0113516+0.0124548j -0.00236202-0.010161j -0.00275417+0.00880855j 0.00559567+0.00477647j -0.00861023-0.00996262j -0.0124774-0.00371117j 
-0.100994-0.0393279j -0.0524335-0.0963794j -0.000563489+0.00993635j 0.043797+0.058728j -0.0155502-0.000551523j -0.0338271-0.0118444j -0.00674141+0.0411665j 0.0128352-0.0432379j 0.0442981-0.0342469j 0.0056692-0.0507609j 0.00216874-0.0293909j -0.0609886+0.0345011j -0.00913838+0.0256669j -0.0348906-0.0344869j 0.0348371+0.0232255j -0.0144661-0.0335898j 0.0342264+0.012002j -0.0106239+0.00975282j 0.00168234+0.00144089j 0.00394575+0.0172279j 0.0357599+0.0103484j -0.0147462-0.0182549j 0.000447183-0.000227717j 0.0210722-0.0296746j 0.00695708+0.0085365j -0.0119289+0.00611699j 0.00825381-0.0114443j 0.0234736-0.0123156j -0.00471152-0.0172639j 0.0102139-0.0178805j -0.0177929-0.0255928j -0.0110422+0.00964441j -0.017983+0.0170303j 0.0327829+0.00568577j -0.0252181-0.00152542j 0.021217-0.0367931j 0.025175+0.0196641j 0.0303682-0.0402866j 0.000263875+0.0086901j 0.0359462+0.000504321j 0.000333563+0.00674542j -0.0143564-0.0489676j 0.0311782+0.0273739j -0.0112226-0.0586352j 0.0225948+0.0179164j -0.0351969+0.00978217j 0.012583-0.0126491j 0.0305442+0.0164766j 0.0497334-0.0125043j -0.00376819-0.0192449j -0.0138033-0.0103525j 0.0227749+0.00846481j -0.00364743-0.0117222j -0.00636047-0.00825744j -0.006006+0.00829497j 0.0448309-0.00773557j -0.00863282-0.0297999j 0.00829805+0.0118809j -0.0228822+0.0263761j 0.0228505-0.0272805j -0.0086029-0.0489148j -0.0219571+0.0152258j 0.0334731+0.0291002j -0.00426472-0.0182689j -0.0160303+0.031966j 0.0233355-0.026924j -0.0388869+0.014823j 0.00173993+0.00236129j 0.01417+0.0198545j -0.027099+0.00397832j -0.0122059+0.0454179j 0.0109336+0.0297514j 0.0365077+0.00890071j 0.0140539+0.0134663j 0.00936785-0.02167j -0.00266069+0.00307298j 0.00502038-0.0231168j 0.0153507+0.0237926j -0.0333142-0.00955415j -0.00101963-0.0052915j 0.0182661+0.00140138j 0.0221937+0.032459j 0.00947679-0.00645271j 0.00429356-0.0166661j -0.00019733+0.00569968j -0.0474221+0.00375169j 0.0201254+0.0103747j 0.0224568+0.0160211j 0.016586+0.0135033j -0.0107082-0.000145331j 0.0279543-0.0142627j 0.0131045+0.0204286j 
-0.0228844-0.0267285j -0.0153719-0.0353602j -0.0225838+0.022591j 0.0412301+0.0408623j -0.0259342-0.0392428j -0.00329133+0.000271633j 0.037427+0.0414566j -0.0401094-0.0204888j 0.0466426+0.0114557j 0.0137239-0.015412j -0.0261015+0.0321203j -0.0407341-0.00214873j 0.0318884-0.0166084j 0.00378901-0.00604398j 0.00470802+0.00891769j -0.0148321+0.00221034j 0.00328032-0.0226987j -0.0466365+0.0176724j -0.0193446+0.0259622j 0.000439898+0.00525121j 0.0235817-0.000440887j -0.0082337-0.0146217j -0.0422622+0.0231492j -0.012594-0.0277497j 0.0223189-0.0287338j 0.0171397+0.025689j 0.0529547+0.00102396j 0.0161225-0.0109155j -0.00716671-0.00127936j -0.0042635-0.00751165j -0.0247801+0.00621476j 0.0230913-0.0157082j -0.0134637-0.0278642j 0.0195288+0.0093398j -0.0130385+0.0226564j 0.0243622-0.0104912j 0.0417709-0.0129431j 0.0412736-0.0340396j -0.026839+0.0217453j 0.0251166-0.00998881j 0.0233455-0.008041j -0.016576+0.0250668j 0.0264561+0.00859768j 0.0747657-0.0608956j 0.0461075-0.0210045j -0.0438265+0.00793604j 0.0088352+0.0155406j 0.0350524-0.0150357j 0.0660208+0.0148098j 0.003836-0.00989913j 0.020911-0.00448549j 0.0208019-0.00459057j 0.0235874+0.0191807j 0.0270337+0.0151095j -0.01035-0.0120592j 0.0281268-0.0695594j -0.0504039-0.00472597j 0.0661799-0.00124189j -0.0508127+0.0764517j -0.013803+0.00699173j 0.04736-0.0127273j -0.0261735+0.00726762j 0.0269433-0.032356j 0.0296657-0.0126091j -0.0340176-0.0244985j 0.0178406-0.0138604j -0.00722986-0.0160401j 0.0316493-0.0418567j 0.0228055-0.00221957j -0.0103055-0.000655809j -0.0259255-0.0151601j 0.0072156-0.00245292j -0.0118636+0.00562634j 0.0114804+0.0191012j 0.0591828-0.00772888j -0.022746-0.0166656j -0.00896219+0.0221792j 0.0038903+0.00592669j -0.0219969+0.00113239j -0.002379+0.0179253j 0.0181994-0.06823j 0.0374339+0.0436398j -0.0186237+0.0181582j 0.0123079+0.00995039j 0.0226733-0.00333735j -0.00705205+0.0107098j -0.00629951+0.00356065j 0.00325494+0.00834382j 0.00279213-0.00021012j 0.0170203+0.0200293j 0.0341566-0.0416257j -0.0188514+0.0147083j 
-0.0439189-0.0316995j 0.00293167-0.0120703j 0.0120049+0.00672156j -0.00834553+0.0147026j 0.0130664+0.0270914j -0.0395311-0.00605712j -0.00822854+0.00238825j 0.0154037-0.00757341j -0.0026494-0.0375659j 0.0119705+0.00254207j 0.0249468-0.0131165j 0.00436174+0.0195395j -0.0263741+0.0113126j -0.0183454-0.00105915j 0.0090821+0.00919837j -0.000504929-0.00862684j 0.0185558+0.00662236j 0.0102555+0.0149829j 0.00448415-0.0199094j 0.0137856+0.00282889j 0.0152027+0.00263841j 0.00982644-0.0132904j 0.0117456-0.0163725j 0.0130308+0.0125759j -0.0174524+0.00409189j -0.00750053+0.00697268j -0.00276978-0.00511472j -0.0100793-0.0134979j -0.0120303-0.0106168j -0.0149806+0.0146755j 0.0350213+0.00961355j 0.0381275+0.00170654j 0.00286148+0.00642344j -0.00533458-0.0160839j 0.00389228-0.000392563j -0.0180064+0.0118649j -0.00514376+0.0133969j -0.00930461-0.0142435j 0.00957954+0.00410933j 0.00884414-0.00576569j 0.0128255-0.0087511j -0.0122952-0.029453j 0.0115642+0.00398929j -0.0262289+0.0217988j 0.011539+0.0360935j 0.00333309+0.00768994j 0.0267076-0.0153937j 0.0130344+0.0227957j 0.00357719-0.0420598j -0.0131461+0.00140816j -0.0302271+0.0161523j -0.00161745-0.0138084j -0.0109572-0.0167354j -0.0188248-0.0148461j -0.0117411+0.0281925j 0.0173188+0.0165014j -0.0124396-0.0117737j 0.00841022-0.0216269j 0.0273286-0.0140647j -0.0121043-0.0245266j -0.0214244+0.000573235j -0.0163036-0.00174925j -0.0374517+0.0471246j 0.0178357-0.00440978j 0.047811+0.017586j -0.0144473+0.0195235j -0.0176948-0.00962464j -0.0231036-0.00642677j -0.0259579-0.0102984j 0.00565851-0.0271309j -0.0383727+0.00234098j -0.0072634+0.0201397j 0.0232671+0.00909145j -0.00788405-0.0255493j -0.0221989+0.0263803j 0.00481609-0.00649846j 0.003776-0.019207j -0.0261398+0.00792309j -0.000324379-0.0135895j 0.0176512-0.0223206j -0.0193446+0.0320015j -0.00643171+0.00989726j 0.00433709+0.00815664j -0.00359226-0.00406418j -0.0030627-0.0123417j -0.0130401+0.0019444j 0.00317386+0.00814224j -5.67479e-06-0.00333609j 0.00768791+0.00266652j -0.00100941-0.00344782j -0.000315829-0.0093845j 0.0180599-0.00305821j 
-0.00257185+0.024438j -0.0335092-0.026544j -0.00468204+0.0210939j 0.0229817-0.0155096j 0.035384+0.0329756j -0.0175427-0.0900139j -0.0491298+0.00500542j -0.0133345+0.00446069j 0.0304525-0.0175414j 0.0130829+0.0110728j 0.00217777-0.0144653j -0.049234+0.0161616j -0.039082-0.0295649j 0.00168159-0.0127248j 0.02695+0.00623206j -0.00752766+0.00732718j 0.0213236+0.0212524j 0.0112346+0.0118473j 0.0108419-0.0198158j 0.0105435-0.00220016j -0.00892424-0.0169739j 0.0258984+0.00899526j -0.00395405-0.00754339j 0.0106893-0.0134713j -0.0058691+0.00641438j 0.00780847-0.0352379j -0.000102548-0.00705307j 0.0127481-0.0231264j 0.00539201+0.0190481j 0.0186606-0.00336111j 0.0195609+0.00683943j -0.0147064-0.000759266j -0.00211854-0.00269493j 0.011254+0.00102981j 0.00490603+0.027878j 0.0262521-0.0120774j 0.0195598+0.00977571j -0.00774217-0.0173671j 0.000982548-0.0061895j 0.0137712+0.00568121j 0.0127084+0.0211317j 0.00489279-0.0153107j 0.00577439+0.00449631j -0.0315583-0.0052005j 0.0340065+0.0130865j 0.0152943-0.00406615j 0.0053456+0.00517967j 0.0163113+0.0153363j 0.0276848+0.000451834j 0.0081884+0.00129136j -0.0264063+0.0377837j -0.0158769-0.0100865j -0.00743257-0.0135639j -0.0149669+0.0230149j -0.0125923+0.0121227j -0.000825054+0.000973267j 0.0340014-0.00274869j 0.0300721+0.0234158j 0.0277857-0.0209006j 0.00851609-0.0236204j -0.0262254+0.0305209j -0.0034896+0.0376754j -0.00558748-0.00778466j -0.0273675+0.00707478j 0.0530773+0.017757j 0.00673781+0.051987j -0.00500553-0.0345738j -0.00157091-0.00643492j -0.00359736-0.0263491j -0.000945484+0.00109272j 0.00369848-0.0294602j -0.00586289+0.00649666j 0.00810651-0.00350185j 0.00263707-0.0360352j -0.0261384+0.011543j 0.00521309+0.00479424j 0.028813-0.0191126j 0.00937623+0.00741183j -0.0260574+0.0223877j -0.00769307-0.00868836j 0.0139266+0.0371959j 0.00306448+0.0259156j 0.0150009+0.00991748j -0.011374-0.00325354j 0.000752679-0.0145428j -0.014978+0.00295182j 0.00373343+0.0432255j 0.0166908+0.00957444j -0.0112183-0.015401j -0.0178388-0.000500957j -0.0060965+0.00775736j 0.0113837-0.00363812j 
0.010912-0.0272487j 0.0471504+0.0453019j -0.00188347+0.00266076j -0.0215422+0.00140754j -0.00137412-0.00947777j 0.0221489+0.0522027j 0.0303781-0.00100375j -0.015351+0.00642162j 0.00135837+0.0062303j -0.0132373+0.0204491j 0.00136152+0.0162177j 0.0379746-0.00886277j 0.0075852+0.0174488j -0.0245664+0.0214386j -0.0138428+0.00809827j 0.00728027-0.00131071j -0.0279222-0.0265813j -0.00381815-0.00925062j -0.013608-0.00658719j 0.00963234+0.00419371j 0.00950998-0.00681496j -0.000750115+0.0319907j 0.00835649+0.0321623j -0.0196126-0.01691j 0.000634601+0.0192j -0.00300894+0.00819444j 0.00458705-0.00220898j -0.00255668-0.00621278j -0.0161063+0.0146306j -0.0177182+0.0165657j 0.00798471+0.0130561j -0.0248101+0.00401639j 0.024739-0.0105078j -0.00940332-0.0150885j -0.0106736+6.871e-05j -0.036057+0.0297775j -0.00337959-0.00806157j 0.00772483+0.0045682j -0.00764704-0.0191354j -0.00235751-0.00278863j -0.000490027-0.00813029j -0.0248896+0.0147161j 0.00488596-0.0165172j 0.0205827-0.000333498j -0.00363986-0.0101156j 0.00439833-0.00458365j 0.00192081+0.00914431j -0.0104697-0.00151869j -0.00562245-0.00809736j -0.00296874+0.0183103j -0.0284602-0.00786539j -0.00209736-0.00395051j -0.00413731-0.00556998j 0.0073445-0.00271988j 0.0014217+0.00901196j -0.0279948-0.0207393j -0.0197772-0.00651278j 0.0155753-0.0361683j -0.0126485-0.00659766j -0.0197624-0.00555779j 0.0328117+0.000425193j 0.0060102-0.00210474j -0.0160347-0.0103628j 0.0081748-0.00930344j -0.00981313-0.00283175j 0.0126071-0.00754549j -0.00624334-0.0127523j -0.00269481-0.0163291j 0.00155984+0.011185j 0.0094609-0.0236421j -0.015887-0.00963732j 0.00602758+0.00841412j -0.0220703-0.00742102j 0.0112427-0.013401j 0.00170695+0.00364781j -0.00728733-0.0023542j 0.000686526+0.0123094j 0.00830053-0.00397293j 0.0046687-0.00931077j 0.0122688+0.00562715j -0.00650535-0.0278647j -0.00296532+0.00589144j -0.0159027+0.0194286j 0.0145563+0.0194331j 0.00333655-0.0175996j 0.0151168+0.00522046j -0.00572674-0.0288256j -0.017707-0.0039061j 0.00169224-0.00458704j 0.022706+0.0108467j 0.00284319-0.0220094j -0.00186008-0.011595j 
-0.0470672-0.108357j 0.126801+0.0526784j -0.00253405+0.027856j -0.0113577+0.0312652j 0.00444932-0.02839j -0.00636909+0.086598j 0.00904081-0.00287382j 0.0237334+0.0249109j -0.0709393-0.0237229j -0.042364-0.0107205j -0.0395408+0.00987797j 0.0608792+0.0108908j 0.10881+0.0188899j -0.0687396+0.0260067j 0.00721435+0.00647724j -0.0033043-0.017521j 0.00350638+0.0152091j 0.0363677+0.0150504j -0.00344633+0.00771941j -0.00521812+0.0138377j -0.00363838+0.00782073j -0.00603893+0.0236708j -0.0312945+0.0348951j -0.0202655+0.0220578j 0.0048503-0.00286556j -0.0295732+0.00920426j 0.02417-0.00408513j -0.0177492-0.0198926j -0.00706217-0.0197369j 0.000917105+0.0127222j -0.0249379+0.00547154j 0.000595433+0.00625451j 0.0248742-0.00840114j -0.00287649-0.0108112j -0.0186352-0.0181101j -0.0541692+0.00373381j 0.00380309-0.00371719j 0.00391973+0.00954348j 0.0174439-0.0190108j 0.0105199-0.0184135j -0.00924384-0.00747089j -0.0602433-0.0171573j 0.0395207+0.025931j 0.00910975+0.00465765j -0.0137543-0.0143225j 0.0125407-0.0012276j -0.0103257+0.00394738j -0.0206145-0.0283266j -0.0371069-0.0432343j -0.0318487+0.0453051j 0.0451932-0.0680858j 0.0033936-0.0257849j -0.0246493+0.00384268j -0.00311395-0.0418042j -0.0283472+0.00138203j -0.0127013+0.042852j -0.00809594+0.0275671j -0.0361392-0.0214206j -0.0270087+0.0155839j -0.0123025+0.0481275j 0.00392628+0.000821914j -0.00946554-0.0284323j -0.0087987+0.0141267j 0.0448186-0.0399314j 0.00101885+0.00533888j 0.010565-0.0318054j 0.0364472+0.00682984j 0.0142123-0.000931531j -0.0121363+0.00897249j -0.0149132-0.010299j -0.0346979+0.011726j 0.0030075-0.0250411j -0.0245988+0.0160068j 0.00785736+0.0175801j 0.0404871+0.0205512j 0.00530936-0.00468125j -0.0075083+0.0258728j -0.0155155+0.000150417j 0.0308963+0.0359454j 0.023576+0.00224726j 0.0115901-0.00940368j -0.0189138-0.00226518j -0.0113672-0.0113154j 0.020041-0.0154731j 0.00625801-0.0175207j -0.0315035+0.00869832j -0.0105303-0.0240124j -0.00985417-0.00308587j 0.000842802+0.000387958j 0.0360217+0.00303026j -0.0145429-0.0345733j 0.0178305-0.00348683j 
0.0210685-0.00268006j 0.0588422+0.0318696j 0.00806569+0.0149719j -0.00347795-0.0189014j 0.0338631+0.0393699j 0.0642336+0.00588659j -0.0433427-0.0316627j -0.00963198+0.0482118j -0.0213573+0.0140922j -0.0240189+0.00776511j -0.0331674+0.0122066j 0.0594976+0.0270745j 0.0246458+0.0223412j -0.00233627+0.0174229j -0.0194698-0.0151648j -0.0155914+0.0285649j -0.013333+0.00296162j 0.0314368+0.00615714j 0.0153738+0.00832109j -0.0284587+0.00707946j -0.0251914-0.00259914j -0.0273998+0.0321667j 0.0113771-0.00453613j 0.0145854+0.0191628j -0.0127922-0.0119918j -0.0122176-0.00647966j -0.0121105-0.0241721j -0.0253037+0.0348206j 0.0245169+0.0178084j -0.0101191+0.018782j -0.0130603+0.00832073j -0.0240779+0.0238431j 0.0413327-0.0221504j -0.021844-0.013465j 0.000765833+0.0180722j -0.0366182-0.0178141j 0.00780592-0.0331363j -0.0244134-0.0015127j 0.0170598+0.0121974j -0.00538908+0.00671653j 0.00318733-0.0226344j -0.0124142+0.0169438j -0.00062961-0.00727253j 0.00459851+0.029943j 0.000759172+0.000956805j 0.0179694-0.00636318j -0.027337+0.01316j -0.0438531-0.023299j -0.0198108+0.00917837j 0.0154037+0.0151916j 0.00690063-0.0158257j 0.000289383-0.00660011j 0.0468222+0.00781952j 0.00872964-0.0349242j 0.00269063-0.00673548j -0.0276576+0.000169507j 0.028792+0.00123095j -0.0119266-0.00940768j 0.0145359+0.0224322j 0.039071+0.00523505j -0.00183297-0.0185152j 0.00327044-0.0353141j 0.0377493-0.0017551j 0.00553329+0.00567024j -0.0290206-0.0280786j 0.00181129-0.00608334j 0.00984614-0.0097098j -0.0266561+0.00709445j -0.0360356+0.00332397j -0.00504166+0.0148708j 0.00879861-0.0190907j 0.00429582+0.0118916j -0.0286125-0.0259679j -0.0175833+0.0143911j -0.013848-0.0329754j -0.0228463+0.00341083j -0.00742222+0.00213049j 0.0428835-0.00157425j -0.0217621+0.013009j -0.0155034+0.0087121j 0.0385208+0.000472248j 0.0217956+0.00158756j 0.00204502-0.00549072j -0.00752305+0.00130377j 0.00588308+0.0222226j 0.014136-0.0145201j -0.0156909-0.0175594j -0.000502564+0.0152142j -0.0139275-0.020621j 0.0109743+0.00360348j -0.0196913+0.0163824j -0.00463859-0.00577332j 
