-0.00111428-0.00424071j 0.00185144+0.00543613j 0.00109932-0.00473403j -0.00360203-0.00421919j 0.00165157+0.00428787j 0.00253791-0.0056399j 0.00979153+0.0058539j -0.00189182+0.00425518j -0.00802006-0.00601851j 0.00834848-0.00224372j 0.00393297-0.000700729j 0.0125523+0.000647834j -0.00139034+0.00822088j -0.0110294-0.00326225j -0.00330191-0.00541813j -0.00219025-0.00250486j 0.00556978-0.000414701j 0.00174965-0.00169487j -0.00216311-0.00224034j 0.00255109+0.00114736j 0.00656811+0.00354639j 0.00737541+0.000175075j 0.00307424+0.000233237j 0.00426884+0.00207007j -0.00161317+0.00547448j 0.00353368-0.0011498j -0.00323208+0.0015913j 0.000619603+0.00195948j 0.0062083+0.00203721j 0.00484851-0.00332063j -0.000885426-0.00493385j 1.3437e-05-6.94338e-05j 0.00740432-0.00101968j -0.00179321+0.0015585j 0.00119947+0.00396566j 0.00359404-0.000350303j 0.00301577+0.00049507j -0.00439217+0.0049693j 0.00276993+0.00375028j -0.000914449-0.00130435j 0.00715736+0.00228462j 0.00287476+0.00655763j -0.0126323-0.00303987j -0.00377172+0.00489433j 0.00160985+0.000615839j -0.00321215+0.00253754j -0.00777165+0.00224797j -0.0071971+0.003921j 0.0068524+0.00912382j 0.00637805+0.000865243j -0.00908256+0.00314661j 0.00139665+0.0051235j -0.00309674-0.00524785j 0.00744758-0.0102241j -0.00818321-0.00878742j -0.0064588-0.0016852j 0.00229158-0.0110865j 0.00220417+0.00734605j -0.00435977-0.00533067j -0.0114041-0.0180816j -0.00882545+0.00478944j -5.22162e-05+0.00261146j 0.00299148-0.00117052j -0.0091299+0.00592209j 0.00142886+0.0045921j 0.00871243-0.00604868j -0.0144814-0.0294522j 0.0203308-0.00218611j -0.032224-0.0264386j -0.0145699+0.0216158j 0.0296005-0.0152329j -0.0292358+0.026132j 0.0144637+0.0368694j -0.0370615-0.0199565j -0.0214019-0.00413339j -0.0322079+0.00158332j -0.0149743+0.0104009j 0.000384329+0.0218099j -0.0130596-0.00979464j 0.0141379+0.000421771j -0.00632228+0.0110934j 0.0136221+0.000545095j 0.000678596+0.0138377j 0.0187402+0.00515606j -0.00776779+0.00552694j 0.00402141+0.0105097j 0.0160391-0.0026581j -0.0162599-0.00674778j -0.00328207-0.00884132j -0.0236796+0.000361679j 0.00428284-0.00088504j -0.309357+0.000875885j 
0.000993434+0.00052634j -0.00168196+0.00121956j -0.00268671+0.0016627j -0.000623923-0.00167074j 0.00256329+0.00117452j -0.00513424+0.00352943j 0.000963398+0.000498441j 0.00383265-0.000321861j -0.0087051+0.00550174j -0.0138433+0.00119204j -0.00623949+0.00426529j -0.00303085+0.000560666j 0.00735509+0.000928321j -0.00763845-0.00907284j -0.0116328+0.00505983j -0.000336346-0.00205312j 0.00288198-0.0118472j 0.000160718-0.00743344j -0.00629356+0.00774124j 0.00190301+0.000681534j -0.00246442+0.0157979j -0.00259299-0.0185385j 0.00679373-0.0294584j 0.00368054-0.0181741j -0.00173223+0.0141716j -0.00121838+0.0131071j 0.00593346-0.0249027j 0.0153253-0.0111216j -0.00450145+0.0098931j 0.00170671-0.00217179j -0.0189339+0.0174761j 0.00172912-0.0506173j 0.00204513-0.0339137j -0.00973403-0.0330062j 0.00279186+0.0307087j 0.00271684+0.00610629j 0.00277043+0.00527885j 0.00285062+0.00923998j 0.00619755+0.0162701j 0.00333475-0.0112001j -0.000979552-0.00297663j -0.00871994-0.00700348j 0.00618194+0.0021606j -0.00341659+0.00648311j -0.00630054-0.0105479j -0.00564814-0.00309913j -0.00295862-0.0017128j 0.010415+0.00224207j 0.0118052+0.00048333j 0.0269133+0.00686266j 0.00816988-0.00419601j -0.0102215-0.00873078j -0.00447767+0.00203372j -0.00843766+0.00563943j -0.0178484-0.000596216j -0.0022284-0.00134082j 0.0171335+0.0109562j 0.00784875+0.00718223j -0.0082728+0.00172765j -0.0198738-0.0100111j 0.0209924-0.000940699j -0.0756781-0.00537593j -0.0207835-0.00574698j -0.0590481-0.00080015j 0.0470935+0.0013908j 0.0358628+0.00619024j 0.0525398-0.00273676j -0.0620373-0.00410879j -0.0230097-0.000775962j -0.0526981+0.000998851j -0.0489287+0.00487569j 0.0193243+0.00202486j 0.0129336+0.00206424j -0.0252986+0.00581763j 0.0301625-0.00679666j -0.0391072+0.00478641j 0.00419787+0.000197918j -0.0217095-0.000933589j -0.0101778-0.000820193j -0.00347195-0.00323236j -0.00311518+0.00230803j 0.00744363+0.000252104j 0.00169605-0.0011888j -0.00669358-0.000662782j -0.00157843+0.0023196j -0.00355482+0.00133909j -0.00154445-0.00107463j 0.00067317+0.000420826j 0.00317868+0.000116577j -0.000112637+0.00113101j 0.000484854-7.68478e-05j -0.00115194+0.000135647j 
-0.00026144-0.0010629j 0.00117761-3.35819e-05j -0.00312818+0.00338685j -0.00080957-0.00192688j 0.00563997+0.00110404j -0.00249383+0.00316289j 0.00278941-0.000388062j 0.00466318-0.00284319j -0.00232487+0.00173072j 2.3188e-05-0.00404381j 0.0071022+0.00128225j 0.00334687+0.0050349j 0.00230349-0.00471618j -0.0145379-0.00156278j -0.0242853+0.00952535j 0.00419649-0.00432223j -0.0052359+0.00110335j 0.000247853-0.00671999j -0.0104202+0.00302096j 0.00524115-0.000966538j -0.00513297+0.0229187j -0.00304892+0.0179463j 0.0061634-0.0155433j -0.00150664+0.00274571j 0.00322566-0.0406869j 0.0155049+0.0173709j -0.00406292+0.0256486j 0.00934309+0.0228421j 0.00842003-0.0355013j -0.0034873+0.0208195j -0.0153473-0.0322247j -0.00485322+0.0221561j 0.0115521-0.00202159j -0.0119822+0.0157137j 0.00775226+0.0325906j 0.0036816-0.000265526j 0.00103339-0.0248001j 0.00232633-0.00990845j -0.00200784+0.00841368j 0.0150983+0.00453958j 0.00747927+0.00137889j -0.0149737-0.00569808j -0.0160156-0.0128585j -0.00827486-0.012939j -0.00376056-0.017574j 0.00574708+0.00286801j 0.00341914-0.000897044j 0.000952922+0.00813221j 0.0053456+0.00589658j 0.0100913-0.00582696j 0.00198568+0.0102614j 0.00214368-0.00820873j -0.00944786-0.0102199j -0.0151188+0.00727752j -0.0274417-0.000533466j -0.0165482-0.00695246j -0.000569794+0.00140483j -0.00853881+0.0064957j -0.00645173-0.0139055j 0.00649084+0.00457615j 0.0190816-0.00666343j 0.0205114+0.00399627j 0.0682256+0.0022009j -0.0637996+0.00235143j 0.0325851+0.000863641j 0.0562431+4.11415e-05j -0.0161043-0.000842103j -0.0603608-0.00294323j -0.00859547+0.00102215j -0.0199718-0.000928997j -0.00635533+0.00201104j -0.0146045-0.00313566j 0.00175079-0.00475755j 0.0102126-0.000301763j 0.0427361-0.00820567j 0.00469224+0.00533985j 0.0309311-0.000253967j -0.0183953-0.00188681j 0.00738571-0.00167729j -0.0171316-0.00122006j -0.0101497+0.00396177j 0.00231448-0.000538533j 0.0106572-0.00472376j -0.0161478+0.00217186j 0.00694206+0.00108959j -0.00170001+0.00108085j -0.00475178+0.00054132j 0.0094969+1.48323e-05j 0.00179685-0.000249414j 0.00183919+0.00184818j -0.000182761+0.00085021j 0.000940782+0.000630301j 
-0.000858665+0.000544732j -0.000516071-0.000969843j -0.000235511+0.00216985j 0.000875871-0.000533209j 0.000744149-0.00244578j 0.00304145-0.0050313j -0.00601206+0.000975033j 0.00476471-0.00880711j 0.0052717+0.00221814j -0.00130635-0.0028054j 0.00296585-0.0102973j -0.00767687+0.00515734j -0.000950656-0.00457032j -0.00718322+0.0161062j -0.0125602+0.000646346j -0.00319576-0.00128146j -0.00748914+0.00539546j -0.00225579+0.01475j 0.0130257-0.0199887j -0.00047943+0.0219893j -0.000880538-0.00273813j -0.0063628+0.00395927j 0.0122109-0.00923925j 0.00203272-0.0193767j -0.011144+0.00395658j 0.00288582+0.00463827j -0.00574992+0.00966231j 0.000121919-0.0244191j 0.00904867-0.0211918j -0.000832831+0.0146289j 0.00110799-0.021433j -0.00614692-0.0112948j -0.00416042+0.00785982j -0.00344874+0.0114558j -3.24449e-05-0.0416752j 0.00271504-0.00463085j 0.00896952+0.0422195j -0.00142841-0.0171095j -0.00457589-0.0107684j 0.0101108+5.1752e-05j 0.00811367-0.00368355j -0.00539658+0.0126925j -0.00235696-0.0102285j -0.00885737-0.0120923j -0.00888611+0.00520149j 0.00947017+0.0249602j -0.00658026-0.00393458j -0.00250914+0.000830705j -0.0147702-0.00606123j -0.00303803-0.0230671j 0.0153435+0.00555735j -0.00163893-0.00365731j 0.00580298+0.00483809j -0.0153947-0.00719004j -0.0213036+0.00169106j -0.00574007-0.00399987j 0.0161889+0.0036424j 0.00103121+0.00143407j 0.0190183+0.0017375j 0.0355649-0.00310518j -0.0914264-0.00880617j 0.0241211-0.00133271j 0.0542306+0.00172796j -0.0422346-0.00823239j 0.00993158-0.00246862j -0.0321037-9.32385e-05j -0.0105958-0.00141725j -0.035553-0.00426454j 0.028309-0.00281708j -0.000837436+0.002212j 0.0177605-0.00872468j 0.0377659-0.00183183j 0.00735102-0.00812953j -0.0260149-0.0012069j -0.0179541-0.00282779j -0.0127799+0.00262409j 0.0103145+0.00392001j 0.00630311-0.00104917j 0.00375094+0.00168142j -0.00961249-0.000420421j -0.00217677+0.00296651j -0.00755929-0.00147381j 0.00785172-0.00108974j -0.00078115+0.00179189j -0.0017145-0.00182418j 0.00981578-0.00168061j 0.00190719+0.00163334j 0.0036448-0.000626477j -7.98541e-05-0.000955706j -5.97944e-05+0.00181574j 0.00201255+0.000745746j -0.000188737-0.00057465j 
0.000284855+0.000557176j -0.000209176+0.000368397j 0.00157758+0.000766539j -0.000825463-0.000827482j 0.000863288-0.00259669j 0.000116173-0.000503964j -0.00295993+0.00321882j -0.00234691-0.00246886j -0.00479702-0.00767458j -0.00192835+0.00580609j -0.000322436-0.00362535j -0.00159885-0.001415j 0.000795448+0.000201652j 0.0157776+0.0104107j -0.0105539+0.00218554j -0.000773554-4.93286e-05j 0.0188079+0.013785j 0.00166839+0.00390751j -0.00255295+0.00171151j -0.00857949-0.0103244j -0.0142783-0.00257039j -0.0114406-0.000802502j 0.0220229+0.0141884j -0.0152781-0.00568512j 0.0121251+0.0171301j 0.0260948-0.000682228j -0.037566-0.00195865j -0.0114025-0.0107161j 0.0569191+0.00742895j 0.00924158+0.00954895j -0.0278149-0.00118907j -0.0465976-0.00599881j -0.0154777-0.0125216j -0.0152584-0.000192073j -0.00330158-0.000701796j -0.0152637+0.00711057j -0.0284659-0.00457664j 0.00718245+0.00458428j -0.021007+0.00125759j 0.0252559-0.0134672j -0.0111419+0.00319996j 0.000101514+0.0130895j 0.00459338+0.00993214j -0.00765795+0.00481136j 0.00226264+0.000851203j 0.00245132-0.00689605j 0.00846135-0.00793335j -0.00685585+0.00568811j -0.00109844+0.00869405j -0.0111427-0.00203417j -0.0114389-0.00539889j -0.00317133+0.0131183j -0.00154228-0.00520504j -0.00223387-0.00871872j 0.00721172+0.0068938j 0.015025-0.0107079j -3.25711e-05+0.0141079j -0.0138146+0.0438215j 0.00863471-0.0411815j -0.00871079+0.0328455j 0.010126-0.0339708j -0.00537753-0.000511627j 0.00706798-0.0443477j -0.00109854+0.00231661j -0.0123707+0.0721009j 0.00596861-0.0504872j -0.000196343-0.000465562j 0.00450995-0.0146565j 0.00404872-0.0273368j 0.00187821+0.0013414j -0.00205731-0.0395424j 0.00327727-0.0445415j 0.000189837-0.0171339j -0.0025819+0.0017762j -0.00647271+0.00225146j -0.000850071+0.00861311j 0.00489435-0.0102095j 0.0064875-0.0139667j 0.0033483-0.0010174j -0.00135345+0.00697192j 0.00198156+0.0109053j -0.000612213-0.0113439j 0.00142852-0.0144817j 0.00334756-0.00569263j -5.70298e-05-0.00300691j 0.000357344-0.00527672j -0.000437462+0.00072478j 0.000679538-0.00379723j -0.000432671+0.00060741j 0.000750301-0.000341586j 0.000167282-0.000622952j -0.000289161+0.000632719j 
0.0001428+0.000770062j 0.000138198+0.00044235j -0.00340716+0.00289098j -0.00374584-0.00043947j 0.000407169-7.90289e-05j -0.00246914-0.00239231j 0.00558913-0.000379594j 0.00181596-0.00403724j -0.00925544+6.90159e-05j -0.00269828-0.000139063j 0.00993497-0.00339391j 0.00448079+0.00596555j 0.00142211+0.00580612j -0.0101151-0.00288071j -7.20917e-05+0.00176016j 0.00275994-0.00141928j 0.00886739+0.007548j 0.0140481-0.0318063j -0.01071+0.0151712j -0.00729776+0.0192519j 0.0072485+0.00495807j -0.00346304-0.0480823j -0.000621817+0.018869j 0.0110645-0.0131527j 0.006658-0.00325247j 0.0062548+0.00427837j -0.0144263+0.0257394j 0.0129991+0.0224623j -0.00329521-0.031016j -0.00353743-0.0194033j -0.0072966-0.0164557j 0.00150965-0.0111419j -0.0023891+0.0179416j 0.00120112-0.0276227j 0.00222726-0.0231014j 0.00356323+0.0275193j 0.00817656+0.0189616j 0.0104102-0.00806245j -0.000995468-0.00729505j 0.00249125-0.0106004j 0.00434493+0.0015701j 0.00465389-0.00538157j -0.00338239+0.017553j -0.00524449-0.0188029j -0.00463688-0.00585778j -0.0189898-0.00723372j 0.00145589+0.00108497j -0.00926136+7.25425e-05j 0.0134441+0.0117725j 0.00351059+0.00459709j 0.000668876-0.0212673j 0.00298229-0.0110638j -0.0260922+0.00590182j 0.0010493+0.0039751j -0.0210908-0.002383j 0.0147431+0.00506911j -0.0346544+0.00744593j 0.0210599+0.00239097j -0.00922062-0.011161j -0.031283-0.00239734j -0.01611+0.000222751j 0.0117762+0.0125233j -0.0322209+0.00258849j -0.083148+0.00173518j -0.101843-0.00344699j -0.00716774-0.00415268j 0.0150699-0.00187763j -0.022804-0.000664076j -0.0198827+0.00398593j 0.0129009+0.00469806j -0.00983471+0.00264619j -0.00230004+0.0021804j -0.0328529-0.00369728j 0.00817055+0.000559951j 0.0387091-0.0062125j 0.00265814-0.00070529j 0.0141376+0.0010329j -0.0130934-0.00109832j -0.00938546-0.000409572j 0.00527205-0.000208606j -0.00861597+0.000569183j 0.00166375-0.000846465j 0.00234448-0.00151814j -0.012285+3.50122e-06j 0.000394609-2.26664e-06j -0.00337538-0.00014357j -0.00241478-0.000130092j -0.00135505+0.000259609j 0.00498825+0.000368802j 0.00369264+0.00104078j -4.83702e-05+0.0001306j 0.000338319-0.000614422j 
-0.000141372+0.000977134j -0.00172892+0.000960477j -0.000395054+0.00351305j 0.000640697-0.00215705j 0.00204779+0.00244552j 0.00168113-0.00476931j -0.00617023-0.00684011j -0.00206622+0.000908882j 0.00279616-0.00643878j -0.00719476+0.0108437j -0.00224249+0.00759614j -0.00228147-0.00587771j 0.00168157+0.0221925j -0.00104591+2.19253e-05j 0.00200176+0.00366981j 0.00779006+0.000634562j -0.0117062-0.0160215j -0.00350879+0.012619j 0.00208443-0.000624318j 0.00647847+0.00791189j -0.0105924+0.0416495j 0.00552343-0.0191161j 0.000265174+0.0116663j 0.0105921-0.0127263j -0.0177497-0.0195242j -0.00366526+0.0136793j -0.0120435-0.0181251j 0.00164881+0.0233735j 0.00742221+0.00232819j 0.00372501-0.0247322j -0.00905176+0.0260305j 0.00914123+0.00994963j -0.000710702-0.0124549j -0.00248764-0.000268266j -0.0105687-0.0195414j -0.0102468-0.0151898j 0.00448833-0.00794934j 0.0129795+0.0172536j 0.00231513-0.0167669j 0.00247343+0.00332469j -0.00324474+0.00978244j 0.000561662-0.0190701j -0.0100606+0.0156597j -0.00619761+0.0171928j 0.0191793-0.00192328j -0.00539075+0.0160737j 0.000971204+0.00231621j 0.00669224+0.00330786j -0.00535311+0.00158229j 0.00457225+0.020807j -0.00896032-0.00137967j -0.0174281-0.00816417j 0.0248718+0.0159437j 0.020146+0.00640869j -0.000740376+0.000915214j 0.0106142-0.00440111j 0.00612546+0.00182162j -0.0239504+0.00690042j 0.0192659-0.00935671j -0.0203405-0.000732172j -0.0299918+0.000678152j 0.00504699+0.00136389j -0.0407332-0.00097167j 0.0562516-0.00119058j -0.0149438+0.0012316j -0.0111696+0.00635336j 0.0504238-0.00309189j -0.0813661+0.00949917j -0.0385068+0.00319996j -0.0308577+0.00619833j 0.00928118-0.00429891j -0.00157265+0.0018889j 0.0321518-0.00256601j -0.0101413-0.003459j -0.00545657-0.00257157j 0.00978029+0.001971j -0.00730521+0.00302013j 0.0134061+0.00239874j -0.0132324+0.00084741j -0.0115325-0.00104594j -0.006677+0.000680082j 0.013603-0.00024144j -0.00126239-0.00122469j 0.000800087-0.000250795j 0.00771443+0.00277288j 0.0070875-5.17256e-05j 0.00310881+0.00172861j 0.00193197+0.000572145j -0.001221+0.000286302j 0.000408111+0.00169151j 0.000698727-0.000566816j -0.00110857-0.00028076j 
0.000644967-0.000763921j 0.000400101+0.00138455j -0.00224215+0.00437115j -0.00151534-0.000398577j 0.00808176+0.00309706j -0.00499444+0.00239368j 0.00341966-0.000266011j 0.00710601-0.00358679j -0.00788183-0.00349432j -0.00371016+0.00185566j 0.00612253+0.00238135j 0.00786483-0.00743714j 0.00257653+0.00929903j -0.0132723-0.00125914j -0.0153243-0.0095283j 0.0120915-0.00664736j -0.0156942+0.0187203j 0.0100045-0.0173021j -0.0170214-0.00644028j 0.0104061-0.0209004j 0.00498479-0.0146711j -0.00548896+0.0236562j 0.00801084-0.0246122j -0.0064679+0.0289557j 0.00141573-0.00549392j 0.00700823+0.0153128j -0.00718518+0.000830022j 0.00953387+0.0416593j 0.00473869-0.0255494j -0.00557771-0.00667001j -0.0273131-0.0153809j 0.00312382+0.0467197j 0.00766385+0.0278852j 0.000213641+0.0166575j -0.00634139-0.00993049j -0.00129845-0.0084912j 0.0155019+0.0101018j 0.00558881+0.00293741j 0.00782461-0.00298034j 0.00305084+0.00846397j 0.0056676+0.0129713j 0.00100009+0.0018766j -0.0104312+0.0128721j -0.00495712+0.0062814j 0.0157774-0.000831836j -0.0174167-0.0115413j 0.000157617-0.000352823j -0.00298753-0.00907983j 0.0130836+0.00194622j 0.00953464+0.000639079j -0.00354538-0.00096326j 0.0207585+0.00350496j -0.0331823-0.0139451j -0.00656734+0.00297656j -0.00634956+0.00929555j -0.023301-0.00292756j -0.00694213-0.00414971j -0.00402855-0.00130137j -0.0204384+0.00518999j 0.0207006+0.00683652j -0.0228774-0.00288186j -0.0175787+0.00102355j -0.0359832+0.00871615j 0.0348054+0.00219149j -0.0268976+0.00525565j 0.104248-0.00434036j -0.00884547-0.00181396j -0.0433092+0.00183148j 0.00185047+0.00169968j -0.0228606+0.00174059j -4.41328e-05+0.00191478j 0.00292616+0.0018963j 0.00719379-0.00172205j 0.015464-0.00410596j 0.0339924-0.0100649j -0.00299212-0.002695j -0.00293456+0.00453234j 0.0112611-0.00124924j 0.00255394+0.00117562j -0.0242083-0.00344178j -0.0143286+0.00347144j 0.0125927-0.00101929j 0.00500908-0.00225762j -0.000352532+0.00124391j 0.00496025+0.000764355j -0.00127548+0.000194324j -0.00383562-0.000270929j 0.0071899+0.000650605j 0.000933852-0.000825073j 0.00337229+0.00143308j -0.00101336+7.12948e-06j -0.000256377+0.000823367j 
-0.00106263+0.000117559j -0.00021359-0.000276183j -0.000325105+0.00287299j -0.00274261+0.000917526j 0.000599889+0.00182335j -0.00131551+0.00425694j 0.00535426+0.00169437j -0.000122778-0.00238753j 0.00203911+0.00197543j -0.00242646+0.000393845j 0.0097495-0.000203073j -0.00242471+0.000784404j 0.00452194-0.00620535j -0.0100255-0.00476415j -0.0055848-0.000403825j 0.0052123-0.00189456j -0.0124551+0.00991724j 0.0108866-0.00494628j -0.013575-0.000947104j -0.00604243+0.00515731j 0.00493107-0.0157768j 0.0114795-0.0165248j 0.0094307+0.016477j 0.00213158+0.000828839j -0.00263926+0.0617298j 0.0120149-0.0115287j -0.012939-0.0505489j -0.0012956-0.0193916j -0.00124844-0.00637068j 0.000810707+0.0183355j -0.017529+0.00668618j 0.00199937-0.00153392j 0.00888108-0.00642264j -0.00601197-0.0231212j 0.00812682-0.00496974j 0.0129144-0.0139204j 0.0117492+0.0183228j -0.00903936-0.0217777j 0.00108058+0.00526218j -0.00286651-0.0107858j 0.00554185-0.00147644j -0.0132387-0.00555028j -0.00407013+0.00194855j -0.00549806-0.00375688j 0.0012164+0.00428946j -0.0232307-0.00706128j -0.0229547-0.00974831j -0.00376701+0.00251919j 0.0180726-0.00301501j 0.0166958-0.00285172j -0.0334966-0.00998569j 0.0107234-0.00516533j -0.00652523-0.000891972j -0.0230697-0.00357169j -0.0281763+0.000240748j 0.0267444+0.00353094j 0.0545223-0.000310172j -0.00525084-0.00784563j -0.0163293+0.0118481j 0.0326874+0.00132585j -0.0678026+0.00423886j -0.0431083-0.00234079j -0.026044+0.0026325j -0.0578951+0.00238382j 0.0248598-0.00255546j 0.0754117-0.00288908j 0.0250702-0.009029j 0.00620201-0.00469175j 0.00242053+0.0017447j 0.0135238-0.00623432j -0.0455776+0.00373221j 0.0247434+0.00349018j 0.011589-0.00467439j 0.00711758+0.00409251j 0.0238103-0.00324721j 0.0141253+0.0018801j 0.00729842+0.00178356j 0.0252791-0.00460128j -0.00733543+0.00190932j -0.013875-0.00348037j 0.0119443-0.000217749j -0.00741534-0.00159261j 0.00458453-0.00211131j -0.00774517-0.00110767j 0.00167162+0.000547363j -0.00146431+0.000536812j -0.00491479-0.00138968j 0.00241567+0.00101768j 0.00116622-0.000977986j 0.00268387+0.000769655j 0.0023992+0.000606787j 0.00129064+4.98012e-05j 
-0.000561652-0.00119766j 0.00136985-0.00031503j 0.00226844+0.00169464j -0.000183111+0.00122057j 0.00178872+0.00346555j 0.00332121+0.00526736j 0.00459281-0.00190477j -0.00718318+0.00387443j 0.00423155+0.00248793j 0.01548-0.00549621j 0.00571643-0.0016128j 0.00349213+0.00554574j -0.00501711-0.0184224j -0.00590188-0.0122824j 0.0125316+0.000212885j 0.0109661+0.0040238j -0.0208754-0.000339528j -0.00616989+0.0237765j 0.0046829-0.0469725j 0.00461824+0.0194133j -0.00953075+0.0351681j 0.0169288-0.00842725j -0.0090888+0.0194543j -0.0142094+0.0241559j -0.000772765+0.0243282j 0.021433-0.00834348j -0.00716081+0.0128946j -0.0173135-0.00737319j 0.0154825-0.00613675j 0.00309172-0.0377808j 0.00223056+0.027173j -0.002955-0.0310406j 0.0116083-0.00990203j 0.0056655+0.00307807j -0.0169587-0.00470923j 0.00855427+0.0117107j 0.00203875-0.00291346j -0.00354872+0.00257767j -0.00354404+0.0104773j -0.0063574-0.00846892j -0.00136701-0.0113281j -0.00407016+0.0043003j -0.0140792-0.0110928j -0.0178434-0.011927j 0.00371832-0.00461001j 0.000701232+0.00849837j -0.00119387-0.0113645j -0.00981094-0.0102567j 0.00937929-0.0150898j 0.0111195+0.000538158j -0.000773281+0.00842303j -0.00369425-0.00413056j 0.0318776+0.0141983j 0.0267984-0.00156785j 0.0303099+0.006025j 0.00958753-0.00385914j -0.0626634-0.00197703j -0.0322154-0.0109138j -0.0155235+0.00783431j 0.0282938+0.00021725j 0.0107687+0.00235838j 0.101106+0.000104653j 0.022215-0.00990806j 0.0585148-0.00503179j 0.0574075+0.00498207j 0.0687565+0.000757209j 0.0382711+0.00124009j 0.0339655-0.00228219j -0.0211537-0.00126005j -0.00159146+0.00313621j -0.0109261+0.00440835j 0.0155644+0.000362125j 0.0153983+0.00192206j 0.0172903-0.000882933j 0.00406053+0.00194261j 0.00607497+0.000354997j 0.00238788-0.00081901j 0.0142363-0.000465796j -0.00520553-2.80754e-05j -0.0142872-0.00235967j 0.0122512-0.0001797j 0.0023605+0.000287077j 0.00689126-0.000223062j -0.00182634-0.000774551j 0.00997427+0.00110126j 0.00036071+0.000612105j -0.00378708+0.000604361j 0.00445463+0.000730599j -0.0029362-0.000763575j 0.00097465-0.000627322j -0.000164133+0.000213743j 0.000550398+0.000842137j 
0.000848426+0.000373694j -0.000239788+0.000172548j -0.00156602-0.000534685j 0.000135028-0.00104833j 0.000119664-0.00173899j -0.00221008+0.0037245j 0.00286282-0.00225109j -0.000975581+0.00165681j -0.00905141-0.000937127j -0.00537802-0.000654116j -0.000757925-0.00238743j 0.00454175-0.00967641j 0.00203387-0.000200509j -0.000558146-0.000294186j -0.00768338-0.00711628j -5.65929e-05-0.002164j 0.00587778-0.0154931j 0.00285981+0.019523j -0.00144911+0.0217739j -0.0117978-0.0142846j -0.0056055+0.0103863j 0.00278192+0.0294589j -0.0137405+0.0209989j 0.00229963-0.00404215j 0.00931837-0.0106825j 0.00546922-0.00950009j -0.00520996-0.014533j 0.00764836+0.0130527j 0.00185192-0.0357523j -0.00825753+0.0146842j -0.0014943+0.00881051j 0.00462029-0.0087981j 0.00617622-0.01263j 0.00407252-0.0187053j -0.0021714+0.00584992j 0.00104537-0.014855j 0.00334135-0.000975903j -0.0019294+0.000883126j 0.00919058+0.00142885j -0.00836229+0.00410863j -0.0116631+0.00355577j -0.00450683+0.00290886j 6.5857e-05-0.011597j 0.000300869+0.0149547j -0.00681444+0.0024625j 0.00165193-3.39272e-05j -0.0106897-0.00172175j 0.00553923+0.000366688j -0.00510838-0.0016691j 0.0111058+0.00334927j 0.0232207+0.005627j -0.000340359+0.00087901j 0.0117734-0.00312873j -0.0391864+0.00275402j -0.017394-0.00538101j 0.0247932+0.00239517j 0.0455209-0.008912j -0.080879-0.00191395j -0.102123-0.00422277j 0.0223148+0.00359902j 0.0196837+0.00456186j -0.00538444+0.00120819j 0.000548359+0.00120081j 0.00300054-0.00129523j -0.00225912+0.00230901j 0.00866787+0.000208376j 0.00909224-0.000655197j -0.00257441+0.0015228j 0.00202995-0.00449613j 0.0119967-0.00114753j -0.00483411+0.00171947j -0.00958886+0.00156744j 0.00141224+0.000495315j -0.0199969+0.00412634j -0.00437326-0.000798759j -0.00584535+0.00356354j 0.00137773+0.00176741j 0.0125852+0.000281022j -0.00109725+0.00134522j 0.00801833-0.00125493j -0.00199708-0.000814785j -0.00185848-8.19312e-05j -0.00216049-0.000758582j 0.00382683+0.0005391j -0.0047907+0.000429992j -0.00321092+0.00157302j -0.0041057-0.00087938j -0.00125751-3.36196e-05j 0.00201232-0.000142357j -0.00114544-0.000550539j 0.000321309+0.000269177j -0.00102094+8.73264e-06j 
