0.0516861-0.281969j -0.290898-0.0447602j 0.0424063+0.0685501j 0.0365506-0.183692j -0.237352+0.0353606j 0.0986586-0.0572476j 0.118567-0.280884j 0.261472+0.0482761j 0.0719597+0.0754465j 0.00556485+0.178312j 0.148792+0.0436134j -0.157512-0.257054j -0.196021+0.115001j -0.275028-0.0929961j -0.052015+0.282288j -0.309222+0.114773j 0.111729+0.305046j -0.0284968+0.0249866j -0.0234307-0.0118147j -0.0332752-0.00993608j 0.0405368+0.00836438j 0.0237529-0.0549398j -0.0287315-0.018562j -0.00699612-0.0340113j 0.0026525-0.00925286j 0.0299718-0.00418647j 0.0168812+0.0178991j 0.016863+0.00742636j 0.000875874-0.0491185j 0.00602455+0.00853969j -0.0294937+0.00954642j -0.0244778+5.40014e-05j -0.00864593+0.015877j 0.0388048-0.0100133j 0.0134374+0.0246215j -0.0102005-0.01838j -0.0159585+0.0139881j 0.023067+0.0263349j -0.02668+0.0235843j -0.0234777+0.0696343j -0.0707977-0.0242342j 0.012407-0.0117868j 0.00682442+0.0102002j 0.00195986+3.73112e-05j 0.00102868+0.00125952j -0.00777223-0.00226509j 0.000537437-0.00161268j 0.000769977-0.00992787j 0.010924-0.000493648j -0.016472+0.0126336j 0.00186026+7.75305e-05j 0.0119515+0.0127353j 0.0037075+0.00183082j 0.00155094-0.013757j 0.0181934+0.00714218j 0.0158071-0.00565431j -0.0162493-0.0024854j -0.00174462-0.0144659j 0.00072646-0.0165862j 0.00477929+0.00150352j 0.0138398+0.00194659j -0.00203549+0.00289988j 0.00168244-0.0148202j 0.00841011+0.00150061j -0.0107789-0.0132646j -0.00744275-0.0175977j -0.00122133+0.00317943j -0.00255224+0.0125974j 0.00146779+0.00196778j 0.00553403-0.0183988j 0.0132742+0.000250054j -0.000287039+0.0040251j -0.00744263+0.00258323j -0.00258507-0.00269784j 0.00121134-0.00477566j -0.0010393-0.0139489j 0.010573-0.00859006j -0.0156371+0.00882068j 0.0208703-0.0089369j 0.00431452+0.0143907j -0.0033082-0.01275j -0.00310191+0.00127063j -0.005874+0.00634129j -0.0115699-0.006937j 0.0160595-0.000402318j -0.00159024-0.0038659j -0.00149182-0.00846207j -0.00927346+4.18759e-05j 0.00181517-0.00581936j -0.00678604-0.00249215j 0.00594047+0.00364223j 0.0120621+0.0249211j 0.0235878-0.0123868j 0.00291978-0.00589971j 0.00721103+0.0028377j -0.0240362-0.00295973j -0.00202274+0.0241657j 
-0.00487821+0.00396508j 0.00633532-0.00156987j -0.0110578+0.00688068j -0.00629891+0.00203526j -0.0107355+0.000436547j -0.00689219-0.00661707j 0.0101719+0.00799094j 0.00191944+0.000629972j -0.00579357-0.00651907j 0.0018681-0.0013763j -0.00128632+0.00233836j -0.00158856-0.000201272j 0.00524078-0.00114697j 0.0086214+0.0025548j 0.0011429+0.00668653j 0.0013706+0.0010771j 0.00234348+1.30418e-05j 0.00479509+0.0177982j 0.00411787-0.00264821j 0.00857072+0.008699j 0.0210768-0.0181019j -0.00373911-0.000875464j 0.000844881+0.00863007j -0.00646322+0.0131343j -0.0119383+0.00963786j 0.00218706+0.013852j 0.000236082-0.000745753j 0.0107675+0.0167752j 0.00465391-0.0147081j -0.00205306-0.00135727j -0.00474954-0.00425745j -0.000368126-0.00217698j -0.00149644+0.0148125j -0.00947553+0.0157904j 0.00469719-0.0172318j 0.0128273+0.0120122j 0.0048681+0.00500011j -0.00551805-0.00099516j -0.000725076-0.00635303j -0.0084836+0.00591651j -0.000167876-0.00679406j 0.0164101-0.00513947j 0.00775658+0.0115644j 0.0248401-0.0197826j 0.0126604-0.00396967j -0.0176517+0.0103094j -0.00613381-0.0222749j -0.0178207-0.00594206j 0.00433337-0.00743055j 0.0326156+0.00248355j 0.0158816+0.000108437j 0.00508021-0.0201874j 0.00349304+0.0128612j 0.0127272-0.00862792j 0.0292865-0.0535759j 0.00507723+0.0304801j 0.0456846+0.00121924j -0.016996-0.00527376j 0.0380008+0.0102439j 0.0145893+0.00466145j 0.0157242+0.0128859j -0.0127996-0.02439j 0.040048+0.021599j -0.0341225+0.0188284j -0.0282756-0.00162317j 0.0114596+0.0226991j 0.00179506+0.00866333j 0.000738386-0.00267445j 0.00295973+0.0241322j -0.0189504-0.0230666j 0.0219777-0.00405884j 0.00520552+0.00482588j 0.00726639-0.0180073j -0.0292687-0.0138355j -0.0119731-0.0144598j 0.01965-0.035823j -0.0197973+0.0207623j 0.0300742-0.0247567j 0.0452087-0.0154889j 0.00165363+0.0215178j -0.00699289-0.0256906j -0.0260578-0.012392j -0.0121521+0.00636536j -0.0115906-0.0113666j 0.0235737-0.0278955j -0.0101579-0.0147424j 0.00232163+0.014396j 0.0236277-0.0137177j -0.0132968-0.00819653j 0.012847-0.0059617j -0.0326314-0.0138967j -0.00741511-0.0176461j -0.0169591+0.000311633j 0.00540141+0.0234724j -0.0155882+0.0237631j -0.00410496-0.00435499j -0.00994997+0.00439106j 
0.00190411+0.00904718j 0.0115035-0.00175376j -0.000502722-0.00190408j 0.00468205-0.00724449j 0.00643794-0.000160216j -0.000638472+0.001007j -0.00443134-0.00181199j -0.00375313+0.00791388j -0.000213788+0.0118925j 0.0110015+0.000464009j 0.0046365-0.00046321j 0.000603541+0.0152756j -0.0060852+0.00133394j -0.000818144+0.00329589j -0.00494605-0.00552858j 0.000783196+0.00214605j 0.0014743+0.00363781j -0.021182-0.00732881j 0.0162904+0.00327119j -0.0122685+0.0194594j -0.00681528+0.00514338j -0.00807341+0.00433142j 0.00942459-0.00678933j -0.0110806-0.00312852j -0.0339234+0.0147737j -0.0367047-0.024901j 0.00297183+0.00737653j 0.00494217-0.00127849j 0.0149645+0.0145091j 0.0189005-0.0226983j -0.0128986+0.000968382j 0.000789275+0.015858j -0.0014539+0.0078496j -0.00991001+0.0172542j 0.00715398+0.0141554j 0.00484264-0.00277824j -0.0156024-0.0161589j -0.00106211+0.00830737j -0.010481+0.000197781j -0.00301215-0.00854447j 0.00233844+0.000468888j -0.0112092-0.0326813j 0.017077-0.000767207j -0.00889632-0.0144293j -0.0119951-0.00655798j -0.00356608-0.00646317j -0.00982023+0.000700732j 0.0140824-0.0138758j 0.00440683+0.033174j 0.0140649+0.0119363j 0.00170004+0.0139915j -0.0174059+0.00119908j -0.0115686-0.0153627j -0.0151455-0.00448756j 0.00709823-0.00494034j 0.00243259+0.0109637j 0.0386234+0.013015j -0.0321499+0.000891237j 0.0138375-0.00792074j -0.00190948-0.0197381j -0.011-0.0194544j 0.0228978+0.00234612j -0.0343876-0.00119107j 0.0112423+0.00671733j 0.0204303+0.0225083j 0.0326262+0.0231263j 0.00182094-0.010713j -0.00416753-0.00695506j 0.0202502-0.0094474j -0.0062326+0.0119224j 0.0179479-0.0320562j 0.00608294-0.040189j -0.000527784+0.00368244j 0.00820965+0.0137832j -0.0196889+0.0100474j -0.00877934+0.0017933j 0.0139756+0.000964344j 0.0252953-0.00785818j 0.00882022+0.00136004j -0.00811533+0.0111268j -0.018921-0.0102023j 0.00658797-0.0110633j 0.00559403-0.0256464j -0.00172462-0.000292502j 0.0209096+0.0113766j -0.00565358-0.0333222j -0.00800233-0.0306505j -0.0126341+0.00386866j 0.000965211+0.0159699j 0.000398611-0.0092809j 0.00522421-0.00107545j -0.00678892+0.0132661j 0.0168107+0.00914246j 0.00958868+0.0149322j -0.0287006+0.0147922j 0.00817568+0.00662236j 0.0113224-0.00985878j 
-0.0103142+0.00261591j 0.00289448+0.00638476j -0.00835114+0.00613806j -0.00678991+0.000202558j -0.00873434+0.00436466j -0.00570861-0.00337281j 0.0108858+0.00280063j 0.000788535+0.00289011j -0.00519279+4.34587e-05j 0.00418205-0.0019125j 0.0024112+0.00371304j -0.000646995+0.000909896j 0.00096679+0.00172349j 0.00859435+0.00317115j 0.000730328+0.00729752j -0.00667851-0.00966358j -0.00361096+0.00411815j 0.0107525+0.0123375j 0.00573456+0.00176458j 0.0185504+0.0100499j 0.0094733+0.00993446j 0.00293731-0.000855084j -0.000473787-0.00110742j -7.45578e-05-0.0095709j -0.0147341+0.00534149j 0.00129419-0.00284353j 0.00791805+0.00579499j -0.0149876-0.00184953j 0.00860595+0.0181397j 0.0110483+0.00140602j -0.00671602-0.0118447j 0.00221883+0.0121752j 0.00390556+0.0114235j -0.00511224+0.00195276j 0.012546-0.010867j 0.0111511-0.000868288j -0.00656814-0.00473327j 0.00215066-0.00770997j 0.0106652-0.000481077j 0.00121991+0.0107392j -0.00402133+0.00284606j 0.00719685+0.0384046j -0.0214153+0.0125207j 0.0198683+0.0385731j -0.00688082+0.0462856j 0.0214244+0.00462221j -0.0231601+0.0025347j 0.0129225+0.0132616j 0.0113722+0.0150964j -0.00150421-0.017636j 0.00678027-0.0349573j 4.20894e-06-0.00202968j -0.0178621+0.0166485j -0.0200772+0.00332832j -0.0156944+0.0115797j -0.000287653-0.0334424j 0.000772577-0.0121973j 0.0105167-0.0141829j -0.024381+0.0226444j 0.0281063-0.0168924j 0.021189-0.0221951j 0.00728408-0.00199534j -0.0178314-0.0043626j 0.0232883+0.000845885j 0.0105722+0.0176386j 0.0120676+0.0106784j 0.0321198-0.0215889j 0.00178903-0.030271j -0.00440276-0.0320468j -0.00236783-0.00709888j 0.00507514+0.0257221j -0.00115706+0.00694622j -0.0034323+0.0181814j -0.00797005+0.00330637j -0.0353667+0.00873407j -0.00805523-0.0313431j 0.0114571+0.00148744j -0.0434746+0.0153568j -0.0394876+0.00196535j 0.0295239-0.00999884j 0.0205848+0.00282864j -0.0149708-0.0108144j -0.0202398+0.0251192j -0.00978093+0.00726012j -0.00783972+0.0448053j -0.0259831+0.0356754j -0.0146738+0.0339164j 0.0124028+0.0272314j -0.000223135-0.0166314j -0.00284253+0.00697194j 0.0055257-0.0416182j -0.0119662+0.0053339j 0.00617245+0.0126361j -0.023659-0.0283943j 0.0232759-0.0128926j -0.00825684+0.0139426j 0.0102934+0.00440403j 
-0.00363877-0.00275758j 0.00180606-0.00240788j -0.017774-0.00118917j -0.00313128-0.00767473j -0.00446409+0.0140667j -0.00545504-0.00037023j 0.00531123+0.00418452j 0.00671343+0.00849906j -0.000749686-0.00324779j -0.000858939-0.00454756j 0.000733135+0.0119487j -0.005261+0.00959887j 0.000397704-0.00316142j 0.00899733+0.00757635j -0.00390713+0.00316633j 0.00307697-0.00265646j 0.0039242+0.00153165j -0.00878151+0.0130596j -0.001162+0.00812655j -0.00316008+0.0195579j -0.0147642+0.0116635j 0.00720831+0.00898143j -0.00523405+0.0160525j 0.00772933+0.0185882j 0.00653272-0.0163429j -0.00456078+0.00357405j -0.0126652+0.00414192j 0.0279263-0.0110075j -0.0201843-0.0235959j -0.0101043-0.00253032j 0.00582364-0.0022459j -0.0173766-0.0343969j -0.015129-0.00527717j -0.0058826+0.00621684j -0.0126741+0.0125121j -0.00131828+0.00298822j -0.000960901-0.000645525j -0.000518021-0.00202963j 0.00341928-0.00194606j -0.00310287-0.00437806j 0.00446232-0.00255374j 0.0108006+0.00313101j -0.00100299+0.0112559j 0.0119066+0.0208417j -0.000215762+0.00933962j -0.00231137-0.00875762j 0.000492732+0.000346836j 0.00974694-0.0165138j 0.0140533+0.0173947j -0.00336323+0.0133093j -0.0129706-0.00881653j -0.013033-0.0284399j 0.0119869-0.0211353j 0.000750006+0.0136087j -0.0249056+0.0255382j 0.00859922-0.0173384j -0.0204211-0.0020043j 0.00113754+0.0138054j -0.0196025+0.0215821j -0.00561647-0.0108125j -0.00314938+0.0160585j -0.0207719+0.0280568j -0.00111563+0.0049874j 0.00415914+0.00669078j -0.00582125+0.0176246j -0.0156869-0.0185057j -0.0184108-0.0171367j -4.38791e-06-0.00319492j -0.0150561+0.00829319j -0.0198539+0.0129425j -0.00658994+0.0140422j -0.0391558+0.0136108j 0.0161421-0.0100926j -0.0128211-0.00920037j -0.00668714+0.0281246j -0.0203836+0.00394595j 0.00722284+0.00736949j -0.0107883+0.0244339j -0.00348428-0.0138538j -0.00666554+0.0214351j 0.0185456-0.00826061j 0.00215222-0.0130771j 0.00156482+0.00151624j 0.00535903-0.00551803j -0.012871+0.0356945j -0.0022639-0.000794807j 0.0151174+0.00639083j -0.0038033-0.0160006j -0.00359491-0.00965526j -0.00142286+0.0132332j 0.0258598-0.0122049j 0.00884502+0.00188397j 0.00205545-0.00665858j 0.00203254-0.00959676j -0.00215429+0.00224688j 0.0037497+0.00413811j 0.00339372-0.00542487j 
0.000392789+0.00152965j 0.00172765-0.0033708j -0.00301481+0.000259759j -0.00754646-0.00685496j 0.00322736-0.0120581j -0.00889217-0.0016114j -0.0131085-0.00605213j 0.00131122+0.0145801j 0.0139636+0.0224219j 0.0270028-0.013883j 0.0120422-0.015806j 0.0216724+0.0211828j -0.0113738+0.0180747j -0.0010029+0.000805167j -0.0217932+0.000198137j 0.00496416-0.00458735j -0.000552675-0.0032114j 0.00407663+0.000501501j -0.0031741+0.00221021j -0.000719188-0.0121483j 0.0106136-0.00318806j 0.003017-0.0111181j 0.00245191+0.00444802j 0.00614215+0.00459227j 0.00615704-0.00800391j 0.0207589+0.0085979j -0.00369379+0.00241777j -0.000775353+0.00356886j -0.0109939-0.00311543j -0.010992+0.0122859j 0.00507191-0.00795743j 0.00121212+0.00289704j 0.00886986-0.00676173j 0.00153739-0.00588116j -0.00191804-0.00501351j -7.78358e-05+0.00458322j 0.00805242+0.00157104j -0.00028407+0.000883202j -0.000620847+0.000358173j 0.00326599+0.00182321j -0.000695464+0.00121299j -0.00150832+0.00445249j -0.00310296-0.00730509j 0.0078997-0.00865857j 0.00482764+0.00510922j 0.0021368-0.000574769j 0.00146974-0.00505046j -0.00110916+0.0111448j -0.00434046-0.0121493j -0.000571975+0.00475904j 0.00557432-0.00649644j 0.0119998+0.0129925j -0.00800343+0.00439228j 0.00329558-0.0098761j 0.00876407-0.00294519j 0.00373064-0.00317381j -0.0160598+0.00989046j 0.0119403+0.00604263j 0.00391629-0.00420079j 0.00298631+0.00551602j 0.000974226+0.00761649j -0.00775244-0.00209449j 0.0141633+0.00203491j 0.00324801+0.00300514j -0.00696462-0.0117062j -0.0138712-0.00513447j 0.00463086+0.00584676j -0.00201745+0.00513616j -0.00937245+0.00846642j -0.00244474-0.00306155j -0.000137634+0.0115755j 0.00044277+0.0102954j -0.00192737-0.00431918j 0.00278562-0.00119711j 0.00900147-0.00485603j 0.0087753-0.00242966j -0.00904497+0.000943285j 0.00220395-0.00365115j 0.000435705-0.00153513j -0.00189928-0.0132148j 0.00230351-0.000125011j -0.00470922-0.00132843j 0.0145487+0.00238399j -0.00133129+0.00432713j -0.0121171-0.00946521j 0.000729086+0.0087617j -0.000253308+0.00460188j -0.00457467-0.00343445j 0.0111832-0.00789232j -0.00190576-0.0141813j -0.0106174+0.00120594j -0.00300104-0.00831525j -0.00935068+0.00446217j -0.00576114-0.00260228j 0.00577721-0.000803266j 0.000760689-0.00131029j -0.000811368-0.00218125j 
0.00397473+0.0036278j 0.00200273-0.0033311j 0.00289699+0.00138343j -0.00615145+0.00159934j 0.00119323+0.00860995j 0.00968282-0.0108138j -0.0123014-0.00223795j 0.00347752+0.011715j 0.0128228+0.00567228j 0.000984877+0.00253574j -0.00483545+0.013786j 0.0155493+0.0131428j -0.00131193+0.00187137j -0.0026691-0.00169198j -0.0059124-0.00122227j -0.00446502+0.00153011j 0.00208925+0.00265724j 0.00311075-6.27414e-05j 0.0009216-0.013858j 0.0199629+0.0139992j -0.0100616-0.0146321j -0.0164515+0.0184987j -0.0162266+0.00691125j -0.0044288-0.0203636j -0.000211583-0.00885364j 0.0095058+0.00219331j 0.00333314-0.0110221j -0.0135691+0.0012058j 0.00318517+0.00469173j 0.0174948+0.00926402j 0.00535692+0.0161715j -0.00216033-0.00395743j -0.0217101+0.0200007j 0.00522251+0.0128672j -0.00486319-0.00647943j 0.00312879-0.0023596j 0.00129447-0.000605399j 0.00585654-0.0073611j 0.00871933+0.00547705j 0.00385308+0.00249582j -6.37814e-05+0.00339954j 0.00812594+0.00819699j 0.00431568+0.0164517j -0.027792+0.0156708j -0.0113075-0.028526j -0.0245311-0.00174184j 0.0247204+0.000726038j -0.00659845-0.0273701j 0.0123602-0.0170629j 0.0161469-0.0424386j -0.0174626+0.0215665j -0.0124149-0.0247138j 3.84768e-06-0.0114523j 0.0165144+0.0122498j -0.0156278-0.0188132j -0.0144705-0.0142187j 0.00492297-0.0148294j -0.0141222-0.0122164j -0.0100666+0.0100249j -0.00257186+0.0100153j 0.0139845-0.00140863j 0.00513531-0.0115439j 0.000562323-0.0139021j -0.0163853-0.0231325j -0.0184568-0.00139668j 0.00282347+0.00612739j -0.0117629+0.0029702j 0.0188246-0.0041709j 0.0198588-0.00884663j 0.0196153-0.00689633j -0.0119219+0.00297935j 0.0121248+0.00587236j 0.00538005+0.00981549j -0.0157527-0.0088207j -0.00205551+0.00806207j -0.0212678-0.00532635j 0.0128101-0.00821497j -0.0142373+0.00629198j 0.00979012+0.0184664j 0.00568612+0.0288388j -0.00129335+0.00908735j 0.0251412+0.0136616j -0.0372493+0.0186585j 0.0129241-0.0023979j 0.0163356-0.0136779j 0.0204897+0.00376595j 0.0068343-0.00748531j 0.0155795-0.0107505j -0.0413844+0.0221148j 0.00991261+0.0557476j 0.0221389+0.0115355j -0.00376112-0.00497273j -0.00700529+0.00345578j 0.00806828+0.00718055j -0.00714824+0.00280284j 0.00230505-0.00160766j -0.00147303-0.00290048j 
-0.00158162-0.00881925j -0.00274383-0.000592676j -0.0115862-0.00877117j 0.00451562-0.0124448j 0.0213459+0.00224819j 0.0204303-0.0102637j -0.0212778-0.000627881j 0.0041749+0.000900162j 0.00711805-0.00312815j -0.00813654+0.0174326j -0.00511014+0.0143895j -0.00257234+0.0120812j -0.013631-0.0172514j -0.0144362+0.00463633j -0.0103061-0.0142361j 0.00512972-0.00157866j -0.00565953+0.00335817j 0.00995614+0.00950132j -0.0119729+0.00404662j 0.0118071-0.0069238j 0.00738407-0.00760187j -0.00081277-0.000901721j 0.00171793+0.00809109j -0.00548064-0.00051825j -0.00787086+0.00510277j 0.0126343+0.000381005j 0.00273744-0.000981887j -0.00224056+0.0120977j 0.00459892-0.000752773j 0.00658294+0.00446797j -0.00508275-0.00373511j 0.0052345+0.00343951j 0.00332498+0.00930529j -0.0062896+0.00598534j 0.00206446-0.0100067j 0.00266192+0.000555376j 0.00293306+0.00282198j 0.00110951+7.88787e-05j -0.000600345+0.00197586j 0.00354308+0.000282502j 0.00477684+0.00326857j -0.00140263+0.012961j -0.0109884-0.00365444j 0.0264951-0.0125774j -0.000459298+0.0241363j 0.00380855-0.00582436j -0.00893526-0.0151329j 0.0105555+0.0222603j -0.0045155-0.00416488j 0.00983147+0.00687639j 0.0145625-0.0106669j 0.00977789+0.00409003j -0.00188543+0.0139558j -0.00612381+0.00114617j 0.0141873-0.0113165j -0.00520963-0.00262304j 0.00100257+0.00933427j 0.00458793-0.00305505j -0.00405039-0.00302077j 0.0122227+0.00411391j 0.00956026-0.00767423j -0.00215024-0.0112595j 0.00683836+0.00405645j 0.00697355+0.00442464j 0.00492155-0.0064723j 0.00351345+0.00562834j 0.0121631-0.00171699j 0.00527513-0.00458573j -0.00834877-0.00377942j -0.00689613-0.00655861j 0.0151177+0.00261579j 0.00578238-0.00305742j -0.00561786+0.00201083j -0.000611179+0.00454949j -0.00657728-0.00330324j 0.00199663-0.0161543j -0.0131233+0.000762739j -0.00333288-0.00580982j -0.00377214-0.00569743j -0.000913169-0.00601977j 0.00215748-0.00127487j -0.0147536+0.0062556j -0.00149733+0.01132j -0.0140579-0.00346939j -0.00218923+0.00280474j -0.0175964+0.0151181j 0.00548017+0.0139215j 0.00307675-0.00449424j 0.0217281-0.017221j -0.00413264-0.0289443j -0.0151511-0.0106611j -0.0133304+0.00391651j 0.000552012+0.0126859j -0.00774033-0.0105204j 0.00843231+0.000442915j -0.0022487-0.00494932j -0.00272681+0.00267237j 
-0.00440036-0.00254392j 0.00380134+0.000916831j -0.00643587-0.00830301j 0.00851914-0.0191438j 0.000985264-0.0233268j -0.00276862+0.018684j 0.00571451+2.23408e-05j -0.00916828-0.011638j -0.0107315+0.00242363j 0.00664979-0.00132678j 0.00598994-0.0247955j -0.0160766-0.00596016j -0.00766162-0.00209644j -0.00107869+0.00442019j -0.00451448-0.00798114j 0.000199516-0.00429855j -0.00368402+0.00602816j -0.00294+0.00556293j 0.00268077-0.00210741j -0.00500412+0.0094133j 0.0110593-0.0117604j -0.0089948-0.0170742j -0.00380006-0.00224238j 0.00601157-0.000399578j -0.00308854+0.00516839j 0.0103403+0.00451414j 0.00892218+0.00432762j -0.000147317+0.00401071j -6.11711e-06+0.000505936j -0.00311116+0.00401618j -0.00540686-0.0101401j 0.00739543+0.00497529j 0.0112068+0.00226773j -0.00103101-0.00165864j 0.0020457-0.00586166j 0.00672787-0.00113923j -0.00104084-0.00226039j -0.000255315-0.0101955j 0.0118636-0.000933354j -0.00131846+0.00384739j 9.25113e-05-0.000449269j 0.0129855+0.00471446j 0.00829786+0.0238988j -0.0240201+0.0367503j -0.0153727-0.0349519j -0.0248016+0.00853281j 0.0248988+0.00500298j -0.0215371-0.0446944j 0.0207579+0.000708998j -0.0104334-0.0253359j -0.0190286-0.00318188j 0.00847825-0.00943138j -0.0203329+0.00171202j 0.0124175-0.0212393j -0.018942+0.0018293j 0.00766989-0.0161425j -0.0054097-0.0141608j -0.0103737-0.004167j 0.00564924+0.0150683j 0.00163972-0.0107621j 0.00472321+0.000399413j 0.00936018-0.00567522j 0.0037805-0.00151525j -0.0102444+0.000527354j -0.0264505+0.00790574j 0.0100152+0.00518569j 0.00788568-0.00214426j -0.00908143-0.0127606j 0.0155687-0.00751507j 0.00521927+0.00238904j -0.0195512+0.020061j -0.00151828+0.0122783j 0.0147639+0.00810747j -0.0121467-0.00867689j -0.0186396+0.00158644j -0.00925352-0.00278003j 0.0205815-0.00783456j 0.00607743+0.0126317j -0.00251516+0.00611497j 0.03106+0.00154496j -0.00656729+6.36707e-05j 0.00922575-0.0246355j 0.000641324+0.0108751j 0.0102179+0.0277977j 0.00348413-0.017496j 0.0195911+0.00268748j -0.000903841-0.0054734j 0.0181136-0.00505851j -0.050928+0.0152664j 0.0022568+0.0618603j 0.0272197+0.0066338j -0.00399803-0.00366392j -0.00604803+0.00411545j 0.0038536+0.00279613j -0.00903016+0.000803433j 0.00210987+0.00149426j 0.00197522-0.00267042j 
0.00261712+0.00243173j -0.00556699-0.00457534j 0.00479817+0.0168356j -0.0169612-0.00522369j 0.00461647-0.0204211j 0.0236067+0.00142204j -0.000192369+0.00889796j -0.00829137-0.0210378j -0.0103967-0.0066206j -0.00845733+0.0154934j -0.00931541-0.00561809j -0.00259499-0.00376172j -0.0126754+0.00588279j 0.0062266+0.00215369j 0.00313985+0.00172037j -0.00457242+0.00316065j 0.00784972-0.0021315j 0.0123977+0.00484172j 0.00954726+0.00205332j 0.00362214+0.0135467j 0.00013327+0.0124392j -0.000641641+0.00948433j 0.0164512-0.0138058j -0.0108762-0.00740517j 0.022286-0.00310901j 0.00576518-0.00421842j -0.0271607-0.000202889j 0.00688018+0.0150006j -0.0014125+0.00486748j 0.00800313-0.011026j -0.00500227+0.000404907j -0.0113328-0.00542332j -0.00832994-0.00403393j 0.00389369+0.000284628j 0.00416432+0.00240449j 0.00166211+0.00187487j 0.00176203-0.00063515j 0.000516347-0.00932663j 0.0102746-0.000349797j 0.00345876-0.00660221j 0.00620874+0.00460973j -0.0104586+0.0050711j -0.00241089-0.00460986j -0.00684243-0.00518328j -0.00108618+0.00278638j 0.0012028+0.00499246j -0.00914399+0.00224241j -0.00390742+0.00554398j 0.00760779-0.00654927j 0.0192394+0.00639257j -0.00471504+0.00303772j -0.007133-0.0030478j 0.00429645-0.00788184j -0.00738502+0.00232142j 0.0122427+0.00291657j 0.00181512+0.0122393j -0.000561591-0.00770145j 0.00208584+0.00941891j 0.00708374+0.00203469j 0.012937-0.00199495j -0.00632653+0.00414528j -0.00701213+0.0056828j -0.0137439-0.0264273j -0.0130285-0.0217034j 0.0117195+0.00828389j -0.00874018-0.0153598j 0.000688056-0.00486567j -0.00657685+0.00322401j -0.0123014+0.0134238j 0.0288993-0.0130347j 0.00309304-0.00253383j -0.00230023-0.0100422j -0.0193956-0.0175454j -0.00913452-0.0142739j -0.000949247-0.0041627j -0.00427984+0.0111969j -0.00330285+0.0194452j -0.0333189+0.000767809j 0.001491+0.00956326j 0.0102124-0.00117959j -0.0123204-0.0191648j 0.0109879-0.00112789j -0.00755133-0.00116095j 0.00753514-0.0152933j -0.000226928+0.0045649j 0.00426493+0.00889895j 0.000693461+0.00259736j 0.00306616-0.000290822j 0.0040637+0.00665906j 0.00347518-0.00322125j -0.00440712-0.000791215j 0.00053485+0.000847974j 0.00142927-0.000647561j -0.00221422+0.000735715j 0.00250547-0.00153314j -0.00141885+0.00102145j 0.000292016+0.000768331j 
-0.000813003+0.00467815j 0.000880059-0.00254051j -0.00556353+0.0150284j -0.00603676+0.00197866j 0.00723222+0.0193433j -0.00486583-0.0183247j 0.00189803+0.0105634j 0.0122282+0.00507442j -0.000524052-0.010293j -0.0105306+0.00972927j 0.000656983+0.0329183j 0.0037477+0.0138618j -0.000426557-0.0047245j 0.0081719+0.00463774j 0.000706987+0.00682962j -0.00382479-0.00136808j 0.00681959+0.00341614j -0.00817376-0.00977378j 0.0143778+0.00218417j -0.0265613-0.00464072j 0.0159933-0.00548266j -0.00444496-0.0278731j 0.00711438-0.0205836j 0.00953293+0.00195204j 0.0105984+0.00391473j 0.00172285+0.00200791j 0.00595226+0.00516457j -0.00598283+0.00393002j 0.00181529+0.00851992j -0.0137084+0.00485572j -0.00920484-0.0123673j 0.0162553+0.0144648j 0.0180221-0.0236089j -0.000953946-0.0136953j 0.00157488-0.00260622j 0.000171953-0.00213256j -0.00255199-0.00248329j -0.00292638-0.000957736j 0.00170027-0.00316058j -0.00280528+0.00444001j -0.0070304-0.00386636j 0.000186406-0.00961003j 0.0127198+0.00307969j -0.0274522+0.0149622j -0.000212922-0.0300152j -0.00193773+0.0141392j 0.0121591+0.0154942j -0.0238358-0.0215703j 0.00235304-0.00534901j -0.0187961-0.00214951j -0.0114837-0.00256599j 0.0159444+0.015284j -0.0185679+0.00850788j -2.81997e-05-0.0316323j -0.00206855+0.0072507j 0.0116953+0.0020977j -0.00702859-0.0110329j -0.00161905+0.00217528j 0.022928-0.00607567j -0.00554605-0.0100326j -0.00905435+0.00373117j 0.00862083-0.00520753j -0.00189354-0.00333771j -0.00569491+0.000765493j -0.012399+0.000426876j 0.00171975+0.00363602j 0.0157394+0.00509812j -0.0205293+0.00409826j 0.00824114+0.00424501j 0.0122678-0.000249379j -0.0136484+0.0100164j 0.00472101+0.00339583j 0.00385295-0.00188768j 0.00588169-0.00355089j -0.00256846-0.0132854j 0.0175472+0.0111085j 0.00832047-0.00355423j 0.00570155-0.00509376j -0.00628502+0.00780386j 0.0180394-0.0288746j -0.0144291-0.00289834j 0.00548018-0.0207185j 0.0221619-0.00959596j 0.0159308+0.0217836j -0.00591407-0.0226718j 0.0189553-0.0103834j -0.0194751-0.00975494j 0.0023479+0.0130785j -0.02421+0.0123724j -0.00330754+0.0250919j 0.00660993+0.0131386j 0.00685416-0.00863731j -0.00707231-0.00581186j 0.00234024+0.0128852j -0.010434-0.0021632j 0.00290144+0.0021738j 0.00141912-0.00420597j 
