-0.00452586-0.0172117j 0.0106758+0.00464201j 0.00805846-0.00537092j 0.00828007+0.0194518j 0.00360258+0.0111332j 0.00341958-0.005651j 0.0077711-0.00411053j 0.0112313+0.00686913j 0.0012805-0.00186269j 0.00279417+0.00180472j 0.000452541-0.00471568j 0.00103292-0.0033447j 0.00488295+0.00215574j 0.00410956-0.00226784j 0.00634251+0.00921667j -3.72045e-05+0.00735385j 0.00397619+0.0035435j 0.00298887+0.00463499j 7.57528e-05+0.0055575j -0.000833957+0.00816694j -0.00179718+0.00968922j 0.00197251+0.0124453j -0.000411219-0.00313032j -0.00957642-0.00532645j 0.012253+0.0139389j 0.000246847-0.011114j -0.00454695-0.00776161j 0.000123124-0.00283963j -0.00389862-0.0121324j 0.000373943-0.00357866j 0.00230568-0.00575408j 0.00525072+0.00512984j 0.00724964+0.00228066j -0.00494559+0.00190848j 0.00736744-0.000850695j 0.00188461+0.0101341j 0.00917272-0.00964299j -0.00290486-0.00501867j 0.00107984-0.00638119j 0.00681255+0.00700913j 0.00163319+0.00293611j 0.00372081-0.0103221j -0.00287437+0.00276602j 0.000293066-0.00582931j 0.00878025+0.00156105j 0.0080486-0.000711366j -0.00212351+0.00937722j -0.0104854+0.00405269j 0.00196577+0.00791548j 0.011375+0.00395172j 0.000333379+0.00148833j -0.00112308+0.0047884j -0.014525-0.00630382j -0.0105797+0.0139208j -0.0222423+0.0200969j 0.0169103+0.0124594j 
0.001158-0.00224797j -0.0011556-0.00636544j 0.00156366+0.010815j 0.00264745+0.00276821j -0.00315198+0.00354365j -0.00513933-0.00892389j 0.00028505+0.00795756j -0.00418783-0.00227532j -0.00915097-0.0271613j 0.00339533+0.00950981j -0.00161706+0.00971642j 0.00193692-0.00900289j 4.18282e-05+0.0118385j 0.00141582+0.00900032j 0.00451093+0.00215015j 0.00276824+0.00243182j -0.00405074+0.00937703j 0.000337903-0.000962335j 0.00616938-0.0207956j 0.00702412-0.0187531j 0.00691664-0.00925539j 0.00428387+0.00257648j 0.00393471-0.000920762j -0.001631+0.00723332j -1.65735e-05+0.0108278j 0.00917034-0.00763802j -0.00374145+0.00167917j -0.00667968+0.00739434j -0.00520241+0.00977987j 0.0020503-0.00514901j 0.00696474-0.00236783j 0.00428241+0.00168214j -0.0013346-0.00427907j -0.00926379+0.0161868j 0.000249158+0.00413226j -0.0039374+0.00960295j 0.0041083-0.00545669j 0.00543884-0.00358648j 0.00436006-0.00121719j -0.000605233+0.00518703j 0.000757933-0.00232721j 0.00126794-0.00246655j -0.00281597+0.00494707j 0.000217317+0.00168908j -0.00794469+0.00877943j -0.00692444+0.00989648j 0.000977716-0.000333216j 0.00767423-0.00707407j 0.00237637-0.00410281j 0.00228113+0.000808987j 0.00549787-0.00129308j 0.00542071-0.00398664j -0.00218216+0.00269467j 0.00226865-0.00123873j -0.0018345+0.00202927j -0.0012897+0.00153897j 
0.00366607+0.0016367j 0.00175676-0.005558j 0.00295784-0.000520581j -0.000122876-0.0066911j -0.00153587-0.00209006j 0.00077116+0.000785287j 0.00017961+0.000662258j 0.0016499-0.00180615j -0.00116772-0.00254102j 0.000823123-0.00184538j -0.00230893+0.0082561j -0.000274262-0.00164488j -0.00271245-0.00334133j 0.000837588+0.00380597j -0.000318249-0.00526475j -0.000792264-0.000852523j 0.00147899-0.00176665j 0.000313913-0.00269008j -0.00202464-0.00508979j -0.00398593+0.00099685j -8.04245e-05+0.00189379j 0.00130142+0.000221242j -0.00282921+0.000124479j -0.0020018+0.00126081j 0.00166094-0.000677238j 0.00285285-0.000523005j 0.00236116+0.000502896j -0.0016324-0.000325209j -0.00313849+0.00223803j 0.00372129-0.00440853j 0.00235901-0.000198666j 0.00224441+0.00120032j 0.000212164+0.00203824j -0.000568558+0.00461238j 0.00395907+0.00732353j 0.00328682-0.000295255j 0.00755197+0.00946374j -0.000613275-0.00439477j 0.00497941-0.00459525j -0.00355477+0.00550255j 0.00256707+0.00861907j -0.0106005+0.00492869j -0.00150871-0.00654858j 0.00335022+0.000662826j -0.00945176-0.00312692j 0.000559013-0.0204764j -0.0108734+0.000642883j -0.00230187+0.00895175j 0.00898031+0.00695446j -0.00437995-0.0179854j -0.0144883-0.00841669j -0.0106007-0.00393904j -0.00880966+0.000939091j -2.34744e-05-0.00639971j -0.00426813-0.00546896j 0.00589748-0.00810482j 
0.00213526-0.00732527j -0.00492836-0.00256377j -0.000709948-0.00773739j -0.0031381+0.00213498j 8.52828e-06+0.00286596j -1.99091e-05-0.00206806j -0.000156893-0.00331656j 0.00106879-0.003882j -0.00199955+0.00267985j -0.00244385+0.00011821j 0.00119642+0.00304892j -0.0048995+0.000190269j -0.00580951-0.00561589j 0.00180854-0.00403856j 0.000218316+0.00143558j -0.00271985-0.00342555j 0.000883846+0.00176774j -0.00222158-0.00151633j -0.00543327+0.00480678j 0.000328237-4.17574e-05j 0.00126501+0.00184824j -0.00305844-0.00321505j -0.00247869+0.00128309j 0.000996394+0.00371947j -0.00108797-0.000447618j -0.000846098+0.00205386j 0.000801805+0.00187869j 0.00242052+0.00544774j -0.00139438+0.0052042j 0.000703356-0.00676192j 0.00199003+0.00360667j 0.00229393+0.00225679j -0.00085998+0.000132833j -0.00266576-0.00579677j 0.00256475+0.00366898j 0.00260858-0.00429446j 0.00191017-0.00166276j 0.00635335+0.00293571j 0.00229517-0.00357928j 0.00747488+0.0120341j 0.00503556-0.00246754j -0.00303966-0.00182676j -0.00139464-0.000558416j 0.000789924-0.000897057j -0.00431696-0.0123456j -0.00241574-0.00280127j -0.00165517+0.0105336j 0.0109159-0.0110976j 0.00550741+0.00135102j -0.0136394+0.0041653j -0.00187293+0.019263j 0.00539948+0.0183355j 0.000678055+0.0118854j -0.00575066-0.00209524j -0.00677496+0.0108723j -0.0059666-0.00617196j 
-0.00804156-0.000965145j -0.00165762+0.0063537j -0.00499926+0.00248727j 0.00295802+0.00330464j 0.00370085-6.55965e-05j -0.00437594-0.000284037j -0.00193822+0.00177628j -0.00159326+0.00235485j 0.000959747+0.00257241j 0.000489115+0.00295665j -0.000299488-0.00098773j -0.000321109+0.00128891j -0.000790193+0.0085657j -0.00640407-0.000400745j -0.00257648+0.000681673j -0.00183697+0.00430275j 0.00126148-0.00117313j 0.00150463+0.00113583j 0.00510852+0.00825184j -0.00323207+0.00401381j 7.12701e-05-0.00394814j -0.00468904-0.000172478j 0.000453857+0.00624458j 0.00226566-0.00135429j -0.0007672+0.000959254j -7.97368e-05-0.000445096j 0.000218574-0.0033584j 0.00565772-0.00193414j 0.00232843+0.00468769j -0.00562654-0.00945422j 0.00281167-0.000840515j -0.00131132-0.00408141j -0.0014259+0.000331864j -0.000794688+0.00254466j 0.00327625+0.000125535j 0.00465381-0.00190094j -0.00123238-0.00610983j 0.000727853-0.0115741j 0.00207306-0.00918216j 0.00531023+0.00244284j 0.00182313-0.00201197j -0.00803204+0.0106889j -0.00108245+0.000451475j 0.00196115-0.00394677j -0.0269321+0.00592731j -0.0080075-0.0110831j 0.00579413+0.0130594j -0.00893016-0.0070771j 0.00678903-0.00477737j 0.00391864+0.0165366j 0.0153205-0.00372804j 0.000421242-0.0215149j 0.00611248-0.0128583j -0.00761449+0.0110331j 0.00550793-0.00207456j -0.0089814+0.0169674j 
0.000976245-0.0012316j -0.00770679-0.000144474j -0.00418153-0.000768285j -0.00410947+0.000371373j -0.00121442+0.00234701j -0.000327018-0.00315128j -0.00311568-0.000906286j -0.00322964-0.00289712j -0.00200255+0.000167547j -0.000360374-0.0051319j 0.00601966-0.00205529j -0.0013336-0.00445038j -0.0010766+0.00263626j 0.00250806-0.00101309j -0.00345311-0.00167094j 0.000352603+0.00262779j -0.00277606-0.00342658j -0.00179114+0.0056754j -0.00318632+0.0036768j -6.8662e-05-0.000813063j 0.001884-0.000435276j 0.000357323+0.000641739j 0.00153982+0.000221086j 0.00168975+0.000740823j 0.00237691+0.00211603j -0.000152085-0.00362195j -0.00072654-0.00093176j 0.00233811+0.00709107j 0.0045084+0.00146605j -0.0023562-0.00108163j -0.00213836-0.00194878j 0.000719451-0.00209844j 0.00286872+0.000776046j -0.0013676+0.00206085j 0.00303624-0.000679075j -0.00536221+0.000751325j 0.00674591+0.00475075j -0.00238409+0.00343235j -0.00421468+0.00540327j -0.000451412-0.000968196j -0.000754026+0.00599131j 0.00788346+0.010145j -0.000720263+0.00457302j -0.00617932-5.54744e-05j 0.00483027+0.0199993j -0.0321041-0.0130757j 0.00251332+0.00469142j 0.00227193+0.0207968j 0.0021491-0.0169713j -0.0134787+0.00745902j 0.00254832+0.0291404j 0.00592367+1.98383e-05j -0.00415309+0.00717733j -0.00711931+0.0129493j -0.0107722+0.0116405j -0.0055114+0.00710627j 
-0.00276721+0.00288383j 0.00163008-0.00494747j -0.000414841-0.00024407j 0.00444703-0.00122843j 0.000762887+0.00128812j 0.000472888+0.00529027j -0.000302467-0.000865962j 0.00192158+0.00359882j 0.000183867-0.00486753j 0.00292804+0.00373194j 0.00209301+0.00997071j 0.0016894-0.00227497j -0.00126457+0.0058823j 0.00251978+0.00359136j 0.000923887-0.00335667j 0.000421763+0.00223389j 0.000993474-0.00314778j -0.00438925-0.00467094j 0.000359865+4.34006e-05j 0.00398793-0.00429611j -0.00068292-0.00122605j 0.000918582+0.00305407j 0.00399799-0.00162822j -0.000520914-0.00238898j 0.00241273+0.00769638j 0.00264632+0.00232716j -0.00296001+0.000327001j -0.00225421+0.00058943j 0.00380412-0.000653735j -0.00236956+0.00379334j -0.000182401-9.45152e-05j 0.000139063+0.00279542j 0.0011449+0.00383089j -0.00454351-0.00650019j -0.00319514+0.00155255j -0.00944543-0.00201212j -0.0057172+0.0122023j 0.00114258-0.00322745j -0.00865865+0.00663621j 0.00151403-0.00744751j -0.00367938-0.0111831j 0.00818609+0.00383275j -0.00373445+0.00101887j -0.00546525-0.00735128j -0.00371286-0.00469636j 0.00652771-0.0235533j 0.00615397+0.00978349j -0.0183298-0.020372j -0.00299717-0.00881097j 0.00871064+0.00941243j 0.00630238-0.00697253j 0.0103969-0.00479717j 0.00544331-0.00538071j -0.00142029-0.000924249j 0.00329652-0.0123401j -0.00575267-0.00140864j 
-0.00144845-0.000776082j -0.000894703-0.0019831j 0.00141423+0.000382154j 0.00311101-0.000183346j 0.00288112-0.000289331j 0.000281646+0.00205581j 0.0011516-0.00174379j 0.00606176+0.00328756j -0.00156592-0.000594339j 0.00480562+0.0011258j 0.000204115-0.000478705j 0.000526471-0.0018079j 0.010131-0.0045025j -0.00353154-0.00231916j -0.000474282+0.00054416j 0.00438444-0.00413499j -0.00318522+0.00022485j -0.00154905+0.000316193j 0.00722543-0.00327733j 0.0016253-0.00129755j -0.00302819+0.00332813j -0.00223408-0.00190622j 0.00275958-0.00360114j 0.00210633+0.00250083j 0.000856389-0.00531993j -0.00224945+0.000309183j -0.00443445+0.00524093j 0.000832532+6.76635e-05j 0.00383075-0.0046958j -0.00318784+0.00846126j -5.74562e-05+0.00183956j -0.00199334+0.0022635j 0.000414508-0.00279111j -0.00586336+0.00145019j -0.00255457+7.0815e-05j -0.00328412+0.00561526j 0.000652064+0.00460693j -0.00514611+0.00436385j -0.00173516+0.00705646j -0.00700634-0.00156071j -0.00976638+0.00464224j 0.00754212-0.00405002j 0.00598432-0.00362859j -0.00982115+0.0047221j -0.00212607+1.27589e-05j -0.0156772+0.0081438j 0.0165769-0.00738546j -0.0129715+0.0119802j -0.0137384+0.00675771j 0.0200769-0.00817346j -0.000596628-0.0160638j -0.016843-0.00544472j -0.0148279-0.00515899j 0.011387+0.00341238j -0.00869864+0.00480737j 0.01113+0.0102862j 
0.000220319+0.00100266j 0.00175676-0.00120402j 0.00325622-0.000727014j -0.00167303-0.000882694j -0.00325399-0.00120843j 0.00608778-0.000838151j 0.00405815-0.00126909j 0.00426359-0.00216447j 0.000991545+1.86141e-05j 0.00413449-0.00247997j 0.00511537+0.00183331j 0.00480652-0.00565963j 0.00510994-0.00215404j 0.00379032+0.00346602j 0.00185614+0.00168233j 0.00016315-0.000691422j 0.000585196-0.00128699j -0.00288782+0.00230222j -0.00195904-0.00257276j 0.0046345-0.000907684j -0.00151378-0.00141142j -0.00087414-0.00244325j 0.0010443-0.00192864j -0.00366881-0.00235828j -0.00379446+0.00325897j 0.00110927+0.000839819j -0.00268237-0.00080145j -0.0112594+0.00359811j -0.00276323+0.00190138j 0.000556967-0.000638035j -0.000371433+3.89318e-05j -0.00273018-0.0035545j -0.00272013+0.000603624j 0.000608841+0.000435337j -0.00530923+0.00230386j 0.000815631-0.000624162j -0.0076045+0.00322768j -0.00373612+0.00302967j -0.00322634+0.00244551j -0.00284611+0.00403707j -0.00580038-0.00148706j 0.00427992-0.000574288j -0.00954534+0.0056541j -0.000647678-6.03441e-05j -0.00665578+0.0114701j 0.00590713-0.0151941j 0.00121018-0.00437204j -0.0173431+0.0107314j 0.00639256-0.000576273j -0.000423822-0.00782408j -0.0336408+0.00705605j -0.0067576+0.0138003j -0.0114092+0.00197303j -0.0094782-0.00226696j -0.0159876-0.0134789j -0.00853694+0.00420083j 
0.000763197-0.00674584j -0.00144194-0.00267317j -0.000218886-0.00137989j -0.00250362+0.00261111j -0.00260226+0.00300334j 0.0025344-0.000415762j -0.001113-0.0029512j -4.1125e-05+0.00667276j -0.00185468-0.000454433j 0.00199347+0.00601212j 0.000616417+0.00201228j 0.0070242+0.00137365j -0.00041106-0.00360784j 0.000170749-0.00406911j -0.000172286-0.00329513j 0.00115819-0.00641353j -0.00370082+0.00121108j -0.00302244-0.002254j -0.00266383-0.000664683j 0.00174286+0.0042199j -0.00228067+0.0060371j 0.00435595-0.00519513j 0.00251467+0.00417041j 0.00382274+0.00358384j -0.000930896-0.00848321j -0.00175848-0.00408341j -6.54388e-06-0.0010597j -0.00502321-0.000303153j 0.00287073-0.00218447j 0.00545727+0.00183791j -0.00417813+0.000144456j -0.00287002+0.000240563j 0.00526671-0.00345033j 0.00441648-0.00535j 4.27839e-05-0.00542432j -0.00898018+0.00470517j 0.0037882-0.00308038j -0.00582894+6.48687e-05j -0.00809659-0.00447933j -0.00946157+0.00247465j -0.00188869+0.00960598j 0.000317975+0.0155175j 0.00703803-0.015124j -0.00440953-0.00318974j -0.0125779-0.000740265j 0.0128182-0.00431654j -0.00627229+0.00733624j -0.00319206+0.00172255j 0.00435318+0.00546115j -0.0197384-0.0047869j -0.00986023+0.00555837j -0.000856086+0.00842439j -0.00406817-0.00970429j -0.0118738-0.00732189j 0.000568263+0.00229047j -0.0097894-0.00545657j 
0.00414685+0.00239994j 0.00464533-0.00203627j 0.00111405-0.00160909j -0.00389145-0.00571753j -0.0022514-0.00289369j 0.00018514+0.00036385j 0.00268327+0.000741163j -0.0049244-0.00490328j 0.00104565+0.00121654j -0.000673619+0.00304414j 0.00140251+0.00385054j 0.00442329+0.0110913j 0.00479988+0.00294567j 0.00202327+0.00154951j -0.00095064-0.00162824j 0.00557405+0.0010129j -0.00139521-0.00135746j -0.000950826-0.00618634j 0.00485669+0.00198995j 0.00262443+0.00291453j -0.00663979-0.00255707j 0.00394294+0.00593912j 0.00765574+0.00894313j -0.000561745+0.00459389j 0.00422941-0.00315116j -0.00186327-0.00640683j -0.00439202-0.0026239j -0.00010774-0.00432843j 0.00561706+0.00650409j -0.00872428-0.00440564j -0.00598922-0.00945788j -0.00370417-0.00179946j 0.00673158+0.0032071j 0.00911971-0.00292507j -0.000882554-0.00955321j -0.00717752-0.0144925j -0.00787501+0.000444074j -0.0124947-0.013109j -0.00900792-0.0165446j 0.007152-0.00771873j -0.0064777-0.00903667j 0.00826456+0.0138739j 0.0132718-0.00370584j -0.00644778-0.0101307j 0.0152827+0.0219482j 0.0020577+0.00389783j 0.00474258+0.00839621j 0.00570989-0.0199726j -0.00573023-0.0115221j -0.000566896-0.00411621j 0.000480477-0.00443197j -0.0143549+0.0187519j -0.00101986-0.00676314j -0.000275934+0.00241706j -0.00206068+0.00172746j 0.0102952-0.00935494j 
-0.00208738-0.000662438j 0.00230911+0.000546675j 0.00260953+0.00197293j 0.00274535+0.00454745j 0.00140222+0.0017129j 0.000172163+0.00661895j 0.00227513+0.00176758j 0.00419266+0.00692173j 0.000736518-0.00244008j -0.00139448+0.0026725j -0.00189872+0.00384749j -0.00286489-0.00253355j -0.00346725+0.00119574j 0.00175359+0.00535715j 0.00220533+0.00437635j -0.00199036+0.000388089j 0.00310623+0.000823282j -0.000461814-0.00208728j -0.00257541-0.00596641j 0.0066786+0.0101438j 0.00221726+0.000708487j -0.00242102-0.00567975j 0.00128441-0.00085318j -0.00113197-0.0027239j -0.00496251-0.00184747j 0.000200218-0.00122761j -0.00238338-0.0068493j -0.00191961-0.00876572j -0.00140475+0.000609453j -0.0016736-0.00405909j 0.00412746+1.07303e-05j 0.0037877-0.00974548j -0.00208595-0.00311967j -0.000701087-0.000347463j -0.00360515-0.00113308j 0.000499336-0.0021001j -0.0120917-0.00858201j 0.00823107+0.00849572j -0.0119665-0.00137117j 0.00280182+0.00526053j 0.0219759-0.00330623j 0.0123991+0.0224437j -0.0159688+0.00036673j 0.00322039-0.00833477j 0.0112036+0.0196102j 0.00511501+0.0131499j -0.00246827+0.00179853j 0.00889631+0.000301968j 0.000311861-0.00966286j 0.000861517+0.0166646j -0.00762096+0.0024051j -0.00623491+0.0208255j -0.01121+0.00977288j 0.00864357+0.000207687j 0.00832483-0.00229833j 0.00399578-0.00374895j 
-0.00430366+0.00283949j 0.00285987+0.00151605j 0.00451377+0.00211375j 0.00112103-0.0016674j 0.000343475+0.00112648j -0.00133918-0.00368412j 0.0018362+0.00334096j 0.00640945+0.000575433j 0.00194375+0.00186399j 0.00172768-0.00127535j 0.000202782+0.00109705j -0.0028554-0.00695958j -0.00127111-0.00323774j -0.000126978+0.00146286j 0.000438777-0.00317885j -0.00601798-0.00411349j 0.00212338+0.00633373j 0.00284411-0.00187467j -0.00130789-0.00195883j 0.00557464-0.00165232j 0.00586929-0.000817387j -0.00655263-0.00563607j -0.00282769-0.000638098j -0.001828-0.00603338j -0.00850809-0.00322171j -0.00230233+0.00614347j 0.00280642+0.00247368j -0.00706236+0.0050659j -0.00702261-0.00728435j 0.00368487+0.00286369j -0.00289576+0.00244992j -0.00790196+0.00903878j -0.00387549-0.00433421j -0.00355451+0.00165746j -0.000441986-0.00972933j 0.00577141+0.00720829j -0.00796462-0.00392018j 0.00367463-0.00137117j 0.0040194+0.00412761j 0.0209611+0.0153324j 0.00170802-0.00147563j 0.0210552-0.00305414j 0.00360247-0.0083191j 0.00254418+0.000608713j -0.00334473+0.0172337j 0.0115464-0.00445107j 0.0111639+0.00867209j 0.0204418+0.00882835j -0.00324591-0.00596274j 0.000574981+0.0126366j 0.00825804+0.000772475j -0.00685481+0.0110761j -0.00177275+0.014084j 0.00180491+0.00303837j 0.00210664-0.0111866j 0.000189836+0.00263348j 
-0.00133009+0.00106569j 0.00225721+0.00320856j -0.000233712+0.000642808j -0.00539688-0.00223239j 0.000396963+0.00368665j -0.00461622-0.00484409j -0.000668307+0.00505688j -0.00563446-0.0050415j 0.00268558+0.00302853j -0.000588324-0.00387206j 0.000257823-0.00551899j 0.00285208+0.00170791j -0.00404166-0.00260082j -0.00445453-0.00280425j -0.00189039-0.00785082j -0.00423397-0.00760974j 0.00034643+0.0112286j 0.00161833+0.00490305j 0.000865434+0.00248299j -0.00547626-0.00494913j -0.00246112+0.00376101j 0.00275367-0.00603349j 0.0031028-0.00238129j 0.000207252-0.000520577j -0.00404587-0.00293327j -0.00420588-0.00834053j -0.000715383+0.00682888j 0.00164707+0.010335j -0.00157875-0.0051289j 0.00721829-0.00799221j 0.00701546+0.00209127j 0.00692879+0.0016922j 0.00709054-0.00638057j 0.00515841+0.000319967j -0.00961766-5.9609e-05j 0.00156162+0.0146592j -0.00276727-0.00292589j -0.00275625+0.00884558j -0.0141786+0.0055473j -0.000306106+0.00916732j 0.00130504+0.00949856j -0.00934295-0.0101173j -0.00962795-0.0052651j -0.00667513+0.012367j 0.00352295-0.00110008j 0.000649288-0.0125037j -0.0114032-0.000530427j -0.00353336-0.0145391j -0.0132946+0.00899405j 0.00233539+0.00862259j 0.0100104-0.0124686j -0.00048998+0.00891287j 0.00504133-0.00721839j -0.00500221+0.00862736j 0.00376368-0.00278894j -0.000941664-0.00119775j 
0.000723875-0.00075677j 0.00081443-0.000397296j 0.00325093-0.00178841j 0.00111646-0.00165496j 0.00335749-0.00280136j -0.00154427+0.000626578j 0.00233979-0.000499111j 0.00266417-0.002786j -0.000310031+0.000775242j -0.00331227+0.00180445j -0.00481453+0.00114081j -0.00799503+0.0078207j -0.00700547+0.00145816j -0.00425387-0.00291286j -0.00132455-0.00296339j -0.00430025+0.00266125j 0.00531062-0.0031363j 0.00283352-0.00433633j -0.00409439-0.000406232j -0.00333407+0.00194469j 0.00319183-0.00469821j -0.00714278-0.00223391j -0.00953204+0.00500566j -0.00315537+0.00568259j 0.00348136+0.00206968j 0.00426773-0.00704762j 0.00201977-0.00421215j 0.00183897+0.00111002j -0.00726151+0.00602289j 0.00476979-0.00513323j 0.00687763-0.0105019j -0.00271757-0.00854035j -0.00273413+0.00650862j 0.000450154+0.00564718j 0.00677941+0.00406723j 0.010188-0.00918956j -0.00851064+0.00557608j 0.00485915-0.0057147j 0.00678094-0.0051048j 0.00334268+0.00283677j 0.000962269-0.0051004j -0.0114796+0.00058762j -0.00371324+0.0166018j 0.00386455-0.00827938j -0.00607711+0.00429812j -0.00491849-4.42969e-05j -0.00800121+0.00152907j 0.00610498+0.000883176j 0.00892193+0.00590255j 0.0155614-0.00992543j -0.00913389+0.00101028j -0.0114155-0.00500989j 0.00431613+0.00154238j 0.00232043-0.00616192j -0.00915853+0.00145916j 0.00590148+0.00406149j 
0.00100336+0.0037313j 0.00142581-0.00177302j 0.00184507-0.00122172j 0.00103119+0.000106071j 0.0042737-0.000965272j -0.00312567+0.00208246j 0.00275081-0.00160577j 0.000940154-0.00442604j 0.00138392-0.00301305j -0.00434835-0.00448575j -0.0059499-0.00136948j -0.00392084-0.00156968j 1.60027e-05-0.000455863j -0.0032213+0.00271657j -0.00282247+0.00218456j -0.00407634+0.00555192j 0.006281+0.00402482j 0.000835167-2.50481e-05j 0.00289377-0.00144752j -0.00499731+6.11554e-05j -0.00354643+0.00302437j -0.00187896+0.00869939j -0.00564523+0.00322016j -0.00389416-0.00222641j -0.0102142+0.00740556j 0.00343662+0.00754902j 0.00489728+0.000479069j 0.0124247-0.00181509j -0.00562107-0.000841664j 0.0014925-0.0048449j 0.0122841+0.00669209j 0.0141914+0.0107453j -0.0032166-9.01172e-05j 0.00953747-0.00565645j -0.0127201-0.00112479j 0.0148676-0.00880122j 0.00196624-0.00922051j 0.0061999-0.00450607j 0.00611356-0.00653168j 0.013951-0.016696j 0.0150268+0.00524023j -0.0113775+0.00354894j -0.000143621-0.0144879j 0.00230938+0.00415171j -0.0100007+0.0183338j -0.006757-0.00366505j 0.00471651-0.0104006j 0.00753035-0.00408132j 0.000685988-0.000960897j -0.00883716-0.00560501j -0.00733035-0.0135851j -0.00383022+0.00785878j -0.00526021-0.00584105j 0.0012427+0.00327966j -0.00882804-0.000559949j 0.0059365+0.00352458j 
0.00114579-0.000694233j 0.000680877-0.00155302j -0.000987615-0.000771995j -0.00291596+0.0035195j 0.00368268+0.00585281j -0.00412169+0.000281235j 0.00259841+0.00123376j -0.00278564+0.000278707j 0.0029495-0.00177023j -0.000993198-0.00458027j -0.00255081-0.00217627j 0.00103376-0.00161338j -0.00817753-0.00433596j -0.00332388-0.00131022j -0.00262004-0.00264266j -0.00550538-0.00237118j 0.0076599+0.00299178j -0.00130521-0.00545048j 0.00382287-0.00296616j -0.0100219-0.00608477j -0.00214321-0.00987397j -0.000139409+0.00156241j -0.0013389-0.00388108j 0.00371182-0.00457943j 0.000431063-0.00652099j -0.0013613+0.00559254j 0.00661151+0.000539007j 0.00390518+0.00751052j -0.00414828+0.00355745j -0.00045667+0.00743972j -0.00857217+0.0122985j 0.0110278+0.00254704j -0.0113191+0.00131225j 0.003075+0.00763879j 0.00143614-0.00686979j -0.00010519+0.00409242j -0.00333982+0.00387372j -0.00841736+0.0161518j -0.0177413-0.0080548j -0.00209309-0.00452645j -0.000882245+0.024668j -0.0103367+0.00182672j -0.016281-0.0161763j 0.0112807-0.00526149j 0.00766046+0.00595681j -0.0118792-0.0129896j 0.0071205-0.00468532j -0.015579-0.0140805j 0.00368431+0.000973179j 0.00298039+0.000703335j -0.00361166-0.0127579j -0.000488599+0.00962234j -0.00470013-0.0147826j -0.00234814+0.00635952j 0.000345245+0.00114041j -0.00106871-0.00214561j 
-0.00432534-0.00255582j -0.00343088+0.000924549j -0.00100056-0.000400179j 0.00676036+0.00252178j -0.00244864+0.000663321j -0.00243987-0.00359786j -0.0035776-0.00168259j 0.00732983+0.00222554j -0.00193019+0.00118395j 0.00423904+0.00082798j 0.00326852-0.00440134j -0.00238777+0.00161246j 0.000775903-0.00103837j 0.000564095-0.00134747j 0.00460985+0.000686021j 0.00253387-0.00138169j -0.0057438-0.00255659j -0.0114382-0.00569774j -0.00673015-0.00439738j 0.00401409+0.000532051j -0.00520225-0.00393068j 0.00320308-0.00136698j -0.00111269+0.011662j 0.0015627-0.00179897j -0.00556368-0.00262132j 0.0139002+0.00266983j -0.00840122-0.0090748j -0.00427315+0.00212388j 0.00352509+0.002893j 0.0174017+0.00545887j 0.00488064+0.00895655j -0.000782626+0.00955428j 0.00838529+0.00263074j -0.00326134+0.00750633j -0.0127982-0.00219331j -0.0123402-0.0112073j 0.00521474+0.0101413j 0.0045331+0.00437321j -0.000811822-0.0244507j -0.00317929-0.00728232j 0.00251722+0.0137901j -0.0102527-0.0179147j -0.00112102-0.00836357j -0.0138555-0.00482199j -0.00372444-0.00026542j 0.00462544+0.000311826j -0.00380699-0.014869j 0.0109515-0.00420529j 0.00285265-0.0122314j 4.26422e-05-0.00420193j 0.0118781-0.00188613j -0.0082649-0.00635954j 0.00306352+0.00892255j 0.00119042-0.00325042j 0.00122698+0.00146521j 0.000151483+0.00774993j 
-0.000163463-0.000162997j 0.00184229-0.00252034j 0.00247425+0.000516719j 0.00130762+0.00473256j 0.0044315+0.00147871j 0.000749686+0.00309437j 0.00704664+0.000805486j 0.00238318+0.00805238j 0.00151738-0.00479824j -0.00232212+0.00198563j -0.00428355-0.00285728j 0.00385406-0.00144451j 0.00222248+0.00874148j 0.00248703+0.000131541j -0.00547091-0.00103109j -0.00551352+0.00276691j 0.0041144-0.00189023j -0.000738147-0.00176182j -0.00151021+0.00385065j 0.00381444+0.00669316j -0.00937051-0.00623195j -0.0110915-0.00930549j -9.61457e-05+0.00505473j -0.00354267+0.00161628j -0.0110067-0.00535765j -0.0105052-0.00299533j 1.66691e-06-0.00675139j 0.010296+0.0125189j 0.00486155+0.00698431j -0.00819512-0.01494j -0.00740342+0.00246612j -0.0153374+0.00715304j -0.00365017-0.00671124j 0.0105495+0.00533305j -0.00589296-0.00821591j 0.00627398-0.00251714j 0.00673534+0.0258138j 0.0117013+0.00386253j -0.00135686+0.0185186j 0.0191619-0.00239555j 0.010367+0.00866879j 0.0029426-0.00433279j 0.0112227+0.010171j 0.00199628+0.0074755j 0.00746612-0.0227298j 0.00124857-0.00188637j 0.00329192+0.014364j -0.00592749+0.000801622j -0.00012448+0.00247098j 0.00432717-0.0224618j 0.00328406-0.0039394j 0.0105742+0.0140919j -0.0031994-0.00507396j 0.000478704-0.00293277j -0.00114612-0.0067796j -0.00548297-0.0021554j 
