0.994857-0j -0.000857216-0j -0.000524935-0j -0.000107152-0j -6.31399e-06-0j -0.00463339-0j 0.144628-0j -0.000610503-0j -8.81186e-05-0j -7.63129e-05-0j -8.99356e-06-0j -4.10498e-07-0j -0.00298146-0j -0.00301236-0j -0.000471411-0j -0.000476296-0j 0.0720873-0j -0.000248455-0j 0.0728343-0j 0.0104049-0j -0.00025103-0j 0.0105127-0j -6.21138e-05-0j -2.19605e-05-0j -6.27575e-05-0j -5.17615e-06-0j -2.21881e-05-0j -5.49014e-06-0j -5.22979e-06-0j -5.54703e-06-0j -4.57511e-07-0j -4.62252e-07-0j -1.70504e-08-0j -1.72271e-08-0j -0.0022467-0j -0.00278015-0j -0.00162176-0j -0.000350267-0j -0.000433433-0j -0.000252836-0j -0.000271315-0j -3.9161e-05-0j 0.0479074-0j -0.000335736-0j -0.000195846-0j -4.84593e-05-0j 0.00846892-0j 0.0592824-0j -2.82679e-05-0j -2.91889e-05-0j 0.0345814-0j 0.000705743-0j -2.52783e-05-0j 0.0104798-0j -3.61194e-05-0j -5.15991e-06-0j 0.000873313-0j 0.00611319-0j -3.12803e-05-0j -2.57996e-06-0j -2.10696e-05-0j -3.04051e-07-0j 0.000509432-0j -1.82469e-05-0j -6.38507e-06-0j -3.72385e-07-0j -3.19253e-06-0j -3.72462e-06-0j -3.76244e-07-0j -2.40373e-08-0j -1.86231e-06-0j -4.60803e-07-0j -2.19476e-07-0j -7.57105e-10-0j -2.97447e-08-0j -2.68801e-07-0j -9.36869e-10-0j -1.73511e-08-0j -5.46507e-10-0j 
-2.57996e-06-0j 2.02746e-05-0j -0.0145921-0j -0.00147943-0j 6.06848e-07-0j -2.32418e-06-0j 1.76846e-05-0j 8.84462e-05-0j 4.21251e-06-0j 0.100023-0j -0.00018691-0j 4.93685e-08-0j -1.49555e-06-0j -1.51105e-06-0j 1.11497e-05-0j 1.12652e-05-0j 5.39922e-05-0j -1.24629e-07-0j 5.45517e-05-0j 2.57153e-06-0j -1.25921e-07-0j 2.59818e-06-0j -0.000424298-0j 0.057748-0j -0.000428695-0j 3.72467e-07-0j 0.0583464-0j 0.0145444-0j 3.76327e-07-0j 0.0146952-0j -1.26998e-05-0j -1.28314e-05-0j 2.4624e-09-0j 2.48791e-09-0j 2.21633e-06-0j -1.39457e-06-0j -8.13499e-07-0j -1.62921e-05-0j 1.02514e-05-0j 5.98e-06-0j -7.73005e-05-0j -3.68166e-06-0j 2.44327e-07-0j 4.86395e-05-0j 2.8373e-05-0j 2.3166e-06-0j 0.000588177-0j -1.53737e-07-0j 1.35135e-06-0j -1.35768e-06-0j -8.96798e-08-0j -5.16328e-07-0j 0.0013819-0j -0.000370096-0j 8.54285e-07-0j 0.000140105-0j 3.24886e-07-0j -0.000215889-0j -0.000869526-0j 0.629092-0j 4.98333e-07-0j -5.74697e-08-0j 1.89517e-07-0j -0.000507223-0j -8.81575e-05-0j -0.00292032-0j -0.395841-0j -5.14252e-05-0j 3.61614e-08-0j 1.64196e-06-0j -0.230907-0j 0.00183754-0j 2.10942e-08-0j -2.5099e-10-0j -1.03316e-06-0j 0.0010719-0j 1.5793e-10-0j -6.02678e-07-0j 9.21256e-11-0j 
2.10696e-05-0j 0.0479719-0j 2.15041e-06-0j -4.18329e-05-0j -4.95592e-06-0j -3.69751e-05-0j 0.000281342-0j 0.00141152-0j -0.0194164-0j 2.87144e-05-0j 1.02956e-05-0j 7.85397e-07-0j 1.22136e-05-0j 1.10796e-05-0j -9.10556e-05-0j -8.26011e-05-0j 1.52671e-06-0j 0.0424228-0j 1.38495e-06-0j -2.10009e-05-0j 0.0384838-0j -1.90509e-05-0j 0.00347604-0j 8.9962e-08-0j 0.00315329-0j 0.000881296-0j 8.16091e-08-0j -2.14339e-06-0j 0.000799468-0j -1.94438e-06-0j -3.59106e-07-0j -3.25763e-07-0j -2.01096e-08-0j -1.82424e-08-0j 9.20369e-06-0j -2.2186e-05-0j 2.55386e-05-0j -6.76559e-05-0j 0.000163088-0j -0.000187733-0j 1.11145e-06-0j -1.52888e-05-0j -0.00029396-0j -2.67921e-06-0j 3.08407e-06-0j 3.68544e-05-0j -8.45699e-06-0j 0.000708608-0j -4.24235e-05-0j -0.234996-0j -0.000815687-0j -2.14414e-06-0j -3.00022e-05-0j 2.0386e-05-0j 0.56647-0j 0.000583647-0j 5.16857e-06-0j -2.34666e-05-0j 7.2322e-05-0j -4.98333e-07-0j -0.65207-0j 6.91443e-05-0j -5.9496e-06-0j -8.32507e-05-0j -0.00140691-0j -2.18836e-07-0j 1.20126e-06-0j 0.00161951-0j -0.000166676-0j -2.36086e-08-0j -1.38278e-06-0j 5.27515e-07-0j 0.000191863-0j -1.04228e-09-0j 5.69098e-08-0j -6.07229e-07-0j 2.51248e-09-0j -6.55095e-08-0j -2.89214e-09-0j 
3.04051e-07-0j 0.00140171-0j 3.10321e-08-0j 0.000173803-0j 0.0442168-0j 2.73908e-07-0j -8.46922e-06-0j -5.21016e-06-0j -0.020634-0j -8.64386e-07-0j -0.00138044-0j 0.0150103-0j 1.76252e-07-0j 1.78079e-07-0j -5.3396e-06-0j -5.39494e-06-0j 2.20315e-08-0j -4.25542e-06-0j 2.22598e-08-0j 8.72523e-05-0j -4.29952e-06-0j 8.81565e-05-0j 0.000101568-0j 1.29822e-09-0j 0.00010262-0j 0.114696-0j 1.31167e-09-0j 8.90515e-06-0j 0.115885-0j 8.99744e-06-0j 0.00320395-0j 0.00323715-0j 0.00189699-0j 0.00191665-0j -2.61197e-07-0j 1.64352e-07-0j 9.58718e-08-0j 7.80235e-06-0j -4.90944e-06-0j -2.86384e-06-0j -3.15425e-08-0j -0.000124919-0j 4.15684e-06-0j 1.98473e-08-0j 1.15776e-08-0j 7.86023e-05-0j 9.75294e-07-0j -2.61559e-06-0j 4.58513e-05-0j -0.000188379-0j -1.52576e-06-0j 0.00110136-0j 4.24256e-07-0j -6.13679e-07-0j 0.000118533-0j 0.00237616-0j -0.000693004-0j -3.5798e-07-0j -2.66952e-07-0j 5.74697e-08-0j 6.91443e-05-0j 0.604511-0j -0.000404252-0j -1.55722e-07-0j -0.00149514-0j 0.000112407-0j -3.61614e-08-0j -0.000872164-0j -0.380374-0j -0.00172855-0j -2.10942e-08-0j -7.07294e-05-0j -0.221885-0j -0.000389244-0j 0.00108765-0j -4.12588e-05-0j 0.000244922-0j 0.000634461-0j 0.000142871-0j 
0.000509432-0j 6.29689e-05-0j -2.68801e-07-0j -0.000747491-0j 0.00839479-0j 4.62189e-06-0j 0.0206958-0j 6.08987e-07-0j 0.00119748-0j -1.09201e-05-0j -0.00563872-0j -0.00268616-0j -1.52671e-06-0j -1.38495e-06-0j 3.46286e-05-0j 3.14134e-05-0j 3.69134e-05-0j -1.27225e-07-0j 3.3486e-05-0j 0.0725845-0j -1.15413e-07-0j 0.0658451-0j 4.56272e-06-0j -1.12452e-08-0j 4.13908e-06-0j 0.00166595-0j -1.02011e-08-0j -3.82991e-05-0j 0.00151127-0j -3.47431e-05-0j 0.000608286-0j 0.000551807-0j 0.000115152-0j 0.00010446-0j -1.15046e-06-0j 2.77325e-06-0j -3.19232e-06-0j 2.57297e-05-0j -6.20228e-05-0j 7.13952e-05-0j -1.38931e-07-0j -0.000273187-0j 2.45318e-05-0j 3.34902e-07-0j -3.85509e-07-0j 0.000658532-0j -0.000622105-0j -5.91352e-05-0j -0.000758043-0j 2.14414e-06-0j 6.80712e-05-0j -0.227144-0j -1.29442e-08-0j 0.00149962-0j -5.16857e-06-0j -3.59955e-05-0j 0.547544-0j -0.00172623-0j 3.12026e-08-0j 1.89517e-07-0j 5.9496e-06-0j 0.000404252-0j -0.630284-0j -3.59177e-08-0j 8.67692e-05-0j 0.000119852-0j -4.56841e-07-0j -9.9881e-05-0j -0.000974472-0j 8.07446e-05-0j 5.25875e-07-0j -0.000288911-0j 0.00112173-0j 8.97618e-06-0j -0.000194639-0j 0.000332569-0j -2.16376e-05-0j 0.000224052-0j 2.49072e-05-0j 
1.82469e-05-0j -0.00043903-0j 0.0340424-0j -7.30673e-05-0j 2.24001e-08-0j -3.20214e-05-0j -5.16743e-06-0j -0.117075-0j 8.79156e-05-0j -0.00964066-0j 1.19467e-05-0j -2.83695e-09-0j 1.05773e-05-0j 9.59523e-06-0j 1.67242e-06-0j 1.51714e-06-0j -0.000254134-0j -0.000255378-0j -0.000230538-0j 1.90838e-07-0j -0.000231666-0j 1.73119e-07-0j 0.00611461-0j 0.00431747-0j 0.00554687-0j -2.65101e-06-0j 0.0039166-0j 0.000356039-0j -2.40486e-06-0j 0.000322981-0j -3.11979e-07-0j -2.83012e-07-0j 6.04898e-11-0j 5.48734e-11-0j 7.97063e-06-0j -1.92136e-05-0j 2.2117e-05-0j 1.24264e-06-0j -2.99545e-06-0j 3.4481e-06-0j -0.000185011-0j 1.38931e-07-0j -0.000126849-0j 0.000445979-0j -0.000513371-0j -3.34902e-07-0j -2.9856e-05-0j 0.000305777-0j 3.85509e-07-0j -3.00022e-05-0j -0.000351984-0j 1.29442e-08-0j -0.236658-0j 7.19695e-05-0j 7.2322e-05-0j 0.000507953-0j -3.12026e-08-0j -8.2845e-05-0j 0.570476-0j 0.000507223-0j -8.32507e-05-0j -1.55722e-07-0j 3.59177e-08-0j -0.656682-0j -0.00122445-0j 2.41494e-05-0j -0.00122269-0j 0.00140948-0j 3.75377e-07-0j -1.63911e-08-0j 0.00140745-0j -5.82135e-05-0j -4.32101e-07-0j 2.68598e-12-0j 3.95117e-08-0j 6.70102e-05-0j -6.4747e-12-0j -4.54824e-08-0j 7.4531e-12-0j 
6.38507e-06-0j 0.0146411-0j -0.000125258-0j -0.0565353-0j 0.000215071-0j 9.96593e-08-0j -1.53269e-06-0j 0.000181236-0j -0.00121635-0j 3.00674e-05-0j -0.000251948-0j 4.05179e-07-0j -3.59593e-06-0j -3.61006e-06-0j 5.41855e-05-0j 5.43986e-05-0j 4.29736e-05-0j 8.68198e-05-0j 4.31426e-05-0j -0.000288413-0j 8.71612e-05-0j -0.000289547-0j 0.0985395-0j 7.64971e-06-0j 0.098927-0j 0.012278-0j 7.67978e-06-0j 0.00565791-0j 0.0123262-0j 0.00568015-0j 0.0014475-0j 0.00145319-0j -1.41851e-06-0j -1.42409e-06-0j 2.78914e-06-0j -5.80958e-08-0j -3.92197e-06-0j -4.14405e-05-0j 8.63177e-07-0j 5.82719e-05-0j -3.22018e-05-0j 0.000216119-0j -4.4388e-05-0j 6.7074e-07-0j 4.52807e-05-0j -4.50161e-06-0j 0.000495241-0j 9.24571e-07-0j -0.000303897-0j 0.00100054-0j 6.24165e-05-0j 6.17066e-05-0j 0.000870776-0j -1.03155e-05-0j -2.08405e-05-0j 0.393025-0j -1.28531e-06-0j -0.000696386-0j -1.81377e-05-0j 8.81575e-05-0j -0.00140691-0j -0.00149514-0j -8.67692e-05-0j -0.00122445-0j -0.00818644-0j -0.00121052-0j -1.83626e-06-0j -0.552655-0j 3.11427e-05-0j -0.000130921-0j -0.000123963-0j 2.52143e-05-0j 0.0021024-0j 9.08925e-08-0j 2.72699e-06-0j 0.00170218-0j -1.89323e-09-0j 0.000184095-0j -1.27809e-07-0j 
3.72385e-07-0j -8.90329e-06-0j 0.000694743-0j -0.0203145-0j -0.00118696-0j 3.35467e-07-0j -7.76594e-06-0j -8.49601e-06-0j 8.69156e-05-0j -0.0144886-0j 0.0786661-0j -0.000194968-0j 2.15864e-07-0j 2.18101e-07-0j -4.89621e-06-0j -4.94695e-06-0j -5.1864e-06-0j 1.79887e-08-0j -5.24015e-06-0j 5.30578e-05-0j 1.81751e-08-0j 5.36076e-05-0j 0.000124001-0j 8.81117e-05-0j 0.000125286-0j -0.000235552-0j 8.90248e-05-0j 0.0989878-0j -0.000237993-0j 0.100014-0j 0.0165314-0j 0.0167027-0j -1.62815e-05-0j -1.64502e-05-0j -3.19899e-07-0j 2.01289e-07-0j 1.17418e-07-0j 7.15445e-06-0j -4.50176e-06-0j -2.62603e-06-0j 7.42537e-06-0j -7.59628e-05-0j -3.52656e-08-0j -4.67223e-06-0j -2.72547e-06-0j 4.77977e-05-0j -0.000171895-0j 2.219e-08-0j 2.7882e-05-0j 5.96204e-07-0j 1.29442e-08-0j 0.000326531-0j -6.57936e-05-0j 0.00010816-0j -3.75147e-07-0j 0.00192383-0j -0.000205461-0j 6.30936e-05-0j 4.1399e-05-0j 0.00292032-0j -2.18836e-07-0j 0.000112407-0j -0.000119852-0j 2.41494e-05-0j -0.00121052-0j 0.609195-0j -0.00183754-0j -0.000706137-0j -7.07294e-05-0j -0.0043155-0j -0.0010719-0j -0.383321-0j -4.12588e-05-0j 2.49593e-06-0j 0.00271542-0j -0.223604-0j -1.5705e-06-0j 0.001584-0j -9.16127e-07-0j 
3.19253e-06-0j -2.50885e-05-0j 0.0180568-0j 0.0018307-0j -7.50936e-07-0j 4.98297e-08-0j -3.79152e-07-0j -1.89626e-06-0j -9.03147e-08-0j -0.00214446-0j 4.00729e-06-0j -1.05844e-09-0j -1.79796e-06-0j -1.80503e-06-0j 1.34042e-05-0j 1.34569e-05-0j 6.49099e-05-0j -1.4983e-07-0j 6.51651e-05-0j 3.09152e-06-0j -1.50419e-07-0j 3.10368e-06-0j -0.000510095-0j 0.0694252-0j -0.0005121-0j 4.47784e-07-0j 0.0696982-0j 0.0174855-0j 4.49544e-07-0j 0.0175542-0j -1.52679e-05-0j -1.53279e-05-0j 2.96032e-09-0j 2.97196e-09-0j 1.39457e-06-0j -2.90479e-08-0j -1.96098e-06-0j -1.02514e-05-0j 2.1353e-07-0j 1.44151e-05-0j -4.86395e-05-0j -2.3166e-06-0j 1.53737e-07-0j 1.01313e-06-0j 6.83947e-05-0j 4.82531e-08-0j 0.000370096-0j -3.20223e-09-0j 3.2575e-06-0j -8.54285e-07-0j -2.16178e-07-0j -3.24886e-07-0j 0.000869526-0j -7.70884e-06-0j 1.77942e-08-0j 8.81575e-05-0j 6.76716e-09-0j -0.000520413-0j -1.81116e-05-0j 0.395841-0j 1.20126e-06-0j -3.61614e-08-0j 4.56841e-07-0j -0.00122269-0j -1.83626e-06-0j -0.00183754-0j -0.00824509-0j -0.000123963-0j 7.53217e-10-0j 1.03316e-06-0j -0.556614-0j 3.82746e-05-0j 5.08486e-08-0j -1.5793e-10-0j -2.15201e-08-0j 0.00258387-0j 3.28956e-12-0j -1.45279e-06-0j 2.22074e-10-0j 
-3.72462e-06-0j -0.00854065-0j 7.30673e-05-0j 0.0329789-0j -0.000125458-0j 6.53633e-06-0j -0.000100524-0j 0.0118867-0j -0.0797765-0j 0.00197202-0j -0.0165245-0j 2.65744e-05-0j -2.15909e-06-0j -1.95862e-06-0j 3.25344e-05-0j 2.95136e-05-0j 2.58025e-05-0j 5.21289e-05-0j 2.34067e-05-0j -0.000173171-0j 4.72887e-05-0j -0.000157092-0j 0.0591657-0j 4.59308e-06-0j 0.0536722-0j 0.007372-0j 4.16662e-06-0j 0.00339715-0j 0.00668751-0j 0.00308173-0j 0.000869115-0j 0.000788418-0j -8.51712e-07-0j -7.72631e-07-0j -1.627e-06-0j 3.92197e-06-0j -4.51462e-06-0j 2.41736e-05-0j -5.82719e-05-0j 6.70774e-05-0j 1.87844e-05-0j -0.000126069-0j 2.5893e-05-0j -4.52807e-05-0j 5.21232e-05-0j 0.000303897-0j -0.00028889-0j -6.24165e-05-0j -0.000349819-0j -0.000583647-0j 7.18483e-05-0j -3.59955e-05-0j -0.000507953-0j 0.000696386-0j 0.00140691-0j -0.229265-0j 8.67692e-05-0j -0.000801618-0j 0.00122445-0j -5.14252e-05-0j -0.00161951-0j 0.000872164-0j -9.9881e-05-0j -0.00140948-0j 0.552655-0j 0.000706137-0j 0.000123963-0j -0.636167-0j -0.0021024-0j 7.63705e-05-0j -0.000142696-0j -0.00170218-0j 0.0024201-0j -5.30207e-08-0j -0.000184095-0j 0.0019594-0j 1.27809e-07-0j 0.000211914-0j -1.47123e-07-0j 
-3.76244e-07-0j -0.00173452-0j -3.84002e-08-0j -0.000215071-0j -0.0547155-0j -5.87248e-09-0j 1.81577e-07-0j 1.11704e-07-0j 0.000442385-0j 1.85321e-08-0j 2.95961e-05-0j -0.000321816-0j 2.11892e-07-0j 2.12725e-07-0j -6.41933e-06-0j -6.44457e-06-0j 2.64865e-08-0j -5.11591e-06-0j 2.65906e-08-0j 0.000104896-0j -5.13602e-06-0j 0.000105308-0j 0.000122106-0j 1.56073e-09-0j 0.000122586-0j 0.137889-0j 1.56687e-09-0j 1.07059e-05-0j 0.138431-0j 1.0748e-05-0j 0.00385182-0j 0.00386696-0j 0.00228059-0j 0.00228955-0j -1.64352e-07-0j 3.42333e-09-0j 2.31104e-07-0j 4.90944e-06-0j -1.0226e-07-0j -6.90344e-06-0j -1.98473e-08-0j -7.86023e-05-0j 2.61559e-06-0j 4.13406e-10-0j 2.79085e-08-0j 1.63723e-06-0j 6.13679e-07-0j -5.44809e-08-0j 0.000110527-0j -0.000118533-0j -3.67793e-06-0j 0.000693004-0j 2.66952e-07-0j -1.27825e-08-0j 2.46896e-06-0j 0.00149514-0j -1.44348e-05-0j -8.6293e-07-0j -5.56043e-09-0j 3.61614e-08-0j 0.000166676-0j 0.380374-0j -0.000974472-0j -3.75377e-07-0j -3.11427e-05-0j 7.07294e-05-0j -7.53217e-10-0j -0.0021024-0j -0.00792292-0j -0.00108765-0j -5.08486e-08-0j -1.47324e-06-0j -0.534865-0j -0.000244922-0j 2.2655e-05-0j -9.94567e-05-0j 5.10156e-06-0j 0.0015294-0j 0.000344399-0j 
-2.40373e-08-0j 9.60512e-07-0j 4.71549e-07-0j 0.00219707-0j -0.0182525-0j -2.16543e-08-0j 8.37812e-07-0j 2.72781e-07-0j -1.88986e-05-0j -1.64357e-05-0j -0.0263608-0j 0.0535288-0j -1.3934e-08-0j -1.40783e-08-0j 5.28217e-07-0j 5.33691e-07-0j 1.6652e-07-0j -1.16116e-09-0j 1.68245e-07-0j -1.15367e-05-0j -1.1732e-09-0j -1.16562e-05-0j -6.65399e-06-0j 2.9642e-08-0j -6.72294e-06-0j 0.000158691-0j 2.99492e-08-0j 0.000226319-0j 0.000160336-0j 0.000228665-0j 0.126445-0j 0.127755-0j 0.0140901-0j 0.0142361-0j 2.06494e-08-0j -1.29931e-08-0j -7.57933e-09-0j -7.71842e-07-0j 4.85663e-07-0j 2.83303e-07-0j -2.38406e-07-0j 1.65171e-05-0j 2.27638e-09-0j 1.50011e-07-0j 8.75065e-08-0j -1.0393e-05-0j 9.224e-06-0j -1.43236e-09-0j -6.06256e-06-0j -6.43202e-08-0j -8.35542e-10-0j -0.000219984-0j -4.46567e-08-0j -5.80398e-06-0j 4.04719e-08-0j -0.000208067-0j 0.000138419-0j -3.38565e-06-0j 2.80991e-08-0j 1.64196e-06-0j 2.36086e-08-0j 0.00172855-0j 8.07446e-05-0j 1.63911e-08-0j 0.000130921-0j 0.0043155-0j -1.03316e-06-0j 7.63705e-05-0j -0.00108765-0j 0.589333-0j -6.02678e-07-0j -0.00271542-0j -0.000634461-0j -0.00438338-0j -0.370823-0j -0.001584-0j 0.00275813-0j -0.216313-0j 0.00160891-0j 
-1.86231e-06-0j 1.4635e-05-0j -0.0105331-0j -0.00106791-0j 4.38046e-07-0j 3.26817e-06-0j -2.48674e-05-0j -0.000124369-0j -5.92345e-06-0j -0.140648-0j 0.000262825-0j -6.94199e-08-0j -1.07954e-06-0j -9.79309e-07-0j 8.04825e-06-0j 7.30097e-06-0j 3.89736e-05-0j -8.9962e-08-0j 3.53549e-05-0j 1.85623e-06-0j -8.16091e-08-0j 1.68388e-06-0j -0.000306274-0j 0.0416847-0j -0.000277837-0j 2.68861e-07-0j 0.0378143-0j 0.0104987-0j 2.43897e-07-0j 0.00952392-0j -9.16722e-06-0j -8.31605e-06-0j 1.77745e-09-0j 1.61242e-09-0j -8.13499e-07-0j 1.96098e-06-0j -2.25731e-06-0j 5.98e-06-0j -1.44151e-05-0j 1.65934e-05-0j 2.8373e-05-0j 1.35135e-06-0j -8.96798e-08-0j -6.83947e-05-0j 7.87299e-05-0j -3.2575e-06-0j -0.000215889-0j 2.16178e-07-0j 3.74974e-06-0j 4.98333e-07-0j -2.48845e-07-0j 1.89517e-07-0j -0.000507223-0j 0.000520413-0j -1.20126e-06-0j -5.14252e-05-0j -4.56841e-07-0j -0.000599053-0j 0.00122269-0j -0.230907-0j 1.38278e-06-0j 2.10942e-08-0j 5.25875e-07-0j -0.00140745-0j 0.000123963-0j 0.0010719-0j 0.556614-0j -0.000142696-0j -5.08486e-08-0j -6.02678e-07-0j -0.640725-0j -0.00258387-0j 5.85324e-08-0j 9.21256e-11-0j 1.45279e-06-0j 0.00297432-0j -2.22074e-10-0j -1.67232e-06-0j 2.55632e-10-0j 
-4.60803e-07-0j 1.10173e-05-0j -0.000859701-0j 0.025138-0j 0.00146878-0j -7.19229e-09-0j 1.66499e-07-0j 1.82151e-07-0j -1.86344e-06-0j 0.000310631-0j -0.00168657-0j 4.18004e-06-0j 2.59514e-07-0j 2.60534e-07-0j -5.88627e-06-0j -5.90941e-06-0j -6.23515e-06-0j 2.16261e-08-0j -6.25966e-06-0j 6.37866e-05-0j 2.17112e-08-0j 6.40374e-05-0j 0.000149075-0j 0.000105929-0j 0.000149661-0j -0.000283183-0j 0.000106345-0j 0.119004-0j -0.000284296-0j 0.119472-0j 0.0198742-0j 0.0199523-0j -1.95738e-05-0j -1.96508e-05-0j -2.01289e-07-0j 4.1927e-09-0j 2.83044e-07-0j 4.50176e-06-0j -9.37685e-08-0j -6.33018e-06-0j 4.67223e-06-0j -4.77977e-05-0j -2.219e-08-0j -9.73193e-08-0j -6.56989e-06-0j 9.95593e-07-0j -0.00010816-0j 4.62202e-10-0j 6.72111e-05-0j 3.75147e-07-0j 3.12026e-08-0j 0.000205461-0j -4.1399e-05-0j 2.25291e-06-0j -7.81404e-09-0j 0.00121052-0j -4.27962e-06-0j 0.000152091-0j 8.62312e-07-0j 0.00183754-0j -5.27515e-07-0j 7.07294e-05-0j -0.000288911-0j 5.82135e-05-0j -2.52143e-05-0j 0.383321-0j -3.82746e-05-0j -0.00170218-0j -1.47324e-06-0j -0.00271542-0j -0.00258387-0j -0.00798431-0j -9.94567e-05-0j 1.5705e-06-0j 5.65604e-05-0j -0.53901-0j -3.27125e-08-0j 0.00381831-0j -2.20837e-06-0j 
2.19476e-07-0j 0.00101181-0j 2.24001e-08-0j 0.000125458-0j 0.0319174-0j -3.85157e-07-0j 1.19091e-05-0j 7.3263e-06-0j 0.0290146-0j 1.21546e-06-0j 0.00194111-0j -0.0211069-0j 1.27225e-07-0j 1.15413e-07-0j -3.85433e-06-0j -3.49646e-06-0j 1.59032e-08-0j -3.07172e-06-0j 1.44266e-08-0j 6.29821e-05-0j -2.78651e-06-0j 5.71342e-05-0j 7.33154e-05-0j 9.37104e-10-0j 6.65081e-05-0j 0.0827922-0j 8.50094e-10-0j 6.42808e-06-0j 0.075105-0j 5.83123e-06-0j 0.00231273-0j 0.002098-0j 0.00136932-0j 0.00124218-0j 9.58718e-08-0j -2.31104e-07-0j 2.66027e-07-0j -2.86384e-06-0j 6.90344e-06-0j -7.94662e-06-0j 1.15776e-08-0j 4.58513e-05-0j -1.52576e-06-0j -2.79085e-08-0j 3.21258e-08-0j -0.000110527-0j -3.5798e-07-0j 3.67793e-06-0j 0.000127229-0j 6.91443e-05-0j -4.2337e-06-0j -0.000404252-0j -1.55722e-07-0j 8.6293e-07-0j -0.000166676-0j -0.000872164-0j 0.000974472-0j -9.93328e-07-0j 3.75377e-07-0j -2.10942e-08-0j 0.000191863-0j -0.221885-0j -0.00112173-0j -4.32101e-07-0j 0.0021024-0j -4.12588e-05-0j 5.08486e-08-0j -0.0024201-0j 0.534865-0j 0.000634461-0j -5.85324e-08-0j 9.94567e-05-0j -0.615689-0j 0.000142871-0j -0.0015294-0j -0.000114486-0j -0.000344399-0j 0.00176051-0j 0.000396442-0j 
7.57105e-10-0j -4.24051e-08-0j 7.72717e-11-0j 1.52533e-06-0j 0.0041102-0j 6.82046e-10-0j -3.69881e-08-0j 8.98675e-11-0j 1.25438e-06-0j -3.77508e-09-0j -3.06518e-05-0j -0.0380642-0j 4.38878e-10-0j 4.43426e-10-0j -2.33199e-08-0j -2.35616e-08-0j 5.48598e-11-0j 3.65732e-11-0j 5.54283e-11-0j 7.6574e-07-0j 3.69522e-11-0j 7.73676e-07-0j -3.07267e-09-0j 3.23264e-12-0j -3.10451e-09-0j -1.76413e-05-0j 3.26614e-12-0j 7.8153e-08-0j -1.78241e-05-0j 7.89629e-08-0j 0.000297825-0j 0.000300911-0j 0.148004-0j 0.149537-0j -6.50395e-10-0j 4.09245e-10-0j 2.38726e-10-0j 3.40756e-08-0j -2.14412e-08-0j -1.25074e-08-0j -7.85427e-11-0j -1.09631e-06-0j -7.16994e-11-0j 4.94211e-11-0j 2.8829e-11-0j 6.89826e-07-0j 4.25945e-09-0j 4.5115e-11-0j 4.02398e-07-0j 2.83963e-09-0j 2.63171e-11-0j 2.4455e-05-0j -7.31778e-12-0j -2.68015e-09-0j -1.78677e-09-0j -1.44452e-07-0j -1.53877e-05-0j -1.56342e-09-0j 4.60454e-12-0j 2.5099e-10-0j -1.04228e-09-0j -0.000389244-0j -8.97618e-06-0j 2.68598e-12-0j 9.08925e-08-0j 2.49593e-06-0j -1.5793e-10-0j 5.30207e-08-0j 0.000244922-0j 0.00438338-0j -9.21256e-11-0j -1.5705e-06-0j 0.000142871-0j 0.56951-0j -0.00275813-0j -9.16127e-07-0j -0.35835-0j -0.00160891-0j -0.209038-0j 
2.97447e-08-0j -1.18857e-06-0j -5.83512e-07-0j -0.00271873-0j 0.0225863-0j 4.64261e-10-0j -1.79624e-08-0j -5.84832e-09-0j 4.05179e-07-0j 3.52375e-07-0j 0.000565167-0j -0.00114764-0j -1.67515e-08-0j -1.68174e-08-0j 6.35028e-07-0j 6.37524e-07-0j 2.00191e-07-0j -1.39596e-09-0j 2.00979e-07-0j -1.38695e-05-0j -1.40145e-09-0j -1.3924e-05-0j -7.99949e-06-0j 3.5636e-08-0j -8.03094e-06-0j 0.00019078-0j 3.57761e-08-0j 0.000272083-0j 0.00019153-0j 0.000273153-0j 0.152014-0j 0.152611-0j 0.0169392-0j 0.0170058-0j 1.29931e-08-0j -2.70638e-10-0j -1.82704e-08-0j -4.85663e-07-0j 1.0116e-08-0j 6.82918e-07-0j -1.50011e-07-0j 1.0393e-05-0j 1.43236e-09-0j 3.12463e-09-0j 2.10939e-07-0j -2.16478e-07-0j 5.80398e-06-0j -2.9835e-11-0j -1.46141e-05-0j -4.04719e-08-0j -2.01412e-09-0j -0.000138419-0j -2.80991e-08-0j -1.20893e-07-0j 8.43001e-10-0j -0.000130921-0j 2.88318e-06-0j -8.1613e-06-0j 5.85285e-10-0j 1.03316e-06-0j 5.69098e-08-0j 0.00108765-0j 0.000194639-0j 3.95117e-08-0j 2.72699e-06-0j 0.00271542-0j -2.15201e-08-0j 0.000184095-0j -2.2655e-05-0j 0.370823-0j -1.45279e-06-0j -5.65604e-05-0j -0.0015294-0j -0.00275813-0j -0.00772399-0j -0.00381831-0j 5.74499e-05-0j -0.521435-0j 0.00387836-0j 
