0.49278-0j -0.512476-0j -0.0595889-0j 0.0716384-0j -0.0430136-0j -0.0363761-0j -0.00525044-0j -0.0424388-0j 0.0764855-0j -0.00612552-0j 0.0360769-0j 0.0110397-0j 0.00520725-0j -0.015317-0j -0.00221082-0j -0.0264821-0j -0.00468141-0j -0.000390118-0j -0.0299147-0j 0.0237299-0j -0.00528822-0j -0.0246783-0j -0.000440685-0j 0.0628994-0j 0.00419489-0j -0.00436256-0j 0.000349574-0j 0.0171291-0j 0.0111191-0j -0.000363546-0j -0.00563321-0j 0.000926595-0j 0.00302803-0j 0.000252336-0j -0.00099582-0j -8.2985e-05-0j -0.0208702-0j -0.00347837-0j -0.00213006-0j -0.0230991-0j -0.000434797-0j -2.56206e-05-0j 0.0177416-0j -0.00384985-0j -0.0121743-0j -0.0184507-0j -0.00235754-0j -0.000481232-0j 0.0206985-0j 0.00295693-0j -2.83568e-05-0j -0.00202905-0j 0.037019-0j 0.00181074-0j -0.0124279-0j -0.00307512-0j -0.00124253-0j 0.0387949-0j -0.00188312-0j 0.000369617-0j -0.000253631-0j 0.00344975-0j -0.00038439-0j 2.17799e-05-0j 0.00747049-0j 0.00211253-0j 0.00616984-0j -1.49454e-05-0j -0.00207132-0j -2.26504e-05-0j -0.00200597-0j 0.00377824-0j 0.000431219-0j 0.00646582-0j -0.00126842-0j 0.00077123-0j 0.00395949-0j 2.54098e-05-0j 0.00124508-0j -0.000258915-0j 0.000808228-0j 0.000762454-0j 4.54452e-05-0j -1.52567e-05-0j -0.000334328-0j 0.000155635-0j -0.000204733-0j 4.76253e-05-0j -4.1791e-05-0j 9.1709e-06-0j -2.46256e-06-0j 
-0.0124279-0j -0.011274-0j 0.00287134-0j 0.00351954-0j -0.00405138-0j -0.000891291-0j -0.000128647-0j -0.00398361-0j -0.000636769-0j -0.000574985-0j -0.000816914-0j -9.19097e-05-0j -0.000117911-0j -0.000449317-0j -6.48534e-05-0j -0.000648865-0j -0.000114704-0j -9.55869e-06-0j 0.00142784-0j 0.00117695-0j 0.00025241-0j 0.00106767-0j 2.10341e-05-0j 0.0010201-0j 0.000208057-0j 0.000188739-0j 1.73381e-05-0j -0.00166064-0j 0.00018033-0j 1.57283e-05-0j 0.00175793-0j 1.50275e-05-0j -0.000293563-0j -2.44636e-05-0j 0.000310761-0j 2.58967e-05-0j 0.0989121-0j -8.52274e-05-0j -5.21909e-05-0j -0.213261-0j -1.06534e-05-0j -6.27759e-07-0j 0.0865481-0j 0.000183756-0j -0.28464-0j 0.0785121-0j 0.000112527-0j 2.29695e-05-0j 0.386826-0j -7.45739e-05-0j 1.35349e-06-0j 0.000245259-0j 0.0356993-0j -4.5667e-05-0j -0.445279-0j -6.76498e-05-0j 0.00015019-0j 0.0560918-0j -4.14269e-05-0j -9.32174e-06-0j 3.06574e-05-0j -0.000333307-0j -8.45622e-06-0j -5.49289e-07-0j 0.0436306-0j -0.000204108-0j -3.07602e-05-0j 1.8065e-06-0j 0.000383674-0j -4.98288e-07-0j -0.414982-0j -1.88367e-05-0j -4.16634e-05-0j -4.83313e-05-0j 0.000234951-0j -3.84502e-06-0j -2.95968e-05-0j -2.45504e-06-0j -3.75942e-05-0j 4.79592e-05-0j -6.04142e-06-0j -2.30216e-05-0j -2.2657e-07-0j 2.82602e-06-0j 0.000357568-0j -4.69927e-06-0j 0.000218965-0j -3.55994e-07-0j 4.4696e-05-0j -2.76907e-07-0j 2.63374e-06-0j 
-0.00307512-0j 0.00310512-0j 0.0170342-0j -0.0203484-0j 0.0110399-0j 0.000654537-0j -0.00900359-0j 0.000248378-0j -0.00015756-0j -0.0034166-0j 0.000224997-0j 0.00216734-0j -0.00309498-0j -0.000438903-0j 0.0060374-0j 0.0231779-0j 0.00133824-0j 0.00033929-0j 0.0750141-0j 0.0213777-0j 0.00433114-0j -0.0215863-0j 0.00109809-0j -0.0180573-0j 0.0012343-0j -0.00124634-0j 0.000312938-0j 0.0138549-0j -0.00104259-0j -0.000315991-0j 0.0517009-0j -0.000264332-0j 0.000799948-0j 0.000202815-0j 0.00298509-0j 0.000756823-0j -0.00012653-0j -0.143546-0j -1.29139e-05-0j 0.00013519-0j 0.00025122-0j 2.97619e-05-0j 0.000328589-0j 0.153371-0j -7.38091e-05-0j -0.000331795-0j 1.37978e-05-0j -0.000268415-0j 0.00012469-0j 0.372778-0j -3.17989e-05-0j -0.083735-0j -4.5667e-05-0j 3.35365e-05-0j -6.76498e-05-0j -0.376415-0j -7.5331e-06-0j 7.98693e-05-0j -3.38636e-05-0j -0.0006524-0j 0.000146545-0j 0.141459-0j 0.000658765-0j -7.72894e-05-0j -0.000220337-0j 1.27261e-05-0j -0.0518084-0j 1.73611e-05-0j -0.0767474-0j 7.80435e-05-0j -0.000221065-0j -4.66087e-06-0j -0.000247567-0j 0.0906103-0j -6.90448e-06-0j 9.067e-05-0j 8.15163e-06-0j -2.93291e-05-0j -0.249968-0j 0.000134316-0j -0.000158577-0j -2.2488e-05-0j 1.07416e-05-0j 1.59123e-05-0j -0.250794-0j 0.00043747-0j -2.25624e-05-0j -1.87866e-05-0j 0.000438916-0j 5.18268e-05-0j 5.19981e-05-0j 
0.00124253-0j 0.00125541-0j -0.000720124-0j 0.000180635-0j 0.00010537-0j -0.017128-0j 1.2862e-05-0j 0.0985784-0j -0.0122368-0j -7.40261e-05-0j -0.0174848-0j 9.18906e-06-0j 1.313e-05-0j -0.00721211-0j 5.41583e-06-0j 6.4873e-05-0j -0.00220427-0j 9.5567e-07-0j 7.32819e-05-0j -0.000295176-0j -0.00248999-0j -0.000298234-0j 1.07954e-06-0j 5.23551e-05-0j 0.0100296-0j 0.0101335-0j -4.34835e-06-0j 4.31908e-05-0j -0.00177894-0j -4.39341e-06-0j 1.37997e-05-0j 7.71263e-07-0j -0.00146755-0j 6.3626e-07-0j -0.000468889-0j 2.03288e-07-0j 5.11258e-05-0j 8.52096e-06-0j 0.0953833-0j 5.65858e-05-0j -0.000204727-0j 6.27628e-08-0j 4.4735e-05-0j 9.43097e-06-0j 0.000200862-0j 4.51986e-05-0j 0.10557-0j -0.000226591-0j -0.000257468-0j 7.45584e-06-0j 6.94657e-08-0j 3.3477e-05-0j 1.84523e-05-0j 0.0834604-0j -0.00015019-0j 7.5331e-06-0j 0.374741-0j 3.22915e-05-0j 0.0843253-0j -0.000179136-0j -0.000804328-0j -4.29114e-05-0j -0.000180992-0j 5.49174e-08-0j 1.88367e-05-0j -0.480349-0j 3.07538e-06-0j 2.46582e-07-0j -2.50317e-05-0j 5.54866e-08-0j 4.91401e-06-0j 0.0344257-0j 0.001031-0j 5.38191e-06-0j -0.280203-0j -7.38898e-05-0j 0.0602449-0j -3.16072e-07-0j 3.13945e-06-0j 0.000601417-0j -0.000129307-0j 0.0351429-0j 2.26523e-08-0j -1.84376e-07-0j 8.19002e-07-0j -7.54292e-05-0j 0.00916788-0j 3.96415e-08-0j -1.96776e-05-0j 2.31242e-08-0j 6.03252e-09-0j 
0.0387949-0j 0.0133104-0j -0.00154862-0j -0.00544442-0j -0.00100366-0j -0.000945357-0j -0.000136451-0j 0.0010647-0j -0.000599583-0j 0.000153676-0j -0.00283851-0j -8.65423e-05-0j -0.000409703-0j -0.0018814-0j -0.000271557-0j -0.000688226-0j -0.000121662-0j -1.01385e-05-0j 0.000750494-0j 0.00186817-0j 0.00013267-0j 0.000640965-0j 1.10558e-05-0j 0.000475993-0j 0.00033025-0j 0.000113308-0j 2.75208e-05-0j 0.00121076-0j 8.41445e-05-0j 9.44231e-06-0j -0.00153516-0j 7.01204e-06-0j 0.000214035-0j 1.78362e-05-0j -0.000271381-0j -2.26151e-05-0j 0.104912-0j -9.03973e-05-0j -5.53568e-05-0j -0.112093-0j -1.12997e-05-0j -6.65839e-07-0j -0.270168-0j 9.65845e-05-0j 0.0611988-0j -0.0926937-0j 5.91457e-05-0j 1.20731e-05-0j 0.304274-0j 0.000232789-0j 7.11412e-07-0j -5.27317e-05-0j 0.473024-0j 0.000142554-0j 0.0560918-0j 7.98693e-05-0j -3.22915e-05-0j -0.05879-0j 4.89098e-05-0j 2.90987e-05-0j -6.59147e-06-0j -0.000262177-0j 9.98366e-06-0j 1.71466e-06-0j -0.537675-0j -0.00016055-0j -0.00040758-0j -3.88406e-07-0j -4.83313e-05-0j 5.88293e-07-0j 0.183296-0j -0.000249591-0j -3.27721e-05-0j 5.06563e-05-0j -2.95968e-05-0j -5.09475e-05-0j 3.10205e-05-0j -1.93111e-06-0j 0.000463286-0j -6.04142e-06-0j 6.33203e-06-0j 0.000283704-0j -3.00211e-06-0j -3.55994e-07-0j -0.000157937-0j 5.79108e-05-0j -9.6716e-05-0j 3.73119e-07-0j -1.97421e-05-0j 3.41242e-06-0j -1.16331e-06-0j 
-0.00188312-0j 0.00190149-0j -0.000221231-0j 0.000264274-0j -0.00014338-0j -0.0770417-0j 5.78534e-05-0j -0.0292351-0j 0.0185454-0j 2.19537e-05-0j -0.0264831-0j -1.39264e-05-0j 1.98871e-05-0j 0.0516607-0j -3.87939e-05-0j -9.8318e-05-0j 0.00334067-0j -1.44836e-06-0j -0.000318201-0j -9.06817e-05-0j 0.0108119-0j 9.15664e-05-0j -4.68754e-06-0j 7.6597e-05-0j 0.00308121-0j -0.00311127-0j -1.33587e-06-0j -5.87708e-05-0j -0.00260263-0j 1.3489e-06-0j -0.000219309-0j 1.12838e-06-0j 0.00199693-0j -8.65775e-07-0j 0.00745174-0j -3.23072e-06-0j -7.74834e-05-0j -1.29139e-05-0j -0.144558-0j 8.27867e-05-0j 0.000310273-0j -9.51198e-08-0j 0.000201219-0j 1.37978e-05-0j -4.51986e-05-0j -0.000203182-0j 0.154452-0j -0.000331509-0j 7.63567e-05-0j 3.35365e-05-0j 1.0163e-07-0j -7.5331e-06-0j -2.79652e-05-0j 0.375406-0j -4.14269e-05-0j -3.38636e-05-0j -0.0843253-0j 4.89098e-05-0j -0.379068-0j -0.000805756-0j 0.000180992-0j 1.27261e-05-0j 0.000813617-0j 2.47019e-07-0j -0.000134928-0j 0.142456-0j -4.66087e-06-0j -5.54866e-08-0j -6.90448e-06-0j -2.49429e-07-0j -0.000135374-0j -0.0521736-0j -0.000305761-0j 8.15163e-06-0j -0.0772884-0j 0.000111983-0j 0.091249-0j 9.37367e-08-0j -2.2488e-05-0j 0.000165889-0j -0.000195853-0j -0.25173-0j -3.43306e-08-0j -5.08563e-08-0j -2.25624e-05-0j 0.000540303-0j -0.252562-0j 6.00424e-08-0j 0.000542089-0j -1.6564e-07-0j -1.66188e-07-0j 
0.000369617-0j -0.00038439-0j 0.00425957-0j -0.0051209-0j 0.00307472-0j -0.0077419-0j 0.051959-0j 0.00304328-0j -0.00548476-0j -0.0204247-0j -0.00258707-0j 0.0368105-0j 0.0173629-0j 0.00109838-0j -0.00737166-0j -1.98632e-05-0j -0.0319932-0j -0.00398633-0j 6.65938e-05-0j 1.77989e-05-0j 0.107261-0j -1.85103e-05-0j 0.0133647-0j 4.71785e-05-0j 0.0286683-0j -0.0298141-0j 0.00357205-0j 1.28479e-05-0j 0.0759894-0j -0.00371482-0j -4.22526e-06-0j 0.00946822-0j 0.0206939-0j 0.00257844-0j -0.00680553-0j -0.000847964-0j -1.5654e-05-0j 0.000248643-0j 0.00030709-0j -1.73258e-05-0j 0.138605-0j -0.00052728-0j -3.9495e-05-0j 0.000275198-0j -9.1315e-06-0j 4.10736e-05-0j 0.000339887-0j 0.153408-0j 1.55252e-05-0j 0.000627327-0j -0.000583592-0j 0.000145042-0j 2.77666e-05-0j 0.000774789-0j -9.32174e-06-0j -0.0006524-0j 0.000179136-0j 2.90987e-05-0j -0.000805756-0j 0.349701-0j 0.0808531-0j -0.000246597-0j -0.363678-0j -0.00133033-0j 5.60335e-06-0j -0.000304564-0j -0.000441036-0j -0.00030758-0j 0.000148064-0j 0.0013835-0j -1.5046e-06-0j -0.000544708-0j -0.137465-0j -0.000462194-0j 0.000182868-0j -0.245854-0j -0.000570839-0j 0.000522942-0j -8.90017e-05-0j 0.0825375-0j -0.257649-0j -0.000109923-0j 0.000935274-0j -0.000313988-0j 2.38986e-05-0j -0.0496137-0j 2.95163e-05-0j 0.000980142-0j 0.0133222-0j 0.00018874-0j -5.06801e-05-0j 
-0.000253631-0j -0.00025626-0j -0.0140089-0j 0.00351397-0j 0.00204981-0j 0.00173902-0j -0.0116713-0j -0.0100088-0j 0.00124242-0j 0.0671729-0j 0.00177525-0j -0.00833835-0j -0.0119144-0j 0.000732253-0j -0.00491444-0j -1.32422e-05-0j -0.0213288-0j -0.00265755-0j -1.49586e-05-0j 6.02524e-05-0j -0.0240935-0j 6.08768e-05-0j -0.00300203-0j -1.06869e-05-0j 0.0970472-0j 0.0980529-0j 0.012092-0j -8.81628e-06-0j -0.0172132-0j 0.0122173-0j -2.81684e-06-0j -0.00214475-0j -0.0142002-0j -0.00176933-0j -0.00453702-0j -0.00056531-0j -1.0436e-05-0j 0.000165762-0j 0.000204727-0j -1.15505e-05-0j 0.0924035-0j -0.00035152-0j -9.1315e-06-0j 0.000183465-0j -4.10008e-05-0j -9.22613e-06-0j 0.000226591-0j 0.102272-0j 5.25555e-05-0j 0.000145042-0j -0.000389061-0j 0.000651244-0j -3.76655e-06-0j 0.000179136-0j 3.06574e-05-0j 0.000146545-0j 0.000804328-0j -6.59147e-06-0j 0.000180992-0j 0.0808531-0j 0.363034-0j -0.000834775-0j 0.081691-0j -0.00030758-0j -3.84502e-06-0j -0.001031-0j 5.98267e-05-0j -0.00138105-0j -0.000486952-0j -0.000310767-0j -1.00307e-06-0j 7.38898e-05-0j -0.465343-0j 0.000104697-0j -0.000601417-0j 0.0333502-0j 0.000129307-0j 0.00177025-0j 6.10731e-05-0j -0.27145-0j 0.0583629-0j 7.54292e-05-0j -0.00012687-0j 0.00103264-0j 1.59324e-05-0j 0.034045-0j 1.96776e-05-0j -0.000222023-0j 0.00888148-0j -0.000129513-0j -3.37868e-05-0j 
0.00344975-0j 0.00346332-0j -0.038682-0j -0.0004097-0j -0.0276583-0j -0.000254655-0j 0.00350294-0j 1.0123e-05-0j 0.000535444-0j -0.000139249-0j -0.000243808-0j -0.00736539-0j 0.00335374-0j 0.000314253-0j -0.00432276-0j 0.0267636-0j 0.00154526-0j 0.000391778-0j 0.000523807-0j 0.0471634-0j 3.02433e-05-0j 0.0473488-0j 7.66774e-06-0j -0.00110137-0j 0.0027231-0j 0.00273381-0j 0.000690401-0j 0.0337227-0j -6.35904e-05-0j 0.000693115-0j -0.0222792-0j -1.61224e-05-0j 0.00194707-0j 0.000493649-0j -0.00128635-0j -0.000326133-0j -0.000146104-0j -0.165752-0j -1.49117e-05-0j -2.80172e-06-0j 0.000290084-0j 3.4366e-05-0j 0.000124202-0j -0.0031785-0j 0.000420444-0j 0.00012469-0j -2.85949e-07-0j 5.5627e-06-0j -4.93726e-06-0j 0.140905-0j 6.5901e-07-0j 0.476986-0j 0.000259155-0j 1.26763e-05-0j -0.000333307-0j 0.141459-0j 4.29114e-05-0j -0.000262177-0j 1.27261e-05-0j -0.000246597-0j -0.000834775-0j -0.00560123-0j -0.000247567-0j -2.92143e-05-0j -0.000153269-0j -5.03907e-07-0j 0.294007-0j -9.88953e-05-0j -0.378131-0j -2.93291e-05-0j 6.8755e-05-0j 2.64499e-05-0j 9.80272e-06-0j -0.297435-0j -3.4018e-05-0j -0.000514542-0j -2.67583e-05-0j 1.16132e-06-0j -0.173881-0j 0.000661768-0j 0.000520541-0j -1.5643e-05-0j -6.09575e-05-0j 7.83993e-05-0j 0.0780013-0j 0.00030431-0j 7.01727e-06-0j 6.16682e-05-0j -0.00013651-0j 3.60514e-05-0j -1.61723e-05-0j 
0.00038439-0j -0.00038814-0j -0.00430371-0j 0.00514103-0j -0.00278923-0j 0.00782213-0j -0.0524974-0j 0.00296827-0j -0.00188294-0j -0.0199213-0j 0.00268885-0j 0.0126371-0j -0.018046-0j -0.00524517-0j 0.0352024-0j 2.00691e-05-0j 0.0323248-0j 0.00402764-0j 6.49524e-05-0j 1.85103e-05-0j 0.104617-0j -1.86909e-05-0j 0.0130352-0j -1.56353e-05-0j 0.0298141-0j -0.030105-0j 0.00371482-0j 1.19965e-05-0j -0.0251834-0j -0.00375106-0j 4.47662e-05-0j -0.00313783-0j 0.0193225-0j 0.00240757-0j 0.0721039-0j 0.00898409-0j 1.58162e-05-0j -0.00025122-0j -0.000310273-0j -1.68988e-05-0j -0.140042-0j 0.000532744-0j -4.10736e-05-0j 0.000268415-0j 9.22613e-06-0j 4.14743e-05-0j 0.000331509-0j 0.149627-0j -1.55863e-05-0j 0.0006524-0j -0.000569208-0j -0.000146545-0j 5.70838e-06-0j 0.000805756-0j 8.45622e-06-0j -0.000658765-0j -0.000180992-0j -9.98366e-06-0j -0.000813617-0j 0.363678-0j -0.081691-0j 0.000247567-0j -0.367226-0j -0.0013835-0j 2.75421e-05-0j 0.000305761-0j -9.067e-05-0j 0.000310767-0j -0.000134316-0j 0.001397-0j 2.76331e-05-0j -0.000111983-0j 0.138005-0j 0.000158577-0j -0.000165889-0j -0.0505437-0j 0.000195853-0j -0.000524998-0j -0.00043747-0j -0.074874-0j 0.0883984-0j -0.000540303-0j 0.000192278-0j 0.000284834-0j -0.000438916-0j -0.243866-0j -0.000542089-0j -0.000336284-0j -0.244672-0j 0.000927711-0j 0.000930778-0j 
-2.17799e-05-0j 2.26504e-05-0j -0.000504629-0j 0.00060667-0j -0.00036426-0j -4.77167e-06-0j -0.0188974-0j 1.87571e-06-0j -3.3805e-06-0j 0.00742845-0j -1.59452e-06-0j -0.0133879-0j -0.00631485-0j 6.76979e-07-0j 0.00268107-0j 1.17045e-06-0j -3.96445e-05-0j -0.044769-0j -3.92408e-06-0j -1.04881e-06-0j 0.000132913-0j 1.09073e-06-0j 0.150093-0j -2.78002e-06-0j 3.55245e-05-0j -3.69443e-05-0j 0.0401164-0j -7.57072e-07-0j 9.41625e-05-0j -0.0417198-0j 2.48976e-07-0j 0.106334-0j 2.56429e-05-0j 0.0289575-0j -8.4331e-06-0j -0.00952317-0j 9.22421e-07-0j -2.94566e-05-0j 9.41442e-08-0j 1.02093e-06-0j 0.00052728-0j 0.134144-0j 2.32727e-06-0j -3.26025e-05-0j 5.38079e-07-0j -2.42028e-06-0j 1.04199e-07-0j 0.000583592-0j -9.14832e-07-0j -7.4319e-05-0j 0.14847-0j -1.7183e-05-0j -1.63616e-06-0j 2.37526e-07-0j 5.49289e-07-0j 7.72894e-05-0j 5.49174e-08-0j -1.71466e-06-0j -2.47019e-07-0j 0.00133033-0j 0.00030758-0j 2.92143e-05-0j -0.0013835-0j 0.338444-0j -3.3018e-07-0j -9.33696e-08-0j 5.22493e-05-0j 0.0782505-0j -1.7541e-05-0j -0.351972-0j 8.86596e-08-0j -1.6699e-07-0j -0.000522942-0j 5.47558e-05-0j 5.60616e-08-0j -0.000935274-0j -1.75001e-07-0j -0.13304-0j 1.0544e-05-0j 0.000313988-0j -0.000980142-0j -3.36989e-08-0j -0.23794-0j 0.0798807-0j -2.83126e-06-0j -0.00018874-0j 9.04878e-09-0j -0.249355-0j 5.06801e-05-0j -0.0480167-0j 0.0128934-0j 
-0.00747049-0j 0.0367197-0j 0.000903361-0j 0.00318282-0j 0.000780689-0j 0.000551458-0j 7.95961e-05-0j -0.00188552-0j -0.00115951-0j -0.000272151-0j -0.00258496-0j -0.000167361-0j -0.000373107-0j -0.00323059-0j -0.000466296-0j 0.000401465-0j 7.09697e-05-0j 5.91414e-06-0j -0.00132908-0j -0.000359742-0j -0.00023495-0j 0.00176824-0j -1.95792e-05-0j 0.00279456-0j -6.35941e-05-0j 0.000312584-0j -5.29951e-06-0j -0.000310891-0j 0.000494013-0j 2.60486e-05-0j -0.00159001-0j 4.11677e-05-0j -5.49583e-05-0j -4.57986e-06-0j -0.000281077-0j -2.34231e-05-0j -0.0611988-0j 5.27317e-05-0j 3.22915e-05-0j 0.19851-0j 6.59147e-06-0j 3.88406e-07-0j 0.0520245-0j -0.000171045-0j -0.0356993-0j -0.255716-0j -0.000104743-0j -2.13807e-05-0j -0.177879-0j -4.48268e-05-0j -1.25987e-06-0j 3.07602e-05-0j 0.108553-0j -2.74507e-05-0j -0.0436306-0j 0.000220337-0j 1.88367e-05-0j 0.537675-0j 0.000134928-0j -5.60335e-06-0j 3.84502e-06-0j 0.000153269-0j 2.75421e-05-0j -3.3018e-07-0j -0.304774-0j 9.38579e-05-0j -9.35341e-05-0j 2.2657e-07-0j 3.75942e-05-0j 1.62293e-06-0j -0.184958-0j -5.72777e-05-0j 1.91587e-05-0j -0.000463286-0j 2.30216e-05-0j -1.16918e-05-0j -0.000283704-0j 1.12893e-06-0j 0.000262608-0j 4.69927e-06-0j -5.79108e-05-0j 0.000160814-0j -6.88943e-07-0j 2.76907e-07-0j 0.000159368-0j 3.28259e-05-0j 9.75929e-05-0j -3.41242e-06-0j 1.99211e-05-0j 1.93429e-06-0j 1.17386e-06-0j 
0.00211253-0j 0.00212084-0j 0.000502381-0j 5.32097e-06-0j 0.000359211-0j 0.0299739-0j -2.25085e-05-0j -0.00119152-0j -0.063024-0j 8.94756e-07-0j 0.0286972-0j 4.7327e-05-0j -2.15498e-05-0j -0.0369889-0j 2.77763e-05-0j -0.000113528-0j 0.00385748-0j -1.67242e-06-0j -2.22192e-06-0j -0.000200061-0j 7.54971e-05-0j -0.000200848-0j -3.2732e-08-0j 4.67188e-06-0j 0.00679774-0j 0.00682447-0j -2.94718e-06-0j -0.000143047-0j -0.000158742-0j -2.95877e-06-0j 9.45055e-05-0j 6.88232e-08-0j 0.00486051-0j -2.10729e-06-0j -0.00321114-0j 1.3922e-06-0j -8.94701e-05-0j -1.49117e-05-0j -0.166921-0j -1.7157e-06-0j 0.000358272-0j -1.09835e-07-0j 7.60577e-05-0j -2.85949e-07-0j 0.000257468-0j 7.63567e-05-0j -0.00320091-0j 6.8703e-06-0j -3.02344e-06-0j 1.26763e-05-0j -2.10622e-09-0j 4.29114e-05-0j 0.0001587-0j 0.141898-0j -0.000204108-0j 1.27261e-05-0j 0.480349-0j -0.00016055-0j 0.142456-0j -0.000304564-0j -0.001031-0j -5.03907e-07-0j -0.000305761-0j 9.33696e-08-0j -9.38579e-05-0j -0.00564071-0j 2.64499e-05-0j 3.16072e-07-0j -3.4018e-05-0j 9.37367e-08-0j 4.21036e-05-0j 0.296079-0j 1.2107e-05-0j -2.67583e-05-0j -0.380796-0j -0.000635493-0j -0.299531-0j -3.71162e-09-0j -1.5643e-05-0j 0.000817326-0j 0.000642902-0j -0.175107-0j 1.94822e-07-0j -2.50566e-07-0j 7.01727e-06-0j 0.000375842-0j 0.0785511-0j -1.97093e-07-0j -0.000168599-0j -1.15221e-07-0j 5.16871e-08-0j 
0.00616984-0j -0.00126842-0j 0.00695419-0j -0.0422919-0j 0.0050198-0j -9.0034e-05-0j 0.00123848-0j -0.00010504-0j -0.000803557-0j 0.00144489-0j 0.000451699-0j 0.0110535-0j -0.00621342-0j -3.79108e-05-0j 0.000521489-0j 0.00946235-0j 0.000546333-0j 0.000138515-0j 0.0106889-0j -0.0428918-0j 0.000617149-0j 0.00881786-0j 0.000156469-0j 0.0953985-0j -0.00247647-0j 0.000509122-0j -0.00062787-0j -0.0309609-0j 0.00550808-0j 0.00012908-0j 0.00201281-0j 0.00139649-0j -0.00178761-0j -0.000453221-0j 0.000116215-0j 2.94645e-05-0j -5.16556e-05-0j -0.0586023-0j -5.27208e-06-0j -5.71722e-05-0j 0.00010256-0j 1.21502e-05-0j 0.000222133-0j -0.0648609-0j -3.01324e-05-0j -4.5667e-05-0j -5.83512e-06-0j 0.000113513-0j 0.000259155-0j 0.252006-0j 1.34478e-05-0j -0.0341847-0j -0.000135012-0j 2.26714e-05-0j -3.07602e-05-0j -0.0518084-0j -3.07538e-06-0j -0.00040758-0j -4.66087e-06-0j -0.000441036-0j 5.98267e-05-0j 0.294007-0j 9.067e-05-0j -5.22493e-05-0j 9.35341e-05-0j 2.64499e-05-0j -0.153168-0j 7.08764e-06-0j -0.0348969-0j 1.07416e-05-0j -4.96494e-06-0j -1.37796e-05-0j -0.000514542-0j -0.462392-0j -3.13945e-06-0j 0.00026806-0j -4.15984e-05-0j -6.09575e-05-0j 0.106113-0j 6.10731e-05-0j 0.000809233-0j 9.54628e-06-0j 3.17569e-05-0j 7.23529e-06-0j -0.00563263-0j -0.000185708-0j -5.06732e-07-0j 9.58694e-05-0j 9.85768e-06-0j -2.20007e-05-0j 1.16783e-06-0j 
1.49454e-05-0j 1.51002e-05-0j 0.00165963-0j -0.000416298-0j -0.00024284-0j 1.07183e-06-0j 0.00424483-0j -6.16884e-06-0j 7.65755e-07-0j -0.0244307-0j 1.09416e-06-0j 0.00303265-0j 0.00433326-0j 4.51319e-07-0j 0.00178738-0j 7.80301e-07-0j -2.64297e-05-0j -0.029846-0j 8.81444e-07-0j -3.55041e-06-0j -2.98555e-05-0j -3.5872e-06-0j -0.0337147-0j 6.29734e-07-0j 0.000120256-0j 0.000121503-0j 0.135801-0j 5.19504e-07-0j -2.13298e-05-0j 0.137208-0j 1.65984e-07-0j -0.0240869-0j -1.75962e-05-0j -0.0198707-0j -5.62207e-06-0j -0.00634878-0j 6.14947e-07-0j -1.96377e-05-0j 6.27628e-08-0j 6.80622e-07-0j 0.00035152-0j 0.0894291-0j 5.38079e-07-0j -2.1735e-05-0j 2.416e-06-0j 5.43655e-07-0j 6.94657e-08-0j 0.000389061-0j -3.09686e-06-0j -1.7183e-05-0j 0.0989799-0j -7.71525e-05-0j 2.21946e-07-0j 5.49174e-08-0j -1.8065e-06-0j -1.73611e-05-0j 2.46582e-07-0j 3.88406e-07-0j 5.54866e-08-0j 0.00030758-0j 0.00138105-0j 9.88953e-05-0j 0.000310767-0j 0.0782505-0j 2.2657e-07-0j -3.16072e-07-0j -7.08764e-06-0j 0.351348-0j 5.76889e-05-0j 0.0790614-0j 5.91064e-08-0j 2.26523e-08-0j -0.00177025-0j -1.24034e-05-0j -1.84376e-07-0j 0.00012687-0j 3.96415e-08-0j -0.450364-0j -7.23529e-06-0j -0.00103264-0j 0.000222023-0j 2.31242e-08-0j 0.0322767-0j -0.262712-0j -1.8875e-06-0j 0.000129513-0j 6.03252e-09-0j 0.0564842-0j 3.37868e-05-0j 0.0329491-0j 0.00859559-0j 
