-0.0160212-0.0514144j 0.00823468-0.0164316j -0.0175616-0.0135008j 0.00920329-0.0384428j 0.0121435+0.0359899j -0.00710669+0.00215639j 0.0388141-0.038233j -0.00893231-0.0253611j -0.0117462+0.00715091j -0.00631321+0.0434004j -0.0443189-0.00701745j 0.025279-0.0445477j -0.00161065-0.0370259j 0.0256227-0.00296883j -0.0296052+0.0344645j 0.00809202+0.0158706j 0.00868371-0.021696j 0.0125875+0.014319j 0.028206-0.0192965j -0.0385771+0.00608605j 0.033463-0.0288052j -0.00169482+0.0211839j -0.00107006+0.0386434j -0.0168524-0.00802893j 0.0208106-0.00848504j -0.000542243+0.0027744j -0.0414608+0.0175266j 0.0192041-0.00804331j -0.0298276+0.0288276j 0.00129487+0.00876966j 0.00727681+0.00626303j -0.0232996+0.0109487j -0.0182196+0.0100122j 0.0295519-0.0285563j 0.027705-0.0154811j -0.0202891-0.0143657j 0.0185608-0.0258044j 0.00650698-0.0201945j -0.00162552-0.00239305j -0.00420586+0.0112426j -0.0100594+0.00831339j -0.00439687-0.0074341j 0.00736557+0.0252778j -0.00401307-0.00076623j 0.024962-0.0129647j 0.0249794-0.00519079j -0.0127545+0.0201129j 0.0111827+0.0175985j -0.0090536+0.0111801j -0.011266+0.0106053j 0.0119566+0.00513826j 0.0138582-0.0185784j 0.0154094-0.0136095j -0.0224271-0.016784j 0.0197428-0.00517793j -0.00607435+0.00960378j 0.0109695-0.0316386j 0.00590875-0.0366383j -0.037698+0.0362296j -0.0331653+0.015926j 0.00193452+0.0178158j -0.0156373-0.000434996j 0.00586226+0.00887219j -0.0147451+0.0144846j 0.00508148-0.0421031j -0.0417142+0.0632408j 0.0126639+0.00903133j -0.00722624-0.0251207j 0.0177829-0.0623784j -0.0248-0.0747622j 0.0197388-0.0398472j -0.0698506+0.089348j 0.0860603-0.0812969j -0.0379826+0.0464058j 0.0640084+0.00488988j -0.0159678+0.0773129j 0.055395+0.0104348j -0.107093+0.113983j 0.1471-0.170725j 0.127961+0.0357915j 0.00960093+0.075631j 0.208435-0.15744j 0.0314942-0.0838528j -0.0880173+0.0430543j -0.0219771+0.000115872j 0.046778-0.0624204j 0.0328093-0.0656321j 0.0242407-0.020121j -0.0149541+0.171281j -0.149879+0.0613117j 0.0867468-0.144466j 0.0965912-0.0584918j 
0.00775461+0.012046j -0.000581845+0.0199386j 0.00219259+0.0152991j -0.0237476-0.00888054j -0.0380389+0.0245454j 0.0163487+0.0430733j 0.0433369+0.0135779j -0.000344449+0.00860257j 0.0275175-0.0167898j -0.000338103-0.015202j -0.0161585+0.0109914j 0.0422802-0.0353137j -0.00722811+0.0821321j -0.0182813+0.0308214j 0.00231506+0.0226162j -0.0101766+0.0346813j 0.0405384-0.0319092j 0.0281666+0.000856205j 0.00193545-0.0478724j -0.0310834-0.0451946j -0.0367053+0.00718641j 0.0227672-0.00667013j 0.0350959-0.0302605j 0.0847495+0.0345577j -0.0413408+0.0454989j -0.00134802-2.43293e-05j 0.0128111-0.0249401j 0.0350163+0.0761956j -0.0290356-0.0986601j 0.0431668-0.0476828j -0.0990265+0.0371341j -0.00136635+0.0809404j 0.0263333+0.0361346j 0.0569211+0.0667326j 0.0269863-0.132764j 0.0953734+0.0656514j 0.037328-0.115224j 0.0115742-0.128374j 0.0673271-0.000322201j -0.0174902-0.0515003j -0.0189605+0.158363j 0.032945-0.0709896j 0.0555592+0.0557395j 0.0787549-0.158155j -0.0652898-0.0141783j -0.0266964-0.020266j 0.0460632-0.016519j 0.0300821+0.0275552j 0.0901184-0.00670855j -0.035978-0.191655j 0.097575+0.0776957j -0.118937+0.0200654j 0.0736647-0.146777j 0.101351-0.0557263j -0.103174-0.156487j -0.00718639+0.0770828j 0.013461+0.0165224j 0.0123958+0.0369253j -0.00688271+0.132947j -0.0516268-0.146396j -0.00908683+0.0744099j 0.0129674+0.0378292j 0.0520725-0.0202984j -0.0175397+0.0796134j -0.0130908+0.0972841j -0.0876453-0.0158687j -0.0128275-0.0288328j 0.0362089+0.00518726j 0.033688+0.0704383j -0.0581318-0.0153194j -0.031483-0.0750185j -0.0283265+0.0262445j -0.0246782+0.0325274j 0.024079+0.0205707j -0.0109084-0.056816j 0.0302148+0.0327789j 0.0120236+0.0315851j -0.0190619-0.00134801j 0.00202668-0.0329418j -0.0333028+0.012745j 0.0116271-0.00497805j 0.00390818+0.0134913j -0.00850086+0.0366165j -0.0130236-0.0338192j -0.0267211-0.00427207j -0.0238265+0.0168772j 0.0209319+0.0448388j 0.0274491+0.0264638j -0.0145333+0.00196035j 0.00409676+0.0449148j 0.00125265-0.000684369j 0.00519872+0.0209221j 
-0.00702014+0.00497582j 0.00521689-0.0125215j -0.00221281-0.00189212j -0.0201032+0.00341664j 0.0482702-0.0154987j -0.00244841-0.0163633j -0.0346557-0.0127492j -0.0471743-0.00663864j -0.0286341-0.00166429j -0.0410803-0.0315132j 0.0107007-0.0091798j -0.0123399+0.0338531j 0.012874-0.0363506j -0.027345-0.0237772j -0.0408819+0.00198051j 0.0337191-0.0245769j 0.017757+0.0356938j -0.0125241-0.00444522j 0.00809633-0.0235313j -0.0323511+0.00718271j -0.049294+0.0351393j 0.0306312-0.0202558j 0.0701552+0.0397297j -0.0884475+0.0376233j 0.0315727+0.00909716j 0.05361-0.0213518j 0.0103602-0.0120586j -0.0486628+0.0335752j 0.00720092-0.026101j 0.0152422+0.0142361j 0.141593+0.0674242j -0.0393092-0.0183186j 0.0597672-0.0358946j 0.0123085+0.00633515j -0.0144098+0.0402253j 0.0718309+0.179795j 0.0176178+0.0316646j 0.0503616+0.0331471j 0.0461055+0.0844375j 0.00586755-0.00986688j 0.113468+0.046138j -0.0840486-0.0485113j 0.0940691-0.0442421j 0.0907412-0.0345423j 0.0336268+0.0390325j 0.0427586-0.182807j -0.0631709+0.0700164j 0.0246976+0.138522j -0.0197448-0.046715j 0.0831028-0.118263j 0.0953462+0.00661931j -0.0116479+0.0305588j -0.189845-0.151102j 0.030501+0.0097911j -0.0209493-0.0256191j 0.0442468+0.0830757j -0.098545+0.148802j -0.0591173+0.0378888j -0.00714774-0.0944635j 0.0230214-0.0599832j -0.00448709-0.1211j -0.0818114+0.0319997j 0.00748733-0.0453783j -0.00264863-0.00551506j -0.0321883-0.0514585j 0.0425918-0.0452293j 0.0474279+0.00619029j -0.0506442-0.0196674j 0.084689-0.0240662j -0.00302846+0.0189132j 0.0723249+0.0225142j 0.0228488-0.031602j -0.0657734-0.0204336j 0.0135549-0.0253817j -0.0208834-0.0104901j -0.0410557-0.0082356j -0.00568135+0.0197942j 0.0212858-0.0271529j 0.0501033-0.0306402j -0.00264662-0.00998406j -0.00867307+0.0115384j 0.0218777+0.0368505j -0.00413055-0.0764287j 0.0594039-0.0528686j 0.0272382+0.00948153j -0.0152072-0.00230389j -0.0236012+0.00185319j -0.0037547-0.0199937j -0.00782613-0.0161025j 0.00573447-0.0309561j 0.00878676-0.0105037j -0.000146803+0.00897746j 
0.0135487+0.00915197j -2.14567e-05-0.00949517j 0.0055298-0.00466699j 0.0256562-0.00215642j -0.0216839+0.00509245j 0.0564043+0.00897421j 0.0172354-0.0277949j 0.0248091-0.0140181j -0.00202994-0.00652895j -0.0167938+0.0395823j -0.00593683+0.0415399j -0.0321579-0.020877j 0.022595-0.0145277j 0.0162946-0.00343083j 0.0209235+0.03007j -0.0569586-0.0179136j 0.0251769-0.00209712j -0.0414079+0.0146062j 0.0703568+0.0392275j -0.0110761+0.0443934j 0.0127491-0.0651086j 0.00637717+0.0280464j -0.0902023-0.00414198j 0.0087728-0.0601321j 0.0617362-0.0449033j -0.018278+0.0104036j -0.00867059+0.00432933j 0.0593325-0.0687883j -0.0678921+0.0751387j -0.028043-0.0267314j 0.0746016-0.0245143j 0.148776+0.0947491j 0.0253034+0.0137852j 0.0720726-0.0217664j 0.175202+0.0412055j -0.0559062-0.0269106j -0.0183537+0.0139553j 0.0776825+0.0122391j -0.0111676-0.0525632j 0.0941814+0.040709j 0.0322404-0.0491544j 0.11862-0.00748977j 0.0633808+0.0110932j 0.036495+0.166018j -0.0762881-0.0927173j -0.0752236-0.0721877j -0.0898992+0.111504j 0.0704532-0.045932j 0.0618914-0.0728511j 0.15001+0.0547063j -0.0135636+0.0741375j -0.064228-0.0152273j -0.0524148+0.00666732j -0.0327044-0.0368746j 0.0317257+0.0495275j 0.0934557-0.0540012j -0.00141313-0.0667324j 0.0411942+0.0268021j -0.154511-0.0288867j -0.0713599-0.133758j 0.0791999-0.0716005j 0.00668085-0.0700208j 0.00206164-0.0585936j -0.0473589+0.114561j -0.153723+0.0378818j 0.0212574-0.000159038j -0.0148848-0.0098746j 0.0475766+0.0635345j -0.0126993-0.0639448j 0.0458371-0.0150857j -0.0294931-0.0162873j 0.0813406-0.00521156j 0.0927168-0.0156692j 0.0153596-0.0158231j 0.042086-0.00339947j -0.00778717-0.0145635j 0.00381466-0.0405322j 0.0118407+0.0486908j -0.0136195-0.0749627j -0.0134046-0.0402621j 0.0541917-0.00545252j -0.00926176-0.00322344j -0.0545365+0.0528934j -0.0323826-0.0179232j -0.00274966-0.0208141j -0.0161429+0.0135004j 0.011455-0.00223614j 0.0219266-0.00930501j 0.00541653+0.00824982j -0.00590075+0.0179995j -0.00716326-0.0179486j -0.00846807-0.0248003j 
-0.019003-0.00197616j 0.0222761+0.00077591j -0.00273117+0.00190572j -0.0148751+0.026347j -0.00846333-0.00867028j 0.0250772+0.00345354j 0.00473125-0.00881825j 0.00537219+0.0239328j 0.0478913+0.0244769j -0.0353814+0.0287247j -0.0592014+0.0193862j -0.00657374+0.0115835j -0.00649319+0.0286101j 0.022009+0.0286319j -0.00040244-0.0317862j -0.0156793-0.0120332j -0.0230319+0.00875844j 0.028254-0.0262101j 0.0139796-0.0177949j -0.0580832+0.0118994j -0.0243522+0.0236653j 0.0132631+0.00254343j -0.0194229-0.0486893j 0.0506503-0.0236021j 0.0154167+0.0234215j -0.0305361-0.0437538j 0.0336592-0.0314474j 0.056958-0.0351167j -0.0596792+0.0540822j 0.0192215+0.0121918j 0.0269307-0.100309j 0.00773391+0.0429712j 0.054771+0.000284353j 0.0239697+0.0783132j 0.0314627-0.0351618j -0.0696689+0.0523861j 0.0749369+0.00511599j 0.0249483-0.0555748j 0.00978712+0.0257122j -0.0709993-0.155162j -0.0290171+0.0244324j 0.140609-0.0776692j 0.117789-0.0169754j 0.135255+0.00519125j -0.0659257+0.0860066j 0.0280453-0.0312457j 0.0111703+0.0170804j -0.0121271+0.00928097j 0.131975-0.0191651j 0.0088106-0.0241897j 0.120249+0.0970919j -0.0790287+0.0565915j 0.144448-0.0932743j 0.0284924-0.0537309j -0.00988743+0.0340261j 0.0069934+0.0170016j -0.0381584+0.0904581j 0.0878612+0.0326103j -0.00376786+0.0995444j -0.0263088+0.0125159j 0.0469522-0.0823513j -0.00440682-0.119681j -0.0340555-0.0188026j 0.0474636+0.0496745j -0.00178576+0.0133432j 0.0691315+0.0554579j 0.0702202+0.00600311j -0.010231+0.0139785j -0.0280193-0.0194036j -0.00341757-0.00897868j -0.000555776+0.00248829j -0.00399816+0.0337744j 0.0665611+0.00353129j 0.0140548-0.0145626j 0.0144561+0.0205731j 0.0247363+0.019196j -0.0245517+0.0073772j -0.00375608+0.0413238j 0.0330777-0.038136j -0.00559623+0.0258732j 0.0106736+0.0123313j 0.0658979+0.0416343j 0.00454952+0.0280045j -0.0360144-0.00265155j 0.0276179-0.000766667j 0.0265976-0.0151933j -0.0108927-0.0156113j -0.0140584+0.0128508j 0.00172351+0.0144297j 0.00136142+0.0102071j 0.0155488-0.00439642j 0.0154552+0.00371283j 
-0.00360785+0.00500785j 0.00034993+0.00729991j 0.00481171-0.0157007j 0.00915147-0.00553394j -0.0101571-0.0106993j -0.0389146+0.0188035j 0.0314511+0.030455j 0.0312601-0.0192088j 0.00369024-0.021611j 0.0233257+0.00946962j -0.0383608+0.0319994j -0.00974496+0.00516813j 0.010646+0.00878243j 0.0210997+0.0284467j -0.000793875-0.0271308j -0.0178905-0.00111904j -0.0139269+0.0154534j -0.00383707-0.00153415j -0.0302258-0.00341712j -0.037834-0.0128718j 0.024753+0.0230239j -0.0117239+0.00178564j 0.0256311+0.0317503j -0.00622132-0.000407049j -0.0286046-0.0402775j -0.0652966+0.0430015j 0.0676612-0.0408881j -0.0522422+0.0171619j -0.01517+0.0119589j 0.0289497-0.0339054j -0.00694137-0.068643j 0.0499404+0.0753208j -0.0153469+0.0211193j -0.0265286+0.0647052j 0.0941078-0.00552522j 0.10829+0.0730269j -0.079673+0.0220606j -0.0315725+0.00571986j 0.0254342+0.0514236j -0.117581+0.00443477j 0.129752+0.0571219j 0.0434305-0.0464092j -0.0968331+0.0553258j 0.0535618+0.0356734j 0.123953+0.0126385j -0.0299977-0.0122335j -0.026917-0.0613142j 0.0840392+0.0444668j 0.0636659+0.0249889j 0.152369+0.052161j 0.0710019+0.0302545j 0.107813-0.0215786j -0.0230689-0.113418j -0.00864188+0.0165738j 0.0381793+0.0450258j -0.109478-0.0123581j 0.122113-0.0103644j -0.0417631+0.0242048j -0.0386965+0.0133169j -0.0509148-0.0155041j -0.0259509+0.0203447j -0.0206884-0.0278613j 0.00557824+0.0310054j 0.0318311+0.0335567j 0.076445+0.0384202j -0.0225693-0.00276473j -0.0210971-0.0595618j 0.0308794-0.0444199j -0.0407318-0.0184586j 0.0326523-0.0570479j -0.0177859+0.00042166j 0.0336818+0.00217357j 0.0168446+0.0196409j -0.0301928-0.0107774j 0.022573+0.0189886j 0.00702794-0.00319041j 0.000242131+0.00739587j -0.00103037+0.00494087j 0.00306555-0.000842865j 0.0110394+0.0151181j -0.00217897+0.00532276j 0.0165175-0.00523109j 0.0408425+0.0154162j -0.0331173+0.0311853j -0.0167881-0.0300439j -0.0177078+0.0276585j 0.045137+0.0104402j 0.000277301-0.00125846j 0.0164329+0.0234218j -0.00541259-0.0120591j 0.016243+0.00503092j 0.0115082-0.00424601j 
0.00846807-0.0248003j -0.00716326+0.0179486j -0.00590075-0.0179995j -0.00541653+0.00824982j 0.0219266+0.00930501j 0.011455+0.00223614j -0.0161429-0.0135004j -0.00274966+0.0208141j 0.0323826-0.0179232j 0.0545365+0.0528934j 0.00926176-0.00322344j -0.0541917-0.00545252j 0.0134046-0.0402621j -0.0136195+0.0749627j 0.0118407-0.0486908j 0.00381466+0.0405322j 0.00778717-0.0145635j 0.042086+0.00339947j -0.0153596-0.0158231j -0.0927168-0.0156692j -0.0813406-0.00521156j 0.0294931-0.0162873j -0.0458371-0.0150857j 0.0126993-0.0639448j 0.0475766-0.0635345j 0.0148848-0.0098746j 0.0212574+0.000159038j -0.153723-0.0378818j 0.0473589+0.114561j -0.00206164-0.0585936j -0.00668085-0.0700208j 0.0791999+0.0716005j 0.0713599-0.133758j 0.154511-0.0288867j 0.0411942-0.0268021j 0.00141313-0.0667324j -0.0934557-0.0540012j 0.0317257-0.0495275j -0.0327044+0.0368746j 0.0524148+0.00666732j 0.064228-0.0152273j -0.0135636-0.0741375j 0.15001-0.0547063j 0.0618914+0.0728511j -0.00221062-0.123276j 0.113693-0.0745136j -0.10017-0.0393156j 0.0607933-0.062598j 0.036495-0.166018j 0.0633808-0.0110932j 0.11862+0.00748977j -0.0322404-0.0491544j -0.0941814+0.040709j -0.0111676+0.0525632j 0.0776825-0.0122391j 0.0183537+0.0139553j 0.0559062-0.0269106j 0.175202-0.0412055j -0.0720726-0.0217664j -0.0253034+0.0137852j 0.148776-0.0947491j -0.0746016-0.0245143j 0.028043-0.0267314j 0.0678921+0.0751387j 0.0593325+0.0687883j -0.00867059-0.00432933j 0.018278+0.0104036j 0.0617362+0.0449033j -0.0087728-0.0601321j 0.0902023-0.00414198j -0.00637717+0.0280464j -0.0127491-0.0651086j 0.0110761+0.0443934j -0.0703568+0.0392275j -0.0414079-0.0146062j -0.0251769-0.00209712j -0.0569586+0.0179136j 0.0209235-0.03007j 0.0162946+0.00343083j -0.022595-0.0145277j 0.0321579-0.020877j 0.00593683+0.0415399j 0.0167938+0.0395823j 0.00202994-0.00652895j 0.0248091+0.0140181j 0.0172354+0.0277949j 0.0564043-0.00897421j -0.0216839-0.00509245j -0.0256562-0.00215642j 0.0055298+0.00466699j -2.14567e-05+0.00949517j -0.0135487+0.00915197j 
-0.000146803-0.00897746j -0.00878676-0.0105037j -0.00573447-0.0309561j -0.00782613+0.0161025j 0.0037547-0.0199937j 0.0236012+0.00185319j 0.0152072-0.00230389j -0.0272382+0.00948153j 0.0594039+0.0528686j -0.00413055+0.0764287j 0.0218777-0.0368505j -0.00867307-0.0115384j -0.00264662+0.00998406j -0.0501033-0.0306402j -0.0212858-0.0271529j 0.00568135+0.0197942j -0.0410557+0.0082356j 0.0208834-0.0104901j 0.0135549+0.0253817j -0.0657734+0.0204336j 0.0228488+0.031602j 0.0723249-0.0225142j -0.00302846-0.0189132j 0.084689+0.0240662j 0.0506442-0.0196674j 0.0474279-0.00619029j -0.0425918-0.0452293j 0.0321883-0.0514585j -0.00264863+0.00551506j 0.00748733+0.0453783j -0.0818114-0.0319997j 0.00448709-0.1211j 0.0230214+0.0599832j -0.00714774+0.0944635j 0.0591173+0.0378888j -0.098545-0.148802j 0.0442468-0.0830757j 0.0209493-0.0256191j -0.030501+0.0097911j -0.189845+0.151102j -0.0116479-0.0305588j -0.0953462+0.00661931j -0.0831028-0.118263j 0.0197448-0.046715j 0.0569649-0.0489196j -0.00153019+0.24119j -0.0103677+0.0511946j 0.00212965-0.00681644j -0.0907412-0.0345423j -0.0940691-0.0442421j 0.0840486-0.0485113j 0.113468-0.046138j 0.00586755+0.00986688j -0.0461055+0.0844375j -0.0503616+0.0331471j 0.0176178-0.0316646j 0.0718309-0.179795j 0.0144098+0.0402253j 0.0123085-0.00633515j 0.0597672+0.0358946j 0.0393092-0.0183186j 0.141593-0.0674242j 0.0152422-0.0142361j 0.00720092+0.026101j 0.0486628+0.0335752j -0.0103602-0.0120586j 0.05361+0.0213518j -0.0315727+0.00909716j -0.0884475-0.0376233j 0.0701552-0.0397297j 0.0306312+0.0202558j -0.049294-0.0351393j -0.0323511-0.00718271j 0.00809633+0.0235313j 0.0125241-0.00444522j 0.017757-0.0356938j -0.0337191-0.0245769j 0.0408819+0.00198051j 0.027345-0.0237772j 0.012874+0.0363506j -0.0123399-0.0338531j 0.0107007+0.0091798j -0.0410803+0.0315132j -0.0286341+0.00166429j 0.0471743-0.00663864j 0.0346557-0.0127492j 0.00244841-0.0163633j -0.0482702-0.0154987j -0.0201032-0.00341664j 0.00221281-0.00189212j -0.00521689-0.0125215j -0.00702014-0.00497582j 
-0.00519872+0.0209221j 0.00125265+0.000684369j 0.00409676-0.0449148j 0.0145333+0.00196035j 0.0274491-0.0264638j 0.0209319-0.0448388j -0.0238265-0.0168772j -0.0267211+0.00427207j 0.0130236-0.0338192j 0.00850086+0.0366165j -0.00390818+0.0134913j -0.0116271-0.00497805j 0.0333028+0.012745j 0.00202668+0.0329418j -0.0190619+0.00134801j 0.0120236-0.0315851j -0.0302148+0.0327789j -0.0109084+0.056816j -0.024079+0.0205707j 0.0246782+0.0325274j 0.0283265+0.0262445j 0.031483-0.0750185j 0.0581318-0.0153194j -0.033688+0.0704383j 0.0362089-0.00518726j 0.0128275-0.0288328j -0.0876453+0.0158687j -0.0130908-0.0972841j 0.0175397+0.0796134j -0.0520725-0.0202984j -0.0129674+0.0378292j -0.00908683-0.0744099j 0.0516268-0.146396j 0.00688271+0.132947j 0.0123958-0.0369253j -0.013461+0.0165224j 0.00718639+0.0770828j -0.103174+0.156487j 0.101351+0.0557263j -0.0736647-0.146777j 0.118937+0.0200654j 0.097575-0.0776957j -0.035978+0.191655j 0.0901184+0.00670855j 0.0669636+0.0083052j 0.0498229-0.0233872j 0.0144237+0.0398697j 0.00996975-0.0129113j 0.0787549+0.158155j 0.0555592-0.0557395j 0.032945+0.0709896j 0.0189605+0.158363j 0.0174902-0.0515003j 0.0673271+0.000322201j 0.0115742+0.128374j -0.037328-0.115224j -0.0953734+0.0656514j 0.0269863+0.132764j -0.0569211+0.0667326j -0.0263333+0.0361346j -0.00136635-0.0809404j 0.0990265+0.0371341j -0.0431668-0.0476828j 0.0290356-0.0986601j 0.0350163-0.0761956j 0.0128111+0.0249401j 0.00134802-2.43293e-05j -0.0413408-0.0454989j -0.0847495+0.0345577j -0.0350959-0.0302605j -0.0227672-0.00667013j 0.0367053+0.00718641j 0.0310834-0.0451946j -0.00193545-0.0478724j 0.0281666-0.000856205j -0.0405384-0.0319092j -0.0101766-0.0346813j 0.00231506-0.0226162j -0.0182813-0.0308214j 0.00722811+0.0821321j -0.0422802-0.0353137j 0.0161585+0.0109914j 0.000338103-0.015202j -0.0275175-0.0167898j -0.000344449-0.00860257j 0.0433369-0.0135779j 0.0163487-0.0430733j -0.0380389-0.0245454j 0.0237476-0.00888054j 0.00219259-0.0152991j -0.000581845-0.0199386j -0.00775461+0.012046j 
-0.00680701+0.0279243j -0.00748229-0.00435747j 0.00478913-0.0469146j 0.00217384+0.000434207j 0.00331098-0.0144393j 0.0111284-0.0401141j -0.0324861-0.0036887j 0.0226831-0.0111613j -0.045228+0.0115796j -0.0131344-0.0442501j -0.0196136+0.029878j 0.0115201-0.0277652j -0.0249589+0.0456175j -0.00241218-0.0451312j 0.00356449-0.0325946j 0.0177977-0.0260207j 0.0469067+0.0123114j 0.0173347+0.027964j -0.0539825-0.0150531j -0.00253169-0.0156716j -0.0710201+0.129422j 0.00232624-0.00527166j -0.00373917-0.0401854j -0.0163255+0.0701229j -0.013539-0.0482168j -0.0213599+0.115752j 0.00551319-0.0148243j 0.0478239-0.101451j 0.100703+0.0117081j -0.0246884-0.048298j 0.0229496+0.0696454j -0.024626-0.0670541j 0.040526+0.0841049j 0.00910742-0.0245575j -0.0728188-0.0709503j 0.0504632-0.0231263j -0.00333508-0.0113533j -0.0919492-0.044593j 0.0222769-0.0756633j 0.0801367-0.0334279j -0.117288+0.0585305j 0.0457184-0.0571785j 0.0489798-0.0407365j -0.0209163-0.0729863j 0.0636698+0.0807387j 0.137532+0.106484j -0.120355-0.0271516j -0.000190662-0.0369471j 0.0421868+0.0626331j 0.010696-0.0784536j -0.0169055-0.0200777j -0.0182357-0.0348496j 0.0313484+0.0482451j -0.0747457+0.136089j -0.0094435-0.0669156j 0.0758511+0.00564675j 0.0244927+0.0324615j -0.0198358-0.0782192j -0.0232653-0.0909118j 0.00469815+0.0229397j 0.116596-0.047797j 0.0253045+0.107495j 0.0320249-0.0330067j -0.0105637+0.0640131j 0.0232767-0.0112752j -0.0237383-0.0124297j 0.0471327-0.00972924j -0.00936639+0.0159834j -0.0921479+0.0450937j -0.0507044-0.0722474j 0.0046023-0.0310024j 0.0139697-0.0278713j 0.00183408-0.0670674j -0.0184377+0.0189829j 0.0312558+0.0169972j -0.0159704-0.0177137j 0.00444607+0.0216517j 0.0519276-0.0142741j 0.0783074+0.00132162j 0.0127632-0.0153266j 0.00656027+0.00560172j -0.0140592+0.0208596j -0.03228-0.0560681j 0.00564624-0.0433079j 0.00147439-0.0432203j -0.0120786+0.0167709j 0.0308517-0.0169161j -0.0400456+0.021488j 0.0300057-0.0146359j -0.00666584+0.000546512j 0.00321664-0.00826795j 0.00845738+0.0193439j 
0.0056044+0.00478569j -0.00395654+0.0102545j -0.0238175-0.0234761j 0.0138934-0.0177803j 0.00186211+0.00494026j 0.000435157-0.01344j 0.00788295-0.00481347j -0.00887393-0.0381833j -0.0521066+0.0199008j -0.0136587+0.00147986j -0.0371681+0.00704947j -0.0232419+0.00955313j -0.00176038+0.0105122j -0.0215304+0.0143468j -0.00300276+0.0137848j -0.0464159-0.0604805j 0.0865745-0.0501055j 0.0641701+0.0666311j 0.00873124-0.00798304j 0.0291944-0.0108129j 0.00946033+0.0224818j 0.00110175-0.000592508j 0.0240219+0.0280737j 0.044084+0.0134723j -0.0145127+0.00874637j 0.0365577+0.0731586j 0.0363857-0.051137j 0.0157807-0.0242059j -0.0553527+0.0932157j -0.0217311-0.0927595j 0.165542-0.0447402j -0.0377563+0.00228189j -0.0373544+0.0775647j 0.0901572-0.0295306j -0.0609982+0.0701302j -0.00659211-0.00439262j 0.060769+0.106772j -0.0232658-0.337933j 0.135357-0.128373j 0.0611817+0.00697308j -0.142363-0.0324948j -0.000213287+0.053654j 0.0683028-0.036305j 0.00309609-0.10822j -0.138828+0.0607097j 0.00287132+0.0532338j 0.0138575+0.0555394j 0.0939152-0.0500583j 0.0727655+0.0527915j -0.148492-0.0350251j 0.00313583-0.0696278j -0.0386864+0.0162023j 0.0684515-0.0465536j 0.0176091+0.00109096j -0.0137501-0.0577698j 0.00351983+0.00784161j 0.00130863+0.0271247j 0.00580173+0.032777j 0.0338872-0.0618375j -0.0953728-0.0862678j 0.0521173+0.0524291j 0.0116548-0.0155673j 0.0220172-0.0226316j -0.00428884-0.0211479j 0.0264678-0.0163867j 0.0281362+0.0232796j -0.0262305+0.0167389j -0.01172-0.000683479j -0.0198562-0.00849953j -0.0162148-0.00501001j -0.0384382-0.0134185j -0.0199792+0.00947536j 0.015693+0.000453674j -0.00463198-0.0552533j -0.0222678+0.0208562j 0.0105048-0.0603505j 0.00736671-0.0227368j -0.0163464+0.0135266j -0.00098186-0.00810596j -0.00575614-0.00970494j 0.014192+0.00623171j -0.0244755+0.00955212j 0.0253421-0.02392j -0.0116095-0.0174117j -0.0131935-0.00183568j 0.0150723+0.00274085j 0.0273243-0.00433457j -0.00265035-0.0234073j 0.0130801-0.00338097j 0.00638179-0.0242479j 0.00291037-0.0102298j -0.00698335-0.0024715j 
