-0.172819-6.66134e-16j -0.0637677-0.00454799j -0.0794011-0.0875672j -0.0655715-0.119768j 0.0194353+0.00365243j 0.0284131+0.0231917j 0.0562529+0.00131941j 0.00835443+0.060127j -0.0255341-0.0606376j 0.0220629+0.0042844j 0.00470449-0.0143045j -0.00510401-0.0521607j 0.0196656+0.000897683j 0.0149027+0.0430815j 0.0195357+0.0171157j -0.00312334-0.00465573j -0.0166314+0.00407412j -0.00276971-0.0580447j -0.028042-0.0180053j 0.00771167+0.0114745j -0.0138938+0.008918j -0.00707524-0.0137069j -0.00889467-0.00220763j 0.00575916+0.000180707j 0.00330608-0.0240543j 0.00728328-0.0228641j 0.0270427+0.0041104j -0.00227899+0.0136199j -0.00462667-0.00683283j 0.00667999-0.00688497j 0.0262166+0.00540731j 0.00296867+0.0311708j -0.000169047+0.00414871j -0.0128716-0.0115952j -0.0289505-0.00887051j -0.0146944-0.0156687j 0.0112184+0.00307704j 0.0282127+0.00148092j 0.0340822+0.0221563j 0.00235914+0.00259634j -0.0320079+0.00185695j 0.0392281-0.00736641j -0.0121083+0.00585831j -0.0246931-0.0175894j 0.00491011+0.0235804j 0.00381035+0.00675227j 0.00383514+0.0139991j 0.00564054+0.00349741j 0.0102547-0.008151j -0.0024252-0.00163621j 0.00608433+0.0146065j 0.00593939+0.00886702j 0.0288735-0.0199465j -0.0141027-0.0170237j -0.00201109+0.0277362j -0.00531868-0.000148849j 0.0537793-0.0453423j 0.00599789-0.0291654j -0.00657867-0.00484812j 0.0143018-0.022532j 0.00622811-0.0274357j -0.00898835+0.0236435j -0.00299654-0.000815388j -0.00973096+0.0225565j -0.0129606+0.00513089j 0.00185791+0.0126925j 0.0134218-0.0329646j -0.0107185+0.0292247j -0.01441+0.0149749j 0.0257129+0.0163412j -0.0179425-0.0335221j 0.0210699+0.0174798j -0.0237784+0.0646631j 0.0334605-0.00767965j 0.0409281+0.0160471j 0.0159887-0.0221913j -0.0135661+0.0114165j -0.00346516-0.0184944j -0.0374431-0.00982012j 0.0203405-0.02119j 0.0349804-0.0355614j -0.016005+0.0422501j 0.0335458+0.00500779j -0.00228345+0.0155834j -0.0520195+0.0684195j -0.0564075+0.0525703j -0.0425487+0.11091j 0.00705249-0.0745982j -0.137153-0.224349j 0.325838+0.0673966j 0.0644779-0.158039j -0.040156+0.0445682j -0.0112088-0.0740847j -0.0870078+0.217643j -0.0161288-0.00986384j 0.00728882+0.0114345j 0.211343+0.1339j 
-0.00657867+0.00484812j -0.00136141+0.00477651j -0.0168492-0.0123323j -0.03157-0.0341937j -0.00390696+0.0361939j 0.026262+0.0290377j 0.00817517-0.0231782j 0.0509159+0.0722444j -0.000975442+0.00970854j -0.0516634-0.0483632j -0.0308491+0.00599866j -0.0379366-0.0226796j -0.0176213+0.00374428j -0.0464567-0.0209936j -0.0252754+0.0531221j 0.0245771-0.0202913j 0.0467989+0.00700434j -0.0252897+0.00700992j -0.00294785-0.015738j -0.00888451+0.016571j -0.0180928-0.00847584j -0.00884955-0.017443j -0.0557266+0.00620207j -0.0228185-0.0205936j 0.00946104-0.040946j -0.0360481-0.0161016j -0.00453161+0.0722893j -0.0368632+0.034919j 0.0179507+0.0378953j -0.034009+0.0305641j -0.0633696-0.0600981j 0.0282429-0.04612j -0.0243946+2.78707e-05j 0.00909874+0.049003j -0.0327334-0.050901j 0.0970318+0.0673029j -0.00421108-0.0517581j 0.00508048+0.0243425j -0.0644499-0.0479705j 0.0286235+0.0606668j 0.0210112-0.028856j -0.0450188-0.0180995j 0.0383793-0.0501812j 0.00870501-0.033097j -0.0507815-0.05869j 0.0733297-0.0645529j 0.02377-0.102519j 0.0306523-0.0570263j 0.0448277-0.0820708j -0.0726179-0.00355889j -0.0255136+0.0497738j 0.0390798-0.0252304j 0.0835223-0.0327017j 0.0142048+0.106405j -0.0531581+0.00598076j -0.0206653-0.0377269j 0.0394525-0.048487j 0.0863145+0.0827208j -0.12769-1.02834e-14j -0.0025914+0.090756j 0.0590276-0.123858j 0.0538964-0.00254814j -0.0132247+0.020926j -0.0912812-0.0026677j 0.0142727-0.0940008j -0.1137+0.0752988j 0.0352315-0.102083j 0.0886862+0.0691306j -0.114452-0.124865j 0.103589+0.0871538j 0.00647425+0.018617j 0.0300888+0.0613541j 0.0336523+0.143352j -0.100802-0.0136646j 0.0392738-0.127769j -0.0227595+0.0884344j 0.0459633+0.0390695j 0.098043-0.120689j -0.0253574-0.00455472j 0.0935672-0.00917381j 0.0215816-0.052429j 0.0575326-0.0784583j 0.0279644+0.0314358j -0.0609607+0.0456052j -0.0590332+0.00599203j 0.00707146-0.0393107j -0.0651826-0.00717021j -0.0680824+0.0216165j 0.0356819+0.0763267j -0.0388063+0.0536837j -0.0125716+0.00145592j 0.00319512+0.00314942j -0.0506677-0.00295921j -0.011537+0.0150575j 0.00918326+0.0352468j -0.0245802+0.0039994j -0.0146161-0.00061566j 
0.0143018+0.022532j -0.00318422-0.0199373j 0.0153455-0.0459781j -0.0215515+0.00334726j 0.0121045+0.0252369j -0.0463306+0.00132946j 0.0418397+0.030369j -0.0120985+0.0116312j 0.00693381-0.0231083j 0.0255255+0.050787j 0.0414137-0.0201163j 0.0315344+0.0282091j -0.0280772-0.00397208j 0.0377316+0.000359001j 0.03045+0.00955541j -0.00521763+0.0225093j -0.00759043-0.0242884j -0.0311857-0.00437775j 0.0351635-0.0132191j -0.0348893+0.0161323j -0.0181554-0.0271203j 0.0187876-0.00448278j 0.0401522-0.014261j 0.0161582-0.0205747j -0.0150329+0.0398129j -0.012094-0.0682541j 0.0734172-0.00311684j -0.0103688-0.0238845j 0.0099978+0.0510594j -0.0497234-0.016712j 0.00528718-0.0713876j -0.0198655-0.0140911j 0.0205539-0.0321949j -0.0838024+0.0263456j -0.0153227-0.0513122j 0.0200001+0.0301852j 0.0973496-0.00600032j -0.0210976+0.00229033j -0.0248874+0.0192157j 0.0433865+0.0222943j -0.0235877-0.0455875j -0.0790678-0.0354483j -0.0300649+0.0486256j 0.0206633+0.0252275j -0.0286123-0.00207058j 0.0360034+0.0479309j -0.0321233+0.0288206j -0.0542352+0.0273086j 0.0221075+0.0468013j -0.0257949+0.0879332j -0.0624193+0.0624575j 0.0819257+0.0401543j -0.0611179+0.069842j -0.0563137+0.0112203j 0.00152445+0.00829826j 0.0991434+0.0631329j -0.0460366+0.015705j 0.0108634+0.0306764j -0.0025914-0.090756j -0.041257-3.15373e-15j -0.0266155-0.0694351j -0.0320714+0.0533098j -0.106099-0.0755279j 0.145928-0.147368j 0.00585892+0.0178274j -0.0171664+0.0246934j 0.0409179-0.0772597j 0.0668181+0.00570524j -0.0130015+0.0186909j -0.0909708-0.0102054j -0.020764-0.0651255j -1.7889e-05+0.0117393j -0.124598-0.0755932j -0.0406424+0.0530534j 0.121318+0.0437954j -0.0121805-0.0363263j 0.0995153-0.0177255j -0.0227204-0.04276j 0.0675579-0.0101513j -0.0565597+0.000335491j 0.0411744-0.0660582j -0.0394093+0.0803993j 0.0360768-0.0321009j 0.0494451+0.025151j -0.0863098+0.036038j 0.0165514-0.0722588j 0.0461084-0.0452648j 0.0989764-0.00246975j -0.0559754+0.00665661j -0.0855045+0.0853757j 0.0127721-0.0976089j -0.059608-0.0251347j -0.00968532+0.0219976j 0.00428033+0.0251054j 0.00330608+0.0145796j 0.00039229-0.0049051j 0.0329729-0.0120865j 
0.00622811+0.0274357j 0.0206949-0.00169928j 0.0543661-0.0323353j -0.0162972+0.0174696j -0.00386504+0.0329443j -0.0378387+0.0515158j 0.0713976+0.0466102j 0.0311554+0.0602902j -0.0256205-0.00916151j -0.0483076-0.099779j -0.0208717+0.0411569j 0.0410002-0.0527313j 0.000850231+0.0310395j 0.055598+0.0425598j -0.00333092-0.0328024j 0.0124618+0.0132196j -0.0355001+0.0464796j 0.0787373+0.0849277j -0.0353671-0.0676435j 0.0122983+0.0585241j -0.0367626+0.0468974j -0.0049887+0.0505182j 0.0259672-0.0140804j -0.0379608-0.0317673j 0.0419502-0.0050038j -0.0515667-0.0537488j 0.0813574+0.0867985j -0.0577136+0.0281285j -0.000716594+0.00878413j -0.00992129+0.03445j -0.053875-0.00236534j -0.0375551-0.00386152j 0.0222709-0.0353712j 0.0216139-0.0438035j 0.00330903+0.0405208j -0.0444115+0.0289952j -0.0716164-0.0103158j 0.0119578+0.0871464j 0.0870644+0.00180331j -0.0271761+0.10125j -0.0824414+0.00121632j 0.0175883+0.00559024j 0.0720088+0.0759666j 0.0216711+0.0111173j -0.00174019-0.0191123j -0.0165464-0.0767597j -0.0397898+0.0136922j 0.018763-0.0257399j 0.106938+0.0150407j 0.00135231-0.101679j -0.000384462+0.00130085j -0.0296692-0.0827295j 0.0193298+0.0209832j -0.012085-0.072742j 0.0520833+0.0264955j 0.116986+0.00435235j -0.0226479+0.101371j 0.0361699+0.0301238j 0.0590276+0.123858j -0.0266155+0.0694351j 0.0672215-3.15026e-14j 0.0432388-0.0152538j -0.0111942-0.0349046j -0.0720032-0.0952858j 0.0393345+0.0393251j 0.0114912-0.0656155j -0.0794192-0.119175j -0.113275+0.0260585j 0.0895237-0.0255006j 0.00921749+0.0312565j -0.0517875+0.0292318j -0.0285019-0.00686234j -0.160878+0.0384716j 0.059572+0.0231604j 0.00197229+0.0696763j -0.0181558+0.122671j -0.0375502+0.013509j 0.00495799+0.118084j -0.00327601-0.0630669j 0.081777+0.116789j -0.0350046+0.117695j 0.0289706-0.0238928j 0.0529299-0.0580399j 0.0404201-0.0331744j 0.00633173+0.0249935j 0.0538795+0.0305781j -0.0303363+0.0869338j 0.0409023-0.00115198j -0.0143013+0.0530639j 0.0232496+0.0219517j 0.0199392+0.0554159j -0.0276447-0.0230054j -0.036554+0.00674712j -0.000222068-0.0137793j 0.0326549-0.0207198j -0.00447825-0.0177711j 0.0110878-0.0110245j 
-0.00898835-0.0236435j 0.00658926-0.00117024j 0.00222336+0.0417086j -0.0378879-0.0628137j 0.00570039-0.0189024j -0.0127121+0.00331867j 0.00795795-0.0680006j 0.0361507+0.0648626j -0.0808195+0.0184589j 0.0212187+0.000979963j -0.0300701+0.0228467j -0.00209638-0.0404279j 0.0301596+0.0186522j 0.0511653+0.0302067j 0.0459443+0.0115558j -0.0535354+0.00406859j 0.00531544+0.0238366j -0.0406837-0.0465095j -0.062531-0.0165765j -0.0123237+0.0804682j -0.0138803+0.0382887j -0.0132624-0.0198773j -0.0252311-0.0310876j 0.000159915+0.0656564j 0.0389986-0.0256863j 0.00348227-0.0435805j -0.0278221-0.000460976j -0.0248052-0.0149183j 0.00800683-0.0450044j 0.0117501-0.00589963j -0.0125839+0.0246611j 0.0185066-0.0174481j -0.0985195+0.0902475j -0.000286395+0.0235699j 0.0178713-0.0436059j 0.0564809+0.011331j -0.0484582+0.0466234j 0.0336965-0.0268774j 0.0882088-0.0319942j 0.0398481+0.14538j -0.0459746-0.0109951j 0.0192979-0.0973798j 0.000303324-0.0241496j 0.0655767+0.0172692j -0.0358854-0.0137134j 0.0111749+0.00357024j 0.0655118+0.0489734j 0.0117364-0.0389722j -0.0503289+0.039985j -0.0687231-0.0228674j -0.053403+0.020978j 0.0482556-0.0100283j -0.0148176-0.0405545j -0.0673075+0.0248932j -0.0359388+0.0331188j -0.00349981-0.0575722j -0.0103632+0.00346933j 0.0638787-0.00884399j 0.0538964+0.00254814j -0.0320714-0.0533098j 0.0432388+0.0152538j -0.0691544+1.58207e-15j 0.0417661+0.0279622j 0.0303263+0.0857776j -0.0143523+0.0447142j -0.0874732+0.0282217j -0.0569107+0.130758j 0.0665242+0.0936614j -0.0215279+0.0766819j 0.0560078+0.0575537j -0.15482+0.0416097j -0.0308632-0.0714058j -0.0733046+0.0243028j 0.0611455-0.103272j 0.138182-0.0543327j -0.0230121+0.0200749j 0.130015+0.0723154j 0.0517806-0.0315381j 0.0860608+0.017255j 0.0140856+0.0135025j 0.0303509+0.0813972j 0.00494346+0.132954j -0.0885871-0.0813612j -0.059108+0.0606538j 0.00764683-0.110835j 0.0160983-0.0184668j 0.0241319-0.0208552j -0.0404578+0.0850346j 0.0570655+0.0411621j -0.0524821-0.0187667j -0.0225565+0.0423844j 0.0836466-0.0130874j 0.013705-0.0315129j -0.0366397+0.0082216j 0.0245718+0.0384114j 0.000906057+0.00336844j -0.0352135+0.0108941j 
-0.00299654+0.000815388j -0.00767126-0.000643814j -0.0195897+0.0130323j 0.0238458+0.0259159j 0.00145696-0.0411054j 0.0159739+0.0366233j -0.0267348-0.0124488j 0.00556296-0.0301679j 0.00615208+0.0277606j 0.000834575-0.0293871j -0.0418676-0.0470853j 0.0326787+0.012428j 0.0183641+0.0243263j 0.00962143-0.0238154j -0.0281808-0.034549j -0.00797448+0.0441047j -0.0330319+0.0361783j -0.0324885-0.0227001j -0.0464682+0.0292328j -0.029632-0.0185449j 0.0158829+0.0050673j 0.0141943+0.0382054j -0.0143514-0.0184664j 0.00845248-0.00826164j 0.0245027-0.024979j 0.00559913+0.0352925j -0.063506-0.0416133j 0.00855754+0.0771504j -0.0115395+0.0369224j 0.0504336+0.00696435j 0.0820287+0.0784189j 0.00533818-0.0414759j -0.0248562-0.0578754j -0.010615-0.0793278j -0.0585441+0.019343j 0.00743621-0.0133879j -0.00123995-0.00768127j -0.0420952-0.0768343j 0.0188134-0.0447415j 0.0416361+0.0147388j 0.0450187+0.0742998j 0.0752492+0.0221051j -0.0288376+0.00933218j -0.0638005+0.00906627j -0.0200271-0.0157719j -0.0265957-0.0122806j 0.0303539+0.00806688j -0.0326502+0.0167998j 0.0169691+0.015316j -0.0736398+0.0303916j -0.00452517-0.0427968j 0.033494-0.122507j 0.0933836+0.011021j -0.0595813+0.0877736j 0.00908461-0.00114257j -0.128643+0.0847189j 0.0354895+0.0196095j 0.068124+0.00141706j -0.0132247-0.020926j -0.106099+0.0755279j -0.0111942+0.0349046j 0.0417661-0.0279622j 0.0717834+2.04003e-15j 0.005542+0.0326029j 0.110798-0.0522798j 0.313069+0.012997j 0.0496442+0.0510645j -0.0243629+0.177164j 0.0808012+0.0175773j -0.025851+0.0282248j -0.0175988-0.0453646j -0.203715-0.0939398j -0.136379-0.0303737j -0.0582082-0.141343j -0.0500681-0.0492808j -0.0221988+0.0702065j 0.0194511-0.0606772j 0.0883305+0.0395142j -0.016368+0.0649128j -0.0219609-0.0779354j 0.0119552+0.100764j 0.093882+0.0428221j -0.104133+0.0730328j 0.0244943+0.0145225j -0.00782604+0.0651679j -0.0264761-0.0433232j -0.0323158+0.0300001j -0.0302504-0.0408004j 0.00644855-0.0484138j 0.013251+0.0106434j -0.0170065+0.0303488j -0.0353383+0.020116j 0.0159734-0.023818j 0.0377127-0.0360941j 0.0101603-0.022711j 0.00592881-0.00862022j -0.00024462-0.00772019j 
-0.00973096-0.0225565j 0.00996407+0.00329753j 0.00746208+0.0742534j -0.0835451-0.0515303j 0.000191695-0.0357213j -0.0138293-0.0234886j -0.0581533-0.0435639j -0.0126232+0.0595039j -0.0543697-0.0135684j 0.00251719+0.0797238j -0.0512433+0.011953j -0.00289839-0.0105327j 0.040442-0.0400818j 0.0166363-0.0155455j -0.008808-0.0245337j 0.00719324-0.0190071j 0.00300079-0.0254699j -0.0329383-0.0798643j -0.0156182+0.0390687j 0.010155+0.0561969j 0.00439985+0.0141892j 0.0122015-0.00593486j 0.0101472-0.00251129j -0.0305026+0.018489j 0.026114+0.0406455j -0.0127977-0.126495j -0.0314076-0.0547038j -0.0233274+0.0193559j 0.0465681+0.0493209j 0.022413-0.0643838j 0.00160093-0.0135278j 0.0662645-0.0645482j -0.105956+0.0143612j -0.090374-0.00833187j 0.0223764-0.0541204j 0.0937296-0.0157248j 0.0530337+0.0297367j 0.0907858-0.0814175j 0.00194151-0.0889905j 0.0890614+0.157363j 0.0232013-0.0198886j -0.0483643-0.00794448j 0.0563202-0.0858399j -0.0421455+0.10827j -0.0191335-0.0291593j 0.0598877-0.101293j 0.10999-0.0167305j 0.000167506-0.028648j -0.0480416-0.0453647j 0.0335462-0.015624j 0.0162352+0.00927883j 0.0634058-0.031912j 0.113449+0.0442246j 0.0772481-0.031665j -0.0132005+0.0190061j -0.0844715-0.0209643j -0.0369205-0.11809j -0.0168605+0.0215192j -0.0912812+0.0026677j 0.145928+0.147368j -0.0720032+0.0952858j 0.0303263-0.0857776j 0.005542-0.0326029j -0.102582+3.53537e-15j -0.08863+0.0295381j 0.0207759-0.0534669j 0.0458953-0.0306309j -0.120927-0.123452j 0.118602-0.133005j -0.0243404-0.0294434j 0.0243669-0.0447785j -0.00250898-0.0237203j 0.0124194-0.0471591j 0.0416415-0.0151337j -0.0908408-0.0247214j -0.00354197+0.00399016j -0.043844-0.025351j 0.0185852+0.0912458j 0.088329-0.0269878j -0.125237+0.0217535j 0.0209266+0.0711037j -0.0460986+0.0564783j 0.0362136+0.0916685j 0.0174028-0.0452615j -0.0213242+0.0232915j 0.0105097+0.0031516j 0.0314002-0.00637849j -0.0073812+0.0343161j -0.0126101-0.0304331j -0.0492699+0.0117766j -0.0532875+0.0478739j 0.00956077-0.0181225j -0.00821511-0.0160113j -0.0387857+0.030526j 0.0434994-8.67328e-05j 0.0152262-0.00530288j -0.0133235+0.000647915j 
-0.0129606-0.00513089j -0.0203393+0.0067499j -0.0208661-0.00815713j 0.0140775-0.0196583j -0.019249+0.0805538j -0.00084942+0.00523921j 0.00369618-0.0229967j 0.0573535-0.0106851j 0.0186176-0.00511711j -0.0481592+0.0125918j 0.0923842+0.0894335j -0.00584567+0.00878543j -0.0329843-0.03672j -0.0738127-0.0678895j -0.0682076+0.0258022j 0.0216779+0.0537439j -0.0221939+0.0191293j -0.0453518+0.0359346j 0.0120062-0.0146768j 0.0412783-0.00992714j -0.00766032-0.0158272j 0.0129738-0.017461j -0.0147729-0.0287854j 0.0239618-0.0135069j -0.00251686-0.00856177j 0.0142174-0.0178573j -0.11449+0.0143428j 0.0178245-0.0359349j -0.0657697+0.0575137j -0.03082-0.00264325j -0.055415-0.0693778j 0.0246104+0.0407272j 0.0121597-0.00691445j -0.0200858+0.0944273j -0.0486497+0.0265567j 0.0759843+0.000738569j 0.0436238-0.0620161j 0.0181475+0.00289312j -0.0875826+0.0430822j 0.0150111-0.0799915j 0.0392385-0.0594785j 0.0144042+0.0356974j 0.0437311-0.0538904j 0.026397+0.00487885j -0.0663285-0.0191807j 0.0740457+0.0283415j 0.0495157+0.123218j -0.00378889+0.0173673j -0.0154445+0.0890729j 0.000266941+0.0634727j -0.0432717+0.0725651j 0.0248595-0.025274j 0.0559979+0.0501654j 0.0822205-0.00606838j -0.0258856-0.0259384j -0.0104585+0.0406611j -0.0788166+0.111616j -0.0241486-0.0491739j 0.0142727+0.0940008j 0.00585892-0.0178274j 0.0393345-0.0393251j -0.0143523-0.0447142j 0.110798+0.0522798j -0.08863-0.0295381j -0.0303895+1.4086e-15j 0.0390074-0.0522512j -0.12499-0.0100847j -0.0787485-0.03174j -0.00116544-0.0207632j 1.60156e-05+0.0482041j -0.10774-0.0467095j -0.0800812-0.0477833j 0.120545+0.079403j 0.0161269-0.0312914j -0.0334688-0.00812041j -0.0634393+0.0551261j -0.0379509-0.0451463j -0.0529441-0.0473942j 0.00705868+0.03208j 0.0446093+0.0105152j 0.00583615+0.10026j -0.00574806-0.00575905j 0.0679852-0.0378129j 0.0149707+0.0310588j 0.0486644+0.059809j -0.0023656+0.03417j -0.0388762-0.036543j 0.0121028+0.0700891j -0.0564539+0.0384435j 0.0198133+0.0724471j -0.0136504-0.0697987j 0.050843-0.0495636j -0.051926+0.0168987j 0.0375015-0.0182563j -0.0449664+0.0333116j -0.00886176+0.00192285j -0.00384916+0.00710172j 
0.00185791-0.0126925j 0.0199106+0.00239305j -0.00377963-0.0546011j -0.032057-0.0481483j -0.0333236+0.0261589j -0.0417707-0.0552127j 0.0305911-0.0280236j -0.0357991-0.0493917j 0.0458167-0.0104947j -0.00160839+0.0481323j 0.0058064-0.00700717j 0.0100587+0.091144j -0.0184084+0.0309572j -0.0426241+0.0266583j 0.0361338+0.0411602j -0.0206252-0.0365966j -0.0630563-0.0147412j 0.0744405+0.0304114j 0.0184231-0.0286621j 0.00349456+0.00346671j 0.00746519-0.0247648j -0.0166633-0.00489371j 0.0193888+0.0501303j -0.102866-0.0378583j -0.0308636+0.0385997j -0.00572436-0.0369469j 0.0832263+0.126541j -0.0800655-0.0694859j 0.0339234-0.0641417j -0.0788026-0.0164333j -0.0242829-0.0735117j -0.0306317+0.0241085j 0.0492315+0.0432433j -0.011865-0.00295874j 0.099494+0.0574805j -0.0516445-0.0149642j 0.027518+0.012079j 0.0784471+0.107589j -0.0725743+0.0413384j -0.0271708-0.00290241j -0.0850513-0.0231907j -0.00366018-0.0167402j -0.0286941+0.0585921j 0.000979751-0.025588j -0.0267335-0.0876479j -0.0307566+0.0675084j -0.0451309-0.0438785j 0.0379881-0.04789j 0.0190988+0.0326218j 0.0734672-0.0287195j 0.0114896+0.00823971j -0.0850197+0.00143863j 0.00816662+0.0532932j -0.0248854-0.000755887j -0.0129808+0.0366547j -0.0378704+0.127339j -0.135046-0.0082085j 0.0608808-0.095021j -0.1137-0.0752988j -0.0171664-0.0246934j 0.0114912+0.0656155j -0.0874732-0.0282217j 0.313069-0.012997j 0.0207759+0.0534669j 0.0390074+0.0522512j 0.0113949+8.08381e-16j 0.128797+0.0900622j 0.00920917+0.0228945j 0.144454+0.0643173j 0.158276+0.0424213j 0.0167619+0.0580064j 0.0005308-0.0431965j 0.0403946+0.0823721j 0.0418598-0.0513338j -0.0163807-0.10477j 0.0115475+0.134004j 0.00583457+0.030813j -0.102217+0.0223944j -0.0154746-0.0113929j -0.0149267+0.0401855j 0.0210569+0.00228563j 0.0275067-0.0161359j 0.0254332+0.0288616j -0.0324579+0.0633338j 0.00483063-0.0570961j -0.0838127+0.0807764j -0.0204207+0.0249046j -0.00160489+0.0459519j -0.0160195+0.0526852j -0.0330647-0.037439j -0.0131689-0.0175514j 0.0154197-0.0179595j 0.0256426-0.0205595j -0.0217484+0.0330382j -0.0057883+0.00330863j -0.0197551+0.00823642j -0.00145122+0.0190167j 
0.0134218+0.0329646j 0.0068559-0.00625519j 0.0642566+0.0225044j 0.0343605+0.0431568j 0.0342856+0.0379349j 0.028209+0.0367377j 0.0145421+0.0504567j -0.0135832+0.0524539j -0.013723+0.0369279j 0.00145058-0.043782j 0.025769+0.0402342j -0.0417406-0.0477973j 0.0738615+0.0348373j -0.0108233+0.011644j 0.0309252-0.0184696j -0.0120302-0.0244814j 0.0359107-0.0221507j 0.0217286+0.000133108j 0.00133308-0.0414058j -0.0684897+0.080022j 0.00774006+0.0166174j 0.0110355-0.0143124j -0.0283488-0.00281635j 0.0371259+0.0470483j 0.0363124-0.0174977j 0.014536-0.027617j -0.0172795-0.045448j 0.0561937+0.0410239j 0.00187368-0.0230182j 0.0531352+0.0229308j 0.00373795-0.0303523j -0.00402443+0.00120775j 0.00560329+0.0235856j 0.0323252-0.0106238j 0.0761065+0.00362806j -0.0302604+0.0134609j -0.074+0.00956821j 0.0515601-0.033564j 0.0249999+0.0435191j -0.0122148-0.0177695j -0.0208134-0.0130171j -0.0383919+0.0216666j -0.0290898+0.0561015j 0.0714773-0.0186362j 0.0779292+0.0631918j 0.0036985-0.0646364j -0.018041+0.0450844j 0.0371835+0.00246537j -0.00888787-0.0595131j 0.0540104+0.00359177j 0.0311688+0.0215532j -0.0664914-0.147046j -0.0419619-0.0295906j 0.0825641-0.0150511j 0.00504166+0.0362865j 0.118427+0.0466912j 0.0102498-0.00979558j 0.041242-0.0800107j 0.0352315+0.102083j 0.0409179+0.0772597j -0.0794192+0.119175j -0.0569107-0.130758j 0.0496442-0.0510645j 0.0458953+0.0306309j -0.12499+0.0100847j 0.128797-0.0900622j -0.125515+1.38778e-16j -0.0363955-0.0786297j -0.014747+0.0429018j 0.153264-0.0373476j 0.0086657-0.0413711j -0.0311987-0.00793789j 0.0267466+0.0323125j -0.015671+0.107064j -0.0399323-0.0750565j 0.0262643+0.0902034j -0.046162-0.0336129j 0.0385513-0.0561277j -0.0344829-0.0275581j -0.0276022-0.0447147j -0.0108368-0.0552797j -0.0516026-0.0320549j 0.0181236+0.0340732j 0.00129041-0.108898j 0.0598455+0.00185812j 0.068099+0.0419316j 0.00994824+0.00356814j 0.0646178+0.0121693j -0.00712929-0.00988347j 0.0243744+0.0252555j 0.0315012+0.0244977j -0.0212267+0.0044325j -0.0407577+0.0935989j -0.0299488-0.00273958j -0.013731-0.0259056j -0.00357294-0.0118403j 0.0175273-0.0328087j 
-0.0107185-0.0292247j 0.0130174+0.0126607j -0.00820233+0.00821355j -0.0199062-0.0535962j -0.105997+0.0181025j -0.000310516-0.0494375j 0.0561772-0.0216925j 0.0567144-0.108072j -0.0652154-0.00535352j -0.024329-0.0691012j -0.0492744-0.066871j 0.0154911+0.0125217j 0.0218579+0.0495649j 0.0490107+0.0498027j 0.0392996-0.0227964j -0.0234831-0.00574494j -0.00425339+0.0135896j 0.0640754+0.0342596j 0.00465804-0.0316291j -0.00789215-0.041925j 0.0211248+0.0146038j 0.0484874-0.00555676j 0.0231233-0.0235337j -0.0633562-0.0246957j -0.0107571+0.0325952j -0.0407228-0.00617227j 0.0988293+0.0457774j -0.00896377-0.0324071j 0.091835-0.0208189j -0.00670325-0.0366815j 0.0210737-0.0518543j 0.00852646-0.00224693j -0.000324692+0.0523511j -0.013212+0.0627843j 0.0167848-0.0809451j -0.0392646-0.0375558j -0.00455647-0.0480984j 0.000915738+0.00969561j 0.0483583+0.0469531j -0.0245635-0.0599286j 0.0186961+0.0543962j 0.00102775-0.0390416j -0.0646899-0.0214094j 0.0279892+0.0265099j -0.0536665+0.0444879j -0.0349938+0.0826252j 0.0052366+0.0379099j -0.0530561+0.0538613j 0.0896054-0.0438439j -0.0364565-0.0498769j 0.0370684-0.0623713j -0.0725112+0.0949386j -0.02463-0.125509j 0.0586205-0.103752j -0.00393108-0.0932983j 0.0132299+0.152263j 0.0352578+0.031448j -0.00371331-0.0587616j 0.0886862-0.0691306j 0.0668181-0.00570524j -0.113275-0.0260585j 0.0665242-0.0936614j -0.0243629-0.177164j -0.120927+0.123452j -0.0787485+0.03174j 0.00920917-0.0228945j -0.0363955+0.0786297j -0.0130139-7.21645e-16j -0.0362707-0.123189j 0.0703415+0.0367159j -0.0171827+0.01626j -0.0964977+0.0132617j -0.0559651-0.109379j 0.0434305-0.0100914j -0.00274973+0.00231585j 0.0290274-0.0186724j 0.0170715+0.142745j -0.0144722+0.127142j -0.0628218+0.0231188j -0.059361-0.0706618j 0.101494-0.0190927j 0.0586536+0.0521633j 0.0157796-0.0065606j -0.0294439-0.0100471j -0.000532469-0.021118j -0.0127748-0.0773215j -0.0502858-0.0333431j -0.0158396-0.0433594j 0.00218211+0.0742603j -0.0138854-0.012688j -0.0213911+0.0444699j 0.0331731+0.0220844j 0.0136302-0.0995454j -0.00519664-0.010897j 0.0128701+0.0173752j -0.00901567-0.00372296j -0.0232574+0.0311204j 
