-0.172819-6.66134e-16j -0.0637677-0.00454799j -0.0794011-0.0875672j -0.0655715-0.119768j 0.0194353+0.00365243j 0.0284131+0.0231917j 0.0562529+0.00131941j 0.00835443+0.060127j -0.0255341-0.0606376j 0.0220629+0.0042844j 0.00470449-0.0143045j -0.00510401-0.0521607j 0.0196656+0.000897683j 0.0149027+0.0430815j 0.0195357+0.0171157j -0.00312334-0.00465573j -0.0166314+0.00407412j -0.00276971-0.0580447j -0.028042-0.0180053j 0.00771167+0.0114745j -0.0138938+0.008918j -0.00707524-0.0137069j -0.00889467-0.00220763j 0.00575916+0.000180707j 0.00330608-0.0240543j 0.00728328-0.0228641j 0.0270427+0.0041104j -0.00227899+0.0136199j -0.00462667-0.00683283j 0.00667999-0.00688497j 0.0262166+0.00540731j 0.00296867+0.0311708j -0.000169047+0.00414871j -0.0128716-0.0115952j -0.0289505-0.00887051j -0.0146944-0.0156687j 0.0112184+0.00307704j 0.0282127+0.00148092j 0.0340822+0.0221563j 0.00235914+0.00259634j -0.0320079+0.00185695j 0.0392281-0.00736641j -0.0121083+0.00585831j -0.0246931-0.0175894j 0.00491011+0.0235804j 0.00381035+0.00675227j 0.00383514+0.0139991j 0.00564054+0.00349741j 0.0102547-0.008151j -0.0024252-0.00163621j 0.00608433+0.0146065j 0.00593939+0.00886702j 0.0288735-0.0199465j -0.0141027-0.0170237j -0.00201109+0.0277362j -0.00531868-0.000148849j 0.0537793-0.0453423j 0.00599789-0.0291654j -0.00657867-0.00484812j 0.0143018-0.022532j 0.00622811-0.0274357j -0.00898835+0.0236435j -0.00299654-0.000815388j -0.00973096+0.0225565j -0.0129606+0.00513089j 0.00185791+0.0126925j 0.0134218-0.0329646j -0.0107185+0.0292247j -0.01441+0.0149749j 0.0257129+0.0163412j -0.0179425-0.0335221j 0.0210699+0.0174798j -0.0237784+0.0646631j 0.0334605-0.00767965j 0.0409281+0.0160471j 0.0159887-0.0221913j -0.0135661+0.0114165j -0.00346516-0.0184944j -0.0374431-0.00982012j 0.0203405-0.02119j 0.0349804-0.0355614j -0.016005+0.0422501j 0.0335458+0.00500779j -0.00228345+0.0155834j -0.0520195+0.0684195j -0.0564075+0.0525703j -0.0425487+0.11091j 0.00705249-0.0745982j -0.137153-0.224349j 0.325838+0.0673966j 0.0644779-0.158039j -0.040156+0.0445682j -0.0112088-0.0740847j -0.0870078+0.217643j -0.0161288-0.00986384j 0.00728882+0.0114345j 0.211343+0.1339j 
0.0159887+0.0221913j 0.0208507+0.0498772j 0.0263905-0.0101847j -0.00847126+0.00356724j 0.0327072-0.0259949j 0.00541121+0.0400843j 0.0729308+0.0175164j -0.0077495+0.0459349j 0.0280173+0.0083233j 0.0327197+0.0209811j 0.0145988-0.0509807j -0.027158-0.0604089j 0.00761983-0.0156254j 0.0251403+0.0318407j 0.0898656+0.0331783j -0.0367386-0.063763j 0.0420179+0.0334822j -0.0743171-0.0264057j 0.00925531-0.0484168j 0.020082+0.0382307j -0.00140942-0.0146051j -0.0220229-0.0855711j 0.0343574+0.00297013j 0.032523+0.0169856j -0.0193403-0.0765485j -0.0125671-0.014709j 0.0190287+0.0733428j -0.0468375+0.000792874j 0.0120979-0.106929j 0.000136992+0.0285681j -0.0412211-0.154052j -0.000384343-0.0223307j -0.0131905-0.0171941j 0.0268002-0.0242142j 0.0977587-0.0249365j -0.0438159+0.0369099j 0.00417046-0.0466769j 0.0364458+0.0784396j -0.0270923-0.0459905j 0.102696-0.00488274j -0.0096067+0.116947j 0.0525362+0.0290613j 0.00314158+0.0092242j -0.0630174-0.0744627j -0.076608-0.0809768j -0.0289424+0.0546134j -0.0177161+0.056707j 0.000845767+0.0543646j 0.0095629-0.0515226j -0.0301808+0.0373097j 0.0333246-0.109991j -0.0829728-0.147003j 0.0247378+0.0248886j 0.0240165+0.0785745j -0.0442475-0.0275677j -0.0714687+0.0860406j -0.0133512-0.0842268j 0.11898+0.0218847j -0.0227595-0.0884344j -0.0121805+0.0363263j -0.0181558-0.122671j -0.0230121-0.0200749j -0.0221988-0.0702065j -0.00354197-0.00399016j -0.0634393-0.0551261j 0.0115475-0.134004j 0.0262643-0.0902034j 0.0290274+0.0186724j -0.120884-0.0436194j -0.0745858+0.0207717j -0.0297482-0.0645334j -0.0434785+0.0250131j -0.0497635+0.0430805j 0.0755726+0.0578549j -0.0072309+0.0663331j 0.0548176-5.41234e-16j -0.0121067+0.0327574j -0.0193433+0.0311656j 0.0630058-0.00337395j -0.00133843-0.0685149j 0.0156874+0.0246542j 0.0157228+0.0259085j 0.0520268+0.0505445j 0.031574+0.0585271j -0.0235664-0.0505944j -0.00876268-0.041835j 0.00966914+0.0260974j -0.00105782+0.0112413j -0.0152724-0.0505024j 0.0185072+0.00659721j -0.0281-0.06641j -0.0189601+0.0333395j -0.00502185+0.0340104j -0.00118158+0.0180722j 0.0414311+0.018857j 0.0339473-0.0595539j 0.0156126+0.0044954j 
-0.0135661-0.0114165j 0.0175353-0.024455j -0.0234938+0.0519315j 0.0463139+0.0486912j 0.0304548+0.044464j 0.0481224+0.0247605j -0.133534-0.00916551j 0.0501598+0.0602699j -0.0256449-0.0327812j -0.0188409+0.0630138j 0.0496926+0.0359607j -0.0957867-0.00978083j 0.0120076-0.0579157j -0.019045-0.0456636j -0.0318957+0.0176617j -0.0604607-0.0233312j -0.0084342-0.0409947j 0.00632587-0.0355975j 0.0386626+0.0228268j 0.0453018+0.0232172j 0.0146845-0.0154119j 0.0230239+0.0155849j 0.0263779+0.0174978j 0.0787842+0.0830588j 0.0151855-0.056192j 0.0178724+0.0306629j -0.0300939-0.0132019j 0.0604591-0.0139695j -0.0530137-0.0283351j -0.0223587-0.0203462j -0.000998457-0.0139706j 0.00193937+0.0581337j -0.0261234+0.0113623j 0.0428391+0.0298292j 0.0306697+0.0351017j -0.0368766-0.0264566j 0.0798488+0.0919098j 0.026393-0.076088j 0.00883345+0.011463j 0.00558543+0.00347003j -0.0432516+0.0426843j -0.0687945+0.0262181j 0.0773414-0.00533887j 0.0232483-0.103609j 0.0137289-0.0343278j 0.0957372+0.0817601j 0.0365397+0.012269j 0.0424513+0.0101495j -0.0297982-0.031676j -0.0374672+0.0202208j -0.00951595-0.046814j 0.0462373+0.154929j -0.0755099+0.0518796j -0.0220844-0.0639142j -0.106314-0.0959866j 0.082313+0.0385797j -0.0578499-0.00780545j -0.0356401-0.0452476j 0.0459633-0.0390695j 0.0995153+0.0177255j -0.0375502-0.013509j 0.130015-0.0723154j 0.0194511+0.0606772j -0.043844+0.025351j -0.0379509+0.0451463j 0.00583457-0.030813j -0.046162+0.0336129j 0.0170715-0.142745j 0.0331195-0.041104j -0.0793377-0.0571766j 0.0681162+0.0309263j -0.0526888+0.021185j 0.00274439+0.102886j 0.000708395-0.0522481j -0.000278888+0.00253403j -0.0121067-0.0327574j 0.0308617+5.55112e-17j -0.0265907+0.0983769j -0.0255275+0.0365873j -0.0915186-0.0341716j 0.072363+0.0386504j 0.0276961-0.0502741j 0.0136796+0.0273736j 0.0176977+0.0423389j -0.0691437-0.0296438j 0.0545829-0.013314j 0.0126721-0.00489595j 0.0339005+0.0663486j 0.0496901-0.0376171j -0.0165158+0.0333412j 0.003776-0.0211376j 0.000881198+0.025961j -0.0420373+0.0606768j 0.0274203-0.0630972j 0.00899365+0.00346953j 0.00819589-0.00399148j 0.0166798+0.0197247j 
-0.00346516+0.0184944j 0.0339277+0.0306705j -0.0389979+0.0726764j -0.130449-0.0539968j -0.0426755+0.0119207j -0.0364945+0.00657424j -0.0309571-0.000878197j 0.012868+0.206j 0.0665197+0.091847j -0.0471505-0.132481j -0.0787307-0.0336639j -0.00453718-0.0753225j -0.067155-0.039775j 0.00129518+0.0476892j -0.0736864-0.167206j 0.0255732-0.0583334j 0.00286305-0.0878918j 0.0276718+0.0885281j -0.0284874-0.05433j 0.00756551+0.0708401j 3.02663e-05+0.0091513j -0.0620061-0.0141772j -0.035121+0.0275779j -0.0877145-0.0420921j -0.0529358+0.0295931j -0.0226537-0.0473798j 0.0292184+0.0925484j -0.0167534+0.0800445j 0.0190887-0.00382163j 0.00795238-0.0151275j -0.0665653+0.0363709j -0.0530078-0.0558193j 0.0182365-0.0678895j -0.0461226-0.0170927j -0.119443+0.0605532j 0.101496+0.00505699j -0.0725929+0.0201381j -0.0159785+0.0404746j -0.0732253-0.0556497j -0.00686002+0.0109891j 0.0374188-0.0131581j 0.0193062+0.0160861j 0.0192101-0.00328143j -0.0302325-0.00156551j -0.038048-0.0116401j -0.0247611+0.080105j 0.0693506-0.0199242j -0.0117218+0.0413614j -0.0503948-0.0117409j -0.0217989-0.0168206j -0.0505906-0.0395291j 0.0204842+0.00552834j 0.00810943-0.014754j -0.0637831-0.0539169j 0.0491291-0.00402588j -0.0678414+0.0125386j 0.0556299-0.0391947j -0.113348+0.0850732j 0.098043+0.120689j -0.0227204+0.04276j 0.00495799-0.118084j 0.0517806+0.0315381j 0.0883305-0.0395142j 0.0185852-0.0912458j -0.0529441+0.0473942j -0.102217-0.0223944j 0.0385513+0.0561277j -0.0144722-0.127142j 0.0820151+0.0427477j 0.00385915-0.0322154j 0.0796555-0.0339721j -0.0207963+0.0511081j -0.00548218-0.0485446j 0.0294421-0.0337086j -0.0591599-0.0028679j -0.0193433-0.0311656j -0.0265907-0.0983769j -0.077227-7.90167e-16j 0.00672468-0.00933425j 0.0211142-0.00207505j 0.00102692-0.00993801j -0.0275176-0.0283332j 0.0899601+0.050429j 0.0687477+0.00452783j 0.00705515-0.0182468j 0.0520529-0.0491847j -0.0119172-0.0482032j 0.00689547-0.0353528j -0.0177118+0.0193011j -0.0457635-0.0261662j 0.0201676-0.0206244j -0.0119302-0.0595579j -0.00398166-0.0431496j -0.0144512+0.0145432j -0.0183685-0.0404885j 0.0191756-0.0403059j -0.0213457+0.0112555j 
-0.0374431+0.00982012j 0.0120108+0.015196j 0.0396939+0.0523075j 0.0111299+0.113911j 0.0591222-0.131779j 0.19707+0.0424677j 0.0324825-0.00785421j 0.0743027-0.0150885j -0.0677363+0.0512775j 0.151203+0.0113064j -0.0503649-0.00935333j 0.0505115+0.0882549j -0.0191223+0.0312582j -0.0363108+0.137197j 0.0350681+0.00652597j 0.00218386+0.0156016j -0.0602997+0.0343745j 0.00412527-0.000627362j 0.0256631-0.00875678j -0.0450478-0.0948984j -0.0246061-0.00321008j 0.0458363-0.0421126j -0.0280687-0.0431367j 0.117826-0.00412379j 0.0132249+0.0616042j -0.0213049-0.0334872j 0.0234172-0.0452124j 0.0385852-0.0233703j 0.016786-0.0249508j 0.0592994+0.0191794j -0.083099-0.0682984j -0.0121992+0.0183995j -0.00735251-0.0251457j -0.0164376+0.00744393j 0.0455966-0.0104032j -0.00198643+0.00570953j 0.0509668-0.0290857j 0.0502397+0.0295351j -0.0804462+0.0479874j -0.0600054-0.0484042j 0.0676015+0.00622368j 0.0862941+0.0686537j 0.021734-0.0220278j 0.0175355+0.130431j 0.0662597-0.0773263j 0.00481956+0.0236586j -0.0278568+0.147331j 0.00301391+0.00325384j -0.028295+0.0375622j -0.0429358-0.0443442j -0.136846+0.027425j -0.00821339-0.00444865j -0.0571998-0.0199187j 0.032688+0.034965j 0.0255545-0.013351j -0.0110489+0.0285795j 0.0110188+0.0535041j -0.0594774+0.048921j -0.0253574+0.00455472j 0.0675579+0.0101513j -0.00327601+0.0630669j 0.0860608-0.017255j -0.016368-0.0649128j 0.088329+0.0269878j 0.00705868-0.03208j -0.0154746+0.0113929j -0.0344829+0.0275581j -0.0628218-0.0231188j -0.0343407-0.0857822j 0.0103092+0.0211078j -0.04505+0.0346147j -0.101978+0.0587395j -0.0233626-0.0536807j -0.0572869-0.076828j 0.0236037-0.0808282j 0.0630058+0.00337395j -0.0255275-0.0365873j 0.00672468+0.00933425j -0.0248774+2.77556e-16j 0.0171505+0.0474638j -0.0472224-0.043742j -0.0146756+0.038691j 0.00444161-0.0134692j -0.0138641+0.0323714j -0.0292867+0.0279056j -0.00241082-0.0145692j 0.0346376+0.0452055j -0.0731909-0.0110026j 0.0727702+0.0351621j -0.050533-0.0534787j 0.0236226+0.0391209j 0.0301204+0.0824098j 0.00864843+0.075996j 0.0301828-0.0754929j 0.00840988-0.0300894j 0.0220181+0.00453652j -0.000258605+0.0305546j 
0.0203405+0.02119j 0.0498954+0.0245407j 0.0606159-0.0303878j 0.0256099-0.00267589j -0.00742172-0.0482614j 0.0667871-0.0884742j -0.0308905-0.127663j -0.0845482-0.0468344j -0.11033-0.121573j -0.0146126+0.0777824j -0.161642-0.112859j -0.0582934+0.0226966j -0.00249259-0.0881336j -0.0165834-0.0745681j 1.43425e-06-0.0188485j -0.0130808+0.0181095j 0.0380648-0.0571252j -0.0571478+0.0806589j 0.00279973-0.0137015j 0.0364229-0.0107052j -0.0403779-0.0300647j -0.0746785-0.0456307j 0.0207436-0.00846687j 0.0279085-0.00369105j -0.042832-0.0832495j -0.0234369+0.0365613j 0.0412251+0.0567426j -0.044453+0.0321502j 0.0230698+0.0711493j 0.0323706-0.0631733j -0.101513+0.0327168j -0.00999902-0.0681585j -0.0036519-0.0592636j -0.0875756+0.0033601j -0.0998422+0.0235905j 0.0165616+0.0114718j -0.00191997+0.0358677j -0.134968+0.0673006j 0.0571881-0.000449958j 0.0332602+0.00210536j -0.0338413-0.0546163j -0.0250843-0.037781j 0.123381+0.0435601j -0.0276249+0.000890461j -0.0234958-0.0534574j -0.00462796-0.0530626j -0.0423899-0.0402598j 0.019276-0.0154344j -0.00701185-0.0695677j 0.0874045+0.023869j 0.0187294-0.0336278j -0.0386558+0.0590567j 0.00284761-0.0775858j -0.115319-0.0878033j 0.0544448+0.0352281j 0.0825324-0.0802285j 0.0665226+0.0120893j 0.0264508-0.0603399j 0.0935672+0.00917381j -0.0565597-0.000335491j 0.081777-0.116789j 0.0140856-0.0135025j -0.0219609+0.0779354j -0.125237-0.0217535j 0.0446093-0.0105152j -0.0149267-0.0401855j -0.0276022+0.0447147j -0.059361+0.0706618j 0.00608638+0.0507692j 0.0541352-0.0564984j 0.0613372-0.0376695j 0.0302878+0.049009j 0.0103088+0.0128304j -0.000382315+0.041019j -0.0236825+0.0545207j -0.00133843+0.0685149j -0.0915186+0.0341716j 0.0211142+0.00207505j 0.0171505-0.0474638j 0.0243731+6.245e-17j 0.0181247-0.0237149j -0.0477308-0.025174j 0.120252+0.0787018j 0.0134925+0.00490431j 0.0328756-0.0462576j 0.0100914-0.0212938j -0.0149915+0.0265681j -0.0156287-0.0327096j -0.0344705+0.0258184j 0.032064+0.0138381j -0.0278688-0.0228959j -0.0044954+0.0116552j 0.0050369-0.00419087j -0.0094886-0.00639064j 0.0179821+0.0954403j 0.0172317-0.0547383j 0.0105946+0.0101117j 
0.0349804+0.0355614j 0.00547776+0.0133397j -0.0625759-0.0408943j 0.050847-0.013861j -0.138442+0.10546j 0.00265797-0.0940478j -0.135661+0.0172251j 0.0170588+0.0317182j -0.0341491+0.0532932j 0.053419+0.0728899j 0.0401058-0.128239j -0.0530379-0.0202256j 0.0285331+0.0727685j 0.0546288+0.0500301j -0.0080016-0.040185j -0.0534174-0.0772297j 0.0412682-0.0386978j -0.0472787-0.0660661j 0.00748804-0.0803281j -0.0382528-0.0153378j -0.0237909-0.0290858j -0.09428+0.0102302j -0.0253825-0.00199727j 0.0504053+0.106471j 0.0843725-0.00280799j -0.0478161+0.013626j -0.0266111+0.039j -0.0166254-0.0289943j -0.0119212+0.105257j 0.0248701+0.122445j -0.0801739-0.0421141j 0.0280961-0.0286515j -0.0491289-0.131228j -0.0162448-0.0998325j 0.150016+0.0387358j -0.0536317-0.0994769j 0.0668332+0.0510893j 0.101138+0.0898299j -0.0418901-0.0265613j -0.0147061+0.0632642j -0.107411-0.0361129j 0.0535836+0.0186156j 0.0773979+0.126268j 0.154667+0.0437017j 0.0360645+0.0281462j -0.0309907-0.000643628j -0.057246-0.154225j 0.0650745-0.011864j -0.0374043+0.0747972j 0.0391043-0.0443948j -0.0307928+0.0975016j 0.0462187+0.0228566j -0.0628354-0.00392628j -0.0487732-0.0174807j 0.0166142+0.0192669j -0.0309365-0.023075j 0.0248672-0.0671457j 0.0409972+0.120342j 0.0215816+0.052429j 0.0411744+0.0660582j -0.0350046-0.117695j 0.0303509-0.0813972j 0.0119552-0.100764j 0.0209266-0.0711037j 0.00583615-0.10026j 0.0210569-0.00228563j -0.0108368+0.0552797j 0.101494+0.0190927j 0.0114814-0.0367925j 0.0499409+0.0512185j 0.00126159-0.0195492j 0.083621-0.0537187j 0.0458002+0.0463421j -0.0662259-0.0506512j 0.00977145+0.0467612j 0.0156874-0.0246542j 0.072363-0.0386504j 0.00102692+0.00993801j -0.0472224+0.043742j 0.0181247+0.0237149j -0.032961+3.05311e-16j 0.0220984-0.0306044j -0.115589-0.0105889j 0.00758988-0.0338633j 0.0331729-0.0291527j -0.00803107-0.00547557j -0.0533875+0.00457457j 0.0273353+0.0366687j -0.0390001+0.0303348j -0.0148338-0.0187963j -0.0162423-0.000798797j 0.0399929+0.0614725j -0.0589755-0.0457138j 0.00209335-0.0315763j 0.00413825+0.058123j 0.0213365-0.00481035j -0.0150666+0.0160538j 
-0.016005-0.0422501j -0.0118241+0.0175072j -0.100473-0.0743637j 0.0602828-0.0297539j -0.111432-0.0434146j 0.0566329-0.241018j 0.0202667+0.017754j 0.0216075+0.002513j 0.0640807+0.00499899j -0.144682-0.0806223j -0.0281179+0.0703882j 0.0899238-0.00387076j -0.0394721+0.0120282j -0.00317856+0.0248837j -0.0612577-0.0118626j -0.0265117-0.00696598j -0.0404721+0.016518j 0.117785-0.0554953j -0.0429139-0.0860925j 0.00109836+0.0402633j -0.0132342+0.0106546j 0.0660465-0.0311056j 0.0274369+0.0247105j -0.0571951+0.0283935j -0.0259354-0.0661236j 0.0393115+0.105036j 0.040512-0.00766046j 0.0427155-0.0801103j -0.0205604-0.0982917j -0.0904442+0.0181421j 0.114357-0.0238954j -0.0472216+0.076209j -0.076274+0.0140506j 0.0750486+0.0338729j -0.0542832-0.0441922j -0.00643672+0.00665108j -0.0180492-0.00858038j -0.0721829-0.0624116j 0.105318+0.0656021j 0.0335393-0.00595674j 0.0264854+0.0808486j 0.0111815+0.00360464j -0.0465832+0.0706025j -0.0253195-0.0491512j -0.139266-0.0769804j 0.0157016+0.0666184j 0.0141246+0.0445864j -0.0519008+0.0409486j 0.0310634+0.00439007j -0.142203+0.0476473j 0.0534674-0.0275754j 0.0231106-0.0692064j 0.0603496+0.00222036j -0.0642932+0.113622j -0.0176057-0.0389533j 0.0414923-0.00965926j -0.0657276+0.0309572j 0.0658082-0.0447398j 0.0575326+0.0784583j -0.0394093-0.0803993j 0.0289706+0.0238928j 0.00494346-0.132954j 0.093882-0.0428221j -0.0460986-0.0564783j -0.00574806+0.00575905j 0.0275067+0.0161359j -0.0516026+0.0320549j 0.0586536-0.0521633j -0.068488+0.0731494j -0.00955395-0.0464214j -0.0437568-0.010189j -0.0382579-0.0188345j 0.0323361+0.0250824j 0.0167977+0.012143j 0.0442362-0.0961567j 0.0157228-0.0259085j 0.0276961+0.0502741j -0.0275176+0.0283332j -0.0146756-0.038691j -0.0477308+0.025174j 0.0220984+0.0306044j -0.118823+2.91434e-16j -0.0637868+0.00990695j -0.0645584+0.0101106j 0.0729286-0.0124138j 0.0467219+0.039029j -0.048345-0.00901058j -0.0140343-0.028115j 0.00778502-0.0345717j -0.0329109+0.0226783j -0.0107739+0.0158044j 0.0389988-0.0299758j 0.0404348+0.0161853j 0.0107768+0.0367657j 0.0181225-0.0546978j -0.0285522+0.0440722j -0.00756408+3.27418e-07j 
0.0335458-0.00500779j -0.00649943+0.0487591j -0.0759279-0.0496434j 0.0622688-0.0366491j 0.136247-0.0682213j 0.074321+0.103509j 0.0213536-0.0615302j 0.120624-0.0406122j 0.0451823-0.0672098j -0.0938669-0.00919996j -0.112577-0.0390681j -0.0931367+0.141043j 0.0116268+0.0747969j 0.0205525-0.0209315j -0.00860424+0.0566057j -0.073581-0.0640575j 0.0219171+0.0257882j -0.102612+0.0503898j -0.0750899+0.0400951j 0.0635886+0.0230423j -0.00518522-0.0272183j -0.00637041+0.100179j 0.00106673+0.127602j -0.0591082-0.00563405j -0.0312211+0.00302557j -0.0327682+0.084587j -0.00946636+0.0259806j -0.0512148-0.0446108j 0.0294726+0.000332817j -0.00268525+0.0110199j -0.083611+0.0267184j 0.0604295+0.068785j -0.0256073-0.0393182j -0.0252791-0.0329037j -0.0643953+0.0141296j -0.00979599-0.0329934j -0.06554+0.0551099j 0.0248204-0.0700785j 0.0616013+0.0815143j 0.0264697+0.0286338j 0.00129905+0.0154059j -0.0124041-0.0324813j 0.0203519+0.00391763j -0.0599419-0.0267525j 0.0627036-0.0467025j 0.00914017+0.0793153j 0.158869+0.0233019j 0.0735039+0.0267124j -0.0352968+0.116677j 0.0439246+0.0759453j 0.0239119+0.0425447j -0.0768598-0.0103514j 0.0613894-0.0573005j -0.0298838+0.00233073j -0.0260574+0.0306723j -0.00558797+0.0518269j -0.0059497-0.0244087j 0.0292915-0.0326936j 0.0279644-0.0314358j 0.0360768+0.0321009j 0.0529299+0.0580399j -0.0885871+0.0813612j -0.104133-0.0730328j 0.0362136-0.0916685j 0.0679852+0.0378129j 0.0254332-0.0288616j 0.0181236-0.0340732j 0.0157796+0.0065606j 0.0773376+0.0517308j 0.0785585-0.0453512j 0.0339529-0.0265502j -0.0326626-0.0182365j 0.0597741+0.0736927j -0.0297483-0.0643444j -0.00909655+0.00116235j 0.0520268-0.0505445j 0.0136796-0.0273736j 0.0899601-0.050429j 0.00444161+0.0134692j 0.120252-0.0787018j -0.115589+0.0105889j -0.0637868-0.00990695j 0.0215578-8.88178e-16j 0.00785877+0.00594035j 0.0505967+0.0197782j -0.0265926-0.0186584j 0.00166948-0.00190489j -0.00716802-0.00178408j -0.000813894-0.0219395j 0.0194998-0.00535359j -0.0205509+0.0137651j -0.021103-0.0143254j 0.0106689+0.0185399j 0.0217527-0.036004j 0.0399458+0.0673233j 0.0328344-0.00284742j -0.0342877+0.0245843j 
-0.00228345-0.0155834j -0.11873-0.00859877j -0.201291-0.0014327j -0.10984-0.261446j -0.0616254-0.126786j 0.116483+0.0116846j 0.122043+0.0282231j -0.0316772-0.0302012j 0.0388467+0.0103369j -0.0254843+0.0239997j 0.00529498+0.059455j -0.0169448-0.0242329j 0.0421858+0.0776534j -0.0674741+0.111784j -0.026754-0.0328162j -0.0452896+0.00401338j 0.0605432+0.000219507j 0.0365743+0.054788j 0.0163495-0.043616j 0.0374566+0.0229546j -0.0214397+0.054019j -0.0437552-0.0697973j 0.0192528-0.00606267j 0.0181889+0.0217945j 0.0492149+0.096609j -0.0432138-0.0758991j -0.0393008+0.00673235j -0.0189978+0.00876442j 0.0264201+0.00846757j 0.0239865+0.0529689j -0.0709958-0.00863062j -0.0871239-0.0278473j -0.021932+0.0373335j -0.00864334+0.0173038j -0.000970136+0.0200396j 0.0698546-0.0501542j 0.057126+0.00949201j 0.0397024+0.032069j -0.00979591-0.0779347j 0.0978733+0.0223549j -0.0196924+0.037834j 0.00504441+0.0693258j 0.074097+0.051421j 0.0613497+0.0942665j 0.00288445-0.0414405j -0.0668156-0.0587197j 0.0455879+0.0563009j -0.00262362-0.0393022j -0.00595069-0.00556573j 0.0733983-0.0115501j -0.0324827+0.00390632j 0.0354731+0.0138776j -0.023968-0.00284079j -0.0781594-0.00442799j 0.0605858+0.03962j -0.0398637-0.0299429j 0.0165867+0.00813703j -0.0396052-0.0166119j -0.0609607-0.0456052j 0.0494451-0.025151j 0.0404201+0.0331744j -0.059108-0.0606538j 0.0244943-0.0145225j 0.0174028+0.0452615j 0.0149707-0.0310588j -0.0324579-0.0633338j 0.00129041+0.108898j -0.0294439+0.0100471j 0.0106809-0.0732412j 0.02577+0.0162287j -0.00118925-0.00794793j -0.0645515+0.00913922j 0.031098+0.0336212j -0.0173117-0.0165575j 0.0173851+0.0118374j 0.031574-0.0585271j 0.0176977-0.0423389j 0.0687477-0.00452783j -0.0138641-0.0323714j 0.0134925-0.00490431j 0.00758988+0.0338633j -0.0645584-0.0101106j 0.00785877-0.00594035j -0.038455+3.19189e-16j -0.0580014+0.0304594j -0.027846+0.0200435j 0.0143352-0.0361995j -0.0395229-0.0372353j 0.0297349-0.0166818j 0.0775223+0.0632373j 0.0124609-0.0252424j 0.0137835+0.0295487j 0.0185727-0.0715245j -0.00721292+0.0673414j 0.0253986+0.0330795j 0.0122403+0.0459163j 0.00386452-0.00783255j 
-0.0520195-0.0684195j -0.0552948-0.0322844j -0.0656961+0.0488304j 0.00294812+0.0405053j 0.0577485-0.132755j 0.110046+0.0761177j -0.0728827+0.0869858j 0.0035068-0.00475523j 0.138171-0.00456779j 0.104498+0.0534597j 0.0395932-0.0033937j 0.0338408-0.0680905j 0.00490598+0.00948322j -0.00708638-0.0209825j -0.00938485-0.0104281j -0.0632894-0.0568974j 0.00640722-0.00647532j 0.0322471+0.0212714j 0.0607269+0.0389034j -0.0318418+0.0168793j 0.0108218-0.026196j -0.0152622-0.0442611j 0.00328598+0.0215111j 0.113121+0.128007j 0.033654-0.0381159j 0.0108527+0.0486689j -0.0826354+0.0340422j -0.00469322+0.0573261j -0.0575792-0.0620164j 0.0269855+0.00293741j -0.0840866+0.0155597j -0.0585242-0.0361657j -0.00982098-0.0302862j 0.0474202-0.0106851j 0.0454195+0.088782j -0.119835-0.031301j 0.020453+0.0934893j -0.00832155-0.0518404j -0.0410732-0.0282987j 0.0178793+0.00225814j 0.028675+0.0733853j -0.0340282+0.0338852j 0.0822911+0.108091j 0.0357052-0.054263j 0.00785662-0.0242637j 0.0770606+0.0393008j -0.0573907-0.14034j 0.0605138+0.00459906j 0.0242889-0.112457j -0.0105687-0.0205646j 0.00108413-0.126623j -0.103778-0.00213354j -0.0801883+0.0204133j -0.0612781+0.0550817j -0.0255648-0.0148643j 0.0975589+0.0519259j -0.0343336+0.0449449j 0.0695429+0.00981599j -0.0590332-0.00599203j -0.0863098-0.036038j 0.00633173-0.0249935j 0.00764683+0.110835j -0.00782604-0.0651679j -0.0213242-0.0232915j 0.0486644-0.059809j 0.00483063+0.0570961j 0.0598455-0.00185812j -0.000532469+0.021118j -0.0422055-0.00395076j -0.0115964+0.0127673j 0.0758107-0.0448398j -0.0199582+0.00506188j -0.00443753-0.0580491j 0.0951964-0.0290598j -0.008658+0.00921521j -0.0235664+0.0505944j -0.0691437+0.0296438j 0.00705515+0.0182468j -0.0292867-0.0279056j 0.0328756+0.0462576j 0.0331729+0.0291527j 0.0729286+0.0124138j 0.0505967-0.0197782j -0.0580014-0.0304594j -0.0372869-0j -0.0587624+0.013356j 0.0168127-0.00799506j -0.0451847-0.0628083j 0.0850125+0.0562882j 0.0090276+0.0420902j -0.00558346+0.0317928j 0.0408701+0.0564441j -0.00051269-0.0779191j 0.0265328+0.0538882j -0.0294461-0.0265699j -0.0543747+0.0838693j -0.0071818-0.0157491j 
