-0.119546-2.35922e-15j -0.133863-0.00108614j 0.0408906-0.0446144j 0.0896207-0.112383j 0.0160106+0.0666163j -0.0405219+0.0246455j -0.0185565+0.0988185j -0.0175645-0.0408313j 0.00105107+0.0737835j 0.0146436-0.00527768j -0.0376167-0.035754j 0.00676205+0.0423851j -0.0215549+0.00673517j -0.0108396+0.00352944j -0.0408753+0.0220068j -0.00579441-0.0416957j 0.0175587+0.0273272j -0.013837+0.012684j -0.00870605+0.0520388j 0.00242702-0.000685042j 0.00708174+0.0224473j 0.0048226+0.0491679j 0.019653+0.0104485j -0.0141315+0.0295783j 0.00608602-0.0137543j 0.0247912-0.00533627j -0.0183915+0.047894j 0.0138703-0.0195139j -0.00697349-0.0176795j -0.012756-0.00505835j 0.0309892-0.00963515j 0.00185148+0.00327579j 0.00110942-0.00517676j -0.0188119+0.00987994j -0.000425054-0.0453599j 0.015538-0.0124578j 0.0102557-0.0190195j 0.0136222-0.0227028j -0.0159666-0.0251492j 0.0270805-0.000795251j 0.00407558+0.016207j 0.0115382-0.0160743j -0.0174991+0.0173568j -0.0105157-0.00224718j -0.00921908+0.000557562j -0.0386359-0.0381681j -0.0152472-0.0443286j 0.013149-0.017762j -0.0263806-0.0295744j -0.0244067+0.0163638j 0.0283811+0.0251196j 0.0169462-0.00938489j 0.0421814+0.0190675j 0.00107058-0.00566096j -0.0396732+0.0110123j 0.00900385-0.0690247j 0.0174287-0.00544662j -0.0321225-0.0179405j -0.0224906-0.0208432j -0.0281172-0.0272225j -0.00107406-0.0139482j -0.0493099+0.00240315j 0.000731932-0.0303365j 0.0419783+0.0785231j -0.137274-0.180492j -0.172492+0.252907j -0.310564+0.0877358j -0.0798842-0.119885j 0.0739892+0.1962j 0.0365312-0.0115413j 0.00214441-0.00450976j -0.213395+0.0901665j 
0.0247912+0.00533627j -0.0263272+0.000390173j -0.00478543-0.0105629j 0.00244419+0.0251176j 0.0136368+0.000927659j -0.0113981-0.0314246j -0.035519-0.0413142j 0.0229146+0.0276578j 0.0176761-0.00326903j 0.0134123-0.0172934j 0.0252335+0.00614778j -0.0340574+0.0300782j 0.0142517-0.0983119j 0.038846-0.0482584j -0.0720346-0.0970065j 0.0446302+0.0460113j 0.0980404-0.00355856j -0.0931305-0.0308365j -0.0214537-0.0286803j -0.0889508-0.227194j -0.0288677+0.0385848j -0.0622397-0.0372446j 0.0226785-0.0921382j 0.123764-0.0648156j 0.0319346+0.00187563j -0.148302+6.28386e-14j -0.0184659+0.088149j -0.070261-0.0326489j 0.0353096+0.0798732j 0.0651431-0.0423128j 0.0592276-0.0577485j -0.0220162-0.093595j 0.0330549+0.136767j 0.0785648+0.0452365j 0.0269567+0.0534699j -0.0925073+0.0611388j -0.110654+0.059221j -0.0483815-0.0500614j -0.03197+0.0696057j 0.049104+0.0549323j 0.0832762+0.00457499j 0.0589931+0.010655j 0.128569+0.0274253j 0.0903688+0.0310304j -0.0716876+0.10496j -0.0271175+0.0450037j 0.0215292+0.0119648j -0.00295968-0.0711424j 0.00427634+0.00507955j -0.0579055-0.00690803j 0.0502158-0.0233622j 0.0229947+0.0348788j 0.0114563-0.0343907j -0.0788003-0.010109j -0.00927686+0.07215j -0.0569018+0.00815914j -0.10796-0.0189664j -0.0487521+0.0429384j 0.0662072-0.0426331j -0.0222538-0.0997034j -0.0513324-0.00990441j -0.00975854+0.0182616j 0.0446842+0.0168439j 0.0251938+0.0667756j 0.0890329+0.0223959j -0.0129645-0.00359718j -0.000998389-0.00676087j -0.000360004+0.00519989j -0.0238319-0.0675032j -0.0328644+0.0272392j -0.00614878+0.0297445j -0.0356724+0.02385j 
-0.0183915-0.047894j -0.016389-0.00345876j 0.03668-0.0203579j 0.0115829+0.005495j 0.00617546+0.00833493j -0.00208925-0.0636305j 0.027278-0.0148361j 0.0769104-0.0247976j -0.110585+0.0672466j -0.0991161+0.00221769j -0.0381196+0.013679j -0.0397813+0.051568j 0.116611-0.0491497j 0.0443739-0.00482274j -0.0393442-0.0190938j 0.0599286+0.104581j -0.0880909-0.0514353j 0.000725557-0.0279986j 0.16879-0.0627685j 0.0644238-0.0290008j 0.0681439+0.111694j 0.0286935-0.00063985j 0.0311276+0.0779256j 0.121632+0.0811087j -0.15454+0.0591031j -0.0184659-0.088149j 0.10052+1.09635e-15j 0.00612633+0.0128146j -0.028365+0.0543898j 0.07382+0.0039339j 0.0591218-0.0190928j 0.0103287+0.037996j -0.0550349+0.111177j -0.0223773-0.0263777j -0.0820435+0.095898j 0.00758992-0.0518969j -0.000295525+0.0352895j 0.112038+0.00871531j -0.115292-0.0258091j -0.00859341-0.0144709j -0.0175458+0.0121114j -0.00505713+0.0129294j -0.130989+0.125077j -0.0442792+0.0311655j -0.0712043-0.023465j -0.0381558-0.11895j -0.0428031+0.0654154j -0.00346259-0.0239002j 0.0815765-0.0112472j -0.0437122-0.0628312j -0.042831-0.120332j -0.0278241+0.0580427j 0.0330232+0.0123954j 0.114511+0.0474989j -0.0496204-0.00228283j 0.00176991-0.0386493j -0.0400126-0.0315852j -0.00959584-0.0664007j -0.041036+0.00167735j -0.0300133-0.00435667j 0.017267-0.00274019j -0.0102329+0.0752995j -0.067502+0.0043076j -0.00100897-0.0587628j -0.0531263+0.00523933j -0.00599435-0.032026j 0.0756587-0.0105819j 0.0342732-0.0644705j 0.0576817+0.0670057j 0.017159-0.0406499j 0.00577959+0.0253475j -0.00236508+0.000944262j 
0.0138703+0.0195139j -0.0282069+0.011487j -0.0153585+0.0274941j -0.00410838+0.021086j -0.0199091-0.0367019j 0.099299+0.0240576j 0.0142168+0.0375139j 0.0121577-0.0129045j -0.0303835-0.0137368j -0.0451187-0.00381396j 0.0127287-0.0110257j -0.0204785+0.0226105j -0.00781105+0.0116491j -0.165968+0.0450854j 0.0225547+0.0616716j 0.0229417-0.00822954j 0.0812166-0.0367241j 0.0785552+0.00960096j 0.117563+0.129619j 0.148475+0.0778997j 0.136234+0.00135623j -0.0417192+0.0653335j 0.0979477-0.0108182j -0.0998927+0.00720428j 0.0789269+0.0753626j -0.070261+0.0326489j 0.00612633-0.0128146j 0.270047-2.47025e-15j 0.0772182-0.052954j -0.0531949-0.0538707j -0.106271+0.106282j 0.0360461-0.13267j 0.00438312+0.0659958j 0.00069072-0.202219j 0.0509678+0.095086j -0.0201101-0.112883j 0.108876-0.164827j 0.0960235-0.0416305j -0.0514437+0.0506691j 0.0778734-0.0650845j 0.0224775-0.0302532j 0.00126866+0.016971j -0.00353383-0.025727j -0.134185+0.0384375j -0.0420148+0.0545763j 0.0642818+0.0235749j -0.0697154-0.0837822j -0.0125438-0.0786806j 0.0413218-0.0128396j -0.000324706-0.0193048j 0.0147037-0.0937621j 0.0257895-0.00669918j 0.00239084-0.0438714j 0.00428624+0.0107351j -0.0262329-0.000506966j -0.0266563+0.118582j -0.149333-0.0836922j -0.0534165+0.0323811j -0.0582271-0.0337919j 0.0159402-0.0808598j -0.123061-0.0942169j 0.0332692+0.0552761j -0.0385789-0.0031553j -0.00822035+0.103335j 0.104895+0.0627058j -0.030667+0.0515428j 0.000232932+0.0186861j 0.0764638-0.0114201j -0.0275241-0.0027228j -0.010859+0.0621958j -0.0218616-0.0231292j -0.00034587+0.0406007j 
-0.00697349+0.0176795j -0.0306802+0.0147925j -0.028765+0.0532779j -0.0045716+0.0519486j 0.00965947-0.00472746j 0.0127499+0.0313558j -0.0512843-0.00966653j -0.0272491-0.0267737j -0.0701041+0.00463464j -0.0436086+0.0482149j 0.0955384+0.0197769j 0.0388479-0.0603826j -0.0185946+0.0647802j -0.0350073+0.0755433j 0.0217302-0.0184135j -0.178211+0.124918j -0.0443475+0.136181j 0.0842874+0.0773137j -0.0371681-0.122939j -0.0588117-0.0722977j 0.0165252-0.0113983j 0.0436114+0.087309j 0.141826+0.0926986j 0.100656-0.061501j -0.0280669+0.0552283j 0.0353096-0.0798732j -0.028365-0.0543898j 0.0772182+0.052954j -0.10043-3.68828e-14j 0.0857189+0.109559j 0.04986-0.0691108j -0.0904978+0.147212j 0.0401814+0.0402991j 0.0712045+0.0198918j -0.0233547-0.0398257j 0.027642-0.0293042j 0.0215378-0.0505142j -0.00666398-0.192525j -0.0679616-0.0300045j 0.0659624+0.0506679j 0.0354982-0.061856j -0.00874714-0.0427619j 0.0936327+0.0854841j -0.0873064+0.0596168j 0.0270147+0.00201637j 0.0355406+0.0702631j -0.00645705-0.0467853j 0.0304387-0.0083879j 0.0218411+0.0740966j 0.0813182-0.0464229j 0.0878501-0.00751493j -0.0891172-0.0484235j 0.0703623+0.00115808j -0.0628376+0.00755974j 0.0798213-0.00843702j -0.00674989-0.0419074j 0.0478998+0.0499302j 0.0440822-0.102094j 0.0309301-0.0745759j 0.0149979+0.0731325j -0.0424346+0.134787j 0.073193+0.0156467j 0.0486404+0.0199091j -0.0364333-0.0118512j -0.0303577+0.00822276j 0.0227872+0.013412j 0.020065+0.0400742j -0.02581-0.0700083j -0.112308-0.091689j -0.0510557+0.0256583j -0.00223553-0.00121655j -0.0300814+0.00411788j 
-0.012756+0.00505835j -0.00888724+0.0125864j -0.0337779+0.0212331j -0.0419501+0.00161542j 0.0333308-0.0294271j 0.016874-0.0585304j 0.0325079-0.0381851j 0.0543145+0.00740829j -0.100509-0.0501138j -0.0130647+0.0853887j -0.0936508+0.132595j 0.0131107+0.0484894j 0.0760362+0.0957537j 0.0425942-0.00642186j -0.163483+0.0844012j -0.0503298+0.0848755j 0.0896066+0.109082j 0.119233-0.104612j 0.029934+0.143882j 0.00510577+0.0146218j 0.0157054+0.202177j -0.191787+0.131029j -0.0241923-0.0107027j -0.0160397-0.0280796j 0.00831786-0.096296j 0.0651431+0.0423128j 0.07382-0.0039339j -0.0531949+0.0538707j 0.0857189-0.109559j 0.00911611-1.68268e-16j 0.0182608+0.155672j -0.0698778-0.00750901j -0.0701377-0.000439309j -0.0480613+0.0715186j -0.00699227-0.0269656j 0.0163782+0.038328j -0.151286-0.0251924j -0.0179288-0.158809j -0.0544904-0.0966071j -0.00846151-0.0242049j 0.0332435-0.173547j -0.026133-0.0259281j -0.0690657-0.0823048j -0.0444268+0.00564815j 0.0284705+0.0432066j 0.0110396+0.0909458j -0.0427996-0.0406385j 0.0460741-0.122922j 0.0663187+0.0533199j 0.0258938-0.0851779j -0.00777257-0.0655325j -0.0020114+0.0442805j -0.0393748+0.0926486j 0.0220151+0.0692439j -0.0296432+0.015151j -0.0105432-0.0422049j 0.0360576-0.0535538j -0.0346574-0.02264j 0.032987-0.0341921j -0.0123325-0.0995516j -0.0524401+0.0382842j 0.072378+0.0596446j -0.00618522+0.0619825j 0.0299386-0.0340689j -0.0123884-0.031656j 0.0272154+0.0279485j 0.0956121+0.00365399j 0.0336898-0.0669343j -0.0345248-0.0291674j -0.033717+0.0345904j -0.0152871+0.0260148j -0.0230684+0.00311488j 
0.0309892+0.00963515j 0.0203223+0.000564446j -0.0258146-0.0453303j 0.00506051-0.00415394j -0.0628282+0.0188037j -0.00749497-0.0820638j -0.0281737+0.0870382j -0.00284404-0.0131957j 0.0280205-0.0317903j -0.0346097-0.0120172j 0.0501557-0.136574j -0.0302504-0.000361889j -0.0669242+0.0528049j 0.0307915-0.0263097j 0.125459+0.000334089j 0.0502112-0.0438249j 0.0513784+0.0065751j -0.0173487+0.00524091j 0.00581528-0.106449j 0.0794344-0.0409082j 0.00150299+0.00184795j -0.109179-0.00139285j -0.117973-0.0910971j 0.0261018+0.0189442j 0.1044-0.148933j 0.0592276+0.0577485j 0.0591218+0.0190928j -0.106271-0.106282j 0.04986+0.0691108j 0.0182608-0.155672j -0.0812032-6.07153e-16j -0.139916-0.093604j 0.0745277+0.0182747j 0.0329091-0.154144j 0.025783-0.020088j 0.0618846+0.094667j -0.0548323+0.0256096j 0.0218424+0.0151462j 0.0235898-0.067554j -0.0404009-0.0628321j -0.00993114-0.0879735j -0.0282506+0.019767j -0.102418+0.00206872j -0.129954-0.0652425j -0.0519776+0.0303311j 0.0465023-0.0872309j -0.0756375-0.0188317j 0.0697345+0.0574428j 0.136863+0.117708j 0.00349677-0.0963117j -0.0155326-0.0462734j 0.0137651-0.0175198j 0.0214129+0.00941059j 0.0361726+0.0415888j -0.029402-0.0135348j 0.063882+0.0535672j 0.0480095+0.062337j -0.0210674-0.027487j -0.0910725-0.0307376j -0.0237198+0.104844j -0.0653414+0.00630405j -0.00536495-0.0808771j 0.0264893-0.0132743j -0.0459703-0.018197j -0.0738073+0.0736386j 0.0107911+0.0234263j 0.0196874-0.0247772j 0.00381789+0.00249306j -0.0148137+0.0737971j 0.1007+0.0234762j -0.0149401-0.000166177j 0.0504264-0.0302072j 
0.00185148-0.00327579j -0.019149-0.0138759j 0.0305887+0.0279393j 0.0200346+0.0352862j -0.0320348+0.00373554j 0.0419598+0.0059905j -0.0689069-0.0150337j 0.0462518-0.0374081j 0.0299605-0.0940545j -0.0184942-0.0346583j 0.0160547+0.0463413j -0.036174-0.0585029j -0.0281794+0.0557908j -0.0144969-0.0605674j 0.159675-0.00703785j 0.0160186-0.0122446j 0.0995079-0.15103j -0.0614503-0.0917532j 0.20715+0.029122j 0.0148566+0.0691659j 0.0679414+0.0431705j 0.0527458+0.0455061j -0.0446325-0.124834j -0.037849+0.00829843j 0.0623656+0.0822375j -0.0220162+0.093595j 0.0103287-0.037996j 0.0360461+0.13267j -0.0904978-0.147212j -0.0698778+0.00750901j -0.139916+0.093604j 0.0735192+5.55458e-15j 0.0104153-0.0113831j 0.0508771+0.0494808j 0.0423137+0.0401578j -0.0338756+0.0256424j 0.0147487-0.0453117j 0.117261-0.011904j -0.0754673+0.101843j -0.00907806+0.101967j 0.0180087-0.0495597j -0.0286498+0.115661j 0.0553512+0.0294401j -0.0691866-0.0140553j -0.00594009+0.0441341j 0.0263724-0.00302883j 0.0428248+0.0175623j 0.0745759-0.0454015j 0.0170973+0.0428392j 0.0432812-0.00298664j 0.0223256+0.0144841j -0.0588681-0.0195834j 0.103485-0.0150076j -0.0420255+0.061188j 0.070474+0.0716333j -0.0244703+0.0149867j 0.0426926+0.0534623j -0.0745783-0.0721262j -0.033701-0.0768871j -0.00687993+0.129024j 0.0370998+0.0978438j 0.0896538-0.0375803j 0.0600326+0.0284401j -0.0538966-0.00691991j -0.076365-0.0081255j 0.0176333-0.00890891j 0.0121138-0.0645155j -0.0960995-0.0771508j -0.0420411-0.0362517j 0.00591572-0.00465001j 0.0180334+0.0144197j -0.0405252+0.0142137j 
0.00110942+0.00517676j -0.0222442+0.00905495j -0.00224307+0.0410026j 0.00701199-0.00328781j 0.0144201+0.0326549j -0.00647143-0.0214429j 0.0276023-0.00746608j -0.0777791+0.0568763j 0.0368142+0.0289348j 0.102014-0.0422099j 0.0174005-0.0449142j 0.061108+0.0218529j 0.0627978-0.00528073j 0.0228803+0.0847854j -0.0135489+0.0258142j -0.125743-0.0145741j 0.000513568+0.02155j 0.0614353+0.139434j -0.139238+0.101849j -0.00531556-0.0645928j 0.00294357-0.176659j 0.0643494+0.000387008j 0.0246175-0.0536541j -0.179146-0.0127652j -0.0897366-0.0101254j 0.0330549-0.136767j -0.0550349-0.111177j 0.00438312-0.0659958j 0.0401814-0.0402991j -0.0701377+0.000439309j 0.0745277-0.0182747j 0.0104153+0.0113831j -0.0745437-2.95597e-15j -0.068941-0.131824j 0.066675+0.0340872j -0.0661398-0.110648j -0.0252227-0.0424099j -0.0162734+0.0636374j -0.0438348+0.00770644j -0.0479648-0.0448191j -0.031589+0.0761328j -0.0264934-0.0239797j 0.0586819+0.0378757j 0.0131901-0.0229072j 0.150097-0.052895j 0.00809577-0.01091j 0.00986524-0.0398148j 0.0331052+0.0481067j -0.0335231-0.017277j 0.0876847+0.0754237j -0.102573+0.00205718j -0.0634594-0.0390506j 0.102695-0.0513591j -0.0152611+0.0972547j 0.0209926-0.0170184j 0.00648978+0.0155403j 0.0347433+0.0400762j 0.0774711-0.208325j 0.0140599-0.0912755j 0.11901+0.186993j -0.032204+0.130845j 0.0704756+0.0855587j -0.0277777-0.00740174j -0.0794546+0.0335401j 0.0476395+0.0407304j 0.0117932+0.0448127j 0.072726-0.0351154j 0.0316816-0.0510689j 0.0235646+0.00668474j -0.0228248-0.0260394j -0.0149598-0.032822j -0.0123101+0.0155565j 
-0.0188119-0.00987994j 0.00868274-0.0129605j 0.00795184+0.0043186j 0.00490408-0.0553039j -0.0216898+0.0182701j -0.0178276+0.0585351j 0.0392443-0.0116213j -0.0614246+0.0241623j 0.018998-0.0746034j 0.0637849-0.00856252j -0.132953+0.0580726j 0.00292722+0.0549499j -0.0686245-0.00333803j -0.0111987-0.102742j 0.0879419-0.058513j 0.0291693-0.117754j 0.0837255+0.0273647j -0.098987-0.0499408j -0.064227+0.0458793j 0.0857236+0.067762j -0.0513565+0.032306j -0.0883879-0.028658j -0.234221+0.140161j -0.0825382+0.0641977j 0.059602+0.0757412j 0.0785648-0.0452365j -0.0223773+0.0263777j 0.00069072+0.202219j 0.0712045-0.0198918j -0.0480613-0.0715186j 0.0329091+0.154144j 0.0508771-0.0494808j -0.068941+0.131824j -0.0820971-1.11022e-15j 0.0146942+0.0203554j 0.0502446-0.0451679j 0.056186+0.00217423j 0.000103646+0.00922379j -0.0357726+0.0535565j 0.106765+0.00771016j -0.0435712+0.0111323j 0.0144687+0.00282806j -0.0453694+0.0590557j -0.0444454-0.103515j -0.0822154-0.0714622j 0.0318671+0.0933765j -0.037789+0.0114184j -0.00657713-0.0277395j 0.0677512+0.00354927j -0.0187834-0.0192441j 0.0133831-0.0238849j 0.0207778+0.010716j 0.100495-0.0335078j 0.0148906+0.105809j -0.00609678+0.0769059j -0.0540648+0.0536671j 0.0111522-0.0642147j -0.0599596-0.0107786j -0.0153753-0.0786422j -0.0207276+0.00832331j 0.0144562+0.00982759j -0.0142568-0.0215697j -0.0598169-0.1042j -0.0320895+0.0250839j -0.077138+0.0322948j -0.0544176-0.0503605j 0.00432388+0.0632956j -0.0323062-0.0595637j 0.00545083-0.0113849j -0.031778+0.0324123j 0.0234363+0.00682468j -0.0368977+0.00649289j 
-0.000425054+0.0453599j 0.0346584-0.0614048j 0.0241317+0.0152153j -0.00744081-0.0527753j -0.0389357-0.00407157j 0.0382678+0.0339907j 0.0587335-0.014004j -0.0482513-0.0377038j 0.00902839+0.117434j 0.0608492+0.117516j -0.0506373+0.0596234j 0.122783+0.0237867j -0.0513572+0.0739558j 0.00250847+0.0439506j -0.000176396-0.0522774j -0.0823298+0.100194j -0.0369259+0.100679j 0.109605+0.0317655j -0.0576861-0.0179674j -0.0056482+0.119812j 0.0893631-0.0952789j -0.0896357+0.0217366j 0.133756-0.0637873j -0.0187839-0.115082j 0.0653847+0.00299858j 0.0269567-0.0534699j -0.0820435-0.095898j 0.0509678-0.095086j -0.0233547+0.0398257j -0.00699227+0.0269656j 0.025783+0.020088j 0.0423137-0.0401578j 0.066675-0.0340872j 0.0146942-0.0203554j 0.0728028-1.20582e-13j 0.0448142+0.0303381j 0.0298524-0.0196039j 0.0294421-0.0769356j -0.00602559+0.0241663j 0.00984495-0.0988486j 0.0303443-0.0779624j 0.0241378+0.0174769j 0.112384-0.00755256j -0.00566465-0.100929j -0.0164994-0.0288199j -0.0732595+0.00873122j 0.0452545-0.0172606j -0.00822756+0.0495078j 0.00860156+0.0217299j 0.0500942-0.0225422j -0.0804059+0.0227002j 0.123116+0.08293j -0.0328235+0.020594j 0.0235057+0.00756485j -0.0903703+0.0701121j -0.164241+0.0720179j 0.0291485-0.0494594j -0.162612+0.0942755j -0.0709377-0.049844j -0.0433939-0.0898977j 0.0148632-0.134891j 0.0435891+0.0106063j -0.0541474-0.0601137j -0.0403312-0.0633456j -0.0883095-0.0235696j -0.0526174-0.0233788j -0.0251551+0.0296312j -0.0479581-0.101644j 0.0613007+0.0802141j 0.0273455-0.00738219j -0.0124802+0.00915921j -0.0644509-0.0242921j 
0.015538+0.0124578j 0.0288539-0.0296209j 0.000249441-0.00158786j -0.0142671-0.00608088j 0.0295214-0.0161398j -0.00192646+0.0211957j 0.0591833-0.0715628j 0.0717847+0.0179016j 0.0469755+0.0874634j -0.0270244-0.01355j 0.0424807+0.126799j 0.043291-0.0231322j 0.067111-0.0862259j -0.0158957-0.0475353j -0.257403+0.0405049j 0.10693-0.0454715j 0.00930778-0.0423118j -0.00516524+0.0475793j 0.0683538+0.0262362j -0.0579819-0.0175648j -0.0157476-0.00451451j -0.0370134+0.0268753j -0.058534-0.00653879j -0.00185253+0.00660957j -0.0243571+0.0116682j -0.0925073-0.0611388j 0.00758992+0.0518969j -0.0201101+0.112883j 0.027642+0.0293042j 0.0163782-0.038328j 0.0618846-0.094667j -0.0338756-0.0256424j -0.0661398+0.110648j 0.0502446+0.0451679j 0.0448142-0.0303381j -0.0369585-7.22512e-16j -0.0421244+0.0148712j 0.00668197-0.0753458j 0.0837048+0.0271083j -0.0862309+0.0141414j 0.0109114+0.0464268j -0.0242965+0.0452471j 0.0234732-0.00481223j 0.0392317-0.0673697j 0.0148907+0.0333256j -0.0240407-0.0912743j -0.02623-0.0081148j 0.0584989-0.044783j -0.0297474-0.00782818j 0.0793991+0.0290797j -0.0472547+0.049959j 0.118093-0.00495285j 0.0722139-0.016359j 0.0403919+0.0355838j 0.0391051+0.164623j 0.0481976+0.0536469j -0.0792611+0.0936349j -0.0439353-0.143232j -0.0212367-0.124992j -0.0329413+0.064607j -0.12005-0.00653017j -0.0159831+0.0566978j -0.0615819+0.0487192j 0.0577123+0.0320913j 0.0175728-0.0447554j -0.0208601+0.137107j -0.0333801-0.0301352j 0.0623571-0.0625927j 0.020011+0.0580057j 0.0258302+0.013354j 0.00240848+0.0286346j 0.00141639-0.00368943j 
0.0102557+0.0190195j -0.00224348-0.00183754j 0.010286+0.00497901j -0.00439052-0.0070199j 0.00223755+0.0660768j -0.0460762+0.0212004j -0.0947166-0.0410783j -0.0426472-0.0546955j -0.00355599-0.012455j 0.0949536-0.0336393j 0.117407+0.0265678j 0.0665678-0.0752483j -0.0608974+0.0311362j 0.0461851-0.0919127j 0.0295031+0.0246167j -0.127145+0.0248082j 0.132583-0.056962j 0.022187-0.0981977j -0.0401251+0.0991458j -0.123203+0.0224891j -0.0502434+0.00908867j -0.0610895+0.127363j -0.0587068+0.0298551j -0.0223546+0.104269j -0.0756807-0.0867711j -0.110654-0.059221j -0.000295525-0.0352895j 0.108876+0.164827j 0.0215378+0.0505142j -0.151286+0.0251924j -0.0548323-0.0256096j 0.0147487+0.0453117j -0.0252227+0.0424099j 0.056186-0.00217423j 0.0298524+0.0196039j -0.0421244-0.0148712j -0.0579658-3.747e-16j -0.0423015+0.0539471j -0.0315944+0.0266105j -0.0319645+0.00764303j -0.0512972+0.0161136j 0.104212+0.0285119j 0.00310989-0.011504j -0.0183241+0.0311133j 0.00564163-0.0598123j -0.000576574-0.10334j -0.0140112+0.0830335j -0.0345326+0.0966175j -0.0972289+0.0079834j -0.0810478-0.0290474j 0.0181888+0.0100709j -0.025034-0.0523008j -0.179228-0.00359249j -0.0275354-0.051772j -0.0639766-0.192512j -0.111517-0.0146662j 0.00207577-0.0249463j 0.089161+0.128373j 0.0192586+0.146954j 0.0411136-0.114767j -0.0992332-0.0527364j 0.00358746+0.0674833j -0.0156364+0.0103398j 0.0081931-0.0610031j 0.00851212+0.0162713j -0.0204642+0.0368186j 0.0434522+0.0243152j 0.0330832-0.0013344j 0.0551601+0.0745598j 0.032272-0.063805j -0.028437-0.0291027j -0.00788291-0.0187775j 
0.0136222+0.0227028j 0.0116724+0.00548708j -0.0210801-0.0520249j -0.00583338-0.0136513j -0.0336894+0.0333047j 0.0158485+0.0512896j -0.0716891+0.00563553j 0.0628094-0.16729j -0.0789096-0.0865985j -0.0487416+0.11948j -0.0211485+0.0414585j -0.101747-0.0461948j -0.0591376+0.0459582j 0.071175-0.0368543j 0.0334903-0.0360422j -0.0276307+0.013275j 0.0154233+0.155012j -0.0340614-0.269766j 0.0922576+0.00165864j 0.003625-0.0294349j -0.0456977-0.00798838j -0.159995+0.144265j -0.0394839+0.0742876j 0.117765+0.0497431j -0.0184057-0.0975084j -0.0483815+0.0500614j 0.112038-0.00871531j 0.0960235+0.0416305j -0.00666398+0.192525j -0.0179288+0.158809j 0.0218424-0.0151462j 0.117261+0.011904j -0.0162734-0.0636374j 0.000103646-0.00922379j 0.0294421+0.0769356j 0.00668197+0.0753458j -0.0423015-0.0539471j -0.0633941+7.0036e-14j 0.0341037+0.0596026j -0.0278473+0.0241158j 0.0604202-0.00678112j -0.0277657-0.0480462j -0.0534833-0.0802696j 0.0727268+0.0812294j 0.0920261-0.0380061j -0.0577979-0.0830487j 0.0619957-0.0267624j -0.0192507-0.0128108j -0.0238581-0.0628897j 0.0953724+0.0914497j -0.045356+0.0855347j 0.047421+0.0946885j 0.125345+0.00681814j -0.037106-0.0678271j -0.0172995+0.13101j 0.0230513+0.0908332j 0.0427533+0.0197573j 0.00867131-0.137946j -0.0534862-0.0603806j 0.118347+0.189293j 0.0983219-0.0579395j -0.0361952+0.0269389j -0.0546008-0.0315771j -0.0166513+0.0305789j 0.115614+0.0203381j 0.0217377-0.060348j -0.0794568-0.0511798j 0.00510978+0.111267j 0.116667-0.0224745j 0.0232297-0.0265228j -0.0376297+0.0183844j 0.0262979-0.0201782j 
-0.0159666+0.0251492j -0.001244+0.0466227j 0.0103318+0.0447454j -0.026202+0.0470469j -0.0375435+0.000369117j -0.02758-0.0762466j -0.0276256+0.0737234j 0.0681444+0.0184998j 0.0372082+0.15674j 0.161292+0.00261164j -0.0822758+0.0216757j 0.101579+0.0121832j -0.0777232+0.00930119j -0.0177853-0.0501549j 0.0386453-0.0464606j 0.0364128+0.153099j 0.0121886-0.0426834j -0.0130274-0.0361469j 0.05387-0.0529818j -0.0229548+0.10533j -0.0981598-0.0349051j 0.0263062+0.0952159j -0.0447722-0.128089j -0.0698311-0.0400614j -0.122728+0.0259193j -0.03197-0.0696057j -0.115292+0.0258091j -0.0514437-0.0506691j -0.0679616+0.0300045j -0.0544904+0.0966071j 0.0235898+0.067554j -0.0754673-0.101843j -0.0438348-0.00770644j -0.0357726-0.0535565j -0.00602559-0.0241663j 0.0837048-0.0271083j -0.0315944-0.0266105j 0.0341037-0.0596026j -0.0344166-2.38004e-15j 0.0321168+0.0777751j -0.0497754-0.0397849j -0.0431165-0.0437059j -0.0217797+0.0174211j -0.0491858+0.0053234j -0.015471+0.00334276j -0.0267564+0.0940766j -0.014786-0.11894j -0.0239136-0.0466657j 0.0588644-0.0722155j 0.0346455-0.0876233j 0.0180441-0.0958485j 0.0176969+0.00162418j 0.0764297+0.0387641j -0.0622034+0.0811513j 0.0696932-0.0106143j 0.0699593+0.0523327j 0.033902-0.0567608j -0.0122249-0.0309724j 0.0493021-0.0198331j 0.0108775+0.0331941j -0.0249093-0.00708445j -0.0334845-0.0168828j -0.0354694-0.0739727j 0.0291397+0.0618084j 0.0803441+0.081946j 0.0223702+0.000976368j -0.021035+0.100158j 0.00726225+0.052262j -0.0629077-0.0674863j -0.0723388+0.0357973j -0.00823861-0.0165168j 0.0217655+0.00946267j 
