0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
0.00341994-0.00432958j -0.00516983-0.00041152j -0.000693785-0.0011784j -0.00258492+0.00173914j 0.00178724+0.000449708j 0.00594156+0.00096821j 0.00278265-0.002211j 0.000576076+0.00506492j 3.23925e-05-0.000552378j 0.00152795-0.00675136j -0.00731071+0.0113616j 0.00359954-0.00341483j 0.00177297+0.0041792j -0.000313479-0.000975472j -0.00127817-0.00558412j -0.0038922-0.00570198j -0.000521208+0.00483893j 0.00296618+0.0020762j -0.000795452+0.00351496j 0.00247966-0.00148126j 0.000804859+0.0124319j 0.0110965+0.00536351j 0.00393097-0.000223538j 0.0034133+0.00314217j 0.00339505-0.0012705j -0.000820407-0.00437495j -0.00247294+0.00882216j -0.000317014-0.00356621j 0.000599621+0.00349706j -0.00547634-0.0039728j 0.00544795+0.00851839j -0.00357178+0.00547017j -0.000597653-0.00166049j -0.00782007-0.00236441j -0.00200331-0.00482056j 0.00420056+0.00081276j 0.00194559+0.00298092j -0.00404017+0.00117391j -0.00214738-0.00146129j -0.00184264+0.00340833j 0.00114974+0.000769747j 0.00229557-0.000331248j 0.000431488+0.00147966j 0.00524836+0.000692218j -0.00101064+0.000990335j -0.00303368-0.00593258j -0.00188888+0.0064399j 0.00104043+0.000947882j -0.00613983+0.00356945j -0.000721164+0.00499794j 0.000657278-0.000598899j 0.00093384-0.000900844j -0.00129358+0.00226423j -0.000935689-0.00359168j 0.0056334+0.00772564j 0.00224949+0.0102101j -0.00240051-0.00776747j 0.00103027+0.0129784j 0.0115992+0.000367092j -5.14292e-06+0.00453138j -0.00153387-0.00639495j -0.000474889-0.00713592j 0.000674797-0.00206217j 0.0032718-0.00323517j 0.00630339+0.000820124j -0.00451533-0.00425012j 0.00244777-0.00850759j 0.000133692-0.00234336j -0.00390196-0.00857367j -0.0089043+3.43061e-05j 0.00131056+0.00473149j -0.00110672+0.000568326j 
-0.00523242+0.000253783j 0.00126621+0.00250567j -0.00407607+0.00214754j -0.00394049-0.00615057j 0.000576818-0.00144731j 0.000198722+0.00224905j 0.00316213-0.00147747j 0.00131543+0.00606728j -0.00205397+0.00277718j -0.00207093+0.00107023j -0.000102321+0.00149641j 0.00605385+0.00705691j -0.00420906+0.00858015j 0.00323823+0.00598842j 0.0021064+0.00192329j -0.00207585+0.00415477j 0.00566097+0.00209041j -0.000153039+0.00413371j -0.00435358-0.00356421j 0.00448791-0.000686076j -0.0026321-0.00155275j 0.00692218+0.00256675j 0.00060497-0.00155022j 0.00411067+0.00410222j 0.0109544-0.00364556j -0.00179533+0.00157155j -9.55633e-05+0.00294583j 0.0018677+0.00130369j -0.000365487+0.000858804j -0.00035272+0.0009734j 0.00697825+0.00475664j -0.00528734-0.00116219j 0.00173233+0.00135273j -0.00383742-0.00620144j -0.000236824+0.00276211j -0.000412734-0.00256866j 0.00281133+0.00286167j 0.0042569-0.00253413j 0.00082465+0.00206823j -0.00032315-0.00320391j 0.000912632-0.000868957j -0.000595942-0.000197468j -0.0042299-0.00587691j -0.00410086-0.00302609j 0.00129332-0.00181265j -0.00225038+0.000139021j -0.00311079-0.0040495j 0.00183183-0.00207031j 0.00357685-0.00918484j -0.000446748-0.0048985j -0.00424018+0.00851178j -0.000926488+0.00363288j -0.00757911-0.00494096j 0.00116514+0.00766483j -0.00149611-0.00553829j 9.34113e-05-0.00479253j -0.00672915+0.000980128j 0.00142571+0.00150983j -0.00747446-0.00180342j 0.0101672-0.00664718j 0.00396244-0.00064612j -0.00538419+0.00130957j -0.00149459+0.00146873j 0.00160925+0.00530839j -0.00536577-0.000964804j -0.00270327+0.000694066j -0.00241012-0.00074186j 0.00388034-0.00525687j -0.00564189+0.00643009j 0.00800198-0.00265452j -0.00116568-0.00369286j -0.00807427+0.00265964j 
-0.000849588-0.00338145j -0.00153439+0.000259082j 0.00404219-0.00130065j -0.00216245+0.000440793j 0.00281718+0.00125447j 0.00173438+0.00122203j -0.00604469-0.00708353j 0.00327018-0.00347772j 0.00184478-0.0013578j -0.0090527+0.00422769j -0.000747142-0.000126135j 0.00142351+0.00578835j 0.0013079+0.00889774j -0.000830051-0.0010468j 0.00238852-0.000839254j 0.000636862+0.00650041j 0.00316177-0.00671531j 0.000363472+0.00191596j 0.000260575-0.00425523j -0.000501216+0.00212447j -0.000651742+0.00543687j 0.00728295+0.00497452j 0.000844167-0.000965171j 0.00205296+0.00482019j 0.00452916+0.00350001j 0.0100209+0.00134621j -0.00326054+0.00166503j 0.000380182+0.00237713j -0.00286683+0.00268865j -0.00283784-0.00218036j 0.00359558+0.000310918j 0.000506449-0.0014278j -0.00380714-0.00184625j -0.00192891-0.00145178j -0.000938723+0.00125194j -0.00671072+0.00224668j 0.00412675+0.00434833j 0.00561498-0.00682778j 0.00178655+0.00118976j -0.00384808-0.00319576j 0.00126892+0.000724139j -0.00230819+0.00264785j -0.0042108-0.00280317j 0.00313342+0.000264484j -0.00103564+0.000764546j -0.00171184-0.00085489j -0.00249506-0.00435992j 0.00240057-0.00274921j 0.00259285-0.00758147j 0.00191248-0.00139338j -0.000491472+0.00113232j 1.42493e-05-0.000468418j -0.013145+0.000419455j 0.00514394+0.00608618j -0.00230965-0.000348388j -0.00297976-0.00518566j -0.00278315+0.00402814j 0.000416187-0.00513673j 0.00295929-0.000540897j -0.00204877+1.8427e-05j -0.00105449+0.00315062j -0.000850865-0.00489088j -0.000890551+0.00268706j 0.000633456-0.000854204j 0.00415151-0.00142225j -0.00068737+0.00325717j -0.00555234-0.00505639j -0.00632318+0.0014857j 0.00235611-0.00555403j 0.000774675-0.00401479j 0.000774871-0.000420952j -0.0022938-0.00281487j 
0.00281276-0.00329578j -0.00308358-0.000469271j -0.000796679+0.000823719j 0.000552236+0.00282596j -0.00142611+0.00217509j -0.00115668-0.00350055j -0.00199916-0.00268933j 0.00289292-0.00128536j 0.000522954-0.00217082j -0.00325069+0.00924323j 0.000306758-0.00321424j 0.00322393+0.00662304j 0.00167291-0.000790852j 0.000898153-0.00203378j 0.00161377+0.0061821j -0.00208729+0.00029371j 0.0051425+0.00318008j 0.000635399+0.00322127j 0.0023443-0.00917314j -0.00261244-0.000636613j -0.00167229+0.00395422j -0.000383421-0.000267324j 0.00803562+0.000915506j 0.00201576+0.00522699j -0.00230776-0.000887115j -0.00101503-0.00629091j -0.00546873-0.000516568j -0.00180464-0.00281801j -0.00162908+0.00500028j -0.00581146-0.0041185j -0.00425526-0.00681548j 0.00109921-0.00286135j 0.00270347-0.00173303j 0.0035037+0.00288243j 0.00163757-0.00207113j -0.00226278-0.00640269j 0.000372475+0.0012074j -0.00258434-0.00393674j 0.000491113+0.00135896j -0.000515579-0.00229651j 0.0033018+0.00321166j 0.00729988+0.00129361j -0.00314022-0.0060664j -0.00246346-0.00108541j 0.000911533+0.00373123j -0.00447382-0.00181061j -0.00330644-0.00558603j 0.00591632-0.00490819j 0.00690017-0.00312443j -0.00090818-0.00235007j -0.00775029-0.00342852j -0.00329726+0.000980935j -0.00449338-0.00558314j -0.00334004+0.00663521j -0.00194334+0.00168233j 0.00562848-0.00555259j -0.00348527-0.00470896j 0.00204495+0.00176423j 0.00118964-0.00151254j 0.00870028+0.00146139j 0.000244436+0.00353045j -0.00112001+0.00208594j 0.00117282-0.000169327j 0.00421344-0.00518558j 0.000618296-0.00117699j 0.000800473+0.00171685j 0.00621002-0.00310374j 3.35001e-05+0.000846477j 0.00227538-0.00179316j -0.00852451+0.00411216j 0.00180561-0.00041084j 0.00472486-0.00428937j 
0.000824024+0.000757604j 0.00155109-0.00260476j -0.00305858+0.00480094j 0.000409854+0.00366192j -0.00105928-0.000933227j -0.000434442+0.00325289j -0.00140629-0.00166963j 0.000913562+0.00378308j -0.00308578+0.000363151j -0.00129224+0.00903606j -0.00220682-0.00178609j 0.000766217+0.00676899j 3.56737e-06-0.00167677j 0.00391536+0.00379121j -0.0028541-0.00794899j -0.00763198+0.00470155j 0.00212586-0.00611046j -0.00172352+0.00313211j -0.00161672+0.00985355j -0.00225285+0.013367j -0.00216454-0.0123822j 0.0055186+0.00523256j -0.000346783-0.00405806j 0.000179396+0.000482132j 0.00598883-0.00659046j 0.00283401+0.00395824j -0.00394858+0.00422821j -0.00115693+0.000213936j -0.00442689+0.00472833j -0.00258164+0.00109608j -0.00361387-0.00169319j 0.00107665-0.00266626j 0.00344882-0.000482215j 0.00273971+0.000982928j 0.000912658+0.000698746j 0.00407478+0.00120084j -0.00623222-0.00278419j -0.00122953-0.00348644j -0.00340494-0.00217888j 0.000595908+0.00413292j 0.00133246+0.00257201j -0.000254395+0.000673061j 0.00370439+0.00273072j 0.00341054-9.191e-05j -0.0037148+0.000430009j 0.00466923-0.000901061j 3.12198e-05+0.000416396j -0.00160499-0.00206259j -0.0039599-0.00100095j 7.36944e-06+0.000369192j -0.000676063-0.00632017j 0.001712+0.000636002j 0.000499961+0.00248393j -0.00356593-0.00486175j 0.00653259+0.00575718j -0.00123017-0.000401499j -0.00324363-0.00308916j 0.00301549+0.00368167j 0.00913397-0.00262987j -0.00277637-0.0012797j -0.00323568-9.34692e-05j 0.00284724-0.00324171j 0.000616311+0.000846734j 6.6751e-05-0.000495308j 0.00362905-5.5143e-05j -0.00295514-0.00780432j 0.00376158-0.00532268j -0.00127589+0.000831529j 0.00319061+0.000372624j -0.0035094+0.00220159j -0.000939057-0.00216092j 0.00245793-0.00262602j 
0.000861895+0.000778298j 0.0067609-0.00153941j 0.00120325+0.00196818j 0.00319842+0.000995481j 0.00112723-0.00600379j 0.003605+0.000232232j 0.0105283+0.00230803j 0.00204547+0.0082542j 0.000605391+0.00154206j -0.000267879+0.00405847j -0.00832489-0.00124788j 0.00375335+0.00626488j 0.0044414+0.00373429j 0.0011842-0.000112005j -0.00023471-0.00130223j 0.00373088+0.000751963j -0.0150575-0.00349354j -0.00229055-0.00464896j 0.00978635-0.0072083j 0.00179728-0.00554214j 0.00688331+0.000751051j -0.00206337-0.00171145j 0.000362703-0.005557j -0.00811282+0.00292444j -0.00556169+0.00142442j 0.000510949-1.11033e-05j 0.00517041+0.000288988j -0.00459121+0.00249784j -0.00317512-0.000753186j -0.00184898-0.000115947j -0.00347832-0.00759098j 0.00517027+0.000989018j 0.0017643+0.000554302j 0.00205487-0.000785359j -0.00367091+0.00347869j -0.00663307-0.000938582j -0.00532303+0.00527617j 0.00209907-0.00575195j 0.000743827+0.00420976j 0.00062339+0.0025147j -0.0054805-0.00406592j -0.00066578-0.00203037j -0.00619707+0.00482276j 0.00290998+0.0019548j -0.00519184+0.00218691j 0.00168157-0.00287203j -0.00640984+0.00273362j -0.00326665+0.00224538j -0.0110396+0.00170142j -0.00250638+0.0022203j 0.00447904-0.0103j 0.00433751-0.00368245j 2.34839e-05+0.00902413j 0.00404668+0.00200216j 0.000741397-0.00595807j -0.00732477+0.00289198j 0.00440577+0.00527293j 0.00230796-0.0108357j 0.00136978-0.009105j -0.00771598+0.00636968j 0.00153463+0.00410655j 0.00704579+0.00140109j -0.000856461+0.0011007j -0.00249592-0.00380861j 0.000117616+0.00362755j -0.00132989-0.00287557j -0.0012206-0.00192298j -0.000960571-0.0024237j -0.00113576+0.00440799j 0.00199794+0.00297432j 0.000416731-0.00454602j 0.000816368+0.00175816j 
-0.000736624+0.000343129j 0.000621119+0.000109216j 0.000847174+0.00155536j -0.00121006-0.000801287j 0.00221016-0.000976544j -0.0028486-0.000364709j 0.000687004+0.00388227j -0.000755151+0.000644527j -0.00842942-0.00373181j 0.000503354+0.000664774j -0.000299431-0.00640571j 0.00240265+0.00275571j -0.00894414-0.0046589j 0.00471005+0.00376328j 0.0085499+0.00161129j -0.00218781+0.00125746j 0.00622737+0.0082364j 0.00222462-0.00484633j -0.012374+0.0114302j 0.00257075+0.000192816j -0.00396385-0.00486643j -0.00436935-0.00303791j -0.00892719+0.00297955j -0.00270106+0.000785416j -0.00036481-0.00216728j 0.00263604+0.00853278j 0.00286878-0.0106814j -0.000929929+0.00398801j -0.00323012-0.00258528j 0.00317709-0.00235323j 0.00155424+0.000375962j 0.00700766+0.00393232j -9.62163e-05+0.000285374j 0.000141046+0.00112651j -0.00216948-0.000634275j -0.00353499-0.000574574j -0.000564056+0.000238758j -0.000545527+0.000986921j 0.00416875+0.00543146j 0.000744154-0.00236386j -0.00516132-0.00337636j 0.00225099-0.0025219j 0.00154783+0.00133149j -0.00756925-0.00646829j 0.00232909-0.00170072j -0.00786913-0.00117152j -0.00118678+0.00867754j 0.00407992+0.00522568j -0.00478115+0.00269423j -0.000397064+0.000534876j -0.00275628-0.00364121j 0.000219169+0.00221747j 0.00736742-0.00593764j -0.0026723+0.0015638j 0.00211632-0.00405126j 0.00595865+0.00198412j 0.00257233-0.000229862j 0.00521735+0.00427763j -0.00366841-0.000247944j 0.0057295-0.00062907j 0.00228744+0.000769893j 0.00238641+0.00297096j 0.000121721+0.00417377j 0.00626339+0.00207353j -0.000202316+0.00170176j 0.00174095-0.00182253j 0.000989047-0.000516694j -0.000788876-0.00034511j -0.000387785+0.00287116j 0.00151546+0.00252237j -5.02604e-05-0.000835508j -0.000455101+0.0020108j 
-0.000886613+0.000358591j 0.00152042+0.000454163j 0.00258283-0.00199544j -0.00360364-0.00283528j 0.00187315+0.00350044j -0.00091555-0.00202566j -0.0038149-0.00155544j 0.00204262-0.00820772j 0.010162-0.00381329j 0.00138458-0.005321j 0.00023153+0.00187473j -0.0112308-0.0108431j 0.00511665+0.0016155j 0.00275598-0.00140924j -0.0097709-0.00480117j 0.00492068-0.00397925j -0.0165957-0.0012919j 0.00537725+0.00233787j 0.0110416-0.0058139j -0.00395386-0.00701432j -0.00467662+0.000488174j -0.0031421+0.00628682j -0.000300438-0.00413917j -0.00540553-0.000510283j -0.00360092+0.00215918j 0.00410795-0.00128446j -0.00125519-0.000999251j 0.000574465-0.000692199j 0.000554199-0.00444737j 0.00224688+0.00306739j 0.00477867+0.00169333j -0.00102587-0.00625807j -0.00153739-0.000698298j 0.000406093-0.00171264j -0.000670936+0.00290933j -0.00140876+0.00255856j 0.00475198+0.00145715j 0.00121879-0.00117902j -0.0023819-0.00178648j -0.00663912-0.00175319j 0.00245314-0.000816587j -0.0111241-0.00574563j 0.00125211+0.00089018j -0.00105624-0.00250782j 0.000962828+0.0028477j 0.00900847-0.00516668j -0.0015586-0.00225411j -0.00659684-0.00623784j 0.00099662-0.00340968j -0.0014968+0.00263033j 0.00205265-0.00543463j 0.00139492-0.000656677j -0.00052334+0.00335209j -0.000476072-0.00277464j 0.00237448-0.00138881j -0.00525373-0.00507056j -0.00201202+0.00495357j -1.21074e-05+0.0017538j 0.000987941-0.00501107j 0.00176074-0.00575047j 0.00385683-0.00710491j 0.00338612-0.00056558j 0.00288662+0.0042353j -0.00923226-0.00168001j -0.00194902+0.00312962j 9.55304e-05-0.00477612j 0.00134318+0.00459308j 0.00414018-0.000971469j 0.000119296+0.00328864j 0.00549194-0.00130327j -0.00205221-0.00054408j -0.00202468-0.000192041j 
-0.00222998+0.00291814j 0.00372244+0.00382467j 0.00505404-0.00134733j -0.0032772-0.00348577j 0.000993201+0.00483668j -0.000332121+0.00461036j -0.00928572+0.00228699j -0.0020433-0.0118321j 0.00228957-0.000826234j -0.0073899-0.00118778j 0.00307051+0.00301243j 0.00369149-0.00174647j -0.00400499+0.000926016j -0.00675061-0.00413311j 0.00284462+0.00274604j -0.00611664+0.00552887j 0.00439296+0.0020063j -0.00429801+0.00181889j -0.002422+0.00593654j -0.00844248-0.00353136j 0.00613007+0.0130037j 0.000997884-0.00176885j 0.00424215+0.00389991j -0.00297474-0.00380747j 0.00510691-0.00844217j 0.000314449-0.00366303j -0.00460319+0.00165809j -0.00312009-0.00319287j 0.00232162-0.00583415j 0.0026739+0.00265787j -0.00214332+0.00502099j -0.0123307-0.0122916j -0.00934236-0.00434873j 0.00101213-0.00246808j 0.000808749-0.00105177j -0.00189959+0.00249652j 0.00144582+0.00732639j 0.00630292+0.00171544j 0.00442027+0.00660844j 0.00335503+0.00265758j -0.00746222+0.00292062j -0.00141841-0.00644867j -0.000816179+0.00245251j -0.00700117+0.00184432j 0.00642148+0.00214326j -0.00346358+0.00640129j 0.00144333+0.00221592j 0.00195768+0.00730577j -0.00548315-0.001322j 0.00471209+0.00445318j 0.00720045-0.000626177j -0.0104396+0.00446665j -0.000239453+0.00747359j 0.00271905+0.00109305j -0.0057328-0.00753726j 0.00208295+0.00640078j -0.00073143+0.00578726j 0.00826629-0.00352034j 0.00303614-0.00346728j 0.000508038-0.00504159j 2.6703e-05-0.00237989j -0.000593914-0.00249567j 0.00133128+0.00446285j 0.000868857-0.00258957j 0.00230186+0.00706483j 0.00306511-0.0076789j 0.00849017+0.000802929j 0.00996583+0.00176428j -0.00260425-0.00854866j 0.00872679+0.00180887j -0.00881703+0.00430887j -0.00191032+0.00122393j 
-0.000389315+0.000541268j 0.00238259-4.14342e-05j -0.00124744-0.00310846j -0.000109665+0.000791254j -0.000476432-0.00479395j 0.00140759+0.000319388j 0.00218006+0.0016786j -0.000897837+0.00141053j -0.00605825-0.00393137j -0.00650171-0.00928969j -0.00180224+0.00334488j -0.00256498+0.00480209j -0.00275834+0.000257075j -0.00424498-0.00350783j 0.00620699-0.00568215j -0.00294547-0.000440079j 7.35904e-05-0.00928379j -0.000710169-0.00803462j 0.000536522+0.00943771j -0.00433428+0.00169118j 0.00600048+0.00265712j -0.00329489+0.0018934j -0.00424949+0.000211205j -0.00591001-0.000844888j -0.0101406+0.00463226j 0.00210634+0.00580001j -0.00161415-0.00423932j -0.00270273+0.00542618j -0.00195347-0.00250613j -0.000551003+0.00146026j -0.00172429-0.00284662j 0.00265057+0.0016046j 0.00256039+0.00261286j -0.00111455-0.00163954j 0.00184946+0.000972357j -0.00143484-0.000277231j 0.000415846-0.000430593j -0.00110894-0.00205596j 0.00296111+0.00309207j 0.00485058+0.000732713j -0.00729323-0.0014182j 0.00416334-0.00318847j -0.0044265-0.00449259j -0.000703874+0.00594206j 0.00480968+0.00402793j -0.00441287-0.00447513j -0.00289215+0.0046386j 0.00147896+0.00919623j -0.00280288-0.000561602j 0.00539317-0.00590053j 0.00265523+0.00333199j -0.00714505+0.00603223j 0.00371608-0.00417842j 0.00449158+0.00386955j -0.00344935-0.0101028j -0.00190011+0.00396816j -0.000251897-0.00209489j 0.00211502-0.00966235j 0.00183585-0.000268431j -0.00117052+0.0046703j -0.00290941+0.000285147j -0.00168132-0.00291465j 0.00116667+0.000680012j -0.00295875+0.00266118j 0.00243135+6.13292e-05j 0.00270287-0.00240961j -0.000768206+0.00202821j 0.000517035+0.000182267j -0.00313561+0.00341893j 0.00220677+0.000694483j 0.00117401-0.00339106j -0.000391074+0.00196692j 
-0.00237213+6.35115e-05j -0.00116997+0.00202758j -0.000932446-0.00365099j -0.00151072+0.000568714j -0.000300571-0.00177693j 0.00081398-0.00211525j -0.00754397-0.00411194j 0.00381912+0.000114496j 0.000872765-0.000858102j 0.00106422+0.00914019j -0.0013013-0.00117416j 0.00573174+0.00564834j 0.00501924+0.00433293j 0.00137431+0.00053848j 0.00527771+0.00447685j 0.0032601+0.00205282j 0.00777138-0.00387549j 0.00310957+0.00344949j -0.00165206-0.0107477j 0.00386009+0.00034557j -0.00551926+0.00203156j 0.00346203-0.00105664j 0.00300429+0.0001807j 0.00629739+0.00631958j 0.00185669+0.00282648j 0.00199443-0.00281155j -0.00448043+4.87482e-07j 0.00293535+0.00527952j 0.0040151+0.00364127j -0.00467222-0.00125861j 0.0034774-0.00385734j 0.00328335+0.00473355j 0.00347912+0.00302566j -0.00328285+0.000959112j 0.000485036+7.61047e-05j 0.00388706-0.000972463j -0.00222362+0.000558563j -0.00303884-0.00108463j 0.000386979+0.00312274j -0.00268128+0.000515524j -0.00361827-0.00158655j -0.00222694-0.00462255j 0.000725317+0.00613651j -0.00571727-0.000809552j 8.41076e-05-0.00109263j -0.00226791-0.000569063j 0.000619304-0.00565746j -0.00468463-0.00198885j 0.00203007-0.00292771j 0.00615294+0.00115872j 0.000422213-0.000753649j -0.00684922-0.00770219j -0.000241593+0.00390382j 0.00562167+0.00302388j 0.00414979-0.00284352j 0.000190676+0.00164242j 0.00414646+0.0024708j -0.000785054-0.00442399j -0.00274162-0.000515834j -0.000566325+0.00488187j 0.00786583+0.00246039j 0.00647689-0.000696549j 8.0498e-05+0.00133507j 0.00099695-0.00232908j 0.00353665+0.00420018j 0.00678649-0.00492967j 0.00179826+0.00132748j -0.00210981+0.000861193j -0.00369103+0.00353449j -0.00489684+9.19868e-05j 0.00210243-0.00299856j 2.08596e-05+0.00250076j 
-0.000182613+0.00121063j 0.00193848-0.00111559j 0.000965728+0.0013051j -0.00223495-8.3466e-05j -0.00122887-0.00149603j -0.00140817+0.00203124j -0.000888497-3.12396e-05j 0.00202147+0.00121j -0.00119271+0.00135752j -0.0011968+0.0106615j -0.000514508-0.00159936j 0.00517417+0.00394223j -0.00192605-0.00189477j 0.00215996+0.00257853j 0.000447338-0.00268218j -0.00334452+0.00611025j 0.00137975+0.00396665j -0.000305328+0.00283841j -0.00299246+0.00364596j 0.000985379+0.00495391j -0.00309082-0.0043099j 0.00581766-0.0016834j -0.000586123+0.00122289j 0.00181341+0.000829276j 0.00493857-0.00727476j 0.000707208+0.000541961j -0.000502912+0.00296285j -0.00167908-0.000923009j -0.000529225-0.00123604j -0.00388192+8.52804e-05j -0.00235981-0.00179694j -0.00124517-0.00101868j 0.000962667-0.00144018j -0.000401336+0.00230758j 0.00237775-0.00133458j -0.00383082+0.000368603j 0.000836602+0.00393199j 0.004422+0.000316418j 0.00142006+0.000498224j -0.00253126+7.88707e-05j -0.000858821-0.00286276j -0.00171365-0.00297723j 0.00196608+0.000591932j -0.00147309+0.00135716j 0.00399299-0.00256659j -0.00480994-0.00173431j 0.00452957+0.00299698j -0.00114504-0.00165557j -0.000707579-0.00301798j 0.00273015-2.7641e-05j 0.000911886+0.00477961j 0.000584726+0.00292017j -9.39869e-05-0.00587996j -0.0008435-0.00181301j 0.00385436+0.00104393j -0.00276365-0.000104823j -0.00256084+0.00439441j 0.00106586+0.00242358j -0.00164319+0.00693016j -0.00389135-0.0057996j -0.00409133-0.00649067j -0.00169866-0.00566611j -0.00243629-0.00298725j -0.00342596+0.00671856j 0.000659714-0.0024273j 0.00305493+0.000879612j -0.00271494+0.00281217j -0.00153235-1.2539e-05j -0.00145322-0.00234279j 0.00120707-0.00207752j 0.000799583-0.0013698j 0.000678006+0.00171578j 
-2.25292e-05-0.00204255j -0.00182035+0.00283374j 0.000815184-0.00277289j 0.00365306-0.00105806j 0.00157724-0.00140433j 0.00500027-0.00440111j 0.00119903+0.00260109j -0.00318798+0.00268752j -0.00686536-0.000891139j 0.00322675-0.00874742j -0.00628336+0.00299291j -0.00361687-0.00342587j -0.00470072-0.00284223j -0.00620466-0.00493377j 0.00398806-0.00162452j 0.0052172-0.00307603j 0.00197276+0.00236577j 0.000269926-0.0087242j -0.00394593+0.0104185j 0.00230811-0.0024512j 0.00799355+0.00850044j -0.000248972-0.00460613j -0.0106999+0.00477464j -0.00118444+0.0019529j -0.004852+0.00799918j 0.00786185-0.000140608j 0.00567864-0.00692325j 0.00281087+0.00398589j -6.78735e-05+0.00155605j 0.00373171-0.00232227j 0.00218065+0.00114066j 0.00459447+0.00546123j -0.000926832-0.000692276j -0.00129808-0.00329435j -0.00394353-0.00386239j -0.000746786-0.00527651j -0.00473031+0.00113483j 0.0019371+0.00263381j -0.000835951-0.000670629j -0.00233022+0.00275448j 3.14684e-05+0.000802542j 0.000450332+0.0081983j -0.000469763+0.00573756j 0.0039613-0.00157029j -0.00386104-0.000536537j -0.00151013-0.000318533j 0.00250159-0.00623771j -0.00153565-0.0060259j 0.00318906-0.00718533j 0.00699749-0.0015194j 0.000685891+0.00157654j -0.0029461-0.00388644j -0.0130111+0.00515458j 0.00427746-0.000847804j 0.00060807+0.00497003j -0.000219048+0.00149027j -0.002074+0.00295117j -0.00389212-0.00360498j 0.00593713+0.00830801j -0.00298983+0.00282451j -0.00636997+0.000609956j 0.000510891-0.0081164j -0.00358339-0.0056533j 0.00426818-1.90652e-05j 0.00388206-0.00334594j -0.00789366+0.00269198j -0.00258076-0.0102637j -0.00332661-0.000551328j 0.00422142-0.00208664j -0.00261556+0.000107655j 0.000349532+0.00153391j -0.00146917-0.00273631j 
