0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
0.000513514-0.00109488j 0.00297333+0.000259093j 0.0010001-0.000935167j -0.000723791-0.00161172j -0.000869461-0.00198274j 0.00102416-0.00156186j 0.0045467-0.000364739j 0.00176456+0.00382119j 0.00394384+0.00560549j 0.00606972-0.000636548j -0.00228178+0.00412583j 0.00778423-0.00027812j 0.00350518+0.000665135j -0.00407733+0.00146119j 0.00154344+0.00536046j 0.00419888-0.00133715j 0.00642017+0.00198234j -0.00142526+0.00184266j -0.00427056-0.00431558j 0.00258849-0.00174684j 0.0050661+0.00206713j 0.0028351-0.00843559j -0.00169162+0.00404877j 0.00392976+0.000396224j 0.00445405-0.00342552j -0.000763993-0.00461109j 0.00538956+0.00203052j 0.00133294+4.20262e-05j 0.00220336+0.00132773j -0.00191156+0.00103643j -0.00176477-0.000103148j -0.00166528+0.00139846j 0.00142664+0.000574287j -0.00117848+0.00217481j -0.0029937+0.000369206j -0.00927303+0.00116476j 5.03715e-05+0.0107359j 0.00365969-0.00384331j 0.00185988+0.00442455j 0.00581757+0.0020172j -0.00855878-0.00107993j -0.00305941+0.00368367j 0.00244904+0.00531751j -0.00267178-1.75043e-05j -0.00481581-0.00372157j -0.000304009+0.00579506j 0.00487732+0.00438375j 0.00193768-0.00224155j -0.0014972-0.00293785j 0.00220167+0.00474968j -0.00398765-0.00258095j 0.000433204-0.0018274j -0.00243753+0.00217588j -0.00152909+0.00100935j 0.00189781+0.00211429j -0.00323295-0.000804426j 0.00340959+0.00230928j 0.000497657-0.00399412j -0.00162422+0.00356122j -0.00470962-0.00173745j -0.002592+0.00163454j 0.00105248-0.00431846j -0.00288826-0.00225665j -0.000512093+0.00516093j 0.000181018-0.00170396j 0.000165733+0.00145505j -0.00281616-0.000929328j -0.000952723-0.00103063j -0.00147052+0.00069102j -0.00147151-0.000395117j -0.000393854-0.00026108j 0.00106518+0.000381796j 
0.00104563+0.00213768j 0.00190218-0.00440328j 0.00430107+0.00520905j -0.00105069-0.00169343j -0.00215719+0.00120011j 0.00215003-0.000147271j 0.00566392-0.00183851j 0.00286391+0.00405481j 0.00221942+0.00445597j -0.000429783+0.00192138j 4.34218e-05-0.0016194j 0.00170543-0.000953215j -0.00140137+0.000418045j -0.00168412+0.00469026j -0.00308564-0.000204248j 0.00272026+0.00409396j -0.00576013+0.00374987j -0.00300623+0.000139558j -0.00114182+0.00425772j 0.00375237-0.0011745j 0.00322699-0.00663776j 0.000696352-0.0029634j -0.00594475+0.000861016j -0.00163755-0.00101939j 0.00752658-0.00220556j 0.00377975+0.00255617j 0.0095802-0.00120645j -0.00053704-0.000868795j -0.00370453+0.000227263j 0.00500228+9.06586e-05j -0.000363144+0.00496372j 0.000727054+0.00128039j -0.00579014-0.00237924j -0.00107538-0.00173294j 0.00245775-0.00325338j -0.000147389-0.000876205j -0.000305828-0.00374762j -0.00105849+0.00181781j -0.005417-0.00271832j -0.0073987+0.0011088j 0.00704987-0.00354107j -0.00328584-0.00265083j -0.00374238-0.00118873j -0.0016727+0.000205912j 0.00171713+0.00102504j 0.00210266-0.00278114j -0.00344688+0.000958515j -0.00750693-0.000377607j -0.00160543-0.00151647j -0.00598174+0.00344434j 0.0025165+1.62927e-05j 0.00359961-0.000647023j 2.56983e-05-0.00172357j 0.00216614+0.00121315j 0.00294642-0.00119425j -0.00437306-0.0040415j -0.000756341-0.00155455j 0.00111662+0.00381526j -0.00322144+0.00190244j -0.00124946-0.0033848j 0.00373337-0.00423012j 0.00128717-0.000240606j 0.00388361+0.0012887j -0.00305378-0.00241101j -0.0022546+0.00182862j 0.00542955-0.000643543j -2.00554e-05+0.00186838j 0.000161946+0.00163854j -0.00254867-0.00199401j -0.00156909-0.00186277j 0.00108856+0.0013533j 0.00133265-0.0033781j 
-0.000255411-0.00210518j 0.00232738-0.00194058j -0.00132111-0.00237406j 0.00124517-0.00079197j -0.00170845-0.00189882j 0.00299378-0.00090208j -0.00293632-0.00209844j 0.00012336-0.00222591j -0.00169151-0.00127443j -0.00361824+6.78193e-05j 0.000489755+0.00126339j 0.00565206+0.00512638j -5.96066e-05+0.00489022j -0.00432147-0.000650065j 0.00617835+0.00126266j 0.00100657+0.00264472j 0.00503841-0.00810047j -0.00255721+0.000524794j -0.00130027+0.00141153j 0.000871697+0.00136496j 0.00484565+0.00302561j 0.00217103+0.000161623j 0.000287636+0.00102993j 0.00172036+0.00195405j 0.000811586+0.00213335j 0.00288186+0.00117571j -0.00194788+0.0014161j 0.00118626+0.00174683j -0.000332147+0.00192688j 0.000843557+0.000191479j 0.00149699+0.000411131j -0.000890302+6.44002e-06j -0.000452027+0.00287498j -0.000972966-0.00145352j 0.00334323+0.00222523j 0.00478672-0.000614412j -0.00479575-0.00510684j 0.00146208+0.00555167j 0.000924632-0.00463236j -0.00358541-0.00216078j 0.00675693+0.00113682j -0.00105511-0.00770404j 0.00449685-0.00380489j 0.000624276+0.00222917j 0.00396529+0.000164573j 0.00113321-3.33657e-05j 0.00557596-0.00470862j 0.000163104-0.000998999j 0.00279946+0.00661092j 0.000705301+0.000437716j 0.0048301+0.00286018j -0.00314988-0.00357134j 0.00295374-0.0025097j 0.000254553-0.00141811j 0.00363821-0.00363168j 0.00303365+0.00126446j -0.00262413+0.00255411j 0.00175891+0.00236664j 0.00146091+0.000210725j -0.00111972+0.00446174j 0.00275-0.00498534j 0.00178206+0.000996139j 0.00158773-0.000796231j 0.00160291-0.00233657j 0.0037224+0.000118213j -0.000153668-0.00292197j -0.00136956+0.002476j 0.00268731+0.00029561j 0.00135997+0.000230065j -0.000415838-9.36533e-05j 0.000620666-5.61329e-05j 0.000896751+0.000524418j 
-0.00203134-0.00181849j 0.000394171+2.69542e-05j -0.00157036-0.00246912j -0.00144514-0.00165833j -0.00158609-0.00189787j 0.000568314-0.00250518j 0.00022493-0.00082776j 0.000447516-0.000586338j 0.00178085-0.00343845j 0.000625307-0.00247631j -0.00155694+0.00491878j -0.00621332+0.000321761j 0.0016325-0.0014256j -0.00228926-0.00179521j -0.00560354-0.00294845j 0.0010339-0.00182639j -0.00802527-6.42635e-05j 0.00224985-0.00254668j 0.00724832-0.00352584j -0.00316032-0.000427655j 0.00387916+0.00140779j 0.00180958+0.00072045j -0.00201104-0.00363702j -0.00255721+0.0016181j -0.00530326+0.00495531j 0.00424583-0.000910073j -4.20648e-05-0.000151796j -0.000670673+0.000536597j -0.000600777+0.000455607j -0.00153747+0.00202435j -0.000334347+0.00022511j -0.000492337-0.00170313j 0.00311034+0.000872903j -0.000264217+0.000348545j 0.00216454+0.000889295j -0.00341091+0.0022928j 8.3644e-05+0.00089584j 0.00278485-0.00591599j 0.00180122-0.000799608j 1.0315e-06-0.00146476j 0.000509572+0.000765443j -0.00292787-0.00640911j 0.00044643-0.00133188j 0.000506134+0.00205949j -0.000435776+0.00150005j 0.000613005+0.00168811j 0.000154254+0.00131567j 0.0035473-0.00387601j 0.00143482-0.000913797j -0.00336364+0.000475989j -0.000706918+0.000535639j 0.00127138-0.000344065j -0.0051649-0.000432531j -0.000125079+0.00181366j 0.00121336+0.00128412j 0.000468742-0.00290517j -0.00335039+0.000741476j -0.00186197+0.00259672j 0.00431736-0.00218085j 0.00132942-0.00148596j 0.00404857+0.00235429j 0.00253141-0.00166576j -0.000331616+0.00102845j 0.000947889-0.00110926j 0.00213387-0.00134826j 0.00064868-0.000903915j -0.00169215-0.000274188j -0.000139067+5.23685e-05j 0.000408887+6.34758e-05j -0.000140591-0.00043648j 9.12962e-05-0.0021848j -0.00103752-0.000904396j 
-0.000774432+0.000382247j -0.000506357+0.000644637j 0.00045561+0.00037504j 0.000468341+0.00102841j -0.000799714-0.000149548j 0.00180287-0.000375946j 0.00351708-0.00205362j 0.00235523-0.00046121j 0.000304414+0.00131181j -0.0018771+0.00540517j -0.00384545-0.00248907j 0.0056871+0.00113919j 0.00446614+0.000459989j -8.68423e-05-0.00216704j 0.00680461-0.000960532j 0.000244006-0.00124239j 0.000682462-0.00354259j -0.000607723+0.00252555j -0.0036923-0.00692722j -0.0031461-0.00189469j 0.0034311+0.00275081j -0.00403609+0.000576671j 0.00381017-0.000865649j -0.000459096+0.000752369j -0.0022233+0.00030729j -0.00228502-0.00118303j -0.00242861+0.000685823j -0.00157609+0.000620197j -0.00216308+0.00148245j -0.00169065-0.00165294j -0.00384758-0.00529424j -0.0011655-0.000163137j 0.00107541-0.00241255j 0.000212267-0.00153059j 0.00261959-0.000240423j -0.00088377-0.00229927j 0.00348469+0.000496622j -0.00563908-0.00104361j -0.00184951+0.00541914j -0.00128576-0.00146407j -0.00252753+0.0033974j 0.00321843+0.0112666j -0.000980966+0.00160623j -0.0014699-0.010391j -0.000594445-0.00185839j 0.00356086-0.00315751j -0.00209394+0.000974638j 0.000507991+0.00230123j 0.00166654-0.0126452j 0.0053318-0.0033352j -0.00506383-0.00762061j -0.00519816+0.000680842j 0.00347018-0.0036326j -0.00417728+0.00172171j 0.00316359+0.00463797j -0.00143911-0.00521536j -0.000944999-0.00237073j 0.0138191-0.000412313j 0.00121355-6.12972e-05j 0.00162353-0.00647552j -0.00112119-0.00394067j -0.000216284-0.00412892j -0.0016917+0.00483881j -0.00167833+0.00243112j 0.00190526+0.00264029j 0.00458962-0.0051634j 0.00702954-0.00312138j -0.000727374+0.00121629j 0.000658111+0.000563308j -0.00273465+0.00352972j -0.00128273-0.00145367j 0.00257078-0.00133904j 
0.000673543+7.19838e-05j 0.00106935+0.00110988j 0.000417582+0.00156944j -0.000846462-0.00139164j -0.000242987+0.00211293j -5.78946e-05-0.00255521j -0.00301509+0.00237879j -0.00148707-0.00201199j -0.00277191+0.000141412j 0.00193744+0.00554739j -0.000108902-0.00234982j 0.00363442-0.0077469j -0.00183833+0.00319713j -0.000320969+0.00132853j 0.00491109-0.00312685j -8.53791e-05+0.00377694j -0.00450499+0.00670692j -0.00195389-0.00248404j 0.00145255-0.0020728j 0.00166481-0.00574128j 0.00591436+0.00248191j -0.00336046+0.000254713j 0.000619287-0.00275772j -0.001557+0.00274403j 0.000958754+0.00282431j 0.000120462+7.4517e-05j 0.00222653-0.00225277j 0.000748654+0.000141468j 0.00253203-0.00138678j 0.00331215-0.00123149j 0.00223393+0.00342766j 0.000857095+0.00121689j 0.0002373+0.00322811j -0.00307786-0.000413454j -0.000413558-0.000674087j 0.00109017-0.00531456j -0.000973168+0.000670376j 0.00145615+0.00512108j 0.000462748-0.000542834j 0.00297856-0.00245169j 0.000567461+0.00520262j 0.00886455+0.00489696j 0.0060151+0.00632115j -0.00113668-0.010685j -0.000265533-0.00138712j 0.0023149-0.000166784j 0.0102623-0.00221252j -2.78741e-05+0.00217369j 0.00258548-0.00284791j 0.00785834-0.00300642j 0.00284842+0.00173097j -0.00811035-0.00419141j 0.00268871+0.000332861j 0.000191486-0.00332787j 0.00366798+0.00209856j 0.00257842+0.00462306j -0.00138203+0.000484526j -0.00161248-0.00171488j 0.000644326+0.00999515j -0.00142573+0.00389385j -0.0047245-0.000334386j -0.00122645-0.00500145j -0.00367368-0.00296552j 0.00430763+0.00459104j 0.000214598-0.00172352j -0.0027368+0.00201167j -0.00488313-0.000914044j -0.00169971-0.00061775j 0.000469084-0.00115463j 0.000730063-0.00230283j 0.000790578+0.00149703j -0.000794744+0.00183047j 
-0.00106496-0.000141127j 0.00189283-0.00171633j -0.000140215-0.000254362j -0.00106435+0.00251503j -0.000938697-5.59061e-05j 0.00174382+0.00191216j 9.51691e-05-0.00163924j 0.00179809+0.00143622j 0.00327592+0.000758242j 0.00142781-0.000108974j -0.00214285-0.000700803j 0.00122365+0.000927579j 0.00223028-0.000701535j 0.000526286+0.000732078j 0.00265678+0.00234994j 0.00201691-0.00163689j 0.00314546-0.00185715j -1.68601e-05+0.00116085j -0.00681172+0.00148979j 0.000443564-0.000780182j -0.00130506+0.000543135j 0.00035251-0.000652505j -0.00115833+0.0022026j 0.0013172-0.000456294j 0.00423379-0.003495j 0.00025039-0.000774747j 0.0026876-0.00037389j 0.00065107+0.000682097j -0.001998+0.00147325j 0.00187305+0.000845953j -0.000384619+0.0005399j -0.000589073+0.000365758j 0.00019791-0.00096262j 0.000770111+0.00135327j 0.000575728-0.00127121j 0.00302424+0.00279238j 0.000516608+0.00242869j -0.00130747-0.000180816j -0.000848741+0.00084829j 0.0050746+0.00514958j -0.00495215-0.00017988j -3.13455e-05+0.00208417j -0.000741162+0.000730776j 0.00433043+0.00531727j 0.00462964+0.00105535j -0.00653906-0.00256244j 0.00075641+0.00285114j 0.000303644+0.00505925j -0.00228718+0.00677689j 0.00607986-0.0027673j 0.00140738-0.00112418j 0.00189072+0.00498462j 0.00722858-0.00170278j -0.0018253-0.00204507j -0.00113255-0.00115413j -2.70684e-06+0.00736752j 0.00126876-0.00197562j 0.000826284-0.00411924j 0.00184778-0.00384939j -0.00229394+0.0064629j -0.00958483+0.00145074j -0.00407403-0.00308433j -0.00145588-0.00304592j -0.0050544+0.00421847j 0.00216013-0.0028248j 0.000286209-0.00124968j 0.00289998-0.00239614j 0.000499381+0.000653524j -0.00371986-0.000110834j -0.00286298+0.00165832j -0.000629672-0.000497327j 0.00095786-0.00108295j 
0.000120042-0.00286719j -0.00148891+0.00222397j -0.00273923-0.00070205j 0.000845873+0.00267095j 0.00183565+0.00197558j -0.00319218+0.000308703j -0.00293214+0.00532757j -0.00379273-0.0014877j -0.00644821+2.72713e-05j 0.000580659-0.000236396j 0.00287788-0.000441313j 0.00301412-0.00305446j -0.00144863+0.000830548j 0.00431179+6.26242e-05j 0.00221778-0.00317361j -0.00285007+0.00297953j 0.000571046+0.00256326j 0.000429035-0.000868495j 0.00050231+0.0016022j 0.000438998+0.000681331j -0.00104674-0.00169023j -0.00169517+0.000805364j 0.00240948-0.000697104j -0.000940525+0.000327789j -0.00237274+0.000973461j -0.00306057-0.000515147j -0.00357452-0.000874217j -0.00171107+0.000266087j 0.000244081-0.000811936j -0.00200198-0.000319955j -0.000448925+5.25938e-06j 0.000548048+0.000259928j 0.0044223-0.000662951j 0.00188295+0.00524579j -0.00372295-0.000410133j -0.00394814-0.00195531j -0.000389215+0.00728304j 0.00584211-0.00163533j 0.000307689+0.000479275j -0.000915689+0.00207834j -0.00184821-0.00355305j -0.00381043+0.00182j 0.0110694+0.00119567j -0.00603752+0.000444793j -0.00874503+0.00177574j 0.000873553+0.000691793j 0.00113229-0.00686623j -0.00646675-0.00540488j -0.00182357-0.000700174j 0.000128408+0.00591814j -0.00575289-0.000128791j 0.000550616-0.00485238j -0.00446621+0.00389637j -0.00520447+0.000777491j 0.00766801+0.00105131j -0.00232196-0.00309466j 0.00457271+0.00288152j -4.62748e-06+0.00440843j 0.00401402+0.00530393j -0.00502404+0.000477336j -0.0025312-0.00119012j 0.00235983-0.00562963j -0.00306691-0.00312402j 0.00035719-0.000960951j 0.00189514-0.00423196j -0.00511119+0.00214596j -0.00306361-0.000595282j -0.00335306+0.00257604j 0.00229635-0.000773422j -0.00102813+0.000131033j 0.000763454-0.00115678j -5.31256e-05-0.000651728j 
0.00351564-0.00297742j 0.00427978+0.00172155j 0.00469382-0.00183241j -0.00341958-0.0029528j -0.000139359-0.00124149j 0.00312622-0.0017532j -0.000482845-0.00104521j 0.00172184-0.000806351j -0.000228043+0.000751576j -0.00199864+0.00389584j -0.00371017-0.00167589j 0.00602869-0.0030249j -0.00104541+0.00139596j -0.00263895-0.000708208j 0.00105272+0.000575067j 0.00498365+0.00405562j -0.000990998+0.00662967j -0.00266041-0.000984826j -0.00283587+0.00582179j 0.00204576-0.0014878j 0.0033979+0.00248359j 0.00277554-0.00321075j -0.00786436+0.00509748j -0.00282644+0.00449155j 0.00334374-0.00121269j 0.0101393+0.000428985j 0.00329506-0.00339082j 0.000160537+0.00220897j -0.001785-0.00148234j -5.80923e-05-0.000322337j 0.000696204+8.26104e-05j 0.00108553-0.00123872j 2.09129e-05+0.00019975j -0.00250241+0.00136149j 0.000202898+0.00142266j -0.00754493+0.003015j 0.00340798+0.004963j -3.85637e-05-0.00480154j -0.000684331+0.000603273j -0.000968154-0.0055867j -0.00396056+0.00113647j -0.0021594-0.00567129j -0.00462475+0.00229791j 0.00544833-0.00455346j 0.00327641+0.00249761j 0.00344822-0.00353584j 0.00402982+0.0104741j 0.00390853-0.00352796j -0.00101676+0.00423649j -0.00238685+0.00552372j 0.0031844-0.00195966j 0.00579364-0.00176656j -0.00183804-0.00306673j 1.66008e-06+0.00175647j -9.14698e-05-0.000257968j -0.00210754+0.000231285j -0.00552589-0.000253841j -0.000806988-0.00126586j -0.00060218-0.000106723j -0.000149854+0.0010097j 0.00150373+0.000649454j 0.00249304-0.00258237j -0.000805906-0.000472141j -0.00228699+0.000923233j -0.00386882+0.000721999j 0.00335804+0.00391429j -0.00684042+0.00413431j -0.00320378-0.000509419j -0.00293204-6.69286e-07j 0.00341992-0.00487641j 0.00146101-0.000964959j -0.000924274+0.00224303j 
0.0010456-0.00947684j 0.00389822+0.00448602j -0.0034279-0.00678581j -0.00591375+0.00526693j 0.000904033+0.000555855j -0.00484889+0.00667518j 0.00342731+0.002552j -0.00523294+0.00206368j 0.00101272+0.00370002j -0.0052071-0.00323537j 0.004944-0.00299666j 0.00429059-0.00714841j 0.00178991+0.00382103j -0.0010731-0.00178662j 0.00143126+0.000728278j 0.00296845+0.00398409j -0.00189884+0.00130382j -0.00287698+0.00167275j -0.00248066+0.00103409j 0.00138441+0.0022776j -0.00023005-0.000920914j -0.00111658+0.00223568j -0.00123446+0.0021218j -0.00465599-0.000759364j 0.00377933-0.000903483j -0.00178067-0.000228993j -0.0017097+3.68498e-05j -0.00342076-0.000166396j -0.00206461-0.00129694j 0.00141001+0.00569873j 0.000556441+0.00761171j -0.00609309-0.000716419j 0.0114312+0.00422588j 0.000959328+0.00943616j -0.000990072+0.00251729j -0.0119553+0.00900946j 0.00381223+0.00916299j -0.000447514-0.00818558j 0.00311479+0.00222797j 0.00820279+0.00691229j -0.00838088-0.00263486j 0.00125254-0.00154252j -0.00244825-0.000789349j -0.00172583-0.000150578j -0.000219666+0.00532541j 0.000770701-0.00298552j -0.00185064+0.00814372j 0.00674141-0.00270131j 0.00307161-0.00245171j 0.0013535+0.0126836j -0.00862089-0.000658869j 0.00644759+0.000239491j -0.00519422+0.00335236j -0.00847994+0.00337075j -0.000664595+0.00813077j -0.00303342+0.00109809j -0.00179379-0.00234689j -0.00113222+0.00532451j 0.00574451+0.000747081j -0.000463419-0.00520689j -0.00180575+0.00528625j 8.36752e-05+0.000200849j -0.00209082-0.000360159j -0.00209544+0.00281907j -0.00215608-0.00397864j -0.00256836+0.00245273j 0.00229194-0.00121561j -0.000254026-0.000927309j -0.00199239-5.82621e-05j -0.00298403-0.00103579j 0.000546457-0.00103419j -0.000702938-0.000698851j 
0.00144424+0.00604717j -0.00365073+0.00363766j 0.00272136+9.1167e-05j -0.000334509-0.00518904j -0.00451954-0.000825261j 0.00340879-0.000932495j 0.00151158-0.00429596j 0.00158249+6.2362e-05j 0.00609891+0.00268145j -0.00184679+0.00867963j -0.00539414-0.00603823j -0.00249766-0.00143351j 0.000295285-0.00284523j -0.00763874-0.00126735j 0.000927811-0.000268725j 0.00037286+0.000238386j -0.00236665+0.00199833j -0.00244474+7.65704e-05j 0.00134458-0.00367698j -0.00196956-0.00331255j 0.00139355+0.00446736j -0.00121506+7.83759e-05j -0.000769798-0.00157587j -0.00063399-0.000688924j -0.000689391+0.0027222j 0.00375348-0.000105734j 0.000458194-0.000793042j 0.00282612-0.00298761j 0.00361538-0.000776899j 0.00207019-0.00188383j 0.00206375+0.00128231j 0.00039435-0.00112107j -0.00426981+0.00365633j -0.00422074-0.00476302j 0.00300306+0.000122289j 0.00369088-0.00476874j -0.000145782-0.00409885j 0.000730623+0.00113379j -0.00200932+1.39339e-05j -0.000354541-0.0050056j 0.00260684+0.000898344j 0.00271361+0.00251471j 0.00125151+0.000443803j 0.00231652-0.00366181j 0.00153883-8.05169e-05j 0.00199291+0.00475021j 0.00221521+0.000925675j -0.00244795+0.000215563j 0.0041347-0.00232805j -0.000957402+0.00111395j 0.00103627+0.00347538j -0.0028418-0.00267309j 0.00360193+0.00114862j 0.000546189-0.000958793j 0.000273045+0.00244913j 0.000530351-0.00256898j 0.00175863+0.000218984j 0.00221939+0.00457533j -0.00669508+0.0042374j 0.0011816-0.00406677j 0.00164574-0.00209688j -0.00242121+0.00361301j -0.000247309+0.000561851j 0.00308187+0.00195801j -0.000961133+0.00208834j 0.00324732+5.06063e-05j -0.00257053+0.00250878j 0.00087492+0.000152108j -0.000917344-0.000947996j 0.00172071-0.00200142j 0.000843027+0.00233117j -0.00250302+0.00077613j 
0.00120673+0.002561j -0.001782-0.00345145j 0.00219793+0.00386305j 0.00293735-0.00265877j -0.000278216-0.000243485j 0.00266789-0.00187757j 0.00388816-0.000879487j 0.000584914+0.000364354j -0.00110443+0.00154655j 0.0024249-0.000697251j 0.00128896+0.00303702j 0.00210791-0.00319942j 0.000253607+0.00198489j 0.000493928+0.000823336j -0.00173515-0.000585037j 0.000380026-0.00149611j 0.000742187-0.000452355j -0.000703505+0.000225385j 0.000790391+0.00108533j 0.0010981-0.000446789j 0.00429264-0.0018224j -0.00113287-0.00204572j 0.001052-0.000188441j 0.00155002-1.37574e-05j -0.000842947-0.000121014j -0.00113814+0.000760131j 0.00369777+0.0018653j 0.000132143-0.000356096j -0.000500911-0.000842067j -0.00142543-0.0019801j -0.00105858-0.00236487j 0.00151282+0.0026622j -0.00639944-0.00328134j 0.00103902-0.00601413j 0.00272697+0.00045969j 0.00158567+0.00143638j 0.00776325-0.00575675j -0.00469222+0.000809213j -0.00182994+0.000507406j -0.00141681+0.000168428j 0.00314009+0.0036276j -0.00265973+0.0105181j 0.00312591-0.0017653j -4.8948e-05-0.00693853j -0.00237408-0.00428611j 0.00614369-0.0012852j 0.00053286+0.004003j -0.000776358+0.00436469j -0.00362089+0.000494674j -0.0063058-0.000413365j -0.00375622-0.00251256j 0.00360442-0.00281784j 0.00111949-0.00346819j -0.00423073+0.00128764j 0.00292913-0.0010728j -3.13786e-05+0.000236987j 0.00163595-0.00101741j 0.00775994+0.0041985j -0.000706261-0.00166544j 0.00050526-0.00295253j 0.00265287-0.00488598j -0.00436343-0.000823943j 0.000512832+0.00345229j -0.00108136+0.00633747j -0.00234002+0.00468747j 0.00391376-0.00067175j -0.000434802+0.00280831j 0.00401779-0.00149194j 0.00101435-0.00203604j 0.00238939-0.0027308j -0.000558376+0.00298861j 0.000169259+0.00183759j 
0.00446945+0.00736548j -0.00166176-0.000488064j 0.00721797+0.0047816j -0.00313268-0.00397704j -0.00171565-0.00052775j 0.00133746+0.00184472j 0.00671844+0.00150112j 0.00198089+0.0054677j 0.00315374+0.00586235j -0.00384471+0.000603963j 0.00143342-0.00207165j 0.0042555+0.00105271j -0.00175034-0.000958324j -0.00234014+0.00231372j 0.00076668+0.00144873j -0.00135157+0.00240223j 0.00469678-0.00238873j -0.00324535+0.000547768j -0.00325996+0.00526159j 0.00264426+0.00169433j 1.05189e-05-0.00297161j -0.000269753-0.0038858j 0.000545007-0.000484167j 0.00309407-0.00496945j 0.00378348-0.0053699j -0.00295544+0.00287378j 0.00584789+0.00318224j 0.00107476-0.00262505j 0.00203408-0.00181435j -0.000576936-8.57503e-05j -0.00382131+0.00279529j 0.000534694+0.00215417j -0.00896371+0.00250565j -0.00791772-0.00244545j 0.00177238-0.00190903j 0.0048068-0.00257253j 0.00179564+0.00120536j -0.00442428+0.00194436j -0.00506429-0.00479463j -0.0039445-0.00261974j -0.0006062+0.00199862j -0.00700144-0.00290244j 0.00703577+0.00227401j 0.0123011+0.00159847j 0.00303051-0.00162778j -0.00248111+0.00625468j 0.00812864+0.00355036j -0.00786108-0.00223716j -0.00269114+0.0109868j -0.00534963+0.000501502j 0.00483689+0.00358504j 0.00604909-0.00378297j 0.00517088-0.00139563j -0.00429257-0.00171869j 0.00711819-0.00314011j -0.00171602-4.42513e-05j -0.000500254-0.000546359j 0.000340748+0.00480591j -0.00486469-0.000960583j -0.00371998+0.0049593j 0.000664038-0.00133799j -0.00161531-0.00612527j -0.00187706-0.00321552j -0.00479021+0.00306872j 0.0014369-0.00171984j 0.00891452-0.00126615j -0.00275449+0.00252708j 0.000479959-0.000178913j -0.00521955-0.00539398j -0.00254239-0.0010318j 0.000939984+0.00284832j 0.000709349+0.000738657j 
