-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
-0.000684172-0.000840095j -0.00113606-0.00227552j -0.00746055+0.00372772j 0.00458422-0.00677049j -0.00155871-0.00767579j 0.00111983-0.00920332j 0.000263582-0.0150548j -0.00152545-0.00884304j -0.0137165+0.00883237j 0.00414035-0.00236432j 0.0146403-0.00394474j -0.0159124-0.0043939j 0.00884709+0.00311203j 0.0079144-0.0117219j -0.013007+0.0259793j 0.00545804+0.0171693j 0.00141035-0.00565338j 0.00673399-0.0110665j -0.000475796+0.00193709j -0.0123507-0.0167894j 0.00551873-0.0106071j -0.00343261-0.0319461j 0.0013251+0.0136024j -0.00641698+0.00296425j 0.000540793-0.00244311j 0.00546649-0.00605991j 0.00332462-0.00293668j -0.00534662+0.00982725j 0.00628737-0.00273261j -0.0196708+0.00454722j 0.000576904-0.00142156j -0.00821359+0.00593463j -0.00842543+0.00776871j 0.00763879+0.00375501j 0.000279945-0.0028653j -0.000320505+0.0116865j -0.00328878-0.00221626j -0.00017678+0.00626398j 0.0141874-0.00689859j -0.00526064+0.00141857j 0.002814-0.00786656j 0.00283895-0.00312886j -0.00362043+0.0042893j 0.00757525+0.00578823j 0.00776705+0.00345103j 0.011261-0.000532619j -0.00441854+0.0126821j -0.00761564+0.0117914j 0.00794153+0.0109644j -0.000807692+0.00450492j 0.010793-0.00375762j 0.0128275+0.00534672j 0.0133342-0.00498645j -0.00334628+0.00632992j 0.0155059+0.00113683j -0.000106262+0.00269123j 0.0068303+0.00865291j -0.0228506+0.00691608j -0.0039056+0.000440135j 0.00181389-0.00676729j -0.00603457+0.00246128j -0.00250935+0.00356278j -0.00402753+0.00557613j -0.00297015-0.00557142j -0.00153272-0.00520481j -0.00638542-0.00478729j 0.00217891+0.00136289j 0.00241629-0.0104812j 0.00390734-0.00492306j -0.00119963+0.000780564j 0.00194078-0.00420762j 6.07394e-05-0.00385289j 
-0.00163831-0.000593635j -0.0036934-0.00261887j -0.00377489+0.00179904j 0.00572657+0.00108909j -0.00547912+0.000966173j -0.00329922+0.0072244j -0.0027825-0.00546414j 0.00376005-0.00710483j -0.00605085-0.0103354j -0.00369214+0.0141221j 0.00174991-0.0203535j 0.0254938-0.0319571j 0.00813405-0.00443299j -0.0177343+0.0142619j 0.0150156-0.0250688j -0.0201133+0.00724614j -0.016108+0.00468339j 0.0115307+0.0196654j -0.00150044-0.00154125j 0.0206659+0.0112j -0.0253134-0.00055396j -0.0218219+0.0196162j 0.0174417+0.0191906j 0.00743687+0.0155241j 0.000735404+0.0296368j 0.0129695-0.00934524j 0.00434043+0.0117135j -0.00498382+0.00629641j -0.00203563+0.0019782j -0.00670972-0.000469791j 0.000260561+0.00193727j 0.00269737-0.00578787j -0.00706021-0.000329286j 0.0037183+0.00321123j -0.00322864+0.000870763j 0.00273094-0.000350424j -0.00155079-0.000279146j -0.00400694+0.00860408j 0.00224247+0.00140041j 0.00180905+0.00392806j -0.000751505-0.00681064j -0.00347235-0.00300083j -0.00782721-0.0130121j -0.000514556+0.00254821j 0.00232493+0.00117499j 0.00207494+0.00225652j 0.00425333+0.0075353j -0.00501692+0.0035668j 0.00527204+0.0035949j 0.00348199+0.000486647j 0.00664271-0.00359146j -0.00685684-0.0231258j -0.00357545-0.0190071j -0.00823569-0.00631719j 0.0013873+0.00422059j -0.00904367-0.0135965j 0.00376651+0.0061233j 0.00207489+0.011435j 0.0020228-0.00676181j 0.00606746+0.00704811j 0.000738402+0.00250611j 0.00183918-0.00226106j -0.00468987-0.0038186j -0.00546156+0.01229j -0.00143292-0.0103541j 0.000258643-0.00774761j 0.000636054-0.000499196j -0.0042829+5.51586e-05j 0.00377657+0.000615884j -0.00032785+0.000532772j -0.000547426+0.00192239j -0.000361479-0.00104688j 
-0.000550854+0.0034987j 0.00198381-0.000398534j -0.00339318-0.00503464j 0.00608555-0.00248351j -0.00470743+0.000168465j 0.00272714+0.0022033j -0.0030406+0.00680614j 0.000213525-0.0101655j 0.000331628+0.00869242j -0.00537501+0.00780591j 0.00721068-0.00674947j 0.0168101-0.00950538j 0.00562266-0.0102146j -0.0129503+0.028648j 0.00964502-0.00691504j -0.0146389-0.00478311j -0.00398233+0.00825435j -0.00831634-0.0121243j 0.00220892+0.00253395j -0.00625747+0.0113886j -0.00750217+0.0164069j -0.0146883+0.0229609j -0.000450298-0.023259j 0.00739322-0.00864341j -0.00104851-0.0116262j 0.00152916+0.0140446j -0.000755241-0.0077086j -0.00130232-0.000649945j 0.00182206-0.00208264j -0.00181355+0.00364369j -0.00335505-0.00895996j 0.000578958+0.00649792j -0.00640307+0.00233493j 0.00476467+0.00124989j 0.00172042-0.00473126j 0.00466478-0.000734285j 0.00336154-0.00607731j -0.00558364+0.00551245j 0.00755421-0.00342083j -0.0118113-0.0102448j 0.00703387-0.00172964j 0.00569759-0.00127087j 0.0122254+0.00620727j 0.000322085+0.00122686j 0.00652352+0.00154718j -0.00143548+0.00235064j -0.00416893-0.011082j -0.00917557-0.000478744j 0.00568698-0.00622099j 0.00152438+0.00120794j 0.00192945+0.00221574j 0.020549+0.0135201j 0.011923+0.0153937j 0.00773863+0.0105757j 0.00112715-0.00105002j 0.0153046+0.00260668j -0.00568196-0.00739204j 0.000786793-0.0132584j 0.00099777+0.0085041j -0.00182111-0.00188599j 0.00321839-0.0013726j 0.00395939-0.00218249j 0.00191755+0.00165292j -0.00219997-0.00876384j -0.000196392+0.0022047j -0.00299385+0.00520296j -0.0045699-0.00163219j 0.00341859-0.00248698j 0.00150511-0.00135581j -0.000504321-0.000231537j 0.000684498-0.00307903j -0.00252884-0.00357654j 
0.0016795+0.00502984j 0.0101452+0.00481625j 0.0236907-0.00878951j 0.00710713+0.00866301j 0.00596225+0.00377874j 0.00419084+0.0151078j -0.0239117+0.0139831j -0.0123837-0.00444683j 0.00607937-0.0251148j 0.00139848-0.0010831j -0.00868974+0.0145857j -0.00227999-0.00590966j -0.00374698+0.0166506j 0.00723065-0.00972951j -0.00234983+0.0173024j -0.00820111+0.0102737j 0.00757812-0.011282j -0.00467773-0.000561462j -0.0020827+0.00741383j 0.0230189-0.0416416j -0.00130251-0.0183861j -0.0121519-0.00671375j -0.00574542-0.00157347j -0.000893765-0.000483745j 0.019791-0.00841313j -0.00696704+0.00354083j -0.0013696-0.00773489j 0.00377939-0.0195223j 0.00865096-0.00108643j 0.0129331+0.00413828j -0.00442341+0.00161388j -0.0101637-0.000567506j 0.00591015-0.00145187j 0.008601-0.000993356j 0.00640522-0.00368092j -0.00878062-0.0172139j 0.00805358-0.00724662j 0.00770835+0.00144585j -0.00161231-0.0187648j 0.00169737+0.00687865j 0.00345153-0.0081011j 0.00420641-0.0018572j -0.00576149+0.00371789j 0.00190234+0.00562302j -0.00814055+0.000675128j 0.00342287-0.00436421j 0.00257956+0.00490962j 0.002913+0.000333134j 0.00446936+0.00895639j -0.00532754-0.00051451j -0.00298604+0.00146582j -0.0018562+0.000272869j 0.00120034-0.00338985j -4.2681e-05+0.00679796j 0.00693806-0.00246881j -0.00610203+0.00435154j 0.00864811+0.00940911j -0.00556576+0.00172416j -0.00351956-0.00421656j -0.00261918-0.010825j -0.00271851-0.00515636j -0.00682254+0.00536883j 0.00130663+0.00947142j 0.00564772+0.0090572j 0.000207893-0.00171524j -0.00235006+0.00178658j -8.91182e-05+0.00838106j -0.00219235-0.00227345j 0.000892306+0.00526656j 0.00151119-0.00441615j -0.00132471+0.00012013j 0.00247724-0.00418602j 
-0.00455072-0.00191244j -0.00316704+0.000733419j 0.000158668+0.00106305j 0.000397902+0.00412658j 0.0112568-0.000140527j -0.0023131-0.00722894j 0.00353682+0.0154269j 0.000349784+0.0181149j -0.0111639+9.62922e-05j -0.00583798-0.00908856j 0.0244919+0.00124921j 4.20525e-05+0.00704566j -0.00236363+0.0135247j 0.0257401-0.017856j -0.0088346+0.0077285j -0.00265295+0.0100089j -0.00979361+0.00619252j 0.00236462+0.0339485j 0.00277129-6.81035e-05j 0.00130596-0.00361783j 0.00533709+0.0200612j 0.0155595+0.00162832j -0.00761168+6.70296e-05j -0.0104547-0.00422516j -0.00402069-0.0286691j 0.0215126+0.000870194j 0.00248358+0.00521891j -0.0138764-0.00563416j 9.38466e-05-0.000622715j -0.00226018+0.000705717j -0.000715991+0.00526622j 0.0063357-0.0134724j 0.00127001+0.00245093j 2.16707e-05-0.00782979j 0.00373965+0.0035584j -0.0033042+0.00186594j 0.00746331+0.0047073j 0.00184679-0.00737844j 0.0100531+0.000142623j -0.00310824+0.00740934j 0.0011663-0.0101063j 0.00194754-0.00588173j 0.0020827-0.00361945j 5.23139e-05-0.00761658j -0.00801323-0.00936471j 0.00952007-0.000407706j -0.00893541+0.00137209j 0.00813377+0.0180075j -0.0117247-0.0134725j 0.000136431-0.00127075j 0.00390726-0.00692849j 0.013681-0.00201865j 0.019949-0.000460431j 0.00538761-0.00845245j 0.0111958-0.0024061j 0.000762175-0.000608689j -0.00140311-0.00486433j -0.0138179-0.00576924j 0.0116277+0.010357j -0.0084511-0.00380764j -0.00367998-0.00436208j -0.0147922-0.00185891j 0.0082587-0.00830749j -0.00207102-0.015437j -0.00666835+0.00395519j -0.00245536-0.00143608j -0.00228074-0.00919849j -0.00708095+0.00430612j 0.00390271+0.00290739j 0.000106061+0.00458317j -0.00150383+0.00010039j -0.00140738+0.00558445j 
-0.000248896-0.00230265j -0.0104278-0.00238605j -0.0109467+0.00421922j -0.0129775-0.00715854j -0.00709207-0.00371314j -0.0132184-0.00687899j 0.0137678-0.0040981j 0.0144747-0.00552864j 0.0159222+0.00768082j 0.00158832-0.00670046j -0.0116516+0.00312276j 0.00893202-0.00155489j -0.000966414-0.00135333j -0.0167671-0.0102455j 0.00613333+0.012619j 0.0111697+0.00839825j 0.00507915+0.000549723j -0.00132984-0.00505201j -0.00540904+0.00161931j 0.00537064-0.00562888j 0.00394819+0.00447815j 0.00557681-0.0196799j 0.0120939-0.00167539j -0.000169762+0.00171597j -0.0032224-0.00204131j -0.0105713-0.00546367j 0.00604983-0.00216562j 0.0120376+0.0125267j -0.0057562+0.00282098j -0.00655714-0.00768445j 0.0071489+0.00290262j 0.00313443+0.00442446j 0.00203017-0.00264203j -0.0102921-0.00147107j -0.00411021+0.0035916j 0.00438464+0.0129579j -0.00448855+0.00621345j 0.00528872-0.00971378j -0.00519191+0.0141974j 0.00214896-0.00560998j 0.000289075+0.0132246j 0.00523025-0.00081285j -0.00337165+0.0084561j 0.00428196+0.0012894j 0.00222226-0.00197943j 0.00377203-0.000814156j -0.00706002+0.00436442j 0.00866975+0.00388041j -0.00573915+0.00311748j -0.00667505+0.000238573j -0.00404762-0.00449809j -0.0107976+0.00772478j 0.00081785+0.00183365j -0.00131386+0.00108528j 0.0038096+0.00263541j -0.00806326+0.00456531j 0.00690071-0.0017061j -0.00727162-0.000854518j -0.00524873-0.00467363j -0.00133693-0.00415438j -0.00403047+0.00120547j -0.00347638-0.00211771j -0.00170019+0.000788458j 0.00329498-0.00390946j -0.00065483-0.000767755j -0.000533522-0.000602422j 0.00762689+0.000827454j 0.00113064+9.13619e-05j -0.00560101-0.00513473j 0.00163574+0.00222099j 0.00112894+0.00132757j 0.00295156+0.00505022j 
-0.0043018+0.00100793j 0.0066349+0.00291594j -0.00434867+0.00796589j 0.0121939+0.00424043j -0.00264325+0.00273341j 0.0036437+0.0100203j 0.0218998-0.017216j -0.011808+0.00797125j 0.0077827+0.00182213j 0.00940566+0.0022808j 0.00985851-0.0124215j 0.00456082-0.00194675j 0.00596126-0.018629j 0.0172362-0.00117457j 0.0346035-0.0187829j 0.00436118+0.00662195j -0.0162977+0.0055964j -0.00702239-0.0136543j 0.00305095+0.0111486j -0.00281865+0.00190671j -0.00854841+0.00955417j 0.0142279+0.000490391j 0.00642149+0.00550771j -0.0130363-0.0154506j -0.00316332+0.00742536j -0.0125761-0.00801111j -0.00519082-0.00131671j -0.00967588-0.00107647j 0.0117144+0.000147283j -0.00831958+0.00550031j 0.00566838-0.00220418j -0.0122745+0.00194448j -0.00710754+0.00724826j 0.00416425+0.00964795j -0.00659541+0.000345824j -0.0127095-0.00659424j -0.0038369+0.00638642j 0.00317174+0.00501833j -0.00364702-0.00709482j -0.00373231+0.010584j -0.00774469-0.00492396j -0.00186551+0.00506416j -0.00470036+6.68694e-05j -0.00451758+0.00257254j 0.00232273-0.00145409j -0.00043991-0.00586238j -0.00129187+0.00114086j 0.013606-0.00018035j -0.0120999+0.00760871j -0.0068958+0.00035927j 0.000792234+0.00130973j -0.00815459+0.010578j -0.00793997+0.00537542j -0.00558588+0.00418106j 0.00260244+0.00153144j 0.00411554+0.00284457j 0.00357994-0.000788484j -0.00226279-0.00796033j 0.00189963+0.00341709j -0.00265427-0.00336306j -0.00654551-0.00650124j 0.0071894+0.00556202j -0.000540972+0.0028434j -7.48078e-05-0.00327808j -0.00190092+0.00628593j -0.000333767-0.00073881j 0.00456413+0.00747694j 0.000673654-0.00382719j 0.00198335-0.00409749j -0.00015991-0.000582994j -0.00033164-0.00357997j 0.00389658-0.002675j 
-0.00432141+0.00042821j 0.00495833+0.0014098j 0.000460378+0.00903094j 0.00669258+0.00734466j -0.000242052+0.00592877j 0.0105037-0.00273914j -0.00344787-0.000875839j -0.00603079+0.00957172j -0.0148772+0.00164838j -0.00426955+0.00590405j 0.00226559+0.00684898j -0.0263192+0.0210794j 0.00197848+0.0134958j 0.00876833-0.00996798j -0.00828801+0.00478732j 0.0135812-0.0135381j 0.00673096-0.00310441j 0.010533+0.0037954j -0.000913936-0.0129307j -0.0233764+0.00851462j 0.00763846-0.0214909j 0.00966656-0.00918622j -0.0116578+0.0123144j 0.0026383+0.00886659j -0.00994357+0.00478093j 0.00347113-0.00323209j -0.00408008+0.00607719j -0.00796861-0.000586387j -0.00636921-0.00202199j 0.0117466+0.00558413j -0.00656235-0.00378572j 0.0037131-0.00496636j -0.00126061+0.00115459j 0.00330395+0.00668322j 0.0124758+0.00109108j 0.00391822-0.000798744j 0.0142327+0.000448321j 0.00726381-0.00603788j 0.0116692-0.00903478j -0.000765859+0.00564847j -0.00536764-0.00254123j -2.03533e-05-0.00213781j 0.00522219-0.000743104j 0.0146682+0.00116316j -0.00110847-0.0040985j -0.0115187+0.00334548j -0.00758446-0.00227312j -0.00372431+0.000417123j 0.0161565-0.00249489j 0.0125248-0.00702975j -0.00923348-0.00718822j 0.00319548-0.00559533j 0.0050077+0.0011679j 0.00732169-0.00376649j -0.0043414-0.00861326j -0.0111932-0.00776316j -0.0034257+0.00262139j -0.00166032+0.00933985j -0.00549139-0.00649725j 0.00261375+0.00191115j 0.00794709+0.00393163j -0.00058979-0.000160092j 0.000201339-0.00418161j -0.00118066+0.00832279j 0.00060175+0.00131835j 0.00121023-0.00162759j -0.00513381-0.00780169j 0.00467223+0.0108592j -0.00497789-0.00238787j -0.000199373-0.00408124j -0.00317234+0.00092805j -0.000734018+0.000752285j 
-0.00763842-0.00273389j 0.00781944+0.00526982j 0.0173134+0.013599j -0.0150607+0.00657112j 0.0206337-0.00242359j 0.000187586-0.0066052j 0.00197156-0.0321523j 0.0067444+0.00381632j -0.00637729+0.0135529j 0.00231974+0.00403554j 0.00536694-0.00384131j -0.0135128+0.0185258j 0.00253005-0.0120418j 0.00428542+0.00684635j -0.0116261-0.0197198j -0.000726659-0.013437j 0.00369364+0.00242712j 0.00976972-0.0179631j 0.00201702-0.00111156j -0.0160212+0.0241574j 0.00371171+0.00118795j 0.00171551+0.00420562j -0.0063157+0.0126185j -0.00526657-0.0123524j -0.00271186+0.0183592j 0.000563933-0.0069244j -0.00518744+0.012043j -0.0192773-0.000144752j -0.00360972-0.00896353j 0.00875177+0.00841387j 0.00463096+0.00215773j -0.00936477-0.00282453j 0.000840524+0.0056194j -0.00230933+0.00820147j 0.0198804+0.0162211j -0.00852066-0.00548719j 0.00740956+0.00589314j -0.00785986+0.00162184j 0.0059608+0.0010703j -0.0100429+0.0124453j 0.0022064+0.00413253j -0.00505314+0.00292154j 0.002622-0.0110165j 0.00793547-0.00410694j 0.000594716+0.00211687j -0.00404695-0.0030473j -0.00218264-0.0026037j 0.00803792-0.00909219j -0.00080361+0.00447729j 0.00493492-0.0139186j -0.0015133+0.00606457j 0.00101801-0.00120976j 0.00204807-0.000218045j -0.00153542-0.00470745j -0.000910892+0.00282009j 0.00229988-0.00442993j 0.00545083-0.000216655j 0.00093118-0.00417789j -0.00027617-0.00400698j -0.00179514+0.0026417j -0.00301433-0.00307664j 0.00325789+0.00541201j -0.00297609-0.00287783j -0.00774632+0.00348676j -0.00388505+0.00351672j 0.00232532-0.00761277j 0.00406216+0.00121935j -0.00320595+0.00154512j 0.000639663+0.000501042j 0.00204953-0.000745425j 0.00149366-0.000956536j 0.00203869-0.00372598j 
0.0130213+0.00314282j 0.000868819-0.00109221j -0.00326317-0.00753735j 0.0242729-0.000906703j -0.0165839-0.0052851j 0.00797105+0.0080936j 0.00484345+0.00391061j -0.0150129+0.000807949j -0.00273256+5.4471e-05j -0.00266079-0.00512167j 0.00251826-0.0203385j -0.0161223+0.0039684j 0.00358477+0.000332569j 0.014318-0.0168557j 0.0129022+0.00752344j 0.0140469-0.00719565j -0.00444284+0.00722778j 0.0135621+0.00831614j 0.00118046-0.00475724j -0.0106178+0.00771137j 0.00588361-0.00425881j 0.0101167-0.0074843j -0.00340448+0.00199295j 0.00957114+0.00333376j -0.0149889+0.00588266j -0.00120394-0.0199072j -0.0073044-0.00393307j 0.00067183+0.00231205j 0.0165943+0.0108562j -0.00691962+0.00761933j -0.0116842-0.00614576j 0.00611808-0.00273665j -0.0125477-0.00350058j 0.00523718+0.0107387j -0.0125895-0.0146068j -0.0142962+0.0115702j 0.00347091+5.16604e-05j 0.00859351+9.13531e-05j -0.0029795-0.0119043j -0.0109115-0.00718987j 0.00284412-0.0128331j 0.00353899-0.018975j 0.00440251+0.00570449j 0.00248189+0.00327663j 0.00122728+0.0048833j -0.00588457-0.00125482j -0.000922969+0.00337763j 0.0149208+0.00287685j -0.00630365+0.0028977j 0.000759297+0.00636378j -0.00104181-0.0106731j -0.00472318-0.00251642j -0.00461511-0.000330604j 0.00188589+0.0010814j -0.00469955-0.00692851j 0.000206818-0.00573856j 0.000432086-0.00329981j 0.00562972+0.00935808j -0.000868634+0.000414049j -0.00284951+0.00128324j -0.00257218-0.000189477j 0.00465845+0.0098018j -0.0011489-0.00969943j -0.00629717-0.00825148j -0.00247697-0.00183579j 0.00185009+0.00116747j 0.00300707+0.000614256j -0.00130871+0.00771894j 0.00106478-0.0090376j 0.00112172-0.00143735j -8.84657e-05+0.00548452j -0.000747933+0.000567977j 
-0.0085964-0.00180303j 3.2839e-05+0.00319959j 0.0101931+0.0125546j -0.010297+0.00703437j 0.00347058+0.00213602j -0.011683+0.00372931j -0.00334393-0.00392068j 0.0165414-0.00464942j 0.0068869-0.00434097j -0.0118473-0.00089324j -0.00119105+0.000516021j 0.0191247-0.00547145j 0.0116456+0.0116426j -0.0349431-0.0150256j 0.0263646+0.0124593j 0.00258268+0.0106003j 0.00371805+0.00443046j 0.00641235+0.00918675j -0.00267369+0.00249507j 0.00295292-0.0201512j -0.00384764+0.0044477j -0.0167961-0.0190449j 0.0158724-0.00199414j -0.00160044+0.00214419j -0.00244852-0.0161217j -0.00865374-0.00389582j 0.00900106-0.00149807j -0.00779009+0.000444891j -0.00746729-0.00688988j 0.00624642+0.00880357j 0.00684193+0.000675754j -0.00619239-0.00274643j 0.00256948-0.000684261j -0.00247561+0.00286403j 0.0107948+0.0150352j 0.0127648-0.00855271j 0.000166056+0.00703583j -0.0149194+0.000680873j -0.0077834-0.00411284j -0.00352197-0.00144394j -0.00462054+0.00128702j -0.0166792+0.0154578j 0.0107988+0.00840192j 0.00147346+0.0129064j 0.000530695+0.00788131j -0.00527596-0.0102858j 0.0125896-0.0074286j 0.00553611+0.00798825j -0.0021884+0.00462121j 0.00871562-0.000724689j 0.00303535-0.0108837j -0.00453966+0.00947919j -0.0088089-0.000413165j 0.00199792-0.000383697j -0.00479772-0.0184478j 0.0054227+0.00753808j -0.00863281+0.00363848j 0.0103291+0.0192743j 0.00194241-0.00160327j 0.00452606+0.000750071j 0.00696153+0.00604903j 0.00153325+0.0166581j -0.00316735-0.00264181j -0.00611219-0.00967703j -0.00103642+0.00454639j 0.000573898+0.00406242j -0.00320025-0.00775539j -0.00200491+0.00532043j 0.00167283-0.00320518j 0.00299099-0.0018092j -0.00134277-0.000580658j 0.000973931-0.000535455j 
0.000152698+0.00167486j 0.00567856+0.000866335j 0.00206472+0.00958477j 0.00105977+0.00508609j -0.00405988-0.00350994j 0.00337016+0.0030708j -0.00554903-0.0203393j 0.0110086-0.0139792j 0.0115462-0.00400928j 0.00170887+0.0010369j -0.0168383-0.0107693j 0.000469977-0.0305437j -0.0150947+0.00530524j 7.34113e-05+0.00972252j -0.0163195-0.00288103j -0.00715831+0.0192969j 0.0118102+0.0273501j -0.00225078+0.00453747j -0.00208731-0.00317356j 0.0282442-0.009049j 0.0065232+0.0214647j 0.0201128+0.00473758j 0.0043895-0.0113273j 0.00429771-0.00652967j 0.0110635-0.00517467j -0.00590769-0.011162j 0.00415368+0.00586267j -0.0034704+0.00375443j 0.00434898-0.0046997j 0.00653679+0.0135865j -0.00614085-0.00725283j -0.000124404+0.0027936j -0.000583765-0.00580253j -0.00374958+0.0111931j 0.00319806+0.00109755j -0.00161436-0.00458938j -0.000232655-0.00512114j -0.000911862+0.00465968j 0.0078765-0.00990372j -0.00486834-0.00385249j 0.0054698+0.000311822j -0.0166601-0.0167017j -0.00451639+0.00673351j -0.0182595+0.00369872j 0.00215477+0.00744389j -0.00270792-0.000356194j -0.00202737-0.00482984j -0.0141936-0.00518029j -0.0128359-0.00713795j 0.0029105-0.0049691j 0.0104965+0.0147703j -0.0104838-0.0103723j 0.00252427+0.00021429j -0.00115791+0.00159483j 0.0109498-0.00312817j -0.0031971-0.00701468j -0.0119734-0.0158759j -0.0145897-0.000758991j 0.00216273-0.00612956j 0.0089235+0.00893412j 0.00470932+0.00214513j -0.00582813-0.00354725j 0.000231911-0.0117539j 0.00342711-0.00406256j 0.00346519+0.00563615j -0.000323143-0.00450923j 0.00135546-0.00364624j 0.00131488+0.00775166j -0.00168957-0.00863769j 0.00331083-0.000983776j -0.00218372-0.0011855j -0.000959333+0.000116088j 
-0.0102036+0.00418953j -0.00723659+0.00156845j -0.0105666+0.0131876j 0.00357449-0.00813618j -0.00863536+0.0199465j -0.00108137+0.000602305j -0.00144038+0.0200192j -0.0127226+0.020166j -0.000340001+0.00897172j 0.00383146+0.006024j -0.00108911+0.006956j -0.00832715+0.0116406j 0.00140575+0.00131354j 0.0169181-0.0114884j 0.00840966-0.0023481j 0.00543379+0.00178629j -0.0048175-0.00150573j -0.00431822-0.00408918j -0.00066069-0.00396656j -0.00458093+0.00107656j -0.0040248-0.00840096j 0.0124708-0.00421014j 0.00202249+0.00290367j -0.00274314+0.00602842j -0.000941397+0.000704054j -0.00277489+0.00660007j 0.00433458-0.00342893j 0.0027675+0.00358975j -0.00941583-0.000814585j -0.000364221+0.00130357j 0.00447096-0.00701247j 0.00655598-0.000778393j -0.0123766+0.0109904j -0.00491752+0.00410802j -0.00180164+0.00302449j 9.29277e-05-0.00375162j -0.00929683+0.00370892j -0.00161645-0.00891319j 0.00201343+0.00649547j -0.00508799+0.0029357j 0.00550302+0.004847j -0.00341429+0.00755912j -0.00291449-0.00218119j -0.00309534-0.00128815j 0.00815365-0.00523188j 0.00119276+0.00241067j -0.00214929-0.000215618j -0.00406128-0.00577126j -0.00578749+0.00484791j -0.00877169-0.00187525j 0.00544918+0.00358417j -0.00924797+0.0028784j -0.00701198+0.000683943j -0.000962438-0.00401145j -0.000538508+0.00507039j -0.000479779+0.000867988j -0.00195063+0.00109357j -0.000373102-0.00345995j -0.00557624-0.0014392j 0.00212389-0.000806086j -0.00239785-0.00280945j 0.00231791-0.00114912j -0.00486096+0.00180786j -0.000551+0.00525546j -0.000955662+0.00131736j 0.000950174+0.00174539j 0.00284396+0.00396901j -4.54357e-05-0.000864134j -0.0031896-0.00112843j 0.000970623+0.00138643j -0.000104047-0.00166695j 0.00178082-0.000251619j 
