-0.0720061-0j -0.0103932-0j -0.0590299-0j -0.0104351-0j -0.000869593-0j 0.0353457-0j -0.0362942-0j 0.00589094-0j 0.00360745-0j -0.00604903-0j 0.000736368-0j -0.00370426-0j -0.000756128-0j 4.33909e-05-0j -4.45553e-05-0j -0.0260693-0j 0.0317417-0j -0.0188178-0j -0.00420692-0j -0.00343494-0j 0.00512229-0j -0.00049579-0j -0.00303672-0j -0.000429367-0j 0.00418233-0j -5.06014e-05-0j 0.000603668-0j -0.00247947-0j 0.000522792-0j -2.30963e-06-0j -0.00035788-0j -0.000309933-0j 6.16116e-05-0j 2.81217e-06-0j -3.6526e-05-0j -1.66718e-06-0j -0.0204805-0j -0.0238939-0j 0.0434266-0j -0.00323826-0j 0.0205718-0j -0.00862378-0j -0.00256007-0j -0.00377796-0j -0.00170671-0j -0.000369514-0j 0.00686634-0j 0.00325269-0j -0.00298674-0j -0.000426678-0j -0.00136354-0j -0.00199116-0j -0.000150853-0j 0.00542832-0j -0.000431099-0j -3.55565e-05-0j 0.00361888-0j 0.00078351-0j 0.00257148-0j -3.77133e-05-0j 0.00171432-0j -0.000497791-0j 0.000371161-0j -0.00107797-0j -3.14278e-06-0j 0.00090472-0j -0.000175996-0j -0.000718648-0j -4.14825e-05-0j -0.000155592-0j -1.17124e-07-0j 0.000319867-0j 7.53933e-05-0j -4.39989e-05-0j 0.00042858-0j 7.99667e-05-0j 0.000151526-0j -3.66657e-06-0j -0.000179662-0j 3.5715e-05-0j 3.78815e-05-0j 6.66389e-06-0j -6.35201e-05-0j -1.36645e-07-0j -1.49718e-05-0j 3.15679e-06-0j 2.48349e-07-0j -1.588e-05-0j 1.17647e-07-0j -1.32334e-06-0j -4.93178e-08-0j 
0.00105597-0j 0.000152417-0j 0.000865677-0j 0.000153032-0j 1.27526e-05-0j 0.510996-0j -0.104262-0j -0.000434772-0j -0.000266242-0j 8.87093e-05-0j -5.43465e-05-0j 5.43231e-05-0j 1.10887e-05-0j -3.2024e-06-0j 6.53405e-07-0j 0.000382308-0j -0.00234264-0j 0.000275965-0j -0.0120852-0j 5.03735e-05-0j 0.0740535-0j 7.27079e-06-0j -0.00872353-0j 6.29669e-06-0j -0.00030867-0j 7.42072e-07-0j -4.45527e-05-0j 3.63615e-05-0j -3.85838e-05-0j 3.38708e-08-0j 5.24833e-06-0j 4.54519e-06-0j -4.54715e-06-0j -2.07548e-07-0j 5.35656e-07-0j 2.44492e-08-0j 0.000300348-0j 0.000350406-0j 0.0027279-0j 4.74892e-05-0j -0.00151827-0j 0.000126468-0j -0.00735427-0j 5.5404e-05-0j 2.5029e-05-0j -0.0010615-0j 0.000431319-0j -0.00024006-0j -0.00857998-0j 6.25725e-06-0j 1.99964e-05-0j 2.92005e-05-0j 2.21227e-06-0j -0.0667949-0j -0.00123841-0j 5.21437e-07-0j 0.000227325-0j -0.00964101-0j 0.0371761-0j 5.53068e-07-0j -0.000126523-0j 7.30012e-06-0j 0.00536591-0j -0.00309668-0j 4.6089e-08-0j 5.68312e-05-0j 2.58098e-06-0j 1.0539e-05-0j 6.08344e-07-0j -0.000446967-0j 1.71764e-09-0j 2.00929e-05-0j 4.73594e-06-0j 6.45246e-07-0j -3.16306e-05-0j 5.02322e-06-0j -1.11831e-05-0j 5.37705e-08-0j 2.63475e-06-0j -2.63589e-06-0j -2.79578e-06-0j 4.18602e-07-0j 9.31526e-07-0j 2.00391e-09-0j 2.19563e-07-0j -2.32982e-07-0j 1.56004e-08-0j 2.32882e-07-0j -8.68272e-09-0j 1.94068e-08-0j 7.23249e-10-0j 
-0.00174227-0j -0.000251475-0j 0.0027956-0j 0.000494197-0j 4.11831e-05-0j 0.170259-0j 0.157541-0j -0.000144862-0j -8.87093e-05-0j -0.000134041-0j -1.81077e-05-0j -8.2083e-05-0j -1.67551e-05-0j -1.06701e-06-0j -9.87305e-07-0j 0.00125821-0j 0.00152776-0j -0.00176295-0j -0.0397732-0j 0.000165783-0j -0.0482942-0j 2.39287e-05-0j 0.0557288-0j 2.07229e-05-0j 0.0002013-0j 2.44222e-06-0j 2.90552e-05-0j -0.000232289-0j 2.51625e-05-0j 1.11471e-07-0j -3.35281e-05-0j -2.90362e-05-0j 2.96543e-06-0j 1.35353e-07-0j -3.42195e-06-0j -1.5619e-07-0j -0.000495549-0j -0.00225718-0j -0.000354037-0j -7.83532e-05-0j -0.000463285-0j -0.000242795-0j 0.0121339-0j -0.000356892-0j -4.12957e-05-0j 0.00175138-0j -5.59782e-05-0j -7.32517e-05-0j 0.055269-0j -1.03239e-05-0j -3.83893e-05-0j -0.000188099-0j -3.65006e-06-0j 0.00866889-0j 0.0079774-0j -8.60328e-07-0j -2.95031e-05-0j 0.00125125-0j 0.0113439-0j -9.12516e-07-0j -3.86071e-05-0j -4.70247e-05-0j 0.00163735-0j 0.00594504-0j -7.6043e-08-0j -7.37577e-06-0j -1.66257e-05-0j -2.02329e-05-0j -3.91872e-06-0j 0.000858093-0j -2.83395e-09-0j -2.60773e-06-0j -6.14648e-07-0j -4.15643e-06-0j -9.65176e-06-0j -6.51933e-07-0j -3.41241e-06-0j -3.46369e-07-0j -5.05823e-06-0j -8.04314e-07-0j -8.53104e-07-0j -5.43277e-08-0j -1.78835e-06-0j -1.29084e-08-0j -4.21519e-07-0j -7.1092e-08-0j -2.02467e-09-0j -4.47089e-07-0j -2.64944e-09-0j -3.72574e-08-0j -1.3885e-09-0j 
-0.000431099-0j 0.00594891-0j -0.0500399-0j -0.00287109-0j -0.000727889-0j -0.000215064-0j 0.000217204-0j -0.247104-0j -2.19499e-05-0j 0.249563-0j 0.000428358-0j 2.21683e-05-0j -0.000432622-0j 5.07465e-05-0j -5.12516e-05-0j -0.000156077-0j 0.000187637-0j -0.000103177-0j 0.0011914-0j 0.00299713-0j -0.00143231-0j -0.0413586-0j 0.000787595-0j 0.000121596-0j -0.00360318-0j 4.35968e-05-0j 0.0497217-0j 0.00198131-0j -0.000146185-0j 3.32574e-06-0j -0.0273409-0j 8.03836e-05-0j -5.24124e-05-0j -3.99823e-06-0j 2.88204e-05-0j 2.19854e-06-0j 0.000370068-0j 0.00013898-0j -8.76015e-05-0j -0.00276781-0j 0.00012512-0j -0.000246519-0j 4.62585e-05-0j -0.00103946-0j -0.0090198-0j -0.00063834-0j 0.000655188-0j -0.000935799-0j 1.73725e-05-0j 0.0531501-0j 0.00184376-0j -0.00338741-0j 2.72581e-06-0j -1.09502e-05-0j -0.000239731-0j 0.0134748-0j 0.00213514-0j 0.000151106-0j 1.564e-05-0j -6.51503e-05-0j -0.0030496-0j 0.0199607-0j -0.000215823-0j -3.08149e-05-0j -1.09152e-05-0j -0.0125815-0j 1.02369e-06-0j 0.0060085-0j 0.0050605-0j 0.000425227-0j -6.11235e-07-0j -6.45246e-07-0j -0.00318971-0j -2.44674e-05-0j 0.0179701-0j 1.54222e-05-0j 9.21598e-07-0j -4.09923e-06-0j -0.0354057-0j 0.00455584-0j -2.20274e-05-0j 2.58381e-06-0j -1.81579e-06-0j -2.29551e-07-0j -0.00897617-0j -3.69043e-06-0j 1.4469e-07-0j 4.33996e-05-0j -2.06659e-07-0j 7.27109e-06-0j 4.07171e-07-0j 
-0.0336933-0j 2.51422e-05-0j 0.0001428-0j -0.00488283-0j 2.10364e-06-0j 8.68989e-05-0j 8.77994e-05-0j 1.44831e-05-0j 0.164196-0j 1.46332e-05-0j -0.000350181-0j 0.165897-0j -0.00035381-0j 1.06678e-07-0j 1.07784e-07-0j -0.000314653-0j 7.80383e-05-0j 4.55223e-05-0j -5.0777e-05-0j 0.00801937-0j 1.25934e-05-0j -5.98412e-06-0j 7.34614e-06-0j -0.0959432-0j -0.00198891-0j 0.000118136-0j 1.48414e-06-0j -0.0011602-0j 0.0237952-0j -2.78769e-08-0j 8.6575e-07-0j 0.0138805-0j -2.92995e-05-0j 6.91385e-09-0j -1.70914e-05-0j 4.03308e-09-0j 4.95446e-05-0j -0.000288397-0j 3.53963e-05-0j 7.83368e-06-0j 5.05767e-05-0j 2.08618e-05-0j -0.00119791-0j -4.55995e-05-0j 4.12871e-06-0j 8.93893e-07-0j 5.59665e-06-0j 7.99689e-06-0j 0.006973-0j -0.000199652-0j 3.29855e-06-0j -2.40331e-05-0j 0.0204803-0j -0.00085583-0j -5.20331e-06-0j 8.60149e-08-0j 2.9497e-06-0j 6.38628e-07-0j -0.00122287-0j 0.00168901-0j 4.21473e-06-0j 0.00116217-0j 9.12516e-07-0j -0.000504408-0j -1.47058e-06-0j -0.000142638-0j -0.119215-0j 1.73849e-06-0j -5.00689e-07-0j 3.76393e-07-0j 2.83336e-10-0j 0.0146318-0j 6.1452e-08-0j -0.00983166-0j -0.000203812-0j 0.00120669-0j 0.0209069-0j 8.56017e-06-0j -8.4068e-05-0j 8.78068e-08-0j 0.0017242-0j -1.05063e-06-0j 0.00862367-0j -1.64929e-09-0j 3.62185e-08-0j -1.50121e-06-0j 2.02425e-10-0j 0.000711196-0j 2.89239e-10-0j -6.19219e-07-0j 1.19305e-10-0j 
0.0510637-0j -3.81042e-05-0j 0.000210258-0j -0.00718948-0j 3.0974e-06-0j -0.000131699-0j 0.00013301-0j -2.19499e-05-0j -0.248846-0j 2.21683e-05-0j 0.000530714-0j 0.251323-0j -0.000535997-0j -1.61676e-07-0j 1.63285e-07-0j -9.5577e-05-0j 0.000114904-0j -6.3183e-05-0j -1.54237e-05-0j 0.00243591-0j 1.85425e-05-0j -1.8177e-06-0j -1.01961e-05-0j -0.0291431-0j -0.00292848-0j 3.58844e-05-0j 2.18525e-06-0j 0.0016103-0j 0.0350361-0j -8.4677e-09-0j -1.20162e-06-0j -0.0192656-0j -4.31405e-05-0j 1.018e-08-0j 2.3722e-05-0j -5.59773e-09-0j 0.00022662-0j 8.51077e-05-0j -5.36447e-05-0j 3.58317e-05-0j 7.66202e-05-0j -0.000150962-0j -0.00547932-0j 1.34567e-05-0j 1.8885e-05-0j 4.08872e-06-0j -8.48198e-06-0j 1.21147e-05-0j -0.00205778-0j -0.00091322-0j -2.38691e-05-0j 7.09231e-06-0j 0.0936779-0j 0.00129705-0j 1.53553e-06-0j 3.93437e-07-0j -4.47039e-06-0j -9.67869e-07-0j -0.00185256-0j 0.00772564-0j 6.38502e-06-0j -0.000342963-0j 1.3824e-06-0j 0.00365002-0j -6.7265e-06-0j 0.000216175-0j 0.035181-0j -1.25801e-05-0j 1.47756e-07-0j -2.72368e-06-0j 1.296e-09-0j -0.0221752-0j -9.31332e-08-0j 0.00290139-0j -0.00030876-0j -0.00182879-0j 0.0316726-0j -2.52616e-06-0j 0.000608337-0j 1.33021e-07-0j 0.00261204-0j 1.59228e-06-0j -0.0624031-0j 4.86715e-10-0j -2.62086e-07-0j -2.27423e-06-0j -3.06784e-10-0j -0.0051464-0j 4.38177e-10-0j 4.48083e-06-0j -8.63322e-10-0j 
0.00513154-0j -0.0344422-0j -4.37233e-05-0j -0.071098-0j -0.00883068-0j 2.61804e-05-0j -2.6883e-05-0j -0.000417164-0j -0.000516845-0j 0.000428358-0j -0.234788-0j 0.000530714-0j 0.241088-0j 0.000887443-0j -0.000911257-0j -1.93095e-05-0j 2.3511e-05-0j -1.39383e-05-0j 0.00029791-0j 0.000244792-0j -0.000362732-0j -0.00164301-0j 0.000215043-0j -0.00588125-0j -0.000298056-0j 0.04944-0j 0.00200051-0j 0.0001767-0j 0.00716093-0j -7.90028e-05-0j -0.00118599-0j -0.00424531-0j -0.0601975-0j 9.61928e-05-0j 0.0356877-0j -5.70273e-05-0j 4.57841e-05-0j -1.76982e-05-0j 3.21659e-05-0j -0.000692095-0j 1.52375e-05-0j -6.38761e-06-0j -0.000550634-0j 0.000267534-0j 3.81534e-06-0j 0.00369578-0j -0.000486236-0j -0.000230337-0j 0.000212851-0j 0.0087739-0j 9.65582e-05-0j -1.47485e-06-0j -9.80137e-05-0j -0.000386851-0j -0.00142863-0j 0.00108976-0j 2.68049e-06-0j 0.00259649-0j -0.000183257-0j -0.0729608-0j 1.26979e-06-0j -0.00339161-0j 0.00123-0j 7.68222e-05-0j -0.0186649-0j 0.00616416-0j 3.78879e-05-0j -5.32301e-07-0j -0.000421253-0j -0.00051562-0j 1.81751e-05-0j -6.88602e-05-0j 0.000765616-0j 0.0282035-0j 0.00292006-0j -0.0512591-0j -3.26201e-05-0j 0.00721507-0j -0.0012241-0j 0.000362684-0j -0.0242822-0j -0.0131132-0j 1.36745e-05-0j -7.02572e-06-0j -0.000152038-0j -0.00621191-0j 1.2769e-05-0j 0.0101792-0j 6.04889e-06-0j 0.00260405-0j -2.53572e-06-0j 
-0.00184795-0j -0.000266729-0j 0.00147181-0j 0.000260181-0j 2.16818e-05-0j -0.535966-0j -0.182384-0j 0.000456017-0j 0.000279253-0j 0.000155178-0j 5.70022e-05-0j 9.50269e-05-0j 1.93973e-05-0j 3.35889e-06-0j 1.143e-06-0j -0.000669039-0j -0.00238717-0j -0.000442281-0j 0.021149-0j -8.81536e-05-0j 0.075461-0j -1.27239e-05-0j 0.013981-0j -1.10192e-05-0j -0.000314537-0j -1.29863e-06-0j -4.53996e-05-0j -5.82756e-05-0j -3.93172e-05-0j -5.92739e-08-0j -8.41136e-06-0j -7.28445e-06-0j -4.63357e-06-0j -2.11493e-07-0j -8.58481e-07-0j -3.91841e-08-0j -0.000525609-0j 0.000595754-0j -0.000351612-0j -8.31061e-05-0j -0.00159182-0j -0.00105673-0j 0.01287-0j 9.41969e-05-0j -4.38007e-05-0j 0.00185762-0j -5.55947e-05-0j -0.000251689-0j -0.0145875-0j -1.09502e-05-0j -0.000167084-0j 4.96461e-05-0j -3.87148e-06-0j 0.00860951-0j -0.00210553-0j -9.12516e-07-0j -2.9301e-05-0j 0.00124268-0j 0.038977-0j -9.67869e-07-0j -0.000132652-0j 1.24115e-05-0j 0.00562584-0j 0.0258749-0j -8.06557e-08-0j -7.32524e-06-0j 4.38814e-06-0j -8.80609e-05-0j 1.03429e-06-0j 0.00373473-0j -3.00586e-09-0j -2.58987e-06-0j -6.10437e-07-0j 1.09704e-06-0j -3.31629e-05-0j -6.47466e-07-0j -1.17248e-05-0j 9.14196e-08-0j -2.20152e-05-0j -2.76357e-06-0j -2.93121e-06-0j -5.39555e-08-0j -7.78356e-06-0j 3.40701e-09-0j -1.8346e-06-0j -2.44268e-07-0j -2.0108e-09-0j -1.94589e-06-0j -9.10332e-09-0j -1.62158e-07-0j -6.04325e-09-0j 
0.00342103-0j -0.0229615-0j -2.91489e-05-0j -0.0473986-0j -0.00588712-0j -1.77382e-05-0j -1.7922e-05-0j 0.000282643-0j 0.000350181-0j 0.000285572-0j 0.159077-0j 0.00035381-0j 0.160726-0j -0.000601274-0j -0.000607505-0j 6.42283e-05-0j -1.59295e-05-0j -9.29221e-06-0j -0.000990928-0j -0.000814242-0j 0.000245764-0j 0.00546508-0j 0.000143362-0j 0.0195626-0j 0.000201943-0j -0.16445-0j -0.00135541-0j 0.0001178-0j -0.00485178-0j 0.000262784-0j -0.000790659-0j -0.00283021-0j 0.0407859-0j -6.5174e-05-0j 0.0237918-0j -3.80182e-05-0j -1.01132e-05-0j 5.88687e-05-0j -7.22525e-06-0j 0.000152877-0j -1.03239e-05-0j -4.25841e-06-0j 0.000121629-0j -0.000889889-0j -8.4277e-07-0j -0.00081636-0j 0.00010922-0j 0.000156062-0j -0.000707999-0j -0.00193807-0j 6.43722e-05-0j 4.90573e-06-0j 2.16502e-05-0j 8.68962e-05-0j 0.004752-0j -0.000240716-0j -6.02104e-07-0j -0.000583236-0j 0.000124163-0j 0.0161163-0j -8.60328e-07-0j 0.0112814-0j -0.000833367-0j 5.12148e-05-0j 0.00412289-0j -0.00138462-0j -0.000126025-0j -3.54867e-07-0j 0.0014012-0j -0.000343747-0j -4.0147e-06-0j 1.54677e-05-0j -0.000171976-0j -0.0938123-0j -0.00197844-0j 0.011514-0j 2.21013e-05-0j -0.0239992-0j -0.000816065-0j -0.000245731-0j 0.0164521-0j 0.00294554-0j 9.11631e-06-0j 2.33694e-05-0j -0.000101359-0j 0.00420879-0j -2.86824e-06-0j 0.00678613-0j -4.09834e-06-0j 0.00173604-0j -1.69048e-06-0j 
-0.000497791-0j 0.00686921-0j 0.000846546-0j 4.85714e-05-0j 1.2314e-05-0j 0.000244351-0j 0.000243765-0j 0.280754-0j 2.49389e-05-0j 0.280081-0j -0.000486691-0j 2.48792e-05-0j -0.000485524-0j -5.7657e-05-0j -5.75188e-05-0j 0.000359487-0j 3.12341e-06-0j 0.000254627-0j -0.00274412-0j -0.00690322-0j -2.38423e-05-0j 0.0952603-0j -0.00194367-0j -0.00028007-0j -5.99786e-05-0j -0.000100415-0j 0.00082767-0j -0.00488958-0j -2.43339e-06-0j -7.66009e-06-0j 0.0674733-0j -0.000198375-0j -8.72459e-07-0j -6.65547e-08-0j -7.11247e-05-0j -5.42568e-06-0j -0.000141585-0j 4.6899e-06-0j 0.000300215-0j 0.00105894-0j -0.000138168-0j 0.000175459-0j -1.76982e-05-0j -3.50766e-05-0j 0.00345091-0j 0.000244224-0j -0.00224537-0j 0.00103338-0j 5.86237e-07-0j -0.0203348-0j -0.00131229-0j -0.000114309-0j -1.04287e-06-0j 3.75269e-05-0j -8.08973e-06-0j -0.00515536-0j -0.00731725-0j -0.000517849-0j -1.7271e-05-0j 2.4926e-05-0j 0.00336762-0j 0.000673575-0j 0.00023833-0j 2.19323e-05-0j 4.17607e-06-0j 0.0431176-0j 3.45444e-08-0j -0.00427652-0j 0.000170767-0j -0.000302653-0j 2.33854e-07-0j 2.21129e-06-0j 0.0109313-0j -8.25654e-07-0j -0.019844-0j -5.28527e-05-0j -1.0177e-06-0j -1.38329e-07-0j 0.0251998-0j -0.00503092-0j 2.43244e-05-0j -8.85486e-06-0j 1.29238e-06-0j -7.74622e-09-0j 0.00638874-0j 4.07527e-06-0j -4.9586e-07-0j -3.08894e-05-0j 2.2821e-07-0j -5.17516e-06-0j -2.89802e-07-0j 
3.14278e-06-0j 0.0125255-0j 2.57642e-06-0j -8.75423e-05-0j -0.0994894-0j -1.5427e-06-0j 1.58409e-06-0j 4.94203e-05-0j -1.57451e-07-0j -5.07465e-05-0j -0.000887443-0j 1.61676e-07-0j 0.000911257-0j -0.227247-0j 0.233345-0j 1.13782e-06-0j -1.3854e-06-0j 8.21323e-07-0j -3.52927e-05-0j 1.49921e-07-0j 4.29719e-05-0j 0.000597508-0j -2.54756e-05-0j -3.60205e-06-0j -1.82542e-07-0j -0.00578926-0j -0.000727517-0j 1.08219e-07-0j 4.3858e-06-0j 0.0631503-0j 0.000431304-0j -2.60009e-06-0j 0.00704893-0j -0.076891-0j -0.00417891-0j 0.0455843-0j -2.69785e-06-0j 1.04287e-06-0j -1.89539e-06-0j 8.19907e-05-0j -8.97878e-07-0j 3.76393e-07-0j -3.37232e-07-0j -3.16941e-05-0j -2.24821e-07-0j -0.00134403-0j 5.76031e-05-0j 2.72875e-05-0j 1.30359e-07-0j 1.08032e-05-0j -1.1439e-05-0j 8.69062e-08-0j -1.98716e-08-0j -2.36924e-07-0j 0.000519544-0j 0.0122776-0j -1.5795e-07-0j -0.000944257-0j -1.12235e-07-0j -0.000137174-0j -7.48231e-08-0j -4.17607e-06-0j -0.000447309-0j 4.70492e-08-0j -0.049676-0j 7.58988e-06-0j 7.6815e-09-0j 3.13661e-08-0j -0.00474598-0j 0.000187514-0j -0.0294067-0j -1.39609e-08-0j 0.00862569-0j 5.30258e-05-0j 3.59544e-06-0j -9.63728e-05-0j -6.61349e-09-0j 0.0192026-0j -1.50722e-06-0j 0.00408612-0j -4.56533e-05-0j -0.0349002-0j 2.7724e-09-0j 0.0113674-0j -0.00171292-0j -0.0165328-0j -0.0206598-0j 1.9138e-05-0j -0.00978689-0j 0.00693059-0j 0.0041027-0j 
-0.00518472-0j 0.0347991-0j -4.29188e-05-0j -0.0697898-0j -0.0086682-0j 2.6883e-05-0j -2.71505e-05-0j -0.000428358-0j -0.000530714-0j 0.000432622-0j -0.241088-0j 0.000535997-0j 0.243488-0j 0.000911257-0j -0.000920327-0j 1.95096e-05-0j -2.34546e-05-0j 1.28972e-05-0j -0.000300998-0j -0.000247329-0j 0.000361862-0j 0.00166004-0j -0.00019898-0j 0.00594219-0j 0.000297341-0j -0.0499524-0j -0.00199571-0j -0.000163501-0j -0.00714376-0j 7.98215e-05-0j 0.0010974-0j 0.0039282-0j 0.0600532-0j -9.59622e-05-0j -0.0330219-0j 5.27675e-05-0j -4.62585e-05-0j -1.73725e-05-0j 1.09502e-05-0j 0.000699267-0j -1.564e-05-0j 3.08149e-05-0j 0.00055634-0j 0.000262612-0j -3.85488e-06-0j -0.00373408-0j -0.000165528-0j 0.000236423-0j 0.000208935-0j -0.00886482-0j -0.000465813-0j -1.44771e-06-0j 9.90294e-05-0j -0.000131695-0j -0.00140234-0j -0.00110105-0j 9.12516e-07-0j 0.00088392-0j 0.000188099-0j 0.0737169-0j -1.30334e-06-0j -0.00332921-0j -0.00126249-0j -0.000370603-0j 0.0188584-0j 0.00209845-0j 3.71908e-05-0j 2.56791e-06-0j -0.000413502-0j 0.00248744-0j -1.83634e-05-0j -2.34419e-05-0j 0.000260637-0j 0.0276846-0j -0.0029972-0j -0.01745-0j 3.34819e-05-0j 0.00708231-0j 0.00590526-0j -0.000372266-0j 0.0249237-0j -0.00446409-0j -6.59679e-05-0j -6.89645e-06-0j 0.000733459-0j 0.00637602-0j 4.34694e-06-0j -0.0491061-0j -6.20869e-06-0j -0.0125624-0j 1.22327e-05-0j 
0.00107797-0j 0.000155592-0j -0.00260082-0j -0.000459765-0j -3.83137e-05-0j 0.103652-0j -0.508189-0j -8.81908e-05-0j -5.40056e-05-0j 0.000432383-0j -1.10239e-05-0j 0.00026478-0j 5.40479e-05-0j -6.49587e-07-0j 3.1848e-06-0j 0.000390273-0j 0.00139852-0j 0.000327797-0j -0.0123369-0j 5.1423e-05-0j -0.0442087-0j 7.42226e-06-0j -0.010362-0j 6.42787e-06-0j 0.000184271-0j 7.57532e-07-0j 2.65972e-05-0j 4.3191e-05-0j 2.30339e-05-0j 3.45764e-08-0j 6.23409e-06-0j 5.39888e-06-0j 2.71457e-06-0j 1.23902e-07-0j 6.36264e-07-0j 2.90414e-08-0j 0.000306605-0j -0.00105275-0j -0.00065012-0j 4.84785e-05-0j -0.00147047-0j -0.00182082-0j -0.00750748-0j -0.000166455-0j 2.55504e-05-0j -0.00108361-0j -0.000102793-0j -0.000232502-0j 0.0257775-0j 6.38761e-06-0j -0.000287897-0j -8.77293e-05-0j 2.25836e-06-0j 0.0159187-0j 0.00372066-0j 5.32301e-07-0j -5.41767e-05-0j 0.00229767-0j 0.0360057-0j 5.6459e-07-0j -0.000122539-0j -2.19323e-05-0j 0.00519698-0j 0.0445843-0j 4.70492e-08-0j -1.35442e-05-0j -7.75425e-06-0j -0.000151735-0j -1.82769e-06-0j 0.00643518-0j 1.75342e-09-0j -4.78859e-06-0j -1.12868e-06-0j -1.93856e-06-0j -3.06348e-05-0j -1.19715e-06-0j -1.0831e-05-0j -1.61547e-07-0j -3.79337e-05-0j -2.5529e-06-0j -2.70776e-06-0j -9.97623e-08-0j -1.34116e-05-0j -6.0205e-09-0j -3.16114e-06-0j -2.25647e-07-0j -3.71792e-09-0j -3.3529e-06-0j -8.40936e-09-0j -2.79408e-07-0j -1.04129e-08-0j 
-0.000175996-0j 0.00242863-0j 0.0210273-0j 0.00120646-0j 0.000305867-0j 0.000434772-0j -8.87093e-05-0j 0.499544-0j 4.43737e-05-0j -0.101925-0j -0.000865967-0j -9.05385e-06-0j 0.000176689-0j -0.000102589-0j 2.09319e-05-0j -6.3718e-05-0j 0.000390441-0j -4.59941e-05-0j 0.000486386-0j 0.00122357-0j -0.0029804-0j -0.0168846-0j 0.000351092-0j 4.96416e-05-0j -0.00749761-0j 1.77983e-05-0j 0.103463-0j 0.000883222-0j -0.000304185-0j 1.35773e-06-0j -0.0121879-0j 3.58332e-05-0j -0.000109061-0j -8.31965e-06-0j 1.28475e-05-0j 9.80058e-07-0j -5.0058e-05-0j -5.8401e-05-0j -0.00045465-0j 0.000374393-0j 0.000253045-0j -2.1078e-05-0j -6.25725e-06-0j 0.000436792-0j 0.00122008-0j 8.63463e-05-0j 0.00340041-0j -0.00189257-0j -7.30012e-06-0j -0.00718945-0j 0.000157647-0j 0.00142343-0j -3.68712e-07-0j -5.68312e-05-0j 0.000100737-0j -0.00182269-0j 0.0110813-0j 0.000784237-0j 3.16306e-05-0j 8.81268e-06-0j -0.00616756-0j -0.00838769-0j -0.000436484-0j -2.63475e-06-0j 1.47646e-06-0j -0.0652979-0j -4.30164e-07-0j 0.000513742-0j -0.00212648-0j 3.6358e-05-0j 8.26799e-08-0j -3.34881e-06-0j -0.0165546-0j 1.02815e-05-0j 0.036343-0j 8.00409e-05-0j 1.86385e-06-0j 1.72254e-06-0j -0.00302728-0j 0.00921379-0j -4.45485e-05-0j 1.34099e-05-0j -1.55254e-07-0j 9.64599e-08-0j -0.000767486-0j -7.46358e-06-0j 7.50937e-07-0j 3.71078e-06-0j -4.1795e-07-0j 6.21697e-07-0j 3.48142e-08-0j 
0.0589633-0j -4.39989e-05-0j -3.55703e-06-0j 0.000121627-0j -5.23999e-08-0j 0.000149634-0j 0.000149275-0j 2.49389e-05-0j 0.282733-0j 2.48792e-05-0j -0.000602986-0j 0.282055-0j -0.000601541-0j 1.83693e-07-0j 1.83252e-07-0j 0.00022014-0j 1.91269e-06-0j 0.000155926-0j 3.5525e-05-0j -0.00561058-0j 3.08659e-07-0j 4.18666e-06-0j 2.51625e-05-0j 0.0671245-0j -4.87475e-05-0j -8.26516e-05-0j 3.63758e-08-0j -0.003974-0j 0.000583212-0j 1.95034e-08-0j 2.96543e-06-0j 0.0475446-0j -7.18119e-07-0j 1.69456e-10-0j -5.85425e-05-0j 1.38144e-08-0j -8.6703e-05-0j 2.87197e-06-0j 0.000183844-0j -1.37089e-05-0j -8.46103e-05-0j 0.000107446-0j 0.00209635-0j 4.54098e-07-0j -7.22525e-06-0j -1.56431e-06-0j 2.90682e-05-0j -1.33781e-05-0j -6.94398e-05-0j 0.000349391-0j 1.69887e-05-0j 2.3933e-07-0j -0.0358405-0j -0.00444506-0j 5.18166e-08-0j -1.50526e-07-0j 1.53203e-05-0j 3.31694e-06-0j 0.00204575-0j -0.00295577-0j -7.05086e-06-0j -1.15733e-05-0j -1.52656e-06-0j -0.00259788-0j 2.57351e-06-0j -0.000740843-0j 0.00118719-0j 8.95384e-06-0j 4.98605e-09-0j 1.93856e-06-0j -4.95839e-10-0j 0.0759955-0j 3.19173e-07-0j 9.79075e-05-0j 0.000340958-0j 0.00626737-0j -0.0349754-0j -8.52454e-08-0j -0.000432981-0j -1.46893e-07-0j -0.00288443-0j -5.45683e-06-0j 0.0444151-0j 1.64242e-11-0j 1.86538e-07-0j 2.51139e-06-0j 1.05137e-09-0j 0.00366292-0j -4.83871e-10-0j -3.1892e-06-0j 6.14464e-10-0j 
