-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
0.000408109-0j 8.73996e-05-0j 0.000801207-0j 0.00035403-0j 0.000699443-0j -0.000736012-0j 0.000603934-0j -0.000454127-0j 0.00106651-0j 0.00087484-0j -0.00120217-0j -0.000538951-0j -0.000561185-0j -0.00175543-0j 0.00182648-0j 0.000145723-0j -0.000306862-0j -0.00104803-0j 0.000281879-0j 0.000824141-0j -0.000693854-0j 0.000441174-0j 6.33471e-05-0j 0.000103013-0j 0.000504071-0j 0.000912739-0j 0.000604785-0j 0.00241296-0j -4.65575e-05-0j 0.00059773-0j -0.000895294-0j 0.000489454-0j -0.000101509-0j 7.94033e-05-0j -0.000448253-0j 0.000698162-0j -0.00082524-0j 0.00033734-0j 0.00103653-0j 0.000296889-0j -6.48481e-05-0j 0.00181771-0j -0.00172453-0j 0.000566146-0j -0.000555775-0j 0.00117321-0j 0.000853709-0j 0.0010361-0j -0.000452033-0j 0.000595878-0j -0.000728242-0j 0.000691174-0j -0.000352268-0j 0.000794241-0j -8.70966e-05-0j 0.000406086-0j 
0.000864358-0j 0.000185109-0j 0.00169692-0j 0.000749821-0j 0.00148139-0j -0.00155884-0j 0.00127911-0j -0.000961822-0j 0.00225881-0j 0.00185287-0j -0.00254614-0j -0.00114148-0j -0.00118857-0j -0.00371793-0j 0.00386841-0j 0.000308634-0j -0.00064992-0j -0.00221968-0j 0.000597008-0j 0.0017455-0j -0.00146955-0j 0.000934388-0j 0.000134167-0j 0.000218178-0j 0.0010676-0j 0.00193314-0j 0.00128091-0j 0.00511056-0j -9.86068e-05-0j 0.00126597-0j -0.0018962-0j 0.00103664-0j -0.000214991-0j 0.000168173-0j -0.000949382-0j 0.00147868-0j -0.00174782-0j 0.000714471-0j 0.00219532-0j 0.000628798-0j -0.000137346-0j 0.00384984-0j -0.00365249-0j 0.00119907-0j -0.00117711-0j 0.00248481-0j 0.00180812-0j 0.00219441-0j -0.000957388-0j 0.00126204-0j -0.00154239-0j 0.00146388-0j -0.000746089-0j 0.00168217-0j -0.000184467-0j 0.000860074-0j 
9.86683e-17-0j 2.11306e-17-0j 1.93707e-16-0j 8.55937e-17-0j 1.69104e-16-0j -1.77945e-16-0j 1.46013e-16-0j -1.09794e-16-0j 2.57848e-16-0j 2.1151e-16-0j -2.90648e-16-0j -1.30302e-16-0j -1.35677e-16-0j -4.2441e-16-0j 4.41588e-16-0j 3.52313e-17-0j -7.41898e-17-0j -2.53382e-16-0j 6.81498e-17-0j 1.99252e-16-0j -1.67753e-16-0j 1.06662e-16-0j 1.53154e-17-0j 2.49054e-17-0j 1.21869e-16-0j 2.20672e-16-0j 1.46219e-16-0j 5.83381e-16-0j -1.12562e-17-0j 1.44513e-16-0j -2.16455e-16-0j 1.18335e-16-0j -2.45417e-17-0j 1.91973e-17-0j -1.08374e-16-0j 1.68794e-16-0j -1.99518e-16-0j 8.15584e-17-0j 2.506e-16-0j 7.17786e-17-0j -1.56783e-17-0j 4.39468e-16-0j -4.1694e-16-0j 1.36877e-16-0j -1.3437e-16-0j 2.83647e-16-0j 2.06401e-16-0j 2.50497e-16-0j -1.09288e-16-0j 1.44065e-16-0j -1.76067e-16-0j 1.67105e-16-0j -8.51677e-17-0j 1.92023e-16-0j -2.10573e-17-0j 9.81793e-17-0j 
-0.000286381-0j -6.13306e-05-0j -0.000562228-0j -0.000248432-0j -0.000490818-0j 0.000516479-0j -0.000423797-0j 0.000318673-0j -0.000748395-0j -0.000613899-0j 0.000843593-0j 0.000378196-0j 0.000393799-0j 0.00123183-0j -0.00128169-0j -0.000102257-0j 0.000215333-0j 0.00073543-0j -0.000197802-0j -0.000578322-0j 0.000486896-0j -0.000309584-0j -4.44523e-05-0j -7.22871e-05-0j -0.00035372-0j -0.000640493-0j -0.000424394-0j -0.00169324-0j 3.26706e-05-0j -0.000419443-0j 0.000628252-0j -0.000343463-0j 7.12313e-05-0j -5.57194e-05-0j 0.000314551-0j -0.000489919-0j 0.000579093-0j -0.00023672-0j -0.000727358-0j -0.000208335-0j 4.55056e-05-0j -0.00127554-0j 0.00121015-0j -0.000397279-0j 0.000390002-0j -0.000823274-0j -0.000599071-0j -0.000727058-0j 0.000317204-0j -0.000418143-0j 0.000511027-0j -0.000485015-0j 0.000247196-0j -0.00055734-0j 6.1118e-05-0j -0.000284962-0j 
4.76769e-17-0j 1.02104e-17-0j 9.36001e-17-0j 4.13592e-17-0j 8.17116e-17-0j -8.59837e-17-0j 7.05539e-17-0j -5.30529e-17-0j 1.24593e-16-0j 1.02202e-16-0j -1.40442e-16-0j -6.29624e-17-0j -6.55598e-17-0j -2.05077e-16-0j 2.13377e-16-0j 1.70239e-17-0j -3.58488e-17-0j -1.22435e-16-0j 3.29302e-17-0j 9.62793e-17-0j -8.10587e-17-0j 5.15397e-17-0j 7.40045e-18-0j 1.20344e-17-0j 5.88875e-17-0j 1.0663e-16-0j 7.06533e-17-0j 2.81892e-16-0j -5.43902e-18-0j 6.98292e-17-0j -1.04592e-16-0j 5.71799e-17-0j -1.18586e-17-0j 9.2762e-18-0j -5.23667e-17-0j 8.1562e-17-0j -9.64078e-17-0j 3.94093e-17-0j 1.21091e-16-0j 3.46837e-17-0j -7.5758e-18-0j 2.12352e-16-0j -2.01467e-16-0j 6.61393e-17-0j -6.49278e-17-0j 1.37059e-16-0j 9.97336e-17-0j 1.21041e-16-0j -5.28083e-17-0j 6.96127e-17-0j -8.50761e-17-0j 8.07456e-17-0j -4.11533e-17-0j 9.27863e-17-0j -1.0175e-17-0j 4.74406e-17-0j 
-1.23154e-17-0j -2.63743e-18-0j -2.41777e-17-0j -1.06834e-17-0j -2.11068e-17-0j 2.22104e-17-0j -1.82247e-17-0j 1.3704e-17-0j -3.21836e-17-0j -2.63997e-17-0j 3.62774e-17-0j 1.62637e-17-0j 1.69347e-17-0j 5.29731e-17-0j -5.51171e-17-0j -4.39742e-18-0j 9.26005e-18-0j 3.1626e-17-0j -8.50616e-18-0j -2.48698e-17-0j 2.09382e-17-0j -1.33132e-17-0j -1.9116e-18-0j -3.10859e-18-0j -1.52112e-17-0j -2.75434e-17-0j -1.82504e-17-0j -7.28151e-17-0j 1.40495e-18-0j -1.80375e-17-0j 2.7017e-17-0j -1.47701e-17-0j 3.06319e-18-0j -2.39613e-18-0j 1.35268e-17-0j -2.10682e-17-0j 2.4903e-17-0j -1.01798e-17-0j -3.12789e-17-0j -8.9591e-18-0j 1.9569e-18-0j -5.48525e-17-0j 5.20407e-17-0j -1.70844e-17-0j 1.67714e-17-0j -3.54036e-17-0j -2.57621e-17-0j -3.1266e-17-0j 1.36409e-17-0j -1.79816e-17-0j 2.19759e-17-0j -2.08573e-17-0j 1.06303e-17-0j -2.39675e-17-0j 2.62828e-18-0j -1.22543e-17-0j 
0.000325652-0j 6.97409e-05-0j 0.000639327-0j 0.0002825-0j 0.000558124-0j -0.000587304-0j 0.000481912-0j -0.000362373-0j 0.000851023-0j 0.000698083-0j -0.000959275-0j -0.000430059-0j -0.0004478-0j -0.00140076-0j 0.00145745-0j 0.00011628-0j -0.000244862-0j -0.00083628-0j 0.000224927-0j 0.000657627-0j -0.000553664-0j 0.000352037-0j 5.05481e-05-0j 8.21998e-05-0j 0.000402226-0j 0.000728324-0j 0.000482591-0j 0.00192544-0j -3.71507e-05-0j 0.000476962-0j -0.000714404-0j 0.000390562-0j -8.09993e-05-0j 6.33602e-05-0j -0.000357686-0j 0.000557102-0j -0.000658504-0j 0.000269182-0j 0.0008271-0j 0.000236904-0j -5.17458e-05-0j 0.00145045-0j -0.0013761-0j 0.000451758-0j -0.000443483-0j 0.00093617-0j 0.000681221-0j 0.00082676-0j -0.000360702-0j 0.000475483-0j -0.000581104-0j 0.000551525-0j -0.000281094-0j 0.000633768-0j -6.94992e-05-0j 0.000324038-0j 
0.000972579-0j 0.000208285-0j 0.00190938-0j 0.000843702-0j 0.00166687-0j -0.00175402-0j 0.00143926-0j -0.00108225-0j 0.00254163-0j 0.00208486-0j -0.00286493-0j -0.00128439-0j -0.00133738-0j -0.00418343-0j 0.00435275-0j 0.000347277-0j -0.000731293-0j -0.0024976-0j 0.000671756-0j 0.00196404-0j -0.00165355-0j 0.00105138-0j 0.000150965-0j 0.000245494-0j 0.00120127-0j 0.00217518-0j 0.00144128-0j 0.00575042-0j -0.000110953-0j 0.00142447-0j -0.00213361-0j 0.00116643-0j -0.000241909-0j 0.000189229-0j -0.00106825-0j 0.00166381-0j -0.00196666-0j 0.000803926-0j 0.00247018-0j 0.000707526-0j -0.000154542-0j 0.00433186-0j -0.0041098-0j 0.0013492-0j -0.00132449-0j 0.00279592-0j 0.0020345-0j 0.00246916-0j -0.00107726-0j 0.00142006-0j -0.0017355-0j 0.00164716-0j -0.000839502-0j 0.00189278-0j -0.000207563-0j 0.000967758-0j 
0.00137508-0j 0.000294483-0j 0.00269958-0j 0.00119287-0j 0.0023567-0j -0.00247991-0j 0.00203489-0j -0.00153013-0j 0.00359347-0j 0.00294768-0j -0.00405057-0j -0.00181594-0j -0.00189085-0j -0.00591474-0j 0.00615413-0j 0.000490996-0j -0.00103394-0j -0.00353122-0j 0.00094976-0j 0.00277685-0j -0.00233786-0j 0.00148649-0j 0.000213441-0j 0.000347091-0j 0.00169841-0j 0.00307537-0j 0.00203776-0j 0.00813021-0j -0.00015687-0j 0.00201399-0j -0.00301659-0j 0.00164916-0j -0.000342022-0j 0.000267541-0j -0.00151034-0j 0.00235238-0j -0.00278056-0j 0.00113663-0j 0.00349246-0j 0.00100033-0j -0.000218498-0j 0.00612459-0j -0.00581063-0j 0.00190757-0j -0.00187262-0j 0.00395301-0j 0.00287648-0j 0.00349102-0j -0.00152308-0j 0.00200774-0j -0.00245373-0j 0.00232883-0j -0.00118693-0j 0.00267611-0j -0.000293463-0j 0.00136826-0j 
1.78217e-16-0j 3.81665e-17-0j 3.49879e-16-0j 1.54601e-16-0j 3.0544e-16-0j -3.21409e-16-0j 2.63732e-16-0j -1.98313e-16-0j 4.65732e-16-0j 3.82034e-16-0j -5.24975e-16-0j -2.35355e-16-0j -2.45064e-16-0j -7.6658e-16-0j 7.97607e-16-0j 6.36356e-17-0j -1.34003e-16-0j -4.57664e-16-0j 1.23094e-16-0j 3.59894e-16-0j -3.02999e-16-0j 1.92656e-16-0j 2.7663e-17-0j 4.49848e-17-0j 2.20123e-16-0j 3.98584e-16-0j 2.64103e-16-0j 1.05372e-15-0j -2.03312e-17-0j 2.61023e-16-0j -3.90966e-16-0j 2.1374e-16-0j -4.43278e-17-0j 3.46746e-17-0j -1.95748e-16-0j 3.0488e-16-0j -3.60374e-16-0j 1.47313e-16-0j 4.5264e-16-0j 1.29648e-16-0j -2.83185e-17-0j 7.93778e-16-0j -7.53087e-16-0j 2.4723e-16-0j -2.42702e-16-0j 5.1233e-16-0j 3.72806e-16-0j 4.52454e-16-0j -1.97398e-16-0j 2.60214e-16-0j -3.18016e-16-0j 3.01829e-16-0j -1.53832e-16-0j 3.46837e-16-0j -3.80342e-17-0j 1.77334e-16-0j 
-4.55005e-17-0j -9.74427e-18-0j -8.93274e-17-0j -3.94712e-17-0j -7.79816e-17-0j 8.20587e-17-0j -6.73332e-17-0j 5.06311e-17-0j -1.18906e-16-0j -9.75368e-17-0j 1.34031e-16-0j 6.00882e-17-0j 6.25671e-17-0j 1.95715e-16-0j -2.03636e-16-0j -1.62468e-17-0j 3.42123e-17-0j 1.16846e-16-0j -3.1427e-17-0j -9.18843e-17-0j 7.73584e-17-0j -4.91869e-17-0j -7.06263e-18-0j -1.1485e-17-0j -5.61994e-17-0j -1.01762e-16-0j -6.74281e-17-0j -2.69024e-16-0j 5.19074e-18-0j -6.66416e-17-0j 9.98173e-17-0j -5.45697e-17-0j 1.13173e-17-0j -8.85276e-18-0j 4.99762e-17-0j -7.78388e-17-0j 9.20069e-17-0j -3.76104e-17-0j -1.15563e-16-0j -3.31004e-17-0j 7.22998e-18-0j -2.02659e-16-0j 1.9227e-16-0j -6.31202e-17-0j 6.1964e-17-0j -1.30803e-16-0j -9.5181e-17-0j -1.15516e-16-0j 5.03977e-17-0j -6.6435e-17-0j 8.11925e-17-0j -7.70597e-17-0j 3.92747e-17-0j -8.85508e-17-0j 9.7105e-18-0j -4.5275e-17-0j 
-0.0015069-0j -0.000322713-0j -0.00295836-0j -0.00130722-0j -0.00258261-0j 0.00271764-0j -0.00222996-0j 0.00167681-0j -0.00393795-0j -0.00323025-0j 0.00443887-0j 0.00199002-0j 0.00207211-0j 0.00648174-0j -0.00674408-0j -0.000538064-0j 0.00113305-0j 0.00386973-0j -0.00104081-0j -0.00304305-0j 0.00256197-0j -0.00162898-0j -0.000233902-0j -0.000380364-0j -0.00186122-0j -0.00337019-0j -0.0022331-0j -0.00890959-0j 0.000171908-0j -0.00220705-0j 0.00330577-0j -0.00180725-0j 0.000374809-0j -0.000293188-0j 0.00165512-0j -0.00257788-0j 0.00304711-0j -0.00124559-0j -0.00382725-0j -0.00109623-0j 0.000239444-0j -0.0067117-0j 0.00636765-0j -0.00209043-0j 0.00205214-0j -0.00433195-0j -0.00315222-0j -0.00382568-0j 0.00166908-0j -0.00220021-0j 0.00268895-0j -0.00255208-0j 0.00130071-0j -0.00293264-0j 0.000321594-0j -0.00149943-0j 
-2.40616e-17-0j -5.15298e-18-0j -4.72382e-17-0j -2.08732e-17-0j -4.12383e-17-0j 4.33944e-17-0j -3.56072e-17-0j 2.67748e-17-0j -6.28799e-17-0j -5.15796e-17-0j 7.08784e-17-0j 3.17759e-17-0j 3.30868e-17-0j 1.03498e-16-0j -1.07687e-16-0j -8.59164e-18-0j 1.80922e-17-0j 6.17906e-17-0j -1.66193e-17-0j -4.85904e-17-0j 4.09088e-17-0j -2.60111e-17-0j -3.73487e-18-0j -6.07354e-18-0j -2.97194e-17-0j -5.38141e-17-0j -3.56574e-17-0j -1.42266e-16-0j 2.74497e-18-0j -3.52415e-17-0j 5.27855e-17-0j -2.88576e-17-0j 5.98483e-18-0j -4.68153e-18-0j 2.64285e-17-0j -4.11628e-17-0j 4.86552e-17-0j -1.98892e-17-0j -6.11124e-17-0j -1.75042e-17-0j 3.82337e-18-0j -1.0717e-16-0j 1.01677e-16-0j -3.33793e-17-0j 3.27679e-17-0j -6.91712e-17-0j -5.03337e-17-0j -6.10872e-17-0j 2.66514e-17-0j -3.51323e-17-0j 4.29363e-17-0j -4.07508e-17-0j 2.07693e-17-0j -4.68275e-17-0j 5.13512e-18-0j -2.39424e-17-0j 
0.000358766-0j 7.68325e-05-0j 0.000704336-0j 0.000311226-0j 0.000614876-0j -0.000647024-0j 0.000530915-0j -0.00039922-0j 0.000937559-0j 0.000769067-0j -0.00105682-0j -0.000473789-0j -0.000493335-0j -0.00154319-0j 0.00160565-0j 0.000128104-0j -0.00026976-0j -0.000921317-0j 0.000247798-0j 0.000724498-0j -0.000609963-0j 0.000387834-0j 5.56881e-05-0j 9.05583e-05-0j 0.000443126-0j 0.000802384-0j 0.000531663-0j 0.00212122-0j -4.09284e-05-0j 0.000525461-0j -0.000787048-0j 0.000430276-0j -8.92357e-05-0j 6.9803e-05-0j -0.000394057-0j 0.00061375-0j -0.000725464-0j 0.000296553-0j 0.000911204-0j 0.000260993-0j -5.70076e-05-0j 0.00159794-0j -0.00151603-0j 0.000497695-0j -0.000488579-0j 0.00103136-0j 0.000750491-0j 0.000910829-0j -0.00039738-0j 0.000523833-0j -0.000640194-0j 0.000607607-0j -0.000309677-0j 0.000698213-0j -7.65662e-05-0j 0.000356988-0j 
2.41197e-17-0j 5.16541e-18-0j 4.73522e-17-0j 2.09236e-17-0j 4.13378e-17-0j -4.34991e-17-0j 3.56931e-17-0j -2.68394e-17-0j 6.30316e-17-0j 5.1704e-17-0j -7.10494e-17-0j -3.18526e-17-0j -3.31666e-17-0j -1.03748e-16-0j 1.07947e-16-0j 8.61236e-18-0j -1.81358e-17-0j -6.19397e-17-0j 1.66594e-17-0j 4.87076e-17-0j -4.10075e-17-0j 2.60739e-17-0j 3.74388e-18-0j 6.08819e-18-0j 2.97911e-17-0j 5.39439e-17-0j 3.57434e-17-0j 1.42609e-16-0j -2.7516e-18-0j 3.53265e-17-0j -5.29128e-17-0j 2.89272e-17-0j -5.99927e-18-0j 4.69282e-18-0j -2.64923e-17-0j 4.12621e-17-0j -4.87726e-17-0j 1.99371e-17-0j 6.12598e-17-0j 1.75464e-17-0j -3.83259e-18-0j 1.07429e-16-0j -1.01922e-16-0j 3.34598e-17-0j -3.28469e-17-0j 6.93381e-17-0j 5.04551e-17-0j 6.12345e-17-0j -2.67157e-17-0j 3.5217e-17-0j -4.30399e-17-0j 4.08491e-17-0j -2.08194e-17-0j 4.69405e-17-0j -5.1475e-18-0j 2.40001e-17-0j 
1.689e-16-0j 3.61711e-17-0j 3.31587e-16-0j 1.46519e-16-0j 2.89471e-16-0j -3.04605e-16-0j 2.49944e-16-0j -1.87945e-16-0j 4.41383e-16-0j 3.62061e-16-0j -4.97528e-16-0j -2.2305e-16-0j -2.32252e-16-0j -7.26502e-16-0j 7.55907e-16-0j 6.03086e-17-0j -1.26997e-16-0j -4.33737e-16-0j 1.16658e-16-0j 3.41078e-16-0j -2.87158e-16-0j 1.82584e-16-0j 2.62168e-17-0j 4.26329e-17-0j 2.08614e-16-0j 3.77745e-16-0j 2.50296e-16-0j 9.98627e-16-0j -1.92682e-17-0j 2.47376e-16-0j -3.70526e-16-0j 2.02565e-16-0j -4.20103e-17-0j 3.28618e-17-0j -1.85514e-16-0j 2.88941e-16-0j -3.41533e-16-0j 1.39611e-16-0j 4.28976e-16-0j 1.2287e-16-0j -2.6838e-17-0j 7.52278e-16-0j -7.13714e-16-0j 2.34305e-16-0j -2.30013e-16-0j 4.85545e-16-0j 3.53315e-16-0j 4.28799e-16-0j -1.87078e-16-0j 2.46609e-16-0j -3.0139e-16-0j 2.86049e-16-0j -1.45789e-16-0j 3.28704e-16-0j -3.60457e-17-0j 1.68063e-16-0j 
0.00155036-0j 0.00033202-0j 0.00304369-0j 0.00134492-0j 0.0026571-0j -0.00279602-0j 0.00229427-0j -0.00172517-0j 0.00405152-0j 0.00332341-0j -0.00456689-0j -0.00204741-0j -0.00213187-0j -0.00666867-0j 0.00693858-0j 0.000553582-0j -0.00116573-0j -0.00398133-0j 0.00107082-0j 0.00313081-0j -0.00263586-0j 0.00167597-0j 0.000240648-0j 0.000391334-0j 0.0019149-0j 0.00346738-0j 0.0022975-0j 0.00916655-0j -0.000176866-0j 0.0022707-0j -0.00340111-0j 0.00185937-0j -0.000385619-0j 0.000301643-0j -0.00170286-0j 0.00265223-0j -0.00313498-0j 0.00128151-0j 0.00393763-0j 0.00112784-0j -0.00024635-0j 0.00690527-0j -0.00655129-0j 0.00215072-0j -0.00211132-0j 0.00445689-0j 0.00324314-0j 0.00393601-0j -0.00171722-0j 0.00226366-0j -0.0027665-0j 0.00262568-0j -0.00133822-0j 0.00301722-0j -0.000330869-0j 0.00154267-0j 
-0.00027408-0j -5.86963e-05-0j -0.000538078-0j -0.000237761-0j -0.000469735-0j 0.000494294-0j -0.000405593-0j 0.000304985-0j -0.000716249-0j -0.000587529-0j 0.000807358-0j 0.000361952-0j 0.000376884-0j 0.00117892-0j -0.00122664-0j -9.78651e-05-0j 0.000206084-0j 0.000703841-0j -0.000189306-0j -0.000553481-0j 0.000465982-0j -0.000296286-0j -4.2543e-05-0j -6.91821e-05-0j -0.000338526-0j -0.000612982-0j -0.000406164-0j -0.00162051-0j 3.12673e-05-0j -0.000401427-0j 0.000601266-0j -0.00032871-0j 6.81717e-05-0j -5.33261e-05-0j 0.00030104-0j -0.000468875-0j 0.000554219-0j -0.000226552-0j -0.000696115-0j -0.000199386-0j 4.3551e-05-0j -0.00122075-0j 0.00115817-0j -0.000380215-0j 0.00037325-0j -0.000787912-0j -0.000573338-0j -0.000695828-0j 0.000303579-0j -0.000400182-0j 0.000489077-0j -0.000464182-0j 0.000236578-0j -0.0005334-0j 5.84928e-05-0j -0.000272721-0j 
-0.000510744-0j -0.00010938-0j -0.0010027-0j -0.000443065-0j -0.000875345-0j 0.000921111-0j -0.000755817-0j 0.000568335-0j -0.00133472-0j -0.00109485-0j 0.0015045-0j 0.000674492-0j 0.000702317-0j 0.00219691-0j -0.00228582-0j -0.00018237-0j 0.000384034-0j 0.0013116-0j -0.000352769-0j -0.0010314-0j 0.00086835-0j -0.000552125-0j -7.92782e-05-0j -0.00012892-0j -0.000630839-0j -0.00114228-0j -0.000756882-0j -0.0030198-0j 5.82662e-05-0j -0.000748053-0j 0.00112045-0j -0.000612546-0j 0.000127037-0j -9.93724e-05-0j 0.000560984-0j -0.000873742-0j 0.00103278-0j -0.000422177-0j -0.0012972-0j -0.000371553-0j 8.11567e-05-0j -0.00227485-0j 0.00215824-0j -0.000708525-0j 0.000695547-0j -0.00146826-0j -0.00106841-0j -0.00129667-0j 0.000565715-0j -0.000745734-0j 0.000911387-0j -0.000864996-0j 0.00044086-0j -0.000993984-0j 0.000109001-0j -0.000508213-0j 
0.00107506-0j 0.000230232-0j 0.00211058-0j 0.000932602-0j 0.0018425-0j -0.00193884-0j 0.00159091-0j -0.00119628-0j 0.00280944-0j 0.00230454-0j -0.00316681-0j -0.00141973-0j -0.0014783-0j -0.00462424-0j 0.0048114-0j 0.000383869-0j -0.000808349-0j -0.00276077-0j 0.000742539-0j 0.00217099-0j -0.00182778-0j 0.00116216-0j 0.000166872-0j 0.000271362-0j 0.00132785-0j 0.00240438-0j 0.00159315-0j 0.00635634-0j -0.000122644-0j 0.00157457-0j -0.00235842-0j 0.00128934-0j -0.000267399-0j 0.000209168-0j -0.00118081-0j 0.00183913-0j -0.00217389-0j 0.000888636-0j 0.00273046-0j 0.000782077-0j -0.000170826-0j 0.00478831-0j -0.00454285-0j 0.00149137-0j -0.00146405-0j 0.00309053-0j 0.00224888-0j 0.00272934-0j -0.00119077-0j 0.00156969-0j -0.00191837-0j 0.00182072-0j -0.000927961-0j 0.00209223-0j -0.000229434-0j 0.00106973-0j 
3.32852e-16-0j 7.12828e-17-0j 6.53461e-16-0j 2.88746e-16-0j 5.70463e-16-0j -6.00288e-16-0j 4.92566e-16-0j -3.70384e-16-0j 8.69837e-16-0j 7.13516e-16-0j -9.80483e-16-0j -4.39566e-16-0j -4.577e-16-0j -1.43172e-15-0j 1.48967e-15-0j 1.18851e-16-0j -2.50275e-16-0j -8.54769e-16-0j 2.29899e-16-0j 6.72166e-16-0j -5.65904e-16-0j 3.5982e-16-0j 5.16656e-17-0j 8.40171e-17-0j 4.11118e-16-0j 7.44426e-16-0j 4.9326e-16-0j 1.968e-15-0j -3.79721e-17-0j 4.87506e-16-0j -7.30198e-16-0j 3.99196e-16-0j -8.279e-17-0j 6.4761e-17-0j -3.65594e-16-0j 5.69418e-16-0j -6.73062e-16-0j 2.75133e-16-0j 8.45386e-16-0j 2.42141e-16-0j -5.28898e-17-0j 1.48252e-15-0j -1.40652e-15-0j 4.61746e-16-0j -4.53288e-16-0j 9.56867e-16-0j 6.96282e-16-0j 8.45038e-16-0j -3.68676e-16-0j 4.85995e-16-0j -5.93951e-16-0j 5.63718e-16-0j -2.87308e-16-0j 6.4778e-16-0j -7.10357e-17-0j 3.31202e-16-0j 
1.34907e-17-0j 2.88913e-18-0j 2.64851e-17-0j 1.1703e-17-0j 2.31212e-17-0j -2.433e-17-0j 1.9964e-17-0j -1.50119e-17-0j 3.5255e-17-0j 2.89192e-17-0j -3.97395e-17-0j -1.78159e-17-0j -1.85508e-17-0j -5.80286e-17-0j 6.03772e-17-0j 4.81709e-18-0j -1.01438e-17-0j -3.46442e-17-0j 9.31795e-18-0j 2.72433e-17-0j -2.29364e-17-0j 1.45837e-17-0j 2.09404e-18-0j 3.40526e-18-0j 1.66628e-17-0j 3.0172e-17-0j 1.99921e-17-0j 7.97642e-17-0j -1.53903e-18-0j 1.97589e-17-0j -2.95953e-17-0j 1.61797e-17-0j -3.35553e-18-0j 2.6248e-18-0j -1.48177e-17-0j 2.30788e-17-0j -2.72796e-17-0j 1.11513e-17-0j 3.4264e-17-0j 9.81411e-18-0j -2.14365e-18-0j 6.00874e-17-0j -5.70072e-17-0j 1.87148e-17-0j -1.8372e-17-0j 3.87823e-17-0j 2.82207e-17-0j 3.42499e-17-0j -1.49427e-17-0j 1.96977e-17-0j -2.40732e-17-0j 2.28478e-17-0j -1.16448e-17-0j 2.62549e-17-0j -2.87911e-18-0j 1.34238e-17-0j 
0.000267968-0j 5.73874e-05-0j 0.00052608-0j 0.00023246-0j 0.000459261-0j -0.000483272-0j 0.000396549-0j -0.000298184-0j 0.000700278-0j 0.000574428-0j -0.000789355-0j -0.00035388-0j -0.00036848-0j -0.00115263-0j 0.00119929-0j 9.56828e-05-0j -0.000201488-0j -0.000688146-0j 0.000185084-0j 0.000541139-0j -0.000455591-0j 0.000289679-0j 4.15943e-05-0j 6.76394e-05-0j 0.000330978-0j 0.000599313-0j 0.000397108-0j 0.00158437-0j -3.05701e-05-0j 0.000392475-0j -0.000587859-0j 0.00032138-0j -6.66516e-05-0j 5.2137e-05-0j -0.000294327-0j 0.00045842-0j -0.000541861-0j 0.0002215-0j 0.000680593-0j 0.00019494-0j -4.25799e-05-0j 0.00119353-0j -0.00113235-0j 0.000371737-0j -0.000364927-0j 0.000770342-0j 0.000560554-0j 0.000680312-0j -0.000296809-0j 0.000391259-0j -0.000478171-0j 0.000453831-0j -0.000231303-0j 0.000521506-0j -5.71885e-05-0j 0.00026664-0j 
0.000936832-0j 0.00020063-0j 0.0018392-0j 0.000812691-0j 0.0016056-0j -0.00168955-0j 0.00138636-0j -0.00104247-0j 0.00244821-0j 0.00200823-0j -0.00275963-0j -0.00123719-0j -0.00128822-0j -0.00402967-0j 0.00419277-0j 0.000334512-0j -0.000704414-0j -0.0024058-0j 0.000647065-0j 0.00189185-0j -0.00159277-0j 0.00101273-0j 0.000145416-0j 0.000236471-0j 0.00115712-0j 0.00209523-0j 0.00138831-0j 0.00553906-0j -0.000106875-0j 0.00137212-0j -0.00205519-0j 0.00112356-0j -0.000233017-0j 0.000182274-0j -0.00102898-0j 0.00160266-0j -0.00189437-0j 0.000774378-0j 0.00237939-0j 0.00068152-0j -0.000148862-0j 0.00417264-0j -0.00395874-0j 0.00129961-0j -0.00127581-0j 0.00269316-0j 0.00195973-0j 0.00237841-0j -0.00103766-0j 0.00136786-0j -0.00167171-0j 0.00158662-0j -0.000808646-0j 0.00182321-0j -0.000199934-0j 0.000932188-0j 
