-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
2.68617e-17-0j 5.75263e-18-0j 5.27353e-17-0j 2.33022e-17-0j 4.60373e-17-0j -4.84442e-17-0j 3.97509e-17-0j -2.98906e-17-0j 7.01973e-17-0j 5.75819e-17-0j -7.91266e-17-0j -3.54737e-17-0j -3.69372e-17-0j -1.15542e-16-0j 1.20219e-16-0j 9.59144e-18-0j -2.01976e-17-0j -6.89812e-17-0j 1.85532e-17-0j 5.42449e-17-0j -4.56694e-17-0j 2.9038e-17-0j 4.1695e-18-0j 6.78031e-18-0j 3.31779e-17-0j 6.00764e-17-0j 3.98069e-17-0j 1.58821e-16-0j -3.06441e-18-0j 3.93426e-17-0j -5.89282e-17-0j 3.22158e-17-0j -6.68129e-18-0j 5.22632e-18-0j -2.9504e-17-0j 4.5953e-17-0j -5.43172e-17-0j 2.22037e-17-0j 6.8224e-17-0j 1.95412e-17-0j -4.26829e-18-0j 1.19642e-16-0j -1.13509e-16-0j 3.72636e-17-0j -3.65811e-17-0j 7.72207e-17-0j 5.61911e-17-0j 6.81959e-17-0j -2.97528e-17-0j 3.92206e-17-0j -4.79328e-17-0j 4.5493e-17-0j -2.31862e-17-0j 5.22769e-17-0j -5.73269e-18-0j 2.67286e-17-0j 
-1.15629e-17-0j -2.47628e-18-0j -2.27004e-17-0j -1.00307e-17-0j -1.98172e-17-0j 2.08533e-17-0j -1.71111e-17-0j 1.28667e-17-0j -3.02171e-17-0j -2.47867e-17-0j 3.40608e-17-0j 1.527e-17-0j 1.58999e-17-0j 4.97364e-17-0j -5.17494e-17-0j -4.12873e-18-0j 8.69425e-18-0j 2.96936e-17-0j -7.98642e-18-0j -2.33502e-17-0j 1.96588e-17-0j -1.24997e-17-0j -1.7948e-18-0j -2.91865e-18-0j -1.42817e-17-0j -2.58605e-17-0j -1.71353e-17-0j -6.8366e-17-0j 1.3191e-18-0j -1.69354e-17-0j 2.53662e-17-0j -1.38676e-17-0j 2.87603e-18-0j -2.24972e-18-0j 1.27003e-17-0j -1.97809e-17-0j 2.33814e-17-0j -9.55778e-18-0j -2.93677e-17-0j -8.41169e-18-0j 1.83733e-18-0j -5.15009e-17-0j 4.88609e-17-0j -1.60405e-17-0j 1.57467e-17-0j -3.32404e-17-0j -2.4188e-17-0j -2.93556e-17-0j 1.28074e-17-0j -1.68829e-17-0j 2.06331e-17-0j -1.95829e-17-0j 9.98074e-18-0j -2.25031e-17-0j 2.46769e-18-0j -1.15056e-17-0j 
0.000939772-0j 0.000201259-0j 0.00184498-0j 0.000815242-0j 0.00161064-0j -0.00169485-0j 0.00139071-0j -0.00104574-0j 0.00245589-0j 0.00201454-0j -0.00276829-0j -0.00124107-0j -0.00129227-0j -0.00404232-0j 0.00420593-0j 0.000335562-0j -0.000706625-0j -0.00241335-0j 0.000649096-0j 0.00189779-0j -0.00159777-0j 0.00101591-0j 0.000145872-0j 0.000237213-0j 0.00116075-0j 0.00210181-0j 0.00139267-0j 0.00555645-0j -0.00010721-0j 0.00137642-0j -0.00206164-0j 0.00112709-0j -0.000233749-0j 0.000182846-0j -0.00103221-0j 0.00160769-0j -0.00190032-0j 0.000776808-0j 0.00238686-0j 0.00068366-0j -0.000149329-0j 0.00418574-0j -0.00397117-0j 0.00130369-0j -0.00127981-0j 0.00270161-0j 0.00196588-0j 0.00238587-0j -0.00104092-0j 0.00137216-0j -0.00167696-0j 0.0015916-0j -0.000811185-0j 0.00182894-0j -0.000200562-0j 0.000935114-0j 
0.000388511-0j 8.32026e-05-0j 0.000762732-0j 0.000337029-0j 0.000665855-0j -0.000700668-0j 0.000574933-0j -0.000432319-0j 0.00101529-0j 0.00083283-0j -0.00114444-0j -0.00051307-0j -0.000534237-0j -0.00167114-0j 0.00173877-0j 0.000138725-0j -0.000292126-0j -0.000997703-0j 0.000268343-0j 0.000784565-0j -0.000660534-0j 0.000419989-0j 6.03051e-05-0j 9.80664e-05-0j 0.000479865-0j 0.000868909-0j 0.000575743-0j 0.00229709-0j -4.43218e-05-0j 0.000569027-0j -0.000852302-0j 0.00046595-0j -9.66342e-05-0j 7.55903e-05-0j -0.000426728-0j 0.000664636-0j -0.000785612-0j 0.00032114-0j 0.000986751-0j 0.000282632-0j -6.1734e-05-0j 0.00173043-0j -0.00164172-0j 0.000538959-0j -0.000529087-0j 0.00111687-0j 0.000812714-0j 0.000986345-0j -0.000430326-0j 0.000567263-0j -0.000693272-0j 0.000657983-0j -0.000335352-0j 0.000756101-0j -8.29142e-05-0j 0.000386586-0j 
-0.000499902-0j -0.000107058-0j -0.000981417-0j -0.00043366-0j -0.000856764-0j 0.000901558-0j -0.000739773-0j 0.000556271-0j -0.00130639-0j -0.00107161-0j 0.00147256-0j 0.000660174-0j 0.000687409-0j 0.00215027-0j -0.0022373-0j -0.000178499-0j 0.000375882-0j 0.00128376-0j -0.00034528-0j -0.00100951-0j 0.000849917-0j -0.000540404-0j -7.75953e-05-0j -0.000126183-0j -0.000617448-0j -0.00111804-0j -0.000740815-0j -0.00295569-0j 5.70293e-05-0j -0.000732174-0j 0.00109667-0j -0.000599543-0j 0.00012434-0j -9.72629e-05-0j 0.000549076-0j -0.000855195-0j 0.00101086-0j -0.000413215-0j -0.00126966-0j -0.000363666-0j 7.94339e-05-0j -0.00222656-0j 0.00211242-0j -0.000693485-0j 0.000680782-0j -0.00143709-0j -0.00104573-0j -0.00126914-0j 0.000553706-0j -0.000729904-0j 0.000892041-0j -0.000846634-0j 0.000431501-0j -0.000972884-0j 0.000106687-0j -0.000497424-0j 
-1.83711e-17-0j -3.93431e-18-0j -3.60665e-17-0j -1.59367e-17-0j -3.14855e-17-0j 3.31317e-17-0j -2.71862e-17-0j 2.04426e-17-0j -4.80089e-17-0j -3.93811e-17-0j 5.41158e-17-0j 2.4261e-17-0j 2.52618e-17-0j 7.90211e-17-0j -8.22194e-17-0j -6.55972e-18-0j 1.38134e-17-0j 4.71772e-17-0j -1.26888e-17-0j -3.70988e-17-0j 3.12339e-17-0j -1.98595e-17-0j -2.85158e-18-0j -4.63715e-18-0j -2.26908e-17-0j -4.10871e-17-0j -2.72245e-17-0j -1.0862e-16-0j 2.09579e-18-0j -2.69069e-17-0j 4.03018e-17-0j -2.20328e-17-0j 4.56943e-18-0j -3.57435e-18-0j 2.01782e-17-0j -3.14279e-17-0j 3.71483e-17-0j -1.51854e-17-0j -4.66594e-17-0j -1.33645e-17-0j 2.91915e-18-0j -8.18247e-17-0j 7.76302e-17-0j -2.54851e-17-0j 2.50183e-17-0j -5.28123e-17-0j -3.84299e-17-0j -4.66402e-17-0j 2.03484e-17-0j -2.68235e-17-0j 3.27819e-17-0j -3.11133e-17-0j 1.58574e-17-0j -3.57529e-17-0j 3.92067e-18-0j -1.828e-17-0j 
-0.000647356-0j -0.000138636-0j -0.0012709-0j -0.000561575-0j -0.00110948-0j 0.00116749-0j -0.000957981-0j 0.000720352-0j -0.00169173-0j -0.0013877-0j 0.00190692-0j 0.000854903-0j 0.000890171-0j 0.00278453-0j -0.00289723-0j -0.00023115-0j 0.000486754-0j 0.00166242-0j -0.000447126-0j -0.00130728-0j 0.00110061-0j -0.000699805-0j -0.000100483-0j -0.000163403-0j -0.000799575-0j -0.00144782-0j -0.000959331-0j -0.00382753-0j 7.3851e-05-0j -0.00094814-0j 0.00142015-0j -0.000776388-0j 0.000161017-0j -0.000125952-0j 0.000711035-0j -0.00110745-0j 0.00130902-0j -0.0005351-0j -0.00164417-0j -0.000470935-0j 0.000102864-0j -0.00288332-0j 0.00273552-0j -0.00089804-0j 0.00088159-0j -0.00186099-0j -0.00135418-0j -0.0016435-0j 0.000717031-0j -0.000945201-0j 0.00115516-0j -0.00109636-0j 0.00055878-0j -0.00125985-0j 0.000138156-0j -0.000644148-0j 
0.000270104-0j 5.78448e-05-0j 0.000530273-0j 0.000234312-0j 0.000462921-0j -0.000487124-0j 0.000399709-0j -0.00030056-0j 0.000705858-0j 0.000579006-0j -0.000795646-0j -0.000356701-0j -0.000371416-0j -0.00116182-0j 0.00120884-0j 9.64454e-05-0j -0.000203094-0j -0.000693631-0j 0.00018656-0j 0.000545451-0j -0.000459222-0j 0.000291988-0j 4.19258e-05-0j 6.81785e-05-0j 0.000333615-0j 0.00060409-0j 0.000400272-0j 0.001597-0j -3.08137e-05-0j 0.000395603-0j -0.000592544-0j 0.000323941-0j -6.71827e-05-0j 5.25525e-05-0j -0.000296673-0j 0.000462073-0j -0.000546179-0j 0.000223266-0j 0.000686017-0j 0.000196493-0j -4.29192e-05-0j 0.00120304-0j -0.00114137-0j 0.000374699-0j -0.000367836-0j 0.000776481-0j 0.000565021-0j 0.000685734-0j -0.000299175-0j 0.000394377-0j -0.000481982-0j 0.000457448-0j -0.000233146-0j 0.000525662-0j -5.76443e-05-0j 0.000268765-0j 
-3.54556e-18-0j -7.59309e-19-0j -6.96071e-18-0j -3.07574e-18-0j -6.07661e-18-0j 6.39431e-18-0j -5.24685e-18-0j 3.94536e-18-0j -9.26557e-18-0j -7.60042e-18-0j 1.04442e-17-0j 4.68229e-18-0j 4.87546e-18-0j 1.52508e-17-0j -1.58681e-17-0j -1.26601e-18-0j 2.66595e-18-0j 9.10506e-18-0j -2.4489e-18-0j -7.15996e-18-0j 6.02805e-18-0j -3.83282e-18-0j -5.50346e-19-0j -8.94956e-19-0j -4.37926e-18-0j -7.92968e-18-0j -5.25424e-18-0j -2.09633e-17-0j 4.04481e-19-0j -5.19295e-18-0j 7.77812e-18-0j -4.25227e-18-0j 8.81885e-19-0j -6.89839e-19-0j 3.89433e-18-0j -6.06548e-18-0j 7.16951e-18-0j -2.93073e-18-0j -9.00511e-18-0j -2.5793e-18-0j 5.63386e-19-0j -1.57919e-17-0j 1.49824e-17-0j -4.91855e-18-0j 4.82846e-18-0j -1.01926e-17-0j -7.41684e-18-0j -9.0014e-18-0j 3.92717e-18-0j -5.17686e-18-0j 6.32681e-18-0j -6.00477e-18-0j 3.06043e-18-0j -6.9002e-18-0j 7.56677e-19-0j -3.52799e-18-0j 
-1.01487e-17-0j -2.17342e-18-0j -1.99241e-17-0j -8.80387e-18-0j -1.73934e-17-0j 1.83028e-17-0j -1.50184e-17-0j 1.1293e-17-0j -2.65214e-17-0j -2.17552e-17-0j 2.9895e-17-0j 1.34024e-17-0j 1.39553e-17-0j 4.36534e-17-0j -4.54202e-17-0j -3.62377e-18-0j 7.6309e-18-0j 2.6062e-17-0j -7.00965e-18-0j -2.04944e-17-0j 1.72545e-17-0j -1.09709e-17-0j -1.57529e-18-0j -2.56169e-18-0j -1.2535e-17-0j -2.26976e-17-0j -1.50395e-17-0j -6.00046e-17-0j 1.15777e-18-0j -1.48641e-17-0j 2.22638e-17-0j -1.21715e-17-0j 2.52427e-18-0j -1.97457e-18-0j 1.1147e-17-0j -1.73616e-17-0j 2.05217e-17-0j -8.38882e-18-0j -2.57759e-17-0j -7.3829e-18-0j 1.61261e-18-0j -4.52022e-17-0j 4.2885e-17-0j -1.40787e-17-0j 1.38208e-17-0j -2.91749e-17-0j -2.12297e-17-0j -2.57653e-17-0j 1.1241e-17-0j -1.4818e-17-0j 1.81096e-17-0j -1.71878e-17-0j 8.76005e-18-0j -1.97509e-17-0j 2.16588e-18-0j -1.00984e-17-0j 
-0.000499466-0j -0.000106964-0j -0.000980561-0j -0.000433281-0j -0.000856016-0j 0.000900771-0j -0.000739127-0j 0.000555785-0j -0.00130525-0j -0.00107068-0j 0.00147128-0j 0.000659598-0j 0.000686809-0j 0.0021484-0j -0.00223535-0j -0.000178343-0j 0.000375554-0j 0.00128264-0j -0.000344979-0j -0.00100863-0j 0.000849176-0j -0.000539933-0j -7.75276e-05-0j -0.000126073-0j -0.000616909-0j -0.00111706-0j -0.000740169-0j -0.00295312-0j 5.69796e-05-0j -0.000731535-0j 0.00109571-0j -0.00059902-0j 0.000124232-0j -9.71781e-05-0j 0.000548597-0j -0.000854449-0j 0.00100997-0j -0.000412855-0j -0.00126856-0j -0.000363348-0j 7.93646e-05-0j -0.00222462-0j 0.00211058-0j -0.00069288-0j 0.000680188-0j -0.00143584-0j -0.00104482-0j -0.00126803-0j 0.000553223-0j -0.000729267-0j 0.000891263-0j -0.000845896-0j 0.000431125-0j -0.000972035-0j 0.000106594-0j -0.00049699-0j 
-2.61331e-17-0j -5.59659e-18-0j -5.13049e-17-0j -2.26702e-17-0j -4.47885e-17-0j 4.71302e-17-0j -3.86726e-17-0j 2.90798e-17-0j -6.82932e-17-0j -5.602e-17-0j 7.69803e-17-0j 3.45115e-17-0j 3.59352e-17-0j 1.12408e-16-0j -1.16958e-16-0j -9.33128e-18-0j 1.96497e-17-0j 6.71101e-17-0j -1.805e-17-0j -5.27735e-17-0j 4.44306e-17-0j -2.82504e-17-0j -4.0564e-18-0j -6.5964e-18-0j -3.22779e-17-0j -5.84468e-17-0j -3.87271e-17-0j -1.54513e-16-0j 2.98129e-18-0j -3.82754e-17-0j 5.73297e-17-0j -3.13419e-17-0j 6.50006e-18-0j -5.08455e-18-0j 2.87037e-17-0j -4.47065e-17-0j 5.28439e-17-0j -2.16014e-17-0j -6.63734e-17-0j -1.90111e-17-0j 4.15252e-18-0j -1.16396e-16-0j 1.1043e-16-0j -3.62529e-17-0j 3.55888e-17-0j -7.51261e-17-0j -5.46669e-17-0j -6.63461e-17-0j 2.89457e-17-0j -3.81567e-17-0j 4.66327e-17-0j -4.4259e-17-0j 2.25573e-17-0j -5.08589e-17-0j 5.57719e-18-0j -2.60035e-17-0j 
-0.000306287-0j -6.55936e-05-0j -0.000601308-0j -0.000265701-0j -0.000524934-0j 0.000552379-0j -0.000453254-0j 0.000340823-0j -0.000800415-0j -0.00065657-0j 0.00090223-0j 0.000404484-0j 0.000421171-0j 0.00131746-0j -0.00137078-0j -0.000109365-0j 0.0002303-0j 0.000786549-0j -0.000211551-0j -0.00061852-0j 0.000520739-0j -0.000331102-0j -4.75422e-05-0j -7.73116e-05-0j -0.000378306-0j -0.000685013-0j -0.000453893-0j -0.00181094-0j 3.49415e-05-0j -0.000448598-0j 0.00067192-0j -0.000367336-0j 7.61825e-05-0j -5.95924e-05-0j 0.000336415-0j -0.000523972-0j 0.000619345-0j -0.000253174-0j -0.000777915-0j -0.000222816-0j 4.86686e-05-0j -0.0013642-0j 0.00129427-0j -0.000424894-0j 0.000417111-0j -0.000880498-0j -0.000640711-0j -0.000777595-0j 0.000339252-0j -0.000447208-0j 0.000546548-0j -0.000518727-0j 0.000264378-0j -0.00059608-0j 6.53662e-05-0j -0.000304769-0j 
0.000805051-0j 0.000172408-0j 0.00158049-0j 0.000698373-0j 0.00137975-0j -0.00145188-0j 0.00119134-0j -0.000895828-0j 0.00210383-0j 0.00172574-0j -0.00237144-0j -0.00106316-0j -0.00110701-0j -0.00346283-0j 0.00360299-0j 0.000287458-0j -0.000605327-0j -0.00206738-0j 0.000556045-0j 0.00162573-0j -0.00136872-0j 0.000870276-0j 0.000124961-0j 0.000203208-0j 0.000994349-0j 0.0018005-0j 0.00119302-0j 0.0047599-0j -9.1841e-05-0j 0.00117911-0j -0.00176609-0j 0.000965515-0j -0.00020024-0j 0.000156634-0j -0.000884241-0j 0.00137722-0j -0.0016279-0j 0.000665449-0j 0.00204469-0j 0.000585654-0j -0.000127922-0j 0.00358569-0j -0.00340188-0j 0.0011168-0j -0.00109634-0j 0.00231432-0j 0.00168406-0j 0.00204385-0j -0.000891698-0j 0.00117545-0j -0.00143656-0j 0.00136343-0j -0.000694897-0j 0.00156675-0j -0.00017181-0j 0.000801061-0j 
0.00233808-0j 0.000500718-0j 0.00459016-0j 0.00202826-0j 0.00400715-0j -0.00421666-0j 0.00345997-0j -0.00260172-0j 0.00611007-0j 0.00501201-0j -0.00688729-0j -0.00308768-0j -0.00321506-0j -0.010057-0j 0.010464-0j 0.000834854-0j -0.00175803-0j -0.00600423-0j 0.0016149-0j 0.00472155-0j -0.00397513-0j 0.00252751-0j 0.000362919-0j 0.000590169-0j 0.00288785-0j 0.00522914-0j 0.00346485-0j 0.013824-0j -0.000266731-0j 0.00342443-0j -0.00512919-0j 0.00280411-0j -0.000581549-0j 0.000454906-0j -0.00256807-0j 0.00399981-0j -0.00472785-0j 0.00193264-0j 0.00593832-0j 0.00170089-0j -0.000371519-0j 0.0104138-0j -0.00987996-0j 0.00324348-0j -0.00318407-0j 0.0067214-0j 0.00489095-0j 0.00593587-0j -0.00258973-0j 0.00341382-0j -0.00417214-0j 0.00395978-0j -0.00201817-0j 0.00455026-0j -0.000498982-0j 0.00232649-0j 
-3.51238e-17-0j -7.52203e-18-0j -6.89557e-17-0j -3.04695e-17-0j -6.01974e-17-0j 6.33447e-17-0j -5.19774e-17-0j 3.90843e-17-0j -9.17885e-17-0j -7.52929e-17-0j 1.03464e-16-0j 4.63847e-17-0j 4.82983e-17-0j 1.51081e-16-0j -1.57196e-16-0j -1.25416e-17-0j 2.641e-17-0j 9.01984e-17-0j -2.42598e-17-0j -7.09295e-17-0j 5.97163e-17-0j -3.79695e-17-0j -5.45195e-18-0j -8.8658e-18-0j -4.33827e-17-0j -7.85547e-17-0j -5.20507e-17-0j -2.07671e-16-0j 4.00696e-18-0j -5.14435e-17-0j 7.70533e-17-0j -4.21247e-17-0j 8.73632e-18-0j -6.83382e-18-0j 3.85788e-17-0j -6.00871e-17-0j 7.10241e-17-0j -2.90331e-17-0j -8.92083e-17-0j -2.55516e-17-0j 5.58113e-18-0j -1.56441e-16-0j 1.48422e-16-0j -4.87252e-17-0j 4.78327e-17-0j -1.00972e-16-0j -7.34743e-17-0j -8.91716e-17-0j 3.89041e-17-0j -5.1284e-17-0j 6.2676e-17-0j -5.94857e-17-0j 3.03179e-17-0j -6.83562e-17-0j 7.49595e-18-0j -3.49497e-17-0j 
0.000772557-0j 0.000165449-0j 0.0015167-0j 0.000670185-0j 0.00132406-0j -0.00139328-0j 0.00114326-0j -0.00085967-0j 0.00201891-0j 0.00165609-0j -0.00227572-0j -0.00102024-0j -0.00106233-0j -0.00332307-0j 0.00345756-0j 0.000275855-0j -0.000580894-0j -0.00198394-0j 0.000533602-0j 0.00156011-0j -0.00131348-0j 0.00083515-0j 0.000119917-0j 0.000195006-0j 0.000954215-0j 0.00172783-0j 0.00114487-0j 0.00456778-0j -8.81341e-05-0j 0.00113151-0j -0.00169481-0j 0.000926544-0j -0.000192158-0j 0.000150312-0j -0.000848551-0j 0.00132163-0j -0.00156219-0j 0.00063859-0j 0.00196216-0j 0.000562015-0j -0.000122758-0j 0.00344096-0j -0.00326457-0j 0.00107172-0j -0.00105209-0j 0.00222091-0j 0.00161609-0j 0.00196135-0j -0.000855707-0j 0.00112801-0j -0.00137857-0j 0.0013084-0j -0.000666849-0j 0.00150351-0j -0.000164875-0j 0.000768728-0j 
-3.43648e-17-0j -7.35947e-18-0j -6.74655e-17-0j -2.98111e-17-0j -5.88965e-17-0j 6.19758e-17-0j -5.08542e-17-0j 3.82397e-17-0j -8.9805e-17-0j -7.36658e-17-0j 1.01228e-16-0j 4.53823e-17-0j 4.72545e-17-0j 1.47816e-16-0j -1.53799e-16-0j -1.22706e-17-0j 2.58392e-17-0j 8.82492e-17-0j -2.37356e-17-0j -6.93967e-17-0j 5.84259e-17-0j -3.7149e-17-0j -5.33414e-18-0j -8.67421e-18-0j -4.24452e-17-0j -7.68571e-17-0j -5.09258e-17-0j -2.03183e-16-0j 3.92037e-18-0j -5.03318e-17-0j 7.53881e-17-0j -4.12144e-17-0j 8.54753e-18-0j -6.68615e-18-0j 3.77451e-17-0j -5.87887e-17-0j 6.94892e-17-0j -2.84056e-17-0j -8.72805e-17-0j -2.49995e-17-0j 5.46052e-18-0j -1.5306e-16-0j 1.45214e-16-0j -4.76722e-17-0j 4.6799e-17-0j -9.87902e-17-0j -7.18865e-17-0j -8.72446e-17-0j 3.80634e-17-0j -5.01758e-17-0j 6.13216e-17-0j -5.82002e-17-0j 2.96627e-17-0j -6.6879e-17-0j 7.33396e-18-0j -3.41944e-17-0j 
0.00050643-0j 0.000108456-0j 0.000994232-0j 0.000439322-0j 0.000867951-0j -0.00091333-0j 0.000749432-0j -0.000563534-0j 0.00132345-0j 0.0010856-0j -0.00149179-0j -0.000668794-0j -0.000696385-0j -0.00217835-0j 0.00226651-0j 0.00018083-0j -0.00038079-0j -0.00130052-0j 0.000349789-0j 0.00102269-0j -0.000861015-0j 0.000547461-0j 7.86085e-05-0j 0.000127831-0j 0.000625511-0j 0.00113263-0j 0.000750488-0j 0.00299429-0j -5.7774e-05-0j 0.000741734-0j -0.00111099-0j 0.000607372-0j -0.000125964-0j 9.8533e-05-0j -0.000556246-0j 0.000866362-0j -0.00102406-0j 0.000418611-0j 0.00128624-0j 0.000368414-0j -8.04711e-05-0j 0.00225563-0j -0.00214001-0j 0.00070254-0j -0.000689672-0j 0.00145586-0j 0.00105938-0j 0.00128571-0j -0.000560936-0j 0.000739435-0j -0.000903689-0j 0.00085769-0j -0.000437136-0j 0.000985588-0j -0.00010808-0j 0.00050392-0j 
1.67274e-17-0j 3.5823e-18-0j 3.28396e-17-0j 1.45109e-17-0j 2.86685e-17-0j -3.01674e-17-0j 2.47538e-17-0j -1.86136e-17-0j 4.37135e-17-0j 3.58576e-17-0j -4.9274e-17-0j -2.20903e-17-0j -2.30016e-17-0j -7.1951e-17-0j 7.48632e-17-0j 5.97282e-18-0j -1.25775e-17-0j -4.29562e-17-0j 1.15536e-17-0j 3.37796e-17-0j -2.84394e-17-0j 1.80827e-17-0j 2.59645e-18-0j 4.22226e-18-0j 2.06607e-17-0j 3.7411e-17-0j 2.47887e-17-0j 9.89016e-17-0j -1.90828e-18-0j 2.44995e-17-0j -3.6696e-17-0j 2.00615e-17-0j -4.1606e-18-0j 3.25455e-18-0j -1.83728e-17-0j 2.8616e-17-0j -3.38246e-17-0j 1.38268e-17-0j 4.24847e-17-0j 1.21688e-17-0j -2.65797e-18-0j 7.45038e-17-0j -7.06846e-17-0j 2.3205e-17-0j -2.27799e-17-0j 4.80872e-17-0j 3.49915e-17-0j 4.24672e-17-0j -1.85278e-17-0j 2.44236e-17-0j -2.98489e-17-0j 2.83296e-17-0j -1.44386e-17-0j 3.2554e-17-0j -3.56988e-18-0j 1.66445e-17-0j 
-0.000576983-0j -0.000123565-0j -0.00113274-0j -0.000500527-0j -0.00098887-0j 0.00104057-0j -0.00085384-0j 0.000642043-0j -0.00150782-0j -0.00123685-0j 0.00169962-0j 0.000761968-0j 0.000793402-0j 0.00248183-0j -0.00258228-0j -0.000206022-0j 0.00043384-0j 0.0014817-0j -0.00039852-0j -0.00116517-0j 0.000980968-0j -0.000623731-0j -8.956e-05-0j -0.00014564-0j -0.000712654-0j -0.00129043-0j -0.000855043-0j -0.00341144-0j 6.58228e-05-0j -0.00084507-0j 0.00126576-0j -0.000691988-0j 0.000143513-0j -0.00011226-0j 0.000633739-0j -0.00098706-0j 0.00116672-0j -0.00047693-0j -0.00146544-0j -0.00041974-0j 9.1682e-05-0j -0.00256988-0j 0.00243814-0j -0.000800415-0j 0.000785754-0j -0.00165868-0j -0.00120697-0j -0.00146483-0j 0.000639084-0j -0.00084245-0j 0.00102959-0j -0.000977179-0j 0.000498036-0j -0.0011229-0j 0.000123137-0j -0.000574124-0j 
1.13354e-17-0j 2.42756e-18-0j 2.22538e-17-0j 9.83333e-18-0j 1.94273e-17-0j -2.0443e-17-0j 1.67745e-17-0j -1.26136e-17-0j 2.96226e-17-0j 2.4299e-17-0j -3.33907e-17-0j -1.49696e-17-0j -1.55871e-17-0j -4.87579e-17-0j 5.07313e-17-0j 4.0475e-18-0j -8.52321e-18-0j -2.91095e-17-0j 7.82931e-18-0j 2.28908e-17-0j -1.92721e-17-0j 1.22538e-17-0j 1.75949e-18-0j 2.86123e-18-0j 1.40008e-17-0j 2.53517e-17-0j 1.67981e-17-0j 6.7021e-17-0j -1.29315e-18-0j 1.66022e-17-0j -2.48672e-17-0j 1.35948e-17-0j -2.81944e-18-0j 2.20546e-18-0j -1.24504e-17-0j 1.93917e-17-0j -2.29214e-17-0j 9.36975e-18-0j 2.87899e-17-0j 8.2462e-18-0j -1.80118e-18-0j 5.04878e-17-0j -4.78996e-17-0j 1.57249e-17-0j -1.54369e-17-0j 3.25864e-17-0j 2.37121e-17-0j 2.87781e-17-0j -1.25554e-17-0j 1.65507e-17-0j -2.02272e-17-0j 1.91976e-17-0j -9.78439e-18-0j 2.20604e-17-0j -2.41914e-18-0j 1.12792e-17-0j 
0.00120059-0j 0.000257116-0j 0.00235702-0j 0.0010415-0j 0.00205765-0j -0.00216523-0j 0.00177668-0j -0.00133597-0j 0.00313749-0j 0.00257364-0j -0.00353659-0j -0.00158551-0j -0.00165092-0j -0.00516421-0j 0.00537322-0j 0.000428693-0j -0.000902738-0j -0.00308314-0j 0.000829244-0j 0.00242449-0j -0.00204121-0j 0.00129786-0j 0.000186357-0j 0.000303048-0j 0.0014829-0j 0.00268513-0j 0.00177918-0j 0.00709856-0j -0.000136965-0j 0.00175843-0j -0.00263381-0j 0.0014399-0j -0.000298622-0j 0.000233592-0j -0.00131869-0j 0.00205388-0j -0.00242773-0j 0.0009924-0j 0.00304929-0j 0.000873399-0j -0.000190773-0j 0.00534743-0j -0.00507331-0j 0.00166551-0j -0.001635-0j 0.0034514-0j 0.00251148-0j 0.00304804-0j -0.00132981-0j 0.00175298-0j -0.00214237-0j 0.00203332-0j -0.00103632-0j 0.00233653-0j -0.000256225-0j 0.00119464-0j 
5.80766e-20-0j 1.24375e-20-0j 1.14017e-19-0j 5.03808e-20-0j 9.95353e-20-0j -1.04739e-19-0j 8.59437e-20-0j -6.46252e-20-0j 1.51771e-19-0j 1.24495e-19-0j -1.71076e-19-0j -7.66963e-20-0j -7.98603e-20-0j -2.4981e-19-0j 2.5992e-19-0j 2.07373e-20-0j -4.36684e-20-0j -1.49141e-19-0j 4.01132e-20-0j 1.17281e-19-0j -9.87399e-20-0j 6.27819e-20-0j 9.01471e-21-0j 1.46594e-20-0j 7.17326e-20-0j 1.29889e-19-0j 8.60648e-20-0j 3.4338e-19-0j -6.62543e-21-0j 8.50609e-20-0j -1.27406e-19-0j 6.96525e-20-0j -1.44453e-20-0j 1.12996e-20-0j -6.37894e-20-0j 9.9353e-20-0j -1.17437e-19-0j 4.80056e-20-0j 1.47504e-19-0j 4.22492e-20-0j -9.2283e-21-0j 2.58673e-19-0j -2.45413e-19-0j 8.05662e-20-0j -7.90905e-20-0j 1.66956e-19-0j 1.21488e-19-0j 1.47444e-19-0j -6.43273e-20-0j 8.47973e-20-0j -1.03634e-19-0j 9.83585e-20-0j -5.013e-20-0j 1.13026e-19-0j -1.23944e-20-0j 5.77887e-20-0j 
