-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
0.0190317+0.00414299j -0.00471322-0.00365296j -0.057594-0.00995446j -0.00453413+0.0152463j 0.00922432-0.00326305j -0.011472+0.000785476j -0.0269166-0.00204136j 0.00808483+0.0153781j -0.0365855-0.0185682j -0.00599401-0.0122982j 0.00661474-0.00870001j -0.0162606+0.000495427j 0.00272238+0.0236242j -0.000292848+0.0208757j 0.0107437-0.00511521j 0.0017562-0.0127909j -0.00109446+0.00149099j 0.00899355-0.00519906j 0.000218292+0.00191204j 0.00490983-0.00195498j 0.004369-0.00474352j -0.00250394+0.0243955j -0.00709511+0.00399292j 0.00727752-0.00777068j 0.0113601+0.00744469j -0.0201918-0.0059169j 0.0215066-0.00909653j 0.010135-0.0332454j 0.0156997+0.0126079j -0.00861559+0.0365608j -0.00551757-0.0108641j -0.00949758+0.0181236j 0.0166728+0.00207034j 0.0169824-0.0214955j -0.0115078+0.00165402j -0.0192142-0.00677041j 0.00476367+0.00112133j -0.00241507-0.0324016j 0.0025675-0.00583514j 0.00143668+0.0213054j 0.00541863+0.00442297j 0.00523205+0.00320435j -0.00550674+0.0186929j -0.000536631+0.0120023j -0.0037763+0.0107866j -0.00115393-0.00614161j 0.00245164-0.0179668j -0.00532656-0.00346864j -0.00357848-3.58054e-05j -0.000642476+0.00515332j 0.00146054-0.0220605j -0.0111343+0.00906109j 0.00191832-0.00514321j -0.015763-0.011047j -0.0111445+0.0127729j 0.0142979+0.00974248j -0.000938786+0.00360317j -0.00977429-0.0119329j -0.002024+0.00694753j 0.0160769-0.0243328j -0.000574139+0.00225392j -0.0247809-0.0105453j -0.00022401-0.00606438j 0.00628576-0.00888245j -0.00893533+0.0133273j -0.0350327-0.00172763j -0.0101768-0.00599951j 0.00840076+0.0104553j -0.0177071+0.00118868j 0.0168224+0.0201065j -0.00250787+0.0139763j 0.0110064-0.0180369j 0.00198937-0.00172153j -0.00451785+0.018929j 0.00630991-0.0034775j -0.00918215-0.00569082j -0.00567849-0.0244605j 0.0158678-0.0155065j 0.0015074+0.00954516j -0.00200192+0.0134947j -0.00489957-0.0033154j -0.0154141-0.0182556j -0.0202202-0.0305744j -0.011153-0.0281437j 0.0232107-0.0096377j -0.00293377+0.00585421j -0.00738018+0.00327686j -0.00442456+0.0143981j -0.000518662-0.00130748j 0.00453709-0.00638932j 0.0131888-0.0209684j 0.00502708-0.00769136j 0.00725995-0.0100611j -0.0196198-0.00305046j -0.0266366+0.0266717j -0.00732564+0.0020715j -0.00731144+0.00398856j 
-0.00333779+0.00244225j -0.00919069-0.00219522j 0.00521441-0.0201454j -0.0355775+0.00436781j 0.0142873+0.0073524j 0.00291855-0.0108569j -0.00570959-0.0190721j -0.0103632-0.0338874j 0.0296649-0.000523925j 0.0249765-0.00660589j -7.80946e-05+0.0147057j 0.0225603-0.0166453j -0.00258398+0.00701397j -0.0109198-0.00842481j 0.00112348+0.00302645j 0.0113895+0.00961474j 0.00505449+0.020573j 0.0162518+0.00874069j 0.00178488+0.020825j -0.0108178+0.0142658j -0.0059495-0.00138943j -0.00871778-0.00385162j -0.0175022-0.00689651j -3.02687e-05+0.00275557j 0.00316933-0.0106965j 0.0170572-0.00675078j -0.0214112-0.0139969j -0.0161757-0.00419705j 0.00400128-0.00156664j 0.00982285-0.00416012j -0.00252007-0.000371805j -0.0105924-0.0217871j -0.000243662+0.0229797j 0.00196438-0.00183147j 0.00639921-0.0216219j -0.000516363+0.0111881j -0.0168854+0.00558166j -0.00851254+0.00219567j 0.0134436-0.0114904j 0.0307298+0.00748766j -0.00840728-0.00997387j -0.000593008+0.00659946j 0.0125482-0.0107701j -0.0037216+0.00535233j 0.0147453-0.00573257j -0.0140297+0.000624069j -0.00463875+0.00181346j -0.00794464-0.003833j 0.0228949-0.00120207j 0.0128121+0.00169588j 0.00881757+0.00458061j -0.0195824+0.0166719j -0.0048712+0.00303168j 0.0171614-0.0127266j 0.0226865-0.00458276j -0.0329559+0.00197041j 0.0108547-0.00515166j 0.00945157-0.00177113j -0.0219206-0.0030439j -0.00029596+0.00326643j 0.00396544-0.0193776j -0.000991417-0.00114071j 0.0403072+0.00763964j -0.0259706+0.0150275j -0.0189421+0.00578193j 0.0162766+0.0130794j 0.00914178-0.00541654j 0.00262638-0.00546931j 0.00501862-0.0151492j 0.00431727-0.0102622j -0.00199539+0.00924411j 0.0139142-0.00393673j 0.00152131-0.00115569j 0.0208601+0.0186343j -0.0143204-0.0131911j -0.00766969+0.00514241j -0.0077819+0.00894725j -0.00261179+0.00597841j 0.0177963-0.0118699j 0.000873079-0.00944805j -0.0116544+0.000272224j 0.0122083+0.00894243j 0.00188339-0.00287591j -0.00464159+0.0158081j 0.0163304+0.00403902j 0.00957238+0.00631304j 0.0152574-0.00155776j 0.0111794-0.00383927j 0.00856462+0.0110104j -0.00619905+0.0244839j 0.0106824+0.00947213j 0.00483394-0.0069064j 0.00760177+0.0102326j -0.00491999-0.00952296j 0.00246408-0.00460587j 0.00297358-0.00416241j -0.00242224+0.00794713j 
0.00335925+0.00418093j -0.00737915-0.00154807j -0.00444841-0.00862217j -0.0144886+0.00733551j -0.00996348+0.0068561j -0.00933681+0.00362617j 0.00246793-0.00365412j -0.0161246+0.0203503j -0.0173132-0.0210978j 0.00815102+0.00205496j 0.0175899-0.0155167j 0.00946597+0.020759j -0.00674154-0.0113808j -0.0172519+0.0106883j 0.0119026+0.00794751j 0.0178982+0.00235513j 0.00606058+0.00123003j 0.002573+0.0110648j 0.00462623-0.00426209j -0.0160488+0.0014601j 0.01816-0.00293617j -0.00445054+0.0116159j -0.00738176+0.0152771j 0.00305756-0.00999638j -0.0149044+0.0119633j 0.0113259+0.00180736j 0.00226044+0.0267651j 0.0102753-9.41416e-05j -0.0323751+0.000835289j -0.00659135+0.0102279j 0.00690586+0.0230395j 0.0111785-0.006125j 0.0233555+0.00494778j 0.0151623-0.000265868j 0.00275823+0.000207887j 0.0029686-0.0038748j -0.00533041+0.0212644j 0.0161114+0.0118196j 0.0031282+0.00129987j -0.0139615+0.00514607j -0.000766576+0.01158j 0.0068515+0.0206272j 0.0088807+0.0118146j -0.0200239-0.0133485j 0.00531787-9.83618e-05j -0.0230952-0.0131169j -0.0216743-0.0224651j -0.00828801-6.64738e-05j 0.00213145-0.0229812j -0.00027527+6.44665e-06j 0.00112117-0.00655021j -0.0141097+0.0304437j 0.00547506+0.00222656j -0.00740591+0.00739409j -0.0106919-0.00977942j -0.00804208-0.016682j 0.00969938+0.017862j -0.0062682-0.019739j -0.00459085-0.000219683j -0.0158629-0.0207109j 0.0175606+0.0038809j 0.00259698+0.00753014j -0.00573986+0.00191024j -0.009831+0.0112878j -0.0154131-0.000951577j -0.0142101+0.0151753j 0.00748836-0.00267323j 0.00157789-0.00107576j -0.0151804+0.0164892j 0.0066058+0.00900914j 0.0244669+0.0192346j 0.0060178-0.0128305j 0.0146082+0.00867218j -0.00448736-0.00348665j -8.72985e-05+0.0138056j 0.029316-0.0084206j -0.0201797-0.00160278j -0.00840911+0.000314849j -0.00776728+0.0234683j -0.0171038-0.0157772j -0.00497536-0.00930261j 0.00770818-0.0153745j -0.0148305+0.0108268j -0.0099983-0.00205442j 0.00645389-0.000928275j -0.00920786+0.00516751j -0.0129545+0.0046096j -0.00533609+0.00899891j -0.00303395+0.000708668j -0.00348974-0.0154914j -0.00802411-0.0113359j 0.0013266-0.0011235j -0.00562945+0.00115239j 0.0110294-0.000295104j -0.00609558+0.0060016j -0.00053479-0.0046361j -0.00587719-0.00333475j 
-0.00169132+0.00286472j -0.00772872+0.00399606j -0.0198171-0.0249175j -0.0152922+0.0119278j 0.00602819+0.00863627j 0.0166823-0.00414846j -0.00250056-0.0122876j 0.0319371-0.0182014j 0.00334202-0.0165363j 0.0238586+0.000588899j -0.0027959+0.00524142j -0.00351679-0.0281298j -0.00769124-0.00720784j -0.00962251-0.00487714j -0.00370648-0.0040732j -0.0108608+0.00666937j -0.0258544+0.017366j -0.00111307-0.0219245j -0.0153506+0.00804681j 0.00556843+0.00899653j -0.0118779-0.00115746j 0.000708909-0.00977514j -0.00613919-0.00146098j 0.00440288+0.0218964j -0.000482186-0.00261936j -0.0163213+0.0040023j -0.00232481-0.0082407j -0.00430032-0.0055588j 0.00948296-0.0123407j 0.0126034-0.0089773j -0.0282378-0.0242257j -0.00462847-0.0126097j -0.0363444+0.0170813j 0.00598648-0.014449j -0.0269895-0.0315166j -0.0132284+0.0185885j -0.0132697-0.0165701j -0.0037892-0.00674129j 0.00466624+0.0108687j 0.0110839+0.00233174j -0.00749693+0.0152403j -0.000489953+0.00136752j 0.0352757+0.0188902j 0.0249959+0.0299623j 0.0109172-0.0115398j 0.0165922-0.0109971j 0.0216367+0.0153216j 0.0136-0.0078342j 0.0276718+0.0160457j 0.0231398-0.0161481j 0.0171881-0.00467287j -0.0119582+0.000922879j 0.01-0.0109231j 0.0329675+0.00770423j -0.0079094-0.00182127j 0.00334377+0.0171103j 0.00914664+0.00663029j 0.00986177-0.0191618j 0.0341189+0.0126171j 0.0295519+0.028495j -0.0201709-0.000513179j 0.0094569+0.0023104j -0.0416266-0.0017476j -0.0384575+0.00283512j 0.0196205-0.0120896j -0.0214521-0.013656j -0.0322923-0.0180892j -0.0170602-0.0129418j -0.00628889-0.00627919j 0.020436+0.00716255j -0.000383344-0.0141447j -0.0117605-0.0249281j 0.00820062-0.0107175j 0.0114241+0.0321944j 0.011397-2.18764e-05j 0.0130428+0.00899477j -0.0325376+0.0105438j -0.00966502+0.021771j -0.023599+0.00580995j -0.00229023-0.00713298j 0.0086701-0.00252134j -0.00118732+0.0131864j -0.0102983-0.00681145j 0.00709311+0.003817j 0.00513553+0.0155591j 0.00154157+0.00349227j -0.00279281-0.00700301j 0.00272023-0.00151386j 0.00787777-0.00803595j 0.0288641-0.00793541j 0.00554677-0.0055675j -0.00661104+0.00771095j -0.00522053-0.00706867j 0.0166623-0.00727538j -0.0068709+0.00286027j 0.00204073+0.00430579j -0.000325638+0.0087349j 
-0.0022654+0.00400875j 0.0034003+0.00793574j 0.00889312+0.00500201j 0.0107602+0.00642798j -0.00590369+0.00497987j -0.00160733-0.00158467j 0.0168034+0.0037084j 0.0108407-0.00813391j 0.0178073+0.00218755j -0.0213852-0.0154498j 0.0313008+0.0106332j -0.0032626+0.00690171j 0.00706416-0.00732921j 0.0130482-0.00468291j -0.00595071-0.010381j 0.000866851+0.00599777j 0.00387043+0.00255684j -0.0382271+0.000565845j -0.00771003-0.00100672j -0.00944057+0.00510308j 0.0108262-0.00134178j -0.00217067+0.00420006j 0.00246073-0.00803764j 0.0101024-0.0164999j 0.00951561-0.0166632j -0.00131608+0.00256233j -0.0174375-0.00809015j -0.0122512+0.0131625j -0.0211414-0.0185678j 0.0103283-0.00754798j -0.0215903-0.00997078j 0.022807-0.000327789j 0.0137289-0.0113131j -0.0124517+0.00153686j -0.0400377-0.0110652j 0.0181459+0.0128282j -0.00157494+0.00216162j -0.0179024-0.000121876j 0.000407195+0.00462399j -0.00832477-0.00581145j 0.0156857-0.0102831j 0.00122247+0.0097919j 0.0170987+0.00499735j 0.00253818-0.00456816j -0.00439314-0.0257594j 0.00128781+0.00278835j -0.0282336+0.0087933j 4.28077e-05+0.000694368j -0.00603682-0.0118744j -0.00270296+0.0049054j 0.00577767-0.000634346j 0.0159548-0.00589084j 0.00388032+0.00624116j -0.00331865+0.00647631j 0.0224599+0.0125912j 0.0151969-0.00723776j -0.0176465-0.00457593j 0.00994046-0.00318029j 0.0113867+0.00433054j -0.0186793+0.0220305j -0.0145989-0.00467472j 0.0222541+0.0162689j -0.0291031+0.00627717j -0.00274835+0.00644433j -0.0144791-0.0115592j 0.0176443+0.000313683j -0.0353552-0.0356509j 0.0131776-0.0159947j 0.0220217+0.0409703j -0.0336025-0.00418739j -0.0229708+0.0224806j 0.000279891-0.0222409j 0.00162805-0.0307133j -0.00219114-0.00685675j -0.0421745+0.0447883j 0.00312671-0.00127697j -0.00753416+0.0025826j -0.037196-0.0210859j -0.00307323+0.00279834j -0.0218937-0.028139j 0.0102052+0.0162119j 0.0211519+0.02082j 0.0106035+0.00442964j 0.0167271-0.00726936j 0.0203831-0.0182723j 0.02637-0.0176571j -0.00190952-0.00579119j 0.00392743-0.00392515j -0.00751435+0.0129174j 0.0149319+0.0104999j 0.0155595-0.0125667j 0.00190587+0.00387026j -0.0030558+0.0121161j -0.0210429+0.0139961j 0.0027331+0.0106315j -0.00217651+0.00541503j 0.00333784+0.00266177j 
0.000149127+0.00541668j -0.00715691+0.000799431j -0.0230941-0.0261268j -0.0170307-0.00539774j 0.00914445+0.00576787j -0.00150699-0.00514376j -0.0158659-0.024347j 0.0146255+0.00868221j 0.00762816+0.00689412j 0.00545735-0.0129579j 0.0159925+0.0104045j 0.0106927+0.00880832j 4.06111e-05-0.00271998j 0.0139678+0.0206536j -0.00950809+0.0265853j 0.00105061-0.00635476j -0.0269657-0.00267428j -0.0141098+0.00198627j -0.00629976+0.00367584j -0.009232-0.00419822j 0.000992961+0.0150528j 0.00715088+0.0155271j -0.00886138+0.00120406j 0.00521263-0.00562814j 0.0216097+0.0119465j -0.0262977-0.0027667j 0.00574863-0.0150161j 0.0200375+0.0079448j 0.0112606-0.00948251j 0.0144829-0.00587365j -0.00299048-0.00845099j 0.00951287+0.00657915j 0.00127911-0.0100332j -0.00231446+0.00648952j -0.0145546+0.0103374j -0.00638591-0.0188294j -0.00598049+0.00241807j -0.0132362-0.0181114j -0.000481266+0.0121879j 0.00769187+0.00603275j -0.00537748+0.0039245j 0.00217778+0.0142822j -0.00593132-0.0174422j 0.00902098-0.00387469j 0.0244937-0.012722j 0.000816561+0.00367563j -0.0189047-0.0146835j -0.00408993+0.0040285j 0.0181165+0.0108921j 0.0084293-0.0115984j 0.0120481+0.00435398j 0.0279393-0.0251763j 0.0097165+0.00370069j 0.0114545+0.0132738j -0.00330655-0.0285572j 0.00981373-0.0136661j -0.00441189-0.0218655j -0.00802021+0.022763j -0.00320804-0.0282998j -0.00343974-0.0107112j 0.00543527-0.0204623j 0.0105567-0.0339429j 0.0195237-0.00731711j -0.00648322-0.00750594j 0.00127037-0.0107014j 0.0457772-0.00890762j 0.0205285-0.00987483j 0.00437418-0.00771205j 0.0312538+0.0129251j -0.00481867-0.00364651j 0.016362+0.00519088j -0.0235366-0.0128385j -0.00776535+0.0141853j -0.0125468+0.00360139j -0.0149425-0.0198801j -0.0153155+0.000667334j -0.00596933-0.00273805j -0.00997426+0.010033j -0.00252716-0.00188019j -0.00121846-0.00199973j -0.0136612-0.00143316j 0.0147604-0.0298464j -0.0254749+0.00358012j 0.030892+0.00616445j 0.0166126-0.00758955j -0.00726886-0.00175992j -0.0086434-0.00137112j 0.00467334-0.00267968j -0.01261+0.00757858j 0.0231974+0.00453586j 0.00796271-0.0193213j 2.71445e-05+0.00242716j 0.000970997-0.00208648j 0.00103532+0.00404666j -0.00800996+0.0100904j 0.00168427+0.00194572j 0.00128508+0.00860229j 
-0.000969794-0.00260624j 0.00434314-0.000876694j 0.0330495+0.00841801j 0.00933693-0.00713627j -0.00450817-0.004556j 0.000672387+0.00275364j 0.013396+0.0103101j -0.0177694+0.0067468j 0.00396014+0.00323093j 0.0079765-0.0018966j 0.00260593+0.00405565j 0.00123276+0.00184407j 0.0034104+0.00745879j -0.0102937-0.0154252j 0.00292907-0.00363904j 0.000579303+0.0046704j 0.00639302-0.00621198j -0.00478044+0.00268357j 0.00693607+0.0029019j 0.0161702-0.00286631j -0.0126106+0.00320188j -0.0190161-0.00812083j -0.000140706-0.00539487j -0.00144631-0.00691265j -0.0033764-0.00416027j 0.00933018-0.000258044j -0.0242061+0.00226226j -0.0134524+0.00849337j -0.00802291-0.00647424j 0.00444534+0.00778625j -0.0171131-0.0108394j -0.00228178+0.00299571j 0.00971997+0.0019416j -0.00328916+0.00147059j 0.00498934-0.00997688j 0.0238269-0.00116191j 0.00207847-0.0187813j 0.00727206-0.00319501j 0.013788+0.00208769j -0.00112872-0.00888688j 0.00648698-0.00195839j -0.00898669+0.0141866j 0.00930604+0.000213458j -0.0142333+0.00435061j -0.0138103+0.0105472j -0.0198249-0.00950688j -0.00475967+0.0121012j 0.00547109+0.00923415j -0.00949155-0.00284592j -0.00168191-0.00232754j -0.00856514-0.0140404j -0.014426-0.012095j -0.0033274+0.00605952j 0.00248794+0.00632121j 0.0114014-0.0166237j 0.000431924+0.00302367j -0.00567461+0.00198404j -0.00970327+0.00600514j -0.0130116+0.00408298j -0.00445123-0.0116862j 0.0152784+0.0113068j -0.00612823+0.00730702j 0.00354936-0.00684308j 0.0123217-0.00160018j -0.0155145-0.00638888j -0.0351566-0.00593747j -0.0157696-0.0275541j -0.00964548-0.0020967j -0.0102963+0.0187305j 0.0097534+0.0150918j -0.00334662-0.0142365j 0.0030608-0.0136574j 0.0176762-0.0170006j 0.0228973-0.00468186j -0.0214191+0.0208151j 0.0102639+0.00942036j -0.0151076+0.00212201j -0.0119696-0.0146141j 0.0131901+0.00391561j -0.00724775-0.0120279j -0.0195743+0.00106823j 0.00335167+0.0163627j 0.0208112-0.0167926j -0.00581233-0.000720287j -0.0100824-0.00710015j 0.00332134-0.00572396j 0.01645+0.00366048j -0.00520202-0.000855665j -0.000678043+0.00861502j -0.0225557+0.00151264j 0.00145255+0.00689529j 0.00197793+0.00354585j 0.00192744+0.00445502j -0.00492794+0.000521988j 0.00687418-0.00661785j 0.00324186-0.00292543j 0.000581588-0.00640001j 
0.0033978+0.0024748j -0.00306969-0.00424232j -0.0004754-0.00184648j 0.00808524+0.00216728j -0.000940998+0.00654579j 0.00708693+0.000625532j -0.011847-0.00764543j -0.00327685-0.0050363j -0.00197037+0.00671355j -0.0053823-0.0158802j 0.0122636-0.00744299j 0.0129988+0.00196885j -0.00980792+0.0121062j 0.015177+0.0153157j 0.00381298+0.00601239j 0.0123921+0.000442225j 0.0139059-0.0101934j -0.00931237+0.00133214j 0.0104553+0.00114729j -0.0100404+0.0139826j -0.0073477-0.00982183j 0.0130438-0.00635357j -0.0138077-0.00373092j -0.0116292+0.00850012j 0.00479758-0.00197214j 0.0102126+0.00665383j -0.0110295+0.0114815j -0.00405295+0.00229047j -0.00946531-0.0043485j 0.0092677-0.0020494j -0.00227034+0.0109037j 0.00567886-0.0118277j 0.0107359+0.0056797j -0.00644763+0.00320383j 6.95598e-05+0.0106521j 0.00164728-0.0120386j -0.00716774-0.0084909j -0.0154788-0.0155775j -0.00839758+0.0248944j 0.0123835+0.0114127j 0.00309573-0.00186422j -0.00478987+0.00756924j -0.00476244+0.00790421j 0.00378299-0.00159303j -2.47688e-05-0.0034896j -0.014154+0.0133695j -0.00912381-0.0039599j 0.00341722+0.00300972j 0.0011245+0.00923233j -0.000545176-0.00917052j -0.00351564-0.0101031j 0.0258574+0.00447714j 0.0026201+0.00149458j -0.0129882+0.000723447j 0.0144189-0.00179467j -0.00826217+0.00924791j -0.00534611+6.80372e-05j 0.00192756-0.00794318j -0.0110204+0.0149631j -0.0269662-0.00729904j 0.0192085+0.00823236j 0.00756773+0.0149416j -0.0110114+0.011021j 0.00693212-0.00291798j -0.00756053-0.00157761j -0.000652593+0.00289142j -0.00505576+0.00463714j -0.0118797+0.0166054j -0.00484412-0.000187247j -0.00123682+0.0124747j -0.0060336+0.00905441j 0.00562358-0.017605j 0.0124358+0.00520937j -0.0182905-0.00978449j -0.0100913+0.0033453j 0.00212696+0.0148816j 0.00470584+0.0126425j -0.0121956-0.0169089j 0.00617164+0.00562128j -0.0220317+0.000117008j -0.0179023+0.0131714j 0.00624233-0.00163299j 0.00803093-0.00499868j 0.00451489-0.00212755j 0.00920645-0.0132023j -0.00809315-0.00597617j -0.00388636+0.00272067j -0.00275093+0.00716145j -0.00646546+0.00837622j -0.00411668+0.00333653j -0.00439386-0.00417064j -0.00182124-0.00427687j -0.00250618+0.00359723j -0.00681442-0.00428243j -0.00495109+0.00151631j -0.00361309+0.000206533j -0.000632881-0.000233057j 
0.0105185+0.00135131j 0.00417286+0.00474666j -0.0247779+0.0288907j 0.0182251+0.022108j 0.00305514-0.025876j -0.00394638-0.00698282j 0.000181752+0.040261j 0.0242745-0.00120905j -0.016704-0.025958j 0.00226133-0.0110144j -0.0146344+0.00121867j -0.0241397-0.00617869j 0.00503373+0.0193633j 0.00990305-0.0139547j -0.00716703+0.00563873j -0.0178254-0.0050154j -0.00820785-0.00279341j 0.0041655+0.000958215j -0.0139681-0.00411437j 0.0173515-0.00103036j -0.00526043-0.00665894j -0.008815-0.00112208j 0.000756071-0.00928294j 0.00917571-0.0149631j 0.00342166+0.0131553j -0.0147825+0.000800416j 0.00532109+0.00333891j 0.00929317-0.00231778j 0.0116924+0.00554042j -0.013665+0.00663701j -0.00446747+0.0086232j 0.00132014+0.0208054j -0.0135596-0.0255678j 0.0189824+0.00393602j 0.0120131-0.0119222j -0.00949447+0.011588j 0.0164164+0.00629592j 0.0151759+0.0233552j 0.006503+0.00240953j -0.00702614+0.0174729j 0.00993293-0.0245771j 0.0066214-0.0194038j -0.011305+0.00136806j 0.00636472-0.00692928j -0.0247575+0.0094555j 0.0204065+0.00637967j 0.0268938+0.00856042j 0.00514758-0.0165149j 0.000281026+0.0225195j -0.00876367-0.019576j -0.0108679-0.018811j 0.00491923+0.00519928j -0.00256078-0.00441318j 0.00788914+0.0172738j -0.00990542+0.0284636j -0.00529381+0.00815427j 0.00200188+0.00837734j 0.00112371-0.00976105j 0.0281296-0.00458507j 0.000876482-0.00437717j -0.0153125+0.00391458j 0.010274+0.00181795j -0.0284072-0.0199468j -0.0203243+0.0135987j -0.00184768+0.00361302j -0.000545083+0.000786389j -0.0160493+0.00386491j -0.0431345+0.0104932j -0.00383517-0.00915218j -0.00857612+0.0166866j -0.0241514-0.0263142j -0.00720083+0.0020649j -0.00960592-0.0175524j -0.0381428-0.0109676j -0.005453-0.0262386j -0.00390549-0.000768727j 0.00143854+0.00539235j 0.0084078-0.00884162j 0.00114407-0.00752332j 0.00295182+0.0198138j 0.00892688+0.00716079j -0.00244068+0.0233275j 0.0289701+0.0070398j 0.00318397+0.00716676j -0.0156383+0.00460551j -0.00989093+0.0148438j 0.00666137+0.0150591j -0.013375+0.00599693j 0.0018529+0.00629936j 0.0136757+0.00753117j -0.00882552+0.00594073j -0.000223592-0.0102464j 0.00153084+0.000527603j -0.00789865-0.00737052j -0.005501+0.0125472j -0.006012+0.00180212j -0.00491355+0.00250202j 
0.0186246+0.00513544j -0.00609304+0.0125788j -0.0361405+0.00170804j 0.0038167+0.0308642j -0.0113094-0.0104266j -0.00559504-8.07151e-05j -0.00793177+0.00292928j 0.0150143+0.010318j -0.0322489-0.0281893j -0.0133532-0.0182516j 0.0345741-0.0111229j -0.0144341-0.00434467j -0.0124257+0.0065382j -0.0150246-0.0114304j 0.0126242-0.00822504j -0.00770569+0.0164474j 0.00225282-0.000568681j -0.00119658-0.003843j -0.012019-0.00729557j 0.0127706+0.00147126j -0.00172933-0.0133451j -0.0076263-0.0102145j 0.00682048+0.00393682j 0.00392189-0.0179047j -0.0132603+0.0131887j 0.00678898+0.00158015j 0.0182348+0.0150862j 0.00809975-0.00395433j -0.0216215-0.00020404j 0.00313406+0.00357965j 0.00213177+0.013372j 0.00668722+0.00850787j -0.012456+0.00849284j -0.00166118+0.00252914j -0.0033062+0.00918235j 0.00449937-0.00802128j 0.0198155-0.000615825j 0.00557964+0.0228768j 0.00305428-0.0174531j -0.00295789+0.00601641j -0.0111003+0.0043898j -0.00128627+0.000740539j 0.000909503-0.00654489j -0.0188792+0.00158316j -0.00610674+0.00948737j 0.0151826-0.00900187j -0.0114556+0.00857338j -0.00789833-0.00453363j -0.000452694-0.00981573j 0.00217293+0.00282373j -0.0079605-0.000383483j -0.00621016+0.0117844j 0.0167473+0.0142654j -0.0026976+0.00857887j -0.0047681+0.00733851j 0.0215983-0.0287931j -0.0250631+0.0012258j -6.88586e-05-0.00544767j 0.00384236+0.00243739j -0.00316585-0.0093761j -0.00828925-0.00379976j 0.0304139-0.00317647j 0.00874405-0.00672997j 0.00233054-0.00187356j 0.017059-0.0105682j 0.0379105+0.0143268j 0.0102683+0.00938849j -0.00946462-0.00420802j 0.00203671-0.00768277j -0.015302-0.0170299j -0.0178428-0.0106234j -0.00410593+0.0129235j -0.00254661+0.00165529j -0.0307763-0.00518108j 0.00310282-0.00061264j -0.0319442-0.0104601j -0.00536901-0.0023283j -0.00690632-0.0193393j 0.00268038+0.00958144j 0.00811171+0.0107646j 0.0141992-0.00568912j 0.00285419-0.00520799j 0.00131283+0.00676292j 0.0138423-0.00545354j -0.00261754-0.00713689j -0.00334284+0.00425697j -0.00848693+0.00971767j -0.00855537+0.0054015j 0.00228887+0.00517024j 0.01663-0.00616957j -0.00657239-0.00046948j 0.00105219-0.00540182j -0.00308387+0.000587916j -0.00446604+0.00166486j -0.00105505+0.0153981j -0.0040697+0.00895604j -0.00144602+0.00220776j 
