-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
-0.00421851+0.00535982j -0.000618053-0.00649529j 0.012505-0.00555076j -0.00471776-0.0184732j 0.0110319+0.0115169j 0.00502573+0.0025286j 0.00464781-7.45326e-05j 0.00708636+0.00439562j -0.00328246+0.00646149j 0.0203102-0.0118125j -0.00437227-0.00266021j 0.00100379+0.00341278j -0.0014643-0.00506787j -0.012634-0.0057008j -0.00277384+0.00162885j 0.00128833+0.00836976j -0.00904934+0.0164356j 0.00489396-0.00682632j -0.00322918+0.00236731j -0.00336896+0.00411548j 0.00749231+0.00455772j -0.00414206+0.000450452j -0.00625953-0.000748974j -0.00662594+0.011099j 0.000778282-0.0108306j -0.0101745+0.0092139j -0.0188244+0.00118358j 0.000732906+0.00974375j 0.0282138-0.0101635j 0.0145963-0.00372259j -0.0204529+0.00175867j 0.00128299-0.00810537j 0.000100358+0.000404967j 0.0100124-0.00910957j -0.000867148-0.00634666j 0.0044236-0.000758438j 0.00067299-0.00707835j -0.00347755-0.0210604j 0.0139248-0.00205917j -0.0116787-0.00329866j 0.00882939+2.55994e-05j 0.00333735-0.0121412j 0.00113128-0.00712893j 0.0105961+0.00118679j -0.0107222+0.00201506j 0.00467251-0.0104305j 0.0221151-0.00431031j 0.0109525-0.000798833j -0.00235633+0.00992221j 0.00902137-0.0113942j -0.00869889-0.0203211j -0.0106099-0.00670857j -0.0170695-0.00984746j 0.00350684-0.0217695j -0.000503818+0.0162411j -0.023892+0.0535715j 0.0220762+0.00916564j -0.00112347-0.0378674j 0.0254398+0.000359838j -0.0200092+0.00176191j -0.0240323+0.0216054j -0.0271674+0.0123774j -0.0151907-0.0170787j 0.00166178+0.0203974j -0.0107705+0.00133221j -0.00546033-0.026931j 0.0266851+0.000744603j 0.00757394+0.0192621j 0.0016985-0.012259j -0.0121972-0.0169901j 0.00436044+0.0027241j -0.0102587+0.017623j -0.00457685-0.0190942j -0.010537+0.00453819j 0.0184995+0.0215698j 0.0143697-0.0204004j -0.016751+0.0366211j 0.00656232+0.00760343j 0.00323017+0.00248774j 0.0069065-0.00967397j -0.00101595+0.00295848j 0.0178906+0.00871244j 0.00415531-0.00591818j -0.0176337+0.0168347j -0.0109019-0.0157222j -0.00220077-0.00568847j -0.00400256-0.0026581j -0.0164373+0.00808245j 0.0147238+0.00128978j -0.00958223+0.00540166j -0.00235947-0.0059715j -0.00636396+0.00291962j -0.00662314+0.00418641j -0.0103532-0.00550113j 0.00942405-0.00193475j -0.00184991-0.00344379j 0.00504516+0.000146176j 
0.00419502+0.00186228j -0.00120858-0.00357847j 0.00689005+0.000802462j 0.00484146+0.00749545j -0.0166898-0.0104519j -0.00454265-0.0011803j -0.000654749+0.008011j -0.00792489-0.00178364j -0.000188979-0.0139602j -0.00339972-0.00583564j 0.0137454+0.0169495j -0.0207483-0.0022034j -0.00411151+0.011421j 0.00049969+0.0192108j 0.0058961-0.0109912j 0.00606312-0.0011563j 0.0183432-0.00826596j -0.0149297+0.00168537j 0.0148452+0.000327741j -0.00642209-0.00617797j 0.000605858+0.0108947j -0.018012+0.00999015j -0.00461963+0.00625587j -0.000226787-0.0179191j -0.00650093+0.00580465j 0.0151414-0.0217832j -0.00294281-0.00218773j -0.0180376+0.00688682j -0.00601375+0.00979456j -0.00432809+0.00775572j -0.00990708-0.0139918j -0.0140402+0.00415182j 0.0176335-0.00103329j -0.00491103-0.00146165j -0.023168-0.00760434j 0.00412399+0.00166178j 0.00402623+0.0127625j 0.00202562+0.000324351j 0.00113408+0.00328017j -0.00578977+0.00767691j -0.00579201+0.00270088j 0.00147317-0.00609458j 0.020511+0.0120709j 0.000251405+0.00334339j -0.0191855-0.00280873j -0.00612964-0.001878j -0.017328+0.0140445j -0.00480456-0.00596314j -0.00886438-0.00902021j -0.00255651+0.0181611j 0.00582567-0.00682142j -0.00763844-0.00742941j -0.00407449-0.00507841j -0.0204662-0.0103168j 0.0243216-0.0113187j -0.00694309-0.00155736j 0.0167846+0.0234795j -0.000873585-0.0102742j 0.0127671+0.00871338j -0.0129969-0.00233841j 0.00487534-0.0200536j 0.00437494+0.00151394j 0.00827549+0.00508266j 0.00474052-0.000436141j -0.00321794-0.00843623j -0.00922773+0.00159167j -0.0256618-0.00210421j 0.00256688-0.00584304j 0.00927861-0.00243354j -0.00363086+0.00857138j -0.0166727+0.00986204j 0.0208121-0.00417571j -0.00698719-0.00374153j 0.0186172+0.0101033j -0.00747869+0.0255603j -0.00622628+0.0118525j -0.00259958+0.00620349j -0.0189742-0.0137101j 0.00625589-0.00855712j -0.0122069-0.00168483j -0.0114597-0.00770987j -0.00489834-0.00590559j -0.0148655-0.0192116j -0.00294501-0.00797319j 0.011194-0.000266538j -0.00308483-0.00601094j -0.00231444-0.000117994j 0.0191539-0.00436115j -0.011965+0.000202904j -0.00303899-0.00476055j 0.00138382+0.00884659j -0.00457184+0.0116183j 0.00305832+0.00305768j 0.00454821-0.00387097j -0.0153021-0.000967738j 0.00272976+8.11653e-06j 0.00193228-0.00106934j 
0.0147485-0.00404856j -0.000106806-0.00298948j -0.0204047+0.0123652j 0.016118+0.00833471j 0.00860736+0.0136891j 0.00522128-0.00098762j -0.0118851+0.0123902j -0.00417307-0.00282398j -0.0110388-0.0023052j -0.0181338-0.0241079j 0.000244401-0.0146851j 0.0130573-0.00416509j -0.00101245-0.00519886j 0.00105958+0.00688617j 0.00557607+0.0101385j -0.0164401+0.00428255j -0.00637863+0.00441474j -0.0216565+0.00185735j -0.00955384+0.00462884j 0.0082042+0.0143959j -0.0240993+0.00337566j -0.00129157-0.00281939j 0.0161123+0.0201338j 0.00354309+0.0126052j 0.0135672+0.00529532j -0.00855114-0.00291871j 0.00153088+0.00572032j -0.00439434+0.0010416j -0.0223557+0.00460583j -0.000641637+0.00850585j -0.014125-0.00316413j -0.000319511-0.000843982j -0.00110073+0.000663376j -0.004839-0.00526948j -0.0186284-0.00293257j -0.000843822-0.00902625j -0.00382306+0.00286369j -0.00691945-0.00241636j 0.00773607+0.00563079j 0.00799541-0.00216861j -0.0216647+0.0130257j -0.00094098+0.00394567j 0.00405005+0.00770938j 0.00437137+0.0137419j -0.00449939-0.00358313j 0.00462382+0.00102068j -0.0130119+0.00894606j 0.0065398-0.00143638j -0.00365606+0.00909863j 0.0104755+0.0168486j 0.00860247+0.0101776j -0.0136575+0.004704j 0.0120971-0.000726727j -0.0112601+0.00266096j 0.00657412+0.00629732j 0.0251895-0.00982497j -0.00265067+0.011318j -0.00317183+0.000915688j -0.00166877+0.0021619j -0.00208257-0.00512333j 0.00527791+0.00310834j -0.000301316+0.00678293j 0.0144058-0.00511135j -0.00083564-0.0094316j 0.00900107-0.0057022j -0.000859501+0.0137584j -0.0193241-0.00133316j 0.0135677-0.00133046j -0.00768073-0.00409235j 0.0052485+0.0059876j -0.00409407+0.0118738j 0.0154661-0.00537536j 0.015535-0.000126295j -0.00282177+0.00432418j 0.00102122+0.00559881j -0.00982413+0.0101333j -0.00947692-0.00341006j -0.0200412-0.00584102j -0.00539784-0.00309175j -0.00108357+0.00569662j -0.0017639-0.0215479j -0.00817214-0.00662749j -0.0172627-0.000786853j 0.00910124-0.0230796j 0.0215277-0.00379824j -0.00429021-0.00526738j -0.0230265-0.00156631j 0.0154211+0.0028095j -0.0151973+0.00672444j 0.00870421-0.00810106j 0.00270288+0.00557536j -0.00195842+0.00561263j -0.00544935+0.00261164j 0.0188092+0.000819223j -0.015132-0.00579089j 0.00176139+0.00335168j -0.00161424-0.0033264j 
0.013444+0.0031584j 0.00474639+0.0132489j 0.00326124+0.0306979j 0.0267632+0.00361677j 0.00961944-0.00618485j -0.0115663-0.0114311j -0.00989007+0.0273487j -0.00949009+0.00309296j 0.00189253-0.00743067j -0.0164008+0.00318865j 0.00824072+0.00543058j -0.0320407-0.00222805j -0.00412293+0.00687484j -0.00273542+0.00944471j 0.00683665+0.00330172j -0.00125381-0.00671585j -0.00825659-0.00481454j -0.0131543-0.00137177j 0.0105574+0.0106329j -0.00675478-0.00399335j 0.00405517-0.0064162j -0.00456214+0.0068674j -0.00423597+0.0109366j -0.00908826-0.0162682j -0.0033207+0.00187857j 0.00756208+0.00275712j 0.00296809+0.00369452j 0.00498084+0.000986587j -0.00121378-0.00969774j -0.0076149-0.0029351j 0.018747+0.00832589j 0.0111541-0.0132268j 0.0143355+0.000284308j -0.00612182-0.00501536j -0.00429312+0.00349232j 0.00671454-0.000841063j 0.00410064-0.00799844j -0.00328006-0.000299122j -0.00715191+0.00340063j -0.0102479-0.00908758j -0.00247434-0.00291683j -0.0172656+0.010667j -0.0241082+0.013508j -0.02261-0.000370183j -0.000455317+0.00308881j 0.0238082-0.00429643j -0.0170628-0.0213246j 0.00254503-0.0184769j -0.0106725-0.0098523j 0.00357992+0.00132874j 0.00396961-0.00361709j 0.0248724+0.0112024j -0.0056774+0.0247872j 0.0266885-0.0115106j -0.0278575+0.0151973j -0.021052-0.00329248j -0.0240644-0.0170038j 0.00101494+0.00818031j -0.00033607+0.0136031j -0.0025782+0.0106078j 0.00269084+0.00152695j 0.00854708+0.00388618j -0.00161886+0.0214035j -0.00505035-0.0178364j 0.00191003-0.00133889j -0.0359692+0.00465855j -0.0036377-0.00742411j -0.0059351-0.00880409j 0.0132458+0.0236919j 0.00318897+0.00480914j -0.00883641-0.0204158j 0.00739791-0.0053619j 0.01058+0.00710529j 0.0103214-0.000427382j -0.0034558-0.00450909j 0.00627242+0.00306812j 0.00213142-0.00197688j -0.0176334-0.00341769j 0.0148092+0.00403307j 0.00108109+0.00948773j -0.00264517+0.0167346j 0.0081454+0.001833j -0.00179051-0.0135931j 0.0085434-0.00728059j 0.0022977+0.0088389j -0.0118641+0.00243479j -0.00410661+0.0012904j 0.0292067+0.0101075j -0.0123262-0.00799833j -0.0127331-0.0169292j -0.0137415+0.023381j 0.00964998-0.00437002j -0.00728681+0.00177622j -0.000198648+0.00113245j 0.000259382-0.00698334j -0.000834767-0.000299809j 0.00325789-0.00551432j 
-0.00533625-0.00410416j -0.00213714+0.00825042j 0.00534074-0.0137401j -0.024268+0.00305797j 0.00610989+0.000854832j -0.00267817-0.00798964j 0.0123809+0.000155264j -0.0337267-0.00410122j 0.00775932-0.0366114j 0.0133906+0.0163929j 0.00110835-0.00326619j 0.0203211-0.0179122j 0.0115807-0.0195102j -0.0256726-0.0274544j 0.00977936+0.00033977j -0.0041828+0.00621689j 0.00976578+0.000228583j -0.00123921-0.00182284j -0.0089595-0.0013027j -0.00434775+0.00179608j 0.00468014+0.00248251j -0.00327039-0.012712j 0.00135945-0.00106089j 0.00698326-0.00220903j -0.0118979-0.0105557j 0.0154548-0.00207267j -0.00772566+0.00369607j 0.0031279+0.00365614j -0.00545613-0.00833297j 0.00646241-0.00701744j -0.0121164-0.00847555j 0.00571249+0.00676268j -0.0140826+0.0123873j 0.00189314-0.00941386j -0.00427079-0.0243923j 0.0219133+0.00897771j -0.00186145-0.0105j -0.000222402+0.00659449j -0.00968706-0.0132338j 0.0184432-0.00247031j 0.0080885-0.00114857j -0.00564353-0.00431341j 0.0135591+0.0221224j -0.0122524-0.00255657j 0.00976858-0.00190465j -0.00918064-0.00951381j -0.00356621+0.00529047j -0.000111226-0.000588688j -0.0057573-0.00458424j 0.00791031+0.00133182j -0.00132661-0.00686029j -0.00826979+0.0170819j -0.017756-0.0117195j 0.00611123-0.0196368j 0.0180664+0.011294j 0.000952988+0.00405864j 0.00357865+0.00581012j -0.0068683-0.0190182j -0.00147725+0.0337962j 0.00619235-0.0100412j -0.0142007+0.000794006j 0.00727846+0.0325502j -0.00656748+0.00944218j -0.000485674+0.0094581j 0.0140423+0.00610284j 0.00527654+0.00598974j -0.00192031+0.0135579j 0.00754667-0.00725493j 0.00882377+0.00223379j 0.00138252-0.0187335j -0.0125932+0.000809337j 0.00847635-0.0143187j 0.0117301+0.00117793j 0.00688222+0.00838757j 0.0156945+0.0292885j -0.00199753-0.00294817j 0.00659402-0.00071813j 0.00655428+0.0049313j -0.0139433+0.00231944j 0.000644064-0.0202738j 0.00376957-0.00174492j -0.00793159+0.0105522j -0.0175159-0.00574086j 0.00963891-0.00965357j 0.00357994+0.00248091j 0.0212502-0.0112388j -0.00864834-0.010481j 0.00253526-0.00214098j 0.00497925-0.0102937j 0.00491995-0.0168378j 0.00866197-0.0110475j -0.00366661+0.00473008j -0.00827758-0.0040903j 0.0108423+0.00861507j 0.0096339-0.00159596j 0.00428909+0.00732346j -0.00442126-0.00411264j 
0.00457997+0.00794097j -0.00157514-0.00940963j -0.0318257-0.00177124j -0.0034821+0.0183048j 0.00847991+0.0110177j -0.019019-0.0154221j 0.00962201+0.00478621j 0.0082787-0.0132379j -0.00193518-0.00592463j 0.0256705+0.00661557j -0.0130343+0.00338761j -0.0121345+0.000379283j -0.00288783+0.0120592j 0.00392816+0.0120752j 0.00158282-0.00938074j -0.0146311-0.00212105j -0.00699784-0.0151855j -0.0051872-0.0197784j 0.00986174-0.00367913j 0.0139668+0.0134371j 0.00358568+0.00820946j 0.0100869+0.0143576j 0.00225701-0.0121034j -0.0149155-0.00580628j -0.00441598+0.00260991j 0.00190233-0.00397084j -0.00306156+0.00308078j -0.00988702-0.00711449j -0.00626074+0.000136109j -0.00331344-0.00531821j 0.00287666+0.000652502j 0.000963143+0.00186911j 0.0079186-0.00514571j 0.0106682-0.00908283j 0.00976622+0.00107066j 0.0136311-0.000190505j -0.0010789+0.0055097j 0.00187821+0.00568399j 0.00108817-0.00161991j 0.000171425+0.0112677j 0.00878003-0.00373749j 0.00247871-0.00941763j -0.00564755-0.0128236j -0.0111569-0.0136095j 0.0159581+0.0001557j -0.00203053+0.00558199j 0.0012649+0.00465857j -0.00731041+0.00376457j 0.0209745-0.00367689j 0.00130166-0.000111833j -0.00196455+0.00803009j 0.000567737-0.0106918j 0.00511199+0.017279j 0.0116276-0.00181647j -0.00575274-0.00849936j -0.0105192-0.00297744j 0.00175487-0.0124127j 0.00828006-0.00314089j 0.00305488-0.0118909j 0.00829455+0.00926782j -0.0039269-0.00956886j -0.000974029-0.00990726j 0.00811492+0.010373j -0.0103155+0.00418024j -0.00506892+0.00590766j 0.00545795-0.00667304j -0.00700894+0.0137872j 0.00430766-0.00847254j -0.00555666-0.00237765j 0.00640926+0.00915527j -0.00353199-0.00443046j 0.00235931-0.00252435j -0.00278706+0.00340198j -0.00810173+0.00629739j -0.00187961+0.00513932j -0.00771516+0.0130998j 0.0068214-0.00299648j 0.00571042-0.00407761j -0.000164328-0.00545267j 0.00018955+0.00949197j -0.000118432-0.00178016j 0.00789245-0.00388618j -0.00454378+0.00382476j -0.00520046-0.0056678j 0.00500138-0.00850174j 0.00193427+0.00646406j 0.00749623+0.00048218j 0.00682984+0.00663782j 0.00818793+0.00651137j 0.00471826+0.00893314j -0.00479551-0.00211315j 0.00424566-0.00356354j -0.00258475-0.0044148j -0.00169387-0.00516711j -0.00600738-0.000357821j -0.00236332+0.00126075j -0.000303437+0.00416359j 
-0.00143846-0.0123597j 0.0149128+0.00113093j 0.00129799+0.0221111j 0.0329-0.010344j -0.00498001-0.0164717j 0.000694204+0.000817677j -0.0146652+0.0110174j 0.00540675+0.0119989j 0.00334045+0.0135579j -0.0187608+0.00708747j -0.00437238-0.00922586j -0.00113432-0.00523205j 0.0044967+0.00410289j -0.0100827+0.00107831j -0.0152872-0.00364952j -0.0210782+0.000564399j 0.00149577+0.00857435j -0.0027997-0.00785763j -0.00171103+0.00420862j -0.00853732-0.000643571j -0.00928255-0.00565113j -0.00186604+0.000120353j 0.0165584-0.00441027j -0.00696544+0.0079008j 0.0255963-0.0002056j -0.0090949+0.0115509j 0.00106265-0.0145412j -0.00107027+0.0051181j 0.0121867+0.00229021j 0.00650565-0.00229566j -0.00094596-0.00359739j 0.0121905+0.00416553j -0.0244423-0.01048j 0.00222043+0.0105836j -0.00449661-0.00168931j -0.000824182-0.0068304j 0.015044-0.0071372j -0.00153396+0.00227279j 0.000438374+0.00743884j 0.00692048-0.00579656j 0.0109405+0.0116412j 0.0196983-0.00154435j -0.000455821-0.0082757j 0.0223267-0.00383797j 0.0122978+0.0102984j 0.00796751+0.00808359j 1.60784e-05-0.00293461j 0.00624712+0.0197451j -0.00273371+0.00158749j 0.0262798-0.000194084j -0.0165481+0.00263323j 0.0164953-0.00978123j 0.018974-0.00581771j -0.00785908+0.0277703j 0.00919991-0.0167838j 0.00773347+0.00109292j -0.00299243-0.0223763j -0.0129758+0.00781482j -0.00857893-0.0103495j 0.00341009+0.0160006j 0.00367249+0.00452185j 0.00937379-0.0145913j 0.0031914+0.00259814j -0.014222+0.0206239j 0.0287044+0.0190838j 0.0213879-0.0174362j -0.020226-0.00152392j 0.000627096+0.00987469j -0.00153598-0.0169717j 0.00652998+0.00590748j 0.00930583-0.00280365j -0.00512401+0.0071822j -0.00196498+0.0141118j -0.0292418-0.0224695j -0.0168532-0.0051548j -0.00975055+0.0031054j -0.0018708+0.022375j 0.0024478-0.00299659j -0.0123572-0.00499239j 0.00879636+0.00359842j 0.0164015-0.00647979j 0.00650279-0.00754152j 0.00788747+0.0217069j -0.00417114+0.0104305j 0.0116813-0.00531052j -0.0104276-0.00781328j -0.0256315-0.00954775j -0.00200332-0.0133829j -0.00705239+0.00637323j 0.020678+0.0112343j -0.00592252+0.0128717j -0.00309453+0.00543228j -0.00347392+0.00299611j 0.00187291-0.00400471j 0.00276524-0.011214j 0.00115074+3.64597e-05j -0.000131556-0.00858283j 
0.00326205-0.000323366j -0.0113701-0.0106689j -0.00483734-0.00890795j -0.0174433+0.00292054j 0.00910002+0.00224042j -0.00401733+0.00617201j 0.00299128-0.00228061j -0.00914485-0.00934048j 0.0037822+0.00592954j -0.010372-0.0123924j -0.0116991+0.00613282j -0.00383822-0.00914348j 0.0111055-0.0091364j 0.0156946+0.00495259j 0.0187873-0.013516j 0.00360574+0.00260198j 0.00402963-0.00211791j 0.00092503-0.00943185j 0.00613293-0.000819062j 0.00755029-0.00705487j -0.00630866+0.00920922j 0.012199-0.00572992j 0.00248913-0.000922504j 0.022923-0.00879673j -0.0172663+0.014181j 0.0153141-0.0352801j 0.00762227-0.0116286j -0.0126477-0.0158232j 0.00702505+0.00465202j 0.00275984-0.011532j 0.0109324-0.00280639j -0.0040563+0.0048077j 0.0142408+0.00518695j -0.00734927+0.0100999j -0.00125459-0.00339459j -0.00237782-0.00281309j 0.0102039+0.00300136j -0.00180832-0.00778232j -0.0107984+0.00189348j -0.0156021+0.00788395j 0.0171065-0.00384731j 0.00468952+0.00742918j -0.00550707-0.0094058j -0.0148679-0.00409703j 0.00537018-0.0114199j -0.00104203-0.00253377j -0.0105212-0.00022744j -0.0177928+0.00681511j 0.0142247-0.035718j 0.00366231+0.00854332j -0.0212923-0.00673529j 0.0122672-0.0112274j -0.0216733+0.0132507j 0.0200264-0.0441938j 0.00521867-0.0147645j -0.012179+0.00420059j 0.00837998-0.00883791j 0.00244587-0.00709578j -0.00993134-0.0102488j 0.0187524+0.0086369j -0.00530888-0.0139086j -0.0140708-0.00449472j 0.000780524+0.0450587j -0.00695819+0.0152117j 0.00177616+0.0323353j -0.0147449-0.0241508j -0.000543639-0.00715021j -6.77314e-05+0.00515881j -0.00123935+0.0174029j 0.00726105-0.0130101j -0.00610356-0.00637781j 0.0100277-0.0104542j -0.0220003+0.0179294j 0.00632283+0.00650672j 0.00575151+0.0144294j -0.00366028+0.000363681j 0.00542623-0.00842319j 0.00573391-0.00354038j 0.00964374-0.00680241j 0.0208072-0.00087722j -0.00444917+0.0137537j -0.00520594+0.00875894j -0.0111249-0.0159538j -0.019295+0.0111572j 0.0233295-0.0143304j -0.000196063-0.0118439j 0.00675424+0.00212643j 0.0176732-0.000425187j 0.00127338+0.0096365j -0.00755994-0.00493266j -0.0139409+0.00670501j 0.00167667+0.000189652j 0.000626443-0.000528314j -0.00251091+0.00214244j 0.00498123-0.00912983j 0.000187947-0.00521865j 0.00482669+0.00220458j 
0.0124039+0.000213758j -0.00663471+0.000759874j -0.0311871+0.0139912j 0.0200285+0.00123227j -0.00193067-0.00989526j -0.00411753-0.0115006j -0.032066-0.00759356j 0.0372756+0.00794873j -0.0131128-0.000528478j 0.0204607-0.0078105j -0.0114395+0.00314256j -0.0121897-0.0175281j 0.0126831+0.0147532j 0.00845576+0.0261697j -0.00566509+0.0108864j -0.0212972-0.013237j -0.0143148+0.00806335j 0.00532465+0.015539j -0.0157236+0.00874656j 0.00815559+0.00247888j 0.00204645+0.00374792j -0.0084474-0.0137443j 0.00390755-0.0131307j 0.00738046-0.00631508j 0.000619459+0.0155473j -0.00353435-0.00196151j -0.00399275-0.0115417j -0.0109898-0.0033282j 0.00526608+0.0025222j -0.00307087-0.00553123j -0.00428701-0.00702846j -0.000215897-0.0163321j -0.00652248+0.0146363j 0.00197466+0.0138531j -0.00743436+0.00371897j -0.0198226-0.0163188j 0.011224-0.00742263j 0.00737174-0.0116841j 0.0268134+0.00113354j 0.0058882+0.0186349j -0.00505442-0.00692606j 0.0176054-0.0065621j 0.00671473-0.00412248j 0.0169577+0.0195678j -0.022002+0.023617j 0.0127401+0.0116206j -0.00999377+0.0141875j 0.00705137+0.00147644j 0.00582857+0.00319343j 0.0164134+0.0105423j -0.00438169-0.00299156j -0.0155049-0.0057768j 0.00563539-0.0186006j -0.0184827-0.0138781j -0.00265282+0.000975703j 0.00950684-0.00729469j 0.0188795+0.0239047j 0.0029779-0.00252901j 0.00762057-0.00320421j -0.00674166-0.0189824j -0.00105163-0.00557445j -0.0114513-0.00119288j 0.00264072+0.0131689j -0.00887123+0.0103685j 0.0203561+0.0101227j -0.000574704-0.00062428j 0.00721716+0.015008j 0.0142126+0.00665046j -0.0152491+0.003333j 0.0117172-0.00376178j 0.00339116+0.00784587j 0.00323966+0.00616292j -0.00467314-0.0121739j -0.0145606+0.00782796j 0.0127206-0.00888353j -0.0105455-0.00221114j -0.0123997-0.00196144j 0.0246318-0.00118067j -0.0199134+0.0163968j 0.0230112+0.000662725j 0.00197958-0.00770281j -0.0222076+0.00835362j -0.00811091-0.00029065j -0.00101519-0.0095703j 0.0114663-0.012201j -0.00452368-0.0152613j -0.0333166-0.00927022j -0.00477317-0.00409419j -0.0087056-0.000175519j 0.000929132-0.0147214j -0.0117126+0.00711817j -0.00234896+0.00773934j 0.00148797+0.0041606j 0.0144836+0.000942503j -0.00226775-0.000198618j 0.00120848+0.00332942j 0.00438633-0.00228435j 
0.00901345-0.0119742j 0.0118577+0.0113567j 0.00368451-0.00628873j 0.00760676-0.0110728j -0.0105185-0.0157241j -0.0106734+0.00487667j 0.000762287-0.000260936j 0.00840595+0.0141791j -0.019099+0.0242686j -0.0104987+0.00374042j -0.00874902-0.00168286j 0.00331617-0.00094326j 0.00217505+0.0062571j 0.0136267+0.00356462j -0.0179752+0.00291265j -0.00354634-0.0143852j 0.00518251-0.00201892j -0.0158194+0.0133171j -0.00130156+0.00739601j -0.0052051-0.00426828j -0.00165486+0.00046509j -0.0196183-0.000681367j 0.0108824+0.00199933j -0.017571+0.00724541j 0.0136155+0.00288113j -0.00639424+0.00869174j 0.00432896-0.00905068j -0.00406198-0.00864542j -0.0173561+0.0263296j 0.00370896+0.00539554j -0.0148456-0.00523011j -0.016104+0.0146595j -0.0135354+0.0146697j 0.00571007+0.0048135j 0.00444265+0.0161173j -0.00356869+0.00294186j 0.0174538+0.00174738j -0.00126056-0.00771704j -0.00270628+0.0010476j -0.00862114-0.0134589j 0.00628342-0.00560211j -0.00573277+0.00302882j 0.00915411+0.017008j 0.0143191+0.00160046j -0.0126126+0.00364401j -0.0128981+0.0112906j -0.00199305-5.57076e-05j 0.00225663+0.00591561j -0.0171957-0.0149501j 0.00736515+0.0142572j 0.00500016-0.0112219j -0.0146089-0.00170007j 0.00847702-0.0178969j -0.0168182-0.00843862j 0.00282619+0.012095j 0.00951809-0.0132445j -0.00605922+0.0059434j -0.0169745+0.00872078j 0.0268668-0.0104796j 0.00197135-0.00564763j -0.00231981+0.00444519j -0.00824791+0.00104485j 0.00427159-0.0129572j -0.0026507-0.0192103j -0.00442865-0.00285824j -0.0177859-0.000655089j -0.0183345-0.00643655j 0.00986355-0.00123915j 0.0191652+0.021772j -0.0168581+0.00639847j -0.00818546+0.00926734j -0.000927056+0.00708595j 0.0186482+0.0065326j 0.016279-0.0138409j -0.0145725-0.0160549j -0.002909-0.0113161j -0.0023846-0.00370401j -0.012954+0.00243173j 0.0020479+0.00923152j 0.00376976+0.00105885j -0.00101074-0.00996609j -0.0182384+0.00551423j 0.000187707-0.0080397j 0.00604903-0.0123497j 0.0115799-0.000771907j -0.000962356-0.00725079j -0.004437-0.00690305j 0.00744237-0.00998003j -0.0169385-0.00394134j -0.00136064-0.00733049j 0.00557436+0.00541825j 0.00270772+0.00543771j 0.012542-0.00403234j 0.00103366+0.00419343j -0.00471934-0.00400856j -0.000985155+0.0020621j 0.00115602-0.00353784j 
