-5.55017e-17+0.00528069j 1.81821e-16+0.00642088j -1.39961e-17+0.00283912j -1.70078e-18+0.00547813j 7.73811e-18-0.00200862j 1.62292e-17-0.00665583j -1.15019e-17+0.00333437j -8.90047e-18+0.00271666j 1.02649e-17-0.00493816j -8.33058e-18+0.000638312j -2.13702e-17-0.00257598j 9.05132e-17-0.00704374j 7.22668e-18+0.000491212j -1.84676e-17+0.00430305j -8.94949e-17-0.0060864j 1.41145e-15+0.00359991j 2.01909e-17-0.00288983j 5.19433e-17-0.00363781j 5.84841e-17-0.0018029j 2.10275e-17+0.00455908j -1.5889e-17+0.0016031j 3.16066e-18+0.00103342j -4.34153e-16+0.00422756j 1.25217e-16-0.00278654j -5.77817e-17-0.00669876j 1.75276e-17-0.000351449j 2.47355e-17-0.00746084j -1.82036e-16+0.00209666j -7.51752e-15+0.00220762j 1.58139e-16-0.0071273j 1.93904e-17+0.00109934j 6.43463e-17-0.00476902j -1.44732e-16+0.00541187j -5.27309e-17+0.00148662j 2.74195e-17+0.000893653j 2.97656e-17-0.00253236j 2.85343e-17-0.00626695j -1.28372e-16-0.000678514j 1.97194e-17+0.00259164j 3.08466e-17+0.0037266j -9.38795e-17-0.00166094j 9.34265e-18-0.00520532j -2.37591e-17+0.0049636j -1.69527e-17+0.00224424j -1.77234e-17-0.00674662j -4.31369e-17+0.00379795j 7.26092e-18+0.000662469j 1.29597e-17-0.0025107j -8.33892e-18+0.00368887j -1.48477e-17+0.00511962j 1.48125e-17-0.0057557j 3.35628e-18-0.000691912j 8.10928e-19-0.00452154j -1.25416e-17+0.00429111j -1.08234e-15-0.00593801j -2.48481e-16+0.00570066j 
1.17202e-17-0.00325221j -2.41071e-16-0.00621765j -8.35187e-18+0.00104631j -4.65145e-17-0.00655418j -9.7544e-19+0.00455849j 4.18728e-17+0.00732977j -2.68857e-17+0.0013903j -1.6443e-17+0.000120544j 1.50887e-17+0.00940776j 1.67442e-17-0.000447307j 5.98389e-17-0.0010895j -4.49267e-17+0.00651038j -1.51445e-17-0.006479j -9.64282e-18-0.00167514j 2.71125e-16+0.00672491j -2.82922e-15-0.00766239j 2.38911e-17+0.000465672j -1.27854e-17+0.00509413j -8.64299e-17+0.00360159j -2.56889e-17+0.000175617j 5.72475e-17+0.0011502j -2.09714e-17-0.00525344j 9.77293e-16-0.00961142j 3.2876e-16-0.00373069j 9.57398e-17+0.00967403j -2.30319e-17-0.00125634j 4.62509e-17+0.00682239j 1.1736e-16-0.00169751j 5.969e-15-0.00176123j -4.66011e-17+0.00488171j 3.12009e-18-0.00235971j 5.67968e-17-0.000507585j 2.02758e-16-0.0103165j 2.45341e-17+0.00499584j 2.59392e-17-0.00507179j -3.61984e-17+0.00434389j 2.05857e-17+0.00890293j -1.2276e-16-0.0014576j 6.06738e-17+0.000176823j -8.30008e-17-0.00469978j -7.55306e-17-0.00348548j 2.56555e-17+0.00249469j 6.46635e-18-0.00569052j 2.49091e-17-0.00780855j 5.12155e-17+0.00463946j 2.23806e-17-0.00623263j -1.8228e-17-0.000608925j 2.74706e-17-0.00341779j -1.15786e-17-0.00524731j -1.30648e-17-0.00812447j 3.84085e-17+0.00264166j 1.23753e-17-0.00238363j 2.48138e-17+0.00148284j -2.50056e-17-0.00675283j 6.20303e-16+0.00370445j 9.4741e-17-0.00555798j 
1.88602e-16+0.00234775j 1.81294e-16-0.000187165j 1.29121e-16+0.00501857j 1.56872e-16-0.00183897j -5.16813e-17+0.00357108j -1.98434e-16+0.00138295j 1.36547e-16+0.00611103j 1.0932e-16+0.00361851j -1.32246e-16+0.00636127j 4.08062e-17+0.000210954j -9.16275e-17-0.00474182j -2.48786e-16-0.000211885j -4.87473e-17-0.00808294j 1.71443e-16+0.00322349j -1.05498e-18+0.00129451j -1.89384e-15-0.00571815j -8.82514e-17-0.00305095j -9.09859e-17+0.00221812j -1.0058e-16+0.00254674j 2.31519e-16+0.0060367j 1.51483e-16+0.00358558j -2.15452e-17-0.00574589j 8.87687e-16-0.0075391j 4.19586e-16-0.00855954j -1.99577e-16+0.00447907j -3.92211e-17-0.00213572j -2.28624e-16-0.000323215j 1.88292e-17+0.000386158j -1.44446e-15+0.0004417j -1.85231e-16-0.00250716j 6.31399e-17-0.00177278j -9.52631e-17-0.00674999j 2.69773e-16-0.00697986j 9.20737e-17+0.00860601j 6.68572e-17-0.00567958j -1.00381e-16+0.00261629j -1.75781e-16+0.0039921j -3.77897e-16-0.00282234j 2.43414e-16+0.00353508j 7.6056e-17-0.00157514j -3.41505e-16-0.00679782j -2.00558e-16-0.00326998j 1.81625e-16-0.00133283j 5.27075e-17-0.00763945j -2.60044e-16-0.00234841j 1.12328e-16-0.00354455j 1.33231e-17+2.44723e-05j -1.10756e-16-0.00778803j 1.14886e-16-0.00235903j 1.51106e-16-0.00440562j -2.03705e-16-0.00377271j -3.83992e-17-0.004084j -1.86779e-16-0.00375994j 1.08193e-16-0.00361625j -8.16699e-16-0.00257625j 5.40483e-17-0.00021693j 
-1.71943e-16-0.00335998j -4.25202e-16-0.00574868j -1.27477e-16+0.000247417j -2.07453e-16-0.00582282j 4.50396e-17+0.00371892j 2.4353e-16+0.00660911j -1.64404e-16+0.00040924j -1.22286e-16-0.000410422j 1.38936e-16+0.00782069j -8.80801e-18-0.000445967j 1.61397e-16-0.00032749j 1.88196e-16+0.00607821j 1.69922e-17-0.00485155j -1.6658e-16-0.00202144j 4.12797e-16+0.00606001j -2.42685e-15-0.00629222j 1.28276e-16+0.000873033j 9.06648e-17+0.00441181j -2.81688e-17+0.00297792j -2.10221e-16-0.000708374j -2.9251e-17+0.000550803j -1.80444e-17-0.0040505j 6.9878e-16-0.00783983j 3.60874e-16-0.00222979j 2.80552e-16+0.00833976j 3.80301e-18-0.000858713j 2.81929e-16+0.00638411j 4.70514e-17-0.0016326j 5.6907e-15-0.00169981j 1.90399e-16+0.00489667j -2.81229e-17-0.00193605j 2.28508e-16+0.000502979j 3.3458e-17-0.00857549j -7.11521e-17+0.0033983j 1.62919e-17-0.00389134j 3.81315e-17+0.00365741j 1.97729e-16+0.00769378j -2.77951e-17-0.000946534j -6.61964e-17-0.000346099j -1.82902e-16-0.00413832j 5.61821e-17-0.00225634j 2.10599e-16+0.00278945j -1.50058e-16-0.00509361j -1.05455e-17-0.00615062j 2.80895e-16+0.00464872j -8.30701e-17-0.00527789j -3.71239e-17-0.000569175j 1.46429e-16-0.00205051j -1.17493e-16-0.00453376j -1.53821e-16-0.00691095j 2.40315e-16+0.00299855j 5.494e-17-0.0016246j 1.91362e-16+0.00192025j -1.39673e-16-0.00575077j 8.68792e-16+0.00381307j -7.50136e-17-0.0051316j 
-4.23237e-17+0.00979288j 1.96171e-16+0.00734674j 8.61413e-18+0.0108969j -2.6595e-18+0.00375029j -4.19539e-18+0.00296806j 1.48821e-17-0.00583299j -8.33209e-18+0.0131231j 1.38264e-18+0.00865231j -9.82033e-18+0.00367139j 2.05204e-17+0.00107453j -8.56013e-18-0.0101694j 5.76551e-17-0.00868492j -2.44911e-17-0.0115352j 1.38022e-17+0.00994454j 1.59913e-16-0.00528916j -1.28291e-15-0.00429686j 4.71373e-17-0.0080071j 7.41988e-17-0.000995742j -1.87054e-17+0.00167666j 1.17374e-16+0.0144665j 1.07376e-16+0.00728016j -3.13363e-17-0.00738718j 6.80443e-16-0.00628141j 9.71128e-16-0.0161434j -9.67038e-17-0.00124201j -5.44557e-18-0.00361955j 2.96434e-17-0.0093473j -2.86692e-16+0.00306958j -1.11999e-14+0.00328467j 2.54817e-16-0.0122255j 8.1214e-17-0.00135201j 2.0342e-16-0.0157853j 3.94355e-17-0.00403611j -5.89196e-17+0.0146689j 1.35889e-16-0.00745379j -1.97639e-17+0.000914396j 2.55597e-17-0.00145917j -6.66301e-16-0.00503752j 2.42778e-16+0.00837872j -7.25614e-18+0.00206523j -4.95219e-16-0.012165j -2.67505e-17-0.011086j 2.78238e-17+0.00389795j 1.5457e-17-0.00878784j -8.48574e-17-0.0115352j -2.88031e-17-0.000802746j -1.82597e-18+0.000823637j 2.40892e-17-0.014659j 1.219e-17+0.000845119j 9.26594e-18-0.000523738j 4.03197e-18-0.0124936j 9.54084e-18-0.00694503j -4.36537e-17-0.0110084j -2.06142e-17-0.000324427j -2.21924e-15-0.0109163j -4.72658e-16+0.00644655j 
9.89712e-17-0.00475112j -2.33932e-17-0.00392364j 4.63951e-17-0.00484307j 6.83623e-17-0.00232438j -1.76445e-17-0.000912711j -9.17319e-17+0.00334281j 6.17408e-17-0.00582011j 4.3927e-17-0.00391303j -4.76084e-17-0.000770534j 1.62223e-18-0.000529924j -3.72288e-17+0.00450898j -1.285e-16+0.00455845j -2.47555e-18+0.00461591j 5.99914e-17-0.00466993j -1.28031e-16+0.00303861j 3.49291e-16+0.00122023j -6.62947e-17+0.00367612j -8.00671e-17+0.000936122j -1.87415e-17-0.000417964j 2.16294e-17-0.00654497j -1.26448e-17-0.00319272j 1.30653e-17+0.00285103j -1.74796e-16+0.00193501j -4.67884e-16+0.00696746j -2.93327e-17+0.00148339j -9.596e-18+0.00152226j -1.13163e-16+0.00488856j 1.71149e-16-0.00155373j 5.67931e-15-0.00165735j -2.24626e-16+0.00600946j -2.54663e-17+0.000388821j -1.68756e-16+0.00711158j 6.00063e-17+0.000849543j 6.98277e-17-0.00617834j -6.01036e-17+0.00289852j -2.34267e-17-1.62445e-06j -8.70957e-17+0.00150856j 2.74528e-16+0.00214628j -6.01577e-17-0.00378358j 4.33311e-17-0.00138371j 1.78491e-16+0.00518626j -6.5204e-17+0.00526563j 5.36331e-17-0.00230921j 8.53929e-18+0.00324333j -5.56091e-17+0.00567336j 5.94981e-17-0.000228646j 8.3295e-18-0.000431494j -6.1353e-17+0.00632393j 3.8943e-17-0.000882371j 5.51508e-17-0.000535121j -8.67565e-17+0.00591803j -2.231e-17+0.00292341j -4.92931e-17+0.00513417j 5.7941e-17-0.000495074j 9.7729e-16+0.00530369j 3.01862e-16-0.0034526j 
4.00582e-17-0.00135293j 1.836e-17-0.000863135j 2.11929e-17-0.00169297j 3.3319e-17-0.000304737j -7.76327e-18-0.000632899j -4.25243e-17+0.000589097j 2.85918e-17-0.00204407j 2.04543e-17-0.0013157j -2.23223e-17-0.00093437j 2.67974e-19-0.000144815j -2.1408e-17+0.00158448j -4.94681e-17+0.00105411j -9.4796e-19+0.00200804j 2.74298e-17-0.0014393j -7.03801e-17+0.000531017j 3.23901e-16+0.000958976j -2.8568e-17+0.00119438j -3.03305e-17-5.38998e-05j -1.93554e-18-0.000398784j 1.67822e-17-0.00219878j -5.29057e-18-0.0011492j 5.95756e-18+0.00133034j -1.24635e-16+0.00133798j -1.8579e-16+0.00259573j -2.48937e-17-0.000200678j -2.53255e-18+0.000598872j -5.15085e-17+0.00114192j 5.17082e-17-0.00039682j 1.47061e-15-0.000426845j -8.21073e-17+0.00165598j -7.62654e-18+0.000299682j -6.86206e-17+0.00241193j 1.12967e-17+0.00102615j 2.56235e-17-0.00242319j -2.20355e-17+0.00133313j -8.1066e-18-0.000313136j -3.82967e-17-0.000136783j 9.89343e-17+0.000821787j -2.00536e-17-0.00127651j 2.52259e-17-0.000123982j 6.11712e-17+0.00198313j -3.15804e-17+0.0015793j 2.39941e-17-0.000361821j 2.37413e-18+0.00164525j -3.21286e-17+0.00156114j 2.26807e-17+0.000372138j 5.01476e-18-0.000100308j -2.77586e-17+0.00235826j 1.83851e-17+8.28767e-05j 2.54038e-17+0.00040591j -4.05749e-17+0.00178663j -1.0253e-17+0.001148j -2.53753e-17+0.0016082j 2.62351e-17+0.000320581j 2.7299e-16+0.00150495j 1.01834e-16-0.00075327j 
-2.64684e-17+0.00515259j 2.97696e-16+0.00820816j 6.37264e-18+0.000370833j 4.68204e-17+0.00807566j 2.21806e-18-0.00481142j -3.81982e-17-0.00926796j 2.44058e-17+0.000296893j 1.50649e-17+0.00111088j -1.40807e-17-0.0102841j -1.71015e-17+0.000669352j -6.59254e-17-0.000216129j 6.85529e-17-0.00873789j 1.49349e-17+0.00578192j 7.19917e-18+0.00336164j -2.81454e-16-0.00849413j 3.06377e-15+0.0081875j -1.65264e-17-0.00169157j 2.93672e-17-0.00599954j 9.83142e-17-0.00389795j 3.97131e-17+0.00188718j -5.298e-17-0.000270871j 1.95076e-17+0.00497212j -1.02873e-15+0.0101413j -2.32541e-16+0.00195726j -1.16816e-16-0.0112997j 2.65533e-17+0.000921495j -3.97732e-17-0.00919221j -1.78928e-16+0.00239457j -8.48151e-15+0.00249887j 9.95211e-17-0.007377j 7.17207e-18+0.00251727j -2.87464e-17-0.00169602j -2.32506e-16+0.011276j -4.02786e-17-0.00362449j -1.01124e-17+0.0047537j 4.12899e-17-0.0048613j -1.31934e-17-0.0104447j 4.62974e-17+0.000948073j -3.85539e-17+0.00100668j 9.01673e-17+0.00570068j 1.87189e-17+0.00224989j -2.63723e-17-0.00446856j -9.15971e-18+0.00710419j -2.75548e-17+0.00770698j -6.24651e-17-0.00699886j -3.37635e-17+0.00704855j 1.98813e-17+0.000818903j -2.34573e-17+0.00181193j 1.10816e-17+0.00615387j 1.1053e-17+0.00926352j -3.58164e-17-0.00484076j -1.1171e-17+0.0017371j -2.85741e-17-0.00329421j 2.13067e-17+0.00771559j -1.02579e-15-0.00583468j -1.84027e-16+0.00731988j 
-3.07768e-17+0.0032795j 1.92972e-16+0.00564223j -4.55336e-18-0.000280066j 2.21319e-17+0.00572725j 5.18303e-18-0.00367569j -1.34439e-17-0.00649541j 7.89769e-18-0.000446971j 3.03789e-18+0.000375836j -6.2047e-19-0.00772125j -1.51753e-17+0.000436034j -3.9823e-17+0.000356581j 6.41754e-17-0.00596261j 1.42714e-17+0.0048206j -6.97421e-18+0.00195957j -2.00346e-16-0.00595595j 2.30356e-15+0.00621668j -6.38192e-18-0.000833985j 2.55325e-17-0.00434553j 7.62516e-17-0.00294098j 9.86074e-18+0.00065023j -4.95208e-17-0.000567113j 1.57347e-17+0.00401721j -7.95249e-16+0.00774878j -2.09472e-16+0.00225156j -6.65435e-17-0.0082166j 2.14299e-17+0.000858474j -1.27398e-17-0.00626195j -1.21737e-16+0.0015991j -5.65284e-15+0.00166464j 7.8007e-17-0.00478618j -7.61534e-19+0.0019129j -1.72815e-17-0.000443387j -1.82436e-16+0.00846649j -3.354e-17-0.0033985j -1.41298e-17+0.00386054j 3.62324e-17-0.00360824j 2.35868e-18-0.00757911j 7.04161e-17+0.000949749j -4.81414e-17+0.000313339j 5.81917e-17+0.00407239j 4.54889e-17+0.00226452j -4.25043e-18-0.00271282j -1.94074e-17+0.00500796j -2.32391e-17+0.006092j -2.44536e-17-0.00454406j -3.08992e-17+0.00520522j 1.30718e-17+0.000558316j -9.28671e-18+0.00206991j -3.34324e-19+0.00446624j -2.79054e-18+0.00681404j -1.12152e-17-0.00291426j -5.37365e-18+0.00162447j -6.43919e-18-0.00185629j 7.89102e-18+0.00566976j -6.24051e-16-0.00372239j -1.24399e-16+0.00503695j 
-1.29536e-17-0.00311607j -7.12317e-19-0.000344351j -1.78069e-17-0.00592893j 6.91364e-19+0.00160781j 9.42421e-18-0.00386982j 1.8384e-18-0.000989386j -2.97811e-18-0.00720892j -8.21913e-18-0.00433291j 1.56916e-17-0.00677558j -2.2243e-17-0.000294184j -1.08965e-17+0.00559274j 2.97364e-17+0.000850193j 2.43449e-17+0.00911044j -2.5336e-17-0.00402304j -1.93389e-16-0.000938574j 2.11304e-15+0.00616326j -1.92763e-17+0.00370523j -1.39766e-17-0.00219659j 6.15162e-17-0.00272769j -7.15402e-17-0.00723086j -9.39519e-17-0.00419915j 2.62303e-17+0.00641703j -8.65795e-16+0.0081709j -6.32028e-16+0.00993412j 2.61327e-17-0.00449166j 1.83116e-17+0.0024489j -2.42864e-18+0.0010124j 6.90072e-17-0.00061893j 2.36569e-15-0.00069144j -6.43669e-17+0.00345657j -4.56127e-17+0.00191222j -1.01553e-16+0.00805677j -1.47048e-16+0.00743502j 1.7943e-18-0.00987411j -8.04099e-17+0.00635405j 3.90292e-17-0.00274324j 3.75762e-18-0.00397763j 3.99177e-16+0.00325476j -1.67344e-16-0.00422761j 3.05244e-17+0.0014608j 2.97901e-16+0.00784165j 2.77086e-17+0.00415385j -4.02166e-17+0.00107924j -2.54042e-17+0.00845636j 4.96405e-17+0.00324382j -1.31726e-17+0.00368475j 7.27241e-18-8.51073e-05j -7.73489e-18+0.00903658j -1.5927e-17+0.00235174j -1.89814e-17+0.00454531j 8.88526e-18+0.00477083j -4.50194e-18+0.00468461j 3.35669e-17+0.00464944j 5.44744e-18+0.00372321j 7.9878e-16+0.00343177j 1.55648e-16-0.000248246j 
-7.27984e-17-0.000455626j -3.8567e-17+0.000850486j -4.7715e-17-0.00197935j -5.36261e-17+0.00150098j 1.96171e-17-0.00188788j 6.99283e-17-0.00143057j -4.8345e-17-0.00242483j -3.9288e-17-0.00134748j 4.80762e-17-0.00352478j -1.7353e-17-2.14454e-05j 2.73352e-17+0.00188288j 9.95969e-17-0.000740353j 2.0143e-17+0.00379054j -6.35204e-17-0.000976311j -3.17473e-17-0.00132197j 1.05207e-15+0.00306859j 3.062e-17+0.00106482j 3.61896e-17-0.00145705j 4.83525e-17-0.00139043j -8.38658e-17-0.00224477j -6.37043e-17-0.00146479j 1.05488e-17+0.00277599j -4.5067e-16+0.00398405j -1.94412e-16+0.00362056j 6.34187e-17-0.00286523j 1.75726e-17+0.000944291j 8.08568e-17-0.000738583j -2.24021e-17+7.11985e-05j -2.19228e-16+5.87572e-05j 7.65631e-17+0.00030949j -2.39052e-17+0.000949354j 2.9896e-17+0.00254913j -1.26219e-16+0.00386677j -3.7961e-17-0.0037967j -2.78549e-17+0.00272874j 4.2203e-17-0.00150935j 6.39882e-17-0.002589j 1.54955e-16+0.0012224j -9.83089e-17-0.00132383j -1.87174e-17+0.00117073j 1.36168e-16+0.00294107j 7.2529e-17+0.000890409j -6.92575e-17+0.00120606j -2.28534e-17+0.00379438j 9.16781e-17+0.000281489j -4.52326e-17+0.00208855j -2.83524e-18+6.75326e-05j 3.85965e-17+0.00329716j -4.19359e-17+0.00152819j -5.54448e-17+0.0026434j 7.22956e-17+0.00105704j 1.30414e-17+0.00180335j 6.73626e-17+0.001198j -3.7913e-17+0.00218034j 2.24846e-16+0.000482912j -3.36874e-17+0.000778524j 
-9.62898e-17+0.00221813j 1.75186e-17+0.0032042j -5.27505e-17+0.000566301j -6.10453e-17+0.00301371j 2.1695e-17-0.00158797j 8.34237e-17-0.00351967j -5.72382e-17+0.000628903j -4.45628e-17+0.000739205j 5.25699e-17-0.00350084j -1.53618e-17+0.000280263j 2.69799e-17-0.000482407j 1.32862e-16-0.00344547j 1.74753e-17+0.00159034j -6.96619e-17+0.00158901j -5.38299e-18-0.00322353j 9.95889e-16+0.0027323j 4.71379e-17-0.000919405j 6.23381e-17-0.0021675j 5.4711e-17-0.00131553j -6.49851e-17+0.00124651j -4.76705e-17+0.000194411j 4.75134e-18+0.00146864j -3.81993e-16+0.00334606j 1.98339e-17+5.00376e-05j 4.38707e-17-0.00405707j 1.98984e-17+0.000182394j 9.98685e-17-0.00363302j -1.07344e-16+0.000971723j -3.48914e-15+0.0010173j 1.58795e-16-0.00310409j -6.21245e-18+0.00083882j 8.66364e-17-0.00123133j -1.4438e-16+0.00383807j -6.0803e-17-0.000700162j 2.84784e-18+0.00138852j 4.52158e-17-0.0016876j 8.02554e-17-0.0037625j 7.18512e-18+0.000135244j -5.18592e-17+0.000691333j -2.0239e-17+0.00210418j 2.90707e-17+0.000312559j 7.60045e-17-0.00202713j -7.32462e-17+0.00267507j -2.34353e-17+0.00238269j 8.16767e-17-0.00294244j -6.11206e-17+0.00246778j -3.02619e-18+0.000323291j 5.01008e-17+5.77223e-05j -4.49542e-17+0.00221622j -6.13558e-17+0.00326446j 8.342e-17-0.00221529j 1.71748e-17+0.000338968j 6.55315e-17-0.00160754j -4.8482e-17+0.00272343j -3.56689e-16-0.00250486j -1.69129e-16+0.00285325j 
-1.08513e-16+0.0057908j 1.6493e-16+0.00745891j -4.58615e-17+0.00259748j -4.02197e-17+0.00659438j 2.05965e-17-0.00281576j 6.6804e-17-0.00789513j -4.61931e-17+0.00302077j -3.60811e-17+0.002648j 4.25316e-17-0.00659038j -1.74276e-17+0.000709976j -1.23214e-18-0.00233086j 1.61842e-16-0.00812516j 1.78953e-17+0.00167878j -6.06017e-17+0.00453875j -8.44896e-17-0.00722377j 1.88557e-15+0.00495281j 4.65074e-17-0.00292642j 8.31769e-17-0.00451599j 8.59543e-17-0.00243692j -2.54977e-17+0.00444878j -4.63438e-17+0.0013634j 6.42051e-18+0.0019855j -6.34062e-16+0.00592952j 1.01025e-16-0.00205028j -2.02736e-17-0.00837006j 2.79825e-17-0.000113536j 8.43341e-17-0.00859272j -2.20312e-16+0.00237419j -8.51173e-15+0.00249501j 2.32927e-16-0.00790665j 1.11914e-17+0.00151614j 1.06687e-16-0.00459385j -2.18281e-16+0.00722374j -8.32051e-17+0.00053904j 2.27782e-17+0.00181459j 5.50011e-17-0.00329094j 7.52531e-17-0.00780328j -9.29719e-17-0.000397864j -2.09159e-17+0.00251472j 1.40773e-17+0.00453047j -5.26882e-17-0.000989175j 5.69794e-17-0.00557689j -6.77686e-17+0.00592922j -2.99407e-17+0.00364728j 3.82951e-17-0.00748776j -7.57054e-17+0.00488355j 4.42059e-18+0.000763554j 4.2593e-17-0.00183691j -3.60684e-17+0.00459445j -5.2084e-17+0.00653185j 6.57984e-17-0.00614499j 1.36308e-17-0.000240096j 4.32675e-17-0.00471801j -4.12738e-17+0.0054643j -1.1202e-15-0.00652037j -3.13392e-16+0.00662922j 
-4.6052e-15+0.00721201j -4.87896e-15+0.00810411j -2.96208e-15+0.00469881j -4.13203e-15+0.00654703j 1.13029e-15-0.00176715j 5.15271e-15-0.00814068j -3.50542e-15+0.00556591j -2.67031e-15+0.00423734j 3.09635e-15-0.00487325j -5.44848e-16+0.000855839j 2.6756e-15-0.0043045j 5.76606e-15-0.00898147j 7.0498e-16-0.00114424j -3.89351e-15+0.00616334j 4.61489e-15-0.00743768j -7.45061e-16+0.00331627j 2.7514e-15-0.00433292j 2.6753e-15-0.00412965j 1.15787e-15-0.00173016j -4.42028e-15+0.00710324j -1.76802e-15+0.00281757j -4.99355e-17+5.45591e-05j -2.73556e-15+0.00371431j 3.66368e-15-0.00540635j 4.67092e-15-0.00751817j 5.8817e-16-0.000912801j 6.03836e-15-0.0095349j -1.96922e-15+0.00274409j -1.16914e-14+0.002897j 6.24611e-15-0.00958933j -6.05815e-16+0.00100692j 4.82485e-15-0.00752551j -3.53427e-15+0.00533891j -2.41856e-15+0.00376754j 1.03764e-16-0.000108237j 1.6999e-15-0.00264029j 4.50403e-15-0.00707688j 6.86274e-16-0.00147782j -2.49255e-15+0.0040605j -2.7328e-15+0.00438287j 2.07192e-15-0.0035933j 4.60907e-15-0.00731805j -3.80896e-15+0.00600501j -7.76805e-16+0.00117648j 5.67822e-15-0.00907172j -2.60762e-15+0.00404275j -5.25116e-16+0.000845708j 3.0778e-15-0.00488775j -2.63669e-15+0.0041636j -3.51099e-15+0.00553104j 5.12745e-15-0.00812614j 1.11047e-15-0.00177068j 4.117e-15-0.0065578j -2.95739e-15+0.00465266j 3.58541e-15-0.0080958j -4.86811e-15+0.00718397j 
-5.53237e-17+0.00201003j -8.19542e-18+0.00159554j -2.84346e-17+0.00212847j -4.19353e-17+0.000892851j 1.07417e-17+0.000480662j 5.47765e-17-0.00132228j -3.69453e-17+0.00256029j -2.67203e-17+0.00170651j 2.94653e-17+0.000507173j -1.8768e-18+0.00022265j 2.47025e-17-0.00198374j 7.06481e-17-0.00186669j 2.72116e-18-0.00212861j -3.69199e-17+0.00200343j 7.35532e-17-0.00120082j -2.09492e-16-0.000671205j 3.67672e-17-0.00159264j 4.17824e-17-0.000314825j 9.59019e-18+0.000247725j -2.21068e-17+0.00285385j 1.71338e-18+0.00141156j -6.20674e-18-0.00133757j 8.74924e-17-0.00101807j 2.19053e-16-0.0031027j 2.7528e-17-0.000469664j 5.32014e-18-0.000685929j 6.6585e-17-0.00200478j -7.71368e-17+0.000645768j -2.36975e-15+0.000689736j 1.13518e-16-0.00252838j 9.39868e-18-0.000212384j 8.74788e-17-0.00310669j -3.17003e-17-0.000558157j -3.64089e-17+0.00278207j 2.67987e-17-0.00135494j 1.41181e-17+7.99267e-05j 5.0551e-17-0.000494688j -1.19278e-16-0.000961389j 2.03245e-17+0.00165115j -2.79615e-17+0.000516964j -7.29641e-17-0.00232243j 4.14748e-17-0.00224794j -3.36149e-17+0.000901995j -5.34808e-18-0.00155503j 4.07948e-17-0.00238641j -3.25078e-17-1.40778e-05j -5.41973e-18+0.000176832j 3.56051e-17-0.00281671j -2.43748e-17+0.00028862j -3.38353e-17+8.49053e-05j 5.24857e-17-0.00252941j 1.29706e-17-0.00131676j 3.3214e-17-0.00220913j -3.37469e-17+9.24777e-05j -4.0039e-16-0.00224246j -1.42148e-16+0.00140241j 
1.55969e-16-0.00179478j 6.53428e-17-0.00277396j 9.31972e-17-0.000234327j 1.18253e-16-0.0026933j -3.70013e-17+0.00155097j -1.53664e-16+0.00310671j 1.05032e-16-0.000232991j 8.11209e-17-0.000454435j -9.51331e-17+0.00334269j 2.28397e-17-0.000231114j -6.56059e-17+0.000175967j -2.06207e-16+0.0029619j -2.73253e-17-0.0017816j 1.22874e-16-0.00120763j -6.08599e-17+0.00284673j -9.25804e-16-0.00264703j -8.31357e-17+0.00063866j -9.47859e-17+0.00198242j -6.76025e-17+0.00126402j 1.30049e-16-0.000769604j 7.34543e-17+1.3927e-05j -4.50938e-18-0.0015582j 4.07471e-16-0.00326882j -4.30961e-17-0.000476826j -1.14232e-16+0.00372723j -2.71068e-17-0.000265566j -1.81582e-16+0.00311807j 1.17684e-16-0.000818805j 2.96259e-15-0.00085531j -2.30626e-16+0.00255108j 1.74756e-17-0.00081352j -1.45514e-16+0.000720375j 1.85428e-16-0.00366498j 8.99523e-17+0.00104009j 1.77733e-19-0.00148572j -6.74063e-17+0.00158855j -1.4052e-16+0.00344841j -3.82412e-17-0.000259673j 9.26576e-17-0.000417359j 5.99121e-17-0.00189521j -7.3743e-17-0.000614066j -1.39974e-16+0.00158327j 1.2525e-16-0.00237548j 3.35034e-17-0.00244274j -1.63335e-16+0.00241965j 9.40992e-17-0.00230869j 1.0722e-17-0.000277685j -9.1545e-17-0.000444369j 8.13021e-17-0.0020316j 1.09385e-16-0.00303967j -1.53619e-16+0.00172014j -3.21909e-17-0.000499359j -1.23537e-16+0.00119644j 8.83514e-17-0.0025329j 1.9526e-16+0.00203059j 2.11838e-16-0.00247268j 
