-4.2293e-15-0.00800953j -2.79324e-16-0.0169359j 5.74547e-20+0.00186465j 1.02784e-18-0.00813576j -2.26018e-18+0.0086174j -1.03967e-17-0.012524j -3.18467e-18+0.00157311j 6.23862e-18+0.00953739j 6.04853e-18+0.00986214j -1.01026e-17-0.00310401j 4.27072e-17+0.00792116j -5.91635e-19-0.00533943j 2.14784e-18-0.00665589j -5.89346e-18+0.00532477j 3.13277e-18-0.00356968j -4.30395e-17+0.00836918j 1.11614e-16-0.0131998j 5.87892e-17-0.00170285j 1.09081e-17+0.0024455j 3.4424e-17+0.00848731j 5.09873e-18-0.0011898j -4.19117e-17-0.00930195j 1.18818e-17+0.00719986j -4.39698e-17-0.0106883j -4.333e-17+0.00777526j -2.24231e-17+0.00272503j -7.91689e-19-0.00538863j -4.1178e-17-0.000318852j -1.49522e-17+0.005184j -5.61104e-17-0.0026054j -8.95611e-17+0.00590649j -2.20529e-16+0.0089004j 2.26804e-17-0.00587097j -1.57093e-16-0.00398964j -1.17886e-16+0.017209j -4.50834e-16-0.00545635j 5.44165e-17+0.00878476j -2.00841e-15+0.00620924j -4.21216e-14-0.00964316j -3.71895e-14-0.00639923j 3.55855e-17-0.00564161j 1.24469e-15-0.00919139j 8.13905e-18-0.00941525j -1.80562e-17-0.00362998j 9.72654e-17-0.00141724j -5.2108e-16+0.0072304j 2.89766e-17+0.0062315j -5.89964e-17-0.00477449j -2.61029e-17-0.00892221j -1.31339e-16+0.0039838j -8.32313e-17+0.000462545j -5.96732e-17+0.00476638j -3.1261e-17-0.00477992j -3.33769e-17+0.0166227j 1.31167e-17+0.00655051j 1.94389e-17+0.00596556j -1.49447e-16+0.0109233j 9.99831e-18-0.000860762j -2.05763e-17+0.00334885j -4.84848e-18-0.00496474j -1.3108e-17+0.00432255j 4.99778e-17+0.00937465j 4.17239e-19-0.00323676j 3.49105e-18+0.00782259j -5.96756e-19-0.0056062j 1.21871e-17-0.00326914j -1.58478e-17+0.0103747j -3.12548e-18-0.00131511j 4.57391e-18+0.00164767j 4.9543e-18+0.011618j 4.28406e-17+0.0118293j -4.32628e-18-0.00745003j -3.15646e-18+0.00274806j -1.58649e-17-0.00280973j 5.96642e-17+0.00994152j -4.29181e-16-0.0131012j 6.46032e-15+0.0126362j 
2.80636e-15+0.00428298j 5.12639e-16+0.0223886j -1.10252e-16-0.0139277j 1.59343e-16+0.0134776j -1.78097e-16-0.014953j 2.66571e-16+0.0176489j 1.38497e-17+0.00914786j -1.9456e-16-0.0100455j -2.30162e-16-0.0192714j 9.38107e-17+0.00680045j -1.84442e-16-0.00766799j 1.13642e-16+0.00759144j 1.44965e-16+0.0108779j -1.01766e-16-0.00579057j 7.73414e-17+0.00664326j -1.48573e-16-0.00664846j 2.33469e-17+0.0229708j -8.84689e-17+0.00664033j -1.18943e-16-0.0105687j -2.48864e-16-0.0178816j 1.76294e-16+0.0120992j 2.60626e-16+0.0156467j -1.54572e-16-0.00698713j 2.03579e-16+0.00409181j -7.60413e-17-0.00830038j -4.85267e-17-0.00992848j -1.65637e-17+0.0136353j 2.88905e-16-0.00382792j -1.85132e-16-0.0188068j 2.10769e-16+0.0101659j 5.44586e-18-0.00535716j 8.93042e-17-0.00960421j 1.52422e-16+0.00978502j 2.57682e-16+0.00127293j -1.15955e-16-0.0292854j 1.81034e-15+0.0205669j -2.17161e-16-0.0108906j 1.93935e-16-0.00551609j 5.31047e-14+0.0128319j 4.77812e-14+0.00756201j 2.05295e-16+0.00126514j -3.29388e-15+0.0237519j 1.76169e-16+0.00549464j 1.00389e-16-0.000124834j -7.5699e-17-0.00325183j 1.85351e-16-0.00450217j -2.07352e-16-0.00668426j 1.24529e-16+0.0120742j 2.95345e-16+0.0245364j 1.63293e-16-0.00696609j 1.33567e-16-0.0044788j 1.02498e-16-0.0125056j 1.27419e-16-0.00107281j -3.26921e-16-0.0222823j -9.3485e-17-0.00583159j -1.1883e-16-0.00565116j 8.09472e-17-0.0245014j -3.21103e-17-0.00558041j -3.24878e-17-0.0068641j 1.59981e-16+0.0132224j -6.91481e-17+0.00399007j -2.21939e-16-0.0101031j 8.3974e-17+0.00539452j -1.733e-16-0.0132825j 1.19671e-16+0.00794542j 3.85775e-17+0.00108028j -1.85586e-16-0.0151462j 3.2915e-17+0.00135305j -1.38108e-17+0.00561054j -2.48172e-16-0.0164821j -3.27866e-16-0.0219187j 1.2912e-16+0.00229941j -2.60306e-17+0.00280809j 6.61661e-17-0.00269373j -3.46138e-16-0.0218966j 8.42267e-16+0.0107924j -9.3786e-15-0.0183529j 
-3.54899e-15-0.0075342j -1.79457e-16-0.00250386j -5.616e-17-0.0117796j 1.98288e-17+0.000424794j -2.96955e-17-0.00193087j 4.27399e-17-0.0024894j 8.87948e-18+0.0129002j -3.23777e-17+0.00139152j -4.4979e-17-0.00547748j 2.5935e-17+0.00485032j -7.09e-18+0.00184991j 2.27278e-17-0.000979405j 2.8679e-17+0.00538388j -1.4583e-17-0.00163717j 8.75039e-18+0.00492089j -9.37399e-17+0.0079074j -3.2464e-17+0.00325981j -2.312e-17+0.00149138j -5.44533e-17-0.0105026j -4.84992e-17-0.00688458j 1.24007e-16+0.00880552j 3.16708e-17+0.00544708j -3.2124e-17+0.00530926j -2.22181e-17-0.0145605j -3.98235e-17+0.00862237j -3.08454e-17-0.00564906j -1.37601e-16+0.00839944j 4.02732e-16-0.0059088j -6.50895e-17-0.00968384j 7.16685e-17+0.00665086j -9.94958e-17+0.00451226j -1.47908e-16+0.00632051j 1.04465e-16-0.000346648j -9.03282e-17-0.0103635j 4.93468e-17-0.00828935j 1.05866e-15+0.0130712j 3.53207e-17+0.00493227j -5.6701e-15+0.00606739j 9.40389e-16+0.00210467j 3.40027e-15-0.00101791j 2.16228e-16-0.00986165j -1.52694e-15+0.00937811j -6.90074e-17-0.00389611j 1.61857e-16-0.0111821j 1.14393e-16-0.00669558j -6.80868e-16+0.00895246j -9.10385e-17+0.00363571j -7.85932e-17+0.00458941j 1.07806e-16+0.0126254j -5.47782e-17+0.000410497j 2.29018e-17-0.000894705j 1.49217e-16-0.00561438j 1.54337e-17-0.0134858j -1.2196e-16+0.00514906j 3.16405e-17+0.00547698j 4.94821e-18-0.000380611j 7.60927e-17-0.00972253j -2.93881e-17-0.00518868j -1.71077e-17+0.00166374j 6.63534e-17+0.0083158j -4.83082e-17+0.0104766j 1.50866e-17+0.00599797j 3.1906e-17+0.0042245j -2.62656e-17-0.00543839j 2.46971e-17+0.00392594j 5.47846e-18-0.00434975j -2.78374e-17-0.00194326j 2.22122e-17+0.00206453j 4.59709e-18+0.00716028j -4.46485e-17-0.00192499j -5.16731e-17-0.00287121j 1.80466e-17-0.0102569j 3.02703e-19+0.00707062j 1.34725e-17-0.00779464j -6.85219e-17-0.0064322j 1.73977e-18-0.00837853j 3.96656e-16+0.000367432j 
5.17794e-15+0.0106998j 1.6205e-16+0.0117006j -3.36747e-17+0.00867524j -5.32578e-17+0.00463591j 6.41117e-17-0.00346235j -1.12317e-16+0.00970078j 9.55099e-17-0.0118071j 1.45429e-16-0.00578258j 6.76518e-17-0.000970834j -3.93447e-17-0.00296456j 9.24265e-17-0.00537178j -5.29601e-17+0.00406477j -9.41518e-17-0.00188387j 9.6174e-17-0.000585171j -4.6311e-17-0.00303571j 1.96076e-16-0.0118857j -1.01822e-16+0.00498595j 2.42956e-17+0.000573552j 2.41245e-17+0.00820777j 4.63294e-17+0.00119386j -4.56041e-18-0.00599183j -7.60562e-17-0.000174103j 9.1859e-17-0.00894415j -1.10578e-16+0.0188191j 1.05513e-16-0.0131204j 6.082e-18+0.00294386j 1.07804e-16-0.00456218j -3.82961e-16+0.00547094j -1.99385e-17+0.00443687j 7.76072e-18-0.00400554j 2.14325e-16-0.00739775j 3.35427e-16-0.0110818j -1.24446e-16+0.00409388j 1.56883e-16+0.0124571j 1.36769e-16-0.00178077j -5.44529e-16-0.00765167j -1.0159e-17-0.00991018j 6.72743e-15-0.00922164j 2.01396e-14+0.00274077j 1.52201e-14+0.00422615j -2.87683e-16+0.0120921j 5.23242e-16-0.00209694j -8.75101e-17+0.00717262j -1.92982e-16+0.0129004j -2.12896e-16+0.00665928j 9.97738e-16-0.0122592j 1.22738e-16-0.00686373j 1.18551e-16-0.000854763j -5.41302e-17-0.00551947j 1.55682e-16-0.003074j -2.1854e-17-0.000428761j -1.12843e-16+0.00186946j -5.7439e-17+0.0153237j 2.39751e-16-0.014588j 3.30084e-17-0.00869927j 8.13494e-17-0.00202436j 3.42928e-17+0.00204409j -5.67465e-17+0.00419345j 9.67101e-18-0.00436766j -5.64205e-17-0.00464624j 1.70171e-16-0.0110095j 3.66813e-17-0.0109311j -7.23367e-17-0.00268005j 8.60597e-17+0.0010672j -9.48458e-17-0.00127922j -6.13823e-17+0.00558752j 1.20781e-16-0.0037189j -5.55766e-17-0.00173535j 8.18993e-17-0.00648318j 1.40837e-16-0.00429841j 4.88927e-17-0.00493311j -1.29523e-16+0.0130685j 7.95101e-17-0.00737461j -7.51509e-17+0.00822661j 2.07907e-17-0.000718012j 7.71937e-17+0.014252j -3.93926e-15-0.00755759j 
4.98205e-15+0.00952534j 3.56259e-16+0.0135253j 2.58478e-16+0.0050717j -5.10015e-17+0.0070487j 6.1897e-17-0.00576635j -1.2547e-17+0.0124275j -2.25825e-16-0.00915037j -1.14659e-16-0.0044504j 1.03785e-16-0.00366048j -2.16512e-17-0.00328663j -1.32725e-16-0.0040556j -1.03495e-17+0.00524047j 2.78272e-17-0.00301355j -9.65447e-17+0.00141418j 2.45448e-17-0.00409809j -6.53521e-18-0.012671j -1.49542e-16+0.00839777j -1.73589e-16+0.00375293j 1.28738e-16+0.00762234j 9.47898e-17-0.00103021j -2.82539e-16-0.00150787j 3.24226e-17-0.000121678j -4.14176e-17-0.00990152j 2.66188e-16+0.0184192j 8.09396e-17-0.0165484j 1.69155e-16+0.000418118j 4.5823e-18-0.00343211j -3.02902e-16+0.00506445j 2.59814e-16-0.000920173j -1.24281e-16-0.00171007j 1.34493e-16-0.00793196j 2.57272e-16-0.0130083j -1.32209e-16+0.00627421j 2.5581e-16+0.0149789j 3.0416e-17-0.00324151j -4.78366e-16-0.00300178j -1.02544e-16-0.0123355j 7.83703e-15-0.0104573j 1.81318e-14+0.00177638j 1.27441e-14+0.00413527j -6.1434e-17+0.0123434j -5.29434e-16+0.00319986j 4.12284e-16+0.0032906j -1.89616e-16+0.0150518j -1.02107e-16+0.00593622j 8.65904e-16-0.0130493j 1.31655e-17-0.00771069j 7.85445e-19+0.00182112j -2.86651e-16-0.00109657j 2.78706e-16-0.00495593j 1.73472e-16-0.00345581j 3.20904e-17-0.0006075j 1.23925e-16+0.016594j 9.22469e-17-0.018247j -9.24562e-17-0.00946974j -1.34443e-16+0.000125551j 2.12671e-16-0.00167385j 1.90118e-16+0.00111087j 1.28091e-16-0.00765088j -1.3245e-16-0.00334047j -1.75852e-16-0.00837739j -1.14172e-16-0.01256j 1.58765e-17-0.00408011j -1.24281e-17+0.00141465j 5.40881e-17-0.00298739j 6.66446e-17+0.00524711j -1.8655e-17-0.00409956j 2.13164e-17-0.00327812j -1.9078e-16-0.00359754j -3.73971e-17-0.00443341j 9.95043e-17-0.00924197j 1.59915e-16+0.0123468j -1.41955e-16-0.00569417j 1.35554e-16+0.00700418j 1.41581e-16-0.00515677j 5.10046e-16+0.0134769j -4.98238e-15-0.00954548j 
4.69212e-15+0.0107026j 3.1492e-16+0.00362128j -6.01398e-16+0.0158916j 2.05894e-16-0.00225742j -2.15219e-16+0.00327443j 1.16317e-16+0.000939924j 6.04949e-16-0.0162034j 2.65667e-16-0.00596207j -3.22881e-16+0.00671167j 4.57812e-17-0.00291328j 2.15594e-16-0.00591285j 4.5146e-17+0.000306602j -5.97112e-17-0.00109868j 2.31475e-16-0.0032999j -3.08022e-17-0.00161687j 2.70448e-16-0.00785448j 4.55111e-16-0.00508571j 4.2962e-16-0.00617118j -2.55143e-16+0.0095765j -3.17019e-16+0.00753527j 4.96711e-16-0.0149216j 5.1099e-17-0.00243023j 9.59627e-17-0.00497223j -4.37236e-16+0.0162996j -9.45574e-17-0.00391556j -3.71709e-16+0.00847003j 4.83791e-16-0.00785897j -5.09453e-16+0.00596315j -6.59866e-16+0.0160994j 3.04258e-16-0.00899888j 1.24565e-16-0.00463628j 1.19108e-16-0.00469253j 8.17697e-17-0.00178727j 2.63365e-17+0.00596323j -3.05104e-16+0.00519888j -6.53865e-16-0.0178285j -1.03335e-16-0.00260762j 3.5393e-15-0.00491384j 1.38478e-14+0.00229885j 1.10838e-14+0.0027341j -4.98334e-16+0.009747j 3.11815e-15-0.0146737j -6.34543e-16+0.0123907j -9.11937e-17+0.00720724j -3.26906e-16+0.00747356j 8.27518e-16-0.00846592j 1.18392e-16-0.00342838j 4.57827e-16-0.00724789j 6.44744e-16-0.0161439j -2.40518e-16+0.0017303j -3.84141e-16+0.00571861j -5.36837e-16+0.00782008j -2.55076e-16+0.0110086j -4.9404e-17-0.0028047j 4.53053e-17-0.0052607j 2.40529e-16-0.00482604j -6.89855e-16+0.0118848j -4.43158e-16+0.00993937j -2.93549e-16+0.00313378j 2.52138e-16-0.00819037j 6.20729e-16-0.0147538j 1.71246e-17-0.00503055j -9.60935e-17-0.000528018j -2.20182e-17+0.00214494j -1.41709e-16+0.000873556j -1.75216e-16+0.0052582j 2.62547e-18-0.000388417j -1.26997e-16+0.00110486j 4.94259e-16-0.0115533j 5.13517e-17-0.00114226j -4.05406e-16+0.00660229j -3.93039e-16+0.0121958j 3.70883e-16-0.00975253j -3.56078e-16+0.00964147j -4.90311e-16+0.0104508j -3.64247e-16+0.0121209j -6.3216e-16-0.000335203j 
9.81503e-16+0.0014886j 7.77376e-16+0.00397177j -3.88635e-16-0.00109854j 4.33474e-16+0.00217945j -4.69107e-16-0.00227641j 5.8668e-16+0.00316561j 2.24994e-16+0.000199146j -3.10797e-16-0.00183758j -5.85923e-16-0.00263736j 1.80063e-16+0.000654554j -2.46123e-16-0.00148576j 2.51285e-16+0.00135243j 2.94269e-16+0.00129366j -1.52802e-16-0.000830628j 1.66574e-16+0.000631011j -2.54201e-16-0.00189568j 6.84553e-16+0.00346921j 2.03109e-16+0.000918594j -2.69822e-16-0.000705088j -5.36918e-16-0.00226977j 3.64008e-16+0.00107972j 4.61656e-16+0.0020692j -2.59745e-16-0.0016891j 2.23694e-16+0.00215199j -3.25761e-16-0.00220866j -2.86672e-16-0.00105967j 3.71207e-16+0.00142196j -7.57018e-17-4.1409e-05j -5.68298e-16-0.00210176j 3.08645e-16+0.00100182j -1.71718e-16-0.00134207j -2.97941e-16-0.0022155j 3.19407e-16+0.00164242j 1.66443e-16+0.00122021j -8.36873e-16-0.00404614j 7.61823e-16+0.00206535j -4.01688e-16-0.0022846j 3.84057e-16-0.00151551j 9.16412e-15+0.0019476j 7.9057e-15+0.0013682j 1.01308e-16+0.00119866j 3.0033e-16+0.00296036j 1.73295e-16+0.00136185j 7.67183e-17+0.00107356j -9.02197e-17+0.000138167j -8.40549e-17-0.0016416j -2.4424e-16-0.00147184j 3.78746e-16+0.00152298j 7.22712e-16+0.00277705j -1.89383e-16-0.00118132j -1.34941e-16-0.000619021j -3.53341e-16-0.00149484j 7.04414e-17+0.00115807j -7.4473e-16-0.00419528j -2.21871e-16-0.00151516j -1.58635e-16-0.000935507j -6.85564e-16-0.00307209j -1.67358e-16-0.000371287j -2.42574e-16-0.00127151j 3.70049e-16+0.00135897j 8.11479e-17-0.000419781j -3.75313e-16-0.0022705j 1.29715e-16+0.00049658j -3.7587e-16-0.00167996j 2.0795e-16+0.000957303j 5.55425e-17+0.000622046j -4.56459e-16-0.00233302j 1.59647e-17+3.94566e-05j 1.50989e-16+0.000180934j -5.01091e-16-0.00256155j -7.07092e-16-0.00332035j 1.30598e-16+0.00142427j 5.71901e-17-0.000262766j -4.03048e-17+0.000348522j -6.90861e-16-0.00295731j 4.84065e-16+0.0026568j -2.14439e-15-0.00308005j 
7.52699e-15+0.0149152j 4.58583e-16+0.0184021j 1.60774e-16+0.00960914j -4.55794e-17+0.00690255j 5.90822e-17-0.00610984j -4.0143e-17+0.0136936j -1.0829e-16-0.0136804j -2.88818e-17-0.0111504j 8.29089e-17-0.00413454j -1.87379e-17-0.0010178j -8.86853e-17-0.0099355j -2.60103e-17+0.00576238j -1.3466e-17+0.00232674j -2.18083e-17-0.0045548j -4.06966e-18-0.000363854j 9.19113e-17-0.0149301j -1.10907e-16+0.00913617j -8.7633e-17-0.000684618j 8.46126e-17+0.006894j 5.84388e-17-0.00170256j -2.4499e-16-0.00799558j 9.43296e-18+0.00450157j -3.5056e-18-0.0114503j 1.51553e-16+0.0234224j 8.29692e-17-0.0140608j 1.09778e-16+0.00305853j 9.20566e-17-0.00232394j -2.72313e-16+0.00559069j 2.09594e-16+0.00508285j -7.78871e-17-0.00396976j 1.38808e-16-0.00961514j 3.23909e-16-0.0136908j -1.4121e-16+0.00539919j 2.20509e-16+0.0121168j 8.81141e-17-0.00941762j -7.25222e-16-0.00751495j -7.35272e-17-0.0121995j 6.49549e-15-0.011029j 4.18666e-14+0.00809194j 3.4947e-14+0.00728132j -1.86236e-16+0.0140969j 2.51504e-16-0.000810221j 1.35074e-16+0.0140736j -8.71378e-17+0.0125965j -1.4286e-16+0.00747487j 1.05502e-15-0.0147038j 3.95371e-17-0.00907019j 7.04498e-17-0.000150003j -1.79138e-16-0.00360258j 1.70767e-16-0.00367898j 1.12873e-16+0.00134802j -2.24035e-17+0.000981117j 5.30947e-17+0.0160424j 1.49125e-16-0.0197648j -6.57609e-17-0.0110137j -7.68559e-17-0.00633552j 1.46831e-16-0.00115084j 9.45444e-17+0.00641504j 7.73157e-17-0.00365941j -9.98332e-17-0.00273276j -4.31358e-17-0.0143009j -7.46177e-17-0.0139836j -1.20693e-17+2.51239e-05j 1.78483e-17-0.00317365j 7.93138e-18+0.00274654j 1.3186e-17+0.00714813j 3.13163e-17-0.00850202j 1.00979e-17+3.92734e-05j -9.3217e-17-0.00884422j 1.88529e-17-0.00983835j 7.12393e-17-0.00780516j 5.86047e-17+0.0165707j -6.24904e-17-0.00945061j 6.21213e-17+0.00998524j 9.34847e-17-0.00278829j 4.80502e-16+0.020578j -6.44873e-15-0.0122126j 
-2.35057e-15-0.00495053j 3.80084e-17-0.00589448j 1.73196e-17-0.00299448j 7.70973e-17-0.00126903j -8.55678e-17+0.00156235j 1.33096e-16-0.00300319j -6.37453e-17+0.00363108j -1.35529e-16+0.00566519j -9.08289e-17+0.0016649j 3.22134e-17-0.00161838j -8.78143e-17+0.00492869j 6.00677e-17-0.00126548j 9.28189e-17-0.00401516j -9.41889e-17+0.00435913j 5.55185e-17-0.00256338j -1.38732e-16+0.00317269j 1.25141e-16-0.0025033j -1.98493e-17+0.00242367j -1.16709e-17+0.000296384j -6.54615e-17+0.00147602j 1.41317e-17+0.00411061j 1.00885e-16-0.00403443j -8.30991e-17+0.00241693j 1.38547e-16-0.0055428j -7.63681e-17+0.000292072j -6.33496e-18-0.00140161j 2.81849e-18-0.00113051j -9.29008e-18-0.000675881j -4.44123e-17-0.00319239j 2.71013e-18+0.00124836j -7.23406e-17+0.00223587j -1.61413e-16+0.00224372j 7.15708e-17-0.000493194j 1.68964e-17+0.000480221j -2.22875e-16+0.00614655j 1.99668e-16+0.00243937j -8.4388e-17+0.00166557j 1.07839e-16+0.00170886j -2.10834e-14-0.0052718j -1.92424e-14-0.00300461j 1.31107e-16-0.00251301j -2.28016e-16+0.00131467j 2.38067e-16-0.00819926j -3.30478e-17+0.000256799j 5.00219e-17-0.00150407j -2.92461e-16+0.00267566j -6.95028e-17+0.00205289j -1.55922e-18+0.000601697j 4.24444e-17+0.000637592j -5.44577e-20-6.16826e-05j 1.30594e-17-0.00281991j -2.4782e-17-0.000429717j 6.62069e-17-0.00118865j -1.97779e-16+0.00398619j -6.64157e-17+0.00231288j -8.27549e-17+0.00482558j -1.00908e-16+0.00103044j 5.34653e-17-0.00356597j -7.93369e-18-0.00171482j 4.16352e-17-0.000766038j -1.05883e-16+0.00479691j -9.53061e-17+0.00274706j 5.14038e-17-0.00276367j -9.71978e-17+0.00376357j 8.26217e-17-0.00414739j 5.80816e-17-0.00190996j -1.32367e-16+0.00426862j 1.96946e-17-0.0020837j -5.84929e-17+0.0037684j -1.44498e-16+0.00507521j -9.77946e-17+0.0010004j 1.1468e-16-0.00430633j -6.13627e-17+0.00306553j 5.56197e-17-0.00265367j -7.14407e-17-5.88971e-05j 5.3608e-17-0.00687296j 1.86653e-15+0.00374265j 
-5.04525e-16-0.00119368j -6.87622e-17+0.00456968j -1.34495e-16-0.00586382j 1.72773e-17+0.00525265j -2.30873e-17-0.004771j 1.41921e-18+0.0064708j 1.20416e-16+0.00358479j 7.35159e-17+0.00254342j -4.25987e-17-0.00502897j -2.75031e-18-0.00147177j 8.75445e-17+0.00245102j 4.2193e-18+0.00277365j -2.69549e-17-0.00326963j 4.78613e-17+0.00454414j -8.38217e-18-0.00308245j 4.42914e-17-0.00311974j -7.17424e-17+0.00700325j 9.99202e-19+0.00666082j -4.79228e-17+0.000456694j -4.72959e-17-0.00376903j 2.22586e-16+0.00826056j 3.6562e-18-0.000687606j 3.49559e-17-0.00304527j -1.05375e-16+0.00168964j 3.82965e-17-0.00895948j -5.10598e-17-0.00456194j -2.34374e-17+0.00110911j -1.35121e-16+0.000109573j -2.10875e-16-0.0100525j 1.13323e-16+0.00389422j 1.46469e-16-0.00198008j 1.3829e-16-0.00533436j 2.08808e-17+0.00485132j 1.26115e-16+0.00724209j 3.81491e-17-0.00198187j 7.8489e-16+0.00795754j -4.263e-17-0.00618204j 3.6338e-15-0.00376346j -4.49984e-15-0.002329j -5.81148e-15+4.76314e-05j -3.1528e-17+0.00225716j -1.39851e-15+0.0100197j 3.05573e-17-0.00765235j -1.86216e-16+0.00657182j -1.36168e-16-0.000432294j 2.8282e-16-0.00329169j 2.28506e-17-0.00251524j 7.3282e-17+0.00508815j 1.00394e-16+0.00758047j 1.87103e-16-0.00419331j -1.93632e-17-0.00641589j -2.62004e-17-0.00448579j -1.67479e-17+0.0050607j 2.43095e-17-0.00898311j 4.55183e-17-0.00266069j 7.89999e-17+0.00465309j 2.23179e-17-0.00656084j -8.73226e-17-0.00580374j -2.17068e-17-0.00743193j 4.20506e-17+0.0014989j 1.18819e-16+0.00390409j 3.64544e-18-0.00464093j -2.90219e-17-0.0037018j 1.28589e-17+0.00156997j -4.85563e-17-0.00429205j -3.51097e-17+2.67899e-05j 2.83302e-17-0.000621351j -5.37714e-17-0.00367278j 9.70324e-17+0.00503854j 3.47925e-17-0.000106516j -8.46151e-17-0.00899613j -8.77829e-17+0.000235594j 7.99207e-17+0.00242888j -6.31814e-17-0.0013147j -1.30471e-16-0.00866096j 3.95835e-17-0.000127789j -2.14493e-15-0.00451661j 
9.42056e-16+0.00181976j 1.93746e-16+0.000995732j -6.51598e-18+0.00149412j 6.05722e-17-0.00195316j -6.37679e-17+0.000888475j 9.48208e-17-0.00238229j -1.61459e-17-0.000236557j -8.6802e-17-0.00542262j -7.87316e-17-0.000336871j 4.00092e-17+0.00390882j -9.84149e-17-0.00462444j 3.7497e-17-0.00100613j 6.06347e-17+0.00703966j -3.96138e-17-0.0066904j 2.50785e-17+0.00562449j -6.30613e-17+0.00225348j 1.37431e-16-0.000984323j 3.75974e-17-0.00528197j -3.75891e-17-0.00434352j -7.867e-17-0.00144774j -5.95159e-17-0.00486985j 7.78993e-17+0.00555353j -6.58759e-17+0.00185005j 7.84313e-17-0.00198968j -8.1265e-17+0.00821519j -2.90001e-17+0.00172264j 5.69091e-17+0.00330203j 2.28407e-16-0.00169775j 3.62125e-17+0.00488839j 9.73965e-18-0.000842121j -1.46546e-16+0.00107122j -1.32447e-16+0.00370681j 5.85853e-17-0.00260515j -7.69671e-17-0.00844221j -1.01119e-16-0.00666903j -1.23835e-16-0.00182357j -2.00563e-17+0.0041515j -4.38661e-15+0.00310508j 1.96332e-14+0.00626741j 1.98152e-14+0.00194909j 6.19306e-17-0.00297503j 6.03323e-16-0.0035125j -1.00716e-16+0.0095041j 2.31596e-16-0.00817125j 9.17444e-17-0.00101805j -2.79765e-16+0.00312598j -7.93557e-17+0.00120958j 1.07061e-17-0.00179542j 1.05714e-16-0.000355047j -1.90731e-16+0.00267396j -1.95154e-18+0.0056655j 6.48045e-18+0.000930357j 1.24939e-17-0.00699159j -1.45498e-16+0.00406973j -5.1723e-17+0.00176572j -6.69508e-17-0.00665979j -8.90468e-17-0.000489334j -4.61303e-19+0.00431668j -3.73841e-17+0.00633711j 5.62605e-17+0.0027563j -4.81523e-17-0.00222333j -5.23047e-17+0.00278584j 4.24585e-17+0.005892j -6.62017e-17-0.00585945j 6.12169e-17+0.00721329j 1.78518e-17-0.000113496j -8.0915e-17-0.00368212j 4.59431e-17+0.00455295j -1.88505e-17-0.00330198j -9.95325e-17-0.00461012j -7.72347e-17+0.00347825j 6.05906e-17-0.000523822j -2.57883e-17-0.00124451j 2.55683e-17-2.01606e-07j -5.52783e-17+0.00280604j 1.14145e-16+0.00238496j -2.36923e-16-0.000125909j 
3.27362e-16+0.000508158j 1.26056e-17+0.00266433j 2.83682e-17-0.000631092j -9.50498e-18+0.0038476j 1.01079e-17-0.00254856j -6.71055e-18+0.00560005j -2.3635e-17-0.00164741j -1.20501e-18+0.0040379j 2.00691e-17-0.000971864j -1.72632e-17-0.00441018j 1.69197e-17+0.00340541j -1.01545e-18+0.00236655j -3.83602e-18-0.00730928j -1.64455e-17+0.00672325j 8.73338e-18-0.00627652j 1.14808e-17-0.00526636j -7.278e-17+0.00343765j -5.84153e-17+0.00618104j 3.40082e-17+0.00573866j 2.55947e-17+0.000749993j 2.65617e-17+0.00470305j 2.71735e-18-0.00507978j 9.91411e-18-0.00424532j 3.80771e-17+0.00626515j 4.92165e-17-0.0120206j 3.58973e-17-0.00182544j -8.25022e-18-0.00368678j -2.91779e-16+0.00272837j -3.75136e-17-0.00543857j -3.01342e-18+0.000674496j 1.4112e-16-0.00299365j 1.37443e-16-0.00683472j -4.20823e-17+0.00421866j 1.58858e-16+0.0117142j -1.8723e-17+0.00507194j 1.1603e-16+0.00158669j -6.43706e-17-0.00714585j 6.05312e-15-0.0055639j -1.3695e-14-0.00540969j -1.52577e-14-0.000775354j -4.53967e-17+0.00576733j -7.07932e-16+0.00473522j 2.42259e-16-0.00840125j -2.527e-16+0.0114326j -1.15742e-16+0.00227783j 4.39662e-16-0.00615426j 3.86905e-17-0.00310994j 3.4749e-17+0.00246134j -7.99259e-17+0.000683581j 2.2504e-16-0.00391611j 3.35235e-17-0.0064359j -3.92577e-17-0.00134812j 3.62627e-17+0.0106107j 4.81916e-17-0.00869421j -9.41259e-18-0.00403623j -9.88385e-19+0.00640125j 4.83042e-17-0.000492765j 3.49582e-17-0.00409729j 3.80501e-17-0.00811111j -3.71398e-17-0.00314239j -3.14767e-18+0.000347653j -3.61319e-17-0.00584393j -1.38293e-17-0.00656374j 2.8182e-18+0.00573181j -8.74845e-18-0.00754324j 1.32824e-17+0.00133974j 1.83372e-18+0.00229528j -3.22327e-17-0.00516822j -2.04069e-17+0.00253636j 7.02988e-18+0.00309356j 2.08736e-18-0.00604303j 1.33647e-17+0.00339759j -1.2691e-17-2.20227e-05j 1.3037e-17+0.00154141j -2.86723e-18-0.00444905j 9.60591e-17+0.00101778j -1.21939e-15-0.00250519j 
