-0.00858665-0.00430495j 0.0212634+0.0601378j -0.0153597+0.0400608j -0.0115081-0.0408019j -0.00988909+0.0108309j -0.00766419+0.0599436j 0.0135236-0.0441131j 0.0283994-0.00194668j -0.0143369+0.0077742j -0.0267719-0.0100464j -0.0326022+0.0752126j 0.00989977-0.0293613j -0.0251699-0.053527j -0.0336703+0.0239015j -0.0230768-0.0216689j 0.0164265-0.0134779j 0.00690541+0.0250971j 0.00349732+0.0148751j -0.0524765+0.0323919j 0.0189994-0.0115863j -0.00736108+0.0221711j 0.0269417-0.0326636j 0.0128487-0.0155493j 0.0170151+0.00588111j -0.028769+0.0413418j 0.00116055+0.0159479j -0.00436421-0.0160531j -0.0020566-0.0370957j -0.0262841+0.00643381j 0.0347142-0.0110575j 0.0191107-0.0034247j 0.0204125-0.0158436j 0.0119201-0.00165667j 0.00743193-0.0158668j 0.00918988+0.0133435j -0.00358492-0.0126733j 0.0159506-0.0115203j -0.0081208+0.0129909j 0.0161065+0.0110781j -0.00146056-0.0153798j -0.0304733+0.0172969j 0.0209795+0.0215173j 0.00798866+0.00312419j -0.000154153-0.00235988j 0.0136757+0.0287304j -0.0412473+0.0161127j 0.0201076+0.00331719j 0.0121188-0.012528j -0.0308622+0.0358366j -0.0094273-0.00159852j 0.00243577-0.00525596j 0.00077374+0.0270508j -0.0319615-0.0029145j 0.00806921+0.040933j 0.0361129-0.00923673j -0.0325496-0.0221792j 0.00021848+0.0187503j 0.00781146-0.0517493j -0.0217179+0.0243347j 0.0652635-0.0117158j -0.0226196-0.00390486j -0.00588848+0.0481693j 0.00430363-0.0121027j 0.0354349-0.0414284j -0.0369025+0.0195681j -0.0287139-0.00738425j 0.0101177+0.0183834j -0.0370209+0.0486986j 0.00929373-0.0497666j 0.0286747-0.0245691j -0.0953242+0.0856051j 0.0720541-0.11106j 0.0947692-0.0598857j 0.0197048-0.030395j 0.0637552+0.063407j -0.0867999+0.0487663j -0.0949452+0.0214628j 0.0549433-0.0172627j -0.0339557+0.0531879j -0.109263+0.187732j -0.0262075+0.00410873j -0.0371854+0.0592848j -0.183934+0.000481704j -0.187465+0.186024j -0.0447358-0.0424905j 0.0250668+0.0184369j -0.0839585+0.0848743j -0.0584731+0.021277j 0.0249957-0.0450456j -0.0516861+0.0195863j 0.00313484-0.017985j 0.0404357-0.0376552j 0.0343463-0.0618901j 0.000207926+0.00388811j -0.1033+0.177674j -0.12148-0.0316865j 0.1183-0.168798j -0.085943+0.0182819j 
0.0113186-0.00622508j -0.0098791+0.00572474j -0.00443085+0.00734819j 0.0128846-0.0102571j 0.0092787-0.0238119j 0.0215459-0.00461764j 0.0356457+0.0192031j 0.0237934+0.00330869j -0.0319443-0.042321j -0.0408792-0.0191856j -0.0257129+0.0158978j 0.0740144-0.0110326j 0.01998-0.000208806j -0.0568277+0.0482896j -0.0283627-0.0408901j -0.0410457+0.0471557j -0.0104603+0.0466695j 0.0329368-0.00798271j -0.0164541+0.00322756j -0.0090917-0.0727249j -0.111792+0.0159197j -0.00293621+0.014026j 0.0845658-0.0816554j -0.0556993-0.0371218j -0.0787745+0.00999407j -0.0109037+0.0434077j 0.0441013-0.00291382j 0.0663416-0.0578202j 0.00927619+0.0377124j -0.00863364-0.00570771j 0.035359-0.0676037j -0.0658992-0.0376921j 0.0723944-0.0329262j -0.0542772-0.0257422j 0.0467119+0.0694434j 0.0774832-0.103029j -0.128507-0.0175665j -0.0199443+0.106288j -0.121975-0.0260145j -0.0915502+0.032774j -0.0816432+0.122227j 0.103928-0.0896348j 0.00932398-0.0424532j 0.105494-0.0150637j -0.146234-0.0265307j 0.0176905-0.0615332j 0.00840133+0.0521705j -0.0365034-0.019761j 0.019063+0.00317241j -0.0914001-0.00917981j 0.158104-0.0867699j -0.106382-0.0397078j -0.000259768+0.013298j -0.0534479-0.0824018j 0.0717529+0.106384j 0.0263579-0.00429535j -0.013473+0.0529398j 0.0337084-0.037641j 0.0696368-0.0427174j -0.0131345+0.0284015j -0.0434614-0.0741643j 0.0930505-0.0306654j -0.0027238-0.0118434j 0.0318188-0.0023075j -0.017665+0.0167618j 0.0167717-0.0576706j 0.00957074+0.00959045j -0.0408973-0.0472484j 0.0459004-0.0289627j -0.0440905-0.045017j 0.0200562-0.0462255j 0.0207297+0.0265248j -0.0320984+0.0274264j -0.0489616+0.020741j -0.0345275-0.00623564j -0.00914737-0.0200101j -0.0223771+0.00015168j 0.028228+0.00749994j 0.0400019+0.00400546j 0.0253381-0.037991j -0.0233558+0.0348902j 0.0229549+0.0157081j 0.0335216+0.0441333j -0.020075+0.0197266j -0.00424007+0.0322061j -0.0164078-0.0261653j 0.0129517-0.0120495j -0.0424458-0.0213255j -0.0212595+0.0441388j -0.038622-0.00777679j -0.00364622-0.00397226j -0.0334399-0.0306779j -0.0152842+0.0178125j -0.00609275+0.00358433j -0.0046594+0.00619201j 0.0133536-0.0150209j 0.0033253+0.0165416j -0.00380085+0.0110911j 
-0.00109511-0.0147877j -0.0105028+0.0119532j -0.0132408+0.0384331j -0.011545+0.0166184j 0.00721445-0.0400004j 0.00211804+0.00315012j 0.00563576+0.0199411j 0.00350711+0.00949464j 0.051631+0.0242032j 0.0174133-0.00450545j 0.0169179-0.00499458j -0.0599569-0.00160234j 0.0561649-0.00765798j -0.00852887-0.0261978j 0.0626278+0.0340769j -0.00361392+0.0222108j -0.0290688+0.0318841j 0.00188388+0.0364186j -0.0295562-0.0280379j 0.00314826-0.110618j -0.0136857+0.0132925j 0.0435898-0.0508367j -0.059887-0.0385321j 0.0140251-0.0359593j 0.0445173+0.0667119j 0.0523425-0.0185703j 0.0139755-0.00539616j -0.0341824+0.0360147j 0.0149816+0.0180939j 0.0162648+0.118561j -0.0379425-0.0262639j -0.102135-0.0384847j -0.0374129+0.0276534j -0.0963077+0.161789j -0.0304979-0.106215j -0.0418444-0.00325024j -0.0252453-0.037934j 0.00320228-0.11465j 0.0757923+0.00712277j -0.00668437-0.00283858j 0.0734436+0.0518469j 0.00458276+0.0120485j 0.106535-0.0665704j 0.0125129+0.0893622j -0.0196492-0.0528413j 0.0268075-0.000130032j -0.0124174+0.0344582j -0.0775769+0.089122j -0.0963284+0.0229317j -0.0445891-0.000773833j -0.0614611-0.0341208j 0.075003-0.0932417j 0.0399716-0.00236834j -0.0870938+0.0105909j -0.178424+0.0192804j -0.0209699+0.0253945j -0.0479499+0.0146203j 0.0250448-0.0578283j -0.0530128+0.0428775j 0.00192622+0.00427344j -0.0134962+0.0355678j -0.0288464-0.0386006j -0.00197802+0.0497387j 0.0289117-0.051016j -0.00744904-0.00634386j -0.00774202+0.00976923j 0.0200617-0.0277015j 0.0263303+0.0271753j 0.0215803+0.0291388j 0.0171896+0.0155176j 0.0153718+0.0307501j 0.0577241+0.059739j 0.0319144+0.0198734j 0.00359639-0.0266668j -0.0236306-0.0307245j -0.00457267+0.025385j -0.0313028+0.00756509j -0.0159101+0.0192079j 0.0209604+0.00739229j -0.00456738+0.0154828j -0.0320196+0.0170868j 0.0130347+0.0351675j 0.0123706-0.00491676j 0.00831529+0.0107045j 0.000115774+0.0207161j -0.00359152-0.0342633j -0.0329591+0.0152003j 0.0218733-0.0151271j 0.0105724-0.00428733j 0.0321516+0.0027416j -0.0185863+0.0373263j 0.0333799+0.00364412j -0.00414608-0.00196618j 0.0352943-0.00819564j -0.0305992-0.0124857j -0.00418662+0.00842899j 0.00256333-0.00657399j 0.00371986+0.0114603j 
0.00174154-0.0082101j -0.00382108+0.0166828j 0.00191097+0.0102679j -0.0075259-0.00686974j -0.00789826+0.00105125j -0.0113215-0.000514908j -0.0116464+0.00730554j -0.0106602+0.0277858j 0.00203923-0.0130888j 0.0329109-0.0490005j 0.0193125+0.0451697j -0.0601779-0.0241114j 0.0112437+0.0235314j -0.0185134+0.0375767j -0.0374131+0.00566019j 0.0697531-0.015497j 0.0844283+0.0727207j 0.0441504+0.0186364j 0.0506259-0.0144336j -0.0250251+0.01513j 0.0816252+0.121666j 0.0316693+0.0222532j -0.00820826-0.00263002j 0.101304+0.00714459j -0.00286558-9.35601e-05j 0.0893206+0.0314951j -0.0340722+0.0377608j 0.0415341+0.121496j 0.0227787+0.014586j 0.00411579-0.0323305j -0.0120405+0.0326683j 0.112123+0.00843217j 0.127212+0.0558355j 0.0641787-0.109296j 0.174216+0.0722496j 0.0238938-0.120526j -0.0478468-0.114861j 0.0823059+0.099253j -0.0555969-0.0111638j 0.0376151-0.103387j -0.123808-0.164778j 0.0198762+0.0473722j 0.00427075-0.0357293j -0.0204552+0.0847368j -0.0898566-0.0260518j -0.0742957-0.0239058j -0.0955974-0.0191324j 0.0677731-0.0295174j -0.0833653-0.00950735j 0.0962932+0.0648421j 0.166109-0.1141j -0.0226057+0.0506364j -0.00361496+0.0237322j 0.0560854-0.0629339j 0.0987463-0.0767248j -0.0152192-0.125111j 0.0204411+0.0797804j 0.0250192-0.0498235j -0.0590382-0.0698588j 0.13704+0.017528j -0.0412653-0.00189779j 0.0762685+0.117969j 0.0678198+0.0222907j 0.0281414-0.035345j -0.0656516-0.000514562j 0.050708+0.0347355j -0.0508974-0.0299502j -0.0259355+0.000257487j 0.0451781+0.0404189j -0.0051919-0.000928166j 0.0413073+0.0122521j -0.0360426-0.0292503j -0.013438-0.00712339j -0.0404608+0.00677837j 0.0196485-0.0254348j 0.00478215-0.00522663j 0.0468108-0.0136198j 0.0732219+0.00967299j -0.0206938+0.0422044j -0.00127979+0.0098256j 0.00816301+0.0112906j 0.0057775-0.0200234j 0.0408776-0.000111102j -0.00127036+0.0218922j -0.0354694-0.0337415j 0.00763102-0.0104389j 0.00222655+0.00445339j -0.00170631-0.00997906j -0.0301874+0.0471468j -0.0249542+0.00103115j -0.0244179-0.00368943j 0.0508558+0.0140534j 0.00146567-0.0346194j -0.0172996-0.00400286j -0.0135947+0.00410338j 0.00211091+0.0099954j -0.00988958-0.0160748j 0.0121371-0.000454784j 
0.00309045+0.0128803j -0.00505435+0.00303698j 0.000335254-0.0273412j 0.0204877-0.00327839j -0.0384056-0.0179733j -0.0192608+0.0253668j 0.0224676-0.00738621j 0.019557-0.00945289j -0.0157485-0.00747j -0.00913164+0.0111045j -0.0209744+0.0379867j 0.00405529+0.053883j -0.000582054-0.0454721j 0.0456544-0.0924629j 0.0305478+0.0715412j -0.067408+0.00647481j -0.0475209+0.0166756j -0.0479135-0.0708848j -0.00115897+0.011537j 0.0350284+0.0487485j -0.0120477+0.00215068j 0.000846737+0.0129863j 0.0215195-0.0420939j -0.20393+0.0678112j -0.0592884-0.0579735j -0.113951+0.033496j -0.123352-0.0352946j 0.046916+0.101663j -0.066165+0.00581998j -0.00339309-0.216618j 0.0350448+0.0240029j -0.0200006-0.0674548j -0.037394-0.00678417j -0.127722+0.0238131j 0.0502954-0.0914085j 0.0741963+0.082887j 0.10137-0.0961106j 0.0220582+0.0445533j -0.0418268-0.0351455j 0.0881056-0.131319j 0.0374453-0.197158j -0.0913475-0.0230456j -0.00912569+0.11976j 0.0171241+0.0438054j 0.109914-0.0463184j 0.102184+0.0753546j -0.114773-0.044756j 0.116001+0.0989989j -0.0408216-0.0383294j 0.0165585+0.0241395j -0.0339363-0.027676j -0.0541925-0.0403551j -0.0199693-0.0535967j -0.0343047-0.045681j 0.0527288-0.0557803j -0.109373-0.10124j 0.0192625-0.0128255j -0.0435973+0.0182229j 0.027773+0.00548941j -0.0458879+0.0079882j 0.0882157+0.0120709j 0.0647543+0.0242588j -0.0113647-0.0235546j -0.000101485+0.0144188j -0.0179848-0.0648141j 0.0319832-0.00660758j -0.00278154-0.0295796j -0.021821+0.00916662j 0.0442714+0.0597049j -0.0413988+0.0543983j -0.00528983-0.0453844j -0.0437567+0.0229383j 0.0135354+0.0246122j 0.00734562-0.0153628j 0.0148041+0.0305051j -0.0130036+0.0246788j -0.0123988+0.0522321j -0.0124203-0.00965203j -0.0251827+0.0134391j 0.0149243-0.00159895j -0.000576742-0.0254974j -0.0237552-0.0157938j 0.00414973+0.0279699j 0.0116634+0.0153043j -0.0374385+0.00887838j 0.00197277-0.00751745j -0.0113149+0.00158096j -0.0177854+0.0178371j 0.0219046+0.0056431j 0.0097937+0.0240401j 0.0225141+0.011407j -0.0241249-0.00885817j 0.00319109-0.0121285j -0.0319595-0.0102012j 0.0159011-0.0160561j -0.0110411-0.03286j 0.00773623-0.00118786j -0.00220623+0.0251887j 
-0.00171901-0.00559565j -0.0124968+0.0228177j -0.0108783+0.0320089j -0.0125825+0.0115894j 0.00525829-0.0384538j -0.0178471-0.0241152j 0.0333039+0.00428667j 0.00880861+0.0221877j 0.00994328-0.0310372j 0.0045672-0.0226823j -0.0112687+0.0216508j -0.0480262-0.103116j 0.0252319+0.0126847j 0.00938086-0.00800378j -0.00142035+0.0453061j 0.00970291-0.0441392j 0.00405148+0.0825366j -0.0473497+0.000352143j 0.0379131-0.0112598j 0.0667361+0.132026j -0.0148238-0.0436216j 0.0996379+0.0542375j 0.107381-0.00719607j -0.0378232+0.0384294j -0.0726701-0.0377955j 0.0170627+0.0727492j 0.0197582-0.0191628j 0.0603953+0.0388808j 0.0535905+0.173046j 0.0278241-0.0482431j 0.0380376-0.0259689j 0.0209036-0.0195268j -0.0405849-0.129593j -0.00644708-0.00142545j -0.0970304-0.19075j -0.031359-0.0357387j -0.0118775+0.0588669j 0.0250734+0.0929839j 0.0496202+0.00553067j -0.0972329+0.00587925j -0.0429698-0.0431361j -0.016065-0.0540426j 0.0323586-0.0367149j 0.0170201+0.00986179j 0.0587646+0.0315407j -0.0201783-0.0982733j 0.0554126+0.0755163j -0.144844-0.0854674j 0.0611928-0.0562969j 0.0106433+0.0224623j 0.106094+0.0439669j 0.0399029+0.119127j 0.0709702-0.042362j 0.0477728+0.0195771j -0.0240476+0.0308645j 0.0347353-0.0835897j 0.0144593+0.0399254j 0.133646+0.083623j 0.00369706+0.017517j -0.0617971-0.0819933j -0.0160351-0.0320386j 0.00146554-0.0172756j -0.00557941-0.0878932j -0.0439789+0.0409938j -0.0282631+0.0295291j 0.0158415-0.0218613j -0.0232715-0.00870265j -0.0200072+0.0340897j 0.0487405+0.0610049j 0.0653967+0.00947295j -0.0278159-0.0427621j 0.0692159+0.0367299j -0.0587417-0.0298784j -0.0351025-0.0232363j 0.0108377+0.0126388j -0.00176291+0.0326189j -0.0226501+0.0220481j -0.024424+0.00250419j 0.000245787+0.00402854j 0.00533826+0.0185788j 0.0129055-0.000928957j -0.0085731+0.00595929j 0.005897+0.0446797j 0.0181022+0.0222825j -0.0164566-0.0166436j -0.0203654+0.00155207j -0.00279736-0.020221j -0.016275-0.0129076j -0.0309566+0.0170937j -0.0195696-0.00275987j 0.0155274+0.0322143j 0.00728203-0.0438412j -0.0400794-0.0145709j 0.0231534-0.00186122j -0.0379031-0.00352552j 0.00302794-0.000387288j -0.00476653-0.0108214j 0.000803442+0.016114j 
0.00735666+0.0205907j 0.00149741-0.00115658j -0.00301955-0.038493j 0.00932828-0.014213j -0.0537015+0.0206754j -0.0483103+0.0100591j -0.0413111-0.0197993j 0.0213337+0.00542552j -0.00574442-0.00472727j 0.0307739-0.0245687j -0.02682+0.0726567j -0.0219269+0.0274773j 0.0322094-0.010843j -0.0279307+0.0397112j -0.0372489-0.0129058j 0.00766908-0.0162636j -0.039676-0.0452303j 0.0368619-0.0664844j -0.0583987+0.0254621j 0.0987239+0.0149563j -0.0738505+0.0842963j -0.0264867-0.00122648j -0.0955952-0.0325129j 0.0345579+0.024371j -0.0584477+0.0533802j 0.0311782-0.038557j -0.00168929+0.0146428j -0.0304501-0.0375027j -0.104604-0.0817853j 0.118646-0.0667648j -0.0640208-0.0543004j 0.0875903+0.0481248j 0.0323178-0.139771j -0.0838953-0.0181777j -0.0610237+0.0550005j 0.119002-0.0245099j 0.139211-0.0604427j -0.0528802-0.0957535j 0.124017+0.170292j -0.0817874+0.100993j -0.129695+0.0910326j -0.0147556-0.0559013j 0.044335-0.0326362j -0.142022+0.0471176j 0.00927116-0.0593261j -0.00284182-0.0137041j -0.0404651+0.133454j 0.0311342+0.0364586j 0.0622638-0.0863908j 0.1889+0.0294031j 0.062552+0.0703461j -0.0271878-0.0400977j -0.0792141+0.0930505j 0.118631-0.000313141j -0.00589898+0.0737438j -0.041601+0.00733644j 0.0806811+0.059663j -0.122603+0.0259291j 0.0145295-0.0771208j 0.0158188+0.0471024j -0.0257806-0.0372611j -0.0099633+0.0533022j -0.00590033+0.0756207j -0.00109811-0.00546306j -0.0552818-0.0230063j 0.0359476+0.0614658j 0.0207868-0.0116171j -0.0598406-0.0755708j 0.0245625-0.0548618j 0.00540146-0.0172868j 0.0561751+0.0234337j -0.047292-0.000969015j -0.0538174+0.00782804j 0.0205318-0.035609j 0.0178308+0.0361157j -0.00575749-0.0102502j 0.013023+0.00487797j 0.00977121+0.0322833j -0.0345326+0.0123802j -0.0101077+0.00781725j -0.00605186-0.00952906j 0.00119234+0.00813229j 0.0218149+0.0477716j -0.0295763+0.0488398j -0.0164821-0.000941296j 0.0240967+0.0145797j 0.0457233-0.0255231j -0.0100938-0.0300004j -0.035718-0.0127265j 0.00454494-0.0289541j 0.0106527-0.0186097j -0.0021769+0.0306138j 0.0139759-0.0147184j -0.0262539-0.0193435j 0.0108547-0.00032018j 0.0107358-0.00718558j 0.00492798-0.0208664j 0.0102548+0.0123627j 
0.00939888+0.00405177j -0.00356205+0.00442348j 0.0376825+0.00612449j -0.00891622+0.0103197j 0.0292645-0.0251369j -0.0313146+0.00242654j 0.0562049-0.0622521j -0.0019832+0.0551329j -0.0176736-0.0401231j -0.00647113+0.00943115j 0.0131187+0.00380406j -0.023528-0.00651363j -0.00920423+0.00531824j 0.0490621-0.0147218j 0.00627692+0.0417063j 0.00627718-0.0569609j 0.0311879+0.0531153j 0.0037602+0.0781089j 0.0573091-0.106093j 0.0212703-0.0351969j -0.00292853-0.0802463j -0.0143086+0.0543321j -0.00363932-0.0263287j 0.00497248+0.00846436j 0.102191-0.116806j 0.0259466-0.0468425j -0.071788-0.0302888j 0.0297556-0.0247203j -0.0835177-0.022083j -0.000477613-0.0218976j -0.116469+0.0192183j -0.0351387+0.0186974j -0.0835133-0.00355615j 0.00640131+0.0773673j -0.0104946-0.00505461j 0.0156937-0.0344237j 0.0952758+0.0900791j -0.035631-0.0304848j -0.0473237+0.00293609j 0.0625831-0.0384645j -0.00655439+0.126519j -0.0790851-0.0873617j 0.0193548+0.0179631j -0.00710268-0.03794j 0.0195894+0.056979j 0.0159164+0.00429288j -0.0364472-0.0306656j 0.0786307+0.0183829j -0.0868406+0.0158753j -0.0364791-0.026912j -0.00835618+0.0296137j -0.0683468-0.0834655j -0.0686476+0.0609227j -0.0184667-0.0713887j 0.0300745-0.0552595j -0.0537722-0.00817933j -0.0176739-0.0272066j 0.0710752-0.010415j 0.0569837+0.0696274j -0.031355+0.0516626j -0.0338908-0.0536938j 0.0463663+0.0179588j -0.0694311-0.0812444j 0.0137334-0.0349355j -0.0294523+0.0286492j -0.0637083+0.00381624j 0.0692227+0.0243222j 0.0124483-0.0499125j -0.0173755+0.03507j -0.0331552-0.0418591j -0.00599198+0.000250578j 0.0195766+0.0418281j 0.0107204-0.0362983j -0.0281872+0.00101766j 0.0299189-0.0480006j -0.0302403-0.0106439j 0.0148847-0.0257146j -0.008655+0.0129244j -0.0173455+0.0268308j 0.00423065+0.0131526j 0.0181789-0.00343986j -0.0201998-0.046248j 0.018453+0.00730202j -0.00539827+0.0123704j -0.00840443+0.0137009j 7.27927e-05-0.0192183j -0.0074274+0.0198606j 0.0035517-0.00257434j 0.0190874-0.00600599j 0.00763938+0.00994389j 0.00494892-0.0265388j -0.0504754-0.0261825j -0.00242887+0.0287432j 0.0197433+0.0158583j -0.00235892-0.0141532j -0.0224532+0.0099198j 0.00570953-0.00787207j -0.00352334-0.00189949j 
0.00689055-0.0157275j 0.00866546-0.00867918j 0.0190919-0.0139025j 0.0400602+0.00450083j -0.0116633-0.00782895j -0.0149185+0.019339j 0.0136449-0.0267233j -0.00321105+0.0414862j -0.00365925+0.0409574j -0.0153229-0.0544323j -0.0602317-0.0485043j 0.0396266+0.0336816j -0.0133927+0.0250664j -0.0946819+0.0340259j 0.0029521-0.0418208j -0.0900605-0.0560874j -0.0331275-0.0259871j 0.0167507-0.00189508j 0.0451731-0.0889953j 0.0452116-0.0162173j -0.00207519+0.0337747j -0.0686816-0.0771119j -0.0236123-0.0420034j -0.090673+0.0625061j -0.0439642+0.00952816j -0.0288743-0.0495999j 0.0656592+0.0113956j 0.0871025-0.0234818j 0.160814-0.0178213j -0.0339286-0.0533322j 0.113838+0.00884796j 0.0177171-0.0552434j -0.00896626-0.0394052j -0.0865686-0.0911587j -0.0105895-0.0169361j 0.00699215+0.0678869j -0.0499343+0.04909j -0.0151704+0.150914j -0.0328353+0.0338411j -0.180368-0.0331246j -0.00724581-0.0950016j -0.0115338+0.0888901j -0.0808639-0.0160203j -0.0362942-0.0453007j 0.0383671-0.0362404j 0.00459249-0.0642325j 0.029733+0.0665996j -0.0876457-0.00102668j 0.140645-0.0442909j 0.103459-0.00186701j -0.0471504+0.0437334j -0.0463389-0.0404061j -0.0191036+0.0338159j -0.00424316+0.00532547j 0.00866649+0.0632761j 0.0250034+0.0397117j 0.00974803+0.00296392j -0.0287555+0.0201366j 0.00522514+0.0525023j 0.0669347+0.0279763j 0.00502993-0.0941878j -0.00517861+0.092653j -0.00111113-0.0220787j -0.0144715+0.0356455j -0.0233289+0.00272658j -0.0331687-0.0210118j 0.0223331+0.0474119j -0.0098516-0.036335j -0.00228383-0.00540034j 0.04572-0.00820498j 0.00894744-0.00611626j -0.0325396+0.0144395j 0.00429518+0.0208302j 0.0121495-0.000439893j 0.0253459-0.00196614j -0.0419591-0.0142451j -0.00341986-0.00102748j -0.00647554+0.0226201j -0.0230392-0.0373607j -0.0224639-0.0211976j -0.0174487+0.0130255j 0.0091497-0.0191541j 0.0169007+0.0370018j -0.0145267-0.0286831j 0.0321354+0.0127873j -0.0315273+0.0167746j 0.04636-0.0057523j 0.00414039-0.0242692j -0.0056993-0.00972659j -0.00687041-0.0241773j 0.00348367-0.0223701j -0.0105809-0.00601601j 0.00427802-0.00331183j -0.00403097+0.000318201j 0.0189313-0.00183698j -0.0227645-0.0152454j 0.0123848+0.0185897j -0.00162163+0.00360864j 
0.000258271-0.0115798j 0.00189983-0.000643582j -0.00175395+0.00565027j 0.00527622-0.0156224j 0.00423543+0.0417976j 0.0424757-0.0232174j 0.00278175+0.0368186j -0.0122948+0.0346641j -0.0247838+0.035821j 0.0294677-0.0143754j -0.0259678-0.012292j -0.0303919-0.00783542j -0.0212539-0.0334292j -0.0206632+0.00207805j -0.0587374-0.0310724j -0.0485656-0.0295467j 0.00359262-0.0103583j 0.0172075-0.0101738j 0.0171277+0.00837239j 0.0406138+0.0490735j 0.0601166-0.0468335j 0.0839264-0.0145504j -0.0543346-0.00628175j -0.00845399+0.0667712j 0.012538+0.134994j 0.146197+0.0450224j -0.0292466+0.0604593j -0.085443+0.0160257j -0.0193661-0.035699j -0.0106677+0.0119092j 0.115396-0.00709197j 0.0281742-0.0287652j 0.0433185+0.0103893j 0.117921-0.0159519j -0.00343226-0.149374j 0.0520665+0.0868863j -0.0678569+0.117135j 0.00812424-0.0209926j -0.0377189-0.0226662j 0.0383398-0.0935726j -0.137562-0.113432j -0.131175-0.00566518j 0.0010068+0.048529j -0.0593828-0.0328467j 0.0448562-0.0226499j -0.00525285+0.0835258j -0.0492764-0.0166499j 0.0669246+0.0135528j -0.000337298-0.0152508j -0.110121+0.034644j -0.0503071+0.0239846j -0.064131+0.0341481j -0.00861383+0.00980779j 0.0459963-0.00140898j -0.0029651+0.0468003j 0.0894972-0.00708803j -0.0116742+0.0351461j 0.0207446-0.0824101j 0.0104092-0.015728j 0.0662087+0.0176281j -0.0345341-0.0121463j 0.00930743+0.0559059j -0.0332195+0.00662937j -0.0335622+0.0742988j -0.00849847+0.010211j 0.0357117+0.0441429j -0.00367841-0.00477539j 0.0284487-0.0180099j -0.00606379-0.0427469j 0.016053-0.00403988j -0.0159984+0.00534199j -0.00577799-0.0232659j -0.0232208+0.0449776j 0.00254191+0.0108569j -0.0148887+0.0139218j 0.00860056-0.00531425j 0.0141939+0.0119356j -0.00658938+0.00785543j -0.0243393-0.00691778j -0.0185071+0.000622931j -0.0171136-0.00617252j 0.0171729+0.00799361j -0.00483972+0.00944835j -0.00196112-0.023222j 0.0140159-0.0121417j -0.0129531+0.00429991j 0.00161098-0.00171729j 0.0144561-0.00704058j -0.00859829+0.00398718j -0.0130497-0.00526733j -0.0164673-0.0118368j 0.00357142+0.0222784j 0.0129116+0.00819285j 0.00691478-0.0245968j 0.00217105+0.0148799j 0.00270344-0.00826875j 0.00361045+0.00956184j 0.00107015-0.000874724j 
-0.00706106+0.0105664j 0.00821594+0.0109202j -0.000315451+0.00156288j 0.0122049+0.0160361j -0.0590873+0.0260122j 0.0454963-0.00565521j 0.0135838+0.0472426j 0.0251271+0.0572874j 0.00101769+0.059812j 0.0454396-0.0126264j -0.028765-0.0102054j 0.035966+0.00330527j 0.0297052+0.047748j -0.125312-0.0360653j 0.0834973-0.041267j 0.0615798-0.0251097j 0.118588-0.0516978j 0.0513936+0.0833871j -0.053305-0.0102148j -0.052072-0.0176958j 0.0259486+0.0558264j 0.0771603+0.0660278j -0.0706837-0.103588j -0.0265481-0.0898958j -0.0568967+0.142544j -0.0243686+0.0356804j -0.0856873+0.0423468j 0.0568345+0.0167717j 0.117016-0.0134025j -0.0305964+0.101129j -0.0316488+0.108079j -0.0866654+0.0162197j 0.129799+0.0377628j 0.136526-0.151233j 0.0393845+0.16234j 0.0455899-0.0315307j -0.105354-0.0906165j 0.0293841-0.015682j -0.0989216+0.0952887j 0.142093+0.0311201j 0.119831+0.0379319j 0.0745002-0.0169764j 0.0217585-0.0540755j 0.0733732-0.0561178j -0.0178822-0.0195223j -0.0462388-0.00783492j -0.0711879-0.00462429j 0.0450706-0.0052051j -0.0082716-0.0342397j 0.000566367-0.0495361j -0.0356829-0.0274847j -0.0261531-0.0446723j -0.11162-0.104948j 0.112974+0.0655125j -0.00662859-0.0736592j -0.0202935+0.00474569j -0.00312219-0.0296399j -0.00887766+0.0580224j -0.0410718+0.00486541j -0.0181312+0.0723776j -0.0231702+0.0328312j 0.0613659+0.062397j 0.0949421-0.01387j -0.0473349-0.0364861j 0.0437688-0.032769j 0.0175281-0.0227085j -0.0126692+0.0783095j 0.00893811-0.00194555j 0.0357513+0.00394313j 0.00275285+0.052801j 0.0166142-0.00905712j -0.00967377+0.0101673j 0.0530164+0.0129622j 0.00245314+0.000403788j 0.0258405+0.0233006j 0.00408922-0.0258326j 0.00269075+0.0120218j -0.0147876+0.00237271j 0.0420888+0.00250823j 0.00618353+0.0278064j -0.00959122-0.00249089j 0.00296432-0.00819195j -0.0149099+0.0285515j -0.0274367-0.00912716j -0.0148769+0.0121366j 0.0176629+0.000544509j 0.00496833+0.00101756j 0.00392028+0.0122204j -0.0124075-0.0245714j -0.0138964+0.00424926j 0.013114-0.00606615j 0.0185089-0.0206358j -0.038476-0.0239788j -0.0209794-0.00831404j 0.0156706+0.0063448j 0.00155241-0.0469948j 0.00807629+0.003765j -0.0133939+0.0150338j 
