0.00403836-0.0137592j 0.00939735-0.00172593j -0.00481656-0.00544625j 0.00208122-0.0187858j -0.00580121+0.00703842j 0.00537595-0.00870281j 0.00597098+0.00235062j 0.00339554+0.00086002j 0.00242655+0.0010351j -0.00923217+0.00833108j 0.0062751-0.00671606j -1.92095e-05-0.000933588j 0.00741697+0.00516859j 0.00793641+0.00496724j -0.0040077-0.0054245j 0.0069758+0.0033443j -0.0044371-0.00565759j 0.00233516+0.00646721j -0.00921855-0.0111729j 0.0152383-0.0068154j -0.0106149+0.000456839j -0.00427623-0.00221248j 0.00407928-0.00761747j -0.00620621-0.000790292j -0.000130604-0.00461851j -0.00566048-0.000927319j 0.00383952+0.00151232j -0.000840531+0.0023505j 0.00487972-0.0060069j 0.000266641-0.00165281j 0.000249594+0.000963795j 0.000324389-0.00305492j -0.00222324-0.00366211j -0.010303-0.0033214j 0.00332208-0.00250738j 0.0150262+0.000616918j 0.00696425-0.000564281j -0.014499-0.00190623j 0.00407771-0.0026889j 0.00671332-0.00184439j 0.0056357-0.00219617j -0.0111983+0.0019469j 0.00402567+0.00210131j 0.00350119+0.0101325j -0.00338264-0.00151144j -0.00319153+0.000498082j -0.00572233-8.18213e-05j -0.00149197-0.000495612j 0.0026548+0.00685911j 0.00189656+0.000944798j 0.00821103+0.00417584j -0.00019804-0.00387467j -0.00303322-0.00178683j -0.00265339-0.000386441j 0.00820064+0.00394473j -0.00432237+0.00350596j 0.00505539+0.00245482j -0.00806729+0.00129759j -0.0118609-2.16466e-05j -0.00523723-0.00831519j -0.00928707-0.00273597j -0.00527966+0.00129965j 0.00556713-0.00463908j 0.00103498+0.00257724j -0.000768684+0.00227859j 0.00053686+0.00353422j 0.00168612-0.00907078j 0.00512075+0.000773641j 0.00316765-0.000495124j -0.000196884-0.00312758j 0.00213937-0.00296079j -4.40968e-05+0.00291164j -0.00307946-0.000349784j 0.000573877-0.00161335j -0.000559663+0.000497399j 0.00102859+0.00212377j -0.000211859+0.00144596j -0.000385165+0.00267151j 0.00274207-0.00194448j -0.00630383+0.00247845j -0.00580149-1.92856e-05j 0.00584163-0.00276226j -0.00325145+0.00165567j 0.0057604-0.00307316j 0.00559791+0.00745196j 0.00762181-0.00390185j -0.0165364+0.000227012j 0.00408479+0.00185217j -0.000475974+0.00247616j -0.0440385-0.0110594j 0.00256773-0.00152564j -0.0212408+0.00443751j -0.0209707+0.00951626j 0.0298368+0.0481131j 0.0280126-0.0452411j 
-0.00472675+0.00592398j -0.00261919-0.00448423j -0.000747806-0.00384176j 0.00160277-0.00327953j -0.00058758+0.00511059j -0.00149269+0.0025508j 0.00636056-0.00354326j -0.00225676+0.00119109j 0.00522685+0.00228582j 0.00413911+0.00483586j -0.00609517+0.000500924j 0.00185012-0.018658j -0.000224425-0.00840262j -0.000149547+0.0146158j -0.00422489-0.00534794j 0.0077802+0.00418393j -0.000622826+0.00443891j -0.000891634-0.00328477j -0.000452318+0.00678404j 0.00606276+0.000877951j 0.0109378-0.000497225j 0.0152198-0.0020463j 0.0118123+0.00461342j 0.00893442+0.000214652j 0.004626-0.0064435j -0.019775-0.00364306j -0.0175929-0.002195j -0.00400263+0.00861728j 0.00762591+0.00689536j -0.0278301+8.94718e-05j 0.0048006-0.00725444j -0.02007+0.00123065j 0.00147774+0.00494652j 0.00967996+0.00135623j 0.00453131-0.00193193j 0.00831864-0.00647077j 0.0129229-0.0028114j -0.00545577-0.00689168j 0.00447448-0.00154778j -0.00537697+0.00175026j 0.00470223+0.00814023j -0.00127692-0.00151794j 0.00485048-0.00034109j -0.00184707+0.00320581j 0.0100841-0.00181258j -0.00532602-0.00196714j -0.0027572+0.000522093j -0.0168215+0.00140781j -0.000310682-0.00425047j 0.00474122-0.00709089j -0.0176258+0.0017334j -0.0111434+0.00724611j -0.0148727-0.00375991j -0.0280099-0.00441072j -0.0189748-0.000577166j 0.00365018+0.00476678j 0.0040016-0.00558422j -0.0030661-0.00427784j -0.000850323-0.0041395j -0.00300556+0.0017852j 0.00510596-0.00928781j -0.00173912-0.0013689j 0.00385599-0.0106699j -0.00297074-0.0112685j 0.00126397+0.0164827j -0.0109039+0.0117752j -0.0111329+0.00661429j -0.0199174-0.0114292j 0.0155256+0.00152781j -0.00310404-0.0089706j -0.00017078+0.00276734j -0.000875539+0.00537894j 0.0061824-0.00013216j 0.00802486+0.00464904j -0.0172102+0.00204263j -0.00891068-0.00218039j 0.0176818+0.0041342j -0.0147961-0.00949235j -0.0286357+0.0162238j 0.00250231+0.0173678j 0.0155093+0.00853248j 0.0313551-0.00394353j 0.00885106+0.0389115j 0.0124509+0.00778553j 0.00302417-0.00415758j 0.00245821-0.010041j 0.00949044-0.0279954j -0.00396422+0.0010681j 0.0066174+0.00204781j -0.00943299+0.00212748j 0.00824597-0.00313605j 0.00674463+0.0044553j 0.00343064+0.00762482j -0.00337127+0.0118932j 0.00564194+0.00663234j 
0.0123839-0.00859337j 0.0115101+0.00182838j 0.00184715-0.00255393j 0.00237093+0.00335593j 0.00157382-0.00684517j -0.00995189-0.00279927j -0.00471905-0.00746131j -0.00537004+0.00712843j -0.000177272-0.000804305j 0.00315629-0.00841466j -0.000778234+0.00219139j -0.00246576+0.0133672j 0.00661555-0.00176373j 0.00320312-0.00534464j 0.00774062+0.00450852j 0.00118738-0.00855849j -0.00329854-0.0063046j -0.00115246+0.00861357j 0.00160051+0.00701661j 0.00748976-0.00267438j 0.00526174-0.0110154j -0.00980797-0.00812589j 0.00235865-0.00271692j 0.000769999-0.000474113j -0.00971149-0.00130124j 0.0145578+0.00357434j 0.000514531+0.0048143j 0.00426026+0.0021035j -0.00902807-0.0136445j -0.0134902-0.00633316j -0.0100323+0.00562306j -0.00647093-0.00270955j 0.00106406-0.00927986j -0.00993488+0.00678209j 0.00610232-0.0012946j -0.00183183+0.00370581j 0.00756447+0.00590998j 0.0115582-0.0138295j 0.00303456-0.00312369j 1.98873e-05-0.00235183j -0.00819546+0.00215857j -0.000626206+0.00279926j 0.00810506+0.0028943j -0.000512938-0.00663517j -0.0115891+0.00473741j -0.0170592-0.00130417j 0.000170871+0.00320671j 0.0219837-0.00546664j -0.00264785+0.00511582j 0.00790292+0.0118055j 0.00849453-0.00281814j 0.000987348+0.00472493j 0.00324344+0.00202948j 0.0112604+0.00567385j -0.00213104-0.00422368j -0.00589911+0.00277514j 0.0081322+0.000668173j 0.0200918+0.00267498j 0.0154633-0.00580018j -0.00445015-0.0140908j -0.013386+0.0241615j -0.00644871+0.0172167j 0.0120238+0.00404237j -0.0139953-0.0146648j -0.00228943-0.0177383j 0.00985864-0.0103565j 0.00109989-0.0105541j 0.009398+0.00937058j -0.0154484+0.00456765j 0.0162134+0.0159299j 0.011857+0.00335419j -0.00495017+0.000140104j 0.00181467-0.00532419j -0.00805061-0.0122515j 0.014041-0.0185244j 0.0125297-0.000582483j -0.0164256-0.00335246j 0.0406176+0.0136853j 0.0438476-0.00812527j -0.0204764-0.0073764j -0.0138671+0.0183515j -0.0148505+0.00675074j 0.00440927-0.045993j -0.00757782-0.0335809j 0.00684526+0.0122656j 0.000710165-0.00020446j 0.00574691+0.0103713j -0.00717489+0.0044884j 0.00911361+0.0111877j -0.0137244-0.000659817j 0.0075288-0.00154403j 0.0135208-0.00400411j -0.000940586+0.0195814j -0.00185594+0.0131911j 0.0062851+0.0101013j 
-0.00535409+0.00576611j -0.00469432-0.000749365j 0.00200341+0.00518034j -0.00385431-0.00386094j -0.00117361+0.00340645j 0.000844384-0.00494315j -0.00180562-0.00530265j -0.000891154-0.00796404j -0.00264575-0.00654483j -0.000846925+0.00332963j 0.00551038+0.00246444j 0.00484954-0.011374j -0.00441386-0.00695316j 0.00271824+0.0130301j 0.00457179-0.000353283j -0.00582327+0.00300095j -0.00442889-0.000327663j 0.00214606-0.00614838j -0.00544856-0.00352109j 0.00371702+0.00277994j 0.00184317-0.000784281j 0.00537019+0.00390719j -0.00053974-0.000519725j 0.00916503+0.00502951j 0.00350554-0.00385304j -0.00175008+0.00792996j -0.00406345-0.00969539j -0.00267565+0.00398556j 0.00836828+0.0102873j 0.000226845-0.00190616j 0.000811904-0.00244318j 0.00370121+0.0109751j -0.00548094+0.00331941j 0.00576858+0.000812484j -0.00175145-0.00356214j -0.00542388-0.00536991j -0.00304586+0.00369745j -0.00648089+0.00344858j -0.00647072-0.0228423j -0.00298893-0.00224965j -0.000435906+0.00983271j -0.00719567-0.005705j 0.014268-0.000958232j -0.0122345-0.0107533j 0.0112549+5.186e-06j -0.0115292-0.00557626j 0.00408676+0.00706315j 0.026663+0.00450403j 0.0126379+0.00178799j 0.0037952+5.88674e-05j 0.018847+0.00470558j 0.023105-0.0137547j -0.0112418-0.0022008j -0.00950857-0.00763172j -0.00684193+0.0186051j -0.00390936+0.00382404j -0.00152792+0.000643511j 0.0184496-0.00225221j 0.0158547-0.00660779j 0.0109468+0.00215841j 0.0158639+0.00239624j -0.000111815+0.0366591j -0.00203668+0.0096045j 0.0120047-0.013125j 0.00679886+0.00629715j -0.0338411-0.00543628j -0.0100256+0.0146318j -0.011672-0.00719861j -0.00447595+0.00749762j 0.00245691+0.0105826j -0.0297653+0.0299525j 0.0145237-0.0193431j 0.0249471+0.000659013j 0.000960932+0.0397278j -0.00456258-0.0133791j -0.0204293-0.0475847j 0.028977-0.0110422j 0.0662551-0.0217411j 0.0672606+0.0156602j -0.0348661-0.0200339j -0.0140224+0.0212736j 0.0193543+0.00344988j -0.00620541-0.040543j -0.00535952-0.0597253j -0.00372076-0.00144782j -0.0148847-0.0281232j -0.00554101+0.0119969j 0.00428712+0.00734416j -0.00194625+0.00620462j 0.00083917-0.0188663j -0.00359351-0.0130551j -0.000315333+0.0142333j -0.0024347-0.00999084j 0.000252585-0.00235551j -0.000645446-0.00288622j 
0.00260653-0.00608523j 0.0077548-0.00187383j -0.000982769-0.00359546j 9.23432e-05+0.00308469j -0.00203428+0.000485748j 0.00103632+0.00103109j -0.000888596-0.0106822j -0.00382392-0.00154989j 0.000333786-0.000885621j 0.0044286+0.0137459j -0.0029772+0.00780677j 0.00316216-0.0367828j 0.00201276-0.0170402j -0.000210424+0.023461j 0.0039503-0.001782j 0.00374811+0.000658415j 0.000192305+0.00625302j 0.00117714+0.00194168j -0.00332644+0.00382456j 0.00135143-0.00182417j -0.00364555-0.00342623j 0.000128087-0.00565815j -0.000106361+0.00315806j -0.00588248-0.010867j -0.0068568+0.00373944j 0.0166092-0.00167119j 0.00496145-0.0189997j -0.0015609+0.0374679j -0.0145334+0.0105199j 0.0385143+0.00206245j -0.0100773-0.0069948j 0.0183999+0.00507067j -0.00391326-0.00706908j 0.000593101+0.00343562j -0.0108665-0.00282994j -0.00208218+0.00343781j 0.0057469+0.00114283j 0.00413065-0.00257293j 0.00983825+0.00444444j 0.00622382-0.00325301j 0.00993252-0.00053928j 0.00182457+0.000185853j 0.000369243+0.00262984j -0.00763725-0.00180029j 0.0126618+0.000992976j 0.0240611+0.00319761j -0.0216239+0.00380071j 0.00524727-0.00133131j 0.0168142+0.00897832j 0.00846987+0.00434317j 0.00344024-0.00124997j -0.0122424+0.00305761j -0.00800005+0.00643246j -0.00924946+0.00472865j -0.00703737-0.00761912j -0.00596067+0.000610069j 0.00512518+0.00230207j -0.00275279+0.00276749j 0.00184161-0.000423393j -0.00394994-0.00270755j -0.000928721+0.00590452j -0.00270554-0.00626311j 0.00023191-0.0051583j -0.00368568-0.00126276j -0.00524086+0.000551839j 0.00873017-0.00184298j -0.0034783+0.000944977j -0.0004454-0.00292278j 0.00272882+0.00158867j 0.000290042-0.00392611j 0.0114478-0.00521046j -0.00249491+0.00536401j -0.0131431+0.00575616j -0.00161404-0.00866237j 0.0145005+0.00113611j 0.00902873+0.0156895j -0.00672245-0.00467132j -0.00937457+0.00799092j 0.000965511-0.00996726j -0.00465781-0.0039566j 0.00282368-0.000386714j -0.0041333+0.00245272j 0.00237092-0.00013662j 0.00245331+0.00124658j -0.000529322+0.0136189j 0.00135008+0.00366614j 0.00325176+0.00139681j 0.0121899-0.00112957j -0.00180381-0.0100224j 0.00375574+0.000260811j 0.00169747-2.35888e-05j 0.00486424+0.00363051j -0.00213195-0.000890478j -0.00177462-0.00263884j -3.95118e-05+0.0045741j 
-0.002092+0.000761574j -0.00626672-0.003235j -0.000730128+0.0026965j 0.00159782+0.000576277j -0.000727772+0.00153096j 0.00226778-0.00151997j -0.00168435-0.000966158j -0.0011953-0.00353484j -0.00359498-0.00677205j 0.00165423+0.00670665j 0.00363281-0.00450828j -0.00165882+0.0100997j 0.00533323+0.00690045j -0.00103144-0.00571582j -0.0016078+0.00180652j 0.0060321+0.000457747j -0.00385955-0.00456866j 0.00225491-0.00642434j -0.00411691-0.00273621j -0.00418167-0.00427542j -0.000383004+0.00132555j -0.0128709+0.0037002j 0.00847608+0.000723957j 0.00877791-0.00825184j 0.00421901+0.000836252j 0.00436354-0.00270764j 0.000531521+0.00252916j 0.0016366-0.00600681j 0.0128138-0.00278045j -0.0336133-0.00191385j 0.00644539+0.00416229j -0.0144793+0.0050362j 0.014487+0.00379759j 0.00129004+4.98807e-06j 0.00491064-0.00172724j -0.0018351+0.0012509j -0.00319164+0.00303751j -0.0043193+0.00391259j 0.00123382-0.00120404j -0.00384829+0.00123958j -0.00508472+0.000243533j -0.00599794+0.000601246j -3.72104e-05+0.000503456j 0.00663887-0.00178684j -0.000247018-4.34865e-05j -0.00933083-0.002676j 0.00202337+0.00525627j 0.0013269+3.67824e-05j -0.0125788+0.00483727j 0.000998006+0.00817509j 0.00671642+0.00261544j -0.00162686-0.0029991j -0.000707286-0.000294046j -0.00221105+0.00141886j 0.00251982+0.00298245j -0.00296509-0.00290344j 0.002258+0.0042652j -0.00190586-0.000493672j 0.00250762-0.000790777j 0.0021346+0.000498273j 0.00546472-0.0104923j 0.0023078+0.00985427j 3.17714e-05+0.00273793j 0.0107013-0.00288347j 0.00625598+0.00712618j -0.0122121+0.000830955j -0.00855766+0.00734722j 0.00050359-0.014268j 0.00516319+0.0037723j -0.0106348+0.00105555j 0.000106952-0.00561551j -0.000969572-0.0039627j -0.00593473+0.00459256j -0.0019937-0.000793478j 0.0133124+0.00286386j 0.00766546+0.0013465j -0.000343365-0.00818563j -0.00581513+0.000721419j 0.0111998-0.00329012j -0.0110941-0.00586121j 0.000927516-0.000792772j 0.00398804+0.00195294j 0.00034647-0.00642712j -0.000875443+0.000540654j -0.0017071+0.0121496j -0.00592749-0.00338917j 0.00545015-0.000273752j -0.0174199+0.00455687j 0.00493101+0.0196139j 0.00411497+0.0023794j -0.00479394+0.00214096j -0.00605249+0.00178713j 0.00239901-0.0122663j -0.00134812-0.00778017j -0.0012225-0.00278581j 
-0.0100139+0.00184148j -3.04492e-05-0.00251483j -0.000407954-3.65264e-05j -0.0036233-0.00129865j -0.000564467+0.00448006j 0.0114835+0.00179529j -0.0138438-0.00345491j -0.00666383-0.000817495j -0.00188143-0.00508303j -0.0108919+0.00744613j 0.00384431-0.00691407j -0.00144478-0.00336522j 0.006008+0.00265182j -0.000782812-0.0016114j -0.00876809+0.000637429j -0.00717668-0.00280647j 0.00416065-0.00114823j -0.00451788-0.0090118j 0.00608654-0.000380553j -0.0111772+0.00485161j 0.00346776-0.00503074j -0.0319739+0.00373793j 0.00388109+0.00229161j -0.011326-0.00469006j 0.0130916-0.00072411j 0.0266746-0.00457046j 0.0153764-0.0111431j 0.0086357+0.0166943j 0.0188332+0.00762647j -0.0605353+0.00243019j 0.00450775-0.00145797j -0.0217042+0.00396921j 0.0386774+0.00240523j -0.00326676-0.000335083j 0.0170896-0.00307737j -0.0183246-0.00075645j -0.00909058+0.00126645j -0.000629833-0.000424142j -0.0102483+0.00116715j 0.00949278+0.00144499j -0.000285886-0.00271062j -0.00225735+0.00397781j -0.00248552-0.00118238j 0.0115954+0.00426192j 0.00643262+0.00116563j 0.0182103-0.00175283j -0.0111242+0.00123561j 0.000445327+0.00160473j 0.00552615+0.00387936j -0.0101972+0.00620409j 0.0132551+0.000286935j 0.00509118+0.00121409j 0.00800731-0.00331352j 0.0189079+0.00036434j 0.0148683-0.000652331j -0.00326909-0.00679144j 0.0010261+0.00172815j -0.0055282-0.00111887j 0.00391502-0.00248085j -0.00250485-0.00108374j -0.00255963-0.00865188j -3.38136e-05+0.00497246j 0.00573169+0.00334747j 0.00725511-0.0102674j 0.00449456+0.00519611j -0.00931337-0.00201524j -0.00445836+0.00745177j -0.00213745-0.0117489j 0.00778915+0.003393j -0.00322474-0.00250461j 0.00685147-0.00865614j -0.00258448+0.00123395j -0.00531294-0.000872581j -0.00733609-0.00834672j 0.008516-0.0024279j 0.00248842+0.00587155j 0.000420851-0.00907361j -0.0090378-0.0029067j -0.00450561+0.0027519j -0.00926447+0.00121846j 0.00331477-0.00113536j 0.00937877+0.00156809j 0.00382337+0.00397515j 0.00214112+0.00708211j -0.00376149+0.00336984j -0.00357256-0.00524188j 0.00388214-0.0113092j -0.0360115+0.00640619j 0.0100928+0.0348241j -0.00433847+0.0040376j -0.00430668+0.004353j 0.0040374-0.00208679j -0.000787268-0.00165605j -0.000611804-0.00262053j 0.000874504+0.00324595j 
-0.00475494-0.000284576j -0.00062252-0.0109663j 0.00105392+0.00568511j -0.000395712+0.000483919j 6.79693e-05+0.0142164j -0.00685562-0.00213446j 0.00930946-0.00697881j -0.00104681-0.00449687j 0.00729866-0.0139132j 0.00543199+0.0122733j -0.00423722-0.0107394j 0.00299733+0.0161776j -0.00643637+0.00729122j 0.00595846-0.0086392j 0.00315228+0.00623504j 0.00432579-0.00722985j -0.0101286+0.00118936j -0.00600329-0.0187492j -0.00624648-0.00341704j 0.00838795-8.53293e-05j -0.00103291-0.0143617j 0.00979247+0.00573102j 0.00291083+0.00489716j 0.0195366-0.0246167j -0.000951931-0.00754181j -0.0115913-0.00945355j -0.00836455+0.00974942j -0.00996049+0.00208611j -0.00805723-0.0066775j 0.0243822-0.00785531j -0.0103255+0.00153455j 0.00468452+0.0030545j -0.00593804+0.00410279j 0.0124713+0.00712001j -0.0147539+0.000237582j 0.0104296+0.00243887j 0.0051936+0.00119343j -0.00748402-0.00300931j 0.014539-0.0107287j -0.00436175-0.00253759j -0.00317392+0.00777818j -0.0100807-0.00290903j 0.0125922+0.000391934j 0.00172132-0.00726178j 0.0104482-0.0013766j -0.00588585-0.00891332j 0.00532807+0.00799683j -0.00471555-0.000893117j -0.0246367+0.0117148j 0.00782284+0.0194591j 0.00331261+0.00263054j -0.00953171+0.00541172j 0.0020903+0.010366j 0.00712652+0.00366388j 0.000642396-0.00580815j -0.0127278+0.00175579j 0.0170544+0.0132143j -0.00362333-0.00199438j 0.0151835-0.00510864j -0.00710772+0.000542713j 0.0104295-0.00253237j 0.00634982+0.0100016j 0.00279873-0.00613602j 0.0105211-0.0171006j -0.00250476+0.0138796j -0.0129695-3.81842e-05j -0.0171204+0.0230001j -0.0119163-0.0308063j 0.0140479+0.00400754j -0.0221863-0.0118422j 0.0248287-0.0180515j 0.00071735+0.00215794j -0.0299234+0.0136466j -0.00811587-0.0053082j 0.0366721+0.0109637j 0.0220552+0.0189371j 0.00320888-0.018178j -0.0155578+0.0142557j 0.0166961-0.0202767j -0.0290033-0.0140789j 0.00330976+0.00242937j 0.00787516+0.0104789j 0.00202123-3.46837e-05j 0.00966024-0.00901859j -0.00195697+0.0391039j -0.00979327-0.00565846j 0.0126869+0.00480485j 0.0145703+0.000506362j -0.00397626-0.00483703j 0.0127793-0.00214586j 0.00026232-0.00486549j -5.618e-05+0.0145307j -0.000597234-0.0223176j -0.00476532-0.0100668j 0.000313405+0.00417985j 
-0.000678411+0.00172353j -0.00317565-0.00238443j -0.00186546-0.00100674j 0.00127874+0.00108516j -0.0153682-0.00207383j -0.000844136-0.00112128j -0.0100547-0.00114997j -0.0140392-0.00125341j -0.00124512+0.00306519j 0.00220036-0.000224549j -0.00309959+0.00239409j -0.00401188-0.00900071j 0.00244363-0.00371535j -0.00366269+0.00574862j -0.000564699-0.000883332j -0.00519059+0.000231235j -0.00107892-0.00288483j 0.00452046+0.00346409j -0.00279246+0.00185366j -0.00123889-0.0031584j -0.0196575+0.00524775j 0.00164912+0.00319465j -0.0260802+0.00027146j 0.0164985-0.00224157j 0.0196864+0.000699087j -0.0278665+0.00214214j 0.0218825+0.00151033j 0.00480281-0.00392092j -0.000167239+0.00361481j 0.0114796-0.000999065j -0.0276949-0.00198994j 0.0172656-0.00454076j -0.00185981-0.00233055j 0.0105295-0.00465881j 0.00725407+0.00213307j 0.00348808+0.00182393j -0.00716324-0.000369807j 0.00402328+0.00260809j -0.0035986-0.000997886j -0.0129254-0.000481425j 0.00509828-0.0014409j -0.000562087-0.00509j -0.00344706-0.00276991j 0.000996036-0.00195359j 0.00388829-0.000525426j 0.00639308-0.00115077j -0.00350771-0.000833126j 0.00379509+0.00421774j 0.00498583-0.000285613j -1.76713e-05-0.00168212j 0.000543447+0.000120586j -0.000147563-0.00569588j -0.00344684+0.00329437j -0.00748806+0.000313698j 0.00640109+0.00235193j 0.00274064+0.00140647j 0.000231484+0.000210907j -0.00182352+0.00475622j -0.00324198-0.000420866j 0.00361318-0.00335161j -0.00355825+7.59287e-05j -0.000416872-0.005964j 0.00426651+0.00230906j 0.0051774+0.00132581j -0.00284623+0.00140815j 0.00573684+0.00419363j -8.39653e-05-0.00306945j -0.00156617-0.00279145j 0.00525799-0.00344509j 0.000150929+0.000912668j -0.0063047-0.000218365j 0.0015533+0.00491831j -0.00112552+0.00165174j -0.0030856+0.00521222j 1.49014e-05-0.00484192j -0.00152846+0.0053929j -0.00393214-0.00433344j 0.000486113-0.00182367j 0.000874947+0.000417356j -0.0032158-0.00067686j -0.000328222-0.00365808j -0.00462481+0.00442231j 0.00469104-0.00460196j -0.00685608-0.00330203j 0.000231553+0.00122353j 0.00245749+0.00309527j 0.00100577+0.00649463j 0.0220197-0.0120166j -0.0138369-0.0219154j 0.00126965-0.00174962j 0.00381499-0.000328615j -0.000503787+0.0045941j -0.000791274+0.000336676j -0.000501503+0.000637696j 0.00125238-0.000731177j 
-0.00881177+0.00573394j -0.0112516-0.0114112j -0.00501175-0.0055406j -4.77754e-05+0.00303383j -0.0138576+0.00130745j 0.000260456-0.00893001j -0.0111994-0.0138599j -0.000363329+0.001578j 0.00230446+0.026239j -0.0102247-0.00324326j 0.00164638+0.0161137j 0.000915385-0.0246769j -0.0022067-0.0237025j 0.000317757+0.0203469j -0.00549775-0.00470882j -0.00589679+0.00710579j 0.00113744+0.000235396j -0.00112895+0.0137952j -0.00431614+0.000352041j -0.0017592-0.00748108j -0.00667652+0.000704858j -0.0271315+0.00524976j 0.00235136+0.000451487j -0.00473694-0.00571915j 0.00406875+0.000353186j 0.0141178+0.00327004j 0.0165868+0.0106739j 0.00544336-0.0207726j 0.00267749-0.0120244j -0.000208409-0.00172372j -0.00696841+0.00210503j 0.0149177-0.00289741j 0.018484-0.00227809j 0.0127768-0.0073612j 0.0128715+0.000880141j -0.00892962-0.00105756j -0.0115362+0.00772094j 0.0118603-0.00192561j 0.00399293-0.0109224j -0.0053064-0.00130094j 0.0066355-0.00487258j -0.00393261-0.00779384j 0.00580148-0.00247895j 0.00707022-0.00513042j 0.00825083+0.00201888j 0.0183915-0.00786468j -0.0153509+0.00635759j 0.0103905+0.00578983j 0.00996163+0.00376588j 0.00745575+0.00539545j -0.00229682+3.12936e-06j -0.0116577-0.00311117j -0.0120176-7.65668e-05j -0.0192018+0.00635063j 0.00106311+0.00196449j -0.00278277+0.00130695j 0.000215579+0.00472919j 0.0014089+0.00389055j 0.00323224-0.000268044j 0.00886056-0.00121261j -0.00374375+0.000421291j -0.00792715-0.00163878j 0.0104488+0.00460576j 0.00432489-0.00966492j -0.0042233+0.0210865j -0.00218994+0.0189572j -0.0122303+0.00944572j -0.0120746-0.0189841j 0.027918+0.00715592j -0.0146315+0.00225535j -0.00275654-0.0025525j -0.00463802+0.00652738j -0.00199403+0.00349016j -0.00409056-0.00310211j 0.00893752-0.0111903j 0.00234997+0.0066405j -0.000704265-0.00535698j -0.00277698-0.00241125j 0.00250304-0.00314019j -0.0184582-0.0043017j 0.00622173-0.00923721j -0.00408435+0.00455j 0.00119642-0.00266704j -0.00162606-0.00701272j 0.00319083+0.0103515j -0.00685452-0.00529173j 0.000614636-0.000711111j -0.00730574-0.0010283j -0.002263+0.00625181j 0.00509355+0.00723592j 0.0042977+0.000997114j -0.00396141-0.000879533j 0.00228769-0.00744187j -0.00238637+0.000176195j 0.00125933+0.00268915j 
-0.00840151-8.34454e-05j 0.00802489-0.00219941j -0.00334166-0.000794285j -0.00160886-0.00142787j -0.0183195+0.00133404j 0.00257638+0.00113439j -0.0215092+0.00457636j -0.00678528+0.00427548j 0.00455574-0.00353862j -0.0047356-0.00646747j -0.002097-0.00884237j 0.000466607+0.0203367j -0.0034569+0.0137377j -0.00938607-0.0176815j -0.00193988+0.00219008j -0.00707005-0.00536612j 0.000967323-0.00597092j -0.00122346-0.00311842j -0.00142325+0.000527674j -0.00210374+0.00502047j -0.0162309-0.00192451j 0.00396837-0.00120525j -0.0365948+0.00149346j 0.0127252-0.00128786j 0.0316632-0.00147526j -0.0360053+0.00364277j 0.0419131-0.0121553j 0.0166184+0.0124942j 0.00276987+0.00609524j 0.00489997-0.00183829j -0.0376125-0.00174634j 0.0171887+0.00012942j -0.00438788-0.00527202j 0.0103471-0.00243519j 0.0131916-0.00193281j 0.00148663-0.00153213j -0.0127198+0.0014228j 0.00257855-0.000999416j -0.0136747-0.00787629j -0.0147315-0.00141242j -0.00787353+0.00308296j -0.000314631-0.00507039j 0.00253574-0.00486349j 0.00666936-0.000747541j -0.00532833-0.000302841j -0.00638821+0.00233796j 0.0114496-0.00395979j -0.0111046+0.00462761j -0.0151031-0.00364969j -0.00402776-0.00256757j -0.00289406+0.00355528j -0.00261371+0.000619878j -0.00310259+0.0028967j 2.34214e-05+0.000260995j 0.0118652-0.00169744j 0.0127308+0.00532331j 0.00213337+0.00151227j 0.00282197+0.00415941j 0.00341122+0.000461696j -0.000834014-0.00619387j -0.0119395+0.00921189j -0.00128169-0.0144924j 0.0104116+0.00808257j 0.00355821-0.00639257j -0.0145358+0.00399405j 0.00956099+0.00937716j 0.00587185-0.00431534j -0.00318665-0.00120537j 0.0099532-0.00250764j -0.00459774-0.00271093j -0.00536185+0.00130336j 0.00129404+0.00608349j 0.000827806+0.00550044j 0.00199288+0.0021893j 5.45014e-05-0.00211209j -0.00091915+0.00285742j 0.00239647-0.00438639j 0.00190408-0.00430475j -0.00192936+0.00133836j -0.00479211+0.00192444j 8.68478e-05-0.0037495j -0.000463633+0.00528734j 0.00282771-0.000874669j -0.00389554-0.00647107j 0.00119443+0.0019196j 0.0034816-0.00055792j 0.000508569+0.00317406j 0.024985-0.0149241j -0.0159393-0.0245772j 0.00164925-0.00467353j 0.0042452-0.00371563j 0.00721437+0.00525549j -0.00246538+0.00349897j -0.000962669+0.0010858j 0.000620075+0.00535154j 
