-0.000690316-0.133775j 0.213447-0.146937j 0.336299-0.0676773j 0.310649-0.223832j 0.112873+0.379745j 0.159742-0.150209j 0.317854-0.27974j 0.0354961-0.24627j 0.456869+0.239233j 0.168658-0.730758j -0.134479+0.338957j 0.143762+0.0992988j 0.183723-0.42602j 0.940887-0.749968j -0.538049+0.242928j 1.09344+0.0220041j 0.217176-0.17285j 0.310609+0.357985j -0.245669+0.00804082j 0.742728+0.695942j -0.878689-0.843483j -0.109269+0.328677j 0.179681-0.27483j -1.01197+0.433252j -0.258211+0.127978j 0.242442+0.53253j 0.653381+0.0770575j -0.184814-0.673492j -0.0659616+0.675965j -0.0424038+0.248528j -0.217044+0.227867j -0.205344+1.12661j 0.384921+0.0750663j 1.04162-0.651653j -0.517956-0.342723j -0.0296514+0.493145j 0.263351-0.730834j 0.0632975+0.366584j -0.271062+0.00186029j -0.467977-0.302488j -0.194159-0.268027j 0.336949+0.818603j -0.0923299+0.922002j 1.35333+0.169541j -0.351744-0.246731j 1.02705-0.960722j -0.591481-0.0255282j 0.358913-0.817219j 0.39577+0.367718j 0.318358+0.768064j -0.740792-0.626849j -0.0371084-0.783602j 0.328844+0.651178j 0.977971-0.0178155j -0.102737-1.24989j 0.825941+0.598063j -0.193861+0.368841j -0.981109+0.490907j 0.556585+0.159137j -0.318206-1.15825j -0.135351-0.507445j -0.30348-0.523621j -0.296527+0.603882j 0.00435447+0.836188j -0.284334+0.424286j 0.252161+0.125174j 0.00691091-0.255155j -1.15809+0.362271j -0.566707-1.88049j 1.68625-0.867934j 
-0.902715+0.927025j 0.268014+0.848335j -0.344777+1.56134j -2.37712+0.242322j 0.637023-0.27835j 0.90968+0.475831j -0.546916-1.42582j -0.516283+1.41825j 0.260664+0.0450877j -0.788802+0.137413j -1.27508-0.697207j -1.26177-1.10729j 0.365841-1.27043j 0.306335-0.293631j -1.45603-0.626478j 1.16023-2.30973j -0.844571+1.15021j 0.73881-0.956725j 0.0374862+0.770993j -0.506745-0.50803j 0.196634-0.502764j -0.857692+3.08136j 0.179998-1.19605j 0.935056-2.2746j -0.948286-1.44904j -1.09337+4.15502j -0.599675-0.872293j 0.435725-0.333396j -0.0600416-0.186294j 0.841469-2.29721j -0.167913+1.15551j 0.645185-2.46259j 1.1646+3.31607j -0.662958+1.47556j -1.32106-0.149433j -0.102393-1.96748j 0.511101+1.11727j 0.553257-2.66793j -0.547113+2.38684j 0.223651+1.05026j -0.0745431+1.46415j 0.136757+0.0528724j -0.28657-0.57594j 1.70674-0.858964j -0.450741+3.24414j 0.0396921-2.29711j -0.515268+1.75126j 0.100705-1.74363j -0.496151+2.27958j -0.538156+0.407756j 0.389479+0.55696j -0.201566+1.52316j 0.165526-1.9698j -0.803701+2.1238j 0.237372-1.4046j -0.152766-0.710322j 0.647627-0.30148j 0.139262-0.417344j 0.262672+1.62233j 0.337078-0.237919j 0.821897-1.28733j -0.308386-1.15034j 0.18937-0.667274j 0.195492-0.384395j 0.116181-1.02023j -0.331873+0.0261045j 0.507516-0.416611j 0.491463+0.168867j 0.43351-0.041863j 0.106657-0.0192017j 
1.29995+0.765262j 0.899807-0.683857j 2.24928+0.0387853j 1.10336+2.64078j -0.504803-0.660381j -0.473014-1.34377j -1.4152+1.11576j 1.30612-0.0473853j -0.690812-0.423228j -0.517146+0.748647j -0.0353955+1.3752j 0.596467+1.92202j -1.12419-0.0430284j -0.448965-0.350809j 0.249873+1.96278j -1.29412-0.443871j 0.0425721+0.381838j 0.357676-0.317977j -0.265231-0.324512j -0.410196+0.777494j -0.105145-0.203493j 1.30175-0.0966913j 0.313504+0.160431j -1.8403-0.145841j -0.0538755+1.48288j 1.62815-0.280524j -0.45487+1.13012j 0.17354-0.315066j -0.121925+0.115197j -1.15577-0.191489j 0.503975-0.0587013j -0.938597+0.195322j 1.25233-2.3536j 0.814765+0.187242j 0.473075+0.155668j -0.903399+0.615514j 0.101568-0.823991j -1.10387+0.271474j 0.896141-0.317104j 0.164847-0.573237j 0.00146695-0.499554j -0.0874148-0.294845j 0.164002+0.466238j -1.07613-1.60772j 0.652-0.67251j -0.994706+0.651939j 1.05422+0.0951986j -0.305825+0.531218j 0.54125-0.227936j 0.0836785+0.540139j 0.561785-0.657967j 0.367665-0.349708j -0.587577+0.32704j 1.18683+0.292765j -0.155432+0.170972j -0.416998+0.257949j -0.512479-0.690483j -0.0121989+0.0433373j 0.537467-0.828544j -0.222064-0.340058j -0.807761-0.490857j -0.584942+0.678351j -0.371845-0.0403303j -0.578498-0.0942317j -0.611366+0.123159j 0.124424+0.397325j -0.595514-0.443408j -0.26291-0.622741j -0.13664-0.490584j -0.057992-0.141176j 
-1.8824+1.73179j -2.06888-1.8728j 1.73302-0.725503j -0.546572-0.717296j -0.0420236+0.430576j -0.212057+0.919205j 0.557539+1.49057j 0.0744644-0.309662j 0.107578+0.0180887j 0.747652-0.26213j -0.0431772+0.972559j 0.951514+0.229814j -1.00481+0.63926j -0.837404-0.0917697j -0.709238+0.387727j 0.0505302-0.752633j -0.450725-0.786758j 0.119371-1.06962j -0.815621+0.190944j -1.11418+0.55731j 0.886209+0.103145j -0.0952185+0.130711j -0.434532-0.111399j -0.313995-0.718066j -0.267515+0.802024j 0.863712+0.969777j -0.00115123-0.714001j 0.386786+0.406437j -0.744434-0.497094j -0.291053-0.222977j -0.340309-0.0981513j -0.223656+0.118998j 0.862016-0.623402j -0.125014+0.136369j 0.493241+0.430739j 0.12583+0.239213j 0.209651+0.0109665j -0.390503+0.254362j -0.579858-0.355768j -0.193524+0.0717852j -0.517992-0.0612103j -0.0953916+0.293514j -0.139325+0.154914j 0.809149+0.339954j -0.440377+0.0668171j -0.147424-0.357295j -0.179579+0.575078j -0.0665869-0.218507j -0.0104746+0.347125j -0.260866+0.0782512j 0.125369+0.299913j 0.1115+0.412145j -0.189139+0.300924j -0.173159+0.0905299j -0.711685+0.00319481j 0.240535-0.101106j 0.504737+0.367268j 0.0101372+0.0473454j 0.25178+0.117472j 0.0628673+0.185288j 0.0847543+0.394649j 0.108261-0.160789j -0.0384622+0.0675221j 0.258562+0.182312j 0.129045-0.0350669j 0.0983416-0.0671225j 0.0942453+0.21175j 0.192853+0.271059j -0.00354073+0.233003j -0.129751+0.00548737j 
2.56994+2.04592j -1.9237+2.99434j -1.2536-1.95352j -0.839018+0.977097j 0.519516-0.00835716j 1.32255-0.165858j 1.77953-1.13183j -0.436056+0.10086j -0.170056-0.433122j -0.806029-1.17792j 1.07651-0.150094j -0.0377613-0.869088j 1.02452+1.11194j 0.174566+1.17009j 0.736026+0.750499j -0.750426+0.586776j -1.07925+0.545854j -0.986668+0.517255j 0.162371+0.601678j 1.04842+1.10393j -0.183844-0.924879j 0.0353156-0.232522j 0.113845+0.961383j -0.618886+0.777117j 1.01713+0.587995j 0.581931-1.98752j -0.741217+0.497051j 0.527432-0.400853j -0.475078+0.977176j 0.00940152+0.814079j -0.132308+0.110124j 0.463824+0.812044j -1.17741-1.317j -0.0509902-0.0531241j 0.812351-0.621739j 0.385705+0.117896j -0.184008-0.405478j 0.663461+0.867663j -0.696485+0.263716j 0.0575355-0.058131j -0.217009+0.231395j 0.275199+0.00243646j 0.242456+0.236491j 0.37105-0.876631j -0.222883-0.223396j -0.231811+0.497177j 0.591514-0.0349446j -0.0543187+0.496654j 0.187134-0.554932j 0.0996743+0.234914j 0.314414-0.215285j 0.315334-0.470642j 0.575935+0.564722j -0.058129-0.12288j 0.347218+1.2746j -0.135585-0.169127j 0.404661-0.737058j 0.08852+0.0638979j -0.070916-0.647148j 0.233939-0.0748055j 0.618135+0.0246403j -0.167427+0.0391968j 0.181044+0.131829j 0.160783-0.403817j 0.0168399-0.00598472j -0.113398-0.107219j 0.237596-0.166056j 0.284606-0.37718j 0.333886-0.018733j 0.0388729+0.178418j 
-0.0542594-0.0789007j 0.0586845-0.1457j 0.661208+0.233905j 0.205256-0.109035j 0.0392912+0.139618j -0.717494-0.373646j 0.462678+0.147549j -0.574939-0.438629j -0.914124-0.317193j -0.755658-0.859004j -0.0257935+0.170703j 2.00826+1.15928j 0.602588+0.430617j 0.644529+0.292507j 0.503384+0.0124918j 2.37527+1.86153j -1.82476-0.991796j 2.02286+1.60069j -2.14559-1.05051j 0.296631-0.00685378j 0.554912+0.153129j -3.02014-1.65653j 2.42243+1.32564j 1.60777+0.386059j 2.15497+1.12261j -4.21212-2.20345j 0.0725085-0.312101j 0.914646+0.721397j 0.258277-0.0565809j 1.98564+0.926048j -1.37589-0.639046j 2.25051+1.26163j -2.18143-2.21809j -1.54717-0.944085j 1.87461-1.16783j 1.43344+1.01369j -1.36496-0.616142j 1.80318+2.1213j -2.58714-2.04107j -1.55578-0.762671j -2.48515-1.85421j -0.399384-0.823656j 0.807185+0.0647781j 1.0871+0.618387j -5.2648-3.34794j 1.37651+1.01144j -1.43993-1.13003j 2.43697+1.52941j -2.94606-1.16577j -0.896489+0.243515j 0.900641-0.273113j -1.83322-0.0134875j 2.87859+1.34134j -0.978993-0.318615j 2.09065+1.72083j 0.101478+0.428649j 0.536529-1.08832j -0.258185+1.46466j -2.38047-0.925121j -0.776855-0.449844j 0.528694+1.19424j 0.0946257+1.37332j 0.530655-0.182955j 0.390445+0.54838j 1.73043+0.931575j -0.17228-0.816164j 0.198211+0.158757j 0.164824+0.467013j -2.8612+0.97168j -0.847299-2.91856j 
-0.0871835+0.0854454j -0.126963-0.176171j -0.250998-0.483748j -0.187416-0.258222j 0.122623-0.0456123j 0.472655+0.0767418j -0.107713-0.415142j 0.153957+0.180886j 0.663659+0.222985j 0.216344-0.17478j 0.0637462+0.209712j -0.698398-0.954088j -0.200181-0.253597j 0.0264382-0.839149j -0.578091+0.0303447j -0.298839-1.29138j 0.994993+0.452423j -0.561427-0.626941j 0.927013+1.10627j -0.086397-0.434404j -0.548361+0.0688196j 1.31388+1.19912j -1.05243-0.989519j -1.13055-0.731737j -0.937585-1.00329j 2.21399+1.21967j -0.873539+0.760885j -0.154742-0.412554j -0.313593-0.0865315j -1.37881-0.274727j 0.711273+0.485648j -1.43408-0.133341j 0.290356+0.511557j 0.353591+0.9463j -0.393422+0.110087j -0.663638-0.265814j 0.724199+0.538517j -0.381868-0.228523j 0.639687+0.829331j 0.560964+0.681961j 0.458696+1.13104j -0.641931+0.600546j -0.824513-0.111864j -0.238274-0.632887j 1.29727+2.86455j -0.733041-0.214898j 0.271832+0.644055j -0.782671-1.17482j 1.84756+1.02891j 0.909966+0.255968j -0.367087-0.670319j 1.92617+0.436245j -1.23055-1.34391j 1.47849-0.585839j -0.375347-0.601329j -0.230692+0.0636841j -1.20771-0.482522j 1.26463+0.363229j 0.637873+1.36863j -0.530694+1.08145j -0.0214209+0.33949j 0.793814+0.664265j -0.9223-0.190602j 0.542956-0.439141j 0.140394-1.28563j -1.11185+0.477925j 0.393421-0.467925j 0.614069-0.811665j 2.26673+3.46836j -3.30747+2.18137j 
-0.0376472+0.0927876j 0.356032-0.0759562j -0.200519+1.20082j 0.0348815+0.664897j -0.20828-0.212577j 0.690499-1.4714j -0.511975+0.89011j 0.650928-1.01434j 0.643294-2.02415j 1.44423-1.78706j -0.22179+0.120805j -1.74385+3.74044j -0.920983+1.21581j -0.222346+0.70764j -0.302415+1.05237j -2.89147+4.24521j 2.11957-3.34629j -2.7212+4.02775j 1.97186-3.54963j 0.778074+0.200394j -1.04506+0.992996j 3.4561-5.42912j -2.67284+4.42203j -1.15716+2.66099j -2.02497+3.70995j 5.22272-8.25734j -0.615031+0.278519j -1.38718+1.50706j 0.0189813+0.839913j -2.87379+4.50519j 1.49274-2.5236j -3.1716+5.11391j 2.70779-5.34393j 2.097-2.64425j 3.23872+2.7606j -1.7152+3.38076j 1.78621-1.80797j -3.02446+6.42981j 3.15009-4.98707j 1.0504-2.09307j 1.96957-3.71765j -0.11299-0.213246j -1.72339+1.45509j 0.0685114+2.32841j 4.61735-7.82237j -2.72146+4.41648j 0.128262-2.45774j -3.57595+3.96712j 3.16598-4.76764j 0.79072-0.981073j -0.0991995-0.74616j 3.27337-3.31401j -2.82237+3.85942j 2.68243-3.35686j -1.77362+4.03995j -0.367754+2.51713j -0.0564835-0.0204355j -0.18684+1.86243j 2.31931-3.77272j -0.840828+1.91411j -1.71004+2.77903j -0.728056+1.78683j -0.299357+1.4384j -0.440718-0.167566j -1.14947+2.01405j 0.954457+0.418123j -1.90028-0.364651j 1.29335-2.8936j 0.432663-0.850804j 0.3664-1.12159j 
-0.0849054-0.0465844j 0.116079-0.161136j 0.113533-0.082686j 0.0942026-0.15603j 0.0588387+0.0703188j 0.262236-0.0473633j 0.143132-0.103056j 0.088749-0.124171j 0.303583+0.096394j 0.504181-0.395587j -0.162824+0.155552j -0.0867873+0.0892318j -0.108005+0.037444j 0.491764-0.163029j -0.296879-0.0879552j 0.126557+0.347816j 0.490398-0.0438676j -0.392063+0.376094j 0.0504044+0.108763j 0.322717-0.0769718j -0.414935-0.1521j 0.395714+0.0194915j -0.325055+0.0143312j -0.180624-0.313811j -0.167646-0.0239626j 1.03314+0.00857092j -0.661108-0.191068j -0.118927+0.117824j -0.06097-0.0915428j -0.819336-0.0230039j 0.21957+0.0638676j -1.02817+0.241373j 0.610998-0.74208j -0.0364113-0.165561j 0.334968+0.50779j -0.502975+0.227906j 0.183515+0.024733j -0.847723+0.788949j 0.448682-0.491316j -0.0233532-0.0418566j 0.0210062-0.357146j -0.346897-0.310919j -0.31907-0.182496j 0.234475+0.16479j -0.191787-0.314335j -0.554211+0.0859036j -0.0127366-0.23081j -0.169955+0.00994629j 0.60309+0.393096j 0.129527+0.419774j 0.394736-0.327425j 0.639941+0.592183j -0.175613-0.126813j 1.33899+0.195634j -0.343308+0.459137j -0.363851+0.174046j 0.0967225-0.915556j -0.289846+1.06038j -0.197133-0.056741j -0.886681-0.121772j -0.636676+0.512678j -0.647272+1.0473j -0.244095-0.417823j 0.315563+0.176163j 0.499673+0.243024j -0.519081-0.675101j 0.370862+0.14244j 1.02348-0.00816263j -1.85976+2.306j -2.0334-1.83396j 
-0.139155-0.0254617j -0.0541838+0.204337j -0.977254+0.99669j -0.899569+0.228427j 0.275743-0.253273j 0.476744-1.43402j -1.03596+0.0269597j 0.445784-0.781429j 1.08695-1.85254j 0.384381-1.43224j 0.263632+0.21956j -2.25165+2.74555j -0.89097+0.434895j -0.93697+0.110323j -0.390857+1.34086j -2.62831+2.16366j 1.52301-2.49444j -1.98688+2.75668j 2.11201-2.24537j -0.068852+0.888896j -0.45559+0.370517j 3.04072-3.34538j -2.66986+2.83763j -1.49717+1.88903j -1.951+2.70873j 4.78403-5.05833j 0.5819+0.40416j -0.740727+0.870838j -0.912158+0.421038j -2.78258+2.60823j 1.4558-1.6992j -2.80658+3.52926j 3.18569-3.71511j 1.6657-1.04106j 2.44755+2.99043j -1.99384+2.53153j 0.689408-0.928304j -4.44452+3.59796j 2.73993-3.52225j 0.886387-2.25247j 1.70136-3.42973j 0.105161-0.571233j -0.741875+0.227203j -2.07198+2.11358j 4.47099-5.61593j -3.18924+1.95965j 1.44449-2.97501j -2.47754+1.58213j 2.34637-3.31971j 0.26935-0.838288j 1.00746+0.128499j 2.1868-0.528746j -2.35877+2.4109j 1.95519-1.68481j -2.54447+3.16192j -2.26161+1.35646j -0.0798467-0.11695j -1.51334+1.40145j 2.60151-2.13112j -1.92926-0.176479j -2.22427+1.07277j -1.34902+1.59473j -0.870676+1.04381j -0.205891-0.855537j -1.40185+1.01875j -0.409068+1.2398j -0.0661405-2.73923j 3.69912+0.0922362j 1.46964+0.43413j 1.73336-0.00862066j 
0.0643974-0.0433794j -0.748461+0.229257j 5.48497-0.992495j -0.113481-0.164946j -0.148753-0.112744j -10.0691+2.73157j 1.90646-0.331317j -7.28557+1.99969j -11.2129+3.20229j -14.8855+4.06931j 2.29762-0.675095j 21.7999-6.13558j 7.92376-1.48466j 0.589352-0.175634j 7.02231-2.02188j 25.751-6.51905j -23.6308+5.57558j 27.5918-7.5822j -21.5638+4.55008j -1.23283-0.553816j 8.6626-1.58079j -35.1322+7.86824j 27.8085-6.72836j 14.538-2.81543j 23.5653-5.47862j -53.8981+12.4859j 7.68436-1.68382j 11.9971-3.1962j 1.65028+0.148863j 28.8314-5.83176j -16.7015+3.73181j 35.0543-8.08785j -33.1447+6.28117j -15.8665+4.26327j 0.110145-24.7311j 21.7733-4.01798j -16.001+3.54562j 32.8511-7.79478j -35.0275+7.74564j -17.2575+3.40795j -28.7567+5.8528j -1.68633+0.244789j 10.9759-2.22895j 8.50915-2.34025j -54.6137+10.687j 23.3845-5.45239j -15.8355+2.72503j 28.314-5.89203j -36.095+6.5104j -8.7961+1.97307j 1.2737-0.989757j -20.654+4.85397j 28.7099-6.06055j -25.0261+4.9847j 27.1671-4.69898j 7.73188-0.614608j -0.94332-0.305744j 6.65001-1.86194j -21.8762+4.89045j 1.46144+1.40049j 17.2453-0.97491j 12.1167-1.35778j 7.88537-1.07518j -2.32354-0.517106j 9.45196-0.961603j 0.656269-1.01309j -1.65876-0.0248957j -5.81318-0.208538j 1.00928-1.08281j -0.166782+0.379716j 
0.00218443-0.104147j -0.718388+0.0797241j 1.92912-0.599941j -0.391171-0.686157j 0.270282+0.073909j -4.53055+0.634467j 0.859864-0.780015j -3.42467+0.541342j -4.65894+1.09263j -7.08325+0.87817j 1.17205+0.0140143j 9.62291-2.27072j 3.76273-0.561665j 0.0637586-0.542578j 2.97884-0.524963j 12.0967-2.51983j -10.9512+1.47973j 12.8032-2.40538j -9.69718+1.68795j -1.24466-0.240428j 4.3868-0.355394j -16.1414+2.65708j 12.6768-2.42903j 6.50769-1.07531j 10.5206-1.79861j -24.7832+4.28347j 3.97956+0.118719j 5.68146-0.86616j 0.44293-0.44427j 13.2288-2.09152j -7.5143+1.1704j 15.9821-2.52885j -14.8023+2.26705j -7.66491+1.66136j 0.516418-10.6734j 9.76548-1.27691j -7.80775+0.798198j 14.8456-3.69821j -15.8917+2.31186j -7.50255+0.591824j -12.685+1.31086j -0.458621-0.109134j 5.65483-0.696424j 2.78112-1.61622j -24.5684+3.31168j 10.896-2.51561j -6.11265+0.855832j 13.7116-1.97555j -16.5902+1.61744j -4.10654+0.280591j 0.624719+0.344596j -10.6129+1.85898j 13.2285-1.95941j -11.821+1.59597j 11.8988-1.68247j 2.84734-1.04517j -0.443091-0.233384j 2.60953-1.29188j -9.77256+2.0007j 1.01281-0.693941j 7.90215-0.850246j 4.97926-0.550748j 3.40974-0.466982j -0.480475-0.730592j 4.24381-0.567631j -0.765371-0.540008j 1.48589-0.594019j -2.45357+2.28982j 0.602819+0.705157j 0.211131+1.3286j 
-0.0572812-0.171008j 1.19923-1.08122j -4.91512+0.160616j -0.166761-0.0739659j -0.316736+0.75499j 10.8153-2.56743j -2.01228+0.735821j 7.94887-1.42855j 11.9282-2.70848j 16.1454-4.08037j -2.54493+1.18042j -23.7248+4.03387j -7.62393+0.381039j -0.96942+0.508699j -7.58405+1.88602j -27.551+5.07732j 24.3064-4.691j -29.7529+5.62897j 21.5046-3.29969j 0.070823+0.516517j -8.00038+1.38204j 35.5114-5.70211j -28.8675+4.52688j -14.6721+3.40695j -23.9852+3.80335j 55.0606-7.85602j -7.60839+1.58366j -12.3463+1.17212j -1.3454+0.25562j -28.4403+3.71187j 16.7809-2.08238j -35.8562+5.2279j 32.4061-5.52723j 16.9372-1.914j -1.37169+25.5566j -21.4152+3.19874j 15.9434-1.51682j -35.0114+5.72393j 35.3296-4.99075j 16.2041-1.52792j 28.1354-4.05817j 1.17109-0.116907j -11.3507+2.06462j -9.50329+1.09184j 52.9974-6.23241j -24.4743+3.55621j 14.8504-2.37692j -27.9882+2.83042j 34.2267-3.52784j 8.71273-1.0401j -1.65112+0.157736j 22.1726-3.63502j -28.6813+3.28339j 24.384-2.02415j -25.3104+2.16138j -6.70992+0.283777j 0.0710122+0.520766j -7.95653+2.88499j 22.6746-2.88323j -0.41912+1.2722j -13.1393-0.18888j -10.3452+0.187913j -7.09999+0.625298j 0.230639+0.0375507j -8.7434+2.60615j -1.30754-0.90975j -0.124555+2.43597j 4.24275+0.624828j -2.0755+0.586172j 1.4294+0.0968635j 
0.144742+0.171391j 0.210004+0.0260573j -2.56161+0.0013971j -0.2568-0.0936868j 0.104811-0.10526j 3.97719-1.11315j -1.04553-0.245644j 2.88846-0.376909j 4.71512-1.34611j 6.08198-1.11898j -0.887503+0.246657j -9.12568+1.36218j -3.22096+0.469585j -0.736436+0.181789j -3.38287+0.844756j -10.5434+1.69713j 9.64506-2.07163j -11.7419+2.16962j 8.1092-2.08123j 0.706092-0.0640071j -3.70598-0.0113235j 14.2045-2.71979j -11.5451+2.22333j -5.71677+1.41725j -9.73947+2.41659j 20.8155-3.05024j -2.49205-0.362054j -5.48637+1.20389j 0.123272-0.266101j -11.2296+2.07026j 6.27376-0.258638j -13.9018+1.99209j 13.4142-2.08446j 6.1357-1.95285j -1.79048+10.7588j -9.10839+0.634467j 6.34816-0.851889j -13.3273+1.38688j 14.6542-2.27868j 6.1939-0.397059j 11.5647-0.921013j 0.877799-1.35892j -4.54592+0.367308j -2.85267+0.319424j 21.6913-3.03477j -9.42492+1.89438j 6.86408-0.549035j -12.1928+2.63099j 14.1548-1.1598j 3.834+0.150094j -0.470792+0.097891j 7.70815-1.424j -10.9772+0.844625j 10.4401-1.52956j -10.4354+0.839225j -1.89946+0.421921j -1.14965-0.55492j -3.70544+1.67582j 9.44682-1.15356j -0.192738+0.495852j -5.18901-0.35247j -4.97217-0.238572j -2.49334+0.563803j 2.08105+0.27885j -3.89841+0.915533j 0.201715-1.64876j -1.0719+0.275479j 3.0112-1.03319j 0.309896+0.413086j -0.297788-0.142937j 
-0.190148+0.040164j -2.71005+1.09968j 10.6115-1.06214j -0.851932-0.497644j 1.1302-0.693233j -21.4642+3.48321j 3.35198-1.02193j -16.2484+2.24757j -22.8028+3.41074j -32.8393+5.56505j 5.23225-1.42018j 46.1417-6.90874j 17.9507-0.581238j 1.11974-0.577359j 14.4582-2.47671j 55.5352-7.53202j -52.3621+5.77974j 60.0967-8.22457j -46.9254+5.97453j -1.73457-0.216585j 20.0709-1.3973j -76.1043+8.98825j 60.8843-8.18263j 33.4306-3.55912j 50.5567-5.72768j -116.392+14.5431j 17.0481-2.21997j 25.3017-3.40605j 3.26027-0.165698j 60.7454-6.85764j -35.9455+2.7462j 75.8066-9.72943j -73.1223+7.72834j -33.9866+4.13541j 6.88571-53.344j 47.6817-4.29192j -35.1249+3.22497j 74.3538-7.46955j -77.2128+7.78485j -35.6247+3.7884j -62.6271+5.56041j -3.05443+0.915438j 25.9605-2.37166j 17.7576-1.88341j -120.136+11.3309j 53.1597-3.92717j -35.1167+2.76863j 62.5933-5.2953j -79.7737+6.94097j -19.4548+1.17996j 1.67294+0.496187j -48.0786+3.82008j 63.4114-5.07216j -54.246+5.22772j 60.9895-4.76779j 16.8645-0.548365j -1.29598-1.08933j 16.0445-2.4355j -51.0187+2.49184j 8.43889+0.196661j 36.4817-1.47133j 27.4439-2.18771j 16.6125-1.53087j -5.16157-1.29345j 25.756-2.69933j 0.303111+0.169616j 0.635569-0.793578j -10.5105+0.995874j 3.0861-0.631142j -0.337796+0.618045j 
-0.24204+0.228225j -0.0543259-0.488619j -1.10396-0.844183j 0.131812-0.501442j 0.267104+0.368452j 3.18828-0.803863j 0.0911331-0.247751j 1.83475-0.374437j 3.72127-0.538622j 3.76387-0.979426j -0.577671+0.353903j -5.82284+0.560006j -2.16055-0.139998j -0.536905-0.664693j -2.24804-0.103533j -6.87791+0.859563j 6.86935-0.825008j -7.71292+0.496868j 6.54669-1.23034j 0.515149+0.36712j -1.63239-0.222762j 10.0951-0.983564j -8.07416+0.47621j -4.4562+0.932869j -7.57536+0.446696j 13.8744-2.34397j -0.908412+0.889672j -4.04122-0.631096j 0.170309+0.942472j -8.09808+1.0778j 3.36197-0.671472j -9.01806+1.08453j 8.74828-0.504471j 5.5387-0.850543j -1.9052+5.38139j -4.98847-0.25367j 4.09893-0.360627j -7.83865+0.948591j 9.53547+0.0807521j 3.50162-0.706756j 6.51407-0.276754j 2.102+0.0310084j -2.5148+0.329251j -2.20448+0.846177j 14.3113-0.544828j -6.81275+0.670013j 3.7023+0.703871j -8.8917-0.616509j 8.39002-0.24713j 1.62015+0.0288518j -0.0590445+0.386869j 5.442-1.55204j -6.16175+0.724271j 6.6807+0.475254j -6.44664+0.406035j -2.05964+1.26626j 0.787593-1.88592j -3.35499-0.578228j 5.544+0.518287j -0.63385+0.518279j -2.83727+0.783396j -2.17409-0.983081j -2.15116+0.806937j 0.325861+2.37868j -2.98653+0.0662716j 2.19898-0.0188931j 0.198482-1.26247j 2.75005+1.66504j -0.662433+1.4138j 0.358654-0.63157j 
-0.0759968+0.117244j -0.0340036+0.286861j -1.18252+0.339076j -0.058828+0.429762j 0.270393-0.180211j 1.38277-0.32835j -0.344762+0.255629j 1.08724-0.293057j 1.46436-0.943887j 2.22612-0.44294j -0.267823-0.0459606j -3.38761+1.68639j -1.33107+0.0811704j 0.149834+0.499536j -0.949481+0.409353j -3.93971+1.29556j 3.3939-0.309777j -4.09158+1.6405j 3.4771-0.0154684j 0.464041+0.451789j -1.40202-0.395451j 5.60103-0.664413j -4.5412+0.891715j -1.88533-0.292969j -3.57787+0.721665j 9.46244-1.46472j -1.43971-0.153545j -2.23043+0.778505j -0.26449-0.24422j -4.92049+0.641268j 2.74919-0.371668j -6.01203+1.1463j 5.08521+0.329211j 2.85261-1.23018j 0.115611+3.41355j -3.36718+0.244294j 2.80851-0.233309j -4.80315+1.24882j 5.56781-0.490786j 3.07853+0.147417j 4.66806-0.240703j 0.0667234-0.0887015j -1.71191-0.159517j -1.10913+0.93172j 9.08183+0.196341j -3.24135+0.482689j 2.20173+0.3008j -4.64452+0.140102j 6.37175+0.526177j 1.65207-0.21918j -0.271798+0.313353j 2.57861-0.529418j -4.61956+0.300142j 4.48824-0.218849j -5.01121-0.779074j -1.08218-0.476861j 0.201946+0.710028j 0.280681+0.45525j 2.92021-0.419954j 0.0612956-2.20912j -3.7758-2.21283j -2.47563-0.858964j -1.06445-0.722769j 0.224945+0.970341j -0.9649-1.68461j -0.745144+1.02904j 1.34056-0.138035j 1.39691+0.0290618j 0.0501102+0.14504j -0.135692-0.81043j 
