0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
-0.000333723+0.00212078j 0.000137956+0.00081718j 0.00181136+0.00220909j -0.000890125-0.0018506j -0.0024812-0.0012676j 0.00202803+0.000296674j 0.00161305+0.000751439j 0.00411825-0.0031167j 0.000928935-0.00107134j 0.00282292+0.000175745j 0.000945193-0.000337711j -0.00077554+0.00352086j 0.00366983+0.00144931j 0.00100552-0.0013444j -0.00135393-0.00067342j 0.00169086+0.000691318j 0.00363909-0.000113155j 0.000610181-0.00308471j 0.000535572+0.00399268j 0.00284609-0.00407207j 0.00419671-0.00107179j -0.00180996+0.00125905j 0.00103426+0.00161777j -0.00378555+0.00134494j 0.00247191+0.000585454j -0.000283052-0.00261731j 0.00304887-0.00326584j -0.00332129-0.00589856j -0.00309603-0.00164879j -0.00706422-0.00051888j 0.00240027-0.00120859j -0.00114646+0.00049838j -0.000827479+0.00151831j -0.000467299+0.00313299j 0.00209591-0.000523204j -0.000854637-0.00591706j 0.00375676-0.00267898j -0.00731873-0.00247949j 0.0020432-0.00150538j 0.000270216+0.00312208j 0.00460369-0.000504659j -0.00335388+0.00320145j -0.00287687-0.00377468j -0.00397836-0.00348408j -0.000919468+0.00437429j 0.000648481-0.00411829j -0.000724104-0.00136586j 0.000714918-0.00181763j -0.0015455-0.00491942j -0.00181712-0.0030053j -0.00487005+0.00127555j -0.00365985-0.0013716j 0.00389455+0.00133279j 0.00398694-0.000768669j 0.00364903-0.000276929j -0.0031408-0.00200502j 0.000591065+0.00169044j -0.00403101-0.00573954j -0.00508789+0.00763363j 0.0019971-0.00460306j -0.000692691-0.00120154j 6.7675e-05-0.000321166j 0.000204343+0.00515916j 0.00260006+0.00169593j 0.00125137+0.000253135j 0.000385583-0.00162899j -0.00161373-0.00410837j -0.000657023-8.52712e-05j 0.00669542+0.0031796j 
-0.00110347+0.00131075j 0.000895149+0.00134395j 0.00164243+0.000170422j 0.00061278+0.000505706j -0.00250866-0.000730749j 0.00166518-0.00108758j -0.00110641-0.000220923j 0.000818182+0.00222601j -0.00125785+0.000841299j 0.00141052-0.00172288j 0.00237134-0.00112468j 6.10902e-05+0.0025347j 0.00283012-0.000531697j -0.0019032-0.00135533j -0.00200222-0.000136527j 0.00526006+0.00225623j -0.00403225+0.0048517j 0.00203509-0.00475918j -0.00116442-0.0035748j 0.000723649+0.00176874j -0.000949261+0.00178259j -0.00420481-0.00404437j -0.00203564+0.00125142j -0.000331317-0.00215831j -0.0036621+0.000626619j -0.00632591+0.00265247j 0.00157032+0.00305829j 0.00380167+0.00649j 0.00218767-0.00334171j -0.00275923+0.00169608j -0.00293393+0.00050264j -0.00462961-0.000259262j 0.00278109+0.00160364j -0.0043447-0.000567896j 0.00126267-0.00358904j -0.00243131-0.00799429j 0.00540191-0.000186262j -0.000826203-0.00494937j 0.00103598-0.00136491j -0.00167319+0.00174444j 0.0032718+0.00050281j -0.00561622+0.00131408j -0.00163421-0.000418003j -0.000501225+0.00124978j 0.000210025+5.48318e-05j 0.000132556-0.000974473j -0.00148891+0.000224663j -0.000466944+0.000513096j -0.00217045+0.000187085j -0.00280285-0.00238354j -0.00304159-0.000344607j -0.00170711-0.00115558j -0.00186724+0.00218043j -0.000426221+0.000180071j 0.00116061-0.00267068j 0.00169345-0.000904172j -0.000280757-0.000459106j 0.00270388-0.000397823j -0.00186228+0.000982122j 0.00544671-0.00236197j 0.000442912+0.00374922j 0.00073864+0.000939587j -0.00118862+0.00117869j -0.00293136-0.00039322j -0.00261063-0.000831095j -0.00353427+0.00124588j -0.00281137+0.00415714j 0.00207765-7.27702e-05j -0.00775182+0.000797086j 
-0.00224606+0.000463622j -0.000220917-0.00280531j 0.00250575+0.00112109j -0.00221839+0.000242369j 0.00261727+0.00565216j -0.0011932+0.00186773j -0.00378316-0.00124542j -0.000153069-0.00298167j -0.00151871+0.00134152j 0.000526994-0.000614785j 0.00173137-0.00110953j -0.00269852+0.000402547j 0.00111852+0.00154216j -0.00546074+0.000193337j -0.00405241-0.00423832j 0.00257312-0.00323111j -0.00445893+0.00123408j 0.00291393-0.00110857j -0.0019878-0.00256014j 0.00351819+0.00395142j -0.00793953-0.0022123j 0.00334599-0.000267714j -0.000315715+0.00385405j 0.00306163-0.00212484j 0.00177829+0.00136323j 0.000798452+0.00661967j -0.00316086+0.00763745j 0.000311026+0.00635213j 0.00290024+0.00209176j -0.00289571-0.000163774j -0.000869677-0.00221534j 0.00471997+0.000712321j 0.00311425-0.0028286j -0.00317577+0.000744016j -0.00303651+0.00251243j 0.00232244-0.00402189j 0.00177359-0.00421122j 0.000299675-0.00118676j -0.000176207+0.0037717j -0.00229148+0.000663804j -6.54723e-05+0.00177183j 0.00170072+0.00187399j -0.00586968+0.00592953j 0.00283159-0.00756679j -0.001895+0.0070365j 0.00290035+0.00128026j -0.00077295-0.000905031j -0.000689729-0.00148883j -0.00263026-0.00658284j -0.00181424+0.00488728j -0.00202554-0.000968845j 0.00578699-0.00195034j 0.00242946+0.00180963j -0.000786276-0.00301015j 0.00453988+0.000877226j 0.00102769+0.00307868j -0.0018459+0.00145766j 0.00144824-0.0025678j -0.00226899+0.000493292j 0.00186268-0.00172767j 0.00140605+0.0018409j -0.000307605+0.00594679j 0.00251217+0.00341093j -0.000634023-0.00025116j -0.000399064-0.00424603j 0.0022347-0.000754589j -0.00108816-0.00127109j -0.000462736-1.35339e-05j 0.00263116+0.000239073j 
-0.000369095-0.000902303j -0.000446739-0.000390662j 0.000823162-3.73983e-05j 0.000279067-0.000991712j -0.00106858-0.00313575j 0.00046561-0.00126443j 0.0002078+0.00367746j -0.000451677+0.00239124j 0.00236384-0.00312258j -0.00209478-0.00284845j -0.000890868+0.000414811j -0.00321634-7.68691e-05j -0.00489378-0.000882876j 6.69105e-05+0.00172489j 0.00338672+0.00347655j -0.00130353-0.000198816j -0.00311345-0.0015113j -0.00499028+0.000922516j -0.00113419-0.000727869j -0.000343155-0.00247517j -0.00104844-0.00407682j -0.00106627-0.00141091j 0.00420913+0.00165559j -0.00190935+0.000925279j 0.00455555+0.00319467j -0.00220167-0.000456876j 0.00101399+0.00213984j 0.000333001-0.00132125j 0.00315027-0.00274248j 0.00429265+0.00188476j 0.0050341+0.000658271j 0.00254966+0.00796127j -0.00446689-0.0013075j 0.00222987-0.000883133j 0.00174665-0.0010007j -0.00220925-0.00183023j -0.000375077-1.03764e-05j -0.00109096-0.00101913j -0.00328844+0.000498538j -0.00482369+0.000366392j 0.00447808-0.00100707j 0.00457297+0.000398844j -0.00049829+0.00415417j 0.000320007-0.00153469j -0.00825194-1.30236e-05j 0.0026401+0.00235864j -0.000526367-0.0014128j -0.00159777-0.00183831j 0.00137581+0.00163147j 0.00291409+0.00497614j -0.00449812-0.00444146j -0.00774751-0.00297112j 0.00741925+0.00209605j 0.00315866-0.00444176j -0.00366926+0.00285882j -0.00742124+0.00364914j 0.00297552+0.00224918j -0.000790506-0.00247389j -0.00140181-0.00197729j 0.00254724-0.00148598j 0.000244987-0.00252611j -0.00238454-0.00207712j -0.00293458-0.00655278j -0.00133854+0.00477164j 0.0031686+0.0021261j 0.00175313-0.00428568j -0.000962264+0.000383634j 0.00181873-0.000341801j -0.000703838-0.000841535j 
-0.000629869-0.00160501j -4.0177e-05-0.00173206j -0.00201787+0.00245032j 0.0010227+0.000209521j 0.00142291+0.00710864j 0.00224321+0.000510458j 0.00188183+0.00405948j -0.000823271-0.00217075j 0.00377699-0.00201751j -0.002053-0.00507091j 0.00024017+0.00152469j -0.00118503-0.00313689j 0.000355005+0.00395579j -0.00379382-0.00100447j -0.00202859+0.00162482j -0.00129529-0.0016085j -0.00340088+0.000335101j -0.00127593+0.00492217j -0.000307514-0.00209878j 0.00410928+0.00390151j -0.00160248+0.00315251j -0.00493993-0.00026376j 0.00434943+0.00146021j -0.00488467-0.00155345j 0.00595049+0.00452857j -0.000405662+0.00145943j -0.000864963+0.00515868j 0.00300243+0.00182181j 0.00658583-0.00547668j 0.00159474+0.00256065j 0.00155821-0.00152579j 0.00265134+0.00151833j -0.00296265-2.86715e-05j -0.000803503-0.00144929j 3.55095e-05+0.000368766j 0.00262658+0.00272286j 0.0011751+0.00162406j -0.00651912-0.00054021j 0.0049455-0.000261036j -0.00495355-0.00139639j 0.00529431+0.00153314j -0.00159723-0.000381398j -0.0031571+0.00333119j -0.00233212+0.000487784j -0.00323494+0.00474868j 0.00113284+0.000652966j -0.000724962+0.00167106j -0.00045555+0.000817499j -0.00248265-0.00368335j -0.00225679+0.000782446j -0.00646597+0.000499745j -0.00532927-0.00173018j 0.00111102-0.00146834j 0.00345947+0.0042344j 0.00122708+0.00201869j -0.00503761-0.000957106j 0.00291702-0.00119808j 8.23925e-05+0.00134801j 0.000870934-0.00159174j -0.00168183+0.000163431j -0.00157674-0.000445862j 0.00122132+0.000580609j -0.0017952-1.76726e-05j 0.00219265-0.000585204j 0.00153173-0.0006552j -0.00161763+0.000982237j 0.000773346-0.000101421j -0.000393251+0.000322241j -0.000480727-0.000473482j 
-0.000475339-0.000236255j 0.000760844+3.32799e-05j -9.5359e-05+0.000313052j 0.00288374+0.00084143j 0.00194348-0.000166804j 0.00216487+5.15358e-05j 0.000129654+0.00244322j -0.0012629+0.00101928j -0.0010656-0.00203572j 0.000549474-0.000258717j -0.000124421+0.000999207j -0.000221996-0.000865918j -0.000226858+0.00181519j -0.00132242+0.000908864j -0.000981534+0.00321592j -0.00129604-0.000187956j -0.00148835+0.000587865j -0.00139859+0.00249033j 0.000791625-0.000848062j 0.00200817+0.00139645j 0.000644604+0.000994965j -0.00307412+5.41201e-05j 0.00163901-0.00107306j -0.00381751+0.000791481j 0.00154916+0.00187627j 0.000216444+0.00100553j -0.000402005+0.000901482j 0.00138457-0.000945158j 0.00260399-0.000186112j 0.00128842-0.000409008j 0.00200701-2.42486e-06j -0.00138334-0.0003802j -0.000284012+0.000355083j 0.000802405-0.00150963j -0.000193539-0.00106455j -0.000776679+0.000887874j 0.00154909+0.000822611j -0.00330218+0.000731985j 0.000420172-0.00100274j -0.00209962+0.000651475j 0.00397921+0.000228835j -0.00175102-0.000524917j -0.00174916-0.000228259j -0.000618539+0.00112288j -0.00206614+0.000271117j 0.000113322+0.000971549j 0.000562127+0.000807569j 0.00088164+0.000381325j 0.00060959-0.00159912j -0.000319563-0.0015785j -0.00315675-0.00196929j -0.00481692-0.000227708j 0.00187644+0.00306999j 0.00445235-0.00134553j 0.00108076-0.00150369j -0.00462327+0.000234075j 0.00130339+0.00198748j -0.0017435-0.000254991j -0.00224647+0.00139139j -0.0008696+0.00146485j -0.00178339+0.00169258j -5.4105e-05-0.000746487j -0.0013495-0.00312363j 0.00191725-0.000367046j 0.0015908+0.00107666j -0.000503829-0.00144689j 2.13222e-05+0.000553497j 0.00041862-0.000485049j 0.00132461-0.000404765j 
-1.97014e-05+0.000852455j -7.77572e-05-0.00122703j -0.00132016-0.00131633j -0.0014956-0.000258585j 0.00133188+0.00327071j -0.00311659+0.00111881j -0.00143289-0.00170045j 0.000242673-0.00270258j -0.00324553+0.00297597j 0.00287711+0.000795563j -0.000237377+0.000411988j 0.0020984+0.000611078j -0.00184537-7.47177e-05j -0.00123724-0.00146929j -0.00135067-0.00120556j 0.000805803-0.00163127j -0.00120523+0.000304251j 0.00170672-0.00509511j -0.00123803+6.52245e-05j 0.000546573+0.0013014j -0.00362298+0.0013294j 0.00467679+0.00213384j -0.00160882-0.00205018j 0.00480444+0.00078089j -0.00105497-0.00128334j 0.00131534+0.00124477j 0.000193775+0.00249941j -0.000333088+0.00601011j -0.000333783+0.00531319j -0.000769637-0.000389901j -0.00220011+0.00322698j -0.000598871+0.000439524j 0.000788658-0.00323932j -0.00326285+1.76372e-05j -0.00129723+0.00126358j 0.00029415+0.000778889j -0.000200285-0.000968418j 0.00398765-0.00171885j 0.000644459+0.00267669j 0.000791582+0.000906703j -0.00306988-4.6659e-05j 0.000778454+0.00130235j -0.000849652+0.00420254j 0.00251516-0.00298287j 0.00303338+0.00300985j 0.00139373+0.000626774j 0.000899832-0.00159603j 0.000294282-0.0016447j 0.000317579-0.00177933j 0.00125951+0.00366592j 0.0026923-0.00239209j 0.0068392-0.00505434j -0.000644435+0.00123324j -0.00235175+0.00229083j -0.000318014+0.000678739j 0.00195748+0.00268872j -0.000759515+0.00306061j 0.000998469+0.000842077j 0.000982098-0.000406792j -0.000396746-0.00062358j 1.99894e-05+0.000354216j 0.00169679-0.00358318j -0.000349947-0.000542013j -0.000897723-0.00366199j -0.000118815+0.00270925j -0.00139876+0.000911528j 0.00139389+2.18094e-05j -0.000574401-0.00179654j -0.00168262-7.83398e-05j 
-0.000219411+0.000425305j -0.000138539-0.000696612j -0.000764498+0.00361507j 0.000204706-0.00185118j 0.000137833+0.00642517j -0.000865377+0.00140403j -0.00102076+0.00289348j 0.00139768-0.00461679j -0.0023514-0.00307279j 0.00146835-0.00528077j 0.000720643+0.000904894j 0.000431363-0.00395161j 0.00373178+0.00204252j -0.000840745-0.00375573j 0.000324894+0.00328998j -0.00294594+0.000869949j 0.00196994+0.000570567j -0.000713575+0.00172224j 0.00260138-0.00169214j 0.00417977+0.000643217j 0.00526094+0.00157355j -0.00573436+0.00234425j 0.000167927-0.00228236j -0.00466734+0.000436289j 0.00193578+0.00248898j -0.00205987-0.00198867j 0.00218244-0.00125989j 0.00376154+0.00276709j 0.00237733-0.000309362j -0.00053887-0.000590478j 0.00165358-0.00099463j -0.00564864+0.000969115j -0.00227242+0.00291578j 0.00187613+0.0035488j 0.000975972-0.00301306j -0.000277447+0.0017282j 0.0033961+0.00269701j -0.00853781+0.00177625j 0.00341465-0.00611396j -0.00159072-0.0011088j 0.00719828-0.00172918j -0.00639627+0.00445113j -0.000926176-0.00802045j -0.00330272+0.00477801j -0.0018784+0.00483785j 0.000343098-0.0026772j -0.000470942+0.00521109j 0.00075446+0.00312458j -0.00357906-0.00372129j -0.00590233-0.00607523j -0.0059469+0.000539342j -0.00806692-0.00036994j -0.000283296+0.00303594j 0.00427027+0.00363183j -0.000583756-0.00480609j -0.00621753-0.00297776j 0.00211195-0.000822625j -0.00188487+0.000628355j 0.00130971+0.000802101j 0.000285215+0.00171701j 0.000724058-0.0013545j 0.000548387-0.00158184j -0.0014804+0.00016947j 0.000896114-0.000210345j 0.000105287+0.000924038j 0.000465272+0.000660538j 0.00195807+1.24317e-05j -0.000418812-0.000595771j -0.000171862+0.000218566j 
-0.00192312-0.000498453j -0.000588711-0.0003737j -0.000449552-0.00132733j -0.00220035+0.00255903j 0.00390184+0.00101087j 0.000276657+0.000586591j 0.000619507+0.00117879j -0.00320213+0.00370063j 0.000469914+0.00203196j -0.00300094+0.00187847j 0.000431896+0.000562903j -0.000476009-0.000746901j 0.00277516+0.000408209j -0.0027434+0.000560735j -0.00513769-0.00183977j -0.00297122-8.76294e-05j -0.00152621+0.00284702j 0.00415064+2.53539e-05j -0.00121308-0.00418141j 0.00146558+0.00807323j -0.00489957+0.00275837j -0.000499701+5.77864e-05j -0.000455853+0.00290579j -0.00093993-0.00139668j -0.00203792+0.00410566j 0.000881585+0.00560488j -0.00420225+0.00723605j 0.00579324+0.0030755j 0.00457118-0.000758707j 0.00125755+0.000815351j -0.00277992-0.000771115j 0.00274261-0.00246529j 0.00373154-0.00272164j -0.000821004-0.000486769j -0.00106028-0.000230153j -0.000260601+0.000372555j 0.00085762-0.00015475j 0.000934625-0.00211751j 0.00150163+0.000708832j 0.00127874+0.00102048j -0.00066832-0.00058277j -0.00173424+0.000614068j -0.00134381+0.000730614j 5.37959e-05-0.00177538j 0.00178285-0.00146901j -0.000721058+0.00302006j -0.00069139+0.00111702j 0.000227483+0.000931413j 0.000104863+0.00148169j -0.000260617-0.00181365j 0.00142439+0.000515197j 0.00306393+0.00161936j -0.00144421-0.00123149j -0.00218508+0.00175164j 0.000394616-0.000252197j 0.0029617-0.00209094j 0.000319281-0.00133014j 0.000225747+0.00183169j 0.00149918+0.000140526j -0.00163045+0.00038175j -0.000193789-0.00090214j 0.00266607-0.000664233j 0.000127101+0.00354387j 0.000450975-0.000392644j -0.0017208+0.00112689j -0.001607+0.00125167j 7.73515e-05-3.30512e-05j 6.43249e-05+0.000404134j -0.0010682+0.000140332j 
-8.16452e-05+0.000148345j 0.00108608+0.00192025j 0.00185833-0.00159261j 0.000996482+0.00195267j -0.00160257-0.00729115j -0.000907817-0.000630604j -0.00249292-0.00209559j 0.000180847+0.00493939j -0.0006383+0.00203455j 9.95454e-05+0.00490082j 0.000509305-0.00154166j 0.000382859+0.00113278j 0.00130048-0.00328904j 0.00241184+0.000734154j -0.000640559-0.00112429j 0.00121072+0.00219026j 0.00387425+0.000983729j 0.00118829-0.000497465j 0.00125026+0.00124793j -0.00349754+0.0011612j 0.00158393-0.00091109j 0.000914545-0.00219306j -0.00375427+0.00141056j 0.00160114-0.000820929j -0.00697581+0.000347571j 0.000568905-5.81589e-05j -0.00272483-0.00388699j -0.000370726-0.00155323j -0.00276346+0.00312127j -0.00108788-0.00229431j -0.0021013-0.000569577j -0.00191256-0.00410942j 0.00466408+0.000716983j 0.00265969+0.00103541j -0.00151175+0.000218076j -0.00167492-9.4232e-05j -0.00142465+0.000115654j 0.00450891+0.000628263j -0.0041459+0.000918001j 0.00540338-0.00312023j -0.0045283+0.00210824j -0.000535695-0.00159187j 0.00105731-0.00899094j 0.0013977+0.000817897j 0.00103151-0.00818393j -0.00240586+0.000936451j -0.000929778+0.00104767j 5.41698e-06+0.00182215j 0.00126585+0.00474117j -0.00166615-0.00484734j 0.00589867+0.000929772j 0.00528559+0.0050237j -0.00375717+0.000230044j -0.00456067-0.00242482j 1.85029e-07-0.00321579j 0.00655098-0.00276607j -0.00336223-0.00195681j 0.00100748-0.000126801j 0.000450219-1.67514e-06j 0.00215154+0.00179397j 0.001998-0.000612956j -0.00161837+0.00637137j 0.00490569+0.00227262j -0.00247964+0.00221787j -0.0034363-0.00385163j 0.00359025-0.000733211j -0.000850835-4.89101e-05j 7.9029e-05+0.000447523j 0.00140495-0.000436193j 
-0.000779658+0.00123224j -0.0022884+0.000127398j 0.000732831-0.00262874j -0.00402715-0.00222162j 0.0016742+0.00212506j -0.00019668+0.00465538j -0.00380038-0.0021677j 0.000193514-0.00174227j -0.00280882+9.13461e-07j 2.76491e-05+0.00107521j -0.000214653-0.00233873j -0.00303725-0.00063782j 0.000565756-0.00276947j 0.00464072+0.000900452j 0.00205869-0.0031031j -0.00925449+0.0034356j 7.0901e-05+0.00173301j 0.00180237-0.00138812j -0.00236627-0.00612673j -0.00110572+0.00334177j -0.000950795-0.00619289j 0.00389359-0.00192719j -0.00202942+0.00256411j 0.00245316-0.00380149j -0.00763879-0.000764166j 0.000588787+0.00285982j 0.000985139+0.00329479j 0.00397074-0.00106024j 0.00044722+0.00425003j 0.00436332-0.00219462j 6.34413e-05-0.00289856j -0.00341962-0.000879766j -0.000261803-0.00157913j 0.00562368+4.95895e-05j 0.00111497-0.000938485j -0.00316305-0.00142416j -0.000951752+0.00109591j 0.00462821+0.00467404j -0.00604425-0.00532373j 0.00488203-0.000617036j -0.00373905+0.000484528j 0.00278124+0.000330559j 0.00699664-0.00260316j 0.000115819+0.00467205j -0.00210252+0.000160009j 0.000873768+0.00132876j -0.00014407+0.00304561j -0.000422244+0.00189445j 0.00716531-0.00183002j 0.00313787-0.003401j 0.00541584-0.000914604j -0.00172906+0.000796881j 3.59377e-05+0.00139348j -0.00242984+0.000681272j -0.00614931+9.94347e-05j 9.57482e-05-0.00406929j -0.00128612+6.19321e-06j -0.00112382-0.00253351j -0.0013712+0.000240304j 0.00116238-0.000346455j 0.000612394-0.000291829j -0.00428097-0.005029j -0.00114281-0.00581374j -0.00141486+0.00294965j 0.00102201+0.00275546j 0.00154709-0.00198289j -0.000840188+0.000555463j 0.000157894+0.000215705j 0.000431947-0.000260766j 
0.00081696-0.000704202j 0.00132542+0.00284341j -0.000390595-0.00161207j 0.000931608+0.000659174j -0.00151293-0.000770469j 0.000109448-0.00350551j -0.00086226+0.00065438j -0.00203311+0.00720199j -0.000459535+0.00108762j -0.00160581+0.000401274j 1.39392e-05+0.000138704j 0.00420198-0.00233156j 0.00148676+0.000697535j -0.00218685-0.00120864j -0.00209858+0.000283865j 0.00132377-0.00157215j -0.00256593+0.00123455j -0.000390596+0.000914808j -0.000270774-0.00447734j -0.00122473+0.00199264j -0.000368597+0.00242686j -0.00111081-0.00337546j -1.90323e-05+0.000414158j -0.000260616-0.00133659j -0.00121135+0.000644142j -0.00455909+0.00303869j -0.00231318+0.00228196j 0.0053795+0.00149703j 0.00134219-0.00252915j 0.00423733+0.00162629j -0.00191911-0.000583019j -0.00300018-0.00162425j 0.00129867-0.00103656j -0.00109133-0.00208755j 0.00135638+0.000709177j 0.00526572+0.000576878j 0.0008971+0.00200673j 0.000114271-0.000351479j 0.0026991+0.00302773j -0.00114688-0.00164955j -0.00209595+0.000576651j -0.0018923-0.00097057j 0.00119912-0.000443403j 0.00255847+0.00291524j 0.000664488-0.00480451j -0.00147672+0.00266423j 0.000788257-0.00143352j 0.000876865-0.000630592j 0.00155071+0.00257362j -0.00113126-0.00310967j 0.00118811-0.000879565j -0.000266978+0.00169544j -0.00635919-0.000510378j 5.07567e-05-0.00199659j 0.00114755-0.00103554j 0.000488611+0.000980671j -0.00367387-3.55677e-05j -0.000457445-0.00119541j -0.000427058+0.0028282j -0.00228491-0.000588167j 0.00110129+0.00296168j 0.00135977-0.000801075j -0.00189551-0.00106575j 0.00144415-0.0037527j 0.000570129+0.00111871j -0.000153075+0.00312284j 0.0016871+0.00221298j -0.00208477-0.000552408j -0.00150712+0.0028835j 
-0.00222506-0.000418053j 0.00138543+0.000300191j 0.000804508+0.00200367j 0.00210869+0.00218722j -0.000386277-0.00274808j 0.00245379-0.0024572j -0.000840043+0.0022732j 0.000155682+0.00429072j -0.0011229+0.0016198j -0.00258564+0.0021549j 0.000988601+0.000829551j -0.00159395-0.000753087j 0.00474304-0.000523339j -0.00284245+0.00263289j -0.0061051+0.00254421j 0.000834867-3.63363e-05j 0.00157676+0.00389887j 0.00156914+0.000118206j 0.00240497-0.00237937j 0.00330787+0.00503133j 0.00321894+0.00384524j -0.0051837-0.000905576j -0.000223407+0.0022664j -0.00425826-0.00175586j -0.00130142+0.00324497j 0.000807963+0.000941282j -0.00349847+0.00368348j 0.00427175+0.000733139j 0.00123269-0.00238894j -0.002409+0.000702442j -0.00254164-0.000200072j -0.00114397-0.00257778j 0.00529347+0.0013926j -8.7822e-05+0.00150094j -0.00327923-0.00374033j -0.000992972+0.000517537j 0.00455066+0.000717997j -0.00380242-0.000957696j 0.00412393-0.00122787j 0.00244812+0.00153451j 0.00121873-0.000342197j -0.00787677+0.000356128j -0.00470663-0.00252205j 0.000379373+0.00280492j 0.00300883-0.00538651j -0.00153293+0.00178379j -0.000649831+0.00202061j 0.00139227+0.00164375j 0.000144391+0.00241306j -0.00490064-0.00551503j -0.0011569-0.00102766j 0.00346624+0.00228935j -0.00162042+0.00326703j 0.000753183+0.00182229j 0.00219462-0.00375108j -0.00157536-0.000946592j 0.00235941-0.0048692j 0.000110903+0.00210723j 0.000795088+0.000781816j 0.00110537+0.00200233j -0.0012887-0.000244671j 0.00177412-0.00372189j -0.00160846+0.00408802j 0.0012696-0.00612729j 0.00138715+0.00254872j -0.00232597+0.000630013j 0.00134671-0.000516403j 0.00121069-0.000396452j -0.000182611-0.00118623j 
0.000280572-0.00100107j 0.00175498+0.000832634j -0.000947988-0.00189057j 0.00244162+0.000119341j -0.00133241-0.001604j 0.0022783+8.02375e-05j 0.00244648-5.63085e-06j 0.000659544+0.000952565j 0.000917031+0.000327799j -0.00138505+0.00110679j -2.51041e-05-0.000504406j -0.000866448+0.000377283j -0.000230387-0.00167152j 0.00291447+6.26321e-05j 0.00190081+0.00189995j -0.000543622+0.00452631j 0.000390384+0.00108993j 0.000114282+0.000224538j -0.00151696-0.0010869j -0.00209304+0.00274391j 0.00288603-0.000333053j -0.00139379-0.000137808j 0.000358387-0.0014229j -0.000990382+0.000803134j -0.00297211+0.00261327j -0.000502426-0.0012954j -0.000669053-0.00155408j 0.000651315-0.00105413j 0.000104924-0.00113979j 0.00247514+0.000272012j -0.000504593+0.00193134j -0.0032124+0.000485358j 0.000959042+0.000603172j 0.00102426-0.00301083j -0.00102085-0.00142208j -0.0012918+0.00323652j -3.65297e-05+0.00173273j 0.00269517+0.00296458j -0.00358814-0.00180063j 0.00307516-0.00229211j -0.00278874+0.000195935j 1.37038e-05-0.00251025j 2.32339e-05-0.00328907j 0.00107049+0.00458781j -0.000507647-0.00504822j -0.000566264+0.00123011j 0.00088491+0.00091253j 0.000700988+0.00138079j 0.00512408+0.00272483j 0.000964025-0.00267098j 0.00305712+0.00120766j 9.07187e-05+0.0013318j -0.000277037-0.00287418j -0.00165978+0.00516752j -0.00435587+0.00222285j -0.000563894-0.00146738j 0.00126207-0.00255454j 0.000729913+0.00347086j -0.000314869-0.00187147j 0.00154287+0.00103664j -0.00159567-0.00176967j -0.0024803-0.00335082j -0.0016229-0.00233509j 0.000656648+8.71793e-05j 0.00252111+0.00154966j -0.00213561-0.000320369j -0.000397437-0.000429796j 0.00140667+0.00158704j -3.3557e-05-0.00132408j 
