0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
-0.000747901-4.39613e-05j -0.000278877+0.00166437j -0.00113797+0.00159896j -0.000707816-0.00158585j -0.00110394+0.00159026j -0.000317467+0.000975968j 5.22872e-05+0.000814142j 4.37212e-05+0.000554654j 0.00109915+0.000687575j -0.00141046+0.000525704j -0.000350967-0.000465593j -0.00152826-0.00155816j 0.00332486-0.00135721j 0.000277211-0.000157648j 0.00179589-0.000467375j 0.00250962+0.00185424j -0.000382052+0.000478784j -0.00128448-0.000534489j 0.00186245+0.000119891j -0.000468583+0.000255593j -0.00102578+6.60238e-05j -0.00180374+0.00171506j -0.00067477+0.00097903j -0.000305905+0.000352861j -0.000911115+0.000651182j 0.000433181-0.000332153j 0.000857199-0.000183112j 0.000617965-0.000200104j -0.000313105-0.000115134j 0.00140804-0.00216981j -0.000321157-1.67445e-05j -0.000244725+0.000532707j -0.00136297+0.000776808j -0.000462312+0.00105181j -0.00409332+0.000585059j 0.0011924+8.82845e-05j 4.43966e-05-0.00237036j 0.000481455-0.00337587j 0.00158218+0.000861536j -0.0024848+0.000743529j 0.00187831-0.000869042j -0.00221851+0.000586399j 0.000199018-0.000835957j 0.000864412+0.000912309j -0.0011559+0.000884331j -0.000661402-0.000508304j -0.000105718-0.00143237j 0.00038204-0.000373971j 0.000736148-0.00157106j 0.000989611+0.000504332j 0.00035808+0.00012073j -0.000684977+0.000913484j 0.00164568-0.000848301j -0.000373434+0.00111543j -0.00146733+0.000894201j 0.000378907-0.00138779j -0.000131579+0.000498542j -0.000205426-0.0041524j 0.000190141+0.000793216j 0.00122403+0.00455658j 0.00420005+0.000263327j 0.00116825-0.000442783j -0.000429926-2.39324e-05j 0.0019273+0.00395519j 0.00094135+0.000494682j -0.000855253+0.00109262j -0.00202961-0.0033392j 0.00110464+0.00719927j -0.00499282+0.00500504j 
0.000417511-5.65299e-05j 0.00024389-0.000853783j -0.000769375+0.000935007j -0.000262532-0.000285434j -0.00165115+0.0010381j 0.000438105-0.000532366j 0.000306485+0.000483259j 0.000162309+0.000986358j 0.000699027+0.000878709j 0.000935263-0.000162579j -0.000551217-0.000863171j -0.00054564+0.0012599j 0.000514162-0.00363564j 0.000327726+0.000963826j 0.0025054+0.00155437j 0.00174032-0.000109584j -0.000517763+0.000112032j 0.000308552+0.000851844j 0.00161992+0.000886377j 0.000135469-0.000224817j -0.00118691+0.000462597j -0.00146126-0.000920003j -0.000256796-0.00149187j 0.000713956+0.000900174j -0.00213879-0.00185992j 0.000566026-0.000570808j 0.000971148+0.0021248j -0.000495673+0.00204986j -0.000510773-0.000384216j 0.000920636+0.00113492j -0.000796597+0.000866781j 0.000105692+0.000122077j -0.000537186-0.00123972j 0.000810551+0.00016289j -0.0031596-0.00194124j -0.00182356+0.00151761j 0.00171109+0.000988538j 0.00327693-0.00117985j 0.00146223+0.000991704j -0.00240966+0.000406401j 0.000430354+0.000727291j -0.00361993+5.58957e-06j -0.000400713-0.000273973j -0.00166506+0.00246827j -0.000643811+0.00101624j -0.00175231+0.000459056j 0.00070589-0.000737697j 0.000350874+0.00156009j -0.00189366+4.15154e-05j -0.000411819+0.000860002j 0.000112914-0.000738625j 0.000223448-5.16474e-05j -0.000868605-0.000955921j -0.00300824+0.0012391j -0.00231061-6.11025e-05j 0.00110933+0.00144595j 0.000825121-0.000602175j 0.000252384+0.000209759j 0.00270715-0.00176096j -0.00142145+0.00164018j 0.000494386+0.000669508j -3.49487e-05-0.00107933j 0.000572394-0.0016824j -0.00235697-0.000503491j -0.00171005-0.00317494j -0.00229374-0.0010902j -0.000694942-0.00119454j 0.00202749-0.000496095j -0.00555357-0.00222639j 
0.00030282-0.00070551j 0.00133265-0.000237219j -0.00240929+0.00360191j -3.67182e-05-0.000939724j -0.00121273+0.0010086j 0.00143533-0.000585272j 0.000675889+0.0014767j 0.000988913+0.000843684j 0.000851215+0.00215422j 0.000986409+0.00166139j 5.33223e-05-0.00509455j -0.000182112+0.00491305j 0.00191926-0.00706764j -0.000766821+0.000525164j 0.00251924+0.000969944j 0.00320312+0.000493459j 0.000491107+0.0039869j 0.00043514+0.00226713j 0.00520103+0.000661824j 0.00045701+4.04927e-05j -0.000661795-0.000291678j -0.00220188-0.00131023j 0.000816194-0.00199785j 0.00057107+0.00183664j -0.00340915-0.00248149j 0.000430323-0.000426816j 0.000942013+0.00274961j -0.000836666+9.00681e-06j -0.00119061+0.000891222j 0.000267725-0.00051721j -0.00141001-0.00057752j 0.00083084+0.00151572j -0.00374694-0.0039641j 0.0017183+0.00327556j -0.00693177-0.00292746j 0.00101659+0.00344723j 0.00583345-3.82141e-05j 0.00327868-0.000903726j 0.00340713+0.00307134j -0.00375274+0.00245342j 0.000786845+0.000678125j -0.00624307+0.000280998j -0.00342963-0.00236081j -0.00429122+0.00289127j 0.000989936+0.00186635j -0.00355499+0.000569171j -0.00037649-0.00258775j 0.00121923+0.00266477j -0.00339744-0.00350363j 0.000320187+9.22025e-05j 0.0018744+5.17846e-05j 0.00188347+0.00288722j -0.000917158-0.00160743j -0.00307391+0.0009927j -0.000474792+0.000375272j -0.0026233+0.000180954j -0.00110972+0.00100709j -0.00337978-0.00371629j -0.000692427+0.00175053j -0.00278472+0.000312455j 0.00201207-0.000940741j 0.000133403-0.00268742j 0.00116826-0.00391931j -0.000590771-0.0022727j -0.00158809-0.00696706j -0.00414241-0.000426308j 0.0033851+0.00027886j -0.00320604-0.000473263j 0.00532055-0.00256318j 
0.00212348-0.000189662j 0.000607176-0.00167057j 4.56104e-05-0.00171987j -0.00100031+0.000219115j -0.00258+0.00209134j -0.000812642-0.00181073j 0.000349708+0.000264707j 9.90593e-05+0.000550309j 5.81522e-05+0.00101832j 0.00145169-0.00315431j 0.000239147+0.00119668j 0.00199039-0.00174767j -0.00235655-0.00148869j -1.59991e-05-7.45817e-06j 0.00142154+0.000629483j -2.87937e-05-0.00310539j -0.00163333-0.00185614j 0.00179815+0.00101175j -0.00167565+0.00100794j -0.000512792-7.07788e-05j -0.0015588+0.00316832j -0.000942698-0.00245606j -0.0014122-0.00252819j 0.00213237-0.000514359j -0.00111171-0.00201075j -0.000301519-0.00200696j 0.000934626+0.00240821j -0.00108245+0.00588863j 0.00094994-0.00142504j 0.0021835+0.00356932j -0.000932195+0.00113173j -2.34903e-06+0.000451006j 0.000349627-0.00133745j 0.00286719-0.00290946j -0.000318407+0.00101245j 1.21898e-05+8.20373e-05j -0.00148318+0.00392669j 0.00323436+0.000234709j 0.000879948+0.000586946j -0.000855171-0.00272553j -0.00189969+0.00069496j -0.00137163+0.000699657j 0.000787845+0.00162171j 0.000759034+0.00351619j 0.000853253+0.000501044j 0.000158037+0.00186425j 0.000144806+0.00121757j -0.000790096+0.00108851j -0.00377356+0.00322784j -0.00259438+0.00189834j -0.00170722-2.48665e-05j 0.000612683-0.0032753j -0.00441802-0.00257778j -0.00546445+0.00156553j -0.00172168-0.00127127j 0.00343613+0.00569906j 0.0009766+0.000109354j 0.00119774+0.00451012j 0.00715019-0.0060639j -0.000758509-0.000101638j -0.000991725-0.00108648j 0.000393656+0.00176971j -0.00164835-0.00177324j -0.00321269-0.0064055j -0.00316928-0.00410673j -0.000561313-0.00401713j -0.000929371+0.00111005j -0.000685453-0.00567667j -0.0134661-0.00555917j 
-0.000407664+0.000769696j 0.000434463+0.000440901j -0.00200745+0.00106092j -0.000706546-0.00186839j -0.000176102-0.000190794j 0.000400699+0.0002427j -1.65945e-05+0.000875534j -0.000498314+0.00139497j -0.000237531+0.00133866j -0.00128421+2.84721e-05j 0.00338626-0.00047791j -0.00322635+0.00341574j -0.0024483+0.00102983j 0.00142997-0.00278346j -0.00177705+0.000258462j 5.82241e-05+0.000363473j 0.000373432+0.00396167j -0.000304591+0.000206251j 0.00101147+0.000197683j -0.000308419-0.000764267j -0.00277353-0.000689119j 0.000530135+0.000405484j 0.000351573+0.00122587j -0.000234309+0.00152197j -1.37779e-05+0.000197697j -0.00248219+0.000153939j -0.000316307-0.000273528j -0.000403091-0.0033742j -0.000547486+0.00111685j -0.000770125-0.00125258j -0.0013951-0.00377915j 0.00168182-0.000643744j -0.000791519-0.000799324j -0.000741922+0.00188479j 0.00366153-0.00143573j 0.00156194+0.000699306j 0.00189082-0.00141643j -0.00233377+0.00159899j 1.22605e-05-0.00101582j 0.000753159-0.00170427j -0.00090851-0.000103178j 0.00309763+2.89736e-05j 0.00047687-0.000729662j -0.00150216-0.00162854j -0.00176263-0.000331553j -0.00133385-0.00101013j -0.00164201-0.000456604j -0.000228058-0.000260745j 0.000222999-0.000481312j -0.00135929+0.000376171j 0.00190468+0.00129453j 0.00107915+0.000509905j 0.000433519+4.15537e-05j 0.0015187+0.000154589j 0.000340072-0.000152691j -0.000887389-0.00114456j 3.98146e-06-0.0011467j -0.00211284-0.000113122j -0.00212295+0.0027838j 0.00271181-0.00358241j 0.000328449-0.00348734j -0.00126873+0.00167756j 0.00144795+0.00209795j 0.000329639+0.000975052j 0.00106551-0.00105534j 0.000269681+0.00224673j 0.000402271+0.00304979j -0.00522033-0.00252905j 0.00498252-0.00433518j 
0.000897073+0.0011064j 0.000162518+0.000379671j 0.00229371-0.00306649j -0.000655816+0.00161086j -0.00114848+0.00301352j 0.000405391+0.00067512j 0.000990576-0.00128985j -0.00179859+0.00208739j 0.000511984-0.000868267j -0.000371684-0.000839267j -0.000741283+0.00309549j 0.0011957-0.00289361j 0.00249874+0.00160934j -0.00134614+0.000279326j 0.00368719+0.0023345j 0.00184413+0.00225339j -0.00104044-0.00620795j 0.000200293-0.000437035j -0.00287533-0.00158542j -5.68355e-05+0.000470468j -0.00255888-0.000624725j -0.000712364+0.000591273j -0.000978275-0.00123791j 0.000644791-0.000753575j 0.000391364+0.000941386j -5.36162e-05+0.000129255j 0.000793061+0.000310246j 0.00174633+0.00109138j -4.40787e-06-0.00127378j 0.00136754+0.00114022j -0.00209075+0.00304381j -0.00105304-0.000560146j 0.00460031+0.00178756j -0.00333371-0.00551622j 0.00295612-0.00214003j -0.000373146-0.00162609j -0.00492127-0.00179467j 0.00277472-0.00348012j 0.000551782-0.000657358j -0.00214789-0.00131367j -0.000328825-0.0026615j 0.000809163+0.00108049j 0.0015942+0.00301716j 0.00104123+0.000120512j -0.00240856-0.0030167j -0.000411158-0.00102959j 0.00346897+0.00100656j 0.000941713-0.000780402j 0.00119786+0.000796091j 0.000110083-0.000218299j -0.00107794-0.00179559j -0.00235486-0.00311933j -0.00122501-0.00279921j -0.00154587+0.00161908j -0.00167397-0.000909327j 0.0051711-7.8892e-05j -0.00158966+0.000473432j 0.000586763+0.00658583j 0.00622841-0.00423286j -0.00269838+0.0038914j 0.00296084+0.000475901j 0.0007603-0.000418616j -0.00347119+0.00130641j -0.00370381+0.00256609j -0.00136155+0.00238768j -0.00527286-0.000795012j -0.00573509-0.00260293j 0.00572135+0.00488951j -0.0104291-0.0030889j 
0.000193563-0.00129054j 0.000470299-0.000386425j -0.00103341+0.000854929j 0.00156394-0.000221143j -0.00204983-0.00016069j -0.000559096+0.000447127j -0.00230268-0.00012544j 0.00279109-0.00187917j -0.000937296-0.00142569j -0.000777659-0.0028417j 0.00150395-0.000942067j -0.00118502-0.000867308j -0.00425158+0.00158955j 0.000678459-0.00198668j -0.00156932+0.00276175j -0.00251346+0.000426142j 0.000258981+0.00360707j 0.00130539-0.00386063j 0.00116069+0.00213257j -0.00139442+0.00123144j 0.00177063+0.00106043j 0.000300219-0.00247655j 0.00136229-0.00210464j 0.00160826+0.000922146j -0.00113378+0.00142931j 0.000103574-0.00235164j -0.00128361+0.0014769j -0.00152957+0.00580194j 0.000957043+0.0019697j 0.000922428+0.0024933j -0.000438704+3.49238e-05j -0.00142374+0.00215411j -0.00282962-0.000164556j 0.00317496+0.000891871j 0.000441237+0.000379373j -0.00201248+0.00350911j 0.00241345+0.00452326j -0.00174393+0.00560862j -0.003089+0.00161205j 0.00544327-0.0025435j -0.000550432+0.00132512j 0.000105549+4.49687e-05j -0.001949-0.00179731j -0.00150104+0.00060518j 0.00140453-0.00125418j 0.000873667+0.00224406j -0.00215802+0.000454687j -0.000425964-0.000314272j 0.00163297+0.00112424j -0.000997284+0.00109542j 0.0013627+0.000815207j 0.00510223-0.00490727j 0.00163769+0.00109555j -0.00395193+0.0041633j -0.00259214+0.000452978j -0.0043428+0.00517036j 0.00507923+5.05479e-06j 0.00210394-0.00172122j 0.00203684-0.00293027j 0.000468192-0.00364875j -0.00133329-0.0034318j 0.00134826-0.00238803j -0.000346401-0.00402483j 0.00135706-0.00410095j -8.35837e-05-5.03114e-07j 0.00104049-0.00513833j 0.00696274-0.00331631j -0.00482196-0.00663129j 0.00390441-0.00268974j 
-0.000775662-0.0014922j -0.00117427-0.00179237j -0.00144959+0.00136198j -0.000335872-0.00129869j -0.000596047-0.000546065j -0.00180686-0.00060713j 0.000950857+0.00223156j 0.00126573-0.00249194j 0.0012999+0.00307922j -0.00137407-0.0019865j -0.000317337-0.000930204j -0.000297415+0.000789099j -0.000992817+0.0018188j 0.000925712-0.000293242j -0.0036156-0.00189563j -0.00206772-0.000945143j 0.00273806+0.00248205j 0.00245867-0.000926706j 0.000362569+0.00169845j -0.00178431-6.08074e-05j 0.000879066+0.00144198j -0.000791926-0.000734799j -0.000663726+0.000870286j 0.000388662+0.000744677j -0.000680791+0.000117399j -0.00056859+0.000240262j -0.00109245+0.00152817j -0.000959822+0.00231555j 0.00220719-0.000994657j -0.00170306+0.00266123j -0.0014545-0.00178186j 0.00222708+0.00187547j -0.0028019+0.000292573j 0.00258623+0.00202233j 0.000649159+0.00359489j 0.000629755+0.00053587j 0.00292919+0.00152439j 0.00167091+0.00332835j -0.00090267+7.07374e-05j 0.00517782-0.00254005j -0.000822075+0.00220129j -0.0016031+0.000611895j -0.00235875+0.00033948j -0.00125968-0.000529331j 0.00336192+0.000150347j 0.000894039+0.000142152j -0.00329862-0.000338161j -0.00160963-4.88365e-05j -0.00404655+0.000220787j -0.00204389+0.000721178j -0.000907355+0.00418145j 0.00309664+0.000938643j 0.00074424-0.0023017j -0.00391307+0.000201687j 0.000377877+0.00188451j 0.00332846+0.00446288j 0.00318185-0.002826j 0.00273682-0.000433984j 0.00349728-0.00183216j -0.00215543-0.00631835j -0.00260397+0.00121596j -0.00157242+0.00389597j 0.00077459+0.00459418j -0.00299992-0.00228365j -0.00208507-0.00363277j 0.00145898-0.000488475j 0.00272622-0.00109053j -0.00718355-0.00616733j 0.00069746+0.000407316j 
0.000278359+1.76742e-05j 0.000299289-0.000339524j -0.000515858-2.56737e-05j 0.000817273-3.27064e-05j -0.000270864-0.000224432j 0.000263527-0.000483172j -0.00184044-0.000430417j 0.000930961+0.000344603j -0.00171084-0.00118487j 0.000527517-0.000426134j 0.00144805-0.000114797j 0.000660432+0.0010169j -0.00377422-0.00121587j 3.80367e-05-0.000909636j -0.000395775+0.00128802j -0.00119975-0.00204003j -0.000928064+0.00160032j 3.82803e-05-0.000212843j 0.00113996+0.00154977j 0.000575501-1.2154e-05j 0.000969115+0.00150742j 0.000954537-0.00215567j 0.000764786-0.00214304j 0.000519669-5.00264e-05j -1.20285e-05-0.0021722j -0.000830262-0.00101922j 0.000150106+0.00136916j -0.000125269+0.00139108j -0.00117712+0.00144409j 0.00169311+0.000469227j 0.000455685-0.000543185j -0.00134699-0.000160101j -0.00197994-0.00158123j 0.002178+0.000861687j 0.000545054-0.00164868j -0.000660668+0.00107978j 0.00184384+0.00247337j -2.76147e-05+0.00200527j 0.000177335+0.000433168j -0.000927765-0.00112196j 0.000243146+0.00201928j -0.000573727-0.000980683j 0.000243761-0.00051921j -0.000134932+0.00286701j -0.000287174+0.000872743j -0.000559245+0.00151163j 8.46409e-05+0.000721138j 0.00035654+0.000941835j 0.0006821+0.00120149j -0.000779577+0.000871935j 0.00074124-0.00215998j 0.000428683-0.0023694j -0.00325981+0.00348111j 0.0006851+0.000474602j -0.000424966-0.00113368j -0.00330383+0.00222418j -0.000607567+0.0014042j -0.000776573-0.000153138j -0.00179476-0.00101681j 0.00228332-0.00080771j -0.00341378-0.00297681j 0.00164656-0.00227732j -0.000580359-0.00500312j -5.64797e-05-0.00569659j -0.00113231-0.00049489j 0.000216342-0.00245534j 0.00355425+0.00358709j -0.00129848-0.00570862j 0.00151766-0.00175953j 
-0.000503684-0.00073148j -2.60671e-05-0.000551045j -0.000670124+0.000529382j 0.000756989-0.000407412j -0.000915053-0.000759835j -0.000841647+0.000219513j -0.00196321+0.000432428j 0.000996899-0.000276659j -0.000622489-0.00130274j -0.000793272-0.00198222j 0.00163094-0.000271052j -0.00207971+0.000426926j -0.00198427+8.7904e-05j 0.000293178-0.00148811j -0.000678626+0.00123813j -0.000309939-0.000750021j -0.000370863+0.00238341j -0.000696977-0.00134119j 0.000888475+0.000609226j -0.000236477+8.40463e-05j 0.000322665+0.000335068j -0.00037528-0.00152847j -5.99178e-07-0.000134998j 0.000660128+0.000361586j -0.000252318+0.00117251j -0.00117184-0.000638634j -9.18293e-06+0.000250837j 0.000253571+0.00289358j 0.0013329+0.00071292j 0.000977329+0.000665344j 0.000625742-0.00187459j -0.000132419+0.00172768j -0.00161589-0.000364922j 0.0013943+0.00274296j 0.00107367+1.92957e-05j -0.0014837+0.000154544j 0.000111391+0.00142304j -0.00146257+0.00317983j -0.00301672-0.000653418j 0.00252948-0.00230745j -0.000574683+0.00236031j 0.000412883-0.0012192j 0.000869802-0.00233907j -0.00143431+1.38464e-05j -0.00216719+0.0007016j 0.000338576+0.000880879j -0.0022735+0.000492216j -0.00135405+0.000471206j -0.0010476+0.00161785j -0.00201348-3.00009e-05j -0.000656846-0.000149641j 0.000400374-0.00282013j 0.000193425-0.000354474j -0.000485795-0.00049446j -0.000790158-0.000967226j -0.00168436+0.00293009j 0.00127119-0.000812389j 0.00161288-0.000825175j -0.000398779-0.000988649j 0.0039309-0.00221307j -0.000937469-0.00131348j -0.00114246+0.00272833j -0.000898409+0.000600832j 0.000163609+0.000804054j 0.000111486-0.0026053j 0.00385272-0.00224099j 0.00113989+0.00120679j -0.0014648-0.00411993j 0.0017489-0.00156758j 
-2.44034e-05-0.000148627j -0.000457927-0.000111802j -0.00168043-0.00109703j -0.000819411+0.000740771j 0.000214079+0.000384651j 0.00266211+0.00102966j 0.004692-0.000398633j 0.000101989-0.000350709j 0.00181135+0.00256587j -0.00125804+0.00212053j -0.000804845-0.000206817j 0.000976253+0.00269485j 0.00136383+0.000236638j 0.000903282+0.00102868j -0.0022347-0.00463443j 0.000530222+0.000345962j 0.000950761-3.4952e-05j 0.00390565+0.0014327j -0.000868461+0.000583784j -0.00132677+0.00132554j -0.00153731+0.00249273j -0.000182789+0.000539934j -0.000245379+0.00106732j -0.000266388-0.00050425j -0.00151508-0.00210452j 0.00213173+0.00128641j -0.000652438+0.000620585j -0.00130637-0.00449095j -0.00153968-0.00282292j -0.00275085+0.000832782j -0.00408485-0.000877682j 0.00237218-0.00365261j 0.00158817+0.000190623j -0.00113502-0.00276091j 0.000177286+0.00124254j 0.00154943+1.63255e-05j 0.00171397-0.000593898j 0.00250172-0.00179399j 0.00312224+0.000351712j 0.000381718+0.00222717j -0.00338544-3.09516e-05j -0.000514559-0.00262757j -0.00119793+0.00399597j -5.32594e-05+0.00151881j 0.00569006+0.000317624j -0.00154085-0.00100785j 0.00137629-0.000982338j 0.00155162+0.000252959j 0.000762508+0.00146268j 0.00187043+0.00111081j 0.00337055+0.00397121j 0.00471097+0.00335893j -0.00293252-0.00375957j -0.00279162+0.00429872j 0.000762174+0.00253924j 0.00477334-0.00361285j 0.0002926-0.0020237j -0.000484736+0.00254919j -0.000728095+0.000857097j -0.00233337-0.00212664j -0.00360654+0.000235017j 0.0052295-0.00130189j -0.000439593+0.00288592j 0.00519688-0.00316564j -0.0019752-8.71921e-05j -0.00656852+0.00187989j 0.000220538+0.00131001j -0.000654635+0.00129228j -0.00106939+0.00176244j 
-0.00109959+0.00120576j -0.00100184-0.00153453j -1.55392e-08-0.000401032j 7.04444e-05-0.000414751j 0.00150316-0.00170134j 0.000193497-0.000580056j -0.00058134-0.000290519j -0.00092172+0.000484222j -0.00196153-0.00119372j 0.00182516+0.0018438j -0.00106836+0.0019616j -0.000743881+0.00145129j -0.00188213-0.00228911j -0.000213356+0.00242183j 0.000830743+0.0017035j -0.000233644-0.000173197j 0.000408525-0.00180904j -0.00088903+0.000690156j 0.00176863+0.000808795j 0.00176393-0.00083094j -0.000846784-0.00031469j -0.00131932+0.000656352j -0.0013432-0.00188307j -0.000227854+0.000362391j -0.000481779-0.00284526j 0.00184088+0.00032572j 0.00233348+3.26607e-05j -0.00130733-0.00187715j -0.00133587+0.00119387j 0.000201307-0.00331122j -0.000836808+0.00128915j 0.000156384-0.000657407j 0.000853527+0.00122224j -0.00067748-0.000707151j 0.00183684-0.00571566j -0.00515471-0.00200271j 0.000498423-0.000958065j 0.0032952-0.00321719j 0.000220045-0.00327044j -0.0034257+0.00166318j 0.00335867+7.0512e-05j -0.0018696-0.000264314j 0.000890196+0.0022789j 0.00118833+0.00210539j -0.00205598-0.000723119j 0.000233252-0.000443973j 0.000412132+0.00176485j -0.000140742+0.00138649j -0.00145426-0.0008645j 0.000239557+0.000369306j -0.000402771-0.00458882j -0.00229566-0.000224212j -0.00040669+0.00554335j 0.00297778-0.00249429j 0.000835533-0.0030408j 0.000824193+0.000817758j -0.000202976+0.00120433j -0.000665988+0.00357539j 0.00249566-0.00200523j -0.00148596+0.00365593j -0.000134078+0.00206244j 0.00153426-0.00199272j -0.00204823-0.00382025j -0.00426659-0.00200201j -0.00235144+0.0021372j -0.00285943-0.000544365j -0.00308322+0.00446702j 0.002126-0.00214408j -0.00763054-0.00868389j 
-0.00049941-1.11438e-05j 0.00131585+0.000261167j -0.00283485+0.000552549j -0.000763711-0.000858707j -0.00114562+0.00333513j -0.00110188+0.00104014j 0.000376935-0.000400988j 0.00210251-0.0045222j -0.00480536+5.92043e-05j 0.00112085+0.000101965j -0.00110631+0.000986665j 0.000844583-0.000351823j 0.00172917+0.00230344j 0.00021965-0.00324482j -0.00321962-0.00168j 0.00222323+0.00146116j 0.00077053+0.00163255j 0.00324329-0.00539563j -6.41718e-05+8.4909e-05j 0.00031366+0.00251401j -3.24968e-05+0.0039023j 0.000773476+0.00314838j 0.000281185-0.00392459j 0.0015905+0.00135452j 0.000620501-0.000753908j 0.00172306-0.00186681j -0.000702434+0.000615501j -0.00174085+0.00510805j -0.00193475+0.00271631j -0.00336828-0.000385602j -0.00246641+0.00228215j -0.00326693+0.000134421j 0.0006898+0.00149588j -0.00412287+0.000533659j -0.000790756-0.00177544j -0.000100516+0.00203035j 0.0016705+0.00158372j -0.00117849-0.000934989j 0.00339626+0.00251063j 0.00275006+0.00365039j -0.000866649-0.00288908j -0.00398945-0.000801235j -0.00213008+0.00126465j -0.000815722+0.00101479j 0.00740861+0.00405831j 0.000720166-0.00159022j 0.0004543-0.000430306j 0.00149572-0.00111009j 0.00319241-0.0018725j 0.00151174-0.00190995j 0.00295682-0.00104271j 0.00781993-0.00314067j 7.75897e-05-0.00121078j -0.00237655+0.00746736j -0.000395157+0.001696j -0.00482718-0.000491549j 0.00401345+0.000650598j -0.00158105+0.00084611j -2.99832e-05+0.00378017j 0.000488796-0.0010175j -0.000320304-0.00138171j 0.00665859-0.0115464j -0.0051025-0.000348707j 0.00814089-0.00615138j 0.00153235+0.00816466j -0.00452359+0.00156921j 0.00282149-0.00228596j 0.000954673+0.00164311j 0.000836004+0.00119976j 
-0.000358176+4.67692e-05j 0.000383873+0.000515535j 9.96268e-05+0.00140268j -0.000650521-1.82304e-05j -0.000486197+8.44073e-05j -0.00220125+0.000154721j -0.00234091-0.000326033j -0.000178226+5.25084e-07j -0.00141013-0.00227761j 0.000683056-0.000424068j -0.000855982+0.000245143j -0.000663446-0.00235258j 0.00266038+0.00104256j -0.00127839-0.00112508j 0.000558606-0.000925004j 0.00258129+0.00115477j 0.000620386-0.000434145j -0.00155735+0.000682835j 0.000839045-0.00140684j 0.000930175+0.000362265j -0.000627761-0.000200646j 0.000144069+0.000659885j 0.000452456-0.000513008j 0.000545645-0.000737287j 0.00247869+0.000553072j 0.000777848-0.000267915j -0.00100935-0.00103377j 0.00062547+0.00179772j 2.73103e-05+0.000453813j -0.00174208-0.00250947j 0.000839923-0.000396814j -0.000695944+0.000246099j 0.00106235+0.00221442j -0.00292823+0.00232955j 0.00014855-0.00121529j 0.000676623-0.000111565j -0.00196742-0.00062801j -0.00280885-0.00177079j 0.000560522+0.00100977j -0.000796916+0.000472333j 0.00244831-0.0014875j -0.000657686-0.000782712j 0.00024558-0.0016634j -0.000308104-0.00182746j -0.000520816+0.00166922j 0.000847988-0.00142377j -0.000295778+0.000860333j -0.000588511+0.000821089j -0.000496647-0.00102004j -0.00037372-0.00244677j -0.000499371-0.0018088j 0.000484384+0.000517265j 0.00127307+0.000407068j 0.000985552-0.00192915j 0.00141042-0.0020813j -0.00184274-0.00194025j 8.42346e-05-0.000764295j 6.5589e-05-0.000639155j -0.00031848+0.00194152j 7.41395e-05+0.00319058j 0.00438101+0.00155641j 0.00237223+0.00162951j -0.0010825+0.00158697j 0.00294423+0.00327403j -0.000146401+0.000651635j 0.0020686+0.00239731j -0.000758449-0.000605605j 0.00179418+0.00464582j 0.00167471-0.000406786j 
