0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
-0.000753159+0.000653946j 0.000703127+0.000822257j -0.00486884-0.00508042j 0.00606133-0.00289978j -0.00248367-0.000580116j 0.00172859-0.00234067j 0.00429868+0.00243357j 0.00083344+0.00294807j 0.00090528+0.00301006j 0.000315271+0.000275304j -0.00268533-0.00290431j -0.00304827-0.00134882j -0.000380745+0.000654011j -0.00121795-0.000785992j 0.00248711-0.00104582j -0.000592721+0.0029928j -0.00172192+0.00187656j -5.02018e-05-0.00238322j 0.00420427+0.00169571j 0.000237632+0.00256282j 0.0015254+4.47245e-05j -0.00164001+0.00544415j 0.0022545-0.000732464j -0.000612425+0.000271984j -0.000662266+0.000376939j 0.00220489+0.0040734j 0.00253884+0.00035819j 0.000769753+0.00118904j -0.000555762+0.000918556j 0.000531139+0.00285203j -0.000472163-0.00233927j 0.00207899+0.000234182j -0.00134744-0.00399936j 0.0023144-0.00124497j -0.00402121-0.000934653j -0.000797594+0.00090501j 0.000265408-0.00039756j -0.00205335-0.000122186j -0.00052946+0.00185865j 0.001334+0.00122747j -0.00242057+0.000405157j -0.00106125-0.00095003j 0.000531269+0.00128798j 0.000229655+0.00259457j 0.000894116+0.000932604j 0.00135859-0.000191267j 0.00221835-0.000394639j -0.00108176+0.000424746j -0.00246606+0.000365771j -4.64313e-05+0.000607483j -0.00273772+0.00464703j -0.00194791-0.00176688j 0.00217318+7.92075e-05j 0.00159862+0.000404117j -0.00149814+0.00338186j -0.00163862-0.00426052j 0.00257574-0.000113855j -0.00185008-3.89572e-05j 0.0020886+0.00105594j 0.00135161+8.87903e-05j 0.0034446+0.00214484j -0.00244405-0.00372313j 0.000610887+0.00115718j 0.000439363+0.000478216j -0.00151808+0.00304507j -0.00113809-0.00262547j -0.00161965+9.4808e-05j -0.00153275-0.00317699j 0.000724853+0.00218923j 0.00230749+0.00121424j 0.00176922+0.00021542j -0.000288463+0.00196553j 
0.00316125+0.00406433j 0.00438673-0.0029844j 0.00471887-0.000583618j 0.00129604+0.00429839j 0.000930681+0.00359482j 0.00272682+0.00191351j 0.00167286+0.00491399j -0.00200553+0.00198952j -0.00326158-0.00522954j -0.00286497+0.00371683j -0.000258393+0.00321051j -0.00278598+0.00295252j -0.00278766+0.00602394j -0.00113994-0.000691744j 0.000749562+0.00242617j 0.00142509+0.00422419j 0.000576356-0.00222031j -6.94935e-05-0.00442866j 0.00154345+0.00133363j -0.000745296-1.45983e-05j 0.0028103-0.000881444j 0.00139774-0.000386358j 0.00177174-0.00238422j 0.00315667-0.000962576j 0.00264101-0.000557675j -0.00107328+0.00193554j 0.000863709-0.000311966j -0.000171938+0.00214071j -0.000351108-0.000185705j -0.00370984+0.000107237j -0.000352562+0.000819826j 0.00665483-0.000782155j -0.00106755+0.000729725j -9.39507e-05+0.000650134j -0.00337055-9.88555e-05j -0.00106508+0.000312875j -0.00221502+0.00373513j 2.03686e-05-0.000481319j 0.00110469-0.00267244j 0.000579623+0.00220187j -0.00208435+0.000316276j -0.00144989+0.000481307j 0.00452374+0.00118388j 0.000830682-0.00063668j 0.00383955-0.00168302j -0.00053973-0.00158256j 0.000173301+0.00320648j -0.000605852-0.00119436j -0.0020533-0.00109221j -0.000274155+0.00336575j -0.00194703-0.000272369j 0.000306842-0.000951565j 0.001271+0.00192071j -0.000519688+0.00151208j -0.00399001+0.00112895j -0.000265508+0.00207274j 0.000564238-0.00213555j 0.00121544-0.00352929j 0.000133603+0.00348352j 0.000734121+0.000697871j -0.00176786+0.003949j -0.0016763-0.000757424j 0.00301759-0.000386229j -0.000929172+0.000736291j 0.00144122+0.00303787j -0.00115909-0.00270069j -0.000798136-0.000794138j -0.00458619-0.00316483j 0.000474414+0.000667183j 0.00112735+0.000676517j -0.00291329-0.00104875j 0.00137812-0.00272392j 
-5.68794e-05-0.00104211j -0.00136614+0.000697988j -0.00476291+0.000766111j -0.00172189-0.00271292j -0.00444115-0.00692616j 0.0032217-7.43674e-05j -0.00331247+0.00238973j 0.000381557-0.000878272j 0.00242011+0.00458159j 0.00197592-0.0015553j -0.000670151-0.00198075j -0.00411169-0.00180081j -0.00098717-0.00455138j -0.000444011+0.00166689j -0.000935487-0.000763348j -0.00348078+0.000350284j -0.00419866-0.00216661j -0.00285436+0.00119829j -0.000676972-0.00394376j 0.00461227-0.00390084j 0.00104341+0.00171084j 0.00345768+0.00288506j 0.000901147-0.00433331j 0.000855979-0.00520034j -0.00331288-0.000496889j 0.00393006-0.00144586j 0.00169706+0.00177964j -0.00103062-0.00178725j -0.00287069-0.0048585j 0.00171003-0.000526704j -0.00213928-0.000354776j 0.000243952+0.000447474j -0.00551823-0.00426303j 0.00503962-0.00553888j 0.00363833+0.00292837j 0.00202098-0.000677776j 0.00359514+0.00177478j 0.000388595+0.000280735j 0.000900441+0.000124871j 0.000223534-0.00236266j 0.000619171-0.000782357j -0.00643053+0.000250271j -0.00197373-0.00118521j 0.000699288+0.00469641j 0.00181081-0.000626811j -0.00111708+0.00362333j 0.00220694-0.00509726j -0.000262285-0.000156565j 0.000524935-0.0017973j -0.00441262-0.00103083j 0.00217288-0.00355485j -0.00292095+0.000764794j 0.0021175+0.00205881j -0.00339383-0.00286334j 0.00490253+0.00153897j 0.00394374+0.00106862j -0.00179432+3.18336e-05j -0.00108737+0.0024843j 0.000919555-0.00273041j -0.00380926+0.000739297j 0.00396672-0.000193902j 0.000707768-0.00197996j -0.00112859-0.00239805j 0.000857403+0.00283069j 0.0024977-0.00181467j 0.00250853-0.000224803j -0.00110516+0.000171897j -0.000902878+0.00240269j 0.00163088-0.00088872j 0.000102991-0.00272252j -0.000221634+0.00161094j -0.00138599-2.95419e-05j 
0.00178335-0.00147953j -0.00148223-0.00164284j -0.000610098+0.00137804j -0.00066878-0.00113425j -0.00145884+0.00140432j 0.000118038-0.000269456j -0.00212886+0.0017221j -0.000198697-0.00213318j 0.00163798-0.00165025j -0.00282161-0.00209229j 0.000608692-0.000300388j 0.00129805+0.000767504j -0.00374759+0.00275034j -0.00293407-0.00226013j 0.00367508+0.00219429j 0.00376785+6.83372e-05j -0.00264919+0.00103429j 0.00061258-0.000678014j 0.000700232+0.00477325j -0.0017808+0.00139626j -0.00289116+0.00118826j -0.00198513-0.00621378j -0.00217454+0.00355022j -0.00140344+0.00775662j 0.00959057-0.00210229j -0.00266457+0.00511036j 0.00397072-0.000259186j 0.00557193-0.00244769j -0.00587031-0.00103311j -0.00232824-0.00193658j 0.00300754+0.00379315j 0.00145565-0.00646921j 0.00535321+0.000982547j -0.00337119+0.00662727j 0.000574829-0.00381512j -0.00325013+0.00302688j -0.00189416-0.000973124j -0.00201037+0.000417844j 0.00153571-0.00308065j -0.00640294+0.00097287j -0.000675146-0.00173588j 0.00346485-0.00199796j 0.00126391-0.000273753j -0.00190282-0.00578611j -0.000740215-0.00126393j -0.00341574+0.000454188j 0.00149819+0.000870715j -0.0036009+0.000219152j -0.00297473+0.00301757j 0.000589679-0.000170699j 0.000245101+0.000224763j -0.00169695+0.000451069j -0.00278026+0.0017695j 0.00290241+0.00235032j -0.000975804-0.00170869j 0.00033745+0.00266972j 0.00202716+0.000464528j 6.77552e-05-0.000369725j 0.0025187+0.0014433j 8.3438e-05+0.000254217j -0.000803275-0.00244833j 0.000665892+0.000427396j -0.000641331+0.00314908j -0.00158334-0.00064061j -0.002864-0.000131774j -0.001719-7.73495e-07j 0.00177757-0.00206624j -0.00127806+0.00166811j -0.00201602-0.001496j -0.00161105-0.000880158j -0.000834616-0.00101381j 0.00119567-0.00113047j 
-0.00202149-0.000142122j 7.02288e-05+0.00164823j -0.000343014+0.00160015j -0.000791698+0.000226432j 0.000711989+0.0018645j -0.000566036-0.000783177j 0.00229948-0.00208976j 0.00112527+0.00038486j -0.000246002+0.00198624j 0.00334286-2.36232e-05j -0.000448597+0.00161744j -0.000260794-8.51885e-05j 0.00253071+0.000630096j 0.00110786-0.00311838j -0.00274449-0.00211887j -0.000875997+0.00108531j 0.00590071+0.00265866j -0.00059836+0.000104407j 0.000767122-0.00132341j -0.00215603-0.0026839j 0.00135459+0.000360463j 0.00220896+0.00557003j 0.00463412+0.00418655j 0.00279343-0.00165575j -0.00759834-0.0012336j -0.00256827-0.00336898j -0.00268861-0.00238264j -0.00098341+0.0046011j 0.00620384+0.00077641j 0.00147024+0.00524144j -0.00193357-0.000664402j -0.00409358+0.00393996j 0.0034784-0.00232733j -0.000714066+0.000155716j 0.00117675+0.00161929j 0.000368596-0.00202405j 0.00315006-0.00152953j -0.000368751+0.000398911j -0.00446904+0.000909619j 0.0033724-0.00027082j 0.0012152+0.00123754j 0.00232496+0.00142306j -0.00141474-0.00430397j -0.00206989+0.00194603j -0.0052918+0.000630605j 0.00365497+2.00982e-05j 0.00125649+0.00171016j 0.00239095-0.000352777j 0.00353137+0.00193099j -0.00177886+0.000552643j 0.0016816+0.00351226j 0.00245957+0.00168417j 0.00223843-0.00282423j 0.00279431+0.000711728j 0.00136226+0.00112083j -0.00151801-0.0042499j -4.0362e-05+0.00174949j -0.00299359+0.0050088j -0.00382074-0.000931232j 0.00223209-0.00116871j -0.00187294-0.0012537j -8.91878e-05-0.00203327j 0.000133224-0.00129133j -0.00172458+0.000237788j -0.00105346+0.00215122j 0.000481884-0.00011039j -0.00318045+0.00232525j 0.00455668+4.30323e-05j 0.000958849+0.00151572j 4.18339e-05+0.00156027j 0.0017317-0.00010729j -0.000334729+0.00185058j 
0.00308255+0.00442683j 0.00409636-0.00244433j 0.00134261-0.00102278j -0.00138542-0.000926071j 0.00427741+0.000273797j -0.00165952+0.00652157j -0.00593794+0.0017575j -0.0028863-0.000451993j -0.00269148-0.00122888j 0.0016685+0.00375804j 5.81659e-05+0.0066114j 0.00305745-0.00205868j -0.00120327+0.00244167j 0.000566482+0.00145651j -0.00183845+0.00105785j 0.00205322-0.000841112j 0.00206224-0.00184295j 0.00030453+0.000639063j -0.000828722-0.000851289j 0.000884955-0.0023749j 0.000287242+3.33519e-05j 0.00210397-0.00351532j -0.00129838-0.00249243j -0.00107517-0.00228505j -0.00377156-0.000876037j -0.00307006-0.00365715j -0.00413531-0.00250955j -0.000226444+0.00187219j 0.00331351+0.00119666j -0.00144172-0.000495274j 0.00223693+0.00120342j -0.00112338-0.00172905j -0.000643696+0.00373982j -0.00123641-0.00184453j -0.000785822+0.000305008j 0.00218199-0.00276172j -0.000169927+0.00125609j 0.00129265-0.00024429j -0.000323189-0.00160807j 0.00103515+0.00144643j 0.000937043-0.00142398j -0.00355821+0.0031203j 0.00510386+0.00224441j 0.000762576-0.000914633j 0.00349218-0.000479152j -0.000593645+0.000670075j -0.00402616+0.000212393j 0.00145588-0.000946703j 0.00231667-0.0041846j -0.000236763+0.000497173j -0.00120208-0.00094168j 0.00168657+0.000481888j 0.00104716+0.00329016j -0.00438884+0.00112399j 0.000687141+7.33804e-05j 0.00254921+0.00366626j -0.00625486-0.00140215j 0.000908121-0.00450817j 0.00134879-0.000192748j 0.0017529-0.000407221j -0.00410762+0.000937131j -0.000532442+0.00435544j 0.00173132-0.00380943j 0.00283409+0.00110327j 0.00197112-0.00156328j -0.00157641-0.000908153j -4.73989e-05+0.00505215j 0.00113867-0.00298159j -0.000190435+0.00066408j -0.000456239+0.000298376j -0.00164527+0.00133991j -0.00109093-0.00127558j 
0.0022761+0.00241735j 0.00264518-0.00177918j -0.000810381+0.00301426j -0.00248464-6.09548e-05j -0.00236238+0.00400378j -0.00161865+0.000361607j -0.00624849+0.00488863j -0.00215039-0.000435231j -0.00137398-0.00031832j 8.83466e-05-0.00437351j 0.0068011+0.00282996j 0.00286768+0.00770182j -0.0028355-1.59115e-05j -0.00407619-0.000773818j -0.00435958+0.0056532j -0.00543126+0.00112476j 0.00232526-0.00325487j -0.00508593+0.00320586j -0.00120088+0.000448906j -0.00386817-0.00748366j 0.00850883+0.0036777j 0.00321711+0.00754741j 0.00311455+0.0014185j 0.00238223-0.00436677j -0.00326911-0.00663453j -0.009131-0.00370746j -0.00364549+0.000243553j 0.000647625+0.00304431j 0.00158399-0.0019115j 0.000730323+0.00520777j 0.000580604+0.00313669j -0.00235433-0.000789528j 0.00464922+0.00143301j -0.00415227+0.00528032j -0.000526761-0.000106826j -0.00165685-0.00345155j 0.00362374+0.00484711j 0.000369613-0.00298397j -0.00111191-0.0040979j -0.00306554-0.00454887j 0.00226686-0.0025385j 0.0053281-0.0018438j 0.00413849-0.00425275j -0.00590078-0.00230383j -0.000997126-0.00636654j -0.00308051+0.0037662j 0.00220363+0.0048642j -0.0056622-0.00246575j 0.000430653-8.11114e-05j -0.00124265-0.00268557j 0.00179709-6.50758e-05j 0.00212728+0.00036172j 0.00223297-0.00138289j 0.000160296-0.00194198j -0.000993787+0.00413375j 0.000427521+0.00112223j 0.00250136+0.00181674j -0.00278033+0.00274309j -0.00530797-0.00215763j 0.00034027+0.00124282j -0.00132575-0.00144478j 0.000745395-0.000125272j 0.000477481+0.00065615j 0.000328664+0.000426949j -0.00237312-0.00168354j 0.00203091-0.000377927j 0.000505094-8.23633e-05j 0.000685463+4.24897e-06j -0.000138665+0.00112097j -0.000340172-0.000681701j 0.000109051+0.00144492j -0.00134424+0.000144145j 
0.00513438+0.00102271j 0.00146464-0.00517786j -0.0018955+0.00391638j 0.0015708-0.00460315j 0.00122332+0.00734906j 0.00735626+0.00427206j 0.00190085+0.00832399j 0.000210219-0.00431642j 0.00394778-0.00360731j -0.00199948+0.00349003j -0.00187243+0.00912193j -0.00361965-0.00671511j -0.00393771+0.004315j -0.00471986+0.00787541j -0.000244421-0.00200024j 0.00559508-0.00349744j -0.00762206+0.00310594j 0.00238547-0.00173563j 0.00635435+0.00255044j 0.00305914+0.000214919j 0.00304227+0.00159093j 0.000256508-0.00187483j 0.00109381-0.00174708j -0.00389387+0.00119482j 0.00665955-0.00219191j 0.000284564+0.00280115j -0.000308786-0.0040379j -0.000216691+0.00256465j -0.00290696+0.00246654j -0.00168509+0.00298172j -0.0049987-0.00174346j 0.00339531-0.000429892j 0.00553124-0.00554258j 0.000633545-0.00387867j -0.00099647-0.000283735j 0.00447263-0.00255985j 0.000716815+0.00295198j 9.48624e-05+0.00651044j -0.000135389+0.00193755j -0.000411123-0.00104647j -0.00207884+0.00074352j -0.00290697-0.00208411j 0.00347527+0.000559064j -0.00412625-0.0037571j 0.000644596-0.000576608j 0.00107379+0.00125312j 0.00374895+0.00328237j 0.0061791-0.00163163j 0.00407834+0.00171558j -0.00671557-0.000975725j 0.00185972+0.00317596j 0.000900853+0.0042913j 5.37643e-05+0.00464576j -0.000794572+0.00164224j 0.00197792+0.00181589j -0.00328895+0.00461408j -0.00235938-0.000855195j -0.001769+0.000350525j -0.000312583-0.00235066j -0.000344315-0.00181862j 0.000543469+0.00128458j 0.00159264-0.000269636j 0.00139111-0.000580487j 0.00068442+0.00132379j 0.00131713+0.000143926j 0.00329775+0.000424253j -0.000363495-0.000341416j -0.000218925-0.00392476j 0.00242508-0.00029642j -0.00147883-0.000818926j -0.00141196+0.00161435j -0.00184823-0.000933612j 
-0.000629515-0.000588506j -0.000576309+0.000898785j 0.0005853-0.000328554j -0.00186485+0.00303544j -0.00278699-0.00289212j -0.00204613+0.000235175j 0.00220158-9.47485e-05j -0.00124381+0.00525203j 0.00124156-0.000307395j 0.000774208-0.000350091j -0.00344598+0.00158045j 0.00150665+0.00126759j -0.00166487+0.00110627j -0.000805068-0.00257526j -0.000309994-0.00116328j -0.00374051-0.000634117j -0.00010529-0.000963515j -0.00318272-0.00203597j -0.000621248-0.00613051j -0.0010069-0.000713334j 0.00505338+0.00148061j 0.00305102-0.00118908j -0.00171548+0.00207026j 0.00366184-0.00278466j -0.00269065-0.00071307j -0.00578887+0.0039517j 0.00422425+0.000474198j 0.000341496+0.00351723j -0.00276281-0.00140119j -0.00101858+0.00357698j -0.00257993+0.00164452j -0.00158851-0.0038959j 0.000501757-0.00475172j 0.0023117+0.00276169j 0.00296756+0.00183111j -0.00186311+0.0019344j 0.00084318+0.000603088j -0.0024864-0.00418146j 0.00654723-0.00248951j 0.00254553+0.00272899j 0.000429145+0.00193724j -0.0055162+0.00465579j 0.000437216+0.00174119j 0.00297682+0.00195169j -0.00126773+0.00176403j -0.00245535-0.00036549j 0.0039295-0.00489448j -0.00218993+0.00222768j -0.00268732+0.000298177j 0.00208446+0.0100293j 0.000542727+0.00116947j -0.00120613-0.00453515j 0.00688415+0.0018143j -0.0038395+0.00471837j -0.000700916+0.00337086j -0.000569633-4.71845e-05j -0.000961123-0.00135562j -0.00151403-0.00474465j 0.0036979+0.0024716j 0.000489896-0.00304833j 0.00202917-0.00177479j -0.00366356-0.00331437j -0.000464601-0.001841j -0.00399118+0.00216722j 0.00150889+0.000288755j -0.00308507-0.00296142j -0.000646501+0.00238655j 0.00069588-0.00613585j 0.00205334-3.55423e-05j 6.60647e-05+0.00117057j -0.000550719-3.09383e-05j -9.57176e-05-0.000230806j 
-0.00331392-0.000234552j 0.000527756+0.00264435j 0.00472886+0.000846356j 0.00183839+0.00321078j 0.00472088+0.00516782j 0.00304788+0.00536096j 0.00213996-0.00279187j 0.00666832+0.00209218j 0.00487836-0.00421536j -0.000400942-0.000636056j -0.00401942+0.00453373j -0.00148493-5.89059e-05j -0.0015107+0.000276213j 0.000981748-0.00564536j 0.00275348+0.00108575j 0.00463246+0.000500691j 0.00292981+0.000908092j 0.00411128-0.0069114j 0.00115055+0.00250665j 0.00406311+0.000178661j -0.00575603-0.00261814j -0.00110164-0.00389401j 0.00327243+0.00364409j 0.00431973+0.00805446j 0.00254339-0.00259106j -0.00276936+0.00140851j 0.00707943-0.0021013j 0.0102676-0.000434063j -0.00407762-0.00228003j -0.00295129-0.00143979j 0.00175579+0.00549781j 0.00141137-0.00275157j 0.00760767-0.00715679j 0.0008398+0.00321808j 0.0080993-0.000108016j 0.00106356-0.000174801j 0.0027114-0.00153141j -0.00227324-0.00210886j -0.00478982-0.0048094j -0.00249406+0.000530915j -0.00360751-0.00415782j -0.00671328+0.00255894j -0.00217937-0.00322503j 0.00431925-0.00141062j -0.000782522+0.00040484j -0.000950906-0.00132136j 0.00395225-0.00205841j 0.000676695+0.000117326j 0.00242487+0.00651204j -0.00525526+0.00425082j 0.00580179-0.0019699j 0.000684225+0.00462205j 0.00281593+0.00575348j 0.000797899+0.0016153j 0.00163495-0.000625526j 0.000989999+0.000150232j -0.00433944+5.13973e-06j -0.00096635+0.00528768j -0.000713033-0.000463822j -0.00132568-0.000913056j 0.00245385-0.00138534j 0.00071289-0.00347992j -0.00281445-0.00648775j -0.00478943+0.00122821j -0.000821243+0.00231927j -0.00409346+0.00155876j 0.00109781+0.00131965j 0.000371036+0.00408818j -0.00103955+0.00151896j 0.00140273-8.04922e-05j 0.000882923-0.000349308j 0.000610623+0.000270209j 
0.00374998+0.00297058j 0.00281415-0.00327818j -0.000283134-0.00428909j 0.000344123+0.000825568j 0.000696021-0.00421433j -0.00418652-4.9614e-05j -0.000369649-7.25975e-05j -0.00279372+0.00481937j -0.00111983+0.00205206j -0.00142298-0.00151198j 0.00276537-0.00649949j 0.000725467+0.0013912j -0.00379743-0.00162684j 0.000461205-0.00515318j -0.00152197+0.00182932j -0.0017651+0.00126408j -0.00130144+0.00226964j -0.00139027+0.00550929j -0.00146717+0.000827823j -0.00363728+0.00186705j 0.00262833+0.00147683j 0.000207693+0.00452423j 0.00416655+0.00391314j 0.00161919-0.00135006j -0.00103653-0.00448962j 0.00299455-0.00487521j -0.00217392-0.00109062j 0.000437896-0.00379335j -0.0029159+0.000166117j -0.00292752+0.0048354j 0.000211264+0.000109256j -0.00470988+0.000930588j 1.63043e-05+0.00150658j -0.00253686+0.000843627j -0.000121142-0.00150083j 0.000244543+0.00333472j 0.00670817-0.000149071j 0.00313628-0.00037837j -0.00213586-0.00139994j -0.00260635+0.00111267j 0.00272173-0.00284653j 0.0107368-0.000877494j 0.00239358-0.0087321j -0.00158813+0.00149838j -0.00443497-0.000959881j 0.00231789+0.00717925j -0.00138769+0.000865384j -0.00526923-0.00163214j -0.0011965+0.000150335j 0.0032309-0.00208713j -0.000542604+0.00611504j 0.000480477+0.00210998j -0.00217215-0.0069583j 0.00796009-0.00104065j 0.00205599-0.0028074j 0.00228137-0.00213913j 0.00200256-0.00176779j -0.00478422+0.00499254j -0.00480718-7.64831e-05j 0.0027715-0.000132976j -0.0060901-0.00214605j 0.00101838+0.000729979j 0.00225364+0.000369161j -0.00247551+0.000867551j -0.00271478+0.00487315j -0.00170867+0.00178632j -0.00064049-0.000749024j 0.00362986+0.00126892j -8.14437e-05+0.0015631j -0.0026155-0.0011572j 0.0010537-0.000703253j 0.000452045+0.000668101j 
-0.00101327-0.00231171j -0.00239842+0.00092194j 0.00144906+0.00351314j -0.00227869+0.000933179j 0.000412171+0.00106476j 0.00113125+0.000119504j -0.00304554-0.00102868j 0.000109426-0.00598983j -0.00469254-0.000637936j -0.000468751+0.00150329j 0.00390528+0.000559837j 0.000464228+0.000468397j 0.00399627+0.00374065j -0.000432696+0.00120924j -0.00174707+0.00131498j 0.00173251+0.000244645j 0.00252182-0.00111998j 0.000412887+0.000301089j -0.00163686+0.00172941j 0.000694982-0.00270319j -0.00140853-0.00271627j 0.00190481+0.000417305j -0.00125729-0.00215165j -0.000373548-0.00133609j 0.00169069+0.000225548j -0.00122105-0.00225905j -0.0026582+0.0024864j -0.00293966+0.0010873j 0.00445275+0.000195652j 0.00197657-0.00307979j -2.76258e-05-0.000149609j 0.00292611+0.00176238j -0.000276189+0.00622932j -0.00194515+0.00118835j -0.00222456-6.53801e-05j 0.000440675-0.00211688j -0.00341438+0.00151989j 0.00230918+0.00311896j 0.000483022-0.000430803j -0.000105894-0.00188269j -0.0016436+0.00110323j -0.000144651-0.00158865j 0.00060092+0.001664j -0.00103457-0.000492514j 0.000494605-0.00176366j 0.000790262-0.00289779j -0.00267004+0.00455468j 0.00251794+0.000662423j 0.000497691-0.00252069j -0.000687332-0.00316683j -0.00250757-0.00455481j 0.00032093-0.000174515j -0.00421988+0.001617j -0.00318934-0.00199953j -0.00150348-0.00145532j 0.00256597+0.00068942j -0.00117683-0.000438049j 0.00366274-0.00312929j 0.00124733+0.000550754j -0.000298576+0.00323956j -0.00161045+0.00146157j 0.000325067+0.00511474j 0.00113772-0.000588706j 0.00392084-0.00276847j 0.000470293-0.00232885j 0.00194412+0.000672043j 0.00173504-0.000118077j -0.00306591+0.000973661j -0.001155-0.000453316j 0.00202639+0.000761849j -0.00182007-0.00165937j 0.00201161-0.00161368j 
-0.000635001+0.000943339j 0.00137099+0.00116147j -0.0057195-0.00044421j 0.00256513-0.00673196j -0.00178864+0.0105833j -0.00362448+0.00212361j -0.00132826+0.00493324j -0.00274578+0.000717399j 0.00377298+0.000146379j 0.00178642+0.00235557j -0.00405092+0.00695046j 0.000814081-0.0044807j -0.00213995-0.00209318j -0.00194626+0.00909013j 0.00308358-0.00211365j -0.000588884-0.00281982j -0.00251682-0.00353565j 0.00031624-0.001665j 0.0052229+0.00188818j 0.00205937+0.00230814j -0.00304336+0.00104614j -0.0088153-0.00564301j -0.00154897+0.000609352j -0.00669182+0.00384955j 0.00281927+0.00280393j 0.00388109+0.0053336j 0.000621868-0.00436298j -0.00104005-0.00323184j -0.00116897+0.00144378j -0.00399934-0.00535321j 0.00709364-0.00340985j 0.000275241-0.00552732j -0.00299887-0.000961743j -0.000734425-0.00385852j -0.00163208-0.00210763j -0.000782759-0.00251541j -0.00123478-0.00128405j -0.00650055-0.0044915j -0.00519341+0.00364989j -0.000597666+0.00548605j 0.000133525-0.00403096j -0.000924218+0.00152834j 0.00191133+0.00291176j -0.000757104-0.00426395j 0.00558043-0.00446337j -0.00535366+0.00323326j -0.000716546+0.00105248j 0.00287295-0.00420587j 0.00162164-0.00253816j -0.00437993-0.00353765j 0.00142716+0.00173105j 0.0046015-0.000863018j 0.00736892-0.00183492j -0.00183143+0.000623039j 0.00309107+0.00507908j -0.00300622+0.00169941j -0.00165028+0.00159678j -0.00197226+0.00238164j -0.00582448-0.00444656j 0.0010257-0.000184659j 0.00430429+0.00381746j 0.000349436-0.00650417j -0.000444988+0.00149244j 0.0017428+0.00544302j -0.000383638-0.000920305j 0.000711443-0.00278304j -0.00146812+0.00166967j 0.00373057-0.00291319j 0.00363495+0.00213921j -0.000625259-0.00386088j 0.00229534+0.00516759j -0.00519153+0.00221855j 
