0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
0.00835132+0.00131732j 0.00100562-0.00788372j -0.00368973+0.00565667j -0.00340557-0.00228063j -0.00843982-0.00102994j 0.000585494-0.00238314j -0.00514911+0.0003429j 0.00305337-0.00800909j 0.000406426-0.0027957j -0.00338119-0.000413099j -0.00120523+0.00386316j 0.00119913-0.00159266j 0.00216806+0.00144174j -0.00669805+0.0033029j -0.000511501-0.00182842j -8.77004e-05-0.00155728j 0.00256815+0.000255148j -0.00195205-0.000170057j 0.0020516-0.00118604j 0.000109949-0.00716254j -0.00306408+0.0018827j 0.004538-0.00380644j -0.00344943+0.00320266j -0.000947994+0.000977868j 0.00337782+0.000186678j -0.00650104+0.00149391j -0.000722632+0.00012894j -0.00364224+0.00103813j 0.00131927-0.00151072j 0.00330794-0.000140954j 0.000674241-0.00158425j -0.000830771-0.00466669j 0.00373761+0.000734188j -0.00107919+0.00337249j 0.00472286-0.000174013j -0.00144316-0.00524867j -0.00138022+0.00227418j -0.00210784+0.00179691j 0.00162003+0.00180081j -0.000237292-0.00335632j -0.000363959+0.00191783j -0.00148971-0.000773912j 0.000425434+0.00123351j -0.00450995-0.00427341j 0.00109199-0.00229028j -0.00386714+0.00123899j 0.00497209+0.00186979j 0.00179534+0.000328119j 0.00245185+0.0017362j -0.00320945-2.95171e-05j 0.00297736-0.00356976j 0.00205712-0.00139083j 0.00113981+0.00581816j -0.0050462-0.000675591j 0.00191633+0.00171446j -0.000203447+0.00363693j -0.00221956+0.00180454j 0.00478019-0.000110092j 0.00179185-0.00210895j -0.00101215+0.00103528j 9.1444e-05-0.000998157j 0.00128248+7.23354e-05j 0.000345417-0.00170078j -0.00203955-0.00120388j 0.00258525-0.000799307j 0.00306975+0.00208234j 0.000673242-0.00013529j -0.00160833+0.00124633j -0.00263316-0.00330712j -0.00141798+0.0020714j -0.00162963-0.00225495j 0.00234563-0.00114206j 
0.00117426+0.000183177j 0.000540897-0.00111599j 0.00646113+0.000759142j 0.00033575+0.00951351j -0.00496029-0.000529776j 0.00565708+0.00317853j -0.00270854+0.00726671j 0.000628411+0.00173419j 0.00189851+0.000565119j -0.000125598-0.00115481j -0.00774842+0.00145336j 0.00326545+0.00459434j -0.000756946-0.00100025j 0.00231156+0.00183058j 0.00539165-0.00222779j -0.00589889+0.00757948j -0.00303299-0.0047229j 0.00301894-0.00538515j 0.000981854+0.00222284j 0.00721715-0.000690549j 0.00103814-0.00724692j 0.000362919+0.000467747j -0.00195229-0.00223838j 0.00207956+0.00321702j -6.47264e-05+0.0056497j 0.00443467+0.00505085j 0.00105229-0.00231869j 0.000399648-0.00503412j -0.00478907-0.00358687j -0.00961075-0.00360287j 0.00106497-0.00130861j 0.00393612-0.00206584j -0.00237562-0.00139569j 0.00117046-0.000894275j -0.000128854+0.000533629j 0.0012306-0.00212581j -0.00135142-0.00181441j 0.00495785+0.000670193j 0.00272024-0.00301307j 7.53016e-05-0.00166386j -0.000772981-0.00195272j 0.0015909-0.00120001j 0.00123109+0.00232301j -0.000311934-0.00590974j 0.00539155+0.00238044j -0.00454578-0.00312337j 0.00319318+0.00296871j -0.00600587-0.00132096j -0.00242881+0.00326339j -0.00234412+0.00733061j 0.00421986-0.00127331j 0.00117288-0.00143353j -0.00404156+0.00281963j 0.00247+0.00203439j -0.000896747-0.0022031j -0.0040652+0.00517198j -0.00171013+0.0014019j 0.00387742+0.00348248j 0.000689889+0.00345084j -0.000394319-0.0031417j -0.00572099-0.00567322j -0.00251729+0.00463458j 0.00132001-0.0031388j -0.0035857-0.00300303j -0.00239184-0.00103822j -0.000342075+0.000872002j 0.00214051-0.000900914j 0.00163689+0.000102723j 0.000534464+0.00178508j 0.0017554-0.00175311j 0.00226535+0.00225547j -0.0022289+0.0019635j 
-7.90598e-05+0.00350311j 0.0037185-0.00012287j 0.0020923-0.0015736j 0.00253935+0.00122063j -0.00036298+0.00450469j -0.00115535-0.000851743j 0.00148327+0.00178018j -0.000524502+0.000635088j -0.000173379+0.00181515j 8.00821e-05+0.00146446j -0.002331+0.00037666j 0.00242104-0.000565396j -0.0028556-0.0034063j -4.90019e-05-0.000868266j -0.000454673-0.00240108j -0.000995066-0.00167111j -0.00426296-0.00229995j -0.00236722+0.00226614j 0.00282803+0.00334004j 0.00478457+0.00161176j 0.00394359-0.00332595j -0.0050216+0.0066541j 0.000305066-0.00112799j -0.000772392-0.00102315j -0.00137393-0.000217178j 0.00458637+0.00207678j -0.00227533-0.00158755j 0.00118589-0.000833046j 0.00149457+0.00513646j -0.00355202+0.00252887j -0.00136734+0.000153193j -0.000771199+0.00139996j -0.00423336-0.000101438j 0.000995367-0.00379994j -0.000751082-0.00131501j -0.00114688-0.00309631j 0.00537079-0.000877923j 0.00162463-0.00450584j -0.00244062+0.00145115j 0.000718781-0.0011036j 0.00292483-0.00408252j 0.00537359+0.00632126j 0.00174008-0.00354661j 0.00164584+0.00834184j -0.000981609+0.00367576j 0.00268638+0.00804553j 0.000273379+0.000428422j 0.00721077-0.00340365j 0.003836+0.000288694j 0.00214991-0.00693643j -0.00170034+0.00634585j 0.00143016+0.00412239j 0.00745099-0.00535577j 0.00263576+0.00143887j 0.00203776+0.0037751j 0.000120753+0.000787468j -0.00258892-0.00183435j -0.00322153-0.000839747j -0.00712881-0.00101138j 0.00755382+0.00226764j -0.00629927+0.00388j 0.00191168+0.00135478j 0.00241745-0.00171482j -0.00195014+0.00407095j -0.00120815+0.00529113j 0.000187039+0.00085767j -0.00139575-0.00134923j 0.00124465+0.000542986j -0.00380982-0.000331125j -0.00279307+0.00332431j -0.00380911-0.00382965j 0.00366977-0.00396972j 
-0.00581351-0.00498226j -0.00499184+0.00594833j -0.00335288-0.00484323j 0.0045534-0.00109647j -0.000758218-0.00608685j 0.00598788+0.0012855j -0.00300567+0.00241779j 0.00293011-0.00195616j -0.000611165+0.00227265j 0.000284551-0.00436613j 0.00623401-0.00401721j -0.00181815+0.00335797j 0.0041383+0.000501462j -0.000961786+0.000229166j -0.00292406+0.00160558j 0.00217562+0.000954937j 0.00309362+0.00356491j 0.00345409+0.00085054j -0.00424759+0.00210046j -0.00461908-0.00163448j 0.000763134+0.00572047j -0.000553005+0.00435722j -0.000876541-0.000136643j 0.00128068-0.000683327j -0.000856064-0.00072799j 0.00192117-0.00366382j -0.000997105+0.00415025j 0.000723394-0.00190544j -0.000489808+0.000717388j 0.00470677-0.00161136j -0.00279818-0.00504125j -0.00422166+0.00554556j -0.00234546+0.00130099j 0.00195896-8.028e-05j -0.0053026-0.000355065j 0.000992624+0.00140292j -0.00150911-0.00105438j -0.0038741+0.00523216j 0.00141196-0.00271067j -0.00384897-0.00452997j -0.00559297+0.00194961j 0.00290977-0.00231336j 0.000695593-0.00096589j -0.00150956+0.00030222j -0.000898678-0.00719727j 0.00118202-0.0012208j -0.0044429-0.00115841j -0.00587123+0.00505072j -0.00349707-0.00267658j 0.0014819-0.00123265j -0.00218717-0.000497491j -0.0029463-0.00109507j -0.000280739-0.005597j 0.00122775-0.00339465j 0.000338359+0.0025095j 0.0032225-0.00408723j 0.00428598+0.00238529j -0.000665442-0.00100305j 0.00338869-0.00130807j -0.00036156+0.000542634j 0.00445916-0.00221039j -0.00460198+0.000269276j -0.00181262-0.00193803j 0.00387874+0.000183198j -0.00293271-0.00462665j 0.00390497-0.00104542j 0.0010686-0.00203114j -0.00183548-0.00201951j 0.00195706+0.00156299j 0.00201461-0.000976563j 0.000390196-0.000968862j 0.00101187+0.000474192j 
0.000883276+0.00348214j 0.00380208-0.00133808j 0.0051939-0.000228609j 0.00163403+0.00219159j 0.00370144+0.0092771j -0.00242027-0.00385236j 0.00678838-0.000715069j -0.00359094+0.00369874j -0.00339431-0.00486538j -0.00258334+0.00451626j -0.000950417-0.000667338j -0.00359636+0.00172665j -0.00116711+0.00105942j 0.00432729-0.00281508j 0.00173259+0.00259292j 0.00139646+0.00422693j -6.71117e-05-0.00436592j -0.000494625-0.00144701j 0.0014081+0.00108891j 0.00313362+0.00206194j 8.0924e-05-0.00542956j -0.000996243+0.00146662j 0.00665995-0.00534451j -5.02707e-07+0.000414808j -0.00157169+0.000982091j 0.000768006+0.000332867j -0.00154784-0.00162228j 0.00175677+0.00301851j 0.00594497+0.00050687j -0.00310403+8.14176e-05j 0.000550587+0.00319327j 0.00730109+0.000183873j -0.0026122-0.000963176j -0.000807168-0.000251385j -0.00447268-0.000739281j -0.00127756-0.00377847j -0.00205108-6.77128e-05j 0.0028783-7.05247e-06j -0.00129262-5.10877e-05j 0.00299732+0.00405751j -0.0016966-0.00185186j -0.000502841-0.000775576j 0.000412746+0.00167341j 0.00109979-0.00240183j 0.0047094+0.00321099j -0.000492364-0.00470232j 0.000260848+0.00336591j -0.00443038-0.00214903j -0.00179913+0.00127j 0.00298548+0.00236782j 0.000934774-0.00407431j 0.00291632-0.000668388j -0.00518424+0.00283293j 0.00201793+0.00291337j -0.00590726-0.00341394j -0.000299739+0.00290259j -0.000169912+0.00170129j 0.00195822+0.000741969j -0.000788477+0.00561032j -0.0016581-0.00184339j -0.00586126+7.58445e-05j 7.91369e-05+0.00230377j 0.00137236+0.00158724j -0.00050107-0.00372114j -0.000799093+0.00103388j -0.00462021-0.00115742j 0.000521534+0.00214691j -0.00220588+0.00175776j -0.000485627-0.000953872j 0.000211513-0.000864778j -0.000146707+0.00029547j 0.000106026-0.000411382j 
-0.00319544+0.00066989j 0.00081966+0.00312267j -0.00133-0.00198882j 0.00188783+0.000513512j -0.00341795-0.00202668j 0.000592652+0.00134045j -0.00239313-0.000234274j 0.00482102-0.00118496j 0.000696379+0.000617466j 0.00212574-0.00155694j -0.000976599+0.0031296j 0.00505102+0.00301747j -0.0044757+0.00767825j -0.0078934+0.000106135j 0.004293+0.00015869j -0.000833345-0.00388887j 0.000461136+0.000687163j 0.000473288+0.00243108j 0.00166585+0.00156311j 0.00029767+0.00368587j 0.00460959+0.00310933j -0.0011523+0.00171479j -0.00533939+0.00264378j -0.0012319+0.00512074j 0.00643885-0.0008272j -0.00639011+0.00334721j 0.000768932+0.00101811j 0.000631745-0.000606438j -0.00446637+0.00239186j -0.0010526+0.00346002j -0.00128297+0.00305727j -0.00519147-0.00184946j 0.0076954+0.00611574j -0.00203117+0.00633175j 0.004347+0.00119991j -0.00194438-1.30066e-05j -0.0025211-0.000122745j -8.93462e-05-0.00326169j 0.00190088-0.00190262j 0.000693185-0.00173061j -9.18828e-05-0.00273591j -0.00125896-0.000678983j -3.06176e-05+0.00326864j 0.00197138+0.00302371j 0.00184824+0.00110342j 0.000732323+0.00416359j -0.00249427+0.00139433j 0.00391731-0.000120154j -0.00149724-0.00360398j -0.00487329-0.00346297j -0.00116715-2.54512e-05j -0.000231955-0.00139727j 0.00381795+0.000497883j -0.0064742-0.00364595j 0.00543323+0.00237811j -0.00110878-0.00189349j -0.00329212-0.00259961j 0.00132293-0.000220483j 0.00133668-0.00721008j -0.000249731+0.00367651j 0.00449718+0.00342667j 0.000460234+0.00289547j 4.80418e-05+0.00154951j 0.00714488+0.0028935j 0.000812403-0.00271619j 0.00350929+0.000309228j -0.00122471-0.00314138j 0.00134335+0.000486517j -0.000836411+0.00245612j 0.00135469+0.00138572j 0.00181429+0.00345762j -0.00376553+0.00168669j 
0.00357309+0.000630257j 0.000855662-0.00406483j 0.00519017+0.00254918j -0.000184191+0.00468075j -0.00136851+0.0035374j -0.000254621-0.00282898j 0.00304759-0.00299508j 0.00161187-0.000574118j -0.00114123-0.00419052j -0.00403297+0.00201554j -0.00142239-0.00168173j -0.00128102+0.000860442j 0.0036076+0.000659189j -0.00103323+0.00112009j 0.000406618-0.0003239j -0.000112421+0.000486548j 0.0033047+0.00135741j 0.000554055-0.002884j 0.00135643+0.00270625j -0.00153266+0.00175541j -0.00358461-0.00537565j -0.00143674-0.00106104j 0.000490641-0.000292059j 0.00132123+0.00227715j 0.00231135+0.00268473j 0.00076877+0.00263564j -0.00304308+0.000292786j -0.00189495+0.00148914j 0.00371238+0.00300706j 0.00132795+0.000821546j -0.00234842-0.000377053j 0.00418013+0.000928974j -0.00485819+0.000983787j -0.00261321+0.00298022j 0.000234511+4.29422e-05j -0.00554778-0.0033451j -0.00116117+0.00073077j -0.000863308-0.000830665j -0.00145281+0.00386012j 0.00313641+0.000890528j -0.00340686+0.00233861j 0.000388248+0.00150288j -0.000257583+0.000409185j -0.00093198+0.00307726j 0.00333474-0.00326514j -0.00111448-0.000463332j 0.00101129+0.00117352j -0.00236637+0.00115062j -0.00305365-0.002046j 0.00559779+0.00180497j -0.0020942-0.00607962j -0.000237737-0.00448248j 0.00208611-0.00109678j -0.00198096-0.00162117j -0.00339501-0.000718595j 0.00209926+0.000977066j 0.0012712+0.00266747j 0.00606573-0.000934315j -0.00221014+0.00221213j -0.00200867+0.00502924j -0.00165483+0.00328145j 0.000457911+0.00147726j 0.00167558+0.00279061j 0.00154768-0.0023825j 0.00311806-0.000545999j 0.00184623+0.000397149j -0.000538395-0.00289868j -0.00508334+0.00263997j -7.5733e-05-0.00345113j -0.0006863+9.64083e-05j -0.00275914-0.00435772j 0.00454886-0.00276091j 
-0.000604799-0.00409968j -0.00379548+0.000598505j -0.00259964+0.00296354j -0.00163785+0.000860015j -0.00167664+0.00271134j -0.00287249-0.000145881j 0.00336038+0.00024612j -0.00216413+0.00435356j -0.00370909+0.00143979j -0.00212298+0.00405521j -0.00277976-0.00497377j 0.000193099-0.00415332j 0.00427716+0.00337565j -0.000678492-0.00169488j 0.000882599-0.00124215j 0.000344108+0.000878031j 0.00232999-0.00123925j 0.00131601-0.00342093j 0.000397877+0.00107538j 0.00342445+0.00225373j -0.000123467-0.00410834j -0.00179745+2.02034e-05j -0.00158787+0.000499254j -0.000493076-0.000549136j 0.00142874+0.000416002j -0.000483921+0.0022559j 0.00268501+0.00320216j -0.00381141+0.000120588j 0.000334966+0.00130444j -0.000200628-0.00149032j 0.00137492-0.00193229j 0.000744286-0.00134683j -0.00403995+0.00130952j -0.000740374+0.000104569j -0.000140355+0.000516895j -0.00114319+0.000368163j -0.000264415-0.00082729j -0.00389635-0.00198183j -0.00142334+0.00267182j 0.0040847+0.0031784j -0.00391406-0.000558992j -0.00351773+0.000964301j -0.00108659+0.00222232j -0.000572448+0.000713313j -0.000727728-0.00483599j -0.000184147+0.00059614j -0.000512728-0.000779342j -0.00283389+0.00320798j -0.00309688-0.00412053j 0.0033796+0.00131796j -0.00339029-0.00375111j 0.000690547-0.00659584j 0.00254739-0.000168304j -0.0043068-0.00135673j -0.000933856+0.00152416j 0.0028797-0.00230591j -0.0011602-0.00139561j 0.00154788-0.00155932j 0.00127285-0.000591597j -0.00247541+0.00266383j 0.0037763+0.00263423j 9.82648e-05-0.000750878j 0.00051932-0.000479651j 0.00330236-0.00114086j -0.000169967-0.00278428j 0.0014863-0.00157177j -0.00153299+0.000482131j 0.000628063-0.00118181j 0.000246437+0.000495442j 0.00119687+0.00204402j 0.000817528-0.00256482j 0.00240233+0.000976866j 
-0.00428448-0.000349099j -0.000305626+0.0042651j -0.00455353+0.00132316j -0.00312016-0.00399676j 0.00196702+0.00225518j -0.00311615-0.00614947j 0.00329422-0.00103243j 4.24023e-05+0.000994205j -0.00673798-0.00127137j 0.00531182+0.000317919j 0.00466273+0.00552526j 0.00192085+0.00504662j -0.000383887+0.00156684j 0.00566684-0.00063186j 0.00159455+0.00148565j -0.00811346+0.00538153j 0.00155225-0.00332238j -0.00555022-0.000718285j -0.00121416-0.00561294j -0.00200966-0.00800931j 0.00171016+0.00367543j -0.00258555+0.00462195j -0.000124754-0.000635908j 0.000724572-0.00930653j -0.00919817+0.00245018j -0.00534906-0.00368721j 0.0020118+0.00230069j -0.00338449+0.00113814j 0.00366406-0.00728747j 0.00166894-0.00280331j 0.0120634-0.00324253j 0.00368531-0.00292794j 0.00351315+0.00342294j 0.0061857-0.00498638j 0.00102551-0.00188515j 0.00316695-0.000688315j -0.00563138+0.0048648j -0.00399411+0.000519109j 0.000118236-0.00434273j 0.00082592+1.61317e-05j 0.00385614+0.00065123j -0.00915428-0.000722756j -0.00487379+0.00383105j 0.00264017-0.00110078j 0.00258381+0.00360485j 0.00209258-0.00577135j -0.000719931+0.00296402j 0.0134224-0.00131379j 0.00777678+0.00409184j -0.00895185-0.00468313j -4.68226e-05-0.00288212j 0.00200841+0.00352207j -0.000885479+0.00647703j -0.00224359+0.0015541j 0.000794623+5.99329e-06j -0.000768783+8.9688e-05j -0.00268826-0.00198223j 0.00125212-0.00108983j 0.00207862-0.000732024j -0.00177318+0.000616892j 0.006613+0.00678729j 0.00093638-0.00602251j -0.00116462-0.000222707j 0.00189248+0.00363949j 0.000757954+0.00012186j -0.000324835-0.000947562j -0.0015379+0.000573116j -0.000285876+0.000708735j 0.00060707+0.00159326j 0.00173131+0.000206336j -0.00146744+0.000679049j -0.000652375-0.00157254j 
-0.00353515-0.000132476j 3.31204e-05+0.00302654j 0.0029693-0.000152342j -0.000871249-0.00026745j 0.00698961+0.00133848j 0.00378456+0.000772725j 1.38388e-05+0.000636725j -0.000899093-0.000902177j 0.000787247-0.00109148j 0.00409554-0.00424827j 0.00693506+0.00282569j -0.00342342+0.0081989j -0.00299143-0.00179621j 0.00561416-0.00321653j -0.00621395+0.00353845j 0.000963639+0.000848416j -0.00148151+0.000641033j -0.00349802+0.0018765j -0.00235519-0.000389207j -0.00570494-0.0027688j 0.00604368+0.00544134j 0.00166078+0.00386474j 0.00447168-0.00262226j 0.00426065-0.00623329j -0.00771224-0.00208874j -0.00373267-0.00641662j -0.00503272-0.000351294j 0.00276688+0.00391244j 0.00409454-7.60298e-05j 0.0023121+0.00488939j -0.0030675+0.00218431j 0.00457919+0.00362801j 0.00339415-0.00285194j 0.000893752+0.0012933j -0.004405+0.0002235j 0.00392125+0.000763035j -0.00216983+0.00261678j 0.00196836+0.00279004j 0.00493271-0.00288126j -0.00325779-0.00222948j 0.000790537+0.00353638j -0.00160839-0.0048669j 0.00098156+1.37207e-05j -0.000295047-0.00232824j -5.02215e-05+0.000957733j 0.00205149-0.00654058j 0.000377583+0.00161236j -0.00203194+0.00170899j 0.0013859+0.00284553j 0.00130612+0.00139063j 0.00127551+0.00144944j -0.00147705+0.00524864j -0.00565604+0.00320304j 0.00251486-0.000379201j -0.00718234-0.000644132j -0.0032002+0.00128549j 0.00470317+0.000609863j -0.00124683-0.00249987j 0.00315609+0.00380025j -0.00103699-0.00313282j 0.00205236-0.00290001j -0.00190226+0.00135777j -0.00330204+0.00250111j 0.00111847-0.00252553j -0.00244887-0.00234907j -0.00115169-0.00126295j 0.00275274-0.00169572j -0.00398478-0.00195823j 0.000403516-0.000359763j 0.00021996+0.00031313j -0.000324053+0.00039725j -0.000278417-0.000464381j 
0.00784287+0.00416433j 0.00378074-0.00799754j 0.0019826+0.000521596j -0.000836199+0.0014503j -0.00238324-0.0050977j 0.00259665-0.00680308j 0.0031549+0.000378469j 0.00112549+0.000187961j -0.000512415-0.00242745j -0.000371737+0.000154928j -0.0030073+0.00100156j -0.000956324+0.00390404j 0.00019361-0.00421222j 0.000875217+0.00109671j 0.0029866-0.00112747j -0.00631648+0.00137627j -0.000672745+1.31829e-05j -0.00317222-0.000726445j 0.000193101-0.00790712j -0.00015581-0.00570816j -0.000714007+0.00288938j 0.00277422-0.000348803j -0.00182277-0.00113293j 0.00172825-0.00108458j -0.00316544+0.00205341j -0.00318597+0.00245138j 0.00247963+0.000871134j -0.000373975+0.00174459j -0.00190407-0.00509428j 0.0039354+0.000674502j 0.000519917-0.00148819j -0.00122478-0.00346889j 0.000604154-0.00457628j 0.00573578-0.000554114j 0.00643354-0.000902905j -0.00243533-0.002801j -0.000470524+0.00301907j -0.000176268+0.00128779j 0.00574065+0.000368803j 0.00234644-0.00463153j 0.00255587+0.00323385j -0.00619546+0.00268509j -0.00388131+0.00340113j 0.0006863+0.00146224j 0.00100618+0.00521168j -0.00149041+0.000173795j 0.00791856-0.00569536j 0.00373907-0.00122737j 0.0020348+0.00547854j -0.00318533+0.00416472j 0.00274791-0.00293083j -0.00087283-0.00152743j 0.00307299+0.0062044j -0.00338439+0.00293137j 0.0012649-0.000591195j -0.000974819+0.00287311j -0.00133907+0.00286438j 0.00594325-0.00199171j 0.00292193+0.00146057j -0.000166385-0.00110204j 0.0034582-0.000652388j 0.000959949-0.00407498j -0.0014401-0.00271243j -0.00517342-0.00148028j 0.00190814+0.00097198j 0.000657068-0.000137317j -0.000327834-0.00186315j -0.00280773+0.0022804j -0.00376891-0.00399785j -0.0015902+0.00282854j -0.000408297-0.00517182j 0.00526305-0.000292603j 
-0.00301922+0.000767512j 0.000903458+0.00312898j -0.0026104-0.00265765j 0.00241431-0.00297726j 0.00552352+0.000849128j -0.000704132+0.00445262j 0.00154521+0.000551493j -0.00118137+0.00570149j -1.9175e-05+0.00375973j 0.00182558+0.000772335j 0.00056574-0.00346987j -0.00232503-0.00291012j -0.00170101+0.000529286j 0.00438132-0.00604047j -0.000864414+0.00292366j 0.00422382+0.00233078j 0.000570395+0.00249728j 0.00096589-0.00109903j 0.000668551+0.00266088j 0.00101206+0.00317182j 0.00253167-0.00189303j -0.00185719+0.00315287j 0.00194537-0.000767553j -0.000963646-0.000176051j -0.00380358-0.00240702j 0.00038499-0.00196333j -0.000313534+0.00146218j 0.0032921+0.000198682j 0.000583088+0.00555983j 0.00105112+0.00320208j 0.00144766+0.00244201j 0.000907007+0.00156079j -0.000168764-0.00249189j -9.43502e-05+5.44228e-05j -0.00275915+0.000165881j 0.00473168+0.000613686j -0.000104679-0.000985927j 0.0013641+0.000312991j -0.00116564+0.00105388j -0.00136257+0.00157389j -0.00315636-0.00214778j -0.00486303-0.00339696j 0.000218087+0.0025458j 0.00118791+0.00163492j -0.000924124+0.00164053j 0.00239299-0.00225172j -0.00170831-0.00180522j -0.00594427+0.00216698j -0.00373824-0.00124849j 0.00473636+0.00179191j -0.00124148+0.000983611j -0.00167216+0.000898604j -0.00420661+0.00393882j -0.000162048-0.000314038j -0.00489742-0.00130051j 0.00158303-0.00210164j 0.00058991-0.0028219j -0.00310257-0.00211129j 0.00545498+0.00215768j -0.00192586-0.00239302j 0.00158472-0.00125641j -0.00169663+0.000757658j -0.000162616+0.00062618j 0.00396185-0.00260258j -0.00215854-0.00134519j -0.00497093-0.0025087j 0.000900442+0.00455386j -0.00203115-0.00285243j 0.0018692+0.00245042j 0.00333442-0.000996991j 0.000877797+0.00251717j -0.00214932+0.00103317j 
4.24071e-05+0.00266462j 0.0028151-0.000473399j 0.00752804-0.000327271j -0.000476783+0.00672702j 0.00205706+0.00113677j 0.00164012+0.000733013j 0.00203471-0.00121945j 0.000974912+0.00106911j -0.00125581-0.00683632j -0.00227824+0.00121114j -0.0017369+0.00510714j 0.00183955+0.00543452j -0.00148694+0.00495112j -0.0019168-0.00182628j -0.000400841+0.000135207j -0.000276445+0.00119963j 0.0015201-0.00212297j 0.00104484-0.00316195j 0.000210059-0.000614808j 0.00122136+0.000392167j 0.00292326-0.000502616j 0.00338209+0.0032984j 0.00465402-0.00253578j 0.0067868-0.00333828j -0.000141706-0.00138791j -0.0028105-0.00282884j 4.84629e-05-0.00209439j 0.00114487+0.00422261j 0.00137898-0.00257504j -0.00555146+0.00269816j -0.00554375+0.00167612j 0.00478875+0.00132722j 0.00123741+0.000141281j 0.00230038+0.000201401j -0.000425967+0.00167886j -0.00148626-0.000935374j 0.000531368+0.00273919j 0.000324018-0.000123546j 0.001671-0.00699145j 0.00319624+0.000535707j -0.00195278+0.0015551j -0.000153968+0.00485198j 0.00444651-0.00221234j 0.0045643+0.00233755j 0.005509-0.00085241j 0.00119111-0.00174037j -0.00134743+0.00389719j 0.0031907-0.0011429j 0.00153604-0.000529224j -0.00287118+0.00372582j -0.00178055-7.90604e-05j 0.000323709+0.000532166j 0.00364072-0.00106384j -0.000830017+0.000688217j 0.000335136+0.00130168j -0.000458086+0.00132255j -0.00363518-0.00161483j 0.00165229-0.00128744j -0.00284393+0.00134226j 0.00245674+0.00196905j -0.00384279+0.00384206j -0.00101156+0.00354207j 0.00284418-0.00343061j -0.000310696+0.00183966j 0.00254444+0.00358612j 0.000455521+0.000555304j -0.00172072-0.00202538j -0.000160644-0.00151965j -0.000164454+0.00272578j 0.00115886+0.00193483j -0.00181718-0.000848614j 0.000582867-0.00194831j 
