0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
-0.00182766+0.000928374j -0.000869024-0.00198027j 0.00142861+0.00066392j 0.00127496-0.00249871j 0.00205246+0.00355677j 0.00593599+0.000266074j -0.000273186+0.00487314j -0.00323865+0.0032298j -0.00615374+0.00268995j 0.00161283+0.00134617j 0.00310751-0.00114681j -0.000780512+0.000727855j -0.00663366+0.000886616j -0.0026701+0.00648626j -0.00637087+0.00261519j -0.00253932+0.00219468j -0.00235413-0.00795708j -0.00088965+0.00745817j 0.00700545-0.00488584j 0.000757063+0.000603201j -0.00117768-0.00205462j -0.00259857-0.0055045j -0.00485525-0.000898399j -0.00253181-0.00342754j 0.00229848+0.00364487j 0.00102132+0.00237286j 0.00207049+0.00511256j -0.000587173-0.000232919j 0.000981472-0.00554907j -0.00431159-0.00077486j 0.00487207-0.00147122j 0.00170482-0.00113802j -0.00302933+0.00226674j 0.00125984+0.0058484j 0.0104335+0.00347912j 0.000167739-0.00294371j 0.00446493+0.00132221j -0.000502878+0.000169421j 0.00309716-0.00180318j 0.000452231+0.00673293j 0.00248857+0.00119406j -0.00148685+0.00100185j 0.00190819+0.00149902j -0.000322688-0.00220065j -0.00514465+0.000693989j 0.000167534-0.00283101j -0.00377191+0.0026586j -0.00185998+0.000336081j 0.00144176-0.00206823j -0.0021228+0.00084289j -0.000769435+0.00503188j -0.00197025+0.000160597j -0.00296919+0.00329747j -0.000904576+0.00313667j -0.000637837+0.00228295j 0.000415957-0.00111093j 0.00161679-0.00206909j -0.00324139+0.00253168j -0.000495677+0.000791448j -0.00384317+0.00202863j -0.00671634+0.00312487j -0.000370625+0.00592085j 0.000845442-0.000863424j -0.0018296-0.00416078j -0.000856666-0.00127204j -0.00203619+0.000477031j -0.00137382-0.00318476j 0.000717788-0.00204783j -0.00185961+0.000472274j 0.000971626+0.000238938j -0.000570573-0.000190345j 0.00098959-0.000537923j -0.00193359-0.000670545j -0.00140656+0.000112785j -0.000638542-0.00131543j -0.00225016+0.00276235j 0.00265262+0.00249661j 
-0.00673717+0.00559493j -0.00535411-0.00683956j -0.00267249-0.00253875j -0.0034169+0.00127377j -0.00014234-0.00256337j 0.00519636+0.000166119j 0.00100684+0.00931654j -0.00450649+0.00387116j -0.00235042+0.00237863j 0.00360446-0.00276252j -0.00148414+0.000325451j 0.00189508+0.000208994j -0.00268441+0.00915905j 0.00765324-0.00133052j -0.00508925+0.00300649j -0.00476181-0.0045115j 0.000272797+0.00557633j -0.00262926+0.00133899j -0.00189168-0.000763166j 0.000847746+0.00259098j -0.00495174-0.00101549j 0.0045627+0.00197009j 0.00445365-0.0066922j 0.000964337-0.00543562j 0.0011887+0.00746015j -0.0016378-0.00721159j 0.00279844+0.00190246j 0.00501654-0.000975508j 0.00605215+1.87106e-05j -0.00216501-0.00271596j -0.00224502+0.0032181j 0.00225157-0.00215581j -0.000336046+0.00245584j -0.00283594-0.00451939j 0.00132685-0.00248662j 0.000732925-0.000136287j -0.00223333+0.000807644j -0.00815211-0.00214949j 0.00149044+0.0022495j -0.00281879+0.00394388j -0.0014202-0.00120002j -0.000619021+0.000614155j -0.00283626+0.00338901j -0.000558016-0.000745529j -0.000722989-0.00162645j -0.000340085-0.000174129j 0.00199527-0.00137555j 0.00265973+0.00186165j -0.00473649-0.00109015j -0.00315929+0.000672183j -0.000197498-0.00417682j -0.00300146+0.00148649j -0.000857232+0.0010652j 0.00194255+0.0033035j 0.00248182-0.00095656j -0.0066127-0.000154552j 3.91002e-05-0.00284022j -0.00132642+0.00414765j 0.00739462+0.00449278j 0.00184007+0.00552846j 0.00234598-0.00458539j 0.00158925+5.12251e-05j -0.00356192-0.00148934j -0.00323964+0.00183548j -0.00292748+0.00457958j -0.00318454+0.00112543j -0.00145064+0.000454825j 0.000429301+0.00101902j -0.000880212-0.00374915j 0.0106889-0.00180835j 0.00292938+0.0065301j -0.00113831+0.00331432j -0.00187697-0.000202276j 0.00562318-0.00132618j 0.000814678+0.00662843j -0.000622475+0.00731933j 0.00727077+0.00106188j 
0.000455017-0.000487127j 0.000236139+0.000220382j -0.000381567+0.00170777j 0.00217737+0.000693188j 0.000912156+0.00266397j -0.00293585-0.00220219j 0.000629496-0.00596151j 0.00413546-0.00160389j -0.00226501-0.0010727j -0.00019551-0.00492839j -0.00360533+0.000681385j -0.00110013-0.00243614j 0.00459623-0.00121522j -0.00338426+0.000381304j 0.000220028-0.00157061j 0.00408943+0.00434566j -0.00262432+0.00420862j -0.00244398-0.0013875j -0.00639668+0.00173288j -0.00199921-0.00023308j 0.00153932-0.00136246j -0.0014187+0.00280498j -0.000694518+0.00131769j -0.00156899+0.0047808j 0.00254536-0.000304512j -0.000616927+0.00115997j -0.0010355+0.00104291j -0.00336036+0.00113254j -0.00275566-0.000214253j 0.00169785-0.000749634j -0.00148647-0.000733101j -0.0026358-0.00140538j 0.00232225-0.00166273j -0.00126377-0.00249348j -0.00177182+0.0014478j 0.00140743+0.00366828j -0.00391927-0.0019955j 0.00487736-0.00181538j -0.000244162+0.00192622j 0.000100473-0.000114585j 0.000586646+0.00263874j -0.00401507-0.00240723j -0.000637041+0.000355395j -0.00248838+0.00134094j 0.00185162+0.00106175j -0.00199135+0.00302797j 0.00232726+0.00179196j 0.000211942+0.00105576j 0.000379456-0.00115225j 0.00223428-0.00131602j 8.52964e-05+0.00188473j 0.0017295-0.00151816j 0.00311949-0.00156598j -0.000350411-0.00101636j -0.00102306+0.00160752j -0.000966988+0.00191556j -0.000158146+0.00238968j 0.00325988+0.000680791j -0.000815662+0.00235835j -0.000573176+0.000958147j 0.00108401-0.00249236j -0.00398989+0.000533291j -0.000868117+0.00137045j 0.000749733-0.00171358j -0.00166642-0.00169988j 0.00115775-0.000552065j 0.00121129+0.000377275j 0.00145725+0.00144759j 0.00106856+0.000303944j -0.00154297-0.00150398j -0.000148112-0.00275208j 0.00156036-0.00122883j -0.00183908+0.0025004j -0.00280906-0.000227251j 6.34923e-05-0.00190218j 0.000192838-0.00126493j -0.00103979+6.06397e-06j 
0.00728483-0.00321391j 0.00364482+0.00750341j 0.00263533-0.00417248j -0.0061415-0.000965959j 0.00120256-0.00587877j -0.00342807-0.00617859j 0.00164378+0.00134285j 0.00359744-0.00416062j 0.00466905+0.00776011j -0.00991466+0.002321j -0.00153974-0.00499048j 0.00362236-0.000654678j 0.00281711-0.00756844j -0.00038027-0.00650438j 0.00269042-0.000991283j 0.00253071-0.00279018j 0.00311553+0.000908877j -0.000891527-0.00547427j 0.00701461-0.000314623j 0.00615773-0.00129427j 0.00436467-0.0021112j 0.00200179-0.00228262j 0.00636254+0.00582701j -0.00873635+0.00248377j -0.00321259-0.00141626j -0.00124778-0.000402784j 0.0011386-0.00640892j -0.000593467-0.00291366j -0.00262666+0.00113521j 0.000965428+0.0072302j 0.00418306-0.00323911j 0.000515416+0.0075705j 0.00170031-0.00399391j 0.00191102-0.00160603j -0.00429759+0.00142144j 0.00297711+0.00124566j -0.00216577-0.000308291j 0.00353545+0.000972944j 0.00102176+0.00115445j 0.00173201-0.00479256j -0.000230074-0.0072741j 0.00319548+0.00185607j 0.000102263-0.00524762j 0.00019675-0.00141334j 0.00325227-0.00226889j 0.00143251+0.00326591j 0.00246122-0.00262128j -0.00109093+0.000330983j 0.00165293+8.00745e-05j -0.00281753+0.00389096j 0.00332633-0.00336742j -0.00160188-0.00097664j -0.00191867-0.00247887j 0.00294927-0.0056033j 0.000888783+0.00223383j 0.000318262+0.0022273j -0.000427477+0.00426822j 0.0018503-0.00329543j -0.00358543-0.00454943j 0.00122723-0.00593295j 0.0017461+0.00176282j 0.00364268-0.00313366j 0.000454457-0.00123553j 0.00198325+0.00299488j 0.00460751+0.000157392j 0.00253693+0.00373956j -0.00264161+0.000219691j 0.00181978+0.000159885j 0.00169195-4.54411e-05j -0.00268763+0.00507924j -0.00469317-0.000411416j -0.00194242-0.00252422j 0.00213066-0.000761445j -0.00137156+0.00229066j -0.00155822-0.00253804j 0.00519514-0.00791265j -0.00801704-0.00564752j 
-0.00109323-0.000213445j 0.000728462-0.00135983j -0.000264983+0.00327808j 0.00152012+0.000614468j -0.00540394-0.00507308j -0.000457946-0.000967507j 0.00303208-0.00121246j 0.00448788+0.00362532j 0.00291661+0.000474492j 0.00231606-0.0027173j 0.00504904+0.00326543j -0.00809288+0.00299623j 0.00116516-0.000329252j 0.000675743+0.000370352j 0.00251748-0.00123429j -0.00318875+0.000844022j 0.00168093-0.00246187j 0.00212668-0.00106007j -0.000564512-0.0025828j -0.000413529+0.00219488j 0.00334991+0.0017278j 0.000600965-0.00024208j -0.00104937-0.000876612j 0.00458875+0.00247994j -0.00235552-0.0021078j -0.00164422+0.00156664j -0.00219914-0.00164197j -0.000455222+0.00646192j -0.00258249+0.00255838j 0.000923958-0.000156352j -0.000650878-0.00136653j -0.000977401+0.00210261j -0.00107386+0.000766228j 0.00285727+0.00285842j 0.000198437-0.0021558j 0.002892+0.000407319j -9.66498e-05-0.000771118j 0.00155264+0.00471053j -0.00241764-0.00124166j -0.000359493-0.000578177j 0.00114501-0.000514137j -0.000808866+0.000766608j 0.001268+0.00107285j 0.000581328-0.0020222j 0.00244478-0.000401671j 0.00192811-0.00100086j -0.000940427-0.000969084j -0.000249938-0.000828755j 0.00113165+0.00353151j 0.00177513+0.000720943j 0.000975072+0.000190551j 0.00226207+0.00146189j -0.0022275-5.97845e-05j -0.00211825+0.000970035j 0.00119233-0.000216905j 0.00186263+0.000849169j 0.00159156+0.000516941j -0.00135805+0.000631735j -0.000611911-0.000293339j -0.00162323+0.000289044j -0.000746619-0.000903354j 0.000405115+0.00146538j 0.000572901+9.86299e-05j -0.000185984+0.000460157j -0.000819571-0.00129807j 0.000890785-0.00116785j 0.000235369-0.00232409j 0.000619813-0.001516j -0.00219827+0.00106342j -0.00178236-0.00109717j 0.000179068-0.00188265j 0.000770434-0.000898152j -0.00328516-0.000917523j -0.000560153-0.0025842j 0.00183214-0.000965371j -0.00135002+0.001138j 0.000848245+0.00155302j 
0.00128871+0.00216358j -0.00228329+0.000946833j 0.00355378-0.00285198j -0.00102324-0.00151574j 0.00071557+0.00351426j -2.90271e-05-0.00249539j 0.00663075+0.00310024j -0.0059188+0.002549j 0.00400208-0.00401034j -0.00149114+0.0022443j -0.00778439+0.000765235j 0.00344525-0.00584915j -0.00619175-0.00302366j -0.0050174-0.00326579j -0.000104272-0.000583166j -0.00319368-0.00361804j 0.00191027+0.00860289j 1.33333e-05-0.00033153j -0.000979156+0.00327631j 0.000555085-0.0037612j -0.000172903+0.00297337j 0.00553986-0.00348348j -0.00116962+0.0028582j -0.00174242-0.00271946j -0.00193606-0.000574933j 0.00220166+0.00365013j 0.00251263-0.00183531j 0.00155811+0.00155978j 0.0043273+0.000705595j 0.000844994+0.00299145j 0.00140693+0.00129019j -0.000173868+0.00156446j 0.00240188+0.00328167j 0.00153342-0.00338903j -0.003401-0.00227451j 0.000436956-0.000322459j -0.00275062+4.73306e-05j -0.0061073+0.00112825j 0.000893921+0.00118968j 0.00149884-0.00248052j 0.000460883-0.0009244j -0.000212811+0.00191033j -0.00218722+0.000590739j -0.00030478-0.000727464j 0.00178486+0.000243574j 0.000159431-0.000275306j 0.00318098-0.00190044j 0.000857981+0.00187876j 0.00187347+0.00291093j -0.000443871-0.000499241j 0.00278845-0.00190508j -0.000651292-0.00391882j -0.00112831-5.1312e-05j -0.000985771-0.00290466j 0.00467867+0.00199285j 0.000391659-0.000354762j 0.00171778-0.000179936j -0.00329095-0.00135125j 0.00081545-6.61677e-05j 0.000993963-0.00187095j 0.00394051-0.000150545j 0.000512796-0.000344288j -0.00329987-0.000861685j -5.73235e-05+0.00401352j 0.00027116+0.00302734j -0.000623861+0.000572812j -0.00120883+0.000354596j -0.0011726+0.000497018j 0.00254468-0.0025236j 0.00119522+0.0020797j 0.00118472+0.00255125j -0.00336256+0.00290598j 0.0008478-3.07866e-07j 0.00325006+0.00279981j -0.00383181+0.00306719j 0.00332344-0.00108524j -0.00143192-0.00322628j 
-0.00511018+8.05457e-05j -0.000338648-0.0045363j -0.00349448+0.00636111j 0.00672811+0.0021553j 0.00226466-0.000198494j -0.00259625+0.00129427j -0.000108507-0.00785565j 0.0044044+0.00233622j 0.000211422-0.00469998j 0.00294223+0.00251426j 0.00170087+0.00260719j -0.000631861-0.00301931j 0.00463437+0.00346484j 0.00120193-0.00364589j 0.00202746-0.00200144j 0.00138979-0.00349918j -0.000990505+0.00386728j 1.58152e-05+0.00316566j -0.00288936+0.00153339j -0.00102478+0.00263103j 0.000703787+0.00184695j -0.00373317+0.00325999j -0.000130377-0.00138585j 0.00306002+0.00209112j -0.000395265-0.0055836j -0.00222649+0.00338949j 0.00378263-0.00155444j 0.00263391+0.00187731j -0.00122849+0.00480392j -0.000524132-0.00334464j -0.00488662+0.00190742j 0.000352274-0.00463442j 0.0013873-0.00128716j 0.00327017+0.00143572j 0.000835982-0.00229241j -0.000834057+0.00211587j -0.00189798-0.00522848j 0.00444087+0.00227346j -0.000585828-5.45508e-05j -0.00241874-0.0023233j 0.000882986+0.000949641j -0.000313658-0.00118674j -0.00334531-0.00421916j 0.00117761-0.0022697j 0.00154389-0.00173173j 0.00246111+0.00383178j 0.00157135+7.40545e-05j -0.000548801-0.000573315j -0.00207405+0.00050066j 0.00193249-0.00156574j -0.00187689-0.00152781j 0.00159908-0.000381484j 0.00296926+0.00173992j 0.00143465+0.0037289j -0.000316832-0.00150385j -0.00251404-0.00125106j -0.000317905+0.00110543j -0.00103083+0.00203112j -0.00111491+0.000262858j -0.0011063+0.000897885j 0.000407789-0.00286103j -0.00310557+0.00473951j -0.00134722+0.00358336j -0.00350571+9.4524e-05j -0.0012879-0.00241269j 0.00220398-0.00111694j 0.0016605+0.00210619j 0.000715774+0.000274422j -0.00161559-0.000751296j -0.00185392-0.0028224j 0.000935392-0.00396708j 0.00243777-0.00194503j -0.00127314+0.000817103j -0.00131476-0.00229664j 0.00316995-0.000396327j -0.00479454+0.00355117j 0.00380613+0.00458125j 
-0.00747648+0.00311741j -0.0036488-0.00700086j -0.00420763-0.00302101j -0.00178091+0.00412912j 0.00070114+0.00405289j 0.00126055+0.00201221j 0.00211223+8.76923e-05j -0.0029988+0.00240345j -0.000160715-0.00201452j -0.00325267+0.000730832j -0.00508196+0.000561853j 0.00706556-0.000810236j 0.00166459+0.00494515j 0.0045731-0.00153296j 0.000410946+0.000211522j 0.00242863-0.00105724j -0.000101243+0.00236512j -0.00351858+0.000311856j -0.00211896+0.00286337j 0.000338736+0.00200333j -0.00167452-0.00151971j -0.000617385+0.00367952j -0.000434037-0.00297294j 0.000233424+0.000253436j 0.00156898+0.000153254j -0.0010322-0.00300954j 0.00205718+0.00144929j 5.20426e-05-0.00339441j 0.00286831-0.00134582j -0.00238148-0.00186997j -0.00267887+0.00319847j -0.000806513-0.00264751j 0.000918465+0.000769982j -0.00225805-0.00323148j 0.00128602-0.00136031j -0.00140406+0.000529355j -0.00129936-0.00190529j -0.00230415-0.00283773j 0.00127399+0.00184632j -0.001622+0.000646801j -0.000334022+0.00188282j -0.000562272-0.0030782j -0.00345232+0.000176895j -0.000629272+5.90218e-05j 0.000398835+0.000444533j -0.00165976+0.000576205j 0.0021309-0.000181015j -0.00108011+0.00214114j -0.00232053+0.00063954j -0.000338279-0.00152607j -0.00184428-0.00117712j -0.000502086-0.00141416j 0.00484533+0.000108857j 0.00122255+0.00223691j 0.000328448-0.000609046j -0.00580367-0.00153124j -0.00152673-0.000337312j 0.00162009+0.00272978j 0.0031876+0.00256638j 0.00192219+0.00252083j 0.00159863-0.00310124j -0.00211146-0.000317395j -0.0019593+0.000778789j -0.00346665-0.00024311j -0.000900783+0.00134632j -0.000944885-0.00093195j 0.000345664+0.00212906j 0.000499793+0.000117911j -0.000305196-0.000830603j 0.00299422-0.00176982j 0.00245114+0.00231288j -0.00113562+0.000903869j 0.000659999+0.000897911j 0.00270515+0.00051093j -2.59164e-07+0.00358158j 0.000338946+0.0051412j 0.00541071-0.000563118j 
0.00217018-0.00270047j 0.00315298+0.00138992j 0.0025653+0.00202728j 0.000988082-0.00119487j -0.000111556-0.000778313j -0.00275797-0.00752911j 0.00259031-0.00133334j 0.00482607-0.00290103j -3.97556e-05+0.000639876j 0.00548076-0.00510433j -0.00291398-0.00766471j 0.000961691-0.000431139j 0.000471407-0.00272798j 0.000610462-0.00153572j -0.00184786-0.000923619j 0.000413793-0.00192574j -0.00225316+0.00444341j -0.00104937-0.00439027j -0.00306461+0.00100383j -0.00431531-0.00430733j 0.000952881+0.00117824j 0.00337689+0.0018855j 0.00178378+0.000602393j -0.00413079+0.00371772j -0.000984314+0.00187356j -0.00101944-0.00363492j 0.00099927+0.00265611j -0.00243377-0.00159888j -0.00247326-0.00211904j 0.00390779+0.00175845j 1.24128e-05-0.00135695j -0.00179086+0.00214542j 0.0032105-0.00564133j -0.000493704-0.00249046j -0.00181144-0.00107072j 0.00116031+0.00481772j 0.00103148-0.0020394j 0.00381375-0.00236698j -0.00033805+0.00165917j -0.00231407+0.000131028j -0.00380262-0.00161973j -0.00104761+0.000143569j 0.00129234-0.00172453j -0.000732901-0.000135109j -0.00101414+0.00136952j -0.00304483+0.000725345j 0.00175457+0.00218922j 0.00239865-0.00220776j -0.00045465-0.00124783j 0.000622097-0.00153087j -0.00105451-0.000401867j 0.00381772-0.00100278j 0.00489208-0.000525903j 0.000460066-0.00123498j -0.00183685-0.000328993j 0.00152322+0.000905093j -8.78201e-05+0.000486754j -0.000745967+7.55815e-06j -0.000748621+0.000304347j 0.0020542+0.000531662j 0.00244214+0.000636817j -0.00128734-0.000190159j 0.00172445-0.00128397j 0.0029415-0.000422294j -0.00264895+0.000157857j -0.00121031+0.00333752j -0.0016144+0.000108999j -0.00267102+0.000260861j 0.00155502+0.000334427j -0.000740636-0.00108018j -0.00100797-0.00297781j 0.00304573-0.00151811j -0.00361383+0.000627844j -0.00398531-0.00167281j 0.000908073-0.00379161j -0.000969812-0.000406557j -0.000571226+0.0014721j 
0.00487275+0.0014809j -0.00197815+0.00430276j 0.0020103-0.00193114j -0.00294492+0.000491394j -0.0073482+0.00150653j -0.000494649+0.0015549j -0.00073178+0.00742002j -0.00591655-0.00727313j 0.00511301+0.000348939j -0.00908516-0.00392684j -0.00213885-0.00288792j 0.00114112+0.00297554j 0.00279299-0.00503348j -0.00193608-0.000479101j 0.000833034+6.91808e-05j 0.00011762+0.00449776j 0.000448281-0.00449462j 0.000658692-0.00202147j 0.00151923+0.0024797j 0.00123249-0.00108663j -0.00134835-0.000959526j -3.55163e-05-0.00358098j 0.00212069+0.00405731j -0.000957761-0.00256669j 0.00144979+0.00135494j 0.00138664-0.00265736j 0.000110224-0.000807534j -0.00339106-0.000244752j -0.000836363-0.00570134j 8.38278e-05-3.40345e-05j 0.00196166+0.00186963j -0.00173478+5.55619e-05j 0.00406156+0.000378758j -0.00238653-0.00106708j -0.00185553+0.00311117j -0.000476146-0.000152671j -0.000299837+0.00322472j -0.00287762-0.00252152j 0.00153497-0.00105964j 0.00154531+0.000666516j 0.00372498-5.57632e-05j 0.000906197-0.00178532j 0.00335468+0.00255205j -0.00136036-0.0012327j -0.000180058+0.00230516j -0.000418773-0.00213269j -0.000582919-0.000780285j -0.00119056-0.00183876j -0.00201728-0.00222434j -0.00180175+0.00135448j -0.00101936+0.00156048j -0.00218572+0.0018008j -0.00214295+0.000231339j 0.000146113-0.000480535j -0.0035008+0.00206018j 0.0014243-0.00110237j 0.000236392+0.000405991j 0.00368896-0.00177644j 0.00105985+0.000605644j 0.000783226-6.87748e-05j -0.000661581+0.000430877j 0.000349591-0.00255149j -0.000714333-0.00107621j -0.000611073-0.0021475j 0.00234658+0.00188062j 0.000570992+0.00117774j -0.000525327+0.000445731j 0.00119576+0.00256653j 0.0030526+0.000212692j 0.00255324+0.00143126j -0.0015464+0.00290133j -4.85796e-05+0.00033814j 0.00261028+0.00125894j 0.000691961+0.00302606j -0.0027696+0.00130351j 0.00353869-0.00497403j -0.00444138-0.00342377j 
-0.00794696+0.00388636j -0.00344876-0.00849122j -0.00387436+0.00190032j 0.00253399+0.00516318j -0.000887822+0.00410081j 0.00299594-0.00206835j 0.000110419+0.00343188j -0.00330452-0.000604736j -0.00657715-0.00105617j -0.00145683-0.00508139j -0.00292225+0.00241367j -0.0040961+0.00218536j -0.00443012-0.00565506j -0.00141044+0.00532958j -0.00666929+0.00294933j 0.000765138-0.00102143j -0.00143841-0.00118365j -0.0018881-0.00159263j 0.00152953-0.00298262j -0.00411564-0.00396542j 0.00233387+0.00249708j 0.00509331-0.00324385j -0.00803574-0.000353188j -0.000599878+0.000945152j 0.00331495+0.00474701j 0.00469977-0.00512456j -0.00138595+0.00476752j -0.00237678-0.000167582j -0.00247427-0.00330374j 0.000657007-4.34805e-05j -0.000480848-0.00318222j -0.00370133-0.000652976j -0.00198067-0.000124244j -0.00153103+0.00195287j 0.0048332+0.00092075j 0.00519215+0.0016851j 0.00180288-0.000472666j -0.00258495-0.00235312j 0.00113958+0.000454306j 0.00136059+0.00587624j -0.00147639+0.0047603j -0.00313104+0.00221586j 0.000711874+0.00568834j -0.00137294+0.000959067j -0.00270759-0.0014174j -0.000656253-0.00480339j 7.58722e-05-0.000667784j 0.00188737+0.000334833j 0.00344396+0.00323695j 0.000829904-0.0014608j -0.00178872+0.00222646j 0.00278418-0.00300743j 0.00145929-0.000107946j -0.00066787-0.00162104j 0.00158824+0.00134747j -0.00214043+0.000959028j 0.00132348-0.00276705j -0.00017679+0.000402543j 0.000435827+0.00439994j 0.000256719+0.00151571j -0.001615+0.000248736j -0.000718755+0.00109345j 0.00130602-0.0018605j 0.00155249+0.000924449j -0.00257243+0.00112756j -0.0046664-0.00161449j 0.000793877-0.00251781j -0.0021171-0.00258733j -0.000773322+0.000260128j -0.00106321-0.00276716j 0.00289919-0.00180315j 0.000315246+0.00107336j -0.00416808+0.000189806j 0.00231707-0.00308467j 0.00173409+0.00217716j -0.002853+0.00794066j 0.00737808+0.0031968j 
0.00256115+0.00128211j -0.00197723+0.00237351j 0.00311549-0.00512555j -0.00498076-0.00264878j -0.00280478+0.000673028j -0.00134013+0.00453047j -0.00272172+0.00741695j -0.00711491-0.00314508j 0.000592028+0.00457727j -0.00903349+0.00284736j -0.00064863-0.00167127j 0.00760961-0.000493684j -0.0002108+0.00418233j 0.000297969-0.00373714j -0.00027961+0.00282912j -0.00244964-0.0029366j -0.00193134-0.000145895j -0.00176374+0.00591417j 0.00365971+0.00719992j 0.000757118+0.00423313j -0.00651305-0.00369516j -0.00590921-0.00125481j 0.00413303+0.00306859j -0.00333202-0.00638122j 0.00249661-0.00326722j -1.6837e-05+3.48831e-06j 0.00287918-0.00256295j 0.00312506-0.00424752j 0.00264582-0.00138033j 0.000966487+0.00228358j 0.000744163+0.00248961j -0.0019603-0.002917j 0.00385994-0.00140173j 0.00119194+0.000364134j -0.00485674+0.00443784j -0.00189541+0.000324723j -0.000104284+0.000198269j 0.00387876-0.00588719j 0.00160495+0.000124991j -0.00168897-0.000749994j 0.00175337-0.0030405j 0.00432658-0.00218021j 0.00235205-0.00341588j 0.00346763-0.0034178j 0.000526959-0.000691505j 0.00613281+0.0067133j -0.00113231-0.0025948j 0.00267695-0.00153867j -0.00529113-0.00144926j 0.00260352+0.00264143j -0.00166549-0.00421862j -0.00627167+0.00243572j -0.00107398+0.00268209j 0.00386939+0.00083646j -0.000911974+0.000839457j -0.00337953-0.000661812j 0.000156123-0.000587682j 0.000757002-0.000163539j 0.00188044-0.00150113j 0.00224725-0.000906442j 0.00195656+0.000523131j -0.000954165+0.00202404j -0.00318312+0.00143846j -0.000417725+9.21993e-05j 0.00166783+0.00405063j -6.07591e-06+0.00535415j -0.00216428+0.00431761j -0.000284449+0.00573384j 0.00470966-0.00344641j 0.00517514+0.00370436j -0.00322732+0.00274029j 0.000763996+0.0011164j 0.00533124+0.00191434j 0.00453533+0.00100108j 0.000161757+0.00593506j 0.00217654-0.00121687j -0.000493997-0.00204867j 
