0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
-0.0138906-0.0760594j 0.0756321-0.013826j 0.0658911+0.130342j 0.133279-0.0673685j 0.0350737-0.0267765j -0.10806-0.0178968j -0.0314322-0.190371j 0.161831-0.0496055j 0.0298954+0.0188662j 0.0473628+0.00490211j -0.0248573-0.0295718j -0.0882827-0.0136719j -0.0256209-0.0747277j -0.0184791+0.087091j 0.0241716+0.0489216j 0.0928082-0.00226799j -0.0607724+0.00558895j 0.0548945-0.0171444j 0.0316438-0.0925234j -0.00936261+0.0142844j 0.0224543+0.0299327j -0.0224062+0.0198922j 0.0134317+0.00440625j -0.0126186+0.037536j 0.0398834-0.0225174j -0.0480365+0.0855782j 0.0441869+0.0263966j -0.0196733+0.0156481j -0.0455462-0.0195662j -0.0515709-0.0415095j 0.0326987-0.0170888j -0.0180549+0.0241381j -0.00282612-0.029473j -0.00479279+0.00282669j 0.0300247+0.013176j -0.00568346+0.0567341j 0.000574426-0.0396343j 0.0288989+0.068983j 0.0143627+0.0371835j -0.00675716-0.00686445j 0.0287754+0.041191j -0.0252821-0.0252639j -0.016989-0.0197384j 0.00206222+0.00606477j -0.0451775+0.0370998j -0.0186989-0.00135331j -0.0266996+0.0457428j -0.011116-0.0626739j 0.0316926-0.024168j 0.0269014-0.000420992j -0.0216019+0.0216539j 0.0875451+0.0493081j 0.0352202+0.00737265j -0.00977716+0.00945914j -0.0192376-0.0142189j 0.0508667+0.0221234j -0.00336801+0.04263j -0.0275839+0.00402618j -0.0611966-0.0315687j -0.0743795-0.00381593j -0.0350909+0.00751025j -0.0679446+0.0650949j 0.00348303+0.034843j -0.0069366-0.0577423j -0.00790995-0.115681j 0.0812111-0.0162355j 0.0301329-0.0336745j 0.0535333-0.0134427j -0.0433473+0.0350266j -0.161689-0.0446281j 0.0117484-0.177512j 0.0875199-0.0285733j -0.0313277+0.00509056j -0.135335-0.0580487j 0.0586065-0.132064j -0.0643728-0.0253192j -0.0245834+0.0643044j 
0.0436515+0.0313699j -0.0312157+0.0430717j -0.0343155-0.106042j -0.107565+0.0350728j -0.0267897+0.00788468j 0.0645826+0.0151895j 0.0182894+0.135507j -0.118728+0.031012j -0.020849-0.00991026j -0.0422339-0.00275487j 0.0152418+0.0255971j 0.0692653+0.0019021j 0.0186049+0.0552384j 0.000255681-0.0633491j -0.0105128-0.0423205j -0.0609434+0.0206504j 0.0350823-0.00543275j -0.0389182-0.000873398j -0.0243281+0.0708054j 0.013902-0.0142197j -0.0215842-0.0300445j 0.0225403-0.0137508j -0.000196425+0.00490521j 0.00293203-0.0394446j -0.0329899+0.00810167j 0.0332847-0.0560896j -0.0383697-0.0250778j -0.00334801-0.0103078j 0.0404503+0.0153308j 0.0335067+0.0356992j -0.0135736+0.00754256j 0.00965381-0.00964601j -0.00383098+0.0235853j 0.00258723-0.0048023j -0.0320714-0.00708248j -0.00333394-0.0393118j -0.0060153+0.0331365j -0.0174985-0.0553516j -0.0184132-0.0208645j 0.0148188+0.00393352j -0.0144868-0.0261753j 0.0259827+0.0115321j 0.0251643+0.0202457j 0.00542253-0.00675155j 0.0393839-0.013858j 0.00610235+0.000413376j 0.0254208-0.0283719j 0.00508393+0.0413467j -0.0192427+0.00899926j -0.0237653+0.00202085j 0.020132-0.0163582j -0.0675872-0.028899j -0.0201372-0.0140124j 0.0128879-0.024701j 0.00803889+0.0137061j -0.0285152-0.00923329j 0.000793625-0.0179366j 0.0320737-0.00315948j 0.0343438+0.0144976j 0.057301+0.0032043j 0.0321533+0.0121897j 0.0554482-0.0615517j 0.00670407-0.0257003j 0.0208488+0.0347945j 0.0124376+0.0856061j -0.0539592+0.0159526j -0.0216685+0.0263603j -0.0350267+0.0118469j 0.0308454-0.0247808j 0.105132+0.0384243j -0.0146542+0.128369j -0.0805995+0.025703j 0.0359095+0.0199039j 0.0900832+0.0481517j -0.047189+0.0885568j 0.0616131-0.00909165j -0.00907978-0.0611916j 
-0.0277477+0.0253743j -0.0251604-0.0282618j -0.0387761-0.0102831j -0.00976195+0.0401618j -0.0199033+0.00785969j 0.0155002+0.0104735j 0.00916904+0.0225823j -0.0174863+0.0159859j -0.00843856-0.000398428j -0.0120277-0.00528038j 0.00275082+0.0168303j -0.000629714+0.00861302j -0.000405044+0.00693103j 0.0150093-0.00764552j -0.00462895-0.00328384j -0.0151722-0.00857669j 0.00874048+0.000506822j -0.0112665+0.00202089j -0.00693005+0.00787426j -0.00673454+0.00325198j 0.00918202-0.00281168j 0.00297977-0.00385951j -0.00520865-0.00117112j 0.00185521+0.00216675j -0.00745706+0.00599081j 0.00853965-0.0195357j -0.00662703+0.00305968j 0.00964114-0.0104212j 0.00120501+0.00641739j 0.0123359+0.00568037j -0.00656545+0.0101166j 0.000688303-0.00570212j 0.00187323-0.00273352j -0.0044895-0.0039654j 0.00252848-0.00475563j 0.00283696-0.000289109j 0.00592505-0.00325649j -0.0069062-0.0142963j -0.00640069-0.00762912j -0.00525849+0.00323329j -0.00840513-0.0144166j 0.000337222+0.0110612j -0.00890281+0.00330906j 0.00382465-0.00558256j 0.00373925-0.0089371j 0.00605732+0.00925223j 0.000850627-0.00768802j 0.00531548+0.0113286j -0.00820095+0.0134911j 0.000795163+0.004329j 0.00555821-0.0028813j -0.0146127-0.00813791j 0.00190495+0.0060622j 0.00980621+0.0103309j 0.00500341-0.00137987j -0.00864668-0.00621936j 0.00674085-0.0133542j -0.002364+0.0101701j 0.0164323+0.0110764j 0.0133384+0.00712357j 0.00397792-0.00606379j 0.00982061-0.00105139j -0.00442455-0.0116113j -0.0168323+0.000668342j -0.0100101+0.0268523j -0.0279159-0.00126415j -0.00200342-0.00956096j -0.0079521-0.00956142j -0.0149078-0.0079454j 0.0318006-0.000818276j -0.00715936+0.0288128j -0.00674027-0.00244551j -0.000423027-0.00245788j 0.0164429-0.00944074j 0.0110403+0.0168732j -0.00115479+0.0259978j 0.0260643+0.00204416j 
-0.0967035+0.0675254j -0.0685349-0.0964573j -0.0217706+0.0570699j 0.0555609+0.0234276j -0.0292972+0.026094j 0.00584494+0.0157333j 0.0462839-0.0319473j 0.0303987+0.0667585j -0.0458893+0.00872736j -0.00811229-0.0291619j 0.0199974+0.0195509j -0.0307717+0.047248j 0.00560322-0.00216298j 0.0652259-0.0151381j -0.0165692+0.022863j -0.0355256-0.0819378j -0.00799004+0.00871826j -0.00970734+0.0371947j -0.00620717-0.0650834j -0.0419745+0.0209618j -0.0102128+0.0225929j -0.0327156+0.0153286j -0.053591-0.0323421j 0.0405111+0.0393859j -0.00279978+0.0201789j 0.0203126-0.00586834j 0.0302117+0.0359217j 0.0475413+0.0110745j -0.0105834-0.042152j -0.00473025-0.0316518j -0.0332625+0.0184581j 0.0167172-0.0389869j -0.00545779-0.0138385j -0.0214726+0.0076391j 0.0635857-0.0132209j 0.0345596-0.0181865j 0.0177712-0.0128133j -0.0202714+0.00677295j 0.0405881-0.0049702j -0.0409275+0.00815321j -0.00951568+0.00751583j -0.0421483+0.000413493j -0.0704653+0.00402547j -0.00254468+0.00371336j -0.0186524-0.0519532j -0.000923179-0.00763199j -0.0166643-0.00346665j -0.00807081+0.0343563j -0.000553423+0.0414372j 0.0295109-0.0231464j -0.0184873-0.00401791j 0.0372999-0.016274j 0.00988398+0.0150765j -0.021893+0.0539827j 0.0223729-0.0171112j -0.0334581-0.0392765j -0.00408105-0.0274294j -0.0304876+0.0231647j 0.0223416+0.0462685j -0.0145029+0.0250347j -0.00611653-0.0366527j -0.0189205+0.0474672j -0.0101512-0.00424335j -0.0597586-0.0207047j -0.0278434-0.00851196j -0.0146721-0.0296799j 0.0168782-0.0295435j 0.0185606-0.030967j -0.0551022-0.00511236j 0.00336474-0.0620349j 0.0385038-0.00636528j 0.0211995-0.0159996j -0.0385025-0.0265234j 0.0409146-0.0383632j 0.0361951+0.0415577j -0.0833049+0.0983978j 0.0980843+0.0824244j 
0.0675991-0.0576181j 0.0587985+0.0677934j 0.0230001-0.0316734j -0.0308358-0.0238973j 0.0206676-0.0297265j -0.0231813-0.00885812j -0.0366975-0.00759973j 0.00639533-0.0472208j 0.0313702+0.00196921j 0.0126719+0.019111j -0.0204574-0.0235017j 0.0096303-0.0364382j -0.017436-0.0183224j -0.0569941+0.0258025j 0.0225424-0.0160126j 0.0476648+0.0598602j -0.0065527-0.0013215j 0.0153987-0.0376191j 0.00945479+0.036052j 0.0320519-0.0161311j 0.00691316-0.0191447j 0.0202273-0.00629285j 0.0474714+0.0216659j -0.0347745-0.0214527j 0.00467025-0.0207505j -0.0254112+0.0231582j -0.0129303-0.0228965j -0.0391976-0.00164463j 0.00529239+0.0282868j -0.00245617+0.0177851j 0.0338576-0.0191848j -0.0183408+0.0354166j 0.000561929+0.00494344j 0.0120323-0.00446959j -0.047403+0.0119613j -0.020224+0.0230791j -0.0174072+0.00298437j 0.0211558+0.00953048j -0.0307953+0.0133996j 0.029045-0.00827259j 0.00792928-3.08384e-05j 0.0344913-0.0076813j 0.0513846-0.00738556j 0.00479202-0.00472306j 0.00689457+0.0429078j -0.00228617+0.00794157j 0.00944848+0.011314j 0.00312299-0.0381098j 0.00851875-0.0369018j -0.0138946+0.0151669j 0.0116249-0.000493784j -0.0103888+0.0262441j -0.00227765-0.0163074j 0.0110342-0.0490624j -0.0163427+0.01002j 0.0307942+0.0307413j 0.00584461+0.025713j 0.0164696-0.0194686j -0.0290913-0.0417676j 0.000280873-0.018142j 0.00881702+0.0281058j -0.00165635-0.0330217j 0.0108004+0.012263j 0.0449757+0.0119151j 0.0216054-0.0119532j 0.0150256+0.0175491j -0.00829081+0.00660246j 0.000966314+0.0202533j 0.0392254+0.0138774j -0.0424125+0.0416925j -0.0337081-0.027628j -0.015268-0.0106991j 0.0020802+0.0324324j -0.0357407+0.00570772j -0.00651236-0.0352156j 0.055571-0.0749485j -0.0753417-0.0552044j 
0.0012435-0.0205885j 0.0207404+0.00128989j 0.00978337+0.0326354j 0.0339541-0.0091408j -0.00574124-0.0166271j -0.0441552+0.0172757j -0.0286419-0.0695482j 0.056793-0.0215777j 0.000717866+0.00936406j 0.0119695-0.00690956j -0.0100723-0.00486323j -0.0449085+0.00141029j -0.0198041-0.0529699j -0.0166282+0.034397j 0.0313822+0.0180119j 0.0454993+0.00645487j -0.0238165+0.0071795j 0.0256902-0.0263951j 0.000735205-0.0293096j 0.00165018+0.000707708j 0.0154002+0.00203659j -0.00513558+0.00782794j 0.0175424+0.00581614j -0.0134991+0.0105484j 0.0114245-0.0176879j -0.0210833+0.0385751j 0.0171405+0.0037704j -0.0162404+0.0069812j -0.0155102+0.00243221j -0.0178821-0.0112895j 0.0197029-0.0100396j -0.00971775+0.0106095j -0.00678094-0.0087458j -0.00759481-0.00328084j 0.00298978+0.00592845j -0.00151604+0.0299239j -0.00864607-0.0196017j 0.010786+0.0315163j -0.00691244+0.012825j 0.00205683-0.00870316j 0.0128386+0.0106427j -0.000102927-0.00868561j -0.00788228-0.0158298j 0.00756572-0.00533046j -0.0171636+0.0194097j -0.00776546+0.00484239j -0.00471588+0.0173034j -0.00544682-0.0308472j 0.0171807-0.0183617j 0.00539814+0.00236407j -0.00114473+0.00339512j 0.0324753+0.0229767j 0.0174615-0.0066861j -0.0030302-0.0116657j -0.00599871-0.00179538j 0.031757+0.00813207j 0.00735859+0.0154159j -0.0190188+0.00818364j -0.0322861-0.0120459j -0.0277492+0.00867389j 0.00262162+0.012025j -0.0236118+0.0149284j 0.00320183+0.0121075j -0.0107537-0.0248635j 0.00188013-0.0439635j 0.0213352-5.10689e-05j 0.0117449-0.0301712j 0.0269538-0.00269924j -0.0170961+0.0187709j -0.0587365-0.0302992j 0.0145507-0.0509041j 0.0108942-0.0178502j -0.0287534+0.0147505j -0.0371036-0.0398143j 0.0380554-0.0364073j -0.00711746-0.0215214j -0.021682+0.0071963j 
-0.0155919+0.0190937j -0.0186373-0.0157763j 0.00388049+0.010116j 0.0101495-0.00170083j -0.0147744+0.0108025j 0.00342854+0.0143938j -0.00273925-0.0175858j 0.0225958+0.0077978j -0.00784748+0.0128499j -0.00437866-0.00726297j -0.00187318+0.00617947j -0.0193589+0.00125024j 0.00194379-0.0191178j 0.00333917+0.00550094j 0.00282727+0.0122053j 0.003005-0.0179121j -0.0120556+0.00691594j 0.00334225+0.0021559j -0.00254455-0.0218571j -0.00969256+0.0124604j 0.00207829+0.000775956j -0.0150599+0.00463607j -0.0134754-0.00683546j 0.0157999+0.0133838j 0.00680926-0.00498527j 0.00167111+0.0113519j 0.0128697+0.00868827j 0.0108719+0.006545j -0.00276487-0.0108959j -0.0016884-0.0102262j -0.000249149+0.00400368j -0.00201562-0.010857j -0.00567286-0.00137483j -0.00642484-0.00685677j 0.0143516-0.000756996j 0.0150892+0.000589868j 0.00347408-0.0115731j -0.00316031+0.0153358j 0.00829065-0.00483517j -0.0088371-0.00293722j 0.00266572+0.0113267j -0.00553773-0.00295174j -0.0178609-0.00505545j 0.000247216+0.00193068j -0.011662-0.00661325j -0.00322793-0.00306827j -0.00711985+0.00289942j -0.00298275+0.00594177j 0.0073686+0.0093615j 0.00149587-0.0151487j -0.00658109-0.00110277j 0.0222771+0.00128223j 0.0153985-0.000480086j -0.0101973+0.00291232j 0.00329958-0.00777836j 0.00842651-0.0109363j -0.0065488-0.0106035j -0.0208046+0.0112052j -0.00414337+0.0100335j -0.0103226-0.000597297j 0.00990291-0.0011607j -0.0188918+0.0165473j -0.00802789+0.00636264j -0.0113155-0.0154967j -0.0126995-0.0204008j 0.000572384-0.00814602j 0.00852581-0.0129041j 0.00526059-0.0107001j -0.0123953+0.00664617j -0.0123498-0.0218252j 0.0253189-0.00920794j -0.00332332+0.0127803j -0.00588105+0.00443615j 0.0149245-0.00278598j 0.000446127+0.0159983j -0.0106676+0.00749491j 0.00631028+0.010853j 
-0.0120621+0.0121838j -0.0122094-0.0118442j 0.0244033-0.00255725j -0.00244745-0.0242067j 0.0113244+0.0191528j 0.0196555-0.00671833j -0.00623744-0.00101721j 0.0145454-0.0110253j 0.0107969+0.0022097j 0.0220611+0.00129509j -0.00864042-0.0315705j 0.00763902-0.00649131j -0.00575863+0.000781607j -0.00843201+0.0120555j -0.00148184+0.00984745j 0.00875002-0.0151819j 0.00756033-0.00157649j 0.00281113+0.0185584j 0.0135455+0.000356243j -3.26181e-05+0.0107206j -0.0021799+0.00333786j -0.0198089+0.000237712j -0.00851133-0.00688327j 0.0169499+0.0153772j 0.0228855-0.00220668j -0.00318812+0.01521j 0.0110691+0.0024592j 0.0153288+0.00484839j -0.00294813+0.000448661j -0.00094176-0.00915484j -0.00494169-0.000466936j -0.00494445+0.000896224j 0.00974824+0.000557503j 0.0130242+0.00016952j 0.00374881+0.00532532j 0.013049-0.000255703j 0.00486198-0.00690042j 0.00282705+0.0142817j 0.016274-0.00509246j -0.00936938-0.00341235j -0.00124667+0.0192001j -0.00345805-0.00077496j -0.0081427-0.00146789j -0.0127056+0.0184948j -0.00736525+0.00198581j 0.00436522-0.00586007j -0.00282733+0.000957297j -0.00501794+0.00385411j 0.00108402+0.00995594j 0.00967816-0.00920925j -0.00294328+0.00197937j 0.0130764+0.00655885j 0.000981593+0.0148062j -0.00720178+0.0107364j 0.0034986-0.0077159j 0.00325786+0.00180191j -0.0101475-0.0172315j -0.0128752-0.00469557j 0.00757867+0.00266825j -0.0101706-0.0116575j -0.0157108-0.0170409j -0.0255889+0.0190854j -0.018566+0.00933398j 0.00329881+0.00738907j -0.00342045-0.032044j 0.0215381-0.00570843j 0.0150233+0.0144352j -0.0124786+0.0172853j 0.0146296+0.00868056j -0.00888541+0.00167345j 0.0155738-0.0201554j 0.0231344+0.0282587j 0.0215005-0.015433j 0.00561923+0.013629j -0.0123772+0.00595175j 0.00222678-0.000733531j -0.00099839-0.0022058j 
0.0289238-0.0178699j 0.0178793+0.0290654j 0.020322+0.0163674j 0.0159519-0.0206159j 0.00678854-0.0149913j -0.0253993-0.00688228j 0.00683211-0.0268722j 0.0159969+0.00695487j -0.0069121+0.00159063j -0.0029618+9.76717e-05j 0.00974877+0.00193694j 0.001829+0.0100716j 0.0028036-0.00303503j 0.00482259-0.0119137j 0.00236574-1.99067e-05j -0.00813337+0.00567723j -0.011829+0.00355257j 0.00679058-0.00260672j -0.00818838-0.0141108j 0.00240515-0.00161929j -0.00917597+0.00933812j 0.0105981+0.00906155j -0.000807456+0.000894333j -8.80149e-05-0.00873246j -0.00410785+0.00118543j 0.000274248+0.00318435j 0.00293455-0.0052754j -0.00735786+0.00932256j -0.00455349-0.0160462j -0.0139026-0.00136161j 3.19478e-05-0.00439641j 0.00158134-0.004755j -0.00369774+0.00125347j -0.00635264+0.00393182j 0.00609255-0.00204464j -0.00844359-0.00620225j -0.00306015+0.0143184j -0.00274516-0.00302628j 0.00834967+0.00944113j 0.000113048+0.00424865j 0.00855916+0.000381379j -0.0124434-0.00771717j -0.00377897+0.000180628j 0.00231676-0.000493289j -0.00280705-0.00496653j -0.0109023-0.0103567j 0.001023+0.00566486j -0.00258989-0.0031137j -0.00766489-0.00959487j -0.0102026-0.00755792j -0.00676556+0.0068743j 0.00904948-0.00740206j -0.0110812-0.00974724j -0.0156158+0.00325647j -0.00145685+0.000480456j -0.0115673+0.00412444j -0.0015338+0.0148693j -0.00160127+0.00182043j -0.0113703+0.0110413j -0.00818786+0.00498431j 0.00971855-0.00404375j 0.0059103-0.00256205j 0.00861276-0.0117419j -0.00366474-0.0232265j 0.0197691-0.00334168j -0.00124484+0.015405j 0.00720861-0.0084765j 0.0109581-0.00123175j -0.0177525-0.00424627j -0.0023888-0.00818286j -0.00917841-0.00989657j 0.0131461-0.0236658j -0.0185199-0.0101394j -0.0284226+0.0144917j -0.0146049-0.0287771j -0.00631343-0.0369264j -0.0371853+0.00612247j 
0.0317474+0.00360053j -0.00388014+0.0319825j 0.00442207-0.029466j -0.0298232-0.00489245j -0.0125799+0.00484809j 0.0149077+0.0179675j -0.00845701+0.0193051j -0.00955133+0.00217865j -0.00653288+0.0134703j -0.0225841+0.000936278j -0.000532804+0.00982979j 0.000439859-0.0183145j 0.0146038-0.0144908j -0.0254753-0.00806239j 0.0143717-0.00693948j 0.0103164+0.0165789j -0.00812674+0.00541813j -0.00505125-0.0171711j -0.00893316+0.00571742j 0.00801495+0.00165521j -0.00736721-0.0187077j -0.0103559-0.000126796j 0.00700496+0.00224588j 0.00125666-0.0104519j -0.00532921-0.0147405j 0.00205996+8.28233e-05j -0.00314001-0.0083303j -0.00351165+0.000317801j 0.0140524+0.000817763j 0.00446026+0.000200002j 0.00363801+0.0028676j -0.00188403-0.00980675j -0.00968042+0.01048j -0.00800096-0.0105823j -0.0074481+7.433e-05j 0.00313925-0.00589797j -0.00398574-0.0037531j -0.00147057+0.00796758j -0.00855333-0.00770401j 0.00775592-0.00672331j 0.00499308+0.00645111j 0.0177116-0.00875279j 0.00115507-0.00166685j 0.00733124-0.0042323j 0.0010157+0.0033781j -0.010892+0.00310066j 0.00417364-0.00147653j -0.00437241+0.00752921j 0.00629127-0.00175586j -0.0216826-0.00298559j 0.0028472-0.00919028j -0.00869027+0.0058905j 0.0104239-0.0107241j -0.000793668-0.0177023j -0.00631472-0.00225478j 0.0115771-0.0105302j -0.0106456+0.00185513j 0.00517321+0.0104377j -0.000140688+0.000541812j 0.00388474-0.00540287j 0.0222365+0.00202541j -0.00550874-0.0219095j -0.00446194+0.00522376j -0.00464103-0.00929058j -0.00575969-0.00554462j -0.00113552-0.007248j 0.0036297-0.0126577j 0.00820069-0.000633277j -0.00209222+0.00263872j 0.0110752+0.00622391j -0.00209306+0.0280754j -0.0297159+0.00959819j 0.01627+0.0171552j 0.0113221+0.0239887j -0.0219634+0.0108544j 0.0329929-0.0315957j -0.0311721-0.0330922j 
-0.0160473+0.00317885j -0.00290599-0.0162536j -0.0191046-0.00108445j -0.000656353+0.0195838j -0.0148165+0.00153422j 0.00454463+0.0116295j -0.00142649+0.00841806j -0.00611861+0.00401905j -0.00185872+0.0032382j -0.0131951-0.000494787j -0.00135263+0.0189588j -0.00827995+0.000559048j 0.00164416+0.00136258j 0.00841487+0.00259599j -0.00472256-0.00429919j 0.000927483-0.000212339j -0.00286973-8.59208e-05j -0.00765087-0.00594419j -5.16179e-05-0.00137674j -0.00208329+0.00377057j 0.010527-0.0100525j -0.0019582-0.00169732j 0.000388174+0.00187231j -0.00178745+0.00396859j -0.00132892-0.000831841j -0.0024531-0.00776534j -0.00662612+0.00700971j -0.00150434-0.00969488j 0.00256398+0.00630636j 0.00800454+0.00327134j 0.00107595+0.00702815j -0.00493838+0.00188075j -0.00121368-0.00721121j -0.00806032-0.00996483j -0.00361731-0.00233633j 0.00266441+0.00839958j -0.000545197-0.00952709j 0.000593447-0.00431083j -0.0107543-0.000695585j 0.00118168-0.000223575j -0.00496056-0.00464645j 0.00654439+0.00706546j -0.00271691+0.00361182j 0.00369445+0.000401409j 0.00509651+0.00203082j -0.00202674+0.00490091j -0.000558466-0.000751756j 0.00118192+7.96149e-05j 0.000542858+0.00530937j -0.000427769+0.00958281j 0.00796883-0.00166823j -0.00768644+0.00440626j 0.0140615-0.00186186j 0.0158457-2.25271e-06j 0.001845-0.000717937j 0.00674597-0.0006915j 0.00790685-0.0042865j 0.00539616+0.00529706j 0.00483133-0.00361251j 0.00711078-0.000312864j -0.00149264+0.00733294j 0.00463636-0.0108858j -0.00102472-0.00359675j -0.000613602+0.00439026j -0.00714805+0.0151653j -0.013503-0.00651376j -0.0056928-0.00644632j -0.0013227-0.00714267j -0.00294266+0.0030801j 8.63767e-05+0.00242371j -0.00036649+0.00145943j 0.00105723+0.00325289j 0.00109212-0.00162708j 0.00640538-0.0168611j 0.0163473+0.00596964j -0.00717699+0.0228422j 0.0228702+0.00744976j 
0.00722087-0.0108026j 0.010921+0.00679661j 0.00319005+0.00187251j 0.00269207-0.00287713j 0.00359743-0.0019371j -0.00282907-0.00662953j 0.00279929+0.00318859j -0.00476681-0.00224175j 0.00964044-0.000832658j -0.000992164+0.00887924j -0.000534856+0.00250093j 0.00646816-0.00835475j 0.00448674+0.00899192j -0.00183765+0.000624046j -0.00524605-0.000196724j 0.00245921+0.00579029j -0.00172996+0.000808319j 0.00079626+0.00183193j 0.00295864+0.00428384j 0.00341223+0.00178427j 0.00201743+0.000126958j 0.00431906-0.00154214j -0.00179716+0.00148189j 0.00216615-0.0045658j 0.000702811-0.0020737j 0.000756144-0.00153663j -0.00451408-0.00411271j -0.000636094-0.00111711j -0.00149622+0.000424253j -0.000665603+0.00255515j 0.00192604-9.72934e-05j -0.00187815+0.00203352j 0.0013612+0.00517029j 0.000491419-0.00597651j -0.00247662+0.00486029j -0.00809333+0.000289852j 0.000923245+0.00236732j 0.00429914-0.00380784j -0.00180744-0.00241451j -0.000327834-0.00149154j 0.00205575+9.63307e-06j -0.000407609+0.00145173j 0.00500088+0.000488351j 0.000108867+0.00150798j 0.00292107+0.00592014j 0.00111905+0.00225885j -0.00138922+0.00209501j 0.00415378-0.000126468j -0.000860815-0.000899484j -0.00866544-0.000195155j -0.00359371+0.0036544j -0.00468836-0.0092594j -0.00153502-0.00111114j -4.36235e-05+0.000418717j -0.00317759-0.00149367j 0.000787326+0.00334407j -0.00737184+0.00909012j 0.00184536+0.00395825j 0.000770255-0.00752726j -0.000502265-0.00712003j 0.00347338-0.00302552j 0.00107016+0.00369729j 0.00229863+0.00717936j 0.0115296-0.00614061j -0.0120462-0.00267461j 0.013333-0.0010123j -0.00110242+0.0111j -0.00594602-0.00177844j -0.00637615-0.00107091j 0.000341114-0.00590668j 0.00214704+0.000263763j -0.000477785+0.00125879j 0.00267834+0.00193515j -0.0179084+0.0150802j -0.015018-0.0185523j 0.00633825-0.00647971j -0.0064111-0.00597603j 
0.00111073+0.0110271j -0.0113239+0.00108925j -0.0114567-0.00442484j -0.00411564+0.0118825j -0.00177053+0.0163351j 0.0159934-0.00230628j 0.0130687+0.00478252j 0.00186164+0.0128313j -0.000259274+0.000186175j 0.0132024+0.00393143j 0.000187836-0.017291j 0.00792702-0.0118425j 0.00986665-0.00129195j -0.00659072-0.00137435j 0.00486439+0.00757444j 0.000325733-0.0140291j 0.0117435-0.00437773j -0.00472762+0.00046444j -0.00173904+0.011288j -0.00940417+0.00250275j 0.000457016-0.00139555j -0.0110666-0.00887475j -0.00500283+3.14345e-05j 0.00767101+0.00387317j 0.00842557+0.00151462j 0.00787015-0.00369016j -0.00671205-0.00115392j 0.00755136-0.00156015j 0.00215353+0.00643315j -0.000516441+0.00153232j 0.00191256+0.00349986j 0.00348256-0.00607994j 0.0091723+0.00679259j 0.00295875+0.0029517j 0.00627635+0.000219938j 0.00830663-0.00428194j 0.00589199+0.00445809j -0.00619894-0.00469475j 0.00207883-0.00810327j -0.00454234+0.00148522j -0.00134319+0.000437852j 0.00865402-0.00167771j 0.00182775-0.00299191j -0.0047053+0.00841479j 0.00258245+0.00589171j 0.0110425-0.000432762j 0.00256767-0.00280109j -0.00272554+0.00838822j -0.00857245+0.00718739j -0.00167554-0.00234142j 0.000516151-0.00374852j -0.00932911-0.00625801j -0.00721458+0.0113247j -0.00417239-0.00416106j 0.00591879+0.00310378j -0.00484503-0.00863353j -0.00896211-0.0119802j -0.00350449+0.00450602j -0.00188815+0.00250939j 0.0103297-0.00748154j -0.00627029-0.0163149j -0.00638016+0.0122741j 0.00119172-0.0105811j -0.00958941-0.00293538j -0.0222904+0.0121224j -0.00742322-0.0238721j 0.0129908+0.00645487j -0.0192309+0.00718687j 0.00358713+0.0129154j 0.00180636+0.00693061j -0.00821536+0.0116434j -0.0104728-0.00912225j -0.00439958+0.000511857j 0.00464067+0.00636698j -0.00732381+0.00352425j -0.000582884+0.00343519j 0.00336261+0.000293959j 
