0.00657373-0.00311334j -0.0622336+0.0419734j -0.0508656-0.013483j -0.0385055-0.0084134j -0.0164986-0.00477802j 0.0139818-0.00191799j -0.0405786-0.0137969j -0.0274451-0.0508831j -0.0120088-0.0123542j -0.000114784-0.00475073j 0.0097221-0.00167328j -0.0138742-0.0204803j 0.00738095-0.00992024j 9.77802e-05+0.0234256j -0.00390912-0.0184557j -0.00527607-0.0103157j -0.00203596-0.00914579j -0.00960631+0.00716787j 0.00360268+0.012169j 0.0201312+0.00484276j 0.00784131-0.0129524j 0.0102802-0.0192142j -0.00400747-0.00445183j -0.00275912+0.0111769j -0.000131463+0.00550222j -0.0191013-0.00663234j 0.0045479+0.0102721j 0.00504735-0.0125119j 0.00421164-0.0170307j 0.00666926-0.0243606j -0.0249463-0.00942331j -0.000362222-0.00766176j 0.0146161-0.0355798j 0.00903686-0.0174982j 0.0196362-0.0465719j 0.0100421-0.0247306j -0.0276285+0.0279089j 0.0112633-0.0168982j 0.0523185-0.00553969j 0.00414474+0.00983664j -0.0412944+0.0457172j -0.0885953+0.0347596j 0.0652336+0.050101j -0.0207944-0.101868j -0.0343194+0.0181139j 0.0484592+0.00296583j -0.00146999-0.0508007j 0.0109522-0.00384096j 0.0537703+0.0285159j -0.0119646+0.0700077j 0.0082153-0.0212545j -0.076215+0.123706j 
-0.0519249+0.0222528j -0.0116083+0.00907411j 0.0214243+0.00918224j -0.0595865-0.00854908j 0.00115267+0.047368j -0.017479-0.0369395j -0.042741+0.0339912j 0.0600746+0.00245555j 0.0653328-0.023225j 0.0521446-0.0637924j -0.0209671+0.0075715j -0.0512806+0.0305831j -0.0450302-0.0379726j -0.00548879+0.0297316j 0.0587882+0.025053j 0.10581-0.00184055j 0.021387+0.0547137j 0.0331899+0.0203075j -0.0546978-0.00480058j 0.0214287-0.0922543j -0.00399526+0.0650936j 0.0395115-0.0200965j 0.0166771-0.0368699j 0.0880756+0.038779j 0.117813-0.0168956j -0.0575359-0.10182j 0.0108595-0.0147198j -0.0387817-0.0572781j -0.0987872-0.0341604j -0.012178+0.0410957j 0.0273032-0.0144012j 0.01605-0.0113803j -0.112332+0.0136191j 0.00276626+0.0370541j -0.0217441+0.0744315j -0.0514313-0.0426215j 0.10067-0.0515803j -0.0429235+0.0135595j -0.0375512+0.10631j 0.0559773-0.0923598j 0.0514711+0.022227j 0.032749+0.0524777j -0.00426522-0.0201003j -0.0496407+0.0418033j -0.0114609+0.0273769j 0.0135115-0.0317843j 0.0016723-0.00777128j 0.0303253+0.0224632j 0.0280333-0.0393052j -0.0320741-0.0169644j -0.0436508-0.020658j -0.0401793-0.0614358j 
0.0114712-0.0199385j 0.0149748+0.00758247j -0.0350922-0.023323j -0.0161423+0.0265949j 0.00840637-0.0164027j 0.0657911+0.0162222j -0.0283977+0.0116968j 0.0919284-0.0111719j -0.00610526-0.0361932j 0.063448-0.10742j 0.0337855-0.0253132j -0.131289-0.0241698j -0.0916232-0.0358788j -0.0638129-0.0386726j -0.0370947+0.139356j 0.0348983+0.0307478j -0.0825742-0.144355j -0.0340079-0.0198995j -0.0266489-0.0509721j 0.112089-0.0289565j 0.016653+0.0754567j 0.0257557-0.0632496j -0.00353081-0.0204903j 0.102788+0.1188j 0.0191427-0.0417042j -0.0282072-0.0330285j -0.0540854-0.0351171j -0.0343701-0.0154886j -0.14484-0.0456145j 0.133395+0.0996217j 0.0434032+0.0598277j -0.0134268+0.0465922j 0.00952395+0.0228405j 0.105477-0.01278j -0.0212788+0.0467277j 0.143631-0.118579j -0.0311299-0.0190594j -0.110652-0.0200883j 0.0439895-0.0530639j 0.0877153-0.0758459j -0.0222305+0.0779482j 0.0681985+0.0933976j -0.121362+0.0637092j 0.0576663-0.0109987j -0.017294-0.0217648j 0.0703933+0.0213215j -0.0642461+0.0298286j -0.0206943-0.00320059j 0.125943+0.0508165j 0.0877909-0.103374j -0.055647-0.0299751j 0.040156-0.0275894j 
-0.0142238-0.0123974j 0.0341687+0.0259119j -0.00297496-0.0277293j -0.0181998+0.0171245j 0.0100854+0.039176j -0.00255889-0.0129055j 0.0229966+0.0330865j 0.000149464+0.0149916j 0.0322053-0.00988652j 0.0438828+0.0497789j -0.0308364-0.00662541j -0.0656691-0.0462049j 0.0369526+0.00586096j -0.0368219+0.0203901j 0.0170806-0.0135888j -0.0345363-0.0155989j -0.0452034-0.0261087j -0.138301-0.00882063j -0.0296481-0.0176688j 0.0274811+0.0223691j 0.142116-0.00147552j 0.0127627+0.126796j -0.0280716+0.0536991j -0.00200637-0.0102116j 0.0874446+0.0113508j 0.0089383-0.00712597j -0.0849395-0.0911515j -0.0293006-0.0262076j 0.0588612+0.0365468j 0.11868+0.0626617j -0.0670184-0.020513j -0.0147582+0.0553199j 0.0950431-0.101738j 0.0538303+0.0825348j -0.117666+0.0178519j -0.00546181+0.0444778j -0.0497316-0.073586j 0.0161152-0.0452678j 0.0231741+0.0117835j -0.0207694-0.0889599j -0.00737947+0.0630305j 0.116429-0.0772171j 0.0143882+0.0087089j -0.070098-0.00213725j 0.101139+0.0336816j 0.0731615+0.0668588j -0.0460156+0.00230258j -0.046292-0.00616633j 0.0260264-9.26219e-05j -0.000887471+0.0203558j 0.00739615-0.0220507j 0.0244066-0.0192244j 
-0.0107185+0.00626416j -0.0287151+0.0338912j -0.0425266+0.0132198j 0.0069701-0.0479353j 0.0132952-0.00798316j 0.0162787-0.0452723j -0.0104472-0.0383869j -0.00287677-0.00431447j -0.0444715-0.022099j -0.0336831-0.0456487j 0.0844731+0.00124218j -0.0754543-0.0544115j -0.0245749+0.0617372j -0.00704472+0.0654437j -0.00963472+0.0377923j -0.00733795-0.0129745j -0.0211375+0.0206716j 0.0132521-0.00024912j 0.000985839-0.0306269j 0.0421436-0.110789j 0.0288354+0.0317787j -0.000465333-0.0613673j -0.0666076-0.0697861j -0.0844869-0.0550074j -0.0291051+0.0707128j -0.0714851+0.0636466j 0.130424+0.0328862j 0.0674842+0.0087577j -0.0927232-0.0546146j -0.132772+0.00615929j 0.0257796+0.0301386j -0.00974523+0.0462984j -0.133106-0.0199744j -0.0757978-0.116066j 0.173626+0.103678j -0.00852498+0.0123781j -0.115305-0.0112659j -0.0322345+0.0241767j 0.133789+0.10705j 0.0816734+0.0616697j 0.0323004+0.00767585j -0.00379082+0.0455713j 0.024529-0.0660642j 0.0834658-0.0139023j -0.108984-0.0378858j -0.00267874-0.0742301j -0.0182054-0.0159306j 0.0657343+0.0188372j 0.0407757-0.0103324j -0.0249594-0.0848165j -0.0374328-0.0629627j 0.0475461+0.00668498j 
0.0105338+0.0285009j -0.0452521-0.00575363j 0.0473596+0.00270871j -0.0225797-0.0344282j -0.0247989-0.0343355j -0.0751719-0.00638196j 0.0992547-0.0218565j 0.00234616+0.0117966j 0.0755235+0.0194062j -0.0740446+0.00633261j 0.0259468-0.008701j 0.0423803+0.0130586j 0.0147929+0.0448379j 0.0348148+0.0441284j -0.131164-0.024157j 0.0185057-0.135111j -0.0894626-0.0281232j 0.0746295-0.0496637j -0.0106845+0.0577649j 0.0756694-0.0127723j -0.0362873-0.0251968j 0.0243516-0.0238657j -0.0173053+0.00908859j 0.057386-0.0282623j -0.0469866-0.0186215j -0.0312497+0.142552j 0.198997-0.00908243j -0.0315069-0.0379193j 0.0751542+0.0151545j 0.204347+0.112644j 0.0607854+0.113792j -0.0126532-0.0909513j 0.031458+0.187565j 0.064626-0.0741511j -0.0864589+0.0314788j -0.0628949-0.0143268j 0.0721691-0.0214084j -0.117067+0.0429308j 0.0815907-0.0836046j 0.0665596-0.0546954j -0.0088003-0.0311908j -0.0317155-0.0254228j -0.0997139-0.0118398j 0.0484609-0.0203182j 0.000556201-0.031481j -0.0471774+0.0113196j 0.0163883-0.0229325j 0.0143403+0.00251235j -0.0840285-0.00943268j -0.0380964+0.072365j 0.0268657-0.00436911j -0.0442796+0.000189254j 
-0.0268669+0.0299698j 0.0353382+0.0329847j 0.0209715+0.000379141j 0.0137781+0.0455774j 0.0440676-0.0146227j -0.0616844+0.0241778j 0.051796+0.0185674j -0.0160036+0.000557006j -0.0419852-0.0409441j 0.0606962-0.0606859j 0.0280353-0.0152973j -0.155819-0.108356j 0.0476854+0.0690872j -0.113345-0.040198j 0.0321995+0.0939206j 0.0607377-0.0269879j -0.0695183+0.000717251j 0.0392435-0.0918184j 0.0187419+0.00258127j 0.118902-0.0212336j 0.101775+0.107808j -0.0599846-0.042385j -0.154494-0.0864055j -0.0769387+0.0314725j -0.0721059-0.0174543j 0.044665+0.142111j -0.0447674+0.00390855j 0.0560307-0.0881996j 0.0375714+0.00414979j -0.114925+0.0598629j 0.0259084-0.034181j -0.0636652+0.11913j 0.0443081+0.0561215j -0.0416212+0.0956955j 0.0860666-0.0249526j 0.0647212+0.0895152j -0.0692073+0.0329192j -0.00733421-0.00482397j 0.0663937+0.0125922j -0.0161406+0.00425807j -0.0262464-0.0621446j -0.0534701-0.0055515j 0.0763841-0.0103743j 0.0173943+0.0376409j -0.0897687+0.00504931j 0.0106744+0.0257284j -0.028885+0.0570385j -0.0497607-0.0220397j 0.0135438+0.0157394j -0.0132844-0.00505545j -0.0250146-0.0307279j 0.0209044-0.0293612j 
0.00944068-0.0436811j 0.0227395-0.0265885j -0.00119044-0.00253694j 0.0274146-0.00440148j -0.0163338+0.0372541j -0.0176988+0.0944411j 0.0460531+0.0758897j -0.00689271+0.0216911j -0.0180619-0.0212142j 0.0940785-0.0613813j 0.072376-0.0551432j 0.0149036+0.0271616j -0.0960996+0.00108658j -0.0507432-0.0588061j -0.0120258+0.0419014j 0.0595394+0.018833j -0.0368415-0.0854379j 0.128819-0.113622j -0.0612353-0.0189978j 0.064348-0.000749013j -0.0983609-0.100221j -0.0177547-0.0754765j -0.0802409+0.0463427j -0.00500565+0.136189j -0.0903191-0.00602007j 0.00796847+0.0922364j 0.0663811+0.185053j 0.0638462+0.084273j 0.00132334+0.0594032j -0.0853348-0.108485j -0.0363513+0.0715507j -0.00295739-0.201105j 0.0765731+0.00130327j 0.181364+0.053012j -0.0885554-0.0346405j -0.0329437-0.0521716j 0.0523143-0.0248025j 0.0513091-0.0803207j 0.051064-0.0847352j -0.0571718-0.0975166j -0.043883+0.0408196j -0.0181849+0.104599j 0.0797433+0.0659686j -0.069614-0.0216721j 0.0663647+0.0880932j 0.0796923-0.06319j -0.0460312+0.0261638j -0.0673366+0.0646911j 0.0243298-0.0479656j -0.0154229+0.0301813j 0.0404066+0.0652538j -0.0121662+0.0320477j 
-0.00149408-0.0499402j -0.0165725+0.01087j -0.0844501+0.0513828j 0.021593-0.05283j 0.0303922+0.0443218j -0.0766039-0.0141491j -0.029444+0.0391355j 0.0161626+0.0463932j 0.0255708-0.0327959j 0.0665549+0.05676j 0.0398014-0.0132086j -0.0704869-0.0495908j 0.0019433-0.0848122j -0.0704322+0.00545672j -0.0545256+0.00438593j -0.00339735+0.112325j -0.0343512-0.0354376j -0.121038-0.150685j 0.119793-0.0196999j -0.0116586+0.00969666j 0.0537077-0.00907319j 0.168511-0.126275j -0.0144866-0.0104618j 0.110318-0.0333115j 0.0844747-0.0581609j -0.0444152-0.0671496j -0.0604632-0.0720448j -0.199297-0.0785515j -0.114438-0.0450331j -0.0316398+0.0342452j -0.0412319-0.019612j 0.048327+0.135965j -0.0210375-0.177285j -0.00111316-0.0515224j 0.0748184-0.0888377j -0.0706639-0.1184j -0.132184-0.0288551j -0.0551176+0.103092j -0.0488149+0.0372503j 0.145654+0.104231j 0.015834-0.0405071j 0.0107614-0.0313061j 0.00664784+0.0242682j -0.0244809+0.0470098j 0.0336223+0.0338792j -0.0396975-0.0883286j -0.0343469+0.0462751j -0.0263419+0.0965065j -0.0207189-0.112067j -0.0856508+0.0532265j 0.0248227+0.0640629j 0.000845615+0.0680213j 
0.0441435-0.00342418j -0.0128653-0.00381146j -0.0548655-0.0717683j 0.051538-0.079358j 0.00465724-0.0442679j 0.0379868+0.00202225j 0.0210092-0.0656648j 0.0136379+0.0246627j -0.0626589+0.114962j -0.0246319-0.0010957j 0.0359987-0.0615311j 0.0878778+0.0678501j -0.0690724-0.024923j 0.104788+0.0506882j -0.0322502-0.00663462j -0.0812241-0.0396614j 0.0153238-0.0851734j -0.0710496+0.0891625j -0.0425625-0.00747121j -0.0230738+0.121371j -0.0371542-0.0105523j 0.0229826+0.0405764j 0.0529915+0.073101j -0.00839275-0.0829811j 0.0874923+0.0471327j -0.144782-0.0202214j -0.0497231-0.016069j 0.0463897-0.0461815j -0.0634044+0.0399664j 0.0646081-0.0101911j -0.018519+0.0435818j -0.0459537-0.077846j 0.0739773-0.0325182j -0.0262529-0.109388j -0.00425964-0.0385958j 0.0254341-0.00400881j -0.0795109-0.0464893j 0.0244707-0.0150525j -0.0542859-0.065927j 0.0304863+0.00201574j 0.00212807+0.0603251j 0.10646+0.0740635j -0.118165-0.0740632j 0.0228775-0.0119822j 0.0704353-0.0102422j -0.0125972-0.0535978j -0.0438798+0.0213095j 0.0405999-0.00550794j 0.0187032-0.00392335j 0.0135463-0.0789049j -0.0430908+0.005003j 0.0215688-0.0259958j 
-0.0243014-0.0208427j -0.0117051+0.0153442j 0.00343771+0.0519833j -0.0218307+0.0246566j -0.0345009+0.0155169j -0.0229016+0.0319192j 0.00677445-0.0428796j -0.0220983-0.0729835j -0.0572805+0.0401942j -0.0556591-0.0431033j -0.0915888-0.018049j 0.0366449+0.108818j 0.034844-0.0154939j -0.0275888+0.0437515j -0.0900003+0.0591947j 0.017406-0.0277991j -0.0184669+0.149717j 0.0334987-0.0143895j 0.153954+0.103729j 0.0627503+0.0349465j 0.0108205+0.0840666j 0.0135872-0.0360172j -0.061686+0.0790856j -0.0187288-0.136041j -0.0741216+0.00933447j 0.0319081+0.0815358j -0.113563+0.0845319j -0.0214302+0.154758j 0.00373446-0.12067j 0.0459598-0.021167j 0.00321461+0.00715154j -0.127983+0.0339434j 0.0190385-0.0394918j 0.0853626-0.0317272j -0.0163391+0.0715323j 0.0336408-0.0315851j -0.0697531-0.0400521j -0.0066632+0.081388j -0.0759717-0.12073j 0.0284995+0.0314453j -0.0129522+0.0466043j -0.0464055+0.0268422j -0.00203517-0.103169j 0.0858767+0.0542735j -0.0324164-0.0516578j 0.0218563-0.0159455j -0.000518621+0.0370938j -0.0140244-0.0176425j -0.0362604-0.0222613j -0.0237071+0.0516032j 0.0188562-0.013193j 0.0132222+0.0434177j 
-0.0296671+0.037791j 0.0581356-0.0178375j 0.031962+0.0166111j -0.051654+0.0836635j -0.0268177-0.00902612j -0.0410544-5.24399e-05j 0.0151952-0.0391935j -0.0147489+0.0288087j -0.084073+0.079496j 0.0245477-0.073022j 0.0163029+0.05939j 0.00265056+0.0746928j -0.0852829+0.0158988j -0.0962697-0.0656049j 0.0428986+0.0390809j 0.127272-0.0363234j -0.00304131+0.034697j 0.130021-0.0182735j 0.0320596+0.0187607j -0.00237208+0.0372414j -0.0741629+0.0927344j 0.0223547+0.0538351j -0.0327233+0.0144374j 0.00242179-0.033503j -0.0946595-0.0762471j -0.0021037-0.106268j -0.0105614+0.021649j -0.00182961+0.00461503j -0.0882232-0.00463587j -0.000565476-0.0255442j 0.14578+0.0203126j 0.028983+0.0019973j -0.079331-0.0140033j -0.015882+0.0406834j -0.0237047-0.0443806j -0.0327653-0.0979275j 0.020364+0.0855413j -0.0429289+0.0474608j -0.0914717-0.0479186j -0.0114045+0.0305308j 0.00158711+0.0811168j -0.0255264+0.100759j -0.0115587-0.0745365j 0.0523448+0.0469178j -0.0219206+0.00966575j -0.0177019-0.0220262j -0.0201237+0.0629356j -0.0318743-0.0532253j 0.0146431+0.0351141j 0.020298+0.0154525j -0.00564233-0.00912262j 0.0013688-0.0369016j 
-0.0114813+0.0554451j 0.0137832-0.00617316j 0.0377216+0.00562303j 0.00643987+0.00121147j 0.00858863+0.0243818j 0.0388875-0.00247838j -0.0090534-0.0110872j 0.0938933-0.0079241j 0.045652-0.024745j 0.0333572+0.00809446j -0.0349886+0.0339626j -0.0121372-0.0347908j -0.0123042-0.106302j -0.0398685+0.0394745j -0.0899116-0.00174046j 0.0915281+0.172688j -0.088335-0.0158404j -0.102829+0.012334j -0.0444348+0.0266263j -0.0385061-0.0887316j -0.0829535-0.024943j 0.0602475-0.113933j -0.0286393-0.015839j 0.0340604+0.0109457j 0.0242006-0.00986891j 0.105257-0.0676897j 0.0367554-0.0719282j -0.128103+0.0810554j -0.0512105-0.110692j -0.0311347+0.00583589j 0.079657-0.0668361j 0.0449901+0.0961331j -0.109694-0.0636926j 0.0518578-0.0252772j 0.0280758+0.00498066j 0.0215923+0.0312841j 0.0537314-0.0522058j -0.007681+0.0145762j 0.00227546+0.0465395j 0.0869929+0.0626596j 0.103778+0.00935538j -0.00647982-0.0269184j 0.0187525+0.0884725j -0.0434718-0.0443352j 0.014114-0.0443479j -0.0686306-0.00226515j 0.0498468+0.00397072j 0.00600874-0.0358968j -0.0732165-0.00236365j 0.0190548-0.0338545j -0.0410545-0.00305084j 0.0140206-0.0591286j 
-0.00246225+0.0450787j 0.0451492+0.00740329j -0.0390853-0.0242306j 0.0255504+0.0245822j -0.0368631+0.00797657j 0.0475021+0.00744145j -0.0203064-0.0157714j 0.0275369-0.0422454j -0.0614207-0.0153172j -0.0930321-0.0179046j -0.00646383-0.0213512j 0.121739+0.0436314j -0.0777549+0.0229238j -0.00308834-0.0610755j -0.00419893+0.0463078j -0.0916875+0.0363927j -0.037628-0.00559452j 0.0272211-0.0101241j 0.0363211+0.0453173j 0.0183759+0.0176874j 0.00915326-0.0733013j 0.0313604-0.111334j 0.00350362-0.102121j 0.0887393-0.0318576j -0.0903242-0.0845538j 0.0592062+0.0030117j 0.00798818+0.161164j -0.134386+0.0947475j -0.00299316-0.00259418j -0.0400952-0.129597j -0.0166605+0.0265047j -0.0189883+0.00740165j -0.00212769-0.0794968j 0.0262112-0.0183476j 0.0230324+0.0440785j 0.00952834-0.0317039j 0.0335461-0.101265j -0.0242928+0.0233701j -0.0824422+0.0309578j -0.0511956-0.0181289j -0.0510286-0.000729114j -0.0242226-0.0771117j -0.0336273+0.113598j 0.0298224-0.0366921j 0.0144281-0.0226317j -0.013572+0.0177867j 0.0544678+0.00537307j 0.0139252+0.0107033j 0.0282888+0.00198594j 0.037712-0.0461546j -0.0583785+0.00857697j 0.00900969-0.0331287j 
-0.00126284-0.0157613j 0.0133528+0.00452658j 0.0943857-0.0371531j -0.049192+0.0587758j -0.0247752+0.0109556j 0.00211938-0.0128301j 0.108324+0.0780215j 0.000127222+0.0810352j 0.119072+0.00502778j 0.00356199-0.0493447j 0.00522352+0.0601611j 0.0339267-0.0511594j -0.0495799-0.0413917j -0.062458-0.011998j -0.0655455-0.0471496j 0.0726432+0.0386898j 0.0747796-0.0958435j 0.0285177-0.0395573j 0.0962705+0.100116j -0.114697-0.0289623j 0.0756759-0.0744161j 0.0464962+0.00849213j -0.0145072+0.0736264j -0.0748808+0.00291806j 0.0729907+0.000919047j -0.021139+0.11099j 0.064855-0.02455j -0.149779-0.0103121j 0.0508301+0.0882248j -0.0209285-0.0729003j 0.0491248+0.0649972j -0.0439736-0.00260229j 0.0953399-0.177689j -0.19154-0.00586187j -0.0992322+0.0169221j 0.0169193+0.0374707j -0.00392736+0.077427j 0.0792901+0.00630099j 0.140987-0.0336338j -0.00785552+0.051575j -0.0406445-0.0821215j 0.0404222-0.0331292j 0.0817136-0.0719411j -0.0263703+0.0496724j -0.00429881+0.0864376j -0.0307368-0.0674598j -0.0352867+0.0488253j 0.0141835-0.00183737j 0.0785632+0.0619607j 0.0322489-0.0176673j 0.00454693+0.0174385j -0.0244403-0.0210205j 
-0.0336605-0.0172496j -0.0202621+0.0260956j -0.00690781+0.0179238j -0.00384352+0.0164877j 0.0066567+0.00480515j -0.000649698+0.015837j 0.04091+0.0313131j -0.0484571+0.00167613j -0.000824378-0.14482j 0.0216019-0.0946001j 0.135001+0.066139j -0.0244175-0.0506785j 0.0318825+0.0312436j -0.0388661+0.0637382j 0.0015204-0.00929616j 0.0328362+0.00657505j -0.0744934-0.0532775j -0.021986+0.0799064j -0.0684112-0.0541682j 0.0347204-0.0967464j -0.0385563-0.0668131j 0.0774876+0.112982j -0.0237474-0.0511246j -0.0654887-0.0673108j -0.0379059+0.008193j -0.0406583-0.00556187j 0.149141-0.0762403j -0.100648+0.0290559j 0.0339505+0.0339884j 0.166813-0.196077j 0.129223+0.0373489j 0.135653+0.0205982j 0.0894938-0.0749468j -0.0750677-0.0595273j -0.054278+0.0221934j 0.0350491-0.011904j 0.0397583-0.0187866j 0.0563383+0.0488119j 0.00805398+0.0751085j -0.00938943-0.0380821j -0.0772665-0.00282694j -0.0201311+0.0473182j 0.0161229+0.00170363j 0.0722651+0.0479635j -0.0282476-0.00242206j 0.0682808-0.0297911j -0.0338724+0.0217328j -0.0188438+0.0143028j 0.00265526-0.00650574j -0.0306198+0.00561354j 0.000938341-0.0309284j 0.00971017+0.0122358j 
0.0916821-0.0441163j -0.0216254-0.023398j -0.0368924+0.0241486j -0.043926-0.040064j -0.0792815+0.0369681j 0.0602089+0.0340762j -0.0250343+0.00520322j 0.0907031+0.0602498j 0.0110404-0.00616954j -0.0608122+0.107466j 0.0189988+0.0139057j 0.157977-0.0123898j -0.0868659-0.0822518j 0.091705-0.0301349j -0.030849-0.0460061j -0.0883475+0.0794587j 0.0694202-0.100902j -0.0308951-0.0362574j 0.0471467-0.0940518j -0.14022+0.02299j -0.0740283-0.0244712j -0.0178282-0.082118j 0.0426359+0.112396j -0.00367403+0.0483831j -0.0642756+0.00942085j 0.00492898-0.107182j 0.0749715-0.0468651j -0.0309601+0.0944962j 0.0730857+0.0655008j 0.0630728-0.0112071j 0.00824225-0.0749212j 0.0926726-0.118253j -0.0785815+0.0049768j 0.00933797+0.0124096j -0.0104179+0.060941j 0.0660824-0.0600313j 0.012863+0.0484793j 0.0390652-0.0313821j 0.0141713+0.00190073j -0.0880929+0.0109976j 0.0066898-0.0519805j 0.0243755+0.0088642j 0.0120598+0.023937j 0.0387634+0.00566039j 0.0663139+0.0268881j -0.00802589+0.0307117j -0.017783-0.000893012j -0.00894985+0.0515244j 0.0302159-0.0594274j -0.00203446-0.0298564j 0.00467886+0.0152516j 0.0395286+0.0251842j 
0.00123746+0.0374118j 0.0414907+0.00039174j -0.0431314-0.0247195j -0.042782+0.0413049j 0.0435947-0.00151272j 0.0157505-0.0130407j -0.029672-0.0230832j 0.0123044+0.03214j -0.0770902+0.0361892j 0.0798912-0.0465509j -0.101596+0.0255822j 0.100975+0.0962961j -0.00955024-0.0850952j -0.0203272-0.0218741j 0.117659-0.0438182j -0.0267503-0.0513047j 0.0388122-0.0629835j 0.184424-0.0512531j -0.0730516+0.0241495j 0.0606741+0.0803744j -0.176589+0.0841425j -0.0447886-0.062711j -0.117947-0.108556j 0.0166454+0.0122889j -0.0157982-0.0632308j 0.0402448+0.0534387j -0.115633+0.0302635j 0.0603164-0.0979548j -0.0150543-0.074046j 0.0245141+0.000932567j 0.024674+0.00908015j -0.134757+0.0135263j -0.00826972+0.0505177j 0.0506547+0.0690034j 0.115307+0.012318j -0.0668486-0.00576877j -0.0287286+0.0328848j 0.0152362+0.0391427j -0.0141355+0.0149518j 0.0669994+0.00110354j -0.0107347+0.0540382j -0.00165139+0.0822303j -0.0541649-0.0111407j -0.0193526-0.0349843j 0.0212466+0.0220551j 0.0203963-0.0418195j -0.066476-0.0207315j -0.0494145-0.0260529j -0.0208977+0.0194361j -0.0732964+0.0331833j 0.00207607-0.0181041j 0.0138425+0.00836574j 
-0.00458836-0.0725577j -0.0582543+0.0351161j -0.0267958-0.0342947j 0.161464-0.0663483j -0.0274355-0.0575539j -0.00548226-0.0117254j 0.0741485-0.0222809j -0.0300062-0.0214989j -0.032519+0.0482517j -0.0304275-0.0435546j 0.100447-0.0387512j -0.115373-0.0587429j -0.00164956+0.108598j 0.07504-0.042178j -0.0626742-0.0363703j 0.00409679-0.00333889j -0.0562946-0.0585949j -0.0761642+0.0133233j -0.0607659-0.0197116j 0.0829672+0.0310468j 0.0199573-0.0749145j 0.00635618+0.0549004j -0.0326025-0.00837307j -0.0546531+0.00238807j -0.037668+0.0514739j -0.0699345+0.0179558j 0.0323325+0.0447815j 0.0465136+0.0742984j -0.0199612+0.0452672j -0.0410191-0.0296982j -0.0835385+0.0460326j 0.0211121-0.0223699j 0.0579125+0.0129014j 0.0586654+0.0178126j -0.0748075-0.104245j -0.00964555+0.01402j 0.0163238-0.000523803j 0.0389335-0.0388596j -0.0325644-0.027262j -0.0731555-0.0102816j 0.0100848+0.0847996j 0.0472095+0.0316592j -0.000420027-0.0190505j 0.0387609-0.0197474j 0.0167362-0.02908j 0.0123596-0.0414241j -0.0163702+0.0161729j 0.000940572-0.00474157j 0.0138717-0.0222728j 0.0660937-0.0599311j -0.0219892+0.0159887j 0.0457289+0.0230036j 
0.043301+0.0184419j -0.017757-0.0736449j -0.0264903-0.00591515j 0.0523876+0.0188908j 0.0442391-0.0873191j 0.119231-0.011259j 0.0750783-0.0298854j -8.58381e-06+0.00121159j 0.0995015-0.0872633j 0.0343337-0.08209j -0.0755576+0.0199981j -0.0521781-0.024449j -0.052883-0.00410399j 0.0418553+0.0989587j 0.0366852+0.0838144j -0.0580612+0.00130174j 0.01977-0.0864055j 0.0811451+0.0595083j -0.000813746+0.0107758j 0.0905901-0.118756j -0.0840099-0.171398j 0.0020321-0.161918j 0.0854283-0.0741894j -0.0162912+0.0704812j 0.0334181-0.0687565j 0.110801+0.167988j -0.0205683+0.180186j 0.0297626-0.0174339j 0.00770224-0.0309056j 0.0374724-0.0590986j -0.090035+0.0263247j -0.0332596+0.00616455j 0.0799453+0.016574j 0.0193715-0.0231118j 0.070438+0.0509475j 0.0569183-0.0164626j -0.00115168+0.0242857j 0.0225953+0.0146674j 0.0310331-0.0873413j 0.0314244-0.0106351j 0.0447497-0.126334j -0.0124278+0.00864089j -0.0149736+0.0282466j 0.00618883-0.000329405j -0.075503-0.0145613j -0.0303039-0.00462367j -0.0118577-0.0425399j -0.0947974-0.064921j -0.0517764+0.0305792j 0.0436831-0.0299364j 0.00897139+0.0505758j -0.0283093+0.0385121j 
0.0115423+0.0100665j -0.0011223-0.00355957j -0.0853465-0.0241281j 0.00569754-0.0391217j -0.0156306+0.00306684j -0.0533758-0.0710699j 0.0542641-0.0719078j -0.0521248+0.0890751j -0.107209-0.0023817j 0.0324808-0.027891j 0.0582446+0.101211j 0.00780027+0.06813j -0.0024716+0.0340186j -0.0472861+0.0494966j 0.0448125-0.0904453j 0.00730966-0.0523002j -0.0818986-0.0693602j 0.0182016+0.0490957j -0.110918-0.00203983j 0.0585442+0.068755j 0.00160768-0.0686763j -0.00510625+0.153249j -0.0813948-0.139793j -0.0241098-0.0318957j -0.036495-0.0956498j 0.016184+0.0576577j 0.00248197+0.0572123j -0.0218316-0.103978j 0.0970359-0.0176286j 0.0312788-0.115402j -0.0145037+0.0397201j 0.06148+0.0962528j 0.0318225-0.0320971j -0.0297016+0.0168014j 0.00799377-0.00925787j -0.0771973+0.040877j 0.105049-0.0406945j -0.053715-0.0458776j 0.0203102+0.0665377j 0.000850489+0.0206181j 0.00669699+0.0532843j 0.0211724-0.0254174j -0.0179895-0.0649198j -0.0781225-0.0235979j 0.0651927+0.00143511j -0.0223476-0.0264365j -0.0832493+0.0153592j 0.0112659-0.0149144j -0.0260984-0.0204384j -0.0354323+0.0252238j 0.0115847-0.0176791j 0.0294524+0.0221034j 
