-0.0866495+0.0685527j -0.0349147+0.00509669j -0.0236761-0.00129781j -0.0948631-0.0399005j 0.0214792-0.0151827j 0.0438226-0.00194287j -0.0102121+0.00746445j 0.000660259+0.0445389j -0.0226836-0.0129688j -0.0454066-0.00723239j 0.0153237+0.0234205j 0.0326953+0.00284801j -0.0198406+0.00446004j -0.00790523-0.0140522j 0.0216998+0.0010516j 0.0159031-0.00784428j 0.0255336+0.0135745j 0.0159906+0.00887205j 0.0221462-0.0156114j -0.00858043-0.0127096j 0.00196848-0.01471j 0.0213548+0.0467624j -0.0204258-0.00207944j -0.017632-0.00443152j 0.0190418+0.00102946j 0.0264796-0.000563678j -0.0214029+0.0174996j -0.017695-0.0010643j 0.0089173+0.0141667j -0.00151114+0.00050844j 0.00770021-0.016538j 0.00187896-0.0166549j 0.037323+0.00666251j 0.0161942+0.0412671j 0.00307133-0.00783061j 0.0237048+0.0141182j -0.00350466-0.00815404j -0.0126778-0.00142165j 0.02424-0.00465078j 0.000688185-0.0220629j 0.0127268-0.00962727j 0.04138+4.71048e-05j -0.00157811-0.000992402j -0.0213396+0.0110937j -0.00461788-0.0045033j 0.0243922+0.0103583j 0.000693243+0.0102374j -0.000689203-0.0152138j 0.0124165+0.00411314j 0.000359346+0.0133924j -0.00653261-0.0142917j 0.0271737-0.0049492j 0.00116087+0.0184889j 0.0105718+0.0130411j 0.00173332+0.00387515j 0.00675743+0.00304611j 0.00610405+0.00740887j -0.0028422+0.000602423j 0.0125929-0.0358489j 0.0211668-0.00961616j 0.0109503+0.0178108j 0.00304853+0.0016984j 0.0165971+0.0222033j 0.0195064-0.0111846j -0.00938296-0.0310078j 0.0204293+0.0245355j 0.00315026-0.0106416j 0.0150071+0.0171613j -0.0150178+0.000705612j -0.0211943-0.00795058j -0.0156583+0.0178071j -0.0107776+0.0061424j 0.0107214-0.0194133j 0.00319464-0.00876687j 0.0118666-0.0578238j -0.00816329+0.0473453j 0.01624-0.00763984j 0.0720512+0.0127605j 0.060579+0.00625752j -0.0615087-0.033565j 0.0693857-0.0339097j -0.00178621+0.0248852j 0.03638+0.0827667j 0.0082347-0.0559771j 0.0128771+0.000725698j -0.0186032+0.05133j -0.097457+0.00570334j 0.0187391-0.134007j -0.0418199+0.0120725j 0.00102615-0.0217609j 0.00953263+0.00898606j -0.0247959-0.0327293j -0.0832745+0.146579j -0.00280937-0.0525235j 0.129986-0.116847j 
0.0336985-0.0113556j -0.0341882-0.00232311j -0.0024978-0.0371502j 0.0299339+0.0190053j -0.023149-0.00543505j 0.0481582-0.0223478j 0.00413292+0.00944407j -0.00396561+0.0206643j -0.0317167+0.00459342j -0.0110722+0.0291041j 0.0346558+0.0151673j 0.00653767+0.010931j 0.00992761+0.0246165j -0.0120883-0.0133317j 0.0173479-0.00953039j -0.010783-0.0196176j 0.006655-0.00743647j -0.000831973+0.0148569j -0.00455662-0.0270026j -0.0015821+0.00199129j -3.3526e-05+0.0128649j 0.0237068-0.00929926j 0.0268632+0.0184572j -0.000623492-0.01526j -0.00129822-0.00686191j 0.0254035+0.00632245j -0.0102485+0.00696618j -0.00470314-0.00523912j -0.0339753-0.0279461j -0.0103905+0.0082153j 0.0172549+0.0163972j -0.00919214+0.013524j 0.0110856-0.00564352j 0.000128051-0.00910458j -0.0438428+0.00248337j -0.00787389+0.00225187j 0.00538406+0.0196417j -0.0107829+0.00320604j 0.0288842-0.018411j -0.00218668-0.0214427j 0.0246715+0.000937847j -0.0213117-0.0148185j 0.0201846+0.0314431j -0.00768644+0.0230846j -0.0250474-0.0178576j -0.0344399-0.0308833j 0.00697958+0.0248629j 0.0282835+0.0255695j -0.01138-0.0091112j 0.00206352+0.00315874j 0.0225342-0.00751521j 0.026018+0.0216739j -0.00738123+0.00177406j -0.0127828+0.000965625j 0.0121382+0.00088987j -0.0174446-0.00380167j 0.0154676+0.0017933j 0.012349-0.0413593j 0.0304855-0.00806486j 0.0486689-0.00118132j -0.00586392-0.0196404j -0.0139176-0.0226424j 0.0249088-0.0543576j 0.0160093+0.0124442j 0.0128478+0.0271178j 0.0103325-0.0249169j -0.0101537+0.0280221j 0.00224643-0.00557324j -0.00271116+0.00893639j 0.0236518-0.000994321j -0.00180517+0.0011574j -0.000199507+0.00754509j -0.00178061-0.00838969j 0.00922749+0.00731942j -0.0068442+0.00290657j -0.0155134-0.00677532j 0.00988175+0.00249404j 0.00346725-0.0210778j -0.0236941+0.00234985j 0.00758236+0.0008497j -0.00318355+0.0199335j -0.0182743-0.00845949j 0.00787439-0.00872878j -0.0193586-0.0172444j 0.0221293-0.00512603j -0.00923948+0.000988733j -0.021481-0.00265061j 0.0129423-0.000119654j 0.0435471+0.00255758j -0.0184967-0.00486786j 0.0153551-0.0118265j -0.0164307-0.00653169j 0.0112874-0.00471945j 0.0381991+0.000924984j -0.000825944-0.00281348j 
0.019994-0.00862167j -0.000903662+0.011676j 0.00792517-0.0180885j 0.00491371+0.00792147j 0.00488571+0.00962918j 0.00680589+0.00519468j -0.0103144+0.00454495j 0.00872131+0.00255495j -0.00724012+0.0200791j -0.0281135+0.000455894j 0.0137012-0.00361703j -0.0119718+0.00888456j 0.016313-0.0127759j -0.00632261+0.00338058j -0.0036041+0.0201459j -0.00149899+0.0123658j 0.0050478+0.00633521j -0.0106474+0.0105593j -0.000277958+0.00144234j 0.000767557-0.00512636j -0.00760124+0.00237354j 0.022156+0.0146969j -0.00688523+0.000372811j -0.000801034+0.00927417j -0.00734229-0.00987972j 0.00549975-0.00466888j -0.0140875+6.30789e-05j 0.00265706-0.0137505j -0.00679218+0.00150831j -0.0059628-0.00628496j 0.00274128+0.00407825j -0.00589559+0.00081306j 0.00394625-0.00305322j 0.00981472+0.00741257j 0.0133946+0.0172714j 0.0027183-0.00278562j 0.00422753+0.00395858j 0.00586409+0.00831925j -0.00790195-0.0136381j -0.00491607-0.00713471j 0.00435275-0.0063798j 0.00910361-0.00709832j -0.00399041+0.0024013j 0.00482241-0.000547936j 0.00848294-0.0133188j -0.00241347-0.00273262j -0.00714599+0.00137391j -0.00910214-0.00464667j -0.0148122-0.00838017j -0.00545298-0.0110581j -0.00884318-0.00641706j 0.0127844+0.0110673j 0.00888666+0.00269589j -0.00735262+0.0212494j 0.0035061-0.00596044j -0.00639429-0.00457852j 0.0237828+0.000651963j -0.00458579-0.0150337j -0.00739809+0.0104322j 0.00560304-0.0165482j -0.00990692-0.0109549j -0.0133627+0.00446492j -0.00580235+0.00376285j 0.0161759+0.0249833j -0.00917875-0.0130752j 0.00619818-0.00685448j -0.0104737+0.00405762j -0.0145464+0.00677839j -0.000822014+0.0032896j -0.00176136+0.011266j -0.00244831-0.00496175j 0.000207123-0.0111078j -0.0113392+0.00706701j 0.00313281-0.00983421j 0.00436061-0.0146459j -0.0167631-0.0061976j -0.0109043+0.00629167j -0.00257171-0.00293201j 0.000153144+0.00518454j 0.0119736-0.0137094j -0.00281046+0.00819188j -0.015091-0.00683905j -0.0168802+0.00922032j -0.0147441+0.000852164j 0.00682228-0.00213181j 0.00886991-0.000867881j 0.00296161-0.0134729j 0.000370853-0.0172688j 0.00469444+0.00013575j 0.00716088-0.00383574j 0.00694356+0.00619914j 0.00664551-0.00238048j -0.0025758-0.00648883j 0.0109562-0.00557605j -0.00355689+0.00374083j 
-0.0719351+0.0481513j 0.0366494-0.0343134j -0.00371374+0.0326879j -0.0033961-0.0430862j 0.0435346-0.0304394j -0.0361242+0.0199282j -0.00403909-0.032549j -0.032603-0.0145595j -0.0137693+0.0112102j 0.00715188-0.026777j -0.0150322-0.00521566j -0.0201123+0.00851238j 0.0108851-0.0239403j 0.00334995+0.00555912j -0.00184408-0.00480084j 0.0136692+0.0196197j -0.00904396+0.00596649j 0.00391344-0.0248268j 0.017885+0.0269726j 0.00427354-0.0073793j 0.00392243-0.00556087j -0.0379743+0.0202332j -0.0364626-0.00496262j 0.0283012-0.0297108j 0.0207963+0.0223235j -0.0159325+0.0267397j 0.0294197-0.0102126j -0.00590068+0.0327144j 0.01013+0.0259945j -0.0090374+0.0107013j -0.0235768-0.000505576j 0.00795176+0.00390087j -0.027485+0.0137863j -0.00750814-0.00141872j 0.00460653+0.00376197j -0.0232437+0.026279j 0.0170024-0.0362944j -0.0141189+0.0140626j -0.0422251+0.0146581j 0.00531217-0.00180856j -0.0412613+0.0321835j 0.0422182-0.0136631j -0.0196446+0.00164278j 0.0193287-0.0204535j -0.00862027+0.0398642j 0.0136833+0.0360499j -0.00131539-0.0163176j -0.038296-0.0246923j -0.0123466+0.0607162j -0.0036518+0.00815098j -0.00913068-0.00849483j -0.00606259-0.0306928j -0.0414944-0.00316879j -0.0354743-0.0149068j -0.0142953+0.0335436j 0.00165996-0.00462509j -0.0129153-0.0126912j -0.0203035+0.00938234j -0.0170861-0.00286325j -0.0445739-0.0279388j -0.00447823+0.00186654j -0.0236354-0.0304578j 0.0160102+0.0221173j 0.00152635-0.00245656j 0.0204246-0.0293446j -0.0125813+0.012196j 0.00952844-0.0245656j -0.01007+0.0184559j 0.00570042+0.0194578j -0.0244397+0.00377247j -0.0169484+0.0153163j -0.0152973+0.00774985j -0.00199033-0.032193j -0.0142017+0.00553763j -0.0138997+0.0144776j 0.000382147-0.00434691j 0.0197103-0.0214891j 0.00667698+0.00555802j 0.0171494-0.0126593j -0.022749-0.00844648j -0.019251-0.0374867j 0.0154568+0.00810632j 0.0128187+0.00123788j 0.0426545+0.00695458j -0.00434446+0.0169056j -0.00445523-0.00114016j -0.0247503+0.0226376j 0.0130252+0.0209906j -0.0557201+0.0105414j 0.0175188+0.0118507j -0.0245113+0.0229252j 0.000858147+0.0094517j -0.0316054+0.00670117j -0.0589078-0.00649417j 0.000236347-0.00538514j 
-0.0198901+0.00248053j 0.0360521-0.0150615j 0.00574772-0.0163901j 0.0342851-0.048383j 0.0101583-0.0263836j 0.0362202-0.00886896j -0.0119752-0.0081848j -0.0500156-0.0224875j -0.00438752+0.00189788j 0.0135003-0.00416953j -0.0020842-0.00403268j -0.00975175+0.00651877j 0.000456079+0.000969851j 0.0123758-0.00248698j -0.017811-0.00108483j -0.0147135+0.01933j -0.00397046-0.00965554j 0.00931759-0.00556454j -0.0106501+0.00788904j -0.0136419-0.013794j 0.00900099-0.0144144j -0.0173541+0.00376669j 0.000240236-0.00766424j 0.0411333-0.0237553j -0.0216849+0.0190867j 0.00404602-0.018412j 0.00911843-0.011378j -0.0176967+0.00567467j -0.0129417+0.0158358j -0.00560951+0.00417033j -0.0475392-0.0136484j 0.00796506-0.00331287j 0.000926211-0.00284538j -0.00869574+0.00753983j -0.0183915+0.0260549j 0.0243142-0.00656212j 0.018742+0.0201703j 0.00161138+0.00995228j -0.022799+0.0174764j 0.0111149+0.0180037j -0.0328002-0.00178877j 0.0204974-0.00624775j -0.00658296-0.0168999j 0.011924+0.012962j -0.0351242-0.00924249j 0.00104649+0.0349883j 0.0392122-0.0241823j -0.0153578+0.000602857j -0.0265615-0.00306429j 0.0254332-0.0125406j -0.00709985-0.0321528j 0.0209163+0.0120284j 0.0155886-0.020619j -0.0116204+0.00634335j 0.0238692+0.0102082j 0.00918867-0.0124586j -0.0120215-0.000645978j 0.0143082-0.0195026j -0.0210487+0.00111016j 0.0186102-0.0116765j -0.00839236-0.00500505j -0.0131569-0.0419695j -0.003243-0.0309114j -0.00539288+0.00396772j -0.0104792+0.0251873j -0.003876+0.0199758j 0.0172976-0.00495216j 0.0238203+0.0139244j -0.0167206-0.0167346j -0.00371132-0.0202359j -0.0142417-0.0284547j 0.0163248-0.00935697j 0.0032281+0.0112573j 0.010454-0.000400287j -0.00912939+0.0133602j -0.0091333+0.0101708j 0.00314786+0.00253106j 0.00224586-0.00274468j 0.0074255-0.00509331j -0.0241333+0.0277064j -0.0135894+0.0228704j -0.00727927-0.0107878j -0.00697379-0.00367049j -0.0145365-0.0200018j -0.00399542-7.07448e-05j 0.00985433-0.016963j 0.0150052-0.0114516j -0.0102693-0.00384424j 0.00789021-0.00117272j 0.00949575-0.00506208j 0.0157011-0.00903217j 0.00379001+0.00352086j -0.0093367-0.00422588j -0.015333-0.00709744j -0.0112899+0.00452973j 
0.0679494+0.00312126j -0.0523088+0.000288413j -0.0245631-0.0384437j 0.0212274+0.0460911j -0.0411921+0.010419j 0.00306794-0.00730478j -0.0264927-0.00185627j 0.0440533+0.0644775j -0.0172257+0.00871643j -0.0162265+0.0436371j 0.000332138-0.00212885j 0.0212247-0.0317122j -0.00990411+0.00119623j 0.00800093-0.024182j 0.00868966+0.0120158j -0.0105531-0.018194j -0.00429666+0.0121149j -0.0321+0.0247802j 0.011055-0.0526243j -0.00164552+0.0150889j -0.0125277-0.00894408j 0.0376674-0.0178378j 0.0195075+0.0331816j -0.0227086-0.0156072j 0.0149828-0.0333072j 0.0095154+0.0266791j -0.0217505+0.0459148j -0.0152736-0.020706j 0.0106199-0.00117416j -0.0257643-0.00372621j 0.0405845+0.0025692j -0.0326404+0.00375182j 0.00277575-0.0148483j 0.00873386-0.023649j -0.0125842-0.00176394j 0.000360688-0.0185862j -0.0138322+0.00329657j -0.00352887-0.0125765j 0.0198775+0.0111491j -0.00322386-0.0284364j 0.0576926+0.0299239j -0.0581872-0.0358357j 0.0172651+0.0330363j -0.0270277+0.00864997j 0.00774262+0.00977646j -0.00847666-0.0431128j -0.0347265+0.0243643j 0.0112906+0.017916j 0.0111401+0.0167043j -0.0226404-0.00210303j -0.0209395+0.0467888j 0.00803002-0.0218907j 0.0140764+0.0103995j -0.011694+0.0142457j -0.0266365+0.0125492j 0.00286993-0.0198234j 0.00822213-0.00730455j -0.0364377+0.00275946j 0.0257106+0.0237564j 0.0159322+0.05221j -0.013741-0.0302463j 0.0508251+0.0291275j 0.0321856-0.0108406j 0.0498961+0.00438828j 0.0155502-0.0184776j -0.020537-0.00787698j 0.00286335-0.0194983j 0.00300667-0.0117122j 0.00140329+0.0164157j 0.0157403+0.00396176j -0.00385652-0.00967487j -0.00728415+0.0312697j 0.00257164+0.010159j -0.000182947-0.00592048j -0.00628241-0.00557171j 0.0156217-0.00644135j -0.000733824+0.012955j 0.0112755-0.000277724j -0.00718503+0.00663948j -0.000839017+0.0140968j -0.00750558+0.0250792j -0.0359528+0.0110266j -0.00052205-0.0269414j -0.0169939-0.00878275j 0.0116816+0.005981j 0.00956302-0.00375837j -0.0307494+0.0184473j 0.0132561-0.00474739j 0.036908-0.0190794j -0.0139651+0.00514392j 0.0190668-0.0206231j -0.0463009+0.00765713j 0.010085-0.00764151j 0.0301798-0.00372618j -0.0164827-0.0188482j 
-0.00164053+0.00292781j 0.011125-0.0424873j -0.0144971-0.0266714j 0.0559206-0.00114942j 0.00295575-0.0299716j 0.0228565+0.0124138j -0.0128089-0.0335493j -0.0270798+0.0223074j -0.0158707+0.0204834j 0.00987875-0.00158464j 0.0155163+0.0107583j -0.0109269-0.00952915j 0.0213197+0.00674222j 0.00739276-0.00242375j 0.00279059-0.00480537j 0.000905978+0.00423786j -0.00315158+0.00816395j -0.0261524-0.00491581j 0.0102504-0.024813j -0.00382927+0.00739613j -0.00145656-0.0217995j 0.00715506+0.0210268j -0.00051361+0.0226353j 0.0272035-0.00755178j 0.00463772-0.0253958j -0.0075545+0.00902542j -0.00333016+0.0507549j -0.0325219+0.023106j -0.00438426-0.00747174j -0.0137659+0.020559j -0.00834314-0.00362489j -0.00764135-0.00542231j 0.0160651+0.00805134j -0.0105313-0.00845232j -0.00799107+0.0296199j -0.0251486+0.0175067j 0.00810594-0.00706162j 0.00753108-0.00324588j 0.0107985+0.0113647j 0.00296988-0.00296281j 0.00705963+0.0164485j -0.00364892-0.0152094j -0.00760966+0.027206j 0.00922649+0.0235909j -0.0146785+0.024221j -0.0144593-0.0121197j -0.000941457+0.0381392j -0.000220456+0.0129186j -0.0315363-0.021409j 0.0253359-0.0288967j -0.00288984+0.0250318j -0.0168841+0.0153691j -0.0110454-0.0137339j 0.00809643+0.0133305j -0.0228527-0.0237227j 0.00349363-0.0151536j 0.0035456-0.0411204j 0.00109213-0.000204385j 0.00274475-0.0333648j 0.0365445+0.00642019j -0.00809184-0.0151059j -0.0198669-0.0355317j 0.000977459-0.0103139j -0.000847762-0.00813208j -0.000349006+0.0155646j 0.00219371-0.000827601j -0.0166659+0.0241255j 0.0163997-0.0171405j -0.00994447-0.013627j 0.00890783-0.0133758j -0.0180406-0.01981j -0.0178685+0.0314365j 0.022493-0.015727j 0.00843754-0.00939427j 0.00316583+0.0068113j 0.0222395+0.00337138j -0.0181378+0.00161867j 0.0217941-0.0233054j -0.00577321-0.000704379j -0.0150882+0.0187622j -0.00359574+0.0205272j -0.0260549-0.0167696j -0.00900917-0.0163526j -0.00408846+0.00296546j 0.000577136-0.00469416j -0.00596023+0.00295319j -0.012079+0.000254293j 0.0101246+0.0171218j 0.0137362-0.0168271j 0.00903854-0.0179824j 0.0270404+0.00568145j -0.0119649+0.0222749j -0.00534672+0.00416704j 0.00588717+0.0111956j -0.0137629-0.00787995j 
-0.0405192+0.0098481j -0.00472392-0.0195559j 0.00995688+0.0213992j 0.0178738-0.0129208j 0.00798495-0.0126359j -0.00756655+0.0278265j 0.0263868+2.94949e-05j 0.00345737-0.0178777j -0.0131933-0.00532741j 0.0118241+0.00587164j -0.0198156+0.00590908j -0.0206094-0.000700523j -0.00711506-0.00811997j 0.00533906+0.00656541j -0.00206042-0.0130131j 0.00579767+3.08e-05j 0.0023203+0.00095818j 0.00591413+0.0120888j 0.00721027-0.0090579j -0.0084511-0.00367319j 0.0069371-0.00306277j -0.012648+0.0224941j 0.00334055+0.0226576j 0.0268923+0.00205052j 0.00927324+0.00523399j -0.00624069-0.00181327j 0.0104478+0.0121721j 0.00101026+0.0339188j -0.000972907-0.00103341j 0.019239+0.00888472j -0.0112205-0.0217241j -0.00699436-0.00663448j -0.01249+0.000822901j -0.00534223-0.0221326j -0.0283353+8.3684e-05j -0.030453+0.0233499j -0.00393378-0.00830359j -0.0123701+0.00956113j 0.00023189-0.00427803j 0.00342056+0.00577726j -0.00333192+0.00153347j 0.0224905-0.0153742j -0.0118924+0.011299j 0.0123912-0.0024257j 0.00971695-0.000626776j -0.0100502-0.00123954j -0.00900096+0.0359344j -0.0047177+0.0309371j 0.00214829+0.00341707j 0.0119136+0.0161937j 0.0139926+0.00453588j -0.0304553-0.00581217j -0.0244933+0.00312429j 0.00434296+0.0184343j -0.00305321-0.0130303j -0.0227436+0.0124239j 0.00606804-0.0228467j 0.0257673-0.00121158j 0.0088749-0.0474739j 0.0269896-0.00253745j -0.00340638-0.000981824j -0.0257345-0.0365787j 0.00829839+0.000535278j 0.00985351-0.0205072j -0.014987+0.0102374j -0.0144383-0.0128295j -0.00119667+0.0172721j 0.0182325-0.00775148j 0.00172385-0.0128428j -0.00812387-0.012829j -0.00585405-0.00344866j -0.00839545+0.0104953j 0.00447938-0.0244024j 0.00155511+0.00349103j 0.0041671+0.00764489j -0.00369897+0.00274692j -0.011509-0.000908327j 0.0125294-0.0136734j -0.0108386-0.00100098j -0.0208696-0.000724938j 0.011501-0.00127208j -0.00310521-0.0161551j 0.0138802-0.0031712j 0.0165383+0.00198014j -0.0147215-0.00867234j -0.0390882+0.0292042j -0.00738147-0.0136357j -0.00165342+0.00292421j -0.00659962-0.00159908j -0.00266166-0.0174763j -0.0123418-0.0030779j 0.0156854+0.00127887j 0.00141296+0.00563895j 0.00324633+0.00975971j 0.00415636+0.00317006j 
0.0206376+0.0653074j 0.0165721-0.0191298j -0.0618865-0.0769304j 0.0307736-0.046732j -0.0161135-0.0287566j 0.00333559+0.0136836j -0.00484932-0.0414742j -0.0267726+0.00649121j -0.031062-0.0374931j -0.0026563-0.0261166j -0.00134913+0.000986241j -0.0116228-0.00185847j 0.00606491-0.00117708j 0.00598407-0.006376j 0.00626083+0.0086423j -0.00451359-0.00149655j -0.0013181+0.00881301j -0.0275248-0.0127686j 0.0310568-0.00441235j -0.0240546+0.00809811j 0.0122479-0.035188j 0.00733025+0.0444475j 0.00453375-0.00211j 0.0203336-0.039141j 0.00987513+0.0294703j -0.0031385+0.0391842j -0.00736893-0.0113624j -0.0362343-0.0038295j -0.0202764-0.0434727j -0.00939194+0.0127577j -0.00888776-0.0201228j 0.00215459+0.00458157j -0.00872156+0.00572076j -0.00761188+0.00354098j -0.0373655+0.0089632j -0.0389978+0.0139648j -0.00160053+0.0186724j -0.0191029-0.000491767j 0.00624652+0.0314553j -0.0119715-0.0140442j 0.0162939+0.033287j -0.00266809-0.0246688j -0.020763+0.0278358j -0.0207921-0.00574829j -0.0221388+0.00862435j 0.00682893+0.00835901j -0.0103817-0.00277446j 0.00211484-0.0100597j -0.019482-0.0331392j 0.0165563+0.0340446j -0.035017-0.0301516j -0.00136812+0.0085074j 0.000543876+0.0479424j 0.029626+0.0203596j -0.0131676-0.00300478j 0.00437395+0.0162199j 0.0329278+0.00901753j 0.0247218+0.00172304j 0.0190338-0.015176j 0.0428661+0.0130146j -0.0217013-0.00199707j 0.000621121+0.0037244j 0.00857114-0.00578345j 0.00875387-0.00452878j 0.0108927-0.0279411j 0.00295704+0.00799959j -0.0170099-0.00841216j -0.0245411+0.0148302j -0.00137635+0.0210423j 0.0202564-0.0128326j -0.0119228-0.00760682j 0.00416734-0.0322726j 0.00876246-0.0140447j 0.016264-0.0187907j -0.0294584-0.0131459j -0.0288791-0.0183552j -0.00448184+0.0524848j -0.00126656-0.0319208j -0.0155146-0.00948479j -0.0237109-0.0062066j -0.0172014-0.0248111j 0.0132647+0.0199114j 0.00502249+0.0119158j -0.0175711+0.00910627j -0.00885489-0.00688451j -0.0213029+0.00148424j 0.0102855+0.0129995j 0.00227289-0.0116109j -0.00347731+0.0146359j -0.00936961-0.0276625j 0.014117-0.00514319j -0.0146346-0.00449878j -0.018717-0.00444752j -0.0031842-0.0364057j -0.0443551-0.0351421j 
-0.0493279-0.0399185j 0.0181204+0.0233397j 0.0304203+0.0792842j -0.00345224-0.033999j 0.026645-0.000137626j -0.0382332-0.0123416j 0.0157945+0.018619j -0.0113692-0.0415341j 0.033318+0.0223757j 0.00429894-0.000436401j 0.00311904+6.87709e-05j -0.000389616+0.00348199j 0.000729033-0.00207486j -0.0151813+0.0129196j -0.0145775-0.00402962j 0.0117549+0.0129664j 0.002741-0.00487143j 0.0271708+0.000294737j 0.00440168+0.0388147j -0.00184331-0.0118717j 0.0111163+0.0218458j -0.0644101-0.0270474j -0.0116327-0.0309793j 0.00934234+0.0209063j 0.00736842+0.0439184j -0.00882491-0.0276919j 0.0506349-0.0288293j 0.0135358+0.0123485j 0.0360348+0.0160553j 0.0288741-0.0162783j 0.0246985-0.00355086j 0.0051771-0.0218233j -0.00488122-0.0319993j 0.0268089-0.0226904j 0.00691571-0.02399j 0.00866359-0.00246169j -0.0245485-0.0180552j -0.022088+0.00779913j -0.0064376-0.00133382j 0.0107993+0.0341558j -0.0606443-0.00402367j 0.0175131+0.013027j -0.000583528-0.058086j 0.00066825-0.0352161j 0.0236543+0.0109403j 0.0251238+0.0334367j 0.00451387-0.0357999j -0.0355992-0.00494902j 0.0271557+0.021337j -0.00571261-0.00666098j 0.00988937-0.010347j -0.00964503+0.0043284j -0.0126116-0.0155325j 0.00205135+0.0262928j 0.00312463-0.00388357j -0.0319555+0.00631308j -0.0546384-0.0174293j -0.017562+0.0450954j -0.00367193-0.00175635j -0.0441828+0.0390274j -0.011746+0.0253023j -0.0257572+0.029256j -0.00477252+0.0121764j -0.0132041+0.00994617j 0.0191253-0.0279437j 0.0190204-0.00770282j 0.00113406-0.00430886j -0.00578731+9.339e-05j 0.0176749-0.0125226j -0.00707129+0.0143149j 0.0171467+0.0100407j -0.00207481-0.00281482j -0.00659918+0.00206864j -0.0239234+0.00456993j 0.0208521-0.00169378j 0.0116522-0.00336803j -0.0102798-0.0158272j 0.0134401+0.0177603j 0.0341307-0.0165453j -0.00802841+0.00453189j -0.000462925-0.00661018j 0.0178564-0.0178768j -0.00638895+0.0229951j 0.0644032-0.00616581j -0.0135795-0.000527137j -0.0135215-0.00842363j 0.0350258-0.0436637j -0.00441689+0.0045133j -0.018877+0.0142473j 0.0127007+0.0313284j -0.0341175-0.0029419j 0.0379487-0.0183977j 0.0202232+0.00190349j -0.0355283+0.0152877j 0.0324243+0.0489683j 
0.0454747-0.01189j -0.0102322+0.0184643j -0.000685743-0.019063j -0.00396377+0.0303892j -0.0248509+0.0237854j 0.00163535-0.00489j -0.000438251-0.0289529j 0.018255+0.0168395j -0.00224329-0.0212485j -0.00749125-0.000417908j 0.00902782+0.00106073j -0.0111095+0.0209438j -0.00857959-0.0214223j 0.00539729-0.016331j -0.00189052-0.00327153j 0.00052332-0.00699209j -0.00563157+0.008533j -0.0169671-0.0114218j -0.00101962-0.0137585j -0.0095849+0.0196091j -0.00572254-0.0107525j 0.0132247+0.00403133j 0.0246311-0.00624436j -0.00994641-0.0181837j -0.00128541+0.00587434j -0.0109596+0.0376528j 0.0177342-0.010554j 0.00848616-0.0270472j -0.015719-0.015951j -0.00923887+0.00871278j 0.0029545+0.0254753j 0.0050576+0.0158878j 0.00700604+0.0161185j -0.00640275+0.0102274j -0.00876354+0.00124758j 0.0024336+5.65639e-05j -0.0185026-0.0105676j 0.00358598-0.0119111j 0.0314978-0.0125656j -0.00163852-0.016632j 0.0299368+0.0174191j -0.0381791-0.00747643j -0.00841935+0.0165091j -0.0175186-0.0095628j -0.0376066+0.00562417j -0.0255255-0.0296727j 0.0134606+0.00193031j 0.0293052+0.00539432j -0.00673188-0.0079422j -0.00705982-0.0165082j 0.0114466+0.0320704j -0.0115461+0.0197293j -0.0241282-0.00158938j 0.0275461-0.0332605j -0.0253775-0.00108193j 0.0142784-0.00244266j 0.00254837+0.0147102j 0.0094628-0.00519524j -0.0049213+0.0186748j 0.00475187-0.00279698j -0.00306483+0.0273601j 0.0152273+0.0204453j 0.00759306-0.00622324j 0.00600439+0.00259918j 0.0526893+0.0139972j 0.0138845+0.0103821j -0.00608227+0.0156544j 0.0133403-0.0166196j -0.0243826+0.0166427j 0.00451914+0.00616959j 0.00175287+0.0163755j -0.0138738+0.0139379j 0.0153904+0.010486j 0.0296883-0.00783338j -0.0222954+0.000679523j 0.0245389+0.00259362j 0.0100386-0.00666267j 0.00739657-0.00732458j -0.00193938+0.00387615j 0.00482338-0.00373176j -0.0213701+0.0121548j 0.0171797-0.00316972j -0.00545604-0.0144263j -0.0207739+0.014082j 0.0200739-0.00102356j -0.00141253-0.0121545j 0.0100753+0.0200107j 0.0204277+0.00735572j 0.017197+0.00105034j -0.00972896-9.62685e-05j 0.0124772+0.00349568j 0.00182169+0.0117733j -0.00616047+0.00219008j 0.0185704-0.00251909j 0.00474271+0.00356954j 
