-0.0866495+0.0685527j -0.0349147+0.00509669j -0.0236761-0.00129781j -0.0948631-0.0399005j 0.0214792-0.0151827j 0.0438226-0.00194287j -0.0102121+0.00746445j 0.000660259+0.0445389j -0.0226836-0.0129688j -0.0454066-0.00723239j 0.0153237+0.0234205j 0.0326953+0.00284801j -0.0198406+0.00446004j -0.00790523-0.0140522j 0.0216998+0.0010516j 0.0159031-0.00784428j 0.0255336+0.0135745j 0.0159906+0.00887205j 0.0221462-0.0156114j -0.00858043-0.0127096j 0.00196848-0.01471j 0.0213548+0.0467624j -0.0204258-0.00207944j -0.017632-0.00443152j 0.0190418+0.00102946j 0.0264796-0.000563678j -0.0214029+0.0174996j -0.017695-0.0010643j 0.0089173+0.0141667j -0.00151114+0.00050844j 0.00770021-0.016538j 0.00187896-0.0166549j 0.037323+0.00666251j 0.0161942+0.0412671j 0.00307133-0.00783061j 0.0237048+0.0141182j -0.00350466-0.00815404j -0.0126778-0.00142165j 0.02424-0.00465078j 0.000688185-0.0220629j 0.0127268-0.00962727j 0.04138+4.71048e-05j -0.00157811-0.000992402j -0.0213396+0.0110937j -0.00461788-0.0045033j 0.0243922+0.0103583j 0.000693243+0.0102374j -0.000689203-0.0152138j 0.0124165+0.00411314j 0.000359346+0.0133924j -0.00653261-0.0142917j 0.0271737-0.0049492j 0.00116087+0.0184889j 0.0105718+0.0130411j 0.00173332+0.00387515j 0.00675743+0.00304611j 0.00610405+0.00740887j -0.0028422+0.000602423j 0.0125929-0.0358489j 0.0211668-0.00961616j 0.0109503+0.0178108j 0.00304853+0.0016984j 0.0165971+0.0222033j 0.0195064-0.0111846j -0.00938296-0.0310078j 0.0204293+0.0245355j 0.00315026-0.0106416j 0.0150071+0.0171613j -0.0150178+0.000705612j -0.0211943-0.00795058j -0.0156583+0.0178071j -0.0107776+0.0061424j 0.0107214-0.0194133j 0.00319464-0.00876687j 0.0118666-0.0578238j -0.00816329+0.0473453j 0.01624-0.00763984j 0.0720512+0.0127605j 0.060579+0.00625752j -0.0615087-0.033565j 0.0693857-0.0339097j -0.00178621+0.0248852j 0.03638+0.0827667j 0.0082347-0.0559771j 0.0128771+0.000725698j -0.0186032+0.05133j -0.097457+0.00570334j 0.0187391-0.134007j -0.0418199+0.0120725j 0.00102615-0.0217609j 0.00953263+0.00898606j -0.0247959-0.0327293j -0.0832745+0.146579j -0.00280937-0.0525235j 0.129986-0.116847j 
0.0302926-0.0244861j 0.00333167-0.037485j 0.0217017-0.0673029j 0.0301898-0.000449848j -0.0221901-0.0606369j 0.0432433-0.0566645j 0.0514053-0.042496j 0.0136996-0.00536884j -0.0235064+0.0548208j 0.0117631+0.000662735j -0.00458631-0.0334678j -0.00781925-0.0595502j 0.000936991+0.0191882j -0.0230587-0.00988436j 0.0311509-0.0161803j -0.0119367-0.00558154j 0.00431144+0.0023215j 0.0525152-0.00164556j -0.0115948-0.0146899j -0.0260736+0.0311662j 0.0230374-0.0032662j -0.0415916-0.0167291j 0.050435-0.0110537j -0.00670277-0.0617458j 0.0304166+0.0103621j 0.0339235-0.0692278j 0.0311948-0.0284784j 0.00826688+0.0458334j -0.0711224-0.014354j 0.0237194+0.0501571j 0.0118648-0.000468541j 0.031421-0.0245479j 0.0181133-0.0192615j -0.0282736-0.0678517j -0.126753-0.0417078j 0.0136534-0.00275389j 0.0126144-0.0253022j -0.0414612-0.00730685j -0.00284953+0.00442627j 0.0542186+0.0337j -0.0557392-0.00413794j -0.0143317-0.0374853j 0.0454548-0.0181989j 0.00903801+0.0119358j -0.037087-0.0316128j -0.009398+0.0672869j 0.0295582-0.0657184j 0.030345+0.0419543j -0.00435584-0.0330949j 0.0173653-0.036574j 0.00987684-0.0831187j 0.00205752+0.0331709j 0.0944569+0.0388043j -0.120268-0.0380845j 0.094664-0.0166143j 0.00688336-0.11825j 0.0309242+0.00332191j 0.077394-0.00925715j 0.016646-0.0646323j 0.051762-0.0321182j -0.0395618-0.0966159j -0.0168129+0.00413712j 0.0429329-0.0219901j -0.0375434+0.00661709j 0.124341+0.0117621j 0.0265421+0.00521891j -0.015098-0.0310555j -0.00174684-0.0530152j -0.00816324-0.000232319j 0.0434832-0.00458623j 0.0265962+0.0266806j 0.0030464-0.0509433j 0.065379+0.081984j 0.00790367+0.0154025j 0.0204791+0.0423137j 0.0309342+0.0539526j -0.107576+0.0635887j 0.0335998-0.0342171j 0.0748531+0.0564573j -0.0137809-0.0363176j -0.000865064+0.0642001j 0.0700311+0.0622829j 0.0355172+0.0137854j -0.0349383-0.0330399j -0.016284-0.0124071j -0.0549072+0.0173236j -0.000955191-0.00450005j -0.00184979+0.0396584j 0.00813124+0.0648138j 0.00974123+0.0300117j 0.00484953-0.00412277j -0.0756793-0.0644435j 0.0261359+0.0454445j 0.0223353+0.0294229j 0.0177399+0.0206313j 
0.0245222-0.0358169j 0.0197723+0.00590711j -0.02391+0.00195503j 0.0635159-0.0761503j -0.0489786+0.0286398j 0.0227687-0.0869297j -0.00884759-0.0211752j 0.0200925+0.0111055j 0.0276991-0.0455833j -0.0282838+0.0207378j 0.0520629+0.00120343j 0.0346597-0.0191668j -0.00342559+0.0183261j -0.0104216-0.00111292j 0.0149817-0.0311872j 0.00143763-0.0124347j 0.0133198-0.0101754j -0.00928382-0.038893j -0.0221989-0.0131066j -0.0374671+0.0402005j 0.00748823-0.0268477j 0.0197197-0.00325868j 0.0589836-0.104382j -0.0340332-0.0341769j -0.0121894-0.0353071j -0.0184839+0.0141791j 0.000783951+0.0109598j -0.00912238-0.0288977j 0.0269373-0.0667361j -0.0167979-0.0149066j 0.0735808-0.0463806j -0.00418262-0.0381122j -0.0438578+0.0519071j 0.094874-0.0606953j 0.0349347+0.0530217j 0.102388-0.105026j 0.00287769-0.0209653j 0.0345308-0.0507042j -0.0209355-0.00425456j -0.00941655-0.0240831j 0.0785322+0.0091318j -0.0477936-0.0546736j -0.0499524+0.0615434j 0.00823602-0.0471163j 0.0600794-0.0608748j 0.0517398-0.0322097j 0.0152413+0.0210041j -0.00900179-0.0491761j -0.00765043-0.105967j -0.101878-0.0401364j -0.044961+0.0584738j -0.00823133+0.0983186j -0.0318075-0.0693632j -0.0369118+0.0785203j -0.171472+0.172741j -0.0068143-0.0983874j 0.0600374+0.0285826j -0.00413233+0.0124362j 0.101234-0.0119191j 0.0439562+0.0661601j 0.0104578-0.0706124j -0.115683+0.11318j 0.0207518+0.147963j 0.0162492-0.067026j 0.0214502-0.0181051j -0.0485259-0.0112695j -0.0452675-0.0818576j 0.0199632-0.0308129j 0.0919633-0.0152337j 0.0722444-0.0811059j -0.0654694-0.0449422j 0.0105936+0.0234064j -0.0499496+0.00401512j 0.00996008+0.0622037j -0.044871-0.0356198j 0.0108116-0.0426965j 0.00402017+0.00281859j 0.00108442+0.017293j -0.00810348+0.0333497j -0.00813027-0.0440332j -0.0292195-0.0594325j -0.0196364-0.0455687j -0.0262619-0.0154343j 0.0207386-0.0308465j -0.055177+0.0315448j 0.0289198+0.0428396j 0.00336133+0.0151107j 0.034897-0.0360683j 0.0120644+0.00930943j 0.0588098+0.0854224j 0.019444-0.067486j 0.021646-0.0211373j -0.00752678+0.00256117j -0.000910552+0.0133692j -0.00816398+0.021118j 
0.097868-0.0931902j -0.00799673+0.0608283j 0.086922-0.0674827j 0.00165625+0.0410741j -0.0213821+0.0316163j -0.0519392-0.0276366j 0.0665799-0.0903918j 0.0422756+0.00859073j 0.0399225+0.0585374j -0.0228456+0.0134026j 0.0286673-0.04047j 0.0425489-0.0288466j 0.0218413+0.0296668j -0.0259239+0.00683409j 0.0161986-0.0242483j -0.00631112-0.0392929j 0.0109496-0.00894176j 0.00693021-0.00951159j -0.0304488-0.000900922j -0.00367979+0.0282519j -0.00226283-0.011452j 0.0168816+0.0383799j 0.00212442-0.0232004j -0.103941+0.0101759j -0.0341979-0.0395942j -0.0334628+0.0127106j -0.0533-0.0195252j -0.0225511+0.0651545j -0.00681682-0.0436188j -0.0056845-0.0105286j 0.0731585+0.0346886j -0.0420072+0.0228084j -0.0049088-0.00694104j 0.00966653-0.0367288j 0.0500472-0.0675764j 0.0170558+0.00545317j -0.0095996+0.0227844j 0.00922892-0.0194119j 0.0198316+0.0177282j -0.0195064-0.025394j 0.0247239+0.0437674j -0.0315484-0.0774607j -0.0023856+0.0421711j 0.000473273-0.0197435j 0.0207106+0.0535907j -0.00720621-0.0232195j -0.0448829-0.025005j 0.0346456+0.0253944j -0.00759867-0.0163816j -0.0383329-0.103839j 0.0229929+0.00102704j 0.0152148+0.0971747j -0.0478599+0.0667925j 0.0131542-0.0445748j -0.104861+0.0487606j 0.0546732-0.0290855j 0.0119017+0.0315285j -0.061477+0.0518893j 0.064596-0.0595225j 0.0159249-0.0475732j 0.0395439-0.0230932j 0.0919258+0.0420743j -0.0460681-0.0050345j -0.0898945-0.0324922j -0.0147762+0.065212j -0.0373769+0.00141983j -0.0352898-0.0080067j -0.0310915-0.0176948j -0.0825877-0.0228935j -0.00803382+0.0200474j 0.0870883-0.0151288j 0.0462268-0.0889057j -0.0150918+0.0680858j 0.017295-0.0705004j 0.0303558+0.0195027j -0.0726644-0.0188467j 0.0117037-0.00192064j -0.0708659+0.0679j -0.0297693-0.0353973j 0.0483582-0.0369838j -0.00931725-0.0103175j 0.057854-0.0110111j 0.010608+0.0726643j -0.00607635+0.0416805j -0.0239403-0.00405502j -0.0162971+0.0193545j -0.0525237+0.00368483j 0.0443392-0.0325211j -0.00497562+0.0681987j 0.0327364+0.0278672j -0.0232611+0.0327693j 0.048452-0.0628045j -0.0312415+0.0459545j 0.0460251-0.00881724j 0.0312041+0.0946533j 
0.00765938+0.0232281j -0.0538012+0.0574005j -0.00718015+0.0138415j 0.0317098-0.0324841j 0.0146263+0.0654751j -0.0388876+0.0816219j 0.0148439-0.00992873j 0.0563032+0.0373806j 0.0108936+0.0264196j 0.0478851+0.0190062j -0.00931136-0.00900987j 0.0268855-0.0192781j -0.00791724+0.0216165j -0.00153066+0.0268836j -0.0230579+0.0239876j -0.0009318-0.0362296j -0.0157746-0.0192449j 0.00272944+0.0330279j -0.0516251-0.00281559j 0.0630765-0.00930082j -0.027211+0.0290748j -0.00813441+0.0277006j -0.0547827+0.0236576j -0.0224767+0.13097j 0.013028-0.0297617j 0.0533104-0.0303542j -0.00336487-0.00156792j 0.0159269+0.0143195j 0.0219094-0.0324301j -0.0265659-0.046741j -0.015655+0.00568117j -0.0386878+0.0240643j 0.0442947-0.0276867j -0.0564366-0.0188004j 0.0588672+9.99107e-05j 0.0518968-0.0666818j -0.00350897-0.0342934j 0.0847882-0.065118j -0.0335163-0.000733494j 0.00068122+0.0246729j 0.0167514-0.0931594j -0.00576256-0.000563446j 0.0218875+0.0350352j 0.0813574+0.0327596j 0.081816-0.0132488j -0.0321995-0.00207872j 0.0134985-0.0437244j -0.0530334+0.0916699j 0.175708-0.0325353j -0.0537672-0.100267j 0.0591107+0.0824859j -0.017757-0.0617622j 0.0352036-0.00405431j -0.00414998+0.0178501j -0.0589798+0.0601127j 0.0497672-0.0170097j -0.0378022-0.0525494j -0.112506+0.0587487j -0.0787228+0.029837j 0.00121971-0.0241109j 0.0203416-0.00213775j 0.0281407+0.0645847j -0.0376735+0.0253934j 0.0581764+0.0649068j 0.0370724-0.054786j -0.00462082+0.0221026j -0.0352983+0.0143308j -0.00450238-0.060611j -0.0390183-0.0125402j -0.00495444+0.0297945j 0.0365306-0.0175261j -0.0348878+0.0103561j 0.0150419+0.0856048j 0.035119-0.012713j 0.0519133-0.100159j 0.0910121-0.0208484j -0.024476-0.0542115j 0.0603913+0.00697545j 0.0425522+0.0084892j 0.0419501+0.0521298j -0.0686881+0.0138891j -0.0291627+0.0252462j 0.00348495-0.0206718j 0.0236612-0.0969243j 0.0753003+0.0053272j -0.00211153-0.0396095j -0.0335639+0.040207j -0.0845176-0.0193804j -0.0693444-0.031263j -0.0434517-0.0342573j 0.0321653-0.012847j -0.0166915+0.0377785j 0.0138911-0.0471788j -0.0543614-0.0433149j -0.00274236+0.0725702j 
-0.0489756-0.0370275j -0.0364529-0.0404195j 0.0299622+0.0415793j 0.0524454+0.0694416j 0.0825599-0.0342191j -0.0184205+0.0552814j 0.0175601-0.0173265j 0.0706224+0.00817671j -0.00695478+0.0600254j 0.00110383+0.00604029j 0.0129045+0.0476495j 0.0210734+0.0407478j 0.00738544-0.0272168j -0.00153409+0.00984814j 0.0066052+0.000861894j -0.0146374-0.0105305j -0.00359793-0.0130494j -0.00511259+0.0119821j -0.00103394-0.0740858j 0.0051185+0.00530996j -0.01193-0.00980573j 0.0402416-0.0259896j -0.0217702+0.0667857j 0.0106274-0.013229j -0.0360946+0.000233837j -0.00948493+0.025773j 0.0244408+0.0299961j -0.0395658+0.0371176j -0.00598927+0.00252116j -0.00407149-0.000501676j 0.0542639-0.0132352j -0.0392295-0.00159109j -0.0123508-0.0310353j -0.00866789+0.0166228j -0.0331147+0.0256453j -0.0295752+0.153303j -0.0182785+0.0708552j -0.0405134+0.0478703j 0.0316839+0.0375731j 0.0136793-0.0428799j 0.0102486+0.0605236j -0.0381901-0.0364723j -0.0345712+0.0847518j -0.0167263+0.0263794j -0.00131896+0.0414367j -0.061418-0.0750238j 0.0191129+0.0457191j -0.021221-0.00196599j -0.0562614+0.0637319j 0.098082-0.0465417j 0.0278603+0.0500499j -0.0267084+0.0311437j -0.0484981-0.0377801j 0.0157088-0.0657979j -0.067682-0.0924886j -0.171431+0.10875j -0.032292-0.0538464j -0.112978+0.000332422j 0.0535249-0.130503j 0.13817+0.0156041j -0.0102198-0.00780691j 0.0299097+0.00685994j 0.030437-0.119283j 0.00252782-0.0239141j 0.000704522-0.040323j -0.0326246-0.0476272j -0.0209728+0.00923539j -0.0107566-0.00634812j -0.0525453+0.0538167j -0.0415534+0.0466435j -0.0354171+0.0356671j -0.061421-0.0292942j -0.0314288-0.00510651j 0.0529001-0.0587079j 0.0421066-0.0136497j 0.0110923+0.0285362j -0.0063857+0.0110477j 0.0897161-0.050499j -0.0438052+0.0110397j -0.0545922-0.0080449j 0.0333594+0.0808515j 0.00883135+0.0305804j 0.0776232-0.0167263j 0.00300102+0.0159466j -0.0296266-0.00995796j -0.00114191+0.0467384j -0.0259049+0.0184213j 0.0500963-0.0236269j -0.028545-0.0255459j 0.0155232-0.0205555j -0.022309+0.00236914j 0.0687918+0.024435j -0.00349427+0.0498335j 0.0443974+0.0454346j 0.0472091-0.00398424j 
-0.0204761-0.0249372j 0.0109391-0.0256752j 0.0177528+0.079058j -0.0389026+0.0497902j -0.0657302+0.0704752j -0.0474928-0.0489305j -0.00983482-0.0561048j 0.00278317+0.0537745j 0.0229796+0.0241535j -0.0219954+0.0228696j -0.017558+0.034694j 0.00489447-0.0212818j -0.0222684+0.00190027j -0.00728554-0.0181405j 0.0100609-0.0236592j 0.0146057-0.0173237j -0.00886685-0.00022711j -0.00624661+0.0207785j -0.0139175-0.0288669j 0.0116359+0.047711j -0.0171808-0.0145205j -0.00603916+0.0164944j 0.0187714-0.0407726j -0.0728864-0.0044502j 0.0596877-0.0924038j -0.0330435+0.00509101j -0.00512757+0.092642j 0.00966085-9.12227e-05j 0.0272908-0.00170416j -0.0304263+0.0514448j 0.00515472-0.0405144j 0.0390942+0.00111442j -0.0022629+0.0135414j -0.0104042+0.00133971j 0.0353386-0.0500263j 0.0240689-0.0232958j 0.0149525-0.0313907j 0.00770906-0.0339368j 0.0502159+0.0307645j -0.00691689+0.027755j 0.0609167-0.0383812j -0.0168551-0.000791081j 0.0139318+0.04406j -0.0183862+0.00158274j 0.0304826+0.01764j 0.00828809-0.0586739j -0.029188+0.0120822j -0.0110823-0.0496489j 0.063581+0.000478986j -0.00988057-0.038274j -0.0560586+0.0419813j -0.0203255-0.0222746j 0.021518-0.106229j -0.0529687+0.0245812j -0.0793454+0.0300977j 0.0559142-0.108657j -0.0503927+0.0141437j -0.0173927+0.0660575j -0.0211476-0.0236651j -0.0441848+0.0629324j -0.027504-0.00129145j 0.056388+0.10118j -0.0943973+0.029646j 0.038543-0.000249068j -0.00566881-0.0530417j 0.00274028+0.0300291j -0.00103944+0.0572791j 0.0155421+0.0379219j -0.0156359-0.000956749j 0.0456396-0.0126882j 0.089861+0.00969373j -0.028161-0.0370984j 0.073367+0.0583308j 0.0477746-0.038029j 0.0781702+0.014446j -0.00887348+0.0292214j -0.0273683+0.00664378j -0.00601187+0.00447282j 0.0644835+0.0110732j -0.0147913+0.016534j 0.0179953+0.0208775j 0.00196177-0.0391362j 0.0469964-0.0281907j 0.0089509+0.094934j -0.0221676-0.000896486j 0.0149871+0.00571099j -0.0102658+0.031047j 0.0297477+0.0210644j -0.00703599+0.00338564j 0.0443906+0.0449642j -0.00484204+0.0483916j 0.0292874+0.0345509j -0.0195451+0.0507586j 0.0138099+0.0411963j 0.0412884-0.0214324j 
0.0389748-0.0823949j 0.0298355+0.0279613j 0.0360755+0.0103372j -0.0188477+0.0458188j -0.011789-0.0191737j 0.00721861+0.00680002j -0.0350361+0.0287838j -0.0203814+0.00426706j 0.00577435-0.00283213j -0.0152908+0.0350235j -0.00688691-0.00218425j -0.0166109-0.0133719j -0.0118238-0.00320454j 0.0125689+0.014908j -0.000542332+0.00139001j -0.0099883+0.020728j 0.0102479-0.0216742j -0.0264638+0.0126252j -0.00782318+0.00863549j 0.030874-0.034754j 0.00337867-0.00469305j 0.0406366-0.0146284j -0.00623829+0.0600645j 0.00646529-0.0108917j -0.0369086+0.0409258j -0.0335715+0.0294285j -0.0170132+0.0254153j 0.0330487-0.0153304j 0.00102117-0.0163322j 0.00491961-0.0205781j -0.00133044+0.012435j -0.0132782+0.032847j -0.001785-0.0533426j -0.00437651+0.008588j -0.0500003+0.0078369j -0.0215063+0.0373646j -0.0394826+0.0146543j -0.0279474+0.0263852j 0.0502783-0.0172493j -0.0142389-0.00414257j 0.0210493+0.021164j -0.0313049-0.0193527j 0.0218447-0.0254469j -0.0111471-0.032022j 0.0146299+0.050994j 0.0104032-0.0330729j -0.0472671-0.017864j 0.0125809+0.0326509j -0.00554631+0.0935584j -0.0258078+0.00171494j 8.68289e-05+0.0297449j -0.0373749-0.0252887j -0.0397146+0.0276911j -0.0164725+0.0314705j 0.01975-0.042205j -0.0541305+0.0589446j 0.0425153+0.00085709j -0.0211863-0.00551483j -0.044592-0.0194933j 0.0171854+0.0410105j -0.0245216-0.0260505j 0.0466457-0.0431106j 0.014269-0.0145969j -0.0162887+0.0177145j 0.0138092-0.0265598j -0.0211818+0.0173541j -0.00816574+0.014614j 0.00800936-0.0286711j -0.020487-0.0304709j 0.0345908+0.0156502j 0.00851506+0.0169588j 0.00741422-0.00482812j -0.000652857+0.0219387j -0.00546401+0.0221049j -0.000474775-0.0276493j 0.0190414-0.0107844j -0.00660787+0.010549j -0.0173+0.00459641j 0.0286843-0.0271683j -0.018283-0.0186433j -0.00698706+0.0145587j 0.0100648-0.00544127j -0.0036012-0.00642133j -0.0138117+0.0184126j -0.0194193-0.0296079j -0.0275854-0.0139771j 0.0345668+0.0230221j -0.00891066+0.0048315j -0.00553685+0.0066051j -0.0248274-0.0300705j -0.0199299-0.0373524j 0.0212671+0.0215123j 0.0253958+0.0398408j 0.000637752+0.0297085j 0.0316404+0.0256796j 
-0.0893193+0.0500181j -0.0222615-0.0748823j 0.0134509+0.0496992j 0.0490002-0.0446157j -0.0960282-0.0203812j 0.0568969-0.0922655j 0.0403093+0.0285298j -0.051713+0.0288971j -0.0549137+0.0252182j 0.0419096+0.0153972j 0.0118005-0.0318547j -0.0156119-0.0482973j -0.0284355+0.0603786j -0.00862208-0.00393266j 0.0229953-0.0322645j 0.0330179+0.000752152j 0.0145936+0.0211278j 0.0451165+0.0195971j -0.0220877-0.0461192j -0.0339861+0.0593109j 0.00590296-0.058216j -0.0571615+0.013717j 0.073531-0.0915836j 0.00880641-0.0697707j 0.0316092-0.0462571j 0.0503439-0.0460852j 0.0388564-0.0187196j -0.0175103+0.0489244j -0.02984-0.00842085j -0.00813614+0.0173928j -0.0410463-0.0808885j -0.0202045-0.0350172j 0.00876376+0.0314293j -0.0022315-0.00841262j 0.00352319-0.0512031j -0.0176664-0.0485211j 0.000838032-0.0170154j 0.0127955+0.0147934j -0.00843142+0.000206257j 0.0166277+0.00915111j 0.00172779-0.00964038j 0.0281589-0.00245385j -0.0173631+0.0526295j 0.00800824+0.0663919j -0.0327754-0.0346762j -0.0314522+0.00351286j 0.0572227+0.042662j -0.0223822-0.0140473j -0.0568111-0.0568397j 0.0547414-0.0361171j -0.00374837+0.00126597j 0.0411359-0.0324215j 0.0277994-0.079445j -0.0994056+0.000202492j -0.0247043+0.0595011j 0.0622525-0.0951686j -0.0607016+0.0718697j 0.0256053-0.032594j 0.0224652-0.0417624j 0.0221554-0.00462599j 0.0109667-0.0664374j 0.0100599+0.00851722j -0.0255642+0.0274044j 0.0674148-0.0135328j -0.0169184-0.0640972j -0.0135815-0.0498616j 0.0756974+0.0316973j 0.0336193+0.0407038j -0.0379594+0.00062105j 0.0884338-0.0567374j -0.00888031-0.0502301j -0.0114194+0.00405092j 0.0540608-0.0319704j -0.06337+0.0340542j 0.0228309+0.0425738j -0.0591061+0.0454186j 0.0279949+0.0236225j 0.0272292-0.047876j 0.023325+0.0320885j -0.0254505+0.0318711j -0.0175465+0.0410403j -0.0696527-0.00433018j 0.114697+0.000352072j 0.0461239-0.0139968j -0.0105556-0.0342329j 0.00334992+0.0345707j -0.0605216-0.0321444j 0.0516241+0.000775745j 0.047231-0.00793904j 0.0143047+0.10567j -0.0196362+0.0101623j -0.0139847-0.0186602j -0.0351566-0.0258008j 0.00506857-0.0250935j -0.0235974-0.0257257j 
0.0872165-0.0643937j 0.0253259+0.0770365j 0.0109955-0.0501921j -0.0169139+0.0361991j -0.0654552-0.0238467j 0.0249269-0.0358528j -0.0717523+0.0769239j -0.00497878+0.0225776j -0.0289474-0.0231997j -0.0354111+0.0380162j -0.00272659-0.00817383j -0.0506088-0.00158824j -0.00191467+0.00783836j -0.00222468-0.0142974j -0.0295712+0.0133648j -0.00662497+0.0104567j 0.00515668+0.0109505j -0.0623697+0.006107j 0.0425495+0.0182492j 0.00378979-0.0110148j -0.0122828+0.00394412j 0.0650093-0.00785187j 0.047444+0.0282593j 0.010094-0.055224j 0.00968575+0.0752061j -0.0232281+0.0504968j 0.0122496+0.0382899j 0.0465658-0.0452049j -0.0552213-0.00665159j 0.00759718-0.0130433j -0.0248826-0.00216667j -0.0262514-0.000549162j 0.040746-0.0453185j -0.029314+0.00248503j -0.0676337-0.015227j -0.0502209+0.0256986j -0.0989353+0.0130967j -0.0711211+0.0202118j 0.0290233-0.0340616j -0.00876305-0.0316977j 0.0527165+0.0783869j -0.0687732-0.0536847j 0.0298796-0.0644862j -0.03111-0.0452328j -0.00238539+0.0888687j -0.00802131-0.0166792j -0.0549899-0.0052743j 0.0481882+0.0205997j -0.0966767+0.101618j 0.0379532+0.0235066j -0.0174491+0.06481j -0.0166089-0.0584022j 0.0200293+0.0709363j -0.00163107+0.0459312j 0.0485279-0.0761168j -0.0933478+0.087213j 0.0438912+0.0393815j 0.00270031-0.04639j -0.0229128-0.00310009j -0.0210778+0.0975578j -0.0330815+0.0107378j 0.0185062-0.121891j 0.00822984+0.0608563j 0.00746757-0.0013856j 0.0617428-0.0220666j -0.0263069-0.0221479j 0.060319+0.020619j 0.00432725+0.0305214j -0.0286707-0.0217019j 0.0316664-0.000317245j 0.0399-0.0299743j -0.0241054-0.0581647j 0.0354565-0.0357464j -0.0600207+0.032689j -0.0192987+0.0397394j 0.00197043-0.0353179j 0.0320644+0.0298423j 0.00120277+0.0418583j 0.0583357+0.0161741j -0.0491649-0.00648742j -0.0405606+0.000715092j 0.0571802+0.0183104j 0.0214123+0.0128814j 0.0461477-0.0150575j 0.0301044+0.00236369j -0.0412706-0.0170824j -0.0171447+0.019591j 0.00808007-0.0275174j -0.000175354+0.00860314j -0.0197716-0.0186234j -0.0204904-0.0360118j -0.0505052+0.000331334j 0.0390859+0.000797743j -0.0441158+0.00451127j 0.00769132+0.0503696j 
-0.0476052+0.0922525j -0.0639889-0.00237792j -0.0596956+0.0821754j -0.0433397+0.0283224j -0.0365469+0.0539148j -0.0395303-0.0457522j 0.0385391-0.0120405j -0.00149781-0.0131086j 0.00774736-0.0442837j 0.0223524-0.00730661j -0.0254625-0.00157196j -0.00423358+0.00737944j 0.00158965+0.00680633j -0.034127+0.0141377j 0.00343648-0.00467844j 0.00293189-0.00544863j 0.0172933+0.0140511j 0.0244926-0.0146349j 0.000463797+0.0324085j 0.00529122+0.00695921j -0.007757-0.00485385j -0.0512504+0.024207j -0.0193311-0.0891542j -0.092631+0.0277566j 0.0547579-0.0548769j 0.0170547+0.0182506j 0.0142339-0.0133154j 0.006917+0.00204156j 0.0218297+0.0188491j 0.0329547-0.0141616j 0.0194236-0.0214496j -0.0465991-0.000535847j 0.00398473-0.00325058j 0.00473674+0.0284316j 0.0152451-0.111495j 0.0300986-0.0570626j 0.0337504-0.0119923j 0.0179202-0.0394103j 0.00672115+0.0221574j -0.0262089-0.0285125j 0.00975732-0.0362202j -0.0117086+0.0220174j -0.00886538-0.0196054j -0.0314694-0.00833564j 0.0440727-0.0281056j 0.0160925-0.0197804j -0.0391772+0.0116285j 0.011314-0.0931718j 0.121291-0.00410106j -0.0255241+0.0666598j -0.0435226+0.000961104j -0.0285639-0.0160006j 0.0904307-0.0578219j -0.0791099-0.0160165j -0.060535+0.0900172j 0.00310311-0.0196377j -0.0271448+0.0571825j -0.00113454+0.0317704j -0.00927192+0.0227574j -0.020112+0.0232803j 0.0630053-0.0370678j 0.0159234+0.0861311j -0.030185+0.0587625j -0.0136847+0.0296939j 0.0481962-0.0133868j 0.0151028+0.0668535j -0.0471504-0.00191086j -0.0652389+0.00166061j -0.0272017-0.0121597j 0.0181412+0.0602387j -0.0339861-0.0343907j 0.000148922+0.000492581j 0.0206925+0.00173471j -0.0352608-0.00511877j -0.00809414+0.00247806j 0.0133433+0.0096129j 0.0619065+0.0323443j -0.0429301+0.0142095j 0.0279043+0.00910408j -0.0107507-0.0224029j 0.0102042+0.00232079j 0.0258652+0.0730026j 0.0388702+0.0153959j 0.00959227+0.0158398j -0.00544659-0.00268385j -0.0128432-0.00520948j 0.0256565+0.00279396j 0.017911+0.0175089j 0.0272762+0.0137558j -0.0116185+0.0166855j -0.00486639+0.0261779j -0.00700403-0.0157275j 0.00662631-0.00491369j 0.0066472-0.0299785j -0.00822008-0.0656953j 
