-0.0131125+0.00403769j -0.00353355-0.00342894j -0.000113263+0.0021271j -0.0123414+0.00337912j 0.00336809-0.00203893j -0.0137783-0.00199609j -0.0148273+0.00375961j -0.00595739-0.00105019j -0.00709316+0.00324333j 0.0099269-0.000189309j -0.00803421-0.0015002j 0.0211986-0.00164669j 0.0272994+0.00195672j -0.0131132+0.0021023j -0.00659961+0.0022673j 0.00391229-0.00114204j 0.00654793+0.00092771j 0.000550588+0.000848963j -0.00485827+0.000983958j -0.0166028+0.00236427j -0.00313966-0.00158191j 0.00533359+0.000499822j 0.00022933-0.000543314j -0.00136693-0.000846287j 0.00752112+0.000797587j 0.00253345-0.00139473j -0.00948581-0.000156807j 0.00819406-0.00174044j 0.021234-0.000609392j -0.0124695+0.00135517j 0.00880216+0.000998454j -0.00624801+0.000107751j 0.00493716-0.00230979j 0.00126734+0.000522618j -0.00179938+0.000743877j 0.00629558-0.00203354j 0.00266661+3.95491e-06j -0.00377669-0.00228665j -0.00745292-0.00121338j -0.0027057-0.000579805j 0.00848561-0.00272702j 0.00510794+0.00122347j -0.0101145+0.000329394j -0.0033304-0.00219857j -0.00217614+0.000414144j 0.00593646+0.000363577j 0.00324755+0.000138086j -0.000989142-0.0004823j 0.0142723+0.00120143j -0.00165243-0.00234381j -0.00899443-0.00131368j -0.00544551+0.00197857j 9.51864e-05+0.00132247j -0.0140348-6.53222e-05j -0.00278725-0.000190416j -0.00590761+0.00020633j 0.00147366+0.000769014j 0.0093835-0.0033591j 0.00923847+0.00153095j -0.00479002-0.000219865j 0.00272586+0.00324615j -0.00840612-0.000993095j -0.000762849-0.000284851j 0.00180207+0.000227666j 0.0060383+0.00305279j 0.00578867-0.000626659j 0.0150186-0.00369433j 0.00584117-0.00541538j -0.00365009+0.00384908j 0.00918695+0.00493836j -0.00213116+0.000839374j 0.0118391-0.000916293j 0.00784278-0.00208536j -0.0268616-6.11689e-05j 0.0115418+0.00622205j -0.00481481+0.00281559j -0.0382807+0.00365252j -0.000706991-0.0200377j -0.0882713+0.0116264j -0.0572839-0.00374543j -0.0457729+0.00536233j -0.0342878-0.00565135j -0.0339803+0.00903238j -0.0257408+0.00190114j -0.00685266-0.00190245j -0.0177863+0.00396137j -0.00253423+0.00106865j 0.0111224-0.00206793j 0.0202675-0.00549302j 0.0965206-0.000307509j 0.0518051+0.0142742j -0.927853+0.000523412j 
-0.00105691-0.000775513j -0.00392257+0.000321322j -0.0117753+0.000540697j 0.00823639-0.000714883j 0.00410748+5.39904e-05j 0.0181233-0.00037993j -0.0636102-0.000534816j -0.0660664+0.00149097j -0.0200112+0.00267742j 0.0164488-0.00356288j -0.000641567+0.00207002j -0.0869393+0.00179988j -0.0940878+0.000784589j 0.121264+0.000511504j -0.0448922-0.00312476j 0.162719-0.000155089j 0.106232-0.000531949j -0.24428+0.00429177j -0.0208622+0.000697739j 0.125746-0.00204474j 0.0620466-0.00136462j 0.295273-0.00184572j 0.0513666-0.00190101j -0.0913259+0.00710205j 0.102036-0.00173525j 0.0321696+0.0026295j -0.0326955-0.00471887j 0.0295724-0.00417017j 0.123918-0.00565339j -0.253675-0.00330273j 0.0759078+0.000468771j 0.262962+0.00254442j -0.221286-0.000674434j 0.143153+0.00128857j 0.121676-0.00214021j 0.0499886+0.00761118j -0.0363379-0.000967048j -0.318084+0.00109395j -0.0976647-0.000891601j 0.17614-0.00425244j -0.119266-0.00952162j 0.0303929-2.36032e-05j -0.00358514-0.00039637j -0.153972-0.00100471j 0.141793+0.00140196j 0.0281254+0.0018039j 0.137511-0.00135079j -0.101334-0.0021973j -0.257776-0.00220646j -0.0614109+0.00227692j 0.0301858+0.00093725j -0.0119122-0.000613353j 0.115617+0.00260268j -0.107863-0.00226143j 0.101981+0.000503374j 0.0625524-0.00135125j -0.0147435+0.00284593j 0.0920624+0.0039538j -0.0135104+0.00164782j 0.022152-0.00236291j 0.0340953-0.00217697j 0.0120274+0.000705071j 0.0585319+0.00106256j 0.0110438-0.00231709j -0.0806327-0.00128958j -0.0467751+0.0018365j 0.0131375-3.3071e-05j 0.0504439+0.000719633j 0.00332894-0.000360824j -0.0545504-2.08113e-05j -0.0555858-0.00138274j -0.0965315-0.000240089j -0.0668683+0.00269132j -0.0760275-0.000619161j -0.0173232+0.000380968j -0.0923742-0.00122045j 0.113882-0.000634079j -0.032703-0.000913876j -0.00211765-0.00048443j -0.00593132+6.25201e-05j -0.0635138-0.00129749j 0.0484184+0.0012887j -0.0334541-0.00065921j -0.0482724-0.000509436j -0.00959238-0.000280385j -0.0179927+0.000256508j -0.0154872-0.000717916j -0.00368343+0.000280298j 0.0113257+0.000237818j -0.00749478+3.80669e-05j -0.0060818-0.000509828j -0.000869178+0.000449358j 
0.0045297+0.00127518j -0.00502401-0.000491735j 0.00892165-0.00083278j -0.00742137+0.000996731j -0.00678435-1.75432e-05j -0.0838383+0.00197693j 0.0172772+0.000736907j -0.0200594+0.00216335j 7.38331e-05+0.000689683j -0.00110169-0.000989253j 0.071265+0.000160518j 0.0624055+0.00209521j 0.0700714-0.000976279j 0.0338665-0.00150782j -0.157341-0.00216322j -0.0816597-0.00334404j -0.0833536+0.00172258j -0.283505+0.00334454j -0.272219+0.000182142j -0.177046+0.00385066j 0.0236263-1.20522e-05j 0.00852481-0.00389603j 0.0922727-0.00127015j 0.0631762+0.00443834j -0.166017+0.000588674j -0.0195253-0.00468288j 0.00769547-0.00312205j 0.194585-0.00550107j -0.0327855-0.00269177j -0.0481281-0.00374671j -0.148474-0.00373281j 0.201637-0.000519924j 0.000209354-3.92479e-05j 0.123486+0.00299302j 0.0186699-1.24225e-05j 0.110387+0.00021213j 0.132623-0.0013213j 0.23187-0.0032754j 0.133911+4.3377e-05j 0.109025+0.00226911j -0.098999-0.00453982j -0.0716078-0.000441842j -0.0687053+0.00276049j 0.270246+0.00114634j -0.00115965-0.00149705j -0.0436491+0.000983242j 0.0439708+0.000813061j -0.0295789+0.00278311j 0.0104997-0.00155592j 0.0226391+0.000586012j 0.126232+0.00365462j -0.0253641-0.000561537j 0.017555-0.000186265j 0.0260185+0.00110161j -0.0152766-6.90736e-05j 0.254397+0.00142204j -0.161886+0.000559336j -0.0312153-0.00294193j -0.260227-0.000999048j -0.0196802+0.00283135j -0.051208-0.00511411j 0.0175236-0.00193386j 0.0989404+0.001055j 0.0047755-0.00131514j -0.0661105-0.00202379j 0.0555685+0.000447012j -0.13313-0.00180558j -0.106025+0.000755716j 0.00390271+0.00206162j 0.15717+0.00041168j -0.11778-0.000652217j 0.0638065+6.84963e-05j 0.0645793+0.00118291j -0.173523-0.000466069j 0.0816606+6.32706e-05j 0.106252-0.000436737j -0.0105967+0.00242304j -0.00226874+0.00161392j 0.00757075+0.00157497j 0.0448921+0.00102822j 0.0545363-0.00160665j 0.000131525-0.000302413j 0.0482641-0.000263855j 0.00638899+0.000470093j 0.0170341+0.000426959j 0.0462897+0.000478504j -0.0316725+0.00174742j -0.00824636-0.000341044j -0.0110955-0.000394676j 0.0131608-0.000615774j -0.00161162-0.000337757j -0.00753106-0.00188824j 
-0.012649+0.000268572j -0.00368542+0.000540704j -0.00644692-0.00229048j 0.0002406-0.00159219j -0.000171955-0.000891205j -0.0085456+0.00245881j 0.028965+0.00162498j 0.0279749+0.00170013j -0.025644+0.0031008j 0.0269623-0.000109112j -0.019751+0.00111693j -0.104135+0.000846087j 0.129681+0.00207377j 0.103659-0.00221941j 0.0114448-0.000485142j -0.214562+0.00109567j -0.140714-0.000815052j -0.285935+0.00171519j 0.048172-0.00337192j -0.172186+0.00309779j -0.0860671-0.000620479j 0.031476+0.00238583j 0.158975-0.0027713j -0.147117+0.00164274j 0.114517-0.00163478j 0.16927-0.00330086j -0.227805-0.00180046j -0.0430161-0.000878614j 0.0383122-0.00695036j -0.122873-0.00394968j 0.0798712-0.00265103j -0.147665+0.00305131j 0.0657334+0.00804602j -0.143617-0.000812124j -0.214862-0.000229119j -0.130995+0.00151886j -0.142738-0.00101627j -0.0456725-0.00326717j -0.0759339+4.03403e-05j -0.0417156+0.000241094j -0.170464-0.00103543j 0.0682446-0.000793956j 0.099678+0.00198385j -0.0764041+0.00101958j -0.0584704+0.00284955j 0.0514773-0.0033855j -0.0586561+0.00178419j 0.285849+0.00374006j 0.0422909-0.000111925j 0.0813748-0.00123999j -0.0912735-0.00172038j -0.139712-0.00328478j 0.136929+0.00226546j -0.10384+0.000780164j 0.00941926+0.00196697j -0.0257286+0.000515086j -0.0765876+0.000574326j -0.0109677+3.05228e-05j -0.110742+0.000321888j -0.200849-0.00189054j -0.133462-0.00152971j -0.076139-0.00260704j -0.0691939+0.000765546j 0.0459517-0.000354672j -0.0525482-0.000687144j 0.0224289-0.00201136j -0.063522-0.00044377j -0.143426+0.000405721j 0.0248815-0.00146441j -0.153874-0.00243738j 0.0767292-0.0014466j 0.0454873+0.00240735j -0.0591197+0.00108594j 0.0497095+0.000194144j -0.0191546-0.00167807j 0.0893205-0.000153658j 0.145191+0.000685131j 0.0647177+0.0018585j 0.010454-0.000988977j 0.0876095-0.000691994j -0.0218567-0.00146929j -0.0803682+0.000397889j 0.00922806+0.000558788j 0.0069043+0.000672525j 0.0127348-0.00117277j 0.00818018+0.000485798j -0.0392266+0.000723794j 0.0127984+0.00122806j -0.00233389-0.00125954j 0.00970014-0.000382254j -0.00975127-0.00144368j -0.00791195-0.000385971j 
-0.0086243-0.000474268j 0.0118326+0.00100943j 0.0205926-0.00239472j 0.0122205-0.00195143j -0.0014557-0.00168161j 0.0327318-0.00420732j -0.00492121-0.00302399j 0.0179915+0.000321103j 0.0996337+0.00296103j -0.134043+0.00289979j -0.0255437+0.00157562j 0.0856145-0.00292203j 0.235914+0.000253966j -0.0332667-0.00142336j -0.0381669-0.00872372j -0.0206475+0.00122217j -0.075855-0.00115418j -0.248804+0.00292205j -0.122651+0.00738903j 0.0425978+0.00318778j 0.226981+0.00397786j -0.12667-0.00158281j -0.0365807+0.00115568j 0.0676181-0.00359826j 0.141341-0.00302576j -0.320411+0.003217j -0.0360712-0.00135568j -0.17436+0.00291475j 0.0765285+0.00150892j 0.105442-0.00291778j 0.109354+1.93725e-06j 0.111449+0.00441524j -0.0757643+0.00472291j 0.218684-0.000177652j 0.0666556-0.00363225j 0.101772+0.00175317j 0.0734989-0.00309021j -0.0772379-0.000148077j -0.0484543-0.000478594j 0.0950128+0.000675721j 0.0132895-0.00342535j 0.0607767+0.00138343j 0.0932077-0.00225949j -0.0346258+0.000149775j -0.149089-0.00493768j 0.0206255+0.00117363j -0.0286947-0.00083596j -0.00131426-0.00455306j 0.32304+0.00444381j 0.0217187+0.0068878j -0.226348+0.00201076j 0.00120157-0.00529722j -0.0762513-0.00345263j -0.0664549-0.00472904j 0.152053-0.000105947j -0.203486-0.00106125j 0.0621528+0.00131261j 0.0678979+0.00081683j -0.0190575+0.00258007j -0.055825-0.00281694j 0.0600432+0.00558864j 0.0572405+0.0028281j -0.122944+0.00180126j -0.0887384+0.00115441j 0.181378-0.000742668j 0.109952+0.00445435j -0.0532802+0.0049755j 0.0312249+0.00299207j 0.0120422+0.00128801j -0.061476+0.00402078j 0.0222831+0.00258107j 0.0702857+2.01324e-05j 0.0251739+0.00132841j -0.150322-0.00226725j -0.0499483-0.000346855j -0.0269267+0.00071103j 0.0076562+0.000762674j 0.023627+0.000385592j -0.0167173-0.00117488j 0.0758325-0.00227639j 0.00258147+0.000630845j 0.0293856-0.00097741j 0.00565647+0.000264146j -0.0115419+0.00107591j -0.000722515+0.000232403j 0.010572+0.000603681j -0.0100841-0.00346594j 0.00456587-0.000597017j -0.00996029+0.000475626j -0.0137526-0.00263028j 0.00297438-0.000535417j 0.0136672+0.000934463j 
0.0190777+0.00019161j -0.00193682+0.000498463j 0.0482157+0.00219871j -0.000406339+0.00156992j -0.0448628+0.00477622j -0.00878625+0.00229065j -0.0309504-0.00374788j 0.0150076-1.79725e-05j -0.126323+0.000365855j 0.0666048-0.00114133j 0.0310419-0.000640532j -0.0870131-0.000105301j 0.013221+0.0014748j 0.0860042+0.00516047j -0.141708-0.00229136j 0.0717271+0.00428691j -0.326354-0.000639214j 0.250294-0.00278334j -0.304803-0.000590902j 0.0494008-0.00497765j -0.259853+0.000678262j 0.097-0.00570374j 0.213397+0.00306147j 0.0397137+6.91656e-05j -0.10953+0.0036878j -0.0903113+0.00509479j 0.00530509-0.00175569j -0.0523521-0.00243438j 0.136495-0.0016317j 0.0231504+0.00354635j 0.288379+0.00118973j -0.0754289-0.00101141j 0.061053-0.0023485j 0.0794974-9.7934e-05j -0.127566-0.000799799j 0.0158827-0.00298717j -0.00282897+0.00510042j -0.135105+0.00392124j 0.110608-0.001085j 0.0555268-0.00474277j -0.0725598-0.00106081j -0.11683+0.00177533j 0.105271-0.00257372j -0.0432397-0.00146988j -0.0893637+0.00341565j 0.021688-0.00229985j 0.147808+0.00366499j -0.0519181-0.0031118j -0.0906404-0.00585645j 0.152371+0.00264764j -0.144115+0.000638446j 0.00365261+0.0044701j -0.0560735-0.0050922j 0.179766-0.000480351j -0.0900392+0.00193868j 0.0087097-0.00238303j 0.0899725-0.00242888j 0.119453+0.00361379j -0.0618004-0.00244979j 0.0991854-0.000347975j 0.060347-0.00108374j -0.0181817+0.0019261j -0.0761902-0.00178908j 0.0803318+0.00111365j 0.101723+0.00125395j 0.0420397+0.00139316j 0.118948+0.00534676j 0.000489215-0.00187282j -0.0355022-0.0012285j 0.00735116+0.000670735j -0.0612962+0.000711143j -0.044004-0.00313942j 0.0734435-7.86153e-05j -0.0359892+0.000925108j 0.00192632+0.00103929j 0.124077+0.000554051j 0.00105844-0.00172653j 0.0194976-0.000557154j 0.0423828-0.000330358j -0.0231231+0.00154091j -0.0301313+0.00133841j -0.00398826+0.000425402j 0.00942802-0.0017938j 0.0123308-0.00137372j -0.0181478+0.0012378j 0.0139592+0.000417278j -0.0390982+0.001242j -0.0366929-0.00284609j -0.00916555+0.00135372j 0.0101279-6.86186e-05j -0.002023-0.000655716j 0.00213459-0.000281606j 
-0.00451536-0.000316198j 3.7423e-05-0.000905311j -0.0177542-0.001339j 0.0215152+0.00022346j 0.0129803-0.00132049j -0.0594782-0.00185439j 0.0633142+0.00117693j -0.0484391+0.00308193j -0.112657-0.00192321j 0.0410614-0.0031746j -0.021024-0.00144642j -0.0401448+0.00090451j -0.0916573-0.00065555j -0.0648777-0.0031051j 0.0286707-9.0104e-05j -0.006336-0.00143117j -0.0351392+0.00117661j 0.0240506+0.00195548j 0.0310811+0.00140502j -0.195263+0.00251994j 0.077674-0.00313734j -0.285441+0.00419862j -0.120919+0.00171429j -0.202828+0.00242113j -0.245991+0.00155303j -0.0915462-0.00401707j -0.111505-0.00179549j 0.0685063+0.00427475j -0.066833-0.000424576j 0.165934+0.00225763j -0.154917-0.00107733j -0.216744+0.00155519j -0.0194741+0.00108236j -0.0996798-0.000729595j -0.0662696-0.00167769j 0.0303921+0.00316185j 0.214458-0.00337924j -0.189381-0.00284332j -0.0924326-0.00512031j 0.42412+0.00509625j -0.0471441-0.000427409j 0.125119-0.000842589j 0.0417318+0.00151771j 0.0341394+0.00160619j 0.109802-0.00237702j 0.101486-0.00050475j 0.118671-0.000526951j -0.0830476+0.0022365j -0.165461+0.0022838j -0.0505554-0.000644332j -0.104452-0.000664514j -7.11956e-05+5.12384e-05j 0.189795+0.00347902j -0.0769639+0.000436831j 0.04053-0.00271156j -0.0487104+7.48419e-05j 0.121983+0.000522529j 0.123434-0.00326354j 0.0341186+0.000435807j 0.0780718+0.000178197j 0.0543406-0.000183488j -0.0971735-0.0017541j 0.0508317+0.00282901j 0.0133568-0.00155095j 0.0498888+0.000247959j 0.0798043+0.000202713j -0.0281534-0.00090457j 0.0139253+0.0021715j 0.00638429+0.00038159j -0.0956859+0.000827221j -0.0142167+0.000257089j 0.0264591+0.00340966j 0.0963459+0.000308873j -0.0634384-0.00082397j -0.0179121-0.000384547j 0.0122462-0.00108266j 0.0231698+0.000127885j 0.0154906+0.000349561j 0.0142171+0.000893663j 0.0134129-0.000748475j 0.0241479-0.00173142j -0.0464038-0.000114465j -0.0293196-0.000155326j 0.0709167-0.000331023j 0.00833526-0.000802232j 0.0454108-0.000271821j -0.0123459+0.000121443j 0.00420022+0.00101971j -0.0125728-0.0011676j 0.00900281-0.00155539j -0.00248055+0.000115142j -0.00286367-0.000154457j 
-0.000697483+0.00065807j 0.0122787+0.000164977j 0.00647699-0.00106674j 0.0334141-0.00219584j -0.0430308+0.00101816j 0.0403453-0.00422979j 0.0011139-0.0025826j 0.0115316-0.00261894j -0.0391938+0.00280363j -0.103272+0.00203219j -0.0380744+0.00010512j 0.101925-0.000133472j 0.195656+0.00147642j -0.00869734+0.000867585j 0.0653468-0.00290339j -0.236322+0.00439999j 0.0448073-0.00209936j -0.027559+0.00073374j -0.173826+0.000727574j 0.260061-0.000618484j 0.201629-0.00298961j 0.0648809-0.00341158j -0.0177123+0.00129589j -0.0207375-0.00181259j -0.205054-0.00452132j -0.156964-0.00589212j -0.233088-0.000626294j 0.0596499+0.00431703j 0.178392-0.00585337j 0.112806-0.00383558j 0.139856+0.00485193j -0.00371791+0.00414085j -0.0698022+0.00478388j -0.236404-0.00137352j -0.263431-0.00290279j 0.0351912+0.0041447j 0.0478384-0.00181013j -0.0128039-0.00128881j 0.0573673-0.00326855j -0.107976-0.00212753j 0.127383-0.00162414j 0.0995473+0.00316726j -0.034695+0.00212215j -0.0531794-0.000671871j 0.132343+0.00285893j -0.118243-0.00459258j -0.167968+0.00150036j -0.25128+2.77501e-05j -0.197348+0.000897445j 0.052649-0.00153106j 0.218015+0.0026995j -0.175647-0.00166356j 0.0704807-0.00240204j 0.0527787-0.00184879j 0.0323251+3.44167e-05j -0.0651961-0.00354499j -0.0352654-0.00239616j -0.0248177-0.00191286j -0.0322141+0.00263219j 0.0360608-0.00366345j 0.0075026+0.00307074j -0.0140984+0.00232938j -0.0105717-0.00146773j 0.0319775+0.000506176j -0.0834075-0.00400973j -0.0675668-0.000490249j 0.0426121+0.00208027j -0.0493632-0.00146036j 0.0306931-0.00157748j 0.0494817-0.000487744j 0.0525266-0.000562317j 0.0640521+0.00205065j -0.00624143+5.99116e-05j 0.015595-0.000101888j 0.00876527+0.000174441j -0.0384012-0.000517132j 0.0301901+0.000657718j -0.00964312-0.000393844j -0.0230188-0.00203676j -0.0496522-0.000669557j -0.014717+2.1789e-05j 0.0300588-0.00166142j -0.000105834-0.0009875j 0.0345502+1.34362e-05j -0.0170091-0.000267414j -0.0238591+0.00167444j -3.63019e-05-0.0028358j -0.00119462-0.000300242j -0.00116381-0.000184629j -0.0139089-0.000590581j 0.00346143-0.00011295j 0.00472974+0.000790185j 
-0.0054408+0.000496874j 0.00177575+0.00149958j 0.00955591-0.00170357j 0.012214-0.00120042j -0.0121507-0.00129372j -0.0308925-0.0032268j 0.0249432-0.00230859j 0.0454966+0.00347745j -0.1627-0.00451735j 0.154067-0.0015041j -0.263001-0.00234479j -0.0310554-0.00515923j -0.139258+0.00244546j -0.166293+0.00222566j 0.220522-0.00407818j 0.370411+0.00281992j 0.274112-0.000846634j -0.16098-0.00175776j -0.100641+0.00221162j -0.031143+0.00155697j -0.190986+0.00541591j 0.191241+0.00268027j -0.0411299+0.00240056j -0.100919-0.00154107j -0.13091+0.00330246j -0.0818508-0.00212475j -0.155639+0.00937895j -0.153257+0.00554176j 0.127494-0.00034199j 0.149037+0.0114442j -0.0409474+0.00190089j -0.0142547+0.00577199j 0.162053+0.00443991j 0.0917569-0.00384912j -0.175591-0.00258327j 0.0753207+0.00142962j 0.046135-0.00240044j 0.0638529-0.000556926j 0.0553512-0.000242833j -0.107884+0.00322665j -0.110984-0.00698728j 0.0733671+0.00250408j -0.113278-0.00179904j 0.0108377+0.000889955j -0.0155531-0.00311403j 0.0448031-9.65662e-06j -0.0816018-0.00357122j 0.0659137+0.00390072j 0.14945-0.00145895j 0.163167+0.00272463j 0.0143958+0.00307039j 0.0349465-0.00254996j -0.0559343-0.00116151j 0.0379522-0.00105354j 0.0769336-0.00316501j 0.00342121+0.00149372j 0.0271492+0.000643351j 0.00158798+0.000182225j -0.0665091+0.00155326j 0.0454163-0.000353558j -0.0157711+0.00120442j 0.0482911+0.00148859j 0.00387132+0.000515097j -0.0628466+0.0012362j -0.0498878+0.00059177j -0.0365086-0.000203198j -0.10112+0.00425632j 0.0570172+0.00572273j 0.137517-0.000234264j 0.0343463+0.000814526j -0.0499479+0.0004288j -0.0789355+0.00336812j 0.00602024+0.00198601j -0.0257848+0.000294131j -0.0110779-0.0010376j -0.0687226-0.00240244j 0.0493473-0.00130977j 0.0205573+0.00174095j 0.00377081-0.00019469j 0.017718-0.00125392j 0.00632052-0.00131549j -0.0487694-0.00194985j -0.0201493-0.00100923j 0.0724923-0.00106252j 0.00251052+0.00111169j 0.00393589-0.000162127j -0.028117-0.00231199j -0.00394442-0.000700186j -0.00838183-0.000875273j -0.00157702-0.00133242j -0.00498859-0.00160439j -0.00215402-0.000277685j 
0.00352936+0.00112377j -0.0046617-0.00111531j 0.00732601-0.000899903j -0.0607907+0.00119724j -0.0190204+0.000274992j -0.0273327+0.00282611j -0.111928+0.000314038j 0.109845+0.00175603j 0.0574243+3.69379e-05j 0.0775592+0.00295237j 0.134035+0.00213959j -0.0526364-0.00334325j 0.0124959+0.00232359j -0.0314776+0.00373395j -0.4611+2.69646e-05j 0.298987-0.000849836j 0.00459431+0.00683848j -0.290118+0.00136959j 0.00997094-0.00167585j 0.196441+0.00445695j -0.0443468+0.00321603j -0.0359199+0.00344309j 0.0351968+0.00337645j 0.124304-0.00362098j -0.218065+0.000286462j 0.103035-0.00116276j 0.0277798+0.00650644j -0.156291-0.00147889j 0.0118675-0.005437j 0.0886396+0.00312034j -0.213067-0.00138139j -0.163448-0.000213122j -0.196607-0.000594319j -0.111284+0.00160007j -0.122222-0.00243451j -0.0434992-0.00172305j -0.104455+0.00206658j -0.0311746+0.00245633j -0.0425298-0.000906904j -0.046466+0.00301437j 0.133929-0.00160088j -0.00703592-0.0016935j 0.0787923+0.00538048j 0.0171697+0.00103374j -0.0101687-7.00566e-05j -0.0510345-0.00373134j -0.102677-0.00313452j 0.12416+0.00125426j -0.00408423-0.000729353j -0.110975+0.0010618j -0.0105626-0.000688845j 0.0614882-0.000577696j 0.117617+0.00101518j 0.145245-0.000252504j -0.028806+0.000684711j -0.127711+0.00140659j 0.0576919+0.000737602j -0.0372962+0.00189468j 0.0265211+0.00240574j 0.0698127-0.00209032j 0.0471244-0.00130968j -0.0755534-0.00045234j 0.00789439+7.06615e-05j 0.0565587-0.000372392j -0.0136351+0.00270135j 0.0100492-0.00348966j -0.0195353+0.00128302j -0.0230975+4.05773e-05j -0.0456025+0.00187451j -0.0420709+0.000902832j -0.0566396+0.000337325j 0.0833164-0.000536309j 0.0641273+0.0028893j -0.0121718-0.00115225j 0.0333028-0.000634889j -0.041282+0.00161157j -0.0227124+0.00248537j -0.0764064+0.00111326j -0.0463107+0.00398964j 0.00803241+0.00121754j 0.00502016+0.000156839j 0.0151864-0.00213073j 0.0432914+0.000956737j -0.0795179+0.00103331j -0.0101462-9.01173e-05j -0.0440047+0.000506131j 0.0241165+0.000666862j -0.0138749+6.52122e-05j 0.0103586+0.00102911j -0.0094745-0.000172158j 0.0031219+0.000929981j 0.00491785-0.00168561j 
-0.00979216-0.00222759j -0.000187+0.00243143j 0.00909961-0.00105539j -0.0268645-0.00137328j 0.05374-0.000497173j 0.0632538+0.0010625j 0.0540074+0.0019161j 0.0470371+0.00463818j 0.326541-5.88089e-05j -0.28508+0.00380191j -0.201993+0.00125299j -0.0733663-0.00162792j 0.525913-0.00426632j -0.212704-0.00647536j 0.0376674-0.00515452j 0.201809+4.14845e-05j -0.0337028-0.00276093j 0.122381-0.000766835j 0.219832+0.00455475j 0.0124496-0.000973888j -0.151948+0.00601785j 0.0358571+0.00592905j 0.127624-0.000979195j -0.0529173+0.00117735j -0.125275+0.00281857j -0.00162355-0.00527703j 0.0716023+2.49689e-05j 0.0932352+0.000473313j 0.19607+0.00543033j -0.0914209-0.00348046j -0.0317222-0.00145606j -0.0536181-0.00159232j -0.063052-0.000840076j 0.0246695-0.00143336j 0.0258021-0.00267301j -0.0940535-0.00436089j 0.111448+0.00332184j 0.0877805+0.00567914j 0.0461262+0.000273304j 0.0597369+0.00195474j -0.0198667+0.00605361j 0.0371669-1.1061e-05j 0.00908612-0.00130792j 0.0271547-0.00238329j 0.0381935-0.00098131j -0.00059463+0.00401846j 0.0803638+0.00320743j 0.0487728+0.00388284j -0.10981+0.000253426j 0.0173881+0.00725296j -0.00514091+0.00416911j 0.0941336-0.000830758j 0.0948316-0.00257748j -0.0171339-0.00400503j 0.0568222-0.000179729j 0.0881777+0.00493655j 0.0832762+0.000258093j -0.0316026+0.000123832j -0.0233163+0.0021755j -0.0119575+0.00303388j -0.0308835-0.00179178j 0.0124389-0.00169081j 0.0497559+0.00242829j -0.00343713+0.000393709j -0.0992104+0.00213275j 0.037267+0.00581257j -0.0018407+0.00285592j -0.00421713+0.000173149j 0.0610591+0.000679805j 0.018781+0.000888242j -0.0777032+0.00234459j -0.0426842-1.51342e-05j 0.018506-0.000327806j 0.0346494-0.00227973j -0.017801-0.00150186j -0.00765022+0.000673815j 0.0146946-0.000257831j 0.0492021+0.00157814j 0.0177014-0.00160751j 0.0038717-0.00096087j -0.0175882-0.000132818j 0.00399758+0.000216262j -0.0174048+0.00221671j 0.0074335+0.0006473j -0.00889245+0.000610537j -0.0119667-0.00186934j -0.0163882-0.00104624j -0.0206813-0.000678678j 0.00883658+0.00189933j 0.0040289-0.000610174j -0.0069432-0.00172354j 0.00402935+0.000945574j 
