0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
0.0122322-0.0400873j -0.00852196-0.0113561j -0.0109492-0.0258243j -0.0241238+0.0101883j 0.0110112-0.021102j -0.00820209-0.00351432j 0.0209384+0.00779663j -0.0116498-0.0122937j -0.00567788-0.0163416j -0.00967376+0.00333064j -0.0159473-0.00377359j 0.0243737-0.000646677j -0.00330601+0.0236366j 0.0110611+0.0172625j 0.00694956+0.00581458j -0.0176448-0.00493699j 0.00064325+0.0180735j 0.00470328-0.0210034j -0.0253744-0.00972808j -0.00601268-0.00820998j 0.00936178+0.0105853j 0.0100858+0.00786691j 0.0101724-0.00492551j 0.0180668-0.0207276j 0.00802091-0.0260541j 0.0127549-0.0078017j -0.00413419+0.00512503j -0.00933593-0.0270021j 0.0142008+0.0524522j -0.00321951-0.0240895j -0.0354158+0.00109693j 0.0268333+0.0209887j -0.000317842-0.0227127j -0.013749-0.0172963j 0.0302086-0.0196515j -0.00571098+0.0135971j 0.00432554-0.032619j 0.037049+0.00705652j 0.00215697+0.00868525j 0.00518705-0.0282508j 0.0150946-0.0284893j 0.00368597-0.000697905j -0.00303283+0.0358608j 0.0116215+0.0247488j 0.00939377-0.0354675j -0.0124327+0.0239718j -0.030788+0.0620142j -0.00760137-0.0187325j 0.0771203-0.0159118j 0.0251005-0.00903476j -0.00610759-0.0764621j 0.0270729+0.0229518j 0.00668036-0.0118675j -0.023256+0.0175738j 0.00349759+0.0387281j 0.0616297-0.0438573j -0.0255831+0.0224601j -0.0748136+0.0663916j -0.0118464-0.0385244j -0.0438143-0.0665796j -0.0430301-1.4766e-14j 0.00351108-0.021025j -0.0221757+0.0442064j 0.0318411+0.063785j 0.0383213-0.00322677j 0.0907545+0.000613765j 0.0549758+0.0231126j -0.052239-0.0570764j -0.0935166+0.0164689j -0.0251433-0.0048087j 0.0301248-0.0317763j -0.0219404-0.108602j 0.09105-0.125371j 0.0865205-0.0541351j -0.109422+0.0359792j 0.00435516+0.0251536j 0.0358293+0.119518j -0.032334+0.168532j -0.0430403-0.0642525j -0.11764+0.248934j 0.0190577+0.205232j -0.088158+0.0671149j -0.119066+0.00707621j 0.0552453+0.204811j -0.136307+0.19545j -0.0108376-0.0293028j 0.0479108-0.03431j 0.0887889+0.0592134j 0.00955563+0.0735729j -0.0239958+0.0257809j 0.077823-0.0543476j 0.0505872-0.131908j 0.114848+0.134277j -0.0261861+0.0257837j 0.00463289+0.00634897j -0.00791703+0.0660871j -0.0724994+0.00938099j -0.00357956+0.00529376j 
-0.0101499-0.00582709j -0.019747+0.0255305j 0.0199451+0.0567473j -0.0373669+0.00189701j -0.0286351+0.0391987j 0.00303754+0.00708545j -0.0258349-0.028861j -8.02407e-05-0.0327928j -0.00938493-0.0283779j 0.0198602-0.0134923j -0.00475076-0.00808486j -0.0173256-0.0571081j -0.00394708-0.0253434j -0.01384-0.00973002j 0.0216208+0.0067519j 0.00982213+0.0117299j -0.00111143+0.0170799j 0.00548682+0.00903449j -0.000807745+0.00190047j 0.0336978-0.0253156j -0.00378956-0.00492153j -0.0110838-0.0115132j -0.0175882-0.0117686j -0.00865711-0.020021j -0.0618513+0.00623161j 0.015163+0.00524821j 0.0108492-0.0418585j 0.00825766+0.0329734j 0.0348804-0.00434266j 0.0340132-0.0165057j 0.0307208-0.00712063j -0.000295219+0.0108109j -0.0211324+0.00652506j -0.0117189-0.0239815j 0.0292765+0.016139j -0.00682852-0.000127j -0.00128298-5.94022e-05j 0.014902+0.00355242j 0.0175088+0.0259334j -0.0112455+0.0136819j -0.0122008+0.0320535j 0.0104472+0.0286781j -0.0110447+0.00860977j -0.00577807-0.0124152j -0.0094679+0.0143556j -0.00629634-0.00687556j -0.011343+0.0640291j 0.044096-0.00163141j 0.0596489-0.0122829j 0.0080088-0.046566j 0.0686382-0.0771715j 0.0776974-0.036994j 0.0275885-0.0295621j 0.0183367-0.0565383j -0.0119574+0.0249517j -0.00571828+0.0442284j -0.000564688+0.013761j -0.0599133+0.0311378j -0.0318857+0.0205732j -0.000440329+0.0112363j 0.00351108+0.021025j 0.0377151+1.42941e-15j -0.0194658-0.013995j 0.081489-0.0296593j 0.00657527+0.0732344j 0.0560483-0.0276222j 0.14195+0.0849995j 0.0248568+0.0551344j 0.0303478-0.095664j -0.0269049-0.0675134j 0.0965361+0.00710616j 0.106597+0.125976j 0.012799+0.0523874j -0.171734-0.064183j 0.0589654-0.107894j -0.0233037-0.0316611j -0.110658+0.0684379j 0.129844-0.0195853j -0.0713875-0.0797392j 0.0111107+0.0890057j 0.0801863+0.0408967j -0.053582+0.0510738j 0.204449+0.0639115j 0.0258391+0.02553j 0.0104377-0.0243427j 0.0424189-0.0791296j -0.151337+0.129267j 0.109565+0.0462789j -0.0482293+0.0362994j -0.0852134+0.0129632j 0.0966255+0.0496918j 0.028118-0.032275j 0.144318+0.107519j 0.0729762+0.11922j -0.0375871-0.00397594j 0.00429714+0.0328346j 0.00237617+0.0292774j 0.0307212-0.0260245j 
0.0208567+0.0303134j 0.0314911+0.0210598j -0.0180185-0.00912289j 0.0327579+0.0325956j -0.00326666-0.0186598j -0.0171257+0.0274473j 0.0204038+0.0344063j -0.00117169-0.00657246j 0.0188471+0.017936j -0.0207392-0.00865354j -0.00717125+0.00337939j 0.0275772-0.00544879j -0.0134213+0.019258j -0.000727422-0.000486003j -0.00589076-0.0218104j 0.0106504-0.0072724j 0.0228322-0.0149239j -0.0220855+0.00641761j 0.0105334-0.0136839j 0.00538624-0.0201488j 0.00194189+0.00566904j 0.00586216-0.00433122j 0.0150074-0.023834j -0.00775649+0.0264491j 0.0156973-0.00826903j 0.00352195-0.00152594j -0.022289+0.0305345j 0.0135537-0.00126618j 0.000452096+0.0182593j 0.0136099-0.00328499j -0.00196423+0.00441107j -0.0115815-0.00464893j 0.00542356+0.00492156j 0.020486-0.00749083j 0.00677556+0.00523987j -0.00974467+0.0225477j -0.000912867-0.017301j -0.00882264-0.00808951j 0.000403511-0.0131992j 0.0243421+0.0136389j -0.0293637-0.0108224j 0.0229188-0.020532j 0.0529492+0.031644j -0.00994943-0.000204999j -0.0206704-0.0565491j 0.0326367+0.0377305j 0.00661838-0.0217189j 0.00288242+0.00642336j -0.0301368-0.0276674j 0.025667+0.0179756j 0.0510727+0.0550585j -0.028319-0.0896529j -0.0286606+0.0023443j 0.0546527-0.00410176j -0.0576248-0.0550436j 0.0665371-0.0239304j 0.00467839-0.0222516j 0.0250607+0.00156675j -0.00850481+0.0691936j -0.0892756+0.0315731j -0.0221757-0.0442064j -0.0194658+0.013995j 0.063682-8.32667e-17j -0.0285388-0.0108171j 0.0267074-0.0966981j 0.0427747-0.0607577j -0.0186354+0.0347305j 0.0474214-0.143626j 0.0682994+0.0471991j 0.0345702+0.0372269j 0.159743+0.0104176j -0.0150392-0.102083j 0.0595891+0.155649j 0.0350385+0.007714j 0.0357364-0.0956277j -0.210432-0.0136436j 0.154876+0.0987295j 0.182579+0.195783j -0.0855127+0.0417171j 0.0854363+0.172788j -0.0489833+0.0717073j 0.0833033-0.018397j 0.036645+0.0199464j 0.0700971+0.116684j -0.108324-0.173167j -0.0512006-0.00776875j -0.164345+0.039483j -0.0609041+0.0586211j -0.0445825-0.117594j 0.042934-0.0803065j -0.0729779+0.0447776j 0.0273049-0.00420175j 0.070338-0.0258816j 0.0465741-0.0577399j 0.0709265-0.0146376j -0.00240209-0.0679761j 0.000961759-0.056982j 0.00485189-0.0173985j 
0.0107511+0.0126802j -0.0200223+0.0162514j -0.0207497+0.0182959j -0.0276161-0.014476j -0.0399393+0.0246902j -0.0270827-0.000224454j 0.0314326-0.0217749j 0.0081313+0.0318192j -0.00680792+0.00593693j 0.0151268+0.00974605j -0.0135631+0.0182011j -0.0255504-0.00690631j 0.0261394+0.00853587j -0.0134112+0.0136461j 0.000237553+0.0261691j 0.0247573+0.00125722j 0.0183284+0.0144315j 0.0117059+0.0036145j -0.0131186+0.0177319j 0.0326871+0.00825494j -0.0221504-0.0143134j -0.0173923+0.0289543j -0.0568894-0.0147035j -0.000408265+0.0250471j 0.0207711+0.0370459j 0.00605803+0.00431909j 0.0234031-0.00698971j 0.0156219-0.0294124j 0.00571983+0.00152594j 0.00602444+0.0056809j -0.00593115-0.00872127j 0.0195011-0.00701711j 0.00779644+0.00702396j 0.0124625+0.0157421j 0.00347779-0.00267271j 0.0018032-0.00047543j -0.00326693-0.0124016j -0.00649197-0.0196769j -0.0144555-0.0131931j 0.00272438-0.025227j -0.0214195+0.016034j 0.00737576+0.0213979j 0.0257687-0.00932812j -0.00647448+0.0155675j 0.0173251+0.024239j 0.0248062+0.0267045j -0.00831792+0.0123349j -0.00804893+0.00955285j -0.05649-0.0225488j -0.083386+0.0682895j -0.0636721+0.0347391j 0.0167627-0.0470991j -0.02088+0.0234013j 0.0147636-0.035354j -0.0582756+0.0111949j -0.0853277-0.0396961j -0.0137894-0.0107015j 0.0271989-0.0238295j 0.0321701-0.0165474j 0.154774+0.0476474j 0.0318411-0.063785j 0.081489+0.0296593j -0.0285388+0.0108171j 0.032739+1.42941e-15j -0.0561468-0.149767j -0.0315806+0.0705248j 0.00569293+0.0192319j 0.104126+0.0949257j 0.0329944-0.046433j 0.0115707-0.075688j 0.0569724-0.049834j -0.0989909-0.0558764j 0.184424-0.0399901j -0.0684264+0.000523451j 0.250614-0.0330298j 0.028069+0.0658965j 0.154652+0.11054j 0.0941477+0.0591695j 0.0920347-0.0870662j -0.0730737+0.0632683j 0.141337+0.0685919j 0.064611-0.128795j -0.100412+0.134989j -0.0659168+0.0568494j -0.000879151-0.00683372j 0.0547733-0.0262304j 0.035759+0.00784371j 0.00514697-0.117318j -0.0922889+0.139264j 0.0680789-0.0398468j -0.000688499+0.0275885j 0.0495523-0.0851631j -0.10482-0.0319783j 0.00990009-0.118809j 0.02358-0.00704313j -0.0156871+0.0276185j 0.0411139-0.00300203j 0.0171836+0.0137607j 
0.00850224+0.0342832j 0.00572552+0.00756096j 0.00447319-0.0342692j 0.0158249+0.00233113j -0.0110167-0.0383349j 0.0272444+0.071459j -0.0398485+0.0369664j -0.00592533-0.0464608j 0.0184111+0.00981114j -0.00195658+0.0210812j 0.0163917+0.000467956j -0.0123585-0.0137915j 0.0160379-0.0318738j -0.00552893+0.0231995j 0.00285994-0.013861j 0.00995057-0.0108183j 0.0121271+0.0211453j 0.000574592-0.00410163j 0.0010549+0.00087538j 0.0239754-0.0480863j -0.00172753+0.00584252j -0.0206548-0.0215056j -0.0252186-0.0130317j 0.000723876+0.0621985j 0.0058172-0.0172791j 0.00399364-0.0028295j -0.0115924-0.0208358j -0.00316378+0.000893657j -0.0157333-0.00247587j -0.0161896-0.0121632j 0.00908367+0.00481998j 0.00783972-0.012964j 0.00372645+0.0159916j 0.00932247+0.0137593j -0.0112333-0.00911405j 0.0101503-0.000907044j 0.00857658+1.21157e-05j -0.00952586+0.00483532j 0.00744084+0.00524956j 0.00444767+0.0248822j -0.0241914+0.00837255j 0.0103563-0.000957918j 0.00241259-0.0182701j 0.00434487-0.00712739j 0.00360589-0.0497842j -0.00932755-0.0100071j -0.0203847-0.0371956j -0.0124612+0.0483504j -0.000860673-0.00490979j 0.00311679-0.0782658j 0.0388069+0.04308j -0.04116+0.0281933j -0.0118927+0.00425419j 0.0110836-0.000509397j 0.00653999-0.0131053j -0.0307434+0.0663014j 0.000928198+0.0659383j 0.0398794+0.0361535j 0.016772+0.0152924j 0.0724297-0.0436656j 0.0383213+0.00322677j 0.00657527-0.0732344j 0.0267074+0.0966981j -0.0561468+0.149767j -0.030457-6.87644e-15j -0.0362071-0.0432892j 0.132577+0.0999674j 0.09557-0.0189154j -0.0953424-0.0287483j -0.0246573+0.00162646j -0.124761-0.0314753j -0.0660766-0.142779j -0.0398398-0.0671425j -0.144435+0.0675321j -0.141435-0.046959j -0.00735983+0.10473j 0.0100998+0.0608081j -0.202919-0.0568226j -0.068848+0.0817472j -0.15269-0.0463991j 0.0904976-0.03557j -0.0976936+0.0710541j -0.0571438-0.0557277j 0.00715756+0.198809j -0.105237+0.0625596j -0.0133905+0.0319102j 0.0715046+0.0812697j -0.0730395-9.14426e-05j 0.0351655-0.0872918j 0.00816402-0.0751727j -0.03923-0.0250457j -0.1149+0.0488402j 0.0126528-0.00647623j 0.0346959-0.0154562j 0.00193087+0.0421916j 0.0124795-0.0211134j 0.0411103-0.0350246j -0.0118038+0.000833802j 
0.0106743-0.00332355j -0.0223906+0.0247341j -0.0284741+0.00935743j -0.0153898+0.0171021j -0.0131481+0.0289011j -0.0268224+0.0225594j 0.00484796-0.017457j 0.0155802+0.0195528j -0.000341463+0.0144328j -0.0112837+0.000900833j -0.00457297-0.0203045j 0.0107826+0.0179413j 0.000478074+0.0162036j -0.0249816+0.00895041j -0.0124946+0.00267356j 0.00253738-0.0295239j -0.0273713+0.0212915j 0.0443821+0.0207321j 0.000548897-0.000441517j -0.000701111+0.00691282j 0.00648249-0.000188101j 0.0150603-0.00726538j -0.0240619+0.0155138j -0.0275365-0.0165551j -0.00316745+0.00788268j 0.00250404-0.0203186j 0.0318506-0.00422075j 0.00608737-0.0211351j 0.0275071+0.0068525j -0.00480479-0.0116986j -0.0182729-0.0174101j -0.0220801+0.0132431j 0.00887665-0.0128912j -0.0061631+0.00249674j 0.00648909-0.00472287j 0.0130028+0.0223187j -0.00380745-0.0267414j 0.0110041+0.000276644j -0.0259588-0.00480248j -0.00932578-0.0173173j -0.0144567-0.0183221j -0.00110863-0.00617547j 0.018121+0.0209628j 0.00154175+0.00817785j 0.0128383-0.00836203j -0.00616319+0.0476175j -0.0208765+0.0391433j 0.0327974+0.0294535j 0.0132335+0.0332491j 0.0350757+0.00231987j 0.0290553+0.0046267j -0.0271549-0.0106334j 0.0400209-0.0363584j -0.031604+0.0273503j -0.10352+0.0358843j 0.0791046+0.0185745j 0.0154543-0.034339j -0.0866293-0.0572852j -0.0528334+0.0665189j 0.0997671+0.00643131j 0.0907545-0.000613765j 0.0560483+0.0276222j 0.0427747+0.0607577j -0.0315806-0.0705248j -0.0362071+0.0432892j -0.125084+2.48412e-15j 0.00410935+0.0256493j -0.105882+0.0653746j -0.11108+0.074934j 0.0515109-0.0337778j -0.146693-0.126811j 0.0438953-0.0802601j 0.00383923-0.102542j 0.0752362-0.121456j -0.0278366+0.197626j -0.15436-0.0844161j 0.279472-0.018802j 0.0205751-0.0552025j -0.0682837+0.062941j -0.0596713-0.084029j -0.00771828+0.145233j -0.0823861-0.0319582j 0.0634022-0.0061222j -0.111359+0.060753j -0.0224938-0.0362723j -0.0299834+0.0214898j 0.00221351+0.156777j 0.0439922+0.0095862j -0.110605-0.0633949j -0.0118881+0.119398j -0.00977135+0.0504804j -0.023973-0.033311j 0.0432871+0.00121833j 0.0588031-0.0289763j 0.032729-0.038766j 0.0134536+0.0484745j -0.0185955+0.00767234j 0.0290556+0.0217967j 
0.00259842+0.004962j -0.0134907-0.00633856j 0.00972151-0.0007522j -0.0178245-0.02953j -0.00239736-0.000616077j 0.0249264+0.0431886j -0.0069759+0.00143946j 0.0098568-0.0103015j 0.0251596+0.0257041j 0.00817492+0.0243728j -0.0222817+0.00208031j -0.00884148-0.0180549j 0.0127396+0.0138133j -0.0233896+0.00280411j 0.0232466-0.0231665j -0.0133236-0.0273866j -0.0403212+0.0207666j 0.0297769-0.00572002j -0.00891248-0.0101318j -0.00755899-0.0193882j 0.00639931+0.0120892j -0.00642021+0.0206477j -0.00106607-0.0240441j 0.00108161+0.0298928j -0.00876079+0.00880396j 0.00778203-0.0338122j -0.0214223-0.010174j -0.00409516-0.00250816j 0.0154936+0.0125944j -0.00122188-0.000382549j -0.0167654+0.0147467j 0.00507317+0.0172768j 0.0155377+0.012978j -0.0157321+0.00432037j -0.0046576-0.00866977j -0.00490492+0.0102799j -0.0244482+0.0136183j -0.0178463+0.00858367j -0.00459536-0.00252984j -0.0173789-0.00634697j 0.00765133+0.00675777j -0.0101163+0.00794646j -0.0262059-0.0598678j 0.0297028+0.000198358j 0.00416314+0.000676159j -0.0206131-0.0171763j -0.0289731+0.00915972j 0.0124844+0.076203j 0.0187016+0.0295221j -0.00619498-0.0565159j -0.00118113+0.0416261j -0.0178066+0.00375962j -0.0250798-0.0545951j 0.0333068-0.0249972j -0.0191239+0.0424767j -0.0232639-0.0606505j 0.00159475-0.00346332j 0.00461072-0.00461152j -0.045624-0.0333629j 0.0178795+0.0588326j 0.0549758-0.0231126j 0.14195-0.0849995j -0.0186354-0.0347305j 0.00569293-0.0192319j 0.132577-0.0999674j 0.00410935-0.0256493j -0.167912+1.4766e-14j 0.0509677+0.00199554j 0.136573+0.108789j -0.0467376-0.00484124j -0.0130256+0.0449816j -0.0232852-0.101166j 0.141409+0.0603537j 0.216536+0.163302j 0.053153-0.156898j -0.119549+0.0619305j -0.0203976-0.0259794j -0.0029534-0.00693917j 0.184125+0.0517028j 0.145486-0.0195354j -0.022511-0.16393j 0.00650301+0.0149129j 0.0251791-0.0214921j -0.0236725-0.189893j -0.0332667+0.00741762j 0.0161063-0.0280433j 0.0845706+0.063657j 0.0190135-0.0992605j -0.0487194+0.00275018j 0.0301653-0.0283948j 0.00392136-0.0701829j -0.093322+0.0216062j -0.0265941-0.00167312j 0.0102811-0.0034233j -0.032444+0.0578215j -0.0144922+0.0602688j 0.0319768-0.000203257j -0.00750586+0.025619j 
-0.00431129-0.0110201j -0.0147171-0.0329276j -0.00279535-0.0293984j 0.000796838+0.0383894j 0.0091482+0.0271105j -0.0038877-0.0190102j -0.0470785-0.00942727j -0.0180336-0.00195499j 0.0141372-0.0285656j -0.006709+0.00448219j 0.0134352-0.00727504j -0.0252084+0.012581j -0.0133599+0.00381639j 0.0172376+0.0129276j -0.0484951-0.0050962j -0.0111292-0.00539489j 0.0262649-0.0373296j 0.00781599+0.018676j 0.0340687-0.0138917j 0.00523086-0.0136851j -0.0265334+0.0231146j -0.00710341-0.0299055j -0.0213492+0.0140356j 0.0355231-0.037928j -0.00924494-0.0090945j -0.000314418+0.0181047j -0.00704413-0.0272036j 0.00832003-0.0200918j 0.00910577-0.0235037j 0.00657426-0.0158512j -0.00241474+0.028624j 0.0212297-0.00970391j 0.0102874+0.00491454j -0.00447403+0.00134677j -0.0265098-0.0139348j 0.00500041-0.00835065j -0.00307883+0.0118611j 0.00355681-0.01028j 0.00429994+0.00698323j -0.00506117+0.00662508j -0.0150296-0.00949842j -0.0092523+0.0117354j -0.0144078+0.0307978j 8.44451e-05+0.0255637j 0.0312713+0.00814494j -0.0446221-0.0170633j 0.0136697-0.00812733j 0.00894648+0.000681044j 0.0193053+0.057965j 0.0470702+0.0361881j 0.0543114-0.0303469j -0.00814434+0.0996762j -0.0467156+0.0491834j -0.0576335+0.00994332j 0.0792702+0.0807311j 0.0839305+0.0329078j -0.0701868-0.00479996j 0.0114671-0.0204988j 0.113873-0.025734j 0.0327752+0.0410742j -0.052239+0.0570764j 0.0248568-0.0551344j 0.0474214+0.143626j 0.104126-0.0949257j 0.09557+0.0189154j -0.105882-0.0653746j 0.0509677-0.00199554j 0.0594262-1.45994e-14j -0.0572429-0.0410345j 0.03344-0.181461j -0.0475219+0.0990968j -0.0459503+0.0163183j 0.132901-0.157573j 0.124402+0.108629j -0.0683159-0.109454j 0.0485177-0.0613894j 0.173888-0.0304902j 0.00346079+0.157972j 0.00375606-0.0451994j 0.0572542-0.0127755j 0.00770551-0.150414j -0.0113521-0.142845j -0.0134637+0.147409j 0.108497+0.0775539j 0.0179781+0.0859496j 0.0236331-0.0605773j 0.0567065+0.0938896j -0.03426-0.0460282j 0.0532565-0.0251061j -0.0999662-0.0131852j -0.0179758-0.0258878j 0.0172375+0.0367209j -0.0354905+0.0169716j 0.0348414+0.0887211j -0.00279851-0.0123595j 0.00549137-0.0302891j -0.0336544+0.0227434j -0.0497713+0.0262401j 
-0.00578022-0.00151728j -0.00265389-0.0252088j 0.017815+0.0411357j -0.0306251-0.038365j -0.00751488+0.0193139j 0.0322661-0.0180312j -0.00629915+0.0156558j 7.27067e-05-0.00366239j 0.0183413+0.0511521j 0.0189077+0.0133424j -0.019726-0.016588j -0.000926734-0.00333226j -0.00659764+0.0064109j -0.00315227-0.0179318j -0.00648663+0.0134517j -0.00758256-0.0345952j 0.0144108-0.0307681j -0.00192733+0.00998109j 0.0132725+0.00378652j -0.0286629+0.0311447j 0.0144936-0.0138529j -0.0109405-0.0190152j 0.000649531-0.0198182j -0.00638459-0.0064467j -0.0269995+0.0059872j -0.041279-0.0131346j -0.00356914-0.0047529j 0.00945692-0.00372073j -0.00878552-0.0157418j -0.00851513+0.0265606j -0.00721211-0.00687508j 0.00944764-0.0179556j 0.00839972+0.0117393j -0.0142245-0.0132814j -0.0125321+0.00315641j 0.00530821-0.00840947j -0.00180032+0.0210964j 0.00763061+0.0164507j 0.00618639+0.00541922j -0.0221327-0.00178576j 0.0147516+0.0102848j -0.0132035+0.017199j -0.0386895-0.0614245j 0.0202834-0.0115895j -0.00624021+0.018445j -0.00669055-0.0128198j -0.0159676+0.0298882j 0.0290147+0.0313056j 0.0353465+0.0315592j -0.000313749-0.042235j -0.00325159+0.0324366j 0.0460665-0.00182053j -0.0117129-0.0430106j 0.0512141+0.00402078j -0.0615705-0.0180716j -0.00496447-0.0353724j -0.0271268-0.0512003j 0.0430565-0.078205j 0.0422785-0.129863j -0.110227-0.0376j -0.0935166-0.0164689j 0.0303478+0.095664j 0.0682994-0.0471991j 0.0329944+0.046433j -0.0953424+0.0287483j -0.11108-0.074934j 0.136573-0.108789j -0.0572429+0.0410345j 0.10125+2.15106e-15j -0.0750992+0.0200317j 0.0530701+0.148503j 0.051605-0.030123j 0.0544693+0.0428854j -0.00766758+0.0662872j -0.0474707+0.0222453j 0.103971+0.121149j 0.071311+0.0728692j -0.00755515+0.0486384j 0.113332+0.0902711j 0.0512896-0.0643291j -0.00215126+0.151405j -0.0667951+0.00852122j -0.0273525+0.0787809j 0.0270211+0.0218657j -0.000360884+0.0617295j -0.0112516+0.0408495j -0.0197036-0.0408977j 0.0905966-0.123111j -0.0508805+0.0108267j 0.0332533+0.0268755j 0.023528-0.0483446j -0.0383901+0.0254695j 0.0209238+0.0106768j -0.00917844+0.00707812j -0.0517916+0.0609503j -0.0119524+0.0590958j 0.00480503+0.000990763j -0.00736984+0.0112334j 
-0.0581913-0.0326948j -0.0204699+0.0219967j 0.0104142+0.0332355j 0.00805588-0.0369971j -0.0435144-0.00920884j 0.00525492+0.00640182j 0.0393357+0.00160347j 0.0471745+0.022858j -0.00287344-0.0192241j 0.0384774+0.0513438j -0.00486859+0.00609529j -0.027762-0.0253646j -0.00424938+0.0298377j 0.00423991-0.000867804j 0.0131427+0.0268791j -0.00893239+0.0181739j -0.00360009-0.0207115j -0.00359984-0.0421894j -0.0105164+0.0238185j 0.0118584+0.0187324j 0.00929733-0.0223085j 0.00644572+0.0113325j 0.0247957+0.00147487j -0.0211509-0.0338131j 0.0205482+0.00422567j -0.00140608-0.00251615j -0.0144549-0.0181113j -0.00223007-0.0271575j 0.00124686+0.0186667j -0.00176065-0.0217889j -0.00977236-0.00219802j 0.0156153-0.00503874j 0.0043627+0.00525756j -0.00776783-0.0010865j 0.00606131+0.0191552j -0.0148667-0.00748665j 0.00699676-0.00124065j 0.00721998+0.0148058j -0.0111393-0.00868744j -0.0126226+0.0181132j 0.0217505+0.0202769j -0.0315036+0.00256297j 0.00918681-0.0342834j -0.0103173-0.027742j -0.0304324+0.0300102j 0.010754+0.0432201j -0.0900352-0.011967j 0.0123765-0.0166763j 0.00903959-0.0160162j -0.0511249+0.00802318j -0.000235019-0.017437j 0.03996+0.0588104j 0.0243368+0.0147239j 0.0141582-0.0632059j -0.0547473-0.0523383j -0.0926347-0.093923j 0.080144+0.0641308j 0.00333676+0.0391j 0.0490475-0.103148j -0.128446+0.0765104j -0.0251433+0.0048087j -0.0269049+0.0675134j 0.0345702-0.0372269j 0.0115707+0.075688j -0.0246573-0.00162646j 0.0515109+0.0337778j -0.0467376+0.00484124j 0.03344+0.181461j -0.0750992-0.0200317j -0.336061-1.74548e-11j -0.0349476+0.00404232j 0.120967-0.0116768j 0.0619397-0.198312j -0.0653613+0.00589452j 0.0431331+0.0229691j -0.0259095-0.0255224j 0.0291275-0.0758834j 0.0184914+0.0547193j -0.0110993+0.0462949j -0.0741234-0.0592595j 0.0529647+0.0745202j -0.0604272-0.107342j 0.044435-0.047445j -0.0131711+0.086818j 0.0798345-0.114443j 0.0253821-0.0194228j 0.0203986+0.0525076j 0.00215505-0.0109491j 0.0675779-0.0654116j 0.0271517-0.0312j -0.0124298+0.0460392j -0.0335705+0.00687525j 0.0362504+0.031719j -0.0903794-0.00408707j -0.00314927+0.0540215j -0.0184556+0.0589168j 0.00700269+0.0351592j 0.0645624-0.0331517j 
