0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
-0.00670219-0.0245683j -0.0144572-0.0527197j 0.0150104+0.0766773j 0.030629-0.00483461j -0.00152183+0.0231985j 0.0213872-0.080525j -0.0116954+0.0134374j -0.00526023+0.0242493j -0.0210725+0.0196334j 0.0350794-0.0347949j -0.0111432+0.000995219j -0.0200277+0.0115339j 0.00233417-0.0305039j -0.00369455-0.0515475j -0.0121292+0.0392679j 0.00920094+0.0416577j 0.0220031-0.0104138j -0.01495+0.00223454j -0.0247283+0.0347879j -0.0187984+0.0554671j 0.016671-0.00339025j -0.012387+0.0246553j -0.0168147-0.0018538j 0.00298249-0.0164215j -0.0177888+0.0207054j -0.0116032+0.0320433j 0.0348162-0.0212226j -0.000184559+0.00178486j 0.0525648-0.0208891j -0.0058534-0.0350872j 0.0211619-0.0679995j -0.0283787+0.0151027j 0.050134-0.0287395j -0.0400795+0.00993353j -0.024923+0.0207493j -0.000336673-0.00381454j 0.0654516+0.0492719j 0.00784442+0.00676418j 0.0450282+0.0462809j 0.019683+0.0654882j -0.0327846+0.0303685j -0.0440199+0.0366483j -0.00956396+0.0417191j -0.0343007-0.0140865j -0.025003+0.0699446j -0.00514619-0.0623369j 0.108759-0.00449544j 0.0401015+0.0296214j 0.0388322+0.0324923j 0.00253334+0.0309837j 0.000659087-1.80411e-16j 0.0766101+0.0307365j -0.0373839+0.00796694j -0.0384609+0.0299675j 0.0879038+0.0234715j 0.00728423-0.0397947j -0.0850035+0.00134618j -0.00976362+0.0281368j -0.0545055+0.0342425j 0.0212486-0.0263799j -0.00610759+0.0764621j 0.0686382+0.0771715j 0.0510727-0.0550585j -0.0636721-0.0347391j 0.0388069-0.04308j 0.0290553-0.0046267j -0.00118113-0.0416261j 0.0543114+0.0303469j -0.00325159-0.0324366j -0.000235019+0.017437j -0.0814311-0.043819j 0.012178+0.0180676j 0.0765267-0.0152275j -0.0265758+0.000546702j 0.0170954-0.122051j -0.0110464+0.0321161j -0.0729429+0.0268813j -0.051753+0.0362065j -0.114682+0.0296065j 0.0516236-0.0656423j 0.00373149+0.0468865j -0.128692+0.0935582j 0.0247319+0.092037j 0.096112-0.0870716j -0.260896-0.0116352j -0.0367601+0.00401843j -0.0368091+0.0671886j -0.158828-0.0213858j 0.125048-0.119407j 0.0127586+0.0258876j -0.157347+0.0234863j 0.0581508-0.0189627j 0.054929-0.0287162j 0.227402+0.0392741j -0.00943793+0.285044j 0.183526-0.144229j -0.0265518+0.0859576j -0.019245-0.015251j 
-0.0127831+0.000638635j 0.034943+0.0303182j 0.0222999-0.018511j -0.00895912-0.0137118j 0.0252035-0.0297333j 0.0417678-0.0218011j 0.00404159+0.00464589j 0.00713513-0.0248917j 0.0428032-0.0046948j -0.0246775-0.00960093j 0.0101259-0.0128493j 0.0124779+0.0155985j -0.00675798-0.0343488j 0.0106775+0.0288414j -0.0199226-0.0246248j 0.00298439-0.0271667j 0.00173842-0.00445908j -0.00175032+0.00233116j -0.0141037-0.00131523j 0.0268681+0.0174391j -0.0413278+0.0185877j 0.0365568+0.0188827j 0.0194075+0.0102012j 0.0192697-0.014814j 0.0282136+0.0532321j -0.0277158+0.028143j -0.0215341-0.0102149j 0.0624737-0.0344274j -0.0275402-0.0328814j -0.00144884-0.0314837j -0.0206398+0.0377264j 0.010789-0.036117j -0.00477317+0.0739482j -0.00432758-0.00218202j -0.0186696+0.0263521j -0.0151371+0.0473458j -0.0155143+0.00518002j 0.0101029+0.0113798j -0.0180762+0.00111155j -0.0245503-0.064821j -0.00360795-0.0213067j -0.015829+0.0570776j -0.0558315-0.0233289j -0.00458872-0.0814733j -0.0187804-0.0396851j 0.0379608-0.0246643j -0.00489727-0.00618738j -0.0270886-0.0358468j -0.0768183+0.0154319j -0.0257929-0.0112426j 0.0766101-0.0307365j -0.134754+1.36002e-15j -0.00720569-0.0402508j -0.00754931+0.0233122j 0.00977924-0.039477j 0.0092444+0.0295902j -0.0334446-0.0336043j 0.00821765+0.00258337j -0.0628669-0.0316373j 0.0202171-0.0151223j 0.0270729-0.0229518j 0.0776974+0.036994j -0.028319+0.0896529j 0.0167627+0.0470991j -0.04116-0.0281933j -0.0271549+0.0106334j -0.0178066-0.00375962j -0.00814434-0.0996762j 0.0460665+0.00182053j 0.03996-0.0588104j -0.0348897+0.0121353j 0.0380779+0.0114159j 0.0199121-0.0214433j -0.078734+0.00053361j -0.0781196-0.0941127j 0.0325078-0.0716371j -0.110368+0.105941j 0.00158053-0.128479j 0.0760509-0.0334975j 0.045081+0.0682413j 0.0363059+0.00623188j -0.0248785+0.244796j 0.22244-0.0436392j -0.054173-0.103419j 0.0674205+0.0735776j 0.118685+0.0497852j 0.12727-0.0138337j 0.0744342-0.0261695j -0.0764227+0.117414j -0.154345+0.149836j 0.0183274-0.0783538j 0.100939-0.0297555j 0.0573387+0.0813688j -0.0695039-0.0879661j -0.0807327+0.19027j 0.117036+0.14894j 0.0598065-0.0806097j 0.0173646-0.00463081j 
0.0487885+0.00223911j -0.0152284-0.00914272j -0.0243216+0.0664595j -0.0253278+0.0100094j -0.0327495-0.0187993j -0.0297188-0.0334389j 0.0573245-0.0252218j -0.0328929+0.0206552j -0.0153652+0.00329153j -0.00987677+0.0490692j -0.0106224-0.0022263j -0.00288449+0.00473506j -0.00312763+0.0253463j -0.0087462-0.00934734j -0.00248713+0.0281198j -0.0148682-0.00664049j -0.0132154+0.0156952j 0.0267086-0.00975951j -0.0501587-0.00591672j -0.0148417-0.031892j 0.00271904-0.0367452j -0.00114664-0.0121602j 0.00237482-0.017788j 0.0247721-0.0275815j -0.037817-0.0118763j 0.00281364+0.00206126j -0.00119898-0.0277014j 0.0188004-0.0385705j -0.0232885-0.0151971j -0.078607+0.00150284j 0.00894173+0.0414758j -0.021443-0.0244729j -0.0405578+0.00203169j 0.0301224-0.094047j 0.00904426+0.0272895j 0.0253289-0.0387574j -0.00259438+0.000237071j -0.00163692-0.00224954j -0.0258088-0.0213573j -0.0318945-0.000432501j -0.0320285+0.00685669j 0.0162516-0.00649835j -0.0243252-0.0550236j 0.0575916-0.0269606j -0.0047334+0.0150513j 0.00790971+0.0489018j -0.0242081-0.0015349j 0.0218749-0.012297j -0.0184462+0.0502j 0.00493763-0.0347266j -0.0373839-0.00796694j -0.00720569+0.0402508j 0.0829014-1.1241e-15j -0.00313119-0.0209662j 0.0104604+0.018037j 0.0460523-0.0236586j 0.020109+0.0497941j -0.075884-0.0485158j 0.0210471+0.017357j 0.0346477-0.00657543j 0.00668036+0.0118675j 0.0275885+0.0295621j -0.0286606-0.0023443j -0.02088-0.0234013j -0.0118927-0.00425419j 0.0400209+0.0363584j -0.0250798+0.0545951j -0.0467156-0.0491834j -0.0117129+0.0430106j 0.0243368-0.0147239j 0.00905296+0.0168674j -0.0991464+0.0994336j -0.0246452-0.0357822j 0.0563471-0.0723352j 0.023572+0.0364984j -0.0637971-0.0170783j 0.0114589-0.114531j -0.0895775+0.092634j -0.0729141-0.0484001j 0.102767+0.093972j 0.0313437-0.0127098j 0.125476-0.0337498j 0.0854958-0.130946j 0.124503+0.000367031j -0.158824-0.00235882j -0.0583269-0.0337012j -0.0118228+0.0634002j -0.0904572+0.199018j 0.0503706-0.0224486j 0.155417+0.00837579j -0.141028+0.0615963j 0.04292+0.0154887j -0.0331722-0.0254923j -0.0423879-0.00196217j -0.0396267+0.00188204j 0.0182587+0.0459261j -0.00855164+0.0247109j -0.0156828+0.0886601j 
0.0164244-0.0137476j 0.0261169-0.0525134j 0.0229264-0.000496632j -0.0102429-0.00702051j 0.00910014-0.0302423j 0.030111-0.0443503j 0.0529828+0.0335002j -0.0439188-0.00742567j 0.0119943+0.00671502j -0.0312722-0.0141126j -0.00663874-0.000594312j 0.0125341+0.00804348j -0.0129185+0.00145949j -0.000799684-0.0142065j -0.00904016+0.0147891j -0.0120487+0.0300554j -0.0206416-0.00441362j -0.0119466+0.00379882j -0.0442178-0.000538506j -0.00853911+0.0134797j -0.0205001-0.00350487j 0.00375708+0.00166507j -0.0265695-0.015867j 0.018949-0.0243224j 0.041449-0.00280393j -0.0146364+0.0232929j 0.0197053+0.0242728j 0.0464878+0.00426488j -0.0215822+0.0270088j 0.027717-0.0331164j 0.00343442-0.0555682j 0.0191939+0.0069893j -0.00110762-0.00480952j -0.0226924-0.037356j 0.00768269-0.0754227j 0.00597689-0.00855548j -0.0314589+0.0140531j 0.0317881-0.000158871j 0.0372324+0.013665j 0.0286543-0.0210045j 0.0529289-0.0330022j -0.0279887-0.0140623j -0.0167635-0.027876j 0.00684797+0.0320293j -0.0175091-0.0204716j -0.0105553-0.035241j -0.0303569+0.0331443j -0.0674487+0.0341059j 0.026424-0.0124691j 0.0295428+0.0139837j -0.0384609-0.0299675j -0.00754931-0.0233122j -0.00313119+0.0209662j -0.0449312+3.33067e-15j 0.0375819-0.0286149j -0.00816576-0.0663276j 0.00166549+0.0258652j -0.0249543+0.0293377j -0.0345942-0.0467956j 0.00695447-0.028339j -0.023256-0.0175738j 0.0183367+0.0565383j 0.0546527+0.00410176j 0.0147636+0.035354j 0.0110836+0.000509397j -0.031604-0.0273503j 0.0333068+0.0249972j -0.0576335-0.00994332j 0.0512141-0.00402078j 0.0141582+0.0632059j 0.033016-0.0381466j 0.0274622+0.0222368j 0.0630938+0.0750651j 0.0615905+0.0561167j 0.0163075+0.125539j 0.143912+0.0328181j 0.0313931+0.0541318j -0.146571+0.0226084j 0.125342-0.0925517j 0.0503944-0.104129j -0.00479365-0.0545021j -0.0405948+0.0593666j -0.00575483+0.0439054j 0.000247324-0.0306876j -0.0354995+0.0439552j -0.0856054-0.021032j -0.189514+0.250754j -0.0130536+0.0287003j 0.1196-0.0124749j 0.0291568-0.0927235j -0.112623+0.0782582j -0.0547862+0.0470832j 0.0697368-0.117569j 0.0618521+0.171788j -0.111056-0.0384429j -0.105818+0.11339j -0.0273789+0.000995147j -0.0731992+0.0294658j 
-0.00554141+0.0386997j -0.00122589-0.00343386j 0.0251212-0.00513469j 0.0123243-0.0395867j 0.0171866+0.000548708j 0.00250433-0.000505001j -0.0367268-0.0313551j 0.0303434+0.0151743j 0.0100346+0.0216754j 0.0212746+0.00545701j 0.0129944-0.00841222j 0.00336806+0.00673134j 0.0203637-0.0101561j 0.0142934-0.017434j 0.0218846-0.0165445j -0.0116412-0.0161594j 0.00518448+0.0287605j 0.00451432+0.0314294j 0.0114171-0.00800119j 0.013003+0.00071149j 0.0224361+0.0209308j 0.000593104+0.0209433j 0.00921905+0.00352653j -0.024389+0.0204685j -0.00938906-0.00978295j -0.00123702-0.0177637j -0.0385831-0.014752j -0.0186491+0.0235038j 0.0300544-0.0106346j 0.0259456+0.0392063j 0.0360095+0.071055j -0.021159-0.0106264j -0.00719105+0.00220071j 0.00205369-0.000672125j -0.0402071+0.00774514j 0.00641581-0.0172148j -0.0113885+0.0399069j -0.0171249-0.0127232j -0.00493055+0.0354042j -0.0291903+0.00781678j -0.00935287+0.0109865j -0.013797+0.0275439j -0.0185816-0.0412662j -0.0264725-0.0251901j 0.0396861+0.0507828j 0.0124174-0.017678j 0.0165795-0.0473353j -0.0218454+0.00404209j -0.0637553+0.0611768j 0.0242667-0.00089598j 0.0879038-0.0234715j 0.00977924+0.039477j 0.0104604-0.018037j 0.0375819+0.0286149j 0.0638151+4.30211e-16j 0.0177562-0.0447596j -0.0267736+0.0596799j -0.0646785+0.0279095j -0.109879+0.0282994j -0.0309417-0.0311574j 0.00349759-0.0387281j -0.0119574-0.0249517j -0.0576248+0.0550436j -0.0582756-0.0111949j 0.00653999+0.0131053j -0.10352-0.0358843j -0.0191239-0.0424767j 0.0792702-0.0807311j -0.0615705+0.0180716j -0.0547473+0.0523383j -0.00753545-0.0369412j 0.0344452-0.0351881j -0.0186406-0.104431j 0.00357062-0.070956j -0.0105682+0.0230098j 0.0198911-0.0805573j 0.0323183+0.0176942j 0.129282+0.118519j -0.101534+0.0609157j -0.0317293-0.0190433j 0.111555-0.0335472j -0.0897303-0.186772j -0.156067+0.0373389j -0.0219747+0.0373522j -0.00508047+0.113333j 0.0476034+0.142823j -0.0227382-0.18421j 0.101926-0.0253743j 0.0207687-0.00858288j -0.120443+0.0351109j -0.194703+0.0307634j -0.0294374-0.00497632j 0.0148153-0.00152866j -0.0945932+0.158205j -0.0741377+0.120141j 0.115575+0.0859933j 0.0569579-0.00445936j -0.0344261+0.0135395j 
-0.00878959-0.0385929j -0.000759876+0.0482047j 0.0192837-0.0488332j -0.0354944-0.0450333j 0.021491-0.00191263j -0.0497254+0.0114321j 0.0168848-0.0441663j 0.0171547+0.037039j -0.0400489-0.0188092j -0.00757687-0.0384285j -0.0150672+0.00751998j 0.00856438+0.0186373j 0.0154618+0.0029997j -0.00997394+0.00629075j 0.0122961-0.0028929j -0.00183948+0.0161114j 0.0039402+0.0183895j 0.00280744-0.00664044j -0.00627987+0.0373252j 0.00570008-0.00242004j 0.00281975-0.0334108j -0.00900278+0.00607188j -0.0353382-0.000943547j -0.0328153-0.0255883j 0.00594341+0.0160514j -0.00867844+0.0186891j -0.00549891+0.0229488j -0.0299268+0.00965945j -0.0313222-0.00422207j -0.0559734+0.0377467j -0.0231336-0.0239258j -0.00181283-0.0702757j -0.00944267-0.0590841j 0.00493798-0.0248832j 0.0326406-0.0254669j 0.000664888+0.0175865j 0.0172086+0.0127276j 0.00842639-0.0214286j 0.00581439-0.0362066j 0.0118719+0.0111474j 0.0617803-0.0314664j 0.011239-0.03027j 0.0627032+0.0322251j 0.00515376+0.0970351j 0.02467-0.0551964j 0.0531878-0.00203533j 0.0376796+0.0153302j 0.0288915+0.0119604j 0.0453073-0.0396187j -0.000688798+0.0586852j 0.00728423+0.0397947j 0.0092444-0.0295902j 0.0460523+0.0236586j -0.00816576+0.0663276j 0.0177562+0.0447596j 0.0213217+8.32667e-17j 0.0381209-0.0264057j 0.0090952+0.00947542j -0.0547685+0.0199292j 0.00929425+0.0435958j 0.0616297+0.0438573j -0.00571828-0.0442284j 0.0665371+0.0239304j -0.0853277+0.0396961j -0.0307434-0.0663014j 0.0791046-0.0185745j -0.0232639+0.0606505j 0.0839305-0.0329078j -0.00496447+0.0353724j -0.0926347+0.093923j -0.088822-0.101364j -0.00505734+0.055225j -0.0178435-0.0338542j 0.0412529+0.0649059j 0.060823+0.0106079j 0.0957783-0.0749099j -0.0134997+0.0166989j 0.090293+0.126486j 0.0691625-0.065954j 0.056186-0.132199j 0.0674149-0.11119j 0.0935587-0.00174982j -0.0327861-0.0237454j -0.0590922-0.130126j 0.000825435-0.00349686j -0.00902988-0.240075j 0.0947256+0.0394075j 0.123227+0.0288713j -0.0852397-0.11642j -0.160662-0.0206362j -0.0583173-0.105287j -0.0581379-0.0605804j 0.143126-0.0545432j -0.0301298+0.193414j 0.14676-0.0965168j -0.110158-0.0190564j -0.017278+0.0246099j 0.0177048-0.0539345j 
0.0173263+0.00903108j -0.0135598-0.00564081j -0.0329394-0.00485523j 0.0345965+0.0463912j -0.0091251-0.0288719j -0.0250736+0.0317134j 0.00161483-0.011016j -0.00350574-0.0338751j 0.00080858-0.0117716j -0.0131106+0.0439428j 0.0139679-0.0166247j -0.00248753-0.0203139j -0.0182022-0.0171386j -0.0114989+0.00724116j 0.00989166-0.0142659j -0.0165642-0.00583699j -0.0052908+0.00729537j 0.0248232-0.00955492j -0.0110169-0.00801833j 0.00655326-0.024081j 0.00626659+0.00552676j -0.00232552-0.0212926j -0.010426+0.00347357j -0.012419+0.0175074j -0.015153-0.0168444j -0.00452234-0.0162469j 0.0435493-0.0163172j -0.0121649+0.00960158j -0.0333886+0.0152743j -0.00598044-0.0142893j 0.00265844-0.0350765j 0.00536092-0.0513222j 0.0103578+0.0529566j -0.0126208+0.0056219j -0.014189-0.03084j -0.0392378+0.027287j -0.0178057-0.0195112j -0.023306+0.00131042j -0.0277238+0.00776406j 0.0124692-0.0206363j -0.0267105+0.0474596j 0.039696-0.0180688j 0.00161711+0.0247938j 0.00861549-0.0374671j -0.0205227+0.00475012j -0.0217273-0.0139161j -0.0167751-0.00868607j -0.0675806+0.00900689j -0.0573411+0.0127975j 0.0261735-0.0436478j -0.0850035-0.00134618j -0.0334446+0.0336043j 0.020109-0.0497941j 0.00166549-0.0258652j -0.0267736-0.0596799j 0.0381209+0.0264057j 0.0644644+8.28504e-15j -0.0408159-0.0438737j 0.00338207+0.0251208j 0.0426204+0.00233511j -0.0255831-0.0224601j -0.000564688-0.013761j 0.00467839+0.0222516j -0.0137894+0.0107015j 0.000928198-0.0659383j 0.0154543+0.034339j 0.00159475+0.00346332j -0.0701868+0.00479996j -0.0271268+0.0512003j 0.080144-0.0641308j 0.0613523-0.0916028j 0.0283057-0.0638827j -0.0725536+0.084317j 0.0579229+0.0653941j 0.119553-0.0634679j -0.0410153-0.186796j -0.0190027+0.0748942j 0.00415696-0.0748981j -0.173447-0.0653499j 0.0305718+0.0122944j -0.189381-0.0520379j 0.0021588-0.147693j -0.118778+0.111354j 0.087868-0.110473j 0.0594714-0.0355189j -0.0605316+0.0454803j 0.0113233-0.0517668j 0.0248786-0.0659734j 0.195418+0.0141283j -0.0464959-0.0806327j 0.177652-0.076868j -0.00406618-0.128352j -0.132054+0.00630493j 0.0932686-0.079078j -0.0806079+0.0202869j 0.0809853-0.0320497j -0.00643234+0.00919443j 0.020061+0.0396106j 
0.00645706+0.0287726j -0.0185403-0.0319379j -0.0388825-0.0306119j 0.0315199+0.0218949j -0.00266355+0.00408803j 0.0113728+0.0363967j -0.0249962+0.0472452j 0.0122206-0.00830205j 0.0290772+0.0114468j 0.0207215+0.0108057j 0.0118136+0.0152311j -0.00960291+0.000952196j 0.00663851+0.0257709j 0.0223965+0.00758103j -0.00415402+0.00588156j -0.0134007-0.0114459j 0.00314305-0.000446899j 0.00888603+0.0143002j 0.0170956-0.0103151j 0.000330181-0.00347521j 0.0133805+0.0305191j -0.0261864-7.0993e-05j -0.00418357+0.018094j -0.0312113+0.0460378j 0.0137387-0.038271j -0.0346287-0.0186644j 0.0106162-0.000373393j -0.030765-0.0409244j -0.00323099-0.0107818j 0.0255913-0.000774012j 0.0211551-0.0343233j 0.00129737-0.0330665j 0.00564374-0.00536164j 0.0234472-0.0156183j 0.00545326+0.00460516j -0.00479688+0.0172312j -0.0086631-0.0222421j -0.0288865-0.00506785j -0.0058259-0.00362919j 0.0120596-0.00921772j -0.0326336-0.00240397j -0.0011538-0.00392443j 0.00181541+0.0135449j -0.0113209-0.0113152j 0.0176641+0.00699587j -0.0330036+0.0472491j -0.0274763+0.00980213j -5.83825e-05-0.00676701j 0.00840703-0.0268317j 0.000477635-0.0117377j -0.00976362-0.0281368j 0.00821765-0.00258337j -0.075884+0.0485158j -0.0249543-0.0293377j -0.0646785-0.0279095j 0.0090952-0.00947542j -0.0408159+0.0438737j -0.0205539+1.33227e-15j -0.0050412-0.0312476j 0.0104521-0.00516673j -0.0748136-0.0663916j -0.0599133-0.0311378j 0.0250607-0.00156675j 0.0271989+0.0238295j 0.0398794-0.0361535j -0.0866293+0.0572852j 0.00461072+0.00461152j 0.0114671+0.0204988j 0.0430565+0.078205j 0.00333676-0.0391j -0.0638492-0.00893946j 0.0218685+0.0238216j -0.108091-0.164232j -0.0207368+0.163813j 0.0400466-0.00800588j 0.0201953-0.118278j 0.165167-0.157093j -0.0618243-0.116223j 0.12009+0.0334622j 0.0660737-0.117855j -0.058448-0.0907649j -0.0281332-0.0376121j 0.0698477-0.0819626j 0.131168-0.13712j -0.117183-0.0413225j 0.000624838-0.0627899j -0.0449713-0.00380579j -0.125117+0.0499306j -0.105678+0.155572j 0.0610685-0.029481j -0.0126235+0.110963j 0.111476-0.0457306j 0.0282369+0.20432j -0.0904803-0.0402646j -0.0100372-0.00243918j 0.0726574-0.00285837j -0.00151886+0.00191421j -0.020667+0.040963j 
-0.019553-0.0145318j -0.00947582+0.00193489j -0.00340686-0.0181237j 0.00925123-0.0274035j 0.0313145-0.00814023j 0.0138866-0.00420549j -0.0236623-0.00217791j 0.0335786+0.00848817j -0.00089549-0.00452615j 0.0124171-0.00442327j 0.00559381-0.00895623j 0.0191159+0.0110953j -0.000662176+0.0143985j -0.0052922+0.00586362j 0.00150866+0.000699519j 0.00116475+0.0168672j -0.00701537+0.0110497j 0.00319561-0.00789494j 0.000335488+0.0120297j -0.00181466+0.00531189j -0.0152927-0.0122419j -0.0246258+0.00267119j -0.0148481-0.000871731j 0.00236767-0.0060619j 0.0072628-0.0142525j -0.0171675-0.0188435j 0.0254852+0.0025743j -0.0109481+0.00924594j 0.0108626+0.0335235j -0.00572066+0.0368864j -0.0110391-0.0175014j 0.00681473-0.0268144j 0.0170884-0.016304j 0.0442045+0.0189349j -0.0165548+0.028915j -0.0178048+0.0103041j 0.000234848-0.0167468j -0.000880802+0.00447409j -0.00791699-0.0127229j -0.00925954+0.00370536j 0.0318252-0.0169678j -0.0150612-0.0276403j -0.0162507-0.0114707j 0.00424879-0.00592718j 0.0168373+0.0338937j -0.0139477+0.0162928j 0.024548-0.0151511j 0.0366031-0.0298874j 0.0231801+0.00698619j -0.0018582-0.0362309j -0.0545055-0.0342425j -0.0628669+0.0316373j 0.0210471-0.017357j -0.0345942+0.0467956j -0.109879-0.0282994j -0.0547685-0.0199292j 0.00338207-0.0251208j -0.0050412+0.0312476j 0.0121088+8.1532e-16j 0.0240215-0.0164724j -0.0118464+0.0385244j -0.0318857-0.0205732j -0.00850481-0.0691936j 0.0321701+0.0165474j 0.016772-0.0152924j -0.0528334-0.0665189j -0.045624+0.0333629j 0.113873+0.025734j 0.0422785+0.129863j 0.0490475+0.103148j 0.020101+0.0449497j -0.0694366-0.00672328j 0.00291361+0.0817101j -0.0298272-0.0347761j 0.0710513-0.0108659j 0.0780855-0.0716486j -0.0412769+0.091981j -0.0582765+0.028307j 0.00971706+0.0471499j 0.0828377+0.0636338j 0.0787847-0.0134102j 0.0842319-0.0562742j 0.0693413+0.0360796j 0.00502783-0.0757777j -0.0380427-0.0720412j 0.16372+0.0993453j -0.0338133-0.0742666j -0.117734+0.070897j -0.00120583-0.232846j -0.128911+0.119145j -0.0649238-0.0632182j 0.0222112+0.248446j -0.104367+0.0952273j -0.157576-0.051532j -0.0358772-0.0883533j -0.0170288+0.0388827j 0.005104+0.02727j 0.0258071+0.00172287j 
-0.0295692+0.00527913j 0.00138023-0.00476801j 0.0166354+0.0166101j -0.00712661+0.00842608j -0.0248123+0.0483506j 0.0132449-0.0171402j -0.0107572+0.00874094j -0.00642435+0.0138525j -0.010199-0.00662044j 0.00202056-0.000443863j 0.00794329-0.0133587j -0.00964335+0.00648229j -0.000539344-0.000498183j -0.011032-0.00180494j -0.00259664+0.0141456j 0.0424356+0.00357728j 0.00317041-0.0108104j -0.0102547-0.0312541j 0.0693228-0.0153686j 0.00150274+0.0231531j -0.0165531+0.00820522j 0.0425282+0.00735619j 0.00368419+0.0309733j -0.00601577+0.0107165j -0.00776949-0.0173092j -0.0228119-0.0198452j 0.0124374+0.00443908j 0.00256281+0.0105431j -0.0375301-0.0241216j -0.0229242+0.0126442j -0.0115931-0.0526942j -0.0147524-0.0235919j 0.0096974+0.0138002j 0.00263521-0.00966671j -0.00896039+0.00173412j -0.00346635+0.00824177j -0.0025262-0.0046199j -0.00721854+0.00367537j 0.00897034-0.000482741j 0.0123744-0.00202859j 0.00693613-0.00330888j -0.0256624+0.0175908j 0.00174496-0.00495128j -0.0199252+0.00600272j -0.00461464+0.0259091j -0.00984716-0.00810925j -0.00348619+0.0123453j -0.00291149+0.00636443j -0.00848261+0.00290841j -0.0383047+0.0713287j 0.0212486+0.0263799j 0.0202171+0.0151223j 0.0346477+0.00657543j 0.00695447+0.028339j -0.0309417+0.0311574j 0.00929425-0.0435958j 0.0426204-0.00233511j 0.0104521+0.00516673j 0.0240215+0.0164724j 0.206916+1.65756e-13j -0.0438143+0.0665796j -0.000440329-0.0112363j -0.0892756-0.0315731j 0.154774-0.0476474j 0.0724297+0.0436656j 0.0997671-0.00643131j 0.0178795-0.0588326j 0.0327752-0.0410742j -0.110227+0.0376j -0.128446-0.0765104j -0.118992-0.0172846j -0.00111127+0.131561j 0.0716172+0.0444564j 0.136233+0.106624j -0.0308847-0.166535j -0.203335+0.0442494j -0.0868368+0.0195627j 0.0729393+0.111466j 0.0555691+0.0132474j -0.160628+0.267192j 0.00122087-0.162949j -0.061686-0.038965j 0.046864-0.0101984j -0.170278-0.00599542j 0.0092682+0.00243225j -0.0415826+0.00364536j 0.0384894-0.0254845j 0.0143601+0.0524528j 0.0102712+0.0482812j 0.0367031+0.0585836j -0.0127567+0.115358j -0.0144575+0.0346062j 0.0143136-0.0160077j 0.0349293-0.0156942j 0.00120397-0.00818513j -0.0381901-0.00227201j 0.0247308+0.0238071j -0.0342813-0.0339945j 
