-0.00642684+0.0123642j -0.0204816-0.00415029j 0.0143803+0.00809266j -0.0394313+0.0191043j -0.0182791-0.00938474j 0.0102081+2.61791e-05j -0.0261175-0.0103199j -0.0025055-0.000772337j -0.00476659-0.0124551j 0.0077005+0.00227347j 0.0151737-0.0131777j -0.00936963-0.00641303j -0.00834173-0.0184245j 0.00214446+0.016793j 0.0158478-0.0260929j 0.024569-0.00646419j -0.0247067-0.00700495j -0.00469021+0.0056167j 0.0145339+0.0427682j 0.0196638-0.012352j 0.0168326-0.0164563j 0.006829-0.011141j -0.00691257+0.0180232j -0.0405897+0.0295232j -0.00508238-0.0112256j 0.0065821-0.0438583j -0.00413643-0.00985944j 0.0233089+0.0310609j 0.0177801-0.00136965j -0.00875306+0.0127189j 0.0297304-0.0063162j -0.031173-0.00882966j 0.00194398+0.0091034j -0.0295743-0.0041534j -0.00168875-0.015318j -0.0211734+0.00957569j -0.00747264-0.0259497j -0.0200978+0.0108487j -2.65112e-05-0.00874792j -0.0175052+0.00147832j -0.019528+0.0151241j 0.0167157-0.0121113j 0.0174319-0.00588368j 0.0379138+0.0333808j 0.0285286-0.0196864j -0.00411-0.0105691j -0.0261714+0.0061092j -0.00765365-0.00752745j -0.0891837+0.000505453j 0.017838+0.103366j 0.0343261+0.0216277j 0.0424359+0.0193112j 
0.00779099+0.00289153j 0.00907319-0.00822878j 0.00577788-0.00899688j 0.00389184-4.81747e-05j -0.0151653+0.00278133j -0.0303314-0.0103793j 0.0174004+0.0285602j 0.011221-0.00863388j -0.0241788-0.0198955j 0.0121667-0.0484724j -0.00903356-0.00243711j -0.0259171+0.0123415j 0.031445+0.0101099j -0.00448786+0.00420551j -0.00520052+0.0291567j -0.0492618-0.00367971j 0.0258916+0.01381j 0.0098072+0.0140418j -0.011488+0.0145411j -0.00757779-0.00959747j -0.0195627-0.014021j -0.0147998-0.00505929j 0.00475479+0.0367327j -0.0360622-0.0153341j 0.0197861-0.0527109j -0.0146075+0.0215265j 0.0109119-0.00734788j -0.00893536-0.0135185j -0.00976954-0.018008j 0.0110861+0.021214j -0.000302135-0.00886312j -0.0123239+0.0250054j -8.20155e-05+0.0063271j 0.0389644+0.00294622j 0.0069304-0.0124242j -0.0339191-0.0514888j 0.00571562+0.012688j 0.015027-0.0258872j 0.0422399-0.00393497j -0.0195193-0.00589335j 0.00420645-0.0294549j -0.0228937-0.0121176j -0.0195963+0.0162545j 0.00753943-0.0138569j -0.00790352+0.0117751j 0.00285836+0.0225591j 0.0125817+0.0153747j 0.0232591-0.00743206j 0.00176093+0.00722934j 0.0160369-0.0238207j 0.00126244+0.00284431j 0.00352618+0.00431432j 
-0.000535957-0.00642303j -0.0056489+0.00545086j 0.00774923+0.0125076j 0.00209399+0.00132845j 0.0119432-0.0147919j 0.0339445+0.00511159j -0.0220601-0.035561j -0.0153681+0.0179111j 0.0202696+0.00016728j 0.0123603+0.030094j 0.0101187+0.017586j -0.0023865-0.00793213j 0.0095182-0.0074304j 0.0152954+0.00346985j 0.0264182-0.00182487j -0.0167489+0.0106303j 0.0169439-0.010726j -0.0251537+0.0181492j 0.0072473-0.000188721j -0.0257884+0.012146j 0.00191716+0.0153405j 0.00403161+0.0373146j -0.0199865-0.0269439j -0.0119429+0.0421864j -0.00407127-0.0123947j 0.0191964-0.0150144j 0.0251417+0.00829879j 0.00386132+0.000531203j -0.00538392+0.00705601j -0.0386787-0.0246839j -0.00131239+0.0119765j -0.012408+0.0267257j 0.00524956-0.0122676j 0.00166724-0.0120669j -0.0175893+0.0387335j 0.0158488+0.00949304j -0.00192897-0.0320704j -0.00457345+0.0343176j -0.00784315+0.0140325j 0.00215777+0.00110516j -0.0143859+0.0247347j -0.00376383-0.0233807j 0.0220552-0.0475289j -0.0166665+0.0174061j 0.00415654-0.0370929j -0.00907398-0.00309533j 0.0148177-0.0226778j -0.0155944+0.00565342j -0.00685465+0.00954515j 0.00915718+0.0170909j 0.000188786-0.00474019j -0.00101061-0.00486747j 
-0.00722216+0.00666868j -0.0230206+0.0039038j 0.056402-0.0104617j 0.00358288+0.0668763j -0.0459622-0.0131376j 0.0187478-0.0426069j -0.0363092+0.0134552j 0.0272884+0.00206213j 0.00504882-0.00656958j 0.0079635+0.00576032j -0.0219063-0.0340707j -0.0253032+0.0166534j -0.00306384-0.0279988j -0.0325859+0.0235626j 0.0173336+0.0301842j 0.000400049-0.0200514j -0.00626155-0.0334808j -0.0054615+0.0203014j 0.0194256+0.0246634j 0.0320185+0.00715306j -0.0117672-0.00394143j -0.0224804-0.00929983j -0.0122059+0.043538j -0.00586527+0.0030999j -0.0252087-0.0304361j 0.0219891-0.0263114j 0.0120815+0.0318416j -0.0311132+0.0104471j 0.0147432-0.0432385j -0.0128633+0.00938669j 0.0408267+0.00263028j -0.000894518-0.0427427j -0.0202837+0.0374551j -0.0119547-0.0416752j -0.00632311+0.00564695j -0.0263911-0.0202524j 0.0247245+0.0239143j 0.0266567-0.00941023j -0.000579529-0.0285739j -0.0169799+0.00780243j 0.0217896-0.0161202j 0.0202038-0.00540916j -0.0108692+0.0291954j 0.00598614-0.0229038j 0.010524-0.00326887j 0.0156587-0.0140346j -0.000776123+0.0214861j 0.0100571-0.00706572j 0.00290029+0.0388758j 0.0471788+0.000236367j 0.0111266+0.00134889j 0.0155754-0.0100268j 
0.00178905-0.0206783j -0.00197082+0.00618989j 0.0134437+0.0209512j -0.0242458-0.00035704j 0.02736+0.0147682j -0.00934792+0.0396533j 0.0447494+0.0185849j 0.0131297-0.014669j -0.00901924-0.00176192j 0.0175294-0.0303358j 0.0147157-0.0153426j 0.00647065-0.00413662j -0.00380011+0.00933959j 0.00292334+0.0231936j -0.00896695+0.00550853j -0.0168717+0.00827346j 0.00107438+0.0139188j 0.0242158-0.0209629j 0.00109936+0.00352134j -0.00882149+0.00536778j -0.00930584+0.0109082j -0.00122419-0.00880227j 0.0196495-0.00826267j -0.00512717-0.0171575j 0.0159059-0.0128052j 0.00760035-0.0220955j 0.00855374-0.020796j 0.0170667+0.00536545j 0.00464517-0.0116789j -0.00659305+0.00401809j -0.0111112+0.011372j 0.0169961+0.0184685j 0.00911883-0.0156568j 0.0255106+0.0240187j 0.00135902-0.0101925j -0.0106038+0.00539454j 0.0117636+0.00235647j -0.00801987-0.000858068j 0.0208225+0.00436178j 0.0139364+0.00299085j 0.00666512-0.0120181j -0.00729495+0.00197863j -0.0042319+0.00910555j -0.0153292-0.0047263j -0.0210428+0.0101925j 0.0107172+0.0105573j 0.0173763+0.0203603j 0.00807822-0.0083869j -0.000936717+0.00991176j 0.0131392-0.0201877j -0.00438371-0.00853267j 0.000950159+0.00290765j 
0.000167375+0.00499924j -0.0176646+0.0187781j 0.0155892+0.000239687j 0.00178279+0.0221856j 0.00719922+0.00189633j 0.0389937+0.0134003j 0.00762974-0.0392956j -0.0213415-0.0165062j 0.0120171+0.0333723j -0.00934521-0.00498055j 0.0102405+0.0241641j -0.0162614+0.036075j -0.0114908-0.0252531j 0.0236871-0.0262511j 0.0170483-0.023149j 0.025992+0.0307656j -0.0021403-0.0323534j -0.0156897+0.00165045j 0.0069924-0.00468764j 0.00106305-0.0324966j 0.0316312-0.0080407j 0.0347075-0.0111942j -0.000668682-0.0105693j 0.0223021+0.00180929j 0.00107198-0.00930994j 0.00442587+0.000192473j 0.000682286+0.012396j 0.0379868-0.0108731j -0.0161505+0.0208023j -0.00643191-0.0100964j -0.0207917+0.0110173j -0.00977836-0.013167j -0.0134889+0.0146659j -0.0215919+0.0218952j 0.00160043+0.00304114j 0.0140076+0.0305537j 0.00519529+0.00692577j -0.00350515+0.00942252j 0.00046623+0.00782995j 0.0110956-0.00314941j -0.0254426+0.0154527j 0.00887661-0.0204719j 0.00454703-0.0102465j 0.0013145+0.0180738j -0.00012729-0.00724221j 0.0109935-0.0185103j -0.01487-0.00997217j -0.0269189+3.70212e-06j 0.00320343-0.0143605j -0.00887795+0.0201392j 0.00822629-0.00254003j -0.00268457-0.00156924j 
0.00287931+0.000984557j 0.00193477-0.00343855j 0.020585+0.0248134j -0.0196508+0.0279054j -0.0277784-9.68464e-05j -0.0279768-0.00582124j 0.01548+0.0347364j 0.0151082-0.0017967j -0.0289919-0.0067973j 0.010461-0.0235177j 0.00377818-0.0499429j -0.0222159-0.0124819j 0.00200554-0.00238744j -0.0287816+0.00596199j 0.00785399-0.0119803j -0.0684768-0.00438982j -0.0152562-0.0259944j 0.00287084+0.0193193j -0.00570237+0.02354j 0.0295354+0.00621811j -0.00224233-0.0186044j -0.0083913-0.0131864j 0.0140402+0.0201795j -0.0411677-0.0022324j 0.0333364+0.00396815j -0.0414025-0.0287948j -0.00351567-0.0187275j -0.0226169+0.001674j -0.00426197-0.0182118j 0.0126125+0.00457421j -0.0259104+0.0150336j -0.00804201+0.0154473j -0.011394+0.00112812j 0.00714595+0.003426j -0.0214427-0.000823545j -0.0042735-0.0367765j -0.0181793+0.0128141j -0.0154309-0.0432768j 0.0203223+0.0288085j -0.00534957+0.00729919j 0.0120951-0.0276965j 0.00453449-0.0200932j -0.0149578+0.0311537j 0.0161761-0.0134749j 0.000226374+0.00740968j 0.0160324+0.0164721j 0.000866922+0.029533j 0.0164364-0.0056613j -0.0221693+0.0194854j 0.0196317+0.00995633j 0.00772064+0.00474998j 0.00696014+0.00904796j 
0.00708533-0.00306243j 0.00172107-0.0052534j -0.0124871+0.0196737j -0.024659+0.00104554j -0.0129677-0.016985j -0.00578685-0.00908874j -0.00227642+0.0244726j 0.00962178+0.00866369j 0.00493485+0.00362094j 0.0185389+0.00355839j -0.0147257-0.0248353j 0.0154876-0.00102321j -0.0170416-0.0162282j 0.00234386+0.0298299j -0.00603841+0.027278j -0.0108503-0.00247074j -0.0248424+0.00910017j -0.00982399-0.00353763j 0.0100965+0.00689018j 0.022719-0.031646j -0.0029206-0.0114487j 0.00748537+0.0171652j -0.0238836+0.0138201j -0.0156538+0.0144149j -0.0371672+0.00956298j -0.0115685-0.00962856j 0.00948109+0.0152068j -0.0176632-0.0163797j 0.00171578-0.0038802j 0.00287078+0.0189061j 0.0251173-0.00684331j -0.00905568-0.00590029j -0.0166935+0.000761706j 0.014292+0.0174059j 0.0092082-0.0099373j 0.0026577-0.00263425j 0.0162972-0.00567331j 0.00453869-0.00721591j 0.00288511-0.00768016j -0.00898226-0.00302918j -0.0113082-0.00330055j -0.0123164-0.0113414j 0.00264293-0.021607j 0.0157684+4.68911e-05j 0.00551062+0.0125034j -0.00840683-0.000238629j -0.010555+0.00271165j 0.000789624+0.00395109j -0.0123196-0.00165832j -0.000266054+0.00774724j 0.00825646+0.00239565j -0.000944751+0.000954796j 
-0.005648+0.00469088j -0.00461673-0.00450664j 0.0116468-0.0111784j 0.00987021+0.0134473j -0.00820783+0.00107405j -0.0293148+0.00567736j 0.00364297-0.00713811j -0.0109151-0.021141j -0.0165081+0.000959004j 0.00736478-0.00148895j 0.00342026+0.0193785j -0.0313525-2.48323e-05j 0.00253994-0.0144087j 0.024299-0.00592306j 0.00825131+0.00504719j -0.0335309-0.00275891j -0.00112717-0.0125827j -0.0200679+0.0253787j -0.00336062+0.00335451j 0.0111013-0.0140617j 0.0202579-0.00346264j 0.0372766-0.00502001j -0.00901678+0.00948221j -0.0144359+0.00188668j -0.0116188+0.0153384j -0.0100919+0.0124909j 0.00525277+0.00515728j -0.00492653+0.00212827j -0.0269864+0.0319053j 0.014803-0.00604759j 0.00856358+0.00572805j 0.00227777-0.0166893j -0.0188102-0.0209284j -0.0128264+0.00656045j 0.00764554-0.00269965j 0.0224407-0.0206833j 0.00977664-0.00685392j -0.000287171-0.0105648j -0.00781314-0.00807882j 0.00410457+0.023749j -0.00380849-0.00675261j 0.00208873-0.0161005j -0.00336138-0.00663937j 0.0163737+0.000718959j 0.00824744-0.00650267j 0.0159871+0.00486896j 0.000334233+0.0140266j 0.0105456+0.00578993j 6.44824e-05+0.0123283j 0.00719678+0.00598013j -0.00155819+0.0051038j 0.00531906+0.00403678j 
0.00601845+0.0124548j -0.0115996+0.00394153j 0.0388943-0.00738239j 0.00962959+0.0493078j -0.0474662+0.00190267j 0.000684368-0.043575j 0.00327261+0.0158758j 0.0254817-0.0368116j 0.0034837-0.000585581j -0.00757655-0.0226383j -0.02292-0.00199109j -0.0339878-0.00210045j -0.00707835-0.0247852j -0.0289031+0.0192531j -0.000274112-0.021317j -0.000538799-0.00105676j 0.00249085-0.000305266j -0.00791363+0.0201287j 0.0156059+0.00668506j 0.0487889-0.00461411j 0.00855493+0.00804974j -0.0581033+0.0122176j -0.00808208+0.0215492j 0.0142054-0.00244772j 0.0294864-0.0178697j -0.0127948-0.0199611j -0.00186532-0.00297709j 0.00676215-0.00343372j 0.00024087-0.00775588j -0.0123473+0.00398439j 0.0267661+0.0149729j -0.00543517-0.033194j 0.00587489+0.017466j 0.00341885-0.00551887j 0.0135364+0.0152622j -0.00872586-0.016936j 0.00332473+0.00414071j 0.00187864-0.0144903j -0.0262393-0.00354477j -0.0125708+0.0151451j 0.00774971+0.00237819j 0.0237242-0.0138921j -0.00935712+0.0259311j 0.00858369-0.0125642j -0.00700929+0.0236382j 0.0174699-0.0126754j -0.029394+0.0166548j 0.0117439+0.00958837j 0.00549606-0.00337558j 0.0134734-0.00927128j 0.00397109+0.0107048j 0.00393588-0.00755248j 
-0.00186639-0.000207931j -0.00893331-0.0045275j 0.00949909+0.0166563j -0.0190652+0.0300112j -0.0243052-0.00533579j 0.000354263-0.0100242j 0.0021226+0.0333204j 0.0245824+0.000101485j -0.00939569-0.0235064j 0.0116156-0.015181j 0.00911262-0.0339719j -0.0211145+0.0203423j -0.0359569-0.0109265j -0.0301689-0.00530697j 0.0284606+0.00222339j 0.0169898+0.00172412j -0.0371931-0.0139974j -0.00177258+0.00247727j -0.00166781-0.0251735j 0.0113378-0.0210299j -0.0170041-0.017476j -0.0278092+0.00230512j 0.0117847+0.0271826j -0.003529+0.00307273j -0.0239048-0.00494567j -0.00568431-0.00805172j -0.0115799+0.0315813j 0.00767963+0.020471j 0.00852858-0.0225758j 0.0183518+0.00358846j 0.0137992-0.0150938j -0.00649872-0.00316376j -0.012018-0.0144575j 0.00819194-0.0250593j -0.0212251+0.00208027j -0.017483+0.0201664j -0.00914115-0.00270776j -0.0161004-0.0133717j 0.00650247+0.00710122j 0.0120562-0.0132755j 0.00643292-0.00345732j -0.0106594+0.01279j 0.00428501+0.0207764j -0.00241254-0.00866367j -0.00193462+0.0149771j 0.0112264+0.00529751j -0.00789051+0.0235779j 0.0108542-0.0143161j 0.00106413+0.010272j 0.0123373-0.00373864j 0.0130162+0.00918583j 0.00887175-0.00323471j 
0.00970589-0.00813554j 0.0116351+0.00395148j -0.000428765+0.0151207j -0.00930614-0.0093079j -4.57484e-05-0.0235127j -0.0124524-0.00906191j 0.00800615+0.00812504j 0.00324739-0.00141487j -0.00830755-0.0109224j 0.0236528-0.0177411j 0.0105668+0.0276551j 0.0163998-0.0180205j -0.00628952-0.016914j -0.018687+0.03887j -0.0445503+0.00758218j -0.0213988-0.0406054j 0.0158903+0.0338926j 0.0141459-0.00245191j -0.0111022+0.0180274j -0.00942099+0.0231249j -0.0172135+0.0311694j -0.0317701+0.0189959j -0.0060302+0.0119102j -0.0289648+0.00216822j 0.000780565-0.00323677j -0.020688-0.0195006j 0.00383371-0.0293243j -0.0213524+0.012378j -0.0229019-0.00580114j -0.0169605+0.0305649j 0.0182493+0.00313494j 0.00293773+0.00595002j 0.019963+0.00672688j 0.0427552+0.0243276j 0.0190443+0.00665192j -0.0188452-0.0212903j 0.00758004-0.0210246j -0.00175935+0.0103883j -0.00646235-0.0103787j -0.016451+0.00597382j 0.0103111+0.0058703j -0.00878295-0.0214467j 0.00476405-0.0306069j -0.00257514+0.00448081j -0.0120387+0.00149922j -0.0202714-0.00106197j 0.00543461-0.0118208j -0.00115406+0.00961995j -0.0138329+0.00106083j 0.00644809-0.00515141j -0.00195949-0.00463387j -0.00535142+0.0027384j 
-0.00116616-0.00360519j -0.000764288-0.0151693j 0.00581146+0.00413514j -0.0232732-0.00282149j 0.00576284+0.0135135j -0.0210738-0.00187875j -0.0201684+0.0136111j 0.0130123+0.00253306j 0.00510684-0.0134792j 0.015716+0.00601087j -0.00970822-0.0135208j 0.00731268-0.00537656j 0.00345571+0.0133336j 0.0334388-0.000722517j -0.0123905-0.0195083j 0.0203947-0.00792423j 0.0117164-0.0168741j 0.0308578-0.0169874j 0.026428+0.025619j 0.00747539-0.00178942j 0.014091-0.0109245j 0.0210059-0.0162435j 0.00721717+0.00389578j -0.0201813-0.00859855j 0.0149556+0.00872366j 0.0224056-0.0126888j -0.0105623-0.0118199j -0.000436055+0.023959j 6.42701e-05-0.0005106j -0.00636794-0.00481504j -0.00965619+0.0150204j 0.00910843-0.039504j 0.00842922-0.0137669j -0.0139384+0.0016666j 0.0200493-0.00814069j 0.00945927+0.00568967j 0.00985828-0.00241282j -0.0173593+0.000705442j 0.000678391-0.0182688j -0.0192099+0.00814606j 0.0257446+0.00153711j 0.01363+0.00100287j -0.0137026-0.000892788j 0.00840535+0.00114454j 0.00772138-0.0220593j -0.00905485-0.00446978j 0.0150591+0.000127386j 0.00276462+0.0131694j -0.030058+0.025539j 0.0190573+0.0201402j 0.00216998+0.00189244j 0.00841757+0.0102788j 
0.00625813-1.26885e-05j 0.00466905-0.00168468j 0.00402849+0.0262304j -0.0209658+0.00786161j -0.0218573-0.0158286j -0.00459869-0.017612j 0.00746861+0.0330302j 0.0239759+0.00352641j -0.0137066-0.0174903j 0.0289863-0.0160843j 0.029177-0.0305413j -0.00224356+0.00985856j -0.0250667-0.0107198j -0.0299108+0.00237949j -0.00162451+0.0252594j -0.0185241-0.0110538j -0.0120793-0.010404j -0.0190197+0.018224j 0.00254605+0.00431584j 0.00577746-0.0230062j -0.0228121-0.0366548j -0.023868+0.00561537j 0.0101367+0.0149373j -0.0276931+0.0100466j -0.0164865-0.0292332j -0.0222569-0.00807093j 0.00827536+0.0102456j -0.00950179+0.00187117j 0.00647003-0.0190278j -0.00300159-0.010155j -0.00186284-0.0253081j -0.00766664-0.00361612j -0.00428903-0.015666j 0.017889-0.0208334j -0.0133372-0.0159767j -0.0243018-0.0240323j -0.00174182+0.000990075j 0.0264781-0.0309939j 0.00684905-0.0022606j -0.0132159-0.0265265j 0.00885555-0.0105545j -0.00594932-0.0122934j 0.00258255+0.0239791j -0.00758369-0.0083267j 0.00362485+0.0120952j 0.007186+0.00542361j -0.00434744+0.0187763j 0.00733896-0.00582572j -0.010648-0.00815569j 0.0105941-0.00386891j 0.010746+0.00282127j 0.00142336-0.0033324j 
-0.0159946-0.00299203j 0.00695705-0.0221161j -0.0334267-0.0295118j 0.0136702-0.0281628j 0.0146951+0.0188628j -0.0473351+0.0185576j -0.00636116+0.0233049j 0.0175876+0.0015532j 0.00740852-0.00479594j -0.0155422+0.0214799j -0.0183037-0.0222061j 0.0226098-0.0121367j -0.0065909+0.0154092j 0.0024456-0.00446682j 0.0231196+0.0226115j 0.0138134+0.0207831j 0.0194841+0.00683615j 0.0108319-0.0236634j 0.0263889+0.0100381j -0.0281689-0.0069549j -0.0206753+0.0185468j 0.00121817+0.000442451j -0.0141639-0.00434466j 0.0108823-0.00741839j -0.00333348+0.063017j 0.00749387+0.0129264j -0.0234179+0.0158618j -0.00215395-0.0089417j -0.00239089-0.0162502j 0.0348804+0.00702873j -0.00493451+0.015049j 0.0152464-0.00175492j -0.0119658+0.00322976j 0.00635749+0.00452482j -0.00238961+0.0138703j 0.00524893-0.00354157j -0.00447057-0.0263927j -0.00279806+0.0161103j 0.0176861-0.016218j 0.0155183+0.00728409j 0.0180309-0.0100821j -0.0198809+0.0355779j 0.00641239+0.000329508j -0.00227257-0.000168739j 0.0035507-0.00884898j 0.000534462+0.016827j 0.00954653-0.00399136j 0.0177754-0.00640036j 0.0192864+0.0209377j -0.00189011-0.0174587j -0.0131972+0.000553375j 0.00864079+0.00118876j 
0.0160917-0.0113166j -0.00469315+0.0100217j 0.0156337+0.0284822j -0.0119416+0.00374026j 0.0247354-0.00772774j 0.0531375+0.0193042j -0.00105657-0.0462832j -0.0124707+0.00388701j 0.0169492+0.033428j -0.00628771+0.00701375j 0.001867+0.0207789j 0.00600516+0.00260943j 0.0202375-0.00694568j 0.0207551-0.023718j -0.0304819-0.00696852j 0.0163648-0.00472895j -0.00748455+0.0108264j 0.00428364-0.011054j -0.00757922-0.0037682j 0.0056891+0.00852973j 0.0117855+0.0322975j 0.0178864-0.0164008j 0.00921855-0.0312893j 0.0278154-0.00363875j 0.014456-0.000518567j 0.00544793-0.00970025j 0.00518451-0.0416463j 0.00150925+0.0147717j -0.00286939+0.0233275j -0.00994248-0.00565221j -0.0188428-0.00069665j -0.00567768+0.00188769j 0.00135508+0.0160689j -0.00106575+0.0395107j -0.0122113+0.0233361j 0.011415+0.0365218j -0.0101461+0.00302841j -0.0243461+0.0353974j 0.00369973+0.0152788j 0.0206914-0.0108757j -0.0291502+0.0261075j -0.0147954-0.0203734j 0.00323161-0.037224j -0.00722342+0.0248662j -0.013929-0.0251296j -0.0112471-0.004235j 0.0103777-0.0147924j -0.0280638+0.00390933j -0.00460465-0.00135728j 0.00192897+0.000941722j -0.00281484-0.0106523j -0.00869225-0.00214325j 
0.00474117-0.0132068j 0.0134942-0.0232939j -0.0452559+0.0112532j -0.0355097-0.0441155j 0.018504+0.0250695j -0.0445493+0.0224388j 0.0158136+0.0485814j 0.0105468+0.00693929j 0.00802355-0.0357974j 0.0107724-0.0058537j -0.0182869-0.0126912j 0.0367532-0.0077165j -0.020858+0.026074j 0.0319334+0.0184866j 0.0133181-0.0159795j 0.00305293+0.0364361j 0.0199094+0.00348718j 0.0399784-0.0147292j 0.00252247+0.0217912j -0.0210463+0.00332504j -0.016371+0.00536257j 0.00211972+0.0200024j -0.00396282-0.0281242j -0.0155277+0.0134382j 0.0084531+0.0193516j 0.00276454+0.00153698j -0.0362379-0.0146672j 0.0212171-0.0102681j 0.0277833+0.00115586j 0.0237395+0.0199874j 0.00710096-0.00530542j 0.00942913+0.0268476j -0.0113014-0.0162447j -0.000984949+0.0144508j 0.00241595-0.0133524j -0.0135397-0.00444499j -0.00550221-0.0148603j -0.00221564+0.0142155j 0.00466144+0.0174491j -0.00459707-0.0114801j 0.0203407-0.00684752j -0.014667+0.0138262j 0.00559676-0.0201877j 0.00300664+0.00210807j 0.00758352-0.00657118j -0.0296818+0.0215862j 0.00915845-0.0153818j 0.0152417+0.00911758j -0.014167+0.00679448j -0.00480157+0.0065617j -0.00599936-0.00492525j -0.000309037+0.00721225j 
-0.027826+0.0210573j -0.0104217+0.00926677j 0.029729-0.0600355j 0.0648517+0.0224926j -0.0267651+0.00384837j -0.00191833-0.0327469j -0.0364779-0.0250788j 0.00241858+0.00243635j -0.0202253+0.0154184j -0.0312419+0.00747607j -0.00204909+0.016287j -0.028806-0.00226635j 0.0346821+0.0074051j -0.00490284-0.0231373j 0.027363-0.0057059j 0.000703002-0.0092997j 0.0207256-0.0259368j -0.0032886+0.0151078j -0.00614553-0.00855288j 0.00878046+0.0310889j 0.0161167+0.010549j 0.00221305+0.00347825j -0.00605126+0.0389028j 0.00849202-0.00911791j 0.0226236-0.00281627j 0.00316131+0.00930361j 0.0174617+0.0308844j -0.0208863-0.0149474j -0.000778083-0.00395171j -0.00943531-0.0159805j -0.00686258+0.0145113j 0.011962-0.00827807j -0.00836163+0.0113174j -0.00768023-0.0185473j 0.00205464+0.016101j 0.00935691-0.0197128j 0.0157801+0.0250622j 0.0094183-0.0190343j -0.00368177-0.0101928j 0.000513073+0.0359182j 0.0127448-0.022429j 0.0139638+0.0046765j -0.0107829+0.0232208j -4.15951e-05-0.00632133j 0.00474345-0.0016875j 0.0270663-0.0141646j 0.00753043+0.00564852j 0.0124977-0.0164981j 0.0237886+0.0120971j 0.0104687-0.0106746j -0.00475051+0.0081515j 0.0151346+0.00253859j 
-0.0133112+0.00883558j -0.00603116+0.00164836j 0.0214307-0.0180157j 0.0122255+0.0239968j -0.0285428+0.00460357j 0.00486624-0.0147125j -0.0172151+0.0127168j 0.0156301-0.0140743j 0.00793444+0.00553529j -0.00869053+0.0118324j -0.0318277-0.0233755j 0.00664828-0.00996705j -0.00288936-0.000939302j -0.025398+0.0124279j 0.00518573-0.0172025j 0.00579212+0.00388882j -0.00743213-0.013882j 0.0210164-0.0108861j -0.012119+0.0162988j 0.0132045-0.0243754j -0.00966454-0.00341032j -0.0419815-0.0141055j 0.0136912+0.00572324j 0.00759426-0.00334348j 0.0274816-0.0241556j 0.0267045-0.0019557j -0.0100184+0.0102325j 0.00128284+0.00430533j 0.02135-0.0047794j 0.000363665+0.00091736j 0.00320331+0.00515871j 0.00048869-0.0161254j -0.00243654+0.0100985j 0.00331668-0.0158159j -0.0100871+0.00969142j -0.0163216+0.0010422j -0.0106509+0.0206068j -0.00484439-0.0138152j -0.00846654-0.0118577j -0.0077135+0.00945068j -0.000128542-0.0149675j -0.00169311+0.0249357j -0.017721+0.0128032j 0.00365125-0.00624891j 0.00168753+0.00808549j 0.0181145+0.00572292j -0.00226104+0.00816534j 0.0182251-0.0107283j 0.00862223+0.0147508j 0.0137623-0.00575763j 0.00254744+0.00541704j 0.0129741-0.0035225j 
0.0163814-0.000580827j -0.00930425+0.00348746j 0.0161833+0.0232033j -0.021253+0.0128325j -0.00536417+0.0101329j -0.00180658+0.00313583j 0.0263939+0.00267595j 0.000295903-0.000656981j -0.00164393+0.0141715j -0.000260162-0.0270926j 0.0106949+0.0113731j -0.0161539+0.0235634j -0.0121962-0.00850422j 0.00276735-0.00145328j -0.0234235-0.00321352j -0.00373855-0.00777803j 0.00128647+0.000694846j 0.0037647-0.00658613j -0.00153587+0.0164891j 0.0163684-0.00129612j 0.0138147-0.018386j 0.0138548-0.00462121j 0.00477417+0.0245403j 0.00544273-0.00114365j -0.00935235-0.00636477j 0.0118221-0.00659626j 0.0014302+0.000691733j 0.0243291+0.0236849j -0.0120437-0.00735378j -0.016825-0.00635912j -0.00748005-0.0127386j -0.0159441-0.00111549j -0.00311412+0.0102425j 0.0177953-0.0132974j 0.00269689-0.0185151j -0.0189212-0.0103589j -0.00289019+0.0113231j 0.000219905-0.00088492j 0.0137115+0.00443496j 0.00922803+0.000346031j 0.000409232-0.00201979j 0.00183801+0.00353258j -0.00868237+0.00363132j 0.000627346-0.0075924j -0.00726784+0.0141668j 0.00433433+0.00560094j -0.0157312+0.0178561j 0.00830304+0.00494537j -0.00204158-0.0059913j 0.0113381-0.00586391j 0.00508165-0.00570779j -0.00239071-0.00567197j 
