0.0137984-1.40304e-14j 0.18569+0.014973j 0.107211+0.106855j -0.0379637+0.00286682j 0.00209288-0.00281416j 0.0418564+0.130566j -0.0501979-0.0842952j 0.0227794-0.0659018j 0.072622+0.0195621j 0.0195071-0.0616234j -0.0731007+0.0759271j -0.0982051-0.175925j -0.134825+0.0434161j -0.0700428+0.0655694j -0.00695308+0.163391j 0.0709703+0.00651968j 0.177857+0.0400298j -0.0347213-0.03534j 0.0793463+0.120555j 0.0354321-0.0157693j -0.0108486+0.00153926j 0.0247772+0.0562496j -0.0157887-0.0652934j 0.019234-0.0245149j 0.000784906+0.00622479j -0.0133455-0.0322128j 0.0279944-0.00778995j 0.00867849+9.06898e-05j 0.0779923-0.0231998j -0.0547202-0.010884j -0.0875818-0.0297632j 0.0313484-0.0105977j 0.0353647-0.13576j 0.0719801+0.0166823j 0.00120827+0.0666126j -0.0594654-0.0408502j 0.014452+0.044951j -0.0750528-0.0149209j 0.00554407-0.00831447j 0.0562746-0.00716529j -0.0115469-0.00795636j -0.0641177-0.0477206j 0.0247657+0.037809j 0.00823788+0.0695239j 0.00156009-0.0192898j 0.0404631+0.0303819j -0.0204506-0.00359974j -0.0134287-0.0120993j 0.0119301+0.0349977j 0.00303724+0.000887765j -0.000392541+0.0164944j -0.00977641+0.00797062j -0.0157347+0.00567139j -0.00309502-0.00622401j -0.0187227+0.0354985j -0.0231981-0.015887j 0.0105052-0.0104708j 0.00174236-0.00664196j -0.0131963-0.0136125j 0.00212765+0.0367604j 0.000248313+0.0183095j 0.00921965-0.0191744j -0.00675411-0.0241679j -0.00484339+0.0420851j -0.00804072-0.00439916j 0.0128108-0.0281656j 0.0166958+0.0126472j -0.0215844-0.0288348j 0.00138714-0.00738553j 0.0177938-0.0342379j -0.0282648+0.0311638j -0.0241439-0.0210707j 0.0120011+0.00391002j -0.0315925+0.0095393j -0.031799+0.025219j -0.000882287-0.00807514j 0.0112685+0.00749488j -0.0146674-0.00788364j 0.0101473-0.0158235j 0.0134641+0.0114312j -0.014167+0.030531j -0.0224969-0.0269904j -0.0242284+0.0459622j 0.0196148+0.00157067j 0.00142446-0.0542184j -0.0682009+0.0716649j 0.0200785+0.0314809j -0.00719708-0.0454274j 0.157505+0.128689j -0.142284+0.000370776j -0.0415656+0.118796j -0.0149098+0.0363857j 0.00848293+0.0492037j 0.0523463-0.136472j 0.00247131-0.0180825j 0.023555+0.0167471j 0.138535+0.0931778j 
0.014452-0.044951j -0.0291379+0.0451326j -0.0465559-0.00990877j 0.00535436-0.0155969j 0.0400252-0.0114393j -0.00547841+0.0275314j -0.00437147+0.0110059j -0.01457-0.0109192j 0.00471465+0.0144852j -0.00918499-0.0113388j -0.00439319+0.00786095j -0.00979121+0.0163085j 0.0117311+0.0103487j 0.0119501+0.0130046j -0.00152361+0.0115993j 0.0187421+0.0516114j -0.0129267+0.0187034j -0.00780854-0.0972165j -0.119651-0.223852j -0.0894105-0.0212398j 0.226713+0.0952545j -0.0490774+0.199213j 0.0741982+0.0196036j 0.0622457+0.0608466j 0.0853385-0.0249442j 0.0148014-0.0248262j -0.00827788+0.0182455j -0.0507019+0.0136779j 0.096561+0.129661j 0.0264117-0.0436619j 0.0425246+0.0366009j -0.00375256+0.0963648j 0.077706+0.0969093j -0.0363057+0.107099j 0.00406855-0.0850591j 0.0984468-0.00945322j -0.0595859+5.82867e-15j 0.0996506+0.0248844j -0.0854507-0.228236j -0.0436457-0.0575284j 0.0182966-0.0835812j -0.0535061-0.0888839j -0.0201512+0.00130222j 0.0123876+0.0325602j 0.0353547+0.0254991j 0.0281519+0.00335039j 0.0192867+0.0176508j -0.019924+0.025454j 0.0904434+0.0394777j 0.0273637-0.0187653j -0.0150653-0.0210619j -0.0255755+0.0330148j -0.0275759+0.0134427j -0.0254313-0.00691601j -0.00132727-0.000640178j 0.00323608+0.0287483j -0.00562896+0.0241654j 0.018651+0.0118774j 0.0295148-0.00542639j 0.0146933-0.0030122j 0.0103608+0.00407818j -0.00262878-0.0102388j 0.010773+0.0171805j -0.00175501+0.0156478j 0.00432045+0.0137993j 0.00485067-0.0471513j -0.00394054-0.0102178j -0.00152517+0.000944567j -0.00107035+0.0166743j 0.000502936+0.0214536j -0.0179525+0.0114811j -0.00950597+0.0225233j 0.00438364+0.0350314j 0.00809539-0.00903437j -0.0212963+0.024154j 0.00413471-0.00148702j 0.0219795+0.00960978j 0.0125133+0.00347685j 0.00196949+0.0144633j 0.0318863-0.00399954j -0.0153278-0.0136458j -0.0110765-0.0124813j 0.0176407-0.0165007j 0.0159917+0.0297298j 0.000115379+0.0133806j 0.0255445+0.0131753j 0.00365916-0.0159886j -0.0128386-0.0127883j 0.0459707-0.0167823j 0.0126517+0.0243557j -0.0193169+0.0538048j -0.0118651-0.00140304j -0.00492963+0.00868165j -0.00273426-0.0269942j 0.0469405-0.0314437j 0.0689645+0.00634232j 0.0327567-0.0257483j 
-0.0750528+0.0149209j -9.7544e-05+0.00689539j -0.00906208-0.00661002j -0.00126859-0.00200062j -0.00374562-0.00522667j -0.00450926-0.0181153j 0.00905166-0.00589875j -0.00114074+0.00211678j -0.00387389-0.00665689j -0.0100068+0.00854872j -0.00123203+0.012154j -0.0212776+0.0211313j 0.0255807+0.0160358j -0.0198953-0.0306841j -0.0475243+0.0432553j 0.0819265-0.00660852j 0.0336707-0.0126413j 0.00567437+0.0113811j 0.104081+0.114608j -0.0989987-0.0784576j -0.0632154+0.0446377j 0.109423-0.0393643j -0.0289154-0.110776j 0.00618576-0.0407382j 0.00527971+0.0239094j -0.0477115-0.0597002j -0.0332097-0.00322286j 0.0404929+0.0179165j -0.0969375+0.00287015j -0.0641261+0.0036507j 0.0271813-0.0547902j 0.0334163-0.0351912j 0.02049+0.119614j -0.15767+0.170135j -0.158382-0.127368j -0.0249651+0.201557j 0.0996506-0.0248844j -0.0089676+8.52096e-15j -0.0919159+0.00180597j -0.0142545+0.0161595j -0.0843903+0.00253634j 0.0786666+0.06213j -0.0402583-0.00698583j -0.0595023-0.0656109j -0.00534231+0.0656912j -0.0160388-0.023917j -0.0262856-0.0292239j 0.0339091-0.0183745j -0.022711+0.0226695j -0.00717724+0.0408942j -0.0103813-0.00479842j -0.014168-0.00894688j 0.0299384+0.00696392j -0.00527596+0.00893181j -0.0117009-0.053855j -0.00133568-0.000200524j 0.0144323-0.0178285j -0.0154798+0.0213066j 0.00165623+0.027399j -0.0094388-0.0188381j -0.0336627+0.0131142j 0.00904099+0.026975j 0.00168263+0.0535962j -0.0117838-0.00670492j 0.00765742-0.0161558j -0.000826249+0.00468653j -0.0119968+0.0084313j 0.0453489-0.0235419j -0.012971+0.0302083j 0.000175488+0.0519085j -0.0301297-0.0126183j 0.00887143+0.00601634j -0.0041443+0.00704266j -0.00324874-0.0366637j -0.0337241-0.020113j 0.0181142-0.00919571j 0.0697653-0.0362153j 0.0100076+0.0102477j 0.0744758-0.0300126j 0.0585608+0.0456849j -0.0116207+0.0194312j 0.0724233-0.0275835j -0.0215739-0.0954707j -0.00906019-0.0367034j 0.0387556-0.00325188j -0.0521092+0.0769857j 0.0353231-0.0798642j 0.0574509-0.0958675j 0.129177+0.00158724j 0.0386543+0.113572j -0.0375605+0.084882j -0.0811425-0.0269481j -0.0316232-0.0271833j -0.0590086-0.0360998j 0.0686966-0.0745109j 0.0348598+0.0467385j 0.036775+0.0351715j 
0.00554407+0.00831447j 0.0781868-0.0114045j 0.0150682+0.00316445j 0.0147625+0.0163676j -0.00660008+0.0138595j -0.00571872-0.0173388j 0.0163438+0.0165032j 0.00280324+0.0161644j 0.0028346+0.00238927j -0.0099538-0.00515074j -0.00271935-0.0115074j 0.0120728+0.0150594j 0.0287918+0.00694677j 0.0540833-0.0400341j -0.00701834-0.0278431j 0.0312323-0.0126109j -0.0865744+0.00614195j -0.098306-0.0753987j 0.044446+0.0283506j 0.0461754+0.147191j -0.0595142+0.0554527j -0.127441-0.0152277j 0.0066234-0.0591539j 0.00308802-0.033009j -0.0227427+0.0882993j -0.102694-0.0607392j -0.0494425-0.0245026j 0.0514675-0.00872631j -0.0114085-0.0747353j -0.0351595-0.0101476j -0.0361055-0.0472829j 0.0214204-0.025942j 0.0544045-0.0771351j 0.0916825+0.0977538j -0.176997+0.106727j -0.152081-0.016022j -0.0854507+0.228236j -0.0919159-0.00180597j 0.00992583+7.69523e-15j 0.0834089-0.00461373j -0.0219432+0.0121254j 0.0102242+0.00435094j 0.0968708+0.0840693j -0.0286974+0.0249227j 0.0416848+0.0741144j 0.0290908-0.0257724j -0.0260282+0.0267162j 0.0192837+0.0598057j -0.0527205-0.0438837j -0.0027067-0.00271213j 0.00677921+0.041283j -0.0556821+0.0189833j -0.0074102-0.000981257j 0.00292939+0.0528252j 0.0175888+0.0472763j -0.033496-0.00314046j 0.0200061-0.0220558j -0.00938165-0.00944536j -0.00713958-0.0135481j 0.00040582-0.0198164j -0.0253103+0.0361851j -0.00399946-0.0215045j -0.033431+0.0321934j -0.0166884+0.000775247j -0.0094189+0.00548409j 0.033441-0.0417561j 0.0176633+0.00971946j -0.00585329-0.0286022j -0.0275707+0.0078388j -0.0146191+0.0298321j 0.0177119+0.00147777j -0.0342325+0.00817619j -0.0330534+0.035086j -0.0012106-0.0259326j -0.0212845+0.0110948j -0.0219189-0.0110553j -0.0265739+0.00758921j -0.00861495+0.00475558j -0.0268833-0.0444668j 0.0362671-0.031767j 0.0540568+0.0297838j -0.0682062-0.046542j -0.057078-0.0194247j -0.036574+0.100612j -0.00379354-0.0506718j 0.0761243-0.0267871j -0.0730651+0.0415287j -0.0145542-0.0280141j -0.00888715-0.138634j 0.11482+0.00683587j 0.0279494+0.0194271j -0.0342594-0.0307369j 0.0806555+0.0241105j -0.0459791+0.132282j -0.00622483-0.0432141j 0.0276003+0.031136j -0.0348266-0.0588677j 
0.0562746+0.00716529j 0.013233-0.00352663j 0.00222581+0.00850173j -0.0343659-0.0262158j 0.00917965+0.0033024j -0.00288061+0.0303872j -0.0289277-0.0264281j 0.0104014-0.0179464j 0.00339574+0.00182499j 0.0154751-0.00713397j -0.00456918+0.0201962j -0.0209127-0.0261531j -0.038981-0.00233589j -0.0227128-0.0348346j 0.0359669+0.0478173j 0.0453323+0.0211547j 0.0420351-0.00405048j -0.00790021-0.0249028j 0.00357658+0.00608974j 0.0250766+0.0280234j 0.0114564-0.00675716j -0.0332496+0.0235602j -0.00309567-0.000780841j -0.0023652-0.00125706j -0.00629437+0.00497263j -0.00699084+0.011347j 0.000118712+0.0146857j -0.00091704-0.00708175j 0.0311701-0.0163949j 0.000410725-0.0134687j -0.0290693+0.0142516j -0.00352947+0.0272682j 0.0145839-0.0453798j 0.047479-0.0354566j -0.0239145+0.0980594j -0.0545072-0.0847864j -0.0436457+0.0575284j -0.0142545-0.0161595j 0.0834089+0.00461373j -0.0291343-2.17049e-14j -0.153651+0.00229048j -0.0317674-0.0384189j 0.0197501+0.0167385j 0.00812306+0.0599521j -0.00465203-0.00711029j -0.0588657-0.0609526j -0.0898602-0.0765425j -0.00249931+0.00665825j 0.0109294-0.0312637j 0.0301561+0.0756604j 0.0346+0.026337j 0.0200272-0.0259701j 0.0520032+0.0650962j -0.00726058-0.0259402j 0.00331068+0.010699j -0.0225563+0.0210823j -0.0368532+0.109559j -0.0526929+0.0342573j -0.0168288+0.0186375j 0.0226311-0.0132091j -0.0229608-0.0225889j -0.000131202-0.00405075j -0.0024864+0.0161071j 0.0310054-0.0528733j 0.00142978-0.0789632j -0.0379385+0.0830172j 0.00654138-0.0153483j 0.0129968-0.0148403j -0.0119085+0.00880032j -0.0751716+0.0633542j 0.0456448-0.0352821j -0.0306341+0.0152643j 0.0285091+0.0013352j 0.0244972+0.0253827j 0.00651276-0.0692262j 0.037418+1.36057e-05j 0.0147639-0.0632606j 0.0698265-0.0259729j 0.101884+0.0654171j 0.071022+0.166074j -0.121691-0.0299614j 0.136439+0.112737j 0.09899-0.144583j -0.105026-0.0891244j 0.0623571+0.0666449j 0.0485788-0.0301676j 0.131754-0.226095j 0.0504255+0.011145j -0.0220755-0.0244838j 0.0460038-0.0119122j 0.0336571+0.00629256j -0.0443136-0.0443203j -0.180627-0.138344j -0.0464396+0.0393574j -0.0323298+0.0399715j -0.00673369-0.00597501j -0.0124292-0.0356074j 
-0.0115469+0.00795636j 0.0596252+0.00272875j 0.030116+0.0244401j 0.015954+0.0205607j -0.0147747+0.00994703j -8.0034e-05+0.0163783j -0.0110764-0.0121984j -0.00335744+0.00503943j 0.00461111+0.0111254j 0.0200427-0.000128335j -0.00258525-0.0192597j 0.0386377-0.0286073j -0.0343006-0.0326407j 0.0532174+0.0475938j 0.0113094+0.0262102j -0.0389735+0.00120637j 0.0405103+0.0247755j 0.00803382+0.000461214j 0.0104128+0.0241496j -0.0110276+0.0187705j -0.0151804+0.030552j -0.0260723-0.00375971j 0.00521393-0.0466625j 0.000238183-0.0172783j 0.00146803+0.0292241j -0.0411743-0.0308712j -0.0334479-0.000252639j 0.0286509+0.000846003j -0.0411154-0.00180222j -0.0206173-0.0125313j 0.000902951-0.0302515j 0.00833636-0.00524951j 0.0213245+0.0186024j -0.00936807+0.0650776j -0.107234-0.00314556j -0.0367778+0.0316525j 0.0182966+0.0835812j -0.0843903-0.00253634j -0.0219432-0.0121254j -0.153651-0.00229048j 0.0176205-1.47243e-14j 0.0365651+0.0119851j 0.0402923+0.0461745j -0.0536537-0.035021j -0.0535529-0.0138858j -0.0654642-0.07312j 0.0267865+0.0551963j -0.0538522-0.0609879j -0.0405878-0.0381051j 0.00855374-0.0526306j -0.0241714+0.0152443j 0.0324963+0.0258105j -0.0303777-0.0771621j -0.014525-0.0483693j -0.00785601-0.0265039j 0.0122297+0.0648432j 0.00516976+0.0559626j -0.0304391+0.011546j -0.00481326-0.0392933j 0.00883425+0.031685j 0.00830344-0.00245937j 0.0266347+0.0116845j -0.0127604-0.0224405j -0.00581321+0.0200091j 0.0222205+0.00790585j -0.0130825+0.0288519j 0.0232822-0.0384389j -0.0326599+0.0163847j 0.060974+0.017413j -0.0165632-0.0023496j 0.0528459-0.0184309j 0.070431-0.0242522j 0.0113583-0.0106937j -0.0227019+0.0226192j 0.107299+0.00371452j 0.07214-0.0357246j -0.0252255+0.0151199j -0.0412353+0.0703436j -0.111109+0.0718989j -0.168997+0.0048347j -0.0272663-0.108688j 0.041293+0.10681j 0.133748+0.204222j 0.0915035-0.103082j -0.119766+0.159261j -0.0356705+0.0463471j 0.126107+0.026653j -0.087683+0.164597j 0.0419007-8.49697e-05j 0.00122406+0.0437889j -0.0167761+0.0397496j 0.182776+0.147302j -0.0500791-0.0422989j -0.0416098+0.0329134j 0.0297679-0.0248236j 0.00913737+0.0287769j -0.00633177-0.012251j 
-0.0641177+0.0477206j -0.0172656+0.0223763j -0.0175297-0.00330675j 0.000660591-0.0019163j 2.49611e-05-0.0112735j 0.00148669-0.00314954j 0.00538816-0.00561063j -0.00329189+0.00297223j -0.00315423-0.00149885j -0.0135851+0.00801599j -0.00536794+0.00537264j -0.0115447+0.00522374j 0.0252147-0.0379611j 0.00756485+0.0175141j -0.0113122-0.000952335j 0.0190947-0.028695j 0.0399785-0.0482134j 0.0655936+0.0225985j -0.000951696+0.0220887j -0.00529386-0.0781633j 0.0039897-0.0067523j 0.0833106-0.0621495j -0.0280281+0.00304539j -0.00644953-0.0197916j 0.0513148-0.0385163j 0.058264+0.00341879j -0.000278081+0.00057006j -0.0589502+0.0254403j 0.0494179-0.0506868j 0.0454525-0.0570297j -0.00559264+0.113057j -0.110071+0.124519j -0.0854477+0.0243077j -0.138599-0.0200229j -0.178741+0.177282j -0.0352147+0.0438457j -0.0535061+0.0888839j 0.0786666-0.06213j 0.0102242-0.00435094j -0.0317674+0.0384189j 0.0365651-0.0119851j 0.0119612-6.80012e-16j -0.116745-0.00751436j 0.0199397-0.0132171j 0.0326049+0.0202256j 0.00569093+0.0324715j 0.0190758-0.0334224j -0.0325407-0.0608991j 0.00779998+0.000119985j -0.0138379+0.00727783j 0.040087-0.0157777j 0.00252474-0.0730969j -0.0063912-0.00623871j -0.00560095-0.070717j -0.00452466+0.0200542j 0.0125202-0.027896j -0.00714161+0.0268234j 0.016971-0.00482789j 0.0215166-0.015045j 0.0102336+0.0567796j 0.00590167-0.0129946j -0.00215613+0.01034j -0.00653259-0.0524913j -0.0054006+0.0502308j -0.022198+0.00603305j 0.0268272-0.00512875j -0.0113411+0.0139536j 0.00822127-0.00121413j -0.0166752+0.00680714j -0.0294524-0.0178297j 0.00226802+0.00151839j -0.00674178-0.0108j -0.00645507-0.0186611j 0.011477-0.0405153j -0.00558361-0.0157776j 0.0332511-0.0126799j -0.0567032+0.036857j -0.0618864+0.0477713j 0.0137412-0.0129806j 0.00809953+0.0359407j -0.08131+0.00800568j -0.1075+0.0882171j -0.00462584+0.0595789j -0.0417007+0.164467j 0.0402466-0.0496881j 0.0687554-0.0729899j 0.0488938-0.0369134j -0.0681164+0.0569371j 0.105865-0.0862253j -0.0508491-0.17187j -0.194591+0.176887j 0.0259902-0.0233253j 0.0157797+0.0387637j -0.0347352+0.135818j 0.0336889-0.006975j -0.0806658+0.0232553j 0.044188-0.141954j 
0.0247657-0.037809j -0.0552656+0.0675917j -0.000570593+0.000894691j -0.0124184+0.00862801j 0.00883905-0.00742572j -0.000791949+0.0194243j -0.00443653+0.0102439j 0.00379449-0.00806031j -0.0036885+0.0114951j 0.00340718-0.0228665j -0.00357131+0.00208157j -0.0117654+0.00773582j 0.00311128+0.00508966j -0.0111307+0.0211799j 0.0055432-0.0182103j -0.0494453+0.0624228j 0.0205161-0.0305091j 0.0176852+0.00567207j -0.0934811-0.0219918j 0.0595166+0.0184222j 0.0579584-0.0666094j -0.0462829+0.0558672j -0.0649926-0.0358454j -0.050211-0.00615375j 0.0624725+0.0673674j -0.0290997-0.0690173j -0.00288203-0.0575817j 0.00440525-0.00630845j -0.057653+0.121883j 0.0243323+0.0405678j -0.115341+0.0268854j -0.097458-0.0697352j -0.118973-0.0424422j -0.0534346+0.161239j 0.0501994-0.0599303j -0.0515479+0.0500971j -0.0201512-0.00130222j -0.0402583+0.00698583j 0.0968708-0.0840693j 0.0197501-0.0167385j 0.0402923-0.0461745j -0.116745+0.00751436j 0.0430794+6.10623e-16j -0.00468555-0.00161156j -0.0256689-0.0409936j 0.0350551+0.0108676j -0.012467+0.00855323j 0.017908+0.0563378j -0.0209468-0.0354246j -0.00971724+0.0114814j -0.0387045-0.0341828j 0.0306566-0.00510329j -0.000621604+0.0147418j -0.00431617-0.00316816j -0.0220352-0.0462553j -0.0273531-0.0196814j -0.014864-0.0118617j 0.0180977+0.0451237j -0.00208964+0.0617717j 0.0225383+0.00847671j 0.0264532-0.00926411j 0.0329189+0.0295716j 0.0176044+0.041711j 0.0422153-0.00472062j -0.00777949-0.00451016j -0.0496864+0.0137963j 0.0317846-0.00836686j -0.0446944+0.0210256j 0.0373061-0.0116693j 0.00558739+0.0418999j -0.00928094-0.0325689j 0.0155767+0.00709837j 0.0474142-0.0280617j -0.00417494+0.0315018j 0.0412963-0.0409893j -0.00529724+0.0530857j -0.0115404+0.0475022j -0.0300565-0.023188j 0.0269096-0.0133374j -0.103765+0.054591j -0.0267883+0.0109817j -0.0710551-0.00914987j -0.124378+0.0744191j -0.110017+0.0264589j 0.0363374+0.038625j -0.12225+0.182459j 0.0846496-0.0245535j 0.0666857-0.0947117j 0.0430571-0.121635j 0.145257-0.0719612j -0.236395-0.000589359j 0.018902-0.0323778j 0.0220078-0.0174796j 0.00362933+0.0747497j 0.121637-0.147926j -0.112519+0.184023j -0.101552-0.0299605j 
0.00823788-0.0695239j -0.00575216-0.00284719j 0.0158151-0.0084918j 0.0192729+0.00208735j 0.00382982+0.00179484j -0.0171628+0.000995534j 0.00837138+0.0117137j 0.00403372-0.00841262j -0.00253448+0.00419409j 0.011814-0.0166981j -0.0111454-0.00315114j 0.00217305+0.00130054j 0.0165974+0.00996261j 0.010456-0.0104166j 0.00694949-0.0373619j 0.0035755+0.0235426j 0.00245945+0.0439088j -0.0367985+0.0353202j 0.0836278-0.0298914j -0.118562+0.0173755j 0.0146108-0.00149701j 0.00917184+0.0629796j 0.0437672+0.0465743j 0.0249343+0.0571635j -0.0798141+0.0357698j 0.0272994+0.0277028j 0.024254+0.0204115j 0.0198331-0.00530272j -0.0619397+0.0330267j -0.074097+0.0103628j -0.0716427-0.00202371j 0.109846+0.0385276j 0.0274207+0.092127j -0.026174-0.144024j -0.0568053+0.02098j -0.00749973+0.0373505j 0.0123876-0.0325602j -0.0595023+0.0656109j -0.0286974-0.0249227j 0.00812306-0.0599521j -0.0536537+0.035021j 0.0199397+0.0132171j -0.00468555+0.00161156j -0.0356849+4.35763e-15j -0.166452-0.0308876j -0.00331649-0.00621166j -0.00157132+0.0558333j 0.0131585+0.0338617j 0.0967082+0.00832189j 0.0107148-0.0415234j -0.0818583+0.0341153j 0.0110761+0.0505666j 0.00122206-0.00436502j 0.0196342+0.0671422j -0.00118747+0.0114607j 0.0349755+0.00961312j 0.0533982-0.0259264j -0.0283838-0.0436629j -0.0479657+0.0257865j -0.0364585-0.0615027j -0.0505447-0.00563679j -0.0278269-0.0132226j -0.0619298+0.000204967j -0.0248162-0.039247j 0.0236665-0.014594j -0.00982008-0.00300635j 0.0197611+0.00435802j 0.00709423-0.0295966j -0.0376931+0.0242472j -0.0694985-0.00611806j 0.0507121-0.0682666j -0.0209331-0.0557291j 0.0711038+0.0584427j 0.0293965+0.061737j 0.0381988-0.0411574j -0.0100862-0.0529598j -0.0496648+0.0176639j -0.00482639-0.00252234j 0.0230275-0.0710954j 0.0293383-0.00230456j -0.0539568+0.0943113j -0.0275617+0.0996055j -0.0210516+0.0906424j -0.00716768-0.0143683j -0.0317643-0.113653j -0.266523-0.0769256j 0.00771926+0.0250198j 0.15428+0.0453473j 0.11598-0.0307303j 0.168117-0.0715726j -0.0672666+0.149194j -0.0401932-0.00991018j 0.0141844-0.0091961j -0.117405-0.00861313j 0.141586+0.0499922j 0.100303+0.133052j -0.110577+0.205615j 
0.00156009+0.0192898j 0.0278943+0.0350677j 0.00329412-0.00185285j -0.0142877+0.00128991j 0.00301457-0.0137875j 0.00382446+0.0192721j -0.0134999-0.000889776j -0.0044169+0.00828413j 0.004249+0.00786638j 0.00278504-0.0149986j 0.00402891+0.00498549j -0.00275002+0.00330655j -0.0183987-0.0267033j 0.0269119+0.0131528j -0.000665145-0.010382j 0.0417124-0.0265779j 0.00250284-0.029667j -0.0117404+0.0229485j -0.0158603+0.0164714j 0.0266776-0.000479738j -0.00199834-0.0373538j -0.03382+0.0185921j -0.0194156-0.068528j 0.0152489-0.0279514j 0.0038145+0.0192778j -0.0474738-0.0345698j 0.0113683-0.0578979j 0.0228268+0.0330121j 0.0420831+0.0559049j 0.0230568-0.0458607j 0.0282345-0.0438841j 0.0670106+0.0210538j -0.0534644+0.0255807j 0.0520326+0.05095j -0.0358507-0.0627206j 0.0397084+0.0522976j 0.0353547-0.0254991j -0.00534231-0.0656912j 0.0416848-0.0741144j -0.00465203+0.00711029j -0.0535529+0.0138858j 0.0326049-0.0202256j -0.0256689+0.0409936j -0.166452+0.0308876j -0.0457334+3.39034e-14j 0.0248594+0.00781006j -0.0460882+0.019216j -0.0197523+0.0144237j 0.0230757-0.0436246j 0.00760546-0.00186002j -0.0681217-0.0146243j -0.0397155-0.0779586j -0.0221254+0.0183804j -0.0290012-0.0610337j -0.0173307+0.0332651j 0.0410176-0.00636091j -0.0497712+0.015283j 0.0121865+0.00377668j 0.00718271+0.0522909j -0.00197737+0.0272014j -0.108365-0.0515591j 0.0386121-0.0105841j -0.0372407-0.0213825j 0.0029388+0.0270039j -0.0256471+0.0582729j 0.0391273-0.0382359j 0.0499384-0.0118439j 0.0119031+0.0288914j -0.00469022+0.0168727j -0.0906934-0.0289995j 0.016806-0.0217398j -0.0697922+0.00946804j 0.0258796+0.0469027j 0.0986843-0.00478785j 0.0246188-0.00622801j 0.0560205+0.0310459j -0.00304524+0.05123j 0.0649649-0.225363j -0.120037+0.00438782j 0.0604841+0.02336j 0.0798009+0.0118479j 0.0242423-0.00448571j 0.135322+0.0720125j -0.165818+0.010617j -0.022662-0.0021973j -0.00176062+0.0494368j -0.0888269+0.093744j 0.013623-0.0176915j -0.0509363-0.0350342j -0.10946+0.143992j 0.213763-0.0955148j 0.0171604+0.0327113j -0.0444955+0.0822723j -0.111957-0.120964j -0.168897+0.0273478j 0.0441636+0.214319j -0.17533-0.0838323j 
0.0404631-0.0303819j -0.00810017-0.0143349j 0.000665188+0.00569295j -0.0134232+0.000782655j 0.00198825+0.00594569j -0.0159836+0.000903678j -0.013061+0.0138753j 0.0147903-0.00771938j -0.00731238+0.00750859j 0.0174734-0.00281948j -0.00226622+0.00178983j -0.0188003+0.0209533j -0.0297232+0.00296999j 0.0122675-0.00808577j 0.014342+0.00554562j -0.0067917+0.00959304j 0.0156478-0.00160316j 0.0051266-0.0242509j -0.027942-0.011286j 0.0314578+0.0284178j 0.00266095+0.0165884j -0.0388269-0.0114497j 0.0062352+0.0123027j -0.0159721+0.0128654j -0.00520649-0.0143526j -0.00408593+0.00453227j 0.000137956+0.0296541j -0.00140908-0.015062j -0.0397085-0.00797802j 0.0106856-0.00237026j 0.0529908-0.00228722j -0.0154779+0.0165294j 0.00731269-0.0562344j 0.0678607-0.016118j 0.0196775-0.0198738j -0.0163774-0.00931381j 0.0281519-0.00335039j -0.0160388+0.023917j 0.0290908+0.0257724j -0.0588657+0.0609526j -0.0654642+0.07312j 0.00569093-0.0324715j 0.0350551-0.0108676j -0.00331649+0.00621166j 0.0248594-0.00781006j -0.0590771+4.94049e-15j 0.0103748+0.0118175j -0.0542055-0.0175881j -0.00470756+0.0418718j -0.0568109-0.0632461j 0.0221238+0.00204393j 0.0414382+0.0351226j 0.0129424+0.0249531j -0.0545521-0.040454j -0.0402948+0.0351992j 0.005842-0.0523052j -0.0190614-0.109322j -0.058482-0.0571783j 0.0332007+0.00259774j 0.0287712+0.033819j -0.00907114-0.0266721j 0.00154353-0.0422623j 0.0291184-0.0657935j 0.0560348+0.0426169j 0.0238667+0.0538097j -0.115586-0.012952j 0.014474-0.0326292j 0.0206404+0.019088j 0.0281572-0.000391556j -0.079631+0.014493j 0.0209036-0.0569968j 0.0444121+0.0189156j -0.0214824+0.0677909j 0.0134908-0.154233j 0.137335+0.0336955j 0.0493369+0.0230368j 0.0413534-0.120769j 0.138737-0.0748706j 0.0691414-0.253216j -0.0535875+0.086504j 0.0228021+0.085434j -0.137222+0.0153465j 0.06805+0.0508741j 0.0161297-0.0298117j 0.18848+0.00567705j 0.0227715-0.0820817j -0.00960269+0.10486j 0.0266921-0.0847758j 0.112134-0.114981j 0.0686032-0.0271887j -0.0773645+0.0582399j 0.132348-0.0794396j -0.0608817+0.142023j 0.0676294+0.0986974j 0.0182578-0.0360559j -0.113736-0.0657458j -0.00839314-0.0797967j 
