-0.00780315-1.42514e-13j -0.00496316+8.36148e-07j -0.00578279-0.000468187j -0.00601843-0.000392407j 0.00394305+0.000104879j 0.000981608-0.000189334j -0.0069609-0.000405933j -0.00426912-0.000563137j -0.000775052-0.000207634j 0.0026131-0.000174052j 0.00203802+0.000395656j 0.00649153+0.00035514j 0.00386577+0.00035721j 0.00111297+0.000266698j 0.00278609+0.000372346j 0.00141335+0.000392515j 0.000911407+0.000123463j 0.000119197+1.9863e-05j 0.00149128+0.000157045j -0.00311023+0.000207718j -0.00480923-0.00046425j 0.0026664+0.000407633j 0.00378592+0.000409333j -0.000245644+8.32746e-05j -0.00124154-9.18943e-05j -0.00194714-9.87158e-05j 0.002609+0.000147952j -0.00217551-0.000129427j 0.000621561+6.90414e-05j 0.000740455-0.000110254j 0.00100548-5.18607e-05j -0.000620432+0.000171316j 0.00411895+0.000391185j -0.00197706-2.71348e-05j -0.000519576-0.00015063j 0.00170557+0.000220115j -0.00220509-0.00036202j -0.00440393-0.000436409j -0.00330754-0.00027288j 0.00101796+0.000153503j 0.000891845+1.25558e-05j -0.00248701-0.000319244j 0.00192782+0.000593131j 0.00188827+0.000124062j -0.00134262-0.00058036j -0.0028758-0.000363795j -0.00117749-4.52254e-06j -0.00105773-4.50327e-05j 0.000234966-0.00033106j 0.000653024-0.00017783j -0.000911611-0.000414796j 0.000905992-1.09335e-05j 0.00210507+0.000267016j 0.00415116+0.000446875j -0.000808761-0.000137111j -0.00267466+0.000356044j 0.00155604+6.83962e-05j 0.00084087-3.30942e-05j -0.00250128+0.00012828j -0.00531632-0.000404786j 0.00330292+0.0003878j -0.00188531-0.000523161j 0.000394807-0.000234572j -0.00216591-0.00020801j 0.00341306-0.000390115j 0.000686865+0.000223386j -0.00995956-0.000898999j 0.00359632-0.00024429j -0.00490701-0.0013154j -0.00600875+0.000441166j -0.000659758-0.000295543j 0.0177933+0.000891085j 0.00469007-0.000649187j -0.0107739+0.00544944j -0.0375422-0.00277356j -0.0016011+2.49489e-05j -0.885242+0.00452331j 
-0.00105773+4.50327e-05j -0.00202434+7.51548e-05j -0.0028579-0.000100435j -0.00463516+0.000320368j -0.00831301+0.000136752j 0.00280314-0.000511158j 0.0042617-0.000336567j 0.000154371-0.000377571j -0.0057831-0.000431577j 0.000220766-4.40162e-05j -0.00137458+0.000244226j -0.0075637-0.000362925j -0.00981177-0.000712518j -0.00225184+0.000333312j 0.0231519+7.41812e-05j -0.0199056-0.000711662j -0.0146154+0.000560393j 0.00589782+0.000816869j -0.0301202+0.000520376j 0.00269293+0.000537065j 0.0339248+0.000332712j 0.0171678+0.000514821j 0.00235829-0.000359996j -0.0160609+0.000519667j -0.0566061-4.42484e-06j -0.107096+0.00145414j -0.00428107-0.000373469j 0.0329077+0.000937178j 0.054871+0.000554767j -0.928379-0.000476642j -0.0653048+1.79388e-05j -0.0275915-0.000484943j -0.070759-0.000692062j -0.0326649-0.000478576j 0.0577865-0.000508441j 0.0343418-0.000530779j -0.0440956-0.000217702j 0.00415236+0.000435005j 0.00636512+0.000303034j -0.0137203-0.000523512j 0.0267374+0.000203113j 0.00248596+0.00106896j -0.0047935-0.000560107j -0.0210034-0.000390352j 0.0241853-5.05072e-06j 0.00733457-0.000110497j -0.0181939+9.89622e-05j -0.0060598+1.30753e-14j -0.0162616+0.000521921j 0.00228579-6.49106e-05j -0.0244786-0.000824749j 0.0154685-0.000713711j 0.00182658+3.72677e-05j -0.00882767+0.000295127j -0.00429667-0.000306079j -0.0003793-0.000481749j 0.00542524-1.9968e-05j 0.00181998-9.50295e-05j -0.0018832+7.94129e-05j 0.012008+1.97439e-05j 0.000863147+0.000117553j 0.00456799-0.000362089j -0.0011447+5.30006e-05j -0.00248773+0.000605145j 0.00379883-0.000157631j -0.00456197-6.54134e-05j 0.000462385+0.000220381j 0.00214302-2.70875e-05j 0.00033252-0.000221143j -0.00236194-4.20932e-06j 0.000537705-3.06204e-05j -0.000675692-0.000368064j 0.00218986-3.07125e-05j -0.00186306-4.94198e-05j 0.000390281-0.000180164j -0.000700384-2.28754e-05j 0.000421433-7.65187e-05j 
0.000234966+0.00033106j -0.00451856+0.00077322j 0.00553915-0.000612877j -0.00376543+0.000280708j -0.00329572+0.000449337j -0.00997165+0.00124434j -0.00591295+0.000643576j -0.00276366-0.00031587j 0.0135794+0.000106884j 0.00578371-0.000866042j 0.00862346+0.000397458j -0.00152988+0.00162109j 0.0196586+0.000482274j -0.0318906+0.000248257j -0.0424913-0.000606131j -0.0121302+0.000558064j 0.0113108-0.000616246j 0.0607464-0.000588404j 0.0579098-0.000435176j -0.0254112+0.000695204j -0.053371+0.000679589j -0.0274664+0.000311225j 0.00588034-4.98414e-06j -0.0664208-0.000168831j 0.0903504+5.73515e-05j -0.00286441-0.00117222j -0.354291-0.00107746j -0.431481-0.000759831j -0.711351-0.0011135j -0.0707799+0.000894094j 0.0474796+0.000125857j 0.141223-0.000248465j -0.00511586+0.000188876j -0.0321782+2.29775e-05j -0.00743739+0.00148503j -0.0048107+0.000572401j -0.019234-2.52663e-05j 0.00760419-0.000860484j 0.0593263-0.000558593j 0.0172026+0.000487797j 0.0311387+0.000167222j -0.0428658-0.000648142j 0.00798572-0.000612573j 0.0127812-0.000458562j -0.0144388-9.54593e-05j -0.0142553-0.000895421j -0.0119371+0.000257093j -0.0162616-0.000521921j 0.0380406+1.23035e-15j -0.00545101+0.000293271j 0.0244335+0.00112438j -0.0006696+9.31108e-05j -0.00362843+0.000248233j 0.00589065-0.000264511j 0.0188809+0.000823852j 0.0189121+0.0012088j 0.00250798+0.000506566j -0.00535639-0.00135293j -0.00776711-2.26589e-05j -0.00852246-0.000273845j -0.0010223+0.000168267j -0.00497214-0.000314764j 0.0140278+0.000106198j 0.0051229-0.000706308j -0.0049275+0.000618931j 0.00217186+0.000601362j 0.00384716+0.000305264j -0.00290539-0.000371317j -0.00669594+0.000135219j 0.00144991-0.000441308j 8.68962e-05-0.00014381j -0.000885578+3.00497e-06j 0.00014572+0.00043714j -0.000472543+0.000212853j 0.000933669+0.000102897j -0.000520413-6.03519e-05j 0.000251877+1.51404e-05j 
0.000653024+0.00017783j 0.00131434-0.000134037j 0.00159257-0.000169396j 0.00105777-4.65903e-05j -0.00699608+0.000317643j -0.00275136+0.000264812j 0.00929274-2.32695e-05j -0.00299752+6.64201e-05j 0.00319844+9.02044e-05j -0.0128129+0.000531845j -0.00156531+0.000491964j -0.016087+5.12781e-05j 0.00330628+0.000393439j -0.00248994-6.40085e-05j -0.0144855+0.000331124j 0.00567581-0.000478247j -0.00512475+0.000382754j 0.0245373-0.000107704j -0.00717197+0.00105632j -0.0109572+6.99977e-05j 0.0248263-4.21276e-05j -0.0376464+0.000506535j 0.0874091+0.000257051j 0.047725-0.000165012j 0.0498451+0.000340438j 0.0413865+0.000463804j -0.315079-0.00101839j -0.674577-0.00171807j 0.560515+0.00165045j 0.00977161+6.83914e-05j -0.0603623+0.000408117j 0.0266049+0.00046338j -0.0776574-0.00132448j 0.0776495+0.000419453j -0.01723-0.000601637j -0.0708634-0.000970348j 0.00402861+5.00355e-05j 0.0299486-0.000232459j -0.0437631+0.000127031j -0.00243417-0.000285759j 0.00529716+3.88674e-05j 0.00143995+0.00023174j 0.00199501+0.000102732j 0.0056283+0.000251991j 0.017482-0.000162577j 0.00530761+0.000409647j -0.013675-0.000160027j 0.00228579+6.49106e-05j -0.00545101-0.000293271j 0.00101088-1.26787e-14j 0.0140921-3.64391e-06j 0.0113907-4.77271e-05j -0.00458539-6.60099e-05j 0.000587911+0.000212292j 0.00682003+5.06932e-05j 0.00133959+0.000111304j 0.00518688-8.55507e-05j 0.00182466-0.00014565j -0.000284453-0.000129852j -0.000111161-0.000339877j -0.000407653-1.50743e-05j -0.00207677-0.000215724j 0.00723194-5.12965e-05j 0.00197227+7.47521e-05j 0.00020552+3.58151e-05j 0.00427608+5.80698e-05j 0.00150894+8.24063e-05j 0.00110899-0.000136322j -0.00323515-6.68172e-05j -0.000792576-2.15881e-06j -0.00385974-0.000274514j -0.000292591-2.121e-05j 0.00144488+1.81299e-05j 0.000960763+0.000225828j -0.00186449-0.00012142j 0.00194484+0.00019192j 6.40476e-05+3.40061e-06j 
-0.000911611+0.000414796j -0.00094292-0.000142426j 0.00312911-0.000289752j 0.00607264-0.000127448j 0.0021582+0.00086752j 0.00617868+0.000759361j 0.00364902+0.00112687j -0.00558267-0.000141856j 0.0167098+0.000615258j 0.0014709-0.000664946j -0.0196068+0.000810435j -0.0132542+0.000197976j 0.030004+0.00207243j -0.0328718-0.000849862j -0.045795+0.000551791j -0.0319532-0.000362465j -0.0145156+0.000534585j 0.0343716-0.00138631j 0.0014209-6.07272e-05j 0.00141911+0.00126497j 0.0381182-0.000410315j -0.0584526+0.000729631j -0.0813399+0.00169989j -0.0569154-0.000702006j -0.0222026+0.00150862j -0.0239544-0.00021196j -0.78278-0.000857705j 0.461583+0.000216499j 0.116429+5.61577e-05j 0.0286154-0.000847163j 0.0533228+0.000889999j 0.0383319+0.000620721j -0.0496092-0.000202609j -0.045287-0.000403513j 0.0145251+0.00110306j 0.0354781+6.69172e-06j 0.0166844+0.000962625j -0.00968215-8.14181e-05j -0.0129906+0.000479057j -0.0306345-0.000984862j 0.0222088+0.000249487j 0.0259442+0.000261049j -0.00415307+0.000170009j -0.0166675+0.000483798j -0.00778005+0.000767136j 0.0220106+0.000478402j -0.0146054-0.000776695j -0.0244786+0.000824749j 0.0244335-0.00112438j 0.0140921+3.64391e-06j 0.0185149-5.8097e-16j 0.0144662+0.000686495j -0.0114961+0.00104067j -0.0100594+0.000881647j -0.00223786+0.000928633j 0.00271216+0.00015143j -0.00178974-0.000297318j 0.00405161-0.00128683j -0.00676207+7.69954e-05j -0.0108738-0.00154465j -0.00401612+0.000486785j 0.00561078-0.000112084j 0.00941843+0.000359201j 0.00138736-0.000290844j -0.000446871+0.000830801j 0.00145636+0.000764281j -0.00214108+0.000641193j 0.00142056-0.000637839j -0.00506885+0.000105858j 7.28365e-05-0.000935934j -0.00245857+0.000669324j 0.00383993+0.000683834j 0.00183005+0.00091366j 0.00129375+0.00028761j -0.00128493+0.000277j 0.0012736+0.000477623j 0.00183794+0.000395024j 
0.000905992+1.09335e-05j -0.00257904+0.00019627j -0.00317916-0.000206919j -0.00234356+0.000571052j -0.000967145+0.000277456j -0.00268798+0.000130363j 0.0058269-0.000842095j 0.0031261-0.0001634j 0.0158464+0.000549689j -0.0180742+9.78977e-05j -0.00172077+3.58975e-05j 0.0147194+0.000950012j 0.00735537+1.12383e-05j -0.00346612-0.000248528j -0.007723+0.000682198j 0.0403382-0.000389043j 0.0356927+0.000756299j -0.0233329+0.0012019j 0.0352524-4.68526e-05j -0.022771-0.000325342j -0.0169626+9.77509e-05j -0.0167281+0.000662296j 0.0116873+0.00023792j -0.150773+0.00142454j -0.0532913+0.00079047j 0.920562+0.00207148j -0.0034791+0.000187174j 0.044885+0.000561398j -0.000437449+0.00117272j -0.0859918-0.00153214j 0.0199413-0.000220021j -0.0117423-0.000270418j 0.00281736-0.000519069j -0.0107996+5.02048e-05j -0.00761782-0.000154415j -0.0311887-0.000338549j 0.0261444+0.000414249j -0.0498961-0.000846914j 0.0241868+0.000119977j 0.0093679-0.000855903j -0.00732975+0.000408856j 0.0184453+0.000834995j 0.0165726-0.000201274j -0.0029803-7.57392e-05j -0.0116695+0.00065843j -0.00404028-0.000501376j -0.00373749+0.000535424j 0.0154685+0.000713711j -0.0006696-9.31108e-05j 0.0113907+4.77271e-05j 0.0144662-0.000686495j -0.0248892+1.78475e-14j -0.00229331+0.000493792j 0.00550945-0.00024454j 0.00605866-0.000329601j -0.00909683+0.000670139j 0.00839603+5.1551e-06j -0.00671255-0.000572709j 0.00289484+0.000141893j -0.00517548-0.000114525j 0.00061788+6.05461e-05j -0.00234439-0.000187052j 0.00450622+0.000348438j 0.00665781+0.000220208j 0.00136356-0.000146941j 0.00294369+0.00048157j 0.000213921+0.000140279j -9.41431e-06-0.000128479j -0.00126036-0.000222632j 0.00075122-0.000198156j 0.000586157-0.000246579j -3.28361e-05+0.000333949j -5.12081e-05-0.00025213j -0.000986688+0.000325186j -0.000557799+3.81441e-05j -0.000278969-3.82342e-05j 0.00101812+7.34932e-05j 
0.00210507-0.000267016j 0.0014876+3.68586e-05j 0.000126828-0.000283004j -0.0020672+0.000467562j 0.00370692-0.00121326j 0.00509777-0.00048135j 0.00335763-0.00146171j 0.0078998-5.15268e-05j 0.000587588+0.000238475j -0.0158933+9.31051e-05j -0.0129967-0.00142846j 0.00140039+4.33283e-05j 0.00604337-0.00102245j 0.0132369+0.000420512j 0.0577991-0.000835822j -0.0213473+5.03313e-05j 0.0382724+0.00163173j -0.0392153+0.000582577j 0.03588-0.00192607j 0.0482785-0.000265527j 0.00985555-0.000310179j -0.0478073-0.000610254j -0.0339942-0.00103689j 0.125572+0.000308028j -0.915985-0.0010443j -0.0372088-0.000708531j -0.0573621+0.00139609j -0.0771203-0.000923462j -0.0552421-0.000404056j 0.0433785+6.99177e-05j -0.036796+0.000449843j 0.0259718+8.91389e-06j -0.0288942-0.000305637j -0.0191764-3.53545e-07j -0.0296203-0.000275195j -0.00638417-1.22526e-05j 0.0145963-0.00010252j -0.00897918+0.000446021j -0.000506564-0.000549142j -0.00403877-0.000299825j -0.0327762+0.000833104j 0.00357396-0.00101088j 0.00705257-0.000386649j -0.039002+0.00069566j 0.0180396-0.000659447j -0.00786395-0.000109674j 0.000398766+0.000569207j 0.00182658-3.72677e-05j -0.00362843-0.000248233j -0.00458539+6.60099e-05j -0.0114961-0.00104067j -0.00229331-0.000493792j -0.0118327-2.74336e-15j 0.00170895-0.000503379j -0.00111694-0.00106174j -0.0037014-8.18014e-05j -0.00426975-0.00040084j 0.00479364+0.000198995j 0.0104743+0.000564092j -0.00150023+0.000614359j -1.80014e-05+0.000126017j 0.00287218+0.000122525j -0.00487943+9.84585e-05j -0.000877268+0.000625543j -1.80237e-05-0.000979684j 0.00246636+0.000488847j -0.00241936+0.000265225j 0.000845963+0.000550176j 0.00337182-0.000237799j 0.00108526+0.000254127j -0.000600806-0.000457773j 0.00110777+0.000171986j -0.000859265-0.00052552j 0.000628471+0.000168257j -0.000120408-6.3438e-05j 0.000856302+7.30803e-05j -0.000271634-8.39541e-05j 
0.00415116-0.000446875j -0.00126658+0.000327187j -0.00301231-1.5266e-06j -0.0017786+0.000736652j 0.00667852-0.00110228j 0.00288649-6.87825e-05j -0.00237683-0.000477408j 0.00580591-0.000783164j -0.00425631+0.000103208j 0.0108097+6.86321e-05j -0.000467763-0.00101591j -0.0034487+0.000326243j -0.000348779-0.000127739j 0.00777595+0.00035867j 0.00716514+0.000753039j -0.0324211-0.000523658j -0.0135544+0.000891947j -0.0699914+0.000776014j -0.0362871-0.000409155j 0.0374754-0.00112105j -0.0491225-0.000129116j -0.0402774+0.000494171j -0.153876-0.000543046j 0.902065+0.00260826j 0.144309+5.13267e-05j 0.140445+0.0019927j -0.0614543+0.000369139j 0.0235143+8.43765e-05j -0.0335925-0.000153993j -0.0301337-0.000837923j 0.0321823-0.000108476j -0.00840909-0.000473473j -0.011709-0.000669637j -0.0339259-0.000275083j 0.0303228+0.000583071j 0.0378904+0.000594141j 0.00828872+0.000172464j 0.0128238-6.10527e-05j -0.0157223+0.00103268j 0.00354038-0.000293253j -0.0168285-0.00018042j -0.0186918-0.000119389j -0.0111467-0.000320814j -0.0135-0.000259964j 0.0133634-0.000144709j -0.0161833-0.00100833j 0.013256+0.000451214j -0.00882767-0.000295127j 0.00589065+0.000264511j 0.000587911-0.000212292j -0.0100594-0.000881647j 0.00550945+0.00024454j 0.00170895+0.000503379j -0.000300539-2.69077e-15j -0.00655417-0.000561423j 0.00129415-0.00018961j -0.00218286+2.42946e-05j 0.00386547+0.000354131j 0.0014806+5.61387e-05j -0.00130535+0.000216866j -1.26174e-05-6.98237e-05j 0.00214503-0.000352609j -0.00610203+0.000110813j -0.00263561+0.000295116j -0.00110701-0.000566632j -0.000616518+0.000375391j -0.0019803-0.000226305j 0.000835463+6.32455e-05j 0.00243711-5.69456e-05j -0.000232243+0.000448323j 0.00136523-0.000315801j 0.0013529+7.55358e-05j -0.000390845-0.000334153j -0.000776083+0.00017151j -0.000430694+6.011e-05j 0.000345978+3.09046e-05j 0.00111292+3.95617e-05j 
-0.000808761+0.000137111j -0.00226524+0.00014396j -0.00368909-0.000668566j -0.000656193+0.000815009j 0.00909026+0.000124116j -0.00281067+0.000488359j 0.00658711-0.000194457j -0.00373608-0.00181614j 0.0201556-0.000349074j 0.0129589-0.000827404j 0.00748403+0.000605411j -0.0142405+0.00135968j 0.0395701+0.00051529j -0.031257+0.000701629j -0.0269755+0.00131043j -0.0153832-0.000392127j -0.0231583+0.000314839j -0.0238781-0.000324425j -0.0299816+9.92747e-05j -0.0519941-0.000282453j 0.00174305+9.20148e-05j -0.126871+0.0012177j -0.905373-0.00178302j -0.171216-4.68953e-05j 0.00880976-0.00097254j -0.0155547-0.000560863j 0.0793507+0.00120255j -0.0871203-0.00103776j 0.0610958-0.000268978j 0.00887672+0.000275924j 0.0225853+0.000318744j 0.018595+6.26661e-05j 0.0180663-0.000614717j 0.016312+0.000160222j 0.0379842+0.000512183j 0.00441013+0.000695383j 0.0220089-0.000187006j -0.00668802+0.000244365j -0.0136337+0.000348976j -0.00687058+9.08179e-05j -0.0173677-0.000741041j 0.00819546-3.84688e-05j -0.000408619+0.000340162j -0.00465953-0.000393096j -0.0120658+0.00039271j -0.00242806-0.00120979j 0.00925347+0.000603352j -0.00429667+0.000306079j 0.0188809-0.000823852j 0.00682003-5.06932e-05j -0.00223786-0.000928633j 0.00605866+0.000329601j -0.00111694+0.00106174j -0.00655417+0.000561423j -0.00582894-5.84819e-16j 0.0023848-0.00010635j -0.00136628+0.000281658j 0.000293944-0.00034361j -0.00546727-0.000540962j -0.00278182-0.000529844j -3.22416e-05-6.2568e-05j 0.0015858-0.000675734j 0.00118586+0.000469744j 0.00257249+0.000360295j -0.00517522+6.01035e-05j 0.000390647+0.000482835j -0.00348937+1.25114e-05j 0.000242319-0.000992479j -0.00380369-0.00012883j 0.00188764-0.000321251j -0.00119493-2.64648e-06j 0.00132337+0.000297873j -0.00117804+0.000143083j 0.000540596+0.000314116j -0.0020603-0.000243292j -0.000536461+4.64538e-05j 0.00170554+0.000517512j 
-0.00267466-0.000356044j 0.00200854-0.000442408j -0.00575607+0.00033925j -0.00384229-0.000135816j 0.00723306+0.00120398j 0.00479632-0.000826621j -0.00610179+0.000212647j -0.0124912-3.69846e-05j 0.0106756-0.000116757j -0.00663176-0.000871886j -0.0120409+0.00135335j 0.0615822-0.000667101j 0.0187503-0.000154502j -0.00647093-0.00173633j -0.0483995+0.00117814j 0.00104628-8.20656e-05j 0.0402358-0.000313179j -0.0109597-4.45647e-05j 0.0848772-0.00178624j -0.183714+0.000725805j -0.141298-0.000404895j -0.882755-0.00189417j 0.117267+0.00163199j 0.00802296-0.000107182j 0.0135511-0.000521751j -0.0276862-0.000361165j 0.0447335+0.000682034j 0.0143643+0.000248629j 0.0132545-0.000276886j -0.0309742+0.000928824j 0.00243827-4.00799e-05j 0.024706-0.000253417j -0.00646407+0.000192676j -0.00489572+7.30608e-05j -0.000919225+0.000630952j 0.00374624+5.75018e-05j 0.0154804-0.000650979j -0.0285788+0.000328554j -0.0184408-0.000704278j 0.0071009+0.000141874j -0.010169+0.000374608j -0.0214311+0.00032356j 0.0118728+0.000465191j -0.00228369-0.000572045j -0.00474871+0.000212406j 0.000137598+0.000217855j 0.000618253+0.000735854j -0.0003793+0.000481749j 0.0189121-0.0012088j 0.00133959-0.000111304j 0.00271216-0.00015143j -0.00909683-0.000670139j -0.0037014+8.18014e-05j 0.00129415+0.00018961j 0.0023848+0.00010635j 0.000668296+8.03936e-16j -0.000368306-0.000234228j -0.00695663-0.000372159j -0.00262515-0.000539989j -0.00505587-2.11455e-05j -0.000621378+0.000533123j 0.00304878+0.000322606j 0.00296144+0.000515957j 0.00440006-8.36678e-05j 0.0015077-8.1056e-05j -0.00579837+0.000278779j -0.0021833+0.000408496j -0.00182876-0.000480102j -0.00207681+4.52532e-05j 0.000933425-0.000474749j 0.00392399+0.000772459j 0.000945324+0.000177476j -0.00168673+0.000232416j -0.00187927-0.000220766j 0.000729542+0.000204338j -0.00281526-0.000491617j -0.000215553+0.000220218j 
0.00155604-6.83962e-05j 0.000328454-0.00049679j -0.00633877-4.39403e-05j 0.0051046-0.000124038j -0.00265356+0.000693269j 0.00584617-0.000490724j 0.0166115+0.000406822j -0.0196394-0.000330697j -0.00775383-0.000311715j 0.0113691+0.000527515j -0.0148993+0.00146187j -0.0195392+0.00095152j 0.024555+0.000643131j -0.00478383+0.00109763j -0.017576+0.00091074j -0.0200668+0.000590551j 0.018274-0.00119511j -0.0537501+0.000615312j -0.0994216+0.00052895j -0.0347619+0.000546192j 0.908748+0.00119946j -0.133616-0.000377752j 0.0308878+2.50301e-05j 0.0383949+5.9605e-05j 0.0132063+7.33962e-05j 0.0254434-2.33578e-05j 0.0283088+1.09333e-06j -0.0224949-0.000299532j -0.07497-0.000736733j 0.0129808-0.000243416j 0.0159113-0.00016867j 0.0105468+1.64326e-05j 0.00683029+0.000764321j -0.0176959+1.4911e-05j 0.00887076-0.000279361j -0.0179407+0.000139387j 0.0130504-4.8511e-05j -0.00443112-0.000464423j -0.0139087+0.000178125j 0.00586716+0.00121843j 0.00690588+8.95414e-05j 0.0180751-0.000306103j 0.00476676+0.00152018j 0.00194286-8.52648e-05j 0.00657843+2.97635e-05j -0.0023195-0.000425479j 0.00285814-0.000272536j 0.00542524+1.9968e-05j 0.00250798-0.000506566j 0.00518688+8.55507e-05j -0.00178974+0.000297318j 0.00839603-5.1551e-06j -0.00426975+0.00040084j -0.00218286-2.42946e-05j -0.00136628-0.000281658j -0.000368306+0.000234228j 0.00246368-3.04032e-15j 0.00633076+0.000394397j -0.00629939-0.000806364j 0.000234503+0.000160533j 0.00436518-0.000436206j -0.00153357-3.12803e-05j 0.000806342-0.000373166j 0.000753329+1.79585e-05j 0.00122837-0.000247029j 0.0011231-6.2713e-05j -0.00401567-0.00061444j 0.00130743-0.000492832j -0.00351342-9.68493e-05j -0.00260333+0.000145553j -0.00323956-0.000343485j 0.00190796-9.31388e-05j 0.000149933-0.000235066j -8.45955e-05+0.000155692j -0.00460214-0.000670494j 0.00119573+0.000149575j 0.0029957+0.000606704j 
0.00084087+3.30942e-05j -0.00564008+0.000103713j -0.00480196+0.00110663j 0.0042095-0.000719564j -0.00959118+0.000387752j 0.00466125+0.00028959j -0.0138189+0.00123004j 0.0110668+0.00152251j -0.0198204+0.000759153j 0.00104031+0.00171145j -0.0356798+0.000560674j 0.00876289-7.7527e-05j -0.0437988+0.000113489j 0.0202401-0.000803868j 0.05117-0.00115725j 0.0495058+0.000360918j -0.0307598-0.000715655j -0.124841+9.87135e-05j 0.0478517+0.000424249j 0.903127+0.00249132j 0.00932747+0.000665846j -0.17162-0.0013926j -0.0305495+0.000744102j -0.0614988-0.00134683j 0.0371472+0.000244797j 0.00324651-0.000963818j -0.0196821-0.000914065j -0.0298125+0.000206241j -0.0155231-0.00040078j 0.00656589-0.000198189j -0.0277566-0.000415816j -0.0303611-0.000601732j 0.00079403-0.000166567j -0.00572178+0.000298525j -0.0217477+0.000303127j 0.00329836-0.000412197j 0.00399238+0.000327526j 0.00320604-0.000450226j -0.0058838+0.00037081j 0.00222692-8.50561e-05j 0.00242828+0.000809825j -0.0081783+0.000294308j 0.000580283+0.000399665j -0.00570629+0.000459711j 0.0150833+0.000104546j -0.00216259+0.000412863j 0.00508211-0.000675721j 0.00181998+9.50295e-05j -0.00535639+0.00135293j 0.00182466+0.00014565j 0.00405161+0.00128683j -0.00671255+0.000572709j 0.00479364-0.000198995j 0.00386547-0.000354131j 0.000293944+0.00034361j -0.00695663+0.000372159j 0.00633076-0.000394397j -0.00126501-2.67147e-16j 0.00169947+0.000274038j -0.0014882+0.000224658j 0.000840702+3.85674e-05j -0.000437981+0.000594931j -0.00623433-0.000771152j -0.00198328-0.000896944j 0.00898934+0.000231173j -0.00239823+0.000156565j 0.000790611-0.000423048j 0.00213473+0.000632765j 0.0032433+0.000626633j -0.00514884+0.000302513j 0.00507599+0.000108435j -0.000179906+0.000259898j 0.00286525-0.000190564j -0.00316684-0.000226515j 0.00165432+0.000291508j -0.00107851+8.79266e-05j 0.00193374-0.000134756j 
-0.00250128-0.00012828j -0.00145332+0.000189066j -0.000550489-0.000658474j -0.00844512+0.000871657j 0.00705282-0.00174198j 0.0171425-0.000266621j 0.00683635-0.00117078j 0.00111855-0.00044351j -0.00669081+0.00138187j 0.0332012-0.00170866j 0.00731179+0.000463726j -0.0177097-0.000808301j 0.00337438-0.00105071j 0.0203099+0.00246402j 0.0790148-0.00103472j -0.126376+0.000725506j -0.135288+0.00140247j -0.0784749-0.000582486j -0.88847-0.00449876j 0.0288463-0.000358564j -0.0971548-0.00127864j -0.0756411-0.00229662j 0.0503783+0.000460171j -0.0579291+6.97798e-05j -0.00800592-0.00138852j 0.0327827-0.000291521j -0.0291928-0.000377489j -0.0220988+0.00058207j -0.0234038-0.00118439j 0.0189978+0.000642139j -0.00323279-0.000846192j 0.0076046+0.00089436j 0.0103009+0.00121912j 0.00878523+0.000396046j 0.0197064+2.8957e-05j 0.0145993+0.000296397j -0.00630796-0.000924129j -0.00228569-0.00116931j -0.0181319-0.00139233j -0.00566292-0.000297732j 0.00549207-0.00147037j 0.0110328-0.00074845j -0.0107306-0.000914524j 0.00120651-0.000381326j 0.00345936-0.000264976j 0.0084735-0.00015648j 0.00502108+0.000897556j -0.0018832-7.94129e-05j -0.00776711+2.26589e-05j -0.000284453+0.000129852j -0.00676207-7.69954e-05j 0.00289484-0.000141893j 0.0104743-0.000564092j 0.0014806-5.61387e-05j -0.00546727+0.000540962j -0.00262515+0.000539989j -0.00629939+0.000806364j 0.00169947-0.000274038j -0.00414199-3.9478e-15j 0.00335533+1.15714e-05j -0.00148488-0.000197312j 0.00163068-0.000452753j -0.00300709+0.00040282j -0.000181061+0.000163915j -0.0050261+0.000402688j -0.00237415-0.000474521j -0.00261027+9.55118e-05j -7.52177e-05-6.50042e-05j 0.00108683-0.000247395j 0.00136716-0.000146769j 0.00081204-0.000255508j 0.00192343-0.000320009j -0.000274523+5.03051e-06j -0.000742906-0.000122144j 0.00155035-0.00028404j -0.00192045-9.74839e-05j 0.000214738+0.000154169j 
