0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
-0.00114793+0.00364323j -0.00690859+0.000746375j 0.0060094-0.0096519j 0.0189518+0.00467169j -0.000485696-0.0047758j -0.0025982-0.000772265j -0.00245648-0.00108225j -0.000842707+0.00865976j 0.00299476-0.00614097j 0.0123935+0.00490158j -0.0051928-0.000106668j 0.00666922+0.000499258j -0.00065962-0.00335354j 0.000863399+0.00343462j -0.00450182+0.00026188j -0.0017199+0.00178079j -0.00194137-4.75075e-05j 0.00222358-0.000577544j -0.00899659+0.00355844j 0.0107048-0.00236648j -0.00329489-0.00155507j -0.00295621+0.000389177j -0.00235522-0.0042181j 9.90342e-06-0.000972677j 0.00205517+0.00546547j 0.020632+0.00637629j -0.000197068+0.00252608j 0.0113219+0.0041374j 0.00106395-0.00612272j -0.0128105-0.00979079j -0.00275113-0.00186727j 8.35799e-05+0.015643j -0.00528771+0.0136909j -0.013362+0.00640769j 0.00237995-0.00255951j 0.000209897+0.00187464j -0.00596286-0.00369767j 0.00125195-0.00147085j 0.00429593-0.00327803j 0.00224566-0.000521825j -0.000345035+0.00388012j -0.007643-0.0103364j 0.00325082-0.0107622j -0.00332807-0.00594606j -0.00570902+0.0113916j -0.00933917+0.00411077j 0.0111023-0.0048351j 0.00965236-0.00487125j 0.0130241+0.0204393j 0.0101624-0.0067279j 0.0150596+0.000320496j -0.00308073+0.00761676j 0.0140773+0.0198474j -0.0209249+0.0130272j 0.00983888+0.00497129j 0.0197359+0.00786573j -0.0029938-0.0133799j -0.0106278-0.0033159j -0.00563515+0.0248037j -0.000453386-0.0082813j -0.00702754-0.012852j -0.00185055-0.00233414j 0.00778097+0.0201685j 0.00669871+0.0189361j -0.00615473-0.00205188j -0.013108-0.0176132j 0.00599671+0.00109365j -0.00878313+0.00521405j 0.0162037-0.0028027j 0.00964889-0.00635877j -0.00444095+0.00847182j 0.00584417+0.00139817j -0.0142319-0.00671065j 0.00394913+0.00260182j -0.00378824+0.0105608j 0.00605275-0.00746748j -0.00101601-0.00791945j 0.00382494-0.00112632j -0.0108949-0.00341367j -0.00755017+0.00510328j -0.000490015-0.00225081j 0.00316986-0.00785636j -0.00827839+0.00664267j -0.0019989+0.00207134j 0.00861694-0.00280472j 0.00773626-0.00227978j -0.00523596+0.000576059j 0.000475262+0.00256288j 0.00500169+0.00189808j 0.00178547-0.00241778j -0.00393909-0.00179845j -0.00119735-0.00174092j -0.00815263-0.000607378j -0.000625026+0.000691884j 0.000505269-0.00274363j 
-0.00362025-0.00599288j 0.00297271-0.0039898j 0.00644212+0.0092034j -0.0121826+0.0108901j 0.00412045-0.00549907j 0.00373582-0.00159322j -0.00217849-3.32109e-05j 0.0051055-0.00727706j 0.00136824+0.00240721j -0.00997449-0.00881825j 5.88976e-05-0.0044883j -0.000288768+0.000679803j -0.00238307-0.00437006j 0.00255693-0.00049718j 0.00257057+0.00602153j -0.00457243-0.00300915j 0.0019361-0.00203217j -0.0109046-0.00049577j 0.00782546-0.00894j -0.00329747+0.00083396j 0.0011351+0.000863427j 0.00354081-0.00201067j -0.00632814+0.00649768j -0.00547451-0.000912414j -0.0120526-0.00353368j 0.00065951+0.0025738j -0.00819521+0.00438631j 0.0028281-0.00210619j 0.0199728+0.00921013j -0.00164161-0.0053584j 0.00189766-0.00397428j -0.000291624+0.00450275j -0.00994795-0.00597738j 0.00266719-0.00776582j 0.0059306-0.0012685j 0.00671637+0.00401595j 0.00105743+3.35196e-05j -0.0049399-0.00220971j -0.000751092+0.000600698j -0.000581363-0.0106145j -0.00250888+0.00361584j 0.00465986+0.00924014j 0.00105555-0.00521485j 0.000960794+0.000824115j -0.00345488-0.00485174j 0.00091972-0.00266191j 0.00121188-0.00559857j -0.015914-0.00497149j -0.00586796-0.0129779j -0.00689753+0.00444155j -0.00946926+0.00402252j 0.014238-0.00461132j -0.0117173-0.0136031j 0.00978169+0.00225147j -0.00704266-0.00297399j 0.00177249+0.0343631j 0.0121708-0.0298682j -0.0321771-0.00991225j -0.0164846-0.00929258j -0.0135953-0.0136413j -0.00985027-0.034773j -0.0106063-0.0145766j 0.0158664+0.00524702j 0.0170106-0.00849374j 0.0148904+0.00815146j 0.0040733+0.0212406j 0.0146974-0.0243437j -0.00325071+0.00506397j 0.00965248-0.00445682j 0.00428826+0.00345166j -0.00361183+0.00560953j -0.00592487+0.00878509j 0.0162763+0.0231859j 0.0147943-0.0154745j 0.00161126-0.00332845j -0.00212295+0.0174765j 0.00272883+0.0091173j -0.00195026+0.00079206j 0.00451101+0.00660387j 0.000391628+0.000770233j -0.0151526+0.00290841j 0.00631061+0.0201367j -0.0107556+0.0123679j 0.00336881-0.000600421j -0.00845411-0.00637372j -0.0112784-0.00410431j 0.00814387-0.0030185j -0.00822754-0.00321735j -0.0021039+0.00672793j 0.000365939+0.00238242j 0.00634602+0.00204446j -0.0118123+0.00400036j 0.00684097-0.000354087j -0.00197279+0.00160992j -0.00246601+0.00117703j 
0.0100002+0.000766844j -0.00133824-0.00238269j 0.000356673-0.0148908j 0.0188688-0.00383051j -0.00144382+0.00128051j 0.000158822+0.00659133j 0.00755848+0.015299j -0.00233165+0.00926855j -0.00957874+0.00204938j 0.0116651-0.00780914j -0.012955+0.00340044j 0.00471375+0.00266354j 0.0035464+0.00431693j 0.000953276+0.0135803j 0.00020226+0.00283665j -0.00335318+0.00402553j -0.00291269-0.010461j 0.00268998+0.00169546j -0.0025505+0.00176893j 0.00046569-0.00328202j -0.00677451-6.6009e-05j 0.000444824+0.00401033j -7.57621e-05+0.000925337j 0.00526383-0.0115573j 0.00689445+0.000874005j 0.000845544-0.0161666j 0.00603622-0.00661137j 0.00598128+0.00560566j -0.00253595-0.00728769j -0.00385936+0.00193351j 0.00708333+0.00520119j -0.00343456+0.00175785j 0.00184194-0.0018526j -0.00655945+0.00168413j -0.021273-0.00362023j 0.00600395-0.00862555j 0.00250974-0.00540646j 0.0119671-0.000905037j -0.00157967+0.00731461j -0.00281047+0.00963172j 0.00296633+0.00817263j -0.00926194-0.00152545j 0.00946399+0.0107111j -0.00240888-0.003698j -0.0186996+0.00707507j 0.004274+0.00993635j -0.00237578-0.00470515j 0.0179752+0.00360709j -0.0127055+0.00284764j 0.0010933+0.00507278j -0.00183438-0.00819711j -0.000835601-0.00594507j -0.00246522+8.20425e-05j -0.00154584-0.00598599j 0.0117452+0.000285779j -0.0114959+0.00890441j 0.00996191+0.00287844j -0.000776352+0.00663928j 0.000270919+0.0054487j 0.00730913-0.000786269j -0.0096182+0.002286j -0.00739743+0.00396791j -0.0135322-0.00228292j -0.00486596+0.00542331j -0.00638981-0.00476844j -0.0174501-0.00178361j -0.00412514+0.00244017j 0.00970953+0.000473256j -0.00269734+0.00405627j 0.00074363+0.0133789j -0.00313664-0.00415572j -0.00366229-0.0050257j -0.0138996-0.0035467j -0.010609-0.0121359j -0.00574528-0.0142579j 0.0206563-0.00990172j 0.0126049+0.00369628j 0.00826268-0.0155472j -0.00061018-0.00584869j -0.00711099+0.00523391j 0.0109896-0.0103425j -0.00137317-0.00901773j 0.00441964+0.00509876j -0.0205209+0.00280095j 0.00646076-0.00197586j 0.0172317+0.00169605j -0.00985718-0.00409882j 0.000616852+0.00641869j -0.00416146-0.0145504j 0.0025641-0.00128775j 0.00214031+0.00891996j 0.0150237+0.00132079j -0.0127203+0.00724719j -5.98404e-05+0.00111284j -0.00300518-0.00348977j 
0.00766632+0.00287453j -0.00532472+0.00188851j -0.00866124-0.0161505j 0.018671+0.00747155j 0.00908042-0.0041175j -0.0082048+0.00386816j 0.0102211+0.00978741j 0.00577882+0.00165242j -0.0105031-0.0153505j 0.00657915-0.0132845j 0.00653891-0.00583549j 0.00528174-0.00350368j -0.000954393-0.00342605j 0.00920434+0.00744265j 0.00882438-0.0056138j -0.00266505+0.000352918j 3.3248e-05+0.00497153j -0.002463-0.00468827j -0.0151029-0.00428484j 0.0082428-0.00327885j -0.00486626+0.0046556j 0.00318662+0.00493504j 0.00182459+0.00202921j 0.0138161-0.00761737j 0.000179837-0.00629522j 0.0174246+0.011271j 0.00219595-0.00402015j -0.0119434-0.0105053j 0.00601033+0.00197552j -0.00229397-0.00240381j -0.00867248-0.011208j 0.00172326-0.00908021j 0.00454049-0.000104179j -0.000567733-0.00371376j 0.00313361-0.00474017j -0.00123782+0.00151162j 0.00242504-0.00231044j 0.00353395+0.00424629j -0.00225045-0.00724453j -0.00683406+0.00445212j -0.00842833+0.00550632j -0.00303662-0.00327972j 0.0149534-0.0129908j 0.0133619-0.00719591j 0.00132217-0.00570237j 0.000514256+0.00669967j -0.00390918+0.00174397j -0.0167064+0.00151503j 0.00435925-0.000911897j -0.00190311+0.000287919j 0.00270702-0.001674j -0.0107458+0.0115749j 0.0242251+0.00984206j -0.00283183+0.00453554j 0.0030523+0.000313869j 0.00803084-0.00489608j -0.017403+0.01775j 0.0052517-0.0172947j -0.000711569-0.0138364j -0.00104722+0.00641145j 0.00689496+0.00500346j -0.00733158+0.000329009j -0.00169951+0.00841068j 0.00186468-0.00639557j 0.000842639+0.00771369j 0.0029321+0.00590531j -0.000187575+0.000642757j 0.00408851-0.00824054j -0.00435671-0.000405278j -0.00354493-9.98294e-05j 0.000465705-0.00217454j -0.000649076+0.00750318j 0.0134741-0.00366745j -0.00579611+0.0188908j -0.00228998+0.00653943j 0.00570168+0.00301411j -0.00855546+0.00592519j -0.00936174+0.00311848j 0.00380164-0.00975185j 0.00507703-0.0069013j -0.00590425+0.00519949j -0.00291842-0.00106974j 0.00555554-0.00113272j -0.0137991-0.00219311j -0.00488714-0.000610474j 0.0024528-0.00202836j -0.00350652-0.00669441j 0.00364406+0.00170383j -0.00840949-0.0118122j 0.00372413+0.00293448j -0.00333836-0.00281445j 0.00408951+6.00923e-05j 0.00164882+0.00697554j -0.00300843+0.00101886j -0.000871763-0.0027222j 
0.00375604-6.08598e-05j -0.000441454+0.011176j 0.00152953-0.00420313j -0.0022599-0.00182689j 0.00939585+0.00486821j -0.00938299+0.0110423j 0.00598195+0.00576294j -0.0145063-0.000119355j 0.00753803+0.00598081j 0.000454868+0.0165268j -0.00736552+0.00892514j -0.00420733-0.00333257j -0.00542177+0.00147397j 0.00862831-0.00453486j -0.00391771+0.000939228j -0.00243552+0.0063129j 0.00279343-0.00441413j 0.0024743+0.00563476j 0.00890275-0.00259524j -0.00504888+0.0049944j -0.000958995+0.000305858j -0.000906574-0.00720424j -0.0106446+0.00624663j -0.00377785-0.00503446j -0.00202213+0.00117321j -0.00406601+0.00209177j -0.00578707-5.64164e-05j -0.000443085+0.00194195j -0.00355257+0.0117531j 0.00658952+0.000489949j -0.00275353-0.00693071j -0.0110798+0.00127826j -0.000780587-0.00404523j 0.00282538-0.00309634j -0.00637401+0.0010007j -0.00866009+0.00141114j -0.00355166+0.000557528j -0.00475706+0.00536933j -0.00700589-0.0107022j -0.00539292+0.00256631j 0.0036232-0.00713684j -0.0034068+0.00900954j 0.00427621+0.00717591j -0.0121855+0.00681825j -0.00365087+0.0068959j 0.0153518+0.000781617j -0.00309915-0.003224j 0.00548209-0.00800764j 0.0175014+0.0159215j 0.0121818-0.0239431j -0.00965847+0.00257146j -0.0099851+0.00230595j 0.00792551+0.00149729j -0.00666713+0.0162207j -0.0134429-0.0107173j 0.0236753+0.00613149j -0.012496-0.0178522j -0.00860535-0.00452074j -0.00559837+0.00590315j -0.00388747-0.0124637j -0.000454386-0.00441841j 0.0103224+0.00607341j 0.00108208+0.00763768j 0.00176011+0.0169137j 8.50415e-05-0.00614888j -0.00932497-0.0147578j 0.00045853+0.0175905j 0.022509-0.0127384j 0.0104999-0.00907861j 0.00985023-0.0190689j -0.00672159-0.00675987j 0.00922528-0.00158793j -0.00658771-0.00305621j -0.00590248-0.0064617j 0.010321-0.00210095j 0.00443747+0.0033666j 0.0030517-0.00597347j 0.00218719+0.00411524j 0.0035581+0.00421161j -0.00757795+0.0093915j 0.00336208+0.00121501j -0.0102948-0.00632838j -0.00158552+0.0040338j -0.00178063+0.0097349j 0.00908816-0.00314524j 0.0162224-0.00708826j -0.000974294+0.0125983j -0.00668555+0.0101586j -0.00174219-0.00305818j 0.00875368-0.00259189j -0.00286398-0.00302687j 0.00272217-0.00693752j 0.00515299+0.0038789j 0.000428423-0.00323954j -0.000421924-0.00187779j 
0.00211466-0.00419037j 0.000400034+0.00290513j 0.00738812-0.00806145j 0.0113906-0.00291825j -0.00798987+0.00796683j 0.002128-0.00357014j 0.000337206-0.00234391j 0.00775439+0.00142222j -0.00238793-0.00480162j 0.00265517+0.0110145j -0.0200913+0.00674072j 0.0154401+0.016229j -0.00105225+0.00966269j -0.0137244+0.00773509j -0.0103513+0.00760024j -0.00677366-0.00135854j -0.00241584+0.00139501j 0.010286-0.00463677j 0.00127419+0.0173015j 0.00446722-0.0029546j -0.00408153-0.00257562j -0.0021715+0.00555105j -0.0121734-0.00494135j -0.0119081+0.00357491j 0.00653021+0.0118131j 0.00568465-0.00682447j 0.00176979-0.00961945j -0.00301609-0.00066838j 0.002849-0.00204409j -0.000357633+0.000421451j 0.0138557-0.000377427j -0.0104947-0.00290091j 0.0125918+0.00552583j -0.00701907-0.000691426j 0.0077939-0.00197089j -0.00173374+0.00978326j 0.000357737-0.00674022j -0.011309+0.00528596j 0.00308816-0.00344589j -0.00916775+0.0047818j -0.000122084+0.0117209j -0.00388615-0.00315192j 0.0109377-0.00480652j -0.00171293+0.000910911j 0.00810708-0.011195j -0.000509601+0.00243011j -0.0109991+0.00362268j -0.00420447+0.00139714j 0.00379674+0.00625604j 0.00302324-0.00299321j -0.00368055+0.00116957j 0.0043982+0.00493989j 0.00376274-0.00221754j -0.0202351+0.00780837j -0.00998592-0.0107344j 0.027488-0.00235195j -0.0102533+0.023994j -0.0150679-0.0162212j 0.0063362-0.00502038j 0.000358191+0.00498252j 0.00869002+0.0151565j -0.0021389-0.00296557j -0.00110477+0.00989888j 0.00473242-0.00927302j 0.0146256-0.00567527j -0.0153648+0.00713811j -0.00684779+0.0111292j 0.00204552-0.0138157j 0.00692009+0.000783715j 0.00406105-0.00333662j 0.00522589-0.00695019j -0.00122762+0.00627984j 0.00237033-0.00419295j -0.00768213+0.0171302j 5.01425e-05+0.00790008j 0.00135254-0.00519531j 0.00918231+0.00747787j -0.00143897+0.00707408j 0.00973027-0.000646466j 0.00979501+0.012977j -0.0187066-0.00317175j 0.00295379+0.00813035j -0.00952352-0.00780806j -0.000436523-0.010871j 0.0177332-0.00321909j -0.00645889-0.00202235j -0.00379326-0.000953048j -0.00823213-0.0040431j -0.00960785-0.0110431j -0.00112719-1.50945e-05j -0.00723963-0.00557896j -0.0104279+0.00477394j -0.00310208-0.000292651j -0.00370736+0.0060481j -0.00341274+0.00148856j 
-0.000980414+0.00330267j -0.00411899-0.0048875j -0.0101762-0.00580985j 0.00869125-0.00498133j -0.0053875+0.00980024j -0.00893637+0.00372289j 0.00656997-0.00094316j 0.00639036+0.00309564j 0.000839919-0.00360933j -0.0059074+0.0113019j 0.00261625-0.000634905j 0.00465765+0.000786103j -0.00356198+0.00520209j 0.00675426+0.00302462j -0.00323963+0.00628026j -0.00746492+0.000341347j -0.00302663+0.00440279j 0.00127066-0.00124387j -0.00724948+0.00466748j 0.00258283-0.00886334j -0.00207012+0.00513618j -0.00148269-0.000163825j -0.00484923+0.00322273j 0.00527501+0.00802369j 0.00583785+0.00519789j -0.00714761-0.0121514j 0.00884358+0.00413284j 0.00672332-0.010238j -0.00186445-0.00312735j -0.00895767+0.0034588j -0.00617956+0.00141082j -0.00223934-0.00510127j -0.00528611-0.00162706j -0.00918878+0.000309001j 0.00212477+0.00701279j 0.00351725-0.00328024j -0.00311339+0.00311523j 0.000679835-0.00707659j 0.001022+0.00113144j -0.00415003-0.000883287j -0.00826299-3.81408e-05j 0.0124844-0.00194146j -0.0140067-0.00890837j 0.0169953+0.00721532j -0.00525192-0.000402787j -0.0060976-0.00786899j 0.00303105-0.000977418j -0.0103469+0.00895173j 0.00422838-0.00670254j 0.0111674+0.000773693j -0.00336094-0.000754135j -0.0139532-0.00572163j -0.00237326-0.0232816j -0.00152553-0.00827384j -0.0101646-0.0203708j -0.0154632-0.011336j -0.0138715+0.0150855j 0.00038255-0.000179683j -0.0160871+0.00477392j -0.00475832-0.00938124j -0.0063072+0.00509961j 0.00234026-0.0127519j -0.00890634+0.0245377j -0.0148473-0.0165352j -0.0143125+0.00770803j -0.000749875-0.00241707j -0.00171166-0.0115834j -0.00584083-0.00838998j -0.00926593+0.00666895j -0.00520418-0.00706219j 0.00632219+0.00528429j -0.0105127-0.00115276j 0.00557239+0.0025779j 0.00287703-0.00162465j -0.0104104-0.0144285j -0.00546467-0.00215706j -0.0180177+0.00861742j -0.00364621+0.00220102j 0.00178512+0.00156758j -0.00908793-0.0095903j 0.000601103+0.00354083j 0.00992746+0.00827011j 0.0107083+0.00428239j -0.0139791+0.00319571j -0.00690191+0.00772307j 0.00898397+0.00579682j 0.00364923-0.00809369j 0.00980154-0.00242297j -0.00862718-0.00738178j 0.000647318-0.00204742j 0.000464282+0.00328603j 0.00192074+0.000155228j 0.00212372+0.00903549j -0.000248468-0.000661134j -0.00166143-0.00304656j 
-0.00844135+0.0105275j -0.00800782+0.00747538j 0.0242475-0.00414434j 0.00617136+0.0152374j -0.00143621+0.0150825j 0.00942-0.011276j 0.0061757+0.00702356j -0.00700124-0.0126905j -0.00391342-0.00367337j 0.0139023+0.00392785j -0.00496877-0.00493949j -0.00493266-0.00656981j 0.0098301-0.00677469j 0.0121495-0.000646616j -0.0150905+0.00421134j -0.00324989-0.000773291j 0.00240023+0.00201143j -0.010476+0.00796183j 0.0043914-0.00164806j -0.00992116+0.0181207j -0.00166089+0.00335081j -0.00549845-0.0053115j 0.0175018+0.00196381j -0.00262409-0.00346716j -0.00590108-0.0033034j 0.0092494+0.0155411j -2.60375e-05+0.00297727j 0.00132461-0.00565663j 0.00500159+0.00478899j 0.000419674-0.00230472j -0.0181711+0.00334258j 0.00136309-0.001147j -0.00415511+0.00470954j 0.00138439+3.36135e-05j 0.00388427-0.00971713j -0.00397145-0.00212865j 0.0020153+0.00265909j 0.00839345+0.0121224j -0.00887912-0.00444143j -0.00382233-0.00424777j 0.00357374-0.0101448j 0.00137779+0.00509243j 0.00347647-0.00417013j -0.00356644-0.00395744j 0.000945469+0.00386484j -0.00351454-0.00194579j 0.00300669-0.00560954j -0.0124204-0.00229731j -0.00464104+0.00396865j 0.0103202-0.00581103j 0.0117798+0.0119426j -0.00223054+0.00788041j 0.00240168+0.00344064j -0.00431898-0.00285107j 0.00966704+0.0220005j -0.012454-0.0124972j 0.0102774-0.00173388j 0.00194027-0.00815492j -0.0023118-0.00196246j 0.00392985+0.00806606j 0.00801314-0.0069963j -0.00233025+0.000999689j 0.00649461-0.0108397j -0.00987071-0.00465594j -0.0191046+0.00502882j 0.00694593+0.0112033j -0.0125592-0.000493987j -0.00390202+0.000341087j 0.00748992+0.00211739j -0.00413918+0.00889253j 0.00741982+0.00493171j 0.00261159+0.0168248j 0.00552826+0.00731341j -0.0111007+0.00553377j 0.00570442-0.00976449j 0.00608322+0.00804258j -0.00214991+0.0080473j -0.00473303+0.00205794j -0.0112908+0.00606164j 0.00802356-0.0118587j -0.00685008-0.00102087j -0.00965407+0.00253439j -0.00201172-0.0122071j -0.00239133+0.00431614j -0.0107448+0.00752697j -0.00333838+0.00475648j -0.000205186+0.00489072j 0.00994088-0.00524061j 0.00820176-0.00424785j -0.000123127+0.00199597j 0.00346999+0.00320546j -0.000675386+0.00302631j 0.00459988+0.000860636j 0.00132142-0.0033835j 0.00235023-0.00442257j 
0.00486331+0.00472347j 0.00693631-0.000470005j 0.00521503-0.000151648j -0.00266708+0.00406394j 0.00583234+0.00404872j 0.00875586-0.00933619j 0.0033952+0.00290334j 0.00370579-0.00608173j -0.00510972+0.0019471j 0.0198078-0.0107085j 0.000138086+0.00633251j -0.000140268-0.00982691j -0.00433651-0.0062186j -0.00641494-0.00498811j -0.000102163+0.00130546j 0.0127654+0.00343024j 0.00388587-0.000375248j 0.0078401+0.000820939j -0.00149221+0.00323717j -0.0050726+0.00664849j 0.00203353-0.0106934j -0.00348597+0.0095034j 0.00896101-0.00687047j 0.00181189+0.00294679j 0.0161354-0.00638844j -0.0107948-0.0166586j -0.000814923-0.00253482j -0.00301653-0.00834692j 0.00645858-0.00336909j 0.0024217+0.00818219j 0.00264336-0.00993668j -0.00200207-0.00914453j 0.00856608+0.00142518j -0.00638988-0.00380802j 0.000850145+0.00722639j 0.00968313+0.00411366j 0.00430163+0.00196328j 0.00260606-0.00499154j -0.00353127-0.00109389j -0.00638068+0.00616262j -0.00101673+0.00676016j -0.00151854-0.00282625j 0.000216853-0.000114692j 0.00703887+0.00351708j -0.00618327+0.00508749j 0.00450521+0.00519516j -0.00117421-0.00819403j 0.00252207+0.00414826j -0.00939926+0.00234688j 0.00194136+0.00184949j -0.0125177-0.000760656j -0.00309652-0.0154468j -0.00184611-0.0056437j -0.00144962+0.0115202j -0.00600859-0.0255258j -0.0125418+0.00714891j -0.00370889-0.00844571j -0.00752354+0.0144736j -0.00494874+0.00578596j -0.0106929-0.0099843j 0.00534873+0.0046165j 0.0130518-0.00235592j -0.0112881+0.0170125j 0.0053005+0.00490636j 0.00234518+0.0106808j -0.00871819-0.00126127j 0.00903641-0.00603263j -0.00130229-0.00432398j -0.00499285-0.0106633j 0.00258099-0.00308868j -0.00162352-0.00449727j 0.00145209-0.00576025j 0.00134426+0.00360984j 0.010746-0.00333192j -0.00670091+0.00482493j 0.000318148-0.00257464j -0.00591686-0.00434186j -0.000439894+0.00813868j 0.00969074+0.00617493j -0.00469195+0.00749085j 0.0100062+0.000925303j 0.00908562+0.00871077j 0.0101194+0.0073508j -0.00734043+0.00986181j -0.0021498+0.00145787j 0.0067482+0.0091452j -0.00409717-0.00165928j -0.00443735+0.0117646j -0.00937706-0.00464148j -0.00276798+0.00105165j 0.000275006+0.00519413j 0.00543636-0.00647794j 0.0040688+0.00295771j -0.000189434+0.00151864j -0.00355173-0.00261397j 
-0.00539863-0.00335658j 0.00163326-0.00706925j 0.0106017+0.0103825j -0.0212819-0.0029436j 0.00839882-0.0138689j -0.000724599-0.00885964j -0.0152925-0.00393108j -0.027931+0.00948109j 0.011161-0.00387316j 0.012067-0.0093999j -0.00160898-0.00513536j -0.00176073-0.00126448j 0.00665744-0.0117765j -0.00954202-0.00376249j -0.000268286+0.0050225j 0.00532943+0.00268802j -0.0033423-0.00867017j 0.00133421+0.00836356j 0.00771439-0.000387679j -0.00571493-0.0110368j 0.00742175-0.00483285j 0.00644419-0.0175334j -0.00223177-0.000695136j 0.00832452-0.00237492j -0.00415553+0.00544081j -0.00683762+0.00468145j 0.00223804+0.00787948j 0.0026376+0.00370486j -0.00488401-0.000189736j 0.00486424-0.00105757j 0.00344093+0.0116268j -0.00928906+0.0130143j -0.000295513+0.00104654j 0.00903857+0.00514132j 0.00281083+0.00210554j -0.0104312+0.000280009j 0.000270982+0.0010732j -0.00935073+0.00825628j 0.00868385+0.00073712j 0.000505979-0.00306485j 0.00391588-0.0114432j 0.00100453-0.000237078j -0.00620317-0.00072722j -0.0126307-0.00281376j 0.00626937-0.0014622j -0.0029908-0.0133319j 0.00581154+0.00326576j 0.000608845+0.00514098j 0.0238392+0.0171413j 0.00869775-0.00975873j -0.00794203+0.00750433j -0.00676184-0.00199497j -0.0099941-0.0156391j -0.0123058+0.00525169j -0.0216661-0.00814528j 0.0140346-0.00195999j -0.0142515+0.00955025j 0.00396322-0.0251705j 0.00738343-0.00324697j 0.00549379-0.0117315j 0.00472605+0.000995205j 0.00925289+0.00110186j 0.00136827+0.00535001j 0.0052645-0.00273792j 0.00945161+0.00795681j -0.00406103+0.00222006j -0.0095912+0.0104124j -0.000264377-0.0147747j 0.0102084+0.00648348j -0.00089538-0.0160739j 0.0022311+0.00113305j -0.0031407-0.00442203j -0.00875352-0.00898199j -0.00496878-0.00340287j 0.00750122-0.00214314j 0.00242458-0.000810515j 0.0109755+0.00909154j 0.00242874-0.000905612j 0.00468536+0.00896497j -0.000963421+0.00121432j -0.0145087-0.0042556j 0.00239541+0.00724901j -0.00589502-0.00604295j 0.00701275-0.0104895j 0.0188397-0.00471482j -0.00309094-0.00264091j 0.00346437-0.00310861j -0.00311742-0.00988205j 0.0044498+0.00494333j 0.00169857-0.000560163j -0.000209472-0.00796883j -0.0136309+0.00122211j 0.00106962+0.000767264j 0.000713224+0.00379402j 0.0016176+0.00286948j 
