0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
0.0103811+0.012471j -0.00281256-0.000875394j -0.00694364-0.0210156j 0.00996857-0.0167121j 0.0032813+0.0130883j -0.00796321+0.00909003j 0.00338482+0.0253277j -0.0183702+0.000758243j -0.0102857+0.00924039j -0.000497772-0.00670475j 0.000785905-0.0178015j 0.0106128-0.00758522j -0.0130752+0.0103989j 0.00486533-0.00016631j -0.014238+0.00111316j 0.0114396+0.00398151j -0.00966996+0.00888365j -0.0111042+0.0206897j 0.0166225-0.00393236j -0.0187654-0.00444864j 0.00132301+0.00968905j -0.0117119-0.0121466j -0.00122481-0.00174686j -0.009381-0.00232478j -0.00386706+0.00266996j -0.016611+1.63619e-05j 0.0016306-0.0173857j 0.0110221-0.00201508j -0.0111503+0.00695739j -0.000758689+0.00310723j -0.000392431-0.0105543j 0.00487269+0.00382976j -0.0135965-0.0139431j -0.00120536-0.00108041j -0.000844695-0.0135726j -0.0127611-0.00702793j -0.0249141+0.0210868j -0.0126568-0.000129686j -0.00323588+0.00414471j -0.00236724+0.0190725j -0.00761957-0.0213293j -0.0161793+0.0119317j -0.0124343+0.0121749j -0.0175594+0.019492j 0.00357002-1.35874e-05j 0.0300449-0.00851112j -0.0321294+0.0122313j 0.013336+0.00109168j 0.000906732-0.00144518j 0.00600532-0.0147586j -0.0352259+0.0011942j 0.00575924-0.00117266j -0.00754761-0.0074634j -0.00564702+0.0109113j 0.0130018+0.00407091j -0.0063265+0.00844511j 0.00671933-0.00161778j -0.00432713+0.0146878j 0.0241875+0.00333807j -0.0203359-0.00838782j 0.00533093-0.00146872j -0.00513935+0.010672j -0.0113816-0.00145735j -0.00769867-0.00559967j 0.0371211+0.00927067j -0.00139737-0.00648389j 0.00333734+0.0110133j -0.000305656-0.00940307j -0.00291747+0.00936565j -0.00714058-0.00138806j -0.00228694+0.00407583j -0.00638302+0.0259121j -0.00789099+0.0021991j 0.00554297-0.00028409j 0.0254435-0.00698286j -0.0247949-0.0068066j -0.00811214+0.00155874j -0.000347417-0.00652965j 0.0135041+0.000653569j 0.00144515-0.00291922j -0.00543838+0.0026189j 0.0258569+0.0148651j -0.0079131+0.00535318j 0.021075-0.00471333j -0.00089089-0.00181575j 0.00158355+0.00419116j 0.0245409-0.0164193j -0.0239704-0.0109255j -0.0189769-0.0178409j 0.0105808+0.00561955j 0.00568822+0.00792748j -8.5469e-05-0.0104559j 0.0287178+0.0105493j -0.000892644-0.000733393j -0.00337767-0.0149758j 
-0.00372784+0.000924679j -0.00239571+0.00304248j 0.02429-0.0129874j 0.00332545+0.00041783j -0.00111746+0.000444735j -0.00874054+0.00743085j -0.0085143+0.00805546j -0.0122455+0.00742029j 0.00809417-0.0201748j 0.00378557+0.0101651j -0.000623726+0.00285762j 0.00732613-0.000643645j 0.00809366-0.00344774j 0.000654888+0.000247653j -0.00161444+0.00476734j -0.0105058+9.11104e-05j 0.0163473-0.00690474j 0.0121518-0.00112626j 0.000632887-0.0133651j -0.0116376+0.00675908j 0.0139942+0.00675711j -0.00197037+0.00491287j 0.0105311-0.00914364j -0.00802792-0.00380336j -0.005173-0.00439726j -0.00981712-0.00204163j 0.0114829+0.00905853j -0.00165663-0.00910535j -0.00499647-0.00372288j -0.00337162+0.0122381j -0.00276913-0.00521124j -0.00218626-0.0020063j -0.00220437+0.00938144j 0.0039797+0.0132578j 0.0241552-0.0135567j -0.00519647-0.0044127j 0.000563173+0.00308275j -0.00279667+0.00262844j -0.0153463+0.00311534j 0.000228188+0.0124489j -0.0103458-0.00667093j 0.0214478+0.00447246j 0.01356+0.0146473j -0.00733832+0.0126212j 0.0198601-0.017482j 0.0216733-0.00435844j -0.00540263+0.015885j -0.000822156-0.0117911j -0.00734276-0.00869455j -0.0162851-0.00447381j -0.011023-0.0165067j 0.0167769+0.00594309j -0.0189652+0.000555405j 0.0144098+0.00572985j -0.0115843-0.0228082j -0.0133044+0.00991151j -0.00976121+0.000571044j 0.0051423-0.00515544j -0.00512157+0.00654003j 0.000457711+0.0105914j -0.00367595-0.000262795j -0.0105436-0.00546997j -0.000776519+0.00557571j 0.00326999-0.0285759j 0.0371129+0.0174303j 0.00431205+0.0159131j -0.00296452+0.00996422j -0.00537598+0.0145244j -0.00925875+0.00171426j 0.00931724-0.017459j -0.0159575+0.000687079j 0.00194421+0.0134288j 0.00204718+0.0124284j -0.016401-0.0145797j 0.0143418-0.000365619j -0.00464284+0.0065658j -0.0139898+0.00736716j -0.00654282+0.00948276j -0.00373053+0.00444697j 0.00351579-0.0157021j -0.00543765-0.00758474j 0.0320449+0.0110956j -0.0128415-0.00571504j 0.00449016-0.0138111j 0.0129779-0.00365762j -0.00587684-0.0170059j 0.0188366-0.00414354j -0.0223856-0.0127996j -0.022498-0.0342622j -0.0174252-0.0126682j -0.00461985-0.0147127j 0.0048439-0.00484342j 0.0323606+0.0185776j 0.00236357-0.0001944j -0.0106736+0.000862285j 
-0.00562595-0.00419657j 0.00281026-0.00548019j 0.0274375+0.00889762j -0.0023199+0.0296006j -0.00160299-0.0114537j 0.0029822-0.0189831j -0.00635724-0.0166066j -0.00657974-0.00900353j 0.0168796-0.0174855j -0.00254839+0.00387014j -0.000400832+0.00589386j -0.00320276+0.00292355j -0.00578921-0.0189077j -0.00148709-0.000832068j 0.00335887-0.00819173j -0.000188782+0.0168803j -0.00917408-0.00760776j 0.0070054-0.0230574j -0.00241949+0.0188723j -0.00611605+0.00649154j 0.00611701-0.00780334j -0.0150658+0.00611805j -0.00375061-0.0200597j -0.00485711+0.00155164j -0.000706715+0.0163894j 0.00095057-0.00134884j 0.0011904-0.000186203j 0.00185936+0.0136383j 0.00879051+0.00616472j 0.0145938-0.0212365j 0.00653662+0.00431926j -0.015039+0.0153876j -0.000295309+0.0142686j -0.0045264+0.00107515j -0.0135346+0.000187969j 0.0020794-0.00294433j 0.0173056-0.0103368j -0.00347803+0.030146j 0.0295148+0.0208924j -0.0189819+0.0168j 0.00123331+0.0142591j -0.00735542-0.0230605j 0.00998412+0.00174855j -0.00750133-0.00555907j 0.0114173+0.0143702j 0.00214176-0.00105211j 0.0152412-0.00228353j -0.0141035+0.0026312j 0.00848568-0.000760897j -0.00446046-0.0130705j 0.00251777+0.020373j 0.0166073-0.00662543j -0.0139048-0.0251208j -0.0153931-0.00228672j -0.0052375-0.0166448j 0.00139634+0.0110233j -0.000931336-0.023654j -0.0155279+0.00785366j 0.0105515+0.018467j 0.0131429-0.0044142j 0.0130226+0.00829495j 0.00127859-0.00315987j 0.00416002+0.0207524j 0.0193803+0.0244103j 0.00844334+0.00497588j 0.00262378-0.00381511j 0.0154345-0.000273667j -0.00622737-0.00213065j -0.024231-0.012001j -0.00148564-0.0144019j -0.015509+0.00448034j 0.0157256-0.00135715j -0.0122406+0.00502136j 0.0112772-0.0207476j 0.00330074+0.00849097j -0.0083804-0.000632819j -0.00121525-0.0170475j 0.0165579+0.0203861j 0.0191364-0.00126397j 0.00284047+0.0022174j 0.00970947-0.008755j 0.015152-0.00231187j -0.00954494+0.0214522j -0.00309441+0.010325j 0.00308015-0.0119836j -0.0118461-0.00397522j -0.00358368-0.00113069j -0.0455815+0.013499j 0.00548303+0.0119475j -0.00243843+0.00403618j -0.000827383+0.00533518j -0.00766036-0.00759732j 0.00455015+0.00536008j 0.00235505+0.00444389j -0.00583423-0.00515226j 
-0.00410205-0.00425631j 0.00548867+0.00207397j -0.00592832+0.0206159j -0.0311959+0.00107096j 0.0106093+0.00329926j 0.00822937+0.00831778j 0.00506784-0.0101179j 0.0131596-0.00627137j 0.0119901+0.00906364j -0.0157492-0.000134197j -0.00185153-0.00318121j 0.00504533-0.000206985j -8.3976e-05+0.00438279j 0.0084461+0.0126458j 0.00824163-0.00939059j 0.00297488+0.00413036j -0.00615321+0.0061008j -0.00253345-0.0135949j -0.0133714-0.0188218j 0.00306327+0.000633408j 0.007655+0.00557424j 0.00917318+0.00577278j 0.00421102+0.00428418j -0.00234678-0.0135713j 0.0141912-0.0012292j -0.00649623+0.0227228j -0.0106996+0.0128236j -0.0198803+0.00377829j 0.0099335-0.00302328j -0.00605562+0.00145787j -0.00345303-0.00367413j 0.0153409+0.00296485j 0.00168082+0.00949074j -0.014226-0.0124233j 0.0410436-0.000122055j -0.00195725-0.00782944j 0.00940466+0.00786424j -0.00451169-0.00529429j 0.00499452+0.0212127j -0.00647943-0.0132659j 0.00136062-0.0124049j -0.00174921-0.00357928j 0.00138799+0.00669169j 0.0182645-0.00907041j 0.00359586-0.0106785j -0.00911373-0.0134542j -0.0133411-0.00868613j -0.00238679-0.0140252j -0.0206002-0.0132672j -0.0245827-0.00437463j 0.00712996-0.00274113j 0.000596308+0.00275653j -0.00441763+0.00140421j 0.0285163+0.00711634j -0.0143897-0.00198354j 0.0156895+0.00363162j -0.00731843-0.0239263j 0.00636124+4.8396e-05j -0.0228939-0.0208089j 0.0083962+0.0150952j 0.00506777-0.0181866j 0.00140011-0.0117722j -0.0021892-0.0124384j -0.00173968-0.005714j 0.0181791-0.00495054j 0.00892846-0.00364861j 0.00726092+0.00162537j -0.000576954+0.0221454j -0.0261857-0.000959142j -0.00467746-0.00393528j -0.0173344-0.00317809j 0.00420489+0.010484j 0.00433305-0.00632626j 0.00780042+0.00852715j -0.0125375+0.00284898j 0.00205753+0.0204476j -0.012712+0.00177184j -0.00847773-0.0210479j -0.0255653-0.00467043j -0.00449111+0.000778565j 0.015793-0.00589498j -0.0129297+0.000409459j -0.0142456-0.0412929j 0.016209-0.0191043j -0.00322697-0.00258602j -0.0180212-0.0157466j 0.015857+0.0212021j 0.00447521-0.0131384j 0.0198612+0.0134202j 0.00056356+0.0060312j -0.0100116-0.01067j 0.00248876+0.0125174j -0.0206357-0.0104215j 5.0317e-05+0.00940838j 0.00951093+0.00900583j 
-0.000250514+0.00240728j -0.000448709-0.00147858j 0.0125317-0.00853058j 0.00370259+0.00490668j -0.00415952-0.00101616j -0.00671484+0.00138239j -0.00647769+0.000497708j -0.00526482-0.00620468j -0.0102029-0.000834758j -0.00407509+0.00738907j -9.61269e-05+0.0111667j 0.00210703+0.00196944j -0.00486474+0.000613965j 0.00304815-0.00776775j 0.000696496+0.0011036j 0.00351894-0.00509972j 0.00652084-0.00706728j 0.00430457+0.0188662j 0.00994097+0.0198445j 0.00522307+0.00365964j -0.0136512-0.00782491j -0.00745864-0.0184294j 0.00476345-0.00534354j 0.00790958+0.00444506j 0.00454597-0.000867483j -0.000571758-0.00221256j -0.0037563+0.000690488j -0.00743905+0.0117717j 0.00209719+0.00441132j -0.000107579+0.00398301j -0.00208625-0.00779456j 0.000961884+0.00105645j 0.00014059-1.01801e-05j -0.0130907+0.00588638j 0.00849882-0.00381403j 0.00750519-0.00485707j -0.0114823+0.00649411j -0.0206166+0.00282241j -0.00108352+0.00268999j -0.0189498+0.0111058j 0.00996236-0.00994273j -0.00747863-0.000273971j 0.00355518+0.00462913j -0.00918812+0.00146188j -0.00237145-0.00597772j 0.00504858-0.00480687j -0.0171573+0.000381419j 0.000869729-0.0168988j -0.00117384-0.00043188j -0.00566785-0.00351357j -0.0195831-0.000171344j 0.0134568+0.00060251j 0.00022043-0.00567608j 0.00765293+0.00212842j 0.00348389-0.00660682j 0.00207977+0.00431641j 0.000249794-0.00844879j 0.0143742+0.00998848j -0.00346359-0.000595372j -0.00556717-0.00748842j 0.00885865-0.00594084j 0.00128287+0.00252662j 0.0123922+0.000480053j 0.0020734-0.00469615j 0.0115802+0.000162192j -0.00257051-0.00962452j 0.0117156+0.00897618j -0.00480288-0.000668941j -0.0121481-0.0107631j -0.00349323-0.00089311j -0.0216543+0.0111942j 0.00444002+0.00524134j 0.00415689+0.0159835j -0.00374379-0.011965j 0.0173514-0.0178025j -0.00979361+0.00232087j -0.0230019-0.00614j 0.0167154-0.0140677j -0.0163286-0.00101122j -0.00832083-0.00912203j 0.0144269-0.0117684j -0.00200985-0.00597395j -0.0135684-0.0128972j 0.00547662+0.00164284j -0.00796466-0.00862764j -0.00313611-0.00625397j 0.00446152+0.0102287j -0.00235137+0.00922998j -0.00640395-0.00970731j -0.00729331-0.0106948j 0.000114241-0.00276037j 0.0180585-0.00143717j 0.00361696+0.0181121j 0.000614994+0.00307806j 0.00264184-0.00387112j 
-0.0157441+0.00702953j -0.00633089-0.00113304j 0.0418091-0.0112325j -0.000460262+0.00670293j 0.0019788+0.00363464j 0.00768596-0.00803723j -0.0135352+0.00994998j -0.0147697+0.00454296j 0.0323764-0.00756251j -0.00518339+0.00422772j 0.0119897+0.0167695j 0.0151448-0.000548795j -0.00498935-0.00117985j 0.00205624+0.00261662j -0.0120613+0.00579763j -0.013703-0.00086704j -0.0101178+0.00452736j -0.00612143+0.00678897j -0.00983246-0.00318463j 0.00169531+0.00317648j -0.00315314-0.0116873j -0.00619454-0.00252361j 0.0185906+0.0059135j 0.0042444+0.00243353j -0.0132209-0.00988675j -0.0194629+0.00465517j -0.00489941+0.0280501j 0.0173964-0.0117984j 0.000940409+0.0122632j 0.00755735+0.00751358j -0.00137105-0.00571401j -0.00820717-0.00457519j -0.0105396+0.00648752j 0.0115506+0.00974066j 0.0201422+0.00316811j 0.017393+0.0109476j 0.00133035+0.0093942j 0.0165653+0.00319097j -0.01304-0.00397312j 0.00315042+0.00223516j 0.00107382-0.0141126j -0.00185126+0.00428549j -0.00104057-0.00451575j 0.000904091+0.0202131j 0.000100537+0.0104452j -0.000825493+0.00491906j -0.0126374+0.00969105j 0.00835645+0.00846999j 0.00235353+0.00620542j 0.000261388+0.0299312j 0.00124152+0.00501702j -0.0172164-0.0154955j -0.0122189-0.00599094j -0.000971834-0.00794523j -0.0166313+0.00560098j 0.018334-0.021772j 0.00700376+0.0122468j -0.0221435-0.0143067j -0.00722902+0.000880074j -0.0290703-0.00538661j 0.00761905-0.000489965j 1.78425e-05-0.0302354j -0.00632267+0.00590592j -0.0294693+0.00018152j 0.0136782-0.0234337j 0.000663618+0.0118404j -0.0278664+0.00443919j -0.00168627+0.00636274j 0.0070403+0.0171793j 0.0072189-0.0353222j 0.0248313+0.00173116j 0.0151132+0.0233845j -0.00500713-0.0087251j 0.00761435+0.0291646j -0.00734208-0.0168784j -0.00644914+0.0317566j -0.00170879+0.0185739j -0.000784069-0.0199457j 0.0191089+0.0196427j 0.0273423+0.0218235j -0.0269144+0.0347262j -0.010289+0.0325518j -0.0108421-0.0216938j 0.0327551-0.00399362j 0.0173353+0.0108906j -0.0073441+0.0247292j 0.00857484-0.00884087j -0.00846984-0.0176637j -0.00367304-0.0234756j -0.000488228-0.00136856j 0.00720319+0.0101986j 0.00491052+0.00186575j 0.0241724+0.0137204j 0.00431329+0.00192065j -0.0049318-0.00265538j 
0.0129216-0.00473815j 0.00716677+0.00642061j -0.0347639+0.00482902j -0.00839701-0.0115572j 0.00676434+0.00505758j 0.00210127-0.00492265j 0.00899586+0.0115717j 0.0037554-0.021483j -0.0194635+0.00991562j -0.00248718-0.00751066j -0.0137047+0.00266972j 0.007802+0.00894302j -0.00338557+0.00933274j -0.0022075+0.0103114j 0.00621542-0.0106089j -0.001993-0.000389044j 0.00408665-0.00428215j 0.0110038-0.0106633j -0.000712608+0.0133956j 0.000464012+0.00250403j -0.00818961-0.00220841j 0.00851448-0.00335353j -0.000423827-0.00425048j 0.00764472-0.00498955j 0.0258737-0.000334492j 0.00586092-0.00701944j -0.00758233-0.0183038j -0.0103177+0.0129584j 0.00296143+0.00114041j 0.00369513+0.00705692j 0.00610708+0.0137628j -0.00735656-0.012117j -0.00425859-0.013802j -0.0228283+0.00628942j 0.00236775+0.0038265j 0.00106233+0.00247919j 0.0106919+0.00781246j -0.0079599+0.00996314j 0.0109287+0.00896032j -0.00837204+0.0013444j 0.00234076+0.00631822j -0.0117381-0.0302074j -0.00620932+0.00563297j 0.0168228-0.00409574j 0.0147912-0.0123273j 0.00700304-0.0056688j -0.00249519+0.00346476j -0.00435829+0.00721875j 0.00024908-0.0106773j -0.00309405+0.000480533j 0.00384085+0.0196906j 0.00600394+0.00520652j 0.021342-0.00330063j -0.00460663+0.00753231j -0.00619068+0.0172136j 0.0154155+0.00260559j 0.00893774+0.0192601j -0.017657+0.00959596j -0.00859686-0.0035372j 0.0113531+0.0169829j 0.0114159+0.00204633j 0.00275595-0.00127941j 0.00263587-0.0115571j -5.47927e-05-0.00567317j -0.0206388-0.00641868j 0.0231857-0.0146659j -0.00707103-0.00717319j -0.00527776+0.00405504j -0.00446329+0.00126531j -0.00493375-0.00439053j -0.00248862+0.000606461j -0.0110819+0.00729994j 0.0139639-0.00872426j 0.00844024+0.0370244j -0.0108644+0.0211716j -0.0099796+0.00354497j -0.00622253-0.0111497j 0.000148967+0.0179433j 0.00239872-0.0118852j 0.00812822-0.0141904j 0.0120438-0.0101735j -0.0152436-0.0197125j -0.00222858+0.00381415j -0.0172089-0.0124794j -0.00402822-0.00705774j -0.00448412-0.00242199j -0.000435376+0.00283817j -0.00369733+0.0152627j -0.00461399+0.0211624j 6.23012e-05-0.00160498j 0.00365558+0.000449757j -0.0025556-0.0100419j -0.00609046-0.0214687j -0.0007938-0.00371127j 0.00122629+0.00393133j 
-0.00381423+0.00156163j -0.0038698-0.00419889j 0.0124417-0.0112793j 0.0132774+0.00446458j -0.00973239+0.000380837j 0.00547967-0.00970568j 0.010697+0.00272266j -0.000846619-0.0083561j 0.00362931-0.00946806j 0.0176046-0.00210118j 0.0034838-0.0143449j -0.0115183-2.4144e-05j 0.00592321+0.00160748j -0.00460052-0.00725147j -0.00447058+0.00102973j -0.00483665+0.00212746j -0.00349384-0.00148446j -0.00669006+0.00238787j -0.00612408+0.0075963j 0.00501557-0.00844884j -0.000383575+0.00625589j -0.00650497+0.00444587j -0.00244775-0.00766369j 0.00970719+0.0077052j 0.00334904+0.0148708j 0.000133364-0.00305497j 0.00921833-0.00117198j -0.00274064+0.00731753j -0.0197189-0.00217265j 0.0190604+0.00162336j -0.000329045+0.00622441j -0.0153282-0.0108146j 0.0137592+0.00673613j 0.00447317+0.00510137j -0.0137737-0.0124947j 0.00301355+0.0077541j -0.00124063-0.00391851j -0.00150873+0.0192471j 0.00757834+0.00529834j -0.0112797+0.00132313j 0.00425974+0.00250131j -0.00168488-0.0102988j 0.00477538-0.00438409j -0.00586485+0.00156682j -0.00607795+0.000228025j -0.0036316-0.00182294j 0.00254985+0.0259717j -0.00220524+0.0121182j 0.000853967+0.00939469j 0.01086-0.00111702j 0.00113142+0.0088825j -0.00692084+0.00689778j -0.0025238+0.00266678j -0.0284949+0.00347812j 0.0136617-0.00262378j -0.00618148-0.0167599j 0.00854753+0.00395027j 0.012732+0.01044j 0.0195409+0.00043295j 0.00774882+0.00921828j -0.00508247+0.0185365j -0.00620635-0.00222713j 0.00371833-0.00135027j -0.0060729+0.0111711j -0.00941546+0.0160986j 0.0265967-0.002044j -0.00491006+0.013477j -0.0148232-0.00835794j 0.033345-0.013865j 0.0106933-0.00157092j 0.00850927+0.014927j -0.0304169+0.010478j -0.0222871-0.00763811j -0.0118937+0.00103504j -0.00954057+0.00371776j 0.00950545-0.0181584j 0.000858254+0.00755062j 0.00555656-0.0117611j 0.00400363-0.00579146j 0.00823553+0.0056277j 0.00152186+0.00510423j -0.0222792+0.000890042j 0.00680702+0.00147344j 0.00323848+0.00472341j 0.0045884-0.00251057j 0.00327874+0.00451199j -0.0172279-0.0159296j -0.00400701-0.00204389j 0.0020952-0.00256291j -0.00390241+0.0017155j -0.00245148+0.0031436j -0.00622577-0.00318293j -0.0131017-0.00109298j -0.00329913+0.00121692j 0.00241927-0.00145977j 
0.00111851-0.000263858j 0.0042165+0.000618596j -0.0137646+0.00663163j -0.00799814-0.00550383j 0.000953576-0.00117115j 0.00121734+0.000714611j 0.000178922-0.0101825j 0.00200994+0.00793921j 0.00287078+0.0113365j -0.000795247-0.0013985j 0.00102262-0.00115023j -0.00662087-0.00805078j -0.0103959+0.00235999j 0.000839146-0.00588019j 0.00772044+0.00258858j 0.00670851+0.00714161j -0.00574177+0.00124221j 0.00145036+0.0165769j -0.00605485-0.0154387j -0.00217-0.00317215j -0.000591149-0.00232549j 0.00231562+0.00442264j 0.00429645+0.00878802j 0.00234918-0.00572834j 0.00781118-0.00724377j -0.0033994+0.00453729j 0.00590595+0.00241606j -0.00892687-0.00173226j 0.00587382+0.00395872j 0.00375595+0.00231104j -0.00662155-0.00925688j 0.00613487+0.00402855j 4.78286e-05+0.00213972j -0.00824009+0.00147622j 0.0093441+0.00421839j 0.00708113-0.00033368j -0.00912536+0.00413794j 0.00271345-0.0124541j -0.00154631+0.00599093j 0.00311566-0.00554117j -0.00226587-0.0143646j 0.00834751+0.0182691j -0.00103958+0.00585997j -0.000534912+0.00596794j -0.00755194+0.00418876j -0.00101405+0.00111703j 0.0119564+0.000166422j 0.0113846-0.00576514j 0.0012666+0.00891981j -0.00651695+0.00322794j 2.35391e-05-0.0308317j 0.00178554-0.0133305j 0.00379165+0.026675j -0.00730711+0.00730779j -0.00295128-0.0169206j 0.00270998+0.0209643j 0.00228035-0.0235986j 0.0213484+0.0406529j -0.0225207+0.0296552j -0.0222998-0.0312544j 0.00873678-0.0048636j 0.0083308-0.00261067j 0.0269911+0.0230995j 0.0180944+0.0245442j 0.0104896+0.00541209j -0.0178945-0.0144869j 0.0159409-0.00451013j -0.0171147+0.00560257j 0.00134558-0.0199848j 0.0112925-0.029075j -0.0010951+0.00600586j 0.00176068-0.0249128j -0.0306819+0.00161437j 0.0303129-0.00789502j -0.0167873+0.00554776j -0.015571-0.0118303j -0.0202293-0.00678498j -0.000916198-0.00714964j -0.0083031+0.00820278j -0.0194093+0.018197j 0.0205484+0.016849j 0.0124229+0.00694315j 0.00736164+0.0120903j 0.013036+0.013259j 0.00125754-0.00861318j 0.0188197+0.00516803j 0.0122511-0.00423202j 0.00637238+0.0027434j 0.00865584+0.00105519j -0.00632602-0.00349259j 0.00365816-0.0028005j -0.0016879-0.00327903j 0.00109303+0.000668603j -0.000302777+0.000505705j 0.000760981+0.00394352j 
0.00404471+0.000920823j 0.00370689-0.00646552j -0.0068309-0.0117858j -0.000330772+0.00326893j 0.0130563+0.00572997j -0.0039471-0.00214786j 0.0206003+0.00533085j -0.00172229+0.00202905j 0.00320088+0.00872021j -0.00320301-0.00177077j -0.0026597+0.00315247j 0.00656337+0.010332j 0.00378959+0.0144902j -0.00070794+0.0101002j 0.00665962-0.00378148j 0.00666714-0.00613046j -0.00121854+0.0105036j -0.0106478-0.00670334j 0.00744267-0.00316858j 0.00740844-0.00240039j 0.0105104-0.00349983j -0.0120287+0.0134599j 0.000716409+0.00159015j 0.00101831-0.000990939j 0.00590406+0.0106771j 0.00805118-0.000304208j -0.00561097+0.000202527j 0.0196093-0.000111097j 0.00554588+0.00190871j 0.000328236-0.0102031j 0.0201623-0.00135037j 0.00291157-0.0018693j -0.00565308-0.0059356j -0.00371092+0.00584367j -0.00329232+0.0143339j 0.0145723+0.00354422j -0.00572169+0.00313152j -0.0111623-0.00360538j 0.0114289+0.00181025j -0.0101622+0.00344247j -0.0046891+5.19188e-05j -0.00504973-0.00627725j -0.0128558-0.000310205j 9.65236e-05-0.00718771j 0.00146803+0.0062379j 0.0095805-0.00223898j -0.00394058-0.000520384j -0.0104451+0.00866642j 0.0121637-0.0125932j -0.00210923+0.0025139j -0.0109625+0.00976898j 0.0139307+0.000609374j -0.0189531-0.00788791j -0.0151218-0.00567985j 0.0116648-0.00846277j -0.00582363-0.000714125j -0.0116223+0.00620528j -0.00478351+0.0044948j 0.0266205+0.0056579j 0.00285922+0.00203402j 0.00245097+0.0142236j -0.000754029-0.00966555j -0.0183692-0.00357983j 0.0113059-0.00699033j 0.0108366+0.0119865j -0.0160582+0.00295518j -0.000250996+0.00572163j 0.0148348-0.00976908j 0.00716823+0.00391172j -0.00681663-0.00139028j 0.00804132-0.0160052j 0.00748407-0.0163917j -0.00496008-0.00389728j -0.0119563+0.010888j 0.0053066+0.0245991j -0.010977-0.000920425j 0.0155608-0.0136936j 0.00641645+0.0174107j 0.0205191+0.0054688j 0.0187796+0.0156874j -0.0110531+0.000574126j -0.00607668+0.0010462j 0.0225574+0.0145087j 0.00207819+0.00586417j 0.0169593+0.00530979j 0.00408043+0.000941844j -0.00410048-0.00265938j -0.0106066+0.0030756j 0.00333903+0.00229255j -0.00812438-0.00129071j -0.000504226+0.00452561j -0.013069-0.0109478j -0.00735816-0.00128893j -0.00302756-0.00110757j -0.00111785-0.00137567j 
