-0.00865295-0.0245336j 0.00929635-0.0377622j -0.00758738+0.0317751j -0.00190067-0.0302474j 0.00591253-0.0189448j 0.000372505+0.0449767j 0.00354241+0.0441306j 0.00454034-0.0299998j 0.000648938+0.0426054j 0.00407945-0.016781j 0.00298503+0.0249669j -0.00103989-0.00263633j 0.00223349+0.0297633j -7.33066e-05-0.0637776j -0.00473607+0.0440998j 0.00185362-0.0142586j 0.000736519-0.0115465j 0.000540013-0.0119964j -0.000122412-0.0294638j -0.000827191-0.0325108j 7.21508e-05+0.000243654j -0.000704031+0.0325782j 0.00156306+0.0279311j -0.000527221-0.0129821j 0.00198671+0.00388821j 0.00238825+0.0401583j 0.00345836-0.0416301j 0.000303924-0.0386804j 0.000760834-0.0207597j 0.00030921-0.0145693j 0.000468195-0.00572704j 0.000647505+0.0151553j -0.00122804+0.0226296j -0.000264717-0.00109651j 0.000748493-0.00410412j -0.0010764+0.0465032j 0.000616405-0.00974497j 0.000796883+0.0054377j 0.00216663-0.0238127j -0.00159662+0.0350935j 0.00160818+0.0361899j 0.00188128+0.0245255j -0.000102957-0.0551839j -0.00181609-0.0305277j 0.000636186+0.0030326j 0.00325855+0.0363306j -0.000458563+0.0161178j 0.00160048-0.0840743j -0.000362592+0.0204236j -0.00275531-0.0283137j -1.26102e-05-0.116062j -0.000907308+0.0429183j -0.00520454+0.000168568j -0.000722756+0.0354143j -0.00493737-0.127815j 0.00141435+0.0100737j -0.00191561+0.049796j 0.00266062+0.101894j -0.00153132-0.024007j -0.00156824+0.00327804j 0.0023817-0.0332636j 0.00190291+0.0713265j -0.00114432-0.00697019j 0.000793955-0.103484j 0.00245611-0.0251227j 0.00396632+0.134472j -0.00213372-0.178075j -0.000830039+0.166796j -0.000891269-0.370834j -0.00105263-0.0914885j 0.00360945+0.191461j -0.00419973-0.213184j -0.0021366+0.187542j 0.000614039-0.342206j -0.000396492-0.130652j -0.00333896-0.25819j -0.00441095-0.103588j -0.00224577+0.0470665j 0.00275076-0.107995j -0.0038451+0.0812154j -0.00707141-0.053284j 0.00279943+0.0995702j -0.00834849+0.0282589j 0.0054981+0.0972021j 0.00302733-0.033051j -0.0175947+0.0104917j 0.00534734+0.0773997j 0.0182605-0.0840815j -0.0349038-0.0105895j 0.00136042-0.07441j -0.0431057-0.0123095j -0.0128613+0.34683j 
-0.0020904-0.00566494j -0.00237044-0.00175001j 0.00757165-0.00255485j -0.00332066+0.00484882j -0.000136258-0.000231313j 0.0132561+0.00625481j 0.00913371-0.0170508j -0.00484733-0.00431942j -0.00151444-0.00518682j -0.0133537+0.0116943j -0.00689322-0.0406762j -0.00533923-0.021005j -0.0115432+0.00117238j 0.00673923+0.00895821j -0.0011991-0.00384968j -0.00093179-0.00379272j 0.00421744+0.0307191j 0.00578631-0.0245901j -0.00162984+0.0572701j -4.10508e-05-0.0084305j -0.0152481-0.00667662j 0.00228951-0.0442021j -0.00535529+0.0287825j 0.00152868+0.0243633j -0.000769281+0.0270553j 0.0103914-0.0132047j -0.00173093+0.0170824j 0.00578314+0.0400273j -0.000284945-0.0237519j -0.00382251-0.0510569j 0.000167816+0.0398086j -0.000213787-0.0340241j 0.0026471-0.0488753j 0.0121634-0.0467557j -0.000367552-0.0373972j 0.00279425+0.0292564j 0.00178601+0.00498637j -0.00977971+0.0023484j -0.00182007+0.0175156j -0.00208809+0.0259215j -0.00548963-0.0233769j -0.0113853-0.0457402j 0.00582165+0.00695846j 0.000696174-0.0460571j -0.0127924-0.00627254j -0.00167683+0.0232454j 0.00063462-0.0291192j -0.00142075-0.0610381j 0.00709001-0.0467839j 0.0223801-0.00396799j 0.00681387-0.0944974j -0.0170748+0.0923484j 0.0146633-0.0216258j 0.0108755+0.0621165j -0.0141424-0.0243535j 0.0366174+0.00835119j -0.0357229-0.0174704j -0.00625614-0.0265463j 0.00506939-0.0268322j -0.0130989-0.00441923j -0.026565+0.00490623j -0.0311973+0.0106207j -0.0535942-0.0108308j -0.0219395-0.00659498j -0.0537244+0.00577841j 0.0266214+0.00842028j -0.0248565-0.00984956j 0.0151131+0.000601349j 0.0354588-0.00836197j -0.00912011-0.00361475j 0.0185605-0.00404285j 0.00700714+0.00851205j 0.0106384+0.00970601j 0.000266326-0.00675266j -0.00284675-0.000349098j 0.0157722-0.00865492j 0.00889964-0.00660585j 0.0156361-0.00308243j -0.00797521-0.0140883j -0.00334454+0.00522882j 0.00365096-0.0095509j -0.00379783+0.00242969j 0.0146225-0.00735198j -0.00481997+0.024673j -0.0102732-0.0198285j -0.00449476+0.0410914j -0.00775348-0.00897465j -0.00943993-0.00584144j -0.00332802-0.0177028j -0.00230931+0.00722247j 0.0101102-0.000613278j 0.0080883+0.0168937j 
0.000925024-6.06553e-05j -0.00128189-0.00225341j 0.0092267-0.00449138j -0.00979816+0.00674614j -0.00768226+0.00267449j 0.00155025+0.00535686j 0.00671473-0.0131725j 0.00330061-0.00509348j -0.0147212-0.00505856j -0.0106589+0.0282672j -0.0006125-0.0468504j -0.024462-0.00328441j -0.0265452+0.0149357j 0.00674549+0.0449279j 0.000292676+0.00523462j 0.00233924+0.0124709j -0.0113332+0.0478126j 0.0197184-0.01617j -0.0178984-0.0136718j 0.00643451+0.0369943j 0.0127919+0.00790944j -0.0121356+0.0389232j 0.00832371+0.0028096j -0.00238725+0.0227196j 0.0014741+0.101334j 0.000484625-0.0333262j -0.00662809+0.0771194j -0.00075252-0.000369063j 0.0085452-0.0988394j 0.00370065-0.000508346j -0.000819564-0.0425568j -0.0108167+0.0659016j -0.0112942-0.00264962j 0.0138548-0.0338334j -0.0102015-0.0126673j 0.00588716+0.0673307j 0.0123749+0.0614248j 0.000532615+0.00415567j -0.00418016+0.00679725j -0.00310565-0.0285525j 0.00145948+0.0247305j -0.0127716-0.0814979j 0.0118542+0.00830275j 0.0129525-0.0025187j -0.00244747+0.0337505j -0.0386423+0.00678236j 0.00112912+0.073843j -0.00441387-0.0787677j 0.0105394-0.0278597j 0.0104533-0.0394649j 0.00521544+0.010763j 0.0293029-0.021089j -0.0515972+0.0219934j 0.00152867-0.0287789j -0.00692151-0.0248259j -0.0260966+0.00581379j 0.0171605-0.00756621j 0.016821-0.0172043j -0.0181209+0.0457638j 0.0234473+0.0482337j -0.0392842+0.00651558j 0.0474634+0.0271182j 0.0491351-0.00375921j 0.0185407-0.000822859j -0.0400923-0.0107857j -0.00459784+0.00578847j 0.0227643+0.000301923j -0.017672-0.00333798j -0.0075017-0.0201833j -0.0191339-0.00151456j 0.00554184-0.0140515j 0.0270531-0.00398371j -0.00235598-0.00246355j -0.00617532-0.010232j -0.0136937-0.000730102j 0.0040862-0.0106963j 0.0028587-0.0114556j 0.022876+0.00755094j 0.00714001-0.00710831j 0.00132807-0.00805665j -0.00424707+0.00546993j -1.17588e-06-0.0193249j 0.00659179-0.0193041j 0.0024745+0.0280532j 0.000893399-0.00409997j -0.000225742-0.000470522j 0.00747254+0.0106081j 0.0022953-0.00529334j 0.0104187+0.0029508j 0.000403413-0.0183813j 0.00438691+0.00145574j -4.97286e-05+0.00427308j 
0.00504153-0.000483024j 0.00612851-0.00211356j 0.00342881+0.00361649j -0.00418669-0.00613578j 0.00105382-0.0134793j -0.00438598-0.000869847j -0.0108655+0.0019029j 0.00353799-0.012065j -0.025073+0.00390049j 0.00670266+0.0330541j 0.0137951+0.0131663j -0.0142618+0.00324674j 0.0228284+0.0291173j 0.0162206-0.00567447j 0.000278136+0.00157209j 0.00802077+0.0165544j -0.0107465-0.0328944j -0.000538773-0.0089506j -0.000976522-0.00313073j -0.00737669+0.0197727j 0.00977114+0.0365703j 0.00863698+0.0205087j -0.00233854+0.0679498j 0.00437122+0.0552306j -0.00970996+0.062514j 0.000684286+0.0221149j 0.00119451-0.0379125j -0.00203629+0.017908j 0.00190108+0.0341023j 0.00359172-0.0130678j -0.00942691+0.0321093j 0.0125418+0.0330362j -0.00831865-0.0067613j 0.00728822-0.0187535j -0.00193007+0.0111735j -0.00602171+0.0187936j 0.00192096+0.0226274j 0.00562919-0.0105312j 0.0139909-0.00500106j -0.0153492+0.0134753j -0.00933254+0.0516393j 0.00572143+0.00538269j -0.00802982+0.0571852j -0.0117598+0.0358046j 0.0218752+0.093355j -0.00590455-0.0643214j -0.0143275-0.0542085j 0.0126881-0.116889j 0.00421901+0.00992625j -0.00193429+0.0755504j -0.0358102+0.100272j -0.00991032-0.191529j 0.0234555-0.03509j 0.00206527-0.0707232j 0.00551973-0.0369745j 0.0175559+0.0057402j 0.0182523+0.00948415j -0.0220279+0.0212782j 0.0233863+0.0479014j -0.0197499+0.0470177j 0.00435308+0.0495711j 0.020533+0.0100951j -0.0466603-0.0133561j 0.00221126+0.0213023j -0.00698157-0.00181819j -0.0159215-0.00330055j 0.005567-0.00257719j -0.0330591+0.00600547j -0.00798803+0.00611688j -0.0119529+0.00632347j 0.00523613+0.000378424j 0.00717372-0.0158578j 0.0124815-0.0107813j -0.00546502-0.00261457j -0.0156932-0.00997975j -0.00325845+0.0109187j -0.0109628-0.0106936j -0.0100586+0.00885432j 0.0237198+0.0163477j 0.00380653-0.00704146j -0.0222457+0.00254552j -0.0100485-0.0130871j 0.00623733-0.0304641j -0.00133819-0.0178994j 0.0150733+0.0627437j 0.0137701+0.0121535j 0.0201455-0.015025j 0.00255806-0.0344629j 0.011951+0.0386823j 0.00900207-0.0122426j -0.00352108+0.00842441j -0.00571539-0.00589493j 
-0.00235608-0.0017025j 0.00680523-0.00429685j -0.00232305-0.00117786j 0.00446676+0.000604435j 0.00861706-0.00652848j 0.00633017+0.0190972j 0.0154239-0.0135951j 0.00101402+0.00184818j 0.00473717+0.012986j -0.00390465+0.00655507j -0.006555-0.00338965j 0.000388014-0.0301934j -0.00808661-0.0186637j 0.00190441-0.0133739j -0.0128267+0.0143409j 0.00690783-0.00625341j -0.00159716+0.0302728j -0.0146774+0.0129103j -0.0121619+0.0366373j -0.00782323-0.0882174j -0.000842921+0.0434628j 0.0057634+0.0539362j -0.00466846+0.0269711j -0.00281477-0.0268102j -0.000313809-0.00793684j 0.00253896-0.0318031j 0.00586139-0.0321042j -0.00176412+0.00148959j 6.49494e-05+0.0285466j -0.00116735+0.0332036j 0.00206283-0.0251228j -0.00137156+0.00071421j 0.0065941+0.0174441j 0.0022953+0.0024124j 0.000166069+0.0238983j -0.00349387-0.0337811j -0.0102988-1.09111e-05j -0.00723642-0.0139595j -0.00107302+0.0175944j 0.000540183+0.0126824j -0.00205847-0.00947325j -0.00654825-0.048107j -0.00930936-0.0344237j 0.0272096-0.0393382j 0.021469-0.0479547j 0.0188597+0.0884662j -0.00322797-0.102122j 0.0133907+0.0457221j -0.0452581-0.0766275j 0.014401+0.0548847j -0.0410652-0.00553554j -0.0144147+0.142704j -0.0091971-0.0635165j -0.0353881+0.0749841j -0.00813973+0.0349983j -0.0358528+0.0262428j 0.0358536-0.0291815j -0.0111515-0.0255095j -0.0205967-0.016148j -0.00832361-0.0187485j 0.0139405+0.000993005j 0.0137559-0.0192142j 0.0141242-0.0004292j 0.0433135+5.97329e-05j -0.00194822+0.0113503j 0.0127779-0.0171906j -0.00391063-0.00160529j -0.00901162-0.004323j -0.00414103-0.00337528j 0.0127265-0.000372109j 0.00103434+0.00251203j -0.0116242+0.00245278j -0.00952902+0.011909j -0.00434306+0.0234971j 0.00776504+0.00673882j 0.00188613+0.0194315j 0.0171105-0.00422427j -0.0202809-0.0153107j -0.0156965-0.00626382j 0.00102421+0.0113928j -0.00630322-0.000827972j 0.00294788+0.00525666j -0.00198212+0.0163892j -0.0171027+0.00425398j -0.00512986-0.0289159j 0.0073682+0.0456716j -0.0111643-0.048678j -0.00304426+0.0156075j -0.00038491-0.0217649j -0.0122485-0.0140398j -0.00477139-0.00286073j 0.002403-0.00265543j 
-0.000387431-0.00636619j 0.00334202-0.00136074j -0.000483434+0.00458225j 0.00623921-0.0159586j 0.0132148-0.027995j 0.00327894+0.0025893j -0.00251227+0.00709658j -0.00668005-0.016439j 0.0149619-0.00697473j 0.00665762-0.0161188j -0.0149339+0.0120175j 0.00661091-0.0203062j 0.0124453-0.0293497j -4.58114e-05-0.0241672j 0.00642874-0.0458833j -0.00091577-0.0135163j 0.018531-0.0420373j 0.00868598+0.0182823j -0.00234837+0.0167889j 0.00695911-0.0191807j -0.00803491-0.0215642j -0.00770328-0.0134544j 0.00482212-0.00659319j 0.00238444+0.00534249j 0.00436482-0.0222422j 0.00643736+0.0236342j -0.00342708+0.027051j -0.00509918+0.0327388j 0.00410628-0.0234918j -0.000189628-0.0139044j 0.0074456-0.0316682j -0.00109559-0.0204157j 0.00266524+0.00868216j -0.00960009+0.0111333j -0.00125571-0.0117205j -0.00540616+0.0503964j 0.00590294-0.0262683j 0.000929822+0.00759165j -0.00492321+0.000661443j 0.00959802+0.0328603j -0.00870541+0.0259586j 0.0146454-0.00678188j -0.0135255-0.0514229j 0.00706528-0.0450656j -0.0226761-0.0908195j -0.00713331-0.0577491j 0.0182899-0.276619j -0.00146375-0.107429j -0.0115309-0.119029j 0.0155087-0.00239101j 0.0325692+0.00710917j -0.00185107-0.0575069j -0.0142714-0.100508j 0.0147692+0.0712746j -0.00930264-0.0279365j -0.000777197+0.0335876j -0.00373764-0.0131936j 0.0125665+0.0201139j -0.0321113-0.0196831j 0.0152308-0.0121757j -0.0214975+0.049367j 0.022384+0.00241049j 0.0194433-0.0222553j 0.00561326+0.0171661j 0.00241045+0.0436306j -0.0176692-0.0175513j 0.00933972-0.0245137j -0.000555486-0.00749879j 0.00235787+0.00103029j -0.00445942+0.00716152j 0.0137375+0.0152659j 0.00343303+0.00619877j 0.0236126-0.000410605j 0.0028579+0.0147885j -0.00366132-0.00646608j 0.0170999+0.0124335j -0.0215559-0.0166687j -0.0128593-0.0119073j 0.00276793+0.0140968j 0.00156847-0.00369044j -0.0207772-0.0198129j -0.0127067+0.0065854j 0.0100448+0.0270431j -0.0204226-0.00688906j 0.00813923+0.029086j 0.0186215+0.0798949j 0.0167937-0.0547396j -0.0132322-0.0625217j 0.00211277+0.0280872j 0.00835413+0.0130461j 0.00364026+0.00609916j 0.00610058+0.00897948j 
0.00573725-0.00664918j 0.00404578+0.00289809j -0.000385385-0.0119958j 0.00718418-0.0163312j 0.000143388-0.0108776j 0.00654756+0.019218j 0.0109283+0.0148268j -0.00330428-0.000735624j -0.00357926-0.00102157j -0.000737634+0.0118878j -0.0115806+0.0237194j -0.00578247-0.00514895j -0.00428932+0.0146923j 0.0115355+0.00494967j 0.00557575+0.024234j 0.0102858-0.00127093j 0.00174324+0.0150719j -0.0116916-0.0323418j 0.0026524+0.030677j -0.0038309-0.00920966j 0.00655325+0.0047306j 0.000406893+0.00599747j 0.00723916-0.051875j 0.0013259+0.010832j -0.0016729+0.095681j 0.0116147-0.0253718j 0.00784872+0.00716162j 0.00400935-0.0446663j -0.00312581+0.0476052j -0.0012773+0.00137926j 0.00866442+0.0245708j 0.00104685+0.0422163j -0.00257255+0.0276918j -0.00216659-0.00708534j -0.0012693+0.0113142j -0.00878214-0.0088125j -0.00428829+0.0452414j -5.33118e-06-0.0611693j 0.00439487+0.0292483j -0.00674778-0.0539425j 0.000968585-0.0150413j -0.00534656+0.0448725j -0.000273057-0.0993804j 0.0174165+0.0215928j 0.0137603+0.00489914j -0.0112258+0.251715j -0.0239968-0.017774j 0.000321331-0.0345706j 0.0132244+0.167002j -0.0207271+0.165316j 0.00496091+0.0304706j 0.00398196+0.0872846j 0.0199991-0.111545j 0.0065913-0.0495853j 0.00449272+0.0804545j 0.0264802+0.0235194j 0.00441015+0.0381394j 0.00721572-0.0387877j 0.0107162+0.0799759j -0.0107868-0.0205169j -0.0143077-0.0437282j -0.0144396-0.00012258j 0.00306135+0.0143896j -0.00455791-0.00093966j -0.00621277-0.0218083j -0.0200829-0.01494j 0.00437893+0.0225989j -0.019362-0.0134689j 2.29994e-05-0.00879708j 0.00107396-0.00737777j 0.00320253+0.00725395j -0.0164256-0.029227j 0.00647307+0.0106667j -0.0176096+0.00398498j 0.00249286+0.000143183j 0.000489688+0.00776588j 0.0374496-0.00203313j -0.0138091-0.0168929j -0.0170218-0.0163462j 0.0195598+0.00765818j -0.0121874+0.0413116j 0.0180657+0.0057872j -0.0189232-0.018311j -0.0215241+0.00476758j 0.0231077-0.0320086j 0.0109338-0.0374676j -0.0230197-0.10959j -0.00855589+0.0124021j -0.00134833-0.0109365j -0.00173034+0.00155058j -0.000755465-0.00347985j 0.0014564+0.00770085j 
0.00028414+0.00441164j 0.00850975-0.00931519j -0.0133312-0.000233555j 0.00262476+0.00117656j 0.0024411-0.0088127j -0.000652734+0.0169162j 0.0137589-0.00437597j 0.00755699-0.0080434j -0.00202677+0.0227589j 0.00763622+0.00260645j -0.00451607-0.00538692j -0.0220256+0.0175074j -0.00187003-0.00133437j -0.00699112-0.0130643j -0.0197124+0.0741228j -0.0116038+0.00383386j -0.00285558+0.0732635j 0.0264274-0.0271117j 0.00343503-0.0334609j -0.00197749+0.0255723j -0.0106842+0.0131404j 0.0029997+0.00110919j 0.00654703-0.0155105j -0.000554408+0.0483736j 0.00535517+0.00536092j -0.00106781+0.0389371j -0.00338374+0.026601j -0.00152397-0.0182557j 0.00202993+0.0140602j 0.0106051-0.0349475j 0.00596925-0.012851j -0.00203214-0.0272169j -0.0100237+0.0313831j 0.0179733-0.00477993j -0.00144286+0.000682941j 0.0138464+0.00444663j 0.00727809+0.0687796j 0.0174307-0.0150733j -0.00528233+0.0564226j 0.00437731-0.0444206j 0.00951153+0.0750326j -0.0132535-0.0544836j 0.0301143+0.0499713j -0.0496907-0.0232127j -0.0199536-0.119j -0.000948305+0.0753973j 0.00979649-0.0669305j 0.0059537+0.160003j 0.038679-0.0702064j 0.00610346-0.0180705j 0.0178712-0.0410773j -0.00950018+0.134386j 0.000496629-0.0157032j 0.0261826+0.0487232j -0.00643826+0.0649292j -0.00562547-0.00439459j -0.0288783-0.00560541j 0.0164681-0.0335347j 0.0201144+0.00898921j -0.0164322+0.00207483j -0.00326654-0.00360536j 0.02512-0.000761903j -0.00892379-0.0108943j -0.0129352-0.00359425j -0.0038434-0.0108212j -0.000175025-0.013339j 0.00110769+0.0108905j -0.0215398-0.0123539j 0.00187461+0.000970104j 0.000661631-0.0100718j 0.00342785+0.00184866j -0.00916532+0.00417367j -0.00588993-0.0020848j -0.00942882+0.0242171j 0.00584489+0.00954913j 0.00880191+0.0106304j 0.00806302-0.0140362j -0.0147066-0.00317454j -0.0125043-0.0154337j -0.00471322-1.36691e-05j 0.00211991+0.00904288j 0.0125152-0.0175715j -0.0107738+0.0282562j -0.00806324-0.0191031j -0.0055257-0.0570379j -5.07793e-05+0.0133007j -0.00782659-0.0153909j 0.000199792+0.0127436j 0.00598565-0.0224697j -0.0169891-0.0328071j -0.00771321+0.00421343j -0.00699238-0.0143005j 
0.000603257-0.00207064j -0.0013058-0.00829534j -0.00657497+0.00664922j -0.00269347+0.00869447j 0.00607618+0.00428279j -0.00778499+0.0100556j -0.00669264-0.0102277j 0.0120187+0.00500447j 0.00757663-0.0180086j -0.0160718-0.00688932j 0.00939722+0.00941032j 0.0259799-0.010621j -0.00499367-0.000485637j 0.0138495-0.0286556j -0.00361134-0.0131387j 0.0158155-0.0114126j -0.016235+0.00459248j -0.0032253+0.0340665j -0.00306466-0.0488514j -0.00697729-0.017656j 0.0126516+0.00663838j 0.00416926-0.0300744j -0.0108441+0.071489j 0.00140985-0.0109673j -0.00665178-0.0178817j 0.00113941-0.00233021j 0.00154878-0.0431846j -0.00158181+0.00343062j -0.00285198+0.00898043j -0.0118463-0.00882544j -0.00751038-0.0265814j -0.00354446+0.0269947j 0.0124635-0.0187925j -0.00431029+0.0161649j -0.00354118-0.0153559j -0.0230839+0.0108247j -0.00469215-0.0330177j 0.0134019+0.0132969j 0.0121776-0.0504912j -0.00264448+0.099526j 0.00754245+0.0251901j -0.0231966-0.14456j -0.000129069+0.00929368j -0.00121791-0.0496969j 0.0300435-0.0985751j 0.000763792-0.0991082j -0.0269261-0.168569j -0.00111115+0.0705058j 0.0333206-0.202619j -0.0266957-0.0398614j -0.0208724-0.0250365j -0.000593366+0.0157462j 0.0180999+0.0154877j 0.00694555+0.0785172j -0.00519959+0.0294741j 0.0369722+0.0223261j -0.0131253-0.0286933j -0.00452566+0.0195821j 0.0203724-0.0458244j 0.0063217+0.0187004j -0.00124703+0.0370299j -0.016368-0.0170978j -0.000570856-0.0257916j 0.0108963-0.00300736j -0.00124755+0.0176047j -0.0113244-0.0106241j -0.00325457-0.0260018j -0.00564315+0.00742806j -0.003909-0.0128189j 0.00245962-0.00274396j 0.0127424+8.65908e-05j 0.0132904+0.00989894j -0.000134816-0.00488601j 0.00203929+0.0131636j -0.00641064+0.00272966j 0.00334371+0.00758955j -0.0113814-0.0160459j -0.0131069-0.0125092j -0.00310057+0.0073357j -0.00567315+0.00520935j -0.0074654-0.0510285j -0.00842264+0.00891281j 0.0119821+0.0455989j -0.0045911-0.00552577j -0.0141133+0.013067j 0.0119759+0.0676219j 0.0068148+0.00411835j -0.00347823-0.00245734j 0.0108781-0.0123057j -0.0169669-0.0325071j 0.00253358+0.0132437j -0.0030426-0.00129111j 
-0.00193565-0.00817905j 0.0112721+0.00441614j 0.0173881+0.00953695j -0.0107028+0.0106504j 0.0126284+0.0117477j -0.0095273+0.0252401j -0.00278179-0.0233335j -0.0050968+0.0140851j 0.00840602+0.0313235j -0.000556558+0.0391624j 0.00633105-0.00754385j -0.00425412-0.0396253j -0.0212597+0.0152973j -0.0169576-0.0198099j -0.00474132-0.00603594j -0.0064914-0.0125063j -0.00726713-0.00142169j 0.0179195-0.059308j 0.00259246-0.02665j -0.00104438+0.0288772j 0.00164114-0.00298396j 0.00539134-0.00488237j -0.00694146+0.0230582j -0.00986054+0.0211646j 0.00146049-0.041467j -0.00957179+0.0363266j -0.00204611-0.0054079j 0.00208175-0.0143831j 0.0063813-0.0118445j 0.00419479+0.0345175j 0.00303904+0.00749234j -0.00597824-0.0188263j -0.00166245+0.0450474j 0.0091936-0.0216172j 0.000213382-0.0223619j 0.0122585+0.0531577j 0.00501037+0.0223017j 0.00180424-0.0997056j -0.00879207-0.0443032j 0.00736904-0.000991451j 0.0119428+0.00626971j -0.0140178+0.0206351j 0.0173458-0.0925518j -0.0255961-0.146145j -0.0202861+0.295116j 0.00511111-0.0328525j 0.00351343-0.0431634j -0.00556019-0.139838j 0.0269297+0.115859j -0.0041545+0.202338j -0.00440118+0.124j 0.00273712-0.0899037j -0.0163572-0.0324289j -0.00969561-0.0977518j 0.00376148-0.000548322j -0.00691471-0.012054j -0.0150094+0.019762j -0.00445626+0.0403248j 0.0119091+0.00483574j 0.016946+0.00453716j -0.00476898+0.0273356j 0.0105375-0.0173405j 0.00662478+0.012055j -0.00395307+0.0144571j 0.00275094-0.0143251j 0.00182744-0.0514133j -0.0105347-0.0202354j 0.0139212+0.0126211j 0.000697873+0.00937494j 0.000661042+0.0150207j 0.00344573-0.00278481j 1.14615e-05+0.000586696j -0.00244718-0.017102j 0.00581201-0.0051231j 0.00156123-0.0199066j -0.000511072+0.00165892j 0.0106898+0.00458605j 0.0109527+0.00248768j 0.0290556+0.00544842j 0.0193216+0.0181858j -0.0299716+0.0464925j -0.0230931+0.011007j 0.00801033-0.0168591j 0.000909205+0.00464876j 0.00556123+0.102783j 0.0241189+0.0217284j -0.0130431-0.0501815j 0.00782236+0.0471088j -0.00183964-0.00730609j -0.00187787+0.0041083j -0.00569531-0.0071929j 0.00757593+0.00589265j 
-0.00432623-0.00388883j -0.0118337+0.00694491j 0.00240004-0.0129055j -0.00886003-0.00245776j -0.0232632+0.0125997j 0.00672121-0.000938345j -0.0336649-0.00967748j -0.00677763+0.0145749j -0.0135539-0.0156438j -0.00872048-0.0158446j 0.0356266-0.0395588j 0.0268522+0.00580116j 0.0200725+0.0423389j -0.00317379+0.0449034j -0.00443116-0.0161033j -0.00292231+0.0251334j -0.0120707+0.00948743j -0.00248931+0.072468j 0.030287-0.073649j -0.00397046+0.0102393j 0.00348968-0.0251613j -0.00138134-0.0126886j -0.00205589+0.0369002j 0.00380926+0.0284108j -0.0135552-0.0425405j -0.0144443+0.0367054j -0.0253526-0.0246979j -0.0110072+0.00415639j -0.00276959-0.0378875j -0.0241906-0.0242669j -0.018013+0.00952681j 0.0055024+0.0400799j -0.000525554-0.0311125j 0.00229432-0.00275741j 0.00111599-0.0725733j -0.00725482+0.0233618j -0.000177733-0.00334974j 0.0250741+0.0118332j 0.0139684-0.0662102j -0.00299654+0.022543j 0.00785826-0.135142j 0.00852411+0.0768669j -0.00105893+0.0879318j -0.0414153+0.0377326j 0.0113695-0.0399682j 0.00775361+0.216696j -0.00935314-0.154429j -0.0152802-0.10638j -0.00676371+0.0171887j -0.0285376+0.065503j 0.00523078-0.0405088j -0.000618853+0.0996501j 0.0260927-0.0592697j -0.0107107+0.0117843j 0.00872684+0.0490628j -0.0202244+0.0301678j -0.00374436-0.0102754j -0.01764-0.0159694j 0.0209577+0.0179727j 0.00217292-0.0108601j -0.0188135-0.00751684j 0.0122361+0.00658522j 0.00836118+0.0148498j -0.00259536-0.00969333j -0.0101479-0.00162606j -0.0150775+0.00223446j 0.00736624-0.00695684j -0.00385091-0.0222181j 0.00327019-0.013468j -0.00624175-0.00720206j -0.00112331-0.00501889j -0.000894893-0.00534955j 0.02487+0.0209747j 0.00314876-0.0110809j -0.0114111+0.0073709j 0.0139618+0.000550359j 0.00736919-0.0129384j -0.00923137+1.12555e-05j -0.012634-0.0131133j 0.00943687-0.0151109j 0.00378384-0.00778377j 0.00895196+0.0445785j -0.00604873-0.0281329j -0.0180914+0.00998168j 0.00506901-0.0338112j 0.00600334+0.0147388j -0.00455421-0.0513551j -0.0170095-0.0195831j 0.00258545-0.00778485j -0.00367453-0.00270121j 0.00650467-0.00536008j 0.00658655+0.0104316j 
