0.00603384+0.00283918j 0.00235739-0.0115699j -0.00247172-0.00452702j 0.00392339-0.00594373j 0.00151899-0.00260185j -0.00125269-0.00231357j 0.00307088-0.00140719j 0.000719885-0.00398267j -0.00209985+0.00379349j 0.00100524+0.00150398j 0.00154776+0.00595848j -0.00258414-0.0024781j -0.000825647+0.00301266j 0.00297983-0.00140831j 0.000848674+0.00264966j -0.000588305+0.00351399j 0.00101091+0.00166589j 0.000253935+0.00416914j -0.00085795-0.00497122j -0.000399632+0.00236791j -0.00265468+0.00064184j 0.000267851-1.31617e-05j -0.000624524-0.00950615j 0.000390397+0.0061101j 0.000963174+0.00325864j 0.000478003-0.00278125j 0.00143788-0.00161769j -0.00180019+0.00257802j -0.00156999+0.00454871j -5.01054e-05+0.00267514j -0.000814745+0.0043999j 0.000631317-0.00393091j 0.00128317-0.000960721j 0.00244761-0.00395262j 0.000885714-0.00161169j 0.000142245+0.00268956j -0.000461493+0.00255902j -0.00208963+0.000888657j 0.000752062-0.000986962j -6.21991e-05+0.000319077j 0.00113346+0.00754374j -0.000433199+0.00429287j 0.000626049+0.00163637j 0.000637888+0.0033708j 0.00144446+0.00362289j -0.00070701-4.337e-05j 0.00192592+0.00870666j 0.000506845-0.00318928j 0.000229044-0.000167372j -0.000443724-0.000241951j 0.000575827-0.00308665j 0.00100671+0.00490812j 0.00079353-0.00341663j -0.000392791-0.000246882j -0.000459523+0.00319324j 0.00234695+0.00326251j -0.00106442+0.00647872j 0.000929811+0.00669903j -0.00313713+0.00977424j -0.00373464-0.0127158j -0.000908609-0.00102203j 0.00347253-0.00528671j -0.000624398+0.00167335j 0.00594878-0.00237379j 0.00123777+0.0081464j 0.00444515+0.0215079j -0.00894755+0.0321075j -0.0253594-0.0117807j 0.0310731+0.0183792j -0.0101685+0.31772j 
-0.000727168-0.00422949j -0.00151952-0.000960479j -0.000226739-0.00859087j -0.00447735+0.0035824j 0.00260151-0.00194231j 0.00214268-0.0179606j -0.00551566+0.0270445j -0.000656321-0.000784639j 0.0068656+0.0105283j 0.00903511-0.0258188j -0.00407904+0.0493939j -0.00149616-0.0194126j 0.0017896-0.0619214j -4.41063e-06+0.123203j -0.000666517-0.0228168j 0.00457323+9.01118e-05j -0.00560635+0.0498423j 0.00615205+0.0188946j 0.000520814+0.0411697j -0.00181257+0.0612194j 0.0010844-0.0139741j 0.000540669+0.0206192j -0.00411244+0.0943953j -0.0054117+0.0364501j -0.00165877-0.0164502j 0.00273932+0.023066j -0.00204962+0.0163122j -0.000570112-0.0284409j -0.000624389-0.053847j 0.00342299+0.0231708j -0.0041549-0.0228484j -0.000168822-0.0108249j -0.00444699-0.00482112j -0.000634293+0.0183752j 2.99877e-05+0.0207481j 0.00186109-0.0101872j 0.00173827-0.019145j 0.000915543-0.00112176j 0.000212516+0.0174376j 0.00138566+0.00377944j -0.00499889+0.000341386j 0.00283638-0.0160031j 0.00185999-0.017712j -0.00567745-0.00705216j 0.000192889+0.00459873j 0.00310875+0.00317398j 0.00294618-0.0043357j 0.00262089-0.00703491j 0.00105152+0.012684j -0.00276269+0.0335129j -0.00201975+0.00768232j 0.000624928-0.00301735j 0.00425595-0.0132059j 0.000370915-0.0184161j 0.000468129-0.0140771j 0.00165532+0.0200279j -0.000626359+0.0276213j -0.00336285+0.0207849j 0.000116734-0.00455447j 0.00505928-0.00467335j -0.00174388-0.026741j -0.000338483+0.017463j -0.00247243-0.00820193j 0.00187363-0.0196025j -0.00128847-0.00827332j -0.00119004+0.0141702j 0.00484974-0.0163559j -0.00387912-0.00522757j -0.00267746+0.00212048j 0.000286674-0.00178671j 
0.00298513+0.00755418j 0.00139325-0.00493249j 0.00329538-0.00792994j 0.00100482+0.00678459j 0.00301159+0.0251601j 0.00349078+0.0142696j 0.0011859+0.000523267j 0.00269944-0.00368987j 0.00655094+0.00757622j -0.00563056-0.151191j 0.0154932+0.0404432j -9.89844e-05+0.0835275j 0.0050103+0.00919028j -0.000553248-0.0509282j -0.00137928-0.0572645j 0.00805888+0.0612033j 0.000846355+0.0531768j -0.0063189-0.062936j -0.00291106+0.00460586j -0.00438354+0.026558j -0.00584895+0.0352168j 0.00463314+0.0138297j -0.000120369-0.0167438j -0.00576288-0.0121291j 0.000834035+0.00870075j -0.00479722-0.0127269j 0.00394968-0.017439j 0.00667505+0.0188482j 0.00177865+0.0392104j 0.00203276-0.023311j 0.00341137+0.0279027j -0.00224898+0.00852832j 0.00208616+0.0142595j 0.00897874-0.00444757j -0.000700958+0.0160472j -0.00297918+0.0210758j 0.0039967+0.0168043j 0.00103108+0.0206745j 0.00251693-0.0340083j -0.00379352-0.0047694j 0.00116856-0.0229548j -0.0024818+0.00600031j -0.0019079-0.00552691j 0.000447447-0.0081186j 0.00087609-0.00769857j -0.00309919-0.00071198j 0.00270426-0.0147537j 0.000579211+0.00756639j 0.000424329+0.010807j -0.00225457-0.0110881j -0.00251773+0.00990468j 0.00363493-0.00634952j 0.00121125+0.00661345j -0.00129557+0.00528179j -0.000851714+0.0112803j -0.0025505-0.00315209j -0.000247398-0.00634625j -0.000284132-0.0129677j 0.00343036-0.00758854j -0.00349779+0.00317723j -0.00297906+0.00704745j -4.42077e-05-0.010712j 0.000625686-0.00016304j -0.000596666+0.00151665j -9.36617e-05+0.0042442j 0.000126994+0.00510834j -0.00108724-0.00348665j -0.00274388+0.000209056j 0.00214163-0.00149792j 0.000637714+0.00535691j 
0.00209083-0.00809841j -0.00247189-0.00640845j -0.00193288-0.00571919j -0.00115935+0.00598319j -0.00157049-0.0208036j -0.00548246-0.000451895j -0.00198257+0.00417536j -0.00432378-0.0217661j 0.00336713-0.0275268j -0.00830865+0.0155342j -0.00727338-0.125238j 0.0124588+0.0958012j 0.00675742-0.0883921j -0.00552179-0.00573582j -0.000135085-0.0785216j -0.00128462-0.0300647j -0.00767691-0.0370243j -0.00449348-0.0544213j -0.00291145+0.00651372j 0.00123628+0.0198913j -0.00217802-0.052415j 0.00882953+0.0130765j 0.00120413+0.0768247j 0.00677362-0.0735289j -0.00295806+0.0111708j -0.00930486+0.0163146j 0.00216043+0.00935668j 0.00355967+0.00544512j -0.00108396-0.0115459j -0.00381589-0.00293203j -0.000760085+0.0165678j -0.00642662+0.0315077j -0.0028616+0.0378867j 0.00600155+0.0339662j -0.00257923+0.00694227j -0.00406533-0.00263362j 0.00210927+0.01384j 0.00322733+0.000673475j -0.00555653-0.000564996j -0.00115214-0.000885615j -0.0035771-0.0171387j 0.000503319-0.00492651j -0.00524891-0.0068797j 0.000393823-0.0137925j 0.00492479+0.0122333j -0.00392041+0.0116331j -0.00469668+0.00674247j 0.00120217-0.0401029j 0.00196132+0.00510947j -0.000255228-0.0026092j -0.00214244+0.0428447j 0.00124732+0.0260854j 0.00109426-0.00708685j -0.00538031+0.00579174j -0.0014618-0.00296206j -0.00680351+0.00643184j 0.00287888+0.0316305j -0.00102109+0.00453j -0.00021059+0.0307043j 0.0010796+0.00846712j 0.0022176-0.00981357j -0.00113345+0.00581118j -0.00379253+0.011213j -0.000408646-0.0180996j 0.00341352-0.011184j 0.000237133+0.00373671j -0.000114233-0.00939785j -0.00207907+0.00179225j -0.00208826-0.0048337j 0.00363006-0.00208028j 
-0.00232261-0.0015303j 0.000799075+0.00786841j -0.00317613+0.00527562j -0.0011371+0.00169236j 0.00324969-0.0248405j -0.00149925+0.0189721j -0.00297059+0.0013787j -0.00659314+0.0171424j -0.00744972-0.0991724j 0.00616977+0.0826828j -0.00616362+0.0640869j 0.00935881+0.101833j 0.0132196+0.048824j 0.00628051+0.0603743j 0.00336072+0.0435195j 0.00244523-0.0396918j -0.00448135+0.0210257j 0.000725307-0.0354425j 0.00054009-0.023056j 0.0082267-0.00175628j -0.00289369+0.00839044j 0.00269458-0.0139589j 0.00369125+0.051353j -0.00410024+0.00723293j 0.00174991+0.0088516j -0.0047598+0.0379252j 0.000158955-0.045766j -0.00186935+0.00460336j 0.00126947-0.0580303j 0.00764662+0.00366911j -0.00540652-0.0434443j -0.00556378-0.00243223j 0.00111029-0.0289004j -0.00228041+0.0210085j -0.00115565-0.0258001j 0.00141969-0.0507553j -0.00318681+0.00916785j 0.00246394-0.0140489j 0.00295499+0.00519611j 0.000155347+0.0168787j 0.00104453-0.000503427j -0.00240924+0.0230795j -0.00175721+0.0112944j 2.32262e-06-0.0103217j -0.000196829+0.0117383j -0.00173927+0.00492736j 0.00263084+0.00226415j 0.00155298-0.0213601j 0.00164044+0.00567266j 0.00326995-0.00405152j -0.00353936+0.0139097j -0.0023833+0.0141067j 0.00209747-0.00381771j -0.00237756-0.00452201j -0.00214772+0.000505241j -0.000133874+0.00896292j 0.00128835+0.0222624j -0.000604186+0.0138911j -0.00172604+0.00542203j 0.00377338-0.0016871j -0.00107229-0.0224215j -0.00127897+0.0108443j -0.00353772-0.0043437j 0.00459137-0.0208491j 0.000605677-0.00145507j 9.3618e-05+0.0130169j 0.00284025-0.00777876j -0.000653669-0.00178715j -5.36658e-05+0.00015818j -2.90459e-05+0.00109819j 
-0.00115053-0.00452838j -0.00256214+0.00115344j 0.00275925+0.00325671j 0.00377073-0.00509702j 0.00184933-0.0247413j -0.00107373-0.0176065j -0.00113979-0.0502757j 0.000518-0.020233j 0.00279689-0.14195j -0.0156146-0.0463505j -0.00632842-0.0721018j -0.00805918-0.0895647j -8.90465e-05+0.0134305j 0.00377814-0.0421897j 0.00190104-0.0331113j -0.00307561-0.057135j -0.00591609+0.0385084j 0.00991587+0.0187559j -0.00564232+0.018322j 0.00146215-0.0106912j 0.00312736-0.0374965j -0.00421671+0.0319527j -0.000322815-0.0390548j -0.00257144-0.00906394j -0.00392398+0.000708905j -0.00121977+0.00330946j -0.000638813-0.000224245j 0.00188721-0.017281j 0.001629+0.0101922j -0.00391169+0.0107612j -0.00135086+0.0146979j 0.00209951-0.00586523j 0.00335253+0.0156866j 0.000424187-0.0113703j -0.000473557+0.0134223j 0.00146569+0.0129609j -0.00292959+0.00578242j 0.000196713-0.00849371j -0.00100793+0.00423505j -0.00373163-0.0164462j -0.000203139-5.84043e-05j -0.00141978-0.00815832j 0.000299357+0.00616085j -0.000594891+0.0125808j 0.000374347-0.0141321j 0.000970263-0.00208434j -0.000968409+0.000171165j 0.000405174+0.0171116j -0.000950882-0.0118834j 0.00111182-0.00372717j 0.0018823-0.00457109j -0.00157426-0.0078143j -0.00014192-0.00381892j 0.00373555-0.00301197j -0.00117972+0.00495751j -0.000388059-0.00656923j -0.000526064-0.0297644j -0.00100021-0.0182328j 0.00369262-0.00899143j -0.00159459+0.00510068j -0.00130152+0.019755j -0.00169245-0.0268468j 0.00369486-0.00503952j 0.00176668+0.0166171j -0.00232538+0.00910927j -0.00168605+0.000123497j -0.00415994+0.00986526j 0.000879638+0.00833241j -0.000985592+0.00190673j -0.0011485-0.000274374j 
0.00133549+0.00125357j 0.00153798-0.00566479j -0.00422607+0.00689836j 0.00836931+0.00883001j -0.00445166-0.00854078j -0.00324481+0.100034j -0.0118379-0.120972j -0.0119158-0.133185j -0.0157263+0.0649488j -0.00403758+0.066473j 0.0104637-0.0146877j 0.000281976+0.0628647j -0.00853098+0.0482633j 0.00951663+0.00228266j -0.00383298+0.00739558j 0.00137553+0.00648798j -0.00749978-0.0327005j -0.000120108+0.0180418j 0.00209393-0.0353035j -0.00490045+0.00807421j 0.00179527+0.00180159j 0.00145102-0.0219034j -0.00169471+0.00296745j 0.00782663-0.00797917j -0.00161171+0.0170405j 0.0018214+0.00164578j -0.00258607-0.00604729j -0.00267344+0.00871756j -0.00354375-0.000259478j -0.00183391+0.00073951j 0.000890881-0.0280994j -0.000187211-0.0111709j -0.00278291-0.000288724j -0.00223889-0.00986175j -0.00163912-0.0291737j -0.0012507-0.0155936j -0.00217033+0.0116254j 0.000490913+0.00636318j -0.00213779-0.00470337j 0.000967459+0.0139101j 0.000954951+0.00257702j 0.00160601+0.00170931j 0.000467048+0.0115967j 0.000997278-0.00398342j -0.00293181+0.00599891j -0.00302063+0.00795099j -0.00192635+0.0181282j -0.00228433-0.0148576j -2.7099e-05+0.00419161j 0.000422706-0.00642816j -0.000456346+0.00654477j -0.00158235+0.0160786j -0.00449048+0.0100498j -0.00334379+0.0126475j -0.00120272+0.0030987j -8.06552e-05-0.00622452j 0.000831688+0.00431849j -0.000147891+0.00732725j -0.0039138+0.0148031j -0.00193252+0.000519003j 0.00254831-0.00340581j -0.000543091+0.00967204j -0.00181053+0.0096545j -0.00157453-0.00796361j 0.00469526-0.00576795j 0.000275444-0.0112501j -0.00177532+0.00493997j 0.00259181+1.19891e-05j 0.00210453-0.00350894j 0.00109429-0.000598565j 
0.00372198-0.00178852j -0.0025781-0.00230021j -0.00133201+0.00862477j -0.00660709+0.0334643j -0.0080404+0.00424472j 0.00120783+0.0583545j -0.0204881-0.140795j -0.00643309+0.172948j 0.00908894+0.00142509j -0.00466782-0.035751j 0.000137675-0.0187347j -0.0174486-0.00124662j -0.00304224-0.095475j -0.00153392+0.0805069j 0.00437153-0.047112j -0.00105233+0.0166685j 0.00495108-0.0431745j -0.00309179+0.00712922j 0.000347363+0.0224021j -0.00547481+0.0391218j 0.00891738-0.0183097j -0.00343829+0.017611j -0.000749199+0.049167j -0.00174581+0.0165863j -0.00650964-0.0135348j 0.0013304+0.0169775j -0.00729834+0.00509702j -0.00239742-0.00388697j 0.00213172-0.00784507j -0.00247028+0.000990653j -0.00483127-0.00545805j -0.00122422+0.00718818j -0.000598663+0.0140972j -0.00166582-0.0169095j -0.0021116+0.0132377j -0.00125611+0.0160231j 0.00031906-0.0169633j -0.000906696+0.0129757j -0.000155038+0.000163478j -0.00140296+0.0192467j -0.0028252-0.00975542j -0.0010267-0.00940837j 0.00308723+0.00501418j -0.00368052-0.00999505j -0.00226525-0.00888921j 0.00728371+0.0102405j 0.00188916+0.00994168j 0.00131562-0.0176177j -0.0014932+0.0133919j 0.00411421+0.0163237j -0.00131359+0.018319j -0.00174594+0.00430694j -7.82643e-05+0.000363372j 0.00301523-0.00167195j -0.000354515-0.00840478j -0.00116273+0.0125772j -0.00058433+0.00936569j 0.00135931+0.0138812j 0.00202462+0.00542779j 0.00647575+0.00575741j 0.0014093-0.0337247j 0.000162399+0.0103085j -0.00133408-0.00696535j 0.000635853-0.0249272j 0.00253225-0.0107913j -0.000660837+0.00102047j 0.00330715-0.0112159j -0.00219095-0.00137057j -0.00253204-0.00478214j 0.00423673-0.00531368j 
0.00242254+0.00741936j 0.00678225+0.000871082j -1.14963e-06-0.00608945j -0.00148918+0.0270093j 0.00653962-0.138442j -0.0162829-0.185147j 0.00692661-0.0933567j -0.015041-0.0215587j 0.0103712+0.0368758j 0.00644997+0.00741131j 0.000297098+0.0358015j 0.00236706+0.107249j -0.00205832-0.027465j 0.011072-0.0259256j -0.00770183+0.0240485j 0.00275777+0.0064189j 0.00864971-0.0183818j -0.00539384-0.0281905j -0.00865172-0.0190821j -0.000816681+0.00105792j -3.82e-05+0.0266462j -0.00285158-0.0203776j 0.000367807+0.0186261j 0.00192831-0.00207676j 0.000703637+0.0121605j -0.000835471+0.0122255j 0.00145751-0.023749j 0.00357123+0.0157516j -0.000574255+0.0139239j 0.00241814-0.0253434j -8.07789e-05-0.00599929j 0.00270426+0.00707527j -0.00341392+0.00353761j 0.00621967+0.0162142j 0.00249902-0.0188809j -0.000219343-0.0210247j -8.69093e-05+0.00708398j -0.000316516+0.0066018j 0.00269987-0.00424324j -0.00279573+0.0111487j 0.00392274-0.0143528j 0.0027277-0.00868618j -0.00570286-0.00669607j 0.00142447-0.00844098j 0.00469586+0.000411985j -0.00315821+0.0263909j -0.00190025-0.00237345j 0.00047563-0.0247684j -0.00231685-0.00250592j 0.00313199+0.0181209j -0.00593677+0.0151483j -0.00185658+0.00670506j 0.00119347-0.0163749j 0.00169931-0.00452013j 0.00115134-0.0143892j 0.000540288-0.00583417j 0.00400849+0.0157149j 0.00282118+0.00870482j -0.000645984+0.0130514j -0.00102001+0.00416526j 0.0038696-0.00599284j 0.000163378+0.00718972j -0.00194192+0.00531599j 0.00296605-0.0107801j 5.90206e-05+0.00865981j 0.0038379+0.00605755j 0.00231657-0.0148203j -0.00434885-0.00312486j 0.00433627-0.00258554j 0.000914331+0.00804632j 
0.00347671+0.00378522j 0.00129355-0.00714339j 0.00278332-0.00696586j -8.17959e-06-0.0373855j -0.0231002-0.218746j -0.0150984+0.131247j 0.0167465+0.0581558j 0.0140666+0.0311319j 0.00172534+0.0995912j 0.00145256-0.00526883j -0.00092543-0.0386044j -0.00503538-0.0492609j 0.00646997-0.0251021j -0.00138995-0.0564222j -0.00324208+0.00246672j -0.00361567+0.0238362j -0.0073913+0.00432304j -0.00983521+0.0298032j -0.00491939+0.00920902j -0.000155358-0.00220095j 0.00164527-0.0106558j 0.00047962+0.00279036j -0.00258738-0.0159773j -0.000286212-0.0135921j 0.00325288-0.00136271j -0.00321727-0.0206449j 0.000931345+0.0188686j 0.00206412+0.00236751j -0.00117528+0.0135799j -0.00603323-0.00996319j 0.00386468+0.0222236j -0.000744458+0.00680039j 0.00389826+0.0132346j 0.00113253-0.0119818j -0.00478915-0.00724569j -0.00385558+0.00633424j -0.000746752+0.00931649j 0.000868347-0.00326935j -1.49666e-06-0.00995301j -0.000568141-0.00824142j 0.000816432+0.00389742j -0.00188395+0.00340171j -0.00150705+0.00487113j 0.00148808+0.000924881j -0.000642244+0.000212589j -0.000820998-0.00941967j -0.00450996-0.00646872j -0.00295085+0.00296119j -0.000866814-0.00509236j 0.00242565-0.00671032j 0.000964292+0.0093933j -0.000537526+0.00403186j -0.00292595-0.00279562j -0.00203819-0.00273596j -0.0031083-0.00404475j -0.00170636-0.00827796j 0.00222814-0.00940804j 0.000142176-0.00177022j -5.06897e-05+0.00210959j -0.00090252+0.000377279j 0.000399518+0.0134288j 0.00143618+0.00584344j 0.00171423+0.00854348j -0.000721164-0.00729648j 0.00561129+0.00583372j 0.00100524-0.0274412j -0.00478341+0.00703382j -0.000469567+0.00831472j 0.00102479-0.00342297j 0.00106335-0.00110678j 
0.00498002-0.000258076j -0.00134297+0.0254607j 0.00185416+0.244666j -0.0257427-0.0832326j -0.0143957+0.00213005j 0.00689259-0.0497272j 0.0216027+0.020073j -0.0046359+0.117379j -0.00627752+0.0175701j -0.00390518-0.0246937j -0.000352144+0.00499853j 0.0133532+0.00303074j -0.0037151-0.0205756j -0.00656158+0.0316976j 0.00244794-0.0140728j 0.00131008+0.0168864j 0.00379867-0.000254217j -0.00141409-0.0146327j 0.000863121+0.00877515j -0.000669613+0.00336411j 0.000504968-0.0043066j -0.000297674+0.00218105j -0.000546036+0.0162961j -0.00248545+0.000113895j 0.000885554-0.000449226j -0.000852502+0.00214856j -0.00253688+0.00850496j 0.000682853+0.00131674j 0.00361589+0.00255241j 0.000475023-0.00208271j 0.00116917+0.00329302j 0.00126049+0.00711121j -0.00128712+0.00584005j 0.000831202+0.0119031j -0.000114346+0.0082861j -0.00019872+0.00154303j 0.00166025-0.00294412j 0.000708542+0.0023628j -0.00112844+0.00418346j 0.00179667+0.000231626j -0.00144886-0.00337689j 0.00253859-0.0055054j -0.00119123-0.0114389j -0.00100263-0.000930794j 0.00225398+0.00312921j 0.000293251-0.00202595j 0.00169768-0.00649406j -0.00231522-0.00494672j 0.00209025-0.000758985j -0.00125874+0.00691938j -0.000763785+0.00167055j 0.000145135-0.000505297j 0.000518652+0.00381418j -0.000886944+0.00235072j 0.00154214-0.00488893j 0.000460022-0.000610631j 0.00386371+0.00761447j 0.00102374+0.00500511j 7.1596e-05-0.0020099j 0.00391497+0.00243391j 0.000233168-0.008001j -0.00209272+0.0143134j -0.00509017-0.000772162j -0.00151459-0.00412654j -0.00236641-0.00807646j -0.00092473+0.012678j 0.00434807-0.00472259j 0.00128921-0.00830277j -0.00118771-0.00522244j 0.00352261-0.00287867j 
-0.00311991+0.00942358j -0.00664997+0.00110583j 0.0311645+0.0850729j 0.00386657+0.267535j -0.00946102-0.0707337j 0.00738416+0.0529434j 0.0050311+0.139774j -0.0140564-0.0225892j 0.00700022-0.0323051j 0.00589992-0.0410471j -0.0066078-0.00803735j -0.000436969-0.0477247j -0.00387949+0.0113722j -0.00272245-0.0274495j -0.00715129-0.00077679j 0.000931803-0.0079148j -0.00185545+0.0248434j -0.00374703-0.00401724j -0.00409332+0.00494633j -0.00155342-0.0205409j -0.0045373-0.00555706j 0.000623891+0.0146631j -0.00198468-0.0186225j -0.00410314-0.00884173j 0.00218103-0.0162804j -0.00145872-0.0098215j 0.0035456+0.00266488j 0.000823076-0.00297439j 0.00231636-0.00972805j -0.00358094+0.00169223j 0.00613344+0.00771281j 0.0061644-0.00866427j 0.00627695-0.00397427j 0.00360085-0.00262143j -0.00145088+0.000185161j 0.000140088+0.00293814j 0.00158605+0.00223139j -0.000841388-0.00409859j 0.00113794-0.00432028j -0.000180855-0.0218205j 0.000529411+0.000795893j -0.00192249-0.000530356j -0.00267191+0.00686922j 0.00138462+0.00590097j 0.000724556-0.00161742j -0.00336747-0.00834105j -0.00363711-0.00457731j -0.00195767+0.0207928j -0.00216-0.00722917j -0.00209242-0.00782124j 0.00223334-0.00619114j 0.00107965-0.00266735j 0.00140744+0.00076961j 0.00213955+0.00279646j -0.00115008+0.00323424j -0.00193923-0.00595158j 0.000705183-0.0185409j -0.000123959-0.0121961j 0.00017544-0.00467449j -0.000141352-0.00865703j -0.00100034+0.018147j 0.00593609-0.00364833j 0.00299251+0.0123192j -0.0012619+0.0105748j -0.0039462+0.0127728j 0.00292456-0.00794169j -0.00171417-5.5324e-05j -0.00211038+0.00257873j -0.00406578+0.00549666j -0.0015029-0.00135462j 
-0.0336229+0.0192779j 0.0113284+0.316012j -0.00594368-0.108804j -0.0191033+0.0314332j 0.00993663+0.000940842j 0.00934812-0.00258384j 0.000743496+0.0055567j 0.00138547-0.0277052j -0.00415897-0.00343856j 0.0044228+0.0125574j -0.00286535+0.00335374j -0.00202177-0.00240726j 0.00111288+0.00578599j 0.00358232-0.00284821j -0.000745233+0.00609387j -0.00344429-0.00193219j -0.00144923+0.0030305j 0.00231951+0.00115724j 0.00179555-0.00596328j -0.000456076-0.00256998j -0.00246903-0.00138729j 0.000252156-0.000898287j 0.00203598-0.00781008j -0.000120439+0.00132746j -0.000126541+0.00332289j 0.00149455-0.00321291j 0.00177307-0.000161272j -0.00235755+0.000938325j -0.00415875+0.00216171j 0.00267061+0.000685345j -0.00244465+0.00268154j 0.000435188-0.00156912j -0.000748322-0.000834436j -0.000301097+0.00198888j 0.000328369-0.00139475j -0.000368723-0.00134978j -0.00148623+0.00148408j -0.00139058-0.000711399j 0.00275833+0.0027921j 0.000717474-0.00059539j 0.00116244+0.00463808j -0.000345086+0.00286573j 0.000364659-0.000400648j 0.000235104+0.000301743j -0.000406998+0.0020455j -0.00327849-0.00291784j -0.000523651+0.00353671j 0.00107186-0.000446825j 0.000441223-0.00199246j -0.000647603+0.00308451j 3.92249e-05-0.00474232j -0.00177856+0.00159242j 0.00197449+0.00140904j 3.4721e-06-0.000572625j 0.000287201+0.000438931j 0.000962557+0.000944886j -0.00252615+0.00364989j -0.00238613+0.0077787j -0.00408475-0.000459787j 0.000409178-0.00489084j -0.000791544+0.00015449j 0.00130249-0.00159189j 0.00164801-0.00701096j 0.0036889+0.00247603j -0.00429568+0.00628972j -0.000341209+0.00415472j -0.000450802+0.00950475j 0.00387525+0.000948355j -0.00520301+0.0116861j -0.00370288-0.00618359j 
-0.0109258-0.314793j -0.0344618+0.0188868j -0.0186405+0.028456j 0.00613168+0.09042j -0.00617069+0.013338j 0.00704665+0.00895176j -0.00525331+0.019755j -0.000808227+0.00153841j -0.000422778-0.0121344j -0.00201128-0.00615826j -0.00377287-0.00470306j -0.000302447-0.0070721j -0.00102009+0.00240964j -0.00285532-0.00112781j -0.00260303+0.0031113j -0.000514925-0.00237361j -0.0019442+0.00546186j 0.000968709+0.00386491j 0.0013483+0.00552854j 0.00171885-0.00336835j -9.34332e-05+0.000218324j 0.00100279-0.000717619j 0.000872513-0.000895226j -0.00122511-0.00169625j -0.000509374-0.0018783j 0.000168935+0.000499712j 0.000514213+0.000834951j 0.000247152-0.00323535j 0.00107891-0.0013602j -0.000196533+0.00433172j 0.00109304-0.00539908j 0.000682737-0.000725892j 0.00173965-0.00328541j -0.00265065-0.000643003j 0.000496871+0.00198576j 0.00206683+0.000563292j -0.000224435-0.00124924j 0.00112482-0.00232888j -0.00147115+0.00297582j 8.01419e-05+0.000882241j -0.00176928+2.46885e-05j -0.00139603+0.000794832j 0.000251006+0.00169264j -0.000178407-0.000854995j -0.00193186+0.000266396j 0.000964098-0.00108875j -0.00136949+0.00224426j 0.000233029+0.00427765j 0.000860608+0.00122686j -0.001099-0.0014398j 0.00233156-0.00222636j -0.000548744-0.0030429j -0.000622753+0.00345598j 0.000446237+0.000236105j -0.000117774+0.00217281j -0.000768628+0.00295457j -0.00175832-0.00396813j -0.00310043-0.00446706j 0.00128338-0.00662632j 0.00232742+0.00158732j -0.000167429-0.0015275j -0.000130322-0.000852063j 0.00289582+0.000189842j -0.00253035+0.0102771j -0.00258911-0.00661465j -0.00272698+0.00104933j -0.00410616+0.0037247j -0.00049175+0.00667908j -0.00360834-0.00521887j 0.00530652-0.00622514j 
